,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
scarf,0.6868511,1.0874637,1.420252,0.6184041,1.2781093,1.1617544,1.1564541,1.036,0.782306,0.6611241,0.6336723,1.2359095,0.90909445,0.2739699,0.9541424,0.5129665,1.1556152,1.1144353,1.399552,1.4164555,0.9800064,1.0541295,1.2050061,1.4170465,1.231029,1.3080368,1.2692516,1.238272,0.751967,1.0196055,1.405549,1.0780782,0.40162152,0.9485694,1.002499,1.1487879,0.7386817,1.1157342,1.4154469,0.886186,1.4985015,0.95130956,1.0610791,1.0680747,0.9621502,0.4154148,0.9790745,1.35424,0.47255552,1.3487179,0.70841694,1.1359053,1.2764559,1.3829186,0.9753078,1.2809657,1.1056904,0.85089004,1.2799251,0.9766598,0.8461516,1.3109398,0.7318489,0.8128054,1.2077564,1.148542,0.9663494,0.15475702,1.2615788,0.40144706,0.88154685,0.9511122,1.4338994,1.2233424,1.1232293,0.81458825,1.0798734,0.9983722,0.87018555,1.3501778,1.230417,1.0523994,0.99870104,1.3264077,1.08046,0.7811602,0.37031174,0.41300553,0.93600345,1.1711283,1.3688191,1.3654145,1.1224236,1.1816126,1.2030964,0.70772594,1.2414298,1.4193735,1.2004713,1.1842393,0.83165866,1.2651836,0.9238267,0.9284834,0.0,0.93872815,0.20034516,1.0632967,0.7622388,0.8475212,1.1993895,0.81117773,1.3858284,0.8924342,1.2995268,0.9925452,0.97991514,1.2410277,1.0753171,1.1643692,0.92847216,0.14395034,0.75532144,1.455862,1.1832848,1.4144086,0.93228304,1.2130554,1.3683684,1.0700314,0.99638325,1.2141025,0.9272787,1.0004493,1.3427289,0.9121794,0.69825655
scissors,0.7441623,1.0941131,1.2839868,0.6348511,1.0788738,1.041183,0.9947689,0.8328364,0.6391227,0.93459314,0.70514476,1.2784605,0.8820606,0.9592171,0.7933522,0.8120473,0.90986776,0.88795304,1.262754,1.2560174,0.92348796,1.1763659,1.113664,1.3049575,1.0322818,1.3325672,1.051,1.142026,0.9292853,1.0033106,1.3609064,1.1067226,0.8523027,0.9316986,0.7911056,1.1328465,0.9640078,1.1589787,1.2010918,0.7619458,1.3561502,0.95879644,0.9636266,1.1779449,1.0444298,1.0429105,1.2579224,1.3515311,0.7908338,1.3011708,0.89016557,1.28524,1.200676,1.2050169,1.1221178,1.2030036,0.9082197,0.64872605,1.2418326,1.197207,0.9726035,1.132542,0.98615974,0.96842355,1.1375104,1.0815918,0.3425008,0.876281,1.1988577,0.8050801,0.45471776,0.8771058,1.291808,1.0762143,1.03548,1.0044669,0.46430552,1.0925783,1.0378078,1.2856312,1.4171597,1.3237809,1.1808963,1.2829583,1.0585493,0.77251315,0.8604667,0.9289467,0.84457064,0.9938349,1.0662833,1.1129,1.2777796,1.0638912,1.4515586,1.0119605,1.215554,1.2842304,1.0843997,1.1000637,0.5269824,1.1450005,1.0529675,0.87139165,0.93872815,0.0,0.88265526,0.9962,0.53250873,0.727173,0.92091584,0.5257771,1.3482788,0.8431635,1.2390919,1.2143321,1.0995674,1.0119835,0.77626765,1.1524409,0.86802286,0.8711597,0.59048814,1.1937326,1.3851607,1.3048432,0.558104,1.402307,0.8236123,0.7627846,0.87655425,1.0027947,1.0249321,0.3850307,1.2443027,0.9472428,0.90091217
shirt,0.74337125,1.1181362,1.3761212,0.571168,1.2511746,1.165675,1.1713588,1.0472925,0.71721786,0.607279,0.55432475,1.2634094,0.9412668,0.46672583,0.88965774,0.5521745,1.1871086,1.0841439,1.3976043,1.4004123,0.9517728,1.099265,1.2764344,1.4483134,1.2865247,1.374858,1.2408638,1.2942257,0.69569343,1.0859629,1.4083562,1.0635078,0.3364594,0.90134645,1.0656452,1.2267057,0.7299242,1.1443882,1.4340644,0.8401334,1.4857705,0.9947897,1.0709158,1.0571667,1.0130655,0.51381373,1.0521058,1.2946053,0.4406488,1.3702345,0.47466648,1.1098714,1.3166413,1.3278363,1.0915154,1.3022379,1.1611168,0.7673963,1.2786677,1.1408503,0.86255676,1.2836982,0.55299234,0.7852632,1.2533742,1.186547,0.9535415,0.1026479,1.2755561,0.4509703,0.8639425,0.95207226,1.4016415,1.2419225,1.1098651,0.94791126,0.97665846,1.0193911,1.016584,1.3118684,1.3171301,1.1133833,0.9817074,1.3450902,1.0545546,0.7987702,0.40782285,0.43275684,0.91297805,1.2234559,1.3584397,1.354269,1.2094119,1.2266034,1.2334957,0.6875074,1.2608439,1.4241259,1.2304567,1.2675228,0.84681684,1.2857952,0.9399708,1.0086786,0.20034516,0.88265526,0.0,1.160312,0.6885803,0.71482575,1.2010806,0.75031793,1.4101754,0.79542273,1.2426896,1.1280074,0.97478485,1.2242888,1.066058,1.1239045,0.9354261,0.086196065,0.6555708,1.4446045,1.2011898,1.4390763,0.9431925,1.3289957,1.3453815,1.0244623,0.93293166,1.0411739,1.0365788,1.0462903,1.3611662,0.7842414,0.5895055
shoe,1.0245533,0.509804,1.1659955,1.0521476,0.9526179,0.9391897,1.0289798,1.0136087,1.1728486,1.0522727,1.1553005,0.97426224,1.0414802,0.9936449,1.0706539,0.9754333,1.0481902,1.0384775,1.148468,1.0291843,1.0175407,0.96657366,0.9743193,1.0380378,0.95767605,1.0284032,1.123931,0.97280294,1.1014323,0.9647377,1.0970936,1.1193607,1.1057348,1.1828973,0.7099656,0.92606217,1.1010504,1.0085782,1.0479783,1.1587192,1.1136551,1.0036935,0.9737877,1.1317488,1.010886,1.0600644,0.9720035,1.0614945,1.0240946,1.0222878,1.167288,0.7714844,1.0606227,1.2345921,0.32843465,0.9462066,1.0090452,1.2008927,1.0155033,0.32398045,1.0993801,0.97400165,1.1032495,0.794625,0.8804513,0.9665753,0.9573829,1.1455923,1.1058635,0.85291743,0.95986456,1.108487,1.1045892,0.8927905,1.1004126,0.4963928,1.1008193,0.9134428,1.0197237,1.1824015,0.926672,0.9232604,0.91873556,1.2226017,1.0543678,1.0734984,0.918373,0.8683651,0.99525106,1.001652,1.0870184,1.1228673,0.9593399,0.7228847,0.975508,1.1039172,1.0147141,1.1443266,0.9668313,1.0393705,0.80044186,0.9893367,1.2189279,0.7673475,1.0632967,0.9962,1.160312,0.0,1.0564979,1.2228459,1.0514781,1.2053499,0.9270978,1.108943,1.1806952,0.24466634,1.0642896,0.9923489,0.795076,0.84533346,0.88341004,1.1476257,1.171138,0.9836321,0.78266025,1.0029378,0.88031685,0.89508486,1.0652157,1.1083423,1.1468377,1.1094387,1.0095828,0.9124776,0.98378325,1.2768079,0.9590376
shovel,0.66131264,1.155441,1.3631154,0.63727534,1.0643485,0.9230141,1.0625677,0.92865926,0.63101137,0.7666811,0.53178644,1.3190038,0.8344368,0.7872522,0.8051821,0.6450292,1.0667177,1.0509232,1.2113559,1.2563913,0.8647897,1.1808745,1.2742456,1.1957092,1.205228,1.2279127,1.2764494,1.1456115,0.8532711,0.9781577,1.4067023,0.9651902,0.5800981,0.648319,0.9349428,1.2116946,0.7259995,1.1698269,1.3840969,0.70755994,1.2880075,0.9089846,1.0849512,1.0264772,0.9179121,0.80403996,1.2330352,1.3769656,0.6480166,1.3075583,0.80584335,1.2982568,1.2742405,1.2728161,1.0671846,1.3876467,1.0656945,0.5546081,1.4018161,1.0715222,1.0832138,1.2298317,0.8679878,0.9557012,1.3060219,1.1808885,0.5377834,0.6572424,1.114362,0.61999655,0.63337505,0.8669957,1.3626163,1.191515,1.0121605,0.89577746,0.7125378,1.109782,1.1970868,1.3202741,1.386708,1.3676836,1.2265558,1.3133948,1.0231719,0.78590715,0.67314136,0.6893103,0.8489611,1.0328754,1.3354039,1.3765111,1.2220706,1.141023,1.3401488,0.8414098,1.2613264,1.410967,1.1466419,1.1818388,0.5780382,1.2404635,0.9188982,0.85852516,0.7622388,0.53250873,0.6885803,1.0564979,0.0,0.7870369,1.0545161,0.66383827,1.4282312,0.8052734,1.1585221,1.1209203,0.96500736,1.2574772,0.7566807,1.2398257,0.84289306,0.6282916,0.5115929,1.283523,1.3216841,1.4655181,0.8398903,1.3580024,1.0906874,0.8474915,0.87940955,1.1730987,0.993062,0.49887788,1.3649049,0.85278434,0.8132291
shower,0.8440537,1.180251,1.3367932,0.60317683,1.2844733,1.2130175,1.1945304,0.77125126,0.45338273,0.90686035,0.41349947,1.2284622,0.6422563,0.9416034,0.94085866,0.70562804,1.0768452,1.1465936,1.296181,1.1918157,0.89810055,0.98736495,0.78045225,1.2695054,1.1711829,1.0218694,1.1551695,1.275666,0.62169504,0.8619728,1.1858493,0.76041687,0.7652856,0.74421036,0.9146661,1.2677413,0.66039133,1.1096308,1.304573,0.46798658,1.3464502,0.9877569,1.1446675,0.67300504,0.76052284,0.8670896,1.3161812,1.2753321,0.6088489,1.2699764,0.89936227,1.3317007,1.3261148,1.1717887,1.1504596,1.1196527,1.1870626,0.66145825,1.2290976,1.3097435,0.7135897,1.3567526,0.9808483,1.0997885,1.362499,1.1806664,0.85188663,0.8031379,1.1331873,0.7893187,0.70297015,0.766497,1.0896868,1.1335459,1.1361375,1.172437,0.9310068,1.1994803,0.8837328,1.3308618,1.1650488,1.2792952,1.1799951,1.3344917,0.87346864,0.896466,0.750725,0.75359035,0.9870049,1.272102,1.1091627,1.1839831,1.2795424,1.1892514,1.1724495,0.98927957,0.948244,1.2103499,1.2125015,1.263191,0.92306167,1.2388496,0.50893897,1.0380073,0.8475212,0.727173,0.71482575,1.2228459,0.7870369,0.0,0.79279065,0.5687859,1.36922,0.60264343,1.0634027,1.2451708,1.0457679,1.0731643,0.969086,1.2075046,0.9551608,0.82344294,0.5617695,1.3317066,1.3975906,1.2191589,0.7594211,1.1753026,1.2667476,0.9211251,0.8794893,0.9403849,1.0227369,0.7528635,1.3240335,0.5804234,0.7063322
sink,1.0573771,0.99438447,1.1619376,0.98970693,1.1677284,1.0385885,1.1150302,0.74369115,0.47899258,1.2646914,0.9728082,0.9117982,0.62672466,1.1057345,1.0476334,1.0137197,0.8558705,0.9384693,1.0018969,0.5309278,0.7539382,1.0106533,0.7286092,0.6300067,1.0545605,0.61376363,0.9357355,1.1061728,1.0673519,0.6366588,0.9177836,0.84835887,1.1444806,0.7535333,0.9034204,1.050765,0.8866925,1.1089873,1.0570446,0.8257586,0.84424543,1.1526313,1.1813897,0.75319374,0.6873677,1.1409457,1.2600825,1.0390139,1.0269971,1.1178713,1.2386775,1.2218426,1.1105434,1.043186,1.004312,0.95453966,1.1405139,0.93844265,1.0748866,1.0314718,0.9096346,1.1032317,1.2919202,1.132156,1.2131531,1.0762355,1.0279709,1.2646325,0.9955182,1.144083,0.7919583,0.84092873,0.8576869,0.8429071,1.1110951,1.0252943,1.0076474,1.2227818,1.0073895,1.2541707,0.69762033,1.2344781,1.1835198,1.1871829,0.6215982,1.0955069,1.1076216,1.1747249,0.8452733,1.0294251,0.84413534,0.95383435,1.1345701,1.0446942,0.7892917,1.1730975,1.012688,0.6644836,1.0381036,1.1434591,0.9455553,1.0395858,0.53359604,1.0509427,1.1993895,0.92091584,1.2010806,1.0514781,1.0545161,0.79279065,0.0,0.96724576,1.1178347,0.88467693,0.72097063,0.9787625,1.0615209,0.92777187,0.7609813,1.1990316,0.90628767,1.2686203,0.76481605,0.88142294,1.2384968,0.97308236,0.6792393,0.6807227,1.0834986,0.71753746,1.0300618,0.98987687,0.805239,0.7943306,1.161452,0.8805872,1.0411853
slide,0.65046144,1.1787688,1.294962,0.53365946,1.1333419,0.99111015,0.9537369,0.58652246,0.504217,0.832538,0.33263278,1.4228365,0.77622944,0.76502264,0.81489325,0.57003045,0.9106443,0.88567424,1.3607005,1.1636375,0.78561825,1.0393031,1.178104,1.222005,1.2075489,1.2689186,0.9752588,1.1547287,0.78501666,0.7612227,1.4276056,0.9049449,0.7170941,0.81977123,1.023711,1.1403918,0.65317714,1.138088,1.4409811,0.42047316,1.4430373,0.8487977,0.80310696,0.977154,0.94789964,0.8789679,1.2986357,1.4103882,0.6775622,1.4073508,0.90584993,1.3794651,1.3655193,1.2923038,1.1746897,1.4171127,0.8543098,0.53905493,1.4819198,1.2081101,0.9285495,1.1534855,0.9534881,1.0149871,1.2175651,1.067265,0.7781793,0.71834826,1.2689267,0.70139945,0.84023255,0.6753013,1.4356717,1.2632172,0.9215184,0.9950177,0.6282526,1.161946,1.0302724,1.3677974,1.4022524,1.3672588,1.2138093,1.3053657,1.1053389,0.7539532,0.64784145,0.8167523,0.85848165,1.03094,1.404186,1.393116,1.2623849,1.1855307,1.3855519,0.9506753,1.1304104,1.3408949,1.0930777,1.263109,0.71768725,1.3187001,0.85224444,0.97114503,0.81117773,0.5257771,0.75031793,1.2053499,0.66383827,0.5687859,0.96724576,0.0,1.5224009,0.8491711,1.1814522,1.2211069,1.0929078,1.2305958,0.8950252,1.2176266,0.66763705,0.7449515,0.4387623,1.3121626,1.4642482,1.4504483,0.7753576,1.3616772,0.6889873,0.6811265,0.84256124,0.94088966,0.93352884,0.6821236,1.4906137,0.73157007,0.6653365
slipper,1.506824,0.92826617,0.3160591,1.4634302,0.7915197,1.0334883,0.9587702,1.401891,1.5617716,1.1319029,1.6089491,0.26073062,1.4242423,1.3385192,1.2530278,1.537657,1.0220171,1.0734177,0.3861028,0.6771519,1.4039038,0.9457584,0.8681723,0.6939912,0.7691456,0.6420295,0.8488187,0.7927202,1.3536177,1.2534322,0.35296285,1.2386367,1.4847703,1.287368,1.0578351,0.95488393,1.3924809,0.83506906,0.12364566,1.6185629,0.29448164,1.3497233,1.2104065,1.1873822,1.193024,1.2919685,0.60262793,0.3803774,1.407937,0.32181072,1.2450976,0.60395104,0.42459357,0.45081842,1.0457851,0.36168122,1.1762228,1.5628841,0.17533684,0.98880285,1.0712465,0.8217631,1.1656057,1.2228019,0.5693965,1.1020516,1.3366699,1.3956246,0.6594485,1.3778955,1.2820988,1.3980402,0.5368761,0.75377136,0.9012662,1.2413054,1.2604797,0.7906444,1.1052815,0.18568408,0.5963911,0.35981882,0.78195834,0.32054746,1.0648971,1.3755329,1.5130826,1.2634376,1.3013196,1.0745754,0.3008449,0.24985838,0.62979007,0.98516554,0.5085626,1.2478683,0.8724544,0.34294677,1.0514854,0.6322002,1.3947456,0.6357408,1.3669052,1.2628449,1.3858284,1.3482788,1.4101754,0.9270978,1.4282312,1.36922,1.1178347,1.5224009,0.0,1.1506234,0.8392082,0.97637486,1.1094247,0.62167233,1.2590842,0.68114245,1.3522797,1.4232161,1.6397396,0.56616914,0.4153607,0.2198031,1.3977771,0.69319516,0.96657515,1.4183395,1.1893921,0.99326724,1.1940088,1.3820796,0.108493984,1.3032053,1.2972225
snow,0.8190268,1.1771384,1.1617243,0.69957924,1.1807389,1.1701359,1.1238154,1.0855986,0.64546233,0.8901187,0.65000385,1.0137646,0.9000484,0.87400675,0.94974566,0.7474783,1.1266956,0.90599126,1.2680242,1.2208885,0.9906024,0.9551661,1.1054966,1.3531183,1.1945562,1.2075294,1.2867571,1.2284273,0.7147528,1.1116526,1.1837199,0.974062,0.8924476,0.8698592,0.8564687,1.1192029,0.8534806,1.0059494,1.1252514,0.8789499,1.2779963,1.0007724,1.1255215,0.916457,0.793062,0.857025,1.1248155,1.0701687,0.6865382,1.0961894,0.9655518,1.1233122,1.1127781,1.1110574,1.1126623,1.0621359,1.1022093,0.8619225,1.0967398,1.2067305,0.6181131,1.21298,0.9977003,0.9983951,1.3075655,1.1422822,0.9013716,0.85118705,1.2840767,0.7640258,0.7732223,1.0393143,1.1144974,1.0170015,1.046762,1.0375632,1.1071129,1.0756897,0.90775937,1.1287827,1.0389131,1.1261778,1.136741,1.1512436,0.94292045,0.9401002,0.82222146,0.7676326,0.73396903,1.1427251,1.0024984,1.0789512,1.079098,1.1309898,1.0953544,0.973012,1.2293069,1.0899339,1.1348557,1.1982911,0.97741073,1.2359688,0.8441253,1.0674335,0.8924342,0.8431635,0.79542273,1.108943,0.8052734,0.60264343,0.88467693,0.8491711,1.1506234,0.0,1.1843212,1.1291685,0.9181455,1.1404645,1.1145327,1.0516626,1.1530828,0.85725474,0.5754268,1.2245321,1.1544783,1.1033862,0.9183317,1.0769775,1.2819115,1.0302476,0.84656966,1.1518896,1.068973,1.0254267,1.1658721,0.73704946,0.8072942
soap,1.3134468,0.72631526,0.7834779,1.2473724,0.8653852,0.942677,1.0802716,0.98350334,1.1030338,1.1278841,1.2468649,0.9743201,1.1421616,1.4166934,1.0066437,1.3362017,0.82076615,1.079265,0.46751827,0.6180281,1.0456654,1.1180503,0.71047264,0.4705158,0.7699981,0.5494981,0.79119205,0.958676,1.1930947,0.78166556,0.6380357,0.836897,1.2297724,0.8286467,1.2860861,1.0771127,1.1007681,1.2065955,0.8522302,1.1177825,0.45420122,1.1134949,1.0738312,0.820509,1.1296427,1.2906852,1.0771102,0.8551498,1.2314019,0.85100555,1.1486709,1.0766602,0.9102387,0.5530553,1.0830165,1.06737,1.0965499,1.0789933,0.90479267,1.0761011,1.0688457,1.0188495,1.2008535,1.3126872,0.8264372,0.9235803,1.2162895,1.2225394,0.508509,1.418833,1.3970953,0.964254,0.5470873,1.0437725,1.2359257,1.2742208,0.96112865,1.203481,1.1220281,0.81715584,0.71928954,1.132784,1.1910942,0.8544394,0.80413854,1.2146766,1.4015119,1.2977496,1.2162528,0.96772695,0.8530867,0.8264261,1.0576556,0.8563716,0.7839531,1.1904237,0.6808669,0.7111546,0.8119564,0.7990853,1.2172979,0.7100911,0.79688954,1.1408411,1.2995268,1.2390919,1.2426896,1.1806952,1.1585221,1.0634027,0.72097063,1.1814522,0.8392082,1.1843212,0.0,1.0167652,1.1075257,1.0252911,0.939884,0.92955047,0.9511861,1.2588116,1.1154227,0.6812822,1.0448854,0.86787605,1.2915337,0.6948798,0.8221593,1.010777,0.9925624,0.9108765,0.9879256,1.0065818,0.7777055,0.9654229,1.2023348
sock,0.99547344,0.4389029,1.1803943,1.0273389,0.98550564,0.91510534,1.0560448,1.0098252,1.1009886,1.0283167,1.0978365,0.95794725,1.016117,0.86625487,1.0590628,0.85243034,1.0948831,1.0602038,1.1035805,0.95442724,0.98569465,0.9332099,0.8674499,0.8954032,1.01616,0.85951525,1.1526371,0.9595691,1.1268096,0.8220452,1.0299885,1.0102619,1.0927833,1.1085498,0.8060174,0.95772684,0.9921316,1.0672247,1.0846624,1.1437633,1.0315529,1.0358266,1.0470951,0.9880821,0.98084486,1.0217873,0.9868066,1.0486242,0.9667713,1.1082665,1.2450005,0.81155574,1.1298993,1.2239772,0.23386037,1.0804979,1.0921928,1.2445831,1.1150173,0.15304333,1.0850427,0.9946044,1.1866177,0.84899336,0.9668459,1.0196885,1.0614282,1.1077108,0.9916914,0.8129443,1.0880156,1.0731115,1.0677228,0.8589893,1.0620549,0.3556707,1.2394917,1.0578755,0.97677505,1.1833165,0.6989068,0.9787569,1.0707452,1.1986257,0.9756379,1.0699707,0.8262576,0.836543,0.9487482,1.0082073,1.131954,1.1924305,0.9831787,0.81510186,0.80954385,1.1515242,1.0169319,1.0702457,1.0225941,1.1504394,0.9421381,0.9791788,1.0346998,0.80474216,0.9925452,1.2143321,1.1280074,0.24466634,1.1209203,1.2451708,0.9787625,1.2211069,0.97637486,1.1291685,1.0167652,0.0,1.0591428,1.1141363,0.8735782,0.8612718,0.8564205,1.1190746,1.183389,0.9846635,0.73262763,1.0012944,0.9184114,0.63862616,1.1537505,1.1382996,1.1621385,1.1811066,0.9680594,0.9808723,1.0751743,1.2032449,0.9479144
soup,0.87043405,1.1383262,1.0356656,1.0188986,0.95614326,0.94986224,0.9255962,1.0863662,0.9446291,1.0121858,1.0383337,1.0893564,1.092837,0.9286505,1.062641,0.92925483,1.111243,1.0201173,1.1793547,1.0249155,1.0036353,0.7670239,1.2036362,1.0399218,1.1676247,1.2235599,1.0795412,1.0794255,0.8675755,1.1500386,1.1012921,1.0522794,0.96778494,0.9561713,1.0053267,0.8268064,1.0854844,0.68207747,1.1675851,1.0765699,1.0762324,0.8763989,1.0219923,1.0453742,0.91896003,0.84931374,1.0719429,0.93443316,1.0495538,1.0038892,1.0039977,0.9441165,0.93158585,1.126974,0.9883,1.0675179,0.9219539,0.8891039,1.1511569,1.0055887,0.9087877,0.9554184,0.95758206,0.8597021,1.1855521,0.94178903,0.9533076,1.0107074,1.1910472,0.9952483,1.005336,1.0240624,1.0535668,0.94924086,0.9327581,0.89312553,1.1044266,1.0081767,0.80838925,1.0302339,1.1303811,1.0479659,0.9225845,1.0379333,1.0582327,0.93117857,0.97364867,1.0227929,0.95376325,0.94127804,1.1233914,1.1572462,0.79793954,0.85149646,0.9958269,0.9538121,1.1212714,1.0370852,1.018198,0.99817675,1.0287262,1.0587213,1.0958834,1.04642,0.97991514,1.0995674,0.97478485,1.0642896,0.96500736,1.0457679,1.0615209,1.0929078,1.1094247,0.9181455,1.1075257,1.0591428,0.0,1.0415756,0.9560038,0.99331385,1.1167663,0.9941942,0.9840251,1.0781893,0.92021275,1.0997084,1.0524551,1.1454699,1.1601627,0.9373834,0.9900585,1.0593218,1.0023539,1.1461656,1.1228684,0.98137313,1.0265396
spoon,1.2497902,1.1440538,0.6330122,1.1348807,1.1460607,1.1913757,0.7799194,1.1498721,1.2673771,1.1492786,1.3933755,0.7176862,1.14502,1.1059512,1.1828275,1.3354287,1.0983155,1.0704665,0.9344667,0.7779455,1.2294271,0.78705776,0.82024515,0.8091198,0.9658075,0.8867619,0.74817353,0.8157969,1.1386249,1.1751981,0.78973925,1.4039423,1.25824,1.2317485,0.9486394,1.066834,1.2551184,0.77131295,0.48857135,1.3260064,0.8270759,1.1990689,1.1611322,1.3280249,1.101165,1.0233109,0.6081474,0.6927756,1.10981,0.78973925,1.2032877,0.61167973,0.6388514,0.94825333,1.0623759,0.3724761,1.0606622,1.2679472,0.671031,1.0201223,1.0245583,0.84484226,1.1740975,0.9002251,1.0744421,1.1053251,1.2273619,1.3002805,0.95287365,1.2139368,0.7513252,1.1925478,0.824455,0.46743584,0.85216963,1.0628756,1.0595601,0.801232,1.0067062,0.73518455,0.81346124,0.6058016,0.8023174,0.7644644,1.0561826,1.2344085,1.24524,1.1164186,1.1548434,1.0663799,0.55138016,0.5212771,0.53855324,0.9490742,0.6872889,1.0232495,0.8359667,0.71201116,1.0407541,0.8243331,1.2556162,0.9824183,1.2391143,1.1052027,1.2410277,1.0119835,1.2242888,0.9923489,1.2574772,1.0731643,0.92777187,1.2305958,0.62167233,1.1404645,1.0252911,1.1141363,1.0415756,0.0,1.098024,0.8503331,1.2460961,1.2943358,1.3693753,0.94826525,0.57478154,0.54800594,0.772801,0.8731934,1.0536542,1.1396369,1.3126948,0.7645579,1.1063905,1.1446062,0.64307475,1.3022501,1.1173409
sprinkler,0.9409797,0.8254888,1.2096182,1.0017066,0.7701435,0.6771407,1.041503,0.6875796,0.79136765,1.0591593,0.9720832,1.2446895,0.8897598,1.0627869,0.8580538,0.9756951,0.8853619,1.0390066,1.0678864,0.838616,0.7714752,1.0210435,0.9711736,0.798797,0.9874492,0.936898,1.0242726,1.0390687,1.0236157,0.7917563,1.1385119,0.93655545,0.9859148,1.0285244,0.9732388,1.0077152,1.0620121,1.0974888,1.2893208,0.83271694,1.0126026,0.92612916,0.9225502,0.98968923,1.0273292,1.078758,1.2697469,1.1539344,1.0168175,1.1629833,1.1288035,1.1994019,1.1763752,1.172806,0.8628734,1.3046525,0.88791054,0.68071574,1.3059692,0.89619374,1.0802637,0.9586111,1.2027647,1.0515978,1.068292,0.8969143,0.8278889,1.0635169,1.0695946,1.042355,0.9869462,0.89896894,1.0271839,0.99978465,1.1377388,0.8161733,0.7441152,1.2495917,1.0820581,1.2295307,1.0966355,1.3324516,1.2101487,1.2518283,1.0422554,0.8613819,0.98484904,1.1091548,0.9244384,0.8494278,1.1879971,1.2348589,1.1384959,0.9062172,1.1871371,1.0880657,0.9909056,1.1201414,0.9345551,1.0881486,0.67773783,1.0765352,1.003264,0.9012436,1.0753171,0.77626765,1.066058,0.795076,0.7566807,0.969086,0.7609813,0.8950252,1.2590842,1.1145327,0.939884,0.8735782,0.9560038,1.098024,0.0,1.1484963,0.7453562,1.0706768,0.8873132,0.8960761,1.2270697,1.253561,0.8551501,1.0208842,0.79743785,0.6976835,0.98113644,0.9808756,0.910164,0.6878071,1.2457294,1.0496686,1.0134279
strawberry,1.2698362,0.8641492,0.66628325,1.179405,0.86959434,0.9612006,1.0391638,1.2420034,1.3134272,1.0282389,1.294521,0.83157074,1.2897,1.1235069,1.2059829,1.2301276,0.94681096,1.1628153,0.9110296,1.0590675,1.3005778,0.90141684,0.972204,1.0153989,0.9889936,1.0245196,0.9353575,0.7846209,1.2332656,1.2142816,0.8583406,1.1038755,1.2071817,1.2179525,1.0159551,0.95826906,1.2280446,1.0444669,0.69394755,1.3533589,0.87140465,1.1810076,1.1078253,1.1155368,1.1475325,1.214434,0.7483871,0.684818,1.1660023,0.8110689,1.0233763,0.52974826,0.8399899,0.9409194,0.9354615,0.80381274,1.168081,1.2814661,0.7196224,0.9632907,1.0736287,0.9429444,1.0084269,0.8963169,0.80531275,0.98811585,1.1428398,1.1766548,0.93326086,1.187131,1.1877397,1.2621691,0.8609989,0.8784162,1.1231817,1.0082902,1.1406504,0.5608565,1.0995724,0.5988055,0.8621274,0.61120427,0.69126457,0.73463583,1.0580108,1.1543329,1.181654,1.1776676,1.1971171,1.0458487,0.8172007,0.7505541,0.8240874,0.8159537,0.82642496,1.1671116,0.995022,0.9154607,1.0034318,0.87246,1.2339728,0.97675455,1.2340734,1.1783059,1.1643692,1.1524409,1.1239045,0.84533346,1.2398257,1.2075046,1.1990316,1.2176266,0.68114245,1.0516626,0.92955047,0.8612718,0.99331385,0.8503331,1.1484963,0.0,1.1926774,1.1844201,1.3876648,0.89062476,0.50407875,0.6382004,1.1665623,0.9144447,1.0337013,1.229719,1.0892265,1.0684265,1.1016703,1.2580297,0.6829015,1.1767435,0.9875712
