,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
ladder,1.2485751,1.121807,1.088154,1.20412,1.1692812,1.2385776,0.57884246,0.78176975,0.7858386,1.021701,0.7538346,1.3193263,1.1112341,1.0827107,0.84922147,0.97792006,0.9304629,0.8993821,0.65921676,1.1961398,0.769326,0.7306137,0.9843623,0.553986,0.8563295,1.2313517,1.1302173,0.27060604,0.82190096,0.5391449,1.0626751,0.7048496,1.0149212,1.0786806,0.73330367,0.9990428,0.97966963,0.47035956,0.9698992,1.1436725,1.041613,0.4688961,0.6753974,1.2098727,1.0004474,1.204947,1.0743045,1.1476628,1.2054665,1.1296004,1.23618,0.9470059,1.132932,0.7263353,1.2464198,0.9072121,1.1307731,1.1122241,1.0468984,1.1747621,1.1468986,1.1446054,1.1820651,1.1534197,1.0453472,1.005423,1.0990806,1.158403,0.8954853,0.0,0.6271694,1.0928279,1.2014276,1.2220439,1.283531,0.60118735,1.0485853,1.1597025,1.2329483,1.1952921,0.6965235,1.0878679,1.2272056,1.1480399,0.5329764,1.3548306,1.1299076,1.1038882,1.0862473,0.9514322,0.90003544,1.002732,1.1248581,1.014644,0.8413739,1.1540996,0.69747907,1.0268974,1.123437,1.3458066,0.97700006,0.6630478,0.43932295,1.232403,1.0584993,1.095295,1.0460193,1.1225194,1.0666001,1.0490342,0.9599868,0.8073324,1.0985084,1.1051201,1.014254,1.0934389,0.98414123,0.96472967,0.94321287,0.8905913,1.0027343,0.54172313,1.121103,0.82993776,1.0386112,1.1728225,1.2055457,0.9760379,0.6948242,1.0194792,0.7579863,0.88401926,0.80606174,0.89621174,0.6911336,1.1311854,0.66156423
lamp,1.2679803,0.7632177,1.3694806,0.61295056,0.63683236,1.2938751,0.8338876,1.2976015,1.2712586,0.6202328,1.3829458,1.5016353,0.9149339,1.3936846,0.95231164,1.1382565,0.48129672,0.72073865,1.00736,1.3218815,0.5210384,0.58433604,0.7401718,0.44112742,0.75369954,0.9485564,1.06946,0.74953127,0.28463936,0.7180245,1.2313172,1.102516,1.2767549,1.0286307,1.2001251,1.0198619,0.5584885,1.0889907,0.50824237,1.0413864,0.9840919,0.7863241,0.86429316,1.4031333,0.9267075,0.8435055,1.1195065,0.9420909,1.2712817,0.96238834,0.7837384,0.33504057,1.0728983,0.5422394,1.1085855,0.93934804,0.62361157,1.262961,0.9185801,1.1198583,1.2236373,1.1783321,1.3368376,0.77149504,0.91511655,1.2622352,1.3281331,1.5310949,1.1410017,0.6271694,0.0,1.4189616,1.4689312,1.045488,1.5764323,0.5500299,1.3667065,1.1555834,1.4957466,0.68784183,0.38612992,0.6652621,1.1704022,0.80473745,0.8848406,1.3383524,1.475763,1.4605918,1.3378028,0.51861554,0.64927816,0.8705935,1.3086374,0.936701,0.6202117,1.2576377,0.62493825,0.6215896,0.9137686,1.3742261,1.2718407,0.538082,0.7522667,1.4002633,0.95362705,1.3361225,1.3002565,1.414197,1.233227,1.3429463,0.8647306,0.9789898,1.2945597,0.7394381,0.9181882,0.7005119,1.2599602,0.83443284,0.88599443,0.9245789,0.78419924,1.0843096,1.3841457,1.3123708,0.7715608,0.90034366,0.9334847,1.2778141,0.518482,0.9703889,1.0202723,0.8814559,0.82216036,0.64737535,0.8784554,0.6770763,0.5349035
leg,0.9789291,1.3625946,0.47524476,1.3619468,1.220019,0.9231871,1.1213897,0.7482926,0.7152746,1.2651772,0.6705748,0.5531713,1.294906,0.58798474,1.1085817,1.1396931,1.339838,1.2879231,1.0989728,0.7303422,1.2441056,1.263231,1.3922285,1.2985611,1.3456721,1.1110419,0.81504464,0.9917878,1.393312,1.0532546,0.6914122,0.9597043,0.85916233,1.1864355,0.67263,1.0355734,1.3738627,0.8456599,1.4052866,1.1504831,1.2055109,0.99153584,1.0400298,0.77303356,1.216285,1.1930525,1.0270607,1.0306156,0.9415552,0.84521836,1.2339026,1.3950634,0.9319822,1.2088523,1.2489554,0.86952305,1.2929137,0.6422031,0.9845292,1.0009279,0.8877932,0.84238726,0.4736687,1.3123899,1.2651117,0.8298228,0.715873,0.4401052,0.8255109,1.0928279,1.4189616,0.0,0.4914354,1.1440003,0.4112509,1.2904084,0.76486397,0.8552591,0.56906956,1.2173443,1.3140726,1.2045431,0.8307279,1.3486848,1.0056299,0.8676845,0.5067066,0.47176868,0.81336343,1.3195417,1.1511402,1.0714123,0.7704687,1.2027379,0.96014416,1.0151135,1.1618063,1.3832431,1.2434431,0.8426932,0.7415335,1.3311889,0.9764805,0.7428849,1.2765577,0.67041063,0.8964997,0.5768899,0.9739448,0.5064166,0.9814384,0.9275891,0.89879644,1.2784624,1.0090425,1.3214685,0.768203,0.99915963,1.0285397,1.1043009,1.3125154,0.9523424,0.6527562,0.812472,1.2521292,0.95508945,1.1606768,0.66330886,1.2289423,1.3003484,1.0221338,1.137423,1.1966262,1.2745159,0.9965294,1.1723636,1.1055738
meat,0.71164125,1.3104221,0.5888412,1.3014166,1.2977831,0.99645424,1.1393462,0.6417434,0.582608,1.3900185,0.68504906,0.51825786,1.1447378,0.48144054,1.1964712,1.0433679,1.3915532,1.3498006,1.0375894,0.35459566,1.440481,1.44972,1.2757246,1.4507648,1.4331839,1.1873479,0.83265495,1.179825,1.5061214,1.0681725,0.7671629,0.89034826,0.83193564,1.1318833,0.61451864,1.0928441,1.5150812,0.79109204,1.4099238,0.9520738,1.1654006,1.0282686,1.0762134,0.72573787,1.1195773,1.2008064,0.868336,1.1919935,0.8365878,1.1133871,1.2159543,1.3871701,0.99729246,1.3551277,1.1761622,0.86781335,1.3934189,0.8194115,0.9527801,1.1669047,0.84589285,0.71484506,0.8003413,1.3646677,1.128656,0.85023075,0.6730422,0.49426985,0.93160105,1.2014276,1.4689312,0.4914354,0.0,1.1825513,0.5656589,1.2767832,0.89803547,0.9816748,0.37725955,1.2366605,1.4136888,1.3776162,1.0234566,1.2036682,1.0490284,0.5096557,0.48305112,0.5639504,0.6779259,1.4165115,1.3342738,1.147305,0.8556167,1.2077407,1.120846,0.9937751,1.2203842,1.4922073,1.1454226,0.57371205,0.77439994,1.2926464,1.1200858,0.29455018,1.0869809,0.76568604,0.8958514,0.6247912,1.0013176,0.7377647,0.8808571,0.97202605,0.87855315,1.3874785,1.0036092,1.2549306,0.8990666,1.0400914,1.2908077,1.022698,1.2798545,0.99883366,0.61540514,0.7061801,1.282562,1.1329967,1.2382394,0.90401745,1.3257191,1.2791976,1.0818267,1.1816387,1.237834,1.3160102,0.99908817,1.3365551,1.1551259
melon,1.079168,0.808412,1.3222874,0.68066067,0.66977966,0.32552743,1.0272957,1.2868263,1.28179,0.68336475,1.1903112,1.0994544,0.9674575,1.1284989,0.94206864,1.0398803,0.91627586,0.8725232,1.1493549,1.170725,0.8347275,0.8238896,0.9917453,1.00262,0.8657144,0.8421111,1.0940987,1.0510585,0.92235655,1.1582639,1.1891537,1.2970178,1.0649359,0.9086124,1.2138525,0.84496266,0.7603174,1.2693126,0.8975115,0.9854917,0.95239973,1.2026502,1.1365141,0.9701734,0.97091484,0.8490201,1.1350467,0.9470413,1.0802255,0.9805889,0.6382288,0.9202021,1.0533427,0.87226033,0.3861783,1.1269801,0.81795293,0.98599344,1.0446358,0.8154413,1.1054852,1.0289062,1.1020398,0.82610404,1.0777625,1.109457,1.2352511,1.1393664,1.21176,1.2220439,1.045488,1.1440003,1.1825513,0.0,0.96162623,1.1590966,0.8433058,1.0526843,1.0942913,0.97295594,0.9077221,0.85165423,1.1006728,0.93505156,1.2367438,1.1027083,1.2443631,1.1465825,1.1783384,0.855613,0.89634395,0.9934219,0.3874153,0.96339154,0.886372,0.7862405,0.8699598,0.6719,0.97365516,0.8318125,1.0449911,1.00507,1.2214609,1.166665,1.027256,1.119019,1.1042317,1.2421025,0.8053142,1.1370313,1.2154293,1.1132764,0.9218706,0.70618623,1.0977278,0.9014207,0.98257005,0.98749626,0.8870009,1.1750792,0.90087205,1.1301984,1.2098246,1.2424729,0.9201394,0.9765725,0.6807018,1.2041655,0.9024307,0.8114113,1.0718954,0.9408425,0.9565609,0.8544798,1.2611185,0.8178342,1.1771599
mitten,0.8782402,1.2524854,0.5271558,1.3347619,1.2933824,0.56038326,1.0627165,0.71868604,0.8278109,1.3738303,0.6965064,0.4474157,1.2184265,0.5290692,1.0268036,1.0818549,1.3947577,1.1666328,1.0827296,0.6780293,1.4250138,1.254592,1.2961547,1.4837873,1.3039575,1.0022331,0.94656634,1.2269323,1.5315992,1.2507886,0.8118392,1.0093757,0.7839665,1.0186888,0.8875925,0.9637294,1.406702,0.95234823,1.4115121,1.1539612,1.1045216,1.1955194,1.1771545,0.81174976,1.134598,1.0609797,0.9750581,1.1394848,0.95186436,0.90203774,1.2626963,1.5423803,0.9463049,1.348192,0.98088163,0.83284646,1.4443264,0.3533808,1.0863479,0.6543518,0.9743944,0.7773247,0.3898372,1.3377271,1.2672738,0.7303626,0.7006453,0.44873506,0.6941707,1.283531,1.5764323,0.4112509,0.5656589,0.96162623,0.0,1.3382249,0.58953214,0.91624963,0.620472,1.3204967,1.4273039,1.2821596,0.8683235,1.222025,1.1358745,0.7872461,0.5474022,0.5424957,0.69762075,1.4422572,1.2185469,0.9565302,0.6849023,1.1832066,1.2544878,0.8893415,1.2464552,1.4131153,1.2195041,0.72188103,0.5421564,1.5309792,1.2049444,0.6805712,1.2124331,0.7874276,0.58812106,0.66060734,0.7370359,0.5542377,0.9799866,1.0092603,0.83526003,1.2908189,1.0693829,1.4123847,0.5776684,1.0666008,0.86174977,0.91250306,1.2273848,0.95297945,0.7513114,0.75955075,1.1376095,1.021946,1.1903049,0.4687897,1.2606173,1.0718006,0.98392075,1.1467514,1.2052379,1.3355986,0.9920198,1.2849035,1.3215493
mop,1.0947417,0.8713627,1.2317843,0.89049006,1.0640796,1.2004391,0.7313111,1.0663286,1.1406597,0.9720093,1.1431065,1.3295097,0.9095096,1.237929,0.7468032,0.9897259,0.72225773,0.72754264,0.87833476,1.0989212,0.82242775,0.74059683,0.837177,0.6444012,0.8186797,1.1021172,1.2206125,0.84515667,0.6274512,0.8131937,1.2304425,0.9476314,1.06938,0.99799657,1.1505595,0.86674017,0.7503978,0.9763326,0.8286977,0.9492643,0.90651476,0.82100844,0.92406213,1.2143028,0.86073506,1.0289906,1.1440449,1.1505511,1.2026402,1.1575755,1.0324978,0.6976073,1.1894531,0.81920767,1.0325065,1.0237563,0.9426108,1.0839247,1.1655834,1.0678343,1.1707351,1.1202874,1.3242009,0.954966,0.87836623,1.044713,1.209933,1.3625139,0.8519565,0.60118735,0.5500299,1.2904084,1.2767832,1.1590966,1.3382249,0.0,1.1209819,1.1608018,1.3572776,0.991836,0.6415371,0.9991054,1.2334011,0.83008504,0.834609,1.18232,1.3000723,1.3505809,1.1268625,0.7810806,0.78134716,0.8851889,1.1954961,0.8902821,0.9550047,1.2186279,0.8380149,0.8483021,0.9064237,1.2519716,1.0353259,0.6346007,0.8803489,1.1773604,0.9212451,1.2019129,0.9568558,1.3200095,1.0385116,1.3313177,0.93262357,0.94328994,1.1832731,0.92443126,1.096008,0.9117868,1.056439,1.0103948,0.8734201,0.8429133,0.8568318,0.9443397,1.2770789,1.1083196,0.7901435,1.1271529,1.1291157,1.0043912,0.67483354,0.8471645,0.9523632,0.8498117,0.8560728,0.72971547,0.6689751,1.0095732,0.9246076
motorcycle,1.0408334,1.2198684,0.8989061,1.3185759,1.3017145,0.6615517,0.9689401,0.88654137,0.88785875,1.2006621,0.7464738,0.8097773,1.1757914,0.7372645,0.9569429,1.045789,1.2423904,1.0891497,0.9837121,0.9985473,1.194837,1.0989683,1.1392987,1.200993,0.9147541,1.154952,1.0279802,0.968525,1.1922476,1.1245363,0.87331504,0.9873506,0.6006242,0.97505665,0.87661356,1.0306937,1.2157915,0.93341094,1.2991309,1.0231057,1.0405854,1.1010894,1.0968236,0.8885196,1.0567868,1.1609904,1.0761397,1.1266769,1.0202317,1.1284456,1.2627366,1.3392018,1.1162088,1.2273158,0.8857976,0.9230889,1.2857189,0.6001036,1.0759673,0.93675315,1.0342196,0.97238886,0.87710965,1.1572683,1.0663165,0.7279657,0.7296443,0.56540966,0.82224464,1.0485853,1.3667065,0.76486397,0.89803547,0.8433058,0.58953214,1.1209819,0.0,1.0178305,0.86624736,1.360249,1.1855007,1.2271556,1.1033561,1.2426578,1.0370044,1.0077885,0.7556332,0.6347437,0.8980485,1.2529774,1.1106851,0.9559051,0.73532355,1.0010062,1.1427894,0.9600804,1.1496694,1.2218618,1.0443748,0.88545847,0.49125051,1.2501209,1.033255,0.95536506,1.1557971,0.86763835,0.6627394,0.8303495,0.59539443,0.7074114,1.0839038,0.8929798,0.82361984,1.1089008,1.0392654,1.2901101,0.603566,1.209606,0.9787465,1.0207093,1.1249319,0.74472404,0.811165,0.822574,1.0744259,1.1823671,1.085284,0.76980764,1.096934,0.914256,0.92777455,1.0275875,1.0499427,1.0873573,0.80288124,1.1888274,1.2580724
mouth,1.0008774,1.0185738,0.89730406,1.1137215,1.1021547,1.0235082,1.158354,1.0560505,1.0693872,1.0622842,1.0915718,0.9299991,1.0534427,1.0776275,1.1118263,1.058501,1.1456331,1.1611736,1.0784167,0.9546652,1.1396697,1.1876122,1.1158752,1.1797417,1.1709979,0.98504776,1.110769,1.2593921,1.2383413,1.1124089,0.9957493,1.0332111,0.95502204,0.9464787,1.080628,0.98178,1.0753692,1.114444,1.1557666,1.032968,1.1187887,1.085015,0.97135884,0.98108625,1.1334202,0.97308147,1.0154088,0.79092574,0.79466176,0.7227331,1.0530201,1.1949718,0.7236395,1.1132872,1.0814945,1.1690046,0.99281865,0.9816152,1.106434,0.8790823,0.805091,1.0171638,0.7421074,1.0644125,1.0014862,0.9783336,1.0422101,1.0060419,0.9413392,1.1597025,1.1555834,0.8552591,0.9816748,1.0526843,0.91624963,1.1608018,1.0178305,0.0,0.8810255,0.94718707,1.2490193,0.8906773,0.52656364,1.0490913,1.07725,0.98654926,0.95516664,0.9734113,0.9971854,1.1112131,1.0104963,1.0016325,0.9857442,1.1043639,1.1872165,0.9058872,1.058609,1.1304817,1.0245208,1.0329392,1.0594845,1.2404697,1.1213058,0.9498334,1.0220937,0.79881096,0.91377276,0.9085512,0.9678735,0.9896005,0.9064527,1.1278242,1.0055655,1.0476468,1.1154559,1.0639986,0.9662814,1.0736972,0.9108279,0.99249405,0.9738804,1.1017203,0.9742921,1.0555631,1.0091003,0.7423494,0.8682699,0.8906024,1.2538327,1.1140583,1.0869946,1.0486894,1.0749823,1.1177735,0.9846569,1.0001228,1.0971296
muffin,0.7779795,1.3258867,0.600946,1.2803873,1.2451414,0.95837975,1.2253786,0.7300661,0.6777406,1.3117331,0.71424294,0.6191565,1.1672995,0.60132974,1.1722374,1.1366296,1.3782287,1.3773848,1.1193063,0.5280383,1.3656747,1.4277884,1.2865201,1.4194132,1.4477444,1.0709474,0.88978153,1.2020385,1.5043947,1.1319828,0.6902739,0.9621986,0.77109814,1.0745553,0.677883,1.0531948,1.3995807,0.88991064,1.3781371,1.1041076,1.2444314,1.0877596,0.99158925,0.58244693,1.2011819,1.1928833,0.88773024,1.1042094,0.72931397,0.9851247,1.1639264,1.3838542,0.90243345,1.3098435,1.1680776,0.97845656,1.2611952,0.9401562,0.8335875,1.1612675,0.7942041,0.92067194,0.7727252,1.2637281,1.1300992,0.95898736,0.70701903,0.52535564,0.9214799,1.2329483,1.4957466,0.56906956,0.37725955,1.0942913,0.620472,1.3572776,0.86624736,0.8810255,0.0,1.1443225,1.3787477,1.2780361,0.89338017,1.2382882,1.0868751,0.6131708,0.5698265,0.57993096,0.82139933,1.3241318,1.2312976,1.1817871,0.8155518,1.1848286,1.1009383,0.99886245,1.2154735,1.3934288,1.1115086,0.5304823,0.91505116,1.3478822,1.1036817,0.42051852,1.1556203,0.7331559,0.9401598,0.60770017,1.00332,0.8065558,0.8875226,0.9690051,0.90439856,1.2802756,0.9251217,1.1541135,0.9298931,1.1678246,1.2357786,1.0766144,1.2779284,1.1333262,0.58742285,0.7969619,1.2896758,1.009813,1.1395413,0.91408575,1.3207605,1.3447075,1.1075445,1.1414949,1.2675996,1.3087714,1.0608954,1.2316304,1.1852258
nail,1.3246522,0.6933788,1.2608426,0.30855,0.457385,1.1963397,1.2147024,1.5017005,1.4471428,0.5359364,1.531378,1.2472332,1.0626653,1.4131799,1.0978346,1.1898224,0.45523512,0.9340335,1.2620807,1.2479247,0.5840628,0.7655015,1.0405899,0.7825262,0.9227115,0.40273,0.9882262,1.2140065,0.68180424,1.1526695,1.059725,1.3513454,1.2717341,0.96933174,1.4109688,1.022543,0.3781786,1.5046467,0.498567,1.1174703,1.0122705,1.2020367,1.0678864,1.1518037,1.0361427,0.68023294,1.0941901,0.5900407,1.0611308,0.5083059,0.5628397,0.47612262,0.5743559,0.74951625,1.1489823,1.1456426,0.17966938,1.2028238,0.96361005,0.96166533,1.0570984,1.0979924,1.0763361,0.41740572,1.0595663,1.4072638,1.2340963,1.357001,1.3104508,1.1952921,0.68784183,1.2173443,1.2366605,0.97295594,1.3204967,0.991836,1.360249,0.94718707,1.1443225,0.0,0.6238538,0.34778523,0.71226186,0.7170727,1.2521727,1.1637969,1.3782103,1.2466822,1.4137366,0.40370607,0.68750584,0.8731613,1.167367,1.0451078,0.7702683,1.0625377,1.1138997,0.5644092,0.97919554,1.0214585,1.3884115,0.8200935,1.2921126,1.2219087,1.1408403,1.1778473,1.3847452,1.2350719,1.1786768,1.1084313,1.0117749,1.3071324,1.2698003,0.34417486,1.0672941,0.28450763,1.2261372,0.9434043,1.008925,1.2625477,0.87120277,1.348924,1.2155536,1.5408931,0.8480166,0.2904961,0.6602771,1.3656713,0.8260644,0.9989226,1.4006612,1.1612734,1.0503703,0.81612855,1.3076016,0.23299325,1.0561714
napkin,1.3788364,0.8970038,1.3451276,0.68586665,0.59641516,1.2144283,0.84757125,1.3758736,1.3723655,0.44569612,1.2936848,1.4045371,1.0478302,1.181963,0.78575695,1.1391389,0.45706576,0.75823367,0.9858798,1.3917434,0.28354716,0.3715608,0.92552793,0.28756094,0.70760226,0.7929517,1.0261637,0.60537255,0.4035827,0.86147964,1.1078283,1.2206247,1.2797415,1.0802265,1.2256271,0.9434449,0.41559392,1.2200867,0.54584306,1.094351,1.0778496,0.8552064,0.98710907,1.3670895,1.0425057,0.9639907,1.1961255,0.9342635,1.3774608,0.8841704,0.66853833,0.45161802,0.9640611,0.4171269,1.1432388,1.046081,0.49573582,1.0543798,0.96988684,1.0988412,1.3103472,1.2376648,1.3295872,0.6427667,0.9669225,1.3990004,1.2094827,1.2996385,1.2039477,0.6965235,0.38612992,1.3140726,1.4136888,0.9077221,1.4273039,0.6415371,1.1855007,1.2490193,1.3787477,0.6238538,0.0,0.51807106,1.2167258,0.9110773,0.9057448,1.421337,1.3924153,1.2637854,1.3971148,0.4142207,0.63595104,0.8136922,1.0839276,0.9666703,0.31778073,1.1930016,0.83021635,0.45185268,0.9375921,1.24326,1.2470161,0.41120434,0.7869561,1.3887367,1.0511997,1.2465304,1.5053825,1.3179035,1.1565816,1.0971475,1.1175929,1.017704,1.323468,0.51462805,0.94616944,0.5829282,1.0683067,0.9330095,0.94645005,1.2251806,0.8672638,1.1041913,1.3170724,1.4909809,0.9430273,0.8081712,0.82638824,1.3615227,0.07030916,1.0565808,1.0596038,0.86315984,0.84776044,0.5685618,1.1695434,0.5486268,0.8482717
necklace,1.3807592,0.82132393,1.2201875,0.6358599,0.60315025,1.1143391,1.2072676,1.559445,1.5462729,0.30787617,1.4897361,1.1848865,1.0887192,1.3715644,1.0444211,1.2398492,0.6879564,1.0015259,1.1996233,1.3960932,0.37844527,0.74412644,1.0247105,0.71168125,0.8894705,0.59763193,0.9365529,1.0563492,0.64248824,1.1842451,0.9323432,1.4250818,1.3028092,0.9364488,1.4459682,0.90692276,0.3756001,1.518446,0.7296862,1.1391374,0.99454355,1.190759,1.0561092,1.2366717,1.1215317,0.7991862,1.0998973,0.4641503,1.1010845,0.35601175,0.65204674,0.6695013,0.4362924,0.594068,1.1010141,1.1931432,0.21427166,1.060669,0.9782756,1.0248417,1.0421865,1.177484,0.89700675,0.36480635,1.077809,1.4462888,1.2247586,1.2561476,1.23562,1.0878679,0.6652621,1.2045431,1.3776162,0.85165423,1.2821596,0.9991054,1.2271556,0.8906773,1.2780361,0.34778523,0.51807106,0.0,0.62928224,0.91089326,1.2365026,1.3368728,1.3691385,1.100052,1.4240477,0.43795073,0.54634374,0.77122605,1.0842614,0.96886736,0.6939458,0.965896,1.0251174,0.60665715,1.0486923,1.1121308,1.2472689,0.8742613,1.185602,1.4349589,1.130441,1.0156051,1.4177619,1.1284869,1.0045675,0.83656275,1.1097872,1.3750316,1.3362253,0.36368108,1.0241264,0.59303296,0.9887501,0.86771333,0.7763539,1.3418252,0.83993983,1.2778466,1.1749567,1.670304,0.9779566,0.30483854,0.5384748,1.2909307,0.64762104,1.1140567,1.3901985,1.1199502,1.0150825,0.8002527,1.3490145,0.26881385,1.0923404
nose,1.1319988,1.0213503,0.8614342,1.0796139,1.0799043,1.0397565,1.3132051,1.1546909,1.1356579,1.0475069,1.1872661,0.9030223,1.1111964,1.1183288,1.1491876,1.1748916,1.1851392,1.2327173,1.1994487,1.0427775,1.1156518,1.2712793,1.1942592,1.2257338,1.1358862,0.8964217,0.9892407,1.3121136,1.2026792,1.1117474,0.92939943,1.1083735,1.1650583,0.96965027,1.124921,0.9560633,1.0915507,1.1946058,1.2127782,1.101826,1.0048008,1.077749,1.0406837,0.927148,1.1151458,0.9347048,0.95627165,0.43675596,0.5895225,0.43363106,1.0679184,1.2225914,0.33009505,1.1253006,1.1293447,1.083688,0.7441515,0.9742017,1.0072354,0.9918108,0.594029,0.9578714,0.5384759,0.7689233,1.100616,1.0856172,1.0676429,0.9893693,1.0894598,1.2272056,1.1704022,0.8307279,1.0234566,1.1006728,0.8683235,1.2334011,1.1033561,0.52656364,0.89338017,0.71226186,1.2167258,0.62928224,0.0,1.1073142,1.2260579,1.033813,0.978769,0.9430085,1.1026928,1.0845401,1.0318079,0.87380695,1.0523186,1.0748805,1.1285686,0.88940454,1.0880901,1.1612533,1.1036971,0.91615826,1.1037343,1.2559764,1.1461333,1.0259665,1.1460801,0.77740735,1.1118083,0.85432273,1.017162,0.85608995,1.021076,1.269307,1.0386477,0.9740921,1.0814265,1.0135218,1.0414829,0.92065424,0.9408145,1.0830231,1.0659227,1.1726459,0.9318841,1.1986316,1.0230386,0.42731452,0.8171763,0.9911901,1.2572473,1.21187,1.2694763,1.1299164,1.0847384,1.1954725,1.1703022,0.817898,1.128165
orange,1.0433338,0.21720856,1.3200679,0.43160224,0.6534359,1.0284652,1.0134356,1.3044533,1.364485,0.95018816,1.3559835,1.2559705,0.72388476,1.3644834,1.0748076,1.0054175,0.80666053,0.7542818,1.0197294,1.0993301,0.91659564,0.82979196,0.79267675,0.9107855,0.89794487,0.7108761,1.2385416,1.2084786,0.75845265,1.041519,1.3045386,1.1066188,1.2208587,0.7115573,1.3644323,0.84433705,0.764853,1.2754099,0.7483474,0.91026545,0.79725987,1.1315194,1.0697405,1.1605763,0.6987633,0.24275303,1.1892601,0.96656454,1.1337256,0.9810708,0.7699472,0.7630139,1.033507,1.0111142,0.81299335,1.1936642,0.8790475,1.1298215,1.1177526,0.7944974,1.1591218,0.9729738,1.2052978,0.82784,0.8383528,1.2183025,1.2876806,1.3976997,1.190258,1.1480399,0.80473745,1.3486848,1.2036682,0.93505156,1.222025,0.83008504,1.2426578,1.0490913,1.2382882,0.7170727,0.9110773,0.91089326,1.1073142,0.0,1.1288333,0.91785324,1.3635492,1.3692195,1.1940958,0.92222047,0.9904757,0.71710116,1.1337171,0.81199473,1.0826759,1.1286153,1.0497301,0.68902475,0.8437326,0.9779869,1.2952597,0.91012084,1.2632724,1.1364653,0.86072224,1.2944194,1.1104671,1.3423007,1.1085081,1.35848,1.1421655,1.1976452,1.1399157,0.8625425,1.1757102,0.8268635,1.1816263,1.0311356,0.9917931,0.92246276,0.511066,1.1250044,1.3231714,1.3055627,0.5930145,0.8703257,0.8415645,1.2392344,0.9847685,0.6851512,1.0427299,0.9977545,0.9762326,0.8418261,1.1928568,0.9275933,0.97664773
oven,1.1299052,1.1837177,0.963321,1.2567791,1.1433998,1.2224131,0.67484653,0.71359986,0.81976104,1.0520058,0.6572954,1.1914353,1.1012737,0.97270244,0.9653069,0.9618745,1.0140905,0.8644688,0.5751101,1.101105,0.9947147,0.7992127,1.0734694,0.536548,0.94062036,1.3147898,0.99484426,0.4659388,0.9272163,0.5225769,1.0372312,0.52837634,0.8747013,1.1422529,0.6322894,1.0549717,1.1744994,0.62132394,0.9864548,1.1268611,1.1182423,0.45510244,0.6194226,1.116409,1.1156375,1.232824,1.1395898,1.1281247,1.1317931,1.2409865,1.2934664,1.0173014,1.170262,0.9168347,1.276362,0.84882027,1.231407,1.063493,1.0682284,1.2032797,1.1109421,1.1447865,1.1354668,1.2096901,1.0756586,0.9480025,0.97702944,1.0298102,0.8972184,0.5329764,0.8848406,1.0056299,1.0490284,1.2367438,1.1358745,0.834609,1.0370044,1.07725,1.0868751,1.2521727,0.9057448,1.2365026,1.2260579,1.1288333,0.0,1.2149792,1.038375,0.96887153,0.94028115,1.0840093,1.0695964,1.1026713,1.0716448,1.0177182,0.8445419,1.0547508,0.88399047,1.093547,1.1095253,1.2075181,0.83952576,0.6595675,0.33272815,1.0456641,1.0114633,1.0152065,1.0372746,1.0125859,1.1302661,1.0087137,0.9518447,0.53918815,1.0863001,1.1774042,0.9562937,1.1011618,0.9836838,0.9993678,1.0665874,0.9022383,1.0862626,0.78904915,1.0056171,0.64276206,1.0662555,1.2729249,1.2570457,0.99176717,0.86886585,1.132461,0.6479505,0.91547894,0.9323488,0.9774658,0.7068003,1.1665124,0.7402803
