,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
fish,1.0139133,0.74652416,1.3299109,0.5451036,0.27969456,0.9626133,1.1864805,1.4667015,1.452335,0.4825527,1.432794,1.223933,0.8076582,1.2761183,0.97331417,1.094528,0.6350221,0.8750258,1.229297,1.260297,0.708514,0.7334295,0.8213229,0.8780931,0.88597304,0.6721985,0.98003405,1.171457,0.75564694,1.2731969,1.1675311,1.3482629,1.2823138,1.0023112,1.3687819,0.89459544,0.40619504,1.4992063,0.66918194,0.9296094,1.0018277,1.2922959,1.0585943,1.1576269,0.96853787,0.72042406,1.0593745,0.8649389,1.2100968,0.83848256,0.0,0.63966274,0.9233607,0.59148765,0.71533656,1.1564049,0.4826188,1.148484,0.80129033,0.85499156,1.2229081,1.0387052,1.2046057,0.71529853,0.94982255,1.3371694,1.2869998,1.3163083,1.1979997,1.23618,0.7837384,1.2339026,1.2159543,0.6382288,1.2626963,1.0324978,1.2627366,1.0530201,1.1639264,0.5628397,0.66853833,0.65204674,1.0679184,0.7699472,1.2934664,1.0311382,1.4097369,1.3026328,1.3073838,0.43663925,0.59730685,0.94015104,0.85504884,0.8537501,0.6521977,0.9985155,0.98952425,0.34000945,0.8757138,0.9424541,1.3229654,0.79781425,1.3224807,1.174177,0.9274048,1.2883853,1.2556069,1.3417968,1.049193,1.2316109,0.9888538,1.1337416,1.1435492,0.42778587,0.9482974,0.60013175,1.2047812,0.9102192,0.95006317,1.311951,0.8433654,1.2959569,1.2828157,1.501682,0.94582427,0.74880624,0.47182178,1.3186442,0.747694,0.9934968,1.1521158,0.9262345,1.1219512,0.7889339,1.3781598,0.5473702,1.058857
flower,1.123921,0.74602157,1.3782612,0.3735528,0.60170686,1.1601578,0.9504125,1.4012554,1.2992561,0.59774345,1.4339664,1.3461056,0.85890865,1.4135926,0.87597346,0.9470892,0.23614562,0.7347677,1.0814781,1.2541801,0.5585729,0.60419416,0.76657814,0.56386936,0.68973124,0.67829084,1.0875129,0.9691369,0.38727438,0.9095998,1.2021589,1.1927731,1.252595,1.0534972,1.3046008,1.0423254,0.4463203,1.2257365,0.27726173,0.99776983,0.9047435,1.0357063,1.1244497,1.273603,0.89963436,0.8376975,1.0892303,1.0495399,1.2016809,1.0274054,0.63966274,0.0,1.1576179,0.6669662,1.0043237,1.0420642,0.441056,1.2786608,1.0475651,1.0209597,1.1718724,1.1480659,1.3657384,0.6240515,0.9137099,1.3031522,1.2668216,1.4768708,1.2950103,0.9470059,0.33504057,1.3950634,1.3871701,0.9202021,1.5423803,0.6976073,1.3392018,1.1949718,1.3838542,0.47612262,0.45161802,0.6695013,1.2225914,0.7630139,1.0173014,1.2030683,1.4016908,1.4409916,1.2694268,0.4081639,0.76930857,1.0495584,1.2330317,0.9756901,0.7213865,1.1950676,0.76113176,0.54080576,0.88755536,1.2946998,1.3219259,0.5640786,1.0128094,1.311165,0.9063698,1.3118047,1.3293052,1.3699989,1.2301255,1.3470633,1.0849406,1.0807647,1.2409527,0.55784774,1.0417066,0.41649997,1.3254253,0.99539447,1.0771321,1.0431147,0.788085,1.1973373,1.3217983,1.3061041,0.87721413,0.9042735,0.9122565,1.3379227,0.6285002,0.8010803,1.107238,0.984152,0.8121965,0.5388061,1.0742159,0.44692552,0.78407735
foot,1.2669401,0.9822238,0.900801,0.9595177,0.89475065,1.138109,1.3264928,1.2960737,1.2687099,0.8083501,1.2464528,1.0332938,1.1562726,1.1875731,1.164257,1.2611318,1.0693414,1.304909,1.1356078,1.2001805,0.8205026,1.1071066,1.2277937,1.0221826,1.1463921,0.8153109,0.9084719,1.1948041,1.1346945,1.1346736,0.823387,1.2125542,1.1857032,1.0124894,1.1596619,0.96543187,0.8862531,1.3017409,1.1319586,1.1546235,1.0846117,1.0570655,0.96112597,0.9123134,1.1898141,0.876882,1.0400032,0.4964919,0.75495833,0.3629725,0.9233607,1.1576179,0.0,0.9758896,1.1880412,1.0771487,0.6423517,0.99284667,0.9427455,1.0564286,0.76231724,1.0286839,0.68831444,0.6902263,1.1473151,1.2923263,1.0885541,1.0074519,1.105442,1.132932,1.0728983,0.9319822,0.99729246,1.0533427,0.9463049,1.1894531,1.1162088,0.7236395,0.90243345,0.5743559,0.9640611,0.4362924,0.33009505,1.033507,1.170262,1.1269536,1.1114925,0.8708278,1.2082978,0.92189777,0.88119227,0.7265729,0.9405525,1.0678396,0.9370033,0.9348773,1.1654276,1.0408963,1.1469107,0.8936485,1.1720512,1.1359153,1.1448718,1.0926086,1.1733947,0.79630953,1.2541794,0.87791485,0.99389124,0.7646528,0.94399613,1.3562301,1.2377958,0.7763157,1.0234097,0.90022147,0.94591016,0.94273114,0.9619795,1.219289,0.9949858,1.18171,0.9179121,1.3559617,1.1687667,0.2751044,0.69934857,1.1502947,1.0378355,1.2792875,1.3346052,1.1052535,1.0685424,1.0966015,1.2284636,0.6936156,1.2087685
fork,1.3298976,0.9754409,1.1729509,0.83513916,0.58593297,1.1146567,0.8895189,1.2840858,1.3150327,0.395925,1.1288387,1.4140654,1.1202034,1.2000794,0.80867124,1.0296627,0.7420344,0.80017495,1.007387,1.2701776,0.49669564,0.6075375,0.9089765,0.54237187,0.778484,0.8498721,0.9685984,0.71987927,0.677648,0.94739497,1.1743884,1.1775624,1.1041787,1.0788299,1.2086103,0.8252262,0.39445072,1.1313567,0.7186267,1.1898819,1.1278254,0.90738606,0.8204397,1.3622752,1.0834621,1.0074961,1.1299151,0.8659849,1.3549137,0.74148077,0.59148765,0.6669662,0.9758896,0.0,1.1235893,1.0641032,0.5414243,1.1038998,0.9619893,0.9851728,1.2847257,1.1582888,1.0753081,0.8362911,1.0798488,1.2775615,1.3163013,1.3128878,0.8854278,0.7263353,0.5422394,1.2088523,1.3551277,0.87226033,1.348192,0.81920767,1.2273158,1.1132872,1.3098435,0.74951625,0.4171269,0.594068,1.1253006,1.0111142,0.9168347,1.406101,1.3507942,1.2904773,1.2833819,0.28780293,0.34810102,0.94484985,0.98372775,0.968812,0.45894438,1.091416,0.8544941,0.46355814,1.0703672,1.1822473,1.2009037,0.5497917,0.9117576,1.2903255,1.1008017,1.2559807,1.2638202,1.3676594,1.1111134,1.0493829,0.94150674,0.9720472,1.354346,0.5243598,0.9164932,0.64753294,1.0176847,0.8448123,0.73485017,1.2360575,0.9723749,1.1527193,1.4041145,1.3979354,1.0026675,0.7745749,0.7498875,1.111609,0.45018935,1.1392415,0.9324448,0.7950372,1.0009284,0.81715953,1.0839635,0.5679318,0.8481827
frog,0.69245636,0.74718684,1.3461545,0.8011247,0.8834445,0.32591844,1.0558503,1.2765105,1.2410775,1.0138733,1.2636545,0.99675465,0.5302129,1.1946329,0.9530474,0.89164805,1.0256257,0.9389977,1.1020653,1.0992188,1.1345358,1.0321555,0.7227954,1.2378913,0.77716327,0.95319724,1.2291749,1.2233841,0.9946565,1.1735499,1.2578481,1.1860425,1.1680139,0.8638697,1.2340688,0.8681982,0.9669758,1.2265401,1.0359744,0.61467624,0.6240758,1.2613184,1.1647682,0.9277636,0.63114727,0.75493443,1.132596,1.0841869,0.9351015,1.19591,0.71533656,1.0043237,1.1880412,1.1235893,0.0,1.1817653,1.037627,1.0130491,1.0807012,0.7474561,1.0142791,0.94910514,1.1663387,0.8591137,0.8090174,0.99988085,1.2574861,1.2263954,1.2118564,1.2464198,1.1085855,1.2489554,1.1761622,0.3861783,0.98088163,1.0325065,0.8857976,1.0814945,1.1680776,1.1489823,1.1432388,1.1010141,1.1293447,0.81299335,1.276362,0.7436971,1.2657695,1.2878609,1.0615268,1.1000162,1.0864954,0.97162414,0.6342945,0.7017071,1.1712241,0.7128478,0.86523986,0.8269706,0.7767718,0.9016383,1.0461098,1.0251789,1.3325454,1.1539645,0.6761994,1.1859374,0.94915044,1.2859616,0.7747725,1.3360897,1.2596765,1.2367649,0.8120357,0.9760569,1.1663463,1.0808262,1.0928636,1.1076989,0.9829853,0.98578227,0.8385056,0.96111405,1.2018646,1.118809,0.87054574,1.1879283,0.684158,1.1409906,1.129421,0.54859823,1.0100214,0.99715185,0.8580267,0.86637974,1.2175626,1.1002628,1.2203317
glass,1.0649823,1.1969519,0.92870986,1.1376054,1.0447453,1.0436478,0.8302046,0.6205905,0.66965127,1.1693671,0.7207142,0.9171944,1.1604376,0.67530435,1.0585015,1.1009079,1.0278599,0.9296861,0.93739563,0.9353336,1.1113521,0.99499345,1.1320446,1.0173863,1.0791744,1.1561053,0.69236535,0.89899945,1.0286238,0.83477324,0.8871261,0.8143543,0.9287304,1.1868646,0.760262,1.1518503,1.3070006,0.74555707,0.9922582,1.2123392,1.1863921,0.79449075,0.99864477,1.0123025,1.1601359,1.1169761,0.8477754,1.1422813,1.0357087,1.2189564,1.1564049,1.0420642,1.0771487,1.0641032,1.1817653,0.0,1.2164124,0.98327327,0.81742215,1.1019342,1.0755922,0.97425294,1.0043442,1.310758,1.2504189,0.79726595,0.7662361,0.77348864,0.89705807,0.9072121,0.93934804,0.86952305,0.86781335,1.1269801,0.83284646,1.0237563,0.9230889,1.1690046,0.97845656,1.1456426,1.046081,1.1931432,1.083688,1.1936642,0.84882027,1.062412,0.7566494,0.8379451,0.8640448,1.1562483,1.2206991,1.1061165,1.0423833,1.2747033,0.974773,0.9811829,0.99501485,1.1637816,1.2402625,1.0415587,0.78609246,1.0849209,0.7377201,0.86512995,1.0956635,1.0351214,0.901204,0.83556235,1.118426,0.8941493,0.8241152,0.6349329,0.85665214,1.222545,0.69008756,1.1635323,1.0853816,0.7783022,0.9041695,0.91837555,1.1776831,0.9925414,0.88483196,0.673627,1.0887859,1.2355763,1.2126821,0.85738564,0.9916056,1.2121197,0.84730947,1.03234,1.0583749,1.2368245,0.7921871,1.1352795,0.8369899
glasses,1.3877103,0.8041966,1.3610761,0.44245934,0.46333945,1.1399956,1.1719863,1.586484,1.5147214,0.2906974,1.5397948,1.3071065,1.0880561,1.449429,0.99741465,1.1438214,0.47005558,0.8741649,1.2316756,1.3882741,0.45102906,0.6736398,0.99364996,0.6768807,0.7958449,0.4743507,0.9776966,1.1039752,0.56563896,1.188698,1.0919887,1.4252751,1.2997656,1.0040131,1.4449222,0.9663093,0.2374844,1.526415,0.5313229,1.092439,0.97047,1.2262794,1.0459982,1.1819507,1.0734456,0.8105173,1.1467159,0.49949944,1.0519547,0.5400135,0.4826188,0.441056,0.6423517,0.5414243,1.037627,1.2164124,0.0,1.2058734,0.9598308,1.0418663,1.0304676,1.1714903,1.1140232,0.25077814,1.0428827,1.4381776,1.2986635,1.3640227,1.312865,1.1307731,0.62361157,1.2929137,1.3934189,0.81795293,1.4443264,0.9426108,1.2857189,0.99281865,1.2611952,0.17966938,0.49573582,0.21427166,0.7441515,0.8790475,1.231407,1.324853,1.4539185,1.2786493,1.4340173,0.2265079,0.50076675,0.9348136,1.0982206,0.973612,0.6427425,0.97008604,1.050429,0.39941704,0.99195486,1.1175003,1.3262641,0.69185305,1.2386607,1.3904177,1.1546382,1.1351987,1.4416454,1.2913585,1.0505382,1.0884198,1.077931,1.2674632,1.2935957,0.21929991,1.0471624,0.2945305,1.1853377,0.9152279,0.90942025,1.383789,0.87682855,1.3473274,1.2544708,1.6474934,0.9282617,0.4062481,0.529853,1.4129305,0.6828296,1.0347908,1.3437881,1.050917,0.97740597,0.7082611,1.3227446,0.14929599,1.0421666
glove,1.0202495,1.1668738,0.7523698,1.2360791,1.2248708,0.75576806,0.94846386,1.0371532,1.0793883,1.1178865,0.93768954,0.7294307,1.1170741,0.72537774,0.962778,1.1109462,1.2110205,1.0425279,0.98896337,0.8476373,1.1448033,1.0577513,1.0936623,1.2112182,1.1137972,1.0484927,1.0761406,1.0925686,1.1594603,1.2030417,0.905548,1.1581733,0.8320349,0.92758095,1.0737852,1.0287964,1.1274196,1.1419007,1.2313668,1.0593597,1.0502793,1.1725492,1.1369102,1.0171576,1.0278676,1.0678375,1.1621646,1.0408188,1.1559561,0.81562316,1.148484,1.2786608,0.99284667,1.1038998,1.0130491,0.98327327,1.2058734,0.0,1.2009084,0.71581,1.1211761,0.9566607,0.5589443,1.1015173,1.1048481,0.98269385,0.81358814,0.59260046,0.7955109,1.1122241,1.262961,0.6422031,0.8194115,0.98599344,0.3533808,1.0839247,0.6001036,0.9816152,0.9401562,1.2028238,1.0543798,1.060669,0.9742017,1.1298215,1.063493,1.0005558,0.7745569,0.64899737,0.9208962,1.2081387,1.0366296,0.74251187,0.8229387,0.94338006,1.002911,1.0690589,1.1664139,1.1948907,1.1036289,0.87879145,0.35364223,1.1892347,1.2412223,0.95282936,1.1390084,0.93718934,0.763409,0.87905926,0.38713747,0.5820085,1.0672097,1.0862824,1.075532,0.8869415,1.1920717,1.3286085,0.28310382,1.0754102,0.9232443,0.94310415,1.1122104,0.966581,0.910949,1.0806949,0.9582279,0.89293814,1.068183,0.7036848,0.9344672,1.039478,0.9896127,1.082716,1.0837747,1.109596,1.0408847,1.0005771,1.23242
grass,1.029177,1.0733842,0.95415306,1.0001037,0.84080094,1.1317834,1.2502934,0.9425665,0.8571761,0.92151976,1.0068628,1.0120077,1.0672301,0.8361283,1.2086321,1.1881634,1.1136329,1.2211928,1.227726,1.1157501,0.9746379,1.1798106,1.0559715,1.0990548,1.1663904,1.0744017,0.41340858,1.0773093,1.0062025,0.9965093,0.7211893,1.0517818,0.9888179,1.0552607,0.96230054,1.0862311,1.0476278,1.0002621,1.0435524,1.0927674,1.1836579,0.93700707,0.8861086,0.98077416,1.1590116,1.0725899,0.73455536,0.9373451,0.9751618,1.0577773,0.80129033,1.0475651,0.9427455,0.9619893,1.0807012,0.81742215,0.9598308,1.2009084,0.0,1.2258482,1.0210809,0.97354996,1.1096035,1.0829221,1.0825042,1.1287026,0.8229921,0.90270567,1.0996609,1.0468984,0.9185801,0.9845292,0.9527801,1.0446358,1.0863479,1.1655834,1.0759673,1.106434,0.8335875,0.96361005,0.96988684,0.9782756,1.0072354,1.1177526,1.0682284,1.0179921,0.9426201,0.9245302,1.0950569,0.94597685,0.99517304,1.1462135,1.0707228,1.1389687,0.89979655,0.97466826,0.98186725,1.0108248,1.0586096,0.8790694,1.1359658,1.1169636,0.88436544,0.93258476,0.99937713,1.0343466,1.1453902,0.88954854,1.1260036,0.948164,0.8735826,0.92704105,1.0456169,1.0353129,0.19430208,1.0052246,1.1447434,0.77985793,1.1930695,1.2059926,1.0553939,1.2072937,0.8904392,1.0240318,1.1665448,1.0417956,0.995866,1.1367921,0.98738956,1.2866093,1.0717459,0.88198006,1.2247806,1.2141899,1.0978794,0.9732675,0.797671
gum,1.0298071,0.878088,1.1424441,0.8345299,0.888148,0.62058955,0.79666704,1.1855701,1.2943513,1.0496799,1.0871053,0.93126667,0.94082683,1.2003388,0.8526074,0.7771559,0.7961111,0.743938,0.9169065,1.0388482,1.0888216,0.77187926,0.9495702,1.0893369,0.84305465,0.6926386,1.2657759,1.1808794,1.0957851,1.1870997,1.2915167,1.1171397,0.9832756,0.6897179,1.2578527,0.9050669,0.7576955,1.1442344,0.85405546,1.0321693,0.89462596,1.2123182,1.1004593,1.0846782,0.9404002,0.7109165,1.1139116,1.058362,1.1951207,0.9033644,0.85499156,1.0209597,1.0564286,0.9851728,0.7474561,1.1019342,1.0418663,0.71581,1.2258482,0.0,1.2011772,0.9079259,0.7336479,1.0653687,1.0342268,0.85638946,1.2773387,1.1963251,0.823101,1.1747621,1.1198583,1.0009279,1.1669047,0.8154413,0.6543518,1.0678343,0.93675315,0.8790823,1.1612675,0.96166533,1.0988412,1.0248417,0.9918108,0.7944974,1.2032797,1.0701733,1.1714951,1.2416849,0.956612,0.987633,0.9235827,0.9071422,0.83028835,0.927664,1.2165278,0.9210578,1.1238784,0.77995795,1.0043677,1.1432568,0.997734,1.1218615,1.3290361,1.1658798,0.9650766,1.1691306,0.61023957,1.2897917,0.8949277,1.1492708,1.097523,1.1586618,0.93196756,0.8672581,1.2162971,1.0476837,0.9222075,1.0475422,0.76868653,0.77931476,1.001846,0.9227322,1.3055705,1.058836,0.618189,0.967845,0.88796294,0.51021236,1.0659705,0.4369427,0.7844404,1.1107173,0.9988373,1.0040237,1.0831889,0.92346275,1.2133676
hair,0.9415839,1.1438092,0.829167,1.1859292,1.223031,1.0589334,1.2476757,0.98543847,0.82484317,1.22154,1.0360881,0.84449023,1.0380322,0.9965073,1.0922931,1.0042778,1.2001554,1.3086197,1.0715009,0.97478044,1.1941434,1.3552544,1.1556966,1.2483493,1.1473607,1.1219102,0.95489603,1.1878065,1.1997108,0.97551,0.81602585,0.9971954,1.0231775,1.148115,0.84784484,1.1159064,1.3080665,0.94350344,1.220512,0.98835814,0.9242039,0.9778409,1.1417441,0.54504323,1.019978,1.1282697,1.021306,0.9356828,0.12666321,0.94893885,1.2229081,1.1718724,0.76231724,1.2847257,1.0142791,1.0755922,1.0304676,1.1211761,1.0210809,1.2011772,0.0,0.9864811,0.86411566,0.7319914,1.0726496,0.9674987,0.92233753,0.8601403,1.126815,1.1468986,1.2236373,0.8877932,0.84589285,1.1054852,0.9743944,1.1707351,1.0342196,0.805091,0.7942041,1.0570984,1.3103472,1.0421865,0.594029,1.1591218,1.1109421,0.92112255,0.7817511,0.8373878,0.8872279,1.2608787,1.2321362,1.1464219,1.0142719,1.1709402,1.1777874,0.97947294,1.0588831,1.3265754,1.1004378,0.96653366,1.0839894,1.2036461,1.0249084,0.89640254,1.0209029,0.4210931,1.057181,0.6092957,1.0625911,0.9500534,1.0007138,1.1614887,0.92283607,1.2490541,1.0694004,1.1421025,1.1157835,1.1373086,1.2342889,1.0057185,1.0801173,1.0149316,0.57196975,0.92021304,1.2162477,0.93968046,1.111922,1.052745,1.3442703,1.1153538,1.1734115,1.0888526,0.9969774,1.111306,1.0167024,1.1534874,1.0369194
hamburger,0.8979096,0.9947557,0.92861533,1.0328794,1.106862,0.901565,0.99810266,0.9095024,0.9771279,1.2399398,0.9850098,0.6783504,1.0084726,0.89768404,1.1058843,0.9484413,1.1475301,1.0113641,0.9519854,0.7580316,1.2197247,1.1174219,1.0838622,1.2134162,1.1209369,0.98370683,0.9956583,1.1727931,1.168554,1.0968345,1.0542766,1.0292071,1.0436833,0.95452553,0.98119885,0.88410676,1.2286685,0.9960991,1.1241071,0.96374434,0.9476023,1.0758746,1.0139096,0.9550378,1.0173179,0.95406514,0.9570282,1.0123502,0.9511615,1.1298307,1.0387052,1.1480659,1.0286839,1.1582888,0.94910514,0.97425294,1.1714903,0.9566607,0.97354996,0.9079259,0.9864811,0.0,0.9300371,1.1630131,1.1346527,0.99918723,1.0076294,0.8946205,1.0559838,1.1446054,1.1783321,0.84238726,0.71484506,1.0289062,0.7773247,1.1202874,0.97238886,1.0171638,0.92067194,1.0979924,1.2376648,1.177484,0.9578714,0.9729738,1.1447865,0.7852881,0.9013517,0.974619,0.83258986,1.2282145,1.1975464,1.1024028,0.9191869,1.0893039,1.1467927,0.9925691,1.1039608,1.0914894,1.0909203,0.82684183,0.96747446,1.148261,1.1372054,0.743179,1.0334269,0.9726389,0.97485334,0.92881143,0.9681017,0.9923097,0.95631874,1.0600528,0.96108246,1.201061,1.0654485,1.1746554,1.0529381,0.76434225,1.0847659,1.0016034,1.0269952,0.9284987,0.9753445,0.9161625,0.973545,1.1224813,1.0774792,0.93426144,1.1981645,1.0025516,0.98731637,1.1372905,0.96518683,1.1673956,1.086212,1.1798518,1.0925018
hand,0.97542983,1.191336,0.49841762,1.2860799,1.2430781,0.8439022,1.1986235,0.96339697,1.0395646,1.1209946,0.9388277,0.6853032,1.1904267,0.9355939,1.0593859,1.025192,1.3397475,1.1937149,1.0929606,0.77648413,1.1867104,1.2645135,1.217135,1.2929909,1.1997422,0.9322995,0.94836986,1.2096468,1.353118,1.1604402,0.8666612,1.1223902,1.0184381,0.9949166,1.0501546,0.97313523,1.1732132,1.0474584,1.3170614,1.1622643,1.0956838,1.1234223,1.104309,0.9426493,1.1527745,1.0681564,0.99368066,0.850568,0.89970195,0.36670506,1.2046057,1.3657384,0.68831444,1.0753081,1.1663387,1.0043442,1.1140232,0.5589443,1.1096035,0.7336479,0.86411566,0.9300371,0.0,1.1351502,1.1966035,0.9495587,0.9433413,0.72023493,0.78687704,1.1820651,1.3368376,0.4736687,0.8003413,1.1020398,0.3898372,1.3242009,0.87710965,0.7421074,0.7727252,1.0763361,1.3295872,0.89700675,0.5384759,1.2052978,1.1354668,0.9571224,0.7485744,0.6911599,0.79636735,1.1715297,0.9276639,0.8628704,0.9394281,1.0765011,1.2071838,0.8818769,1.1746607,1.288429,1.1994209,1.0070008,0.7757311,1.3983034,1.1381602,0.88454336,1.1690431,0.78056455,0.7981851,0.754389,0.85665417,0.5322778,1.0087755,1.1562283,1.0882479,1.102686,1.0564513,1.218484,0.698275,0.96633816,0.78511107,1.0255215,1.124574,1.0050014,0.8855572,1.0129235,1.1202192,0.5930337,1.0596194,0.5569837,1.2866585,1.1858796,1.0887996,1.1892792,1.1992449,1.2919455,1.0923079,0.98996395,1.2124097
hat,1.2309521,0.76938653,1.3476168,0.57920325,0.6708635,1.0487819,1.1093411,1.5634637,1.4566143,0.5467138,1.5399702,1.1504563,0.96111685,1.4217938,0.96780246,1.083946,0.6158001,0.90754193,1.1467344,1.3799654,0.6074263,0.7518749,0.9652276,0.78766525,0.7611848,0.6590626,1.0913068,1.0851142,0.5398239,1.1384437,1.0512638,1.3625194,1.2938268,0.99598396,1.3980455,1.0207262,0.5189476,1.4579394,0.705834,0.91975486,0.68500406,1.2067869,1.1740161,1.004047,0.9437444,0.79762083,1.2382529,0.6525226,0.7926428,0.6932783,0.71529853,0.6240515,0.6902263,0.8362911,0.8591137,1.310758,0.25077814,1.1015173,1.0829221,1.0653687,0.7319914,1.1630131,1.1351502,0.0,0.928357,1.3431628,1.2490232,1.3068156,1.4228307,1.1534197,0.77149504,1.3123899,1.3646677,0.82610404,1.3377271,0.954966,1.1572683,1.0644125,1.2637281,0.41740572,0.6427667,0.36480635,0.7689233,0.82784,1.2096901,1.1635981,1.389282,1.224817,1.3556812,0.6053008,0.79673886,0.8420943,1.1159045,0.8525022,0.81204146,0.9913342,1.0311922,0.5992745,0.900358,1.0820812,1.2410038,0.7574924,1.2432859,1.3806219,1.0293385,0.934092,1.3934839,1.178446,0.94654506,1.0876491,1.2618324,1.3782543,1.1567386,0.47350925,1.16048,0.5862051,1.0973222,1.0724906,1.0275192,1.2735469,0.79351586,1.2089028,1.1103984,1.5438099,0.9437439,0.5585352,0.6941024,1.4362478,0.80066204,0.8707648,1.3811324,1.0850734,0.8358016,0.635916,1.3222282,0.43943822,1.0540522
horse,0.7017088,0.8032753,1.2284518,0.9822531,1.0495012,1.1627927,1.0810477,1.2370908,1.207679,1.0447197,1.3096466,1.174151,0.60359937,1.2248838,0.9863868,0.84383833,0.95200866,0.98794156,0.9937295,1.0583106,1.06656,1.062494,0.4139359,1.0377235,0.82917285,1.058322,1.1185634,1.1676123,0.851799,1.0669843,1.1601169,1.074415,1.1879451,0.9397406,1.2029057,1.0820234,1.0175697,1.1685064,0.9483249,0.23079622,0.73448837,1.151453,1.1815779,1.1269822,0.65972936,0.94676906,0.87587357,1.0909019,1.0408288,1.1178498,0.94982255,0.9137099,1.1473151,1.0798488,0.8090174,1.2504189,1.0428827,1.1048481,1.0825042,1.0342268,1.0726496,1.1346527,1.1966035,0.928357,0.0,1.1455243,1.1805544,1.2852527,1.1800808,1.0453472,0.91511655,1.2651117,1.128656,1.0777625,1.2672738,0.87836623,1.0663165,1.0014862,1.1300992,1.0595663,0.9669225,1.077809,1.100616,0.8383528,1.0756586,0.83500123,1.2374574,1.2807349,0.99919343,1.052608,1.0710211,0.826959,1.2140486,0.43128586,1.0981815,1.059602,0.9181001,0.99919,0.17225778,1.0886543,1.1971424,0.8662105,1.149978,1.1205783,0.5109185,1.125696,1.056385,1.2254548,1.0240127,1.3031719,1.0829564,1.1936846,1.1362058,1.084342,1.0948762,0.98704284,1.1271133,1.1379523,1.0618864,0.95526,0.77129316,0.98213243,1.1815144,1.1758193,0.9355255,1.1071298,1.0033742,1.1978413,1.016416,0.84267855,1.0576434,0.9804138,0.8944785,0.831403,1.1160506,1.105043,1.0290415
hose,0.81598544,1.221652,0.8038359,1.3211253,1.3325043,0.80116457,0.83798665,0.5857732,0.5657076,1.3818476,0.53632486,0.8459753,1.1168779,0.7171376,0.79020584,0.8593304,1.1983294,0.9908289,0.9752886,0.8425559,1.3826213,1.1892306,1.1162838,1.2853022,0.97517467,1.1851686,1.0320687,0.8976329,1.1956772,0.9032888,1.1063669,0.67424494,0.6977275,1.0148419,0.69323933,1.0714178,1.3166635,0.61172885,1.1973466,1.1556079,1.053205,0.894939,1.1038222,0.93697834,1.1263136,1.224931,0.8715869,1.2114868,0.95810413,1.3299935,1.3371694,1.3031522,1.2923263,1.2775615,0.99988085,0.79726595,1.4381776,0.98269385,1.1287026,0.85638946,0.9674987,0.99918723,0.9495587,1.3431628,1.1455243,0.0,0.83677375,0.8241496,0.6200206,1.005423,1.2622352,0.8298228,0.85023075,1.109457,0.7303626,1.044713,0.7279657,0.9783336,0.95898736,1.4072638,1.3990004,1.4462888,1.0856172,1.2183025,0.9480025,0.99384254,0.70581234,0.96292037,0.72920895,1.3187621,1.1997644,1.2339906,1.0159228,1.1787502,1.3413734,0.9341457,1.0569863,1.3216686,1.1626456,1.011715,0.69227386,1.2588713,0.8879184,0.82861453,1.0374335,0.9633253,0.37012124,0.93744224,0.9810937,1.0256617,0.808684,0.76387507,0.34988123,1.3799967,1.028308,1.2938633,0.98409104,1.0580263,0.9173198,0.6962023,1.2341887,0.7291531,0.95461786,0.46172786,1.0201018,1.4080966,1.2771332,0.52118206,1.2643286,0.73932046,0.8529605,0.9359518,0.95040524,1.1772056,0.48455775,1.3988817,0.8966156
