,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
face,0.88616925,1.1665114,1.1942006,0.88046205,1.1408424,1.1143178,0.9244611,1.1136655,1.0670866,0.7342046,0.80541027,0.9839148,0.8866292,1.0704365,0.88198,1.0563047,1.006502,1.212861,1.1385825,1.0288508,1.136391,1.2075083,1.3536471,1.122302,1.2778051,1.2100981,0.99627745,1.0502951,1.1742527,1.2363827,0.78875184,1.0008352,1.0670587,1.0477768,0.77220535,1.0838546,1.3101155,0.8734275,1.2623627,1.17778,0.982344,0.94267887,0.9935934,0.89898795,1.1733382,0.8415746,1.0224732,1.0004978,0.8751586,0.0,0.9202897,1.0485972,1.2249889,1.2256213,1.0476344,1.2515697,1.1086308,0.95940965,0.8043263,1.0973556,1.0959803,1.1194453,0.10904336,0.9827854,0.7807827,1.1460216,0.9908315,1.0570757,0.82900727,0.8186773,1.0038788,0.8565641,1.2444712,1.0543561,1.2658271,0.86643183,0.96889955,1.1906679,1.2001063,0.8315402,1.1668816,0.7589942,1.061112,1.0287592,1.3380022,1.069565,0.720119,1.1133212,1.1805921,1.1125441,0.822879,0.8726959,0.8880646,1.2653155,1.2272432,1.234736,1.1602085,0.87533927,1.1376817,1.2628988,1.1213578,1.103716,1.2029848,1.1693342,1.0506938,0.8966595,1.0049094,1.116341,1.006279,0.54769945,1.0635992,1.2590156,0.82561064,0.84135985,1.1783335,0.9200858,1.2344533,0.80266464,1.3386838,1.0424942,1.17468,0.9544674,1.057743,1.0010872,0.5181558,0.81121075,1.2701132,0.9130152,1.0325822,1.0186685,1.278499,1.154043,1.1064111,0.97050667,1.1156578,1.2117329,1.2017895,0.82459253
finger,1.3438272,0.47834802,0.8996589,0.84001946,0.97709846,1.0167646,1.0096009,1.4046395,1.4090829,1.4133909,0.77626383,1.3205061,1.1906374,1.095249,1.3167412,1.3361816,1.2727202,0.89641964,1.3447722,1.3712776,0.8294115,0.9486601,1.1188389,1.0782528,0.9797254,1.176578,0.52533215,1.073341,1.3451818,0.9034177,1.3965791,1.3081522,1.012565,1.0381876,1.2946446,0.96931624,0.73325336,1.4604816,0.92028004,1.0100447,1.25451,1.2243202,1.1296923,1.1772928,0.8984901,0.48320478,0.5116346,1.059147,0.45267463,0.9202897,0.0,1.1321423,0.8725885,1.0471741,0.84340787,0.8176904,1.1445215,1.1286932,1.3266907,0.565591,0.55024314,0.8022979,0.8293471,1.0543981,0.4610036,0.7520989,1.133713,1.102225,1.206284,1.0621606,1.1843185,1.0571749,0.92177236,1.2138721,0.96481067,1.076854,1.0758891,1.0496519,1.0868102,0.9199467,1.1410519,0.59251285,1.0124371,0.4205973,1.0312247,0.28938138,0.38266373,0.69672626,1.1124041,0.949679,1.0513723,0.8511674,1.3173461,0.82090163,0.760399,0.79931605,0.83898103,1.1691986,1.1091523,1.1758885,1.1177707,0.9803569,1.3823929,1.1528144,0.5250338,1.3496685,1.0905671,1.0719473,1.3358178,0.88350767,1.0099709,0.8158012,1.2804708,1.3605733,1.2350581,1.4117672,0.6596121,1.306742,0.94383943,0.8276081,0.93319786,0.78848404,0.76513577,1.380616,0.8913449,1.4404927,0.9928155,0.08387405,0.4762373,1.1608713,1.0707575,1.25867,1.4083002,1.1798165,1.0968217,1.1584189,0.7993194,1.2908392
firetruck,1.0595263,1.0895061,1.136846,1.0592977,1.0919728,1.0720001,1.1423249,0.9505746,1.0181906,0.9920695,1.0356796,1.0751487,1.0365107,1.033178,1.0484335,0.92870086,0.83187705,1.0483531,1.0041753,0.850729,1.182856,0.9155403,1.0099069,0.9723702,0.9439614,0.7267026,1.1509913,0.9136967,1.0131919,1.0120971,0.9740605,1.0114058,1.1475337,0.99693936,1.0323802,1.0692334,0.99616665,0.91590106,1.069861,1.04627,1.0504524,1.0264392,0.88339096,0.9206064,0.93654597,1.0552949,1.1932942,1.0465825,1.1011201,1.0485972,1.1321423,0.0,1.023179,1.0351249,1.0522387,1.132575,1.001082,0.9121618,1.1348627,1.0951853,1.1737918,1.1208609,1.078576,1.065575,1.097994,1.0741811,0.5676484,0.9448501,1.1042672,1.0689509,1.0510567,1.0778183,1.0508935,0.92074996,0.99940705,1.0511287,1.1223242,1.1112651,1.0100379,1.1368436,0.92056763,1.0333611,1.0886922,1.1342536,1.0675669,1.0954592,1.1006614,1.1858667,0.9464748,1.0750567,1.1003245,1.0488462,0.97526276,1.0230267,1.0374849,1.0459574,1.0733457,1.0791699,1.0566599,0.99919826,0.9370177,1.1711944,1.0291418,0.9050402,1.0811905,0.9468251,0.9424023,0.9512658,0.9987967,1.0968405,1.0845474,1.0311867,0.9760757,1.024355,1.039692,1.047879,1.1068971,0.94854724,1.0158784,1.0788108,1.0431659,1.0619417,1.048919,0.88276476,1.1082617,1.0007099,1.0961897,1.1454761,1.0903708,1.005804,1.0816065,0.9382322,0.9306996,0.9599734,0.18810058,0.92135805,1.0292069,0.9071951
fish,1.3258404,0.9138912,0.70763904,1.4264872,0.61459154,0.7097822,1.2595506,1.3193868,1.4016527,1.4837682,1.0048465,1.4310627,1.4205979,0.7184443,1.4762964,1.1035372,1.0668823,0.32260537,1.1373111,1.2548069,0.86949724,0.86055166,0.8447379,0.68849885,0.8356817,0.8621079,0.9648433,0.93306136,1.2570832,0.46206343,1.3884208,1.3185494,1.2710805,1.0962396,1.3742133,1.1530359,0.20936835,1.4541082,0.37698543,0.85616744,1.2395111,1.1423199,0.92731625,1.2921989,0.698872,1.0341475,0.6219856,1.0480636,0.82639384,1.2249889,0.8725885,1.023179,0.0,0.5073081,1.295825,0.5855882,0.6187172,1.0084962,1.4129316,0.36357462,0.92217374,0.95676446,1.2642412,1.1809251,1.3901539,0.4493327,1.0101829,1.024108,1.398838,1.2843442,1.2868338,1.3831292,0.9945719,1.1909424,0.55409145,1.3005157,1.1475365,0.8841342,1.0023108,1.488354,0.79759735,1.0614096,1.1539046,0.38741666,1.0329058,0.68991107,1.005115,0.46303922,0.9637287,0.87678456,1.416863,1.3324366,1.3513266,0.3149079,0.34901977,0.76945305,0.82653975,1.3469921,0.8112305,0.7529376,0.87074065,0.6970333,1.255358,0.88790226,0.5434203,1.3763793,0.9366023,1.1681836,1.0503755,1.3397763,1.2758657,0.4548397,1.2845699,1.3132312,1.0050219,1.4552906,0.6564599,1.1785686,0.6007591,1.3027546,0.6020108,0.96237487,0.58825934,1.313216,1.3468356,1.4914325,0.6981605,0.70755523,0.49170476,1.3486593,1.0433718,0.8197364,1.257812,1.0043399,0.94720286,0.77539754,0.30022943,1.3062325
flower,1.3770764,0.97410685,0.782311,1.3862847,0.5574848,0.6285582,1.4163246,1.0728546,1.2571121,1.3491856,1.2039361,1.2581382,1.436102,0.84395003,1.4099774,1.1507857,1.0863295,0.2214477,1.0469439,1.1827334,0.79228866,0.65208834,0.7562252,0.69533175,0.5947263,0.6866996,1.3230188,0.92552876,0.8897413,0.38923562,1.2555182,1.1666576,1.1863778,1.279968,1.286503,1.321423,0.45795298,1.2231164,0.28369057,0.8943966,1.2067472,1.2510508,0.9487715,1.025312,0.9420028,1.150411,0.85354286,0.9592889,1.0437313,1.2256213,1.0471741,1.0351249,0.5073081,0.0,1.1883936,0.6145438,0.923606,1.0941697,1.29736,0.5178354,1.0701824,1.2083021,1.2500687,1.094908,1.4082226,0.45203626,1.059515,1.0807287,1.4196512,1.3018649,1.1562269,1.4936376,0.9586248,0.8439953,0.18180251,1.3645761,1.0380728,1.1475662,0.7425092,1.5206087,0.541751,1.1624222,1.1417208,0.62729406,0.8115253,0.84999233,1.0926559,0.8058779,0.68550086,0.9955396,1.4724357,1.3852932,1.2801323,0.44345176,0.4885915,1.0770086,0.79284364,1.2034299,0.4719528,0.8797603,0.94905716,0.626103,0.9173909,0.7511123,0.7486105,1.0484189,1.0323855,1.0162246,1.15134,1.3440592,1.3112509,0.60629845,1.3915479,1.1826311,0.98688877,1.3338023,0.81898594,1.1517203,0.60100305,1.2157476,0.5755124,1.130865,0.8427701,1.0558082,1.3251736,1.4027646,0.7255219,0.9151323,0.8236033,1.4071991,0.77311546,0.8988607,1.1899168,1.0614253,1.037044,0.55706745,0.3648013,1.0715536
foot,1.0163904,0.6308968,1.0570773,0.67118955,1.1309919,1.0796477,1.0461437,1.0065871,0.9962797,1.0078113,0.99966854,0.94307464,0.97096163,1.1340466,0.86936116,1.0603487,1.1214736,1.2040633,1.1043916,1.0441138,1.0174576,0.98078156,1.03809,1.1369982,0.9932909,1.1110027,1.006767,1.089088,0.93489486,1.1870329,1.058601,1.0523318,0.8456248,1.0539227,0.97413266,1.0233946,1.2029232,1.0562499,1.199909,1.0385633,1.0589919,0.96445906,0.9742997,1.0321603,1.1169158,0.8986635,1.1386954,1.0672623,1.0146847,1.0476344,0.84340787,1.0522387,1.295825,1.1883936,0.0,1.138977,1.223054,1.100942,1.0477569,1.1527182,0.44077158,1.0178288,0.99281085,0.9219641,0.7563579,1.0732678,1.0532722,1.101235,1.0067153,0.86570895,0.9454978,0.7024859,1.0657115,1.022184,1.169665,0.49569792,1.0077106,1.0783427,1.0172243,0.498609,1.0063984,0.92038256,0.89416873,1.1583474,0.85364336,0.95805264,0.9046253,1.211695,0.98924863,1.1147408,0.75788456,0.73435515,1.1135536,1.2146199,1.2163965,1.0294663,0.895063,0.99985594,1.0836293,1.247192,1.0877595,1.1000464,0.8883895,1.0127283,1.0989428,1.038828,1.1035087,0.7990167,1.1512204,0.8623699,0.2447074,1.1222825,1.0811927,1.0924145,1.105349,1.0156978,0.72827566,1.0804963,1.1240904,0.10423046,1.2113154,1.0653241,1.1219422,0.92929184,0.86911166,1.0913066,1.0318613,0.89678186,1.1721578,0.97327244,0.7849879,1.113069,1.1653827,1.1630832,1.063058,1.0140553,1.1376781,1.0884418
fork,1.2942902,0.8992096,0.8987454,1.2106262,0.99760073,1.0374972,1.2049074,1.1610768,1.2755747,1.433895,0.89502424,1.1329914,1.3619074,0.8085038,1.2833881,1.1637965,1.1349102,0.6018542,1.2274817,1.2323365,0.9413892,0.739398,0.9091654,0.8193417,0.6197085,0.8866564,0.8772241,0.6999002,1.0686507,0.5668382,1.3756888,1.1955837,0.705393,1.2073884,1.3696969,1.0025094,0.37748903,1.3662364,0.49614602,0.8741524,1.3142123,1.1913667,1.1729388,1.1264411,0.70204234,1.036782,0.9217454,0.80028343,0.8219065,1.2515697,0.8176904,1.132575,0.5855882,0.6145438,1.138977,0.0,0.97578007,1.1414416,1.333569,0.47604173,0.82052004,1.0586948,1.1992713,1.2192743,1.1673758,0.69289345,1.1360707,1.0739583,1.1954961,1.2415756,1.3141928,1.2797045,0.49370718,0.92137504,0.47631907,1.2065152,1.2198087,0.91250294,0.94303966,1.2951021,0.9189899,1.061077,1.2078228,0.6703296,0.6602169,0.6807117,0.95491475,0.75396186,0.80611193,0.8904617,1.2424697,1.1330396,1.1810949,0.3201449,0.38972795,0.776225,0.6295103,1.2644976,0.899331,0.859591,1.0545399,0.94479936,1.0137558,0.8106468,0.71579576,1.1442655,1.0243411,1.1055068,0.90629035,1.2884301,1.1660812,0.5695877,1.1761003,1.2777262,0.7624097,1.30734,0.7297669,1.1265202,0.6624966,1.096287,0.28966463,0.9992231,0.94706094,1.1999809,1.3407694,1.4672402,0.7447685,0.7738938,0.5250142,1.0242686,0.71198535,1.2693164,1.1339511,1.2279694,1.0621717,0.75783,0.5413277,1.1506119
frog,0.6407877,1.1460159,0.79205436,1.2991822,0.7502005,0.8406023,0.74545896,1.0767874,1.0899777,1.2772506,0.896762,1.459353,0.8578671,0.56426823,1.2249987,1.0662408,0.7653333,1.0335672,0.93684494,1.013189,0.9104998,1.2130038,1.0332077,0.5288983,1.3706746,1.044539,1.0642294,1.1409338,1.304927,0.8834736,1.2839442,1.2526118,1.1288514,0.77560496,1.3014433,0.84180945,0.92370564,1.2257931,1.071889,0.7004423,0.90724725,0.60630995,0.5215434,1.398871,1.0599682,1.0537294,0.87083745,1.222534,1.1503415,1.1086308,1.1445215,1.001082,0.6187172,0.923606,1.223054,0.97578007,0.0,0.5843585,1.0875268,1.0050433,1.1053426,0.5839504,1.1712216,1.0193188,1.1285133,0.8828813,0.89464164,0.6420543,1.1047301,1.2700902,0.9903948,1.2673287,1.1041013,1.2623341,1.0222119,1.1774049,1.0821049,0.8242263,1.1014444,1.0185376,0.7373619,1.1166579,0.88876265,1.0703826,1.2776456,1.082782,1.1150368,0.81145215,1.2333226,0.6819107,1.2625343,1.298632,0.91084814,1.0227897,1.0637065,0.77361387,1.227675,1.0995871,0.94070244,0.65427333,0.5139768,0.7562133,1.1204885,1.0533811,0.9975174,1.4200778,0.45352316,1.1101122,0.6779662,1.2854763,0.9530512,0.9122551,0.9473599,1.2405343,1.0697738,1.2086222,0.9697322,0.9825884,0.91511273,1.2227182,0.99914724,0.88120276,0.74207675,1.1548753,1.2883335,1.1198244,0.8511153,1.1280454,1.0611618,1.1025046,1.3388715,0.41219783,0.9349732,0.86982536,0.8826784,1.1696149,0.94656974,1.3488648
giraffe,0.57059115,1.1591904,1.0817382,1.0307109,1.0412729,1.0792224,0.9812923,1.0078323,1.0403031,1.0090488,0.9682314,1.1958272,0.7816072,0.75241363,0.99898493,0.9726931,0.7543365,1.1533582,1.0688201,0.89368224,1.1774211,1.1436011,1.1946638,0.6861417,1.2538602,1.103488,1.0896909,1.0255876,1.1524924,1.0769565,1.0150193,1.1757647,1.1120256,0.9239374,1.0688173,0.98644876,1.1090552,1.0072087,1.2066032,0.81450367,0.9558607,0.6128032,0.7306186,1.1809396,1.1486882,1.0307114,1.0973512,1.0967028,1.0386167,0.95940965,1.1286932,0.9121618,1.0084962,1.0941697,1.100942,1.1414416,0.5843585,0.0,1.0252894,1.1386124,1.2302428,0.9637551,1.0005902,1.044454,1.0664382,1.1079174,0.94208306,0.51481855,1.0183734,0.998095,1.0611176,1.100587,1.0832903,1.1251411,1.1537803,1.0909988,1.0726712,1.0698614,1.0752156,0.9660128,1.0144552,1.0365765,1.0181272,1.1404681,1.1888249,1.1099162,1.0301305,1.082234,1.1574943,0.9338086,1.0561382,1.1082597,0.80581665,1.1435332,1.1494422,1.0694723,1.2253845,1.0388713,0.98063767,1.0248415,0.5836898,1.1133676,1.1162825,1.1593133,1.1184397,1.1494595,0.5691085,0.96452516,0.82962185,0.98098546,0.97982687,1.1103199,0.78072655,1.0513184,1.1874999,1.0231842,1.1265543,1.0565569,1.144297,1.0915494,1.1148555,1.0521929,0.9481364,1.0216608,0.9773646,0.9605535,1.1513919,1.1210266,1.1053106,1.0290419,1.166642,0.78661156,0.97504693,0.80759513,0.8809025,1.1239783,1.1341362,1.1292562
glass,0.6397766,1.423615,1.0372319,0.8530694,1.1787645,1.0900073,0.6636854,0.7345788,0.739465,0.5945837,1.0871247,0.78124106,0.6991805,1.1238794,0.7268894,0.66003776,0.8360039,1.4029899,0.69222575,0.76665044,1.2017982,1.3209375,1.0021764,1.1803133,1.2269883,1.0402457,1.0736729,1.119075,0.931698,1.4510653,0.58742636,0.703061,0.9709926,0.9689175,0.72178835,0.8543792,1.5461367,0.60944265,1.3465015,1.2489773,0.5298334,0.9343666,1.0929705,0.83042276,1.3134124,1.1260486,1.2951136,0.9960945,1.2701418,0.8043263,1.3266907,1.1348627,1.4129316,1.29736,1.0477569,1.333569,1.0875268,1.0252894,0.0,1.5414102,1.2288159,0.87268406,0.825694,0.8789432,0.78441936,1.534958,0.951937,0.98510337,0.6358872,0.8196142,0.47317773,0.8162883,1.1054556,0.9685275,1.3375006,0.8668922,0.8098873,0.8455255,0.99645317,0.7067422,1.1349031,1.0672195,0.995439,1.4917841,1.2218783,1.484046,1.1714753,1.31284,1.0840715,0.92418313,0.78771865,0.92005837,0.6163457,1.4754425,1.4719107,1.1530898,1.3820052,0.63009524,1.081155,0.99292284,1.1579332,1.0986452,0.86851764,1.0821028,1.4630365,0.6295402,1.0957441,1.0850469,0.8190092,0.83114743,1.0076193,1.3577857,0.69897246,0.69696033,0.86762786,0.5503922,1.4731834,0.6405197,1.3372042,1.0698706,1.2319214,1.0184294,1.2830529,0.6882923,0.7912992,0.45071876,1.2035851,1.4289832,1.4412696,0.6708238,1.24175,0.9530297,0.69835913,0.6817142,1.1775856,1.2052338,1.4733979,0.65832675
glasses,1.5314609,0.7046012,0.903892,1.3145651,0.8058164,0.9013587,1.3697617,1.3875289,1.4574429,1.5292277,0.8250152,1.4175187,1.4427592,0.8117452,1.4753904,1.2745963,1.2526299,0.31530768,1.3125182,1.3809824,0.8469111,0.6882567,0.93896013,0.79191005,0.7231205,0.9531671,0.85471284,0.8506513,1.2308389,0.36011916,1.4368799,1.3748934,1.1700673,1.2284119,1.4154661,1.2648025,0.24588865,1.5050299,0.37373334,0.95133734,1.3901725,1.2923914,1.068424,1.2167045,0.7986181,0.7905307,0.5737445,0.96123374,0.40911037,1.0973556,0.565591,1.0951853,0.36357462,0.5178354,1.1527182,0.47604173,1.0050433,1.1386124,1.5414102,0.0,0.8036829,1.12261,1.0127591,1.1957804,1.1931841,0.31618893,1.0984641,1.1467245,1.3794693,1.2294614,1.4000696,1.3480102,0.8659966,1.0936947,0.48867065,1.2913983,1.2240694,1.1356902,1.0061241,1.4577384,0.84160197,0.8353353,1.195687,0.2189818,0.9457233,0.32579184,0.6023946,0.56880826,0.96676403,0.9755214,1.3296281,1.1815912,1.4501041,0.27078098,0.2797143,0.8670509,0.72391945,1.3804511,0.82463586,0.9726841,1.0313755,0.8487494,1.2534868,0.9410623,0.25639617,1.3443091,1.0370016,1.1451582,1.1583378,1.1805978,1.2345471,0.4969582,1.3813717,1.3444941,1.0919064,1.5117248,0.5080865,1.3152728,0.70341873,1.1442161,0.5362303,1.0459734,0.7353016,1.3591,1.2015091,1.6085047,0.74523824,0.39860833,0.29263288,1.3351086,0.93414235,1.1668658,1.4125118,1.231151,1.0577809,0.7460027,0.27383447,1.2832372
glove,1.131234,0.4607271,0.9309476,0.7491055,1.0561386,1.0528727,1.0198177,1.2943141,1.260625,1.2522542,0.92842877,1.1391233,1.090836,1.1500416,0.9734231,1.1834135,1.3149555,0.96014357,1.2920954,1.3122879,0.89543617,0.9448956,0.96141005,1.2104809,0.9550069,1.0876268,0.68102145,0.94799197,1.0737113,1.0737933,1.3184553,1.1773939,0.8718977,1.0690112,1.1194386,0.9135027,0.8733561,1.3914237,0.9643356,1.028964,1.2685136,1.0539882,1.0665857,1.2055094,0.9354538,0.79968715,0.7815721,0.89722484,0.8131282,1.0959803,0.55024314,1.1737918,0.92217374,1.0701824,0.44077158,0.82052004,1.1053426,1.2302428,1.2288159,0.8036829,0.0,0.85101557,0.997052,1.0032886,0.6734061,0.78994346,1.1476109,1.187896,1.0459999,0.8535714,1.1706934,0.682226,1.0044132,1.2660577,1.0908717,0.69494987,1.1044996,0.9252071,1.0602849,0.56736016,1.0698111,0.96363115,0.93080294,0.7508799,0.8313366,0.68905866,0.8408735,0.8746858,1.1407082,0.98951244,0.7053499,0.5611062,1.2731915,0.91554195,0.9296689,0.7931634,0.59163976,1.0815669,1.1598533,1.1936978,1.2003844,1.0717177,0.9885562,1.0821962,0.7818638,1.2788368,1.1716025,0.98812276,1.2943109,0.8979145,0.5781236,0.84194255,1.112026,1.3299918,1.0216737,1.2571499,0.61310244,1.0035362,1.0236974,0.38757908,0.92364216,0.92622876,0.94661474,1.2161452,0.89998186,1.3145278,0.99096566,0.55335754,0.76529664,0.98804164,0.77981013,1.192438,1.2989886,1.2577633,1.1397762,1.0296985,0.852281,1.2571661
gum,0.8941483,1.0570211,0.6029346,1.1519387,0.7649666,0.80779636,0.52761316,0.80704427,0.9884992,1.3109982,0.90166926,1.2792897,0.7756182,0.96732974,1.1967711,0.971009,0.8622352,1.1943502,0.6996722,0.89727724,0.9062935,1.3167486,0.84861994,1.0118138,1.3458393,1.1705186,0.7055278,1.2946832,1.3948045,1.1461312,1.2936417,1.1531643,0.8379656,0.556949,1.3186283,0.54476666,1.000781,1.1675986,1.1472923,1.0366967,0.687973,1.0678885,0.92618346,1.3160057,1.0516093,0.83516353,0.7809806,1.336585,0.99288034,1.1194453,0.8022979,1.1208609,0.95676446,1.2083021,1.0178288,1.0586948,0.5839504,0.9637551,0.87268406,1.12261,0.85101557,0.0,1.129544,0.87008655,0.62643445,1.157583,1.0165815,0.9788104,0.91881657,1.2803829,0.63629675,1.1158648,0.93409085,1.3474482,1.2470012,1.116738,0.9343784,0.5322611,1.067716,0.7382571,1.1620846,0.86347616,0.7822566,1.0018321,1.2479812,0.9696312,0.88809437,0.7877929,1.2619185,0.71714866,1.1171393,1.1643771,0.94406503,1.166886,1.1559538,0.59743094,1.3715441,0.899873,1.1768677,0.5851563,0.9692818,0.8050252,1.1876392,1.0354652,1.0758215,1.3631114,0.945278,1.070817,0.9695283,1.2207056,0.83152914,1.0350852,1.0879812,1.2808108,1.1079987,1.0344843,0.9634065,1.0829967,0.93156606,1.0036981,1.1806866,0.68767166,0.72647244,1.1501398,1.2100277,0.9857184,0.77197045,0.8981921,0.9271201,0.75258607,1.3341798,0.53082407,0.8014687,1.0109413,1.0506021,1.4033582,1.1438724,1.356385
hair,0.92558247,1.0804814,1.2174779,0.8398799,1.2003714,1.1677926,0.9145503,1.1755332,1.0960485,0.7991743,0.8049406,0.9975296,0.88217366,1.0906707,0.892116,1.110349,1.0676587,1.2296911,1.2277542,1.1046146,1.115489,1.1551151,1.4029307,1.1761101,1.2541823,1.2272872,0.895585,1.008527,1.1854538,1.2378588,0.8589677,1.0197897,1.0286714,1.0846586,0.8175896,1.0212733,1.3235232,0.92519367,1.2981198,1.1391265,1.0431161,0.9261692,1.010327,0.8688702,1.1996119,0.7621751,1.0053732,0.9566147,0.79240364,0.10904336,0.8293471,1.078576,1.2642412,1.2500687,0.99281085,1.1992713,1.1712216,1.0005902,0.825694,1.0127591,0.997052,1.129544,0.0,0.9910657,0.6997679,1.0721024,0.99553573,1.0423121,0.8280863,0.7950945,1.0621641,0.8179357,1.1605877,1.0404301,1.2774223,0.8534205,0.9446437,1.1760954,1.1625023,0.79282904,1.1798239,0.73398143,1.0573094,0.99336845,1.3046234,0.9426794,0.61555016,1.1269274,1.2342601,1.0665193,0.7862973,0.78346777,0.9210585,1.2666256,1.2199768,1.2267861,1.1211295,0.8856052,1.1052678,1.3359592,1.1560643,1.1229217,1.2094977,1.255887,0.97381055,0.9191109,1.0024328,1.0913773,1.0404404,0.53272235,1.0542867,1.2112631,0.8231369,0.8919158,1.1909014,0.9798482,1.2129326,0.82939243,1.3872051,0.99267465,1.1761985,1.0306134,1.1104063,1.0497453,0.49659294,0.8750228,1.3294364,0.8237785,0.98740923,0.97590905,1.2419261,1.2582637,1.1812317,1.0114996,1.148855,1.2238861,1.2053688,0.8004862
hamburger,0.9744021,1.0405889,1.0334611,1.0064867,0.9340497,0.9813878,0.82556516,1.0059209,0.91388386,1.0601275,0.9955584,1.0442302,0.91342455,1.0117482,0.98438656,1.0802912,1.0654666,1.173952,0.9227997,1.0870678,0.33897483,1.1319971,1.1186475,1.0362654,1.1555967,1.0375246,0.9763463,1.1870954,1.0612899,1.1792676,1.0943191,0.8177564,0.914581,0.81119025,1.024609,0.9175796,1.2484016,1.0782627,1.1743277,0.926829,0.8652631,1.0059854,0.9770621,1.0453341,1.2021692,1.0425745,1.0100836,1.0923669,1.1207372,0.9827854,1.0543981,1.065575,1.1809251,1.094908,0.9219641,1.2192743,1.0193188,1.044454,0.8789432,1.1957804,1.0032886,0.87008655,0.9910657,0.0,0.9024595,1.1895282,0.99136335,0.9834102,0.9696813,1.0588577,0.8144995,1.0185791,1.1715714,1.09182,1.1620088,0.97325915,0.44904047,0.89017475,1.0156028,0.8581414,1.0649383,0.976058,0.5016202,1.1785324,1.0569333,1.1057217,1.0736084,0.8804269,1.1156329,0.9620341,0.97492635,1.065526,0.96304536,1.2552209,1.237473,1.0421363,1.1282415,0.30353945,1.1064321,1.0156745,0.9853415,0.75179464,1.0041472,1.038791,1.1730964,0.9741151,1.0290402,1.0123067,1.1366112,1.0393969,0.9146267,1.1387061,1.022656,1.1242168,1.081485,0.9293225,1.0927432,1.0582404,0.8974664,0.91970956,1.2141659,0.9822765,1.0620507,0.9085517,1.0213215,0.96916765,1.0363663,1.1221517,1.1786054,0.9809955,1.060356,0.97519636,1.0622854,1.0758301,1.1056155,1.2122247,1.2053139,1.0302942
hand,0.8047493,0.8714754,1.1481009,0.50202584,1.2752457,1.2650387,0.6443363,1.0201391,0.99177456,0.9392267,0.81413436,0.9944453,0.62589663,1.2163007,0.82257515,0.9964685,0.9945263,1.4067866,1.0344738,1.0088098,1.0029101,1.2350504,1.2428795,1.2333536,1.3125936,1.31143,0.61330897,1.0531348,1.2290244,1.3958927,1.0526359,1.1102955,0.8549748,0.95236814,1.0364214,0.725438,1.3320049,1.0059891,1.3973923,1.1623129,0.9011061,0.983483,1.0801902,1.0644448,1.2190378,0.64894164,1.0201991,1.0317659,0.8722894,0.7807827,0.4610036,1.097994,1.3901539,1.4082226,0.7563579,1.1673758,1.1285133,1.0664382,0.78441936,1.1931841,0.6734061,0.62643445,0.6997679,0.9024595,0.0,1.3166882,1.0369222,1.0644909,0.76332164,0.8304092,0.84716415,0.67666817,0.90341663,1.193875,1.410426,0.85184383,0.8929155,0.90390825,1.2462646,0.4174884,1.3422388,0.7280479,0.94207966,1.0765793,1.167823,0.8587038,0.6347449,1.1636028,1.2608616,1.0544994,0.6582711,0.67975414,0.79183125,1.302196,1.247812,0.96244264,1.1922004,0.72105086,1.2611651,1.1463658,1.1911957,1.2126093,1.1260271,1.3060102,1.1348124,1.0585704,1.1103576,1.0206656,1.0298924,0.6816694,0.79821765,1.263198,0.9567416,1.0560254,1.1026424,0.9045583,1.1432217,0.9587804,1.3369138,0.7745135,1.251215,0.98907685,1.1340656,1.0786657,0.6779003,0.83242667,1.2751572,0.680396,1.0096909,0.5868995,1.2073933,1.1832694,0.94492507,1.0535395,1.1335633,1.4127308,1.3261644,0.99546164
