,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.9208819,1.1888344,0.7808255,1.0228518,0.83880925,0.81238174,0.735059,0.58556485,0.7473474,0.95709246,1.1185384,0.9929499,0.8496386,1.100884,0.9926493,0.8043027,0.86588216,1.1471186,0.4835958,0.6910758,0.967817,1.2543726,0.59678966,1.0803092,1.1287192,1.0532178,1.1477063,1.3324542,1.0070003,1.1935139,0.9601533,0.80286694,0.93738025,0.80116594,0.9882773,0.82364225,1.2972376,0.83357435,1.0452256,1.1380801,0.57384205,1.0877522,0.9637854,1.0309225,1.2134888,1.062354,1.0834361,1.2624308,1.2425759,1.0038788,1.1843185,1.0510567,1.2868338,1.1562269,0.9454978,1.3141928,0.9903948,1.0611176,0.47317773,1.4000696,1.1706934,0.63629675,1.0621641,0.8144995,0.84716415,1.2914462,0.9207858,1.0403408,0.8398659,1.1308006,0.0,1.0669771,1.104329,1.0807406,1.161951,1.0136105,0.8204443,0.82632077,0.7821061,0.84482396,1.0848958,1.0089201,0.8187324,1.3012292,1.16477,1.2845554,1.1087923,1.098708,0.9454685,0.9962006,1.0500512,1.1385813,0.86624575,1.3572036,1.3246863,1.0178403,1.3507171,0.84605265,1.062478,0.78706676,1.0305474,0.8396388,0.88861513,0.8438714,1.351603,0.917096,1.0907862,0.9740888,1.0500723,1.0792216,0.909175,1.312456,1.0530412,1.0440032,1.0392151,0.80821276,1.2004439,0.9982409,0.95909554,0.9638318,1.313493,0.8752952,1.0605464,0.81934273,1.0634148,0.7175788,0.7842799,1.257907,1.3400751,0.8740437,1.1818931,0.6177628,0.7109712,0.8647394,1.0720079,1.1457739,1.2418096,1.0518361
jeans,0.7159307,0.86668587,1.3365705,0.43573135,1.3632523,1.2529424,0.7957041,1.0751425,0.86786693,0.52723914,0.92620504,0.59712964,0.6342782,1.2623016,0.32158524,0.83757263,1.0790969,1.4676344,1.1297777,1.009766,1.2301118,1.1487465,1.3137982,1.3703669,1.2270797,1.2684914,0.82697797,0.8474488,0.9468112,1.4972286,0.7333319,0.943682,0.8988036,1.0730995,0.6527018,0.9608461,1.4054163,0.8397251,1.4888785,1.1953794,1.0001837,0.7923083,1.1578577,0.97230476,1.0834183,0.9705962,1.1991707,0.7572695,1.0612222,0.8565641,1.0571749,1.0778183,1.3831292,1.4936376,0.7024859,1.2797045,1.2673287,1.100587,0.8162883,1.3480102,0.682226,1.1158648,0.8179357,1.0185791,0.67666817,1.3525771,1.0449986,1.0906365,0.684527,0.34443963,1.0669771,0.0,1.0216879,1.1320378,1.5148869,0.35209513,1.012576,0.9443157,1.3104551,0.49101812,1.3314984,0.97197545,1.0164154,1.3012261,0.99407375,1.162072,1.0713084,1.265007,1.2169962,1.2107409,0.12912005,0.32225215,0.823766,1.3460974,1.334183,1.0482659,0.82883495,0.77334005,1.3199129,1.3145597,1.1985646,1.3993487,0.88237154,1.3429891,1.2706501,0.8924179,1.1952633,0.8405279,0.9684887,0.48065567,0.69603604,1.302425,0.7542343,0.7390084,0.9611897,0.72664386,1.1646478,0.72892183,1.4316583,0.70735055,1.2678678,1.1335361,1.2564363,1.0019836,0.5019457,0.70574224,1.3826182,1.1470846,1.1923184,0.6167872,0.8913039,1.3366144,0.95005614,1.0227836,1.1134133,1.2522798,1.3789666,0.7989066
knife,1.0778213,1.0112653,1.0347761,0.9221974,1.2308465,1.1814024,0.9880364,0.9006777,1.0927224,1.1904083,1.0517409,0.7670736,1.0562798,0.9501163,1.0835481,0.9248259,0.893307,0.9179844,1.1491091,0.91352177,1.0776521,0.8900958,0.9918937,1.0056107,0.6863102,0.9228556,0.77723354,0.835076,0.91985935,0.8886676,1.1608857,1.060726,0.6879974,1.1226188,1.1633589,0.79038996,0.63211715,1.0722725,0.8829513,1.0110521,1.1596303,1.1363077,1.1651274,0.94251746,0.75369585,1.1280173,1.193016,0.93787235,1.0379521,1.2444712,0.92177236,1.0508935,0.9945719,0.9586248,1.0657115,0.49370718,1.1041013,1.0832903,1.1054556,0.8659966,1.0044132,0.93409085,1.1605877,1.1715714,0.90341663,0.93644875,1.1404593,1.0501457,0.83135134,1.065845,1.104329,1.0216879,0.0,0.7920146,0.81419563,0.96469086,1.1309357,0.83273697,0.99248475,1.0223075,1.0308752,1.0786512,1.1343197,1.0173602,0.7317653,0.9385052,1.1028196,1.1257861,0.7602749,0.9452086,1.0912,0.9655416,0.91358906,0.5958889,0.5897295,0.9204068,0.8887372,1.1130629,0.92400575,1.0181227,1.1213717,1.1889563,0.9126241,0.9444491,0.99131775,0.92816865,1.0365402,0.950488,0.62940997,1.201592,1.0347209,0.9544646,0.97192305,1.1050458,0.88812053,0.9358905,0.9516511,1.1196262,0.8458736,1.003896,0.5666048,1.1792203,1.1320021,1.0076853,1.2064903,1.1156672,0.96724343,1.0281202,0.8603916,0.67019165,0.82803,1.2302489,0.80850774,1.1663357,0.9665124,0.78477395,0.9387666,1.0106115
ladder,1.1953073,1.1963325,1.1580083,1.0285282,1.2438447,1.19365,1.2659574,0.7923472,0.9551246,0.7712494,1.2252741,0.62688935,1.2304205,0.9985142,1.0509372,0.88355744,0.97895205,0.97852236,1.1522498,0.8433425,1.1246591,0.7349035,0.9572786,0.9788875,0.5658578,0.52545017,1.1641306,0.9795481,0.49261647,0.9407122,0.6458882,0.7480188,1.0091832,1.2537668,0.77286077,1.0472504,1.0145978,0.5224763,0.99071014,0.98408204,1.1051008,1.1270988,0.94961995,0.52714443,0.9364774,1.1854038,1.3127859,1.0112427,1.2502322,1.0543561,1.2138721,0.92074996,1.1909424,0.8439953,1.022184,0.92137504,1.2623341,1.1251411,0.9685275,1.0936947,1.2660577,1.3474482,1.0404301,1.09182,1.193875,1.0396708,0.907655,1.0416553,1.016623,1.1057888,1.0807406,1.1320378,0.7920146,0.0,0.73853636,1.01427,0.97446775,1.2311919,0.8712759,1.2508106,0.82349056,1.1711152,1.186656,1.2519282,0.7451619,1.1344801,1.179471,1.3473213,0.67870486,1.0182118,1.152882,1.0792967,1.0161502,0.99082166,1.0111027,1.2306476,0.9169332,1.0784621,0.68549806,1.2328793,1.0258491,1.1499096,0.8687751,0.9387914,1.1503503,0.54787356,0.9692694,0.9736488,0.801474,1.119308,1.1401045,0.93472016,0.8634571,0.6874572,1.0028199,0.80156195,1.0935967,1.0024408,0.94969493,1.0367293,0.9278851,1.1966358,1.2302123,0.61765003,1.1040659,0.96282756,1.1723235,1.2567616,1.1861225,0.9700997,0.74664086,1.1543536,0.9834089,1.0469276,0.87874514,0.6426293,1.0682664,0.46710914
lamp,1.4946368,0.96951073,0.80136013,1.3738515,0.5850307,0.61258364,1.4924445,1.1131548,1.2425706,1.3970617,1.1861777,1.1871554,1.4917568,0.8139231,1.4407699,1.1625679,1.1519682,0.28883684,1.0627736,1.2303066,0.87506473,0.6322988,0.70964575,0.7091521,0.44253957,0.7341964,1.330086,0.8267733,0.88405716,0.24525666,1.2643075,1.1483092,1.095686,1.2126049,1.2894676,1.3667719,0.4062854,1.2486657,0.2491709,0.879625,1.2454093,1.2964203,1.04834,0.8941918,0.8114804,1.1410518,0.8843858,0.94682837,0.99835056,1.2658271,0.96481067,0.99940705,0.55409145,0.18180251,1.169665,0.47631907,1.0222119,1.1537803,1.3375006,0.48867065,1.0908717,1.2470012,1.2774223,1.1620088,1.410426,0.49239206,1.0565245,1.1375527,1.39734,1.3311112,1.161951,1.5148869,0.81419563,0.73853636,0.0,1.3267357,1.1139765,1.2091143,0.6591084,1.561646,0.65493125,1.1473732,1.2253814,0.62562114,0.61613643,0.7643741,1.052277,0.81519073,0.56838226,1.025498,1.5129658,1.3870529,1.3152333,0.35488153,0.39930034,1.1196752,0.68920416,1.2976646,0.5706639,0.8253174,1.0090933,0.6731549,0.8981238,0.72517383,0.7232898,0.9725209,1.095843,0.9816877,1.1131525,1.3795534,1.3360803,0.5692482,1.4191751,1.2208247,0.850981,1.3471874,0.7767901,1.2522035,0.53447855,1.1932241,0.4713905,1.0393538,0.92189175,1.0421007,1.3808899,1.4609863,0.6667376,0.84572864,0.78361154,1.4033704,0.63375354,0.9994634,1.2383987,1.1247585,1.0363245,0.46120358,0.35642052,1.0336671
leg,0.8449738,0.938897,1.201161,0.6622503,1.2482119,1.1272259,0.9014252,1.0856647,0.958017,0.7130661,0.9226121,0.6817641,0.91047704,1.1082313,0.62355155,0.88805723,1.1083397,1.3361639,1.138364,1.0442337,1.1796832,1.1564655,1.2496743,1.2155641,1.1375539,1.1802237,0.95905554,1.0942923,0.9629838,1.3478614,0.80947053,0.90067977,0.8151903,0.9871322,0.7135082,0.982767,1.299923,0.9169303,1.3715937,1.1338179,0.9923883,0.84353083,1.0958176,0.9923814,1.0854121,1.0236173,1.217594,1.0163141,1.0768664,0.86643183,1.076854,1.0511287,1.3005157,1.3645761,0.49569792,1.2065152,1.1774049,1.0909988,0.8668922,1.2913983,0.69494987,1.116738,0.8534205,0.97325915,0.85184383,1.2249126,1.0142483,1.0709153,0.7438259,0.6390839,1.0136105,0.35209513,0.96469086,1.01427,1.3267357,0.0,0.95440567,1.0277749,1.2165223,0.5454074,1.1302996,0.9990545,0.99959016,1.2927139,0.98859555,1.1926432,1.1103814,1.2387192,1.0941064,1.1277027,0.507078,0.65789425,0.97851133,1.2788596,1.2633382,1.1673899,0.93014586,0.89385307,1.1431324,1.3092734,1.0942858,1.2409126,0.8801013,1.2155411,1.2037134,0.92969227,1.1097379,0.87342834,0.9115826,0.7695956,0.49424177,1.2764122,0.85095876,0.8247287,1.0411291,0.79400504,0.96092117,0.82840246,1.300845,0.45790195,1.2025862,1.0547997,1.1726158,0.889774,0.7737589,0.824361,1.2191489,1.1331688,1.2442651,0.83966446,0.87934965,1.1965379,1.0498878,1.0292611,1.0712613,1.1039915,1.2684071,0.91146195
meat,0.9684796,1.176912,1.0321164,0.9667147,0.9507853,0.99707776,0.8364063,0.95583165,0.8978586,0.92737305,1.0392717,0.9116387,1.0094839,0.98671746,0.96820205,1.0244575,1.0959127,1.1399918,0.9307899,1.1043881,0.5850508,1.1303885,1.1934102,0.9772094,1.1369237,1.0543641,1.0335791,1.1083603,1.0501173,1.2048782,0.9670863,0.7877698,0.91398424,0.90849704,0.92515445,0.8198148,1.2434782,0.90499693,1.1677806,0.91259843,0.8972471,1.0131967,1.125685,0.9190538,1.1986063,1.0692633,1.0888512,1.0186812,1.1610225,0.96889955,1.0758891,1.1223242,1.1475365,1.0380728,1.0077106,1.2198087,1.0821049,1.0726712,0.8098873,1.2240694,1.1044996,0.9343784,0.9446437,0.44904047,0.8929155,1.2424238,1.040681,0.951599,0.9307091,1.0718373,0.8204443,1.012576,1.1309357,0.97446775,1.1139765,0.95440567,0.0,0.9132352,1.0671676,0.9174399,1.077892,1.0185312,0.7030591,1.1739484,1.1205903,1.1825603,1.0890081,0.97866434,1.1097596,0.9468688,0.9923358,1.1009985,0.97218555,1.229047,1.2022784,1.1035498,1.2107705,0.5036683,0.91982275,1.1051859,0.99629426,0.75227475,1.0124811,1.0694561,1.1957569,0.92406493,1.0418087,1.0815203,1.1029778,1.0648654,1.0487573,1.1497488,0.94792116,0.9247221,1.1113297,0.9270119,1.2311828,0.9426456,0.9808727,1.0198444,1.205132,1.0054929,1.063699,0.92317665,1.0438557,0.8888087,1.1268338,1.15136,1.1846095,0.9657628,1.0735589,1.0387102,1.0801207,0.9417495,1.1875752,1.1734755,1.1936731,0.8579887
melon,0.8739671,1.1184596,0.5769432,1.0590329,0.8768076,0.90276337,0.42181557,0.8893772,0.9038428,1.1377976,0.9164248,1.0435793,0.92847925,1.0351462,0.99420273,0.9211017,1.0029062,1.1304226,0.7838963,0.9855945,0.86702836,1.180893,0.8995721,1.135946,1.1587174,1.1654547,0.6865171,1.0610812,1.1485858,1.1759824,1.1248561,0.9618699,0.8418058,0.79706573,1.1347361,0.59602,0.91679794,1.1037035,1.082355,1.0180206,0.86662054,1.1479144,1.1226125,1.1681932,0.9205018,1.1477377,0.952912,1.0940012,1.1278725,1.1906679,1.0496519,1.1112651,0.8841342,1.1475662,1.0783427,0.91250294,0.8242263,1.0698614,0.8455255,1.1356902,0.9252071,0.5322611,1.1760954,0.89017475,0.90390825,1.1533048,1.0770515,1.05487,0.74930954,1.092944,0.82632077,0.9443157,0.83273697,1.2311919,1.2091143,1.0277749,0.9132352,0.0,1.0604026,0.84782225,1.1831579,1.0965852,0.84384274,1.0863823,1.0355301,1.0730131,1.1765645,0.7257615,1.2099613,0.78345186,1.0060713,1.0046213,0.98403734,1.0101775,1.0402256,0.5079945,1.0929321,0.7967354,1.1642151,0.7654149,1.1133803,0.7631774,1.0421352,1.0958971,1.1658901,1.1626915,1.0875009,1.1124586,0.97483623,1.1680646,0.9728435,1.0251894,0.8585912,1.127739,0.8924993,0.91371155,0.9991226,0.9965386,0.8653818,1.0837846,1.005184,0.89387333,0.92416215,1.0747769,1.1611437,0.9511992,0.98431987,1.1163585,0.95395875,0.6766125,1.127065,0.86597353,0.9043251,0.96795875,1.0596036,1.1825703,1.0905228,1.163342
milk,1.2076159,0.9860679,0.82173824,1.2225426,0.7607289,0.7349862,1.1760008,0.8567545,0.94931984,1.2029428,1.2802393,0.9998727,1.2190484,1.0278871,1.2018099,1.0784912,1.0388182,0.73349273,0.928815,0.96155345,0.9012322,0.7867771,0.6124638,0.9977607,0.6409047,0.791149,1.1596886,1.0539463,0.7317529,0.80413115,1.1452013,0.957677,0.9888331,1.0272326,1.0759271,1.1521834,0.9007885,1.0953531,0.71639955,0.87971616,1.0703359,1.096669,0.9660969,0.889778,0.9389861,1.187884,0.94606125,0.9742236,1.2309476,1.2001063,1.0868102,1.0100379,1.0023108,0.7425092,1.0172243,0.94303966,1.1014444,1.0752156,0.99645317,1.0061241,1.0602849,1.067716,1.1625023,1.0156028,1.2462646,0.8160336,1.0589573,1.0116658,1.1563696,1.1605582,0.7821061,1.3104551,0.99248475,0.8712759,0.6591084,1.2165223,1.0671676,1.0604026,0.0,1.2265816,0.82090724,1.1913623,1.0369135,0.99359137,0.63040745,1.0135603,1.0966439,0.93228865,0.69277334,0.9573089,1.3035038,1.1963532,1.1066713,0.9204389,0.9359702,1.0610042,0.8451545,1.1050937,0.8323881,0.9202036,0.96559584,0.7551588,0.8055099,0.7004027,1.0613221,0.82507575,1.0998062,0.9014373,1.0995286,1.2200037,1.1327107,0.80851793,1.1582521,1.1901929,0.8154264,0.98386705,0.9445704,1.1969123,0.6982635,1.031984,0.90428686,0.94202405,1.0212866,0.82072115,1.1976578,1.1328218,0.79788023,1.0445712,1.160292,1.1567708,0.7195415,0.84924257,1.0793929,1.0450808,1.0445843,0.69861287,0.89147854,1.0885522
mitten,0.46865177,0.9461102,1.1187476,0.4760068,1.212552,1.190608,0.5412711,0.9210716,0.72358954,0.7482196,0.83196723,0.8637172,0.40096617,1.1990919,0.4968623,0.8814548,1.0405252,1.5434248,0.9020263,1.0158083,1.0480523,1.3176053,1.2566199,1.295537,1.457202,1.4026004,0.8021945,1.031483,1.1215427,1.5098422,0.92949283,1.0065553,0.66207546,0.79065263,0.8709767,0.72138476,1.532216,0.9668234,1.5269811,1.1980032,0.8321955,0.80165106,1.0456485,1.1520448,1.3738611,0.897223,1.0950139,0.9330644,1.0857804,0.8315402,0.9199467,1.1368436,1.488354,1.5206087,0.498609,1.2951021,1.0185376,0.9660128,0.7067422,1.4577384,0.56736016,0.7382571,0.79282904,0.8581414,0.4174884,1.4114023,1.059452,1.0542707,0.6485032,0.648923,0.84482396,0.49101812,1.0223075,1.2508106,1.561646,0.5454074,0.9174399,0.84782225,1.2265816,0.0,1.3245951,0.94163,0.7517936,1.3124825,1.0672015,1.1994312,0.93961877,1.1863856,1.3741977,1.1111974,0.44057947,0.6227262,0.7199831,1.4965628,1.47664,1.0516367,1.1304014,0.69385827,1.3809642,1.1024987,1.1973108,1.1959107,0.9716224,1.3197252,1.3560503,1.0502124,1.1451219,0.90345776,0.9452606,0.646461,0.47359073,1.4293612,0.82293844,0.9595113,1.0138208,0.72287107,1.1471732,0.7540109,1.4036789,0.46358514,1.349346,0.963091,1.234587,0.99606603,0.6773056,0.696279,1.2522924,1.0363876,1.2479761,0.57776535,1.0319935,1.0525041,0.88068783,1.0696676,1.2049274,1.4384835,1.4780023,0.9983982
motorcycle,1.1909715,0.9639782,0.9052453,1.3224885,0.79991,0.8093617,1.2511039,1.1214174,1.2511034,1.1934371,1.203419,1.2020397,1.3221817,0.8237959,1.2943077,1.1712313,1.0036957,0.71222943,1.1648834,1.0562421,0.91026765,0.84686875,0.90896136,0.70020694,0.8124611,0.5722524,1.3240914,1.0599172,0.75582945,0.7136417,1.0826269,1.0245941,1.239688,1.2067498,1.061157,1.1945819,0.84230214,1.1017994,0.79845595,0.8020178,1.1486518,0.91943824,0.7416812,0.988109,1.030373,1.1784902,0.9931783,1.0368625,1.2083513,1.1668816,1.1410519,0.92056763,0.79759735,0.541751,1.0063984,0.9189899,0.7373619,1.0144552,1.1349031,0.84160197,1.0698111,1.1620846,1.1798239,1.0649383,1.3422388,0.61230886,0.93349785,0.8345871,1.2127639,1.1914867,1.0848958,1.3314984,1.0308752,0.82349056,0.65493125,1.1302996,1.077892,1.1831579,0.82090724,1.3245951,0.0,1.228435,1.0267086,1.0020423,1.0274659,1.0516151,1.1667968,1.0607178,0.751436,0.84194094,1.3235893,1.1923928,1.2303936,0.8380852,0.8813682,1.0319,0.88616526,1.208192,0.5786555,1.0338366,0.7081625,0.8227329,0.77845806,0.76671207,0.88636833,1.0387814,0.7154417,0.97016436,0.9144216,1.2975402,1.0503368,0.7759416,1.0927643,1.107544,1.0335319,1.2554836,0.8783177,1.0150043,0.8751507,1.0478227,0.77329475,1.0679351,0.9340682,0.7760482,1.2584568,1.2523766,0.8196987,1.0972345,1.1596782,1.2985265,0.99257195,0.7947132,1.1276194,1.0012693,0.80248225,0.56287956,0.7197697,1.0521019
mouth,1.1272535,0.92613167,1.0657189,0.94872636,1.070371,1.0672576,1.0141479,1.1391318,1.1474128,1.1393287,0.77275944,1.1826632,1.0202978,1.0279526,1.0992188,1.1344767,1.0906533,1.1202317,1.1337854,1.1212523,1.0353414,1.1288809,1.2164954,1.0345141,1.1683844,1.2123784,0.81463873,1.0677667,1.3723155,1.1121408,1.1238655,1.2116368,0.9202819,0.9428221,1.1607803,0.9596646,1.0143144,1.163904,1.1488085,1.1179982,1.0337261,1.0758237,1.1180996,1.1327976,1.0848457,0.47361273,0.8551215,1.1217712,0.55302995,0.7589942,0.59251285,1.0333611,1.0614096,1.1624222,0.92038256,1.061077,1.1166579,1.0365765,1.0672195,0.8353353,0.96363115,0.86347616,0.73398143,0.976058,0.7280479,1.0897808,1.0199999,1.0547973,1.1083249,0.9975069,1.0089201,0.97197545,1.0786512,1.1711152,1.1473732,0.9990545,1.0185312,1.0965852,1.1913623,0.94163,1.228435,0.0,1.0755898,0.77119696,1.2145655,0.56231105,0.4547124,0.95512587,1.1781079,1.0952506,0.9508496,0.98206645,1.1031154,1.0860425,1.0149775,1.0074006,1.1849653,1.0344454,1.1195323,1.1504319,1.0661137,1.0022075,1.338412,1.1486077,0.7439687,1.165637,1.0677477,0.98383385,1.1499357,0.715701,0.97240967,1.0962743,1.1709572,1.0904205,1.2263429,1.104601,0.9567439,1.132666,1.1064484,0.91781354,1.116607,0.91701347,0.79811525,1.2157766,0.7528265,1.1475725,1.1092274,0.59988046,0.6076303,1.0662152,1.2091833,1.1870414,1.2141155,1.0146928,1.0522141,1.2545981,1.0850347,1.1243769
muffin,0.8535764,0.78976816,0.8773746,0.956539,0.8018991,0.89813125,0.76053435,1.019347,0.87598836,1.0831269,0.9129684,1.1306719,0.74043375,1.0648993,0.94754815,1.1606301,1.0858543,1.1671573,0.7935424,1.1135262,0.4159065,1.1002685,1.0133588,1.03314,1.2712774,1.1662097,0.9645764,1.1952369,1.0947112,1.0953829,1.1272396,0.9619755,0.8337008,0.71744084,1.1302216,0.9011026,1.2300544,1.1490299,1.1584933,0.964866,0.8886085,0.99188626,0.9259603,1.1637155,1.1268678,1.070919,0.86428946,1.1209321,1.0761282,1.061112,1.0124371,1.0886922,1.1539046,1.1417208,0.89416873,1.2078228,0.88876265,1.0181272,0.995439,1.195687,0.93080294,0.7822566,1.0573094,0.5016202,0.94207966,0.98402643,1.0434887,1.0150001,0.9460826,1.0466592,0.8187324,1.0164154,1.1343197,1.186656,1.2253814,0.99959016,0.7030591,0.84384274,1.0369135,0.7517936,1.0267086,1.0755898,0.0,1.0795457,1.0786796,1.0282687,1.0812982,0.76319313,1.1689503,0.954059,0.9669238,0.9905067,1.0079775,1.2669435,1.2437693,0.894484,1.1472185,0.7123782,1.1777779,0.8431525,0.9620247,0.7124218,1.0025618,1.0280765,1.077966,1.2088753,0.8897242,0.9466469,1.1641436,1.0585524,0.7841517,1.1769043,1.0375288,1.1262879,1.1226072,1.028362,0.93994355,1.0616069,0.96983784,0.8418782,1.3194145,0.8044838,0.9836109,1.1185367,1.0731063,0.98489845,0.85429794,1.0446963,1.1232445,1.0583513,1.0961478,0.869958,0.96743137,1.1111215,1.0832253,1.3015075,1.128232,1.1870557
nail,1.4700389,0.64473283,0.79429066,1.1860417,0.6357862,0.7568951,1.282224,1.3962985,1.4323277,1.4518456,0.96122307,1.4349114,1.3408785,0.9905583,1.4194636,1.2909486,1.2711964,0.33641404,1.2155774,1.3790232,0.8162476,0.84022653,0.95372045,0.95891726,0.8613467,1.0763667,0.7885553,0.9425794,1.3445537,0.5064502,1.397214,1.3488803,1.1854143,1.1108258,1.3645915,1.2177627,0.33238906,1.4921381,0.40036345,1.0085701,1.329036,1.2942069,1.1034788,1.2181238,0.8370216,0.77121174,0.34096527,1.0044458,0.415267,1.0287592,0.4205973,1.1342536,0.38741666,0.62729406,1.1583474,0.6703296,1.0703826,1.1404681,1.4917841,0.2189818,0.7508799,1.0018321,0.99336845,1.1785324,1.0765793,0.40193963,1.1372027,1.1508718,1.3836604,1.1543026,1.3012292,1.3012261,1.0173602,1.2519282,0.62562114,1.2927139,1.1739484,1.0863823,0.99359137,1.3124825,1.0020423,0.77119696,1.0795457,0.0,1.0355861,0.37543923,0.5803819,0.4187373,1.0521702,1.0330294,1.2487017,1.1310557,1.4273217,0.3658501,0.33221054,0.90370405,0.7695031,1.3600171,0.95220655,0.9682076,1.083146,0.7761483,1.369339,1.0139878,0.2988366,1.3946958,1.1412191,1.1468757,1.354677,1.0597672,1.2781038,0.579493,1.4025246,1.3166105,1.2134175,1.4887974,0.60814536,1.2571201,0.7222547,1.1311775,0.72896767,0.89091736,0.5916594,1.4617,1.0767205,1.5068948,0.8083595,0.20295084,0.22964907,1.3813796,1.0215911,1.0956588,1.3993363,1.1870296,1.1154603,0.93623656,0.35561168,1.3157153
napkin,1.1705317,0.84968865,1.0816914,0.9727824,1.1081016,1.0728908,1.2493465,0.86752474,0.84210396,1.086485,1.1846411,0.6423713,1.0854961,1.0741372,0.8386564,0.93833506,1.1613252,0.8317079,1.0928252,1.0374991,0.92772406,0.6287899,0.6781611,1.0774472,0.4293878,0.7893912,1.0490215,0.90454435,0.4957006,0.8204745,1.1067413,0.8820782,0.7391448,1.1167638,0.9388178,1.0229803,0.8318857,1.0525361,0.735993,0.89012307,1.2281487,1.2020465,1.1575191,0.7357452,0.6543504,1.1658676,1.1854765,0.913314,1.1822257,1.3380022,1.0312247,1.0675669,1.0329058,0.8115253,0.85364336,0.6602169,1.2776456,1.1888249,1.2218783,0.9457233,0.8313366,1.2479812,1.3046234,1.0569333,1.167823,0.8770476,1.1950309,1.1798106,1.0793096,1.0892096,1.16477,0.99407375,0.7317653,0.7451619,0.61613643,0.98859555,1.1205903,1.0355301,0.63040745,1.0672015,1.0274659,1.2145655,1.0786796,1.0355861,0.0,0.9352802,1.130171,1.0555049,0.6192267,1.050137,1.002484,0.9533643,1.0247753,0.7776791,0.8326835,1.0554401,0.37496185,1.0384918,0.9028523,1.0172919,1.1650518,1.007595,0.6202136,0.8691948,1.0922036,0.75495493,1.1913303,0.86240697,1.0966599,1.2176434,1.0073614,0.79779553,1.114089,1.1451508,0.49690998,0.8739834,0.7952688,1.2325624,0.73435557,0.8751818,0.7652981,1.1296505,1.1695173,0.8029311,1.2377675,1.2093903,0.9285926,1.0398166,1.0331104,1.0315496,0.099800944,1.2279444,1.0982251,1.2081034,1.0951352,0.6568756,0.8857415,0.9881966
necklace,1.4804536,0.4255526,0.9346856,1.085343,0.9534476,1.0211042,1.2093923,1.4129102,1.4111378,1.5448785,0.74640554,1.427599,1.2336946,0.9691205,1.3881284,1.3104631,1.2872667,0.702369,1.3435405,1.4008946,0.80652416,0.81592405,0.9803489,0.9261461,0.8670397,1.0942672,0.63623905,0.9653992,1.3032361,0.6510181,1.5071936,1.3551073,1.112208,1.0795282,1.4464881,1.0933021,0.5600871,1.5404958,0.74051744,0.9612443,1.3090484,1.2756779,1.0267024,1.2405173,0.8410257,0.49293172,0.54090106,1.0316808,0.44585598,1.069565,0.28938138,1.0954592,0.68991107,0.84999233,0.95805264,0.6807117,1.082782,1.1099162,1.484046,0.32579184,0.68905866,0.9696312,0.9426794,1.1057217,0.8587038,0.5318998,1.0949486,1.1232399,1.2914066,1.1141396,1.2845554,1.162072,0.9385052,1.1344801,0.7643741,1.1926432,1.1825603,1.0730131,1.0135603,1.1994312,1.0516151,0.56231105,1.0282687,0.37543923,0.9352802,0.0,0.3889507,0.6323476,1.0707917,0.9067687,1.1315356,0.9527733,1.413017,0.6593458,0.62595195,0.83652675,0.7851827,1.2983886,1.013633,1.0485233,1.0605686,0.9336165,1.3531545,1.0898012,0.39842653,1.3994615,1.0354518,0.9660278,1.2804623,0.8954476,1.1092336,0.6505651,1.3926952,1.4350802,1.1864457,1.4785056,0.5790292,1.3888958,0.8296894,0.9404021,0.8257624,0.9099339,0.76587963,1.4130408,0.9409218,1.593095,0.8447573,0.23724473,0.38006258,1.2749228,0.9739228,1.220619,1.4508133,1.2161998,1.0393974,1.0105028,0.60206133,1.3343093
