,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
spoon,1.1106856,0.908535,0.7787583,0.8448704,1.2647027,0.8362862,0.96350026,0.7896048,1.1772082,1.2228323,1.05568,1.433564,0.9254632,1.1561252,1.2693019,1.0572637,1.3464,1.2601126,1.1895337,0.8695923,0.7618261,1.218315,1.100099,1.1096826,0.85160005,0.8813274,0.8274532,0.8720205,0.63896614,1.1054727,1.0658288,0.8207034,1.2352463,1.0319077,0.9005141,0.9123479,1.3765024,0.83380497,0.65135574,1.2315327,0.87605953,1.179781,0.99884707,1.2227923,0.9508865,1.2177862,0.9265412,0.64824927,1.0957992,0.9028051,1.2177062,0.8189504,0.72771716,0.90553343,0.90822494,0.70196444,0.7927237,1.1369903,0.6730848,0.8344718,0.80130553,0.62151194,1.2805042,1.0071368,0.9649342,1.1806185,0.9476393,1.3972999,0.82100946,1.1868193,0.628262,1.2080517,0.74710095,1.2263472,0.9167975,0.926766,0.9507317,0.9389004,0.935611,0.9516678,0.9149369,0.8475001,0.90243876,0.66116893,1.0091134,1.2349578,1.3732629,1.2106366,1.307759,0.9936311,0.71077096,0.70497835,0.9928353,0.7883124,0.9153279,1.0631982,0.9696638,0.6953615,1.0343812,0.80019975,1.0373437,0.9976517,1.089937,1.0518346,0.89948696,1.3451407,0.83257437,1.3482687,0.99340945,1.1782485,1.011783,0.7966861,1.2271075,0.8067055,1.0877998,0.8034713,0.8688127,0.89222527,0.0,0.7787467,0.7050202,1.1902895,1.3778716,1.3154061,0.68173295,0.7852328,0.703917,0.7075707,0.9561301,0.8920182,1.0651495,1.0096315,0.90623575,1.2399939,1.1493049
sprinkler,1.1709067,0.79886454,0.7276792,0.7263913,1.2456591,0.7363902,0.8131553,0.8385559,1.1539361,1.2540773,1.1629124,1.3908299,0.97467905,1.2566316,1.202548,1.107172,1.3454367,1.3189585,1.194135,0.9027865,0.8762423,1.1905355,1.044579,1.1550317,0.82994485,1.0105441,0.82355285,0.8054154,0.76587296,1.1409569,1.0360523,0.8460111,1.1900835,1.1626102,1.0149599,1.0287393,1.2802012,0.9431212,0.8373569,1.1560894,0.91687226,1.1964692,1.088591,1.1121399,1.0802205,1.1059008,0.74733007,0.7745464,1.1530678,0.74445885,1.0609621,0.66428745,0.9838384,0.81391144,0.82838094,0.89233965,1.078038,1.07828,0.89375377,0.7907895,0.8589107,0.82065964,1.1032962,0.8990571,0.8872306,1.1069803,1.2089982,1.2471967,0.7181483,1.2026587,0.96739095,1.1300908,0.6874314,1.1625422,0.96518666,1.0448594,1.0669751,0.79357004,0.93595195,0.9344216,0.94581217,0.83705187,0.7593337,0.7958528,0.9401823,1.0893649,1.3092611,1.1246766,1.2583053,1.0138838,0.9348422,0.92688066,1.113781,0.91680855,0.91482884,0.9422458,0.8762401,0.8838472,1.0716215,0.714508,1.0267682,0.9950237,1.0860697,1.058662,0.86928713,1.0995336,1.1009201,1.1364951,0.9851891,1.0733674,1.0627677,1.0780413,1.3639902,0.82444286,1.1795938,0.76052195,0.7701754,0.8707293,0.7787467,0.0,0.9106926,1.2344191,1.1617604,1.3184403,0.79395473,0.7141778,0.7278044,1.0053687,0.96752006,1.0398505,1.1792153,1.1052636,0.89395267,1.1168022,1.0720834
strawberry,1.0809528,1.2458017,0.7071202,0.97565556,1.128499,0.79740727,0.9833697,0.6361622,1.2336174,1.2350549,0.90130043,1.1527973,0.8648651,1.2140441,1.1229897,0.9326639,1.1780628,1.0827328,1.090426,0.93589365,0.9124093,1.1559713,1.0580598,1.1612623,1.0224078,1.0453103,1.1381063,1.077316,0.80534554,1.147309,1.3251493,0.9978016,1.1734445,1.1796002,1.1475884,0.6212002,1.1102432,0.7353909,0.84357816,1.2311251,1.0288204,1.1024994,1.0453697,1.286949,1.0067315,1.209579,1.0425043,0.68845606,1.1765068,0.7181791,0.91266227,0.81657404,0.6944251,1.137379,1.1047661,0.9157534,0.7230134,1.0823019,0.7116395,0.8494029,1.0372006,0.5826766,1.0096937,1.0223188,0.94495994,1.1738626,1.059165,1.0832217,0.8095398,1.0724669,1.0446143,1.3157477,1.1634735,1.0785352,0.75101596,0.9676526,1.0207332,0.9300925,0.7664883,0.89769304,1.2539996,0.9486005,0.7951776,0.78234947,1.2100148,1.1746451,1.1914531,1.1020277,1.0900421,0.8421799,0.8833014,0.856117,1.0180659,0.8539649,1.1460109,1.0168518,1.0606592,0.8484292,1.1389378,0.8620595,1.2534964,1.0772935,1.2859621,1.0738894,1.0570251,1.0136443,1.1683726,1.1085593,1.0649256,1.028668,1.0932302,1.0829854,1.1255002,0.86862886,1.0936854,0.85709906,1.1670077,1.0091976,0.7050202,0.9106926,0.0,1.2437241,1.0860735,1.187061,0.78778815,0.8317431,0.69391423,1.0788856,1.2830877,0.8575577,1.0491345,1.2100892,0.8449877,1.2307049,1.1250395
stroller,0.9687213,0.9168464,1.3385351,1.2054968,1.0023731,1.1747202,1.0668757,1.1687763,0.54653305,0.6685732,1.058367,0.6877237,1.2197211,0.78769124,0.88565487,0.9880447,0.7792884,0.8346509,0.8220879,1.1966108,1.228038,0.69585013,1.141588,0.72518957,0.9145013,0.95314735,0.9590309,0.8395937,1.3172686,1.1023065,0.42737186,1.1786413,0.6468204,0.65255487,0.96064955,1.1296774,0.6730644,1.1621567,1.3528086,0.5805026,1.1432424,0.83569336,0.7164316,0.7089146,0.84584606,0.83011156,1.281913,1.2618098,1.072063,1.3603235,1.0443461,1.4500637,1.3247402,1.0251765,1.0134095,1.2562103,0.9735349,1.0412169,1.0363712,1.3925791,1.0079076,1.1152644,0.98666084,1.1333324,1.120354,1.0187668,0.8238925,0.8447562,1.2217022,0.97077346,1.1377858,0.6096503,1.1401863,0.85436916,1.0352813,0.9498588,0.52245927,1.2250279,1.0339265,1.3803897,0.8563781,1.3501627,1.2983946,1.2543175,0.79561615,0.80055445,0.7533548,0.9022005,0.8617755,1.0603724,1.3670471,1.3871425,1.0677209,1.1197737,1.0679686,1.1795081,0.97219193,1.0496409,0.91240066,1.1701156,0.5696957,0.8941805,0.7085906,1.1687746,0.9469347,0.90797484,0.8199763,1.0422094,0.7274963,0.9261512,0.88869,0.7446255,0.5324842,1.2328981,1.0263578,1.3121544,1.014115,1.2635067,1.1902895,1.2344191,1.2437241,0.0,0.94709706,0.6128354,1.2542689,1.4415236,1.4739634,0.9441653,0.8525318,0.7172781,0.6575514,0.7158841,1.2929325,0.88246167,0.90000784
sweater,0.9003249,1.2225734,1.417122,1.1872175,0.4150685,1.3640289,1.2940719,1.1637586,0.9534917,0.60897535,0.98506236,0.49311876,1.1703655,0.7597414,0.571962,1.0176735,0.5923329,0.71847475,1.0413324,1.3961406,1.4941916,1.0640808,0.8758659,0.73354733,1.3610865,1.2929856,1.3435988,1.2221938,1.2900896,0.7807454,1.0323038,1.3694205,0.7758322,0.96219015,1.1020616,1.0965254,0.49802887,1.1085899,1.5111053,0.91106266,1.4135697,0.8061698,1.082462,0.85934484,0.9050507,0.7157308,1.1625446,1.3282545,0.92266476,1.0113791,0.42638767,1.1016881,1.3779724,1.3443699,0.9672458,1.3028836,1.2455167,1.0338739,1.0156771,1.2742996,1.0228113,1.3417759,0.33476746,0.71246123,1.2436602,0.8393094,0.96124107,0.17358291,1.1740305,0.45820755,1.1323175,0.8042749,1.4102979,0.8594061,1.1110095,0.8498038,0.89289284,0.94031465,1.08141,1.2513382,1.0922995,1.3208575,0.89200884,1.2398065,0.9101643,0.6632397,0.3864622,0.48086023,0.7988039,1.0666668,1.3995625,1.3659691,1.1661137,1.0963948,1.0003409,1.0432342,1.3283541,1.5057814,1.1598927,1.308041,1.2271324,1.2495604,1.0994289,0.96086586,1.2635256,0.29042387,1.0740691,0.0824936,1.0575689,0.63457733,0.9398843,1.0775901,0.74148357,1.4213591,0.9032266,1.3862433,1.1207519,1.3263987,1.3778716,1.1617604,1.0860735,0.94709706,0.0,0.5829483,1.5474164,1.2994924,1.1625617,1.0818534,1.0930655,1.2884485,1.0950048,1.1630626,1.3229163,0.7041171,0.962626
table,0.73327917,1.2334126,1.475636,1.207801,0.5437664,1.2774855,1.1748319,1.080129,0.56492645,0.26451683,0.96512496,0.27964842,1.2670038,0.4219219,0.56582147,1.0527405,0.4510222,0.57745326,0.7072265,1.5185201,1.4915413,0.6490409,0.8440676,0.601452,1.3787308,1.2029821,1.400017,1.1275326,1.354466,0.92770857,0.8507541,1.5854788,0.4270004,0.4801777,0.92995197,0.98223174,0.3322876,1.0651295,1.5821065,0.58399034,1.4576058,0.74008447,0.98621684,0.69768846,0.8034825,0.8636327,1.4622536,1.5108272,1.011305,1.3373312,0.82954925,1.4990835,1.4548082,1.3849788,1.1195263,1.3441175,0.94763255,1.0526681,1.0183561,1.5888962,1.2167594,1.1283146,0.7814401,0.8872538,1.5188029,0.9259706,0.646013,0.5821869,1.3787284,0.66276234,1.1036752,0.5459185,1.4486501,0.8285247,0.9087736,0.81657124,0.65191305,1.2477344,0.9991717,1.4568027,1.0691575,1.5780184,1.2268683,1.2107236,0.7665947,0.86690694,0.5588998,0.7465106,0.5355119,1.0143169,1.4899845,1.4667952,1.1963799,1.038132,1.2012038,0.9572307,1.398472,1.2606745,1.0732149,1.3797084,1.0040257,1.2357605,0.90273726,0.9679655,1.223531,0.71523273,0.85331744,0.6885656,0.8466677,0.7956743,0.75265986,0.7230158,0.4730839,1.6084445,0.58746004,1.3484937,1.3018963,1.3673162,1.3154061,1.3184403,1.187061,0.6128354,0.5829483,0.0,1.5519477,1.6317035,1.4690361,0.8067028,1.0491103,0.862426,0.5789118,1.1041052,1.5081174,0.59628975,0.91947794
tape,1.4283464,0.9068385,0.33603203,0.8468181,1.5898174,0.59203887,0.69849086,0.89079016,1.28108,1.4916236,1.1668459,1.6167889,0.6276929,1.407479,1.5513752,1.1308763,1.5773737,1.3150592,1.1023965,0.25711834,0.117357254,1.0749316,1.2280766,1.3955969,0.34991413,0.86694396,0.49709797,0.65605175,0.85241246,1.2673049,0.9966864,0.3122021,1.4491013,1.2192287,0.9720295,1.0008557,1.5273178,0.9890386,0.26925623,1.3853936,0.20871067,1.4358954,1.1289041,1.2795552,0.9987428,1.3085637,0.7168865,0.49020034,1.1799691,0.7911396,1.2583358,0.74546283,0.52328753,0.48175043,1.1521709,0.44590133,0.9876881,1.1930614,1.0056481,0.37751335,0.9257624,0.79112196,1.3379697,1.3436207,0.44106966,1.2893746,1.2217178,1.5399623,0.6047451,1.4641365,0.89102185,1.4225988,0.4364196,1.2538025,1.1154447,1.313371,1.2833654,0.9882684,1.0608596,0.43522084,0.97307736,0.37954378,1.019602,0.85210514,1.187929,1.2399548,1.5904658,1.4820287,1.3878977,1.0646584,0.34302616,0.38013494,0.9112005,1.123876,0.89704233,1.077218,0.55678666,0.29054224,1.0405742,0.67040586,0.8436197,0.6013552,0.88320065,1.100369,0.9856862,1.3900135,1.1793841,1.5472612,1.2315934,1.3973756,1.2250885,0.80313426,1.3688686,0.31754082,1.1964388,0.44413334,0.9157496,0.5304102,0.68173295,0.79395473,0.78778815,1.2542689,1.5474164,1.5519477,0.0,0.42330432,0.634715,1.1430113,0.9873999,0.9235625,1.1141582,0.67327684,0.3169397,1.4107037,1.29006
toe,1.4954221,0.8115143,0.4833163,0.83381164,1.2715551,0.72281134,0.8330363,1.0063424,1.4511318,1.5590793,1.2278764,1.5529678,0.638529,1.4285178,1.4671628,1.1710014,1.5260497,1.3381941,1.3007451,0.41214556,0.39882553,1.3248134,1.0893751,1.364089,0.6112119,1.0445012,0.63697815,0.91018736,0.697459,1.1350975,1.144484,0.47197163,1.4884564,1.3220829,1.1567696,1.1351092,1.448688,0.9800705,0.35151035,1.4300823,0.48472494,1.4104278,1.1501764,1.2872288,0.99164283,1.3390002,0.41362846,0.4385538,1.1804168,0.47501922,1.0600983,0.1967138,0.6058143,0.7367655,0.8270189,0.5507964,1.2374197,1.2043602,1.0362531,0.2597977,0.7244292,0.9089481,1.11264,0.9046877,0.39249766,1.3364726,1.3054148,1.3546251,0.5548108,1.2267492,0.9547074,1.4817783,0.63783205,1.1594603,1.2059745,1.1453085,1.3207935,0.6735187,1.1188724,0.22548878,0.99951166,0.29419804,0.5755357,0.75056446,1.3116038,1.2810001,1.4637206,1.2482249,1.4281545,1.0832347,0.41150522,0.42168832,0.99543,1.0897564,0.737,1.0320878,0.75244385,0.678086,1.1196384,0.6546468,1.1440806,0.9012431,1.0702833,1.0852088,1.0914127,1.3136905,1.2691693,1.2241012,1.24626,1.2649026,1.260086,1.1967952,1.4198487,0.2720167,1.3314571,0.5607199,0.6645714,0.58192205,0.7852328,0.7141778,0.8317431,1.4415236,1.2994924,1.6317035,0.42330432,0.0,0.2980641,1.2081177,1.0467192,1.1537898,1.4147508,0.82772845,0.30606765,1.3744857,1.2449188
tooth,1.3196354,1.0961736,0.7114223,0.85672617,1.231219,0.9960656,1.11321,0.84938693,1.3985901,1.4132961,1.1916296,1.4582512,0.6446553,1.3658488,1.2941221,1.1018225,1.4441416,1.251623,1.2869105,0.62321067,0.6187434,1.3253144,1.1076386,1.2732149,0.89327955,1.1269848,0.85549766,0.96567744,0.59426874,1.0839089,1.3250728,0.7059204,1.3746562,1.2874994,1.1269594,1.0200882,1.3775495,0.88334143,0.4186356,1.4079462,0.7441236,1.2984923,1.2293236,1.2959726,0.9188781,1.2746736,0.4956262,0.6006111,1.1453266,0.31399465,0.99842405,0.28688473,0.5957766,0.96261835,0.96301764,0.61017025,1.0991615,1.1687306,0.8632769,0.3348695,0.93165433,0.7242794,1.0535284,0.8728672,0.6894362,1.1939831,1.1794077,1.2401862,0.5581154,1.1696837,0.75374043,1.3743193,0.876859,1.2755926,1.0870348,1.1649415,1.1600544,0.42130536,1.1058146,0.35430884,1.1147407,0.4338988,0.4992239,0.8986318,1.2408233,1.2373875,1.3047519,1.1242782,1.3581829,1.035845,0.4562192,0.43748927,1.0362141,0.92896086,0.97094667,1.022599,0.9597475,0.87579346,1.1476994,0.95892096,1.3136952,1.0707781,1.2545192,1.039605,1.080498,1.1882311,1.1205078,1.0813229,1.2832434,1.1570139,1.0829934,1.1639892,1.3840332,0.4916243,1.216156,0.6986445,0.93271303,0.7184547,0.703917,0.7278044,0.69391423,1.4739634,1.1625617,1.4690361,0.634715,0.2980641,0.0,0.97963554,1.1602778,1.2338737,1.361789,0.9658799,0.43726265,1.2979218,1.1831532
toothbrush,0.72105265,1.0141057,1.236715,1.0066016,0.8582305,1.1776406,1.159771,0.76582396,0.74806213,0.84697855,1.0322088,0.9294381,1.1810586,0.8259343,0.7365198,1.0182923,0.8430648,1.0013485,0.8303375,1.252681,1.1881764,0.9367449,0.883989,1.0110083,1.1887069,1.0743294,1.1665747,1.0654274,0.808496,1.0549896,1.0730902,1.2102542,0.9772839,0.9349982,0.588908,1.0576812,1.0714697,0.9723319,0.94313955,1.0254802,1.264653,1.0403967,0.9834904,1.2073679,1.1451718,1.0424697,1.1579467,1.1260806,0.9047249,1.0955627,1.2224723,1.0155348,1.0204297,1.1762558,0.9263952,1.0548462,0.83836615,0.98410034,0.9214176,1.1867356,0.9478813,0.7714674,1.1978265,0.6814861,1.3521166,0.98917985,0.5543218,1.1297866,1.1414642,0.94224596,0.64266074,0.9436422,1.1441004,1.0379499,0.69424677,0.7753412,0.8367431,1.0136638,1.0916071,1.2075663,0.9482374,1.2264605,1.0983112,0.9481744,1.038549,1.1503782,0.84020483,1.0356869,0.84808636,1.0881717,0.9717185,0.94445205,1.0409622,0.65269244,1.1302527,0.93778795,1.247968,0.99056405,1.062876,1.2307837,0.9881654,1.2451518,1.2504363,0.872301,1.0508593,1.1414317,0.43048966,1.0522512,0.7715757,1.0238134,0.5725968,0.84364784,0.7764911,1.1546482,0.7484343,1.1232941,1.0522826,1.1710294,0.7075707,1.0053687,1.0788856,0.9441653,1.0818534,0.8067028,1.1430113,1.2081177,0.97963554,0.0,0.98970115,0.8539801,0.7672373,1.1688622,1.2489902,1.0249491,0.9779651
towel,1.1847385,0.73347676,1.1642992,0.91997564,0.99067634,1.2043207,1.110594,1.1734627,0.7150678,0.93070203,1.1884387,1.0512528,0.988236,0.5822484,1.1131119,1.2345183,0.749558,1.20928,1.198107,0.9972718,0.9679675,1.036354,0.9443889,0.76980436,0.6981226,1.0404074,0.56228995,0.8392936,0.99203104,0.8760135,0.51895404,1.0019854,0.90242153,0.85278326,0.6568394,1.3239341,0.9763243,1.0204816,1.0064263,0.9232181,0.93922836,1.0336893,1.1222503,0.6897927,0.80758834,0.8149037,0.9565692,1.0627744,0.99945486,1.1848133,1.3012203,1.0666616,1.1820626,0.90124094,0.7537093,0.8246596,1.3236789,1.024974,1.2115664,1.1060834,0.6527194,1.2271533,1.2559925,1.048327,1.0765585,1.0530462,1.148185,0.95505005,1.1612953,0.7208806,0.7855684,0.81214595,0.808509,0.99947786,1.0677049,0.8027066,1.0488912,1.1289834,1.2897251,1.1066523,0.044906855,0.96264577,1.1470021,1.118407,0.7259793,0.87362397,0.8537093,0.76204103,1.2777638,1.2844496,1.0037876,0.9818603,1.120658,0.9498893,0.36270952,0.9362486,0.9406395,1.164309,1.1078863,1.089965,0.73913395,0.89409786,0.6967901,0.9400108,1.0480967,1.2054284,0.9477323,0.98985595,0.90454316,0.89294046,0.9385551,0.7073145,1.0757006,0.9849226,0.8668957,1.1790811,0.5385208,0.9449779,0.9561301,0.96752006,1.2830877,0.8525318,1.0930655,1.0491103,0.9873999,1.0467192,1.1602778,0.98970115,0.0,1.3097926,1.1850469,0.8700781,1.1503584,0.9300525,1.014409
toy,0.93711036,1.0324354,0.79381907,0.9348314,1.2499218,0.519918,0.56688035,0.8046831,0.74236107,1.0570467,0.8598841,1.0496957,1.2201195,1.246207,0.82880586,0.8954294,1.1505809,1.0270783,0.7145419,1.0467076,1.0224018,0.66479397,1.1427108,1.2468662,1.0156353,0.7594919,1.2453631,1.0457383,0.91798115,1.4733489,1.0782089,1.0570956,1.0758276,0.8617719,1.2005758,0.6143148,1.1198597,1.0593466,1.046385,0.96545106,1.0633954,1.1430662,0.4658817,1.2186484,1.161754,1.0879818,1.2717851,0.9521467,1.2676713,1.2592757,1.131911,1.2490753,0.93269986,1.0214715,1.0989561,1.2817919,0.25931412,0.90968597,0.82813257,1.2409313,1.0020326,0.4259954,1.1778831,1.1564099,0.9708254,1.2507968,0.6503002,1.2950261,1.0200589,1.3734366,1.3523178,1.2008643,1.1346908,0.82469785,0.6224513,0.86476696,0.77586645,1.1830314,0.6671375,1.2054437,1.3500532,1.2470315,1.2126887,0.6792178,1.2544863,1.1394048,1.1505735,1.3623054,0.7711318,0.74626446,1.2202581,1.2542582,0.94313824,0.89567435,1.4248242,1.0331255,1.0743207,0.5347072,0.8766901,0.7052076,0.71063423,0.9691543,1.1232182,1.2408471,0.9037715,1.1036814,0.80272,1.3899169,0.66235286,1.1828754,1.0079132,1.0875777,0.8272085,1.0550691,1.0071075,0.75661814,1.1735346,1.172559,0.8920182,1.0398505,0.8575577,0.7172781,1.2884485,0.862426,0.9235625,1.1537898,1.2338737,0.8539801,1.3097926,0.0,0.34420657,1.1451247,1.1029041,1.2704537,1.0007892
tray,0.7907433,1.0793449,1.0991253,0.9953721,1.0828341,0.86038435,0.83191425,0.9455258,0.5321084,0.74260485,0.93824506,0.8047431,1.2854837,0.93984383,0.6795107,0.99234784,0.9014518,0.7941779,0.5098034,1.2540607,1.1246837,0.46199602,0.98503584,1.0547613,1.1309116,0.79682124,1.3268471,0.931519,1.1227493,1.2723033,1.0501972,1.2553296,0.81292284,0.7110388,0.99159306,0.81544626,0.9610208,1.0454354,1.238132,0.7719531,1.168581,1.0647551,0.75940883,0.9740329,1.0814553,0.9123255,1.329292,1.291972,1.0635432,1.3554828,1.0705097,1.4340026,1.1144327,1.0902698,1.1164649,1.265269,0.51997125,0.97426957,0.8723875,1.3920624,1.200536,0.6312778,1.0780345,1.0761387,1.2836362,1.0780411,0.6374046,1.1402392,1.2817754,1.2086447,1.24825,0.92418146,1.2007682,0.8557205,0.70165676,0.9698468,0.7113234,1.160142,0.8398231,1.3184154,1.2382523,1.3935342,1.2834063,0.9438486,1.0486451,0.9826751,0.9870299,1.2229388,0.578796,0.857191,1.2832997,1.3121635,1.056624,0.90743756,1.4338771,0.9490417,1.1893266,0.6376329,0.94449174,1.021138,0.62829083,0.99834675,0.98780346,1.093512,0.99517274,0.9667575,0.8205888,1.1972013,0.6959221,1.1016564,0.90034354,0.8551508,0.68671525,1.3100157,0.824073,1.0338736,1.2961264,1.2299598,1.0651495,1.1792153,1.0491345,0.6575514,1.0950048,0.5789118,1.1141582,1.4147508,1.361789,0.7672373,1.1850469,0.34420657,0.0,1.1921271,1.2879797,0.97096276,0.95954216
vacuum,1.3896267,0.9547202,0.8865241,1.1891139,1.246701,1.0917035,0.97271085,1.2836726,1.0410048,1.0467682,1.2672677,1.1531996,0.77267003,1.0161134,1.4999795,1.138952,1.298997,1.0256697,1.0979102,0.38333547,0.52438056,0.9728395,1.3277912,0.7238719,0.51758766,0.9850431,0.3754418,0.6172359,1.1601545,0.9959116,0.4763366,0.5025021,0.91448987,0.9017015,1.0066679,1.3566856,1.0261998,1.2428263,0.5882194,0.84361255,0.39182442,1.1298894,1.140259,0.7067835,0.81091607,1.1166757,0.887359,0.9133074,1.0614438,1.0862848,1.1515796,1.0372089,0.9623481,0.48527217,1.2077487,0.6496319,1.322961,1.1508245,1.1615298,0.66370285,1.0927088,1.3663368,1.1116503,1.3382771,0.63321084,1.1264474,1.1838145,1.0563287,0.9265343,1.1711679,0.76767015,0.70317155,0.48805547,1.1923912,1.3924499,1.3532057,1.0153886,1.1446475,1.3450544,0.6387318,0.8773743,0.64516807,1.2421093,1.3263154,0.76107454,1.0477087,1.2098876,1.1082848,1.2912333,1.237573,0.6059081,0.6591731,0.8492682,1.2653964,0.8631805,1.2491641,0.39089626,0.86943644,1.0579431,0.9836112,0.697893,0.64454013,0.36371106,1.0192784,0.9379336,1.1055579,1.0320221,1.2221204,1.2280021,1.2682626,1.2345754,0.75903845,0.95291454,0.7068855,1.213234,0.86120474,0.992556,0.6774317,1.0096315,1.1052636,1.2100892,0.7158841,1.1630626,1.1041052,0.67327684,0.82772845,0.9658799,1.1688622,0.8700781,1.1451247,1.1921271,0.0,0.57774985,0.9131335,1.1862984
watch,1.4280028,0.9884361,0.4372422,1.0202665,1.3992369,0.79999125,0.90154064,1.0490565,1.369128,1.4990743,1.1412812,1.4667408,0.6902826,1.4551809,1.4530222,1.1420168,1.5021312,1.2582453,1.1864119,0.2124815,0.27661854,1.2248824,1.2010127,1.305884,0.6273793,0.97491884,0.6303653,0.8707272,0.8220658,1.155699,1.1185607,0.33828282,1.3755754,1.2849253,1.1858658,1.0466847,1.3976288,1.0610745,0.3146785,1.3440217,0.30337977,1.3680289,1.1343746,1.2433214,1.0907222,1.2668628,0.56646824,0.5128438,1.1019819,0.6146825,1.0920091,0.60784537,0.5895139,0.6014535,1.1151592,0.5491697,1.15342,1.1172466,0.9819205,0.15615082,1.0336527,1.01491,1.1417668,1.2270927,0.31104887,1.2442964,1.2906287,1.3485205,0.58014464,1.3357344,0.9551634,1.3416228,0.5899554,1.2056348,1.2602644,1.372443,1.2521894,0.8936554,1.1003362,0.17740709,1.1511983,0.3141147,0.7932472,0.95668155,1.2415731,1.246219,1.4347105,1.30086,1.3611462,1.0267261,0.33316106,0.36823255,0.91265494,1.2203914,0.9597605,1.1084261,0.5586076,0.58021456,1.0825919,0.75952625,1.0463594,0.8319366,0.99331903,1.0747913,1.061942,1.2470307,1.2462957,1.3056159,1.3238988,1.2995737,1.314076,1.1404588,1.3127799,0.3209089,1.2808993,0.46738327,0.98924243,0.5746846,0.90623575,0.89395267,0.8449877,1.2929325,1.3229163,1.5081174,0.3169397,0.30606765,0.43726265,1.2489902,1.1503584,1.1029041,1.2879797,0.57774985,0.0,1.3127711,1.2359375
window,0.91631365,1.1484585,1.3244226,1.2167565,0.6491667,1.3282518,1.1979724,1.2094133,0.8728232,0.52423304,1.0635889,0.5103103,1.101481,0.57671314,0.86786574,1.0919343,0.6883838,0.48524255,0.98833823,1.2617282,1.2640834,0.9438264,0.9813909,0.4798764,1.2207869,1.1440398,1.0729533,0.8395689,1.2655656,0.6461252,0.8520794,1.2696558,0.48680866,0.81938016,0.8990452,1.1880152,0.6217215,1.0419465,1.3757914,0.45836306,1.1886259,0.85777223,1.1852762,0.44224203,0.8698098,0.8630769,1.1809462,1.3345611,0.752073,1.2576013,0.85544896,1.322217,1.3473437,1.0500872,1.1526763,1.0837821,1.2493972,1.0781081,1.0359885,1.3275845,1.2962081,1.3748085,0.79982746,0.97220415,1.3801277,0.82038444,0.9657721,0.6765746,1.3416994,0.72095346,0.96252257,0.42213643,1.0207369,1.0837773,1.1256995,1.0995047,0.86566925,1.1369181,1.2038319,1.2216581,0.9527158,1.2713645,1.1274859,1.2731302,0.5975631,0.8677993,0.68524927,0.835888,0.8495423,1.1576003,1.2333112,1.221415,1.119402,1.0587798,1.0759087,1.0206256,1.0026965,1.2949636,1.1354071,1.2828026,1.1299516,1.1034538,0.7338853,0.64735353,1.0884148,0.79804796,0.96640086,0.6987244,1.1006739,0.9188529,0.9927772,0.85574496,0.7342415,1.4840082,0.7600011,1.2705666,1.2475686,1.0979385,1.2399939,1.1168022,1.2307049,0.88246167,0.7041171,0.59628975,1.4107037,1.3744857,1.2979218,1.0249491,0.9300525,1.2704537,0.97096276,0.9131335,1.3127711,0.0,0.98053676
