,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
jar,1.3275756,0.85960084,0.6068234,0.84602344,1.2314701,0.6722347,0.8486754,0.80626225,1.2811602,1.3515878,1.2033854,1.3859664,0.94738585,1.4163048,1.2832527,1.0426842,1.3889725,1.2258245,1.2659068,0.6183019,0.7202949,1.2341013,1.0340186,1.3201934,0.7038145,1.0308529,0.78937197,0.9599837,0.7588372,1.2200176,1.1465882,0.66141057,1.3429792,1.232004,1.1650236,0.9935158,1.2797048,1.072987,0.6370564,1.3123035,0.70754623,1.2842218,1.1802189,1.3083811,0.99754655,1.238551,0.75857437,0.52806115,1.1370859,0.49317402,1.0554713,0.5932013,0.82377297,0.8846511,0.88219535,0.85133326,1.0649928,1.1591209,0.8431158,0.5015941,0.8515205,0.81497276,1.078573,1.0357363,0.5976754,1.2395098,1.1842651,1.196018,0.0,1.2233905,0.99981,1.3151731,0.93497086,1.1280881,0.98712444,1.1192034,1.0891612,0.7274309,0.92065346,0.69508135,1.1283671,0.7484014,0.62934184,0.75873137,1.1734194,1.1874477,1.3135563,1.1665696,1.3134725,0.96847165,0.7663729,0.76372206,1.028518,0.9733688,1.0182503,1.0500985,0.8195059,0.8019117,1.1160076,0.67686427,1.0885879,0.9194517,1.1233584,1.1219506,1.0764678,1.1957004,1.1919734,1.1499803,1.0144517,1.1398429,1.1104337,1.1427971,1.25323,0.55435467,1.2502242,0.62253493,0.86917174,0.97938514,0.82100946,0.7181483,0.8095398,1.2217022,1.1740305,1.3787284,0.6047451,0.5548108,0.5581154,1.1414642,1.1612953,1.0200589,1.2817754,0.9265343,0.58014464,1.3416994,1.1731726
jeans,0.90404713,1.1025343,1.3775969,1.1909354,0.42877346,1.382626,1.3324058,1.0764608,0.9217944,0.65581834,1.1175389,0.5037244,1.0546999,0.52217156,0.7261949,0.99913186,0.36633825,0.83086425,1.1620452,1.4195361,1.4120765,1.2154365,0.8271416,0.72958773,1.3309212,1.3241031,1.2157089,1.1804577,1.1553504,0.4509709,0.87791777,1.4236069,0.7507371,0.9121618,0.93783563,1.2163672,0.51475465,0.9573525,1.4282665,0.9619214,1.4271221,0.6983646,1.1423422,0.90250564,0.7979762,0.7982875,1.2626178,1.1702535,0.76019007,1.0588462,0.8997372,1.07586,1.2435236,1.3400581,0.84173226,1.1588842,1.2887031,1.1030399,1.1099864,1.3093853,0.7231202,1.3266907,0.84513706,0.71659404,1.2456098,0.8165637,0.9170804,0.3709759,1.2233905,0.0,0.9588245,0.8678067,1.4090552,0.91439664,0.9841389,0.58542144,0.9268454,1.1263396,1.170669,1.2348075,0.7210331,1.3011155,0.97514105,1.1722237,0.89382666,0.77925175,0.35095108,0.27881998,0.95637304,1.1767316,1.2895825,1.24187,1.1214144,0.9896767,0.5878904,0.9962625,1.3548795,1.4545631,1.2167687,1.3057722,1.1632667,1.1613736,1.1311214,0.7940673,1.2463217,0.8018229,0.9469171,0.4027753,0.9489138,0.5758479,0.8922672,0.88527304,0.70908415,1.2851291,0.74133265,1.4126766,0.9567507,1.2804508,1.1868193,1.2026587,1.0724669,0.97077346,0.45820755,0.66276234,1.4641365,1.2267492,1.1696837,0.94224596,0.7208806,1.3734366,1.2086447,1.1711679,1.3357344,0.72095346,0.97915
knife,1.0573753,1.0558892,1.138632,1.076278,1.0421909,1.3362677,1.337336,0.95631546,1.01847,0.90395045,1.1109738,1.1597666,0.7549506,0.76891935,1.179273,1.110901,1.126848,1.0599772,1.1080457,0.9426887,0.9018146,1.0862346,1.0895011,0.6604535,0.9652569,1.1235547,0.69465256,0.8425212,0.87489563,0.8179941,0.8699974,0.80584043,0.94795126,1.0685183,0.6584824,1.2528832,1.1312282,0.92994165,0.634437,0.99316955,0.9503648,1.0209559,1.3102123,0.8399812,0.8170452,1.0599593,0.841167,0.99799186,0.9164884,0.843363,1.1850252,0.8405049,0.9475114,1.0588247,1.0658156,0.5301974,1.2036312,1.0596849,1.0365937,0.77917325,1.0776936,1.0755376,1.1635821,0.95051974,1.1053381,0.9742782,0.9098648,1.1127921,0.99981,0.9588245,0.0,0.79836506,0.77748144,1.2317104,1.1168902,1.1477606,1.023677,0.97106475,1.2792377,0.89635175,0.74780405,0.77475506,1.005296,1.1687827,0.75387335,1.0704527,1.0779909,0.8894215,1.24663,1.2108938,0.5428827,0.53481746,1.0964595,0.86466205,0.83770376,1.0411439,0.9679173,1.1166377,1.1173341,1.2913005,1.0295705,1.0042722,0.8730815,0.9016085,0.9935475,1.1735091,0.6373455,1.0665016,1.152699,1.0551186,0.9517747,0.71930087,1.1531084,0.8071026,0.97453535,1.1023704,0.9223513,0.8662993,0.628262,0.96739095,1.0446143,1.1377858,1.1323175,1.1036752,0.89102185,0.9547074,0.75374043,0.64266074,0.7855684,1.3523178,1.24825,0.76767015,0.9551634,0.96252257,1.1298084
ladder,0.9749626,1.0500547,1.4562001,1.1346953,0.8300368,1.3637204,1.200203,1.2034321,0.5733998,0.46679372,1.0628716,0.58044493,1.1356294,0.45909798,0.97599554,1.1538326,0.7880076,0.79087454,0.96175367,1.2484394,1.3209732,0.757472,1.0216254,0.34774518,1.1401488,1.1206172,0.89337236,0.8390153,1.2541351,0.81503326,0.5760895,1.2251718,0.31730115,0.63164735,0.82606983,1.2253492,0.61686385,1.0748705,1.316199,0.26723188,1.2014432,0.84335065,1.1234978,0.37965775,0.78298056,0.87829286,1.1521901,1.3804444,0.9110369,1.2968204,0.9251194,1.3677744,1.4520955,1.0601157,1.1054736,1.1628492,1.2665458,1.03699,0.99950683,1.3481518,1.2601862,1.3617253,0.85865337,1.0143019,1.308532,0.9011947,0.9123872,0.7841207,1.3151731,0.8678067,0.79836506,0.0,1.0133212,1.0669081,1.11536,1.0951877,0.76518846,1.128718,1.1970335,1.3307472,0.8426912,1.3049476,1.1829293,1.2950783,0.43932062,0.931677,0.8035327,0.8153153,0.9306724,1.1723835,1.2816623,1.2701256,1.1210011,1.0132225,1.0742329,1.0225624,0.95754004,1.3713632,1.0418894,1.2985668,0.8956882,1.0225346,0.53785896,0.9178573,0.99233615,0.8733679,0.8703677,0.82346046,0.9859705,0.915551,0.91654986,0.83106863,0.7796941,1.4239409,0.9160821,1.3743573,1.1509626,1.1220907,1.2080517,1.1300908,1.3157477,0.6096503,0.8042749,0.5459185,1.4225988,1.4817783,1.3743193,0.9436422,0.81214595,1.2008643,0.92418146,0.70317155,1.3416228,0.42213643,0.93058544
lamp,1.4037466,0.7559751,0.5849521,0.95420665,1.42049,0.7662988,0.6920879,1.2360685,1.2190728,1.2431396,1.1477151,1.4473693,0.6966078,1.1967858,1.5331335,1.2335097,1.4965225,1.2350047,1.0963621,0.37696362,0.34440625,1.0583112,1.2668521,1.0747805,0.46926248,0.83738387,0.39907122,0.70181704,1.0201002,0.98878103,0.8083912,0.30993932,1.1489064,1.1544693,0.801132,1.2251112,1.41066,1.1347115,0.44205606,1.0614192,0.2908455,1.3133452,1.1645722,0.90139186,1.0418375,1.114495,0.68351716,0.84109104,0.9774995,1.0190701,1.2462282,0.9147942,0.860616,0.2934729,1.1412088,0.45915443,1.2309269,1.112138,1.1147337,0.58058363,1.1131643,1.183371,1.2727213,1.3599436,0.65413123,1.0891043,1.3040473,1.4133366,0.93497086,1.4090552,0.77748144,1.0133212,0.0,1.2762723,1.3574595,1.4769158,1.3121853,0.99332035,1.1697897,0.5862203,0.8164521,0.40117538,1.1796131,1.0580925,0.980142,1.0607688,1.4676487,1.3896749,1.3082805,1.1144621,0.44742793,0.5282148,0.9113549,1.2056705,0.8574738,1.0910145,0.40980923,0.6464266,1.0411645,0.7311246,0.80523115,0.7413759,0.5494068,0.9188082,0.8866446,1.2839947,1.0995507,1.3927891,1.2927449,1.3842126,1.2873152,0.8692034,1.2650537,0.59840673,1.136358,0.64563805,0.8664659,0.45379806,0.74710095,0.6874314,1.1634735,1.1401863,1.4102979,1.4486501,0.4364196,0.63783205,0.876859,1.1441004,0.808509,1.1346908,1.2007682,0.48805547,0.5899554,1.0207369,1.2211442
meat,0.8865737,0.97477925,1.1535387,1.0125445,0.7875536,1.0031985,1.003769,1.023436,0.8782427,0.9027698,0.90131164,0.78908056,1.1495842,0.9798083,0.7226454,0.8895966,0.7168498,0.9990969,0.954494,1.2120724,1.28068,0.9888526,0.7448211,1.0606422,1.1296687,0.9604902,1.2709575,1.1985086,1.1444312,1.0882039,1.0547205,1.2516719,1.0340213,0.9634302,1.1293241,0.8752197,0.8164267,0.9317406,1.289853,0.93099743,1.2297422,0.879488,0.8420352,1.1179161,1.1014075,0.8763716,1.2187659,1.1241255,1.0218844,1.1409447,0.9559751,1.1073915,1.121466,1.1929905,0.84864116,1.2779462,0.86243904,0.95779634,1.1514281,1.2459565,0.8136699,1.0478264,0.9073563,0.8764886,1.0793027,1.0270361,0.94989693,0.8767485,1.1280881,0.91439664,1.2317104,1.0669081,1.2762723,0.0,0.8419819,0.66709757,0.85004276,1.2072432,0.8608532,1.2348052,1.0221531,1.2692881,1.1196125,1.0313556,1.1350918,0.88968486,0.7604586,0.9325325,0.8599137,0.95305103,1.2895415,1.2712551,1.0552698,1.0232565,1.0057024,0.8895912,1.1689538,1.1457715,1.0149736,0.9776629,0.975441,1.1114507,1.1642537,1.0492034,1.012298,0.93901956,1.0915269,0.867816,0.7742374,0.78829443,0.90041375,1.1527315,0.8683398,1.1334511,0.9546119,1.1239462,0.94639194,1.2563069,1.2263472,1.1625422,1.0785352,0.85436916,0.8594061,0.8285247,1.2538025,1.1594603,1.2755926,1.0379499,0.99947786,0.82469785,0.8557205,1.1923912,1.2056348,1.0837773,0.90165526
melon,0.84608555,1.1253264,0.87930655,0.7637208,1.0281549,0.76147926,0.83518595,0.38202453,0.6922677,1.0377953,1.0080318,1.0447623,1.1989808,1.0958222,0.74010193,0.96390903,0.8957517,1.0225013,0.96179235,1.2674398,1.2379501,0.99495703,0.83371174,1.1163847,1.2064991,1.0087156,1.3320733,1.2032204,0.65638185,1.1625113,1.2700355,1.30765,1.1308107,0.9614226,1.0293632,0.8536812,1.0931425,0.8973728,1.1085272,1.1089249,1.3191414,1.0812196,1.0641972,1.2636722,1.1690787,0.96110487,1.2071385,1.0084078,1.0057096,1.1234602,1.1885507,1.0752803,0.95779616,1.2391539,0.9341713,1.31787,0.6322719,0.908319,0.86174184,1.2528661,0.9141687,0.44082725,1.1545093,0.8532636,1.231652,1.0430433,0.68922347,1.1341875,0.98712444,0.9841389,1.1168902,1.11536,1.3574595,0.8419819,0.0,0.60247445,0.8573376,1.0494751,0.89389074,1.2795856,1.094728,1.2974844,1.0681646,0.65007895,1.1398549,1.0676169,0.90376645,1.0033928,0.91872364,1.0030091,1.2397245,1.2265279,1.0581315,0.38264084,1.2354589,0.80908406,1.2106143,1.0050234,1.1164117,0.90492624,1.0160296,1.181845,1.3732638,1.0121639,0.99659383,1.1202725,0.8063762,1.0686903,0.47447336,0.91771376,0.6546124,1.1160702,0.96869385,1.1887031,0.86447513,1.0077025,1.0924984,1.2324069,0.9167975,0.96518666,0.75101596,1.0352813,1.1110095,0.9087736,1.1154447,1.2059745,1.0870348,0.69424677,1.0677049,0.6224513,0.70165676,1.3924499,1.2602644,1.1256995,0.8441454
mitten,0.73602045,1.0155998,1.1620511,0.8077755,0.6909208,0.9718515,1.0076209,0.7389851,0.83311605,0.9360892,0.9308134,0.8899473,1.2703285,0.8498458,0.6639179,0.89595497,0.60475147,1.1153004,1.1864232,1.421144,1.3746682,1.2065247,0.6877978,0.94355226,1.1858071,1.1653447,1.3026086,1.2353327,0.862662,0.9775472,1.0248437,1.4451021,1.0150435,0.88676053,1.071576,0.8695437,0.8190495,0.85518396,1.4225552,1.1152909,1.4242358,0.7870991,0.84415925,1.121817,1.020518,0.94819975,1.2969036,1.0504417,1.0172143,1.161771,1.0677638,1.0104375,1.0399339,1.319337,0.7432989,1.3884454,0.81073457,1.0834067,0.9944536,1.4071388,0.3278851,0.8313016,1.023574,0.57149184,1.2293708,0.9587592,0.8039918,0.84463155,1.1192034,0.58542144,1.1477606,1.0951877,1.4769158,0.66709757,0.60247445,0.0,0.83253,1.164182,0.85676956,1.3812485,0.77068985,1.4455937,0.9784058,0.7546232,0.9965147,0.8974053,0.6753338,0.6531124,1.022838,1.023441,1.4503608,1.4121952,1.0458153,0.6969499,0.74061084,0.8204433,1.3473039,1.2027364,1.0956655,0.97282827,1.0799139,1.1599734,1.313594,1.0779854,1.0279282,1.0632309,0.9569127,0.8191543,0.70852363,0.6765001,0.596794,0.92506117,0.9940891,1.2633353,0.89608663,1.1799184,0.8037399,1.4015009,0.926766,1.0448594,0.9676526,0.9498588,0.8498038,0.81657124,1.313371,1.1453085,1.1649415,0.7753412,0.8027066,0.86476696,0.9698468,1.3532057,1.372443,1.0995047,0.9516747
motorcycle,0.9187667,1.121988,1.2696196,1.0906528,0.8816549,1.1745222,1.1750067,0.94060636,0.73261726,0.76086783,1.0168409,0.8137359,1.2225283,0.92359245,0.8583487,0.9198067,0.90511316,0.8204438,0.92482066,1.2625577,1.2948276,0.8658824,1.0448877,0.8500203,1.1371967,1.0264933,1.1861953,0.8564105,1.0996665,1.0920949,0.9108803,1.3098636,0.7703171,0.65419215,1.093001,0.94927,0.7816855,0.89409864,1.2726767,0.72557706,1.2883213,0.8528383,0.8228457,0.8665207,0.70156395,0.9413729,1.2692883,1.0582217,1.1092685,1.1833904,0.95282775,1.2281278,1.1700909,1.1752461,0.99195296,1.221152,0.78635174,1.1041934,0.8148066,1.3171246,0.9457288,0.8211967,0.9218794,0.9131893,1.233676,1.076781,0.8663708,0.89198136,1.0891612,0.9268454,1.023677,0.76518846,1.3121853,0.85004276,0.8573376,0.83253,0.0,1.137317,0.93689644,1.3367565,1.0421513,1.3708665,1.046497,1.105185,0.81879854,0.9599691,0.84654135,0.911567,0.94301444,1.0327,1.3170618,1.318166,1.1332439,0.941045,1.1911824,1.1252506,1.17412,1.0376456,1.0186642,1.1812541,0.9030029,1.0852937,1.0050714,1.1205708,0.90275705,0.9077396,0.8355142,0.971323,0.77432036,0.922869,0.81623673,0.87323385,0.8405285,1.2712234,1.0425688,1.172836,1.1279459,1.3297701,0.9507317,1.0669751,1.0207332,0.52245927,0.89289284,0.65191305,1.2833654,1.3207935,1.1600544,0.8367431,1.0488912,0.77586645,0.7113234,1.0153886,1.2521894,0.86566925,0.94473636
mouth,1.1408578,0.9486206,1.0201946,0.7675487,1.0645074,1.0148255,1.0281523,0.96151507,1.1996435,1.1808634,1.1089244,1.2272292,0.9670268,1.1593665,1.0979674,1.1603334,1.2425711,1.0838938,1.1436385,1.0432805,0.9902446,1.1738558,0.9760428,1.1529661,1.1093013,1.1265427,1.0134807,1.136375,0.84654796,1.0851712,1.2592497,0.9061151,1.1583778,1.1385345,1.0896003,1.0563534,1.2265123,1.0219002,0.88224375,1.1854824,1.070939,1.153744,1.1572605,1.0797104,1.1030723,1.0088655,0.5945252,1.0084062,1.0472288,0.37942475,0.811623,0.506783,0.98520464,1.0915376,0.78114027,0.99459255,1.1655688,1.091477,0.8650638,0.68711555,1.0429565,0.87631714,0.8476184,0.75781524,0.9281792,1.0451077,1.0781007,1.0651013,0.7274309,1.1263396,0.97106475,1.128718,0.99332035,1.2072432,1.0494751,1.164182,1.137317,0.0,1.0736253,0.85854894,1.1165282,0.80982137,0.38914716,0.8938724,1.1882188,1.0567765,1.1397808,1.0522578,1.1130894,1.0292953,0.91861475,0.9086772,1.0862588,0.8937327,1.0683768,0.91701394,1.0951374,1.1207373,1.0550907,0.97629637,1.1830223,1.1547858,1.1510646,1.0651758,1.1051673,1.0020818,1.0390551,0.8575728,1.0857497,1.0525402,1.045818,1.217813,1.1630836,0.83898115,1.090775,1.0336885,0.86852723,0.97706074,0.9389004,0.79357004,0.9300925,1.2250279,0.94031465,1.2477344,0.9882684,0.6735187,0.42130536,1.0136638,1.1289834,1.1830314,1.160142,1.1446475,0.8936554,1.1369181,1.0099685
muffin,0.846403,1.0405512,0.83106875,0.8404135,1.137511,0.62805915,0.7295242,0.9069555,1.0913128,1.1060781,0.74410677,1.0625032,1.2126219,1.2105573,0.82160825,0.8653934,1.075249,1.0531875,0.9585623,1.1729304,1.172693,1.0243,0.89774054,1.1311413,1.1927332,0.862662,1.3488823,1.2009215,1.0892438,1.2090915,1.2765298,1.0549843,1.0323597,1.0235283,1.0671906,0.20136476,1.061442,0.7579961,1.2199237,1.0790546,1.2068652,0.9147278,0.7216865,1.154144,1.1674591,1.0383282,1.2318257,1.0031384,1.1349261,1.0539691,0.91905844,1.1563509,0.9922158,1.1807421,1.0929053,1.2228212,0.56716967,1.0516361,0.8456356,1.1767049,1.0719048,0.6669365,0.9728431,1.0979477,1.0702267,1.0145414,1.0295789,1.0955199,0.92065346,1.170669,1.2792377,1.1970335,1.1697897,0.8608532,0.89389074,0.85676956,0.93689644,1.0736253,0.0,1.188153,1.2859821,1.2371116,1.0097275,0.77834475,1.1987475,0.9799464,1.1560227,1.1709527,0.8420759,0.2016666,1.2666651,1.2724817,1.002248,1.0563102,1.3498422,0.88323766,1.1774861,0.8769981,0.97127396,0.82209265,1.1092248,1.176318,1.2613957,1.163523,0.92845786,0.9301143,1.143174,1.1716901,0.916733,1.0501485,1.0185533,1.2032206,1.0911872,1.1380371,1.062414,0.83656025,1.1895219,1.1984329,0.935611,0.93595195,0.7664883,1.0339265,1.08141,0.9991717,1.0608596,1.1188724,1.1058146,1.0916071,1.2897251,0.6671375,0.8398231,1.3450544,1.1003362,1.2038319,1.0400587
nail,1.4540317,1.0088308,0.48826003,1.055644,1.28412,0.8591614,0.90064126,1.0710042,1.4066792,1.4140025,1.2067492,1.3705013,0.5460776,1.3466355,1.4249351,1.1585507,1.4255196,1.1471468,1.1756307,0.26983774,0.29941994,1.1981933,1.2070138,1.2665899,0.68362767,1.0530312,0.67106676,0.9214027,0.84967285,1.026595,1.1682287,0.49100697,1.3123366,1.2845747,1.0821275,1.1403029,1.3381567,1.0475193,0.29464477,1.3070531,0.35412526,1.3707424,1.2326723,1.2047148,0.9849694,1.302114,0.49666578,0.6305722,1.0580473,0.6455205,1.0747057,0.5291339,0.6171382,0.6549512,1.1079662,0.38693625,1.2610142,1.1558859,1.067564,0.23963988,1.0754112,1.0819759,1.1119359,1.1954627,0.48032725,1.2201748,1.2877855,1.2870109,0.69508135,1.2348075,0.89635175,1.3307472,0.5862203,1.2348052,1.2795856,1.3812485,1.3367565,0.85854894,1.188153,0.0,1.0935656,0.21724725,0.82611513,1.0087115,1.2925667,1.2666894,1.3621074,1.2711217,1.3052418,1.0819598,0.23284578,0.25506568,0.92340314,1.1828924,0.9225304,1.1088735,0.6669766,0.6987359,1.1218975,0.86244106,1.1461663,0.8973895,0.99897635,0.93905157,1.153989,1.2306665,1.2827072,1.2097713,1.3751538,1.3115792,1.2766216,1.1486303,1.2647648,0.37171376,1.1934205,0.45492017,1.0106586,0.40373826,0.9516678,0.9344216,0.89769304,1.3803897,1.2513382,1.4568027,0.43522084,0.22548878,0.35430884,1.2075663,1.1066523,1.2054437,1.3184154,0.6387318,0.17740709,1.2216581,1.2403632
napkin,1.1627733,0.7366328,1.1732094,0.9421961,0.9804652,1.2326883,1.1466887,1.1454163,0.7739377,0.94684976,1.1900876,1.0841268,0.9352921,0.60421795,1.1076055,1.2038422,0.7767557,1.2497189,1.2079802,0.99815506,0.95076674,1.0454997,0.94104147,0.7790807,0.6414851,1.0693144,0.52576745,0.8284447,0.967088,0.8673196,0.5052273,0.9985348,0.9546434,0.8531927,0.6580219,1.3174703,0.9861021,0.99877614,0.9937775,0.9715019,0.9404351,1.0189749,1.1271899,0.7031076,0.7831118,0.8496385,0.91515476,1.0337954,1.0104647,1.1260375,1.3052704,0.9906879,1.1622379,0.9312564,0.7177045,0.81581616,1.3511732,1.0848918,1.2073339,1.0808349,0.5893414,1.2057831,1.2631061,0.98870754,1.0851511,1.0403802,1.1404128,0.9596472,1.1283671,0.7210331,0.74780405,0.8426912,0.8164521,1.0221531,1.094728,0.77068985,1.0421513,1.1165282,1.2859821,1.0935656,0.0,0.9414244,1.1018856,1.1124117,0.70425093,0.88475275,0.86362517,0.7260848,1.2960539,1.2896967,0.9914629,0.96840006,1.1219703,0.92887384,0.32418013,0.9609107,0.95828134,1.1734973,1.0946761,1.1026624,0.77216524,0.9027211,0.69924843,0.98386043,1.0381476,1.2354648,0.9508587,0.9793027,0.95449966,0.8876265,0.89795744,0.6881944,1.0989764,0.9441527,0.92597586,1.1803315,0.4973035,0.932608,0.9149369,0.94581217,1.2539996,0.8563781,1.0922995,1.0691575,0.97307736,0.99951166,1.1147407,0.9482374,0.044906855,1.3500532,1.2382523,0.8773743,1.1511983,0.9527158,1.0581933
necklace,1.4513824,0.90526295,0.571174,0.9530897,1.4070776,0.9260833,0.97834545,1.064178,1.3370019,1.4585183,1.1743462,1.5210073,0.33449447,1.363519,1.45238,1.1848507,1.5310047,1.2680966,1.1535708,0.33539104,0.3033145,1.1894431,1.2603378,1.2617469,0.59769255,1.0062305,0.4825151,0.8938544,0.87631416,0.96586686,1.0326713,0.34175056,1.3553301,1.3081648,0.9858342,1.2006637,1.4616783,0.9942232,0.25393945,1.3177779,0.36976922,1.3867617,1.2128469,1.1632931,0.92081916,1.1930459,0.34998208,0.61844337,1.0463384,0.63906,1.1537055,0.50236416,0.6097545,0.58078,1.0543787,0.3875308,1.2670445,1.0954645,1.1414243,0.28893548,1.0480224,1.0541852,1.2031441,1.2402443,0.47646666,1.214757,1.3287908,1.3578897,0.7484014,1.3011155,0.77475506,1.3049476,0.40117538,1.2692881,1.2974844,1.4455937,1.3708665,0.80982137,1.2371116,0.21724725,0.9414244,0.0,0.8674983,1.0821517,1.2261537,1.1478033,1.4198978,1.2208372,1.3763559,1.1226802,0.22787935,0.27573454,0.8955901,1.2243378,0.7830256,1.0787059,0.5807267,0.71742725,1.0876169,0.88049877,1.0496988,0.8049298,0.9250173,0.9957518,1.0225494,1.2986287,1.1837444,1.2395091,1.3523704,1.2998884,1.3118932,1.0925531,1.3754656,0.30800945,1.2530174,0.68120944,0.8144121,0.3100016,0.8475001,0.83705187,0.9486005,1.3501627,1.3208575,1.5780184,0.37954378,0.29419804,0.4338988,1.2264605,0.96264577,1.2470315,1.3935342,0.64516807,0.3141147,1.2713645,1.2337424
nose,1.1026825,1.0067258,1.0175627,0.86975193,0.95934904,1.069155,1.1766701,0.9270914,1.3054425,1.1864548,1.0389827,1.1557133,1.028328,1.1528677,1.0832772,1.1209487,1.1458181,1.1538824,1.2431042,1.0940588,1.059016,1.3029888,0.9675002,1.1195462,1.18493,1.196014,1.0745082,1.201627,0.8198109,1.0367321,1.312026,0.9647201,1.161633,1.1436275,1.2078071,0.97330004,1.1148032,0.8696947,0.9905222,1.2393003,1.1841059,1.0834503,1.070943,1.1205724,1.0951481,1.1553572,0.50871885,0.84845287,1.055109,0.2660793,0.6175471,0.42895305,0.9579924,1.2291489,0.7453597,1.0308882,1.1350151,1.0499316,0.7939209,0.5960665,0.8751402,0.95360017,0.68071395,0.65509313,0.8015032,1.1047884,1.1171745,1.0195345,0.62934184,0.97514105,1.005296,1.1829293,1.1796131,1.1196125,1.0681646,0.9784058,1.046497,0.38914716,1.0097275,0.82611513,1.1018856,0.8674983,0.0,0.87405413,1.1551323,1.1842928,1.1173555,0.94482404,1.1573838,1.0101707,0.9854331,0.9426735,1.15882,0.9378673,0.965623,0.95817673,1.1774734,1.1505868,1.0675764,1.017646,1.3759232,1.2457156,1.2951567,1.0766972,1.1595922,0.9732727,1.1515565,0.8149328,1.0877202,0.97084177,1.0875449,1.2771931,1.1851511,0.82897604,1.1925683,1.0352834,0.8442569,1.0669951,0.90243876,0.7593337,0.7951776,1.2983946,0.89200884,1.2268683,1.019602,0.5755357,0.4992239,1.0983112,1.1470021,1.2126887,1.2834063,1.2421093,0.7932472,1.1274859,1.0086011
orange,1.1316407,0.87349784,0.53943276,0.5858212,1.1045896,0.3741392,0.51376945,0.66507596,1.0767776,1.2215211,1.0525632,1.3079832,1.1829643,1.2381927,1.0858376,1.0561967,1.2279885,1.2065189,1.1294973,0.97854894,0.94250214,1.0953587,0.7590922,1.2816728,0.9839543,0.94370633,1.126961,1.08878,0.45798445,1.2775223,1.2580744,0.98590547,1.2354498,1.1030097,1.082519,0.85444283,1.2994747,1.028747,0.9101712,1.2806439,0.9895159,1.2753538,0.989847,1.21894,1.200398,1.1728368,1.0087638,0.6850081,1.1698264,0.91481626,1.0968957,0.80353934,0.9360084,1.0787158,0.8610751,1.0839429,0.8161386,1.0937341,0.6834253,0.9835284,0.7962816,0.5598558,1.1320131,0.83061296,0.88650113,1.2376285,0.84554315,1.3265675,0.75873137,1.1722237,1.1687827,1.2950783,1.0580925,1.0313556,0.65007895,0.7546232,1.105185,0.8938724,0.77834475,1.0087115,1.1124117,1.0821517,0.87405413,0.0,1.2100241,1.1929502,1.2622755,1.2471102,1.1275835,0.9159798,1.0721884,1.0591062,1.120908,0.6635933,1.1232485,0.7661239,1.1781168,0.7677115,1.0179772,0.39866912,1.0470619,1.0465044,1.2348502,1.1486802,1.0130967,1.2199233,0.9756141,1.2049433,0.7802721,1.1159768,0.9516716,1.1726713,1.1756507,0.9035592,1.0925808,0.6188569,0.9112579,1.0425216,0.66116893,0.7958528,0.78234947,1.2543175,1.2398065,1.2107236,0.85210514,0.75056446,0.8986318,0.9481744,1.118407,0.6792178,0.9438486,1.3263154,0.95668155,1.2731302,1.0780817
