,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
grass,1.0177169,0.8594402,1.1931854,1.0005563,1.0926492,1.2214683,1.0553213,1.1264604,0.91097045,0.88986456,1.2112737,0.8782649,0.8459612,0.9493176,1.147983,1.0511808,1.1631802,1.1560031,0.97341174,1.02748,1.1634461,1.1351471,1.1782236,1.0720599,0.96084356,0.88590026,1.1211971,1.2728311,0.9428763,0.99811554,1.037256,0.8971285,1.1941955,0.9533184,1.1915911,0.95493853,1.024357,0.9614516,1.0166599,0.88775855,1.1939399,1.0338689,0.9369207,1.1423357,1.0814501,1.1629293,0.33168185,0.96839076,1.1499393,1.0559869,0.0,1.0022522,0.94686973,0.87325114,1.1987401,1.0280643,0.9981931,0.9769194,1.1207223,1.0729759,1.2127948,0.87629586,0.9534228,1.1842775,1.1809685,1.0893655,1.1740522,1.0968994,0.9233509,0.97506994,0.91976994,0.90308267,1.183611,1.1330326,1.1372387,1.0004355,1.1344991,1.1875497,1.1639572,1.1220907,0.9452138,1.1131543,1.1106321,0.856797,1.0567958,0.71078163,1.0793656,0.9197262,1.1667594,0.9917021,0.9439477,1.24192,0.93449795,1.1234553,0.97269917,1.2144452,1.0389879,1.142958,0.9616402,0.9203047,0.87019104,1.1701453,1.1291026,1.0002155,1.0341908,1.0855497,0.8753721,1.1265279,1.1165768,1.1937144,0.9529802
gum,0.9478822,1.0231335,1.0185349,1.0174603,0.71896994,0.9421183,0.9299578,0.96757805,1.1677929,1.1759028,1.2123193,0.9753657,0.88001966,0.9969031,1.0481507,0.73165524,1.1478658,1.0306983,0.7583173,0.8521974,1.1567198,1.1036506,1.2789538,1.0843793,0.8119126,0.99822104,1.1887335,1.1573682,1.237403,1.2002407,0.8506761,1.1628971,0.9363363,1.060953,1.1156759,1.0102276,0.9214583,1.2690204,1.0323322,0.8861501,1.0377679,1.012451,0.9928351,1.1295781,1.1682732,0.631132,1.0521883,0.99920386,1.1198342,0.95483816,1.0022522,0.0,1.10534,0.75610256,1.1766808,0.92196125,1.095511,1.0194087,1.1002171,1.0739018,1.2162681,0.71601254,0.82848614,1.1900282,1.1320183,0.9784709,1.0066708,0.6197173,1.1132498,1.035179,1.0633864,0.82035875,1.0046712,0.88102305,0.95861065,1.0814561,1.0319594,0.8415752,0.9213837,0.86035496,0.9456282,1.0361413,1.2366775,1.0538038,0.49857062,0.9807597,0.80116713,1.1453143,1.1955603,1.1298261,1.0435281,1.1517104,1.2141961,0.81469953,0.94578743,1.1696358,0.96440494,0.9793263,0.85176325,1.1815449,0.93433243,0.8968433,1.1136028,0.4799713,1.0196993,0.60752374,0.78814614,1.1520958,1.1606416,1.1265839,1.2620621
hair,0.84755397,0.8650352,1.1241635,0.9174757,1.1380414,1.2585291,1.0454501,1.2302911,0.9095232,0.59786856,1.0871499,0.9292668,0.8313787,0.8640267,1.1763265,1.2555326,1.2370889,1.2538748,1.1194464,1.126755,1.2072935,1.1782439,1.2676549,1.0664216,0.92089504,0.8782101,1.0835675,1.1333014,0.95794654,0.8230156,0.9534902,0.5385771,1.3138286,1.0320108,1.3014784,0.917542,1.0239416,0.8897261,1.2159858,0.956035,1.1094015,0.93739295,1.0105387,1.1339184,0.9614256,1.1827166,0.9568376,0.95928884,0.65776503,1.1047691,0.94686973,1.10534,0.0,0.7885314,0.91769975,0.94633996,0.9323526,0.8526067,1.1557571,1.1734921,1.2993977,1.0895226,0.8864812,1.035963,1.2785215,0.7273108,1.2009248,1.1458095,0.9005164,0.90964174,0.7940992,0.96395063,1.241391,1.1810541,1.1677024,0.8444919,1.1703246,1.2152919,1.142881,0.935426,0.8767248,1.1943125,1.129634,0.79807484,1.1120487,0.7368839,1.2230294,0.73248446,1.1639855,1.0057718,0.9279673,1.2590537,1.0211437,1.2342061,1.2196014,1.0707504,1.1604741,1.0788867,0.9029868,0.6492414,0.9000101,1.2753979,0.87307465,1.1452867,1.2053218,1.1718978,1.0253577,0.92339706,1.156217,1.0462363,0.7704584
hand,0.9801587,0.86721015,1.1782936,0.78892297,1.0927142,1.2579473,1.1187038,1.1529604,0.885698,0.93188506,1.2644594,0.9355637,0.81868374,1.0189825,1.2814438,1.1101637,1.2799976,1.3074868,0.98211557,0.9664206,1.2331992,1.2880827,1.2361903,1.1879956,0.60414994,0.8960206,1.1692636,1.2741141,1.1349587,0.9428019,0.9747535,0.8977553,1.2287942,1.0855644,1.340274,1.0393883,0.8930571,0.9850643,1.0491176,0.9554331,1.1346028,0.4515928,1.1524062,1.2238895,1.1367464,1.2195885,1.0154881,0.8061419,0.9644128,0.8781097,0.87325114,0.75610256,0.7885314,0.0,1.2407608,0.9918159,0.9721049,0.57037663,0.93284,1.1608417,1.3330525,0.87743455,0.71360457,1.1434556,1.2388743,0.8051503,1.2273661,1.0002762,0.9563691,0.67757916,0.7508338,0.87488604,1.2043263,0.89784807,1.2429181,0.963262,1.1990737,1.2901863,1.1509463,1.1945599,0.913215,1.1617206,1.1289102,0.9371229,0.8135078,0.80999756,1.0707971,0.82735723,1.1625894,1.0412182,0.9701767,1.2760645,1.1240988,1.0695288,0.84264636,1.2423074,0.587666,1.1629963,0.8423821,0.9716864,0.8834045,1.3074396,0.71623594,0.5530248,1.1827402,1.0501783,0.8346207,1.2140982,1.0520129,1.0876927,0.96178234
hat,1.2546083,1.1307418,0.4268663,1.3378614,0.9017379,0.6022124,0.84390193,0.9978485,1.5240184,1.3224903,0.32450265,1.5022533,1.3800166,1.4078505,0.44906425,0.8820566,0.29009163,0.50238466,1.3858624,0.9708107,0.99326026,0.5584477,0.92831147,1.047936,1.085307,1.330525,1.1069344,0.47501475,1.2662635,1.1329609,1.201515,1.227181,0.43159413,1.4724396,0.31275195,1.2810584,1.1004921,1.3289149,1.3216338,1.1093683,0.5167403,0.6946729,0.7931974,0.46504402,0.59755856,0.7744925,1.2364408,1.1844239,0.3915739,0.94967633,1.1987401,1.1766808,0.91769975,1.2407608,0.0,1.3848004,1.2638566,1.3320274,0.9646741,1.1897075,0.512098,1.3075788,1.2529538,0.21101797,0.6658312,0.50059754,0.6821044,0.6984006,1.2971386,1.4056425,1.419971,1.2845461,0.4006468,0.75963616,0.80480015,1.1996567,0.67510766,0.58919317,0.9707908,0.6342521,1.400449,1.1309494,1.1477256,1.1779009,1.1749138,1.3716359,1.0300082,1.184754,0.5257153,1.3938351,1.4860559,0.27875793,1.1614152,0.8198196,0.90585613,0.30848837,1.1531053,0.6748667,1.3832512,1.2191489,1.5492511,0.43946922,0.4366045,1.2899519,0.97147125,1.0513994,1.4407156,0.86154974,1.2995236,0.2562098,1.2763457
hose,0.8583044,1.0546527,1.3479592,0.75465256,1.1544116,1.2599927,1.036005,1.060715,0.606475,0.69711983,1.2934644,0.6803719,0.88396347,0.6790475,1.1634648,1.0984292,1.4249219,1.1918983,0.8536617,1.095377,1.0044115,1.2123166,1.0156506,0.8706216,1.047661,0.94284856,0.9026473,1.342047,0.9147509,0.9658972,0.7775186,0.75346094,1.3252957,0.62295616,1.4170945,0.8955049,1.0920309,0.7897735,0.89274836,0.9393202,1.3773909,1.2955562,1.2314365,1.4422166,1.1735334,1.100004,0.9601164,0.9500937,1.186669,1.1130195,1.0280643,0.92196125,0.94633996,0.9918159,1.3848004,0.0,0.83907217,0.7894831,1.1191888,0.8674363,1.3042552,0.93435675,0.9325674,1.3995292,1.1785448,1.1835481,1.2272232,1.1560951,0.9990267,0.8189377,0.6830628,0.80543613,1.265868,1.2043735,1.14332,0.9101771,1.2814062,1.1972101,1.1047062,1.2323238,0.84943503,0.9995331,0.94605374,0.88592356,0.83782524,0.7896912,1.0902305,0.85554147,1.361869,0.69301903,0.34867775,1.4134166,0.7839326,1.229464,1.1685379,1.3517933,0.90852654,1.2163429,0.6682029,0.96259224,0.61023104,1.3282412,1.3359349,0.82390237,1.0455447,0.9926586,0.79705405,0.97590786,0.62150806,1.390139,0.79357576
jacket,1.0009487,0.88927466,1.1946359,0.8298232,1.2093961,1.296848,1.0614047,1.0785301,0.76522624,0.7595229,1.2049867,0.88515615,0.72619665,0.5839984,1.1221974,1.263983,1.3154724,1.2688123,1.0627174,1.1434029,1.1431115,1.2228831,1.2009841,0.9732081,0.8944485,0.9323008,0.96389246,1.3039502,0.64536315,0.7300883,0.9562472,0.8393816,1.3089634,0.8080088,1.3776263,0.9473144,1.1276199,0.892562,1.1069815,0.9319813,1.2154512,1.1991851,1.1500067,1.2853253,1.1418496,1.2694983,1.0167105,0.8429714,1.099394,1.0003365,0.9981931,1.095511,0.9323526,0.9721049,1.2638566,0.83907217,0.0,0.48248398,1.0804796,1.0840433,1.3559419,0.91164035,0.8987179,1.1790321,0.951886,0.971778,1.2572352,1.222421,1.063946,0.65932983,0.54783744,0.93648416,1.2792516,1.2355201,1.1357938,0.8508203,1.1628344,1.2792634,1.1788087,1.260033,0.7004841,1.1657077,1.0982544,0.82777816,1.0793493,0.5136206,1.1365647,0.76767933,1.2757771,0.87446654,0.8826005,1.33827,0.8086213,1.206908,1.0496408,1.2147574,1.0775343,1.1088356,0.8462778,0.6940781,0.8772371,1.3299212,1.18816,1.0250337,0.9452533,1.2580786,0.9757691,1.0222121,1.0045984,1.1587096,0.8543172
jeans,0.9499321,0.8747667,1.3762772,0.6922088,1.2341939,1.4070554,1.161505,1.0925336,0.68204194,0.6024153,1.3463663,0.8111502,0.595751,0.5714581,1.2821859,1.3399968,1.4546909,1.4505728,1.0612969,1.1488848,1.179124,1.2939973,1.2228941,1.046678,0.81387603,0.85850185,1.0215926,1.3654009,0.85629535,0.70390695,1.0068089,0.6445075,1.5138705,0.8191232,1.5145146,0.93271387,0.9570873,0.893631,1.1299971,0.87863356,1.2993281,0.9824436,1.2522191,1.4113896,1.2005527,1.357057,1.0614892,0.76950574,1.1271422,0.7786188,0.9769194,1.0194087,0.8526067,0.57037663,1.3320274,0.7894831,0.48248398,0.0,1.1691545,1.1740143,1.4813313,0.8569063,0.6714954,1.2889671,1.0913354,1.0154216,1.3435504,1.2168052,1.0558603,0.36518002,0.2967472,0.91829026,1.4206066,1.2804569,1.114163,0.84237665,1.3635695,1.4105124,1.172603,1.3039532,0.7018132,1.1739979,1.11304,0.7753774,1.0366427,0.538974,1.1201795,0.5180409,1.3291198,0.8798392,0.8444482,1.445781,0.8580062,1.2069211,0.9123808,1.3355328,0.86120784,1.2455578,0.7845777,0.7171736,0.79934984,1.4727893,1.0760487,0.85190594,1.0339391,1.2463564,0.9120248,1.0727453,1.0151256,1.2927394,0.8625808
knife,1.2376454,1.0847576,0.9459887,1.1416963,0.9234232,0.8455895,1.1165482,0.97204757,1.0765903,1.3037341,0.79905736,1.0682676,1.3010354,1.3777931,0.9303019,0.9527104,0.85276806,1.0169278,1.156492,0.8195704,0.8636915,0.9463095,0.83090776,0.9816994,0.93797934,1.1685157,0.92101574,0.87460333,1.0761305,1.0177755,0.9235752,1.2883853,0.6829227,1.2480905,0.8730238,1.2028574,0.9626838,0.97376025,0.84024227,1.1503475,0.83006907,0.7241188,1.0623088,0.8213516,0.9518277,0.99302024,1.107699,0.9445274,0.89957154,0.9346802,1.1207223,1.1002171,1.1557571,0.93284,0.9646741,1.1191888,1.0804796,1.1691545,0.0,0.69221705,0.8559413,1.1057822,1.0741459,0.9155717,0.8380618,0.92404014,0.7638605,1.0987129,0.9288558,1.1813436,1.1992248,1.214076,0.7245867,0.60031235,1.0133168,1.1512516,0.79022527,0.9842297,0.938885,1.0368122,1.1898249,0.9304752,0.7847686,1.2025894,0.89665115,1.248991,0.8979795,1.1575061,0.61783504,1.0653703,1.1201115,0.77882993,0.9916621,0.83809566,0.8673922,0.8667242,0.7529284,0.98550767,1.2571936,1.1023904,1.2576838,0.88101536,0.82070065,0.83860135,0.9579878,0.96546286,1.1651791,1.1071844,0.7180793,0.7885785,1.0687891
ladder,0.9580518,1.1330789,1.1460456,1.0302643,1.0618764,1.0459061,1.0722404,0.8216151,0.936239,1.180172,1.096037,0.76827675,1.1200396,1.1542145,1.1490954,0.8949719,1.0617921,1.0970411,0.82049596,0.9060696,0.73751915,1.0206907,0.6428977,0.82501316,1.1139194,1.0034169,0.56741035,1.0697247,0.9721077,1.0287677,0.922593,1.16266,0.99815685,0.8370007,1.0129436,0.9832135,0.87852764,0.70640194,0.552395,1.0269145,1.1698161,1.1856644,1.219424,0.9403611,1.1261251,1.0125772,1.0710766,0.9890268,1.1866801,1.0115099,1.0729759,1.0739018,1.1734921,1.1608417,1.1897075,0.8674363,1.0840433,1.1740143,0.69221705,0.0,0.95739096,1.0960412,1.0471802,1.2595464,0.8673932,1.2079629,1.0061284,1.1283897,0.68861014,1.1377151,1.1737539,1.0695176,1.0267973,0.9804735,0.92608446,1.0844303,0.8504217,1.0789577,0.823137,1.1441318,0.96310776,0.7244246,0.47084498,1.110844,0.9714895,1.2084767,1.0889087,1.1690551,0.84386075,0.88550436,0.8842512,1.0774741,0.8808594,1.0454514,1.0027691,1.0791768,0.8773211,1.0864182,1.0282409,1.1316218,0.93901724,1.1175228,1.2516997,1.0005101,0.7983703,0.94895923,0.8963319,1.0317003,0.54988956,1.1558924,0.9144932
lamp,1.2186942,1.240248,0.48999047,1.3528199,0.8717258,0.34104556,0.92006004,0.9607013,1.3354375,1.4433373,0.39109063,1.3659124,1.5329165,1.500956,0.5499573,0.83200145,0.33201313,0.48291308,1.1847116,0.97559065,0.72743535,0.4819541,0.5189216,1.007789,1.1648632,1.3586886,0.84783566,0.31378335,1.2531999,1.1408831,1.1008884,1.4036489,0.3828286,1.3981127,0.26666284,1.3048595,1.1641254,1.0700788,0.9539875,1.2277637,0.50891054,0.7864936,0.6158973,0.49069673,0.5486603,0.78182364,1.1720431,1.1393776,0.81308544,1.1188303,1.2127948,1.2162681,1.2993977,1.3330525,0.512098,1.3042552,1.3559419,1.4813313,0.8559413,0.95739096,0.0,1.216898,1.4084288,0.5082109,0.5412003,0.88768065,0.55964506,0.8213569,1.1022164,1.4266032,1.5006546,1.2394758,0.43250197,0.6404854,0.73934495,1.269396,0.59341353,0.5393172,0.9701644,0.894342,1.4901257,0.9101293,0.82019114,1.2951933,1.192446,1.5160877,0.96023524,1.3004441,0.55979484,1.0746161,1.348124,0.3354094,0.999524,0.8934543,0.92153627,0.55991316,1.0683633,0.7393786,1.4535217,1.3438433,1.465332,0.47342587,0.69901544,1.2435573,0.8462883,1.0425757,1.2985642,0.80287266,1.0945573,0.52610385,1.0903323
melon,0.977673,1.0217222,1.2001033,0.8901176,0.85867405,1.0826557,1.1416197,1.0238357,0.87635744,0.9190968,1.363079,0.99487585,0.7603214,0.84497917,1.2768426,1.0614271,1.1713858,1.1794914,0.8699333,0.9215246,1.1391315,1.2622721,1.175064,1.1616827,0.9502042,0.70448965,1.1936803,1.196741,0.91088694,1.1256273,0.9832848,0.95498586,1.1671423,0.8491625,1.156079,0.7521381,0.8661333,1.0690202,1.0899527,1.1028233,1.1055143,1.107658,1.154155,1.2289673,1.3464844,1.0889996,0.9710626,0.9591354,1.288043,0.80845886,0.87629586,0.71601254,1.0895226,0.87743455,1.3075788,0.93435675,0.91164035,0.8569063,1.1057822,1.0960412,1.216898,0.0,0.6198615,1.2454889,1.249373,1.2329935,1.1060958,0.9751895,0.98470604,0.75913656,0.8443404,0.8984163,1.2077897,0.9859084,1.0423422,0.99542385,1.2135051,1.15646,1.1130083,1.0781262,0.7589785,1.0288259,1.229934,0.76444554,0.83546865,0.88000786,0.92866135,0.99137545,1.2191911,0.918363,0.80569077,1.2668154,1.1090261,0.95006335,0.92566884,1.2225217,1.0079894,1.1640003,0.81091756,0.87818813,0.84023,1.12576,1.2492049,0.6860553,1.0268905,0.8672979,0.673113,1.267748,1.0501995,1.2347652,1.0400604
mitten,0.8191607,1.0085188,1.2878304,0.8156893,1.0279291,1.2846713,1.1185727,1.0167372,0.97368664,0.9279088,1.2670314,0.9272312,0.6673248,0.8026276,1.2135676,1.1739643,1.2959957,1.2901796,0.98647976,0.9499395,1.145948,1.25377,1.1660681,1.0254098,0.81330806,0.78071016,1.0486906,1.2342904,1.0805116,0.95134145,1.1073053,0.91707814,1.2848673,0.8811023,1.3426002,0.7918228,0.70228,1.0524815,1.0060785,0.92011964,1.2628615,1.0162765,1.164985,1.2376655,1.244074,1.0909065,0.9825727,0.91125286,1.0985597,0.22605282,0.9534228,0.82848614,0.8864812,0.71360457,1.2529538,0.9325674,0.8987179,0.6714954,1.0741459,1.0471802,1.4084288,0.6198615,0.0,1.2903435,1.1102215,1.0023273,1.17393,1.034361,0.9461602,0.7170606,0.79090524,1.0248699,1.2616402,1.0945829,0.93231606,1.0242139,1.1662126,1.2436755,0.91933465,1.0282468,0.74831396,1.0107253,1.1427064,0.8975445,0.8922652,0.86435694,1.025534,0.8869003,1.2191443,0.9952596,0.9221659,1.2985787,1.1558919,0.98591167,0.7616454,1.2095889,0.939052,1.2090846,0.8244901,0.96989256,0.95369774,1.2640345,1.0947843,0.777832,0.9416801,0.948405,0.8529992,1.1960149,1.0346802,1.2204602,1.064582
nail,1.3041263,1.0059272,0.36160946,1.2939564,0.9434083,0.59486675,0.8331149,1.0322757,1.3855538,1.352522,0.35491145,1.4671981,1.4188244,1.4382801,0.52041316,0.9875793,0.24681449,0.4550035,1.3839754,0.9709065,1.0607504,0.715199,0.9569224,1.1994903,0.94233775,1.307771,1.2645854,0.45324522,1.2870574,1.064877,1.1145535,1.3146929,0.37874734,1.4844149,0.3025403,1.2847247,1.1689547,1.3208761,1.2785261,1.1409258,0.3731143,0.57665116,0.8286991,0.54759866,0.61933166,0.926788,1.2284708,1.1209905,0.394953,1.0612016,1.1842775,1.1900282,1.035963,1.1434556,0.21101797,1.3995292,1.1790321,1.2889671,0.9155717,1.2595464,0.5082109,1.2454889,1.2903435,0.0,0.78481084,0.41283405,0.7699365,0.70687056,1.3110211,1.3599234,1.3949797,1.2945453,0.3974101,0.6385685,0.9937265,1.1556277,0.78403974,0.7127156,1.0530369,0.7198665,1.4444257,1.1918386,1.2308403,1.202088,1.2077359,1.3430724,1.056485,1.1483437,0.58879995,1.2830939,1.4501358,0.26177752,1.1220543,0.8208364,0.9392197,0.26153082,1.0402485,0.6697192,1.4385642,1.2180314,1.5287225,0.4764384,0.2899574,1.2319453,1.0885013,1.1790854,1.3910017,0.8258473,1.3520916,0.13571686,1.2748852
napkin,1.1436831,1.1837803,0.7027279,1.3458078,1.0861636,0.7343384,0.8521885,0.84998786,1.3305361,1.383417,0.47087562,1.3387457,1.2074833,1.1802385,0.53520536,1.0087358,0.6981069,0.7945968,1.3159186,0.8249809,0.738632,0.6135842,0.601504,1.0264328,0.82818747,1.3006172,0.5449833,0.6496957,1.0885594,0.83897054,1.126958,1.3381368,0.5923257,1.3408364,0.6814928,1.2871099,0.98433346,1.0782446,0.92151177,1.0569289,0.7897107,0.8081897,0.7472019,0.707988,0.622926,0.88796,1.2829056,1.2636254,0.86234754,0.76595604,1.1809685,1.1320183,1.2785215,1.2388743,0.6658312,1.1785448,0.951886,1.0913354,0.8380618,0.8673932,0.5412003,1.249373,1.1102215,0.78481084,0.0,0.81185204,0.75285715,0.93379956,1.1097356,1.176702,1.2796533,1.2973473,0.6482852,0.79576486,0.5077786,1.352805,0.708545,0.6745796,0.88896006,1.0098951,1.2300041,1.0696809,0.7929573,1.1591262,1.185999,1.3273087,1.1113837,1.1323818,0.6206425,1.1878796,1.403079,0.6274268,1.0320606,0.87113214,0.57105285,0.7131948,0.9988884,0.8963947,1.3462821,1.2796277,1.5279187,0.7449596,0.75376856,1.2255324,0.3865767,1.1722331,1.4318694,0.8126861,1.0339229,0.7059268,1.2021284
necklace,1.1750953,0.9003812,0.65779436,1.1534783,1.1548995,0.9628259,0.83468074,1.1193779,1.3307877,1.2441169,0.47970152,1.3313603,1.170182,1.2672942,0.70134795,1.1586614,0.7153591,0.79855025,1.3255606,0.924237,1.2421224,0.91084397,1.0968685,1.2088338,0.68661886,1.2705104,1.1558888,0.78013533,1.2581027,0.9405955,1.1127889,1.1760964,0.6731368,1.4206886,0.8243557,1.2628113,1.1797276,1.2304178,1.2741369,0.9166167,0.72247887,0.47331703,0.81965685,0.8589419,0.58170986,1.0377516,1.1981928,1.0125324,0.25255883,0.9917552,1.0893655,0.9784709,0.7273108,0.8051503,0.50059754,1.1835481,0.971778,1.0154216,0.92404014,1.2079629,0.88768065,1.2329935,1.0023273,0.41283405,0.81185204,0.0,1.0145265,0.7634803,1.2530729,1.1770662,1.166974,1.2283881,0.660494,0.71387035,1.026286,1.1390232,0.9636466,0.85948604,1.083537,0.8072548,1.2652588,1.2458915,1.2365258,1.1434052,1.1030599,1.0950532,1.1996534,0.9837445,0.75041604,1.2767498,1.3622015,0.66505444,1.0941732,0.9302902,0.9090643,0.57673407,0.9429927,0.86888385,1.2982135,1.1462111,1.4052265,0.82163954,0.2580129,1.0991445,1.0592858,1.213257,1.2764051,0.9528541,1.3397942,0.31065834,1.2674422
nose,1.1353087,1.2068818,0.70109916,1.1815239,0.5963554,0.557553,1.0620856,0.8729631,1.283085,1.4036775,0.6555608,1.2631836,1.3323985,1.381426,0.80937433,0.867921,0.66370714,0.8388131,1.1180784,0.9937801,0.920472,0.6557223,0.88493586,0.9101586,1.2820942,1.1171165,0.96359277,0.48673224,1.1594123,1.23501,1.1725082,1.3589395,0.6669946,1.2607994,0.5497439,1.0342269,0.8804218,1.2005588,1.057334,1.2171017,0.6118353,0.928409,1.0334755,0.6242641,0.89966166,0.6904571,1.1185639,1.072188,0.97319555,1.0116149,1.1740522,1.0066708,1.2009248,1.2273661,0.6821044,1.2272232,1.2572352,1.3435504,0.7638605,1.0061284,0.55964506,1.1060958,1.17393,0.7699365,0.75285715,1.0145265,0.0,0.77222383,1.1646163,1.318373,1.3920634,1.1577057,0.75530565,0.74186724,0.9471083,1.2495852,0.7500535,0.69045043,0.8174772,0.8367291,1.2046783,0.8339625,1.0491652,1.1908741,0.9121214,1.3985283,0.6489079,1.3116031,0.6055808,1.1738753,1.2673184,0.5051581,1.1306016,0.8034849,0.90247947,0.6729634,1.0174893,0.7555003,1.261974,1.2233233,1.3326483,0.6086733,0.89556754,1.0560893,0.75422466,0.7366255,1.2129407,1.1084926,0.9737586,0.7454572,1.2672658
orange,1.1213161,1.1133391,0.63937384,1.193872,0.750618,0.6718676,0.7601545,0.9271145,1.3534768,1.3409495,0.84213907,1.1893144,1.1202115,1.2336454,0.81412125,0.8502816,0.7424707,0.68178916,1.0286609,0.7958346,1.0556419,0.783058,1.1103055,1.0691191,0.91212296,1.1541202,1.1606522,0.74511063,1.2921827,1.213931,1.091738,1.2923582,0.70816934,1.2390549,0.69225943,1.1329415,1.0118536,1.2544297,1.114838,1.0455027,0.64555943,0.9155003,0.9497136,0.8264682,0.8863702,0.72462785,1.191685,1.1007671,0.8287392,1.0455815,1.0968994,0.6197173,1.1458095,1.0002762,0.6984006,1.1560951,1.222421,1.2168052,1.0987129,1.1283897,0.8213569,0.9751895,1.034361,0.70687056,0.93379956,0.7634803,0.77222383,0.0,1.1093953,1.2439333,1.2997932,1.0171233,0.7428553,0.81437683,0.96813524,1.1399531,0.8844125,0.5846527,0.9390727,0.7417343,1.0769678,1.0184647,1.1695172,1.1564431,0.87318504,1.2704008,1.0006001,1.2346199,0.8759059,1.2054626,1.2210667,0.78936505,1.2730933,0.7703042,1.0632526,0.7622366,1.027225,0.80130744,1.0492731,1.2399061,1.2230449,0.6608219,0.83340514,0.9386049,1.0021036,0.78817785,0.9757528,1.0710343,1.1598734,0.72880566,1.2785584
oven,0.8571154,1.0316517,1.227347,1.0660897,1.1744089,1.2067041,1.0794855,1.0551101,0.70571554,0.8761034,1.2779837,0.57131356,0.933608,0.9307941,1.3035963,1.1234477,1.1864514,1.1682005,0.783913,0.98831046,0.66777295,1.2565718,0.6575032,0.8616568,0.9749941,0.90544116,0.5394796,1.1909146,0.9012603,0.7430865,0.9907707,0.87868774,1.3190835,0.7591783,1.1772214,1.0236306,0.9838317,0.31438255,0.4368608,1.0780814,1.2718438,1.2161895,1.1114488,1.1197482,1.1072375,1.2547095,0.88010585,1.0860454,1.2017422,1.0443764,0.9233509,1.1132498,0.9005164,0.9563691,1.2971386,0.9990267,1.063946,1.0558603,0.9288558,0.68861014,1.1022164,0.98470604,0.9461602,1.3110211,1.1097356,1.2530729,1.1646163,1.1093953,0.0,0.93847144,0.96943235,1.0223998,1.2889972,1.2575642,0.99171835,0.9141594,1.0657995,1.2139392,1.0780363,1.2173213,0.75186414,0.6500032,0.337021,1.0352368,1.1502529,0.9750481,1.1303886,0.839077,1.0667713,0.7021027,0.91646636,1.2670424,1.0304351,1.132849,1.1698657,1.2319725,1.1593614,1.1971364,0.77743995,0.8837031,0.77919275,1.2305577,1.2977822,1.0743906,1.0844811,1.106803,0.7310531,0.983513,0.7010379,1.2643647,0.46008027
pajamas,0.8962172,0.88724357,1.3972604,0.72730416,1.1034242,1.3506837,1.2815826,0.8702506,0.6592069,0.62568784,1.443202,0.8248676,0.37112176,0.48702884,1.3891048,1.2118748,1.4444045,1.4519006,0.9053721,1.2149241,1.1591257,1.3509052,1.2028883,1.096879,0.939398,0.78218913,1.0109735,1.3929067,0.6958777,0.8296161,1.022455,0.7105566,1.5399538,0.6652489,1.461367,0.8531053,0.80237067,0.8955325,1.0705779,0.93197083,1.2944412,1.07966,1.2604282,1.3031757,1.3218194,1.3209736,1.0149424,0.9028605,1.278635,0.77613556,0.97506994,1.035179,0.90964174,0.67757916,1.4056425,0.8189377,0.65932983,0.36518002,1.1813436,1.1377151,1.4266032,0.75913656,0.7170606,1.3599234,1.176702,1.1770662,1.318373,1.2439333,0.93847144,0.0,0.59948903,0.80263585,1.4952576,1.2944326,1.0692014,0.84177756,1.2968302,1.4124582,1.1293409,1.2846291,0.69267404,1.0656238,1.1040375,0.73282444,0.97737765,0.4519118,1.1074864,0.67882013,1.328243,0.8894611,0.7649511,1.4547747,0.99647963,1.1825732,0.8375883,1.3657914,0.8807834,1.3034856,0.68014395,0.72146165,0.6812453,1.4446604,1.1756235,0.8656868,0.9277908,1.0667499,0.79707026,1.1875091,0.9729472,1.3665172,0.82885945
