,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
hose,1.2946324,1.0863261,1.3176908,0.9003348,0.5815738,1.0706705,1.1206931,1.3318043,1.283846,0.50675356,0.5128838,1.3403778,0.5785322,0.76642615,1.0921353,0.6175809,1.0911325,1.3732995,1.2105639,0.79742175,1.1920749,0.873849,0.9895396,0.99799037,0.960746,1.0495377,1.1308357,0.8710714,0.88514894,1.4623761,0.582442,1.0150926,1.0768735,1.2041469,0.56493604,0.98591125,1.388911,0.66492474,1.3194325,1.1300079,0.9249031,1.2383269,1.217129,0.5364451,0.90697116,0.73690355,1.2431474,1.4389591,0.9323588,1.23777,1.1020007,1.2438521,1.3827921,1.3602552,1.2386633,1.140805,1.352501,0.75047994,1.0121757,0.66447043,1.2620631,1.2166704,1.0207607,1.2085317,0.92737275,0.89198077,0.760357,1.3732305,1.1011926,0.0,0.8454776,0.97880644,0.6630075,1.1637146,0.6493506,1.1847806,0.9711335,0.9366504,1.0661223,0.7774199,0.44060707,0.7038613,0.9879135,1.3626587,1.103719,1.3053813,1.4297276,0.95676434,1.150294,0.6807858,0.79889363,0.85159034,1.2268349,1.182955,1.1573458,1.2841161,1.1905038,0.89660245,0.9134244,1.3694837,1.2627968,1.1328862,1.2296482,1.1846628,0.9219722,1.1114074,1.1384424,0.7892127,1.1427373,1.0647581,1.0253819,0.8074432,0.95241266,0.66398966,0.92837524,0.85352725,0.9145967,0.5631818,0.6298219,0.6969058,1.3914869,1.3126276,0.9830594,1.0911257,1.1479222,1.071837,0.8944925,1.2777128,0.8657845,0.91334444,0.64433897,1.4445345,1.3232353,1.0640085,0.94536716,1.1882006,1.1518227,0.80070215,0.5321269,1.3482108,0.67916334,0.99118656
jacket,1.2128079,1.0016869,1.3140675,0.9752413,0.75164104,1.2795254,1.2518604,1.358273,1.2487797,0.5490139,0.48168045,0.9188171,0.55312407,0.6878088,1.1425487,0.4232782,1.1152177,1.2570465,1.349947,0.91812396,1.2145721,0.9670051,1.0143523,1.0875053,0.9729729,1.0180409,1.188008,0.49803126,0.6088462,1.152302,0.47828132,0.9036717,1.0056273,1.3563459,0.5123093,1.1762855,1.1959366,0.8205189,1.3035111,1.2292114,1.0735253,1.2364905,1.1866032,0.5874085,1.0043602,0.43259728,1.1978937,1.2631456,0.714022,1.1027474,1.0800896,1.0682423,1.2291805,1.2390885,1.0354198,1.2222216,1.3067775,1.0565413,1.0178643,1.030435,1.0261178,1.0204166,0.69440186,1.2541568,0.9084818,1.082111,0.88070065,1.0351871,1.1473488,0.8454776,0.0,1.0915556,0.39298147,1.1740447,0.90634537,1.1240205,1.2121443,1.2445755,1.1040571,1.0395066,0.90701747,0.9360003,1.1672173,1.1154604,0.7540555,1.0235264,1.3932747,0.89974046,1.0721856,0.4829508,0.40165114,0.89891046,1.1301922,1.124916,1.0768628,1.1552432,1.2090594,0.8656964,1.0754389,1.1592495,1.3187549,1.2379504,1.0039928,1.305872,0.7856169,1.1464047,1.1366705,0.8627694,1.0885478,0.9228327,1.2731395,0.8824392,1.2635152,0.34962767,1.0994244,0.5101757,1.3546765,0.8994944,1.0105789,0.6023017,1.1205555,1.1106582,0.7523867,1.3064809,1.343357,0.78102267,1.1403391,1.2464045,0.95116824,0.565667,0.7272907,1.3694675,1.1338468,1.034471,1.1739341,0.7783998,1.2956154,0.9951085,0.94383323,0.9613493,0.6361437,1.0288196
jar,1.1885952,1.0931296,1.1283615,0.81840724,1.0783371,0.9511976,1.0467443,0.94448286,0.85928494,0.9870783,1.0433881,1.1723814,0.96001166,0.99444896,0.9488068,1.0577476,1.0627965,0.9182052,0.7541524,0.86232984,1.0812045,1.0510565,0.67927414,1.0231279,0.74663407,1.0733509,1.0079278,1.0904217,0.97134227,1.1071507,0.883551,1.0523095,1.1448467,0.9356896,1.0494052,1.0006087,1.2166036,0.73428535,0.8943123,1.0827123,0.89462006,1.0976273,1.020442,0.90342337,0.8589691,1.0310667,1.0020688,1.0839814,1.0991162,1.1579245,1.0558101,1.151648,1.1428552,1.140738,1.1773065,1.0878816,1.1436563,1.0606755,1.021551,0.65378356,1.2157604,1.0974182,1.1638026,0.7804886,1.0616294,0.9103593,1.0279853,1.2278924,1.0882028,0.97880644,1.0915556,0.0,1.1281217,1.1454334,0.8938359,1.0818256,0.9529324,0.9095919,0.7182289,0.9875676,0.97948074,0.9230852,0.8996201,1.2458209,1.054853,1.1640766,0.967537,1.015671,1.0870302,1.0154523,1.0389165,1.056607,0.97262347,1.1806556,1.2182598,0.9455551,1.0697906,0.95251304,0.9996899,1.1622053,0.93732107,1.0777024,1.071126,0.86911947,0.8993499,0.9756571,0.8356019,0.8006606,0.9628899,0.9829058,0.7732488,1.0104636,1.0450914,1.0532378,0.9723009,1.0438826,0.8554904,1.0015504,0.82755786,1.0109625,1.2248676,1.1805961,1.1170306,0.76295996,0.9457146,1.0678105,1.1320617,0.93798214,1.0447634,1.024105,0.92685676,0.9405673,1.2389146,1.1542685,0.88672614,1.073183,0.93405104,0.8000076,0.8619046,1.144789,0.9837653,1.0538472
jeans,1.3216026,0.9162496,1.2444834,0.8464097,0.58299476,1.1563717,1.2416091,1.371566,1.3494201,0.53486395,0.39059484,1.1669213,0.5661721,0.5675035,1.2073071,0.38172317,1.119523,1.4431757,1.3584428,0.8433284,1.0889484,1.0524056,1.1164019,1.1458521,1.0699039,1.0878165,1.0782509,0.79597884,0.7043197,1.4178095,0.61498654,0.9731865,1.0422945,1.269552,0.4272226,0.97786635,1.3470752,0.8160391,1.3838673,1.2772888,0.95430213,1.3253489,1.2010043,0.65263045,0.9906077,0.39590752,1.3298074,1.3053246,0.7439524,1.142085,1.0603207,1.0577295,1.4414594,1.3973039,1.0138537,1.3262024,1.4151467,0.88428044,0.952723,0.91586626,1.1414988,1.1687067,0.8861538,1.1625783,0.85577834,0.9814225,0.7144959,1.1907266,1.1451856,0.6630075,0.39298147,1.1281217,0.0,1.2975916,0.8661091,1.2859356,1.0159134,1.0337062,1.1558769,0.8779226,0.7698766,0.8268127,1.0311749,1.250022,0.8460244,1.0952213,1.3628459,0.95753527,1.0494642,0.32291996,0.25140905,0.850281,1.0947511,1.2636472,1.2493337,1.2119044,1.2822069,0.8669031,0.8697767,1.3858161,1.3513864,1.2910193,1.0331664,1.1936663,0.73477674,1.120395,1.1928785,0.96932197,1.1892174,1.0358237,1.1529768,0.78633696,1.2751375,0.26889956,0.9333391,0.4400472,1.2822709,0.74551725,0.8954474,0.64553016,1.2819432,1.3080227,0.64202875,1.1977315,1.3990633,0.92578083,1.1692923,1.2082185,1.0053405,0.76388645,0.66033936,1.426316,1.1610526,1.0345818,1.0853062,0.88777184,1.2878125,0.85709816,0.97553164,1.1689938,0.7602176,0.9734993
knife,0.6524805,0.92060167,0.9119169,1.170939,1.3118551,1.1473862,0.8500348,0.7717015,0.63240796,1.2797205,1.463046,0.43999374,1.078769,1.5122119,1.1064748,1.3988732,1.0219564,0.52142483,0.7303115,1.3296614,1.0561788,0.4205532,0.8575337,1.1166009,0.8454561,0.8232944,0.9184265,1.0482788,0.89419657,0.4386809,1.2455329,1.0623388,0.7593413,1.0390496,1.4348066,1.2791889,0.26341164,1.2436512,0.5408987,1.1584638,1.1542274,1.1159852,1.1709507,1.0806953,0.7634264,1.3421398,0.8982614,0.7631874,1.0138003,0.717224,1.1100961,0.75246537,0.46501315,0.5736723,0.61666095,0.17189956,0.9650178,1.2008854,1.2936916,1.1825867,0.72021013,0.9427027,0.8791747,1.0324672,1.1616706,1.2531389,1.2691857,0.5841016,1.2299123,1.1637146,1.1740447,1.1454334,1.2975916,0.0,1.0735451,0.37358713,1.2957989,1.137368,1.1120092,1.478476,1.0759176,1.1814711,1.2842654,0.49949682,0.79678285,0.80205035,0.8614218,0.66236943,1.0530903,1.456521,1.2636826,1.3558725,1.2465205,0.1628263,0.2449215,0.71556026,1.1316891,1.1225146,1.1925124,0.5222726,0.71484005,1.142745,1.0170057,1.2508464,1.2804286,0.8657345,0.93794644,1.0457163,1.0885925,1.099944,1.0675819,1.10045,0.6589999,1.4055128,1.1946762,1.1335275,0.89942604,1.2425396,1.1340017,1.107782,0.3735764,0.55986357,1.021059,0.97865343,0.31764877,0.7674197,0.6889207,1.0355756,0.98784494,1.0881839,1.340965,0.7938075,0.64086425,1.0596658,0.8620633,0.8258227,1.087926,1.3488986,0.80867517,0.43141615,1.0581869,1.2380582
ladder,1.0715605,1.209703,1.3549342,0.96831906,0.9324054,1.0769832,1.1254355,1.1622472,0.95311517,0.63712955,0.7798823,1.1449206,0.59975165,0.9783453,0.9232833,0.87025934,0.88486445,1.1368334,1.0618029,0.68484426,1.3002816,0.95085853,0.78054,0.9859864,0.75480247,0.87216645,1.2421709,0.87538564,0.7220066,1.1965495,0.6887012,0.9541847,1.1997142,1.2141058,0.8398051,1.1622603,1.271821,0.42803997,1.141389,1.0428232,0.9320668,1.0575057,1.1153425,0.54368263,0.52364117,0.98236644,1.1931129,1.3834609,0.9523655,1.2060027,1.0625249,1.3441923,1.1866133,1.1472964,1.2585177,1.1154695,1.120028,0.8423803,0.98687875,0.95681876,1.2462575,1.2185297,1.0134608,1.063024,1.082562,0.9701823,1.08163,1.280787,1.0156817,0.6493506,0.90634537,0.8938359,0.8661091,1.0735451,0.0,1.132936,1.0155023,1.0000404,0.8792642,0.99336946,0.84293175,0.8837186,1.0573363,1.3339334,0.961369,1.1965287,1.3687161,0.6846025,1.110622,0.9888835,0.91628844,0.91401434,1.1058135,1.2189718,1.1962807,1.2236896,1.0815431,0.87924397,1.0524487,1.2075897,1.1104234,1.0392814,1.2155299,1.0951518,0.8796306,0.917275,1.1898171,0.6576979,0.96825695,0.87425643,1.0723974,1.0700208,0.99639803,0.9219283,1.0299814,0.9288492,0.93235946,0.8133228,0.7848079,0.6636065,1.294106,1.1827304,1.0194169,1.0893736,1.0860366,0.9077427,0.99559104,1.1945839,0.9316741,1.0597739,0.7549137,1.2207041,1.3749905,1.1953535,0.9625457,1.0068026,0.8790995,0.844383,0.62369287,1.1920226,0.6868075,0.96335185
lamp,0.8412935,0.8678481,0.83188504,1.2079895,1.3703369,0.9965046,0.5388929,0.8759892,0.7472899,1.2226871,1.3981181,0.4077494,1.0528969,1.4899067,1.0572838,1.3641111,1.1694387,0.57958996,0.86197394,1.3527194,1.0589552,0.5241408,0.74683815,1.0946265,0.7642288,0.9106482,0.9906113,1.0340116,0.8254669,0.3934307,1.1429188,0.9395689,0.8336135,1.0019125,1.359153,1.2242628,0.40141177,1.2411203,0.6093556,1.053083,1.2888117,1.0469947,1.069252,1.02418,0.9027384,1.2551275,0.8521158,0.6262,1.0775672,0.64375657,1.0434275,0.768574,0.48888516,0.58707297,0.6915544,0.37990546,0.9736627,1.1724575,1.2610521,1.2258395,0.7251902,0.83366,0.8850111,1.1460687,1.1013318,1.2704747,1.3569249,0.5841099,1.204109,1.1847806,1.1240205,1.0818256,1.2859356,0.37358713,1.132936,0.0,1.3534136,1.299257,1.0801132,1.4578195,1.1030301,1.2163175,1.2243391,0.48418212,0.83710957,0.80216336,0.7524576,0.81213987,0.99587154,1.4152417,1.1639024,1.3686577,1.2341348,0.459099,0.5004186,0.8018584,1.0937369,1.0613979,1.3244315,0.46165168,0.8895042,1.0587509,0.89336115,1.2465078,1.2387031,0.8670604,1.0320783,0.9271552,1.0259714,1.1193993,1.1673335,1.1678488,0.85125697,1.382573,1.1992456,1.0820113,1.0912191,1.1743727,1.1258032,1.0950208,0.42757452,0.5307023,1.0512981,1.0898539,0.52395755,0.82012516,0.69008213,0.9607767,1.0321311,1.0827345,1.3700955,0.6714322,0.6515616,0.97329664,0.9898171,0.8560281,1.0821247,1.4094973,0.7622718,0.42392755,0.9948847,1.2465624
meat,1.2269428,0.96388793,0.7673891,0.94541156,0.78853655,1.0204548,1.1592746,0.97475564,1.1916769,0.9449937,1.0008966,1.3550856,1.0892525,0.8016273,0.96258575,0.9998388,1.0707276,1.268348,0.8645743,0.9605433,0.6539198,1.3071055,1.1434042,0.98372525,1.1353277,1.2221749,0.87287235,1.1141272,1.1973794,1.3488712,1.1373869,1.0624516,1.0796156,0.8013071,1.0238662,0.8241534,1.3468702,0.99345523,1.1956884,1.0119532,0.66329324,1.0804111,0.97295964,1.1079093,1.1190436,1.0460582,0.92356527,0.9419708,1.054544,1.2851329,1.0647084,1.0317892,1.1997056,1.1477003,1.142368,1.1854457,1.08204,0.8545662,1.0470793,0.8183976,1.2580513,0.9892893,1.0940462,1.0075258,1.0622457,0.5294109,0.77375865,1.3062162,1.0447221,0.9711335,1.2121443,0.9529324,1.0159134,1.2957989,1.0155023,1.3534136,0.0,0.645574,1.0230262,0.6430391,1.0112983,0.9515758,0.7178756,1.2839563,1.1287322,1.1943586,0.82172906,1.2268077,1.0861653,0.93763113,1.1023566,0.92911935,0.7364634,1.2685965,1.2791798,1.0033149,1.0278609,1.0915788,0.48248947,1.2659447,0.7635224,0.9949014,0.876397,0.7738081,1.0433561,1.1634606,0.8782369,1.0730276,1.0402694,1.11669,0.68348277,0.9065082,1.2039119,0.9857202,0.8980978,1.1006157,0.7350366,0.80585814,0.81403506,1.0250825,1.3240232,1.2287166,1.0050616,0.69812316,1.054347,1.2153136,1.0674369,0.86800843,1.1428353,1.0562035,0.783039,1.1604424,1.1152358,1.0830045,1.0474006,1.1499604,1.1168275,0.7186353,1.1342452,1.334307,1.0204858,1.0189157
melon,1.1804442,0.9709855,1.0095222,0.82998407,0.8466002,0.8925816,0.9750508,0.6468205,1.0975598,0.9829737,1.0242096,1.264441,1.0541074,0.8417773,1.0731637,1.0045018,1.0944326,0.98786175,0.8913652,0.99263155,0.8801888,1.1672513,1.0800562,0.9959103,1.087051,1.1652967,0.89140415,1.218086,1.2159506,1.3204625,1.1653316,1.131537,1.1253378,0.77172637,1.0903546,0.735796,1.2239133,1.0505699,0.9656403,1.0916941,0.86515373,1.1822393,1.0790591,1.1050218,1.099252,1.1139158,0.97879535,0.9461429,0.99313545,1.1508625,1.0564334,1.0441157,1.2403626,1.2077876,1.1188406,1.1419626,1.071749,0.99088764,1.1514494,0.631305,1.2609241,1.0346771,1.1648682,0.6964439,1.0714569,0.73479474,0.7151267,1.195321,1.0992533,0.9366504,1.2445755,0.9095919,1.0337062,1.137368,1.0000404,1.299257,0.645574,0.0,1.061892,0.5974764,0.968891,0.87004167,0.68661803,1.2043018,0.95615613,1.2447565,0.8707061,1.1275141,1.1296501,0.97110635,1.1244987,0.9844232,0.68454343,1.0898046,1.1567745,0.9407921,1.1503065,0.9385142,0.7947417,1.2649616,0.9624955,1.0903696,1.0315068,0.46924096,0.966845,1.1487259,0.90495616,1.0302587,1.1260617,1.113917,0.7186926,1.0837134,0.9796798,1.0079656,0.9019758,1.1070312,0.47984445,0.8180125,0.84111893,1.0757551,1.2487514,1.129952,1.0013485,0.7444825,1.0027618,1.2771853,1.1560237,0.9324721,1.1087255,1.110938,0.9197051,1.1005272,1.1244538,1.0574399,0.8061701,1.0013632,0.95212114,0.82092154,1.0460083,1.2850327,1.1123978,1.0573134
milk,0.9653092,1.1368607,1.0829744,0.96849006,1.0121632,0.9398643,1.0180817,1.0400937,0.892859,1.0093673,1.0583493,1.1289226,1.0989501,0.96408606,0.87516093,1.0588411,0.8306911,0.84039676,1.05814,0.8099814,1.0451442,1.0303631,0.7872555,0.9818657,0.84654504,0.9174999,1.152927,1.0655743,1.0491859,0.9664851,1.052694,0.90114677,1.0670168,1.0933015,1.1041416,1.0009521,1.0959573,0.8379247,1.0387182,0.9448275,0.98187554,0.9141636,0.8983364,1.0355474,0.90998816,1.0559415,1.0817362,1.1702347,1.0688419,1.100953,0.8784704,1.130872,1.0277926,1.0413364,1.126471,1.0681661,0.896571,0.9892028,0.8638996,0.9326026,1.0506642,1.1063944,1.133241,0.8550592,1.0221866,1.1726974,1.0208105,1.1299924,0.9250414,1.0661223,1.1040571,0.7182289,1.1558769,1.1120092,0.8792642,1.0801132,1.0230262,1.061892,0.0,1.0504062,1.0877492,0.9596126,1.0285033,1.1481022,0.99401534,1.0565597,1.0915531,1.0479236,1.0116203,1.0816718,1.1495568,0.95515615,1.0771687,1.108834,1.1316938,1.1366642,0.9373533,1.0368807,1.0334389,1.0966712,1.0775398,0.96286994,1.0595464,0.9076532,1.003513,1.0452731,0.9537691,0.97025424,0.8437278,0.9951551,0.9976171,1.0766605,0.8805243,1.076436,1.011876,1.1326518,0.9251629,1.0335963,0.9949903,0.9769743,1.1382815,1.0837024,1.0549079,1.0087839,1.0550067,0.9707449,0.8963799,1.0542939,0.8920136,1.0706518,1.0378302,0.9815174,1.1298257,1.0878845,0.9070613,0.9638292,0.90346503,0.95557386,0.8537594,1.1510372,1.0509573,0.9067377
mitten,1.2204674,0.949097,1.1654583,0.7909757,0.652351,0.9152151,1.1491919,1.0501214,1.2782357,0.79854035,0.70486915,1.3840117,0.90076375,0.53799546,0.9642463,0.71281314,1.0676297,1.3751425,1.156044,0.8698058,0.9534877,1.2968674,1.1683544,0.8149658,1.1671338,1.1927336,0.95011497,0.9541433,1.1150954,1.4642175,0.9816391,1.0914857,1.1361327,0.98272556,0.7284918,0.66011167,1.5210729,0.8974099,1.2771711,0.9869666,0.88416344,1.0512983,0.9259002,0.9910418,1.1409007,0.89162314,0.9684266,1.202735,0.9652164,1.2693065,1.0425678,1.1064322,1.3945935,1.3703439,1.2357599,1.4260216,1.0523915,0.8769984,0.92046106,0.70986676,1.2759359,0.7725285,1.0879184,0.8616569,0.9750667,0.7077055,0.5727442,1.3411523,0.94763756,0.7774199,1.0395066,0.9875676,0.8779226,1.478476,0.99336946,1.4578195,0.6430391,0.5974764,1.0504062,0.0,0.9440088,0.8321493,0.7751545,1.4191973,0.9663717,1.1497039,1.2233655,1.2654926,1.0957856,0.70082355,0.9819528,0.8989676,0.7641473,1.3728632,1.365099,1.063895,1.0338734,0.7062643,0.6799451,1.4696769,1.2045307,0.98953426,1.1016046,0.7474189,0.6926402,1.0700597,0.9033869,0.9496684,1.0178803,0.9869403,0.91111535,0.83871377,1.1608404,0.786798,0.8246701,0.9572394,0.8215841,0.7645161,0.7718549,1.0516224,1.4348282,1.3411024,0.92238295,0.96682966,1.3737859,1.223155,1.198369,1.0253967,1.0875243,1.0082408,0.79512465,1.2155427,1.2606293,0.9988719,0.9806932,1.0558016,0.9791151,0.75020003,1.0721648,1.427672,1.0478694,0.939095
mop,1.1319348,0.9133376,1.1095506,1.0798639,0.7962383,1.0072403,1.0353237,1.2380668,1.203061,0.8063446,0.7725041,1.164268,0.86144716,0.9900599,1.1223502,0.84586334,1.1054726,1.1442815,1.0581384,1.0282298,1.0887557,0.60868806,0.99011874,1.0974119,0.97691727,1.1246816,1.0573246,0.99144655,0.8981253,1.2223568,0.7968205,1.0887227,1.0788256,1.1021907,0.7874556,1.0166904,1.1830814,0.95675236,1.1001709,1.035243,0.9773983,1.1125157,1.065051,0.8505249,1.1061335,0.74377865,1.1465954,1.1997652,1.0220273,1.1281879,1.0107337,1.0765188,1.219687,1.1778607,1.1083379,1.0476371,1.1840708,0.8648602,1.0148065,0.8993209,1.075769,1.1491534,1.0553756,1.1837771,0.938889,0.98362195,0.93286896,1.2183084,1.0570807,0.44060707,0.90701747,0.97948074,0.7698766,1.0759176,0.84293175,1.1030301,1.0112983,0.968891,1.0877492,0.9440088,0.0,0.90775186,1.0572435,1.1781406,1.0724025,1.1502755,1.183878,1.0992625,1.0258175,0.7836356,0.84418046,0.96840954,1.096028,1.056903,1.0229621,1.181437,1.0746697,0.95446223,1.0545893,1.1799167,1.1393183,1.0308113,1.1925611,1.067726,1.0382024,1.0580665,1.0464642,0.9581015,1.1621907,1.1679224,0.9620121,1.0221889,0.9994429,0.8471751,0.97919005,0.8929667,0.93074375,0.78644377,0.95467144,0.8062519,1.2181172,1.1234828,0.94468623,1.0142314,1.0402864,1.0545723,0.84275615,1.1731267,1.0032076,0.9440151,0.86591697,1.1927545,1.0842732,1.0425093,1.0730778,1.0468842,1.1080291,0.993569,0.6560643,1.1630973,0.9630865,0.9452958
motorcycle,1.1820687,1.2043505,1.1452689,0.9016972,0.89945275,0.9194224,1.0930765,1.0624887,1.2098706,0.70252407,0.82509315,1.2051915,0.8380392,0.87653893,1.0861411,0.87702024,1.0629455,1.2032442,1.1324434,0.9583641,1.116893,1.2017144,1.1020284,1.0253981,1.1220378,0.60448956,0.94732314,0.91208977,0.9417216,1.2730281,0.7713331,1.0051007,1.14578,1.117257,0.81939006,0.99939287,1.2741402,0.94079816,1.2130157,1.0991702,0.9609596,1.1054884,1.0223708,0.7363978,1.0639286,0.95501447,1.1500514,1.2388858,0.8512714,1.1630902,0.96296144,1.1891474,1.2247972,1.1507777,1.1496356,1.1750721,1.1759552,0.8254143,1.0374966,0.86132586,1.126115,1.0736394,0.94457316,1.0286976,0.8833218,0.8926353,0.91055816,1.1322426,1.0236195,0.7038613,0.9360003,0.9230852,0.8268127,1.1814711,0.8837186,1.2163175,0.9515758,0.87004167,0.9596126,0.8321493,0.90775186,0.0,0.93978494,1.2251041,1.0847472,1.1959665,1.2073404,1.0187856,1.030726,0.8869519,0.85526204,0.98309964,1.0916505,1.1937454,1.2635949,1.1498185,1.1179843,1.0486261,0.96911865,1.2345339,1.1590192,1.0792927,1.1441871,1.0011731,0.92766196,0.9047877,1.0286505,1.0189884,1.1192493,0.90795827,0.9738764,0.8456753,1.0836345,0.7989104,0.9280015,0.86939967,0.94113636,0.77523243,0.803434,0.85340106,1.2301702,1.2477936,1.0486257,1.0377233,1.155827,1.0821164,1.0911237,1.068914,0.6802912,0.9809314,0.8528406,1.1520538,1.2617618,1.0537739,0.9783237,1.1447213,0.92887825,0.8754699,0.79805386,1.2070191,0.8101081,0.98998046
muffin,1.1876932,1.057794,1.0475466,1.0309961,0.9224214,0.95737636,0.94105077,1.0449791,1.1906346,0.941421,1.0042316,1.2397883,0.9788681,0.85665554,1.0549393,0.97540927,1.1669577,1.1934226,0.9395811,0.9792719,0.89198864,1.2231461,1.0025913,0.9383404,1.0132624,1.1941457,1.0461386,1.0411803,1.2022238,1.2799602,1.045402,1.056225,1.2095461,0.28263867,1.0613531,0.7181018,1.2920773,1.0396652,1.0366805,0.9972652,0.7954825,1.0808927,1.1313851,1.0990973,1.1016302,1.0279437,0.8843782,0.94611275,0.9663127,1.1003299,1.0638055,1.0349725,1.2927454,1.2407391,1.0924109,1.2597028,1.116511,1.0140812,0.9776806,0.9004511,1.2131712,1.0732775,1.0209334,1.0868493,1.0308784,0.7894464,0.91645885,1.163142,0.9790323,0.9879135,1.1672173,0.8996201,1.0311749,1.2842654,1.0573363,1.2243391,0.7178756,0.68661803,1.0285033,0.7751545,1.0572435,0.93978494,0.0,1.1750183,1.0324218,1.0681176,0.8017623,1.1789743,0.9790841,1.004894,1.0568362,0.95599353,0.599634,1.3131499,1.3098524,1.0747961,1.0093327,1.0160687,0.85688424,1.2435541,1.0156786,1.0190501,0.83788294,0.61233765,0.9268979,1.1336321,1.0174971,1.0361418,1.078888,1.0177909,0.73801035,1.019093,1.147149,1.010116,0.7770858,1.0686262,0.8481556,0.99606955,0.8420116,1.111448,1.2328128,1.1776397,1.0118704,0.7653,1.1549567,1.04745,1.0940019,0.89245874,1.0929469,1.1559677,0.9148137,1.0408459,1.086613,1.0587963,1.2176962,1.1095885,1.0567255,0.794719,1.1166286,1.2687557,1.0539227,1.0347897
nail,0.8218849,0.85162723,0.5377222,1.1271721,1.3250966,1.0846709,0.8444234,0.7556412,0.7934121,1.3733217,1.3815949,0.30878425,1.2716155,1.4308547,1.2200863,1.3588078,1.1625451,0.42173672,1.0270811,1.4107566,0.72062016,0.8373867,1.0784452,1.1878223,1.0664659,0.97505605,0.64310956,1.0668688,1.0665492,0.3761301,1.2135758,1.069664,0.6427857,0.9771789,1.3031728,1.146176,0.14894116,1.4375703,0.54278374,1.1435447,1.2932386,1.0416588,1.0080825,1.2636102,1.1361861,1.2493434,0.8912062,0.446913,1.0066794,0.6287066,0.9627088,0.52243364,0.5377976,0.4925226,0.37626404,0.6007267,0.9975532,1.2149391,1.1952734,1.3296778,0.37668806,0.7984273,0.86863005,1.0597049,0.8947524,1.1220111,1.2183635,0.12664402,1.1899303,1.3626587,1.1154604,1.2458209,1.250022,0.49949682,1.3339334,0.48418212,1.2839563,1.2043018,1.1481022,1.4191973,1.1781406,1.2251041,1.1750183,0.0,0.99035865,0.640548,0.6705979,0.9949903,0.9632171,1.3552221,1.1554227,1.2797804,1.1846399,0.3929174,0.4309144,0.7558708,1.0799251,1.208223,1.231416,0.37059796,0.87882763,1.1297059,0.732659,1.2167463,1.3313835,0.91339064,1.0132307,1.2457547,1.1702074,1.0478796,1.2633665,1.144755,0.95222485,1.3103547,1.3030951,1.0198894,1.2268227,1.2583346,1.3351748,1.1765434,0.083776236,0.37987065,1.0025876,1.2081409,0.76881266,0.8389249,1.0031497,0.8544346,0.9940481,1.1216729,1.4126832,0.7137326,0.2818191,0.6904182,0.90360487,0.98187166,1.0685604,1.4648216,1.2107719,0.22508746,1.2254555,1.1936053
napkin,0.9844449,0.827026,1.1569376,1.0627043,1.1967595,1.1916922,0.9799485,1.0264547,0.74498546,0.9159651,0.90767616,0.80413646,0.7281096,0.80856276,1.0849769,0.70131725,1.1526204,0.9353526,1.0355271,1.1602972,1.1016244,0.79093724,0.75849575,1.1004984,0.7559675,1.0117414,1.094799,0.9441621,0.5302522,0.8243211,1.0090393,0.99489075,0.99799114,1.0660499,1.0025357,1.1059245,0.88290155,0.9757194,0.9402424,1.2007899,1.206874,1.1954488,1.1038516,0.92878205,0.7843338,0.9510208,0.9245177,1.0022141,0.90973336,1.0402927,1.1433029,0.9899673,0.8917995,1.0175813,0.9603692,0.8614279,1.0587978,1.1157695,1.2371294,1.1813822,1.0346326,0.70187426,0.9854408,1.0607624,1.2290214,1.078649,1.2210847,0.92262596,1.2089067,1.103719,0.7540555,1.054853,0.8460244,0.79678285,0.961369,0.83710957,1.1287322,0.95615613,0.99401534,0.9663717,1.0724025,1.0847472,1.0324218,0.99035865,0.0,0.9615406,1.1336455,0.8493326,1.1422848,0.83617795,0.8390121,1.3236158,0.8684549,0.86584723,0.9196952,0.9192599,1.2134391,0.42112678,1.0701529,0.9918735,1.1383785,1.2012033,1.0797184,1.0250006,0.5922986,0.9818293,1.0911232,0.8751651,1.0269905,1.0146422,1.1052123,0.8714529,1.1538851,0.94418335,0.88146293,0.694218,1.076769,0.96647733,1.0595499,0.9573167,0.8713977,0.84512913,0.4912315,1.1265281,0.9925383,0.8283661,0.9635201,1.0639738,1.0951737,1.1054192,1.2303565,1.0063744,1.0154784,1.1063181,1.0852523,0.17942703,1.1868836,1.2537559,0.9038394,0.80446434,1.0704073,1.2193304
