,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
eye,0.85394126,0.9829553,0.7368625,1.1797192,1.2546656,0.77665603,0.5783943,0.8883687,0.9559163,1.2818375,1.2750047,0.72780156,1.2207327,1.3042834,1.0254734,1.2640722,1.068521,0.68728244,0.9912235,1.2068372,1.0232477,0.7645323,1.0553216,1.0329758,1.064135,0.8053314,1.0195904,1.084662,1.0740453,0.5581654,1.1937557,1.0644437,0.89867496,0.8887438,1.2520034,1.1171447,0.6139038,1.2727821,0.71695226,1.0023023,1.1965146,0.93988067,0.98385406,1.1836511,1.040472,1.1942472,0.9114629,0.68608284,0.9855926,0.0,1.0457705,0.8984595,0.76674354,0.69202256,0.8803546,0.79931915,0.8437289,1.1591922,1.2062216,1.1750151,0.82849056,0.8810971,0.92562354,1.0040267,1.0549024,1.2418926,1.1941445,0.66807175,1.056047,1.23777,1.1027474,1.1579245,1.142085,0.717224,1.2060027,0.64375657,1.2851329,1.1508625,1.100953,1.2693065,1.1281879,1.1630902,1.1003299,0.6287066,1.0402927,0.9978938,0.6515016,0.8094841,0.8804639,1.3104,1.0931449,1.1646161,1.0722615,0.7570934,0.7383862,0.966153,0.93271196,1.2138352,1.1651788,0.6143688,0.9710185,0.9773293,0.8699626,1.0156573,1.0844666,0.70367354,0.9318956,1.2117507,0.988565,1.1406642,1.0791571,1.1523913,0.72689545,1.2368423,1.0587634,1.1912022,1.1154952,1.2743398,1.146888,1.1472616,0.64456725,0.67532086,1.066679,1.1063819,0.86203533,1.0422051,0.7909444,0.91487056,0.93266827,1.0844939,1.2723055,0.49362898,0.79906005,0.90098804,0.9958892,0.9492736,0.80614686,1.19239,0.9978795,0.7395236,1.1446238,1.133718
face,0.91052675,1.1316966,0.8867575,0.9673228,1.0951514,0.979096,1.0788178,0.9475094,1.0050578,1.1331326,1.0351826,1.0075788,1.1325505,1.0898496,1.0360824,1.1052152,0.88300335,1.0136099,1.0777683,0.96572864,0.97298735,1.0888218,1.0779276,0.93272007,1.0788739,0.9235625,0.99234253,1.0926656,1.087734,0.98220074,1.0343348,0.9984307,1.1430688,1.0375088,0.97855455,0.95902395,0.9649132,1.0592148,1.0555955,0.951689,1.0157268,0.8801472,0.65259135,1.1250093,1.098018,0.995836,1.0675116,0.8973018,1.0381271,1.0457705,0.0,1.0131294,0.9911453,0.9994028,1.0201072,1.0938655,0.8483058,1.01204,0.9146837,1.1632227,0.75597167,1.0795848,1.1348239,0.9473114,0.66812444,1.0542556,1.1123405,0.9333665,0.9525237,1.1020007,1.0800896,1.0558101,1.0603207,1.1100961,1.0625249,1.0434275,1.0647084,1.0564334,0.8784704,1.0425678,1.0107337,0.96296144,1.0638055,0.9627088,1.1433029,0.96135634,0.9944867,1.0631016,0.835475,1.0877234,1.0570755,1.0127828,1.0001484,1.0923088,1.0806212,1.0158116,0.9898732,1.0730746,1.0742012,0.97298026,1.044388,0.97611827,1.0173224,0.94467276,1.025051,0.87436455,1.0239958,1.0829113,1.0233244,0.96803665,1.0686791,1.1345756,0.9590767,1.0394228,1.0333166,1.0555301,1.0768832,1.0448675,1.1744664,1.0848242,0.9945082,1.0226285,1.0287523,1.0493413,1.1036718,1.0396613,1.0206707,0.9686036,1.0051469,0.99890596,1.0549272,0.86928916,0.97060364,0.685583,1.0721579,1.1205986,0.8729168,1.0615534,1.1016378,1.0195019,1.0894216,0.9697501
finger,1.0550324,0.35101616,0.51796526,0.9647848,1.018995,1.0813016,1.0113704,0.9014738,1.1301401,1.262428,1.3063443,0.72401315,1.2047172,1.1657748,1.3667066,1.2488425,1.3048134,0.9797843,1.1919913,1.4137974,0.3623535,0.884446,1.1048576,1.264165,1.0964326,1.2395339,0.50494385,1.019062,0.9058501,0.8281183,1.2115741,1.088292,0.648746,0.9834976,1.1834193,0.76792306,0.5879858,1.4310668,0.9353929,1.2244838,1.2162992,1.1837258,0.98675585,1.1843859,1.2128971,1.0697172,0.78401136,0.4415574,1.0065067,0.8984595,1.0131294,0.0,0.92329675,0.954609,0.21904153,0.7283294,1.2279325,1.1699679,1.1413481,1.1355864,0.39540005,0.7415431,0.8795701,0.94263613,0.8416127,0.9772492,0.6221987,0.70975214,1.1882671,1.2438521,1.0682423,1.151648,1.0577295,0.75246537,1.3441923,0.768574,1.0317892,1.0441157,1.130872,1.1064322,1.0765188,1.1891474,1.0349725,0.52243364,0.9899673,0.60226953,0.6642876,1.1433926,1.0808573,1.0557252,0.93571365,1.3050177,1.1288409,0.59552217,0.6255754,0.54706913,1.1800691,1.1191367,1.007293,0.7767022,1.1491946,1.217159,0.6127455,1.0721313,1.1941552,1.1109111,0.75184643,1.1618122,1.2845876,1.1250247,1.209612,0.9507198,1.1131426,1.0513529,1.2078798,0.7477564,1.1542983,1.1112715,1.2596475,1.1939863,0.53547597,0.9026622,0.70239925,1.1622223,0.95167124,0.6114703,1.0284445,0.7140665,1.162894,1.1058539,1.3665285,1.0283376,0.13439333,0.756804,0.87712866,1.0367388,1.2608399,1.389615,1.2289302,0.57163835,1.2335637,1.1800143
fish,0.4401248,1.1139127,0.79016185,1.1689795,1.4800875,1.0601434,0.7907529,0.61734426,0.694039,1.4114246,1.474467,0.48081017,1.3306369,1.4572327,0.6533209,1.4250336,0.99461603,0.54473335,0.8353832,1.3410852,0.9837689,0.8018073,0.9967219,0.80849195,1.0393989,0.8618186,0.8592242,1.066499,1.1581275,0.3978331,1.3218699,0.8961704,0.9090832,1.085037,1.4205145,1.2602662,0.34794164,1.3473812,0.6485568,0.91089284,1.2294286,0.8268467,0.95863205,1.2778301,1.0576962,1.3602104,0.82863855,0.66449225,1.0701847,0.76674354,0.9911453,0.92329675,0.0,0.41329455,0.7506952,0.52804863,0.4910807,1.1558083,1.1633679,1.3437629,0.7312563,0.83944917,0.87988347,1.003014,1.0798358,1.2583073,1.4699938,0.55953234,1.0371912,1.3827921,1.2291805,1.1428552,1.4414594,0.46501315,1.1866133,0.48888516,1.1997056,1.2403626,1.0277926,1.3945935,1.219687,1.2247972,1.2927454,0.5377976,0.8917995,0.7807893,0.7582523,0.99257225,0.82795537,1.4569457,1.2832853,1.3002534,1.1032928,0.5270218,0.5656667,0.74824375,0.91495425,1.1129012,1.2240759,0.41328883,0.7406479,0.90083045,0.91216767,1.1286206,1.3399531,0.87614465,0.9653414,1.1253573,0.68514454,1.0521266,1.1503257,1.1424031,0.77659714,1.4750655,1.1540283,1.1944538,1.0123128,1.2369119,1.2645979,1.1604161,0.47232956,0.40180385,1.1220766,1.054342,0.60387254,0.9678418,0.78299034,0.9880724,0.99225175,1.0848982,1.4158045,0.7050856,0.7494316,0.9074226,0.98900354,0.89093983,0.9608011,1.3886011,1.1074191,0.4833392,1.1711055,1.1440458
flower,0.6395695,1.055193,0.67878723,1.3146086,1.3637323,0.8893689,0.79351735,0.73938,0.5990882,1.4217471,1.436074,0.5514511,1.2930046,1.4337828,0.87068725,1.397808,0.9650181,0.44161904,0.85315967,1.2979109,1.0222155,0.8255319,0.98672295,0.92265815,0.99879974,0.80332357,0.9041025,1.1420681,1.1265049,0.3983432,1.2652829,0.993808,0.81220555,1.0150198,1.4085488,1.2579677,0.3638867,1.271133,0.60285175,0.9460016,1.1911547,0.9080186,0.88762933,1.2691233,1.0381882,1.277646,0.89837044,0.73522615,1.1728206,0.69202256,0.9994028,0.954609,0.41329455,0.0,0.8360014,0.63988495,0.68811303,1.1354513,1.1912148,1.3264415,0.7516762,0.8466847,1.0229725,1.077026,1.0614566,1.1547445,1.3771805,0.4550984,1.0191848,1.3602552,1.2390885,1.140738,1.3973039,0.5736723,1.1472964,0.58707297,1.1477003,1.2077876,1.0413364,1.3703439,1.1778607,1.1507777,1.2407391,0.4925226,1.0175813,0.8791176,0.77157235,0.9446164,0.91028357,1.3799314,1.3359919,1.2761095,1.0501071,0.5712354,0.5716832,0.8558101,0.88547176,1.145171,1.1427101,0.2963339,0.6852776,0.93467516,0.9487757,1.1349323,1.3085268,0.94685936,0.99623024,1.1169523,0.86514556,0.982262,1.1192687,1.1755803,0.7142297,1.448549,1.1811616,1.2797817,1.068923,1.2963753,1.3308748,1.169504,0.44870877,0.4313261,1.1735237,1.1004461,0.68659794,1.0046768,0.8582968,0.7251877,0.9522795,1.0581446,1.3715179,0.67537355,0.73638797,0.94474214,0.85349965,0.94834065,0.8107342,1.3403392,1.0074401,0.5549336,1.1422749,1.1177067
foot,0.93316215,0.61444837,0.6616534,0.9404524,1.0620356,1.2342016,1.1515467,0.8267411,1.0702065,1.1893088,1.2563007,0.5489794,1.1441004,1.2064122,1.3367558,1.2570618,1.2666018,0.89221686,1.2096076,1.4285653,0.5079278,0.87873584,1.1532496,1.1966622,1.1344683,1.1638577,0.48352402,0.9897535,0.8643279,0.7016558,1.1517403,1.0333836,0.75020444,1.082905,1.1034528,0.8766863,0.40617573,1.4605067,0.85860693,1.2748659,1.248484,1.1588371,1.0354309,1.152644,1.1683137,1.0928469,0.8914449,0.4659934,0.9903731,0.8803546,1.0201072,0.21904153,0.7506952,0.8360014,0.0,0.6341632,1.1746997,1.2248768,1.1191448,1.2493395,0.36925387,0.82027507,0.78038,1.0105753,0.8239856,1.0637282,0.79196393,0.5352589,1.2234688,1.2386633,1.0354198,1.1773065,1.0138537,0.61666095,1.2585177,0.6915544,1.142368,1.1188406,1.126471,1.2357599,1.1083379,1.1496356,1.0924109,0.37626404,0.9603692,0.529627,0.8090695,1.0775338,1.0248716,1.1249121,0.8402679,1.2825472,1.2540023,0.47800088,0.57262814,0.5122771,1.228664,1.0995692,1.0717051,0.5927225,1.1058837,1.2672768,0.54592866,1.2169063,1.2662743,1.0484588,0.82221335,1.1552072,1.2376597,1.1693075,1.2939627,0.97497874,1.1004113,1.0373664,1.208998,0.5893508,1.2307658,1.1216308,1.3245981,1.138614,0.34804094,0.7437318,0.70001894,1.2069366,0.9044514,0.5940813,1.0934772,0.82959855,1.0888753,1.1320248,1.3163028,1.0462239,0.173917,0.7125062,0.88993543,1.0918081,1.264904,1.3981845,1.2561318,0.33940446,1.2320079,1.205575
fork,0.74080324,0.8545874,0.8685827,1.147902,1.3153036,1.1877533,0.89857775,0.7153752,0.64496136,1.2926841,1.5071144,0.58596855,1.132444,1.496783,1.0585139,1.4416342,1.1404941,0.63967955,0.5988761,1.4381459,0.9700083,0.52145994,0.9063844,1.0841681,0.9238725,0.8731277,0.8898926,1.1087254,0.8989297,0.45441496,1.2744697,1.0296005,0.8022367,1.0013006,1.4756544,1.2067757,0.37830526,1.3024082,0.59312314,1.1006197,1.0648572,1.0535544,1.0800033,1.1734436,0.87809676,1.3492987,0.84113526,0.7312616,1.0808282,0.79931915,1.0938655,0.7283294,0.52804863,0.63988495,0.6341632,0.0,0.9246634,1.239835,1.2688278,1.1763957,0.6445357,0.79369855,0.9165103,1.0670685,1.19097,1.2443591,1.1890603,0.7047114,1.2419701,1.140805,1.2222216,1.0878816,1.3262024,0.17189956,1.1154695,0.37990546,1.1854457,1.1419626,1.0681661,1.4260216,1.0476371,1.1750721,1.2597028,0.6007267,0.8614279,0.7497978,0.844602,0.788378,1.0338297,1.4489474,1.2486718,1.4027183,1.2449232,0.17703605,0.2605009,0.71586585,1.0910499,1.1311833,1.2031341,0.58317244,0.59734166,1.0925922,0.9897803,1.2159154,1.27921,0.9054842,0.856899,1.0354059,1.028126,1.1944838,1.0071657,1.0997856,0.61983466,1.3860773,1.1046084,1.1530288,0.7838946,1.2335972,1.0656186,1.1029234,0.4781778,0.676957,1.0438654,0.8621708,0.1352936,0.7748848,0.6442398,0.9797536,0.97803974,1.0604522,1.3018076,0.7174127,0.64531624,0.97835326,0.8455781,0.8809979,1.1053027,1.261159,0.7977996,0.5562215,1.1689041,1.2557776
frog,0.3262251,1.1778327,0.9148617,1.1578616,1.3088386,0.8490273,0.8874581,0.7855533,0.8556639,1.3890114,1.3348686,0.98508096,1.4354163,1.2246697,0.44513243,1.3338051,0.6808332,0.8901386,0.9446755,1.020721,1.115887,1.054856,1.1477447,0.5616358,1.171494,0.8092538,1.0187678,1.2050896,1.3080602,0.7923902,1.3898911,0.9808082,1.1144753,0.9421755,1.3470821,1.1105859,0.8194973,1.197599,0.97317135,0.5649917,1.1186239,0.5030988,0.7121177,1.4100161,1.10813,1.3312229,0.8865818,0.99029547,1.1250708,0.8437289,0.8483058,1.2279325,0.4910807,0.68811303,1.1746997,0.9246634,0.0,1.1149217,0.8062186,1.2663682,1.0355188,0.9418403,1.1195205,0.8634162,1.1421158,1.1859663,1.3471568,0.96192384,0.64943916,1.352501,1.3067775,1.1436563,1.4151467,0.9650178,1.120028,0.9736627,1.08204,1.071749,0.896571,1.0523915,1.1840708,1.1759552,1.116511,0.9975532,1.0587978,0.8295463,0.8412345,1.0747843,0.6144923,1.3629031,1.3376881,0.9333557,0.84046364,0.95526606,0.9330059,0.99519557,0.564618,1.1062295,1.1287762,0.6989112,0.8970869,0.5989929,1.1321826,0.8478821,1.0636268,0.9066453,0.98315954,1.2278514,0.43802273,0.949011,0.99762946,1.1450955,0.6396706,1.4099443,0.85611343,1.4065769,0.9120753,1.2408679,1.265852,1.2152069,0.94562626,0.82579243,1.1323994,0.99957037,0.90338916,1.2249489,0.87880003,0.9423998,0.97370523,1.129923,1.2620567,0.6543233,1.1043987,0.8462473,1.0232431,0.95898813,0.6361855,1.1503228,1.1949414,1.0283765,1.2899128,0.8135713
game,1.1868693,1.1193652,1.1122649,0.98385435,0.8086031,1.0595225,1.080729,1.154568,1.1128287,0.7992653,0.79511946,1.1604083,0.85691243,0.88733566,0.99377143,0.8725138,0.881195,1.0967324,1.0143974,0.7944906,1.0943409,1.1549345,1.0474389,1.061504,1.0446376,1.0417181,1.0394007,1.046042,0.992479,1.2452706,0.891879,0.9901035,1.0600295,1.0620141,0.7799032,1.0737554,1.2840383,0.85133624,1.1024202,1.0050943,0.8782705,1.034675,0.91637206,0.8137311,1.0222943,0.8557038,1.1857057,1.2206974,1.0066687,1.1591922,1.01204,1.1699679,1.1558083,1.1354513,1.2248768,1.239835,1.1149217,0.0,0.9955087,0.9273453,1.216042,1.1014773,1.0902094,1.0308769,0.9163474,0.92247236,0.94453484,1.1576416,0.952108,0.75047994,1.0565413,1.0606755,0.88428044,1.2008854,0.8423803,1.1724575,0.8545662,0.99088764,0.9892028,0.8769984,0.8648602,0.8254143,1.0140812,1.2149391,1.1157695,1.2384197,1.1738119,1.0227326,1.0156211,0.85680497,0.93279344,0.8412389,1.0666368,1.2880554,1.244752,1.1274074,0.9800898,1.0441107,0.92065793,1.2026445,1.015574,0.98077226,1.1603035,1.0434635,0.98670673,1.0078624,1.1610562,0.91600776,1.0450091,0.99405605,0.8996648,0.97638917,1.1595252,0.8623879,0.94729835,0.97735023,0.9826777,0.6981797,0.8606183,0.86704755,1.2581422,1.1734884,1.0602616,0.95986193,1.1626582,1.1443508,1.0811945,1.1538928,0.959778,0.89828706,0.765808,1.1695933,1.2343494,1.1556379,1.0673938,1.066391,1.0372978,0.81656504,0.96058017,1.1671011,0.72457194,0.9781977
giraffe,0.7538334,1.1343981,1.1968944,0.95006984,0.9586143,1.0286522,1.1967429,1.1726794,1.1176618,1.0467702,0.8683373,1.1878074,1.0634414,0.8870403,0.89918643,0.95045906,0.6981199,1.2221782,1.2708294,0.7127749,1.0981405,1.2073274,1.1530607,0.94460315,1.1400932,1.0100205,1.1112676,0.992586,1.1338704,1.2048483,1.0702759,0.9766007,1.053478,1.1242887,0.85877657,0.7880357,1.2008964,0.8519659,1.3155484,0.6001848,1.0193461,0.5868428,0.89743805,1.1020533,1.0284109,0.9351218,1.1336021,1.2439187,1.0200385,1.2062216,0.9146837,1.1413481,1.1633679,1.1912148,1.1191448,1.2688278,0.8062186,0.9955087,0.0,1.07477,1.0947692,1.1992421,1.0576777,1.0215893,1.0087131,1.0343684,0.99909145,1.1874869,0.49494648,1.0121757,1.0178643,1.021551,0.952723,1.2936916,0.98687875,1.2610521,1.0470793,1.1514494,0.8638996,0.92046106,1.0148065,1.0374966,0.9776806,1.1952734,1.2371294,0.5766774,1.2355472,1.1423006,0.9037897,0.9615381,0.9813074,0.5272523,1.0205901,1.2573166,1.2393608,1.2188301,0.65764606,1.0296311,1.0137696,1.1874034,1.2055228,0.6616243,1.1072643,0.9850957,0.9922136,1.0629886,1.0825204,1.0020438,0.89509666,0.883406,1.14377,0.93856,1.0049031,0.9844673,0.9228685,1.0579311,1.13584,1.0685321,1.0609314,1.0010067,1.1875234,1.2159735,1.0905385,1.1611655,1.2917082,0.990913,1.0941002,1.1216474,0.9482945,1.0635772,0.91881585,1.1871758,1.1506852,0.95357835,1.046737,1.2309262,0.88914174,0.9342115,1.1142566,1.196334,1.1108387,0.33937693
glass,1.3113117,1.0319269,1.1898295,0.81633955,0.6393899,0.97059256,0.9970583,1.0501473,1.2313335,0.7414363,0.7904284,1.3711189,0.8735485,0.73188525,1.0373662,0.8087301,1.0478301,1.128024,0.8621671,0.8408319,1.0278102,1.1093128,0.9826043,0.9865768,1.0197984,1.1766987,1.0925628,1.0591215,1.1127336,1.3995482,0.8384559,1.0145891,1.0202688,1.0305701,0.8437381,0.8708862,1.4162812,0.8355214,0.9408772,1.097716,0.83607036,1.2536781,1.2703474,0.77999735,1.0528129,0.9756453,1.1349822,1.2329899,0.9788397,1.1750151,1.1632227,1.1355864,1.3437629,1.3264415,1.2493395,1.1763957,1.2663682,0.9273453,1.07477,0.0,1.2906635,1.2446557,1.1484514,0.84064764,1.033349,0.8634237,0.6210776,1.3696758,1.0791945,0.66447043,1.030435,0.65378356,0.91586626,1.1825867,0.95681876,1.2258395,0.8183976,0.631305,0.9326026,0.70986676,0.8993209,0.86132586,0.9004511,1.3296778,1.1813822,1.223255,1.0584203,1.0330237,1.1777757,0.79592085,1.0566739,0.88953996,1.0273768,1.1607755,1.1734738,1.040913,1.1347433,1.0227405,0.79489994,1.3901329,1.0274034,1.0863681,1.0701187,0.84181046,0.9680312,1.2123258,0.7951562,0.91202915,1.0989646,1.0824504,0.67864585,0.8900585,0.98185146,0.78542066,0.9226741,1.0565037,0.69762814,0.7668401,0.64502865,0.9186091,1.4161634,1.2772377,1.150168,0.70244855,1.0005971,1.1361914,1.1208365,1.1324642,1.0587921,0.954277,0.70183975,1.1978148,1.3010104,1.1437126,0.8038266,1.201434,1.1483696,0.6391942,0.85513437,1.3844819,0.73538625,0.9993216
glasses,0.8975463,0.77270114,0.63466537,1.0404608,1.2824192,1.14456,1.0572861,0.8565293,0.97989315,1.2982366,1.3252265,0.6023662,1.2088531,1.3193463,1.2120907,1.3159503,1.2120535,0.8136113,1.1006135,1.4244753,0.60001755,0.8929975,1.1166679,1.1357802,1.1100408,1.0411787,0.6703081,0.93487906,0.93714935,0.5727902,1.1016662,1.0372156,0.7619629,1.1103636,1.2001867,0.99113476,0.46362257,1.4090863,0.84564114,1.1126645,1.2373189,0.9925235,0.8860383,1.1491889,1.1600655,1.1204742,0.8947118,0.5632226,1.0237439,0.82849056,0.75597167,0.39540005,0.7312563,0.7516762,0.36925387,0.6445357,1.0355188,1.216042,1.0947692,1.2906635,0.0,0.7886994,0.8552803,1.0552776,0.62873054,1.1098762,1.0124227,0.45912015,1.1072326,1.2620631,1.0261178,1.2157604,1.1414988,0.72021013,1.2462575,0.7251902,1.2580513,1.2609241,1.0506642,1.2759359,1.075769,1.126115,1.2131712,0.37668806,1.0346326,0.5628827,0.8507728,1.0650548,0.9795961,1.1989439,0.9793856,1.2766811,1.2243502,0.5739128,0.58063155,0.69422734,1.06439,1.1385497,1.2305492,0.5999732,1.0150857,1.0972027,0.76415133,1.2190682,1.2278943,0.8647393,0.84592766,1.0874054,1.1328344,1.0955259,1.24786,1.0682684,0.96756226,1.1293966,1.2237402,0.84607977,1.2423998,1.2280722,1.3431091,1.2142317,0.42839915,0.750581,0.9029368,1.188407,0.8279277,0.59424424,1.0123796,0.8651488,0.9966787,1.081403,1.3994441,0.85346967,0.3036039,0.622427,0.9216504,1.0555879,1.134702,1.4300275,1.1965114,0.49809468,1.2017126,1.1326808
glove,0.9812385,0.6172476,0.7601634,1.0388988,1.0600659,1.0256127,0.90152484,0.7574861,0.88425297,1.1849337,1.1047722,0.8133856,1.1054097,1.0421735,1.0897758,1.0156951,1.2929852,0.82610667,0.96321595,1.3975565,0.81439763,0.99023545,1.018117,1.1113318,1.0368024,1.04174,0.82235456,0.9686484,0.90047336,0.7395157,1.157934,1.1230508,0.88528985,0.9453577,1.0716993,1.0265996,0.8127152,1.2507665,0.86013484,0.9855315,1.3298519,0.9671607,0.7199212,1.2776606,1.1950803,1.0934114,0.60756046,0.6225788,1.0363452,0.8810971,1.0795848,0.7415431,0.83944917,0.8466847,0.82027507,0.79369855,0.9418403,1.1014773,1.1992421,1.2446557,0.7886994,0.0,0.9360905,1.1474025,1.0400021,1.025161,1.0156349,0.735819,1.1230963,1.2166704,1.0204166,1.0974182,1.1687067,0.9427027,1.2185297,0.83366,0.9892893,1.0346771,1.1063944,0.7725285,1.1491534,1.0736394,1.0732775,0.7984273,0.70187426,0.92103016,0.87233204,1.083286,1.0146618,1.0052377,1.0918067,1.3638276,0.98625684,0.7904917,0.72546256,0.83873457,0.957022,0.7181296,1.0933254,0.8205991,1.0486733,0.95214134,0.8615583,0.9739362,0.93517226,0.95716697,0.9855306,1.0781604,1.0266412,1.1247846,1.1498156,1.0009018,1.0445445,1.0970793,0.97296596,0.954787,0.97461915,1.0776217,1.1608417,1.0289199,0.72510254,0.8493773,0.91930556,1.1230966,0.8666451,1.065949,1.0000769,0.830247,0.91700715,1.0294181,1.3355895,0.74955916,0.6966656,0.8320242,1.0095646,0.6847098,0.9993704,1.3573309,1.1121643,0.81332874,1.23824,1.211932
grass,0.9945282,1.0088964,1.0271827,0.99938715,1.0725963,1.2284261,1.1197644,1.0399369,1.2232287,0.78108025,0.9062552,0.7360176,0.7484493,1.0620601,1.0427634,0.8800238,1.2137876,1.0927274,1.1854634,1.1965097,1.0023214,1.0224435,1.1122898,1.0645022,1.1240553,1.0021511,0.9371665,0.45822507,0.92173505,0.959521,0.8111242,0.88417727,1.02253,1.1204433,0.8876931,0.9995316,0.9369784,1.1352278,1.0736285,1.1130769,1.17582,1.0719517,1.1632634,0.83762646,1.0687916,0.948979,0.87219787,0.9015016,0.65905046,0.92562354,1.1348239,0.8795701,0.87988347,1.0229725,0.78038,0.9165103,1.1195205,1.0902094,1.0576777,1.1484514,0.8552803,0.9360905,0.0,1.2183447,0.996346,1.0225446,1.0373535,0.8802434,1.0980366,1.0207607,0.69440186,1.1638026,0.8861538,0.8791747,1.0134608,0.8850111,1.0940462,1.1648682,1.133241,1.0879184,1.0553756,0.94457316,1.0209334,0.86863005,0.9854408,0.89648956,1.0637579,0.9657165,0.9771128,0.99192554,0.8105455,1.0740583,1.1468654,0.9286028,0.9437165,0.91304725,1.0843207,1.0712769,0.96360004,0.9010829,1.1591518,1.0777607,0.836485,1.2231009,1.1834798,1.0502156,1.0500381,1.0669008,1.0241185,1.0062346,1.2385559,0.8469878,1.2337526,0.86552274,1.1197205,0.81315386,1.1870639,1.0491629,0.99371296,0.7900676,0.83190453,1.0221492,0.9456068,1.2249242,1.0497433,0.83458763,1.1094646,1.0862278,0.9905542,0.91537917,1.0107251,1.135838,0.89233446,0.9668588,1.2338707,1.1139302,1.2905792,1.1787333,1.1314354,0.7887072,0.80602443,1.0475378
gum,0.96671146,1.0655386,0.9871597,0.43782687,1.1036671,0.82561064,1.0195358,0.6484755,0.8015433,1.2472056,1.2050283,1.1113611,1.27735,0.92616606,1.012532,1.2357552,0.7087964,0.9086443,0.9688974,0.7719804,0.85600376,1.1519711,1.0588508,0.93089765,1.1005707,0.99455535,0.8328835,1.2217094,1.1753098,1.0223924,1.2116696,1.0703146,0.95461476,1.0344454,1.1782926,0.7699872,0.9585058,0.9866823,0.96446455,1.113788,0.92979616,0.99436796,0.8662742,1.1800355,0.98375595,1.2089996,1.0517799,0.9639423,1.1138973,1.0040267,0.9473114,0.94263613,1.003014,1.077026,1.0105753,1.0670685,0.8634162,1.0308769,1.0215893,0.84064764,1.0552776,1.1474025,1.2183447,0.0,1.0963886,0.8860091,0.85637045,1.0470065,1.0538337,1.2085317,1.2541568,0.7804886,1.1625783,1.0324672,1.063024,1.1460687,1.0075258,0.6964439,0.8550592,0.8616569,1.1837771,1.0286976,1.0868493,1.0597049,1.0607624,1.0558641,0.8713369,1.088775,0.9447118,1.1440487,1.1599394,0.93407106,0.9307816,1.0272518,1.1034503,0.7353072,1.1150318,1.0000273,0.9365982,1.052347,0.9793635,1.1151694,1.053596,0.8417142,0.813859,0.876832,0.82790834,1.0503736,1.0185381,0.7538849,0.9352318,0.9100816,0.8355365,1.1814156,0.9739734,1.1090486,0.88482153,1.1048454,1.0635958,1.2343907,1.0455621,1.0444653,1.0162673,0.92393935,1.0228435,1.0561396,1.123595,0.96836907,1.1249522,1.040553,1.0608385,0.7759285,1.0647143,0.9581241,0.551103,1.092817,0.6303005,0.85575294,1.1364409,1.0504861,1.1864591,1.0408359
hair,1.1034826,1.0440525,0.90855217,0.9035375,0.9180073,1.0862038,1.126167,1.094321,1.2254131,1.0127401,0.85396427,1.0214161,0.9785483,1.0296062,1.1586461,0.98632216,1.0581378,1.1328822,1.2204763,1.0382842,0.8534932,1.1231977,1.1593212,1.0199744,1.1385257,1.0943496,0.8136519,0.9620501,1.0008755,1.0794508,0.8566631,0.9751268,1.0632174,1.153003,0.7120954,0.9549885,1.0501823,1.1252987,1.1733739,1.0661721,1.0128192,1.0464194,0.858591,0.8956454,1.1982815,0.80966127,1.0652025,0.90888226,1.0217588,1.0549024,0.66812444,0.8416127,1.0798358,1.0614566,0.8239856,1.19097,1.1421158,0.9163474,1.0087131,1.033349,0.62873054,1.0400021,0.996346,1.0963886,0.0,1.0446304,0.8995649,0.849788,0.99498934,0.92737275,0.9084818,1.0616294,0.85577834,1.1616706,1.082562,1.1013318,1.0622457,1.0714569,1.0221866,0.9750667,0.938889,0.8833218,1.0308784,0.8947524,1.2290214,1.0507599,1.043159,1.1130446,0.98058933,0.91069937,0.7675455,0.93993855,1.145524,1.0879748,1.1129911,0.9733939,1.0685763,1.1082395,1.0179361,0.98458964,1.1671059,1.0640914,0.9392627,1.1483582,1.1411904,0.9869564,1.0330397,0.94830906,1.1552883,1.0308691,1.12591,1.022641,1.1416103,0.7801745,1.1465249,0.81048226,1.1974348,0.8276011,1.1143785,1.02894,1.0014077,1.0586116,1.0277747,1.1422443,1.2440499,1.0246075,1.1293597,0.984416,0.9461976,0.8367164,0.9372579,1.1802286,0.8143184,0.7238405,1.0847516,1.2279507,1.116189,1.093786,1.1395304,0.9625525,0.88180006,1.0034045
