,alligator,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,cloud,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,finger,fish,flower,foot,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,nose,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,sink,slide,slipper,sock,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
refrigerator,0.9946659,0.8896768,1.0734047,1.1982987,1.3043411,1.0341038,0.6996155,0.9396531,1.0481424,0.74843884,1.1569134,1.1048962,0.9150169,1.116505,1.093014,1.2111642,1.273444,0.78026,1.0647132,0.8812736,0.33064723,1.0705183,1.0548245,0.406196,1.1761323,0.7668939,1.0870107,0.4337381,1.0337154,1.1609209,0.7040749,1.1463773,1.1010834,1.0557023,0.4085287,0.8510794,1.1424153,1.2351478,1.2447988,1.1523911,1.2463086,1.2052122,0.91443264,1.2438755,1.0989432,1.2035589,0.9558175,0.88497305,1.0202358,1.2623851,1.0206481,0.82736766,0.8736184,1.0279628,0.8843636,1.0560474,1.2899746,1.0261556,1.2234483,1.1827583,1.0597038,0.7604009,0.7999275,1.3257132,1.2754421,1.274584,1.1335275,1.2989588,0.96241784,0.919671,0.0,1.1598086,1.0453637,1.0042315,0.6802564,0.6117074,1.3089149,1.0526624,1.1187748,0.90803605,0.76500237,1.1697593,1.2352554,1.2657546,1.0299169,1.1850278,1.1911159,0.95216966,0.9765648,1.1690199,0.9767069
rooster,1.1051081,1.0035033,1.0301586,1.0750933,1.1258503,0.99809104,1.0596049,0.9606061,1.1936604,0.9820441,0.9436792,1.0704926,1.022228,1.14299,1.136697,1.0564775,0.90241224,1.0942748,0.851393,0.9994724,1.1628952,1.0868406,1.0108505,1.1701293,1.0806472,0.9754189,1.130191,1.1535789,0.6774813,1.0806175,0.9859174,1.1275097,0.9516158,0.74439836,1.0699266,1.0261638,1.087517,0.93856955,1.1464329,1.093144,0.82104087,1.1479928,0.91439646,0.8109135,1.091495,0.80770206,0.88847786,0.9232394,0.79805005,1.0416569,1.0771067,1.075183,0.98283076,1.239611,0.6576215,0.9997318,0.9454136,0.9893807,1.0005581,1.1646454,1.0072129,0.94319487,1.1657755,1.1018547,1.1677009,0.99952084,0.9991365,1.0415499,1.0014353,1.1381326,1.1598086,0.0,0.9249251,0.8751907,1.1020741,1.0941367,0.99445564,1.1015896,0.94261384,0.89801997,0.97219956,1.1280508,0.88907677,0.9364755,0.74939835,0.93381697,1.0016322,1.0263811,0.92328006,1.1360921,1.1646788
scissors,0.9458555,1.0004078,0.98362637,1.1849631,1.1634846,0.8830129,0.9237764,1.0278869,1.1751604,0.85372245,1.0188679,1.073806,1.1346773,1.0834115,0.8087879,1.1257365,1.2516882,0.9233518,0.813883,1.0281659,1.0080429,1.0301032,1.1058881,0.9803626,1.1926193,1.0617768,1.1319511,1.0581094,0.7329849,1.0607262,0.87069136,1.1707969,1.088388,0.87426835,1.0352103,0.96948314,1.006975,0.9121201,1.1579175,1.0274218,1.1369659,1.1028996,0.89107007,1.0331539,1.0758245,0.9685932,1.1695995,1.0521083,0.7338547,1.1277548,1.1350992,0.7976033,0.8420696,0.9829847,0.8525747,1.1008885,1.1269081,0.9535948,1.0784385,1.1418935,0.899305,0.9621787,0.8300441,0.9089036,0.97122914,1.0249696,0.99967426,1.2079477,0.8332647,1.0315956,1.0453637,0.9249251,0.0,0.9826533,0.8280754,1.0095222,1.1679212,1.0933406,1.0547307,1.0810208,0.84730905,1.0877134,0.9020205,1.1980664,0.6036228,0.9894815,1.0806924,0.9422554,0.71841097,1.2076576,1.1394638
shirt,0.96643645,1.2241021,0.74580747,1.1770663,1.321311,1.2394447,0.8003342,0.41299462,1.2592988,0.97920924,0.63257986,1.1096574,0.75390905,1.2960572,1.2664822,1.431598,1.2003037,0.95681167,1.0487778,1.3205197,1.1346467,1.0807523,1.0385993,1.2071724,1.3091067,0.7838026,1.1658121,0.9378371,0.95276296,1.3291734,0.9668725,1.318013,1.0506506,1.0915323,0.78268486,0.909552,1.2003741,1.1136894,1.4151174,1.3418878,1.0217034,1.1528363,0.52960753,1.0614958,1.2686107,0.86519665,0.49662936,0.57154536,0.5933355,1.3352745,0.9926658,0.78037554,1.0497942,1.3924243,0.73349243,1.0045481,1.1368884,0.94148576,1.1810801,1.3911345,0.37624383,0.70014143,0.73720217,1.3006021,1.3288594,1.3940113,1.3135562,1.3577423,1.1550307,1.2891573,1.0042315,0.8751907,0.9826533,0.0,0.91996133,0.75979495,1.3732153,1.3075242,1.0613024,0.33217114,0.88703144,1.4492197,1.1293716,1.1364391,0.7685459,1.1610948,1.3188612,0.6315715,1.0935148,1.3221915,0.92340004
sink,1.0734199,0.9546761,0.9596057,1.168236,1.2607965,1.1881496,0.28815103,0.90527624,1.2107301,0.69558364,0.91640323,1.2431433,0.9430501,1.1947454,1.0738349,1.2752523,1.2006856,0.8549977,0.88543427,0.9308251,0.7788002,1.0914772,1.0247569,0.5959066,1.2001126,0.91288334,1.2764661,0.5599796,0.81988287,1.3331959,0.70602036,1.3186438,1.2191452,1.1572813,0.53407156,0.8593173,1.1070093,0.9503639,1.387213,1.3948685,1.1432076,1.2498304,0.83073723,1.1805707,1.0535985,0.9530653,1.0600054,0.79207236,0.8279896,1.389658,1.1032012,0.60718715,0.835516,1.1499145,0.88804007,1.0902126,1.2190208,0.6242286,1.108063,1.3872762,0.9618057,0.8104845,0.7662941,1.1438034,1.1185378,1.0994002,1.2802012,1.3534424,1.0990744,0.82782006,0.6802564,1.1020741,0.8280754,0.91996133,0.0,0.6623805,1.2614055,1.0610843,1.074523,0.7985391,0.7213504,1.1556108,1.1639743,1.2265943,0.6528677,0.83547807,1.2486492,0.8242812,0.7223061,1.2246606,1.1304024
slide,0.94536483,0.96797025,0.94152135,1.1505783,1.326077,1.1975574,0.7363136,0.7616754,1.169452,0.71504295,0.95767665,1.125361,0.8028859,1.2333586,1.1542927,1.3865197,1.3040633,0.9024671,1.0635711,1.0023764,0.9339852,1.1174141,0.9517591,0.789132,1.2341682,0.772257,1.1930519,0.73997474,0.9868506,1.3262653,0.81167233,1.3676277,1.0610443,1.1309077,0.5139493,0.87827253,1.1590242,1.1723962,1.3312552,1.2909878,1.1882763,1.2453943,0.7815791,1.2839718,1.1316453,1.1235994,0.8344564,0.6338254,0.86055773,1.3754256,1.0540233,0.4009601,0.7672046,1.2026398,0.6495343,1.1249925,1.3653684,0.69358575,1.2810652,1.307905,0.8424323,0.555127,0.76684546,1.2637638,1.2394311,1.2849792,1.2042428,1.3936226,1.1212052,1.1410747,0.6117074,1.0941367,1.0095222,0.75979495,0.6623805,0.0,1.3987175,1.1126012,1.202477,0.6617809,0.7035122,1.3397123,1.2051401,1.2714527,0.77027565,0.98173153,1.3623433,0.881194,0.94132763,1.2341416,0.9985514
slipper,1.3803504,0.7478589,1.2038791,0.7747583,0.7124606,0.847415,1.2565374,1.4171159,0.6715972,1.2141465,1.1303957,1.1264147,1.1917758,0.94331163,0.77515304,0.39132094,0.19538057,1.3525567,0.86873657,0.8673308,1.2435257,1.22663,0.9567853,1.1713526,0.918992,1.3921211,0.96151763,1.367621,0.9125762,0.40477765,1.3502537,0.47907507,1.0335884,1.1194144,1.3854091,1.338533,0.8681177,0.9739126,0.646912,0.655801,0.6282631,1.0572172,1.2885283,0.55449206,0.74352586,0.9238294,1.1443921,1.3476496,1.3564837,0.55312514,1.2452627,1.2726903,1.1096224,0.5783654,1.2633466,1.2811027,0.45137346,0.90840095,0.49693096,0.51568747,1.3996239,1.3862941,1.3707815,0.61736906,0.63958085,0.43680632,0.6589785,0.27857232,1.0474379,0.7929549,1.3089149,0.99445564,1.1679212,1.3732153,1.2614055,1.3987175,0.0,0.652228,0.87932014,1.3647261,1.2868093,0.46747768,0.70576555,0.3416736,1.207401,0.56903774,0.66790974,1.3958085,1.0138131,0.36932445,1.2833166
sock,1.2841027,0.80531114,1.0585053,0.9705049,0.93313664,1.0061438,1.0744756,1.3604884,0.39734995,1.2553976,1.2185714,1.2013495,1.1984812,1.0922794,0.8931917,0.60617006,0.7164464,1.1611838,0.9743807,0.84606683,0.9977788,1.204009,1.174862,0.70874643,1.0256279,1.2405031,1.0356971,0.9305551,0.9037948,0.5142758,1.251991,0.67342716,1.240954,1.1647861,1.067708,1.295449,1.0115517,0.8053851,0.70990187,0.75098133,0.6778335,1.1923838,1.3483871,0.7863815,0.17646003,0.998126,1.2085704,1.259444,1.2649022,0.94496435,1.2322812,0.93459016,0.8890725,0.52911514,1.3600607,1.2604549,0.7403346,1.0309699,0.4347881,0.6288743,1.3459212,1.1500688,1.2431753,0.6005616,0.67832947,0.5030271,0.768786,0.5967387,1.1225935,0.71225077,1.0526624,1.1015896,1.0933406,1.3075242,1.0610843,1.1126012,0.652228,0.0,0.92126036,1.1662906,1.3157097,0.7169684,0.8068743,0.70724154,1.0345074,0.76256526,1.1260118,1.4058429,0.85969824,0.48937857,1.1903605
strawberry,1.0824211,0.99972266,0.92464983,1.0198251,0.91583884,1.0376064,1.053224,1.1918112,1.0320773,1.1877208,0.7905737,1.0312828,1.0468343,1.1200745,1.1533499,0.9531459,0.8977232,1.1604627,0.7374007,1.0166713,1.0909733,1.1860031,1.1156482,1.1469777,0.9452992,1.1895581,0.8798685,1.183081,0.8084743,1.0374755,1.2233425,1.0363895,1.1228079,1.1187598,1.1676004,1.166185,0.9560493,0.6508972,0.97382766,1.0221255,0.8220143,1.1157826,1.0804319,0.85857785,0.7540148,0.31503648,1.0665257,1.1212533,0.9368165,1.1081067,1.0635401,1.1246349,1.1031326,0.97800153,0.8948496,1.0635021,0.4327222,0.9894438,0.7835072,0.8178756,1.0011681,1.0623542,1.1784167,1.0358919,1.0655739,0.980477,1.1194994,1.0570773,1.065327,0.975338,1.1187748,0.94261384,1.0547307,1.0613024,1.074523,1.202477,0.87932014,0.92126036,0.0,1.0345994,1.2114685,0.96715224,0.74004036,0.78503317,0.91980225,0.93580925,1.1558714,1.1425835,0.97826695,0.9185071,1.1810641
sweater,0.9749234,1.1113167,0.72073424,1.1467856,1.3217666,1.2571504,0.64704823,0.38605928,1.2231865,0.9728512,0.69186896,1.1979825,0.73911804,1.3683513,1.3007472,1.4187862,1.2141967,0.96000814,1.0539324,1.2013098,1.1446432,1.1347249,1.0128291,1.0473878,1.320842,0.828187,1.2410991,0.797485,0.8446832,1.3324184,0.9956235,1.3886589,1.0860554,1.0764887,0.6228227,0.94121325,1.1875693,0.98600644,1.4316314,1.3942235,0.87686354,1.2266599,0.79168034,0.9729592,1.1675354,0.8657356,0.52946585,0.73361206,0.60150325,1.3405607,1.0217005,0.7664782,1.0270399,1.3733268,0.7183279,1.058391,1.0346146,0.8767518,1.0644113,1.3554256,0.67709434,0.57397926,0.76442087,1.3472948,1.34413,1.2979239,1.3228725,1.3876541,1.1769767,1.2702012,0.90803605,0.89801997,1.0810208,0.33217114,0.7985391,0.6617809,1.3647261,1.1662906,1.0345994,0.0,0.90776896,1.4011192,1.0117863,1.103968,0.7154677,1.1003424,1.343482,0.7365551,1.054409,1.2369229,0.9845828
table,0.9429507,0.97708386,1.0614703,1.2843783,1.3818722,0.91436577,0.8254414,0.7417324,1.3018775,0.07307094,1.0789541,1.0945547,0.91106266,1.0445467,0.80338234,1.4153209,1.1742792,0.5532474,0.97661716,1.1443381,0.86423385,0.93372273,0.90162563,0.8024813,1.1593928,0.661786,1.1993139,0.7234255,1.0152211,1.3855147,0.37517822,1.4000648,0.94222456,1.0261083,0.6676402,0.5820552,1.1600595,1.31779,1.4220002,1.3007782,1.3218524,1.1588566,0.8092452,1.3033671,1.3870524,1.2326674,0.9521914,0.71519065,0.9969606,1.3401649,1.0631409,0.88513654,0.82013035,1.2723097,0.9003919,0.9752175,1.4741168,0.88735473,1.3855691,1.3824558,0.9107031,0.7819531,0.7270303,1.2685335,1.2319412,1.2670848,1.1856605,1.2230821,0.8267511,0.9894819,0.76500237,0.97219956,0.84730905,0.88703144,0.7213504,0.7035122,1.2868093,1.3157097,1.2114685,0.90776896,0.0,1.2537267,1.3251736,1.3413546,0.8948363,1.1257021,1.0126259,0.53120536,1.0237089,1.3868572,0.94813615
tape,1.2209499,0.87356824,1.2147197,0.7372534,0.6971133,0.84683096,1.1754382,1.407885,0.6405777,1.1792464,1.1784928,1.0501168,1.2408819,0.8419039,0.6913464,0.26035756,0.6640558,1.1520545,1.0639641,0.7454344,1.071833,0.98191696,1.0530838,1.049154,0.6299979,1.2905922,0.9294725,1.2143134,1.197904,0.5676658,1.2803502,0.44286144,1.069956,1.0440881,1.2757883,1.2149017,0.85215694,1.0076928,0.61814743,0.5962174,0.9282106,0.932784,1.3464191,0.82492983,0.78668815,1.0001706,1.2760279,1.3217695,1.3295403,0.6386194,1.1160893,1.2181859,1.1116585,0.6393368,1.3471342,1.1075535,0.7569488,1.0897487,0.8251042,0.5622465,1.349235,1.3922695,1.2534469,0.60285795,0.5892505,0.5929143,0.6941401,0.533177,0.9720672,0.6821036,1.1697593,1.1280508,1.0877134,1.4492197,1.1556108,1.3397123,0.46747768,0.7169684,0.96715224,1.4011192,1.2537267,0.0,0.96653295,0.7424949,1.3020743,0.88258725,0.6886189,1.1427281,0.9311111,0.6097946,1.1219693
toe,1.1841668,0.9365495,0.514303,1.1143155,1.031367,1.0604951,1.1521562,1.1691122,1.0042726,1.2803797,0.95235395,1.1378313,1.0975763,1.1130644,1.0785094,0.8519151,0.83670914,1.3471972,0.7472923,0.92639804,1.15453,1.2724848,1.1737828,1.1203569,1.0846672,1.2033843,1.0833372,1.2136708,0.64754206,0.7378415,1.2979928,0.9332851,1.1319673,0.99369717,1.2883618,1.307359,0.83349925,0.5868652,1.000015,0.9254031,0.56121,1.1519327,1.1074829,0.6545031,0.69244635,0.6941774,1.0172783,1.2060344,0.73924696,0.9795571,1.174202,1.1047677,1.020393,0.8267387,0.8526584,1.1952482,0.4679134,1.0790081,0.50291324,0.8325834,1.1310804,1.0848211,1.2828062,0.91398,0.9422635,0.74502206,0.87293345,0.9271079,1.101144,1.0613741,1.2352554,0.88907677,0.9020205,1.1293716,1.1639743,1.2051401,0.70576555,0.8068743,0.74004036,1.0117863,1.3251736,0.96653295,0.0,0.6894136,0.90842575,0.8035227,1.0529224,1.3437047,0.93946576,0.76942945,1.2304631
tooth,1.2925012,0.947661,1.0670533,0.92701876,0.90546715,0.96921736,1.1291815,1.2542384,0.8041609,1.3069112,0.9379701,1.2001331,1.1668469,1.1347581,0.94928974,0.6178186,0.26878077,1.3187102,0.92993605,0.95111394,1.2744582,1.2817838,1.0467029,1.2095157,1.0251242,1.2437744,1.026645,1.2993047,0.76019144,0.5085475,1.2957252,0.6533431,1.1841333,1.1804271,1.2629869,1.2811948,1.0104458,0.8306899,0.8157643,0.85039264,0.373981,1.1490266,1.1622416,0.41720974,0.77859086,0.6785659,0.98992723,1.1613152,1.188491,0.7905086,1.2118788,1.1524979,1.13571,0.8866946,1.0784267,1.2773235,0.3570689,0.93466043,0.39858007,0.7197311,1.2243744,1.2414399,1.3650824,0.75164723,0.79873836,0.6349871,0.92073035,0.44121695,1.131797,0.94868284,1.2657546,0.9364755,1.1980664,1.1364391,1.2265943,1.2714527,0.3416736,0.70724154,0.78503317,1.103968,1.3413546,0.7424949,0.6894136,0.0,0.996753,0.7547003,0.9527304,1.2977068,1.0158831,0.4954511,1.2416792
toothbrush,1.0896537,1.0642288,0.8951597,1.227345,1.3895276,1.1641359,0.77465814,0.84271765,1.2410768,0.95209837,0.79060304,1.2818223,0.93438977,1.334402,1.0032645,1.2735257,1.0665746,0.93904203,0.8368665,1.0695698,1.1530312,1.2266397,1.1415163,1.0055506,1.2793977,1.0417373,1.1732374,1.0087394,0.34753358,1.2328149,0.9221836,1.2953283,1.2565815,1.1909873,0.8096953,0.9406216,1.2609842,0.69820285,1.4078562,1.389371,0.77207446,1.4150178,0.6980394,0.87185013,0.9966638,0.64062154,0.8995062,0.7471729,0.5261119,1.4442658,1.1698514,0.7183283,0.79263407,1.3152058,0.5812522,1.180181,0.9422352,0.5360701,0.8432859,1.3528941,0.85445666,0.7289069,0.83673143,1.1062723,1.1785685,1.0460441,1.3140547,1.2678676,1.1205726,1.1009765,1.0299169,0.74939835,0.6036228,0.7685459,0.6528677,0.77027565,1.207401,1.0345074,0.91980225,0.7154677,0.8948363,1.3020743,0.90842575,0.996753,0.0,0.7401458,1.4573519,0.8834073,0.835647,1.1726143,1.2935344
towel,1.2577869,0.8312009,0.94593084,1.044853,1.0438194,1.0367918,0.8677923,1.1371086,0.94387704,1.0743008,1.0185528,1.1992757,0.8350162,1.0807537,0.9109896,0.8809692,0.6800155,1.1876776,0.761215,0.94871914,1.1604577,1.2065867,0.9880012,0.9940259,1.1468792,1.1743255,0.96747506,1.107163,0.70272446,0.9506236,1.1107193,1.03662,1.0875678,1.0470508,1.1705006,1.2043346,1.14395,0.82259643,0.9838794,1.1198767,0.7801182,1.2123014,1.1006659,0.781041,0.73508656,0.8672361,1.1706595,1.1656655,1.0466629,1.0330424,1.1792147,0.8243022,0.92430425,0.919363,1.0601693,1.2632301,0.816774,0.26921493,0.7090384,1.0185072,1.168737,1.1105249,1.1174021,0.7884196,0.794062,0.46786976,0.99219364,0.8226211,1.1000278,0.8536665,1.1850278,0.93381697,0.9894815,1.1610948,0.83547807,0.98173153,0.56903774,0.76256526,0.93580925,1.1003424,1.1257021,0.88258725,0.8035227,0.7547003,0.7401458,0.0,1.1877265,1.2657099,0.81028986,0.8167532,1.2543172
toy,0.9899185,0.89888227,1.3317232,0.7873237,0.5866089,0.65961117,1.3485152,1.2402356,1.0406237,1.0120077,1.2574065,0.7501186,1.1254388,0.5733177,0.78775704,0.71106,0.7557076,1.0759808,1.144458,0.87969244,1.0450752,0.6723356,0.65552735,1.126743,0.7826247,1.1297668,1.0568223,1.1630547,1.3082554,0.79918456,0.92143536,0.686038,0.63661015,0.76498747,1.2988737,0.9904192,0.76152843,1.2676086,0.73401916,0.67503846,1.1941348,0.5340714,1.2512846,1.000647,1.166355,1.3264005,1.0920911,1.3061645,1.3768396,0.38070428,0.91619277,1.3836441,1.1437322,0.7748486,1.2721145,0.79165214,1.0221908,1.3380703,1.1515942,0.83988667,1.2899213,1.2726452,1.2302804,0.75835663,0.7317129,0.86700326,0.6400851,0.68505406,0.72380203,0.9225624,1.1911159,1.0016322,1.0806924,1.3188612,1.2486492,1.3623433,0.66790974,1.1260118,1.1558714,1.343482,1.0126259,0.6886189,1.0529224,0.9527304,1.4573519,1.1877265,0.0,1.0801294,1.1256995,0.9712845,0.9866313
tray,0.9249904,1.3146192,0.94504374,1.1538591,1.2663008,1.0215336,0.69452596,0.4880697,1.3014233,0.6805647,0.82173985,1.1412655,0.8218079,1.0492212,0.96081984,1.3782904,1.2891036,0.36211604,1.1727192,1.2071564,1.0405294,0.89354897,0.9892169,1.1257051,1.0354981,0.7453303,1.1608304,0.9200679,1.1052394,1.4384402,0.6985598,1.3104235,1.0938547,1.1753589,0.72866344,0.40594637,1.1714715,1.1878784,1.4791709,1.4182696,1.2103181,0.9561063,0.61242366,1.2622353,1.4167838,0.9923227,0.8815489,0.6499294,0.70978576,1.3044187,0.9751367,0.9982788,1.0267965,1.4366372,0.9165028,0.8704134,1.3013787,0.98533934,1.3391223,1.3676682,0.5648371,0.8339849,0.5895824,1.2972356,1.2591548,1.4428389,1.4031348,1.3506024,0.89307576,1.0087924,0.95216966,1.0263811,0.9422554,0.6315715,0.8242812,0.881194,1.3958085,1.4058429,1.1425835,0.7365551,0.53120536,1.1427281,1.3437047,1.2977068,0.8834073,1.2657099,1.0801294,0.0,1.1274831,1.3604801,0.74267787
vacuum,1.0997801,0.90229535,1.0341803,1.1840186,1.1820089,0.93106097,0.71439093,1.241632,1.0118182,0.97626424,0.88259304,1.1192511,1.1545049,1.0395083,1.0869225,1.0109959,1.0813158,1.1100371,0.7205411,0.86257744,0.94429886,1.0259951,1.0734588,0.6959426,1.091619,1.1121843,1.1272002,0.901786,0.81540895,1.0045022,0.8946966,1.1390028,1.1159047,0.7598464,0.91198015,1.0969303,1.0926715,0.94642043,1.0575889,1.0162241,1.0231675,1.1390935,1.022507,0.96536475,0.8550835,0.87439966,1.2351115,1.0491714,0.95959705,1.1898391,1.1784742,0.4960041,0.7238778,0.92568016,1.068709,1.088051,1.1043426,0.92007035,0.9334631,1.1842296,1.03513,1.0847687,1.1706463,0.96463114,1.012059,0.8770895,0.89104104,1.1190085,0.9216602,0.8773714,0.9765648,0.92328006,0.71841097,1.0935148,0.7223061,0.94132763,1.0138131,0.85969824,0.97826695,1.054409,1.0237089,0.9311111,0.93946576,1.0158831,0.835647,0.81028986,1.1256995,1.1274831,0.0,1.0583744,1.2350615
watch,1.3522696,0.8581097,1.080743,0.7952962,0.84532875,0.9918401,1.2360879,1.3285507,0.33025014,1.3522046,1.1371329,1.2197158,1.2016692,1.0573301,0.86666846,0.3527431,0.5747277,1.2727786,0.9770363,0.9401773,1.1637039,1.2753875,1.1103027,1.0294995,0.8986829,1.3256842,1.0087581,1.1782049,1.0026268,0.23990083,1.4066943,0.39968222,1.1826766,1.1573405,1.2201004,1.3005271,0.92521536,0.8865767,0.64254236,0.5140508,0.6353128,1.1470644,1.298285,0.58184886,0.65736246,0.92036915,1.1583048,1.2992678,1.2288089,0.74220276,1.2664233,1.2088014,1.067899,0.4265139,1.2104896,1.2682525,0.50443596,1.0597204,0.36063588,0.40658653,1.3253105,1.2175314,1.2902722,0.7212708,0.76511484,0.59273237,0.6578553,0.44758725,1.1513213,0.7796689,1.1690199,1.1360921,1.2076576,1.3221915,1.2246606,1.2341416,0.36932445,0.48937857,0.9185071,1.2369229,1.3868572,0.6097946,0.76942945,0.4954511,1.1726143,0.8167532,0.9712845,1.3604801,1.0583744,0.0,1.2027702
window,0.70918775,1.2156208,1.0049183,0.93228495,0.86435986,1.0886874,1.0505434,0.7514608,1.0115788,0.99437875,1.1271373,0.82103544,1.0049934,0.90622336,0.9830602,1.190606,1.2140915,0.83623475,1.3108828,1.0278399,0.9722004,0.6879982,1.0198365,1.0840857,0.82769424,0.9213587,0.8339964,0.9050863,1.3669437,1.1852931,0.97587174,1.1107606,0.99124825,1.0837326,0.9230201,0.87441957,1.0177486,1.014726,1.0171782,1.1002996,1.1786005,0.58605313,1.0192775,1.229927,1.1623812,1.2556814,0.9494454,1.0531725,0.96529484,0.9767475,0.72442234,1.1216943,1.111159,1.1661814,1.1146861,0.64202607,1.2397215,1.2121258,1.28746,1.0142833,0.8567695,0.9617541,0.787905,1.0664004,0.9943127,1.1988934,1.0767397,1.0743856,1.0323739,1.0290108,0.9767069,1.1646788,1.1394638,0.92340004,1.1304024,0.9985514,1.2833166,1.1903605,1.1810641,0.9845828,0.94813615,1.1219693,1.2304631,1.2416792,1.2935344,1.2543172,0.9866313,0.74267787,1.2350615,1.2027702,0.0
