,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
strawberry,1.00517,0.70182383,0.85213536,0.71255594,1.0297664,1.0377014,0.9822353,1.1575637,1.2230449,0.95373994,0.8693766,1.0490947,0.9647167,1.1308107,1.1782442,1.1597036,0.9888654,1.0463576,1.1403464,0.9170494,0.8104906,1.1205907,1.1008084,0.9885091,0.99219555,1.1117989,1.079354,1.0153486,1.1022402,1.152732,1.1422462,1.0751462,1.0480933,1.1175112,1.0614611,0.97490066,1.0332077,1.0409051,0.97470313,1.0392368,0.9153754,1.0746843,0.85181046,0.9979926,1.0635285,1.0359913,1.1738714,0.9595196,0.96867365,1.0628194,0.83092546,0.8751643,0.95924205,1.0311428,0.7580532,1.0464196,0.8466983,1.0309837,0.9989283,0.93656814,0.8575796,1.195504,1.1306591,0.9572017,1.0855358,0.7697369,1.1253759,1.0723042,1.0220393,0.85176486,1.0394863,1.0427853,0.92307174,1.1064749,0.62969756,1.1228062,1.0200176,0.7933505,0.91813755,0.9403639,1.0590284,1.1610143,1.1172955,1.062185,1.0541431,1.1282966,0.7455935,1.0674015,1.0966101,1.1918238,0.86461055,0.88411146,0.9062856,1.0956209,0.8911962,1.052677,0.8451685,0.8711703,1.1691209,1.1836352,1.1138432,1.1210585,0.9068326,1.0670855,1.1628526,0.0,1.0696609,0.9404205,1.0671632,1.0739633,0.744709,0.9036632,0.9624454,1.047522,1.1683517,0.9622402,1.0645733,1.2464259,1.152806,1.0549309
stroller,0.7200189,1.2419373,1.1833928,1.2300348,1.2543256,1.1921823,0.9230887,0.6983304,1.2299116,0.7537635,0.84238267,0.96808016,0.8237026,1.1692715,1.2119977,1.3178725,0.9921262,1.2191055,1.0121626,1.2665777,1.0711488,1.2344158,1.1042479,0.8421038,0.7807334,1.2157156,0.7768752,0.7889694,1.1024253,0.6346511,1.2383022,0.7748835,1.3432906,1.1889256,0.87482643,0.9356551,0.929096,0.88575274,0.902857,1.3032951,1.2073728,0.86208993,1.01789,0.79382324,1.2194831,1.153264,1.2997661,0.9050496,1.1201344,1.0974867,1.0354723,1.1673913,0.79161346,0.8537451,0.9123961,1.164893,1.1122284,1.0129575,0.76585585,1.1165049,0.60767746,1.3608475,1.2935722,0.9370159,0.8089738,0.9485357,1.0438988,0.24311328,1.0126004,0.88921213,1.2177937,1.3635473,1.2105902,1.2780405,1.1825193,0.8725865,0.9261827,0.80361384,0.615106,0.96715224,1.2290672,1.2319376,1.1279469,1.3377669,1.027508,1.3380133,1.1433915,1.0345086,1.1356252,0.9401812,0.77444726,0.9231998,0.61523825,0.78762513,0.729114,1.1645842,0.95192176,1.1772928,0.9469251,1.2863768,0.8196572,1.1953906,1.0291938,1.2724743,1.3384119,1.0696609,0.0,0.747689,0.81607103,1.3323214,1.0942401,1.1941819,0.8757471,1.3804268,0.7091111,0.76393217,0.86346066,0.6187092,1.1475581,0.9393804
sweater,0.68709576,1.3275684,1.2653272,1.30163,1.3580179,1.3900371,0.8143543,0.57422984,1.3271251,0.8878766,0.39833963,0.74703425,0.89236236,1.2769239,1.388237,1.370029,1.0918763,1.2960657,1.0444803,1.4195433,1.0989159,1.399476,1.2990549,0.75926256,1.0195676,1.349346,0.64870745,0.7043374,1.098297,0.51993036,1.4576368,0.7245569,1.5067713,1.1328858,0.8043915,0.94363326,0.82853615,1.003696,0.657467,1.4126948,1.298663,0.72101474,1.0865738,0.60502994,1.2705224,1.1592424,1.3115468,0.88563955,1.1709666,1.17479,0.9022102,1.2108923,0.7497535,0.77042824,0.7171722,1.3361883,1.1084925,0.86490405,0.245278,1.0922875,0.33210945,1.4564193,1.4269543,0.91665226,1.0474325,0.74842334,1.1233094,0.7544768,0.9331246,0.7958299,1.3482556,1.3357534,1.1606021,1.4015641,1.2918385,0.8462428,0.70858,0.5066873,0.41399217,0.75481915,1.352486,1.2786546,1.2805136,1.433296,1.0924975,1.3580831,1.23272,1.2575862,1.3602145,0.8578395,0.81955963,0.825622,0.5829047,0.80346096,0.13183582,1.4418349,0.6852642,1.2399868,0.9749978,1.4520724,0.8699119,1.4720547,0.9629649,1.213107,1.412694,0.9404205,0.747689,0.0,0.74803144,1.4704379,1.1155452,1.1225474,0.79258734,1.4236882,1.0565307,0.78727055,0.8601763,1.0621221,1.346802,0.8418859
table,0.59245193,1.3159752,1.1859875,1.2688496,1.2922719,1.1641766,0.7965514,0.45135206,1.3464622,0.8697655,0.76982486,0.4931038,0.83070546,1.0756124,1.4013448,0.87090087,0.8856408,1.0841049,1.0341841,1.4258327,1.1315268,1.3833427,1.3396764,0.8333322,0.8542898,1.2360235,0.7418273,0.3828168,0.7989578,0.57742214,1.4766574,0.46552885,1.3150418,1.0446054,0.8237673,0.9516388,0.9133761,0.82477516,0.9841252,1.284243,1.3867235,0.8853278,1.35847,0.7765856,1.3246331,1.1132929,0.8714299,0.89657897,0.96725523,1.402855,1.3172603,1.2937952,0.9607951,0.6486808,0.9992769,1.5154006,1.1659158,0.9605336,0.7161069,0.7856911,0.868659,1.1217979,1.3149524,0.8164871,0.99101543,0.98976845,1.0482923,0.7718103,1.0915205,0.88636076,1.4377908,1.0228156,1.426879,1.334976,1.3982285,0.93828756,0.8327159,0.7797655,0.85499483,0.6236628,1.4222277,1.2355354,1.2279785,1.3381805,1.1112359,0.79858613,1.4110343,1.2740302,1.247746,0.9351219,0.759555,0.822419,0.93751127,0.7698599,0.80335987,1.4873302,1.042274,1.2793931,0.78489757,1.340702,0.78065264,1.5460881,1.1918672,0.86564285,0.9671965,1.0671632,0.81607103,0.74803144,0.0,1.2234075,1.4356185,1.2695553,0.9100431,1.0554388,0.885038,0.38937604,0.8602263,1.0601631,1.3758519,0.80013335
tape,1.4480209,0.5860157,0.5732125,0.59134746,0.6089748,0.71217376,1.2007128,1.3856335,0.6023531,1.2634461,1.4440417,1.2573436,1.2221298,0.7150634,0.44300365,0.50800526,1.0327998,0.5217569,1.1438959,0.5686974,1.0418662,0.6006118,0.60311484,1.3142385,1.0795135,0.39193022,1.3642794,1.275276,0.9181856,1.394413,0.4880919,1.3972983,0.3726886,0.7212324,1.2553413,1.1983362,1.2969998,1.260044,1.1262056,0.354662,0.7264661,1.2319181,0.9988419,1.278539,0.78581786,0.8882925,0.76166093,1.1665491,0.8652774,0.8128938,1.1305634,0.7982087,1.3099356,1.2832391,1.3688862,0.6094912,1.042534,1.3679862,1.433492,0.91943055,1.49387,0.6049881,0.4975438,1.2002143,0.98749477,1.3072914,0.99593616,1.3247192,1.1456361,1.280921,0.5457116,0.6752906,0.8378892,0.5856051,0.66351247,1.10321,1.2680507,1.4557915,1.4525384,1.2411106,0.5765577,0.740289,0.5954733,0.5962647,1.0015799,0.51689583,0.645815,0.80451477,0.6068897,1.1531563,1.304481,1.2890806,1.4482217,1.1735094,1.4941473,0.6066259,1.3025205,0.75813174,1.1596508,0.49548233,1.249684,0.5405084,1.1432006,0.7823673,0.58069265,1.0739633,1.3323214,1.4704379,1.2234075,0.0,0.9623449,1.0206914,1.3350902,0.5144884,1.0655708,1.2866718,1.1999049,1.1024827,0.61495644,1.194674
toe,1.2848552,0.70921373,0.8480134,0.72059304,0.77085245,1.0929515,1.1980187,1.3811871,0.93472815,0.90986943,0.8960858,1.4309746,1.2286658,1.2007691,0.9438791,1.2179766,1.2355882,0.9536789,1.1834657,0.8420502,0.7449615,0.75288594,1.0132016,1.1761072,1.0844457,0.974247,1.1289585,1.3260782,1.2365704,1.2676895,0.69356287,1.4153826,0.9930117,1.1884642,1.2170981,1.1621417,1.1235335,1.1259305,0.9633607,0.80371124,0.67294073,1.0430768,0.25240636,1.2226012,0.9009139,1.1942259,1.2692769,1.229609,1.2313567,0.5366388,0.5205676,0.6580507,0.8028264,1.1935531,0.56078565,0.58066064,0.9682943,1.1097319,1.1297194,1.2433515,0.95327497,1.1024884,0.938049,1.1506525,1.181268,0.8470238,1.0259664,1.215418,0.73621833,1.004907,0.61335784,0.99350476,0.35103846,0.80934215,0.35433507,1.1738203,1.1590346,0.87184227,0.9903655,1.2218368,0.69709474,0.91736877,0.855464,0.89652663,1.1724743,1.233629,0.37085235,1.0110602,1.0342609,1.2033563,1.1883857,1.0779902,0.97519916,1.2401474,0.96466184,0.47459197,0.93510944,0.9011837,1.1463928,0.9806318,1.2838099,0.45510864,0.5754536,1.1925086,1.156154,0.744709,1.0942401,1.1155452,1.4356185,0.9623449,0.0,0.42442912,0.9902681,1.0157115,1.2606223,1.2998285,1.2782485,1.208586,0.75221753,1.2332361
tooth,1.1934884,0.7290719,0.9399769,0.83490276,0.88483727,1.2077687,1.2192671,1.2901444,1.0189235,1.1876483,0.8372442,1.2401391,1.1633742,1.1520199,1.0427967,1.0905937,1.2104065,1.0513594,1.1512687,1.0092256,0.7610749,1.0058464,1.0845648,1.1404095,1.2203444,0.9747456,1.2271769,1.2700628,1.0228597,1.2655864,0.7949372,1.2456933,1.0397816,1.2101609,1.1529967,1.1394676,1.2269686,1.0904177,1.023494,0.9249453,0.7001655,0.92797023,0.42932296,1.1287551,0.9665894,1.1456983,1.0056492,1.1474167,1.0537729,0.6409783,0.82213116,0.62321794,0.81222427,1.1357985,0.6813756,0.78393894,1.0058198,0.93726873,1.0516666,1.139296,1.1085697,0.9614171,1.0309871,1.1470922,1.2349044,0.9919752,1.0090888,1.2246696,0.325724,1.101159,0.7417871,1.0577929,0.45570445,0.8893997,0.6064154,1.241949,1.1002414,0.9060481,1.1162567,1.0169419,0.71540236,0.77687067,1.0006378,1.0746958,1.1918447,1.0739262,0.7379134,1.1182657,1.1017073,1.286026,1.0725477,1.087788,1.0495741,1.1207747,0.98996323,0.79014623,0.92653114,1.0043534,1.0691153,1.05877,1.146271,0.7327252,0.85435647,1.0064087,1.0046593,0.9036632,1.1941819,1.1225474,1.2695553,1.0206914,0.42442912,0.0,0.793064,0.99780786,1.1604588,1.2113731,1.1610882,1.2788136,0.8554216,1.2256324
toothbrush,0.7233173,1.1745849,1.0732855,1.1858684,1.2569261,1.3549736,0.92175835,0.8863082,1.29899,0.9258738,0.75264597,0.8765209,0.6597626,1.0107291,1.3466566,1.3098332,0.9130215,1.2335283,0.9300325,1.2319205,1.0242841,1.2375668,1.2851214,0.92730695,1.0708984,1.1896495,0.8909652,0.7730534,0.97134775,0.93315053,1.1805143,0.8277845,1.4058845,1.1261289,0.98574024,0.8504453,0.96468353,0.8013714,1.0898024,1.3219632,1.2061404,0.87524015,1.012974,0.9853396,1.2030982,1.2869554,1.0451534,0.7633532,1.0989203,1.1466053,0.94939697,0.6388173,0.90750194,0.86138445,0.49638915,1.3555224,1.1530702,0.7548232,0.82900774,0.97023565,0.82584566,1.1616898,1.291281,0.8291986,0.9991637,0.8222406,0.84305763,0.86484575,0.8461115,0.8010513,1.2613983,1.2236464,1.089401,1.2504652,1.1974913,1.0592364,0.8994669,0.67784613,0.883649,0.66497487,1.0573246,0.7362571,1.2554241,1.3509526,1.2758331,1.2492738,1.2025958,1.1553062,1.243954,1.0108918,0.9104915,0.9274462,0.8022705,0.5530453,0.77224827,1.2768412,0.89672923,1.1208661,1.0088187,1.2844961,0.65860224,1.2951156,0.9406499,1.1569867,1.1684117,0.9624454,0.8757471,0.79258734,0.9100431,1.3350902,0.9902681,0.793064,0.0,1.2686917,0.6858565,0.75793356,1.1087134,1.0888524,1.281903,1.0273591
towel,1.3815328,0.737393,0.7558459,0.89752376,0.6383454,0.63117623,1.0663044,1.2446034,0.712188,1.1559072,1.3054731,0.8750183,1.0799307,0.5379885,0.5900242,0.6008726,0.90189254,0.6081987,0.9732703,0.5762467,1.0442823,0.62698245,0.6644348,1.3699838,0.94280636,0.74747956,1.348874,1.2250103,0.70712876,1.3578196,0.567822,1.2378521,0.51197284,0.8608831,1.3221629,1.1482718,1.2132407,1.1959585,1.122365,0.5277084,0.89422536,1.3779993,1.1042203,1.319112,0.74847555,0.8876023,0.5728892,1.2109333,0.94998634,0.9538961,0.910823,0.80484265,1.4552993,1.1899844,1.3594778,0.7545917,0.90120435,1.1881938,1.4777067,0.9395626,1.4050221,0.543795,0.6264629,1.1699231,1.0108407,1.1118438,1.0177181,1.3960402,1.1157727,1.3072922,0.7332127,0.23483229,0.9073802,0.7347709,0.8491001,1.2007265,1.2765076,1.2602865,1.4006841,0.9447304,0.68871856,0.7800839,0.74750435,0.4471727,1.035768,0.5937693,0.8770349,0.6659558,0.7091186,1.1537808,1.2073004,1.2450154,1.35095,1.1544366,1.44832,0.71319866,1.0944878,0.7981175,1.1882821,0.61179936,1.1488397,0.6562532,0.83808064,0.8828694,0.55722773,1.047522,1.3804268,1.4236882,1.0554388,0.5144884,1.0157115,0.99780786,1.2686917,0.0,1.060436,1.2029711,1.1667776,1.1324203,0.7742127,1.2087657
toy,0.68745315,1.107172,1.0016571,1.1240124,1.0374646,0.9979171,1.0283971,0.86493134,1.124044,1.1157227,1.053113,0.8191688,0.36493385,0.7830742,1.0739976,1.0043832,0.9106594,1.0133597,0.98282427,1.1065371,1.1317197,1.1917286,1.0271521,0.95895565,0.92276096,1.0225918,1.0377784,0.87373734,0.8547021,0.9133923,1.0208765,0.90614647,1.1240531,0.98045105,0.89051217,0.69097495,1.2096324,0.8947418,1.0665803,1.1289884,1.1392813,0.97079325,1.1907462,1.0207722,1.1694402,1.025231,1.0215117,0.6355277,1.0459108,1.16858,1.1559117,0.9402526,1.0846627,0.8854688,0.97120225,1.1767997,1.1471616,0.9649477,1.0050955,1.0362996,1.0452054,1.0872105,1.1868256,0.9313019,0.7983515,0.9944774,0.90803385,0.83391535,1.0333455,0.9304699,1.1023374,1.083093,1.2510432,1.0723839,1.1646086,1.113461,1.0232648,1.0095625,1.0290041,0.97418994,1.1212678,1.020297,1.1076378,1.0712101,1.1117312,1.0073924,1.181057,0.81559384,1.1182796,1.1155086,0.9584528,1.1576186,1.1548159,0.64984787,1.1305821,1.1662768,0.9991569,1.1047709,1.0258211,1.1349984,0.44729888,1.15997,1.1491342,1.0353228,1.0813773,1.1683517,0.7091111,1.0565307,0.885038,1.0655708,1.2606223,1.1604588,0.6858565,1.060436,0.0,0.7252971,1.0314692,0.96322864,1.1423166,1.1238613
tray,0.41065764,1.2432365,1.0769694,1.2061887,1.3305593,1.2294354,0.839851,0.56158626,1.3813784,0.8275057,0.7576544,0.6222146,0.732151,0.9963497,1.3812253,1.1159837,0.7927569,1.1073884,1.1095535,1.3373433,1.1691897,1.3577509,1.4046654,0.7074068,0.9726141,1.2936205,0.8173971,0.5027113,0.9090201,0.6178756,1.4676968,0.575954,1.327605,1.0871412,0.5674794,0.62310416,1.0401897,0.75950336,1.0475044,1.3280036,1.3924716,0.87578833,1.2446655,0.88347393,1.3503747,1.1504216,1.1679593,0.58608,0.974743,1.3738487,1.1333168,1.1462429,0.91042536,0.58813447,0.8554437,1.4655148,1.1153775,0.99858594,0.77099425,0.8085606,0.8505558,1.3484857,1.4254761,0.74163234,0.91807336,0.83648944,1.0219676,0.76543635,1.0739201,0.66433185,1.4240568,1.081517,1.4264346,1.2340217,1.3288577,0.9354078,0.79059607,0.77446467,0.8731557,0.59861463,1.4295231,1.206547,1.3174018,1.3649681,1.1357808,1.0570158,1.3356087,1.2040901,1.2458179,0.99478215,0.66780186,0.91863006,0.9470789,0.745337,0.859642,1.4107502,1.0290053,1.1857322,0.89453804,1.3928365,0.7139951,1.4892453,1.0652982,1.0156828,1.2562674,0.9622402,0.76393217,0.78727055,0.38937604,1.2866718,1.2998285,1.2113731,0.75793356,1.2029711,0.7252971,0.0,0.9348055,1.0781249,1.3845009,0.9576596
tree,0.9104978,1.1418043,1.189036,1.1310836,1.2385327,1.0227633,1.018476,0.9370053,1.0654956,0.97125703,1.032648,0.9401698,0.9773318,1.0918614,1.0660666,1.0624721,1.0158796,1.2074881,0.77945215,1.0882038,1.0452306,1.0234641,1.0851936,1.0143906,1.0289832,1.12394,0.97400105,0.84387106,0.95913196,0.9211334,1.188824,0.9006169,1.125209,0.9276791,1.0056632,1.0814475,0.73672473,0.96225995,1.0857303,1.2006112,1.2098275,0.9424769,1.2271028,0.94038117,1.0450705,0.6178032,1.1069361,1.0749236,0.99912125,1.2111367,1.2207903,1.2606349,0.93139523,0.98569053,1.0824417,1.1420019,0.961615,0.8663477,0.88718355,0.9604672,0.9593486,1.1536037,0.9680748,1.0020797,1.0092232,1.0224937,0.9098603,0.92598385,0.98780805,0.9900861,1.1899053,1.1117535,1.1935287,1.1227839,1.2228239,0.93703866,0.94366264,1.0428923,0.9528751,0.92276454,1.2247714,1.1593161,1.119943,1.2019284,0.41164947,1.0617461,1.2467394,1.0895462,0.99608624,0.8148748,0.9068587,1.0327187,0.96776855,0.9929649,0.9186976,1.2195024,0.96146274,1.1692451,0.8663953,1.0606965,0.84059256,1.2560937,1.1524286,1.0327634,1.1452886,1.0645733,0.86346066,0.8601763,0.8602263,1.1999049,1.2782485,1.1610882,1.1087134,1.1667776,1.0314692,0.9348055,0.0,0.7649498,1.1374674,0.73420894
vacuum,1.1541922,1.1590478,1.2076944,1.0981714,1.0400333,0.86357594,1.0523525,1.0993733,1.0155753,0.9463122,1.3119264,1.223718,1.1212113,0.9733744,0.86876607,1.0138562,0.8762209,1.2216389,0.50493073,0.8468176,1.081622,0.7564801,0.93797654,1.1675897,0.80805945,0.9551233,0.8889513,0.9822896,1.0961031,1.0067087,1.0604458,0.99805754,0.89528316,0.8315646,1.111269,0.9774599,0.5121558,0.89939386,1.0277872,1.1273624,0.9821383,1.1166584,1.2768314,0.9249921,1.0373541,0.7668674,0.8507528,1.1799514,0.8852173,1.14221,1.1449058,1.2417755,1.148708,1.1549175,1.2002095,1.057753,0.99405843,0.90343785,1.0784218,0.9494523,1.056942,0.8325348,0.7175822,1.2097774,0.9170164,1.2436221,0.6908139,0.72269213,1.1636037,1.1463293,1.1712198,1.0555905,1.1329616,1.0253996,1.2264009,0.6469557,1.2021766,1.2503823,1.0559766,1.2777014,0.93090624,0.88651395,1.1373328,1.0162222,0.62018967,1.0182467,1.1638324,0.82740027,0.73757994,0.46706033,0.94637424,1.1880592,0.9200402,1.0309428,1.119959,0.9647763,1.1034434,0.8616224,0.8110802,0.9000181,0.9218437,1.0299704,0.9908428,1.0135682,0.8420628,1.2464259,0.6187092,1.0621221,1.0601631,1.1024827,1.208586,1.2788136,1.0888524,1.1324203,0.96322864,1.0781249,0.7649498,0.0,1.0698547,0.65891373
watch,1.3920314,0.4976127,1.0512342,0.8474635,0.7167367,0.79819715,1.1248463,1.307482,0.19001639,1.1630094,1.2678998,1.364702,1.2213571,0.9609848,0.21077108,0.94616216,1.2705462,0.72727656,1.1839046,0.70179623,1.0502404,0.5380479,0.5440493,1.1972821,1.1197599,0.7434602,1.2150615,1.4103392,1.0940455,1.322996,0.18370885,1.340313,0.57567585,1.1271683,1.2120569,1.3463142,1.1954384,1.2277234,1.0981541,0.35213983,0.7401751,1.0981045,0.55842257,1.1815996,0.64512795,0.93385774,1.0622661,1.2935426,1.1116959,0.41595125,1.1018596,0.8596729,1.0812186,1.2238543,1.2593533,0.27867997,1.0484551,1.2709012,1.2664442,1.3109729,1.3165072,0.7971451,0.5690026,1.2669243,1.1406449,1.327955,1.1346275,1.1592472,0.9880101,1.3075819,0.18493652,1.0295967,0.49782765,0.6447837,0.72934544,1.1664633,1.2099056,1.3212345,1.2926536,1.2930993,0.49266434,0.7735771,0.48036122,0.6976954,1.008145,1.0206138,0.6926303,0.8943932,0.6056099,1.2010508,1.3475124,1.2182021,1.2211185,1.192999,1.2943327,0.5963428,1.2106082,0.9308377,1.1297517,0.34371763,1.286175,0.34468025,1.186673,0.99352413,0.9456876,1.152806,1.1475581,1.346802,1.3758519,0.61495644,0.75221753,0.8554216,1.281903,0.7742127,1.1423166,1.3845009,1.1374674,1.0698547,0.0,1.1098833
window,1.010574,1.2162697,1.2087842,1.1528716,1.2695427,1.0139956,0.771728,0.8069265,0.9517794,0.8760424,1.0240315,0.9621339,1.0528865,1.1349871,1.0806038,1.1856863,1.0451484,1.2626384,0.7047974,1.0655829,1.0660198,0.89669824,0.8686984,0.97701097,1.02939,1.0955772,0.4935478,0.8132245,1.0756418,0.81132054,1.170713,0.8205037,1.1087765,0.9743083,1.0412881,1.1447048,0.29270232,0.9340809,1.0019326,1.2276157,1.1484251,0.9003952,1.1984729,0.71987855,0.8446432,0.89495385,1.0249838,1.137407,1.0285361,1.1609528,1.2696598,1.296763,0.93245333,0.99454904,1.1226895,1.1844412,1.0218407,0.98861796,0.7862527,1.025812,0.9408494,1.0073359,0.73967814,1.0486552,1.0800446,1.1459074,0.97534144,0.8514427,1.1292294,1.1334724,1.138889,1.1431088,1.2323167,1.1449353,1.2719147,0.6707382,1.1189708,1.0169145,0.91785944,0.9793785,1.2249011,1.1250226,1.07787,1.1957166,0.6682359,1.1559602,1.250366,1.2064308,0.92282426,0.5428256,0.9366149,0.9415797,0.92500454,1.008259,0.83861464,1.2196317,1.0572212,1.1733786,0.5893827,0.94575554,1.0039636,1.2556384,1.2305912,1.14986,1.074864,1.0549309,0.9393804,0.8418859,0.80013335,1.194674,1.2332361,1.2256324,1.0273591,1.2087657,1.1238613,0.9576596,0.73420894,0.65891373,1.1098833,0.0
