,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
glass,1.0953702,0.945051,0.8922955,0.7772134,1.0541801,0.7802151,1.0684233,1.1190163,1.1009214,1.1392853,1.2219982,1.0669937,1.0830551,0.91050524,0.92571485,0.70467645,0.7951805,1.086844,1.0533955,0.82498014,0.9738805,1.0483435,0.9165416,1.0560757,0.90657866,0.8312968,1.1242629,1.0017095,1.0109067,1.0993515,1.1005411,1.0058854,0.522687,0.8747154,1.0205452,0.9360964,1.0737787,1.0409714,1.1163965,1.027266,0.8649253,1.0128155,1.2311221,0.92614263,1.0696933,0.7924371,0.63563675,0.9652671,0.0,1.103828,1.0983695,0.9483509,1.1028309,1.1672368,1.097522,1.0948473,1.0495222,1.0153235,1.1087267,0.5843098,1.2672783,0.72642374,0.82699805,1.0581708,1.0200658,1.1934812,1.0980994,1.0346605,1.1163037,1.0519204,1.1040089,0.923366,1.1506388,1.0528742,1.0522717,0.9731322,1.0891303,1.244035,1.2442216,1.031671,0.9110455,0.93845767,1.139137,1.0531968,0.88319814,0.72617626,1.1145585,0.8965392,0.97679555,0.92214364,0.88165015,1.0613737,1.157646,1.1702869,1.1642562,1.0542133,1.1779785,0.68323857,0.9868029,0.9687432,1.0480801,1.0602537,1.0852364,0.7376902,0.63317287,0.96867365,1.1201344,1.1709666,0.96725523,0.8652774,1.2313567,1.0537729,1.0989203,0.94998634,1.0459108,0.974743,0.99912125,0.8852173,1.1116959,1.0285361
glasses,1.3334966,0.6885961,1.0408455,0.8575303,0.7486446,0.93974596,1.1969626,1.2933111,0.62715256,1.1057123,1.0406996,1.3879464,1.2259146,1.0834415,0.66416043,1.072242,1.2789207,0.8490038,1.2430081,0.8588652,0.8681247,0.7986357,0.7276237,1.1676877,1.0628082,0.797457,1.1417836,1.3912177,1.1342733,1.1872468,0.50916815,1.3182584,0.80667,1.2035564,1.1347862,1.3041707,1.1791416,1.169908,1.0476748,0.6191199,0.62594646,0.78311276,0.34368432,1.1827133,0.8573787,1.082817,1.119137,1.237743,1.103828,0.0,0.9921637,0.849835,0.70735323,1.2306224,1.0435822,0.27665395,1.0798421,1.1755898,1.049462,1.3381855,1.1524677,0.9175916,0.8113546,1.2051964,1.0774962,1.2481091,1.1739317,1.08809,0.76538664,1.1824815,0.412143,1.1179371,0.38432544,0.8062665,0.6270108,1.0780959,1.1604146,1.233077,1.127289,1.2578304,0.5544202,0.8795689,0.6742685,0.9060018,1.0822952,1.1256118,0.572335,0.99384445,0.8796577,1.1861546,1.3754362,1.1781181,1.1075054,1.2037838,1.0704372,0.6211602,1.0693293,0.89369076,1.1718992,0.7329482,1.2952706,0.40696698,1.128429,1.0816827,1.038838,1.0628194,1.0974867,1.17479,1.402855,0.8128938,0.5366388,0.6409783,1.1466053,0.9538961,1.16858,1.3738487,1.2111367,1.14221,0.41595125,1.1609528
glove,1.0148154,1.0517027,0.8336351,0.92549866,0.91593355,1.108083,1.1022758,1.110702,1.0798461,0.89911306,0.826323,1.0215776,1.1108811,1.0319214,1.1137365,1.2266604,1.0658153,1.1159004,1.105282,0.97489804,0.7968825,1.0405835,1.1167424,0.8823926,1.0710831,1.1175023,1.1068377,1.1610394,1.115477,1.0387946,1.0093374,1.2369509,1.1000262,1.1718974,0.9514702,0.7945249,1.142375,1.0918016,0.8078929,1.0824529,0.80329764,1.174748,0.7552822,1.1709127,0.9199079,1.0540447,1.1923057,0.8761704,1.0983695,0.9921637,0.0,0.7430615,1.0266451,1.0692321,0.57855546,0.9340195,0.8957361,1.0096899,1.0844731,1.1682681,0.75393295,1.1474589,1.1519805,1.0251559,1.0191016,0.49537456,1.1035805,1.0586618,1.0424722,0.85963005,1.0449717,0.80237114,0.82649034,0.96395737,0.7742133,1.0664274,0.9217471,0.62340635,0.80027246,1.0210023,0.84634626,0.9984917,1.085305,0.7950361,1.0716044,1.2410939,0.7720809,0.83847165,1.1274999,1.1060678,1.0515455,0.96377045,0.8539096,1.1189115,0.84407854,0.6864647,0.77530825,0.84834844,1.2372807,1.109041,1.1635785,0.7885085,0.3221469,1.189232,1.1505977,0.83092546,1.0354723,0.9022102,1.3172603,1.1305634,0.5205676,0.82213116,0.94939697,0.910823,1.1559117,1.1333168,1.2207903,1.1449058,1.1018596,1.2696598
gum,1.1648444,0.8726388,0.70814085,0.91018957,0.8663967,0.9682204,1.2506821,1.3420725,0.9531508,1.1826193,1.0663909,1.2274097,1.0705355,0.69302964,0.80749434,1.0547606,0.86001456,1.0167737,1.1355467,0.76237607,0.8701503,0.90236425,0.8266263,1.1350255,1.159548,0.76094097,1.3392661,1.2406675,0.94651556,1.3386775,0.6690185,1.3384056,0.85408926,1.0848777,1.1382195,0.97252405,1.2830932,1.0421023,1.1608788,0.889576,0.79787976,1.1282843,0.79112864,1.1724603,0.94522965,1.0963796,0.95353764,0.9319123,0.9483509,0.849835,0.7430615,0.0,1.1228552,1.2440689,0.69429576,0.8524167,0.9875484,0.9977173,1.2423726,0.9698753,1.1718717,0.9185967,0.9381573,1.0704577,0.9477649,0.892173,0.9743828,1.1478484,0.9489026,0.93296564,0.78288215,0.86398673,0.73798484,0.8909872,0.7960204,1.1701394,1.0932865,0.9845571,1.1795022,0.83327025,0.6651064,0.6727042,0.9567237,0.97139066,1.1698344,1.0410225,0.8050947,0.9381048,0.9237845,1.2696891,1.1509043,1.1216308,1.0853772,0.9603949,1.1346872,0.7345614,1.0435303,0.8147054,1.1564204,0.95425403,1.1751809,0.7002338,0.84220266,1.0673846,0.9436693,0.8751643,1.1673913,1.2108923,1.2937952,0.7982087,0.6580507,0.62321794,0.6388173,0.80484265,0.9402526,1.1462429,1.2606349,1.2417755,0.8596729,1.296763
hair,0.7791289,1.0984001,1.1040621,0.94088507,1.2780837,1.4232173,1.0499592,0.7143316,1.1898069,0.90278417,0.66590214,0.9969802,1.0478431,1.3190228,1.2847124,1.3687651,1.2225131,1.1550543,1.2699226,1.4344153,0.9379678,1.3496722,1.1956193,0.70980954,1.2242544,1.2457601,0.7958376,0.9860288,1.0758845,0.6273167,1.2599825,0.8742281,1.3965509,1.255797,0.7691361,1.0400611,1.0376165,1.0475686,0.9768329,1.1794941,1.0441122,0.2619381,0.62590075,0.86198854,1.2342085,1.1939185,1.3439846,0.9869022,1.1028309,0.70735323,1.0266451,1.1228552,0.0,0.82709944,0.79627055,0.8057171,1.0764598,1.1130751,0.47471368,1.142719,0.7913084,1.365706,1.3411528,0.9639177,1.0639112,0.9424002,1.171156,0.7495966,0.7557857,0.81986153,1.0369864,1.4253685,0.92303956,1.1107415,0.98412585,0.8944345,0.8876158,0.8277961,0.75227326,0.93350816,1.1928515,1.2000841,1.1035861,1.3886163,1.1142132,1.3389988,1.0015182,1.3959818,1.2744855,0.99241835,0.88629055,0.83339465,0.760732,1.0544242,0.6290394,1.1958919,1.0267276,1.2579308,0.8733567,1.3124145,1.0364364,1.1806355,1.0955273,1.1579127,1.4039638,0.95924205,0.79161346,0.7497535,0.9607951,1.3099356,0.8028264,0.81222427,0.90750194,1.4552993,1.0846627,0.91042536,0.93139523,1.148708,1.0812186,0.93245333
hamburger,0.50897336,1.1733522,1.164814,1.1596801,1.1598636,1.3097112,0.7955824,0.40093684,1.2886926,0.9854608,0.69654953,0.49162555,0.87524754,1.1342185,1.3327504,1.1863228,1.0067797,0.7672299,1.1333721,1.4732795,1.2098627,1.4171258,1.3737335,0.6838575,1.0133797,1.261832,0.8368213,0.74962664,0.8901675,0.53630394,1.3747163,0.52536714,1.4116629,1.1017234,0.6727823,0.7534659,1.1293205,0.93809766,0.982426,1.1924084,1.2947614,0.8338388,1.1352696,0.95068985,1.339112,1.1999503,1.1899519,0.6555265,1.1672368,1.2306224,1.0692321,1.2440689,0.82709944,0.0,0.91953003,1.2921731,1.0604347,0.997839,0.7330363,0.9881685,0.8839988,1.3534439,1.4634422,0.81224614,1.0765504,0.86739933,1.1161948,0.8650012,1.0249112,0.5737831,1.239361,1.1127871,1.3338038,1.1768049,1.2521424,1.0409416,0.69881886,0.719493,0.8860738,0.67887187,1.3419816,1.2260687,1.2367109,1.0679487,1.2616396,1.149827,1.2542922,1.1862438,1.2728364,1.1222959,0.7385155,0.80592775,0.9125899,0.73060226,0.88933444,1.3222756,0.9956675,1.2532125,0.8590638,1.4008472,0.8254888,1.4051611,0.9774023,1.0184048,1.3161956,1.0311428,0.8537451,0.77042824,0.6486808,1.2832391,1.1935531,1.1357985,0.86138445,1.1899844,0.8854688,0.58813447,0.98569053,1.1549175,1.2238543,0.99454904
hand,0.77784157,1.0119092,1.0890185,1.0801162,1.1664443,1.3619657,1.0703368,1.0031536,1.3177078,1.0129583,0.65925443,1.0439521,0.86918354,1.1428578,1.4025257,1.2564176,1.0668967,1.2543803,1.044021,1.2799007,0.89067495,1.3144583,1.3508663,0.88261867,1.1206348,1.2585609,0.93402636,0.8922497,1.0958182,0.9365167,1.2799549,1.0224022,1.3686323,1.1569687,0.97210294,0.7938653,1.0330582,0.940507,0.9522572,1.2705845,1.0487632,0.9038599,0.74795306,0.98188186,1.2394714,1.1683497,1.1818596,0.8205846,1.097522,1.0435822,0.57855546,0.69429576,0.79627055,0.91953003,0.0,1.2085865,1.0697035,0.7838893,0.83464646,1.0819466,0.76720774,1.298373,1.3492564,0.89878744,1.0809183,0.59580636,1.037737,0.971071,0.78296953,0.7277314,1.1999527,1.2307742,0.8726021,1.2233913,0.9348438,1.0725415,0.8634421,0.47522533,0.84816533,0.82001674,0.9853981,1.006783,1.2522111,1.3192747,1.1717651,1.2259167,0.98956305,1.1899192,1.2942581,1.0598673,0.91198945,0.9691182,0.82448274,0.8302214,0.6304645,1.0849073,0.8083769,1.100726,1.0512067,1.3808439,0.92661625,1.1490922,0.7196023,1.0938085,1.2275689,0.7580532,0.9123961,0.7171722,0.9992769,1.3688862,0.56078565,0.6813756,0.49638915,1.3594778,0.97120225,0.8554437,1.0824417,1.2002095,1.2593533,1.1226895
hat,1.4724838,0.58378494,0.9019663,0.6621247,0.71502095,0.803109,1.2370355,1.395694,0.4263878,1.137743,1.2479234,1.4490383,1.2592108,0.9355472,0.37388366,0.97308695,1.2553968,0.78502035,1.2181666,0.637213,0.9310505,0.58463615,0.5617497,1.2011412,1.1189978,0.7347317,1.2971535,1.5137343,1.1160504,1.3138953,0.3471294,1.4263061,0.5872829,1.0840875,1.1825554,1.283603,1.2171487,1.2605726,1.0215137,0.45552057,0.58344305,1.002203,0.4282534,1.3233769,0.7061465,0.93282235,1.1010141,1.3100489,1.0948473,0.27665395,0.9340195,0.8524167,0.8057171,1.2921731,1.2085865,0.0,0.92542833,1.3172137,1.2509575,1.30007,1.2899302,0.8254519,0.61958236,1.3383254,1.0593907,1.2418038,1.1654284,1.2188421,0.93361735,1.2230544,0.30077934,0.9589038,0.42412364,0.5427779,0.6120173,1.090413,1.2619889,1.3239081,1.2630895,1.3830357,0.47663456,0.8476716,0.6062305,0.703921,0.9307689,1.0446159,0.54771054,0.81697154,0.6462803,1.167419,1.3585737,1.2441245,1.2203916,1.3322722,1.2733095,0.47672486,1.1852337,0.8104919,1.2400291,0.4886846,1.3694961,0.32410026,1.0530803,1.074923,0.9793257,1.0464196,1.164893,1.3361883,1.5154006,0.6094912,0.58066064,0.78393894,1.3555224,0.7545917,1.1767997,1.4655148,1.1420019,1.057753,0.27867997,1.1844412
horse,1.0753182,1.0340179,0.9746334,0.9434603,0.939662,0.9067481,1.1151283,1.1980001,1.0368239,1.0769808,1.0742664,1.0935054,1.0625836,0.91628826,0.9798907,1.0187161,0.9567397,1.0124362,0.94552803,0.84880984,0.9634913,0.9189044,0.9516994,1.0554179,1.0702701,0.98814213,1.1593419,1.1695826,1.0101516,1.1653577,1.0098364,1.165945,0.95435834,1.0684983,0.94912136,0.92010075,0.96890754,1.1274501,0.8969362,0.9832608,0.9887044,1.1457988,1.0410231,1.0918957,0.9049963,0.94654375,0.9883227,1.0803652,1.0495222,1.0798421,0.8957361,0.9875484,1.0764598,1.0604347,1.0697035,0.92542833,0.0,0.9974884,1.1714011,0.89444315,0.99396086,0.975634,0.90487385,0.99695563,1.0012028,0.8974806,0.9735599,1.1459273,1.07196,0.9584778,1.0035372,0.8686712,1.0239179,0.76389146,0.94914705,1.0149434,1.0364131,1.0876789,0.99606615,1.0478715,0.99346256,1.0054449,1.0385896,1.0164137,0.8643607,1.0036432,0.99393225,0.909276,0.9369205,1.0393451,0.96913546,0.9485301,1.0731224,1.0994097,1.0966675,0.96632016,0.91833085,0.88358927,1.1169237,1.0415703,1.1988286,1.0144591,0.9147731,0.9268041,0.9788946,0.8466983,1.1122284,1.1084925,1.1659158,1.042534,0.9682943,1.0058198,1.1530702,0.90120435,1.1471616,1.1153775,0.961615,0.99405843,1.0484551,1.0218407
hose,0.90905404,1.2620234,1.2283337,1.2701011,1.1561563,1.0864617,0.8506898,0.97443765,1.1963742,1.00688,0.784826,0.8317685,0.9492529,1.114991,1.300761,1.1416872,0.947715,1.3108695,0.5981182,1.1572454,0.81393254,1.1815132,1.2860303,1.0035071,0.83557093,1.1275189,0.93532515,0.8932421,0.94882375,1.0243027,1.261254,0.6840995,1.2937641,1.0819805,1.021187,0.9002542,0.806162,0.62697965,0.89775264,1.4120457,1.0082307,1.1189077,1.2040412,1.0119748,0.98971534,1.0270354,0.9630898,0.92237777,1.0153235,1.1755898,1.0096899,0.9977173,1.1130751,0.997839,0.7838893,1.3172137,0.9974884,0.0,0.9502551,0.9902296,0.83672416,1.0588208,1.185756,0.94207746,1.0009695,0.8314635,0.8388134,1.0369735,0.8978956,0.8690541,1.3045918,1.1758211,0.9543998,1.1777141,1.2092786,1.0537375,0.85604036,0.7819159,0.84791774,0.85326195,1.1696393,0.9776584,1.157089,1.20039,1.032814,1.1506256,1.2360307,0.96727216,1.1848037,1.012596,0.93527347,0.9552536,0.8639469,0.8493311,0.88288796,1.0785427,0.8667897,1.0265638,1.0330945,1.2080334,0.7905178,1.1508543,0.9757328,1.0396429,1.0225804,1.0309837,1.0129575,0.86490405,0.9605336,1.3679862,1.1097319,0.93726873,0.7548232,1.1881938,0.9649477,0.99858594,0.8663477,0.90343785,1.2709012,0.98861796
jacket,0.707132,1.2764916,1.2382231,1.2283732,1.4083271,1.44669,0.8956719,0.49767244,1.2701111,0.93465096,0.37637985,0.7847954,0.9228833,1.2852597,1.3604989,1.3783082,1.1163782,1.2790511,1.1408223,1.5171478,1.1402379,1.4293227,1.2898033,0.7183404,1.1082816,1.2846186,0.6231966,0.7517227,1.0970167,0.44512206,1.4144039,0.680368,1.5132363,1.1829083,0.77729255,1.0158077,0.89945334,0.9481933,0.6847718,1.3860788,1.2675714,0.35431927,1.0298458,0.603907,1.3047895,1.1655985,1.2960958,0.92446995,1.1087267,1.049462,1.0844731,1.2423726,0.47471368,0.7330363,0.83464646,1.2509575,1.1714011,0.9502551,0.0,1.1243725,0.50461376,1.4113545,1.4310483,0.9854182,1.0518719,0.9125875,1.1554353,0.70987785,0.86437833,0.85797966,1.2602406,1.4232719,1.1389425,1.3376245,1.2747687,0.87250996,0.74837655,0.63060176,0.51636535,0.7946325,1.3495212,1.244878,1.2139968,1.4894264,1.1620303,1.3506298,1.2519236,1.3403535,1.3588555,0.8849494,0.8350392,0.8147589,0.6698666,0.8376785,0.27121246,1.4341611,0.8142323,1.2836025,0.8580554,1.4309797,0.8898454,1.4435647,1.121737,1.1834892,1.4115329,0.9989283,0.76585585,0.245278,0.7161069,1.433492,1.1297194,1.0516666,0.82900774,1.4777067,1.0050955,0.77099425,0.88718355,1.0784218,1.2664442,0.7862527
jar,1.0388424,1.0264772,0.8871,0.8779762,1.1514996,0.8536041,0.94081146,1.0399618,1.2353016,0.9496189,1.1674204,0.9684723,0.90814203,0.79552376,1.047491,0.68283623,0.48438442,1.0169185,0.95937765,0.74465275,1.1183466,0.9391897,1.1255727,1.2041144,0.8549399,0.9497647,1.12433,0.78976035,0.9019249,1.0359817,1.2536812,0.90263736,0.76028717,0.76743126,1.1567355,0.95731926,0.9501234,0.9054612,1.1699898,1.1127504,1.1962688,1.1038082,1.3324687,0.9794286,1.1622478,0.9115356,0.7786533,1.0608724,0.5843098,1.3381855,1.1682681,0.9698753,1.142719,0.9881685,1.0819466,1.30007,0.89444315,0.9902296,1.1243725,0.0,1.1054765,0.95825726,0.9837206,0.8538841,0.92153037,1.0827576,0.93208784,1.108668,1.1049502,0.98484623,1.2378759,0.7590663,1.2918257,1.1480303,1.0739948,0.83766985,1.1546085,1.2034645,1.1399992,0.8702778,1.2401068,1.012929,1.2324955,1.1083618,0.9483679,0.6695857,1.1744928,0.9207597,1.0346437,0.77156484,0.82753515,1.1004647,1.1534864,1.0328395,1.1465472,1.1477388,1.0703422,0.8885608,0.97690433,1.0928017,0.9214278,1.2609628,1.0142461,0.62637365,0.8299347,0.93656814,1.1165049,1.0922875,0.7856911,0.91943055,1.2433515,1.139296,0.97023565,0.9395626,1.0362996,0.8085606,0.9604672,0.9494523,1.3109729,1.025812
jeans,0.7030618,1.3784624,1.1294895,1.2733885,1.3000008,1.3555989,0.8082665,0.6489671,1.3151468,0.62813437,0.48703098,0.83252496,0.8598602,1.3250748,1.4189354,1.4583682,1.0732465,1.3327985,1.1033494,1.3265944,0.9814125,1.2984362,1.2358627,0.74390733,0.89361763,1.4031216,0.661523,0.7313761,1.2144783,0.61861086,1.3651233,0.7949515,1.5415077,1.1927805,0.8397965,0.9959182,0.805296,0.9309098,0.6437614,1.4552857,1.261976,0.89411926,0.988323,0.63970983,1.1830357,1.320421,1.4461639,0.9468868,1.2672783,1.1524677,0.75393295,1.1718717,0.7913084,0.8839988,0.76720774,1.2899302,0.99396086,0.83672416,0.50461376,1.1054765,0.0,1.4831069,1.4364328,0.81888556,0.9960928,0.6707255,1.1094172,0.5856833,0.97541016,0.8362708,1.3521423,1.2933375,1.1649761,1.3895878,1.1745989,0.94474953,0.7496088,0.4960271,0.13736218,0.8712897,1.3617752,1.2796748,1.1976308,1.3218663,1.164128,1.4657838,1.0857614,1.1401188,1.3056822,0.9782882,0.8289167,0.69248533,0.50001925,0.8629304,0.32777858,1.1931162,0.5190338,1.2161889,1.0190715,1.420756,0.9042738,1.3024433,0.8093484,1.3352778,1.4844142,0.8575796,0.60767746,0.33210945,0.868659,1.49387,0.95327497,1.1085697,0.82584566,1.4050221,1.0452054,0.8505558,0.9593486,1.056942,1.3165072,0.9408494
knife,1.4362676,0.8888567,0.93214166,0.8953086,0.5665375,0.5336406,1.1811894,1.380347,0.6550881,1.242341,1.4603903,1.2040867,1.1514887,0.6508929,0.69089127,0.44366634,0.94355017,0.803803,0.7783382,0.7035494,0.9637467,0.6800746,0.6527883,1.3481246,0.95477104,0.6887989,1.2229334,1.2723063,0.95477563,1.4097457,0.5869893,1.3003421,0.46851242,0.8174996,1.2799468,1.1997817,1.0292287,1.0898261,1.242404,0.69519293,0.76046145,1.2591895,1.1237853,1.1404084,0.6725275,0.8407159,0.16190886,1.2170086,0.72642374,0.9175916,1.1474589,0.9185967,1.365706,1.3534439,1.298373,0.8254519,0.975634,1.0588208,1.4113545,0.95825726,1.4831069,0.0,0.4832189,1.171617,1.0369128,1.3586581,0.88250726,1.3335499,1.127404,1.3506391,0.8188343,0.65303206,0.8798228,0.79871964,0.94481516,0.959066,1.2728679,1.4186378,1.4918464,1.2050744,0.5396367,0.53961545,0.77551645,0.62003505,0.92858684,0.46100092,0.9429389,0.8644394,0.63547426,0.9456839,1.3515526,1.0983952,1.2862971,1.2113417,1.4496135,0.860608,1.2189406,0.7610018,1.0640818,0.46617514,1.1494652,0.762627,1.1709657,0.71013963,0.13700223,1.195504,1.3608475,1.4564193,1.1217979,0.6049881,1.1024884,0.9614171,1.1616898,0.543795,1.0872105,1.3484857,1.1536037,0.8325348,0.7971451,1.0073359
lamp,1.55,0.7108829,0.9105636,0.74068487,0.7570184,0.56600916,1.0696121,1.5047396,0.4564408,1.104772,1.5544999,1.435416,1.222858,0.8320016,0.4128613,0.6879477,1.0068126,0.86312133,0.79728186,0.46779478,1.023742,0.36153996,0.5370788,1.4020886,1.0046841,0.58935493,1.2106022,1.3269185,1.0605927,1.4525281,0.47129023,1.4183192,0.3563696,0.7622105,1.3591933,1.2105272,0.7922815,1.1305523,1.1800907,0.5464584,0.73520005,1.2737923,1.0292583,1.2082254,0.53386396,0.7451484,0.66755897,1.3335402,0.82699805,0.8113546,1.1519805,0.9381573,1.3411528,1.4634422,1.3492564,0.61958236,0.90487385,1.185756,1.4310483,0.9837206,1.4364328,0.4832189,0.0,1.3549843,1.0323244,1.3415401,0.91359955,1.2998064,1.1850245,1.3912187,0.5821267,0.6980687,0.7202227,0.6752598,0.8365345,0.9691673,1.423048,1.475949,1.4459012,1.3547361,0.58804727,0.74399424,0.6419828,0.6608448,0.6997993,0.7073841,0.84290624,0.7575029,0.5424863,0.80331016,1.2646732,1.3148171,1.2813535,1.2180364,1.4119688,0.63043046,1.2457782,0.7978129,1.0144507,0.34163666,1.2794158,0.53983426,1.1074152,0.9261372,0.5348167,1.1306591,1.2935722,1.4269543,1.3149524,0.4975438,0.938049,1.0309871,1.291281,0.6264629,1.1868256,1.4254761,0.9680748,0.7175822,0.5690026,0.73967814
melon,0.57546514,1.1975747,1.0140945,1.1652923,0.9584887,1.1484473,0.8196586,0.86978877,1.2776388,0.91247964,0.9015785,0.8815782,0.87720966,1.1918769,1.3468664,0.9712802,0.9815953,0.8538141,1.025606,1.2250108,1.0244523,1.2590468,1.1610053,0.76404554,1.0226796,1.271548,0.88572574,0.8362179,1.1125191,0.90642476,1.272264,0.842458,1.2568545,0.9955704,0.7824156,0.8461534,1.0455617,1.0287685,1.0893931,1.1324558,1.2645625,0.9392624,1.1373378,0.85849214,1.1581339,1.1803904,1.0632911,0.7656884,1.0581708,1.2051964,1.0251559,1.0704577,0.9639177,0.81224614,0.89878744,1.3383254,0.99695563,0.94207746,0.9854182,0.8538841,0.81888556,1.171617,1.3549843,0.0,0.91220593,0.7053817,0.9315277,0.8121483,1.0440776,0.7195263,1.262496,1.1318156,1.344784,1.2656951,1.1241341,1.0575224,0.76197433,0.9501299,0.8450904,0.89535093,1.2812853,1.1001337,1.0519943,1.1381809,1.1457998,0.9607465,1.1101902,1.2239445,1.214708,1.0982075,0.8005769,0.74512196,0.81505936,0.76896,0.8963467,1.2484059,0.9623201,1.1409502,1.0843154,1.2546949,0.7908492,1.2748384,1.0102141,0.9536029,1.083514,0.9572017,0.9370159,0.91665226,0.8164871,1.2002143,1.1506525,1.1470922,0.8291986,1.1699231,0.9313019,0.74163234,1.0020797,1.2097774,1.2669243,1.0486552
milk,0.9727135,1.1332061,0.99703115,1.0519228,1.0451697,0.96227336,1.0484557,1.0451136,1.0800365,1.0603147,1.0542921,1.0524915,0.8523372,0.81728303,1.0380054,0.91888523,0.5497284,1.0310456,0.8924286,0.9299982,1.03522,1.0243909,1.0100296,0.99891007,0.97106826,1.0453041,1.023655,1.0379205,1.0357884,0.9738334,1.114434,1.0452151,0.9754199,0.82577026,0.9572608,0.9192531,1.026288,0.91980237,1.0897431,1.0640712,1.0834072,0.9708114,1.1172647,1.0676006,1.0512604,1.0370296,1.0137264,0.9064912,1.0200658,1.0774962,1.0191016,0.9477649,1.0639112,1.0765504,1.0809183,1.0593907,1.0012028,1.0009695,1.0518719,0.92153037,0.9960928,1.0369128,1.0323244,0.91220593,0.0,0.9264138,0.91200626,0.8914095,1.1073408,0.9891156,1.1214976,0.8780987,1.1483309,1.0868679,1.0988073,0.85208166,0.89801246,1.0408493,1.0128472,0.98011386,1.1081216,1.1316897,1.0498915,1.0340964,1.0074013,0.9414871,1.0856519,0.9147888,1.0139092,0.88645375,1.0425792,1.0295784,0.9820691,0.81995934,1.0555656,1.0294759,1.0867891,0.98529154,1.073795,1.0316626,1.0221932,1.0700905,0.9968503,1.0562968,0.9952277,1.0855358,0.8089738,1.0474325,0.99101543,0.98749477,1.181268,1.2349044,0.9991637,1.0108407,0.7983515,0.91807336,1.0092232,0.9170164,1.1406449,1.0800446
mitten,0.5514164,1.210475,0.94322497,1.0594909,1.1277834,1.2549843,0.968801,0.9397344,1.3080277,0.94428396,0.6800996,0.83021927,0.9382607,1.2206509,1.4068205,1.2426287,1.050682,1.0919476,1.0257127,1.284556,1.0181106,1.3055989,1.2686342,0.63553137,1.073511,1.295223,0.95890176,0.948019,0.98355556,0.9659461,1.3709013,0.94661725,1.3797176,1.0599822,0.6942492,0.5058949,1.0388466,1.0088077,0.9009951,1.202926,1.086442,1.0192096,1.0087823,1.000132,1.1399711,1.1718745,1.2530923,0.56461734,1.1934812,1.2481091,0.49537456,0.892173,0.9424002,0.86739933,0.59580636,1.2418038,0.8974806,0.8314635,0.9125875,1.0827576,0.6707255,1.3586581,1.3415401,0.7053817,0.9264138,0.0,1.0109905,0.92193294,1.0473939,0.4835968,1.3049028,0.94743633,1.1311319,1.1497583,1.0141863,1.1725883,0.69389987,0.55250543,0.70011675,0.81688356,1.2611004,1.2199426,1.2308359,1.1700499,1.1470382,1.2214658,1.0492274,1.1549816,1.3326133,1.1174564,0.7983874,0.8616222,0.677032,0.92942,0.66744864,1.1225938,0.8341173,1.1450503,1.1703818,1.3928258,0.956559,1.2001147,0.6001528,1.1773837,1.277221,0.7697369,0.9485357,0.74842334,0.98976845,1.3072914,0.8470238,0.9919752,0.8222406,1.1118438,0.9944774,0.83648944,1.0224937,1.2436221,1.327955,1.1459074
mop,1.0604122,1.1170313,0.9952486,1.043627,0.96344787,1.0408812,1.0875047,1.1679815,1.0800288,1.1256325,1.1189855,1.0934042,1.0491598,1.0028758,1.0132097,0.9330821,0.9407553,1.0811104,0.3150748,0.8667709,0.98966753,0.7488103,1.0946252,1.1682615,1.0936325,0.99361193,0.97233933,1.0142571,0.9350775,1.1680366,0.96433663,1.0991077,1.0367217,0.81935394,1.1367021,1.024912,0.7888888,1.0259591,1.0960662,1.0683305,1.0571114,1.1685828,1.1187316,1.1039776,1.0337219,1.0132959,0.87759894,1.1143596,1.0980994,1.1739317,1.1035805,0.9743828,1.171156,1.1161948,1.037737,1.1654284,0.9735599,0.8388134,1.1554353,0.93208784,1.1094172,0.88250726,0.91359955,0.9315277,0.91200626,1.0109905,0.0,1.1066456,1.0011663,1.0874504,1.1403879,0.92719346,1.0410801,1.0016308,1.0185264,1.0400496,1.0822716,1.1060622,1.0891818,1.0641246,1.0114673,0.7744241,1.0513829,1.0104914,0.9292736,0.90016,1.0488484,1.0111184,1.0524933,0.79560643,1.0587025,1.0639021,1.0447441,0.98048055,1.1569602,1.0095447,1.0225903,1.0180753,0.9516365,0.99850655,0.85888124,1.0301116,0.8669424,1.0141213,0.8242979,1.1253759,1.0438988,1.1233094,1.0482923,0.99593616,1.0259664,1.0090888,0.84305763,1.0177181,0.90803385,1.0219676,0.9098603,0.6908139,1.1346275,0.97534144
