,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bed,0.6393411,1.2099189,1.3234749,1.1768882,0.52658486,1.1996955,1.373127,1.3447771,1.1821983,0.39626497,0.0,1.4327285,0.42703927,0.49888968,1.2083503,0.1589303,0.6864277,0.8286681,1.3214264,1.227534,0.5916318,1.3284776,1.1252615,1.278791,1.1649933,1.3036469,1.3011131,1.451891,0.75694007,0.96503836,1.0621781,1.4015305,1.2545366,0.7031961,1.212162,1.0932803,1.1956875,0.11926907,1.0684159,1.4652324,0.4228686,1.4718752,1.1718154,0.83187664,1.035733,0.96887225,0.7767696,1.0380464,0.5454079,1.2730407,1.4089727,1.0412078,1.328993,0.8407353,1.3740406,1.3819833,1.348898,1.2901063,1.1598843,1.372843,0.77957577,1.0118015,0.8680243,1.1629092,1.1884204,1.3276283,0.8751794,1.0162008,0.9209363,1.3219867,1.0755576,0.7972706,0.39531744,0.9554638,0.34260118,1.2529838,1.1701748,1.4074597,0.88680977,1.1314809,0.83482313,1.0418035,1.1080068,1.061621,1.3355272,1.1357787,1.3526142,1.3577719,1.3581762,0.6971661,0.99806136,0.3119042,0.8150093,0.4411865,1.4621329,1.4285086,1.3196107,1.1659827,0.65040755,0.87375015,1.3262448,1.1334164,1.1850832,1.0553936,0.9070704,1.4642674,1.3266071,0.76305974,1.197213,0.8140847,1.1183919,1.2614949,0.3501593,1.2128279,0.69221866,1.3284714,0.9616441,0.89896566,0.34654105,1.4522247,0.75439465,1.4445289,1.1750307,0.9095362,1.4555142,1.2891673,1.3591475,0.65826863,0.40814543,0.28854775,1.4240255,1.3247738,1.1342673,1.138152,1.0259372,1.1683574,0.6589037,0.84664476,0.987135,1.2107677,1.4902605,0.6534424,0.9584608
belt,1.2936914,0.8667325,0.8392621,1.2210256,1.4346503,0.96986103,0.6740405,0.9795028,0.94220304,1.304074,1.4327285,0.0,1.2872704,1.3380582,0.97834283,1.473831,1.2105496,1.1264793,0.4025091,0.89326394,1.3652172,1.0611194,1.0072536,0.7125776,1.0034281,0.51811236,0.4664278,0.30658722,1.2334929,0.7789497,1.266137,0.5253821,0.61181724,1.1501395,0.49020612,1.0677023,1.054556,1.3575017,1.3101555,0.21490693,1.4007926,0.42814654,1.0725242,1.3942381,1.3657463,1.0601333,1.1170727,1.0574371,1.2775879,0.6941387,0.584051,1.1797612,0.5578413,1.1070994,0.4986943,0.28330326,0.60513127,0.65686584,0.87408954,0.59420824,1.1286597,1.0328927,1.1055355,0.70303595,0.761739,1.0311036,1.0648677,1.3360361,1.3232901,0.43460578,1.1693912,1.3343557,1.3353684,1.2398934,1.4218345,0.7028548,0.8325978,0.32028317,1.3903321,1.2694757,1.278897,1.0404482,0.9158646,1.2773219,0.34603834,0.6527711,0.486964,0.3850881,0.72513056,1.2550495,1.0720252,1.435982,0.9605371,1.5480286,0.34826005,0.43697822,0.9961852,1.09869,0.97488844,1.3319814,0.69527894,0.95901495,1.1556929,1.1142144,1.224659,0.19827557,0.37042928,1.1308491,1.1503887,1.3824319,0.9490637,1.0257776,1.4125727,0.9488152,1.2299875,0.9173047,1.1811656,1.0443314,1.3954195,0.43792182,1.0815765,0.28040183,0.81466067,1.334668,0.6594944,0.8888256,0.32814872,1.3211213,1.372924,1.4704766,0.62220156,0.5447049,0.7182792,1.1180669,0.8176213,1.052574,1.4743649,1.0373824,1.0601077,0.88247484,0.2836535,1.3243365,1.1978837
bench,0.7166704,1.1946287,1.2964199,1.053726,0.5692206,1.2791486,1.3841565,1.2150688,1.1877061,0.30062473,0.42703927,1.2872704,0.0,0.5905296,1.2914662,0.62180376,0.7861029,1.0693144,1.307097,1.1630497,0.7112084,1.282169,1.0531706,1.1508584,1.2711816,1.154613,1.0585798,1.3781366,0.65588284,0.7234958,1.0563154,1.3940053,1.1381527,0.6223886,1.1222169,1.0032094,1.2710822,0.35535616,1.0503868,1.4161812,0.5356561,1.4119033,1.2363749,0.82842064,1.1508975,1.2328835,0.475106,0.77923715,0.513615,1.2123799,1.3825848,1.0628083,1.2967471,1.0501628,1.3358617,1.3243805,1.3938289,1.1668942,1.0702143,1.3859874,0.87939477,1.0670108,0.87083477,1.1183832,1.0700724,1.2626181,0.890438,0.9958025,0.90636355,1.3139465,1.1174383,0.770558,0.6311618,1.0507374,0.5305913,0.9459939,0.85063916,1.356065,0.8961179,1.1078434,0.80062056,0.9687001,1.129625,0.9782745,1.3268269,1.0806257,1.2815471,1.3739628,1.2999501,0.4032656,1.0106562,0.47679418,0.495445,0.74946475,1.3522015,1.2965547,1.2735779,1.2452683,0.8320199,0.94919795,1.356911,1.2103661,1.2300816,1.0426396,1.0082202,1.3035789,1.3603517,0.456455,1.1563683,0.9293414,1.066982,1.2669346,0.42067468,1.1710929,0.56430423,1.0403916,0.9042602,0.56714433,0.478958,1.3580465,0.77519417,1.4169378,1.1336883,0.907006,1.3715091,1.2136743,1.303903,0.8992726,0.48920536,0.356449,1.4429386,1.2790704,1.1295774,1.1339679,1.0569826,1.3240534,0.8496145,0.8323401,0.8943937,1.047814,1.3391619,0.5661794,1.060253
bib,0.73278517,1.142036,1.3051367,0.9594094,0.54095554,1.2738028,1.3272847,1.1186756,1.3428991,0.53666097,0.49888968,1.3380582,0.5905296,0.0,1.2001649,0.5285325,0.86393374,1.1196368,1.3798983,1.2402086,0.861766,1.1023446,1.1367357,1.2429621,1.14498,1.3235594,1.2370286,1.2648443,0.654878,0.9376638,0.94703084,1.4739454,1.4027065,0.58359796,1.1651096,1.091913,1.1233144,0.54501605,0.9658832,1.3994495,0.72447133,1.4625162,1.2645031,0.8292974,0.994158,1.0918183,0.8136629,1.0858036,0.4238003,1.0291042,1.2892392,1.1138754,1.2375122,1.0098445,1.140488,1.3633645,1.4173746,1.06583,0.96899223,1.3444359,1.0251527,0.9416334,0.96558535,1.0866328,0.8766647,1.1702147,0.9944417,0.9801691,0.72534335,1.2330146,1.1851151,0.88446367,0.41652733,1.0413016,0.39190912,1.0290501,1.1184492,1.4521458,0.757051,1.1439497,0.7660037,1.1082722,0.9678726,0.8334456,1.2577593,0.9908842,1.073558,1.3469436,1.313632,0.7993753,0.9277796,0.27364475,0.48373878,0.6864093,1.3177688,1.2881701,1.0011364,1.2717257,0.7986211,0.836462,1.3742847,1.1409489,1.2836597,0.9728438,0.9128419,1.4579846,1.2946622,0.9131833,1.1670825,0.7579658,0.6479708,1.1379364,0.35028648,1.1969543,0.55026615,1.074556,1.0484267,0.8910364,0.6813562,1.3398354,0.74769884,1.4229673,1.0400325,0.87284523,1.2445018,1.1998066,1.2387426,0.75461227,0.41522658,0.5937706,1.4269047,1.2002031,0.9291553,0.89695275,0.8947156,1.3486832,0.88866997,0.83458006,0.9685706,1.2479409,1.2353302,0.8340416,1.1112877
bird,0.8873238,1.0006903,1.0752318,1.093666,1.2647054,0.85691035,0.9082105,1.0620227,0.9358021,1.2328024,1.2083503,0.97834283,1.2914662,1.2001649,0.0,1.0743392,1.0358281,0.8283855,1.0628538,0.98339,1.03346,1.0469451,0.97013676,1.0560331,0.48646832,1.02549,0.99941826,1.0630785,1.1582996,1.1434103,1.0296681,0.942367,1.0249147,1.1584157,1.0194668,0.8106184,0.9832589,1.2485712,1.0209229,0.9939112,1.1961191,0.9853042,0.75246257,1.1237562,0.9579661,0.7239901,1.1831424,1.0855571,1.1492269,0.9950608,0.985261,0.9257862,0.85917336,0.83313584,1.0176579,0.7234719,0.9074959,0.98694545,0.9173118,0.58042693,1.082106,0.8487258,1.0960325,1.0608809,1.0226645,0.9735769,1.0959954,1.0879846,1.1534395,1.0500139,0.83844763,1.0636729,1.1745138,0.9428999,1.2314768,1.0040153,1.0047064,0.94464976,1.1538583,1.0073428,1.1136353,1.0748813,1.107538,1.0851301,1.0773759,1.0104295,0.9163913,0.97211426,1.023259,1.2321057,0.61659396,1.2131617,1.2212267,0.92949545,0.9109439,0.96693647,1.0064441,0.7367027,1.057854,1.074874,0.8445494,0.9233197,0.7129934,0.9400109,0.9734895,0.9284771,1.0325297,1.1864519,0.6568754,1.167323,0.99593407,0.7910408,1.257269,0.7382306,1.2131236,1.0423639,1.0379095,1.1409419,1.2340107,0.83304274,0.96161175,1.0063457,0.85955304,1.0723308,0.8762443,0.94118774,1.030802,1.0103693,1.2341247,1.1700178,0.9404251,1.018266,1.0599929,1.0444998,1.017264,0.8651529,0.94737756,1.0565822,1.0419593,0.9650147,1.0517251,1.165996,0.77836776
blanket,0.58116233,1.2072004,1.3810649,1.1609478,0.6693002,1.1872294,1.3566036,1.3167174,1.02125,0.55736554,0.1589303,1.473831,0.62180376,0.5285325,1.0743392,0.0,0.63273895,0.72978044,1.3516793,1.1685365,0.58669186,1.2489502,1.1552604,1.237244,0.92746365,1.2781559,1.3266654,1.5126011,0.764014,0.9986478,0.98635566,1.36519,1.2639494,0.8723881,1.2695163,0.9813799,1.055892,0.39962626,0.97162503,1.4842968,0.4567206,1.4596405,1.139127,0.88867235,0.8596784,0.8745208,0.92544353,1.0500308,0.60146636,1.3162142,1.4628551,0.9692533,1.3162436,0.8596834,1.4351141,1.3605413,1.2895741,1.3016663,1.131329,1.2549715,0.8201436,0.96094334,0.9491871,1.2776909,1.1026748,1.2484615,1.0357878,0.9820746,0.95977503,1.3366889,0.99945694,0.8358991,0.5156469,0.8880716,0.43959934,1.2830646,1.1716875,1.4231699,0.85767496,1.0735298,0.7256584,1.0267782,1.141442,1.066415,1.4286153,0.9732934,1.3621386,1.349736,1.4039271,0.83931744,0.894222,0.37656623,0.9601486,0.3735385,1.4325647,1.3896978,1.3128204,1.0502081,0.5390993,0.8429088,1.2608962,1.0554405,1.082614,1.0607595,0.70706874,1.4519801,1.3905951,0.9078101,1.1045351,0.7424404,1.0898911,1.1438682,0.51684976,1.0828787,0.7956277,1.2805941,0.96909404,0.9535823,0.54864675,1.3649505,0.7183398,1.4630324,1.0625544,0.8988653,1.3853071,1.2873373,1.437409,0.6344995,0.6326275,0.42756528,1.3679947,1.3919396,1.1946478,1.0613867,0.8466066,1.0282996,0.6236115,0.8746884,0.9830279,1.1269139,1.5324281,0.78081375,0.90732837
boat,0.83872145,1.1984928,1.2473516,0.97527677,0.7927813,1.1488731,1.2599273,1.135526,0.8807952,0.77808553,0.6864277,1.2105496,0.7861029,0.86393374,1.0358281,0.63273895,0.0,0.60258996,1.2005239,1.0448081,0.29225355,1.2170429,0.92388904,1.0099742,1.1126611,1.0749176,1.0776272,1.2874271,1.0861118,0.96165234,0.98125184,1.269758,1.1482141,1.0072427,1.1738578,0.9967294,1.2011948,0.79752266,1.0968835,1.2083131,0.42729795,1.2450627,1.1862655,0.93226045,1.0376855,0.8876668,0.9391064,0.80817366,0.9047534,1.180382,1.3506228,0.97054756,1.2909074,0.83675796,1.3422589,1.2031336,1.1835952,1.2546455,1.1726639,1.1153646,0.9435057,0.9410759,0.85761654,1.1976379,1.2009158,0.9767599,1.0635711,1.0042888,1.0328921,1.1981833,1.0412885,0.8883822,0.84279716,0.6794923,0.8311436,1.0918248,0.95449847,1.2933722,0.9674258,1.1057962,0.91508406,0.8943005,1.0956583,1.1281072,1.3202436,1.1132765,1.2294009,1.2766939,1.3090004,0.86668396,1.140729,0.8500453,1.0597713,0.55386454,1.1286391,1.0518161,1.2268633,1.0552711,0.9222945,0.94053406,1.1491876,1.0577492,1.0901426,1.0653658,0.7900646,1.2335285,1.2787786,0.8630922,1.0960789,0.9611218,1.0677214,0.9737847,0.8810489,1.0979208,0.97836316,1.0761828,0.97387093,0.93878746,0.6325986,1.2396569,0.94569063,1.2364974,1.1558751,1.014019,1.2941043,1.185219,1.234674,0.70890325,0.9321949,0.6176225,1.1917349,1.2993177,1.1588905,1.0137819,1.089531,0.7386895,0.64275086,0.98132384,0.84141713,0.9717893,1.2724966,0.89682263,0.9535523
book,0.9567484,1.1322286,1.1203989,1.0367802,1.0301723,0.93709654,1.0603136,1.1488526,0.6850787,1.0161812,0.8286681,1.1264793,1.0693144,1.1196368,0.8283855,0.72978044,0.60258996,0.0,0.96991056,0.99062306,0.3750142,1.193722,0.9961121,0.94468904,0.9317428,1.0400788,1.0948024,1.2103701,1.3249187,1.021174,1.0489279,0.90612197,1.002776,1.1795179,1.0839704,0.999917,1.0994179,1.0179197,1.0981706,1.000444,0.75907207,1.0295045,0.9380477,1.0269809,0.9968903,0.66000044,1.1180545,0.9373004,1.1787574,1.1749547,1.1910362,0.9947432,1.1961871,0.70204926,1.242429,1.0260845,0.86783016,1.278436,1.0790074,0.81846976,0.8449455,0.92274255,1.0178674,1.1594678,1.2785034,0.8375095,1.0796576,1.0148231,1.1351517,1.0381237,0.8963281,0.9985875,1.0495298,0.61885166,1.1410949,1.1569114,0.99015385,1.0133646,1.1477479,1.0057502,1.1331885,1.0072352,1.1530877,1.2719078,1.1788781,1.0228453,1.111695,1.0980903,1.1578704,1.1361642,1.098076,1.1250956,1.3349946,0.39228106,0.9155663,0.85869193,1.274337,0.833675,0.9713124,1.0212237,0.8662629,0.9154108,0.9034861,1.15582,0.8782838,1.0862881,1.1134708,1.0228438,0.96294546,1.1005988,1.2500405,0.9224616,1.1738389,1.0585952,1.2661042,1.219164,0.9684875,1.0665278,0.89858127,1.083545,1.0079851,1.0600712,1.117522,1.07431,1.0930524,1.2024633,1.1373795,0.876119,1.1141716,0.6289615,0.960834,1.2332826,1.2803459,1.0167906,1.0272539,0.57073545,0.47969985,1.0363212,0.9281115,0.9282826,1.2270844,0.98596954,0.88348055
bottle,1.3555659,0.9183583,0.6816431,1.1792862,1.3832266,0.8659367,0.613295,1.012635,0.7804669,1.2899456,1.3214264,0.4025091,1.307097,1.3798983,1.0628538,1.3516793,1.2005239,0.96991056,0.0,0.8977126,1.2919594,1.0795203,1.1283301,0.68220323,0.9840486,0.60546184,0.7046507,0.48656738,1.2524326,0.93047833,1.239127,0.35107243,0.51781434,1.2151687,0.7327821,1.1267927,0.95537835,1.3262858,1.2661557,0.21377909,1.2969917,0.23889768,0.9451407,1.256761,1.1879187,1.1111021,1.1535136,1.1397054,1.2991722,0.930761,0.58744496,1.1509931,0.7558702,1.1731374,0.7287131,0.5795593,0.4350757,0.8655708,0.9499192,0.8256546,1.0381672,1.1154778,1.0586224,0.85286355,0.9889659,1.0414051,1.100366,1.2947907,1.35934,0.45948994,1.1305854,1.221851,1.2395844,1.1564416,1.4114308,0.9888458,0.96094173,0.29007328,1.3629959,1.1233402,1.3604352,1.1046345,1.0482153,1.2815018,0.3100794,0.6911672,0.6363358,0.34311146,0.6801965,1.2415373,1.024092,1.4107759,1.1896074,1.3664249,0.44937015,0.60469437,1.1380701,1.0369712,1.0830358,1.2895851,0.5901299,0.97162056,1.0763855,1.1706012,1.1617428,0.42121792,0.24963313,1.1208962,1.1283388,1.2912115,1.0928857,1.0060809,1.3869003,0.9907291,1.3269343,1.0308714,1.0492396,1.1291188,1.2631081,0.5409625,1.1241767,0.26682472,0.84943056,1.2582216,0.7364052,1.0226136,0.55820584,1.2142657,1.3061829,1.3563608,0.6176541,0.7064666,0.8328081,1.0576475,0.8248377,0.8851895,1.2758114,1.0072945,1.0686946,0.8754314,0.5299094,1.2080312,1.1343861
bowl,1.245097,1.0148871,0.88318336,0.8169159,1.3149285,0.8121538,0.8441644,0.8445388,0.6868904,1.0589893,1.227534,0.89326394,1.1630497,1.2402086,0.98339,1.1685365,1.0448081,0.99062306,0.8977126,0.0,0.98036003,0.7831513,1.0676411,0.68905187,1.0177475,0.6944186,0.8855037,1.0398192,1.2644185,0.9746927,0.74703,0.8224273,0.93622404,1.2321644,0.9033233,1.0682615,0.885926,1.2616659,0.75901175,0.9352046,1.0291687,0.5315805,1.0964637,0.8615616,1.0892507,1.1696641,1.0918708,0.8345347,1.235758,1.1770853,0.8193933,1.1369913,0.9966381,1.1499442,1.1397352,0.85159135,0.93062145,1.0455168,0.7635735,0.91361415,1.0489633,1.2614294,1.002937,1.1469218,1.0649726,0.8173641,1.2324603,0.8562275,1.2145972,0.95106405,1.0502603,1.1379364,1.2603086,0.9449419,1.2371061,0.99037164,0.9788779,0.81909144,0.7138088,0.65917134,1.0467626,1.0274861,1.1400983,0.74455637,1.0342509,0.83799136,1.1224588,0.95499957,0.820874,0.9104919,1.1771821,1.3074307,1.2361338,1.1501458,0.91551065,0.8551848,0.9480872,1.0588264,0.9557627,0.6262574,0.94200534,0.33254445,1.1118436,1.0353951,0.80521894,0.80931747,1.0010796,0.9929212,1.1186091,1.0342811,1.2035986,0.938047,1.3100941,0.8758848,1.2641867,0.7324705,0.94114035,0.4951613,1.2035998,0.7919064,0.96724147,0.81550443,0.9959376,0.42748374,0.6450639,0.97401667,0.99974227,1.122879,1.287243,1.1991651,0.42458105,1.1276735,1.1258048,1.0014904,0.901428,0.9536307,0.760855,1.1429927,1.0962276,0.9540378,0.9907986,1.1077812,1.2290297
box,0.8610922,1.2583907,1.3142294,0.9666729,0.7454285,1.1206496,1.3322154,1.1745164,0.8565074,0.66398823,0.5916318,1.3652172,0.7112084,0.861766,1.03346,0.58669186,0.29225355,0.3750142,1.2919594,0.98036003,0.0,1.2825699,0.87355226,0.8794749,1.1610415,0.9929059,1.1564415,1.4451823,1.1309756,0.91842663,0.9751736,1.2903697,1.0976205,1.0029032,1.156254,0.96131533,1.2459795,0.7219558,1.0805644,1.3518784,0.24533856,1.2745464,1.1447574,0.8464681,1.057821,0.8619529,0.7648685,0.61246777,0.92773426,1.2821901,1.4314392,0.9694387,1.4027553,0.7891958,1.4620407,1.3542197,1.2641975,1.3784668,1.2001756,1.1824359,0.80595624,0.934091,0.8030371,1.2707089,1.3726135,0.9951257,1.0562875,0.9690856,1.0390531,1.3576379,0.98645175,0.81221974,0.85185623,0.5109292,0.8522404,1.1772294,0.91643953,1.3229408,0.90586704,1.0324672,1.0093473,0.9729323,1.174998,1.117378,1.468864,1.2037468,1.366536,1.3871677,1.3355736,0.6846779,1.1773319,0.8390982,1.073276,0.3495462,1.2544556,1.12347,1.2945954,1.0485345,0.9621952,0.8748978,1.2172353,0.9953089,1.0674345,1.1256344,0.81973237,1.3039597,1.3791662,0.6728643,1.0452471,0.96316075,1.1619807,1.0267991,0.8718288,1.1276014,0.9943787,1.1185942,0.8670194,0.8065279,0.5440719,1.3916435,0.9251623,1.3557926,1.2282885,0.93671733,1.3587475,1.2896802,1.3437648,0.6694335,0.8931927,0.3915577,1.2053344,1.4453247,1.300154,1.0591737,1.1524162,0.7112644,0.37153614,1.0155116,0.8286835,0.9911069,1.4737221,0.72189045,0.8999485
bread,1.1506355,0.99183464,0.4193787,0.37976468,1.0954334,0.80504,0.87965417,0.29104275,1.0704305,1.3382456,1.3284776,1.0611194,1.282169,1.1023446,1.0469451,1.2489502,1.2170429,1.193722,1.0795203,0.7831513,1.2825699,0.0,1.0094776,1.1497157,1.0381019,1.1917509,1.1665764,0.8491142,1.0872273,1.3123708,0.41329998,1.0481429,1.234294,1.24053,1.0428299,1.1509567,0.63909507,1.2736776,0.19329882,1.0023271,1.3577902,0.94894516,1.101764,0.89012605,0.7401403,1.0132751,1.3129548,1.1938505,1.2672648,0.92767525,0.60531944,1.067691,0.9742603,1.1311522,0.84221923,0.9714481,0.9569578,0.917655,0.9849163,0.9350511,1.139363,1.1782404,1.1696088,1.0335569,0.8179308,0.5473467,1.0788326,0.31524193,0.8069327,0.96931016,1.0887095,1.1126704,1.2276397,1.0659513,1.192498,1.091823,1.1889805,1.1266211,0.7925873,0.41788054,0.80818975,1.0158759,0.9155366,0.48684525,0.9705933,1.027456,1.0754831,1.0311797,0.3824597,1.2059242,1.0925465,1.2478038,1.218685,1.206233,1.0889395,1.0468605,0.41293812,1.035195,1.08569,0.66176736,0.99892956,0.5949967,1.0824654,0.74664956,0.98735404,1.0658699,0.9515469,1.3100557,0.97194153,0.65228355,0.97017705,1.0035832,1.2262735,1.0552669,1.1749027,0.7979562,1.1261277,1.1791377,1.258217,0.9713857,1.1077404,0.8774426,1.1246284,0.7651677,0.83763266,0.68821454,0.893758,1.2478796,1.1932216,1.3433068,0.8089941,0.8932961,0.9519489,0.8450972,1.0797315,0.9664555,1.0492593,1.2224681,1.158622,1.1617899,0.91500497,1.2830822,1.215734
broom,0.9947851,1.0593705,1.023164,0.9157572,1.0166334,0.96059805,1.0184559,0.8278118,0.91768503,1.1005676,1.1252615,1.0072536,1.0531706,1.1367357,0.97013676,1.1552604,0.92388904,0.9961121,1.1283301,1.0676411,0.87355226,1.0094776,0.0,0.9368072,1.0903895,1.0045322,1.056356,1.0519792,1.1341366,1.0221522,0.9537227,1.0918672,0.9265766,1.0226877,1.0208615,0.9464902,1.0562232,1.0601234,1.0124999,0.943712,0.94257355,1.0451857,1.0297937,1.0554607,1.0161011,1.0404023,0.96363574,0.96151644,1.0748354,1.0190389,1.0906011,0.99034464,1.0292144,1.0830139,1.0738152,1.0062456,0.9898539,1.01551,0.94584167,0.9416333,1.0339676,1.0371625,0.97689074,1.0478525,1.0543005,0.8524653,1.0945522,0.9758361,0.9932713,1.1920041,1.0624589,0.4404533,1.1601126,0.75926924,1.1513073,0.8807803,0.8224722,1.0375526,1.0278474,1.0374205,0.9868881,0.9732738,1.0551003,1.0092477,1.1325746,1.1415493,0.9634161,1.123093,1.0426341,1.0283679,1.1146364,1.1374488,1.0234388,1.0321578,0.90241694,0.8489095,0.974312,1.0541704,1.1189606,1.0293968,0.94492227,1.0176896,1.0291256,1.0438236,1.0508742,1.0167888,1.0617551,0.96680546,0.9298532,1.1139866,0.87149906,0.7523825,1.1333691,1.0897572,0.9992379,0.96008736,1.1042907,1.051834,0.9969059,1.1465783,1.144381,1.0677022,1.0375836,1.118484,0.94176453,0.8377993,0.96752405,0.9088351,1.1059519,0.9785268,1.0104375,1.0717475,0.94552785,0.77307713,1.1431996,0.8321998,0.96540153,1.0846536,0.8581878,0.9125415,1.117592,1.0393362,0.99739856
bucket,1.4185343,0.9006522,1.1317906,1.0966872,1.2319508,0.93655777,0.7565566,1.0955411,0.60669875,1.000132,1.278791,0.7125776,1.1508584,1.2429621,1.0560331,1.237244,1.0099742,0.94468904,0.68220323,0.68905187,0.8794749,1.1497157,0.9368072,0.0,1.0531061,0.12601519,0.5037972,0.77011776,1.2108994,0.48493165,1.1872295,0.57615733,0.50197315,1.2061206,0.74064744,0.97043574,0.9784596,1.3094935,1.2454879,0.7158999,0.8233721,0.43536103,1.0171986,1.1302953,1.1410824,1.1897241,0.7620678,0.5382032,1.2038579,1.181196,0.86097,1.1337336,1.0001941,1.2097557,0.9038621,0.8609978,0.80133355,0.7698871,1.0033418,1.0192074,1.0980105,1.1133537,0.8176072,1.1137486,0.9149908,1.030592,1.261059,1.3024967,1.2710543,0.87230384,1.0796304,1.1762507,1.303656,0.8289238,1.3147805,0.9530377,0.66588753,0.50550115,1.195516,1.09116,1.1740425,1.0561117,1.1615512,1.1778274,0.94058883,0.58316624,0.8771098,0.8656024,0.9886984,0.9558377,1.1634164,1.3010055,1.0178189,1.2966013,0.6616355,0.6761955,1.1514122,1.057955,0.87686217,1.254637,0.81153315,0.9839814,1.0507809,1.0461576,0.975839,0.67239565,0.9240414,0.64841944,1.1159321,1.2007916,0.96266925,0.9932533,1.3675671,0.8875653,1.207664,0.7005167,0.9768249,0.74876523,1.1906872,0.77718484,1.0225776,0.7263602,0.63021934,1.1763332,0.8436489,1.1479225,0.91891533,0.99839145,1.3346493,1.1385163,0.63090456,0.9867177,1.0858313,1.0273745,0.6343455,0.82300353,1.0765927,1.0325844,0.94984883,0.6552112,0.8650352,0.95340306,1.1518974
butterfly,0.85053337,0.8476124,1.0680257,1.1582034,1.2900119,0.9340848,0.9444247,1.0835965,0.82728225,1.2222389,1.1649933,1.0034281,1.2711816,1.14498,0.48646832,0.92746365,1.1126611,0.9317428,0.9840486,1.0177475,1.1610415,1.0381019,1.0903895,1.0531061,0.0,1.007548,1.0803623,1.1008738,1.1019261,0.9820863,1.0097344,0.8238814,0.9156234,1.0743135,1.1276263,0.8108961,0.8350473,1.2442608,1.0052401,1.0015793,1.2084497,0.9674705,0.7753304,1.1190559,0.8624058,0.8756409,1.2461421,1.1246138,1.0411257,1.0871557,1.0681468,0.9251605,0.8040849,1.0139403,1.0597169,0.7594698,0.88538456,0.9577819,0.9794252,0.6006787,1.0352795,0.9420469,1.1655909,1.1769936,0.8118008,1.0272409,1.1820956,1.1093231,1.1022592,0.93506014,0.86263967,1.0696342,1.0143307,1.0270381,1.1162618,1.0415258,1.0071956,0.92596614,1.0770923,1.015561,0.9025531,1.1234094,1.2075918,1.1672772,1.1234471,0.70075715,0.83498883,0.8912351,1.066074,1.2547369,0.3565297,1.0904527,1.1782936,1.0336996,0.92832935,0.9538217,1.0937183,0.79281163,0.889195,1.1285985,0.83141285,0.9936862,0.7593147,1.0409671,0.6966652,0.9376375,1.0252576,1.2410392,0.77356845,1.1131604,0.9882051,0.7131413,1.1751643,0.61281836,1.1839613,0.966061,1.0956769,1.1845148,1.3019671,0.7305221,0.9121055,0.917609,0.7189803,1.1168344,0.9383347,1.0414388,1.1104584,0.95156306,1.1432235,1.208477,0.89808244,1.0194364,1.127769,1.1010519,0.6437519,0.89067477,1.0976737,1.0084784,1.1378245,0.84355533,1.098048,1.1939666,0.89443076
