,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
horse,0.7173643,1.0461717,1.0656239,1.1219548,1.130755,0.9754464,1.0582345,1.1170475,0.92253983,1.1206235,1.0755576,1.1693912,1.1174383,1.1851151,0.83844763,0.99945694,1.0412885,0.8963281,1.1305854,1.0502603,0.98645175,1.0887095,1.0624589,1.0796304,0.86263967,1.1051047,1.1761482,1.1323559,0.9241625,1.1007448,1.0918651,1.0460919,1.0870619,1.0987223,1.0727472,0.947601,0.8513691,1.0817524,1.0883405,1.1540504,1.0493553,1.1037875,0.55072504,1.1008826,0.6517812,0.7297521,1.2090924,1.000485,1.1901776,1.0802175,1.0929185,0.5985128,1.0242012,0.8744193,1.1386505,1.0776684,1.0348967,1.1633191,1.1141391,0.78503454,1.0288453,0.6702497,1.1780071,1.1046724,1.1842794,1.0797544,1.0824987,1.0433517,1.1082305,1.1141912,0.0,1.0120612,1.1280382,0.9571733,1.129497,1.2380835,1.0466995,1.1091577,1.0817206,1.0234969,0.92357945,0.9785468,1.067235,1.1296508,1.14346,1.1210482,1.1072433,1.0891483,1.0903652,1.1262474,0.9886937,1.1903017,1.2202504,0.8633463,1.1727868,1.1217606,1.0296489,0.14732528,1.026696,1.1047697,1.0139629,1.0495753,0.16169548,0.9381471,0.983415,1.1261847,1.1618822,1.1606839,0.4439618,1.0261446,1.1693134,0.91150236,1.1715708,1.0344197,1.160817,1.1846491,0.98476696,1.1412601,1.0194505,1.1021544,1.0655245,1.1177804,1.1864741,1.0800631,1.1255035,1.0378839,1.2132227,1.003817,1.1358314,1.0739261,0.959589,1.1126028,1.1694423,1.1528338,1.0951767,0.8019202,0.9847496,1.091919,1.1055876,0.9499708,1.1760465,1.160483,0.4546969
hose,0.7358491,1.1940997,1.0980681,0.96001273,0.831696,1.0684214,1.1699114,1.018034,1.0097355,0.81920236,0.7972706,1.3343557,0.770558,0.88446367,1.0636729,0.8358991,0.8883822,0.9985875,1.221851,1.1379364,0.81221974,1.1126704,0.4404533,1.1762507,1.0696342,1.2205809,1.3151715,1.399356,0.8429381,1.1423883,0.91962105,1.2642926,1.1138798,0.93620324,1.1309958,0.89641577,1.0850372,0.77239287,0.9292456,1.2710336,0.7825507,1.3100641,1.0406783,0.7476471,0.952353,1.1344802,0.8505642,1.0404496,0.7854669,1.2211072,1.2921886,0.9264072,1.1966829,1.0726894,1.3498443,1.3103828,1.1789799,1.2678019,1.0301117,1.1815071,0.90104735,0.9957176,1.01331,1.1683776,1.1508775,1.0492508,1.0118692,0.8717677,0.9275432,1.2827023,1.0120612,0.0,0.9134425,0.8366906,0.8333366,1.0146252,1.0014007,1.2757583,0.7775525,0.9480314,0.8587278,1.0230742,1.1498826,0.94867104,1.2752874,1.2449107,1.1728818,1.2189391,1.1895013,0.77857876,0.9945158,0.7973953,0.9378059,0.7267395,1.260216,1.2485781,1.1040165,1.0913646,1.0667654,0.8917507,1.134726,1.080486,1.0423143,1.1041366,0.9970937,1.3218668,1.2421827,0.86059046,1.0052992,0.8914094,1.0031904,0.8846669,0.80024314,1.1942425,0.86048424,1.1552808,0.9887465,0.9261217,0.769121,1.3866947,1.0452857,1.3352664,1.1386092,0.90677464,1.2264785,1.0462065,1.2624645,0.8093938,0.85173035,0.71964705,1.2796601,1.3305521,1.0199174,0.84340173,1.2144921,0.9864312,0.7798798,1.0171036,0.91531575,1.0714473,1.3836148,0.8338387,0.8307146
jacket,0.8762817,1.1689237,1.2088768,1.1270113,0.649157,1.1972921,1.2853191,1.2490813,1.2331595,0.60499513,0.39531744,1.3353684,0.6311618,0.41652733,1.1745138,0.5156469,0.84279716,1.0495298,1.2395844,1.2603086,0.85185623,1.2276397,1.1601126,1.303656,1.0143307,1.3129953,1.2440603,1.3130289,0.80077136,1.0376861,1.0620357,1.316014,1.2512059,0.49594992,1.162112,1.0860251,1.1419595,0.45928985,1.065343,1.3440971,0.69540995,1.3919306,1.1770737,0.9168348,1.0550458,1.0068663,0.90873337,1.1181192,0.49968427,1.1403128,1.3145161,1.0435412,1.24911,0.9322789,1.1817249,1.3475136,1.2761009,1.2331867,1.0208639,1.3621125,0.85523105,1.0583012,0.92163956,1.0780501,1.1700213,1.3213327,0.90734684,0.96620595,0.83860946,1.2429353,1.1280382,0.9134425,0.0,1.0561067,0.30185735,1.1681739,1.1748728,1.3533524,0.89971906,1.109553,0.94785035,1.0935558,0.9336912,1.0925652,1.2042683,1.1891732,1.090793,1.2733042,1.2706991,0.8610249,0.8746141,0.29499912,0.7616292,0.6867856,1.3370129,1.3405278,1.187124,1.2041451,0.97984993,0.9950607,1.2529941,1.1704403,1.213695,1.0653758,0.9650704,1.3980656,1.249054,0.94751155,1.1964734,0.68814296,1.0178006,1.1249661,0.23148787,1.1814699,0.68041945,1.3233885,0.9369303,0.9943358,0.5573089,1.3701069,0.8341364,1.3791325,1.0953462,0.9627218,1.2815229,1.2754755,1.3025932,0.5627115,0.24533653,0.5595927,1.3639544,1.2250543,1.0150459,1.0812196,1.0569347,1.2378747,0.8366902,0.7256437,0.9721637,1.1691983,1.3109736,0.77990794,1.0075297
jar,1.024963,1.0132921,1.0990331,0.8507769,0.96644783,0.8384832,1.0620574,1.0064017,0.8977366,1.0941199,0.9554638,1.2398934,1.0507374,1.0413016,0.9428999,0.8880716,0.6794923,0.61885166,1.1564416,0.9449419,0.5109292,1.0659513,0.75926924,0.8289238,1.0270381,1.0415604,1.1716769,1.1956358,1.2882046,1.1055224,0.90982336,1.059528,1.062317,1.0925076,1.1651456,0.9263428,1.1680186,1.0176995,0.96654195,1.1869375,0.75542116,1.0124832,1.0845512,0.9033165,1.0408252,0.86173207,1.0576305,0.90834314,0.9586808,1.10482,1.1573873,0.9529118,1.183659,0.85457474,1.2344484,1.2071478,1.1254295,1.2297087,1.070274,1.0201757,0.91177016,0.93380535,1.0705515,1.2109993,1.2012105,0.7042515,1.093431,0.8941629,0.9801478,1.1808355,0.9571733,0.8366906,1.0561067,0.0,1.0142616,1.2302336,1.1068827,1.2196629,0.94715214,0.9809232,0.9105357,0.93628836,1.1302978,0.9720643,1.2558811,1.233412,1.16653,1.189551,1.0752125,0.98257107,1.1256828,0.9864592,1.1661043,0.6330823,1.2344759,1.1595768,1.1480582,0.97682726,1.0809025,0.8513419,1.1206697,0.84774125,0.97558635,0.99792594,0.88400346,1.1802152,1.1817504,1.0149008,0.9198287,1.1076605,1.1121485,0.96192014,1.0601562,0.90517193,1.0668371,1.0616183,1.0262102,1.0439136,0.84485185,1.2207092,1.083725,1.1543036,1.1052425,0.9266997,1.1507128,1.0630828,1.0828273,0.8110515,1.0372814,0.7552563,0.9589665,1.2236156,1.2742097,1.0407802,1.151974,0.50508004,0.543067,1.1294565,1.0060371,1.0565231,1.2819698,1.003011,0.87448674
jeans,0.7074642,1.0895865,1.2752986,0.99473345,0.43511224,1.2720418,1.3497804,1.2007216,1.364274,0.5538604,0.34260118,1.4218345,0.5305913,0.39190912,1.2314768,0.43959934,0.8311436,1.1410949,1.4114308,1.2371061,0.8522404,1.192498,1.1513073,1.3147805,1.1162618,1.328681,1.3031622,1.3612988,0.7059252,1.0282768,1.0056268,1.4731139,1.3209352,0.60615015,1.1895511,1.0409012,1.2417808,0.3696897,0.9942312,1.4884632,0.68244016,1.4876688,1.2841612,0.77568734,1.0157635,1.0520778,0.8031131,1.0633293,0.43504715,1.1591814,1.41382,0.9982767,1.3147125,0.9452848,1.1608001,1.4342656,1.4589975,1.1270273,1.0120089,1.4536076,0.9353887,1.0240403,0.95333105,1.1317749,0.9569213,1.1665114,0.9348925,0.8890664,0.5670194,1.3319649,1.129497,0.8333366,0.30185735,1.0142616,0.0,1.018519,1.173834,1.4969516,0.71528924,1.0690967,0.7689179,1.0140687,1.0049263,0.9286933,1.339213,1.1777704,1.2673283,1.3971715,1.328152,0.7631506,0.9669174,0.19664091,0.597158,0.6847449,1.3986771,1.3934722,1.0926366,1.2757046,0.829803,0.8584557,1.4339132,1.2169192,1.2577231,0.9468483,0.91717345,1.4825814,1.3935281,0.87156427,1.2255499,0.61897355,0.88262314,1.1730347,0.25394177,1.1509326,0.4140082,1.1649184,0.9521493,0.8827272,0.5811446,1.4290141,0.85273707,1.5050856,1.0156522,0.86693436,1.3035746,1.2104484,1.3703218,0.6888695,0.4123866,0.5561512,1.467101,1.1924236,0.97278416,0.910318,1.0475955,1.3452756,0.819492,0.8110168,0.98260033,1.1970431,1.3599013,0.7493644,1.0229481
knife,0.98290473,0.7903408,1.151119,1.0534476,0.8554672,1.2525197,1.0751418,0.90955305,1.0316708,0.9509462,1.2529838,0.7028548,0.9459939,1.0290501,1.0040153,1.2830646,1.0918248,1.1569114,0.9888458,0.99037164,1.1772294,1.091823,0.8807803,0.9530377,1.0415258,0.8620223,0.7984816,0.8011409,0.9808369,0.862002,1.2054944,1.0320749,0.76193666,1.110532,0.7525295,0.74891996,1.098912,1.1909627,1.147816,0.68483454,1.2333705,0.994686,1.2011565,1.0044348,1.2370467,1.2706282,0.86613643,0.80767906,0.9918266,0.8653103,1.0426164,1.1890606,0.86819565,1.193413,0.6574851,0.7912486,1.0615019,0.6205741,0.52330595,0.9230634,1.1347921,1.0485893,1.034942,0.8211555,0.7074527,0.79584795,0.99169254,1.178401,0.78772104,0.9086842,1.2380835,1.0146252,1.1681739,1.2302336,1.018519,0.0,0.8308881,0.85156983,1.0056309,1.1668723,1.0672596,0.89834446,0.87569565,0.99431026,0.8739072,0.8386407,0.74850774,0.87947255,1.1092081,0.93369925,1.0387112,1.0774521,0.7504957,1.2865603,0.49188733,0.48690587,0.9207827,1.2616571,1.0789837,1.1405902,1.0100251,1.1498265,1.2592641,1.0479963,1.0362135,0.83957267,0.97695893,0.8866586,1.2205727,1.0616413,0.6896829,0.6932553,1.100468,0.8701551,0.88683987,0.5070454,1.0739903,0.73925257,1.2570081,0.7325008,1.0370058,0.9965197,0.68413645,1.0625986,0.49525607,1.0183529,0.89644885,1.2501583,1.1543576,1.1869702,1.0469877,0.74095416,0.576943,0.506542,0.9482367,1.3015637,1.2607006,1.0485355,1.1135236,0.8105309,0.62235266,1.0638244,1.2011359
ladder,1.1565729,1.1033418,1.2592599,1.1516775,1.1207148,1.1226758,1.0202132,1.1718193,0.74592966,0.93433833,1.1701748,0.8325978,0.85063916,1.1184492,1.0047064,1.1716875,0.95449847,0.99015385,0.96094173,0.9788779,0.91643953,1.1889805,0.8224722,0.66588753,1.0071956,0.5486133,0.6346189,1.0490937,1.0733393,0.3450694,1.0815655,0.8769275,0.68881,1.0323803,0.9544632,0.85001713,0.98721164,1.1164407,1.1904398,0.95657027,0.76731837,0.9538372,0.9861151,1.1114459,1.0417162,1.100208,0.5094474,0.6041425,1.0286819,1.1422453,1.1868862,1.01666,1.0591836,1.1049896,1.0972961,0.95908606,0.93348795,0.9641209,1.0024618,0.9894055,1.0214083,1.0293407,0.7621392,1.0926522,0.9807864,1.2059603,1.1423607,1.1827264,1.189743,1.0557725,1.0466995,1.0014007,1.1748728,1.1068827,1.173834,0.8308881,0.0,0.7946775,1.183421,1.1835155,1.0886921,0.94879705,1.1554008,1.1458817,1.181054,0.82347554,0.8447485,1.0154048,1.2089368,0.71065676,1.1157856,1.1727313,0.78801805,1.2386496,0.7442992,0.72873044,1.2037321,1.0733879,0.88795096,1.1844863,0.87101424,1.1723024,0.9950089,1.2267488,0.9889709,0.8228508,1.1218911,0.49984264,0.9831446,1.2011026,0.8068601,0.9719225,1.1789389,0.90972555,0.98551494,0.74170685,0.88586813,0.77329874,1.0808593,0.95788383,1.0583469,0.94130945,0.8689097,1.1801621,0.95046157,1.1686366,1.069485,0.94358355,1.140772,0.9533009,1.0395688,1.1443881,1.1600741,1.0135375,0.8023185,1.027148,1.1475323,0.96204805,0.8303582,0.4014371,0.9597928,0.75309575,1.0837126
lamp,1.4094999,0.80677724,0.8737749,1.3437932,1.4782486,0.7489667,0.38292825,1.093822,0.68717444,1.21415,1.4074597,0.32028317,1.356065,1.4521458,0.94464976,1.4231699,1.2933722,1.0133646,0.29007328,0.81909144,1.3229408,1.1266211,1.0375526,0.50550115,0.92596614,0.36830473,0.5189083,0.48907554,1.2628553,0.7090262,1.2848053,0.26456487,0.40203178,1.2683692,0.49878526,1.0503703,0.9073492,1.4261396,1.3077862,0.3022349,1.3044446,0.2944243,0.8399372,1.2757477,1.213574,1.099414,1.0723562,0.9685553,1.41325,0.97749734,0.5187302,1.1854017,0.62607896,1.1683614,0.6004709,0.46066093,0.49082643,0.7039243,0.89434266,0.71087015,1.0787245,1.1292782,1.0415579,0.87292314,0.9540792,1.1378618,1.1808598,1.3956052,1.3920592,0.5868347,1.1091577,1.2757583,1.3533524,1.2196629,1.4969516,0.85156983,0.7946775,0.0,1.4067416,1.0924435,1.3856289,1.1347142,1.0956436,1.2736368,0.48698688,0.5738796,0.5606947,0.3675195,0.7234775,1.2873541,1.060982,1.5147902,1.1856605,1.4651582,0.38366997,0.49217927,1.1000746,0.9912234,1.0108482,1.3753293,0.5604833,0.98726857,1.0217445,1.1120826,1.1701229,0.30960798,0.45748425,1.039655,1.07401,1.3789005,1.0867134,0.9681893,1.4925795,0.8692399,1.4016011,0.91689473,1.0727315,0.9668571,1.3627048,0.46086657,1.027689,0.2699821,0.700543,1.2723961,0.63271886,1.018158,0.62011313,1.2308927,1.4112035,1.4016478,0.5328015,0.6711638,0.8733005,1.0739335,0.7230051,0.9279991,1.3688998,1.0797235,1.0970939,0.7405537,0.54765046,1.1836234,1.1684784
meat,0.8543438,1.1256458,1.107168,0.77886283,0.72906923,1.1617188,1.2618235,0.9383084,1.1374339,0.83540297,0.88680977,1.3903321,0.8961179,0.757051,1.1538583,0.85767496,0.9674258,1.1477479,1.3629959,0.7138088,0.90586704,0.7925873,1.0278474,1.195516,1.0770923,1.2527831,1.266826,1.3314106,0.7703773,1.212321,0.60401946,1.3318028,1.2933304,0.9495277,1.2178526,0.9868092,1.0015608,0.89640796,0.582914,1.4619298,0.9017775,1.2785866,1.1485003,0.55923694,0.91061693,1.1521671,0.9162265,1.0239688,0.79444623,1.1573473,1.204458,1.0134797,1.2803555,1.0587113,1.2730942,1.3537674,1.2982771,1.1313657,0.9697819,1.3006091,0.9620839,1.1337658,0.88503385,1.1668186,1.0736383,0.93977123,0.9899251,0.68527687,0.68004936,1.312262,1.0817206,0.7775525,0.89971906,0.94715214,0.71528924,1.0056309,1.183421,1.4067416,0.0,0.7854631,0.8661856,1.0229626,1.0866222,0.45883095,1.3320564,1.2593446,1.3016105,1.3564215,1.1363084,0.71604806,1.0373268,0.7517102,0.93264246,0.7848517,1.4114816,1.3337662,0.93831104,1.1528403,1.1962638,0.44301665,1.2919972,0.72483283,1.1570156,0.9279877,0.9517734,1.3209875,1.3555797,0.97635967,1.0301957,0.66929275,0.9116204,0.9652281,0.7680793,1.1090925,0.814993,0.9067472,0.8029246,0.74186456,0.913615,1.3306464,0.85214424,1.363786,1.1660931,0.36781585,1.1056843,0.980257,1.2272367,0.8884204,0.8551334,0.8543196,1.1847129,1.240473,0.98515487,0.79465944,1.2106898,1.2134807,0.7264627,1.0226055,1.0129862,1.2350411,1.2987005,0.81001246,1.036938
melon,1.1411705,1.0316119,0.41949517,0.5319547,1.0198426,0.6077366,0.7382653,0.470788,1.0003566,1.0864818,1.1314809,1.2694757,1.1078434,1.1439497,1.0073428,1.0735298,1.1057962,1.0057502,1.1233402,0.65917134,1.0324672,0.41788054,1.0374205,1.09116,1.015561,1.126405,1.2125486,1.1660461,1.1940961,1.2367815,0.5980671,1.0326525,1.1573248,1.2428952,1.1055193,1.0758083,0.8769523,1.1542647,0.4189428,1.1979569,1.1153802,0.9870406,1.0033184,0.81482774,0.9012178,1.0897198,1.1747966,1.0426459,1.1881971,1.1837376,0.7143953,1.0356088,1.1295474,1.0893928,1.141024,1.1386911,0.99606335,1.1612966,0.9676187,1.0840098,1.0418997,1.1882534,1.0876528,1.2217339,1.0864689,0.7662151,1.1048696,0.32138604,0.9353188,1.1617217,1.0234969,0.9480314,1.109553,0.9809232,1.0690967,1.1668723,1.1835155,1.0924435,0.7854631,0.0,0.93150365,0.9679009,1.003033,0.69342816,1.2006665,1.0730741,1.3025229,1.1539254,0.37829423,1.0577972,1.0748439,1.1265692,1.2907891,0.9723356,1.212671,1.1640491,0.7122233,1.0076313,1.1214327,0.7046474,1.0268239,0.6189728,1.0228205,0.76731044,0.98723614,1.2248651,1.1682892,1.1335943,0.963177,0.6138462,1.2383649,0.9753104,1.0835235,1.0992988,1.162415,0.8990478,1.0107327,0.92245674,1.0482136,1.1649622,1.0733876,1.0253696,1.1174128,0.61413676,0.916348,0.9743258,1.1208804,1.1151323,1.0926926,1.1257437,0.86455834,1.1872392,1.1962394,0.9421176,1.0874687,0.9262642,0.74792475,1.1653194,1.1518239,1.0743349,1.2608542,1.0494223,1.0371357
mitten,0.6869254,0.9402313,1.077881,0.87260604,0.8146615,1.062716,1.1341075,0.8930577,1.0199848,0.9687521,0.83482313,1.278897,0.80062056,0.7660037,1.1136353,0.7256584,0.91508406,1.1331885,1.3604352,1.0467626,1.0093473,0.80818975,0.9868881,1.1740425,0.9025531,1.2034051,1.222629,1.1983252,0.7772446,0.9610767,0.8456701,1.3037797,1.315091,0.9687837,1.2108158,0.8971375,0.767661,0.8090507,0.7537869,1.3437994,0.94210607,1.2057408,1.0667061,0.874089,0.70820165,1.01373,1.0659608,1.047277,0.86033595,1.1743493,1.1627853,0.9277235,1.102205,1.0714867,1.154892,1.2029477,1.2699106,1.0206051,1.1581843,1.1007625,1.1075845,0.98496836,1.2231593,1.1893053,0.44569325,0.8424365,1.0889267,0.81046444,0.8055881,1.0450748,0.92357945,0.8587278,0.94785035,0.9105357,0.7689179,1.0672596,1.0886921,1.3856289,0.8661856,0.93150365,0.0,0.8290509,1.0893894,0.7459006,1.2960948,0.81833756,1.3073807,1.2474458,1.0823275,0.94169396,0.8915516,0.79707134,0.8914848,0.968171,1.3165075,1.2669687,0.9088398,0.941629,0.6945571,0.9085264,1.2701464,1.0806435,0.9606171,0.7305149,0.60848397,1.2980218,1.3109798,1.0066503,0.93584394,0.92297673,0.9424801,1.0019164,0.87531084,0.7979838,0.8394876,0.8306088,1.1829491,1.0159067,0.8896642,1.0569474,0.9474746,1.2581921,0.91237605,0.8964677,1.2874088,0.938573,1.1309718,0.9985649,0.94255126,0.911127,1.0590155,1.1118752,1.0325499,0.93220353,0.7886442,0.9226841,0.9726509,1.1211681,1.1668302,1.0927502,1.2841637,1.1257868,1.0425526
motorcycle,0.94427025,0.9897236,1.0293893,0.9824818,0.9901704,0.98883224,1.0463021,1.0072562,1.061765,0.9869547,1.0418035,1.0404482,0.9687001,1.1082722,1.0748813,1.0267782,0.8943005,1.0072352,1.1046345,1.0274861,0.9729323,1.0158759,0.9732738,1.0561117,1.1234094,1.0594343,0.8544728,0.9920892,1.0058106,0.9601779,1.0559549,1.115223,1.0424539,1.0541592,1.0351983,0.93995905,1.0483347,1.0232888,1.010363,1.1149588,1.015182,1.0932055,1.0396658,1.0241652,0.9458114,0.98507017,0.9518333,0.8842068,1.021197,1.0662256,1.1172892,0.8678218,1.0615158,0.95229006,1.0367173,1.0677415,1.0473769,0.98379517,1.0502458,1.0179937,1.0250092,0.996212,1.0739084,0.99322146,0.85844606,0.8947332,0.9182998,0.9650461,0.9029573,1.0044914,0.9785468,1.0230742,1.0935558,0.93628836,1.0140687,0.89834446,0.94879705,1.1347142,1.0229626,0.9679009,0.8290509,0.0,0.97254205,0.9899905,1.1076455,1.0261086,1.1410125,1.1046952,1.058306,0.90759015,1.1484116,1.0373294,1.0,1.0229194,1.059047,1.0401388,1.0174602,1.0114229,0.9613184,1.0072657,1.0601041,1.0671617,0.94910705,0.9970904,1.0051042,1.0403202,1.0910414,0.9344107,1.0163227,0.93751574,1.0038519,0.9450714,1.0468194,1.0171555,0.94616055,0.7882117,1.042094,0.94131154,1.0073965,1.0112462,1.069444,1.1294492,1.0016103,0.9941798,0.9876673,0.97309625,1.0152906,1.1157186,1.094852,0.98246694,1.0408856,1.0291187,1.0768347,0.9718073,1.0489135,0.9034449,1.0061433,1.1311314,1.0089211,0.9228832,0.99164677,0.9414344,0.9809594
mouth,1.1647825,0.7836901,0.8654206,0.98153883,0.93315965,1.0900968,1.0015687,0.90182704,1.2013727,1.1641926,1.1080068,0.9158646,1.129625,0.9678726,1.107538,1.141442,1.0956583,1.1530877,1.0482153,1.1400983,1.174998,0.9155366,1.0551003,1.1615512,1.2075918,1.0948099,1.0539384,0.76252604,1.082883,1.1903329,0.9646617,1.1702673,1.0554518,1.0018243,0.9714911,0.98312527,1.106164,1.0844675,1.019914,0.90405893,1.2001143,1.0612562,1.0538497,1.097646,1.1330419,1.0288038,1.1611785,1.1217473,1.0712367,0.4941228,0.89732504,1.0281166,0.8571894,0.944957,0.6404012,1.0509316,1.0554746,0.826715,1.0290663,1.1245464,1.0455981,0.986871,1.0891571,0.6671756,0.99483424,0.9336084,0.7739145,0.9661136,0.75630116,0.8964101,1.067235,1.1498826,0.9336912,1.1302978,1.0049263,0.87569565,1.1554008,1.0956436,1.0866222,1.003033,1.0893894,0.97254205,0.0,1.0046692,0.6941059,1.1313312,0.805955,0.90475965,0.91112244,1.157552,1.1800556,1.0391141,1.0380415,1.102319,0.9382005,0.97500396,0.79179394,1.0761971,1.1756084,1.0393246,1.0836875,1.0677993,1.069397,0.8644922,1.195183,1.0202092,0.8964373,1.2108889,1.1049724,0.96577406,0.9223995,1.1020058,0.9546101,1.0174997,0.9481834,1.1100137,1.0462556,1.1893048,1.0538551,1.0050567,1.1883051,1.0074301,0.98460287,1.0299218,0.9769314,0.926605,0.77713263,1.1155478,0.98113483,1.1858763,1.1169055,0.5827592,0.70238096,0.89390004,1.1124288,1.1534396,1.1588138,1.0047542,1.042736,1.1316324,0.74434954,1.1065589,0.9964024
muffin,0.93882,1.0478772,0.87111276,0.65363824,0.87529105,0.984331,1.0465889,0.8193371,1.1889398,1.0094419,1.061621,1.2773219,0.9782745,0.8334456,1.0851301,1.066415,1.1281072,1.2719078,1.2815018,0.74455637,1.117378,0.48684525,1.0092477,1.1778274,1.1672772,1.248689,1.2656395,1.124924,0.7606573,1.2130107,0.54067576,1.2883106,1.2822733,1.054375,1.0728618,1.132272,0.62340987,0.9899649,0.41234612,1.3282027,1.1405971,1.1621633,1.1611757,0.5840694,0.8187151,1.1039593,0.94200337,1.0905818,0.90542436,1.0457315,0.8712652,1.0898697,1.0430655,1.057129,1.0688887,1.2239532,1.2779541,1.0288066,1.0130721,1.2474129,1.0793831,1.101064,0.99823064,1.069257,0.9714787,0.79867744,0.96962726,0.636701,0.729949,1.2123061,1.1296508,0.94867104,1.0925652,0.9720643,0.9286933,0.99431026,1.1458817,1.2736368,0.45883095,0.69342816,0.7459006,0.9899905,1.0046692,0.0,1.1623868,1.2549037,1.2663482,1.1971673,0.81112623,0.83658427,0.98468983,0.9156081,0.91727424,1.0147938,1.3033032,1.2647063,0.71511495,1.1686373,1.1551272,0.4567188,1.2727258,0.7489829,1.1820755,0.75643504,0.9802683,1.2528071,1.1785246,1.0197772,0.9626889,0.8033253,0.8680796,1.1692609,0.91915363,1.038051,0.866808,0.8145291,0.950897,0.89079136,1.083536,1.2217958,0.8782606,1.1794107,1.1710975,0.33888078,1.0353768,0.78796905,1.0591072,1.0950874,0.9485664,1.0226294,1.0598314,1.0810564,1.0247281,0.8825405,1.2183733,1.2219697,0.958857,1.1483918,1.164922,1.2862545,1.1533777,0.92446816,1.2030538
nail,1.3471874,0.76781523,0.5695962,1.1779959,1.3031139,0.8435896,0.61465216,0.96744454,1.0383228,1.3719648,1.3355272,0.34603834,1.3268269,1.2577593,1.0773759,1.4286153,1.3202436,1.1788781,0.3100794,1.0342509,1.468864,0.9705933,1.1325746,0.94058883,1.1234471,0.87049186,0.7965503,0.2480427,1.1686897,1.1637383,1.2679362,0.537708,0.7655677,1.1439234,0.6504638,1.1242673,0.98771554,1.2833028,1.267768,0.2277829,1.4676793,0.4267521,1.0485234,1.2936864,1.2634035,1.0485889,1.2996532,1.2455976,1.2903905,0.4900242,0.39090478,1.1794024,0.51077294,1.0716877,0.3784836,0.59687823,0.60169613,0.7795404,0.96947885,0.8422902,1.130393,1.0650011,1.1866227,0.48640448,0.892659,0.9507533,0.85491765,1.2721481,1.1416879,0.3213954,1.14346,1.2752874,1.2042683,1.2558811,1.339213,0.8739072,1.181054,0.48698688,1.3320564,1.2006665,1.2960948,1.1076455,0.6941059,1.1623868,0.0,0.9123283,0.54823434,0.30829084,0.5740452,1.3348804,1.0943248,1.3476456,1.1238703,1.4303896,0.520126,0.6411383,0.86626494,1.0357931,1.1905594,1.2535768,0.7359577,1.0423608,1.1332865,0.97457,1.280252,0.44131356,0.17427349,1.3275487,1.1426162,1.2900896,1.0686052,1.0823246,1.3026738,0.9904295,1.2413274,1.0814264,1.1720574,1.2935578,1.2874167,0.49001998,1.1827322,0.3662356,0.97776216,1.260044,0.75355685,0.8091033,0.33370084,1.3012521,1.2408224,1.4451528,0.63269603,0.38690943,0.58913124,1.0697725,1.0421181,1.024526,1.4113948,1.0281036,1.1363218,1.1128684,0.2543831,1.3697355,1.1629481
