,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bread,1.1564556,0.8333407,0.19498813,1.0052444,1.3653274,0.70361483,0.7721754,0.8811853,1.1636207,1.3508887,1.4282591,0.9478284,1.5009215,1.4230318,1.3830342,1.1891334,0.84991467,0.67250323,1.3428986,0.0,1.0611519,1.078849,1.0876837,1.0871943,0.53357357,1.1328487,1.4406737,0.83991873,1.1895926,0.9498279,0.9446052,1.3786011,0.75088817,0.8653945,1.3500588,0.85274714,1.0623506,1.1655011,1.0603681,1.2911177,1.1690203,0.76664925,0.3054961,1.1365774,0.9421319,0.8096184,0.85551614,0.91672003,0.8432385,1.0272206,1.1458083,0.9863463,1.1056448,0.76613367,1.1748803,1.0943464,1.1775005,0.89276695,1.1457769,1.4109395,1.4452586,0.97941446,1.1096693,0.92442024,0.7023616,1.1897693,0.9115349,0.06762755,0.823321,0.9929528,1.0767077,0.9912893,0.24132937,1.2841218,1.0483344,1.3917797,1.3514665,1.196026,0.20391226,0.9091819,0.92184657,0.6577055,1.0926076,0.89745224,0.69665694,0.32038307,0.8370468,1.1074178,0.9931085,1.2449255,1.0627788,1.0884849,1.2080122,1.3025936,1.1178707,0.8677038,1.1146444,1.4137411,0.8837534,1.1387537,0.9611083,1.2204366,0.75582373,1.1045756,0.98737794,0.30271184,1.121634,1.3872988,1.3014427,0.64447474,0.80052257,0.9434478,1.2508917,0.98095715,0.84954834,1.1426969,1.055018,1.396886,0.91758484,1.2016958
bucket,1.340555,0.9089991,1.0134671,0.9009626,1.123773,0.8846735,0.91109836,0.9749395,0.55389726,1.1001438,1.2505498,1.0048971,0.98765665,1.0374792,1.2788396,0.9521087,0.829358,0.52678084,0.7918016,1.0611519,0.0,1.1080654,0.56249154,0.8465326,1.0455337,1.1314749,0.8685311,0.9169031,0.9096786,0.9132339,1.0321153,1.290158,1.1129234,0.9390962,0.62338305,0.92391735,1.166923,1.1590357,1.017073,0.86636126,0.72641796,1.0509346,1.0823517,1.2332311,1.0562029,1.008584,1.0265081,1.0316957,0.91912574,1.121144,0.81091297,1.1100512,0.90661323,0.7701503,1.2575544,1.1747388,1.0140091,1.0900873,0.9022255,1.0978703,1.1723683,0.8916934,0.85503834,0.9058105,1.0214931,0.90884006,1.0788989,1.0490115,1.1255051,0.92530906,1.0744555,1.1084485,0.9731726,1.0781884,1.0037019,0.9961299,1.1891934,1.0701313,1.0834756,0.9722967,0.9297272,1.0704187,1.0559385,1.0073061,1.0082744,1.0079237,1.2157145,0.88015795,0.85277426,0.8037098,1.1288258,1.16967,0.85296744,1.2559146,0.95309615,0.97117466,0.65017766,1.060121,0.9346564,1.0588603,0.8141484,0.9517602,0.92794466,0.8281816,1.0407778,0.9053302,0.8974433,1.1123786,1.0135312,0.74816966,1.083682,0.76806265,0.923234,0.94235045,0.6307094,0.6512605,0.89709663,0.78377295,1.0463609,1.1206552
butterfly,0.68972445,0.98255193,1.0522336,1.1973569,1.2540891,0.959468,1.0848211,0.70260346,1.0102319,1.213126,1.2225192,0.9906318,1.2482262,1.2263644,1.2163272,0.9462609,0.86290264,1.1426735,1.0913873,1.078849,1.1080654,0.0,1.1250057,0.93536526,0.9982255,1.0148525,1.1316813,0.61333853,1.0340804,1.199918,0.8300005,1.1881049,1.136388,0.74624574,1.1565211,0.93567175,0.50205994,1.0376694,0.8084229,1.1131508,1.0363538,0.81356585,1.160125,1.1653768,1.0096679,0.8623673,0.88660634,0.92173,0.791257,0.3307805,1.088222,0.97330904,1.2003622,0.7937311,1.1791375,1.1897771,1.186594,0.8750117,1.0656406,1.1667135,1.1997168,0.9992258,0.89827865,0.87193733,1.1240859,1.2598474,0.75400835,1.1190132,0.82862055,0.891768,1.0105121,1.1336375,0.91536707,1.1161958,1.1371787,1.2545252,1.157644,1.0800601,1.060116,0.8219093,0.7838846,0.9666803,1.036338,0.86336327,1.1821206,1.1850849,0.93065745,1.0621189,0.8559506,1.2200189,0.48684096,1.1920075,1.0493532,1.1897593,1.1342812,1.0232071,1.1473441,1.1215202,0.907031,1.0554845,0.90898275,1.1951973,0.84812224,0.9615008,0.8438396,1.0198216,0.9630217,1.1667874,1.2157271,0.72657865,1.0144821,0.9980874,1.1243274,0.8726746,0.78435636,1.2100339,0.87951314,1.0918745,0.8252682,1.108421
can,1.2824203,0.86327624,1.1419216,1.071024,1.201886,1.1136355,1.0206594,1.0880063,0.82687,0.99318737,1.22701,0.6473464,0.84672064,1.2592456,1.212898,1.2130586,0.6640845,0.83279574,1.0015951,1.0876837,0.56249154,1.1250057,0.0,0.57519984,1.1910284,0.94792986,0.6328044,0.9273423,0.47970212,0.9977502,0.90348566,1.252996,1.1241719,0.8521408,0.8382424,0.65923405,1.2046342,1.2239107,1.2389364,0.40322322,0.5628162,0.90208745,1.2418832,1.1610284,1.0168297,0.8821428,0.93417,0.97589266,0.9828296,1.2561984,0.77208334,0.97356474,1.0654151,1.029483,1.1881647,1.1376172,1.1871244,0.98667943,0.81602293,1.2282956,1.1083244,0.8418057,0.61165106,0.5359701,1.2145854,1.0526139,1.1379161,1.1050442,0.97403437,0.6079637,1.0314584,1.1220709,1.093768,1.0482498,1.1877012,1.2562162,1.0358273,1.2400528,1.0682739,0.7220912,0.7625089,1.2306764,0.8290585,0.85272205,1.2122183,1.0914171,1.160349,0.7537396,0.833919,0.33814734,1.1646032,1.1168348,1.1799068,1.2197381,0.84563327,1.2122488,0.65569425,1.0882632,0.71884114,1.0362176,0.8112991,0.9664055,1.070501,0.9911455,0.96449274,1.0533305,0.90316325,1.2904228,1.1545098,0.9129127,0.92186254,0.7585371,1.1474549,0.7122703,1.0083474,1.1802341,0.6952197,0.5490848,0.73883474,1.0258678
car,1.0990853,0.9717961,1.1212717,1.1147094,1.2051991,0.98902863,0.973101,1.022928,0.93664527,0.96528536,1.2072705,0.73790324,0.93481535,1.2305096,1.1901525,0.9923857,0.62945044,1.0207486,0.89745134,1.0871943,0.8465326,0.93536526,0.57519984,0.0,1.3229716,0.7581538,0.84619963,0.75592893,0.6553471,1.1623152,1.0642035,1.235434,1.119822,0.7511035,0.7590058,0.5668602,1.0913777,1.0873625,1.0673149,0.7104364,0.8584883,0.9296558,1.2718426,1.1814704,1.1640751,0.9401248,0.75060505,0.9918579,1.0250365,0.9836339,0.8405364,1.0390933,1.2778146,0.900131,1.2377298,1.082959,1.2708664,0.9605363,0.8060361,1.0920136,1.175397,0.93846965,0.89371675,0.63039136,1.13811,1.2288505,1.1167881,1.1246133,0.8436078,0.7615341,1.2223359,1.2611871,1.0051478,0.8801635,1.2008402,1.2636515,1.1921294,1.1071905,1.0858947,0.7012104,0.7515764,1.2690122,0.90967304,0.82192284,1.1948725,1.2167311,1.3110011,0.74292135,0.6549529,0.7388289,1.0690163,1.0740288,0.95217544,1.1880319,1.1439544,1.1708727,0.9636685,0.85280246,0.65265214,0.98317957,0.87465054,1.0295902,1.1129379,0.9171646,0.97613794,1.1273987,0.80222213,1.2099857,1.1552165,0.7665801,1.0867779,0.88556314,1.0002373,0.80452585,0.6516962,1.2268218,0.7805786,0.7154044,0.73377687,0.91379166
carrot,1.1344543,0.73742664,0.49300253,1.0679737,1.2034456,0.9389367,0.94461364,0.7812259,1.1982672,1.3628545,1.3107872,0.8768175,1.3258477,1.3284507,1.3416467,1.2833769,0.9016482,0.908889,1.3773396,0.53357357,1.0455337,0.9982255,1.1910284,1.3229716,0.0,1.3044801,1.3101349,1.0363983,1.2031175,1.0328813,0.8105866,1.2568433,1.0647011,0.7544656,1.3740047,0.9728458,0.9740767,1.0838313,1.0674305,1.2900784,1.0849293,0.609607,0.4346558,1.0593249,0.45800447,0.8366993,1.0140857,0.62066114,0.8185446,1.0568768,1.2108847,0.7982393,0.80172986,0.9829563,1.0789155,1.2002201,0.83024246,0.92778945,1.061485,1.38092,1.2196308,0.9507087,1.076747,1.0266943,0.88535625,0.9755746,0.6340091,0.5571209,0.72770846,1.0567695,0.67459434,0.65362614,0.671706,1.2885145,1.1559498,1.1788391,1.1181253,1.2733936,0.55267817,0.81585693,0.913932,0.54373264,1.1364058,1.0126258,0.9482996,0.6656656,0.6721529,1.1371802,1.0857162,1.338525,0.9999311,1.207662,1.1536895,1.2444003,0.8942424,0.9319515,1.0618751,1.3285098,0.814709,1.1936182,0.8591379,0.96151644,0.78889537,1.1312201,0.97934216,0.33586657,1.2143295,1.2847722,1.3367652,0.8475883,0.4768247,0.8098173,1.180291,1.0730233,1.064315,1.2348558,1.0605124,1.3375388,0.87142414,1.2821703
cat,0.5307595,0.9911144,1.2128757,1.08647,0.95889795,1.0378282,1.0184276,1.1873028,1.1121311,0.706537,0.82911706,0.98461556,0.8259932,0.94274044,0.69468504,1.0510225,1.0342768,1.1575806,1.000745,1.1328487,1.1314749,1.0148525,0.94792986,0.7581538,1.3044801,0.0,0.86223733,1.0797925,0.8075557,1.0841483,1.1593591,0.8764263,0.9872177,1.1235522,0.9031528,0.97043145,1.0754297,0.4571287,0.8988668,0.82483953,1.1851285,0.9948798,1.2829571,0.96747625,1.1846457,1.0911863,0.9477248,1.1652474,1.2866781,0.9801453,0.9418202,1.0614548,1.1104331,1.0769489,0.98466957,0.88397694,1.0496674,1.0901581,1.001128,0.8519308,0.88400024,1.1643311,1.0840745,0.92882025,1.161992,1.035473,1.1705322,1.1753554,0.99688214,0.9283206,1.1543075,1.0617869,1.1569278,0.8002766,0.71005243,0.92290205,0.9964169,1.0072491,1.1662151,1.0603427,1.005064,1.3102591,0.8781084,0.96519744,1.1217804,1.1897118,1.122969,0.98677194,1.0228693,0.9420763,1.0632006,0.89038056,1.0087724,0.9295799,0.9858835,1.1519502,1.1079465,0.77890456,1.0137922,0.9556879,1.2079827,0.9580224,1.2878615,0.90239495,1.0105196,1.2207515,1.044559,0.94522667,0.94614947,1.0688108,1.0871472,1.1823108,0.9539108,0.9154068,0.99878997,1.093846,0.95483226,0.8944335,0.98330486,0.8594165
chair,0.96149814,1.0924218,1.4496794,0.97715324,0.8180505,1.2010484,1.0904188,1.2746761,0.8410729,0.706849,0.5778651,0.9595162,0.3683281,0.7865404,0.65357393,1.0940617,1.1418625,1.0891925,0.81492317,1.4406737,0.8685311,1.1316813,0.6328044,0.84619963,1.3101349,0.86223733,0.0,1.2624518,0.66424334,1.0840971,1.0473768,0.5782157,1.1537849,1.2901299,0.5472432,1.1362259,1.0739479,0.813367,1.0929228,0.46242058,0.7101157,1.2065462,1.4839936,0.9942888,1.1210482,1.2375641,1.2167932,1.2139977,1.3621031,1.2485536,0.7792356,1.2029512,0.7708278,1.241763,0.9729342,1.0642425,0.96831614,1.143041,0.8209053,0.74055123,0.49594682,1.08897,0.735258,0.9608389,1.2527032,0.6871267,1.30481,1.4075115,1.3125792,0.68529564,1.074959,1.179245,1.3963768,0.84922993,0.9067338,0.67524576,0.5525794,1.0258918,1.3441238,1.1956618,1.1383672,1.4366314,0.6489627,1.1562271,1.218116,1.2365695,1.0964035,0.6765336,1.0323483,0.5586534,1.0587064,1.0493841,1.0321773,0.65212727,0.85026145,1.2735536,0.653265,0.6403539,1.0546591,1.0910866,1.110986,0.61763406,1.4006183,1.0222142,1.0141265,1.3815902,0.87559074,0.7735764,0.7074646,1.3475628,1.2232811,1.0954744,0.9744568,0.68912023,1.1997063,1.0106214,0.7823095,0.46595776,1.1080195,0.9037421
clock,1.0371544,0.8934269,0.874345,1.2656813,1.3154674,0.7992775,0.86109644,0.76727235,0.9616178,1.325454,1.3724284,0.68220353,1.3727677,1.4117787,1.3712398,0.9843602,0.5050129,1.0440214,1.0886793,0.83991873,0.9169031,0.61333853,0.9273423,0.75592893,1.0363983,1.0797925,1.2624518,0.0,1.0107201,1.1010493,0.7441379,1.3318193,1.2332659,0.48659593,1.2466195,0.5673874,0.8790947,1.228172,0.9711719,1.0947722,1.0211524,0.7364776,0.98878574,1.1896186,0.91482013,0.6001487,0.7114577,0.7270509,0.8545131,0.6834221,1.209399,0.7774333,1.3166754,0.71869564,1.2089863,1.2569382,1.2954048,0.6463744,1.1358745,1.3008499,1.352706,1.0596318,0.93725216,0.54229796,1.0705421,1.3508484,0.8264924,0.9088593,0.5996772,0.8264554,0.9094573,1.0460272,0.7504357,1.1988378,1.1848369,1.4067785,1.2787001,1.1432163,0.844589,0.6795537,0.69471496,0.96501774,0.99909335,0.77433044,1.2118001,1.0640287,0.98993593,1.0404977,0.7207221,1.2252456,0.8560768,1.2645497,1.1618037,1.2634089,1.1163498,1.1127182,1.196028,1.2859179,0.60698295,1.0432158,0.657853,1.2780973,0.93365276,0.9813441,0.82931495,0.8975853,1.1394715,1.3325346,1.3395504,0.47404128,0.7753869,0.84599876,1.222894,0.87764275,0.617258,1.2970269,0.78657067,1.1860563,0.5273219,1.1641406
closet,1.0776119,0.8476095,1.1832108,1.2060686,1.216757,1.1255467,1.0521555,1.066117,0.94311327,0.8941973,1.0906091,0.72010934,0.824643,1.2451793,1.043314,1.175612,0.88916487,1.1373467,1.0863779,1.1895926,0.9096786,1.0340804,0.47970212,0.6553471,1.2031175,0.8075557,0.66424334,1.0107201,0.0,1.0772636,0.93550575,1.1413172,1.1221039,0.9138443,0.9750483,0.9209563,1.0686965,1.0803117,1.1016289,0.37360322,0.8164442,0.8610914,1.2266014,1.1460142,1.0384756,0.99191064,0.9057684,1.1193744,1.0230395,1.0956306,0.75649077,1.0028509,1.0666035,1.1751841,1.1563745,1.0915624,1.1014799,1.0784559,0.7197711,1.0904237,1.0020083,0.8142246,0.66921896,0.6258271,1.2298946,0.9821675,1.1122026,1.1804324,1.0550622,0.70476454,1.0729111,1.0813478,1.1117373,0.9935046,1.1726809,1.1212163,1.0093715,1.2099112,1.0989306,0.7993527,0.7859264,1.2590747,0.8163861,0.8329818,1.1966478,1.1371422,1.278254,0.72171426,0.9244453,0.62385607,1.0356449,1.0686641,1.0499463,1.1337584,0.8851528,1.2033691,0.9521188,0.96655756,0.8071487,1.0388093,1.0940847,0.8207941,1.104222,0.8900197,0.92256784,1.0789057,0.86876327,1.1513683,1.0880095,1.0623273,0.9792122,0.9092917,0.99832034,0.7550271,1.1051487,1.29386,0.7682236,0.5014602,0.82343376,0.879874
coffee,1.1707748,1.1512015,0.9846032,0.78300077,0.8972702,0.98002607,0.8982636,1.1042304,0.90992826,0.84837675,1.0308806,1.157729,0.9932702,0.84697413,0.93939644,1.0520833,1.2205957,0.8169928,1.0724819,0.9498279,0.9132339,1.199918,0.9977502,1.1623152,1.0328813,1.0841483,1.0840971,1.1010493,1.0772636,0.0,1.1788576,1.0707793,0.8910597,1.2709104,1.0530448,1.1634808,1.10268,1.0987095,1.0784756,1.0491866,1.0229602,1.1594076,0.82187814,1.0110075,1.0561591,1.0682707,1.2298298,1.126762,0.8040791,1.1831255,0.72003794,0.99401027,0.8301386,0.9512894,0.95084155,0.98739123,0.8286512,1.1651615,0.9171425,0.9354239,0.9730449,0.81824607,1.1302392,1.0728016,0.89105797,0.8113032,0.96847695,0.93509805,1.1303368,1.0468509,0.92033297,0.9877381,1.0702854,1.0126711,1.0018152,0.85347277,0.9686664,1.021048,0.95068777,1.1177148,1.2024344,1.0232587,1.1219115,1.1860795,0.7627171,0.833118,0.9737668,1.0648924,1.155933,0.8658643,1.1115646,0.984353,0.944462,0.9746794,0.8676231,0.89279693,0.86769253,1.1195301,1.2203352,0.96587837,1.0730059,0.9171351,0.74566543,1.1428056,1.1857878,0.9654315,1.0508552,0.9387708,0.8857826,1.1202364,1.0991746,0.89399827,1.0000559,1.0553666,1.2367461,0.79552484,1.1426423,1.0404841,1.201977,0.96771264
comb,1.0606177,0.9942375,1.0078014,1.1593864,1.1898245,1.0583351,0.97845495,0.91610867,1.1066163,1.287291,1.2496946,0.5942653,1.17891,1.328376,1.2591376,1.1495163,0.68805313,1.0134308,1.2022766,0.9446052,1.0321153,0.8300005,0.90348566,1.0642035,0.8105866,1.1593591,1.0473768,0.7441379,0.93550575,1.1788576,0.0,1.197094,1.1664088,0.566746,1.2566667,0.7687926,0.9697406,1.0985721,1.1917173,0.9997047,0.8083387,0.74937,0.9862091,1.136126,0.6575851,0.63636816,0.8770297,0.68592924,0.84634393,0.96680963,1.2924695,0.78669834,1.0167254,0.95231193,1.1286945,1.159643,1.1471261,0.7936183,1.0787791,1.3105836,1.1527779,0.9334242,0.80191267,0.6606761,1.1751742,1.0934249,0.78733325,0.96923083,0.6954885,0.78809726,0.78722656,0.99399084,1.0161774,1.1516814,1.1842929,1.2336789,1.0608063,1.2394825,0.8699922,0.6604042,0.63234234,0.8760695,0.8910044,0.9028328,1.2279158,1.0318873,0.7791519,1.007746,0.8720479,1.1504426,0.97923464,1.1748571,1.154014,1.2161114,0.89176327,1.091833,0.9705457,1.2042568,0.6517977,1.1035819,0.6706238,1.0384765,0.9235215,1.2065811,0.68384933,0.9297861,1.140677,1.2461152,1.3454769,0.8030176,0.7284943,0.7340305,1.210714,0.8521209,1.0331923,1.304768,0.86951184,1.0522734,0.5710966,1.2379721
couch,0.6673236,1.2302682,1.3936479,0.91300726,0.48252094,1.2325125,1.2083535,1.2221398,1.011149,0.5958886,0.077560544,1.3008478,0.555857,0.47479868,0.32027382,0.81528413,1.4327834,1.2497368,0.6640824,1.3786011,1.290158,1.1881049,1.252996,1.235434,1.2568433,0.8764263,0.5782157,1.3318193,1.1413172,1.0707793,1.197094,0.0,1.0138252,1.5001514,0.7282879,1.3420873,1.05861,0.5784782,0.9668139,0.9099259,1.0012019,1.4031675,1.3427733,0.5119277,1.2065862,1.2728679,1.3469156,1.2564586,1.4431741,1.0902356,1.0202118,1.1172502,0.94209254,1.3059994,0.533755,0.7867649,0.85068,1.055654,1.139495,0.47783858,0.31730747,1.3777583,1.2286851,1.4081384,1.0390849,0.81817734,1.248465,1.348238,1.2963766,1.2419376,1.0966516,1.0315982,1.396666,0.78891903,0.7434966,0.505779,0.43946105,0.6672653,1.355566,1.5320413,1.471129,1.2288302,0.86747354,1.3104234,1.0228056,1.1489415,0.95593655,1.1376088,1.1142154,0.8819589,1.0779399,0.7922132,1.041845,0.31406945,1.0037295,1.0571276,0.9482711,0.49289954,1.3538456,0.92288834,1.251897,0.8682152,1.4115064,1.1489197,1.1678513,1.4774532,1.0874767,0.41891754,0.43743545,1.4668851,1.2810295,1.3783168,0.9733449,1.1988245,1.3111606,0.7502332,1.1666882,0.93832016,1.3753206,0.7166253
cracker,0.9694757,1.1593618,0.85126054,0.7679945,0.99428505,1.1124182,1.070181,1.0480083,0.9154031,0.9690101,1.0202738,1.2849879,1.0434238,0.8779192,0.92270637,1.0203474,1.2769413,0.6365703,1.0629016,0.75088817,1.1129234,1.136388,1.1241719,1.119822,1.0647011,0.9872177,1.1537849,1.2332659,1.1221039,0.8910597,1.1664088,1.0138252,0.0,1.2920148,0.99768525,1.2284415,1.1438143,0.89583915,1.0177958,1.1011088,1.1064056,1.2082223,0.80768406,1.0205816,1.3001822,1.238426,1.0995245,1.2698257,0.8885543,1.0967128,0.9509587,1.2209237,0.9501501,1.0847998,1.0243556,0.72915757,0.9610099,1.2145629,0.9608158,0.96516967,1.0902586,0.6855965,1.0679864,1.2674832,0.8383124,1.0054053,1.2180293,0.7104914,1.280247,1.2353873,1.2178488,1.1545486,0.8756887,0.9295358,0.89172846,0.987689,1.062786,0.96172523,0.84375393,1.1330897,1.0627979,0.98400456,1.1037402,1.1125175,0.48882264,0.7281036,1.0923172,1.1016799,1.1427755,0.939236,1.1476748,0.7126061,0.86087316,0.95104414,1.0895203,0.49518573,0.8665165,0.9868152,1.3579445,1.0801562,1.3099699,1.0499948,0.7362218,0.98797935,1.0552233,0.95689356,0.82989055,0.96253854,0.871789,1.2364608,1.2998883,1.1203464,0.8358362,1.1841948,1.1531948,0.6174226,1.1606423,0.9876099,1.2554154,0.9667075
crayon,1.2228403,0.8171024,0.8988237,1.3347204,1.4486034,0.91742474,0.98674124,0.73908645,1.1769141,1.4263047,1.5295064,0.35147333,1.3444372,1.5702822,1.5370315,1.1407642,0.18421769,1.0218763,1.310532,0.8653945,0.9390962,0.74624574,0.8521408,0.7511035,0.7544656,1.1235522,1.2901299,0.48659593,0.9138443,1.2709104,0.566746,1.5001514,1.2920148,0.0,1.4405029,0.2721994,1.001496,1.3525033,1.2027574,1.0803216,0.9784257,0.46125883,0.97138375,1.2819688,0.5443191,0.49827468,0.5704783,0.46203566,0.699262,0.8917688,1.2266778,0.67979324,1.2502528,0.6900963,1.3455784,1.2515517,1.2973952,0.72373044,1.0510329,1.4764402,1.4549583,0.771401,0.74751973,0.3644529,1.2098157,1.3686614,0.70590377,0.96384877,0.3393736,0.6594036,0.76107633,0.9998667,0.8109087,1.2363281,1.40241,1.54894,1.3531313,1.32214,0.8474491,0.23485833,0.2842039,0.7708397,0.98943806,0.64989567,1.3597176,1.2469943,0.9197565,0.9535109,0.84040225,1.2945837,1.0004032,1.26352,1.0835987,1.4250232,1.1427791,1.0640763,1.1474535,1.3710086,0.22563684,1.095851,0.44259632,1.1731706,0.81498665,0.95909446,0.59684557,0.7990428,1.1093915,1.5017167,1.5772284,0.3447262,0.49906367,0.5824101,1.1369609,0.7559844,0.6714084,1.5107584,0.82860136,1.123019,0.2468006,1.2923408
crib,1.0298134,1.1567682,1.2834376,0.8806349,0.71879447,1.0080222,1.0198842,1.2421391,0.5967139,0.6864635,0.63637596,1.3494273,0.62150073,0.59891975,0.7268247,0.7715588,1.2902541,0.9000269,0.43253124,1.3500588,0.62338305,1.1565211,0.8382424,0.7590058,1.3740047,0.9031528,0.5472432,1.2466195,0.9750483,1.0530448,1.2566667,0.7282879,0.99768525,1.4405029,0.0,1.2699559,1.1048903,0.8130684,0.8708379,0.8048191,0.7286755,1.4190164,1.2781627,0.97257626,1.3803995,1.373177,1.19365,1.3254373,1.2944939,1.1794627,0.85542816,1.3546276,0.9468678,1.1038198,0.99356055,0.83959055,0.93539345,1.239891,0.96829623,0.64649975,0.7516527,1.1623302,0.98179716,1.2859354,1.0258442,0.90389967,1.3258052,1.2841417,1.3980359,1.1750715,1.3229465,1.1948824,1.2417041,0.78618085,0.72749746,0.6812659,0.87759745,0.7442492,1.3359528,1.4197918,1.3466338,1.2809334,1.0448549,1.1679006,0.9413156,1.0942314,1.2255312,0.90247416,0.89342433,0.6612048,1.1044346,0.84065956,0.74030566,0.82335794,1.0499134,0.9952625,0.7129636,0.49088758,1.3904021,0.92070794,1.192715,0.90516573,1.2530252,0.8669851,1.2617218,1.3454119,0.79801536,0.67865217,0.594395,1.286949,1.471206,1.1232662,0.69409746,1.1240597,0.7758388,0.49168003,1.0306606,0.6612961,1.4053063,0.7885552
cup,1.2122769,0.8772967,0.939861,1.1950718,1.3369513,0.91959524,0.94880545,0.89813346,1.2011226,1.222348,1.3348334,0.3381878,1.2658969,1.4049462,1.3454292,1.149295,0.08098745,0.85132265,1.2350528,0.85274714,0.92391735,0.93567175,0.65923405,0.5668602,0.9728458,0.97043145,1.1362259,0.5673874,0.9209563,1.1634808,0.7687926,1.3420873,1.2284415,0.2721994,1.2699559,0.0,1.0738062,1.2774934,1.24101,0.99905974,0.9821741,0.66577566,1.0077611,1.1565946,0.79578924,0.5979763,0.64515865,0.55562496,0.98140675,1.048452,1.1296806,0.72677386,1.3122057,0.76754534,1.2258772,1.1974442,1.3299,0.72714484,1.0873885,1.3050562,1.3775969,1.0161401,0.88343674,0.3166175,1.1592071,1.365948,0.9399231,0.9904943,0.28991902,0.6473162,0.9276055,1.0133959,0.85295606,1.1669866,1.3087618,1.4615154,1.313881,1.2392628,0.88629735,0.44349563,0.5516964,0.9638609,1.0243682,0.7717436,1.2651565,1.1988938,0.94852555,0.9700582,0.86592376,1.0927862,1.0632256,1.2101521,1.2119792,1.2786127,1.105384,1.1878327,1.084297,1.2876418,0.2880721,0.97907054,0.5336113,1.2611922,1.050272,1.0508518,0.84779024,0.90631455,1.1491294,1.3286271,1.3863006,0.3763122,0.57060355,0.6944319,1.2418661,0.74616027,0.6609458,1.3635132,0.8993179,1.1074595,0.27633214,1.1302366
deer,0.7397409,1.0097108,0.9976568,1.1555808,1.1640118,0.91684073,0.96149343,0.75793743,1.0486223,1.1427293,1.0979896,1.1153309,1.2180116,1.055704,1.0974373,0.83583206,1.0517316,1.2000914,0.94448376,1.0623506,1.166923,0.50205994,1.2046342,1.0913777,0.9740767,1.0754297,1.0739479,0.8790947,1.0686965,1.10268,0.9697406,1.05861,1.1438143,1.001496,1.1048903,1.0738062,0.0,1.0211593,0.6871764,1.116249,1.1143347,0.95917785,0.9898478,1.0804935,1.0547357,0.9573626,0.9725001,0.9976767,1.0259305,0.40032005,1.1034919,0.9658356,1.1204629,0.9898142,1.0037317,1.1505092,1.073425,0.92738146,1.041698,1.071264,1.0966755,1.1217265,1.0744603,1.057068,0.9918243,1.1454376,0.80893207,1.0512689,0.9698056,1.1176428,1.0159923,0.99489063,0.9092951,1.076926,1.067911,1.1368955,1.0634568,0.8799078,1.0280383,1.1046864,1.1017205,0.9529626,1.1403265,0.9882577,1.1249074,1.058909,0.89250344,1.1378248,0.9909296,1.1896269,0.044201016,1.164238,1.0373168,1.0461545,1.1124256,1.0964957,1.1974409,1.1398063,1.0573761,0.98436546,1.0788293,1.1379864,1.0205003,1.0134972,1.04726,1.0458888,1.0581518,1.0521053,1.0931927,0.9423581,1.0474235,1.0576264,1.0588915,1.1051202,0.8971853,1.1146992,1.0661621,1.238348,1.0507191,1.0600054
dog,0.29894817,0.99028844,1.2346706,0.89564806,0.80003476,1.135886,1.1077358,1.1366318,1.0118215,0.8350526,0.6116049,1.2455057,0.83749527,0.7754836,0.507066,0.92972815,1.2974242,1.1386824,0.865299,1.1655011,1.1590357,1.0376694,1.2239107,1.0873625,1.0838313,0.4571287,0.813367,1.228172,1.0803117,1.0987095,1.0985721,0.5784782,0.89583915,1.3525033,0.8130684,1.2774934,1.0211593,0.0,0.7321596,1.0672338,1.1293772,1.1835375,1.270008,0.89177865,1.1464388,1.244964,1.1625755,1.1901088,1.3529884,0.92550755,1.0877092,1.1197308,0.8549609,1.1990975,0.86926156,0.92998976,0.82805187,1.0648355,1.0142288,0.7415483,0.6742918,1.2729028,1.1376188,1.3449514,1.0561304,0.81110775,1.2110206,1.1806314,1.2018695,1.1338674,1.1072471,0.9719443,1.2474263,0.92088026,0.5307897,0.6814538,0.7961253,0.90853006,1.2223201,1.3171266,1.2506738,1.1944757,0.820503,1.1631277,1.0743468,1.012981,1.0131305,1.050314,1.0969857,1.0533344,1.0374515,0.9329567,0.98808223,0.8255263,0.93395436,0.9929427,1.0148197,0.6861373,1.2484881,1.0610693,1.2664382,0.8436009,1.2979828,0.9690966,1.1072011,1.2678972,1.0139538,0.73436683,0.8228402,1.28878,1.1213723,1.2677085,0.91334945,1.0690073,1.0559821,0.8889249,1.0409222,0.96112245,1.259307,0.95959663
