,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
pants,0.85479814,1.2157029,1.3502696,0.93850833,0.6413451,1.3099858,1.2109243,1.0927056,1.0529488,0.7245396,0.46622998,1.1260154,0.5063659,0.7009782,0.5773989,1.1448448,1.3205681,1.2792127,0.9400726,1.3514665,1.1891934,1.157644,1.0358273,1.1921294,1.1181253,0.9964169,0.5525794,1.2787001,1.0093715,0.9686664,1.0608063,0.43946105,1.062786,1.3531313,0.87759745,1.313881,1.0634568,0.7961253,1.1803555,0.7251597,0.9460463,1.2136185,1.2955388,0.72187465,1.0179789,1.1685865,1.3268592,1.0816128,1.2353735,1.2134669,0.9893637,1.0346961,0.74229664,1.4000245,0.6891835,0.9449195,0.9225523,1.0406761,0.89091045,0.5783133,0.131513,1.1652719,1.0471786,1.2670362,1.0788212,0.78667635,1.0704892,1.2949003,1.2410741,1.0210927,0.8099929,0.9896512,1.4131143,0.7919314,0.8873957,0.58338803,0.0,0.98875237,1.2397594,1.3399234,1.3646204,1.1717237,0.9184324,1.2475011,1.1306998,1.196696,0.7800132,0.98518413,1.1437235,0.8037721,1.0978587,0.9464936,1.0655075,0.5215544,0.8488418,1.1596835,0.8348827,0.7382138,1.2181469,0.939501,1.1231571,0.686453,1.2839789,1.1572838,1.0747882,1.3327578,1.1388242,0.64651257,0.70372415,1.4838172,1.127369,1.2092028,1.0451297,1.0268269,1.4570255,0.9717706,0.9072335,0.81583303,1.186068,0.9034896
paper,0.8712013,1.149313,1.1219512,1.0255487,0.57788134,1.0696487,1.1004336,0.9666017,0.9753708,0.8074285,0.69341713,1.3276138,0.9142232,0.49721462,0.6982633,0.13820934,1.3179747,1.0911516,0.296996,1.196026,1.0701313,1.0800601,1.2400528,1.1071905,1.2733936,1.0072491,1.0258918,1.1432163,1.2099112,1.021048,1.2394825,0.6672653,0.96172523,1.32214,0.7442492,1.2392628,0.8799078,0.90853006,0.69424003,1.1175625,1.1220081,1.299662,1.1410376,0.8702513,1.2673022,1.210934,1.0937413,1.2802674,1.2695695,0.86212933,1.0568045,1.2048066,1.1726713,1.0487186,0.85802484,0.806482,0.8617775,1.1346202,1.188187,0.5201186,0.83397484,1.1845863,1.2394186,1.317629,0.9068216,0.9828436,1.1875421,1.1355519,1.2808738,1.2521493,1.2354342,1.1384876,1.0143876,0.790949,0.8690423,0.77939606,0.98875237,0.0,1.1996692,1.3885797,1.336077,1.1191564,1.1543293,1.1320243,0.7722894,1.0587769,1.2353706,1.1866996,1.1054516,0.972134,0.8830753,0.8139775,0.97372156,0.746802,1.2230923,0.9661882,1.1491153,0.7348968,1.3676358,0.69623005,1.2421843,1.1033374,1.1902064,0.9612543,1.2083743,1.2543514,0.9889267,0.6568791,0.43622208,1.2877512,1.3332309,1.297398,0.9343109,1.2098967,0.95582616,0.58105564,1.3069823,1.1082714,1.3418174,0.7256059
pastry,1.1488731,0.9575276,0.39868873,1.0305836,1.2794526,0.83867013,0.83278483,0.84704137,1.1493335,1.3029411,1.3996062,0.92426276,1.3473834,1.3734872,1.3714738,1.2107716,0.8908912,0.7835913,1.325799,0.20391226,1.0834756,1.060116,1.0682739,1.0858947,0.55267817,1.1662151,1.3441238,0.844589,1.0989306,0.95068777,0.8699922,1.355566,0.84375393,0.8474491,1.3359528,0.88629735,1.0280383,1.2223201,1.1517484,1.1800253,1.0925034,0.77478105,0.38188887,1.1223218,0.94042784,0.69535995,0.90187436,0.89883894,0.8431235,1.0150026,1.1971983,0.9851988,1.1076727,0.880468,1.145628,1.0778621,1.212892,0.8826622,1.1486546,1.3724666,1.3224742,0.9645432,1.0207962,0.8771181,0.8676745,1.2166352,0.77202934,0.14564699,0.8673047,1.0261799,1.0076145,0.96808463,0.4871599,1.2106826,1.099129,1.3384993,1.2397594,1.1996692,0.0,0.90959615,0.9339911,0.7471573,1.142523,0.91312754,0.77201796,0.4645872,0.7923174,1.1565597,1.0507109,1.2043074,1.0493401,1.0700136,1.1453764,1.2441927,1.0528258,0.96728146,1.0628912,1.3500931,0.89159566,1.0825533,0.9140631,1.135186,0.8035866,1.1106414,0.9271324,0.38581014,1.1703048,1.3671262,1.2749332,0.7640262,0.8399445,0.85175496,1.1894095,1.0409796,0.98898816,1.1717927,0.97407407,1.3180703,0.8762749,1.1785865
pen,1.2461632,0.83445656,0.91659045,1.2986692,1.3859237,1.0109056,1.0231014,0.90760785,1.1553068,1.2818526,1.529628,0.40266103,1.212757,1.519477,1.4504099,1.2090439,0.4125951,0.9148767,1.3843604,0.9091819,0.9722967,0.8219093,0.7220912,0.7012104,0.81585693,1.0603427,1.1956618,0.6795537,0.7993527,1.1177148,0.6604042,1.5320413,1.1330897,0.23485833,1.4197918,0.44349563,1.1046864,1.3171266,1.2383497,0.9627642,0.88847566,0.56275,0.9773534,1.3442938,0.5695072,0.653909,0.6309136,0.5568181,0.510345,1.0247806,1.0544393,0.7587614,1.1367799,0.73890185,1.3623774,1.2123717,1.1523798,0.86091024,0.8760932,1.495795,1.4172261,0.5374859,0.62963116,0.391416,1.2422745,1.2945869,0.8125485,1.0014352,0.53790754,0.61180663,0.8031808,1.0134337,0.90674466,1.2039177,1.3552788,1.4692154,1.3399234,1.3885797,0.90959615,0.0,0.15627229,0.92422956,0.8287886,0.64057696,1.2547766,1.1797118,1.0135846,0.8716503,0.90153193,1.1389894,1.0812972,1.2077237,1.0805792,1.4352512,1.0800714,0.92112577,0.95015335,1.3542788,0.38030434,1.1460059,0.5922741,1.1114069,0.59853655,1.010421,0.61164665,0.808726,1.0063739,1.5136949,1.5011818,0.5599003,0.5788162,0.63336027,1.1211919,0.71197724,0.9192631,1.460805,0.7077168,0.9513228,0.35377133,1.2303617
pencil,1.1987245,0.8608322,0.9769794,1.2814188,1.3858204,1.007519,1.0491982,0.9185179,1.0734317,1.2655222,1.4725797,0.48906577,1.1932855,1.5300459,1.4119685,1.1330755,0.5108918,0.8336628,1.2738084,0.92184657,0.9297272,0.7838846,0.7625089,0.7515764,0.913932,1.005064,1.1383672,0.69471496,0.7859264,1.2024344,0.63234234,1.471129,1.0627979,0.2842039,1.3466338,0.5516964,1.1017205,1.2506738,1.1641568,0.94640714,0.8360332,0.6643765,1.084314,1.3048089,0.694937,0.6496748,0.66121113,0.76837605,0.5357603,0.9802976,1.0971086,0.87022513,1.2074283,0.76673865,1.3659952,1.1895204,1.212449,0.89490354,0.9264958,1.467141,1.4403884,0.545644,0.5904641,0.41705233,1.237443,1.3007852,0.9197099,1.016064,0.7034319,0.64900976,0.93042076,1.1410345,0.9156567,1.1354764,1.2658128,1.4835752,1.3646204,1.336077,0.9339911,0.15627229,0.0,0.950325,0.8191767,0.6525756,1.1867633,1.2009041,1.0690229,0.9077599,0.79311585,1.1427591,1.0705674,1.1807551,1.0160015,1.411196,1.1438149,0.8185394,0.85994875,1.2793653,0.45046318,1.125316,0.6445473,1.1228548,0.60895723,0.9735356,0.36145157,0.91422653,0.93694127,1.462118,1.3920579,0.54694134,0.751495,0.725678,1.060071,0.71403444,0.87379044,1.352316,0.753445,0.8910998,0.44306028,1.2137123
pickle,1.1162494,0.89963776,0.58039236,0.9482288,1.1935557,0.83829576,0.9801785,0.69872546,1.1517448,1.2971396,1.2553573,0.9816545,1.3533844,1.2363167,1.2753483,1.1489298,0.9099001,0.9541911,1.2259039,0.6577055,1.0704187,0.9666803,1.2306764,1.2690122,0.54373264,1.3102591,1.4366314,0.96501774,1.2590747,1.0232587,0.8760695,1.2288302,0.98400456,0.7708397,1.2809334,0.9638609,0.9529626,1.1944757,1.0944604,1.325144,1.0799114,0.85682464,0.60996836,1.0321984,0.745786,0.7631024,1.0226197,0.85038066,0.72852564,0.94549,1.1472821,0.88605237,0.96723247,0.8541901,1.0677485,1.0776029,0.9917969,0.9516281,1.1144022,1.2988938,1.2133393,0.97408414,1.1332482,1.049813,0.49928564,1.0821967,0.72367615,0.6731124,0.8454398,1.1417431,0.87722003,0.79347134,0.6994851,1.1937529,1.1721511,1.201613,1.1717237,1.1191564,0.7471573,0.92422956,0.950325,0.0,1.1202737,1.0116568,0.90991485,0.833437,0.6827251,1.1496869,1.0215784,1.3029652,0.98961836,1.0884366,1.0459332,1.1797366,1.0381174,0.8763665,1.082661,1.3010029,0.8988792,1.0830616,0.83805865,1.0924919,0.74807477,1.1326857,0.8969418,0.6492184,1.1488085,1.2007852,1.3006287,0.7553202,0.77066714,0.89216566,1.0897774,1.1345311,0.9237809,1.0881482,1.105111,1.3714366,0.9478544,1.2235475
pillow,0.8447351,0.9726183,1.1823143,0.96561193,1.0447624,1.0208192,1.0343504,1.1383041,0.99366206,0.9185294,0.8519969,0.74575245,0.8172133,1.0489932,0.7623752,1.0598907,0.9694415,1.0693727,1.0997345,1.0926076,1.0559385,1.036338,0.8290585,0.90967304,1.1364058,0.8781084,0.6489627,0.99909335,0.8163861,1.1219115,0.8910044,0.86747354,1.1037402,0.98943806,1.0448549,1.0243682,1.1403265,0.820503,1.0969415,0.8513799,0.88516444,0.9991688,1.2713879,1.1638545,0.97606444,0.89664465,0.92672396,1.0442778,1.0575998,1.0254031,0.98174524,1.0472888,0.78561205,0.9685236,1.1212442,1.0178595,1.069385,0.9446484,0.9063855,1.0709106,0.8547766,1.0872185,0.88780093,0.930652,1.1103191,0.75340354,1.1383159,1.1323361,1.0736321,0.55804384,1.0581708,1.1193684,1.1698472,1.074217,0.955762,0.8813181,0.9184324,1.1543293,1.142523,0.8287886,0.8191767,1.1202737,0.0,0.8574541,1.2624743,1.0260078,1.0900364,0.6356979,0.961532,0.94669217,1.1223423,1.0151776,1.1772722,0.9647578,0.9066026,1.0660943,0.9294846,0.99704784,0.7799809,1.138819,0.90455145,0.7133936,1.1393996,1.1215808,0.85348433,1.1799595,1.0525433,1.065863,1.0961741,1.017117,1.0196854,1.0294602,1.180443,0.5643866,1.114049,1.2709202,0.72172034,0.8532968,0.919575,1.1081291
plant,1.100984,0.90184665,0.8572966,1.1786999,1.3019819,0.8367442,0.89722204,0.9339468,1.0487533,1.2486147,1.3221111,0.78364843,1.222567,1.3261436,1.2916644,1.0392016,0.7042979,1.0457319,1.1773809,0.89745224,1.0073061,0.86336327,0.85272205,0.82192284,1.0126258,0.96519744,1.1562271,0.77433044,0.8329818,1.1860795,0.9028328,1.3104234,1.1125175,0.64989567,1.1679006,0.7717436,0.9882577,1.1631277,1.0276738,0.92158896,1.0443898,0.6867825,0.9979493,1.2207317,0.97748727,0.8483702,0.10008538,0.9425185,0.79333556,0.9126827,0.9292357,1.0171068,1.1351936,0.8494961,1.1646941,1.1301699,1.1879827,0.9337065,0.9052059,1.2246156,1.326494,0.90794873,0.8212867,0.7144574,1.1323402,1.2106351,0.9942051,0.9004678,0.8755826,0.89357233,1.1070877,1.1784242,0.7842775,1.1114321,1.1093775,1.3783079,1.2475011,1.1320243,0.91312754,0.64057696,0.6525756,1.0116568,0.8574541,0.0,1.0525472,0.9718099,1.1338339,0.89223087,0.8646192,1.0472329,0.96316105,1.1330371,1.0309883,1.2564167,1.1625319,1.1022127,1.1846989,1.2136298,0.7635731,0.9652933,0.9159405,1.1502336,0.86537194,0.82142603,0.8140491,0.8880331,1.0149992,1.2684636,1.2650691,0.7320368,0.93315995,0.9428866,1.0667883,0.9195961,0.81589687,1.3140223,0.8583383,1.0279227,0.7558555,1.0593259
plate,1.1771218,1.1396515,0.585137,0.92425215,0.93041307,0.95255214,0.9667739,1.0213721,0.90208805,0.9024676,0.9972326,1.3597308,1.1185358,0.83691084,0.9838207,0.8848269,1.3360593,0.42179054,0.94106686,0.69665694,1.0082744,1.1821206,1.2122183,1.1948725,0.9482996,1.1217804,1.218116,1.2118001,1.1966478,0.7627171,1.2279158,1.0228056,0.48882264,1.3597176,0.9413156,1.2651565,1.1249074,1.0743468,0.9568598,1.2277491,1.1399503,1.2115991,0.53639287,1.0151314,1.2276733,1.1584572,1.0422751,1.2724953,0.75299937,1.1188418,0.9172853,1.2535067,1.0554938,1.0773833,1.0226148,0.81195843,0.95566934,1.3022692,1.030481,0.9062286,1.1029022,0.7801724,1.2358247,1.248174,0.7347901,1.0492519,1.1562755,0.63654524,1.2909167,1.3230577,1.2349094,1.12446,0.66570973,0.96091366,0.86759764,0.9745872,1.1306998,0.7722894,0.77201796,1.2547766,1.1867633,0.90991485,1.2624743,1.0525472,0.0,0.6423911,1.1502221,1.2032061,1.1134275,1.0700643,1.1160002,0.7956495,0.91618323,0.9437932,1.1365871,0.5741052,0.9158083,1.0041542,1.4148011,0.9416186,1.282132,1.0927899,0.5838893,0.99067456,1.1460773,0.70396495,0.95069957,0.94165105,0.5835924,1.168846,1.2938644,1.2388154,0.94835544,1.2729423,1.1189921,0.4617604,1.2710016,1.1961677,1.3451185,0.9206663
potato,1.1030717,0.9758634,0.3739866,0.8588307,1.1015669,0.78989553,0.81475896,1.0961404,0.94804126,1.176436,1.1671553,1.2111202,1.2578715,1.1294127,1.1330955,1.0533452,1.1927125,0.6892698,1.1222663,0.32038307,1.0079237,1.1850849,1.0914171,1.2167311,0.6656656,1.1897118,1.2365695,1.0640287,1.1371422,0.833118,1.0318873,1.1489415,0.7281036,1.2469943,1.0942314,1.1988938,1.058909,1.012981,0.9053762,1.1875387,1.015258,1.0193881,0.42575127,1.0670475,1.0937772,0.986678,0.98175585,1.1801417,0.9135189,1.0891532,0.980666,1.2319453,0.93089604,0.9007078,1.0789559,1.0591034,0.9840088,1.0791878,0.9973825,1.175954,1.2263033,1.004403,1.1490047,1.2283713,0.7054263,0.9590299,1.1116683,0.27827245,1.2032957,1.1684922,1.2418327,1.0392171,0.4736101,1.155316,0.91777754,1.0885999,1.196696,1.0587769,0.4645872,1.1797118,1.2009041,0.833437,1.0260078,0.9718099,0.6423911,0.0,0.9772568,1.0526757,1.0131532,1.0182068,1.0633128,1.0492272,1.0610503,1.119461,1.0527705,0.80916405,0.98780674,1.2266774,1.2055156,1.0698918,1.1079777,1.1015527,0.7992865,1.0934087,1.1844983,0.46796262,1.0088012,1.1085242,1.017567,0.9559358,1.0705584,1.0353242,1.1138837,1.1179504,0.97021806,0.90713495,1.05649,1.2408813,1.2667514,1.0517352
pumpkin,1.0003371,1.0891871,0.91533494,0.9264333,1.074046,1.0217096,1.00878,0.86737305,1.1366891,1.0921158,1.0010113,0.93936604,1.0732371,1.1012288,1.0465686,1.2967758,0.91820693,1.0946057,1.2952944,0.8370468,1.2157145,0.93065745,1.160349,1.3110011,0.6721529,1.122969,1.0964035,0.98993593,1.278254,0.9737668,0.7791519,0.95593655,1.0923172,0.9197565,1.2255312,0.94852555,0.89250344,1.0131305,1.187805,1.1392606,1.0015819,0.9255597,0.8119081,0.8561023,0.75054955,0.746032,1.1521677,0.75418854,0.95290744,1.0719888,1.2306461,0.87692183,0.9770834,1.0282338,0.8732155,1.0905567,1.1002265,0.8619983,1.1921062,1.155785,0.8966167,1.162458,1.0111097,1.0066794,0.98967415,1.116118,0.82151115,0.88963604,0.78032136,1.0332882,0.7620015,0.7624461,1.0442444,1.1191788,0.9864053,1.0585427,0.7800132,1.2353706,0.7923174,1.0135846,1.0690229,0.6827251,1.0900364,1.1338339,1.1502221,0.9772568,0.0,1.2358665,1.1218852,1.1984825,0.9469897,1.1127181,1.1683809,0.98393345,0.79423535,1.1032983,0.96359175,1.2040815,1.0027894,0.99207956,0.72977024,1.1919739,1.0068098,1.2127725,0.9291191,0.9285029,1.3223433,1.1087216,1.176462,0.95869005,0.77551436,0.8447603,1.1620789,1.0507053,1.1158471,1.1406132,0.95785105,1.2105343,0.8219696,1.1149302
purse,1.1080753,0.927792,1.0776768,0.98143566,1.1078869,0.97940314,1.0020986,1.1538309,0.9431974,0.96818364,1.0948373,0.81090826,0.8672321,1.0848533,0.9718572,1.0961292,0.9438376,1.0339955,0.9912969,1.1074178,0.88015795,1.0621189,0.7537396,0.74292135,1.1371802,0.98677194,0.6765336,1.0404977,0.72171426,1.0648924,1.007746,1.1376088,1.1016799,0.9535109,0.90247416,0.9700582,1.1378248,1.050314,1.0571127,0.7913192,0.76917535,1.0088798,1.1820147,1.2042385,1.0737451,1.1130949,0.90953773,1.096853,1.0406921,1.186034,0.75536585,1.0446078,0.7097868,0.91925514,1.2026035,1.0202957,1.083018,1.0493177,0.73498774,0.98077834,1.0263036,0.8832091,0.78252137,0.9167227,1.0589358,0.729784,1.114176,1.1067681,1.0962896,0.60737914,0.98284984,1.117713,0.99252796,1.0120568,1.0572356,1.0156584,0.98518413,1.1866996,1.1565597,0.8716503,0.9077599,1.1496869,0.6356979,0.89223087,1.2032061,1.0526757,1.2358665,0.0,0.8601185,0.7343838,1.0831538,1.0158969,1.0329956,1.0752676,0.9278197,1.0954475,0.99470496,1.0688527,0.79791236,1.1309147,0.96616334,0.7586038,1.120187,0.98688287,0.98451346,1.0276814,0.8112183,1.0622916,1.1625454,1.0005188,1.037916,1.0029119,1.0491382,0.5787809,0.9864663,1.2124954,0.8569648,0.7128849,0.9576394,1.0933706
radio,1.1061101,1.0487833,0.9735228,1.1163689,1.2456124,0.910235,1.0294646,1.048205,0.88457793,1.1095304,1.1293907,0.92431885,1.0521938,1.2894598,1.2059888,1.0093541,0.82166874,0.97035724,0.7378675,0.9931085,0.85277426,0.8559506,0.833919,0.6549529,1.0857162,1.0228693,1.0323483,0.7207221,0.9244453,1.155933,0.8720479,1.1142154,1.1427755,0.84040225,0.89342433,0.86592376,0.9909296,1.0969857,0.98805106,0.8599542,0.7193199,1.0419241,1.0751505,1.0324059,1.0660996,0.89578956,0.8783453,1.0545373,0.9811982,0.94968736,0.9131807,0.9338856,1.2330979,0.8799579,1.0673051,1.1478696,1.2527981,0.8473526,0.9263351,1.1363169,1.2017597,1.0087793,0.9550265,0.8088841,0.9650398,1.1117406,0.97805667,1.0444701,0.9076914,0.9647208,1.0843129,1.0601981,0.92231196,0.9467556,1.114619,1.3417872,1.1437235,1.1054516,1.0507109,0.90153193,0.79311585,1.0215784,0.961532,0.8646192,1.1134275,1.0131532,1.1218852,0.8601185,0.0,0.91040283,0.9695253,1.1468661,1.0120462,1.170374,1.0564487,1.0166103,0.9456274,1.0426836,0.7741463,1.082516,0.90760934,1.1338296,0.99328303,0.99146223,0.85204893,1.0483283,0.9466573,1.1867855,1.1402845,0.6596892,1.0754143,1.0776291,1.1140952,0.9756791,0.72648287,1.1176931,0.9598346,0.9486871,0.88396025,0.9849256
refrigerator,1.0979884,1.0745401,1.2825261,0.7886753,0.8669966,1.1748868,1.084227,1.2100658,0.83810973,0.6954778,0.8385201,1.0782299,0.59287226,0.8520705,0.83092284,1.030864,1.1651438,1.0109836,0.7457872,1.2449255,0.8037098,1.2200189,0.33814734,0.7388289,1.338525,0.9420763,0.5586534,1.2252456,0.62385607,0.8658643,1.1504426,0.8819589,0.939236,1.2945837,0.6612048,1.0927862,1.1896269,1.0533344,1.1820645,0.38143086,0.536312,1.2054065,1.3312901,0.9510066,1.2721617,1.1624973,1.1483837,1.315775,1.135012,1.2879491,0.62279564,1.2659556,0.9262638,1.0856113,0.99595386,0.970416,1.0178875,1.1780891,0.7351264,0.9014065,0.8315203,0.8506623,0.74776936,0.9681496,1.0785944,0.82438976,1.3290608,1.1970936,1.3644073,0.9110807,1.2454002,1.2456262,1.2295192,0.8454064,1.038893,0.9319725,0.8037721,0.972134,1.2043074,1.1389894,1.1427591,1.3029652,0.94669217,1.0472329,1.0700643,1.0182068,1.1984825,0.7343838,0.91040283,0.0,1.1728362,0.943344,1.0058358,0.91276634,0.9697732,1.0912579,0.61316884,0.78878653,1.1953897,0.9878745,1.102997,0.89299226,1.1523584,0.99145126,1.1395061,1.2632244,0.75100625,0.9240124,0.8118529,1.3019024,1.2945035,0.97060263,0.97187823,0.95369893,1.2029643,0.913684,0.9203379,0.44281948,1.2258418,0.8304926
rooster,0.76766104,0.9725489,0.9871845,1.1802174,1.1879776,0.9105892,0.95639825,0.7515114,1.0536543,1.139637,1.1244216,1.0868951,1.2376375,1.0657318,1.0978199,0.82802624,1.0388747,1.1767136,0.9559602,1.0627788,1.1288258,0.48684096,1.1646032,1.0690163,0.9999311,1.0632006,1.0587064,0.8560768,1.0356449,1.1115646,0.97923464,1.0779399,1.1476748,1.0004032,1.1044346,1.0632256,0.044201016,1.0374515,0.6845825,1.1059546,1.1212493,0.9617366,1.0101573,1.097747,1.0594983,0.97704655,0.9429764,1.0072579,1.0191824,0.4040482,1.0731617,0.9608075,1.1186187,0.9759131,1.0298542,1.1545856,1.0685657,0.922629,1.0435439,1.0772414,1.1268935,1.1028308,1.0625155,1.0232785,1.0219383,1.1360132,0.81143355,1.063884,0.9834603,1.0722167,0.998372,0.9981863,0.88874,1.0862732,1.04444,1.1551398,1.0978587,0.8830753,1.0493401,1.0812972,1.0705674,0.98961836,1.1223423,0.96316105,1.1160002,1.0633128,0.9469897,1.0831538,0.9695253,1.1728362,0.0,1.1652843,1.0682038,1.0631673,1.1130736,1.0988369,1.2044,1.1394632,1.0428491,1.0099713,1.0873272,1.1350234,1.014306,0.9958343,1.037688,1.0187103,1.0305824,1.0950475,1.0953124,0.9431686,1.0378237,1.0859978,1.0814492,1.0560752,0.9162345,1.1308948,1.0422125,1.208065,1.0354446,1.0684762
sandwich,0.9292549,1.1726643,1.14191,0.90983164,0.8145484,1.2395129,1.2310109,1.084507,0.94744426,0.6875421,0.73601645,1.1848713,0.9268546,0.6815231,0.6925198,0.92187274,1.2738261,1.0527407,0.8789644,1.0884849,1.16967,1.1920075,1.1168348,1.0740288,1.207662,0.89038056,1.0493841,1.2645497,1.0686641,0.984353,1.1748571,0.7922132,0.7126061,1.26352,0.84065956,1.2101521,1.164238,0.9329567,1.0626336,1.1088759,1.1414533,1.2249923,1.0640465,0.88340193,1.2440027,1.1934547,1.1387401,1.2419285,1.1089052,1.1325462,1.0572947,1.209536,1.0598887,1.087974,0.9231443,0.012370884,1.0587403,1.1952789,1.1724159,0.75534534,0.8739392,0.99002117,1.2137523,1.2377603,0.99076307,1.1113906,1.1899943,1.0630051,1.1807511,1.0952911,1.2241802,1.105756,1.1351411,0.92220813,0.8156762,0.8518968,0.9464936,0.8139775,1.0700136,1.2077237,1.1807551,1.0884366,1.0151776,1.1330371,0.7956495,1.0492272,1.1127181,1.0158969,1.1468661,0.943344,1.1652843,0.0,1.0111394,0.8307725,1.101124,0.8445469,1.0340654,0.7476785,1.260206,0.9627898,1.1725185,0.97706497,1.0921243,1.0191637,1.1208807,1.1731203,0.9763223,0.8208053,0.77272594,1.2885432,1.2905227,1.2119913,0.8813809,1.0697676,1.2186817,0.7593272,1.1850975,1.0380867,1.2253723,0.81927717
