,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
face,0.90117,0.9829354,1.1428947,1.0901227,0.93079835,0.94778156,1.0381011,1.03008,1.1620408,0.9663044,0.82123667,1.187011,1.0170963,0.8307295,1.0104722,0.94042057,0.8324426,0.8568627,1.1534634,1.1859194,0.90083855,1.0741637,1.1930158,0.94424194,1.220173,0.8926592,0.98094517,1.0526991,1.1649747,1.0158818,1.0729016,0.8885308,0.93420315,1.1618422,1.0010027,1.09166,0.73059857,1.0089073,1.1752336,0.94054043,1.1278152,0.9837618,0.8065921,0.6530916,1.1214405,1.1434362,0.87542075,1.1302354,1.0649666,1.1134933,0.0,1.0055946,1.1209211,1.1139404,1.165022,1.149959,0.8175279,0.946698,0.6418845,1.2037439,1.0599868,1.0461062,0.37570012,0.9876591,0.9023099,0.8268116,0.8647212,0.83658516,1.1047316,0.9922397,1.2543927,1.0201069,1.1779331,0.91032046,1.0328012,1.007614,1.0751922,0.9374636,1.1323535,1.0614368,1.2340435,1.0485331,0.98288405,1.0582912,1.0308183,0.9681856,0.9341908,1.0548838,0.7798725,0.9357135,1.1770718,1.1632959,1.1434076,1.1154064,1.118038,1.0935631,1.1623398,1.1594596,1.0625242,1.1346608,1.0854913,1.0787482,1.1215597,0.94002545,1.065229,0.7728606,1.0808275,1.0756333,1.2266552,0.9706989,1.1200285,0.8932472,1.1854925,1.0974195,1.2184772,1.0858964,1.1282372,1.0338277,0.99722207,0.94152147,0.8816499,0.86868095,1.084306,0.947014,1.1259279,1.1340785,1.2360438,0.89869714,0.86574334,0.95630085,0.9214846,1.0705346,1.1902742,1.1232556,0.8969242
finger,1.1331456,0.49277818,0.47734857,0.9332366,0.83863777,1.1285903,1.0780572,0.7399703,1.1139189,1.2484523,1.2859169,0.5854631,1.1749706,1.298625,1.0860173,1.3431492,1.2127445,1.2251378,0.80764484,0.6546316,1.3957548,0.7649968,1.0325923,1.129756,0.9771601,1.2375348,0.9930277,1.0427527,0.9885455,1.1839317,0.9026061,1.2524433,1.1728622,1.0958737,1.1842244,1.1568046,1.2058722,1.1608931,0.5105989,1.4154533,1.0465422,1.2272482,1.2519422,1.0979848,1.1166897,1.1361811,1.1860398,0.85752946,1.0812175,0.8251568,1.0055946,0.0,0.82282937,0.89469624,0.69836235,0.73494047,1.0416014,1.1014324,0.39759576,0.576487,1.0883094,0.9876209,0.84472656,1.0304549,0.54925567,0.49413323,1.1098043,1.2491018,1.1958644,1.1229862,0.6232289,1.2580985,0.73450315,1.0807663,1.2021397,1.2378753,1.2141402,0.6569855,1.0926439,0.4361173,0.8449688,0.52754974,0.7659676,0.8879219,1.3200908,1.175756,1.2308748,1.0652344,1.2717998,1.1476339,0.6190484,0.6434604,0.85863566,1.049807,0.5887737,1.0900682,1.1231985,0.53007776,1.2469534,0.945536,1.2482626,1.195868,1.1530659,1.1734788,1.1830683,1.1239725,1.1808844,0.8359127,0.8299922,1.0537726,1.1386722,1.2501086,0.54350525,0.8092348,0.670871,1.156562,0.9411603,1.2481687,0.80476207,1.2150241,1.2158079,1.3516638,0.87024873,0.092167616,0.35030735,0.8534659,0.8624269,1.1383868,1.3975376,1.1322985,0.87678164,1.2404925,1.1857882,0.3199911,1.2479087
fish,0.8425075,1.0027033,0.75479305,1.0669206,1.3089774,1.0485896,1.0561286,0.52450514,0.89767945,1.3045702,1.3140446,0.5311575,1.0800787,1.3466995,0.83670044,1.303906,1.1648029,0.9693737,0.741424,0.46815145,1.1356729,0.80751073,0.8744961,0.9035903,0.8694308,1.0337906,1.0252903,0.94388443,0.9552489,1.1338134,0.77369475,1.2600286,1.1586189,0.9473213,1.0943489,1.005499,1.2789325,1.2552879,0.47196323,1.3400941,0.8913646,1.3213729,1.2003648,1.1327579,1.0625223,1.0894752,1.248456,0.92674863,1.1003926,0.57915944,1.1209211,0.82282937,0.0,0.75450724,0.86131024,0.6561645,0.71683896,1.0752157,0.88335466,0.85321814,1.0010635,1.0149081,1.1252725,1.0838679,1.2603402,0.78855413,1.0256852,1.2596858,0.9554589,1.3051605,0.5785575,1.1545932,0.561926,0.9514781,1.1342677,1.2498085,1.2459227,1.0572146,1.0724694,0.6927279,0.7184678,0.9888613,0.8224852,1.032346,1.1995833,1.1229222,1.2683902,1.2518158,1.2362363,1.2237506,0.4479351,0.5085255,0.7980667,0.834754,0.648582,0.82836556,0.8992367,0.82660186,1.2332927,0.75763977,1.0789974,1.0884482,0.9404887,1.1553094,1.017048,1.3084877,0.93885934,1.0048727,0.798513,1.1026374,0.875102,1.3343409,0.5098693,0.7047119,0.8618038,1.0744245,0.7258652,1.1427665,0.81730676,1.3242277,1.288663,1.32688,0.61737126,0.83346903,0.71436983,1.1447885,0.76674986,0.9878732,1.2412039,1.1720734,0.79183817,1.1486045,1.1208187,0.68660796,1.0734899
flower,0.91565,0.9000759,0.5312842,0.90306437,1.3966421,0.84084576,0.81158346,0.7452564,0.6924454,1.4056858,1.4126339,0.5991302,1.3618759,1.3200248,0.74919236,1.3782923,1.2720789,0.8963448,0.43246174,0.5718488,1.2670618,0.9791996,0.69492364,0.8832247,0.7603291,0.9239228,1.1807591,1.1308817,1.0317765,1.1829802,0.55238277,1.2370906,1.2068042,1.0166603,1.1626776,0.9380055,1.3994513,1.195175,0.4894423,1.2938564,0.6543609,1.310675,1.1664833,0.9733438,1.1554068,1.3173876,1.1408837,0.78293526,1.3208427,0.93149376,1.1139404,0.89469624,0.75450724,0.0,1.0023829,0.95483017,0.7754506,1.0021613,0.90876037,0.8399438,0.95165265,0.94609207,1.0872626,1.1216209,1.2873378,0.6733339,1.0138661,1.2125064,0.8229012,1.383513,0.8291945,1.2696936,0.5064775,0.97975177,1.0907985,1.2353507,1.190522,1.1055309,1.0672038,0.62075216,0.8206713,1.0006976,0.761472,0.98980707,1.3079075,0.98324287,1.2727977,1.2755973,1.2252622,1.1766878,0.5714232,0.6008356,0.99908525,0.96325755,0.89947736,0.42305374,0.87091833,0.55450785,1.1360399,0.7417187,1.1892438,1.2912133,0.8970115,1.1466057,0.9093239,1.3782059,0.8037041,1.2080632,0.7611251,1.2595943,1.2225561,1.331197,0.5618907,0.51433504,1.0619642,1.1700362,0.7073159,1.0906107,0.6904547,1.3594192,1.3256179,1.3869963,0.5950935,0.8562797,0.8814452,1.048593,0.8548986,0.7186596,1.2466437,1.0198421,0.75606537,1.0892326,0.8609223,0.642923,1.14137
foot,1.0470887,0.7511116,0.88526845,0.8049737,0.86568856,1.0522714,1.0170416,0.9468986,0.94047487,1.0959326,1.1601166,0.8356106,1.20942,1.1741625,1.0524275,1.044212,1.1818289,1.0533872,0.95104223,0.90271425,1.1060265,0.87437737,0.87135136,0.97269976,0.77572083,1.1721123,1.0617819,1.003771,0.9092086,1.1167915,1.037935,1.2561817,1.1287923,1.0480661,1.2526886,0.96881604,1.1928018,0.9576065,0.85937256,1.1509002,0.9223952,1.1830263,1.0892018,0.9262283,1.12799,1.0712807,1.1234238,0.8614882,1.0407643,0.9454035,1.165022,0.69836235,0.86131024,1.0023829,0.0,0.7535546,1.0671024,1.187023,1.0057349,0.7400881,1.0210948,0.98307675,1.1020467,0.95148313,0.8297403,1.0026125,1.0843679,1.1263306,1.0010378,1.1295271,0.80043906,1.1092992,0.8511838,1.0384,1.0248917,1.055641,1.0594614,0.8888529,0.9774278,0.9550037,0.56379235,0.8404057,0.9342392,0.87773365,1.2760555,1.0506756,0.99471635,0.99797124,1.1589017,1.2142966,0.8452653,0.8384125,0.8117225,0.77458346,0.9180097,1.0359346,0.9722763,0.88496107,1.006428,0.9448045,1.1889712,1.061146,1.0201143,1.1385012,0.96006835,1.133285,0.9234351,0.93546224,0.9290917,1.1313434,0.9737696,1.1055654,0.81583023,0.9295002,0.22737592,1.0440303,0.8903134,1.0394806,1.0132285,1.2374642,1.1619982,1.2912441,1.0087787,0.6674438,0.75609624,0.7993083,0.5121731,1.1035104,1.2257236,1.1180645,1.0151569,0.99599373,0.96245426,0.8378702,1.1623552
fork,1.0203915,1.0159985,0.87610245,0.97296137,1.1768123,1.1328077,1.0721159,0.8313323,0.6965698,1.1445738,1.2888851,0.6216851,1.0090306,1.3334694,0.9314309,1.2600179,1.2114304,0.9917189,0.8854906,0.6751572,1.035761,0.95665616,0.8613518,0.950828,0.73931277,1.1147087,1.0913708,0.8964062,0.7759661,1.0722852,0.81049836,1.2010672,1.2225013,0.882921,0.943971,1.0996183,1.3217196,1.2668816,0.5694513,1.1709819,0.96115565,1.233769,1.2610768,1.1857071,0.9546479,0.8298351,1.3245046,0.95885485,1.0927455,0.73776364,1.149959,0.73494047,0.6561645,0.95483017,0.7535546,0.0,0.9991666,1.1366775,0.81306815,0.8713194,0.9364314,1.0257337,1.1080799,1.1240784,1.0853777,0.90801054,0.9582695,1.2852104,1.028422,1.1503525,0.46928144,1.013943,0.54748505,1.0914011,1.0332428,1.313448,1.1330898,0.9644762,1.1192673,0.8173028,0.74501956,0.79477304,0.83794713,1.1007833,1.0539701,0.98120177,1.3101177,1.1308314,1.2093304,1.2854,0.493343,0.53701556,0.85534567,0.9208136,0.7476498,1.0220134,0.8739897,0.9044885,1.0447636,0.7263331,1.0789895,1.0561914,0.95099115,1.2107038,0.95524716,1.2452357,0.9204655,0.9908769,0.7439414,1.053734,0.74039626,1.2653575,0.6774306,0.7891988,0.69470173,1.0758946,0.7558525,1.1370149,0.9500413,1.2843966,1.2746413,1.3130182,0.89514494,0.7978301,0.66971195,1.0072192,0.78298277,1.1276605,1.1914604,1.1842985,0.8657313,1.1020173,0.84045666,0.6806405,1.1151018
frog,0.22494626,0.89992213,0.87989044,0.9526496,1.347696,0.8099846,0.9305373,0.5759374,0.9641123,1.2982588,1.2696414,0.96743345,1.2932715,1.0893536,0.48903072,1.2432586,1.1889744,0.70006585,0.8758904,0.8297864,0.9700393,0.87671465,0.95989394,0.49381143,1.0914218,0.76384544,1.0807137,1.1328108,1.2369323,1.1297086,0.75876456,1.2651978,1.1758498,1.0421532,1.132299,0.80654633,1.2360026,1.1414394,0.747975,1.2148361,0.89891803,1.2143363,0.9840627,0.7398707,1.2967532,1.2906396,1.1738975,0.9237021,1.2779275,0.95322037,0.8175279,1.0416014,0.71683896,0.7754506,1.0671024,0.9991666,0.0,1.1340883,0.91428906,0.9848548,1.0294256,0.82235456,1.064382,1.0026716,1.234372,0.863341,0.55202854,1.189645,0.92113197,1.3790994,1.0327376,1.2563418,0.8780005,0.9109274,1.1355213,0.96743,1.2433317,0.9686491,0.9938126,0.9379731,0.96981233,1.0804981,0.835009,0.9910062,1.286097,1.0446877,1.1825602,1.307963,0.8773677,1.0422391,0.79330766,0.8188456,0.96162915,0.96370053,1.0122453,0.97722566,0.93321645,0.91946214,1.1909077,0.9059163,1.2610142,1.1484467,0.86448026,1.0317538,0.745754,1.289657,0.8070533,1.2900565,0.985245,1.2457404,1.165405,1.2487532,0.74626994,0.82993853,1.167254,1.1704671,0.70079106,1.0063256,0.6380738,1.2492566,1.2789135,1.2349064,0.6697207,1.0188447,0.9085985,1.0908703,1.0312115,0.5871123,1.0364584,1.2305746,0.7777973,1.1516403,1.1428064,0.91191924,1.2289045
glass,1.1353567,1.1779565,1.0737818,0.97893775,0.94437987,0.97754794,0.88144904,1.1213313,1.1006514,0.9120954,0.9921033,1.1819625,0.97559136,0.93608207,1.0006074,1.0304528,0.98029,1.1146172,0.9530844,1.0993936,1.1514435,1.0541353,0.9770871,1.1151984,1.0845934,1.1162012,0.85039866,0.9833556,1.1185195,0.8705987,0.87134683,0.8660756,1.0471206,0.9426348,0.85498345,1.12418,0.9791825,0.89196193,1.1503996,1.0508449,0.8813126,0.7491432,1.0235895,1.0866781,1.0116587,0.9961715,0.950953,0.9482367,1.0065259,1.1157776,0.946698,1.1014324,1.0752157,1.0021613,1.187023,1.1366775,1.1340883,0.0,0.9198485,1.1679337,1.0981072,0.8703662,0.96412975,0.88116896,0.9054574,1.0720391,1.1451356,1.0438955,0.78236234,0.9089267,1.1149349,0.979165,1.0141249,0.913029,0.95651376,0.92994964,0.8293942,1.0240244,1.0172635,1.0703908,1.1723789,0.9303619,1.1034616,0.9844401,0.9639188,0.9608482,0.9653187,1.0126853,1.0805725,0.987462,1.1656042,1.1282157,1.0941572,1.193512,1.1236889,1.0425687,0.9647326,1.0865623,1.0393584,1.1865394,0.892618,1.0213877,1.0723644,1.1255746,0.95320725,0.90660316,0.9956897,1.0255716,0.96915966,0.95452195,1.03328,0.9509357,1.0935555,1.072967,1.1519876,0.7864871,1.0092179,0.6764573,1.1224166,0.95576984,0.9853078,0.8724186,0.9572334,1.1249775,1.070762,0.77656925,1.1726301,1.0581666,1.0074983,0.9829934,1.2360998,0.98133504,0.8318118,1.080364,0.9973171
glasses,1.058686,0.70980775,0.65145206,1.0139178,1.0881675,1.0960346,1.1062312,0.7855451,1.0558574,1.3204861,1.2472663,0.69059414,1.1153655,1.2552917,0.97724015,1.3272845,1.1815672,1.1426877,0.81776726,0.7342763,1.2982736,0.87615395,1.054175,1.0215224,0.9899997,1.1283185,1.0621469,0.97747695,0.97781366,1.1336831,0.8550014,1.1229988,1.035531,1.1278511,1.1040645,1.1449605,1.1338283,1.2090801,0.6054576,1.3426366,1.0323317,1.2421706,1.1139743,1.0458745,1.0331941,1.1178592,1.0867338,0.9884262,1.1178306,0.85416293,0.6418845,0.39759576,0.88335466,0.90876037,1.0057349,0.81306815,0.91428906,0.9198485,0.0,0.7875296,1.0928704,1.0832645,0.59823054,1.0767717,0.83429396,0.39272475,1.0129434,1.1134443,1.15433,1.129915,0.7986231,1.171237,0.7800589,1.0691947,1.1456349,1.2386224,1.1330264,0.7394601,1.1415495,0.5145149,0.97840893,0.61369944,0.8060653,1.0268533,1.241956,1.075487,1.2271681,1.0805867,1.2131692,1.1316534,0.6983097,0.7230723,1.0239623,1.0635409,0.7061921,1.0418385,1.1467735,0.6902571,1.0962594,0.8866429,1.167926,1.1643394,1.1247685,1.1207855,1.153363,1.0613698,1.1951813,0.8842917,0.9052646,1.0740541,1.1362371,1.3066126,0.646059,0.8099738,0.95721585,1.1406051,0.959007,1.197268,0.89320934,1.207253,1.1500919,1.3176738,0.8645506,0.37196875,0.5259446,1.075874,0.9821713,1.076268,1.3033428,1.0105801,0.8687767,1.1853569,1.1390021,0.36695695,1.1388762
glove,0.94494677,0.7152693,0.61806697,0.84204805,0.9597807,1.0105786,1.0241667,0.77027583,1.0010937,1.3864502,1.2690891,0.80841434,1.141304,1.1033716,1.0148575,1.1005839,1.3079611,1.2956496,0.91680425,0.8002648,1.3801907,0.7667378,1.0072057,1.049138,1.0700417,1.1709359,0.8962854,0.98764104,0.96399075,1.0404061,1.006922,1.2133286,1.0407957,1.1086164,1.1001676,0.85494,1.2330244,0.8388038,0.7160721,1.3715489,1.0434121,1.2186104,0.9370169,0.8420905,1.1858659,1.207853,1.2033744,1.0112299,1.06796,0.9339554,1.2037439,0.576487,0.85321814,0.8399438,0.7400881,0.8713194,0.9848548,1.1679337,0.7875296,0.0,0.9505749,0.95625454,1.1677995,0.9620716,0.77873564,0.69174564,1.1325718,1.0511538,1.100518,1.1545172,0.93433565,1.1659735,0.95920163,0.9913866,1.1436998,0.6957383,1.0970134,0.9119108,0.8343798,0.7843921,0.6746366,0.79939044,0.8886704,0.99749076,1.3444059,0.93839663,1.0685792,1.106558,1.387569,0.8429558,0.792356,0.833132,0.7607657,0.7467619,0.7692642,0.9850784,1.1377369,0.6578688,0.9204346,0.9776135,1.2774786,1.0163319,1.0182564,0.87072337,1.115438,1.2204611,1.0163198,0.81792665,0.7356049,1.2587402,1.0747385,1.3293548,0.7682331,0.95541435,0.6691356,1.0636922,0.9889236,1.1297557,0.8911511,1.1472372,1.0696776,1.4213526,0.9420822,0.59647274,0.5826194,0.798297,0.768054,1.0060053,1.3527542,1.120894,0.9011405,1.1897788,1.1063704,0.6650902,1.347887
grass,0.9688544,1.1133995,0.97847414,0.9447719,1.0475103,1.0003175,1.0032892,1.064724,0.99676776,0.93794453,0.9468903,1.0419196,1.0925144,1.0317684,0.8923564,0.849418,0.96511215,1.09703,1.0732529,0.9965255,1.1127197,1.0894364,1.1416984,0.9620184,1.0862768,0.99868697,1.0419987,0.673867,1.1731387,1.076201,1.0284846,1.0079709,0.96488494,1.0390515,0.80815935,0.9986992,1.0599015,0.8605025,1.0259274,1.0394956,1.1083441,1.1536846,0.81700563,1.0931357,1.110976,1.0914853,1.037791,0.93983614,0.66383547,1.1805164,1.0599868,1.0883094,1.0010635,0.95165265,1.0210948,0.9364314,1.0294256,1.0981072,1.0928704,0.9505749,0.0,1.1561934,1.0510427,1.1355238,1.1873233,1.0228993,1.0562013,0.92711526,1.1253443,0.9497121,0.97713095,1.1826403,1.0375233,0.8961095,1.0404526,0.945568,1.0548553,1.0319456,0.9850478,0.97366214,1.1181257,1.1530744,0.8911331,1.0768207,1.0392717,0.51487345,1.0415715,1.0291191,1.0117425,0.961914,0.9730551,0.99507684,0.94967204,1.055404,0.99344754,0.99630517,1.0951052,0.9852549,1.1356949,1.1103317,1.0681124,0.7448338,0.89068794,0.88110936,1.1305077,1.0063663,1.0345623,1.0918125,1.1085334,0.973592,1.1481858,0.9738602,1.0266368,1.0158963,1.0769848,1.0633276,1.061261,1.1801075,1.137823,1.1023917,0.9978225,1.0658289,1.0382895,1.1026493,0.97728574,1.148802,1.120854,1.1006831,1.0236741,0.9741692,1.0011929,1.0770752,1.12892,1.0036553,0.95364374
gum,0.9107021,0.93199104,0.92666817,0.73005176,1.0940975,0.68159246,0.7330097,0.8874283,0.9126933,1.1309582,1.2857871,1.2380302,1.2759933,0.86701584,0.9453844,1.2533963,1.170712,0.71694094,0.9400814,1.0139724,0.8011179,0.83546853,0.7323978,1.0378019,1.1176813,1.0278591,0.89946747,1.4034292,1.3222618,0.81290853,0.9171491,1.2135327,1.2306224,0.9435457,1.1316947,0.7517072,1.2453282,0.925249,1.0121224,1.0498564,0.70894456,0.761821,1.2296956,0.88516057,1.3276541,1.18493,1.120265,0.6909731,1.3313556,1.0924314,1.0461062,0.9876209,1.0149081,0.94609207,0.98307675,1.0257337,0.82235456,0.8703662,1.0832645,0.95625454,1.1561934,0.0,1.1249048,0.8412874,0.80370915,1.1229241,0.94471735,1.1987535,0.67896056,1.3632655,1.2129468,1.210526,1.1559541,0.85490555,0.9047292,0.8916001,1.125761,0.8526036,0.7245375,1.1240921,1.0500554,0.88052815,0.9917677,0.62181383,1.2586973,1.1997555,1.0526536,1.2895415,0.8231317,1.0573299,1.1010735,1.0843933,0.8463228,1.1217618,0.9756804,1.0607383,0.71651584,0.9661392,0.9857605,1.0683345,1.2823795,1.2231796,0.9866139,1.11992,0.6307956,1.2833619,0.6909369,1.1998628,1.0207801,1.2923694,1.1586691,1.0465397,0.8587504,1.0375073,1.057088,0.9036025,0.8592654,0.72400284,0.7418302,1.1733525,1.2349851,1.001922,0.7327912,1.022936,0.8564608,0.4778859,1.0939813,0.5315305,0.7747527,1.2944555,1.0700582,1.0423363,1.0809356,1.082721,1.238675
hair,1.095727,0.9225106,1.0667627,1.1245399,0.8609141,1.0809946,1.1198381,1.1070143,1.2079561,0.9980517,0.8944312,1.1200595,0.9050076,0.99730635,1.0945957,1.044255,0.88461864,1.0847245,1.1889164,1.1756086,1.0827645,1.0643647,1.2069321,1.0911828,1.2096912,1.0489017,0.85785013,0.92751634,1.0771608,1.0508528,1.1526303,0.8593074,0.82013535,1.1968752,0.8822794,1.1147594,0.7753501,1.1373252,1.1668808,1.0463376,1.2295258,0.99801147,0.830622,0.9707559,0.91620386,0.982397,0.77133703,1.1797471,0.9104662,0.9830343,0.37570012,0.84472656,1.1252725,1.0872626,1.1020467,1.1080799,1.064382,0.96412975,0.59823054,1.1677995,1.0510427,1.1249048,0.0,1.0099332,0.79709655,0.77437705,1.0158284,0.8733267,1.1674484,0.8706548,1.1231004,0.9154124,1.1937495,0.9565813,1.0254451,1.0672184,1.0496222,0.8579834,1.1107593,0.99908614,1.2944121,0.9174625,0.9607124,1.0710613,0.9563764,0.976569,1.0111281,0.7974939,0.96166134,0.987037,1.1626036,1.167521,1.1885659,1.194178,0.95062435,0.93593925,1.2822906,1.0617088,1.0530075,1.1747823,0.94028974,1.0279378,1.0523417,1.0315881,1.2055354,0.6552206,1.1884897,0.80611515,1.1572349,0.84725386,1.0918157,0.98891926,1.1568341,1.1666789,1.0845135,1.1084278,1.2538791,1.142466,1.0809026,0.85395485,0.8362254,0.9340171,1.230122,0.78725904,0.9964471,1.1183398,1.2435701,1.1900907,1.0894244,0.72946745,0.9277132,1.0665014,1.1299355,0.9996753,0.83796114
hamburger,1.0444335,1.0589942,0.9093461,0.84136677,0.9615522,0.9870584,0.99822325,0.8827113,1.1634278,1.1490954,1.1583493,1.2161818,1.1759896,1.104847,1.0168242,1.1391003,0.9980939,1.1041656,1.1285062,1.026774,1.025935,0.2676617,1.1201767,1.0222284,1.1252925,1.0846496,0.8827641,1.1932062,1.2230346,0.48363733,1.0717351,1.0144546,1.1511524,0.66551185,1.1072798,0.6303229,1.1073136,0.75775707,1.2053026,1.1549267,0.97372216,0.638718,0.9622687,0.91672045,1.1897486,1.0759099,1.1638288,0.76659757,1.2023586,1.039557,0.9876591,1.0304549,1.0838679,1.1216209,0.95148313,1.1240784,1.0026716,0.88116896,1.0767717,0.9620716,1.1355238,0.8412874,1.0099332,0.0,0.90207356,1.0711573,1.0805439,1.1760473,0.9257475,1.2202835,1.2463598,1.1367233,1.1762562,0.63674694,1.0167338,0.86777633,1.0120188,1.0507704,0.365232,1.1325521,1.0096645,0.97394055,1.0225496,0.4566071,1.0977864,1.1741886,1.1478527,1.2055202,1.0669934,1.0571538,1.2100582,1.2062377,0.5418349,1.0340632,0.7932396,1.116745,0.7250007,0.82786286,1.095729,1.1220535,1.0813155,1.1107332,1.0306451,1.1411383,0.92649174,1.1493247,0.97533923,1.1599591,1.0264934,1.1470716,1.1503,1.1682312,1.064533,1.0816996,1.0116577,0.59082556,1.0060173,0.8928928,0.97790426,1.0579209,1.145678,1.0307628,0.92429245,1.0568694,1.0334022,0.98243135,1.0863955,1.0115664,1.0582702,1.0409968,1.0762681,1.0697063,1.1759179,1.1458927,1.1684108
hand,1.1886916,0.74510866,1.0963577,0.87914616,0.39169955,1.1057812,1.1047477,1.2243867,1.344952,0.88446325,0.92860985,1.2471908,0.9499047,0.7449754,1.2489898,0.9738981,0.9321205,1.0820109,1.3400593,1.3255055,1.044467,1.0131683,1.2517595,1.1123438,1.2878673,1.2092942,0.7174909,1.0005083,1.0943972,0.8851045,1.301497,0.93605125,1.0097471,1.1168075,1.0051906,1.059059,0.8612976,0.7744525,1.2377076,1.0324616,1.2536583,0.7454884,1.031584,0.8765141,1.0094934,0.90085584,0.8675671,1.1661531,0.9704228,1.1288445,0.9023099,0.54925567,1.2603402,1.2873378,0.8297403,1.0853777,1.234372,0.9054574,0.83429396,0.77873564,1.1873233,0.80370915,0.79709655,0.90207356,0.0,1.10974,1.0501124,0.9201353,1.1833692,0.77632254,1.1176558,0.99151105,1.3465914,0.951054,1.0160302,0.82972914,0.98167896,0.7589494,0.9146466,1.1253427,1.2364181,0.6859255,1.1666491,1.0147971,1.0823941,1.1183485,0.8403728,0.8636044,0.93402517,0.8658841,1.2450272,1.1859162,1.0871811,1.1516232,0.92362034,1.1090525,1.2252386,1.1150156,1.0112512,1.321569,1.0916696,1.00362,1.0592487,1.0246599,1.0967628,0.77637845,1.1765894,0.7729615,1.103511,1.0282134,0.9991088,0.8744929,1.2248553,1.314369,0.78564215,0.8798015,1.260065,1.0242388,1.0608257,0.8896556,0.73128855,0.8240403,1.3929121,0.58273923,0.88917345,0.53918016,1.2169673,1.1669686,0.959221,0.89162153,1.1487224,1.0391669,1.186613,1.0462005,1.0175121
hat,1.0082606,0.7529176,0.46743917,1.0727847,1.2425165,0.9642537,0.97156113,0.59968114,0.86581707,1.3606231,1.2811067,0.46174264,1.1638373,1.3276066,0.9789716,1.3016362,1.2715069,1.0885442,0.5074711,0.45356703,1.3443825,0.85508037,0.87586313,1.006375,0.870771,0.9760224,1.1706502,1.0359215,0.90533483,1.3061246,0.7447223,1.2273465,1.1237028,1.1263115,1.1988182,1.1569307,1.2309581,1.249137,0.39423764,1.3489697,0.83027923,1.4020615,1.1439556,1.0202444,1.2040235,1.3231604,1.2118707,0.8832794,1.155025,0.8395531,0.8268116,0.49413323,0.78855413,0.6733339,1.0026125,0.90801054,0.863341,1.0720391,0.39272475,0.69174564,1.0228993,1.1229241,0.77437705,1.0711573,1.10974,0.0,1.0765104,1.1949683,1.0489846,1.1975565,0.68261784,1.3022509,0.59807974,1.0039457,1.1956012,1.1876523,1.1532338,0.949086,1.1497658,0.29736096,0.74342114,0.8243065,0.6621306,0.9721238,1.263236,1.0902792,1.2650826,1.1650509,1.274894,1.201566,0.4840535,0.5120051,0.95757157,0.93153816,0.8046378,1.0372972,1.0852144,0.5136334,1.0205181,0.7533009,1.233668,1.1554716,1.1845281,1.1543092,1.1884995,1.2123682,1.0416217,0.95902234,0.7892227,1.1304133,1.1211692,1.3154969,0.4478371,0.5529088,0.94373953,1.245199,0.90137124,1.2171879,0.854522,1.1464406,1.2276943,1.4041253,0.5954752,0.46543705,0.59009755,1.1093754,0.81185687,0.84600806,1.3299522,1.1373271,0.7016715,1.2603767,1.0680892,0.28301376,1.2425854
