,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jar,1.0111054,1.0288992,0.8834935,0.72701085,1.2442923,0.84196615,0.88101417,0.94500446,0.76813924,1.2214274,1.3126956,1.0048914,1.2112995,1.1822038,0.8625958,1.2716302,1.2270777,0.87601984,0.61294746,0.77751315,0.9122869,0.9508538,0.4000075,0.99918395,0.7261658,0.95774007,1.1335611,1.2696322,1.0678431,1.0034615,0.6647602,1.0756645,1.3007262,0.7872993,1.1711028,0.94435734,1.3117933,1.121506,0.9551368,1.0809112,0.2774036,0.9703194,1.2008419,0.9351625,1.0709555,1.0738055,1.1398319,0.78364336,1.2962089,1.0357472,1.1047316,1.1958644,0.9554589,0.8229012,1.0010378,1.028422,0.92113197,0.78236234,1.15433,1.100518,1.1253443,0.67896056,1.1674484,0.9257475,1.1833692,1.0489846,1.0285208,1.2855616,0.0,1.3599395,1.0322292,1.122242,0.83982205,0.9671748,0.71973395,1.0431306,0.80725694,1.1100808,0.8634125,1.0883675,0.96494263,1.0738283,0.98241657,0.83771753,1.0501167,1.0920715,1.1549985,1.221419,1.1568437,1.1592017,0.98720896,0.9886764,0.8369374,0.9956216,1.056791,0.8781924,0.6428098,0.8573966,0.93705916,0.77897644,0.9767626,1.1821543,0.9393606,1.1513907,0.77503026,1.302832,0.81110644,1.2214546,0.7699945,1.2262582,1.1766344,1.2173557,0.8637546,0.8937999,1.020495,0.89086866,0.72439134,0.5335956,1.0256797,1.2218177,1.3626728,1.1214886,0.5703085,1.185119,1.094648,0.8676076,0.9620885,0.704237,1.0187771,1.1447563,0.9776687,0.948517,0.7684,1.0571591,1.0996182
jeans,1.1940632,1.0348909,1.4276347,1.2381765,0.5148394,1.2980386,1.2204075,1.3872913,1.2813342,0.46171677,0.3844478,1.1965345,0.54459554,0.6384823,1.3400683,0.4195761,0.7065078,1.2210815,1.42409,1.4783838,0.97699475,1.4100797,1.3760111,1.1802789,1.2129515,1.0749209,0.7764133,0.624725,0.7573035,1.0607072,1.4253161,0.63289315,0.54931635,1.2906853,0.7534121,1.247934,0.4456644,0.88761,1.4006891,0.69058716,1.4642031,0.89938444,0.8256924,1.1808653,0.69348735,0.71308,0.5199638,1.4559288,0.4401412,1.1764799,0.9922397,1.1229862,1.3051605,1.383513,1.1295271,1.1503525,1.3790994,0.9089267,1.129915,1.1545172,0.9497121,1.3632655,0.8706548,1.2202835,0.77632254,1.1975565,1.1253874,0.5124068,1.3599395,0.0,1.1185273,0.7329049,1.3519031,1.0908852,1.0497006,0.84309125,0.8098873,1.0298737,1.2604029,1.2579659,1.1282293,1.0402317,1.3159926,1.3773139,0.62116534,0.8522946,0.4919858,0.3937949,0.90231806,0.8540715,1.3224856,1.2943108,1.4184623,0.9116231,1.247097,1.1388327,1.4548566,1.4067824,0.7785625,1.3136436,0.6577654,0.60173154,1.1742487,0.86650187,1.2723475,0.290111,1.2429652,0.4798215,1.2856115,0.6808839,0.73310053,0.55804026,1.5147527,1.3582015,1.0337744,1.0823481,1.4218795,1.1337246,1.2985274,0.5489567,0.33481753,0.58699286,1.585963,1.1784519,1.282778,0.9977366,1.0795598,1.4371715,0.94499815,0.6634617,1.1985552,0.91397506,1.0199924,1.280575,0.66525555
knife,1.055023,0.9815753,0.72591925,1.1168256,1.1059368,1.2607923,1.1399126,0.7225223,0.75313073,1.0844792,1.2501475,0.38558257,0.9464136,1.4651132,0.944558,1.316885,1.1579504,1.06353,0.5949877,0.36545587,1.1920372,1.01701,0.8742721,1.013397,0.688299,1.1304784,1.1210955,0.89250964,0.8050854,1.2319005,0.796751,1.1927183,1.2666392,0.8849959,1.0362263,1.3009841,1.2758648,1.4146868,0.33526313,1.2221322,0.86582583,1.3293285,1.3105154,1.31179,0.9192992,0.82233894,1.3319237,0.9378409,1.0178732,0.73821354,1.2543927,0.6232289,0.5785575,0.8291945,0.80043906,0.46928144,1.0327376,1.1149349,0.7986231,0.93433565,0.97713095,1.2129468,1.1231004,1.2463598,1.1176558,0.68261784,1.0889585,1.3516059,1.0322292,1.1185273,0.0,1.008241,0.40718162,1.183487,1.0380174,1.3931001,1.1590517,1.0508034,1.3060031,0.40237808,0.69871926,0.9307834,0.8537942,1.1265763,1.0195159,1.0735763,1.3873184,1.0949454,1.2726897,1.351017,0.24515378,0.27674693,0.8412559,0.968049,0.7044922,0.99723023,0.85193217,0.7673993,1.1710795,0.6891793,0.9838304,1.0585121,0.9898886,1.3141127,1.0310241,1.247809,0.996009,1.0105959,0.63609815,0.93625677,0.7339282,1.2026503,0.36996233,0.5703055,0.6700013,1.1321741,0.64753705,1.1629826,0.9668449,1.2833474,1.2922848,1.3056345,0.71708155,0.6192115,0.65569264,1.0979373,0.7447642,1.1504155,1.3005273,1.13657,0.83058274,1.1438303,0.8689879,0.4243114,1.133291
ladder,1.1055515,1.2288884,1.4143885,1.2980957,0.85137415,1.2420654,1.1715504,1.3667798,0.9164214,0.67675185,0.68502635,1.1621625,0.48020905,0.8934333,1.1235266,0.81875265,0.85165787,1.0517308,1.2752984,1.2972225,0.7300994,1.3435218,1.0386108,1.118808,0.87089163,0.95290744,0.9160307,0.8611666,0.60157144,1.0270375,1.2839842,0.58604425,0.85847515,1.128844,0.6813471,1.1250707,0.67818666,1.1009823,1.2941664,0.49720907,1.2579391,0.9196976,0.8440825,1.0525174,0.31189054,0.44308472,0.9150332,1.3617549,0.8605612,0.95095414,1.0201069,1.2580985,1.1545932,1.2696936,1.1092992,1.013943,1.2563418,0.979165,1.171237,1.1659735,1.1826403,1.210526,0.9154124,1.1367233,0.99151105,1.3022509,1.1037347,0.9156699,1.122242,0.7329049,1.008241,0.0,1.109966,1.2430425,0.7949803,0.96385485,0.80332476,1.1488284,1.2093251,1.3059558,1.0447236,1.1715391,1.2846795,1.3035046,0.5264152,1.0070007,0.85084033,0.8287791,1.0029321,0.96755576,1.240861,1.2456026,1.2682183,0.95107365,1.1512982,0.8412264,1.173408,1.3937168,0.71715784,1.0126997,0.49624944,0.9409477,0.9846229,0.9994147,1.099008,0.82865214,1.1417797,0.82697,0.93170965,0.54860115,0.60447,0.7296379,1.3750205,1.2831738,0.97887266,1.0212187,1.1735396,0.98276466,1.2275723,0.6596792,0.77478707,0.7809588,1.4332945,1.270882,1.2719867,1.0301627,1.0345833,1.2502371,0.8801596,0.7995951,1.1362973,0.67280275,0.5939096,1.3580523,0.55617446
lamp,1.0121747,0.94903135,0.5377311,1.0300307,1.4064217,0.97240704,0.83340585,0.7315862,0.6581495,1.2984862,1.4534428,0.21534562,1.1999288,1.5611415,0.8620147,1.4724252,1.3455688,1.0084877,0.30059683,0.32480758,1.2114503,1.0046878,0.61668724,0.8950925,0.40196705,1.0486314,1.3540457,0.90901935,0.5946594,1.2851834,0.49071336,1.2127061,1.3093926,0.8601641,1.2216439,1.2212713,1.4427354,1.4149715,0.2903924,1.3155496,0.63040364,1.380625,1.3303827,1.143937,0.92301327,1.0825238,1.3761522,0.74141866,1.2475052,0.6670371,1.1779331,0.73450315,0.561926,0.5064775,0.8511838,0.54748505,0.8780005,1.0141249,0.7800589,0.95920163,1.0375233,1.1559541,1.1937495,1.1762562,1.3465914,0.59807974,1.0217354,1.3776968,0.83982205,1.3519031,0.40718162,1.109966,0.0,1.148587,1.0460099,1.4734936,1.1259937,1.1489053,1.2530862,0.4228707,0.6195434,0.91808754,0.66247004,1.0146364,1.2170638,1.0839541,1.4345746,1.2879106,1.3350552,1.431353,0.32982242,0.36399525,0.9460495,0.92367446,0.86025083,0.8283584,0.81514597,0.5775615,1.2115152,0.5130697,0.99425584,1.2787442,0.9608613,1.3435224,0.9840114,1.4141431,0.9017118,1.1781119,0.5811324,1.0925533,0.9305966,1.3286852,0.3654757,0.36955357,0.80194485,1.1419077,0.57817817,1.0943873,0.8230268,1.4060173,1.4384005,1.4623086,0.5113759,0.7549696,0.77949935,1.1632026,0.6016979,0.89106375,1.3385551,1.1999794,0.8442376,1.0499052,0.6751574,0.42020738,1.0461757
melon,1.0513762,1.1486837,0.91762894,0.8737501,1.051824,0.6371798,0.80301005,0.6781945,1.1539328,1.1954207,1.1714301,1.1340146,1.191638,0.9742245,0.96669173,1.1203295,1.0106794,1.0980037,1.0550486,1.0386591,1.0751444,0.6313393,1.196137,1.0126927,1.2389264,1.0441784,0.82678413,1.0222622,1.3355179,0.76648706,1.0428622,0.967802,1.1475239,0.9579765,0.9032651,0.81684154,1.174139,0.97787017,1.1127174,1.2489175,1.033316,0.7681975,1.0077037,1.014262,1.217974,1.1614583,0.9783933,0.82566005,1.1714203,1.1015903,0.91032046,1.0807663,0.9514781,0.97975177,1.0384,1.0914011,0.9109274,0.913029,1.0691947,0.9913866,0.8961095,0.85490555,0.9565813,0.63674694,0.951054,1.0039457,1.0711597,1.1629473,0.9671748,1.0908852,1.183487,1.2430425,1.148587,0.0,1.0202397,0.8463135,1.0899637,1.0218445,0.6753931,1.0819033,1.131075,1.091571,0.9857883,0.6395529,1.1658002,0.8405185,1.0257235,1.149583,1.0778735,0.99354345,1.1075585,1.0969644,0.6664088,1.1158164,0.8257543,0.9820536,0.99748063,0.9396683,1.1357841,1.1867381,1.112436,1.0985416,0.9481193,1.0777626,0.93671834,1.0733826,1.0087773,1.0242995,1.1744055,1.1132501,1.1991057,1.1695433,1.0274352,1.040564,1.1210072,0.93648314,1.080575,0.8162158,1.0054097,1.0798613,1.1419721,1.0470916,0.8808807,1.1237999,1.003986,0.9150039,1.1686821,0.889229,1.0043184,1.0695152,0.7992897,1.1105806,1.2405791,1.0912621,1.0975032
milk,1.0841681,1.1474131,1.1814845,0.9908758,1.0209303,0.9137803,0.8739017,1.2187395,0.8499842,0.9602845,1.0698855,1.1363845,0.98768455,0.9565681,1.1505977,1.0611901,1.1285661,0.8769485,0.9821952,1.137018,0.7474589,1.1548176,0.7925308,1.1043484,0.8401674,0.95167536,1.053565,1.0860715,0.95471764,0.9271274,1.0474027,0.87482536,1.101276,1.0100689,0.99183065,1.0993651,1.0692813,1.0106105,1.1567503,0.86187804,0.87425053,0.9183579,1.0938474,1.005081,0.8412545,0.82825243,0.9941401,1.0773953,1.0354965,1.0139381,1.0328012,1.2021397,1.1342677,1.0907985,1.0248917,1.0332428,1.1355213,0.95651376,1.1456349,1.1436998,1.0404526,0.9047292,1.0254451,1.0167338,1.0160302,1.1956012,0.9969234,1.0657551,0.71973395,1.0497006,1.0380174,0.7949803,1.0460099,1.0202397,0.0,1.0081688,0.7526143,1.062904,1.0219429,1.1740022,1.05108,1.1128627,1.1699086,1.0233696,0.91035277,0.997416,1.0102537,1.0587353,0.9455751,1.0071454,1.1313688,1.1509066,1.0332382,1.03044,1.1291422,0.9420768,1.0053065,1.1452823,0.9032576,0.9977487,0.83391654,0.98352957,1.0076256,0.98328424,0.93776,1.028583,1.0717309,1.0203955,1.0171757,0.9814894,0.9801282,0.9813023,1.1764966,1.1170896,0.9267442,0.98219943,0.92746913,0.82573986,1.1503494,1.0071472,1.0679966,0.98114246,1.1215078,1.2139063,1.1114937,0.9040637,1.0112612,0.9961666,0.8784195,0.99466574,1.0763347,0.6839132,0.78550315,1.1882879,0.8935292
mitten,0.74148476,1.1016718,1.2501485,0.918244,0.8024478,0.8905948,0.9573085,1.1934099,1.2288547,0.87860703,0.7523701,1.4005121,0.93177974,0.5156528,1.0933306,0.52086157,0.97020626,1.1505506,1.3504076,1.4106375,0.9993267,0.9571772,1.1901214,1.0555762,1.3489163,1.1091791,0.86403227,0.9483207,1.1987115,0.8203367,1.3683708,0.8354928,0.8447324,1.0876725,0.9926284,0.81624156,0.79703766,0.4675377,1.4595912,0.92870784,1.1691172,0.794561,0.57214797,0.6928288,1.1119138,0.99774456,0.81855357,1.1736772,0.9935316,1.3319092,1.007614,1.2378753,1.2498085,1.2353507,1.055641,1.313448,0.96743,0.92994964,1.2386224,0.6957383,0.945568,0.8916001,1.0672184,0.86777633,0.82972914,1.1876523,1.0199704,0.74218106,1.0431306,0.84309125,1.3931001,0.96385485,1.4734936,0.8463135,1.0081688,0.0,0.9726723,1.0296023,0.7005824,1.3640062,1.0767246,1.0669143,1.1646036,0.9171538,1.045607,0.7464351,0.6303588,0.9187392,0.9426195,0.42295957,1.4452896,1.4002043,0.9011645,0.81260383,1.0968988,1.045006,1.1872152,1.2289958,0.8387382,1.4184732,1.0422784,0.9543917,0.9595608,0.45093095,1.1282375,0.882612,1.1825418,0.97132975,1.1802044,1.0147221,1.0966034,0.8886223,1.4198453,1.2957194,1.033745,0.88460904,1.389773,0.8264563,1.2466947,0.8050833,0.7668687,0.83768463,1.3311803,1.2788296,1.2279786,0.7820185,1.0976863,0.9860072,0.8859402,1.0063083,1.2427506,1.0117121,1.1528693,1.3901298,1.0643287
motorcycle,1.2069682,1.1315169,1.1955557,1.1183963,0.93357617,1.0511508,1.0242484,1.240846,1.0567015,0.8964856,0.9499312,1.1746264,0.8464986,1.0351578,1.1664028,0.9652734,1.0457875,1.1398314,1.0505061,1.2011715,0.92242914,1.1649156,0.8227633,1.0944084,0.79711956,0.866307,0.96798855,1.0106941,0.8326564,0.9071083,1.1212234,0.8873922,1.002006,0.95406365,0.87677556,1.1034337,0.9532103,1.0079253,1.2513164,0.8185038,0.8815288,0.8765954,0.932942,1.0347672,0.799059,0.8080979,0.96676755,1.1952662,0.99485433,1.0559171,1.0751922,1.2141402,1.2459227,1.190522,1.0594614,1.1330898,1.2433317,0.8293942,1.1330264,1.0970134,1.0548553,1.125761,1.0496222,1.0120188,0.98167896,1.1532338,1.0479617,1.0317217,0.80725694,0.8098873,1.1590517,0.80332476,1.1259937,1.0899637,0.7526143,0.9726723,0.0,1.0566347,1.0578145,1.2372404,1.092609,1.1402328,1.2188687,1.1236787,0.7216219,1.0364302,0.9826474,0.9298628,1.0604651,0.96284443,1.2280917,1.2256134,1.1231445,1.0366449,1.1594818,0.94670653,1.0509666,1.1565694,0.80527407,0.9590076,0.8094615,0.86746114,0.982765,1.0910542,0.9700133,0.9511516,0.97696257,0.9193944,0.8897834,0.9386607,0.9481058,0.94623774,1.2637497,1.2213293,1.0309737,0.90722215,1.049435,0.7190417,1.169706,0.74393445,0.97888213,0.8781188,1.2001736,1.2096931,1.1698829,0.90395117,1.0827619,1.0382953,1.0610589,0.8320063,1.063391,0.69050467,0.6161647,1.2032455,0.8924429
mouth,0.9124682,0.8023964,0.97647977,0.91642267,0.94256395,1.0499461,1.0570632,0.9364286,1.1207178,1.062527,1.0729927,1.0684012,1.0762001,1.0139797,1.0628669,1.0654494,1.0363778,1.096884,1.0999813,1.0726144,1.1304749,0.93966734,1.0835007,1.1758314,1.1612861,1.1170447,0.9840999,1.1010199,1.1943358,0.90161717,1.0909967,1.0321909,1.0304364,1.0519315,1.0268338,1.0703948,1.0383116,0.97319597,0.994491,1.1237687,1.0543988,0.9894214,1.0817119,1.0712988,1.1284547,1.0824459,0.996451,1.0708903,1.0473421,1.0560958,0.9374636,0.6569855,1.0572146,1.1055309,0.8888529,0.9644762,0.9686491,1.0240244,0.7394601,0.9119108,1.0319456,0.8526036,0.8579834,1.0507704,0.7589494,0.949086,1.0086867,1.0033556,1.1100808,1.0298737,1.0508034,1.1488284,1.1489053,1.0218445,1.062904,1.0296023,1.0566347,0.0,1.0278897,0.93346214,1.1144859,0.6037775,1.0164547,0.994993,1.1281507,1.029512,1.0382575,0.98968005,0.9993256,0.94838476,1.0318626,1.0484458,0.98709893,1.1368296,0.90082437,1.0764713,1.0598903,1.0016425,1.1600244,1.1570052,1.1553981,1.0458678,1.1026404,0.9391289,0.98883235,0.95871985,1.0873861,1.0048474,1.1207731,1.0322239,1.1562552,1.0419716,0.9315229,1.0401969,1.0224621,1.0489167,1.059124,1.0622234,0.86739236,1.0240617,1.0335596,1.0803938,1.0796123,0.67616445,0.536133,0.8713983,1.1003481,1.1461343,1.1076354,1.0091423,0.9658488,1.0806949,1.1700245,0.8613603,1.1001587
muffin,1.034231,0.9922331,0.8488733,0.49575776,1.0462049,0.83064747,0.9114196,0.93346786,1.192676,1.2739528,1.2452171,1.2604176,1.2936622,1.0219845,0.89182365,1.1178768,1.0474155,1.1595304,1.1676006,1.0727203,1.1310308,0.35855043,1.0586988,0.9925291,1.204121,1.1600986,1.0161813,1.1163169,1.3265288,0.6154678,1.1006246,1.1230369,1.035183,0.78662974,1.0606616,0.40849388,1.2186937,0.6386708,1.2384583,1.2802054,0.9462635,0.7314626,0.91597056,0.92835426,1.1885116,1.1744461,1.0659212,0.66856277,1.1019534,0.98626417,1.1323535,1.0926439,1.0724694,1.0672038,0.9774278,1.1192673,0.9938126,1.0172635,1.1415495,0.8343798,0.9850478,0.7245375,1.1107593,0.365232,0.9146466,1.1497658,1.0502326,1.1120654,0.8634125,1.2604029,1.3060031,1.2093251,1.2530862,0.6753931,1.0219429,0.7005824,1.0578145,1.0278897,0.0,1.18388,1.1059474,0.97039306,0.8764325,0.46368718,1.211137,1.0043715,1.0905327,1.1247488,1.1244115,0.8907006,1.267418,1.2599256,0.52198255,1.0575047,0.77732944,1.0072256,0.8348904,0.78846014,1.0889663,1.1457609,1.2389979,0.9972565,0.826464,0.98635834,0.9900594,1.2031561,0.9633933,1.1161249,1.0152721,1.1927258,1.3184456,1.2713141,1.0544304,1.1393061,1.0594413,0.68810993,1.1046579,0.90008396,1.0359417,1.1743412,1.1397344,1.1185671,0.9369154,1.077558,0.9814036,0.96841824,1.1370498,0.99664736,1.0717031,1.076535,1.1503233,1.1090813,1.2445322,1.1472983,1.1832796
nail,1.0526272,0.8138288,0.38962013,1.0691574,1.2163389,1.0568827,1.0145804,0.60636204,0.83824205,1.2925231,1.3253962,0.24594581,1.2209158,1.4419837,0.97116894,1.3918176,1.1939275,1.1150559,0.3359102,0.2722898,1.3902855,0.8773638,0.8795194,1.0816964,0.77398926,1.1200802,1.1523169,0.9565492,0.9771768,1.2466667,0.69507635,1.2194672,1.1961724,1.0233302,1.1648755,1.2314086,1.3006623,1.2776312,0.1940999,1.384836,0.7567736,1.3420815,1.2262592,1.1945951,1.1863257,1.2734181,1.2777492,0.7977119,1.1211548,0.82711023,1.0614368,0.4361173,0.6927279,0.62075216,0.9550037,0.8173028,0.9379731,1.0703908,0.5145149,0.7843921,0.97366214,1.1240921,0.99908614,1.1325521,1.1253427,0.29736096,1.1114367,1.2731721,1.0883675,1.2579659,0.40237808,1.3059558,0.4228707,1.0819033,1.1740022,1.3640062,1.2372404,0.93346214,1.18388,0.0,0.8017086,0.8258718,0.70135015,0.95843256,1.2733111,1.069894,1.3785219,1.1979628,1.2591668,1.2827492,0.32070243,0.32338732,0.89991343,1.0788459,0.6850796,1.0531634,0.9680628,0.4548694,1.260256,0.7739074,1.2147021,1.18955,1.1493706,1.2227657,1.1763985,1.2747378,1.1155066,1.0730454,0.7556622,1.084394,1.1166883,1.2599367,0.25701988,0.3539555,0.944864,1.1806841,0.7977263,1.26827,0.80746424,1.3132732,1.299639,1.3677702,0.5007545,0.39030522,0.55455565,1.1526589,0.8315798,0.94682604,1.3368342,1.1687906,0.7936622,1.2234302,1.1003548,0.19194078,1.2544667
napkin,1.0087327,0.8805226,0.7617676,1.0348915,1.2060668,1.1352938,1.0440385,0.7252874,0.6532345,1.0939343,1.1290752,0.664931,1.0981677,1.2178651,0.97552955,0.969745,1.2658981,1.0536168,0.7109068,0.647923,1.1231902,0.87916934,0.74635184,0.9925369,0.5896349,1.0785381,1.159716,1.1115934,0.658337,1.140174,0.8623829,1.2795374,1.1860318,0.9406354,1.276351,1.0453564,1.2136669,1.1045843,0.6599644,1.0894094,0.81079113,1.280658,1.2395662,1.0010744,1.0675111,1.0522306,1.2310889,0.8743339,1.119747,0.8090377,1.2340435,0.8449688,0.7184678,0.8206713,0.56379235,0.74501956,0.96981233,1.1723789,0.97840893,0.6746366,1.1181257,1.0500554,1.2944121,1.0096645,1.2364181,0.74342114,1.1263293,1.1515561,0.96494263,1.1282293,0.69871926,1.0447236,0.6195434,1.131075,1.05108,1.0767246,1.092609,1.1144859,1.1059474,0.8017086,0.0,0.9577777,0.85682815,0.9850778,1.2036821,1.0621462,0.9685737,1.0903301,1.2823617,1.2528102,0.6124972,0.66145265,0.7844327,0.48294407,0.9048641,0.9974041,0.7919989,0.7556237,0.83534,0.73995733,1.1006923,1.1613445,1.0597,1.1137588,0.947319,1.2380106,0.8781485,0.9256509,0.78003716,1.1712835,0.8260813,1.1727912,0.65974665,0.7820191,0.49981028,1.0693952,0.7689278,1.0514032,0.93394285,1.2390321,1.2019807,1.3739773,0.7650018,0.8423858,0.7552748,0.93108004,0.12148678,0.9953258,1.2307632,1.2293015,0.8600911,1.0126537,0.85505486,0.74510646,1.2019948
necklace,1.1157943,0.69190884,0.7917382,0.84488904,0.91473526,0.9924757,0.9410243,0.98763967,1.1222763,1.1941698,1.2103848,0.85895824,1.1541735,1.0073742,1.0769742,1.1512026,1.2202986,1.1139255,0.9689771,1.002284,1.1888022,0.9105717,1.0009029,1.038193,1.0218828,1.1786797,1.1188817,1.0682162,0.97467285,0.9641838,1.0256628,1.0996714,1.0798541,1.0241524,1.1707739,1.1035346,1.1792573,0.97501475,0.8398702,1.2651169,1.0188615,1.0608485,1.1983223,1.0077878,1.0223606,1.0371372,0.9521729,0.92479575,1.0511943,0.9440894,1.0485331,0.52754974,0.9888613,1.0006976,0.8404057,0.79477304,1.0804981,0.9303619,0.61369944,0.79939044,1.1530744,0.88052815,0.9174625,0.97394055,0.6859255,0.8243065,1.052336,1.0472832,1.0738283,1.0402317,0.9307834,1.1715391,0.91808754,1.091571,1.1128627,1.0669143,1.1402328,0.6037775,0.97039306,0.8258718,0.9577777,0.0,0.91977507,0.91719544,1.2443013,1.0737683,0.9562758,0.97028726,1.119783,1.0857064,0.90263253,0.9039665,1.0232278,1.019965,0.8623805,1.012345,1.0881306,0.81413764,0.990008,1.1018825,1.1992795,1.1054692,1.0984539,1.020852,1.0558581,0.9047604,1.0968966,0.9259602,0.92635894,1.1215575,1.169736,1.2045224,0.8634054,0.9550043,0.8943984,0.9798777,1.0580516,1.0177292,0.8785951,1.1636791,1.0159842,1.2368139,1.0739603,0.58812666,0.6424468,0.84586567,0.8465798,1.0871379,1.168851,1.0667515,1.0364771,1.1152492,1.073089,0.6605262,1.1382048
nose,1.031675,0.78228235,0.6382461,0.89954066,1.2503374,0.79739684,0.77450365,0.78858995,0.98942816,1.3022156,1.3082657,0.7507607,1.1769134,1.3419359,0.8778851,1.3015585,1.1825616,1.1202224,0.78360486,0.7407489,1.249842,0.84778565,0.88409793,0.89923286,0.91085714,1.0587971,1.1944426,1.0058378,1.0460008,1.2963012,0.71062493,1.2542231,1.1456856,0.9076862,1.1680429,0.8504756,1.289124,1.1160003,0.7104537,1.3391019,0.86054957,1.2776998,1.058412,1.0185097,1.1222107,1.226936,1.2003138,0.59830296,1.13522,0.73383164,0.98288405,0.7659676,0.8224852,0.761472,0.9342392,0.83794713,0.835009,1.1034616,0.8060653,0.8886704,0.8911331,0.9917677,0.9607124,1.0225496,1.1666491,0.6621306,0.96910846,1.2623138,0.98241657,1.3159926,0.8537942,1.2846795,0.66247004,0.9857883,1.1699086,1.1646036,1.2188687,1.0164547,0.8764325,0.70135015,0.85682815,0.91977507,0.0,0.85009253,1.2159259,1.0494547,1.2920296,1.0961769,1.1732624,1.1845607,0.7631986,0.78293383,0.85779905,1.121519,0.9200249,1.0132378,1.0487384,0.6760001,1.1438981,0.79620755,1.2236259,1.1517547,0.88172615,1.1080092,1.0629977,1.2944386,0.80887324,1.0488715,0.86566865,1.0079713,1.1642661,1.2969409,0.6540311,0.80547667,0.9984901,1.1538088,0.92396593,1.1203833,0.7560685,1.1904293,1.295861,1.3174468,0.5984218,0.72934943,0.7654593,1.1575496,0.8308866,0.8575308,1.2356946,1.1766393,0.8116616,1.2192438,1.1029247,0.6413016,1.2155703
orange,1.1345865,0.9346498,0.6732238,0.6543133,1.0981663,0.7131958,0.71220076,0.77430594,1.133214,1.1948868,1.3001184,1.0774417,1.3239169,1.1541452,0.97045916,1.2802434,1.1508305,1.0657262,0.91131866,0.8496011,1.0527911,0.30938542,0.85525775,1.0940222,1.0000262,1.0765089,0.9933164,1.2941301,1.232843,0.7593074,0.93996847,1.1132627,1.1957368,0.8510721,1.2582033,0.75490206,1.2708781,0.93806624,1.0219638,1.2336037,0.79257894,0.7873482,1.1555182,0.95758003,1.2789137,1.1747895,1.2205075,0.28851378,1.3029629,1.0599191,1.0582912,0.8879219,1.032346,0.98980707,0.87773365,1.1007833,0.9910062,0.9844401,1.0268533,0.99749076,1.0768207,0.62181383,1.0710613,0.4566071,1.0147971,0.9721238,1.0532056,1.245739,0.83771753,1.3773139,1.1265763,1.3035046,1.0146364,0.6395529,1.0233696,0.9171538,1.1236787,0.994993,0.46368718,0.95843256,0.9850778,0.91719544,0.85009253,0.0,1.2059723,1.2094392,1.2197118,1.2823336,1.0745049,1.1165836,1.0949147,1.0948868,0.49787158,1.1158162,0.8541373,1.1014352,0.73913765,0.6575443,1.1230017,1.055342,1.1618924,1.2615898,1.0007905,1.1348904,0.8214036,1.3003205,0.90640175,1.2711382,0.9531434,1.1368121,1.2711031,1.1514817,0.8292644,0.9529521,0.98444337,0.9203127,0.89913625,0.8374574,0.76598215,1.1502296,1.3152335,1.1707143,0.6289359,0.9179716,0.9668123,0.93620485,1.0012665,0.79289585,1.0537727,1.2032235,1.0679364,1.1354741,1.1630074,0.97278655,1.2512889
