,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,carrot,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,knife,ladder,lamp,milk,nail,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pickle,pillow,plant,plate,pony,potato,pumpkin,purse,refrigerator,scissors,shirt,shoe,shovel,shower,sink,slipper,sock,soup,spoon,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
apple,0.0,0.61646914,0.72928953,0.51215607,1.2035506,1.4331374,1.5303013,0.9053849,1.4391999,1.4364398,1.4079103,1.0879604,0.69245255,0.49517387,1.2103384,0.53676045,0.9433572,0.94927603,0.89031243,1.1929634,1.3902539,0.58486044,1.1343254,0.9783135,1.4870912,0.88569003,0.6845247,1.4815055,0.6482762,1.2056501,1.0499642,1.1151094,1.452679,1.379679,1.3650069,0.24614847,0.96771616,1.0716605,0.76928496,0.93725175,0.7169384,0.5443602,0.46026754,1.2493253,1.1330973,0.37257016,1.1981257,1.2352061,0.6737359,0.7232254,1.4161751,0.71958625,1.0467169,0.6933078,1.2660565,1.0071983,0.2337504,1.3616196,1.3035252,1.1061466,0.99293137,0.8790242,0.49885726,1.121429,1.1906819,0.6933446,1.2160475,0.61742485,0.2302289,1.1593355,1.3923949,0.6315198,1.4628215,1.1028092,0.8168761,1.418283,1.018866,0.7901844,1.2288334,0.8686706,0.6649152,1.3202579,1.2764263,0.6316347,0.96179265,1.0199724,0.5750942,0.9600102,0.63383496,1.2028823,1.170678,0.697691,1.4062283
ball,0.61646914,0.0,0.9231854,0.9597403,1.0056038,1.2685549,1.2440584,0.8829721,1.2670554,1.215816,1.2457821,0.9194712,0.73679304,0.758136,1.0354353,0.9170157,1.1072477,1.07828,0.9575022,1.1199274,1.202089,0.7923813,1.1928209,1.0572536,1.2451022,0.98221487,0.88937765,1.2094338,0.6979705,1.1376829,1.0233212,0.99775314,1.2750005,1.1250834,1.1305609,0.64937174,0.9832478,0.96208185,1.0046232,0.8642883,0.9293577,0.94959456,0.6456529,1.1718619,1.0328927,0.875941,1.1394553,1.156828,0.9798786,0.9114406,1.2571733,0.83852243,1.023505,0.5556231,1.1668446,1.1331949,0.67969406,1.2409204,1.1163568,1.1331683,0.8675966,0.9673491,0.78849864,1.018252,1.0273548,0.8148755,1.1515449,0.8739627,0.70346475,1.2051818,1.1270555,0.8789889,1.2029289,1.0776287,0.9883365,1.1985362,1.0825357,0.89093244,1.1521468,0.9003179,0.97315866,1.1848997,1.0463367,0.6964885,1.0429229,0.9987786,0.87301064,1.1043497,0.69995826,0.9894325,1.1246874,0.81283545,1.0956386
balloon,0.72928953,0.9231854,0.0,0.7682202,1.2289066,1.2405527,1.4184726,0.3942107,1.2194406,1.4216217,1.3314192,1.072364,0.61151284,0.6309767,1.1877211,0.72985554,0.87226236,0.78833354,1.0652099,0.9176354,1.183255,0.860683,0.9279733,0.6599505,1.337158,1.0917844,0.5757577,1.3205851,0.6837257,1.1740015,1.2673948,1.2740073,1.141929,1.1208726,1.3094101,0.92198306,1.2178743,1.002188,0.5781293,0.97689027,0.8869774,0.9026231,0.7202295,1.3086548,1.296351,0.7318842,1.2013112,1.1908325,0.8007352,0.7558491,1.2668488,0.572016,1.0768219,0.75816774,1.1872149,0.868072,0.9328341,1.206168,1.2455341,1.2065135,0.72046304,0.6448399,0.75046134,0.8765795,0.89252734,0.9231576,1.173998,0.7205379,0.94944686,1.1575987,1.2939409,0.90518755,1.3551822,0.9414994,0.6121035,1.2246603,0.9561876,0.7431659,1.2493963,0.3249482,0.8684354,1.2549366,1.2845824,0.657035,1.0935624,1.1100777,0.5921473,1.0148652,0.8500544,1.1437094,1.080431,0.7645678,1.1466765
banana,0.51215607,0.9597403,0.7682202,0.0,1.4266204,1.3562868,1.4482198,0.89590275,1.288341,1.3432047,1.3217051,1.2665915,0.6685741,0.48916113,1.3939103,0.09132308,0.9568298,0.7704057,0.75505483,1.179788,1.3892645,0.7288213,1.0413984,0.9317259,1.4632087,0.5684024,0.48137552,1.4942851,0.9181561,0.9358627,0.98008543,1.2811071,1.4506447,1.315527,1.2791712,0.78831005,1.0976025,1.0619959,0.6166302,0.9538132,0.6632234,0.65660155,0.6394794,1.3142254,1.2436361,0.37960654,0.9557166,1.3213845,0.7950308,0.5252565,1.4056566,0.7480465,1.1392342,0.73169494,1.1655072,0.6943223,0.89106643,1.3498927,1.364338,0.9566416,0.70160604,0.61606604,0.49855888,0.8561952,1.0841632,0.9223865,0.9626629,0.25059903,0.8722149,1.1358966,1.4738767,0.44899082,1.4438517,0.99768734,0.5893445,1.4520065,0.96351755,0.44325048,1.293282,0.8172819,0.6662564,1.2799883,1.4117033,0.8063108,0.8755789,0.88322335,0.5338375,0.66620326,0.9855833,1.3324225,1.2254976,0.57394505,1.3815669
basket,1.2035506,1.0056038,1.2289066,1.4266204,0.0,0.7994344,0.7481326,1.2040343,0.8347144,0.8476652,0.7193422,0.78901863,1.2649231,1.2071836,0.41566205,1.4516946,1.0928805,1.2319995,1.0794983,1.0638641,0.7851555,1.0987998,0.9617284,1.0162349,0.8339691,1.2090886,1.3892145,0.40059042,0.99990714,1.1481394,1.2202369,0.7788099,0.8134445,0.8687187,0.94213116,1.0043273,0.6763818,0.9006772,1.3612213,1.0058929,1.2835907,1.2419606,1.2705886,0.97834677,0.85663575,1.3260671,1.1719716,0.99139726,1.0707225,1.3521545,0.67587996,1.307435,0.92216074,1.2681353,0.8398757,1.3418515,0.9859865,0.9096469,0.8862303,1.0339706,1.2703029,1.3069375,1.3341213,1.2402837,0.9847385,0.95206356,1.1724727,1.4272075,1.0372393,0.8123913,0.6389118,1.3942926,0.9176027,1.0423065,1.3693479,0.8327489,0.97830427,1.4263877,0.9100376,1.1612114,1.2234442,0.89866006,0.5346737,0.9903494,1.20101,1.1733017,1.3337228,1.0222412,0.8082054,0.2694168,0.6659287,1.3966682,0.8195069
bathtub,1.4331374,1.2685549,1.2405527,1.3562868,0.7994344,0.0,0.37292242,1.1234885,0.51160043,0.82033926,0.69162434,0.8777252,1.3850844,1.1753538,0.81272244,1.3084513,1.1609771,1.2368593,1.1304237,0.8128779,0.5559546,1.1579332,0.8314688,1.0101682,0.5075251,1.1753466,1.335881,0.40231717,1.2464144,1.1769805,1.0918343,1.0454944,0.42708004,0.5851673,0.8998474,1.1765742,0.978213,1.0186527,1.2076039,1.1260101,1.4012799,1.3557794,1.4040222,0.89238054,1.0176516,1.5092745,1.215986,0.8026173,1.2379967,1.2934577,0.582854,1.1092905,0.9414761,1.2473757,0.6215244,1.2965441,1.1653199,0.4097147,0.8954928,0.8772051,1.0123682,1.0907189,1.4011698,1.123152,0.79574865,1.0548234,1.2123649,1.2500675,1.2421737,0.9603323,0.5705825,1.5347525,0.70257723,1.177143,1.4272685,0.50172263,0.7787427,1.4480584,0.9190355,1.212203,1.2970486,0.8305098,0.6484836,1.1642548,1.2849165,1.2762173,1.4297985,0.96584916,1.2554517,0.7125427,0.92385083,1.5105246,0.5339621
bed,1.5303013,1.2440584,1.4184726,1.4482198,0.7481326,0.37292242,0.0,1.2106293,0.49998176,0.49513793,0.4597885,1.0163965,1.4204862,1.464614,0.7959017,1.4182341,1.3178878,1.3497537,1.0478317,0.7746544,0.52619296,1.3172166,1.0738729,1.2202071,0.13054669,1.1634418,1.4748673,0.31311488,1.4111158,1.0376661,0.9017756,0.8788216,0.5951744,0.70737755,0.6573951,1.2865112,0.9462092,0.9429069,1.3726783,1.2071412,1.3935891,1.3764043,1.3492273,0.713236,1.001437,1.5372949,1.0156294,0.69496965,1.3608501,1.3961198,0.5409383,1.3587639,1.0176502,1.179383,0.6117213,1.2909187,1.266427,0.6016207,0.67300737,0.92541283,1.1004604,1.2779735,1.3909088,1.1069021,1.0011978,1.2784784,1.0262179,1.2818563,1.2667786,0.93180156,0.60864466,1.4647356,0.45085979,1.1771607,1.4456441,0.47483397,1.0543668,1.4378831,0.893466,1.3550441,1.4120004,0.6157077,0.4986303,1.3345275,1.1932173,1.1773905,1.4940325,1.0931118,1.4341956,0.773734,0.9263935,1.4316807,0.6334142
belt,0.9053849,0.8829721,0.3942107,0.89590275,1.2040343,1.1234885,1.2106293,0.0,1.177698,1.3683643,1.2805812,1.0906333,0.5293485,0.6899684,1.2143663,0.7992626,1.0365747,0.8998027,1.1396066,0.7504623,1.1240625,0.984737,0.99126726,0.7238429,1.1499442,1.121065,0.6097838,1.2357296,0.84503675,1.2381794,1.0295752,1.2627753,1.0966179,1.2030656,1.2596605,1.0655209,1.2210699,1.0487548,0.65117407,1.2057433,0.8856536,1.0912374,0.7555894,1.1939927,1.2538476,0.9640155,1.2488848,1.0858841,0.9551658,0.7749599,1.2142456,0.70911545,1.0625625,0.5958344,1.124523,0.9178927,1.0236015,1.0629876,1.183168,1.2089117,0.5338807,0.6032716,0.8123201,0.8649768,0.929777,1.0315156,1.2270578,0.63520336,1.0624311,1.1623424,1.2356613,1.0207332,1.2144201,0.9310595,0.7284408,1.1448133,0.99928796,0.6938969,1.1646625,0.25205773,0.9646138,1.1972858,1.1507397,0.8382616,1.0999638,1.1550103,0.71297276,1.1160446,1.0588528,1.1495149,1.149725,0.7052592,1.0307229
bench,1.4391999,1.2670554,1.2194406,1.288341,0.8347144,0.51160043,0.49998176,1.177698,0.0,0.7543056,0.75173986,0.95790255,1.3424807,1.2893661,0.81252706,1.2689202,1.0186114,1.0458575,1.0009856,1.0367776,0.4427178,1.2447337,0.73116684,0.96324635,0.5243192,1.0318855,1.3852756,0.47007585,1.2839626,0.940794,1.0564529,0.8604833,0.57497454,0.65441537,0.75507146,1.2880508,0.8692051,0.93581325,1.247023,1.0678902,1.1620775,1.2164702,1.3629534,0.9009824,1.0089116,1.3561358,0.8973535,1.0481751,1.1900873,1.3218789,0.61758184,1.2219537,1.0099571,1.3323729,0.6905395,1.2071038,1.3176355,0.5534365,0.9729849,0.648963,1.2361925,1.2996662,1.3535802,1.0119141,0.82737255,1.2356935,0.9270231,1.2973361,1.2996438,0.91563624,0.6758996,1.3512393,0.87855935,1.0263281,1.1364849,0.6657002,0.7753829,1.3119004,1.0758208,1.1996746,1.2944839,0.8269824,0.7743504,1.2442744,1.1115446,1.1718849,1.3899667,0.83652806,1.2329392,0.78967375,0.9550212,1.405345,0.63164634
bib,1.4364398,1.215816,1.4216217,1.3432047,0.8476652,0.82033926,0.49513793,1.3683643,0.7543056,0.0,0.29466945,0.9401705,1.4379982,1.5435131,0.80447173,1.3773279,1.239207,1.3327818,0.86581755,0.9729146,0.8776107,1.2918487,1.0509431,1.3691559,0.58192897,1.0952448,1.4682735,0.65352,1.3135833,0.8446379,0.87309414,0.6758703,0.8537471,0.8417339,0.66579825,1.2886024,0.85848385,1.0346712,1.3803709,1.0316631,1.2080394,1.1488744,1.3342305,0.6932646,0.65441513,1.3826375,0.81228435,0.75528544,1.3480525,1.4410805,0.7148586,1.4341128,1.0297816,1.2789265,0.7691616,1.0750548,1.2798773,0.96217585,0.5898568,0.74142635,1.2721173,1.3701682,1.3752643,0.93718994,1.0875118,1.2583729,0.85440475,1.3392265,1.243789,0.93797266,0.6912867,1.214473,0.4091953,1.0187929,1.419826,0.6627793,1.2259586,1.2960682,0.6566526,1.4098707,1.3706048,0.5296035,0.7321656,1.3590318,0.9747105,0.951876,1.4145474,0.9791231,1.2494643,0.84075457,0.9699515,1.282532,0.88849795
blanket,1.4079103,1.2457821,1.3314192,1.3217051,0.7193422,0.69162434,0.4597885,1.2805812,0.75173986,0.29466945,0.0,0.83932257,1.4244701,1.4180939,0.749617,1.3670247,1.2643566,1.3968154,1.0600535,0.93320376,0.86918485,1.1656936,1.0307605,1.264816,0.5933056,1.1460586,1.4859993,0.61886024,1.2356803,1.0013225,0.9339717,0.62182575,0.8286946,0.8655523,0.74174947,1.209341,0.7813592,0.93697965,1.3805709,0.95686364,1.281923,1.1971447,1.3249965,0.8422985,0.84255403,1.3486993,1.0329264,0.79525864,1.3412981,1.419683,0.6932462,1.3618214,0.9870967,1.2858288,0.60520256,1.2014731,1.2074485,0.8823007,0.60370106,0.86590093,1.2453419,1.3455434,1.3206698,1.0184895,1.0675234,1.112603,1.0406507,1.3004231,1.2498945,0.7680495,0.69965184,1.4024765,0.5520263,1.0397042,1.4632102,0.6894994,1.1563176,1.3929598,0.73083544,1.2996708,1.3402917,0.6718675,0.5985903,1.2540785,1.1682024,1.1203704,1.4652284,0.7946105,1.1228034,0.79305565,0.9862083,1.4061472,0.8882463
book,1.0879604,0.9194712,1.072364,1.2665915,0.78901863,0.8777252,1.0163965,1.0906333,0.95790255,0.9401705,0.83932257,0.0,1.004851,1.1433125,0.6609384,1.3117487,0.9444189,1.165554,1.2244686,0.9866087,0.901266,0.858565,0.9998925,1.0261517,1.0680052,1.0776473,1.2136917,0.92250454,0.83516777,1.1793182,1.0581354,0.84031755,0.8624491,0.93025345,1.1402236,1.0069541,0.7427534,0.99684596,1.2154697,0.8547154,1.1690123,1.1940762,1.1297657,0.9626659,0.96236384,1.1869757,1.177336,0.99068487,0.9221611,1.1505661,0.77997994,1.1026416,0.7414976,1.1418573,0.9807667,1.2729048,0.95637596,0.9362351,0.9871388,1.0314626,1.1943425,1.1735166,1.2293903,1.1877842,0.91083837,0.8291444,1.193911,1.3314611,1.0205601,0.8193713,0.6618352,1.2814369,0.98551375,1.1065718,1.167399,0.94169223,0.9476717,1.3710948,0.9660425,1.0177699,1.0704685,1.0170822,0.78447753,1.068148,1.2322913,1.2291104,1.12203,0.93589634,0.5151857,0.9243719,0.799759,1.3105934,0.8219458
bottle,0.69245255,0.73679304,0.61151284,0.6685741,1.2649231,1.3850844,1.4204862,0.5293485,1.3424807,1.4379982,1.4244701,1.004851,0.0,0.62170875,1.1567398,0.6723904,0.68399054,0.7336542,1.1834612,1.0823005,1.2315357,0.83251524,0.9951497,0.8675514,1.3908793,1.1278814,0.46776187,1.440206,0.578533,1.1793008,1.0009682,1.3192201,1.2405568,1.3042388,1.3123822,0.97472584,1.1984391,1.1329811,0.68104446,1.1104667,0.75451875,0.84431195,0.60310936,1.2650969,1.3115468,0.63828695,1.1928357,1.2182071,0.4707483,0.48311168,1.3220066,0.7395867,1.027684,0.40965605,1.3414023,0.8532878,0.92687386,1.1826624,1.218787,1.3116628,0.6532273,0.6051552,0.65802526,0.9407876,1.0669353,0.9743819,1.1716771,0.6577332,0.9121077,1.044618,1.2492963,0.69648135,1.3331957,1.0911918,0.44891852,1.2702421,0.8718034,0.60537344,1.2583556,0.56202,0.61905265,1.2704642,1.2317852,0.8753889,1.0926096,1.009095,0.37085497,1.1783925,0.8203521,1.3252906,1.0774859,0.50686914,1.2134583
bowl,0.49517387,0.758136,0.6309767,0.48916113,1.2071836,1.1753538,1.464614,0.6899684,1.2893661,1.5435131,1.4180939,1.1433125,0.62170875,0.0,1.236686,0.38972938,0.7394879,0.66470695,0.9477034,1.1567681,1.2924485,0.6539497,1.0212622,0.67358553,1.465327,0.8782868,0.53819793,1.3808314,0.61231816,1.101971,1.0916972,1.3318326,1.3573647,1.2238584,1.4091036,0.64777094,1.1067383,1.151324,0.59661573,1.1094741,0.7756065,0.7941992,0.71431124,1.4263308,1.2561932,0.67496884,1.1312003,1.305742,0.75754416,0.59764415,1.4262311,0.5460218,1.116966,0.7564212,1.0394013,0.8774311,0.69565284,1.2052771,1.4527656,0.9467797,0.65342355,0.5908684,0.60177577,0.8756383,1.025273,0.5006877,1.1307591,0.52182347,0.7298474,1.1482531,1.4597882,0.74187106,1.5841663,1.0312165,0.6853926,1.4513139,0.6662245,0.62384355,1.2929462,0.65592,0.69577324,1.4276731,1.3221247,0.33365834,1.0372962,1.0410134,0.6378558,0.8008962,0.82320267,1.0379384,1.1624423,0.7110596,1.3112693
box,1.2103384,1.0354353,1.1877211,1.3939103,0.41566205,0.81272244,0.7959017,1.2143663,0.81252706,0.80447173,0.749617,0.6609384,1.1567398,1.236686,0.0,1.4207733,0.9996721,1.2114935,1.1704724,1.0475714,0.86122084,1.1229273,0.9958253,1.1115236,0.9042723,1.225108,1.3798178,0.5884774,0.94640034,1.2138488,1.1463692,0.7983062,0.81534696,0.86373186,0.98682237,1.008674,0.7620169,0.9659712,1.3224664,1.0458498,1.3346318,1.2009523,1.2469506,0.89869475,0.8901123,1.3316512,1.2300323,0.95943993,0.93214744,1.3290007,0.7163632,1.202946,0.58928996,1.2288203,0.8893111,1.3101103,0.98089933,0.88281935,0.9206326,1.0313138,1.3106873,1.281025,1.2889769,1.2271162,1.0568871,1.016106,1.2296524,1.3720152,1.014899,0.85118115,0.62268484,1.3658655,0.9216409,1.0877327,1.314327,0.8465644,0.9707539,1.4399834,0.8700781,1.1419773,1.2177511,0.8990006,0.5840327,1.0586615,1.1529247,1.138887,1.2759361,1.0986786,0.8196523,0.62274814,0.7674496,1.3669312,0.9050383
bread,0.53676045,0.9170157,0.72985554,0.09132308,1.4516946,1.3084513,1.4182341,0.7992626,1.2689202,1.3773279,1.3670247,1.3117487,0.6723904,0.38972938,1.4207733,0.0,0.97329175,0.76724577,0.7152616,1.1592966,1.4217123,0.78203744,1.0639852,0.91299844,1.4591706,0.57116383,0.44679546,1.4727604,0.9625433,0.91839135,0.9932803,1.3212845,1.4506549,1.2445769,1.3025653,0.7421012,1.147639,1.0789632,0.5152031,1.0341258,0.69029903,0.71300423,0.6464255,1.3036609,1.2732667,0.49274933,0.9493881,1.328253,0.8758528,0.51077473,1.4569329,0.7062193,1.1602544,0.64312637,1.113876,0.6294609,0.8454821,1.3449827,1.3785186,0.8727376,0.5975351,0.50388193,0.49855757,0.81907016,1.1084985,0.87784135,0.94692314,0.13592684,0.8465497,1.2197926,1.5338848,0.44483066,1.462836,1.081569,0.66332877,1.4505141,0.944906,0.35463393,1.2980831,0.7903327,0.7126149,1.3022772,1.4253598,0.79909444,0.8728249,0.8631759,0.5986531,0.756885,1.0805317,1.310773,1.277035,0.54223835,1.3766849
bucket,0.9433572,1.1072477,0.87226236,0.9568298,1.0928805,1.1609771,1.3178878,1.0365747,1.0186114,1.239207,1.2643566,0.9444189,0.68399054,0.7394879,0.9996721,0.97329175,0.0,0.40709567,0.98240066,1.126626,0.9439851,0.9636523,0.6872707,0.6696553,1.2237458,1.0234506,0.9102572,1.1415588,0.6320158,0.791533,1.0553281,1.2175136,0.8817645,1.1296825,1.0760248,1.0584425,1.0506189,1.2323979,0.9272802,1.0740688,0.84753597,0.7793676,1.1129552,1.2012016,1.1294283,0.79367197,0.78581613,1.2024642,0.47853988,0.9633407,1.0596962,0.812799,0.98202425,1.1605467,1.0647746,0.9694174,1.0571561,0.84195757,1.2636352,0.9432129,1.1223284,1.0537479,0.9261789,0.8247326,0.865093,0.931447,0.7825068,1.1446414,1.0389067,0.7848952,1.0192702,0.905109,1.2562542,0.82175565,0.57048106,1.2249005,0.49883968,1.0255853,1.1993556,0.97506297,0.8507906,1.1926652,1.2496836,0.82243407,1.046061,1.01803,0.7953608,0.99633765,0.8532077,1.0976685,0.8432776,1.0461683,1.0763103
can,0.94927603,1.07828,0.78833354,0.7704057,1.2319995,1.2368593,1.3497537,0.8998027,1.0458575,1.3327818,1.3968154,1.165554,0.7336542,0.66470695,1.2114935,0.76724577,0.40709567,0.0,0.921875,1.0901557,1.0458447,1.0230795,0.69412047,0.3232262,1.2464856,0.8628987,0.6361847,1.2370883,0.79417944,0.75214386,1.1390407,1.2920606,0.9959395,0.9950766,1.1293936,1.0987883,1.2345587,1.1903123,0.7683824,1.0673542,0.73062646,0.83031464,0.95228374,1.2698545,1.2638351,0.71784467,0.74683505,1.2107328,0.62141037,0.6700786,1.1718366,0.8402658,1.1312187,1.0816758,1.2425044,0.7437333,1.144074,0.919389,1.3001937,1.0241804,0.8730432,0.83283913,0.77030206,0.8547796,0.98338735,0.96667457,0.73676306,0.92691404,1.0905542,0.97590876,1.1794128,0.7103978,1.3692856,0.8030757,0.36895412,1.2928872,0.6284635,0.6392181,1.2566524,0.81864274,0.7681813,1.2611808,1.4712286,0.730881,0.873953,0.9337474,0.71957415,0.94850683,0.9956553,1.1723999,1.0387446,0.67199135,1.220859
carrot,0.89031243,0.9575022,1.0652099,0.75505483,1.0794983,1.1304237,1.0478317,1.1396066,1.0009856,0.86581755,1.0600535,1.2244686,1.1834612,0.9477034,1.1704724,0.7152616,0.98240066,0.921875,0.0,1.1165632,1.1649021,1.2174759,1.0724335,0.99576247,1.0588841,0.6591264,0.7881278,1.0840688,1.0963423,0.70199215,1.0377164,1.0872426,1.2753999,0.9569843,0.9846153,0.99591607,1.1041943,1.0815209,0.98887366,0.8942753,0.9373478,0.89275765,1.0597049,1.0382525,0.8714595,0.862275,0.68131524,1.1684515,1.1169524,0.9908171,1.1151092,1.1449186,1.175812,1.0005708,1.0257474,0.76146567,1.0238502,1.3068122,1.1274962,0.63413566,0.765664,0.9378709,1.1943564,0.76884377,0.9504039,1.1516947,0.6985521,0.8504372,1.0130221,1.3521168,1.1756248,0.6112578,1.0631235,0.8973118,0.98399156,1.1868825,1.0324686,0.70257604,1.1673739,1.1984968,1.0111612,1.0256224,1.2059902,0.9315861,0.7707455,0.6779158,0.84537303,0.8980763,1.0516729,0.8931209,1.0843208,0.81694955,1.1365662
cat,1.1929634,1.1199274,0.9176354,1.179788,1.0638641,0.8128779,0.7746544,0.7504623,1.0367776,0.9729146,0.93320376,0.9866087,1.0823005,1.1567681,1.0475714,1.1592966,1.126626,1.0901557,1.1165632,0.0,0.96792436,1.10652,1.0342088,0.94097304,0.77640986,1.1017292,1.0506094,0.95238715,1.1362879,1.1267802,0.6522281,1.1242598,0.87785244,1.0380974,1.0673444,1.1326416,1.1339636,1.0133955,0.98355085,1.0989325,1.0200379,1.2000049,1.1007599,0.82194614,1.0338395,1.1824677,1.1400405,0.83326995,1.0983984,1.1012348,0.9886112,0.960356,0.9638872,1.0292624,0.9898088,1.0345871,1.0975317,0.9044284,1.0012703,1.1712973,0.90430146,1.0106964,1.0747938,0.9558668,0.9137859,1.0273771,1.1357388,1.0117542,1.1040426,1.0298585,0.95643735,1.2344604,0.75531024,0.9446399,1.0597708,0.9259397,1.1452184,1.1220522,0.86607456,0.8773555,1.1194286,0.99015963,0.8715788,1.1041812,1.0999544,1.1610612,1.1500069,1.1676404,1.1555265,1.0769478,0.9759925,1.0650233,0.8447473
chair,1.3902539,1.202089,1.183255,1.3892645,0.7851555,0.5559546,0.52619296,1.1240625,0.4427178,0.8776107,0.86918485,0.901266,1.2315357,1.2924485,0.86122084,1.4217123,0.9439851,1.0458447,1.1649021,0.96792436,0.0,1.2064704,0.75327355,0.92092323,0.4695629,1.2586019,1.3566281,0.42031652,1.0950328,1.0655562,1.0246482,0.8846594,0.46852726,0.7814331,0.83579123,1.235855,0.8993948,0.9730001,1.3179123,1.132514,1.1994369,1.2804337,1.3554683,0.8488132,1.0226958,1.3503231,1.028364,0.8789304,1.089221,1.3274267,0.30312586,1.1456244,0.97220135,1.3172715,0.9128148,1.3757805,1.2077549,0.52671516,0.8893926,0.9445923,1.2696172,1.307662,1.3321953,1.0565056,0.7515217,1.1354719,1.038316,1.4132242,1.2142311,0.82517225,0.6126252,1.4467655,0.8673905,1.041062,1.0981858,0.58960325,0.7940822,1.4499736,1.0446267,1.1596348,1.2747638,0.91255033,0.72071064,1.1647011,1.2442515,1.2774148,1.3106062,1.1166577,1.1214787,0.78212374,0.836413,1.4340935,0.43944812
clock,0.58486044,0.7923813,0.860683,0.7288213,1.0987998,1.1579332,1.3172166,0.984737,1.2447337,1.2918487,1.1656936,0.858565,0.83251524,0.6539497,1.1229273,0.78203744,0.9636523,1.0230795,1.2174759,1.10652,1.2064704,0.0,1.0601947,0.9591615,1.3780365,0.8756119,0.95404303,1.3070674,0.7664896,1.2028054,1.1447532,1.0207508,1.1832085,1.2344406,1.3035744,0.64541876,0.7409003,0.9194815,0.8220629,0.8765247,0.91874355,0.8298541,0.538779,1.2460837,1.2089106,0.75456464,1.2118454,1.1195633,0.7572971,0.89543265,1.2019253,0.7205746,0.95503294,0.89236516,1.0321565,1.0855185,0.68363225,1.0928631,1.2373309,1.1893629,1.1168107,0.9920549,0.71629584,1.219442,1.1407564,0.55837685,1.2406591,0.9094735,0.7404896,0.9340949,1.113299,0.90682596,1.3023492,1.0391352,0.9209062,1.2033138,0.99201,0.96496034,1.0933229,0.9428946,0.8550436,1.2228131,1.0730789,0.7804392,1.1697124,1.2034066,0.86387557,0.71121645,0.64831215,1.154655,1.0426334,1.0051457,1.2246702
closet,1.1343254,1.1928209,0.9279733,1.0413984,0.9617284,0.8314688,1.0738729,0.99126726,0.73116684,1.0509431,1.0307605,0.9998925,0.9951497,1.0212622,0.9958253,1.0639852,0.6872707,0.69412047,1.0724335,1.0342088,0.75327355,1.0601947,0.0,0.7243234,1.0374147,1.111985,1.0934211,0.8641374,0.9464294,1.0317271,1.2022649,1.1239932,0.4786021,0.8632027,1.1042066,1.1068419,0.96769714,1.1165079,1.0355114,1.0524886,0.94231176,0.98281205,1.1368281,1.2005024,1.0915077,0.9845258,1.0168242,1.128521,0.8610587,1.0771149,0.83328104,0.99202037,1.0254223,1.2585814,1.0764414,1.0122012,1.1233039,0.6400019,1.0902735,0.9907504,1.155451,1.0862715,1.0612291,0.92767745,0.831532,1.1053275,1.0196656,1.1489925,1.1348736,0.843439,0.7947078,1.1457894,1.0414943,1.0054009,0.7760017,0.92381716,0.6425528,1.0822518,1.1206044,0.95503706,1.0401684,1.0237873,1.1773913,1.0598902,1.2022567,1.1811118,1.0244563,0.93086576,1.0478504,0.9761639,0.8631195,1.0875163,0.8376683
coffee,0.9783135,1.0572536,0.6599505,0.9317259,1.0162349,1.0101682,1.2202071,0.7238429,0.96324635,1.3691559,1.264816,1.0261517,0.8675514,0.67358553,1.1115236,0.91299844,0.6696553,0.3232262,0.99576247,0.94097304,0.92092323,0.9591615,0.7243234,0.0,1.1074884,1.0295216,0.7461128,1.044042,0.78284657,1.0153013,1.2846258,1.2415482,0.91148674,0.97393525,1.0830228,1.0664996,1.1662393,1.115707,0.84502745,1.1048985,0.9090977,1.0756264,0.98752415,1.3571494,1.3114471,0.89521587,1.0129226,1.1075363,0.72129714,0.83204734,0.99683475,0.86353767,1.0567571,1.122559,1.2084621,1.0132416,1.0995662,0.82559955,1.2320409,1.0769131,0.8444346,0.84164613,0.97226673,1.040725,0.89544755,0.90018255,1.0105649,1.0385323,1.1099685,0.96569514,1.0536762,1.0666562,1.2944376,0.8547084,0.66357315,1.2057924,0.5870089,0.8422698,1.2013617,0.66471595,0.9533675,1.1962687,1.2810487,0.63826483,1.0940338,1.2196637,0.84533286,0.91313285,0.918052,0.91510314,1.0122421,0.923596,1.0802616
