,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
shirt,0.73951304,0.9536462,1.3738797,0.5508022,1.2130315,1.4243338,1.3360136,1.308478,0.6668411,0.50843024,1.3594606,0.8759295,0.4322365,1.1912241,0.5363055,0.7478639,1.3861126,1.3943315,1.4172696,0.7966554,1.3289797,1.2367556,1.2921658,1.2019316,1.316846,1.1786911,1.163413,0.9037922,0.85022026,1.0353414,0.96919674,0.82248557,0.7696372,1.0251662,1.021528,0.6195233,0.8381063,1.4673198,0.88749427,1.2575631,1.1230206,1.0099773,1.1322997,0.88388896,1.1009917,0.5335674,1.4525478,0.7318541,1.1276357,0.8686412,1.3910129,1.4267514,1.0299711,1.4242368,1.3007339,0.9006864,1.1608961,0.896604,1.3270348,0.6027183,1.2632757,0.88989896,1.3063246,0.79362667,0.9008785,0.65696174,0.9137233,0.32670635,1.4238857,0.82230943,1.2611648,1.2542709,0.95652926,0.70875645,1.0041199,0.86322284,1.1473614,1.3342535,1.3812295,1.0941767,1.3272624,1.4051058,1.1233401,1.304582,0.23918653,0.34669715,0.81126654,1.4809842,1.4167893,1.1393259,1.0420897,1.0900275,1.13434,0.8996539,1.4852966,1.2281365,1.123894,1.3487347,1.1712738,0.8743844,0.8946437,1.021064,0.7279365,1.320456,0.0,0.964668,0.65762794,1.1941199,0.65376234,1.2420511,0.76869524,1.4599161,0.7787286,1.4560964,0.93766195,1.0817536,1.4484468,1.0582663,1.0551794,1.3222051,1.0047705,0.31584156,1.139832,0.6277888,1.3041484,1.3477626,1.3603637,0.98059726,1.3299016,1.277785,0.9698425,0.7493034,0.74981594,1.199591,1.3835406,0.6454667,0.53663605
shoe,0.62978697,0.9025682,1.1815546,1.059367,1.0486002,0.96887165,1.0527564,1.0103151,1.0773908,1.0138873,1.1921383,1.051922,1.0974872,0.8726977,1.0001876,0.8913671,0.98417187,1.0023832,0.94952357,0.8182826,1.1980313,0.85434866,0.87109935,1.0239002,1.0894327,1.1621836,1.0484005,1.0942668,1.1051078,1.1033838,0.99037164,1.021593,0.93748534,1.0059305,1.1180038,1.117516,1.159535,1.1978192,1.0466634,0.88481927,0.9791817,0.9605311,0.90065277,1.0328282,0.9340862,0.97722375,1.2543691,1.0365496,1.2374704,0.9441135,1.0085346,1.089709,1.2849033,1.2569292,1.0017066,0.9643679,1.1759249,0.44087648,0.79794407,1.0410376,1.0079986,1.0554668,1.0655721,0.9037496,0.8468786,0.8428365,0.8716035,0.87832457,1.1712353,1.0467116,0.9860598,0.9936347,0.7920124,0.5207914,0.97471386,0.5547067,1.0542289,1.2467769,1.0472022,1.1019926,1.1906574,1.2513529,0.9768641,0.942843,1.0087562,1.0150782,0.8962763,1.1560032,1.0760677,1.1428046,1.0246698,1.2049791,0.8947084,0.914429,1.1197132,1.1481607,0.6720655,0.9096093,1.273462,1.0190456,1.0267558,1.1967758,1.0388336,0.7874006,0.964668,0.0,1.1677638,0.9832779,0.9784766,1.1045619,0.95375663,0.91485,1.076812,0.980434,0.7754795,0.9508098,1.2749653,0.99283105,1.1654705,1.2093863,1.0413104,1.0696182,0.98668236,1.0155463,0.9755036,1.1459368,1.0698502,0.8902911,1.0590656,0.928766,0.8610426,0.9570465,1.0042659,0.87447554,1.1601406,1.0893334,1.1221583
shorts,1.1308278,0.894372,1.0306579,0.982533,1.1335697,1.2263153,1.0634048,1.0461392,0.9436754,0.9551296,0.8346237,0.929906,0.720623,1.1168879,0.7984168,1.1791649,1.0555898,1.029434,1.2195354,1.1342585,0.8990228,1.2173957,1.1018506,1.1966044,0.74293023,0.93222886,1.0210968,0.92318916,0.9067756,0.7113563,1.1844472,0.96200323,1.087967,0.9367257,1.0577668,0.88344246,0.86561877,0.9053459,0.9746484,1.178571,1.2064395,1.1014647,1.174311,0.9659249,1.0921841,0.9454663,0.9631529,1.105105,0.762743,1.0611249,1.1136414,1.1704211,0.63513863,0.8452071,1.1302397,1.0846051,0.86488605,0.9603594,1.207292,1.0258622,1.0214741,0.87002504,0.96521467,1.1881503,1.2599479,0.91517186,1.2303876,0.6459814,0.8915206,0.9905895,1.2279775,1.087475,1.1318799,0.96973246,1.164725,1.0693232,1.0530566,0.99078053,0.9632833,0.83697057,0.9318248,0.9614006,0.6965917,1.1617813,0.61213964,0.32944906,1.0976769,0.9099979,0.99841356,0.71309507,0.9253891,0.81703067,1.1599461,1.0777307,1.0751518,1.0959423,1.0493352,1.1208901,0.95038664,0.8960651,1.0043514,0.93371165,1.1109347,1.2020978,0.65762794,1.1677638,0.0,1.1214247,1.0742816,0.91677296,1.1791983,0.87073505,0.9748087,1.0866889,0.9330437,1.1753805,0.88272697,1.0917606,0.749279,1.0286787,1.0162457,0.70952046,1.0520014,1.0044004,1.0790013,0.89367914,1.0545012,1.1747973,0.73481154,1.2651601,1.1011641,1.1125072,1.014348,1.184749,0.80184364,1.053254,0.78893816
shovel,1.0236675,0.9779888,1.1172719,1.1039273,1.0954242,0.8995606,0.85343534,0.9840974,1.0490655,1.1230289,0.9768545,0.7900299,1.2559592,1.0114413,1.1512387,0.8328537,0.9232892,0.9868854,0.9008992,0.9899989,1.1369302,0.29916334,0.86089057,0.92259896,0.9280648,1.0478454,1.0294143,1.1276484,0.9031708,1.0347768,1.0368494,1.0597914,1.0662892,0.94139737,1.1094061,1.1160207,1.0925353,0.82118815,0.84270495,0.9574501,0.940974,1.0100846,1.026868,0.9808883,0.9814467,1.1703275,1.0844303,1.206425,1.1681981,1.0601699,0.85758966,0.9880675,1.1353965,0.9250803,0.9229684,1.0735976,1.1837865,0.9924843,1.0406575,1.2138125,1.0350404,1.1389401,1.096404,1.0927801,0.4818992,1.0115937,1.0153029,1.0510561,0.7513794,0.8629824,0.858776,1.0365328,1.0028051,1.0831753,0.6336913,0.9418793,1.0938658,1.1790941,0.90610045,1.0475974,1.1525135,1.0966247,0.8698086,1.108584,1.1912162,1.157881,1.006868,0.83322316,0.7292514,1.0436769,1.0215263,1.1105179,0.9473989,0.9382854,1.0067985,1.0801252,0.81131995,0.90315443,1.2059833,0.98487675,1.0146646,1.2074323,1.1568421,0.7573144,1.1941199,0.9832779,1.1214247,0.0,1.0795827,0.9051808,0.84653527,1.0450948,1.1410621,0.92692626,0.9816841,1.0675899,0.86798346,0.6820702,0.88164806,1.1102765,1.1388576,1.1559062,0.71374846,1.0782344,0.942868,1.1795294,0.8811429,0.6021949,0.9409204,0.9306719,0.90923303,0.99530154,0.9152266,0.4441824,1.0836189,1.0705957,1.1184528
shower,0.70731634,1.0188904,1.300665,0.7296252,1.1878066,1.2768042,1.3406665,1.3019983,0.45104694,0.5588673,1.3211946,0.841849,0.7311983,1.1193033,0.81025904,0.6178096,1.2706778,1.2494961,1.2434909,0.6936281,1.4547641,1.0683299,1.1339672,1.0799052,1.1744325,1.206429,1.1453844,0.9519894,0.77552605,1.2476676,0.906319,0.5132105,0.79201436,1.1526643,1.0372665,0.722114,0.999913,1.4357207,0.77181816,1.130204,1.032223,0.98810893,1.0380706,0.506696,0.9173619,0.5335861,1.4434897,0.7728014,1.2833503,0.7630352,1.4057795,1.24161,1.2149391,1.4108243,1.2819277,1.0275702,1.262752,1.0793979,1.2957964,0.70140684,1.2754898,1.0997117,1.2764225,0.75546676,0.8164726,0.79975677,0.7906414,0.80336493,1.4318857,0.8086452,1.1025065,1.215107,0.8413757,0.8661861,0.9556601,0.88041437,1.1503893,1.2959408,1.3799223,1.3340781,1.2806315,1.3778745,0.8709066,1.1260254,0.6863174,0.84905076,0.76387775,1.3994716,1.3379133,1.3041198,1.1975129,1.2481568,1.0800759,0.9065612,1.4313054,1.2245893,1.0931439,1.2395121,1.2596807,0.5833892,0.8947771,1.1834464,0.7512471,1.246027,0.65376234,0.9784766,1.0742816,1.0795827,0.0,0.9235497,0.67039347,1.4848454,0.89595354,1.3036704,0.96274287,1.0256822,1.4774327,0.97213566,1.2594666,1.215646,0.8987303,0.76549035,1.041546,0.71530616,1.2299445,1.366629,1.1936852,0.9618447,1.2904509,1.0756507,1.0066954,0.7050984,0.702335,1.0164014,1.3962002,0.5839269,0.83920145
sink,1.1411911,0.9323637,0.9484889,1.2214563,1.1145794,0.86896384,0.9939877,0.84744006,0.7964953,1.1826172,0.6728864,0.8224126,1.3834313,1.051042,1.1853715,1.1033422,0.5794374,0.6981952,0.7100616,0.97734416,1.1067277,0.81925225,0.54235065,1.1244559,0.36149997,0.6700791,1.0729266,1.1124632,0.7855864,1.0552783,1.0922494,0.9358276,0.96814406,1.0243158,1.2034638,1.0720326,1.1382675,0.84757555,0.86833966,0.75827676,0.74599236,1.075536,1.2207353,0.7778119,0.77148426,1.1812623,1.0323966,1.2805735,1.1288682,0.9903986,0.98434603,0.9769163,1.0060402,0.7471105,1.0797359,1.0522553,1.133209,1.1657602,1.0051327,1.2655739,1.0812044,1.1918433,1.0258462,1.1449805,1.124575,1.1484971,1.0763412,1.2004164,0.76352453,0.99568534,0.9146595,1.0175139,0.933505,1.2337537,1.0215925,1.0384958,1.1076785,1.0044588,0.81545234,1.1299481,0.9982307,0.98380935,0.44270396,0.9784534,1.1889564,1.1176244,1.1594326,0.7024409,0.7289486,1.0690799,1.0484157,0.8277969,0.9662143,0.9340801,0.70467025,1.1543888,0.79640937,0.6162579,1.1190159,0.6493603,1.1526179,1.1843216,1.1651481,0.97174305,1.2420511,1.1045619,0.91677296,0.9051808,0.9235497,0.0,1.1586305,0.88470745,1.0178363,0.6779597,0.93681645,1.0535173,0.8538613,0.9037683,1.058867,0.9331827,0.9246175,1.2508571,0.87387025,1.1110528,0.74472314,1.0851401,0.73789644,1.0849326,0.6644906,1.0885091,0.9081247,1.1120158,0.8189523,0.7997456,0.9491491,1.0354761,1.0949774
slide,0.800476,1.0917666,1.2385794,0.8053452,1.0887456,1.1030678,1.165544,1.2402005,0.66440064,0.6791763,1.3414152,0.7826009,0.8375616,1.1150469,0.8651978,0.08986735,1.2224653,1.2442482,1.0822843,0.7876492,1.4063288,1.0180744,0.9726655,1.1169357,1.2536623,1.217027,1.1589293,1.0865678,0.7407148,1.1636784,0.89932036,0.9053944,0.7236857,1.1312101,1.1188278,0.82151544,1.075792,1.3791713,0.802454,1.0313814,0.9995883,0.98587304,1.0595425,0.92613393,1.0713643,0.7190192,1.4023899,0.92832345,1.2550682,0.8503099,1.0870374,1.2259471,1.2999262,1.3401179,1.1753806,1.0868618,1.2600784,0.9866094,1.1419085,0.93375427,1.2200772,1.0648636,1.2635761,0.7807842,0.4776379,0.8785617,0.773507,0.73159695,1.3759749,0.65697813,1.0569135,1.146873,0.9470759,0.84088856,0.77592146,0.9030113,1.069395,1.3165092,1.2389274,1.2534472,1.3248158,1.3152797,1.1358182,1.1786842,0.7818739,0.98341626,0.8155157,1.3697726,1.3308743,1.2859744,1.1289265,1.2611759,1.0417103,0.7433684,1.2363372,1.1573783,1.0866158,1.2231827,1.2794852,0.95033765,1.0007595,1.1614251,0.8989389,1.1439142,0.76869524,0.95375663,1.1791983,0.84653527,0.67039347,1.1586305,0.0,1.4359784,0.8547084,1.3691893,1.0451324,0.9650283,1.3916763,0.8236718,1.1916509,1.1936684,0.9673815,0.81373507,0.92777294,0.6990676,1.141037,1.3660917,1.222713,0.92780995,1.3136364,0.9177779,0.8151276,0.55812365,0.64009744,1.016282,1.3513297,0.5728493,0.876748
slipper,1.3845341,1.0085963,0.37750447,1.4526786,0.8586618,0.6652991,0.7870185,0.70514846,1.4473863,1.5389146,0.3388585,1.3586184,1.3560323,0.8575121,1.3827579,1.4092731,0.6671804,0.52118087,0.8128594,1.4156984,0.50048155,0.9809231,0.88759905,0.9131862,0.6672902,0.7046783,0.8635024,1.0012405,1.4187402,0.89199835,1.2372366,1.3282561,1.412415,0.9323786,1.0694778,1.4269814,1.049498,0.23410058,1.3919307,0.9098592,1.1609524,1.127729,0.92275304,1.3037751,1.0654203,1.4672203,0.39138627,1.2230086,0.61700535,1.3086953,0.63552517,0.58023334,0.6605315,0.34041464,0.79206425,1.1803819,0.44990116,0.9758597,0.5868056,1.2911018,0.6283752,1.031995,0.420851,1.2767951,1.3023816,1.2663463,1.3998091,1.3485742,0.4738776,1.3203685,1.0026807,0.76658356,1.205555,1.1684947,1.3197006,1.1678976,0.8140516,0.3558287,0.64194816,0.6245953,0.42555213,0.43140435,0.9691893,0.73016834,1.4041603,1.2585244,1.4118904,0.27213717,0.4694168,0.7795089,0.9794589,0.8638746,0.92812765,1.1545314,0.5615061,0.7799243,1.0131633,0.6014093,0.64110506,1.3876867,1.2706648,0.90164673,1.2899804,0.6882709,1.4599161,0.91485,0.87073505,1.0450948,1.4848454,0.88470745,1.4359784,0.0,1.2093662,0.5259971,0.94708514,1.1517864,0.3575455,1.194446,0.8552345,0.5310335,0.9742556,1.3818505,1.0546355,1.5668559,0.7702428,0.25069892,0.63312435,1.1834788,0.4512233,0.9254563,1.3135073,1.3342161,1.4649649,0.9968669,0.17184383,1.5061507,1.2733095
snow,0.92202723,1.0503069,1.1514292,0.9593069,1.0232284,1.057636,0.9977762,1.0934403,0.6367742,0.8432045,1.134024,1.0062963,0.77048093,1.0833338,0.79797405,0.78559077,1.0777696,1.2231826,0.9679033,1.0014136,1.042741,1.0988429,1.1599004,1.0822886,1.1556894,0.9254458,0.9814168,0.81233954,1.0151999,1.0580975,0.9056733,0.9891182,0.92159355,1.040199,1.0098417,0.8979161,0.94071215,1.2471825,1.0038763,1.2480758,1.0292833,1.0846986,1.270661,0.95218694,1.0564022,0.97373354,1.0370798,0.98595935,1.100142,1.0017439,0.99751776,1.2639903,1.0786905,1.0877955,1.0884562,0.97710097,1.1248488,1.0823205,1.250772,0.9788392,1.1352869,1.0412748,1.2408984,0.99164385,0.9575496,1.017598,0.95870334,0.8213735,1.1249762,0.9865324,0.9553473,1.0861565,1.016984,0.98332953,1.0283395,1.0799556,0.98962325,1.1144071,0.93425274,1.0846353,1.0926743,1.1162186,1.1595043,1.0686985,0.76318693,0.85139704,0.9710172,1.1812667,1.2097535,1.044904,0.9968779,0.8617716,1.0612258,0.9239916,0.8885524,1.0387012,1.2118577,1.12206,0.9518215,1.0527574,1.0175403,0.99550897,0.92072827,1.1257982,0.7787286,1.076812,0.9748087,1.1410621,0.89595354,1.0178363,0.8547084,1.2093662,0.0,1.2006121,1.121341,0.8839195,1.0734068,0.93720955,1.0332195,1.1083144,1.0620854,0.8346561,0.9848278,0.85506916,0.9570921,1.2414873,0.9411332,1.0528426,1.1571451,1.2791144,0.9302968,0.8092709,0.86393285,1.1073196,1.2205168,0.8171551,0.6207086
soap,1.2366621,1.0551636,0.6294225,1.4007189,0.9155998,0.5959689,0.7033206,0.7013447,1.4214761,1.4311527,0.5211022,1.1717722,1.5208741,0.78079325,1.3230693,1.3621438,0.5295053,0.44178528,0.70627284,1.0534486,0.62781745,0.89218855,0.58370185,0.85597277,0.470927,0.7015493,0.96447253,1.0529164,1.2470787,0.98817915,1.1267253,1.240613,1.1559517,0.99670327,1.0052367,1.356853,1.1052561,0.53023183,1.1688592,0.71713054,0.90925664,0.9781124,0.9742277,1.1729809,0.9125724,1.3588352,0.5854088,1.2617952,0.9540008,1.1523516,0.61968577,0.6476383,0.85172707,0.55171436,0.72350025,1.0649049,0.88984954,1.1445471,0.73953617,1.3427548,0.855012,1.2808783,0.70517296,1.3325461,1.2376494,1.1884952,1.2318678,1.4611266,0.65904987,1.2018234,0.9104811,0.78922004,0.8295014,1.3372458,1.1402435,1.218432,0.9409601,0.6702484,0.6008706,0.87460005,0.6331474,0.5916216,0.7924763,0.7224374,1.4846439,1.3762898,1.2245128,0.52784586,0.68046457,0.7880367,0.9457986,0.87886155,0.99969786,0.994475,0.5397363,0.8897414,0.8290001,0.575221,0.8119761,1.1424749,1.1268095,1.0159409,1.281674,0.8841865,1.4560964,0.980434,1.0866889,0.92692626,1.3036704,0.6779597,1.3691893,0.5259971,1.2006121,0.0,1.0734265,1.0154595,0.6169449,1.0830724,0.9830116,0.6512509,0.9858843,1.4256617,0.92419344,1.3690699,0.6562295,0.67461073,0.56283927,1.2682798,0.4940728,0.9001728,1.0677826,1.2388352,1.3068094,0.9302591,0.6658506,1.3957199,1.321169
sock,0.91308075,0.75803673,1.179655,0.90823597,1.048538,1.0844566,1.0347998,0.9828169,1.0302371,1.0513263,1.0782557,1.0387247,0.9289201,1.0426595,0.96003884,1.0552887,1.0478903,1.1084898,1.0798676,1.0517769,1.1733626,1.0055993,0.998966,1.0771928,1.0254773,1.1866002,0.99123573,1.0965312,1.1023049,0.95507425,0.99189883,0.9159589,1.0399534,0.75870323,1.0204016,1.1372943,1.0977744,1.0436796,1.041583,0.95305914,1.0013102,1.0645629,1.0168056,0.9590591,1.0295246,0.9548081,1.1711789,1.0986207,1.0036004,0.9531654,1.0765115,1.1302091,1.0289618,1.1192356,1.0703509,1.0236638,1.0792272,0.6918028,0.8457566,1.0834984,0.88602746,0.8121875,1.1159316,0.98971564,0.9458657,0.8622195,0.9707172,0.9660662,1.0109813,1.0902225,0.98127335,0.9885202,0.9964931,0.7628353,1.070787,0.8676216,1.1160121,1.1501876,1.0340917,0.97855353,1.1402808,1.1360991,0.98986423,1.0264682,0.9101184,0.94154835,0.9551067,1.0558313,0.9564991,0.9962484,1.1300447,1.05529,0.8050653,1.0311083,1.0964516,1.0533676,0.87657464,0.9569137,1.2019658,1.0271384,1.0479075,1.1130145,1.0684836,0.9381657,0.93766195,0.7754795,0.9330437,0.9816841,0.96274287,0.93681645,1.0451324,0.94708514,1.121341,1.0734265,0.0,1.0301666,1.1271836,1.0430869,1.0148083,1.1452384,1.1226065,0.98595023,1.0682048,1.1092185,1.0224415,1.0374397,1.0686384,0.8284316,1.0265052,1.0163836,0.978419,1.0727298,1.023915,1.0796978,1.044915,1.0885063,1.0012908
soup,1.0047392,1.0701191,1.0918871,0.98820055,0.948372,0.9073064,0.8003785,0.893084,0.90962803,1.1030178,1.1250523,1.160749,1.0402389,1.1380105,1.0686331,0.9892459,0.97662795,1.0694025,0.5308887,0.78394336,0.8263261,1.1556157,1.0071026,1.0302402,1.1296358,1.1237056,0.942817,1.0549132,1.1296632,0.9616545,0.9627839,1.0400525,0.9240954,0.98550624,0.8501935,1.133144,1.0304599,1.1376789,1.1175795,0.85942876,0.7472365,1.037669,1.0982968,1.0563567,1.0036069,1.0353204,0.9879637,1.0749406,1.0572338,0.98831165,1.0200189,1.0266615,1.1081818,1.0496417,1.0282409,0.9907122,1.0836971,1.0090393,0.9444949,1.0744479,1.0564307,0.9756587,1.1879671,0.9604971,0.9687574,1.0791667,0.77351487,1.0806025,1.0084643,1.0936402,0.9163008,1.0477233,0.850935,0.9855762,1.0045779,1.0287997,0.5070128,1.04674,0.96379435,1.0328783,1.0571089,0.996637,1.1727916,0.947736,1.0978988,1.0998021,0.9048495,1.1717807,1.1288519,0.9308514,1.0407858,1.1238933,1.0739223,1.1606388,0.7123145,0.924877,1.1005955,1.0671943,0.8490889,1.0261476,1.1299533,0.7911087,1.053142,0.9761683,1.0817536,0.9508098,1.1753805,1.0675899,1.0256822,1.0535173,0.9650283,1.1517864,0.8839195,1.0154595,1.0301666,0.0,0.9459178,1.0357813,1.0446541,1.0687609,1.119307,1.12624,1.1028486,0.9002789,0.84715503,1.0727464,1.0577805,0.9695375,1.1872926,0.99530506,0.8141767,1.0515472,1.0312047,1.1765951,1.1755928,1.0557686,1.024746
spoon,1.4694915,1.0801883,0.5821637,1.3340173,0.9302621,0.77088237,0.65938133,0.7837567,1.2540523,1.4817616,0.31357223,1.2147033,1.3355911,0.92448837,1.3246835,1.3960738,0.6123221,0.7489695,0.65942776,1.330155,0.49361688,0.88742524,1.023833,0.9392554,0.71331227,0.747949,0.87594455,1.0576159,1.2857218,0.77807957,1.1029927,1.3132769,1.2857728,0.8470514,1.0411905,1.3662243,1.0255221,0.19873333,1.2211509,0.9581671,1.0233656,1.2179077,1.0391036,1.2759662,0.9469891,1.4718267,0.39573997,1.2546937,0.5005892,1.2911446,0.62181455,0.78355336,0.5428464,0.09656614,0.7757908,1.1945624,0.5282695,1.237982,0.8414987,1.3242955,0.7694245,0.96575564,0.677536,1.3215342,1.2529929,1.2990865,1.3413687,1.3819866,0.17676103,1.195121,0.9286301,0.923587,1.2417512,1.3647537,1.1332159,1.3678238,0.84147954,0.5035996,0.5770658,0.53869563,0.608886,0.44347227,1.0249935,0.962096,1.4182458,1.2283065,1.2744861,0.25626194,0.38706648,0.6390065,0.9166244,0.8008085,1.0778339,1.2386672,0.36971188,0.78792024,1.2052525,0.79086804,0.5905361,1.3545628,1.2360522,0.7125591,1.3064066,0.7551776,1.4484468,1.2749653,0.88272697,0.86798346,1.4774327,0.8538613,1.3916763,0.3575455,1.0734068,0.6169449,1.1271836,0.9459178,0.0,1.0699248,0.7358961,0.6346852,1.0870088,1.3927338,0.95251775,1.3773445,0.73825115,0.4554894,0.49980706,1.0450709,0.5778824,1.0975896,1.1749872,1.2697082,1.3811159,0.97733855,0.39055854,1.4095879,1.214693
sprinkler,1.0070157,1.0805573,1.1929624,1.179156,1.1553867,1.0448097,1.1323407,1.0385385,1.0215617,1.1152288,1.0172752,0.75818294,1.1594734,1.0100058,1.1114277,0.79852813,1.0491312,1.0480107,1.0391289,1.036457,1.2482207,0.55861133,0.968792,0.9459697,0.95939827,1.0076495,1.1378723,1.0322629,0.765178,1.1993437,0.83178663,0.86240774,1.001526,0.9772533,1.1364403,1.0290356,1.1019247,1.1083014,0.8381771,1.0023801,0.94333744,1.0310408,1.0833322,0.78416646,1.0522834,1.1001009,1.2170146,1.1076233,1.2341875,0.9151083,1.0738262,1.1020916,1.1858219,1.0482322,1.0933962,1.0315814,1.1923933,1.0468596,1.2306288,1.0973871,1.1490625,1.2010336,1.1182387,0.9282578,0.61452675,0.95534027,0.99342483,0.93139476,1.0093136,0.75192565,0.63904977,1.1009203,1.0051776,1.0608532,0.7042591,0.98345166,1.0840902,1.2041668,1.0698515,0.99348193,1.1338357,1.1780555,0.8100188,1.1093882,1.0817384,1.0290118,1.0470722,1.0503834,1.0466329,1.1751603,0.9719133,1.0558642,1.1028644,0.89876956,1.1341839,1.1621826,0.84809476,0.94916606,1.1695797,0.8629181,1.0470475,1.1220937,1.0573428,1.0013556,1.0582663,0.99283105,1.0917606,0.6820702,0.97213566,0.9037683,0.8236718,1.194446,0.93720955,1.0830724,1.0430869,1.0357813,1.0699248,0.0,0.9438173,1.1001202,1.0529487,1.0181652,0.13200438,1.0993779,1.1630089,1.2671893,0.78466755,0.95999914,0.9839735,1.0516579,1.1125324,0.7986423,0.72539693,0.5288885,1.1521568,0.814466,1.0064721
stick,1.1127201,1.0420753,0.9680429,1.1226368,1.0315187,1.0853071,0.8451123,0.8832364,1.1994371,1.2219973,0.893613,0.9512561,0.7978897,1.1271325,1.109584,1.2434423,0.9795543,0.9604408,1.0919544,1.1265156,0.81460834,0.9425957,1.0218996,1.0451524,0.79624724,0.83056873,1.1158795,0.9571658,1.0431026,0.7262656,1.1020992,1.0062956,1.1201687,0.66323483,1.1200861,1.1055739,0.670309,0.80008423,0.982005,1.0582792,1.0838022,1.0415643,1.0876492,1.0634118,1.1103927,1.257387,0.9353988,1.2392135,0.72912985,0.9732238,0.9327229,1.0584567,0.6426877,0.78889203,0.92348516,0.93242973,0.7893098,1.023193,1.0449415,1.156225,0.98123384,0.89060867,1.025112,1.1997128,1.0510769,1.0347363,1.0438942,1.0319741,0.73420346,1.0538971,1.0233676,1.0823791,1.1006051,1.0717207,0.85067195,1.0798532,0.9962634,0.94310766,1.0293362,0.69497585,0.8701749,0.9620315,0.9217638,1.054884,1.0942804,0.90958595,1.1309271,0.8866696,0.9410485,0.6436613,0.76977986,0.8995043,1.1213659,1.071884,0.96589464,1.0954512,1.0013107,1.0321097,0.9833815,0.9901279,0.924112,0.8306286,1.1908457,0.92996913,1.0551794,1.1654705,0.749279,0.88164806,1.2594666,1.058867,1.1916509,0.8552345,1.0332195,0.9830116,1.0148083,1.0446541,0.7358961,0.9438173,0.0,0.99484074,1.1339476,1.1051975,0.9577263,1.1732222,1.1296762,0.8981271,0.9174839,0.85689944,0.8508946,1.150867,1.043081,1.1963019,1.1192398,0.91534084,0.83660233,1.1592934,0.82961845
strawberry,1.3877501,1.1089315,0.22678298,1.3217871,0.69324136,0.546509,0.9506292,0.987995,1.293649,1.3439339,0.5361619,1.3773621,1.3063412,0.953782,1.3375838,1.1738478,0.96189404,0.5014388,0.8562528,1.3004433,0.6722697,0.9967886,0.9117851,0.99762404,0.7879126,0.8109132,0.80024356,1.0428059,1.2555637,1.1099448,1.059567,1.1679523,1.2658145,1.1564218,1.0421568,1.30188,1.1625836,0.4425056,1.355936,0.8825253,1.1250525,1.1317463,1.0359772,1.1243246,1.215322,1.3398042,0.462865,1.1247377,0.7703034,1.1747205,0.7896532,0.5733039,0.9190209,0.564578,1.0168025,1.1457508,0.5984844,1.2904997,0.8304998,1.1849618,0.7880342,1.101159,0.53403777,1.2115473,1.2289429,1.2262285,1.2304549,1.3504617,0.72427535,1.1714776,0.91647345,0.80317855,1.1637414,1.3611382,1.2028013,1.2764006,0.6434124,0.21903282,0.7402164,0.8032006,0.5692936,0.3036188,1.0928082,0.8531392,1.2770655,1.3186486,1.3364105,0.4620207,0.65934026,1.0584131,1.1990522,0.9269699,0.8986662,1.0679468,0.7057371,0.8094617,1.163506,0.8489157,0.51392704,1.2701249,1.2640084,0.9986871,1.116712,1.0477158,1.3222051,1.2093863,1.0286787,1.1102765,1.215646,0.9331827,1.1936684,0.5310335,1.1083144,0.6512509,1.1452384,1.0687609,0.6346852,1.1001202,0.99484074,0.0,0.7276787,1.2142534,0.9907142,1.3550439,0.8889948,0.44250393,0.66937,1.2269988,0.59248555,0.9168442,1.4045818,1.1138257,1.2831768,0.9943314,0.3920983,1.2138051,1.1233511
