,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
clock,1.1002691,0.8626691,1.0640991,1.0450565,0.9027218,0.80059314,1.1591771,0.8415394,1.0113485,0.9718683,0.98177326,1.0291384,1.0712711,0.9605345,0.8536029,1.0354074,1.0391427,0.9380454,0.9547662,1.0812311,1.0148697,0.9635639,0.9982013,1.0051886,1.0426495,0.90705794,0.94165784,0.92006594,0.0,1.0143076,1.013634,0.9504385,1.0601176,0.99455756,0.9539808,0.9240188,1.0977167,0.90535,1.1542217,0.9626422,1.0025418,0.92649114,1.1201723,1.0883571,1.0861334,1.2059395,1.0567921,0.9558059,1.1164558,1.0317599,0.97738737,1.2865803,1.0316304,1.2338766,1.0656083,1.0980593,1.1433253,1.257057,0.9097132,1.0381131,0.7748351,0.9928576,1.0695846,1.1241176,1.009265,0.96884996,0.3617605,0.83314145,1.0694104,1.0797873,0.88213474,0.926723,0.9927602,1.0413687,1.0236462,1.1468651,1.0052572,1.0877819,1.0578858,1.1329417,1.1035612,0.9706998,1.0564888,1.01905,1.0961758,0.90873426,0.8237964,0.89988124,0.92753077,0.9892061,1.0663714,1.1174433,1.0600506,0.7524955,1.1276377,0.90421,1.1409204,0.9224385,1.0228035,1.0319036,1.0355077,0.8856013,0.87576985,1.0304614,1.105912,1.093195,1.0863657,0.9988544,1.0076052,1.0185962,1.1105103,1.0669082,0.86213994,1.1410314,1.1786275,1.0626688,0.9868757,0.96230435,0.97580415,0.8120403,1.0521522,1.0271475,1.0038677,0.94595665
closet,0.70589,1.3167593,1.3652873,0.8194727,1.1977742,1.1013978,1.033478,1.1327983,0.6625907,0.66931444,1.350003,0.6256416,0.854355,1.0030756,0.7875291,1.1579374,1.2574916,1.0358998,0.76712793,1.4229324,0.98766696,1.0618048,1.1866347,0.95588905,1.3571652,0.8678191,0.7610905,1.1372132,1.0143076,0.0,0.83578235,1.1791248,0.6189616,1.3100507,1.3907173,0.6517507,1.2544768,0.7575975,0.80537647,0.913453,0.4080503,0.7468494,0.8684985,1.3625972,0.84012187,1.3117518,1.2362263,1.0820526,1.3324203,1.2678039,1.1959561,1.0911788,1.19683,1.150402,1.2004879,0.7411501,1.2242187,0.9793192,1.3355364,0.89818966,1.0319986,0.90912724,1.1024125,0.81918025,1.2981858,0.9794396,1.1684433,1.2386112,0.9071902,0.86431414,1.1807352,1.0323077,1.3870267,1.1476725,1.3807119,1.16117,1.3525178,0.7053401,0.76653993,0.77882624,0.8425085,1.362479,1.3949714,1.3076329,1.2662199,1.0666256,1.2501861,1.2021557,0.9155091,1.1134192,0.42916775,0.95138615,0.8102093,1.1449413,0.7344459,1.2314351,1.0389198,1.2029312,0.6067062,1.0314921,0.7385454,1.4328008,0.7737478,1.2362251,1.0729783,0.86323583,1.3311214,1.1139823,1.2952523,0.85246646,0.82768,0.70619076,1.1645641,1.3711125,0.9914877,1.0289478,1.2999221,1.0062655,0.8148522,0.90576667,0.97928387,1.1094605,1.4287254,0.6649308
coffee,0.72903574,1.2328483,1.275132,0.8475417,1.0985159,0.850597,1.038697,1.2655156,0.69677097,0.71666217,1.439683,0.8348312,0.67487156,0.8664485,0.8401437,1.0907017,1.3946358,0.5103244,0.828184,1.1985939,1.3350506,0.9266886,1.4288478,1.1628504,1.2704908,0.9500397,1.0157655,0.9436931,1.013634,0.83578235,0.0,1.0713681,0.8214358,1.2256044,1.434175,0.69650924,0.9532377,0.6746303,0.78681105,0.9425265,1.1713085,1.0244551,1.0363461,0.9372759,1.0173292,1.1481768,1.2923906,1.1635792,1.3259554,1.0374255,1.2233021,0.9619795,1.2252145,0.90403426,0.9337555,0.9886807,0.98477435,0.660008,1.4304459,0.98530287,0.99357426,1.0797853,0.79770637,0.8301143,1.2745919,1.3625607,1.255661,1.2550395,0.73747647,0.40646732,1.2764504,0.69846165,1.2697613,0.8554006,1.329359,0.95676833,1.2590396,1.1383107,0.8241119,0.86138433,0.5911783,1.3752731,1.3964148,1.273743,1.2434027,1.1623806,0.94789773,1.3433025,1.0475446,1.2834755,0.9831889,0.25576216,1.0002049,1.0712892,0.9426208,1.2120669,1.2127228,1.3405722,0.9904168,1.1136945,0.9275557,1.4311342,0.86287224,1.2233897,0.9693949,0.1928767,0.81742483,1.0255265,1.2274066,1.0252836,0.8968266,0.52036774,1.0458522,1.2746027,0.5469655,0.9438529,1.4230207,0.97281975,0.47036368,1.0249134,1.0366695,1.4989285,1.4596637,0.9735997
corn,1.0818955,0.93440133,0.7702725,1.1649157,0.8847074,1.094412,0.67987955,1.0509069,1.2119981,1.242695,0.9145115,1.1733143,1.2202681,0.94529665,1.2173421,1.0012534,1.0344168,0.8658674,1.1196206,0.4965567,1.012447,1.1046071,0.99098223,1.1450323,0.68560636,1.085748,1.1417192,0.59137,0.9504385,1.1791248,1.0713681,0.0,1.2840493,0.33140957,0.86395127,1.2537591,0.9697731,0.9886036,1.1615616,1.1841863,1.1673617,1.0844063,1.0859371,0.72374475,1.0545028,0.90762925,0.911943,1.0656167,0.9205463,1.0346086,0.84039986,0.8725893,0.9420255,1.0349177,0.8931575,1.1444021,0.5575898,1.0168941,0.915798,1.1428635,0.7738085,1.1004118,0.9266705,1.084469,0.9965814,1.1183498,0.9481766,0.809247,1.0337317,1.0647955,0.9789033,0.7873731,0.88849956,0.89663327,0.9493093,1.0570564,0.7200344,1.1565508,1.1691877,1.1120099,0.92191976,0.96715456,0.8926207,0.743184,0.9327389,1.0707699,0.752702,0.85917383,1.1814299,1.0495306,1.256326,0.97498006,1.0901188,0.9581119,1.1755196,0.9499864,1.0555124,0.9818542,1.1170183,1.0497819,1.1408837,0.8567269,1.2166624,0.9431071,1.0501113,1.0104845,0.8335989,0.93131506,0.8629302,1.0523486,1.1758775,1.1685153,0.9420016,0.9231965,0.9698874,1.0886042,0.9340555,1.0109968,1.122444,1.1420019,1.075799,1.0975235,0.8776054,1.2623909
couch,0.6255022,1.3428154,1.4597024,0.8136686,1.1927507,1.0510906,1.2817438,1.2576722,0.6624354,0.3607483,1.4014916,0.39321506,0.6557405,0.65766513,0.7425893,1.2297616,1.3682718,1.152808,0.7291173,1.4865825,1.1838733,1.1259172,1.315515,1.019995,1.454289,0.9129486,0.7544514,1.1519761,1.0601176,0.6189616,0.8214358,1.2840493,0.0,1.482458,1.4703786,0.4985867,1.2473171,0.94963247,0.6202674,0.6848392,0.77669954,0.93906456,0.8319329,1.3386946,0.7215488,1.2205564,1.301649,1.237391,1.292963,1.4227397,1.3095835,0.86236763,1.2689456,1.0193098,1.2429607,0.63937354,1.3112972,0.87203026,1.3985499,0.6822717,1.2047412,0.8731239,1.1101787,0.5577513,1.4051986,1.210339,1.3326573,1.3101692,0.84127635,0.74108464,1.2600493,1.0007126,1.350784,1.0306994,1.3286163,1.0336086,1.434679,0.82572085,0.48934335,0.59801614,0.8350655,1.4832244,1.4795709,1.353627,1.0092068,1.0791662,1.3333106,1.3649668,0.9249272,1.2382941,0.6362593,1.0419085,0.7234421,1.2772627,0.61150223,1.3198559,0.9351611,1.4340761,0.6820068,1.1552322,0.6451481,1.5240972,0.9165297,1.2955704,0.8788161,0.96751446,1.4224606,1.1341473,1.4103819,0.67054915,0.42490923,0.49422133,1.3207264,1.291054,0.92839646,1.1456093,1.3729569,0.97335875,0.6303479,0.915948,0.97403276,1.3105311,1.5016127,0.56530887
cracker,1.2641816,0.7227398,0.65968,1.2021254,0.84840727,0.996546,0.61279273,0.8312815,1.4091214,1.4572821,0.7530693,1.4096776,1.2802764,1.1384785,1.348448,0.84289217,0.7979563,0.97130865,1.2156647,0.4467957,0.96844214,0.9767271,0.87442297,1.0537504,0.61801994,1.1727141,1.2162218,0.71783566,0.99455756,1.3100507,1.2256044,0.33140957,1.482458,0.0,0.73608094,1.4563187,0.88365823,1.0634423,1.2355013,1.1827749,1.1927621,1.1145203,1.1406356,0.63432074,1.1104462,0.7363874,0.8940079,0.89067376,0.67552567,0.8589989,0.7774904,0.9740419,0.7711452,0.9965491,0.7763542,1.2005203,0.6061788,1.0205787,0.73950493,1.1608555,0.80745834,1.1092075,0.9209392,1.3097024,0.8450684,1.0110626,0.80794054,0.7401243,1.1201456,1.2240192,0.90285856,1.0194446,0.6762947,0.94182056,0.7757907,0.87121356,0.5816137,1.2214462,1.3333414,1.2845657,1.0582545,0.7897851,0.7348009,0.81854194,0.88703513,0.93773097,0.88024336,0.7232795,1.1115415,0.9338976,1.3546251,0.99188554,1.169961,0.90820885,1.3000607,0.83444095,1.0445437,0.7916037,1.2101078,1.0276406,1.2377038,0.63290685,1.2619643,0.90445656,0.9176507,1.0776075,0.752231,0.923116,0.71168625,1.2242348,1.3034402,1.3885336,0.7919482,0.6331464,0.92078274,1.0126742,0.72451496,1.0283949,1.3598195,1.1495011,1.0643553,0.8842035,0.6231094,1.3468609
crayon,1.5318034,0.5982431,0.34518087,1.2962979,0.6903242,1.1819241,0.93830436,0.7297967,1.3900995,1.4464593,0.21500707,1.4297998,1.4870389,1.0734413,1.3454192,0.8639859,0.5058946,1.131393,1.3187693,0.43520153,0.80342644,1.0469735,0.4402473,1.036614,0.276744,1.0770832,1.1578686,0.95686674,0.9539808,1.3907173,1.434175,0.86395127,1.4703786,0.73608094,0.0,1.4560354,0.8546599,1.2692908,1.4038298,1.1834358,1.2081795,1.1154152,1.2721553,0.66416323,1.2255822,0.54242784,0.30816013,0.8901933,0.5565936,0.5999114,0.53704596,1.0188915,0.5741379,1.0073369,0.84641135,1.3484873,0.84892225,1.2970636,0.34476697,1.2451738,0.90991277,1.2800545,1.2022493,1.3723423,0.5299007,0.7314954,0.679119,0.6571057,1.3543384,1.5528736,0.40000403,1.2566012,0.32467544,1.0411891,0.59286225,1.0297743,0.4644671,1.1621554,1.4357288,1.3871869,1.4193332,0.21775204,0.11696923,0.33689404,0.5811227,1.0025821,0.63406026,0.36988032,1.2615206,0.7826395,1.4194262,1.3201029,1.2857828,0.7815434,1.4095074,0.84355694,1.0506396,0.5229467,1.2989386,0.9070493,1.3542063,0.34870124,1.1978003,0.46840143,1.2085724,1.3782414,0.6263264,1.098701,0.46283996,1.2790046,1.3700573,1.5776646,0.84262335,0.52958566,1.2669952,0.95683414,0.51989377,1.0500491,1.4661081,1.1743703,1.1449441,0.63394654,0.22948694,1.3862941
crib,0.636299,1.439862,1.4822202,0.7717807,1.3185858,1.0076994,1.1861458,1.0467688,0.54729074,0.11199045,1.4437138,0.4327184,0.6127051,0.8137575,0.6670052,1.031784,1.3893671,0.9756174,0.42348242,1.5282913,1.1763111,0.98199916,1.3829033,1.1408198,1.5153466,0.94957644,0.7138908,1.0171529,0.9240188,0.6517507,0.69650924,1.2537591,0.4985867,1.4563187,1.4560354,0.0,1.2430663,0.7616091,0.660597,0.6783025,0.79841495,0.8052883,0.9279252,1.4340591,0.94732696,1.3663992,1.4078357,1.2390797,1.4958932,1.2089909,1.210301,1.0771183,1.3712649,1.2227616,1.0869594,0.8789217,1.2968655,0.8826269,1.5307109,0.85900956,1.0092626,0.8638785,0.93162614,0.69679946,1.2473944,1.1667285,1.2663192,1.3301746,0.6851008,0.7411096,1.3367836,0.94923526,1.4861853,1.0228821,1.392004,1.1598324,1.5065771,0.82952636,0.55871034,0.72879434,0.68146455,1.3805239,1.4726346,1.378381,1.3459077,1.0708311,1.2614554,1.4222741,0.8326834,1.2037594,0.5983692,0.9141421,0.9041763,0.9297217,0.724795,1.244708,1.1532297,1.4212999,0.7544201,1.0873002,0.57460403,1.550492,0.8282749,1.3373754,0.9762724,0.8513082,1.3410807,1.1375331,1.3672011,0.5797876,0.6882522,0.4385985,1.2393817,1.5229653,0.86540204,0.9796312,1.4501576,0.70677507,0.3010304,0.90988815,0.97875905,1.3355958,1.5918958,0.6887071
cup,1.2874624,0.7556842,0.8244649,1.3651314,0.6635035,0.7872258,0.95101506,0.7378247,1.1955577,1.3529507,0.8273214,1.2695357,1.2007505,1.212634,1.270802,0.7997938,0.35145116,0.47435212,0.92427087,0.8647539,1.0605311,0.2907611,0.5977969,1.0821307,0.77540576,1.3429301,1.0078256,0.91821384,1.0977167,1.2544768,0.9532377,0.9697731,1.2473171,0.88365823,0.8546599,1.2430663,0.0,0.9124983,1.3403969,1.0534128,1.2373168,1.0688878,1.1700138,0.84049743,1.3231328,1.0297325,0.91482335,0.9259635,0.92627823,0.8799744,0.9422642,1.0204196,1.0791161,0.8806158,0.7396432,1.3627105,0.8310708,1.1356608,0.78166103,1.2413778,0.9825734,1.0282547,0.40539145,1.3214406,0.95522064,0.96579546,0.9288922,0.7627128,0.74156356,0.8612288,0.8400032,0.93617934,0.9243375,0.8865734,0.97182083,1.1597028,0.7990277,1.0275182,1.32386,1.2781768,1.1643434,0.92722064,0.88826984,0.9021508,0.8866478,0.8776254,0.6464097,0.79267144,0.9746912,0.8238929,1.1749915,0.8068236,1.2451047,1.0836328,1.2957895,0.8225056,0.95431894,0.8144688,1.2214167,0.6762887,1.2673141,0.78041494,1.2773986,0.7522306,0.95121294,0.81520665,0.7339622,0.7515804,0.8293185,1.2037964,1.145829,1.0611783,0.5172553,0.9597236,1.0138365,0.87285423,0.74780023,0.8187129,0.9704627,1.2469856,1.1039524,0.8651438,0.8274524,1.3157539
dish,1.0156472,1.1800705,1.1752871,1.0883361,1.0907588,0.9240422,0.9355165,0.96310765,0.7920133,0.8789118,1.2589737,0.9177788,0.96634454,1.0511348,0.9416203,0.91660213,1.1489314,0.4722234,0.7298993,1.0787988,1.1733224,0.83443743,1.1405107,1.0243176,1.1721629,1.0275921,0.9046831,0.6986475,0.90535,0.7575975,0.6746303,0.9886036,0.94963247,1.0634423,1.2692908,0.7616091,0.9124983,0.0,1.146608,0.9610589,0.9551139,0.87567115,1.0622467,1.1215448,1.1012638,1.2750218,1.2832868,1.119515,1.2861266,1.0843815,1.2211751,1.1787394,1.1905062,1.226863,0.9314214,1.068554,0.8968168,1.0308762,1.2226669,1.1255124,0.94152695,0.9293017,0.8450895,0.9907182,1.103724,1.161842,1.0824561,1.1345131,0.83199,0.81939137,1.1291308,0.8071617,1.2651881,0.98034024,1.2578952,1.1014823,1.1829394,0.8920517,0.9503771,0.96439105,0.7754892,1.2204807,1.2827578,1.1207235,1.2690037,1.1160258,0.7660713,1.1501538,0.85551745,1.0733838,0.84473157,0.78747225,1.0510585,1.0084715,1.0499841,1.0525923,1.0471383,1.1722683,1.061821,0.9354295,0.91947114,1.196769,0.91691816,1.1594071,1.0514121,0.6991255,0.9958738,0.97959185,1.1603656,1.0050447,1.003665,0.7448112,0.9210049,1.3192799,0.8797712,0.990944,1.2235786,0.9481363,0.69954723,0.9760708,0.9730497,1.1708907,1.321476,0.98441416
dog,0.47851437,1.2466989,1.428317,0.44274807,1.2886343,1.1363426,1.1415972,1.2737505,0.56993645,0.4838165,1.3114846,0.5904516,0.6252843,0.5970874,0.86744624,1.1480014,1.4125901,1.1855679,0.9312824,1.3792024,0.9841586,1.2418569,1.3240013,1.1532855,1.4263947,0.60094637,0.8806701,1.1490856,1.1542217,0.80537647,0.78681105,1.1615616,0.6202674,1.2355013,1.4038298,0.660597,1.3403969,1.146608,0.0,1.0306112,0.83244246,0.9552456,0.8223245,1.2265964,0.9113504,1.0101348,1.2627797,1.2049005,1.0352066,1.120714,1.2548257,0.7965742,1.2525837,0.7713477,1.2458,0.8000658,1.297287,0.5203099,1.434051,0.5940806,1.25127,0.96199435,1.1120778,0.5394122,1.2004579,1.163218,1.2590684,1.2597554,0.879796,0.75757736,1.3103994,0.91975516,1.2729667,0.85072166,1.1016772,1.0084251,1.353243,0.9207183,0.5372321,0.58188283,0.6990633,1.3154161,1.2945545,1.341754,0.95755285,1.0854968,1.3492272,1.4051197,0.94784474,1.1941795,0.78081477,0.93712103,0.91637325,1.1139019,0.5967989,1.2062509,0.93152624,1.3357607,0.7566805,1.105566,0.919493,1.4026978,0.85983586,1.2415954,0.76560295,0.9332072,1.2376949,1.1357139,1.3774669,0.96498996,0.7649218,0.6299631,1.3792585,1.1167536,0.79752994,1.0536461,1.2391953,1.2660792,0.7865915,0.9817042,1.0725256,1.2201376,1.3926458,0.7637277
doll,0.99038184,1.1188362,1.1262732,1.055602,0.92310655,0.8629466,1.1130861,0.9336137,1.1008584,0.76984215,1.1599427,0.9841131,0.7616147,0.91176116,1.0025843,1.003323,1.1107692,1.0128523,0.77896655,1.2127696,1.1609068,0.906252,1.2204674,0.9251435,1.1756767,1.1240277,1.014545,1.0204678,0.9626422,0.913453,0.9425265,1.1841863,0.6848392,1.1827749,1.1834358,0.6783025,1.0534128,0.9610589,1.0306112,0.0,1.0634038,1.030932,1.0199821,1.1490498,0.93612707,1.133206,1.1911334,1.0295258,1.1790235,1.1403286,0.9222882,1.1884961,1.0644981,1.024867,1.0036067,0.95766616,1.1061424,0.97345614,1.0111939,1.0247796,1.0585127,0.88274455,0.9677482,0.9917886,1.1316173,1.1144431,1.0731499,1.1254976,0.90054816,0.8345523,1.050096,0.95939785,1.20192,1.0475674,1.192043,1.0161055,1.155425,1.0858296,0.7320512,1.0090961,1.0150186,1.1387879,1.263448,1.190806,1.0377271,0.94874966,1.1342669,1.113649,0.86337924,1.0434463,1.0312847,0.9664307,0.91615146,1.0234424,0.99617654,1.1029409,1.0911665,1.1408402,1.0067065,1.2116611,0.887271,1.184097,1.0214692,1.2226185,0.9286298,0.9269455,1.1327069,0.9389663,1.0942222,0.6793643,0.82737285,0.94762516,0.9326108,1.1529324,1.03368,1.004935,1.1437157,0.5420822,0.8250067,0.9702461,0.9544755,1.1197166,1.2060294,0.96640146
door,0.86085415,1.1373208,1.3773432,0.8699841,1.257518,1.1408432,1.0751648,1.0294617,0.6562023,0.8492356,1.149407,0.63619375,1.060491,1.0720776,0.7855049,1.0975363,1.0595886,1.2719717,0.8654468,1.403705,0.52549136,1.0949619,0.8114794,0.9571594,1.2998934,0.7567618,0.5124034,1.2269316,1.0025418,0.4080503,1.1713085,1.1673617,0.77669954,1.1927621,1.2081795,0.79841495,1.2373168,0.9551139,0.83244246,1.0634038,0.0,0.63072217,0.7635666,1.4683654,0.96785426,1.2978032,1.1230366,0.91754055,1.1608367,1.2084565,1.1865436,1.0831875,1.2156863,1.2558081,1.3628006,0.82508343,1.3582796,1.1663334,1.2513124,0.9470029,0.956708,0.8001631,1.0781684,0.91684866,1.1651107,0.5658114,0.937381,1.021694,1.037628,1.216465,1.0501218,1.1873963,1.3093505,1.192456,1.0397296,1.1640702,1.3263866,0.4624809,0.9634625,0.82138026,1.116464,1.1831024,1.220074,1.1683506,1.0914384,1.0110514,1.2416192,1.1526427,0.88046,0.92951703,0.31714046,1.2393893,0.8703973,1.0360688,0.8009876,1.1776906,0.85026455,1.0709348,0.5519589,0.75341094,0.74205345,1.2840346,0.8666264,1.0969328,1.0941571,1.2123663,1.457376,1.0827684,1.2894124,0.920048,0.97761,0.9102285,1.2174587,1.3227813,1.1790993,1.0347728,1.002409,1.1827929,1.0907906,0.885047,0.99641067,0.71936554,1.26832,0.62394536
drawer,0.9733381,1.033968,1.2394465,0.9269781,1.0012372,0.9855576,1.1131506,0.87937474,0.7245866,0.9003119,1.0227867,0.7532076,1.0103724,1.0311042,0.82836735,0.87429774,1.0881962,0.9833341,0.75201786,1.2507885,0.75637627,0.95869285,0.89459854,0.9280752,1.2722468,1.0949357,0.76824,1.0129834,0.92649114,0.7468494,1.0244551,1.0844063,0.93906456,1.1145203,1.1154152,0.8052883,1.0688878,0.87567115,0.9552456,1.030932,0.63072217,0.0,0.97402954,1.2407207,1.0885341,1.1904435,1.2068632,1.0632709,1.1474606,0.91887915,1.0882523,1.0570737,1.1118702,1.145205,1.1716833,1.123797,1.1423224,1.0334941,1.1625341,1.0916668,0.98601604,1.0676346,0.9504537,1.064794,0.89387554,0.85189515,0.92940074,1.0523276,0.90219927,1.0228249,1.1239419,1.004572,1.1844465,0.90944314,1.0909746,1.0381267,1.2573698,0.45805788,1.0573089,1.0428307,0.93259984,1.0043932,1.0562522,1.0802357,1.0856019,1.0018548,1.0292543,1.171058,0.9300019,0.78373,0.511174,1.0321454,1.0899763,0.97408336,1.1226436,1.0171224,1.0838962,1.0397357,0.8710809,0.6378226,1.0171173,1.1190487,1.0637732,1.1455811,1.020556,1.0356727,1.0995827,0.9637598,1.1318489,1.110651,1.1624894,0.9748902,0.98130804,1.1764159,1.0395123,0.9181707,1.0386678,1.0354898,0.9412984,1.0301293,0.9127134,0.9677467,1.2003897,1.0003346
dress,0.8241075,1.1598955,1.2831686,0.78387403,1.2220398,1.0786904,1.1176915,1.2766904,0.86938274,0.9040947,1.2218347,0.8474222,0.90671355,1.053609,0.85192424,1.2020087,1.1576344,1.2419446,1.0305204,1.2404068,0.9628849,1.1964574,1.1335447,0.982689,1.2480974,0.9314551,0.8951927,1.1531316,1.1201723,0.8684985,1.0363461,1.0859371,0.8319329,1.1406356,1.2721553,0.9279252,1.1700138,1.0622467,0.8223245,1.0199821,0.7635666,0.97402954,0.0,1.183372,0.8225224,1.0940684,1.147681,1.1005949,1.0258334,1.201323,1.2413135,0.8088755,1.1202039,1.0332441,1.2016284,0.67614526,1.1487335,0.9083185,1.2508386,0.8430364,1.0726275,0.8074567,1.1099241,0.7365296,1.175489,1.0081077,1.209336,1.1409521,0.9665824,0.9596876,1.1552,1.0338105,1.1737098,1.173646,0.9636102,0.92127144,1.2368544,0.9059707,0.8263241,0.658812,0.9407242,1.2412204,1.2240704,1.1519006,1.1786867,1.202986,1.2908128,1.233911,0.9479288,1.150471,0.7966206,1.0425023,0.7959365,1.1451151,0.47928584,1.1913794,0.6727813,1.2664373,0.89476573,1.0379899,0.83236617,1.3093177,0.94472784,1.2078779,0.98744994,1.0617973,1.263711,1.0403448,1.2286143,0.9088854,0.83616936,0.8121019,1.2768012,1.087083,0.95914286,1.0958436,1.1826729,1.2084076,0.9829707,0.96615666,0.8779437,1.1089625,1.2209206,0.7865052
egg,1.3640609,0.6067376,0.36736125,1.1766257,0.6151046,0.8321915,0.8823894,1.1629179,1.2839864,1.3863184,0.78756315,1.4596313,1.2258391,1.1546288,1.2941412,1.1521865,0.9575944,0.80901766,1.3403289,0.2670486,1.2516695,1.1164609,1.0356287,1.1512891,0.36395484,1.12169,1.4122416,0.9120036,1.0883571,1.3625972,0.9372759,0.72374475,1.3386946,0.63432074,0.66416323,1.4340591,0.84049743,1.1215448,1.2265964,1.1490498,1.4683654,1.2407207,1.183372,0.0,0.9937934,0.47380447,0.8159626,1.1062446,0.6503496,0.90596396,0.8461609,0.75247395,0.67217857,0.844123,0.7179387,1.1744878,0.4493718,0.8400076,0.597471,1.127888,0.9491478,1.3412324,1.0257523,1.2141404,0.9645278,1.2610719,1.0932368,0.8992251,1.1900047,1.0057884,0.855497,0.8002132,0.37897694,0.9905546,0.90168965,0.67902076,0.19815683,1.441515,1.3174744,1.210873,1.024838,0.798543,0.620165,0.7224332,0.79002655,1.189282,0.7029669,0.65496725,1.4251349,1.087817,1.4932829,0.7431952,1.157756,1.0855143,1.3355284,1.0053165,1.0870484,0.8942775,1.2703146,1.1636509,1.2770228,0.6960355,1.1858193,0.80637777,1.0776162,0.8153035,0.48366553,1.1093808,0.5703162,1.1793971,1.2339145,1.3016297,0.7626122,0.42862773,0.8044575,1.0870318,1.0204995,0.9947445,1.195044,1.2046549,1.1700516,1.2183058,0.58520466,1.3903944
face,0.87229437,1.1076869,1.1436553,0.9000145,1.0983804,1.1070482,1.13882,1.3660202,1.0151877,0.8856567,1.2301843,0.9090704,0.90145767,1.0862697,0.8604737,1.290463,1.3087621,1.2455976,1.0726167,1.1131471,1.1507068,1.2833459,1.3262655,0.97754294,1.1888531,0.91059196,1.1644202,1.1854672,1.0861334,0.84012187,1.0173292,1.0545028,0.7215488,1.1104462,1.2255822,0.94732696,1.3231328,1.1012638,0.9113504,0.93612707,0.96785426,1.0885341,0.8225224,0.9937934,0.0,0.9137928,1.1527133,1.1865113,1.055785,1.2688153,1.1393442,0.78377664,0.807714,1.1216118,1.1088387,0.19065791,1.0034336,0.8498367,1.0647206,0.79679483,1.1309104,1.0633311,1.2110714,0.8564098,1.2503014,1.17838,1.2714547,1.2237821,1.0642059,0.9813264,1.0999186,1.132901,0.9560703,1.2577977,1.108684,0.61253655,1.1229737,1.2020419,0.8634168,0.8767316,0.97565496,1.2536154,1.1789074,1.1641248,1.2063041,1.169615,1.3208069,1.1472383,1.1558439,1.2022597,0.92830807,1.0275937,0.24361837,1.2068293,0.75876546,1.2417694,1.0271171,1.2604918,0.82332516,1.3236861,0.7987976,1.2282438,0.8681894,1.147069,1.006865,1.0155535,1.2178756,1.1207821,1.2002383,0.8153796,0.68832564,0.8772231,1.2774516,0.86859035,0.8866843,1.1081126,1.3660235,1.0351486,1.0112268,0.91252196,1.004278,1.3044655,1.1472542,0.83492833
finger,1.2906082,0.8127508,0.59559345,0.8948959,0.9426892,1.2141201,0.97945285,1.2239621,1.3108816,1.2734318,0.6922548,1.3228441,1.0808812,0.9500302,1.297179,1.2478417,1.0140091,1.1965853,1.3795407,0.43797183,1.1091782,1.3415357,0.940171,1.196093,0.50768775,0.985986,1.2965622,0.9794057,1.2059395,1.3117518,1.1481768,0.90762925,1.2205564,0.7363874,0.54242784,1.3663992,1.0297325,1.2750218,1.0101348,1.133206,1.2978032,1.1904435,1.0940684,0.47380447,0.9137928,0.0,0.7427821,1.1844827,0.32436407,0.84941804,0.9176879,0.5015175,0.47992527,0.65548015,0.78261375,1.0470245,0.66839516,0.53750587,0.7182034,1.0155649,1.0237762,1.2722447,1.2016827,1.0065732,0.9700829,1.1326425,1.1857224,0.96582896,1.2407622,1.128696,0.77294874,1.0636604,0.42229813,1.0543311,0.5950128,0.51744866,0.63233507,1.2689011,1.1281201,1.0389267,1.1751596,0.71144223,0.41247827,0.7648699,0.6837282,1.3218547,0.9842551,0.8686931,1.3971701,1.1293225,1.3998604,1.0771179,1.1342965,1.1477486,1.0900296,1.0608912,0.8829886,0.98473996,1.1930021,1.2319798,1.2758662,0.67477626,1.1227059,0.77882844,0.86631495,1.145028,0.6533001,1.1633465,0.7349584,1.1720071,1.1130311,1.3252715,1.2003591,0.15635729,0.6991702,1.0320256,0.9498088,1.2241806,1.246209,1.2426621,1.1166037,1.1083038,0.52154654,1.2696643
