,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
slide,0.74842554,1.2673521,1.3047655,0.7879885,1.2067976,0.94872195,1.0343505,1.2412941,0.6501256,0.6431267,1.3655486,0.7433247,0.85187733,1.1734165,0.4517789,1.1714793,1.2647399,1.1125176,0.8978802,1.366613,1.0286864,1.1367207,1.2706165,0.8815235,1.3447382,0.8356756,0.87256235,1.2264891,1.0355077,0.7385454,0.9275557,1.1408837,0.6451481,1.2377038,1.3542063,0.57460403,1.2673141,0.91947114,0.919493,0.887271,0.74205345,1.0171173,0.83236617,1.2770228,0.7987976,1.2758662,1.1889498,1.1389098,1.3340259,1.310908,1.255436,1.1044728,1.2559489,1.2964267,1.1271805,0.7708224,1.2588439,0.9979095,1.3147883,0.760177,0.8299576,0.9349622,1.1092229,0.8632092,1.2508732,1.0231214,1.2542902,1.2322748,0.9230439,0.8922249,1.2057825,1.1641151,1.2585602,1.3055149,1.3204465,1.0141991,1.2870615,0.9823083,0.787261,0.88508916,0.94877267,1.3731676,1.4086971,1.2203132,1.3807933,1.1760789,1.2947061,1.2320782,1.0487429,1.234718,0.66363764,1.0064584,0.81931525,1.1006237,0.7090019,1.2577074,1.0689529,1.3353009,0.74465096,1.11618,0.0,1.4296575,0.741765,1.1784561,1.0713866,0.93531,1.3827782,1.1263748,1.3522035,0.4828658,0.73834634,0.5845812,1.2013518,1.3699834,1.0025163,1.0302179,1.4289418,0.85634464,0.68587327,0.687986,0.88407135,1.1813183,1.3836676,0.5049478
slipper,1.4595742,0.5095365,0.46377945,1.4071167,0.71683145,1.0426539,0.85204166,0.6113323,1.491412,1.5641925,0.4073845,1.3478603,1.4641907,1.1187503,1.3730311,0.78113216,0.53573394,1.034421,1.3165722,0.47720885,0.8745022,0.9113848,0.55297893,0.9064346,0.49492204,1.1215307,1.2290486,0.79866654,0.8856013,1.4328008,1.4311342,0.8567269,1.5240972,0.63290685,0.34870124,1.550492,0.78041494,1.196769,1.4026978,1.184097,1.2840346,1.1190487,1.3093177,0.6960355,1.2282438,0.67477626,0.5709184,0.80541766,0.47890127,0.6220148,0.61374646,1.1119746,0.5638089,0.8443934,0.92278886,1.3598472,0.75688046,1.3076285,0.31026453,1.2066221,0.957321,1.1669385,1.0906906,1.4462917,0.5714101,0.7660712,0.5665682,0.65003645,1.3396702,1.4110544,0.61964214,1.1856948,0.45097828,0.9555081,0.6765524,0.9640941,0.50954944,1.0980271,1.5011531,1.4334538,1.4805417,0.40418035,0.38834566,0.5927657,0.66106516,0.8053053,0.62031895,0.4592269,1.0284736,0.7061095,1.454397,1.3041546,1.3086312,0.73181,1.4896611,0.30571645,1.0373515,0.3804885,1.3207916,0.9017628,1.4296575,0.0,1.2170212,0.6709509,0.98009884,1.3384875,0.62857246,0.87001276,0.57371604,1.2965055,1.4254454,1.626029,0.6214593,0.45589852,1.2710979,1.0383556,0.45549834,1.0147285,1.5552095,1.1995188,1.0925015,0.54880714,0.24619359,1.4364587
snow,0.85389215,1.1648715,1.2083972,0.7493228,1.2003621,1.0556562,1.1568509,1.1526877,0.7148807,0.82003385,1.2233136,0.9148928,0.8756311,1.0632727,0.6555052,1.1408317,1.2631941,1.0964206,1.0397211,1.2379866,0.9679444,1.1697562,1.1978527,1.0112835,1.2087935,0.7079474,0.9965435,1.1220347,0.87576985,0.7737478,0.86287224,1.2166624,0.9165297,1.2619643,1.1978003,0.8282749,1.2773986,0.91691816,0.85983586,1.0214692,0.8666264,1.0637732,0.94472784,1.1858193,0.8681894,1.1227059,1.0549626,1.0481464,1.1680706,1.1417296,1.161988,1.0976626,0.9879034,1.1649197,1.1677712,0.7750529,1.1787891,0.9982579,1.1952512,0.8864739,1.0413189,0.9753318,1.1645111,0.8641826,1.1766009,0.92471194,0.9895434,1.1231636,1.0459355,0.9751316,1.0816075,1.0541484,1.1165097,1.1621479,1.1529527,1.039715,1.2204387,1.0059615,0.8860469,0.8823601,0.92092216,1.2066821,1.1861645,1.0767317,1.2109945,1.083307,1.1482455,1.1417019,1.0794373,1.1483585,0.8040781,1.0057267,0.8374758,1.0962933,0.7028923,1.1554532,1.0398642,1.1908793,0.8354111,1.0438586,0.741765,1.2170212,0.0,1.0042195,1.074654,0.96716905,1.2576363,1.1595541,1.1939449,0.93792766,0.87309825,0.81123596,1.1657859,1.176301,1.0284103,1.1197612,1.2228472,1.1772509,0.9019473,0.85629594,1.0556705,1.1413776,1.2305275,0.6613757
soap,1.3361745,0.7846942,0.56599116,1.2578188,0.77691877,1.0712856,0.9906208,0.8217608,1.1359054,1.3409338,0.53109443,1.2656076,1.3636463,1.1433927,1.1033494,1.0221132,0.55962366,1.075941,1.2891937,0.7380178,0.7915498,0.9013705,0.5309217,1.085212,0.57070494,1.0195626,1.1462705,1.1270994,1.0304614,1.2362251,1.2233897,0.9431071,1.2955704,0.90445656,0.46840143,1.3373754,0.7522306,1.1594071,1.2415954,1.2226185,1.0969328,1.1455811,1.2078779,0.80637777,1.147069,0.77882844,0.46959782,0.83681536,0.72166663,0.9695936,0.7328175,0.94553965,0.8228875,1.0529627,0.8961065,1.1749243,1.0024929,1.2318742,0.62366295,1.1578676,1.0052495,1.0656915,1.0136622,1.2770249,0.8786863,0.7586334,0.7781079,0.55502844,1.1213139,1.306369,0.60361135,1.2306349,0.5854157,1.0924244,0.7648921,1.0873946,0.67576283,1.1424296,1.3624735,1.2966456,1.3337327,0.7434248,0.5596795,0.5116616,0.67411643,0.8937047,0.84467685,0.63155407,1.091636,0.7689247,1.179652,1.1716162,1.1291664,1.0191969,1.2650912,0.9663747,1.045501,0.71119183,1.1006317,0.81736565,1.1784561,0.6709509,1.0042195,0.0,1.1773267,1.218193,0.9305743,1.0944123,0.6096328,1.101765,1.211819,1.312577,0.8754976,0.75780904,1.1998682,1.1414282,0.6346223,1.1018597,1.2437419,1.1259543,1.241467,0.720062,0.58611965,1.1814563
sock,0.821267,1.0848258,1.2590492,0.8081491,1.0265701,0.85537624,1.0484713,1.0905902,1.0176189,0.9472039,1.1886058,0.88921696,0.71179324,0.8805034,1.0857358,0.94360024,1.0754074,1.0635475,0.9613662,1.2050638,1.070554,0.99315304,1.1922754,1.0947641,1.3007072,1.053041,1.0450213,0.9825584,1.105912,1.0729783,0.9693949,1.0501113,0.8788161,0.9176507,1.2085724,0.9762724,0.95121294,1.0514121,0.76560295,0.9286298,1.0941571,1.020556,0.98744994,1.0776162,1.006865,0.86631495,1.2364672,1.152497,0.83183515,0.9642101,1.2265432,0.8475836,1.1508207,0.70745945,0.8984019,1.0169942,1.153486,0.6405914,1.1927364,0.8010741,1.0688362,0.9113792,0.9656512,0.8493862,1.0007564,1.1424344,1.1189203,1.0904901,0.8453138,0.7120875,1.2479129,1.0288931,1.1341014,0.8260405,0.9649792,0.8714421,1.2111615,1.0271622,0.8010551,0.9128956,0.91286623,1.079844,1.1360806,1.2800553,0.9366119,0.9781331,1.1702343,1.3448424,0.8352761,1.1661415,1.0612198,0.9364409,1.0155244,0.987794,0.8886591,0.7389507,0.83896434,1.264373,1.0507122,1.0671345,1.0713866,0.98009884,1.074654,1.1773267,0.0,0.94448245,1.0115665,0.8655098,1.2838203,1.0651066,0.833491,0.93792135,1.1068935,0.87357605,0.7489259,0.853521,1.0367228,0.9849241,0.92820907,1.0958054,1.0143328,1.1097565,1.2056086,1.0760137
soup,0.8015518,1.1109902,1.1952121,0.9366845,1.021219,0.78675646,0.84949946,1.2473382,0.7920946,0.9254966,1.4055059,1.0413713,0.7247009,1.0593983,0.92774,1.0893319,1.2783293,0.3612336,0.8983904,1.1035411,1.3032646,0.8304374,1.4134123,1.1011006,1.1954734,1.0526934,1.1559952,0.8916937,1.093195,0.86323583,0.1928767,1.0104845,0.96751446,1.0776075,1.3782414,0.8513082,0.81520665,0.6991255,0.9332072,0.9269455,1.2123663,1.0356727,1.0617973,0.8153035,1.0155535,1.145028,1.2940055,1.1424046,1.2322164,0.98756826,1.1912713,1.0031646,1.247095,0.8802548,0.8912422,1.0109683,0.9444948,0.68038124,1.3728379,1.0157892,0.9839604,1.1340429,0.7416887,1.0177195,1.2361442,1.3509481,1.26709,1.1888578,0.71344846,0.39020836,1.2548926,0.7221806,1.2207686,0.8591095,1.336867,0.94096845,1.167217,1.2251606,0.9585197,1.0430878,0.67461896,1.3061419,1.3605106,1.2577202,1.2932911,1.1574848,0.931709,1.2467594,1.11358,1.266811,1.0172911,0.056262493,0.98973125,1.0670005,1.0515664,1.1579064,1.2758545,1.2210301,1.0374724,1.1298566,0.93531,1.3384875,0.96716905,1.218193,0.94448245,0.0,0.67500436,0.99076945,1.1566473,1.0152472,0.9443478,0.5956603,0.9400082,1.1939882,0.4930929,0.87263805,1.3688722,0.90838075,0.5843862,1.0298886,1.0204643,1.462877,1.3720746,1.0779028
spoon,1.2464513,0.72374856,0.69087315,1.1662185,0.8713522,0.9237232,0.6595354,0.99098796,1.2684085,1.3666179,0.8058842,1.456233,1.1638193,1.107305,1.353013,0.8951926,0.9183258,0.5885631,1.267946,0.55331635,1.14157,0.9804377,1.0201662,1.0855914,0.6250651,1.2266943,1.2481927,0.870912,1.0863657,1.3311214,0.81742483,0.8335989,1.4224606,0.752231,0.6263264,1.3410807,0.7339622,0.9958738,1.2376949,1.1327069,1.457376,1.0995827,1.263711,0.48366553,1.2178756,0.6533001,0.93495965,0.93250215,0.76318496,0.32380748,0.8180435,0.86914206,0.7856579,0.7366515,0.816906,1.327305,0.659161,0.8044591,0.79820913,1.2050049,0.92669237,1.3290497,0.9400505,1.2990303,0.58798945,1.1025133,0.93987405,0.9590539,1.1444105,0.8549702,0.94077873,0.8267668,0.68062514,0.8040668,0.85309684,0.80824095,0.6580163,1.2830997,1.3201255,1.2950197,1.0396464,0.42877066,0.50962245,0.78144026,0.9091624,1.0959468,0.60991776,0.7751324,1.2295793,1.0948669,1.4539138,0.66615856,1.28972,0.6321708,1.3940427,0.8112385,1.210061,0.72309244,1.3407695,1.0105623,1.3827782,0.62857246,1.2576363,0.9305743,1.0115665,0.67500436,0.0,0.928068,0.8144863,1.2922556,1.2953826,1.2163249,0.7379488,0.63615364,0.67289776,0.6405974,0.9012897,1.0195898,1.0949779,1.2061023,1.0938743,1.0361645,0.6513213,1.432991
sprinkler,1.0519315,1.0649906,1.0770535,1.2219635,0.8523488,0.7824023,1.0205258,0.8684359,1.097392,1.1721745,1.0907161,1.1067307,0.98062044,1.0753871,1.0963845,0.7908089,0.8377956,0.8444822,0.9514582,1.0473553,0.926439,0.72168714,0.9649348,1.029936,1.0819411,1.1531366,1.1168014,0.9124993,0.9988544,1.1139823,1.0255265,0.93131506,1.1341473,0.923116,1.098701,1.1375331,0.7515804,0.97959185,1.1357139,0.9389663,1.0827684,0.9637598,1.0403448,1.1093808,1.1207821,1.1633465,1.080941,0.8661443,1.0967824,0.93531674,0.8593581,1.116434,1.1013148,0.9442997,0.87173426,1.1431098,0.96770424,1.0531812,0.977181,1.2013586,0.90495694,0.9606596,0.7132244,1.1265278,0.8737862,1.0169531,0.89407384,0.9816693,0.9431964,0.8736246,1.0678749,0.9366398,1.1720357,0.9543199,1.0004921,1.1317023,1.0880603,0.9938772,1.072089,1.1573741,1.0643519,0.97524285,1.1179404,1.062761,1.0239861,0.7932996,0.85665375,1.1029882,0.8537326,0.856555,1.0796524,0.9881178,1.0547321,0.9026033,1.0955967,0.7235266,0.99404144,0.904353,1.0380615,0.9197711,1.1263748,0.87001276,1.1595541,1.0944123,0.8655098,0.99076945,0.928068,0.0,1.0718267,1.0933766,1.0528995,1.127803,0.69474983,1.1360083,1.0421625,0.85503316,0.89348114,0.7683488,0.9933989,1.0662225,0.91504514,0.8548155,1.03775,1.1338526
strawberry,1.445268,0.6746156,0.17534387,1.2737646,0.62288934,1.0159485,0.8766011,0.6626377,1.4393497,1.3769152,0.52841425,1.3836415,1.3335217,1.1431663,1.316001,0.97302717,0.63940924,1.0019609,1.1829431,0.4447404,1.0702772,0.8905642,0.7035989,1.0328333,0.3690589,1.2243915,1.2594107,0.8864137,1.0076052,1.2952523,1.2274066,0.8629302,1.4103819,0.71168625,0.46283996,1.3672011,0.8293185,1.1603656,1.3774669,1.0942222,1.2894124,1.1318489,1.2286143,0.5703162,1.2002383,0.7349584,0.5556303,0.788983,0.7173293,0.92583436,0.5120952,1.0786439,0.68052155,1.0632415,0.59343,1.2895163,0.66361856,1.2852614,0.41157413,1.3034117,0.9583526,1.156548,1.0044534,1.339749,0.8502791,0.95081043,0.8368495,0.695612,1.2136698,1.3520042,0.6249188,1.0703032,0.5093588,1.0756581,0.87760043,1.0483454,0.36163503,1.2222435,1.3577988,1.3466401,1.201978,0.6936425,0.58528435,0.6445976,0.7603859,0.76696354,0.7796049,0.41305673,1.1704427,0.78159773,1.3444902,1.1035885,1.192303,0.9838171,1.3927755,0.91608065,1.1269902,0.57209826,1.2336764,1.051215,1.3522035,0.57371604,1.1939449,0.6096328,1.2838203,1.1566473,0.8144863,1.0718267,0.0,1.2129695,1.2907486,1.4365003,0.64575684,0.6411691,1.2496767,1.1010791,0.7146223,0.8176367,1.2616494,1.1259649,1.0939807,0.8064861,0.43870968,1.3604097
stroller,0.8394128,1.2554197,1.1931868,0.9893753,1.1721104,1.0396887,1.0313966,1.1645929,0.9011197,0.6705637,1.2714062,0.77263975,0.9261812,1.0656224,0.7569866,1.1761196,1.2070383,1.1173904,0.8640113,1.2384014,1.1158355,1.0692757,1.259281,0.8651959,1.2287607,0.99161595,0.99491924,1.1148883,1.0185962,0.85246646,1.0252836,1.0523486,0.67054915,1.2242348,1.2790046,0.5797876,1.2037964,1.0050447,0.96498996,0.6793643,0.920048,1.110651,0.9088854,1.1793971,0.8153796,1.1720071,1.1717455,1.1519005,1.2083445,1.3029807,1.0598675,1.0182751,1.1542343,1.1890631,1.0650102,0.82028186,1.1295528,1.002536,1.1926835,0.82100797,1.005115,0.8802608,1.0629629,0.8794668,1.2350653,1.1191844,1.2854801,1.1848168,0.9401498,0.9454366,1.1977848,1.0772517,1.2094524,1.2490714,1.245855,1.0181544,1.1806521,1.0437243,0.8194217,0.8892704,1.0055542,1.267592,1.3254223,1.1742525,1.271867,1.102207,1.2893039,1.1475315,0.97572803,1.1051093,0.8014667,1.0503646,0.84142613,1.0651711,0.8249876,1.1533798,1.0561606,1.1806768,0.7719266,1.2228942,0.4828658,1.2965055,0.93792766,1.101765,1.0651066,1.0152472,1.2922556,1.0933766,1.2129695,0.0,0.75841594,0.75646865,1.1067692,1.2088088,1.0407872,1.0785555,1.3087255,0.6254396,0.76450545,0.9258181,0.9033886,1.1281323,1.2977368,0.7712477
sweater,0.6771145,1.285297,1.3413539,0.8445858,1.221004,1.0827268,1.2204076,1.3082603,0.7956037,0.57109374,1.3547863,0.74070156,0.5544953,0.85438627,0.8064841,1.2549859,1.2607102,1.1041567,0.9487663,1.3344679,1.3078939,1.1306632,1.3323548,1.1234064,1.3300253,0.92031384,1.0197506,1.0980616,1.1105103,0.82768,0.8968266,1.1758775,0.42490923,1.3034402,1.3700573,0.6882522,1.145829,1.003665,0.7649218,0.82737285,0.97761,1.1624894,0.83616936,1.2339145,0.68832564,1.1130311,1.2464069,1.2554078,1.1852051,1.3171366,1.2452693,0.8649465,1.2178416,0.9578892,1.0863117,0.5151454,1.1958286,0.803833,1.3458186,0.75916964,1.1859971,0.8218117,1.0604274,0.4889803,1.3381264,1.3240713,1.381335,1.239784,0.8647797,0.7575743,1.2484796,1.0189185,1.2458371,1.1642534,1.1500857,1.003937,1.3200353,1.0539188,0.3646816,0.5788852,0.85421634,1.3651723,1.3578441,1.3021879,1.198263,1.1558355,1.3085284,1.3051404,1.0019642,1.3051898,0.87274283,0.9769106,0.620551,1.1987935,0.43591738,1.2873293,0.8896278,1.3685497,0.7382585,1.2203823,0.73834634,1.4254454,0.87309825,1.211819,0.833491,0.9443478,1.2953826,1.0528995,1.2907486,0.75841594,0.0,0.54446256,1.2676905,1.2098019,0.91240597,1.1343322,1.3449614,1.0198152,0.6749797,0.95473975,1.0873903,1.3533214,1.3334867,0.7292905
table,0.5194164,1.361784,1.5264127,0.7383791,1.3138638,1.0367713,1.1841191,1.3565813,0.43112254,0.4435081,1.5169411,0.53280616,0.6133774,0.96977776,0.60788184,1.2125632,1.3868876,0.73668146,0.75036156,1.4705569,1.2277628,1.0427948,1.444565,1.1570864,1.4994185,0.8607361,0.8138975,1.1021018,1.0669082,0.70619076,0.52036774,1.1685153,0.49422133,1.3885336,1.5776646,0.4385985,1.0611783,0.7448112,0.6299631,0.94762516,0.9102285,0.9748902,0.8121019,1.3016297,0.8772231,1.3252715,1.3889041,1.2954674,1.4356141,1.1475887,1.4523685,0.93711454,1.389821,1.0457202,1.0741707,0.75905114,1.2232949,0.6718967,1.6056062,0.79803383,1.1493742,0.9372367,0.9123312,0.65058035,1.4008799,1.2852309,1.3904531,1.2463204,0.66754514,0.52271044,1.357816,0.8304239,1.4060212,0.98911566,1.353222,1.0617328,1.4949316,0.96476054,0.57883984,0.6734447,0.52931154,1.5103745,1.503937,1.4187874,1.429691,1.2199216,1.2375388,1.4389569,1.0369949,1.3593378,0.6522795,0.6771748,0.7968347,1.1458554,0.58454674,1.3703327,1.0952526,1.4324845,0.756183,1.085803,0.5845812,1.626029,0.81123596,1.312577,0.93792135,0.5956603,1.2163249,1.127803,1.4365003,0.75646865,0.54446256,0.0,1.2415358,1.4437529,0.6947266,0.9231113,1.5278572,1.0229139,0.33658135,0.91963786,1.0173426,1.4753516,1.6043587,0.5556817
tape,1.3559495,0.71380544,0.59720886,1.4293116,0.5236491,0.6464641,0.9272623,0.45891017,1.207641,1.336514,0.832442,1.3527617,1.3321983,1.2720311,1.1745892,0.618376,0.5741673,0.5297871,0.95964354,0.81890464,1.0221673,0.43791878,0.8437561,0.93788165,0.8001773,1.3176942,1.2072185,0.9444966,0.86213994,1.1645641,1.0458522,0.9420016,1.3207264,0.7919482,0.84262335,1.2393817,0.5172553,0.9210049,1.3792585,0.9326108,1.2174587,0.98130804,1.2768012,0.7626122,1.2774516,1.2003591,0.9732366,0.77266926,1.1117275,0.75264585,0.6663332,1.3741074,1.043679,1.1461089,0.7090216,1.3620975,0.83814514,1.2762054,0.55191123,1.3313543,0.8494929,1.119747,0.69830227,1.493108,0.7279596,0.9741228,0.71317315,0.7708043,0.99350363,1.0207031,0.86316544,1.0776097,0.8722271,1.0081809,1.1803243,1.260591,0.6262291,1.1188551,1.3754652,1.4412262,1.162265,0.78640723,0.94723004,0.99633765,0.94465154,0.6201575,0.54813766,0.6795788,0.97047496,0.6536578,1.1778865,0.9393224,1.2138592,0.7785834,1.4664447,0.62841886,1.2390951,0.6477828,1.1874598,0.75014484,1.2013518,0.6214593,1.1657859,0.8754976,1.1068935,0.9400082,0.7379488,0.69474983,0.64575684,1.1067692,1.2676905,1.2415358,0.0,1.0743661,1.2278112,0.8723264,0.8045291,0.5765507,1.0838104,1.1097175,1.0555573,0.79378074,0.8266661,1.3116901
toe,1.3485509,0.6346108,0.5416062,1.0462476,0.83044374,1.143699,0.93195134,1.1026789,1.4514834,1.4377586,0.6138427,1.3731109,1.2157276,1.0628316,1.3790238,1.1736915,0.8652928,1.224922,1.4216626,0.4202333,1.093921,1.2366402,0.8418335,1.0946704,0.5039888,1.0408738,1.323494,0.9970119,1.1410314,1.3711125,1.2746027,0.9231965,1.291054,0.6331464,0.52958566,1.5229653,0.9597236,1.3192799,1.1167536,1.1529324,1.3227813,1.1764159,1.087083,0.42862773,0.86859035,0.15635729,0.72968173,1.0871015,0.22422135,0.84409213,0.86470777,0.6123135,0.38406116,0.6606139,0.8592803,1.0271449,0.6388578,0.74581844,0.54162747,1.0332725,1.1185824,1.2531304,1.1903449,1.1626468,0.9012232,1.0647141,1.0637442,0.9007721,1.3298097,1.2155726,0.7176249,1.0773005,0.31217396,1.012071,0.5753279,0.4380533,0.5368438,1.2748994,1.2977893,1.1631829,1.2751544,0.66433907,0.41719365,0.7560818,0.67558366,1.1908455,1.0093448,0.67223006,1.3128465,1.0563037,1.4394737,1.1183003,1.1190505,1.1181095,1.1993583,0.8670225,0.90053177,0.75966275,1.2372746,1.225426,1.3699834,0.45589852,1.176301,0.75780904,0.87357605,1.1939882,0.63615364,1.1360083,0.6411691,1.2088088,1.2098019,1.4437529,1.0743661,0.0,0.8226913,1.0944935,0.79838854,1.2053156,1.4412793,1.2408149,1.1343197,0.9607413,0.36942828,1.3210993
tooth,0.8177873,1.1568347,1.2115055,0.7846583,1.216507,1.0057367,0.8597234,1.3828431,0.8589234,0.87041557,1.3568009,0.99486536,0.6536339,1.0263888,1.0316615,1.2184391,1.3119093,0.79931414,0.9563258,1.0107098,1.2945769,1.1471847,1.4359484,1.1977198,1.1502203,1.0444022,1.1424978,1.0161251,1.1786275,0.9914877,0.5469655,0.9698874,0.92839646,0.92078274,1.2669952,0.86540204,1.0138365,0.8797712,0.79752994,1.03368,1.1790993,1.0395123,0.95914286,0.8044575,0.8866843,0.6991702,1.32885,1.2535468,1.0385653,0.8839122,1.3484354,0.67976296,0.92858434,0.7463989,0.8055126,0.8637968,0.88115364,0.32032758,1.3600546,0.9200095,1.0001382,1.1557813,0.88473547,0.8681591,1.2368934,1.3821025,1.3835934,1.2237575,0.80168545,0.48937058,1.2490019,0.75967854,0.9891798,0.874855,1.0349636,0.5521561,1.19607,1.2363873,0.864939,0.8654312,0.6588825,1.2411226,1.0733793,1.2742207,1.1928098,1.2989081,1.172806,1.32395,1.1792898,1.3595456,1.0689589,0.48887855,0.97970223,1.0573597,0.8956036,1.2346143,1.1316359,1.3490704,1.0277764,1.2609822,1.0025163,1.2710979,1.0284103,1.1998682,0.7489259,0.4930929,0.67289776,1.0421625,1.2496767,1.0407872,0.91240597,0.6947266,1.2278112,0.8226913,0.0,0.7855165,1.380102,1.0965724,0.6477779,1.1681447,1.0624268,1.4862103,1.2328638,1.0536807
toothbrush,1.037605,1.0127115,1.1074002,0.92546034,1.0208472,0.9152359,0.8765146,0.9062161,0.99243736,1.056362,1.0438286,1.0948172,0.9864006,1.1650311,1.0622703,0.7937987,0.86142844,0.86640257,0.8468635,1.1424892,0.86546034,0.8626168,1.0539066,0.9765304,1.1274782,1.2109091,0.9594749,1.1061757,1.0626688,1.0289478,0.9438529,1.0886042,1.1456093,1.0126742,0.95683414,0.9796312,0.87285423,0.990944,1.0536461,1.004935,1.0347728,0.9181707,1.0958436,1.0870318,1.1081126,1.0320256,1.2095652,0.97015655,1.1068419,0.48483723,1.0708721,1.0527687,1.1005572,0.9712225,0.6632852,1.1222658,1.0417929,0.8440811,1.102725,1.0513573,0.95801,1.1847247,0.75237894,1.1598649,0.7034817,0.879508,0.9651435,1.1144689,0.83335453,0.8830398,1.094222,1.0381213,1.1020265,0.95038414,0.9989641,1.0210202,1.1022116,1.0230343,1.1035072,1.118465,0.82803416,0.66622233,0.8460028,1.1069034,1.1580796,1.0244604,1.0061322,1.1412182,1.0143627,1.0317978,0.9535321,0.8777172,1.0727924,0.7319059,1.1738172,0.96194816,1.1438618,0.9666949,1.0985081,0.9818048,1.0302179,1.0383556,1.1197612,1.1414282,0.853521,0.87263805,0.6405974,0.85503316,1.1010791,1.0785555,1.1343322,0.9231113,0.8723264,1.0944935,0.7855165,0.0,1.0152831,0.83154976,0.90697324,1.0751885,0.96554166,0.91192424,1.0580688,1.1190112
towel,1.1722819,0.7365081,0.74567574,1.3927746,0.8221873,1.0068232,0.8083189,0.588312,1.3231872,1.4085846,0.47239846,1.296308,1.2786341,0.86038667,1.3884674,0.60740536,0.4585979,1.148179,1.2060853,0.76047397,0.633608,0.79640484,0.3285582,0.90353966,0.6496344,1.118822,1.0047284,0.8884097,0.9868757,1.2999221,1.4230207,0.9340555,1.3729569,0.72451496,0.51989377,1.4501576,0.74780023,1.2235786,1.2391953,1.1437157,1.002409,1.0386678,1.1826729,1.0204995,1.3660235,0.9498088,0.5598811,0.66873574,0.64639235,0.80699015,0.6501204,1.1646471,0.88363624,0.7716742,1.053475,1.3814025,1.0029926,1.4562201,0.54613805,1.229723,1.0738559,0.9122225,1.01814,1.3040426,0.60546744,0.5578773,0.5891826,0.5789222,1.1856172,1.3737187,0.6742109,1.1608251,0.82440716,0.5538591,0.58680713,1.2271427,0.76896894,0.7696522,1.3742337,1.2827306,1.2602324,0.58652055,0.6051637,0.613534,0.45656157,0.6657165,0.75362676,0.62605965,0.8085649,0.5594371,1.2002153,1.3335059,1.2847414,0.9298948,1.3180015,0.6321147,0.79658115,0.4647683,1.2138234,0.70095766,1.4289418,0.45549834,1.2228472,0.6346223,1.0367228,1.3688722,0.9012897,0.89348114,0.7146223,1.3087255,1.3449614,1.5278572,0.8045291,0.79838854,1.380102,1.0152831,0.0,1.1386017,1.5458897,1.1437141,1.099051,0.31748754,0.48152333,1.313714
toy,1.1421337,1.0691688,0.8216896,1.2572179,0.6790546,0.6758808,0.9016339,0.6818392,1.2131692,0.8959618,1.0672871,1.0524985,1.0153251,1.1744397,1.0893312,0.7679291,0.834872,0.82273847,0.6305504,1.050698,1.1879073,0.6031475,1.141255,0.9558912,1.0259798,1.3275424,1.0919583,0.9652235,0.96230435,1.0062655,0.97281975,1.0109968,0.97335875,1.0283949,1.0500491,0.70677507,0.8187129,0.9481363,1.2660792,0.5420822,1.1827929,1.0354898,1.2084076,0.9947445,1.0351486,1.2241806,1.0727841,0.9749105,1.274882,1.0309292,0.6787138,1.269106,1.1169561,1.1408416,0.5705061,1.1352813,0.8991984,1.0970151,0.8025649,1.196327,0.7971021,1.0547552,0.7763541,1.2908522,0.94691515,1.144157,1.0455195,1.0880066,0.915322,0.87273574,1.0321922,1.0814928,1.1514482,1.1199563,1.3378129,1.1599021,0.895709,1.1877811,1.0871807,1.288711,0.973863,1.0223479,1.1904006,1.1557374,1.1474136,0.72298187,0.922282,0.8960863,0.8866949,0.9373912,1.0690972,0.9601962,1.0248384,0.7965136,1.2695662,0.88598996,1.2894784,0.92574495,1.0808451,1.1448704,0.85634464,1.0147285,1.1772509,1.1018597,0.9849241,0.90838075,1.0195898,0.7683488,0.8176367,0.6254396,1.0198152,1.0229139,0.5765507,1.2053156,1.0965724,0.83154976,1.1386017,0.0,0.6813531,1.0742143,0.9678007,1.0154191,1.0992975,1.1513764
