,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pig,0.923007,0.96193427,1.0128424,1.1208069,0.9669634,0.9259887,1.0647807,0.91888905,1.1534858,1.1996142,1.0827552,1.0341618,1.1024543,1.0044807,0.93988514,1.1234066,1.1513007,0.79448646,1.0137898,0.9801545,1.0316201,0.93376863,1.0338364,0.94089323,1.0585874,0.97952515,0.94547814,1.0277468,1.1069876,1.0057129,1.0639341,0.9054106,1.0465846,0.9249806,0.96834695,1.0888022,1.0031083,0.9612068,0.7546966,1.1624963,1.0375403,1.1160698,0.94336754,1.0954425,0.9670115,0.95341384,1.0173471,1.1147625,0.7529151,1.0807648,1.021389,0.9494938,1.1218206,0.9176868,1.1092978,0.9269153,1.0914085,1.0796474,1.1976297,1.1128843,1.1492302,1.0393107,1.0528065,0.9612558,1.0248426,1.0671409,0.987012,0.97041136,0.9396213,1.0239742,1.0248568,1.0670732,0.9054173,1.0271616,0.8650993,1.1479658,1.0828297,0.9483859,1.0140945,0.97897595,1.070574,0.8585898,0.0,0.98183584,1.0139126,1.0672708,0.9367996,0.9940036,1.027271,0.9224802,1.0947002,0.94475776,0.8392414,1.0749354,1.0373677,1.0235921,1.1509705,1.061403,1.1103559,1.059271,1.0858879,1.1093434,1.1281011,1.018694,1.0979891,1.0125375,0.9230239,1.0069939,1.0583664,0.72859216,0.964402,1.0849961,1.1090468,1.0946512,0.88342535,0.953136,0.9898885,1.1044545,0.98565274,0.8180947,0.899048,1.1030527,0.9244179,0.93981117,1.0568415,1.080962,1.0972053
pillow,1.2519817,0.854564,0.87821484,1.153052,0.83851576,0.792468,1.0369202,0.93303066,1.0959916,1.010278,1.0384319,0.4824723,0.9075435,1.3021775,0.79326713,0.8001216,1.1774373,1.1057112,0.64863753,0.6814772,1.1675348,1.3050997,0.82009447,0.6731901,0.6546208,0.69491136,1.0303998,0.8498912,0.79093945,0.7862944,1.1792836,1.126585,0.74952793,1.2780851,0.7317984,1.1721818,0.6544783,1.1349385,0.92573893,1.1777279,1.1207249,1.0560296,0.8928257,1.0173315,0.76460785,0.9577903,1.022264,0.8614198,0.8474666,1.2113475,0.6935745,0.6970383,1.3299692,0.98221594,1.159566,1.2993488,1.3151886,0.6068254,0.9308568,1.1071787,0.6975266,0.9460064,1.0408062,0.6992703,1.3730123,1.2082429,0.89235276,1.0390904,1.3107166,0.79866123,0.67426544,0.6198149,0.8693621,0.87108064,1.2739742,1.120017,0.9032251,1.3025551,1.003716,1.0243573,0.75130284,1.0333229,0.98183584,0.0,1.3785458,1.1997325,0.6402091,0.8707197,1.1187674,0.751619,1.096594,1.1045971,0.88097095,1.2493274,1.0387292,1.3356175,1.089392,1.0197674,0.8333601,1.1346583,1.1188076,0.74194324,1.2118853,0.64114404,0.8689487,0.7673556,0.8474784,1.2243031,0.9854739,0.97665554,1.0022068,1.1141876,1.3527551,1.0977535,0.7921295,1.040564,0.9554318,1.3206418,0.26803327,1.0672988,1.110237,1.3129168,0.9089026,0.880565,1.011845,0.67755973,1.0089583
pizza,0.8192316,1.2464911,1.2340343,0.93898904,1.2564187,1.2821032,1.0426313,1.2195508,1.1143574,0.9928144,1.0622616,1.3226991,1.1033812,0.82877713,1.2033237,1.0611401,0.84074867,1.0313778,1.3670015,1.2171707,1.0631824,0.12035495,1.2943751,1.3593669,1.4061515,1.2811766,1.0811625,1.164711,1.298281,1.2537428,0.9633049,0.33748257,1.0793569,0.087566376,1.3116438,1.0464715,1.3214778,0.7016712,1.0453665,1.0677865,0.96281385,1.0369564,1.1463377,1.0670251,1.2031217,1.1717013,0.9784663,1.1322212,1.020268,0.9591074,1.2596939,1.2227539,0.88005626,1.1127201,1.0152074,0.5322166,0.7953819,1.3572031,1.2966903,0.9594151,1.1080791,1.0792043,1.1851496,1.3640347,0.15903544,0.7924265,1.272018,1.2092358,0.10953474,1.2539697,1.0973122,1.3266373,1.0898649,1.157747,0.4053495,0.9254303,0.9962621,0.86761534,1.1114812,1.0844074,1.272642,0.9076803,1.0139126,1.3785458,0.0,1.0227221,1.2435942,1.2742729,1.0655261,1.2813336,1.0772264,0.3805771,1.2076101,0.37742037,0.9214478,1.0230603,1.0130666,1.0128809,1.1006471,1.0805814,1.0557008,1.2976048,0.98949796,1.315963,1.1940513,1.0465047,1.1606718,1.0742046,1.1275465,1.0794842,1.2335353,0.9630197,0.9965073,1.0546187,1.251533,1.1094555,1.101922,0.8916383,1.3043886,1.145268,0.7206297,0.9756426,1.2254112,1.1678317,1.2727394,1.3461058,1.1049215
plant,1.0481749,1.2784234,1.1190535,0.9729205,1.0971723,1.1433734,1.049484,1.0033308,0.827716,0.9867363,0.8156308,1.1067857,0.8146476,0.9325986,0.78732026,0.94171005,0.95544636,1.0601833,1.212091,1.2076572,0.9576637,1.0555241,1.0775608,1.1920115,0.97281986,0.9993352,1.0623248,0.9129197,0.90602046,1.0544236,0.9672704,1.0487497,0.9251451,1.0374931,1.161498,0.7760782,1.1822308,0.9368196,1.1479266,0.72112226,0.91770065,0.9349874,1.1798174,1.2216012,0.93939906,0.4633593,1.1864011,1.2143637,0.76453114,0.9287524,1.166262,1.3343482,0.6750916,1.2174952,0.8936728,0.9850022,1.0881765,1.191577,0.9401103,1.0540984,1.1456769,1.1020151,0.82778597,1.0747939,1.0508274,1.1091659,1.0481141,0.78553855,1.0298709,1.255933,1.1366282,1.2280756,1.1850284,1.0236559,1.0879496,1.0041642,1.1211597,0.89659,1.1057788,1.1238754,1.1166359,0.86796564,1.0672708,1.1997325,1.0227221,0.0,1.1360129,1.135707,1.1201984,1.1369985,0.8492245,1.0498134,1.0233833,1.1423427,1.1140959,1.010788,0.91809744,1.1759884,1.1349238,0.95312136,0.66605884,1.083605,0.6925416,1.3113129,0.9418968,1.2842989,1.0541452,0.70500195,1.2607098,0.9269532,0.9035803,0.9414729,0.72476965,0.82090193,1.1294775,1.1997254,1.1853818,1.0969048,1.2093352,1.0436497,1.0344905,0.29937577,0.97645944,0.9456362,0.8560693,1.2784824,0.69409096
plate,1.2531186,0.8460046,0.4193824,1.4803746,0.35697877,0.48208636,1.1943731,0.811743,1.2310858,1.1603225,1.3842411,0.28407145,1.3975773,1.4107509,0.4926964,1.3857694,1.315872,0.9910447,0.31701928,0.320256,1.2206178,1.1196611,0.9249087,0.5745024,0.7440207,0.68379426,0.8457463,0.8359082,1.2521021,0.29277408,1.2208611,0.98249,1.4052125,1.1335032,0.30792785,1.3542453,0.5414822,1.3557345,1.1442478,1.373979,1.3126018,1.3064489,0.63782835,0.95106995,0.31893265,0.7755361,1.033885,0.8527729,0.6296382,1.269968,0.38267398,0.930073,1.3097115,0.529815,1.2953023,1.0542717,1.3944468,0.43672138,1.1288755,1.4824691,1.238322,0.8000246,1.0950055,0.39861548,1.3350893,1.4457616,0.87664175,1.1250877,1.1260543,0.47811735,1.111581,0.47631472,0.57636124,0.95207936,1.1885649,1.5395119,1.2979493,1.2181168,0.8633255,0.8462361,0.77943075,0.9110669,0.9367996,0.6402091,1.2435942,1.1360129,0.0,0.60691494,1.3809254,0.51751864,1.3360045,0.97938776,0.925465,1.1639632,1.3077993,1.2045045,1.4580338,1.1723502,1.2779675,1.0781232,1.1694666,0.6583745,1.3570653,0.47261053,0.9122491,1.0595623,0.90067595,1.3022215,0.9192514,0.83820367,0.98275405,1.3961475,1.3621984,1.3806012,0.47592288,0.87304395,0.9957689,1.1888595,0.7419802,0.92694056,0.97977555,1.3043857,1.0604641,0.7407809,1.201752,0.510512,1.1840218
pumpkin,1.0120821,0.63631546,0.31099927,1.3187418,0.2899474,0.39372146,1.1774209,0.82969236,1.3325529,1.1116939,1.4586047,0.6900799,1.4771727,1.3294833,0.6110047,1.3946044,1.3082974,1.2203734,0.45523572,0.73530835,1.4069918,1.0613114,0.936788,0.75473166,0.926431,0.87683177,0.8215567,0.9874067,1.1813159,0.6023841,1.2002323,1.0038047,1.3782531,1.1837462,0.5570477,1.398062,0.7935034,1.1611017,1.0056785,1.3819759,1.4325309,1.1420004,0.43999887,0.7367754,0.52366275,0.7529133,0.8914752,0.8242365,0.8231681,1.2029077,0.5591507,0.88316846,1.2622033,0.64888287,1.0562698,1.1501033,1.1442459,0.43560016,1.0592155,1.3667691,1.1764048,0.9170997,0.9946559,0.5632253,1.2532299,1.2875346,0.93771195,1.004864,1.09738,0.40361977,1.2401739,0.5066747,0.58540714,1.1566445,1.1081212,1.3131753,1.1536815,1.3448544,0.856272,0.885912,0.719823,1.1046847,0.9940036,0.8707197,1.2742729,1.135707,0.60691494,0.0,1.3585654,0.67005575,1.3936558,0.99766046,0.86932504,1.1201138,1.2321631,1.1373886,1.2374554,1.1246029,1.1052587,1.002384,1.2035992,1.0900084,1.2768885,0.5659733,1.0477035,1.0710118,1.0653023,1.1803024,0.80496365,0.8967486,0.8255899,1.2074986,1.151747,1.3798664,0.59150684,0.68192816,0.95577925,1.2136788,0.94787824,0.924542,1.2075832,1.2039318,1.0260888,0.7115812,1.1466651,0.47896993,1.2624623
purse,0.91003805,1.2600881,1.3884318,0.83305204,1.3594184,1.2983254,0.73386204,0.84745234,0.83407825,0.97136396,0.539742,1.4008375,0.68088984,0.6248804,1.3375276,0.5632877,0.5647368,0.66064644,1.3335683,1.1542262,0.43146557,1.2371881,1.0263655,0.799893,1.0400912,0.91112876,1.0771278,1.2085702,0.8324144,1.4295359,0.7585018,1.1854528,0.67285395,1.1822245,1.3696935,0.5428565,0.89725196,1.0905527,0.79860973,0.8790764,0.5551057,0.94052696,1.3429568,1.3075502,1.4791034,1.336088,1.3085216,1.1161608,1.2801514,0.663406,1.371614,0.9362694,0.96333826,1.1239852,0.97146726,1.013967,0.917206,1.3239825,0.9182141,0.5121298,0.74911815,1.1153666,1.0404392,1.3661733,0.9561076,0.67522895,1.0537792,0.7520137,1.1984311,1.3471463,0.64827627,1.3806784,1.2394364,0.9192309,1.0258847,0.6977881,0.89482296,0.665223,1.1355587,1.1257956,1.2152262,1.0237746,1.027271,1.1187674,1.0655261,1.1201984,1.3809254,1.3585654,0.0,1.1303824,0.8703525,1.178318,0.9799171,1.0482934,0.71060085,0.6363251,0.80634886,0.66461563,0.90490735,0.9341166,1.0944854,1.0475876,0.7623459,1.2313395,1.1146019,1.0043019,1.0305094,0.85877043,1.1325312,1.074984,0.84301746,0.80510485,0.8280259,0.6961576,1.0794842,1.2799804,1.1258708,0.8570037,0.97813225,0.63915986,0.90837765,0.9916838,0.84701276,1.1998341,0.7321788,1.3511386,1.0497714
radio,1.3076696,0.8708736,0.74043447,1.2912201,0.66139185,0.74470544,1.2136738,0.5714393,1.2321389,1.186175,1.2908989,0.6095455,1.189175,1.3722751,0.6186164,1.3335705,1.2882124,0.8702094,0.4278884,0.5621833,1.0684987,1.1749337,0.72659147,0.48534894,0.57442313,0.7046013,1.0107379,1.0290726,0.966134,0.5625733,1.1468431,0.9796611,1.2399673,1.1608912,0.53403455,1.2724144,0.5337872,1.3584566,1.0634446,1.258311,1.0587834,1.2288783,0.8298529,1.0588166,0.68337893,0.74580675,1.1808038,0.86080897,0.83449185,1.1051544,0.70817894,0.8236754,1.3865514,0.78343797,1.2786491,1.2422597,1.3468443,0.6528111,1.0661305,1.3221432,1.1673586,0.76687837,0.95455074,0.2937466,1.2453911,1.3365257,0.62561345,0.91539127,1.1702096,0.80690193,1.0619323,0.70725334,0.76148576,0.6752942,1.2363763,1.4689043,1.2844086,1.2778924,0.7782416,0.80412745,0.8941929,1.1407608,0.9224802,0.751619,1.2813336,1.1369985,0.51751864,0.67005575,1.1303824,0.0,1.2013661,0.98775256,0.84597707,1.188638,1.2817053,1.0504513,1.3918074,0.96357244,1.2062986,0.94131565,1.1286262,0.7797229,1.3727869,0.5467507,1.1363761,1.0642112,0.8721456,1.0682538,0.9324715,1.0228356,0.75336266,1.341907,1.2820326,1.1561272,0.5259521,0.9367182,1.1333044,1.2242606,0.78942907,0.82757115,0.9979967,1.2435364,0.9116505,0.5469349,0.8574471,0.6443919,1.1289785
refrigerator,0.9519014,1.2202873,1.3966674,0.6436801,1.3941059,1.3468707,1.115098,1.1369257,0.5292088,1.0343455,0.62113076,1.1900741,0.52619135,0.80581295,1.3533859,0.84961104,1.0308783,0.88440025,1.319354,1.1105841,0.6127301,1.1772859,1.0257306,1.0913821,0.76988673,1.0787563,1.2524867,0.95506215,0.6215917,1.1806006,0.95404154,1.1408885,0.5700654,1.1250274,1.4339209,0.6441877,1.0687231,0.8121176,0.9904481,0.32300365,0.5119214,0.8252457,1.2836478,1.1308496,1.3775148,1.0594685,1.0631993,1.2108748,1.3543441,0.8166969,1.2381613,1.2229505,0.9340657,1.3013872,0.84888613,0.99126005,0.9747506,1.2595096,0.90354407,0.8145616,0.9439767,1.108417,0.877483,1.0930893,0.9877693,0.9412312,1.0267112,0.9584548,1.1389818,1.2936937,0.85509706,1.2715058,1.2928224,0.48848295,1.0990152,0.89120525,0.787013,0.79425555,1.2839823,1.2966952,1.1215595,1.0156751,1.0947002,1.096594,1.0772264,0.8492245,1.3360045,1.3936558,0.8703525,1.2013661,0.0,1.1337898,0.98650026,1.0681428,0.939042,1.1185316,0.76101065,1.1355032,0.81600356,1.0980537,0.7332022,0.6890109,0.95886934,1.3900867,0.8489821,1.1789448,1.178721,0.80482745,1.1797334,1.0706391,1.0881518,0.791952,0.96200377,0.5719417,1.3679565,1.2635635,0.86736465,1.0611255,1.1752583,1.230635,0.8778708,0.7779708,0.901739,1.1048901,0.8015095,1.2784758,0.56071305
rock,1.0493177,1.1074771,1.051678,1.116763,1.0460421,1.0138646,1.1797063,1.0210596,1.1807007,1.2063924,1.2289426,1.1311982,1.2236073,1.0642829,0.99859494,1.2483686,1.1907203,1.0550206,1.1506121,0.9743605,1.1464052,0.34704608,1.1756699,1.1320825,1.1524532,1.1417164,1.1320162,1.1291869,1.2096452,1.0533978,1.0920768,0.050005555,1.1832418,0.31496942,1.174674,1.2003915,1.1215652,0.9543836,1.0329003,1.1280537,1.0343589,1.1140866,0.9143262,1.0872983,1.099963,0.94597715,1.0382848,1.0843179,0.9370683,0.9984374,1.1403372,1.1096871,1.1563565,1.07408,1.1337334,0.7680776,1.0587178,1.1430669,1.2271639,1.2383964,1.1871736,1.0803056,1.0736979,1.0425596,0.5166787,1.0111129,1.1400068,1.0865873,0.3357011,1.1154002,0.9823968,1.1157907,0.8540609,1.0190842,0.66695803,1.227681,1.0941863,1.0038182,1.0923216,1.0385373,1.1540098,0.9213308,0.94475776,1.1045971,0.3805771,1.0498134,0.97938776,0.99766046,1.178318,0.98775256,1.1337898,0.0,1.0910026,0.64949673,1.1123557,1.1264069,1.156654,1.0068015,1.1626812,1.0012738,1.0445455,1.2144511,1.1980919,1.0689006,1.212591,1.0945436,1.0310981,1.0728086,1.1943983,0.87957025,1.0796747,1.1423725,1.1453515,1.13702,0.9534316,1.04356,1.1778498,1.187821,1.0396402,1.0988648,0.749256,1.0674635,1.075233,0.8948882,1.142761,1.15507,1.0376717
rooster,0.80382997,0.96686125,0.8748093,1.2057512,0.94403964,0.86346304,1.1018258,0.95323515,1.1592252,1.1120789,1.1680691,0.91804904,1.2493006,1.0557956,0.76677656,1.2062817,1.1771314,0.9610048,0.86142117,0.8974086,1.1447718,1.1583743,0.891511,0.7489812,0.8266824,0.8502931,0.88181233,0.95886016,0.9298182,0.9005969,1.1600708,1.0807191,1.1289024,1.1555154,0.86618555,1.1496358,0.802695,1.0910436,0.7824306,1.1218325,1.0800517,1.0987295,0.86086476,1.0324918,0.8873611,0.7611892,1.151411,0.8208101,0.81602836,1.1366663,0.806546,0.8728251,1.2731657,1.0130303,1.0293099,1.180449,1.1945581,0.8267726,0.94306827,1.2339928,1.0521299,0.8982641,0.9072645,0.77270293,1.206362,1.2764452,0.88496184,0.85373855,1.1765788,0.9566126,1.074066,0.8287287,0.89320886,0.8588214,1.1254761,1.1901525,1.1669234,1.1258094,1.0106499,1.0080588,0.8332329,0.8758269,0.8392414,0.88097095,1.2076101,1.0233833,0.925465,0.86932504,0.9799171,0.84597707,0.98650026,1.0910026,0.0,1.199292,1.0593586,1.1005255,1.1276989,1.0512367,1.0702682,1.0809228,1.1503928,0.91408676,1.2905827,0.8762454,0.9278405,1.1157149,0.86222005,1.0406373,0.94290406,0.72069395,0.795431,1.1507397,1.1677916,1.1071078,0.85637414,1.034299,0.83274794,1.2156003,0.98846716,0.8941268,1.0770395,1.1162633,0.76784587,0.88512874,0.8273792,0.8225406,1.0170747
sandwich,0.73832285,1.0541766,1.1135337,0.9553028,1.1362764,1.1806202,0.97455126,1.2037096,1.0685912,0.93183297,1.0178545,1.1744123,1.0517741,0.9180717,1.1867117,0.93607426,0.942889,1.0901374,1.2060938,1.1422966,1.0196931,0.4818356,1.1829686,1.260424,1.3037052,1.1659689,1.1129521,1.0048655,1.187138,1.1542482,0.89880055,0.647027,1.0345174,0.46192288,1.1559955,1.0440402,1.2365026,0.8091651,1.0116918,1.0938845,0.9992728,0.9526124,1.1146115,0.9504046,1.0931791,1.2808954,0.9715161,0.98475176,1.0982757,1.0539715,1.0686934,1.165354,0.9754932,1.0278876,0.9301209,0.51036006,0.8935295,1.1554239,1.1500388,0.9312412,1.0228281,1.0855474,1.1224989,1.2362033,0.43743455,0.8318932,1.2022972,1.2224785,0.49334955,1.0270001,1.1020184,1.1185759,1.1119255,1.1092895,0.72172,0.94469464,0.96410173,0.9634608,1.1021378,1.1264235,1.1478766,1.02239,1.0749354,1.2493274,0.37742037,1.1423427,1.1639632,1.1201138,1.0482934,1.188638,1.0681428,0.64949673,1.199292,0.0,0.89397657,1.1021231,1.0166123,1.0808421,1.0345926,1.1294752,1.0860176,1.1533482,1.0167931,1.1861603,1.0157875,1.014125,1.1848111,1.2366292,1.018383,1.136363,1.2384402,0.9368534,1.0644304,1.0494099,1.176221,1.0694127,0.9854789,0.9826086,1.2140818,1.2048719,0.88483113,1.0988061,1.2014413,1.2218034,1.2305491,1.1211483,1.1917765
scarf,0.900589,1.0025895,1.184802,0.8060142,1.2543895,1.2203976,0.9179449,1.2613707,0.9315045,0.8746778,0.85198647,1.3038049,0.80550164,0.62450016,1.2228514,0.63480526,0.7033061,0.94508314,1.2921367,1.2205534,0.88675463,0.9689018,1.217545,1.1527897,1.2476714,1.1290871,1.0341626,1.163503,0.96851784,1.3701711,0.9241139,1.1061193,0.7632526,0.97203785,1.3112748,0.94465506,1.1098473,0.77290344,0.8278271,0.9959663,0.9311241,0.96884555,1.0890107,0.944123,1.2472807,1.2662867,0.9658944,1.0370325,1.0852283,0.8724291,1.273304,0.8425976,0.9790347,1.076121,0.8703828,0.9176799,0.84135807,1.1853203,1.1445189,0.38355684,0.48889697,1.0902468,1.2545522,1.4335335,0.89602494,0.64913386,1.2260232,1.0447888,0.9691706,1.1602087,0.8476858,1.2253513,1.1538597,1.1006138,0.9161376,0.568102,0.65935963,0.8923914,1.1329778,1.1364783,1.094194,1.0342201,1.0373677,1.0387292,0.9214478,1.1140959,1.3077993,1.2321631,0.71060085,1.2817053,0.939042,1.1123557,1.0593586,0.89397657,0.0,1.0427278,0.74473137,0.84628224,0.6626384,1.1603749,1.1193736,1.1393871,0.96286416,1.1193635,1.0137919,0.8092386,1.0030825,1.1868147,0.9456303,1.0154318,1.1345617,0.6818727,1.0827159,0.93231034,1.1582994,1.1073784,0.9360086,0.942442,0.9787644,1.1163594,0.9712384,1.0958351,1.0235206,1.2522941,1.1249607,1.1862403,1.058358
scissors,1.0581124,1.2555408,1.2140043,0.92711985,1.1393347,1.1099893,0.64862573,0.7511772,0.8965551,0.9647668,0.8217743,1.3613163,0.90218693,0.8639966,1.1880122,0.9193097,0.55794334,0.8068795,1.1486157,1.2464188,0.8001761,1.1120734,0.979435,1.0873071,1.2877342,1.0272615,0.7973076,1.2513787,1.0217991,1.220717,0.7816841,1.1203177,0.99249893,1.1108768,0.961516,0.76610124,1.1419399,1.2096072,1.0971901,0.9496074,0.89305514,1.1351624,1.1777035,1.2608155,1.2997116,1.1708313,1.2109485,1.0385995,1.185287,0.7540151,1.3221445,1.0512229,0.68995726,0.9638015,1.081742,1.0366445,0.85675144,1.3518014,0.91047335,0.83306456,1.2044325,0.793198,0.89293504,1.2156117,0.9689887,0.7335068,0.96700436,0.6746937,1.0893825,1.2197211,0.9930642,1.3938622,1.0218606,1.1206342,0.98863965,0.8962498,1.132599,0.79684913,0.5581048,0.548907,1.299608,1.0652411,1.0235921,1.3356175,1.0230603,1.010788,1.2045045,1.1373886,0.6363251,1.0504513,1.1185316,1.1264069,1.1005255,1.1021231,1.0427278,0.0,1.0534902,0.8454827,1.2352026,0.42672604,1.0210111,1.1175194,0.6478037,1.1948192,1.202572,1.0373714,0.8391825,0.68368554,0.9715541,1.1187193,0.6834478,1.0973122,0.58839685,0.86637723,0.8713944,1.1340034,1.251888,0.3799461,1.1564192,0.5407821,1.0159298,0.88864535,0.8851335,0.99388576,0.6658027,1.3120365,1.0714217
shirt,0.8728168,1.0635998,1.3174338,0.5944767,1.3222282,1.2752521,0.9245614,1.2344029,0.8375056,0.7395487,0.7745563,1.2595881,0.7523676,0.6212412,1.3109,0.64198565,0.8203682,1.0732343,1.387701,1.3957372,0.9228747,1.1256905,1.0756645,1.3277926,1.1189224,1.1797168,1.1435882,0.9725585,0.8852392,1.3692819,0.9210721,1.1823134,0.7489408,1.1162373,1.4321259,0.83121026,1.3508817,0.78543484,0.94728506,0.68839514,0.8868877,0.41157103,1.2426089,1.0401622,1.3509414,1.1417322,1.0215067,1.1322343,1.30358,0.84271985,1.2779908,1.0883677,0.7888319,1.2584267,0.67200387,1.0004308,0.77663195,1.1731946,0.8078729,0.5454727,0.5623504,1.1632783,1.0391589,1.3942355,0.9854042,0.7564931,1.1267167,1.0900911,1.1024957,1.2416884,0.8702669,1.2261602,1.3014545,1.1248077,1.0712454,0.31722856,0.5630734,0.876265,1.2557124,1.2468586,1.0179021,1.1061856,1.1509705,1.089392,1.0130666,0.91809744,1.4580338,1.2374554,0.80634886,1.3918074,0.76101065,1.156654,1.1276989,1.0166123,0.74473137,1.0534902,0.0,0.967969,0.3823114,1.0731758,0.91018176,1.1634052,0.8020074,1.3087037,0.84121776,0.93712014,1.2249672,0.9119252,1.0323863,1.175481,1.1245295,0.36652303,0.80856997,0.784075,1.4137648,1.1173841,0.9358009,0.9330931,1.0722585,1.1993604,1.1066449,0.7841064,1.1325159,1.1857772,1.0644267,1.2409519,0.880523
shoe,1.0357466,0.73478204,1.2170731,0.95047194,1.2208985,1.1470772,0.90524864,0.9212971,1.0381424,0.93638474,1.0724266,1.1986985,0.9676926,1.0123136,1.1381729,0.91999596,0.8201864,1.0524094,1.0002714,1.238583,1.067901,1.0611627,1.0017287,0.95609945,1.079971,0.9844766,0.9936062,1.222408,0.9585933,1.2075349,0.9311634,1.0100675,0.9922354,1.0263352,1.1824163,1.057939,0.95814896,1.045494,0.9731315,1.1306822,0.98835987,0.93097067,1.1489383,0.91553366,1.2529032,1.162843,0.80356026,0.9919245,1.0969944,0.8052025,1.167046,0.46116394,1.010351,1.0488008,0.97839314,1.1426295,0.86662906,1.02991,1.0361592,0.76427746,0.8123497,1.1491101,1.0845281,1.1463223,1.0118744,0.575779,1.0319588,0.89120734,1.0740529,1.2203978,0.9791681,1.1481395,1.0274221,1.0682589,1.0099236,0.8743044,0.9923348,1.0924516,0.98638463,0.97331154,1.0595804,1.0986704,1.061403,1.0197674,1.0128809,1.1759884,1.1723502,1.1246029,0.66461563,0.96357244,1.1355032,1.0068015,1.0512367,1.0808421,0.84628224,0.8454827,0.967969,0.0,0.8763384,0.8905957,1.1065174,1.1826744,1.0179998,0.5384883,1.2409012,0.54459107,0.7404357,0.95179385,0.9612964,1.0459718,0.8996231,0.93317604,0.99743634,1.020348,0.95219785,0.6797643,1.1464124,0.9300185,0.80787885,0.9171974,1.0042727,1.1474406,0.9198317,0.95444137,0.90986854,0.94714725,1.1407542
shorts,1.0115397,0.7903387,1.1561997,0.73448277,1.2311862,1.1876297,1.06127,1.2731519,0.9753793,0.82562286,1.0097448,1.0216584,0.8512751,0.82758975,1.2125049,0.7531686,0.9776289,1.1763033,1.177726,1.2130042,1.0630864,1.1600487,0.95189893,1.1547712,0.9270309,1.0844557,1.1436266,1.094378,0.7914117,1.2401862,1.0923498,1.1942219,0.7761122,1.1393852,1.2498474,1.0769114,1.1625199,0.83339226,0.8874692,0.8662509,0.9882132,0.5693182,1.058474,0.86305904,1.216153,1.1772199,0.8327749,0.9893578,1.2603971,0.99688345,1.100929,0.83224964,1.0791703,1.2035191,0.8289898,1.1058009,0.9124102,0.9926978,0.8365138,0.5923354,0.4810143,1.1570857,1.0857552,1.2139555,1.0717845,0.8246479,1.0222352,1.1271591,1.1413285,1.1209146,0.8611139,1.0028213,1.1965266,0.9750154,1.0812482,0.5360551,0.36644506,1.1111047,1.1417565,1.1487179,0.8445598,1.1260295,1.1103559,0.8333601,1.1006471,1.1349238,1.2779675,1.1052587,0.90490735,1.2062986,0.81600356,1.1626812,1.0702682,1.0345926,0.6626384,1.2352026,0.3823114,0.8763384,0.0,1.097738,1.0510963,1.0703797,1.0405916,0.994297,0.9464973,0.7556534,1.0832912,1.0716472,0.82086337,1.1641515,1.1346931,0.5351412,1.0502652,0.92294586,1.3351824,0.97689015,0.8533428,1.0358279,0.88888055,1.298279,1.1047715,1.0995694,1.0137267,1.1621832,1.0309117,0.96940815,0.9453615
shovel,1.1839685,1.1228087,1.0873138,1.0466257,0.975501,0.9676861,1.0050962,0.7874427,0.89789337,1.0507221,1.0300292,1.1380272,0.896714,1.1909174,1.0900581,1.0180807,0.8905641,1.0949262,1.0338358,1.1186279,1.0649825,1.1137036,0.69310117,1.059345,1.0353588,0.9923182,1.011944,1.1813381,0.89849234,1.0276572,1.0085475,1.0176144,0.97677714,1.103879,0.8999706,0.87514627,1.1177516,1.2008959,1.158606,0.95695144,1.0064085,1.1035217,1.048057,1.2110562,1.1187167,1.0333635,1.0970612,0.92321527,1.1625527,0.8918355,1.1891725,1.0515878,0.81096977,1.1383443,1.1161218,1.2225685,1.1125169,1.1746285,0.70012516,1.0413374,1.1966323,0.6893773,0.75963646,0.9875937,1.0638771,0.9584946,0.7589759,0.81091917,1.0862064,1.1106887,1.0671821,1.1485398,0.9715565,1.0758538,1.0836565,1.1112794,1.1137722,1.095261,0.50956076,0.58884156,1.1348119,1.1778142,1.059271,1.1346583,1.0805814,0.95312136,1.0781232,1.002384,0.9341166,0.94131565,1.0980537,1.0012738,1.0809228,1.1294752,1.1603749,0.42672604,1.0731758,0.8905957,1.097738,0.0,0.9684581,1.1088362,0.8445411,1.0164016,1.1784192,1.0051911,0.6997503,0.5537316,0.84207183,1.1639074,0.8039445,1.077245,0.5867577,0.90354544,0.90564007,1.1014645,1.1878604,0.63051987,1.0749879,0.8557893,1.0055526,0.82884246,0.8952505,0.98065525,0.5022646,1.1910539,0.9906044
