,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
chair,1.1582227,1.0507872,1.3087428,0.9359223,1.2883618,1.2266499,1.1124916,0.87731826,0.731214,1.0113908,0.7037603,1.060568,0.4146508,1.0922381,1.123853,0.80931926,0.941215,1.001162,1.1580049,1.0666238,0.7922417,1.3353738,0.77608067,0.90339357,0.6469233,0.85353976,1.3055592,1.0084622,0.0,1.1467865,0.8900546,1.2373993,0.45093995,1.2831886,1.2357823,0.68898803,0.94707793,0.9561696,0.93793714,0.7678829,0.7686897,0.83374614,1.3026652,1.1720823,1.2626752,0.9279964,1.1089026,1.0990359,1.2520903,0.9533744,1.1647656,0.9860299,0.96449393,1.4203827,0.98233277,1.3142865,1.1774153,1.0736811,0.72444284,0.8976757,0.8823043,1.0223395,0.64474833,0.895386,1.1789621,1.0440171,0.8414427,0.7129615,1.3271321,1.2668402,0.9328829,1.06882,1.3060752,0.70707464,1.2716517,0.9918959,0.93835896,1.0924805,1.0749004,1.1368972,0.97937554,1.179489,1.1069876,0.79093945,1.298281,0.90602046,1.2521021,1.1813159,0.8324144,0.966134,0.6215917,1.2096452,0.9298182,1.187138,0.96851784,1.0217991,0.8852392,0.9585933,0.7914117,0.89849234,0.93528616,0.8081809,0.84413725,1.0592153,0.93811786,1.1061932,0.85195744,0.8156946,1.1052734,1.1682527,0.78228307,0.8946665,0.8581597,0.23374766,1.0943277,1.1924465,1.0893153,1.2028265,0.9729666,1.0304025,0.9725725,0.9117384,0.6041721,0.965399,0.5165735,1.1220078,0.7450737
clock,1.2039776,0.9280184,0.51670885,1.337829,0.3519876,0.56392497,1.1897714,0.913597,1.218638,1.1143717,1.2931962,0.30238307,1.3291626,1.4017837,0.607686,1.3555026,1.3507813,1.1074095,0.27596915,0.5394481,1.2943671,1.1679751,0.8886629,0.6902138,0.71335506,0.631908,0.9743974,0.7669204,1.1467865,0.0,1.2010858,1.0464777,1.3422233,1.1830887,0.38142967,1.3058425,0.6671397,1.2785277,1.1928616,1.188134,1.3018292,1.1424192,0.7716404,0.9629367,0.32436037,0.78784335,1.038078,0.8966458,0.8271498,1.2303237,0.33296025,1.013346,1.1877143,0.7221394,1.1856961,1.2275336,1.3731469,0.3751877,0.9925991,1.3814739,1.2586559,0.85702413,0.97563607,0.32318175,1.2800261,1.4488108,0.79677683,0.9814326,1.1655291,0.4936183,1.2284756,0.4940201,0.77271736,0.9585565,1.2067432,1.4716244,1.255358,1.2288277,0.8754934,0.87784255,0.77044535,1.1206772,1.0057129,0.7862944,1.2537428,1.0544236,0.29277408,0.6023841,1.4295359,0.5625733,1.1806006,1.0533978,0.9005969,1.1542482,1.3701711,1.220717,1.3692819,1.2075349,1.2401862,1.0276572,1.0617015,0.6519387,1.2715764,0.57835996,0.9379693,1.194657,1.0140264,1.0972667,0.916281,1.016078,0.8498856,1.3141196,1.1539407,1.2773151,0.7069608,0.9007724,1.0151569,1.2121527,0.9002373,0.9342185,1.1836058,1.1373608,0.96897995,0.7329898,1.0526605,0.4649669,1.1046267
comb,1.0756433,1.2208421,1.2977366,0.9116077,1.1905165,1.1223893,0.8126699,0.67497116,0.8367751,0.7607351,0.60368925,1.2649877,0.7220867,0.8956229,1.2471821,0.6620924,0.80519867,0.9312689,1.2716354,1.1331694,0.7286626,1.0651753,1.0374018,1.1379397,1.1476424,1.1925504,1.0961983,0.9748474,0.8900546,1.2010858,0.0,1.0873363,0.85853696,1.0619111,1.2433426,0.5244639,1.1461824,0.8847586,1.1908573,0.9408417,0.81486976,0.8511055,1.2822145,1.2392088,1.2827413,1.1839584,1.2118979,1.2178261,1.1602988,0.7629441,1.3081425,1.1096191,0.6565207,1.06944,0.95997566,0.9195959,0.98658013,1.2817904,0.9274092,0.80207837,1.0030068,1.176363,0.85942256,1.2002527,0.8760332,0.7515022,1.1109523,1.0272765,1.0453154,1.1917412,0.8614078,1.2886494,1.1780522,1.0724231,0.9576383,0.80467355,0.9566974,0.8178978,1.0930312,1.0925325,1.1739979,1.0718433,1.0639341,1.1792836,0.9633049,0.9672704,1.2208611,1.2002323,0.7585018,1.1468431,0.95404154,1.0920768,1.1600708,0.89880055,0.9241139,0.7816841,0.9210721,0.9311634,1.0923498,1.0085475,0.90012,0.9896274,0.6580161,1.2874866,0.9146505,1.0063397,1.0889479,0.9734239,1.2141466,1.1181054,1.0475076,0.9397112,0.72935086,0.7409898,1.0683962,1.2436893,1.1391832,0.8853948,1.0395492,1.0172029,0.9275145,0.85883653,1.067656,1.1048771,1.0860531,1.3025455,1.0627332
cookie,1.0449561,1.1478319,1.0466806,1.1573856,1.0407972,1.027327,1.2012606,0.99582803,1.1859103,1.2224975,1.2050261,1.1539656,1.2239318,1.0969901,0.9904622,1.2656778,1.1961094,1.0546978,1.1382858,0.95524406,1.1548812,0.29007947,1.2096653,1.10752,1.1692815,1.1571289,1.1219312,1.1275818,1.2373993,1.0464777,1.0873363,0.0,1.1697257,0.25062668,1.1782568,1.1847851,1.1081697,0.9401659,1.0079929,1.1184906,1.0252442,1.1278113,0.89295053,1.0981618,1.0968188,0.9465582,1.0553273,1.1270158,0.905974,1.0007085,1.1341765,1.1303495,1.1407951,1.0621926,1.1319488,0.76522744,1.0901823,1.1490617,1.2665673,1.2299234,1.2160155,1.0958468,1.1058335,1.0309169,0.4846542,1.0383364,1.164151,1.0778704,0.28491527,1.1034307,1.0123653,1.1397117,0.82643604,1.0232759,0.63013554,1.2465233,1.1168007,1.010927,1.105749,1.056279,1.1794189,0.9303653,0.9054106,1.126585,0.33748257,1.0487497,0.98249,1.0038047,1.1854528,0.9796611,1.1408885,0.050005555,1.0807191,0.647027,1.1061193,1.1203177,1.1823134,1.0100675,1.1942219,1.0176144,1.0177839,1.2086334,1.1881794,1.0788183,1.2386307,1.1340708,1.0434647,1.0780275,1.2030342,0.8821095,1.0635443,1.1424617,1.1476094,1.1543018,0.93070096,1.0571976,1.1837524,1.1973515,1.0825835,1.0685626,0.6916672,1.0627263,1.0932918,0.8819151,1.1579908,1.1652474,1.050768
couch,0.97804856,1.2821846,1.4268609,0.685603,1.3487151,1.3221781,0.9565557,1.0666387,0.6059548,0.95570755,0.40178335,1.278794,0.2234006,0.81016994,1.3744667,0.4526986,0.8608281,0.9358654,1.354011,1.1873764,0.6568724,1.1973032,1.09664,1.0941772,0.95845467,1.0631456,1.2192323,1.0566859,0.45093995,1.3422233,0.85853696,1.1697257,0.0,1.1362829,1.4529333,0.5444965,1.1148412,0.8556701,0.9289514,0.585557,0.5941322,0.83177876,1.3319954,1.2352972,1.4044226,1.1927829,1.1267796,1.2384846,1.3169556,0.8048444,1.327211,1.1011456,0.8024437,1.3011144,0.86158097,1.0868331,1.0020188,1.2747684,0.8774376,0.6380968,0.7986325,1.1243286,1.0338198,1.3005612,0.9562162,0.82561547,1.1306438,0.9117584,1.1681225,1.2695312,0.6953959,1.364465,1.2970792,0.8397896,1.098531,0.7279967,0.7455369,0.84340525,1.2644979,1.2888566,1.1550401,1.0911652,1.0465846,0.74952793,1.0793569,0.9251451,1.4052125,1.3782531,0.67285395,1.2399673,0.5700654,1.1832418,1.1289024,1.0345174,0.7632526,0.99249893,0.7489408,0.9922354,0.7761122,0.97677714,0.8664025,0.9157691,0.6783669,1.3491449,0.9704594,1.0106008,1.0921153,0.8328669,1.1884683,1.1700488,1.0151793,0.742435,0.8730503,0.45531046,1.260544,1.2923322,1.0319688,1.0210912,0.9012654,1.0570413,0.9034782,0.8408944,0.9271143,1.222559,0.835179,1.3529878,0.70518005
cracker,0.9020825,1.1652411,1.144932,1.0519342,1.1695011,1.1895524,1.1279756,1.1487143,1.1977808,1.120385,1.1759094,1.259107,1.1893492,0.9902134,1.0796598,1.1934694,0.99526376,1.0655811,1.2593175,1.1069074,1.1333241,0.04678893,1.2607348,1.2495254,1.2965677,1.2469712,1.0664511,1.1740222,1.2831886,1.1830887,1.0619111,0.25062668,1.1362829,0.0,1.2243061,1.1505349,1.2190579,0.67788184,0.9715016,1.1397105,1.0451288,1.081132,1.0791078,1.0683892,1.0984149,1.0317234,0.9468597,1.1384794,0.84965795,1.0324801,1.2151471,1.1400893,0.9914799,1.073498,1.132364,0.5989434,0.88758844,1.2889233,1.3226048,1.1163465,1.1582398,1.0837637,1.1750972,1.2314487,0.2935112,0.9000034,1.2295269,1.1689066,0.05483991,1.2258224,1.1150359,1.2312269,1.019051,1.1331804,0.33771628,1.0522536,1.0296516,0.9925357,1.0832355,1.0509582,1.2250465,0.86716497,0.9249806,1.2780851,0.087566376,1.0374931,1.1335032,1.1837462,1.1822245,1.1608912,1.1250274,0.31496942,1.1555154,0.46192288,0.97203785,1.1108768,1.1162373,1.0263352,1.1393852,1.103879,1.0686531,1.3104789,1.1109,1.2119213,1.2354513,1.0538293,1.1050981,1.083855,1.1229047,0.97592956,1.1826639,1.0583936,1.0861697,1.1292808,1.1315355,1.0780333,1.1309721,1.0025178,1.2254872,1.1112032,0.6819291,1.0426272,1.1497256,1.040578,1.2492644,1.2798783,1.122089
crayon,1.2119107,0.75534886,0.428504,1.4096963,0.38915813,0.51302946,1.0243815,0.83896524,1.3590698,1.130045,1.4585036,0.3758278,1.4710544,1.4280274,0.47197992,1.3607147,1.2027655,1.0667444,0.21061993,0.6376051,1.3535657,1.1980352,0.68594563,0.62326837,0.8445318,0.72222894,0.6021148,0.9145255,1.2357823,0.38142967,1.2433426,1.1782568,1.4529333,1.2243061,0.0,1.4479121,0.6058898,1.4048878,1.1537046,1.4229057,1.4122024,1.2779567,0.6999688,0.8353399,0.2441405,0.8217466,0.9868663,0.6621928,0.6542121,1.4025179,0.383628,0.85991997,1.2981017,0.53276867,1.2901706,1.1682197,1.3086135,0.4669214,1.0062802,1.4065467,1.1793082,0.6216036,0.98177594,0.45389652,1.3713723,1.422092,0.6383782,1.0489978,1.2273958,0.43918794,1.1931444,0.5130757,0.67445904,1.1143618,1.2423317,1.4125363,1.3124707,1.354932,0.4910283,0.48309815,0.73951083,0.921463,0.96834695,0.7317984,1.3116438,1.161498,0.30792785,0.5570477,1.3696935,0.53403455,1.4339209,1.174674,0.86618555,1.1559955,1.3112748,0.961516,1.4321259,1.1824163,1.2498474,0.8999706,1.2058492,0.8448741,1.3112941,0.5063989,0.9641309,1.0509397,0.8338716,1.19817,0.57152194,0.9353855,0.85858333,1.4222555,1.2505875,1.4216743,0.55532193,0.8041972,0.9140763,0.9193222,0.82463175,0.82020783,1.2690778,1.3229512,1.0169916,0.82800907,0.9981891,0.42283225,1.2822382
crib,1.0186677,1.4377007,1.4681638,0.84796476,1.35044,1.3138208,0.8441609,0.6491334,0.5623149,0.8811821,0.17955685,1.3152752,0.44099128,0.8104144,1.3394254,0.5331139,0.753894,0.8313582,1.456425,1.0900478,0.3725506,1.2148998,1.0344853,1.0127654,0.89930993,1.086362,1.2393262,0.9696116,0.68898803,1.3058425,0.5244639,1.1847851,0.5444965,1.1505349,1.4479121,0.0,1.0783467,0.9757586,0.9997516,0.62694347,0.55109656,0.8990444,1.4285388,1.4240714,1.4118814,1.1213439,1.3742533,1.3732266,1.2756681,0.71562827,1.4130338,1.3422529,0.53447,1.3499863,0.8785246,1.0113587,1.076157,1.4066473,0.826667,0.74992853,1.1008842,1.1782039,0.6565688,1.2318221,0.95300347,0.9081318,1.1041595,0.8377841,1.1777927,1.3978021,0.82815826,1.4598548,1.3341326,0.91205895,1.1075288,0.8416914,0.97601277,0.6332368,1.2188956,1.2526455,1.269867,1.0852736,1.0888022,1.1721818,1.0464715,0.7760782,1.3542453,1.398062,0.5428565,1.2724144,0.6441877,1.2003915,1.1496358,1.0440402,0.94465506,0.76610124,0.83121026,1.057939,1.0769114,0.87514627,0.7004727,0.92552286,0.4224031,1.5227288,0.8696672,1.2333035,1.1326089,0.7224817,1.3162684,1.1885576,0.9495128,0.8185934,0.5219141,0.4669435,1.231148,1.4245503,1.2397372,0.946438,1.1543778,0.8626585,0.8321997,0.5833445,0.9028543,1.1023915,0.7503038,1.5150193,0.74148893
cup,1.2420331,0.810441,0.7028079,1.3431625,0.6921723,0.6781936,1.1128099,0.6736288,1.2406423,1.1825552,1.110775,0.61918336,1.1975652,1.2850745,0.67937034,1.2083373,1.2117959,0.8754045,0.44497776,0.43551064,0.8723874,1.2337278,0.88951325,0.12837964,0.5406363,0.7344219,0.9045253,1.034464,0.94707793,0.6671397,1.1461824,1.1081697,1.1148412,1.2190579,0.6058898,1.0783467,0.0,1.3106847,0.85556644,1.2744355,1.0519556,1.2340169,0.8727572,1.0450106,0.7062743,0.8741746,1.1598829,0.975197,0.8261476,1.0079377,0.6877897,0.7603792,1.3763283,0.7314332,1.2823515,1.2009065,1.3484766,0.64859915,1.130053,1.2067536,1.0145531,0.98077613,1.0540628,0.52166635,1.344434,1.2612407,0.8572318,0.8419431,1.2258399,0.7231949,0.96041745,0.68332154,0.83080906,0.7920269,1.1670569,1.3382018,1.2502275,1.1465169,0.9279237,0.9942186,0.82978976,0.96047574,1.0031083,0.6544783,1.3214778,1.1822308,0.5414822,0.7935034,0.89725196,0.5337872,1.0687231,1.1215652,0.802695,1.2365026,1.1098473,1.1419399,1.3508817,0.95814896,1.1625199,1.1177516,1.1909585,0.7566376,1.2878661,0.63570297,1.0515976,1.064974,0.9695435,1.1747468,0.88449603,0.8359924,0.7799348,1.2739997,1.3229867,1.1454839,0.5274087,1.0402929,1.0125449,1.1997051,0.74278647,0.75425977,0.992442,1.335613,0.810294,0.8174473,0.9333623,0.6522606,1.1576797
dog,0.8099169,1.078061,1.2351136,0.9080605,1.233295,1.1855443,1.0560352,1.3387971,0.9489237,0.74251646,0.92119914,1.2334137,0.8783965,0.87191,1.249372,0.78899854,0.9148242,1.192934,1.3552132,1.2673528,1.0295852,0.62462395,1.2101395,1.3757207,1.1517793,1.2160121,1.2019852,0.84195006,0.9561696,1.2785277,0.8847586,0.9401659,0.8556701,0.67788184,1.4048878,0.9757586,1.3106847,0.0,0.80100316,0.94504225,0.98329544,0.81411576,1.1761327,1.042314,1.1829927,1.0620216,0.8855953,1.1367725,0.99055403,0.897655,1.1643088,1.0244131,0.82328343,1.2483282,0.60168076,0.81978047,0.8509101,1.0908337,1.0475214,0.83303344,0.8907511,1.1474572,1.139616,1.3637527,0.7294506,0.74821126,1.2382619,1.1452852,0.6487305,1.2266704,1.0274653,1.1190864,1.2496597,1.049557,0.63866854,0.7364152,0.74957585,1.0003684,1.272857,1.2777321,0.89143455,1.037877,0.9612068,1.1349385,0.7016712,0.9368196,1.3557345,1.1611017,1.0905527,1.3584566,0.8121176,0.9543836,1.0910436,0.8091651,0.77290344,1.2096072,0.78543484,1.045494,0.83339226,1.2008959,1.0249438,1.1448255,0.9508771,1.2533531,0.88812387,0.96046674,1.0340188,1.0842018,1.1999589,1.0953233,1.2441813,0.7587124,0.96309334,0.8977812,1.429539,1.1442442,0.8746252,1.060741,1.161765,1.2879138,0.96719,0.9138198,1.0374904,1.2184346,1.198105,1.1825683,0.9814535
doll,0.72776073,0.8033371,1.0288844,0.9999104,1.1018317,1.0223136,1.0900496,1.0962036,1.1569823,1.1546389,0.96949255,1.1109403,1.0845602,0.87204224,1.1139748,0.8770358,1.0969203,0.9160856,1.0499078,1.0170809,0.92367804,0.95813876,1.0126343,0.8065517,1.0351535,0.9933951,0.9901755,1.0507668,0.93793714,1.1928616,1.1908573,1.0079929,0.9289514,0.9715016,1.1537046,0.9997516,0.85556644,0.80100316,0.0,1.1064804,0.9902692,0.97294635,0.93783706,0.96268314,1.1622348,1.0088042,0.9951046,1.093482,0.9564359,1.0082904,1.0457611,0.7703392,1.1853167,0.964688,0.91314274,1.03326,0.9380787,0.9644437,1.1619601,0.95948213,0.90971136,1.1781037,1.1276958,1.1174965,1.0624064,0.9810576,1.0245379,0.9275003,0.9882145,1.0479136,0.9074537,0.97581804,1.0378728,1.0302058,0.9542563,0.8536626,0.970493,0.97568995,1.1075602,1.1238878,0.973562,1.0309434,0.7546966,0.92573893,1.0453665,1.1479266,1.1442478,1.0056785,0.79860973,1.0634446,0.9904481,1.0329003,0.7824306,1.0116918,0.8278271,1.0971901,0.94728506,0.9731315,0.8874692,1.158606,1.1127405,1.0882691,1.1268319,1.0065362,1.1337736,0.93528813,1.064856,1.0662569,0.95817995,0.886798,0.92707705,0.85804224,1.1354442,0.98686576,1.016069,1.0109189,0.92304015,1.1017745,0.8820213,0.7894826,1.0070589,1.2074072,0.86767054,1.0399994,0.9373237,0.9684658,1.0476143
door,0.93821806,1.3230798,1.4207072,0.59307086,1.3806657,1.3534462,1.0239023,1.1277765,0.3608029,0.9548993,0.572793,1.2581468,0.5032948,0.8308873,1.3295352,0.7877846,0.96955276,0.9739054,1.3912776,1.2304163,0.69377244,1.1724117,1.0286168,1.2457192,0.8936681,1.1434431,1.2641354,0.9064737,0.7678829,1.188134,0.9408417,1.1184906,0.585557,1.1397105,1.4229057,0.62694347,1.2744355,0.94504225,1.1064804,0.0,0.57484126,0.7796173,1.3042364,1.1789316,1.3722453,1.0623535,1.1301523,1.184144,1.3673496,0.78524494,1.2783403,1.3059478,0.7898897,1.3295317,0.88113844,1.0242927,0.9215146,1.3379443,0.73650414,0.80868506,0.9995538,1.0517166,0.8388864,1.178654,0.9642586,0.9183427,1.0074723,1.0077298,1.1338192,1.3143594,0.8876844,1.2998271,1.3106148,0.7300882,1.1092393,0.81261736,0.882891,0.7919672,1.2016565,1.1851096,1.1946445,1.0846511,1.1624963,1.1777279,1.0677865,0.72112226,1.373979,1.3819759,0.8790764,1.258311,0.32300365,1.1280537,1.1218325,1.0938845,0.9959663,0.9496074,0.68839514,1.1306822,0.8662509,0.95695144,0.46100998,0.7398665,0.7214947,1.42202,0.87659264,1.1775882,1.1576318,0.6491736,1.1925702,1.1544954,1.097392,0.7855867,0.7841239,0.6460806,1.3812469,1.2546294,1.0577407,0.93264097,1.1874876,1.2085613,0.919638,0.5849838,1.0939221,1.1437286,0.79618526,1.3497013,0.2934109
drawer,0.9800353,1.3493099,1.4800037,0.74162817,1.447901,1.4342667,0.9600008,1.006798,0.51221603,1.1266698,0.48933506,1.3000447,0.41252136,0.7314579,1.3807718,0.67720675,0.80327654,0.73508596,1.3914492,1.0140226,0.3430184,1.1097316,1.1150706,1.0017459,0.9246586,1.0271271,1.2546873,1.0931695,0.7686897,1.3018292,0.81486976,1.0252442,0.5941322,1.0451288,1.4122024,0.55109656,1.0519556,0.98329544,0.9902692,0.57484126,0.0,0.9188272,1.2900071,1.2723292,1.4321867,1.1908565,1.2979512,1.2063192,1.2933953,0.72720784,1.3185899,1.1955324,0.9778151,1.2782834,0.92355263,0.9327533,1.0174139,1.3603799,0.97085255,0.7367453,0.90393215,1.0886118,0.94932264,1.1618254,0.8588146,0.85717636,1.0887184,0.96616274,1.0607016,1.3698748,0.6733635,1.3292168,1.2320465,0.47355968,1.0081724,0.9029033,0.9108225,0.6588149,1.2664342,1.2697711,1.2428625,1.0287237,1.0375403,1.1207249,0.96281385,0.91770065,1.3126018,1.4325309,0.5551057,1.0587834,0.5119214,1.0343589,1.0800517,0.9992728,0.9311241,0.89305514,0.8868877,0.98835987,0.9882132,1.0064085,0.8020317,0.7258091,0.853829,1.3766646,1.047393,1.1649,1.0432981,0.8447103,1.1964698,1.1397134,1.1083587,0.84264004,1.0156871,0.5849856,1.2294087,1.3443992,1.0308067,1.0147032,1.0326251,1.0742109,0.74098086,0.84658927,1.0002544,1.1007646,0.8780911,1.3908203,0.8014691
dress,0.9996931,0.97662735,1.2339073,0.7933158,1.2239634,1.2243087,0.97840905,1.1217852,0.90640736,0.8186442,0.8255087,1.1446407,0.8447485,0.813731,1.1781712,0.74340785,0.9309672,1.1309848,1.210529,1.2950875,0.9824161,1.1249102,0.9837767,1.1758859,1.0036232,1.0982907,1.1821638,0.9430733,0.83374614,1.1424192,0.8511055,1.1278113,0.83177876,1.081132,1.2779567,0.8990444,1.2340169,0.81411576,0.97294635,0.7796173,0.9188272,0.0,1.1971816,1.0390208,1.2026379,1.0985116,0.9833528,1.1920526,1.2456133,0.9766899,1.155144,1.0023822,0.8606093,1.2454022,0.73678356,1.0136365,1.0028986,1.0670452,0.73938227,0.73373616,0.8199877,1.253691,0.93945354,1.1967396,1.0060434,0.84829104,1.0366652,1.0184073,1.1088705,1.1952895,0.9629434,1.1078122,1.2006513,1.10231,1.1091313,0.5579228,0.72091997,0.9591907,1.2761629,1.269602,0.96125275,1.130599,1.1160698,1.0560296,1.0369564,0.9349874,1.3064489,1.1420004,0.94052696,1.2288783,0.8252457,1.1140866,1.0987295,0.9526124,0.96884555,1.1351624,0.41157103,0.93097067,0.5693182,1.1035217,0.9199965,1.1327063,0.81872225,1.1286612,0.88372964,0.9486633,1.1723367,0.9810672,1.0540575,1.147441,1.0193567,0.515227,0.8156843,0.8029903,1.3234204,1.0332747,1.0214324,1.1131418,0.9587609,1.1408159,1.1331763,0.88695776,1.0099723,1.1014715,0.9879344,1.1086923,0.9409665
egg,0.91377765,0.6601659,0.33417296,1.2246356,0.5723729,0.57388735,1.1254923,1.1011457,1.2272117,1.1805618,1.4094847,0.81058514,1.4101517,1.0856034,0.7947208,1.3627028,1.2775512,1.1075425,0.7032581,0.6516832,1.3237878,0.9792486,1.0677865,0.9057214,1.1015224,1.0209255,0.6465114,1.035092,1.3026652,0.7716404,1.2822145,0.89295053,1.3319954,1.0791078,0.6999688,1.4285388,0.8727572,1.1761327,0.93783706,1.3042364,1.2900071,1.1971816,0.0,0.5786758,0.7479194,0.9769562,0.82048565,0.786103,0.8583917,1.1977292,0.6747692,0.9098932,1.3285917,0.647038,1.0604695,1.0404974,0.9981992,0.6911287,1.1726587,1.2557116,1.0849919,0.9006653,1.2166014,0.79585147,1.1797292,1.2469993,1.0451387,1.1376941,1.0205213,0.4481814,1.1184877,0.5483414,0.20962656,1.0873771,1.122874,1.2662269,1.0782897,1.1748786,0.9707474,0.9503192,0.8494859,0.8744549,0.94336754,0.8928257,1.1463377,1.1798174,0.63782835,0.43999887,1.3429568,0.8298529,1.2836478,0.9143262,0.86086476,1.1146115,1.0890107,1.1777035,1.2426089,1.1489383,1.058474,1.048057,1.1947262,1.0029906,1.3575,0.6555292,1.0877156,0.9593768,0.9710175,1.2814147,0.7182578,0.6765721,1.0825071,1.1746393,1.3366967,1.4061728,0.7350734,0.66598576,0.71357477,1.1191044,0.94531363,1.047587,0.9984612,1.2732917,1.1221287,0.9396408,1.2356924,0.5810797,1.2252386
finger,0.67860603,0.3944813,0.6113085,0.828297,0.92325205,0.94962925,1.0258197,1.3261011,1.1798463,1.0584154,1.3438389,0.8569298,1.3138876,1.0228376,1.0076971,1.2650702,1.2219964,1.1445906,0.8175982,1.0382469,1.3384156,1.017603,1.0761139,1.1683786,1.1560712,1.1181933,0.84853566,1.0843858,1.1720823,0.9629367,1.2392088,1.0981618,1.2352972,1.0683892,0.8353399,1.4240714,1.0450106,1.042314,0.96268314,1.1789316,1.2723292,1.0390208,0.5786758,0.0,0.8310603,1.1505117,0.30314416,0.55661726,0.9889772,1.1770916,0.6372037,0.7456813,1.1849611,0.7110379,0.83599937,0.97292274,0.4609003,0.68779385,1.1745038,1.0551833,0.8425957,0.9408469,1.2431347,0.9878187,1.096091,1.0202034,1.0655824,1.2880822,1.0718993,0.56215286,1.1995006,0.6491063,0.8865356,1.0641866,1.066359,1.0021468,0.9813906,1.1490872,0.94805604,0.96871424,0.74612105,1.03689,1.0954425,1.0173315,1.0670251,1.2216012,0.95106995,0.7367754,1.3075502,1.0588166,1.1308496,1.0872983,1.0324918,0.9504046,0.944123,1.2608155,1.0401622,0.91553366,0.86305904,1.2110562,1.1274321,0.9887384,1.3086357,0.5760528,1.0868133,0.7685799,1.0066766,1.3784702,0.61799663,0.9917421,1.2822295,1.0093983,1.3307558,1.3220662,1.0447731,0.20455766,0.5196546,0.91259533,1.0112278,1.2871184,1.2573411,1.3438828,1.1930122,1.1176997,1.2471,0.4629225,1.1447273
fish,1.1478964,0.81071234,0.39732546,1.3932042,0.31910068,0.5861645,1.1849757,0.98212403,1.3387955,1.0986385,1.4180658,0.34457397,1.4801358,1.3860266,0.3001647,1.3266928,1.2863668,1.1696162,0.30448973,0.6477033,1.4116778,1.0492404,0.9460336,0.7452839,0.8388889,0.73368543,0.7676426,0.7993328,1.2626752,0.32436037,1.2827413,1.0968188,1.4044226,1.0984149,0.2441405,1.4118814,0.7062743,1.1829927,1.1622348,1.3722453,1.4321867,1.2026379,0.7479194,0.8310603,0.0,0.6711812,0.9088423,0.790392,0.40175956,1.4413865,0.33109236,0.91882145,1.198122,0.6358726,1.1922764,1.1111805,1.2976048,0.3949371,1.105595,1.4087181,1.1772827,0.7975259,1.0606697,0.45503634,1.2901843,1.4734807,0.90189415,1.0974817,1.0905454,0.48344457,1.2556576,0.4632722,0.8018485,1.1189808,1.1082722,1.3836343,1.228286,1.3240364,0.8465632,0.8535806,0.69808054,0.92211926,0.9670115,0.76460785,1.2031217,0.93939906,0.31893265,0.52366275,1.4791034,0.68337893,1.3775148,1.099963,0.8873611,1.0931791,1.2472807,1.2997116,1.3509414,1.2529032,1.216153,1.1187167,1.1417185,0.8765233,1.2814391,0.5331375,0.8625148,1.0712812,0.94320863,1.2564812,0.85130775,0.89811367,0.9481045,1.2970202,1.2676449,1.4301463,0.70495844,0.76143086,0.9373686,1.1869166,0.90742517,0.9870427,1.2606909,1.1614485,1.082981,0.7985163,1.2031386,0.47130954,1.2030059
flower,1.2446721,0.98521686,0.8329996,1.2298104,0.79047716,0.7822116,1.2717129,0.78501076,1.144361,1.1169155,1.2070228,0.8220178,1.194768,1.2291547,0.50939655,1.2799476,1.2814147,1.0717015,0.8049288,0.8821707,1.1911836,1.0205208,0.874636,0.8416444,0.7435639,0.8738118,0.943004,0.94227326,0.9279964,0.78784335,1.1839584,0.9465582,1.1927829,1.0317234,0.8217466,1.1213439,0.8741746,1.0620216,1.0088042,1.0623535,1.1908565,1.0985116,0.9769562,1.1505117,0.6711812,0.0,1.096526,1.1214304,0.60336757,1.1256919,0.94312525,1.1010735,1.0711775,1.0329342,1.1680261,1.1916513,1.2642856,0.89752614,0.9909859,1.423905,1.2107198,1.0269889,0.7542799,0.6510236,1.2249916,1.3624866,0.8331351,0.81717926,1.0289689,1.0261905,1.1371325,0.925608,0.9807725,0.9338069,1.0569146,1.2673278,1.2289056,1.1785921,0.96993303,0.9496675,0.9918821,0.8233279,0.95341384,0.9577903,1.1717013,0.4633593,0.7755361,0.7529133,1.336088,0.74580675,1.0594685,0.94597715,0.7611892,1.2808954,1.2662867,1.1708313,1.1417322,1.162843,1.1772199,1.0333635,0.92349577,1.0286585,1.1140101,0.9245682,0.94997567,1.1973171,0.97839,0.80997026,1.1196773,0.7549224,0.74076974,1.2329667,1.0056374,1.0512594,0.81753916,1.0091293,1.1658012,1.2873533,1.0267031,0.9856729,1.0181789,0.6626174,0.855252,0.5866606,0.89597416,0.9743709,0.8598984
