,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,crayon,crib,cup,dog,doll,door,drawer,dress,eye,face,finger,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,hose,knife,ladder,lamp,leg,melon,milk,mitten,mop,mouth,nail,napkin,necklace,oven,pajamas,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tree,vacuum,watch,window
milk,1.0004164,1.149758,1.0951523,0.9541628,0.8750974,1.0795336,1.0094901,1.0794494,1.0834098,1.0384296,1.1410005,1.1699014,0.9724512,1.0188247,1.0117486,0.53113496,0.70184386,0.9101534,0.6366417,1.027361,0.8956418,0.8472191,1.0072833,1.2459389,1.0077095,0.9420841,1.0831443,1.1104445,1.030184,1.0488265,1.1020252,0.8942467,1.0739254,0.9096174,0.76673615,0.7922646,1.1200302,1.0620798,1.1414729,1.0817094,1.0892982,0.96904737,1.058673,1.0664682,0.9674739,1.1355648,0.8993893,1.1363088,1.1245942,1.0362363,1.1769202,1.0287204,1.0189987,0.8383883,0.9869954,1.0667305,0.0,1.0159063,1.061499,1.1068643,1.0637902,0.9090085,0.94084483,0.8738221,1.2017844,0.8138567,1.0356139,1.035874,0.8704238,1.0363085,0.95029575,0.98103094,0.8997854,0.7963869,1.1050595,1.1615171,0.8823977,0.9872625,1.160527,0.8751042,1.1173923,0.82048374,1.0075186,0.95310277,0.96532243,0.9125549,1.0860822,0.9845062,1.0460463,1.0759405,0.99952537,1.0666366,0.9913659,0.95055115,1.0049168,1.0559019,1.0512024,1.0090773
mitten,0.9495972,1.2367078,0.949482,1.0221202,0.9468092,1.0423448,1.1021569,1.0106894,1.0901402,1.0960234,0.98808926,0.93753195,0.9720676,0.89634895,0.8945825,1.108793,1.0606571,1.0604918,1.1042469,0.87982786,1.1235392,1.0482842,1.1375277,0.8611654,0.89824414,1.130414,1.0897135,0.8681072,0.92723453,1.0870912,1.0477238,1.180442,0.90881413,0.93122566,1.0402485,1.0814195,0.88600373,1.0671077,1.260982,1.0116527,1.1017259,1.0522648,0.94641566,0.98930395,0.4934224,1.0595747,0.9568606,1.1511279,0.9505511,1.0860204,1.1844738,1.0469241,1.0118667,0.97472936,1.0915612,1.0086341,1.0159063,0.0,1.0379728,1.0520672,1.1684449,0.86493635,0.7099585,1.1696129,0.91785985,0.9718015,1.0799967,0.97312814,0.87228495,0.9800396,1.0592012,0.865998,1.1165887,1.0378653,1.0566968,0.9426402,0.80673224,0.8127699,1.1577483,1.0428512,1.030617,0.84694636,0.41190994,1.0552138,0.90452874,0.7877909,0.9223048,1.0893487,0.9270747,0.9862319,1.1487288,0.9053569,0.90186685,1.0883274,1.0504495,1.0996248,0.94933325,1.0221865
mop,1.0981704,1.1328744,1.1280307,1.0506324,1.0647674,0.9752945,0.9255713,0.95914066,1.035212,0.95045507,1.020646,1.1390281,0.8851552,1.0794125,0.9938886,1.2084987,1.0493358,0.984275,1.0202695,0.18623948,0.9061233,0.873705,1.1335146,1.0710962,1.0106407,1.0765548,1.0051625,1.0421407,1.0044751,1.0235225,0.9214519,1.0721405,1.1095903,1.1146911,0.7918487,1.0018661,1.0930995,0.9917694,1.1001998,1.1712763,0.89897466,1.0587494,1.0851668,1.1618812,1.1970149,0.95171547,1.1314708,1.1694874,1.2056797,1.2849045,0.84635454,0.9892202,0.71239305,1.0068005,1.0260911,1.0452672,1.061499,1.0379728,0.0,1.0775335,1.1574937,1.1569481,1.0625937,1.1112378,1.1634141,1.1263616,1.0674458,0.95269775,1.0903711,0.93544966,1.1106932,1.0430218,1.0196724,0.9131186,0.8748312,1.1892917,1.1034907,1.1424305,0.8258724,0.89932096,0.98142517,1.1031349,1.0470546,1.0295322,1.1636454,1.0261242,0.80118454,1.0875831,0.9639751,1.1728586,1.0103288,0.84282345,1.1430902,1.0576473,0.98168766,0.7293698,1.1663043,0.9845044
mouth,1.151513,0.7876388,0.8395325,1.1348445,1.188901,0.9960583,1.1408502,1.1078397,1.0644066,1.1175687,1.0895551,0.62748593,1.0362008,1.0927622,1.0015832,1.0736289,1.2424262,1.0853031,1.1104668,1.1021218,1.0381397,1.1225816,1.1494982,1.0108869,1.161818,1.1763599,1.0976573,0.97699237,1.1026976,1.0476828,1.062588,1.1346343,0.9620401,1.1404746,1.1210372,1.1417739,0.98651046,0.67989075,0.70299846,0.7104698,1.1077604,1.1679673,0.9411247,1.1067326,0.9989489,1.0475073,0.79953593,0.80810404,0.6552247,1.0185436,1.0185041,0.9223429,1.1768916,1.1955261,1.1149083,0.91199327,1.1068643,1.0520672,1.0775335,0.0,0.8958552,0.88334674,0.87415814,1.0751212,0.7971326,0.957139,0.9147229,1.0147971,1.2274486,1.0990316,1.064579,1.0745952,1.2500618,1.134457,1.0454928,0.64499104,0.9072418,0.8847465,1.0404978,1.1988096,1.1063024,1.0644344,1.1772213,1.0299648,1.2370349,0.9374238,1.0164154,1.062401,1.1392363,0.67488635,1.0746976,0.8077132,1.0152177,1.1091013,1.0217422,1.1087952,0.9638261,1.1457543
nail,0.82842565,0.35469824,1.1080563,0.7869452,0.8223543,1.2714509,0.9127643,1.2011305,1.3104339,0.761351,1.3210226,1.1237576,1.000719,1.3081789,1.1202695,1.1934156,0.67967796,0.8982025,1.2876755,1.1682216,0.80401564,0.92212903,0.43210936,0.99869514,1.2472268,0.54676074,1.2656231,1.1692449,1.2708699,0.42021435,1.3434676,0.43479127,1.1608219,1.0211836,1.1479815,1.2431046,1.2933869,0.7649482,0.9461708,1.048729,0.559396,0.8031573,0.8954279,0.5288713,1.0173795,1.1357518,0.73015225,0.9699733,1.0710448,0.5299641,1.2223735,1.151452,1.0080417,0.8768661,0.5949969,1.1151435,1.0637902,1.1684449,1.1574937,0.8958552,0.0,1.0092672,1.1437281,1.230475,1.2165003,1.1853096,0.6816119,1.0495275,0.9686126,0.94630986,0.76246977,1.2436767,0.72589153,1.2239336,1.2551907,1.1559988,1.1884669,1.0706818,1.2195613,1.0458127,1.1874886,0.8495552,1.1000309,1.2024672,1.0442331,1.2348235,1.0588144,1.3647354,0.920785,0.5230613,0.5073699,1.0501173,1.1084939,1.1409297,1.1589551,1.2648048,0.3792994,1.12694
napkin,0.86999726,1.2004582,0.52561724,1.225438,1.2451813,1.1759918,1.1546094,0.92799187,1.0773673,1.0889295,0.9691229,0.91422415,0.9818178,0.84158623,0.9289122,0.7264578,1.1165849,1.0642698,0.97086036,1.0647887,0.96433026,0.8621528,1.1917958,1.1056306,0.9463109,1.1931309,1.1786102,1.030338,0.8550031,0.9275318,1.2149563,1.1244078,0.90947074,1.0493776,0.94946337,0.9483821,0.91912645,0.8915087,1.1016366,0.57759887,1.12673,1.1653802,0.84978044,0.95290685,0.66558737,1.2258857,0.8804073,1.1032549,0.47514188,1.0472201,1.3024805,1.1869234,1.091416,1.1093252,1.0720276,1.1101865,0.9090085,0.86493635,1.1569481,0.88334674,1.0092672,0.0,0.76261103,0.93879473,0.9291556,0.68488526,0.77825713,0.8255613,0.6948851,1.029535,1.087278,0.90414906,1.1990507,1.0010785,1.3507407,0.90264446,0.93499583,0.6416675,1.2800872,0.9693818,1.2556204,0.8096198,0.78664804,1.0825845,1.0162659,0.83466506,0.9829995,1.115836,1.1914243,0.53594595,1.0976905,0.98584235,0.5009632,1.2041619,1.2452677,1.1768086,0.83655083,1.188658
necklace,1.0823407,1.1189181,0.9092205,1.1798006,1.1159654,0.93269545,1.1704967,1.1186146,1.1106644,1.1904366,1.1728879,0.66729784,0.9782326,0.9695079,0.96200025,0.8571639,1.1683246,1.0161917,0.92935413,0.93097705,1.0875882,1.0573612,1.197897,1.0580244,0.96643776,1.2117482,1.1152446,1.1071717,1.0581864,1.0697005,1.071036,1.2261715,0.8605182,0.8922792,0.95114535,0.89227676,0.8291429,0.9865896,1.1019901,0.8548248,1.174249,0.9860262,0.8087649,1.0218046,0.6430422,1.228605,0.9616389,1.0901215,0.7455633,1.0632737,1.1585649,1.082497,1.0512372,0.994253,1.1846448,1.0862592,0.94084483,0.7099585,1.0625937,0.87415814,1.1437281,0.76261103,0.0,0.9192682,0.79714,0.8637165,0.87444997,0.94429666,0.95700264,1.0831075,1.0424123,0.8282495,1.1940218,0.93893975,1.1042286,0.83847857,0.8876085,0.8041705,1.1566417,1.2087209,1.2335025,0.9291322,0.820389,0.97625744,1.0426102,0.6936141,0.8216544,1.0552608,1.0842881,0.8802469,1.1860768,0.938674,0.8267973,0.9643484,1.0956378,1.0563304,0.8995244,1.1244192
oven,1.2545072,1.2346556,0.6968049,1.2960303,1.2705042,0.8775368,1.1303184,0.6771716,0.7111232,1.156429,0.86637604,0.81405765,1.1131341,0.7499739,0.8818159,0.70087063,1.2490371,1.0979815,0.6528555,1.2383152,1.1195691,0.9758224,1.2684793,0.97183377,0.95725775,1.1962252,0.6371778,0.9798503,0.8272457,1.2504818,0.78560007,1.2054858,0.73056144,1.0707457,0.72138524,0.63883924,0.8035097,1.1460798,0.9637922,0.78358877,1.2610993,1.1550496,1.0157686,1.2024004,1.132731,1.0481582,1.1273478,0.8781876,0.863886,1.1919177,0.9575126,0.99918,1.2341397,1.1792136,1.1821227,1.0017512,0.8738221,1.1696129,1.1112378,1.0751212,1.230475,0.93879473,0.9192682,0.0,0.84620786,0.82916033,1.0675102,1.0658463,1.1672069,1.171085,1.1174248,0.81641304,1.2281096,0.5191709,1.0042763,0.80193853,1.0141853,0.8628973,0.9760519,1.06586,1.0326535,1.1414846,1.1924951,0.9482975,1.0899051,0.8567662,1.0781162,0.65334797,1.2457998,1.2227206,1.1926867,1.1575446,0.91263527,1.0224748,1.0195556,0.94262403,1.2826103,0.95514005
pajamas,1.2929399,1.0833222,0.63337797,1.361073,1.3451588,0.89797497,1.2881306,0.9723424,0.63477343,1.3619078,0.7076586,0.19925213,1.1471788,0.5750783,0.95147455,1.0774363,1.4319832,1.2903498,1.0436668,1.1159763,1.3458102,1.3584213,1.3278414,0.80802125,0.98729765,1.408142,0.7704493,0.7233021,0.7659647,1.4364771,0.7372272,1.429842,0.70701957,1.2349737,1.0705496,1.132819,0.21954596,1.0869703,0.719681,0.82296705,1.3596935,1.3146667,1.0231673,1.2899723,0.7867439,0.85113853,1.2188506,0.6744094,0.61899614,1.3103448,0.85596776,0.9371818,1.3186822,1.4693947,1.3735148,0.9284076,1.2017844,0.91785985,1.1634141,0.7971326,1.2165003,0.9291556,0.79714,0.84620786,0.0,0.93366915,1.270827,1.1130947,1.1283206,1.1818554,1.3277907,0.66082704,1.3895628,0.86365414,0.923395,0.27075875,0.945865,0.67221403,0.87199956,1.2801641,0.9113913,1.2451857,0.90086424,0.9874542,1.2659707,0.6573655,1.0789745,0.6751882,1.2340225,1.0707169,1.3066771,1.02631,0.71432555,1.1098492,0.9381597,0.979285,1.238166,1.0178337
paper,1.1691338,1.1950094,0.7358677,1.1571641,1.1393299,0.9262996,1.306186,0.85269,0.8212837,1.3084596,0.8454906,0.96438724,1.100638,0.80396503,0.9270437,0.43157136,1.1986505,0.9912119,0.69436216,1.0980388,1.345968,1.2345324,1.2294014,1.1151153,1.0304749,1.2045404,0.8242893,0.8614279,0.87333375,1.3186646,0.98974746,1.2484453,0.9788491,1.1068095,0.83814037,0.84398043,0.93518704,1.0162023,0.9456055,0.75021285,1.357979,1.2094471,1.1157174,1.3040994,1.006611,1.004412,1.0208633,0.966434,0.6511736,1.2428269,0.93878835,0.93673885,1.2212005,1.0033575,1.3342355,0.95642155,0.8138567,0.9718015,1.1263616,0.957139,1.1853096,0.68488526,0.8637165,0.82916033,0.93366915,0.0,1.2934759,1.1992598,1.0838577,1.2082931,1.1918209,0.98295707,1.2405066,0.76276195,0.8570649,0.90119386,0.97880614,1.017596,0.85683185,0.8126422,0.9834672,1.1493533,1.0600567,0.5516084,0.9625534,0.8832793,1.3127563,0.77477753,1.2602376,1.0942264,1.2211562,0.85651606,0.7610345,1.0929825,0.9648356,0.86283255,1.282204,0.90788174
pen,0.6953232,0.789884,1.1888089,0.9088713,0.9328249,1.2610154,0.8099171,1.0946591,1.4377693,0.60583305,1.3262008,1.1001678,0.8911405,1.3063531,1.046264,1.0481198,0.8561157,0.99112844,1.2002318,0.99856627,0.5376046,0.61450654,0.7146355,1.0772811,1.0706922,0.8275975,1.3791525,1.2909673,1.2587321,0.3910781,1.3876688,0.70780027,1.0709488,0.8558632,1.0674454,1.0899284,1.2841078,0.719973,1.2018435,0.93731487,0.6314684,0.7321722,0.78293324,0.49443382,0.9508204,1.3021994,0.7341981,1.1415315,1.0383059,0.6856563,1.3495944,1.188536,0.84700906,0.8616156,0.61840016,1.2146693,1.0356139,1.0799967,1.0674458,0.9147229,0.6816119,0.77825713,0.87444997,1.0675102,1.270827,1.2934759,0.0,0.7157473,0.837023,0.80593646,0.72170055,1.1656353,0.8192398,1.2510287,1.3674483,1.1873453,1.1294978,0.9680344,1.3330469,1.0353903,1.2923908,0.7084307,0.9930696,1.3117707,0.99973947,1.2062676,0.73609614,1.4481633,0.8623545,0.5570637,0.72248715,0.9842842,1.0810205,1.081061,1.2826428,1.2394288,0.43507236,1.2122512
pencil,0.85026276,1.0319014,1.088801,1.0504457,0.9919361,0.94445384,0.8418267,0.938723,1.2010475,0.92135024,1.0483125,1.0807068,0.93790686,1.155009,0.92487884,0.9692887,0.9843811,0.957211,1.0228686,0.8806856,0.7587676,0.82628,1.0425634,1.0853292,0.9741713,1.1152827,1.2191646,0.9788931,1.0079825,0.7859757,1.1483734,1.000945,1.1290855,0.7838817,1.1399658,0.90247685,1.1437352,1.0539285,1.1910145,1.002237,0.9613411,0.88040584,0.8876244,0.9243699,0.99913013,1.1776515,0.8597344,1.2199491,1.0624763,1.0287204,1.1231253,1.0698286,0.88529575,0.9921017,1.0067743,1.1299826,1.035874,0.97312814,0.95269775,1.0147971,1.0495275,0.8255613,0.94429666,1.0658463,1.1130947,1.1992598,0.7157473,0.0,0.83534265,0.939522,0.87407863,1.0230027,1.0222895,1.1809664,1.092407,1.1751554,0.94841915,1.0258739,1.1175504,0.8496096,1.1908,0.74474627,0.8818183,1.1034466,0.9249621,1.1154959,0.91464347,1.1923147,0.8112684,0.9158184,0.9852516,0.9124764,1.0329545,0.8520727,1.1804824,1.0938704,0.94545645,1.1479139
pillow,0.6752453,1.0375985,1.1997954,0.86532736,0.7705364,1.2639935,0.80519396,0.99755234,0.98466843,0.7979777,0.97702897,1.1623713,0.9316391,0.9235638,0.9057348,0.93199325,0.7246099,0.8875191,1.0117716,0.9766177,0.83647025,0.7336308,0.74175596,1.070711,0.84184283,0.8128245,1.2229518,1.2505004,0.7125079,0.83570707,1.1801695,0.7844342,1.1260258,0.6985347,1.0363694,0.99661726,1.082648,1.1168396,1.28094,1.1773951,0.86384857,0.7894478,1.0183401,0.68269557,0.7881876,1.2919526,0.9314187,1.3495522,1.217745,0.800726,1.3886979,1.2511663,0.8565905,0.689211,0.8269766,1.2480749,0.8704238,0.87228495,1.0903711,1.2274486,0.9686126,0.6948851,0.95700264,1.1672069,1.1283206,1.0838577,0.837023,0.83534265,0.0,0.81511927,0.82990694,0.981612,0.76699805,1.0813404,1.4038937,1.2867289,1.1182153,0.93652976,1.3661122,0.646557,1.2481798,0.7430183,0.6039251,1.0835631,0.75954115,0.961363,0.95302075,1.2722337,0.81482035,0.9332892,0.93576205,1.1542139,0.73867583,1.0217606,1.164942,1.2444742,0.8108584,0.9608237
plant,0.8597971,0.86994255,1.202264,0.8068422,0.8646602,1.1873579,0.7296769,1.1653049,1.265646,0.7266337,1.2047168,1.1932032,0.78643596,1.1787323,1.1352944,1.1016258,0.78494304,1.0554805,1.1815301,0.845006,0.78405106,0.8231671,0.736801,1.0769608,1.0075426,0.8129975,1.2163999,1.1737292,1.1469901,0.6726822,1.2052015,0.75910115,1.1089118,0.86844087,1.0908401,1.1792691,1.0638719,1.0633413,1.1536329,1.1455086,0.4778306,0.6466092,0.8135407,0.72097373,0.8826265,1.0921507,0.98607796,1.1569443,1.174502,0.91405153,1.2606415,1.1460431,0.73965913,0.82777786,0.69856906,1.1289128,1.0363085,0.9800396,0.93544966,1.0990316,0.94630986,1.029535,1.0831075,1.171085,1.1818554,1.2082931,0.80593646,0.939522,0.81511927,0.0,0.90776396,1.0968807,0.89499253,1.1554748,1.243497,1.2454573,1.1356069,1.011101,1.2216814,0.9573555,1.1195667,0.94229025,0.9028588,1.1287988,0.9356834,1.121585,0.8501048,1.3306829,0.8427626,0.8661941,0.8059268,1.0863117,1.1161435,1.0847075,0.91507757,1.1857963,0.7460467,0.9848126
plate,0.7209573,0.6870141,1.3466014,0.581828,0.6025537,0.8893114,0.71100473,1.1251398,1.3265686,0.7123425,1.4554567,1.2043269,0.9385077,1.26191,0.9142537,0.92687035,0.64703035,0.31433845,1.1198943,1.1459345,0.71248055,0.89998233,0.6777492,1.1619768,1.3009295,0.64046824,1.3119531,1.1684272,1.3665822,0.58192086,1.2385932,0.5527437,1.2694565,0.6435191,1.1824859,1.0005176,1.3365012,0.8640865,1.1783079,1.1407855,0.67569995,0.5674618,0.84548783,0.6865666,1.0000081,1.146811,0.59778374,1.2712073,1.1666423,0.59973305,1.3505151,1.2120705,1.0353386,0.6526376,0.6118008,1.0339164,0.95029575,1.0592012,1.1106932,1.064579,0.76246977,1.087278,1.0424123,1.1174248,1.3277907,1.1918209,0.72170055,0.87407863,0.82990694,0.90776396,0.0,1.2120596,0.7749467,1.277308,1.3058925,1.2805581,1.0126595,1.2204458,1.3690813,1.0190215,1.2891272,0.6054069,1.0685289,1.1626585,1.0482464,1.2181097,0.9968234,1.2371422,0.7732407,0.8544072,0.73376477,1.0797542,1.2397681,0.57835245,1.1648566,1.4027524,0.69611543,1.2047327
purse,1.2636971,1.2396237,0.93497735,1.2752033,1.2335852,0.8289993,1.1186175,1.0616623,0.6974176,1.2754254,0.82411444,0.78124535,1.16168,0.5318834,1.0422448,0.8583982,1.1946224,1.1247979,0.7926873,0.92519987,1.1450644,1.094478,1.2186265,0.951201,0.705954,1.2667457,0.8633805,0.95786625,0.7384175,1.3325272,0.8033646,1.3253343,0.64929616,1.0664783,0.92229,0.89035827,0.5141739,1.0923553,0.8934931,0.9930671,1.3317647,1.0967042,0.9197451,1.1619337,0.75566226,1.0379335,0.9763033,0.78314704,0.9704468,1.2238625,1.0457901,1.101632,1.1367329,1.2091268,1.2899647,1.0952933,0.98103094,0.865998,1.0430218,1.0745952,1.2436767,0.90414906,0.8282495,0.81641304,0.66082704,0.98295707,1.1656353,1.0230027,0.981612,1.0968807,1.2120596,0.0,1.1707773,0.85299015,1.0200139,0.71843845,0.7909968,0.70657325,1.0595161,1.2313583,0.93130064,0.88754994,0.714828,1.0392501,0.9269612,0.8485123,1.0024338,0.6650752,1.1003898,1.1776251,1.3495436,1.1991622,0.65781844,0.9488163,1.0435328,0.91748834,1.2250141,1.0589465
radio,0.5805203,0.7436089,1.3147609,0.63718385,0.72011435,1.2587185,0.64789754,1.2174648,1.3024586,0.49804008,1.3362339,1.356349,1.0817114,1.4120957,1.183667,1.0969281,0.40070617,0.85243595,1.0803549,1.0197664,0.72176826,0.67358875,0.42741245,1.0976013,1.0972542,0.4121064,1.2252549,1.3499417,1.2477157,0.5805502,1.2602198,0.3924883,1.2417307,0.83972704,1.0382112,0.9846694,1.3333895,1.0487753,1.2343166,1.3043916,0.6423678,0.6673089,1.128354,0.4938954,1.0511734,1.2457451,0.8713633,1.2350476,1.3604403,0.65860474,1.1855149,1.1887245,0.8304052,0.5564669,0.44585252,1.221184,0.8997854,1.1165887,1.0196724,1.2500618,0.72589153,1.1990507,1.1940218,1.2281096,1.3895628,1.2405066,0.8192398,1.0222895,0.76699805,0.89499253,0.7749467,1.1707773,0.0,1.1408366,1.1395777,1.4412637,1.0885159,1.191694,1.1342615,0.72737885,1.1766826,0.7808609,0.99355924,1.1593031,0.7529251,1.1373972,1.0930476,1.3213601,0.618974,0.94025993,0.53547657,1.1996362,1.273427,0.9312082,1.1715875,1.0724581,0.62740153,0.942219
refrigerator,1.2467883,1.2180135,0.7367252,1.34921,1.2267598,0.99960935,1.2268755,0.55737466,0.71034265,1.2201581,0.82844603,0.9571689,1.1665828,0.7371897,1.0348833,0.917022,1.2445729,1.1673908,0.7114126,1.0334551,1.2006228,0.8327248,1.2273669,0.851218,0.85570025,1.2352518,0.45158434,0.9973043,0.7402407,1.4250182,0.74224937,1.1978894,0.8120893,1.1409885,0.29837334,0.61643434,0.7549263,1.141731,0.9671691,0.98360276,1.3362653,1.2072248,1.104723,1.2328336,1.1276823,0.9615305,1.3322706,0.863833,1.0001994,1.3180356,1.0272068,1.0477744,1.0296786,0.96427715,1.2188375,1.0825081,0.7963869,1.0378653,0.9131186,1.134457,1.2239336,1.0010785,0.93893975,0.5191709,0.86365414,0.76276195,1.2510287,1.1809664,1.0813404,1.1554748,1.277308,0.85299015,1.1408366,0.0,1.0548412,0.8703346,1.1131765,0.93828523,0.9868754,0.897509,0.92840934,1.2643268,1.0382926,0.87857145,1.0439435,0.7245782,1.1180792,0.7255816,1.2355994,1.3123109,1.2067306,1.1800585,0.80283546,1.2364185,0.8805441,0.922041,1.3494433,0.5359775
scissors,1.2551011,1.2387139,0.9848585,1.161055,1.1450387,0.7532284,1.1497655,1.0307902,0.825946,1.275532,0.6574397,1.0489644,1.0627964,0.9351497,0.9969735,1.0315151,1.1878976,1.2185012,0.9903723,0.8823069,1.3457303,1.3912125,1.2712196,1.0290804,1.008884,1.1922611,0.77993524,0.7925503,0.99183095,1.3377619,0.8557409,1.3507677,1.0218415,1.1533973,1.1309037,1.0334325,0.9777546,1.1137701,0.91082186,1.041599,1.3042336,1.270473,1.2459077,1.3844106,1.2398001,0.7808026,1.20762,0.9554702,1.02192,1.291176,0.222197,0.40792894,1.0051028,1.18405,1.3351438,0.8537275,1.1050595,1.0566968,0.8748312,1.0454928,1.2551907,1.3507407,1.1042286,1.0042763,0.923395,0.8570649,1.3674483,1.092407,1.4038937,1.243497,1.3058925,1.0200139,1.1395777,1.0548412,0.0,0.96875197,0.9097104,1.1938636,0.1267848,1.0269452,0.67508286,1.2486818,1.1781552,0.52160263,0.87051845,1.071327,1.1628426,0.74797416,1.1514353,1.3492073,1.2960727,0.64583087,1.21216,0.9574557,0.879205,0.23012173,1.3813337,1.017022
shirt,1.3429276,1.086272,0.62381244,1.3690594,1.3314908,0.8062035,1.3495572,0.97047365,0.70672977,1.3394201,0.7783858,0.30009753,1.1284108,0.70591503,0.9757698,1.0280155,1.4505923,1.2573254,0.9703616,1.2095058,1.3152375,1.316355,1.4075716,0.8080682,1.0067345,1.419585,0.7945294,0.7163231,0.8148797,1.426587,0.7900742,1.428155,0.6525772,1.2746103,1.0473614,1.0702116,0.44745958,1.0001872,0.65465665,0.7523633,1.3495135,1.3449925,0.9614618,1.31335,0.8377406,0.82084763,1.1453902,0.5152204,0.58059525,1.2119331,0.92740995,0.9003213,1.3419244,1.480574,1.3864894,0.8603569,1.1615171,0.9426402,1.1892917,0.64499104,1.1559988,0.90264446,0.83847857,0.80193853,0.27075875,0.90119386,1.1873453,1.1751554,1.2867289,1.2454573,1.2805581,0.71843845,1.4412637,0.8703346,0.96875197,0.0,0.9038616,0.6942516,0.93486834,1.2905705,0.8680552,1.2455496,0.9827034,1.0019572,1.27685,0.66376567,1.0752398,0.6625533,1.3453832,1.0609347,1.2879663,0.9918958,0.76834786,1.0980247,0.9076812,1.0321426,1.2225685,0.9661559
shoe,1.1305897,1.1642417,1.0160664,0.9977715,1.0031432,0.88224757,1.0508196,1.1358197,0.9635127,1.1654925,0.9870464,0.985365,1.0340488,0.9108101,0.958127,0.878457,1.0129201,0.9890026,0.8567396,1.0386553,1.1753277,1.2351515,1.1984477,1.1298578,1.0169642,1.1561236,1.0649309,0.869899,1.0376238,1.1758071,1.0109259,1.2155956,0.95285124,0.9615119,1.1077521,0.92428786,0.9748897,0.93382496,1.0061888,0.960969,1.2496322,1.0636616,1.1198108,1.1772653,0.8008225,1.0765576,0.7815509,1.0016637,0.8787526,1.0527476,0.9953059,0.93625,1.1465166,1.1164025,1.1603568,0.858671,0.8823977,0.80673224,1.1034907,0.9072418,1.1884669,0.93499583,0.8876085,1.0141853,0.945865,0.97880614,1.1294978,0.94841915,1.1182153,1.1356069,1.0126595,0.7909968,1.0885159,1.1131765,0.9097104,0.9038616,0.0,0.86235774,1.0498408,1.1427907,1.0580376,0.5271451,0.9848451,0.97514665,1.0054744,0.9001023,1.0359714,0.914252,0.9167831,1.0094215,1.186953,0.9240933,1.0437566,0.8773616,0.9897749,1.0589714,1.110021,1.1759256
shorts,0.9888411,1.1042837,0.7252929,1.1884648,1.2058488,1.1437829,1.2322677,1.0170286,0.9618949,1.0992786,0.8938058,0.72459865,1.1199207,0.7921678,0.98401725,1.03135,1.1741314,1.1867948,1.0345155,1.0617347,1.0240496,0.91392696,1.1287193,0.96794504,0.8258261,1.1979009,0.9797801,0.99253726,0.7626382,1.0912545,1.0474322,1.1642054,0.7879964,1.1201265,0.9574227,1.0102142,0.62852675,0.9654792,1.0139388,0.8341675,1.1488853,1.2606156,0.8315394,1.0533702,0.60350984,1.1471362,1.035588,0.9336456,0.8162812,1.1015211,1.1583622,1.1143448,1.1478515,1.2748969,1.0810788,1.0444971,0.9872625,0.8127699,1.1424305,0.8847465,1.0706818,0.6416675,0.8041705,0.8628973,0.67221403,1.017596,0.9680344,1.0258739,0.93652976,1.011101,1.2204458,0.70657325,1.191694,0.93828523,1.1938636,0.6942516,0.86235774,0.0,1.148396,1.1930007,1.0766673,0.8884233,0.8232337,1.1366296,1.0936589,0.6275776,0.9447816,1.0233536,1.1345266,0.7665398,1.1744728,1.0872165,0.6988385,1.2079288,1.1917121,1.0431948,0.8318572,1.1623316
shovel,1.2778908,1.2293581,0.88283914,1.2139008,1.1952989,0.87228227,1.1931626,0.95942676,0.7802099,1.267916,0.57722485,1.024547,1.033621,0.9098686,0.9872613,1.1075017,1.2894447,1.27909,1.0776988,0.8804674,1.3597553,1.3415353,1.2739675,0.9599177,0.98778325,1.1968073,0.7576673,0.80706763,0.90890485,1.3543487,0.8420961,1.3573308,0.9816468,1.2499936,1.1016924,1.1408427,0.9378282,1.0651958,0.8524664,0.9987801,1.2717283,1.3246388,1.2463511,1.370498,1.2837586,0.7687224,1.3027102,0.87801635,0.98328036,1.3198415,0.12387669,0.5349816,1.008595,1.2036341,1.3313264,0.891181,1.160527,1.1577483,0.8258724,1.0404978,1.2195613,1.2800872,1.1566417,0.9760519,0.87199956,0.85683185,1.3330469,1.1175504,1.3661122,1.2216814,1.3690813,1.0595161,1.1342615,0.9868754,0.1267848,0.93486834,1.0498408,1.148396,0.0,1.0011296,0.6628548,1.3720918,1.2199227,0.55520093,0.9087918,1.0257847,1.1642253,0.7829299,1.1663754,1.2921453,1.2857852,0.7676238,1.1526781,1.1264745,0.8325201,0.13107502,1.3740151,0.95254517
