,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,couch,crayon,crib,cup,deer,dog,doll,door,drawer,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pony,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bread,0.775882,0.8471861,0.6073612,1.1370206,0.9554166,0.6665612,0.89692396,0.79302454,1.2598748,1.2442263,0.9395481,1.0911242,1.1761075,1.0440453,1.0225995,1.1794566,0.95560575,0.9409315,1.0102506,1.2684376,0.0,1.1696275,0.88308203,0.5720664,0.8296257,0.49135548,1.1351485,1.1978551,1.035266,1.3018832,1.1349692,0.61627376,1.2886578,0.7921648,0.6714089,1.1676853,1.1261289,1.1354935,1.0205264,1.0589356,1.0870639,1.0852188,0.78815615,0.46991265,1.1038977,1.0774182,1.0432392,0.90381294,0.6182731,1.2320948,1.2372195,1.2545412,1.1110117,1.0989325,0.5936042,0.91655153,0.91347384,1.1281078,1.2096332,0.93101954,0.655289,0.9294228,1.2060479,1.2479771,0.61697936,0.89726466,1.0717554,0.5738512,1.1404538,1.0027332,1.2322085,1.1758119,1.2371713,0.8073983,0.8081796,0.6807268,1.0235838,1.0015439,1.0857539,1.2076095,1.0295844,1.095976,0.7402106,1.2595646,0.96429294,0.832619,1.0770723,1.1508597,1.0041678,0.8684707,1.1361147,1.2162616,0.6347985,0.80772126,0.8483683,0.9421198,1.2323852,1.15564,1.2480639,1.0551226,0.74121773,1.0305463,1.0622271,0.7874947,1.0896937,1.2474761,1.1825312,1.1410345,1.1892527,0.77468216,1.201385
broom,0.87017363,0.97876334,1.1919198,0.9620052,1.1348361,1.1573368,0.8795653,0.9421188,0.9475503,1.1348373,0.8763808,1.1137985,1.1799778,0.93553776,0.95870745,0.70460224,1.0773656,0.99849945,1.1588649,1.1049578,1.1696275,0.0,1.01437,1.101265,0.8895908,1.1769953,1.0803183,0.95872414,0.8755587,1.0530648,1.1864023,0.9343654,1.0255873,1.0516045,0.99749213,0.96874356,0.91187006,0.778008,0.6909078,1.1740191,0.8404012,1.1643507,1.0087552,1.1205082,1.086053,0.82632625,1.0331725,0.920754,1.0929632,1.0971925,1.0121956,1.0703248,1.1550027,1.0511526,1.1438767,0.96593696,0.8878654,1.226739,1.1101178,0.7395619,0.97957456,0.7436109,1.1914133,0.9501534,1.1596152,0.83731186,0.8996606,1.2058773,1.0333697,0.94453025,1.2330455,1.1314398,1.0818261,0.6505441,0.5280125,1.2092226,0.9345713,0.90958315,0.9316126,1.1524953,0.97317517,0.9334419,0.96336204,1.1060002,1.0032841,0.98836595,0.8931775,1.1832902,1.0473692,1.0389688,0.9515579,1.0990157,1.0630845,0.9964945,1.0094326,1.1454747,0.9993662,1.2584038,1.164958,0.9798062,1.0715292,0.8525952,0.82538015,0.8395644,0.97395134,1.0876676,0.8716873,0.9233265,0.7134405,0.93048424,0.9749851
bucket,1.0720834,0.82887805,0.82075346,1.1304173,0.8543359,0.81380033,1.0406454,0.47822422,1.1914113,1.255113,1.0538163,1.2515695,1.2687398,1.0143286,1.0345929,1.0770873,1.0015206,0.2083435,0.8534162,1.1765229,0.88308203,1.01437,0.0,0.54389477,0.92898846,0.8420346,1.3543305,0.92360157,0.8862112,1.0873958,1.2545799,0.87492263,1.0770273,0.39866227,0.8942479,1.1278844,1.1005114,1.0032774,0.8901183,0.9845985,1.0423123,1.1995437,1.0139543,0.90649873,1.0023375,0.9470106,1.1573684,0.6626641,0.77336395,0.9473988,1.2953215,1.1392909,1.2131337,1.2018003,0.6955573,0.99949306,1.1260887,1.2823374,1.210682,1.0404979,0.81625426,0.76421165,1.0530255,1.1445985,0.8383013,0.63810366,0.82150906,0.8392057,0.87278014,1.199081,1.2673993,1.1912837,1.0982325,0.906803,0.947683,0.94228995,1.0226016,0.80884826,0.81621903,1.2711197,1.0791212,0.83046675,0.7627206,1.0240476,1.1906793,0.9875849,1.0101424,1.2693996,0.7033764,0.80056953,0.90226054,1.1253145,0.69391984,0.9408843,0.9012799,0.73883444,0.9467299,1.2479749,1.3020921,0.7784368,0.9677658,1.045158,1.0793904,0.60559875,0.96733797,1.2233888,1.2567215,0.9070411,0.66186655,0.82752526,1.0964727
can,0.7404116,0.7959948,0.45098668,1.2647607,0.85513675,0.2988602,1.0452912,0.5361664,1.3476377,1.3949674,1.0419625,1.2723713,1.3948667,1.0573936,1.0958679,1.1319153,0.90455115,0.51288337,0.812857,1.300964,0.5720664,1.101265,0.54389477,0.0,0.8899722,0.62582207,1.3597813,1.0987296,0.81279916,1.1954999,1.3119898,0.6007683,1.2485906,0.41476393,0.9309447,1.1390533,1.255923,0.98285365,0.90929717,1.1146793,1.1081176,1.2267038,1.0126591,0.6030223,0.777161,0.9250496,1.1937011,0.621952,0.49317837,1.251298,1.2917091,1.2329156,1.2444165,1.3393925,0.56230086,0.97957706,1.2016712,1.2697275,1.2929469,1.0419947,0.6898371,0.58189225,1.2863555,1.1459762,0.5611315,0.63719535,0.76453495,0.730835,0.96356523,1.0756992,1.3558644,1.2990499,1.3355021,0.6806785,0.7650128,0.990895,1.0370129,0.94547886,0.79767203,1.3145413,1.0989622,1.0227265,0.49761045,1.1682084,1.0612354,0.98195666,1.0019313,1.3465172,0.8722309,0.40844715,1.0712407,1.3008742,0.4802239,0.75361055,0.8598507,0.9733453,1.0927448,1.3421869,1.4096363,0.89451814,0.9342949,1.1140372,1.1717744,0.5395577,1.0286583,1.3573365,1.2286565,0.9678245,0.8608961,0.58237493,1.128884
car,0.883898,0.89857674,0.89986897,1.1538026,1.127589,0.95807314,0.9730743,0.7684562,1.0967622,0.9912071,1.0488179,0.99011624,1.1979811,0.8873942,0.9162519,0.8474542,0.8829331,0.99517184,1.1332293,1.3365407,0.8296257,0.8895908,0.92898846,0.8899722,0.0,0.8487695,1.0359118,0.9334569,0.97672725,1.2637393,1.0628912,0.85384667,0.98044336,0.87780726,0.8466276,0.9516943,0.9264862,0.99994755,0.87321,1.1273016,0.7659503,1.1091434,0.9759002,0.9312566,1.0050057,0.8363533,1.078885,0.8108112,0.65177494,1.1368097,1.0477949,1.2953334,1.0524955,1.1512552,0.8759653,0.88782096,0.9747689,1.179079,1.2125561,0.7187675,0.8749401,0.96565825,1.2010988,0.9970478,0.8962488,0.9569512,1.0587275,0.9645401,1.0787492,1.006895,1.2437124,1.2241485,1.2572894,0.8230716,0.88455,0.85333884,0.918944,0.76620144,0.8258549,1.3554678,0.96947026,1.1500436,0.7823539,1.2185925,0.9285356,0.9698395,1.1216884,1.210124,0.82742786,0.9636347,1.0914423,1.2365744,0.8004767,0.92534375,0.7896969,1.0473866,0.9900019,1.1774064,1.334125,1.0444436,0.9995883,0.8809131,1.1248958,0.81847966,1.1276894,1.3449278,1.099647,0.8655983,0.9279007,0.87723714,0.92298394
carrot,0.7782656,0.7476306,0.41385627,1.2549717,0.8052746,0.6586584,0.8207227,0.81025845,1.4490272,1.4529064,0.8453498,1.3042296,1.3456291,0.9302617,1.0927674,1.1787506,1.0782987,0.8153802,0.8987143,1.2983967,0.49135548,1.1769953,0.8420346,0.62582207,0.8487695,0.0,1.2785302,1.3254335,0.9863566,1.3708465,1.3259697,0.42866802,1.3480029,0.59742814,0.5979949,1.2052822,1.1553199,1.190692,1.1026726,0.81727314,1.0523942,1.2052891,0.67370653,0.376068,0.8761194,1.0267959,0.88215756,0.8571912,0.54164284,1.2385497,1.3383462,1.0691581,1.2087178,1.0316931,0.6841017,0.80464864,1.1222945,1.2559357,1.3027649,1.0363125,0.71236926,0.91070884,1.2073033,1.1431403,0.4929449,0.8530661,0.9949095,0.2962532,1.2840439,1.1095806,1.3244509,1.2565202,1.3460226,0.8119618,0.8783465,0.48437786,0.91464084,1.0835824,0.9633744,1.2518629,0.98032486,1.1838776,0.7465247,1.3515939,1.065296,0.71545774,0.8338135,1.3151562,0.9592046,0.79033434,1.2606571,1.2500606,0.651684,0.7529229,0.73010397,0.82232755,1.3090578,1.2889476,1.3753059,0.84860015,0.6570754,0.89591163,0.9984925,0.7210584,0.91103864,1.3257246,1.2658447,1.1508585,1.1527743,0.6798711,1.2289975
cat,1.0623358,1.0506549,1.2445879,0.86171484,1.0806776,1.184479,1.0177608,1.3885196,0.7238006,0.5908798,1.0435884,0.5767124,0.7102301,0.99982685,1.0488799,1.1786509,1.1553572,1.3126149,1.2701842,1.0125372,1.1351485,1.0803183,1.3543305,1.3597813,1.0359118,1.2785302,0.0,0.9087762,1.1802061,0.92314315,0.59848595,1.3156924,0.9788378,1.3971559,1.068505,0.57921135,0.89090353,0.898156,1.182872,1.074218,1.0123034,0.8369576,1.0929551,1.215566,1.2483778,1.2047791,1.0978893,1.2674232,1.240741,1.062879,0.59508294,1.1418586,0.710167,0.9684871,1.2197151,1.0303755,0.8198354,0.74071085,0.7277589,0.8554415,1.206826,1.2385557,0.84103125,0.85842377,1.1841755,1.2381282,1.3375292,1.2216412,0.9740911,0.4753033,0.7668737,0.74819565,0.83120203,1.1774087,1.1820052,1.0558679,0.99161893,1.0740873,1.1678379,0.9346716,0.97412044,1.0850153,1.3204778,0.9055191,0.48403394,1.0894363,1.2993248,0.67724484,1.2011166,1.2534691,0.97843295,0.8047372,1.2696192,1.1183867,1.1086522,1.0886128,1.0918422,0.71972096,0.7854563,1.2712568,1.148348,1.1798345,1.0817447,1.3027489,1.3239163,0.94928366,0.7579496,1.1363605,1.2135546,1.2969819,0.8816074
chair,1.3558954,1.1515704,1.348065,0.80676496,1.2986159,1.2899672,1.1934586,0.94474655,0.65572315,0.41573393,0.9797995,0.46817362,0.8696261,1.1779768,0.96799845,1.0526919,1.0961119,1.110727,1.3088124,1.0161985,1.1978551,0.95872414,0.92360157,1.0987296,0.9334569,1.3254335,0.9087762,0.0,1.2494258,0.63151103,0.51619595,1.4003968,0.46166295,1.2859832,1.0302433,0.96357405,0.8919574,0.53953415,0.7455167,1.0992812,1.0928341,1.0321038,1.1914028,1.4442627,1.2737262,1.1755803,1.3191162,0.8532989,1.1790686,0.99622077,0.8401222,1.2570199,0.8955132,1.0430002,1.0916669,1.1181287,0.98214203,0.76742625,0.6628256,0.9043004,0.9799335,1.1644818,0.827272,0.7265681,1.3706605,0.9059108,1.173389,1.3698319,0.51303315,1.0212541,0.8027943,0.6138265,0.82238495,1.2454904,1.221529,1.1680329,1.1013585,0.65106,1.0861081,1.1343486,1.0785588,0.75741255,1.2021081,0.5558336,0.9636238,1.2317252,1.2802167,0.78058815,0.9522237,1.213864,0.92086387,0.85321647,1.1941524,1.1984453,1.1528608,1.0283698,0.48168033,0.79590636,0.9155801,1.3349887,1.2869658,1.2962449,1.0806475,0.9277841,1.284133,1.0438845,0.97559404,0.8205042,0.58167493,1.2521865,0.56648767
clock,0.85859746,0.9611439,0.80764306,1.1298829,0.7887868,0.79030704,1.044845,0.8252704,1.3042169,1.3010089,1.0065465,1.3015338,1.2164757,0.90852696,0.98835194,0.9755145,1.0604066,0.7915947,0.9393099,1.133401,1.035266,0.8755587,0.8862112,0.81279916,0.97672725,0.9863566,1.1802061,1.2494258,0.0,1.2023586,1.24913,0.8846563,1.2455385,0.6520504,1.1262705,0.9214918,1.1202981,1.1077332,1.0353613,1.0541685,1.0050653,1.1069325,1.156604,0.9077845,0.6671601,0.6557058,0.9822917,0.7388526,0.82759273,1.1900561,1.0953343,0.9997341,1.1687555,1.2620889,0.8735407,0.9485396,1.1210788,1.1931516,1.2852455,1.0373533,0.97046006,0.55512387,1.2657827,1.0596623,0.9056785,0.97418565,0.5210583,0.89943004,1.2021362,1.0504323,1.2000233,1.2677209,1.2696165,0.8059904,0.8521793,1.1815153,1.0179197,0.9464644,0.6364274,1.1109626,1.0290191,1.129673,0.64764035,1.2320298,1.0133643,0.959765,0.8983414,1.2562054,1.0640755,0.74986243,1.1108798,1.2006223,0.92068434,1.0766609,0.88317674,1.0921365,1.0109833,1.2738295,1.1972445,0.6005271,1.0441331,0.7634393,1.1889342,0.92711914,0.9105148,1.1106352,1.0157229,0.92774326,0.99413854,0.76356983,1.1482959
closet,1.2871563,1.2506171,1.3124266,0.8802134,1.1620718,1.2110816,1.174293,1.0849087,0.535559,0.66664326,1.120878,0.79349816,0.84906334,1.1397138,1.0405952,0.99823844,1.0011083,1.0940658,0.98614776,0.6692283,1.3018832,1.0530648,1.0873958,1.1954999,1.2637393,1.3708465,0.92314315,0.63151103,1.2023586,0.0,0.76122963,1.3944342,0.65570587,1.3294604,1.2512088,0.9848855,0.97482604,0.5757108,0.74400866,0.92882764,1.0771629,0.8749253,1.2258651,1.4110526,1.035687,1.164481,1.1134228,1.1917908,1.3513906,0.9129024,0.86831653,0.88549244,0.8240869,0.9136579,1.2962694,1.14504,0.99118644,0.84146845,0.7616707,1.1345526,1.125584,1.1948689,0.8390858,0.91109407,1.3524535,1.125756,1.0529181,1.2768899,0.5307034,1.0357857,0.7777885,0.73141634,0.6699296,1.2666225,1.2891419,1.1787877,1.0966265,1.0051246,1.1678829,0.73048085,1.0212213,0.8300048,1.2255007,0.18280268,1.1092434,1.2449311,1.1332679,0.81292915,1.1230559,1.1346292,0.78647316,0.87504065,1.3653035,1.1031653,1.2733079,1.0935842,0.76067626,0.8360729,0.6597712,1.1621251,1.2684293,1.1997864,1.0390401,1.1863897,1.0589391,0.695174,0.8612904,0.8759925,0.851915,1.3276662,0.6341953
couch,1.2723182,1.2134913,1.2662377,0.7978419,1.2215972,1.2195783,1.2384919,1.2688637,0.5626902,0.2080841,1.1093814,0.17553258,0.7052531,1.2136517,0.8857857,1.1464818,1.0781136,1.2974749,1.2043736,0.8673245,1.1349692,1.1864023,1.2545799,1.3119898,1.0628912,1.3259697,0.59848595,0.51619595,1.24913,0.76122963,0.0,1.4143056,0.6161779,1.430342,1.1415839,0.85458684,0.9459564,0.81124425,1.0831728,1.0990306,1.1757861,0.8015161,1.2139997,1.3710604,1.2438979,1.2499065,1.2744992,1.1125501,1.2240547,1.022542,0.6450921,1.1548846,0.72932136,1.0387131,1.1814758,1.2030916,0.90555966,0.55287164,0.6254943,0.9818717,1.1938037,1.3082427,0.7807188,0.8003367,1.2612066,1.2172128,1.3042581,1.3059237,0.64286244,0.87784904,0.5703659,0.5895468,0.80653363,1.2740505,1.2847834,1.081241,1.1583345,0.7653646,1.2090492,0.8763635,1.1230065,0.9683737,1.303066,0.6674737,0.7844938,1.3127182,1.3637054,0.59472746,1.2066344,1.2490271,0.9511593,0.71536124,1.2806677,1.2122519,1.2301148,1.0570105,0.72293633,0.5667681,0.66531736,1.3295602,1.2191153,1.2872181,1.0713096,1.2757293,1.3287528,0.83056724,0.80121,1.0447662,0.97291523,1.3587006,0.71991134
crayon,0.6227346,0.7457522,0.45861506,1.2209665,0.81393677,0.54936594,0.9723795,0.76585305,1.3265702,1.5141803,0.8397197,1.3120502,1.4010268,1.034404,1.1524489,0.99579227,0.9620831,0.74991167,0.7814232,1.2532119,0.61627376,0.9343654,0.87492263,0.6007683,0.85384667,0.42866802,1.3156924,1.4003968,0.8846563,1.3944342,1.4143056,0.0,1.3757911,0.55357134,0.8795312,1.2285157,1.179895,1.1431109,0.93710655,1.0746837,0.9982233,1.2638757,0.7167704,0.51742715,0.88982666,0.94098884,0.9583197,0.8151103,0.61387795,1.1731367,1.3575177,0.9881487,1.282165,1.1129429,0.776379,1.0355253,0.95945907,1.3280015,1.3407736,0.84857255,0.63878405,0.6354921,1.2547764,1.1759338,0.46093822,0.7023862,0.88672215,0.609342,1.3031571,1.1086867,1.390343,1.3726401,1.3273062,0.44528544,0.4314186,0.72702295,1.0741708,1.1880302,1.0136331,1.1953132,1.1554987,1.0871642,0.68071973,1.3770785,1.0649649,0.9568024,0.7092846,1.3937771,0.9186207,0.7191693,1.0852941,1.2381921,0.56056654,0.60020036,0.78662723,0.8824511,1.4191744,1.3882524,1.3590829,0.753326,0.760298,0.8336018,0.59074074,0.6399817,0.7739381,1.2612975,1.2658479,1.1763685,1.0042953,0.59152216,1.2821603
crib,1.352603,1.3088672,1.3598356,0.93301225,1.2377099,1.3969908,1.2001619,1.03439,0.56313396,0.33807623,1.2067527,0.6595297,0.6812693,1.1206242,0.7883871,0.8994216,0.79663444,1.1995845,0.9578065,0.60378706,1.2886578,1.0255873,1.0770273,1.2485906,0.98044336,1.3480029,0.9788378,0.46166295,1.2455385,0.65570587,0.6161779,1.3757911,0.0,1.3717374,1.1220987,0.9150845,0.6458112,0.9077579,0.9117295,0.9440843,1.0939083,1.0284816,1.315257,1.4755199,1.028011,1.1502721,0.9937535,1.116096,1.3475302,0.7363056,0.82009196,0.8059721,0.93404925,0.96524936,1.2628173,1.0690905,1.0636979,0.8177025,0.74424326,1.159323,1.13599,1.4273736,0.7956066,0.8644961,1.4449056,1.111438,1.1032355,1.343079,0.7114677,1.1286253,0.77825445,0.79320353,0.63428026,1.4166595,1.3496308,1.0754288,1.0502357,0.7822553,1.0914391,0.7612532,0.9626692,0.74145436,1.2477324,0.6517625,1.1548071,1.2210996,1.033582,0.8534026,0.96501017,1.2960268,0.77083206,0.76650757,1.3641496,1.1191835,1.068422,1.1159549,0.5209022,0.7441205,0.64917177,1.1510408,1.4066136,1.2361835,0.92026657,1.2076163,0.86951494,0.65778166,0.94762886,0.85626364,0.89359486,1.4333732,0.76748425
cup,0.78466135,0.8076862,0.39367586,1.3600721,0.69562954,0.44598424,0.94042164,0.5086508,1.4683971,1.4768529,1.0781869,1.4279075,1.3964347,0.9071583,1.0546579,1.0504396,1.0441751,0.40198815,0.58254296,1.2452322,0.7921648,1.0516045,0.39866227,0.41476393,0.87780726,0.59742814,1.3971559,1.2859832,0.6520504,1.3294604,1.430342,0.55357134,1.3717374,0.0,0.96683514,1.098655,1.2569668,1.2039883,1.0488957,0.9324328,0.98894626,1.2090142,0.9826303,0.6546066,0.7257379,0.83047134,1.0481535,0.54604113,0.5922259,1.2135615,1.3193192,1.0626599,1.3656907,1.3434732,0.54600704,0.9966768,1.2602303,1.4541531,1.4748719,1.116688,0.7778401,0.48476392,1.3523426,1.2361642,0.48860425,0.72743106,0.67259675,0.57958364,1.1879196,1.1557782,1.4381052,1.5176791,1.3827388,0.6322321,0.7733562,0.9506689,1.0474217,0.9753971,0.7166171,1.2761009,1.1234841,1.1234074,0.4996348,1.2912462,1.1185075,0.9320881,0.7995781,1.4770286,0.8791301,0.41750497,1.02579,1.1798053,0.5679406,0.73772085,0.6749742,0.8787283,1.1940893,1.4464587,1.3957188,0.40165675,0.8426337,0.826557,1.1168534,0.63305146,0.80070126,1.2756963,1.2781596,0.9283032,0.9564596,0.5723949,1.2667459
deer,0.97169095,0.8153562,0.92773515,1.1246232,1.0647408,1.0500557,0.7769334,0.8782647,1.203805,1.2054957,0.74887097,1.0866499,1.2303102,0.8194424,1.1562347,1.1688871,1.0473462,1.0250199,1.1972291,1.2841464,0.6714089,0.99749213,0.8942479,0.9309447,0.8466276,0.5979949,1.068505,1.0302433,1.1262705,1.2512088,1.1415839,0.8795312,1.1220987,0.96683514,0.0,0.97651666,0.9992384,0.99506307,1.0046803,1.0449026,0.99485743,1.1321442,0.77100927,0.68212664,1.094742,0.976817,0.8421184,0.9984288,0.80845594,1.144289,1.0714933,1.2207797,1.1567558,1.0114485,0.9269632,0.73495674,0.95268184,1.1369555,1.1119992,0.78012896,0.8143633,1.009886,1.1174941,1.1480566,0.9364151,0.9202728,1.0968297,0.7340858,1.1166984,1.0154607,1.1766214,1.0986962,1.1483854,0.94050777,0.9179553,0.67572457,0.7167655,0.943238,0.9363136,1.2600298,0.81341416,1.0968645,1.052185,1.2202111,1.0900927,0.65827227,1.006156,1.2026613,0.9286676,1.1018571,1.1740677,1.2397974,0.8620707,0.91428614,0.7702193,0.72553885,1.1766187,1.190105,1.2576287,1.1158284,0.75197566,0.97053576,1.0905218,0.7902037,1.077388,1.2931465,1.1135608,1.0832978,1.0814936,0.9088113,1.040198
dog,0.9919972,1.1955396,1.0861076,1.1548343,0.96884286,1.0617076,0.9640523,1.0611295,1.0150127,0.8204402,1.230403,0.91095364,0.91198474,0.6766249,0.80219674,0.97908056,1.0467591,1.0805928,1.1302218,1.0465733,1.1676853,0.96874356,1.1278844,1.1390533,0.9516943,1.2052822,0.57921135,0.96357405,0.9214918,0.9848855,0.85458684,1.2285157,0.9150845,1.098655,0.97651666,0.0,0.6958663,1.0314493,1.0921423,1.090322,0.99927336,0.95702124,1.2867556,1.0819455,1.0099393,0.8901076,0.8653212,1.1049135,1.0672994,1.0382267,0.6548499,1.105973,1.0126162,1.1742359,1.1609433,0.7287119,1.0118604,0.9335427,1.0368469,1.017499,1.1833018,1.0676521,1.0736582,0.9469427,1.1610059,1.1895914,1.0234612,1.1518272,1.0382808,0.99546283,1.0119652,1.0530347,1.067995,1.1140398,1.0971795,1.1922495,0.73278713,0.84009373,0.85549706,1.0427186,0.7149117,1.1778302,1.0070173,0.9907236,1.0251836,0.9036786,1.1539962,1.044349,1.1336372,0.98693,1.1227536,1.1335546,1.1429596,1.1642708,0.8722901,1.1547818,0.88976127,0.9793952,0.98849344,1.0546136,1.178116,1.1006868,1.2151613,1.1719242,1.0146083,1.0496267,0.91707456,0.880933,1.0789301,1.2110735,1.0051116
doll,1.0681015,1.1852405,1.2339748,0.95855784,1.0877036,1.3140848,0.93690795,1.0629725,0.9440068,0.8244714,1.1322174,0.98401654,0.86041796,0.83005065,0.75311935,0.8223908,0.9619792,1.1317062,1.0852222,0.86411196,1.1261289,0.91187006,1.1005114,1.255923,0.9264862,1.1553199,0.89090353,0.8919574,1.1202981,0.97482604,0.9459564,1.179895,0.6458112,1.2569668,0.9992384,0.6958663,0.0,1.1415712,1.0818385,0.94912153,1.0076882,1.0713116,1.1794937,1.1117066,1.0511893,0.96162224,0.72380596,1.2351711,1.1771829,0.6954887,0.9512543,0.8150818,1.0438551,0.8766506,1.1803273,0.8349147,0.97628194,0.9740244,0.9637064,1.03313,1.0687829,1.3161657,0.8396511,0.85550004,1.3410065,1.1180003,1.1356232,1.1603265,1.0923887,1.1064656,1.0136999,0.8974353,0.9276284,1.2288178,1.139443,1.0335001,0.8829524,0.8203106,1.0221909,0.9361448,0.79123735,0.93706524,1.1715043,1.0390124,1.1332551,0.8094274,0.91483974,1.0619298,0.88915193,1.17455,1.0224974,1.0569657,1.2226218,1.1725607,0.8131031,1.1828187,0.7008628,0.9323078,0.90121186,1.1021032,1.2423503,1.0246953,0.90474623,1.1937466,0.7959408,0.8806647,1.0543205,0.9613045,0.9770867,1.2866646,1.0171151
door,1.1468906,0.97996074,1.2003909,0.873243,1.2930977,1.0697103,1.0220325,0.95767474,0.6721952,0.8415024,0.8239709,0.68702316,1.0890564,1.1233897,1.1228201,1.1271164,1.242306,1.0584674,1.3819971,1.2261463,1.1354935,0.778008,1.0032774,0.98285365,0.99994755,1.190692,0.898156,0.53953415,1.1077332,0.5757108,0.81124425,1.1431109,0.9077579,1.2039883,0.99506307,1.0314493,1.1415712,0.0,0.5653448,1.1942301,0.9959345,0.99454814,0.98669213,1.2305188,1.2545799,1.0699788,1.3736374,0.9062071,1.045254,1.1824889,0.88431334,1.3425143,0.9213517,1.0088383,1.1022726,1.1099759,0.91379434,0.92060834,0.7510551,0.73763955,0.82285476,0.8125576,1.0131793,0.83369064,1.161037,0.671122,1.0760295,1.2462512,0.5284499,0.88490933,0.95483756,0.7569724,0.9481324,0.99825907,0.9583097,1.1818464,1.1186912,0.94531524,1.0706693,1.268028,1.1035999,0.8947551,1.1036813,0.58870864,0.9262836,1.1927497,1.3236324,0.90105724,1.1043898,1.1020095,1.0005227,1.1306739,1.1199394,1.1022235,1.1798447,0.9330676,0.87980866,1.0373613,1.1406509,1.362212,1.0315286,1.1929703,1.0464072,0.62462336,1.4276145,1.2073764,0.9290446,0.816576,0.5919456,1.0739449,0.47155553
drawer,0.90396684,1.0163707,1.1677592,1.0681465,1.1203191,1.0245208,1.0314488,0.7426997,0.75936365,1.0339967,0.9663119,0.94314206,1.2642415,1.0549948,1.0032982,0.846333,0.93052167,1.0040432,1.1181889,1.1074278,1.0205264,0.6909078,0.8901183,0.90929717,0.87321,1.1026726,1.182872,0.7455167,1.0353613,0.74400866,1.0831728,0.93710655,0.9117295,1.0488957,1.0046803,1.0921423,1.0818385,0.5653448,0.0,1.1214589,0.8429141,1.1703894,0.99956715,1.0984025,1.1443996,0.9532447,1.1784664,0.92688394,1.0447943,1.1526666,1.2065834,1.2091038,1.1612271,1.097524,0.97624236,1.0374374,0.79826,1.1915463,1.0619714,0.76336503,0.7927812,0.6935767,1.2503667,1.0324801,1.1210191,0.74249876,0.899544,1.0959102,0.6563962,1.0226107,1.2239628,1.0804361,0.91116524,0.74262285,0.69143206,1.1297437,0.98621154,0.93151015,1.0409704,1.1750959,1.0166025,0.907756,0.8630104,0.73970336,1.0164077,1.0684472,1.0777404,1.200438,0.99577206,1.0608301,0.7656486,1.0616487,0.93233585,0.9164362,1.1402681,1.0300494,0.9449706,1.2239513,1.1518352,1.0726243,1.1008234,1.0440093,0.9049727,0.6916033,1.1170946,1.1239201,1.1239496,0.93396676,0.6829951,0.9503154,0.84856445
egg,1.0436904,1.1971134,1.0013481,1.0873,0.896828,1.1374038,0.8036532,1.202547,0.9674989,1.0563648,1.146263,1.0927122,0.93623435,1.0320523,1.0146052,1.0002502,1.0471804,0.9784263,0.7232941,0.77770543,1.0589356,1.1740191,0.9845985,1.1146793,1.1273016,0.81727314,1.074218,1.0992812,1.0541685,0.92882764,1.0990306,1.0746837,0.9440843,0.9324328,1.0449026,1.090322,0.94912153,1.1942301,1.1214589,0.0,1.0792997,1.0174378,1.1144146,1.0192102,0.8786428,1.1347779,0.6730048,1.1007645,1.1993334,0.85323536,1.0808601,0.57053655,1.0572537,0.87396175,1.032355,0.9298254,1.0436269,1.1152427,1.054869,1.156718,1.1592957,1.1496723,0.869861,0.95141876,1.0884609,1.1216346,0.9756787,0.4510224,1.0358065,1.2142084,1.0391057,1.0574785,0.8842345,1.2038105,1.2173591,0.7255877,0.9010395,1.1159444,1.0986279,0.830333,0.84480727,0.8397957,1.1515403,0.93669957,1.2292174,0.93827623,0.7139555,1.0763006,1.0602301,1.1214796,0.93829596,0.9692841,1.253273,0.7870555,0.83333313,0.9262755,1.0651428,1.016726,0.911982,0.74002635,1.0622437,0.96707076,0.93871856,1.2077255,0.66530275,0.8087063,1.1308928,1.1272801,1.2109385,1.2619691,1.0219272
