,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
elephant,0.8720457,0.9957052,1.0356501,1.1084982,1.0757755,0.89426565,1.1607834,1.1729338,1.0563948,0.9955614,0.95022756,0.9714409,1.0838463,1.0619823,0.773737,0.9614074,1.1343611,1.0167038,1.0724087,1.111975,1.0581753,1.1063255,1.0602121,1.1559726,0.8864877,1.1854056,0.96745574,1.1166689,0.78693604,1.0959636,1.1085262,0.89964575,1.0682596,0.9943581,0.9998245,0.998354,1.1390474,1.0705906,0.95695096,0.9925301,0.9623049,1.0704542,0.6725739,0.74982643,1.0294466,1.1631819,1.029761,1.1476635,1.0020373,0.0,0.96965957,1.1940433,0.8475811,1.0084006,0.9275661,1.164963,0.9812696,0.7536248,1.0372481,1.0620682,1.0786641,1.0449998,0.98476464,0.942948,1.1082987,1.0075684,0.6614323,0.922816,0.9921888,1.1560708,1.059136,1.1817088,1.0545272,0.97824264,1.0252212,1.0717566,1.0424495,1.1070185,0.91185784,1.0689148,1.0935149,1.0302482,0.9914657,1.1891894,1.0193043,0.9842379,1.0879393,1.0381485,0.96730554,1.0790871,1.0305498,0.8896089,0.9895784,1.0188398,1.0893292,1.0602828,1.0555423,1.0621284,0.8297444,1.0725509,0.57082903,0.9973524,1.0202556,0.81009936,0.9381186,1.0216812,0.7680937,1.0184021,1.0019529,1.0759239,1.0005561,0.9496934,1.0372474,0.9306291,1.0997533,1.0041752,1.0943576,1.0314274,1.1565479,0.9498663,1.1442337,1.0682203,1.0937967,0.9678226,0.97156566,0.9303307,1.0104483,0.9386315,1.1023105,1.0553423,0.96645683,0.94987315,0.8128523,1.1256626,1.001666,1.0298928,1.0730407,0.979001
face,0.96794343,1.1570401,1.0949868,0.93917423,0.9831452,1.0194373,1.078201,1.0805794,1.2368855,0.87684435,0.84620494,1.2536384,0.9008008,0.82299054,1.140327,0.8930097,1.0781085,1.030387,1.249048,1.215543,1.0066586,1.0513737,1.149031,1.1674798,0.8678093,1.163179,1.1906382,1.0467929,0.8807131,1.1212455,0.9412389,0.9995301,0.8663493,1.1982574,0.71141726,0.76171434,0.9450716,1.2798274,1.0544959,1.2897371,0.83913,1.0365762,0.87187576,0.8727994,1.0027645,1.1765177,0.9782444,0.8885176,1.1617575,0.96965957,0.0,0.9534394,0.84555423,0.95751363,1.1351116,0.9750314,1.2931111,0.91263723,0.89359826,0.9815495,1.0462407,1.0706109,0.42941618,0.6543594,0.7809744,0.8959154,0.9934316,1.2218333,0.7176749,1.0753088,0.9560755,1.3283288,0.9438529,1.2621154,0.98193836,1.0264986,1.0076215,0.8693073,0.82507837,1.1733601,1.0458279,1.1002207,1.3139694,1.0031208,1.0795134,1.1640022,0.9273149,0.67469454,0.7473261,0.90945303,0.9318147,1.1981461,1.1994328,1.1876855,1.1131536,1.0291518,1.2676477,1.0976028,1.1409452,1.0994457,1.0258467,1.098387,1.0158825,1.208791,1.2217022,0.8850588,0.9808284,0.9914206,1.1203283,0.9445691,1.1136649,0.6274547,0.8514099,0.89094645,1.3208206,0.75013256,1.2401949,0.9289627,1.0847179,1.1616696,0.97963214,0.9229951,1.3697702,1.1850246,1.0344508,0.60794127,0.8858793,1.1449966,0.9277742,1.2262194,1.154168,1.3200469,1.0402972,1.0311248,0.9986601,1.2188094,1.1525347,0.9070382
finger,1.3072011,0.99736345,0.8443678,0.8572972,0.8774092,0.87782896,0.9388983,0.6170642,1.28077,1.1648922,1.2700913,0.90853953,1.1358755,1.286475,1.2186217,1.2210221,1.0502806,1.2205316,1.0783961,1.2048314,1.3332381,1.0558748,1.0539916,1.225429,1.1726716,1.1159419,0.9772006,0.21787226,1.2500073,1.091017,1.2727866,0.98307645,1.0965152,1.0565834,0.9459114,1.1667755,1.2359055,0.76104206,1.3239192,1.0066639,0.82840943,1.1705948,1.2981985,0.99709433,1.1323203,0.946265,1.0986795,0.3314227,0.8480134,1.1940433,0.9534394,0.0,1.2280816,0.89741313,1.1090242,0.32633376,0.91678846,1.1814022,1.3124094,0.56624126,0.76027274,0.7488965,0.9355987,0.911484,0.5350414,0.7331055,1.2048687,1.1726037,1.119422,1.2645333,0.95914996,0.84287566,1.2114224,1.0842884,0.7851528,0.9862436,1.3584406,0.9470819,1.2342888,0.657824,0.86178386,0.6776348,1.0396392,0.43535447,0.8013836,0.8829517,1.2904754,0.9620817,1.1158245,0.88620454,1.2197368,0.6721178,0.9124776,0.8876962,0.7779573,0.96382487,0.74771667,1.263249,1.2624043,1.2130159,1.0861958,0.48190588,0.894945,1.2361122,1.1961528,1.3294322,1.0707854,0.9980309,0.94414407,1.0067145,1.0183307,1.0648596,0.9300532,0.82650965,0.73970485,1.2473749,1.1093264,1.000059,0.49365795,0.9661465,0.87368214,1.2098812,0.86258316,0.9961134,1.2212515,1.1380607,1.3739448,0.96762437,0.16729885,0.74744827,0.9712357,1.1392308,1.1330252,1.3321165,1.1696678,0.9359965,0.48459637,1.2057092
firetruck,0.9418425,1.185507,1.2135077,1.0663667,0.94494253,1.2464635,1.1534556,1.2620988,0.94119436,0.79105794,0.6656627,1.2596722,0.66259265,0.8376484,1.2204026,0.8734604,1.0752101,1.0546142,1.1807878,1.0822495,0.90918756,1.1147335,1.1029042,0.9906392,1.075513,1.0279404,0.9480584,1.2480148,0.7384543,0.7504708,0.95282686,1.2082014,0.7318778,1.0846485,0.67898744,0.67502874,0.9714271,1.301662,0.7628838,1.232838,1.0550847,0.97651714,0.8312519,1.0259836,0.7486671,0.9356855,0.9793154,1.1798407,1.2582121,0.8475811,0.84555423,1.2280816,0.0,1.1686504,1.0466167,1.1275396,1.2617309,1.1870193,0.6734032,1.248952,1.0732919,1.1091976,0.8171334,1.0369653,0.9521371,1.2293535,1.1014886,1.0951598,0.66697484,0.95916986,0.82141477,1.2313496,0.64732313,1.1870482,1.1329334,1.1107821,0.9163469,0.9308531,0.66790694,1.0977,0.89212805,1.2564998,1.2329367,1.186965,1.1598859,1.2444253,0.56339574,1.0109321,0.69591814,0.78964007,0.93472517,1.1336975,1.2267674,1.2273445,1.2348647,1.0575824,1.2459685,1.0423673,1.0796317,1.0235487,1.1484619,1.2824143,1.0137626,1.0937111,1.1348042,0.58774966,1.1452982,1.0443299,1.1055131,0.9995485,1.1658293,0.66208416,0.9910923,0.7851236,1.2669094,0.5506318,1.0040115,0.9455375,1.223273,1.2080357,0.9776371,0.95458984,1.2799422,1.1744322,0.74364567,0.64625585,0.7195375,1.2428888,1.2504028,1.2953748,1.190649,1.1983919,1.2109087,0.8498348,0.795558,1.0684898,1.312474,0.7701957
fish,0.6994573,1.0144963,0.97609234,1.0021708,0.88472056,1.0766131,1.1652853,0.78412205,1.0848267,1.2140607,1.089481,0.95942813,1.0250132,1.1153753,0.87013507,0.9102066,0.7041829,0.96424043,1.2671475,1.226607,1.1825166,0.9718379,0.95776176,1.2482508,0.6164985,1.0608356,0.79851997,0.71776867,0.8846611,1.1282275,1.1169457,0.922204,1.0324355,1.0285828,0.8464383,1.0209239,1.1170107,1.0043013,1.1982847,1.205991,0.9361935,1.2223997,0.9943014,0.80905914,1.2481754,1.0737962,1.0656115,0.9016168,1.0355706,1.0084006,0.95751363,0.89741313,1.1686504,0.0,0.94756395,0.77458555,0.9033379,0.4830634,1.1344737,0.87339336,1.0211923,0.7678376,1.1160877,0.92337817,0.9239977,1.0052131,0.82264465,1.1860152,1.0620015,1.1830525,0.9747899,0.960855,1.234959,1.2091976,0.87503034,1.0343403,1.337795,1.0051587,0.93843234,0.91108507,0.85506755,0.9413469,1.0189629,0.8955756,0.9805824,1.0395348,1.294928,0.86381495,1.0300834,1.0031611,1.0576117,0.8147756,0.9887484,0.99858874,1.0058575,0.7346809,0.7551186,1.042892,1.1189032,1.1060551,0.7605867,0.8499381,0.98124385,0.9690552,1.1992998,1.3128232,0.8035226,0.94209665,1.1030452,0.9946185,0.7924425,1.0266924,0.7550708,1.0781355,0.99168175,1.230258,1.1381879,1.0327237,0.6301799,1.1689391,0.9102124,1.1770449,0.9141492,1.1349549,1.0895717,1.1173357,1.2232244,0.92154634,0.82176584,0.8166554,1.0104917,1.0975007,0.94862026,1.1343691,0.89381176,1.112276,1.0028641,1.199688
flower,1.044687,0.92517364,0.91310346,0.9318022,1.0878834,0.79314476,1.0083228,0.9292947,0.9637961,1.1083611,1.1280499,0.9269687,1.1463182,1.0121787,0.9040651,1.0047455,0.91076374,1.0872519,0.9426118,0.9536356,1.1125572,1.073333,1.0492201,1.067775,1.0283965,1.0490391,0.76146805,1.039602,0.91047645,1.2134756,1.0569335,1.1767199,1.0747538,1.140288,0.94537526,1.1392109,1.0107417,0.8827767,1.0779408,0.91655886,1.0742636,0.91377497,0.88177913,0.8888529,1.1696684,1.142422,0.8630115,1.0403413,0.95973164,0.9275661,1.1351116,1.1090242,1.0466167,0.94756395,0.0,1.1973319,0.9029291,0.97490263,0.9548136,0.9772062,1.1188371,0.83083665,1.0150132,1.038747,1.154091,1.0697315,1.0353727,0.98325175,1.1396842,1.0191795,1.1471529,1.0839807,1.0615821,0.96027774,0.8186819,1.0037636,1.1004815,1.1422164,1.0122496,0.85642016,0.89721936,0.84493065,1.0878932,1.1793994,0.9813846,0.84120035,1.1784894,1.0640795,1.0190984,1.197187,1.0969152,0.86119413,0.93367463,0.96198,0.9958252,0.7451396,0.833623,0.9844412,0.6002176,0.9782998,1.0429187,1.1184812,0.8312985,1.0088298,0.92613274,1.1286031,0.9354748,0.9491526,1.0696198,0.86082506,1.0535704,1.1649413,1.1431278,1.1690849,0.96858776,1.1421907,1.17743,1.1668124,1.093218,0.9516909,1.1433249,0.99150246,0.9551893,0.83107865,1.0640148,1.139324,1.0521142,1.012961,1.1123028,0.7946186,0.95051444,1.0351475,0.85390085,1.0365076,0.8683849,0.96418,1.1183949,1.030506
foot,1.1701106,0.99159217,1.0012798,0.9753092,0.9467505,1.0529802,1.0718848,0.713721,1.1798579,1.125275,1.2173305,0.9162754,1.0236365,1.231906,1.1595383,1.1399431,0.97949713,1.1987517,1.0967213,1.3083545,1.2917567,1.1156367,1.1083413,1.2128232,1.1400025,1.0790854,0.9904456,0.39653677,1.0887429,0.94392747,1.2594277,1.0174342,1.020465,1.0785167,0.91358113,1.1056069,1.2412782,0.8214458,1.1804245,1.0752481,0.7141106,1.1376808,1.1861179,0.91658425,1.0470603,0.9569061,1.1477245,0.4612311,1.020253,1.164963,0.9750314,0.32633376,1.1275396,0.77458555,1.1973319,0.0,0.9360927,1.1092818,1.3178908,0.64353323,0.7817291,0.7903153,0.92296094,1.0064107,0.64225626,0.80774456,1.0995286,1.1342919,1.0585176,1.2487481,0.8589713,0.86715937,1.0970502,1.1472198,0.91723406,1.1083298,1.3047109,0.94164175,1.0336108,0.71500707,0.8699953,0.79090226,1.0444081,0.50577116,0.79379976,1.0079008,1.2177632,1.0359845,1.0704985,0.77770275,1.2356735,0.7036568,0.9410805,0.9250406,0.93676835,0.9436437,0.8025397,1.2565548,1.2345936,1.2631141,0.9341585,0.62632114,0.96702397,1.0256875,1.1661804,1.3020947,0.9212847,1.103915,1.0304447,0.94606143,0.91002333,1.0562824,0.63668704,0.89393026,0.74028325,1.1610087,1.09709,1.011064,0.30751383,1.0243688,0.7197032,1.2804695,0.904456,1.0471176,0.9592821,1.1490248,1.3632836,1.0559691,0.2780823,0.7930862,0.98822254,1.1092981,1.0888222,1.3537906,1.0944391,0.8924404,0.5779301,1.2205433
fork,1.3593175,0.62542135,0.7607907,1.046362,1.2513552,0.82814956,1.0928836,0.74678314,0.9022952,1.3108649,1.5914785,0.32298326,1.6038288,1.4610276,0.83820605,1.5209521,1.116574,1.146457,0.5393489,0.7057836,1.3763673,0.97082704,0.7473412,1.028167,1.1254007,1.0436697,0.76327676,0.67055184,1.4127042,1.2586596,1.2378542,0.692221,1.3859913,0.7741697,1.2319046,1.5866551,1.182341,0.28084219,1.2907676,0.414209,1.0216519,1.1474733,1.4050851,1.0945629,1.1526588,0.8804981,1.2034044,0.877397,0.58876693,0.9812696,1.2931111,0.91678846,1.2617309,0.9033379,0.9029291,0.9360927,0.0,0.90176123,1.2989979,0.47310913,1.1659832,0.85337615,1.323663,0.8117747,1.2833059,0.71932334,1.0550579,0.5802672,1.5382924,1.1189573,1.4333146,0.386312,1.4203486,0.557589,1.1542437,1.0619082,1.1883315,1.4579452,1.3333147,0.7401694,0.98457265,0.540637,0.70403814,0.8118117,0.6959111,0.46321607,1.3939624,1.261236,1.544408,1.4336743,1.3193519,0.62165815,0.29328096,0.33614224,0.78839266,1.087592,0.73258007,0.83466744,0.7131865,0.80465037,0.87198675,0.701254,1.0517699,1.0028447,0.60103714,1.3665118,1.0296017,1.310972,0.7615454,1.2252223,0.50201094,1.4615213,1.4008299,1.3157048,0.28555918,1.4991373,0.8776907,1.4352694,0.75155383,0.5156318,1.3228406,1.1196756,0.12451506,0.5109667,1.2284857,1.4917387,1.4945258,0.48008,0.74148726,0.49887598,0.35164976,0.7087064,0.8382032,1.2139885,1.2162255,0.5879457,0.45097333,1.2728456
frog,0.69585264,1.052467,0.81517583,1.0178179,1.0530435,0.9067217,0.96885824,0.7182884,1.0073858,1.1934776,1.1411446,1.0514495,1.2471178,1.1425073,0.4362681,1.1213509,0.86035335,0.7982429,1.1537752,1.0771942,0.96002936,0.97457945,0.84812605,1.1472254,0.29956126,1.1427493,0.9452612,0.9816176,1.0166591,1.3396007,1.0600456,0.6698537,1.1276135,1.0137267,1.0943378,1.1899552,1.058807,1.0179701,1.0749247,1.1157153,0.96252245,1.088383,0.93420637,0.5980947,1.2093496,1.1615288,1.0420461,1.15523,0.8875298,0.7536248,0.91263723,1.1814022,1.1870193,0.4830634,0.97490263,1.1092818,0.90176123,0.0,1.0780234,1.0784565,1.106385,0.901243,1.1357865,0.69899917,1.150464,0.9131651,0.46370107,1.0491685,1.1800756,1.0456947,1.2229631,1.029026,1.2854749,1.062403,1.0009094,0.87384665,1.1120967,1.1535733,0.9506945,1.1472006,0.95823294,1.1109717,0.9351063,1.1471263,1.1039582,0.99017864,1.3245747,0.9195495,1.1912477,1.2417669,0.9629813,0.9195855,1.001242,1.0037746,0.8526788,1.0024846,1.0777742,0.9029532,0.84896135,0.9514152,0.49874187,0.9527781,1.0916382,0.9389099,0.95335704,1.2233315,0.4981044,1.006029,1.0248053,1.0672545,0.62607366,1.1544449,1.0095946,1.111324,1.0451818,1.2245603,1.1565268,1.1158488,1.0584041,1.0651368,1.1750042,1.0807021,0.89532363,1.0872194,1.0600237,1.1610365,1.0971361,0.69911253,1.0976207,1.0567377,0.987358,1.0028763,0.5418053,1.0191855,1.0717362,1.1415015,1.1250342,1.1689847
glass,0.88780373,1.2885398,1.1783577,0.8027631,0.9383919,1.15814,0.91939735,1.1985865,0.95677125,0.89315534,0.7891198,1.4238634,0.8753134,0.6906048,1.1251725,0.89714015,0.9572225,0.9343168,0.98162675,0.7802614,0.76397836,0.9052825,1.0943509,0.73800844,0.98300815,0.8815337,0.9789937,1.3733397,0.7656808,1.101376,0.827987,1.165913,0.94323635,1.1435826,0.82918364,0.8985717,0.75214195,1.4309933,0.765557,1.1798302,1.1730824,0.8322421,0.8279788,0.90672743,1.075748,1.0838829,0.9451899,1.3180226,1.19961,1.0372481,0.89359826,1.3124094,0.6734032,1.1344737,0.9548136,1.3178908,1.2989979,1.0780234,0.0,1.4059215,0.9603125,0.9347952,0.8761385,0.95789844,0.86245185,1.2137369,1.063117,1.1179274,0.86189055,0.5211595,0.9944397,1.2597106,0.65389687,1.2372226,0.9201059,0.97726846,0.72551703,0.78924096,0.6719797,1.282491,0.80715466,1.3698518,1.2577984,1.3225859,1.2867057,1.2574315,0.6459606,0.92417115,0.7891637,1.0117984,0.8455351,1.1548202,1.3050388,1.2722778,1.1800363,1.0297024,1.4447277,0.8679986,1.0268245,0.7929851,1.2049254,1.270771,1.0996004,1.1193285,1.1145945,0.55696976,1.085113,0.85074973,1.0365896,0.8305478,1.123119,0.884303,0.9601675,0.9015161,1.3016365,0.7455536,1.1817092,0.9953382,1.3887883,1.2854124,1.008575,0.6813065,1.2465093,1.272466,0.9313024,0.81731373,0.5388491,1.1226598,1.4363036,1.3422059,1.2314122,1.2068822,1.0802382,0.61450136,0.7930389,1.2291812,1.4135602,0.78850865
glasses,1.4090818,0.49941176,0.83201003,1.120371,1.1909151,0.730829,1.1697993,0.79681635,1.0893022,1.2245431,1.4661188,0.26552004,1.4301934,1.4368396,1.0249197,1.4195228,1.1169877,1.2598565,0.6876476,1.0074955,1.419553,1.1580151,1.0609132,1.2085837,1.1833985,1.1096957,0.8428972,0.40951765,1.2671766,1.1711907,1.3881948,0.75865793,1.2079147,0.8396449,1.128598,1.3774725,1.3617603,0.32919908,1.3733444,0.5565692,0.88084704,1.1867001,1.3821313,1.1233082,1.1015766,1.0230842,1.1797435,0.37985694,0.7600361,1.0620682,0.9815495,0.56624126,1.248952,0.87339336,0.9772062,0.64353323,0.47310913,1.0784565,1.4059215,0.0,1.1549567,0.82296,1.0669954,0.77281845,1.1060321,0.6005839,1.1417055,0.7023585,1.3287199,1.3430333,1.2412337,0.7552273,1.4814775,0.7203002,1.0700836,1.1713656,1.3633763,1.4012716,1.2593837,0.44666028,1.1113251,0.22872877,0.9925136,0.56741506,0.3656708,0.47499293,1.4227315,1.0856665,1.3944527,1.2097536,1.3858572,0.70907104,0.58691686,0.6321835,0.88848406,0.9846132,0.64451665,1.181541,0.9203593,1.2202351,0.94950986,0.62820464,0.87482804,0.9896025,0.6986769,1.4290521,1.0663083,1.3124168,0.8099076,1.2512825,0.83701855,1.2626128,1.177599,1.2148241,0.4522466,1.3669305,1.013473,1.219347,0.41108137,0.5121461,1.2716131,1.3283927,0.5611186,0.4356004,1.1797103,1.3443964,1.5436134,0.6532551,0.3728819,0.43236572,0.69904584,0.9797662,0.9823672,1.4668459,1.1915505,0.8228805,0.21518183,1.2236716
glove,0.9712716,1.282113,1.1891303,0.9106153,0.73356307,1.1071286,0.96721697,0.9541429,1.0907873,1.1846955,0.93861353,1.1246368,0.8461268,0.9509302,1.1160283,0.7037549,1.0483459,1.0664353,1.1132731,1.3184897,1.0769548,1.1174904,1.1196282,0.92872435,1.1538332,0.9420086,1.0683924,0.9185575,0.91982883,0.82538503,1.0971379,1.2245284,1.0049926,1.1828082,0.9239856,0.8941349,1.1465516,1.2092962,0.9617894,1.1172173,0.97289956,1.039456,0.9093424,0.70805275,1.0836241,1.0853779,0.8890614,0.96954435,1.2465084,1.0786641,1.0462407,0.76027274,1.0732919,1.0211923,1.1188371,0.7817291,1.1659832,1.106385,0.9603125,1.1549567,0.0,0.9572789,0.9973302,1.028413,0.53707683,0.83977544,1.0817082,1.1145203,0.8022532,1.0085264,0.5518627,1.0234827,0.8545718,1.2372539,0.7474571,1.0551623,1.1125227,0.626969,0.8897226,1.043392,0.9483138,1.2555224,0.8783334,0.7894958,1.2694409,1.2682341,0.97320527,0.95871747,0.6564711,0.67443913,1.0448761,0.9471053,1.1882504,1.1489489,1.1076111,1.0258157,0.8203135,1.204093,1.1199043,1.2263907,1.0738161,0.979473,1.1411688,0.7655425,1.1711199,1.0045153,0.941165,0.7918505,1.086643,0.7515907,1.0461179,0.7761955,0.5962853,0.5055382,1.0275465,1.037037,1.1768737,0.8490584,0.87520057,1.3231561,0.4415496,1.1750406,1.1635746,1.2750103,0.7733765,0.79771733,1.070993,1.1722224,0.8531179,1.1754086,1.1477883,0.8086122,0.95287216,1.2101152,1.0307391,1.0222181,0.980741,1.0674928
gum,1.1952263,0.9886457,0.8420275,0.9674033,1.1247559,0.74944854,0.84337425,0.7102923,0.9267346,1.3004029,1.2598573,0.9781827,1.1753192,1.0913467,0.985153,1.2371547,0.8974424,0.83115035,0.82477915,1.0654721,1.0298454,1.0639172,0.98913574,1.023722,1.1313965,1.0168476,0.5611569,0.58350855,1.2250075,1.3002523,1.1554431,0.93941784,1.2693439,1.0684286,0.6885598,1.2457709,1.1437428,0.71431625,1.0848227,0.83491516,1.079288,0.95488703,1.2381527,0.9110895,1.3238591,1.0040553,1.0322893,0.80593354,0.9288312,1.0449998,1.0706109,0.7488965,1.1091976,0.7678376,0.83083665,0.7903153,0.85337615,0.901243,0.9347952,0.82296,0.9572789,0.0,1.1556319,0.8957243,0.9468543,0.896084,1.0142384,1.158096,1.1884228,0.9369377,1.148253,0.8423049,1.2602901,1.0383145,0.95995724,0.97958314,1.1519392,0.95097214,0.96433437,0.86400855,0.85982025,0.7340261,1.0224124,0.8973951,0.93236625,0.8279973,1.3543863,1.031854,1.1721268,1.1821916,1.0046483,0.7541465,0.9005153,0.9098657,0.89598525,0.99684215,0.862036,1.0940791,1.0589631,1.0952619,1.0143998,0.8245282,0.9157408,1.233349,0.9161549,1.2523024,0.9607941,1.0408696,1.0057653,0.79781884,0.75348043,1.2340555,1.1072682,1.1136926,0.826166,1.265345,1.2585199,1.0816058,0.799094,0.8869131,0.917405,1.1893036,0.87979674,0.8631315,1.1847079,1.2785943,1.1705806,0.7457689,0.7704519,0.72323245,0.96320295,1.0253856,0.7251778,1.0806489,1.0257326,1.1039894,0.80210686,1.281997
hair,0.9193563,1.2070473,1.1996586,0.99617636,0.90248585,1.113552,1.0861421,1.1989462,1.2114736,0.8064927,0.7476673,1.2972806,0.79318666,0.7565105,1.1641932,0.82438505,1.1113881,1.075155,1.2159554,1.2296124,1.0556017,1.1368545,1.2369652,1.1680442,0.9976388,1.1648889,1.1517864,1.1017387,0.6902491,0.9815016,0.9835663,1.1940938,0.78162867,1.1771011,0.7010148,0.7163254,0.9890925,1.2976907,0.9952638,1.2833844,0.5549696,1.0720886,0.7638753,0.99728525,0.9687752,1.1239076,1.00958,0.8813282,1.2268503,0.98476464,0.42941618,0.9355987,0.8171334,1.1160877,1.0150132,0.92296094,1.323663,1.1357865,0.8761385,1.0669954,0.9973302,1.1556319,0.0,0.9028044,0.8070483,0.8231431,1.0677737,1.198769,0.66686624,1.0956541,0.8009633,1.2761079,0.7940345,1.2518499,0.9369195,1.1079134,0.96882033,0.8063497,0.84737486,1.1102504,1.0109582,1.1318462,1.3608112,1.0295473,1.0815494,1.1912792,0.85284513,0.83623403,0.6680045,0.7710353,0.9585342,1.1583972,1.2312517,1.2262762,1.2047317,0.99472725,1.2738777,1.2070765,1.0997503,1.1387775,1.1147827,1.1446888,0.91906846,1.0920584,1.2722028,0.875247,0.92238665,0.9375084,1.1591606,0.8650161,1.2185639,0.6513204,0.7952974,0.86690706,1.267364,0.7173168,1.1968391,0.9106331,1.0521219,1.1769936,0.8919299,0.9066176,1.3811364,1.1549351,0.9479781,0.63411033,0.8649289,1.3715166,0.9704833,1.1853155,1.1927515,1.3340061,1.1929684,1.043839,0.91390395,1.1539944,1.163535,0.83503824
hamburger,1.2701161,0.96111596,0.7366153,0.9333476,1.269073,0.7704498,1.0268925,0.77465445,1.0647827,1.2257068,1.2352,0.93128055,1.3068498,1.0940392,0.90126556,1.2415583,1.0959828,1.1353221,0.8838544,0.9660651,1.1814636,0.81536293,1.0176125,1.0487852,0.9422431,1.0855488,1.0200802,0.7394929,1.1644771,1.342028,1.0586632,0.6830509,1.2367647,1.1141865,0.9590549,1.2120254,1.005213,0.89775616,1.1658486,0.841565,0.8731955,1.1573848,1.0746164,0.6286851,1.1971273,1.2091837,1.1233785,0.8895192,0.7148942,0.942948,0.6543594,0.911484,1.0369653,0.92337817,1.038747,1.0064107,0.8117747,0.69899917,0.95789844,0.77281845,1.028413,0.8957243,0.9028044,0.0,1.0730435,0.5492894,1.0081242,1.1011639,1.1903207,1.0017644,1.326064,1.0022619,1.2468206,1.0392892,0.9763718,0.8992199,1.0917462,1.1424757,0.95495456,1.1069365,0.7291978,0.8119265,1.1026902,1.0030392,0.94270444,0.7192196,1.2266546,0.9230971,1.2416842,1.1963092,1.2206511,0.9051754,0.99762416,1.0188261,0.81205827,1.1610585,1.0225099,0.85889184,0.98722404,0.9017122,0.8975471,0.7027636,1.174082,1.0977275,0.89143336,1.1114807,0.87699455,1.0317037,1.035663,0.9058783,0.8545531,1.134322,1.1476308,0.9510313,0.86914814,1.1322865,1.245645,1.2929206,0.91862094,0.87165713,1.3144144,1.0101503,0.83650565,0.82862025,1.0667168,1.0974604,1.1577082,0.6530691,0.7642449,1.0165472,1.0019404,1.0945388,0.7012518,1.0327804,1.2048674,1.0326426,0.82340527,1.2029259
hand,0.84517455,1.3752162,1.2039169,0.68392396,0.46063817,1.2462435,1.0031806,0.9003283,1.2662762,0.98427707,0.9274983,1.3145881,0.84857225,0.85134405,1.2515488,0.8205384,1.0159209,0.9380305,1.3576187,1.2220485,0.96699,1.0425664,1.0846865,1.1645854,0.99410355,1.1810074,1.1900029,0.8273574,0.9097559,1.036609,0.9435204,1.3144714,0.8727452,1.2724166,0.84740484,0.878157,0.9399009,1.3192704,1.076782,1.3914585,0.99983764,0.9329703,0.96404684,0.84086144,1.0705643,1.0520846,0.8618604,0.8336241,1.3048606,1.1082987,0.7809744,0.5350414,0.9521371,0.9239977,1.154091,0.64225626,1.2833059,1.150464,0.86245185,1.1060321,0.53707683,0.9468543,0.8070483,1.0730435,0.0,1.0366246,1.1529336,1.3161533,0.7607746,1.0629838,0.6710744,1.1444921,0.8379563,1.4336662,0.7754168,1.0066173,1.0744941,0.5842966,0.89659697,1.0056801,0.87366056,1.2751591,1.2338198,0.764756,1.2928908,1.3560994,0.9212096,0.9419763,0.5959084,0.74812555,0.8134402,0.91537,1.2592486,1.181622,1.098776,0.9121531,1.1598406,1.0764287,1.2927469,1.0588146,1.1543179,1.0186061,0.95397097,1.1653411,1.3849126,0.93192786,1.0863583,0.87361217,1.170836,0.95892054,1.0977156,0.659418,0.70544064,0.67120254,1.2243809,0.97168374,1.2122027,0.75543153,1.027958,1.3817381,0.67059815,0.91371757,1.3084457,1.4005182,1.0401537,0.68727505,0.851112,1.3378282,0.73312443,1.2378238,1.2078965,1.3167644,1.2050139,0.9977801,0.96380496,1.1249667,1.0424559,0.9537128
