,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
rooster,0.73074627,1.0822417,1.0031775,1.1000432,1.0948464,1.1400872,1.0920411,1.1585056,1.16197,1.1125836,1.1245806,1.2163578,1.0647165,0.8420983,1.1071153,0.91793483,1.0164871,1.1603876,1.2701976,1.1534878,1.068056,1.1928042,1.154754,0.29178363,1.1967496,0.9058817,1.0212715,0.9216586,1.1532353,0.98256135,1.0259426,1.0798733,0.9632374,1.1087953,1.1148614,1.1015958,1.1222048,0.9027725,1.0452857,1.1858753,1.2208501,0.601468,0.8798845,0.8481482,1.1736021,0.92484677,0.933303,0.94509023,1.1247078,0.9642502,0.9864459,0.70661116,0.9228988,0.8543379,1.0767474,0.58834016,1.176778,0.9831407,0.9484433,1.0737977,1.106184,1.0083616,1.0998279,0.98174345,0.5040661,1.0296402,1.183702,1.0417664,1.0975182,1.165229,1.140511,1.0993779,1.0696082,1.0579202,1.1540331,1.1300491,1.0019407,0.92629534,1.0690297,1.1151073,0.9350491,0.918854,1.1053022,1.2156868,0.6249976,1.1066275,0.9785695,1.0141058,1.0328199,1.0280443,0.87423086,1.0811647,0.49569416,1.0864102,1.124335,0.973874,1.171813,0.45919573,0.8383397,0.9125597,1.0108712,1.0206052,0.94711655,1.218238,1.0738764,0.0,1.1483567,0.9677082,0.98786885,1.0013598,0.92492056,1.0526447,1.0285113,1.1362655,1.265067,1.148901,0.9904362,1.05223,1.1622533,1.0631875,1.0985634,1.0288935,0.95098263,1.0020466,0.9530517,1.111178,1.131871,0.93862593,0.9204702,1.1715778,1.0979636,0.9886457,1.1655756,0.94665855,1.0076013,1.1709781,1.0120636,1.2047102
sauce,1.1371896,1.0286645,0.94606113,1.1828367,0.82667005,0.7524094,0.8064978,0.9205849,0.99776644,1.1534038,1.0907177,1.1776276,1.0563439,1.0752671,1.1839395,1.0662863,0.9507058,0.9834409,0.6333296,0.9068538,0.9251507,1.1120607,0.6254847,1.1386994,1.0891281,1.0440162,0.95243746,1.1760241,1.129302,0.73021585,0.7738507,1.1403368,0.72250867,0.9878212,0.57982767,0.886096,1.1968093,0.9944112,1.133919,1.0436985,0.8391364,0.8305172,1.0303041,1.026511,1.099775,0.9417146,1.3477921,0.9242264,1.047282,1.0506022,1.2274845,0.9436154,0.9041869,1.2509353,0.93269503,0.9075024,0.9723517,1.1467383,1.0812941,0.9917597,0.7348184,1.1903403,1.1411045,1.1136438,0.9247383,1.2023535,0.7796255,1.2994304,1.1387725,0.8001605,0.90368074,1.1502666,0.78974867,0.9895933,0.5184738,0.9934627,1.1188527,1.1285814,1.0837444,1.1018223,1.2035389,1.1112483,0.2732048,1.1500584,0.9982189,1.2231607,1.3207732,0.98138684,1.135467,1.148037,1.1220287,0.88290274,0.8970776,1.0859668,0.8426853,0.97562015,0.7708533,0.9336071,0.9423152,0.9807798,1.0908912,1.1008785,0.9786398,1.0970242,1.1325741,1.1483567,0.0,1.193963,0.95359904,1.2373759,1.0683826,1.2392875,1.1840091,1.0273479,0.99056184,1.0861837,1.1546322,1.1485981,0.89323354,1.087307,0.973957,0.9780856,0.7816149,1.0731018,1.1747496,1.0536187,0.59824336,1.1949966,1.1896147,1.1501714,0.98360664,0.80674267,0.7660773,1.0438311,1.1638867,1.1548856,1.2064712,1.1164117
scarf,1.1299987,0.9801202,1.2132672,0.6145588,0.993844,1.1679282,1.0626863,1.058276,0.8566559,0.6691624,1.1896379,0.82522154,0.66602933,1.2314702,0.5520443,1.1509454,1.1470323,1.2615554,1.3115678,1.0961363,0.92983437,1.1150305,1.2691958,1.05421,1.2863377,1.2791525,1.0766387,0.8141271,0.9838106,1.0748446,1.2080358,0.72525257,1.0111456,0.94643784,1.093596,1.0304691,0.7754098,0.9717429,1.2806044,0.8817594,1.3199992,1.2065123,0.9363847,0.9881811,0.97363144,1.2218556,0.53977305,1.0970395,0.5841221,0.94697845,1.0408214,1.29491,1.1968693,1.0201801,1.1408184,1.2910516,1.0158316,1.2394466,1.0190077,0.9834262,1.2273004,0.9178225,0.8337801,1.0904703,1.1845919,0.8197093,1.1179403,0.58039516,1.1082927,1.1396427,1.2804707,1.1736399,0.9615047,1.0946274,1.1745245,0.64569616,1.0682013,0.8388077,1.1463399,1.092066,0.9213189,1.0832567,1.2348003,0.9848352,1.2053823,0.5115333,0.70031905,0.9319947,1.2334347,1.217746,1.0554202,1.105968,1.0835366,1.0293943,0.96846473,1.185608,1.052152,1.155918,1.0351924,0.91752267,0.8473652,1.24058,0.9706628,0.9788063,0.90007734,0.9677082,1.193963,0.0,1.1086398,0.6616158,1.1648234,0.66215,1.1797824,0.83757097,1.0803083,0.7260774,1.2806323,0.7237456,1.139861,0.7534895,1.1140918,0.96975166,1.2287271,1.0607554,0.6478512,0.8166837,1.26974,1.1547898,0.95000446,0.8913724,1.0317006,1.3566552,0.9915289,1.0558357,0.97573334,1.1637074,1.179873,0.9574314
scissors,0.8695077,1.1559776,1.0439593,1.0931846,1.007218,0.9354998,0.8227391,0.9505222,1.0348519,1.1804491,1.0546227,1.1187254,1.0210189,0.84272367,1.1782429,1.1430864,0.8859807,1.0578407,0.9573876,1.0293187,1.1930403,1.0268816,0.8351517,0.8897435,1.2051159,0.8984209,0.8713707,1.1614861,1.1482841,0.91933376,0.8478473,1.1511252,0.9535169,0.91356814,1.0180285,0.83568954,1.188185,1.0674603,0.9403842,1.0145298,1.0686249,0.8677759,1.0343986,0.92699933,1.138513,0.73819995,1.2092273,1.0379137,1.0989609,0.9842987,1.1273808,0.8824988,0.8463784,1.1337239,0.63090354,0.7113042,0.9631797,0.96997476,0.96374416,1.14124,0.81704247,1.1066552,0.9806929,1.1483717,0.9060727,1.1059021,0.9669152,1.1593364,0.9836886,1.0242708,1.0186499,1.108137,1.037779,1.0355119,1.0139849,0.9272461,0.7570024,1.0169313,1.1518726,1.1249145,1.0733372,1.2352576,0.9743869,1.1244806,0.98609054,1.1504033,1.23862,0.96116394,0.91230124,0.8227485,1.0528203,0.8915816,0.9991959,1.21641,1.0028836,1.019507,0.99319744,0.97334206,1.0761327,1.0342458,1.0163453,0.9689316,1.1047925,1.1111438,1.0337162,0.98786885,0.95359904,1.1086398,0.0,1.1553895,0.94647896,1.2905127,1.0036005,1.1250504,1.0273036,0.8253298,1.0349342,1.1320877,1.161654,1.0849589,0.6656671,0.6084608,0.94281036,0.89961416,1.0901716,0.98141474,0.8688164,1.1910505,0.73472536,0.5303333,1.0890014,0.69316983,0.880271,0.7368977,1.0492406,0.8214357,1.0751464,1.1224661
shirt,1.1572763,1.2319072,1.4520345,0.3572675,1.1924433,1.3639407,1.3254217,1.0207864,0.6827117,0.49088043,1.3443198,0.5763198,0.59090847,1.4164456,0.4956714,1.1491716,1.0911733,1.4502467,1.4643811,0.9335638,1.0237657,1.081864,1.2559143,1.2276121,1.2871094,1.3361015,1.1520845,0.68887687,0.7496103,1.1180454,1.3758744,0.66622823,1.2920587,0.8658278,1.2417955,1.300288,0.51614195,0.91330755,1.4816236,0.7257567,1.4839172,1.2779919,0.8193754,0.9512143,0.7739377,1.2171946,0.29669273,1.2596643,0.6333594,0.6602907,1.0281622,1.3517299,1.4074734,0.8412429,1.035917,1.3792045,0.74609065,1.3902369,0.94548416,0.9915628,1.2204783,0.59460276,0.6232891,1.0068574,1.2606721,0.70806205,1.0600284,0.22739804,1.0266144,1.1445701,1.4630555,1.2917848,0.877411,1.2542747,1.2465729,0.63568723,0.90130264,0.8024105,1.3431857,1.2376318,0.87960505,1.175508,1.3716295,0.81251764,1.2291303,0.40800953,0.29108948,0.7678938,1.427727,1.4063239,1.0785233,1.3475401,1.0667156,1.1879449,0.98320615,1.2826644,1.1599964,1.1832035,1.2020187,0.9546182,0.822845,1.4234712,1.1277121,0.7815027,0.86012787,1.0013598,1.2373759,0.6616158,1.1553895,0.0,1.1636534,0.3185675,1.2586484,0.7770907,1.0649135,0.6652639,1.4413116,0.6742362,1.392843,0.7415741,1.2220784,0.7918643,1.360069,0.9611874,0.3128003,0.6725421,1.4921855,1.1118839,0.96615213,0.86494505,1.1669747,1.4723179,0.9486281,0.9254107,0.7818927,1.0013119,1.2532518,0.80537546
shoe,1.0927005,0.857722,0.97987896,1.1441023,1.0982306,1.0351597,0.97300607,0.9805733,1.2227404,1.2136436,0.9436724,1.1132239,1.2505429,0.8154465,1.1158357,0.9179416,1.1064864,0.87224853,1.0130043,1.0129614,1.2108343,0.929266,0.74311316,0.8212774,0.7833553,0.97618574,1.0484701,1.0892628,0.9188206,1.0626297,0.8722498,1.2391663,0.94131607,1.1832778,1.0579349,0.9930609,1.1503472,1.0241972,0.8616725,1.1405146,0.83780587,1.0087892,1.0866317,0.99377817,1.1762891,0.9430013,1.0643896,0.9923536,1.0790213,1.1458005,0.7883945,0.9499442,1.0103627,0.73414963,0.92968225,0.9662765,1.0446918,0.7412647,0.5646037,1.1486859,0.9335557,1.0568953,0.9472611,0.7064084,0.95397043,0.8096769,0.9884765,1.0315588,0.7851052,0.92647874,0.9557881,0.85307723,1.2370206,1.0985559,1.1032212,1.0132736,0.892999,1.1358144,1.0225601,0.72011125,0.8811263,0.75304264,1.0882912,0.92844975,0.987986,1.1226523,0.97767013,1.2564151,0.93882954,0.9443264,0.90247893,0.9594533,0.99487585,0.80788904,1.2365794,0.9567437,1.1738739,0.9807304,0.8770892,0.87902904,0.7451905,0.81503093,1.0435553,1.1806895,1.1156175,0.92492056,1.0683826,1.1648234,0.94647896,1.1636534,0.0,0.97878045,0.6125186,1.2354058,1.1895039,1.148666,0.64540964,1.1840496,0.9938932,0.73768437,0.76855224,1.0927099,0.9814855,0.65098894,1.1228182,1.254777,0.98129016,0.6859674,0.84965634,1.0209285,0.7620081,0.8550627,1.2532473,1.11599,1.1092092,0.76252365,0.62776315,1.2605609
shorts,1.1705352,1.028068,1.3736455,0.6241205,1.2179643,1.245944,1.3305302,0.98195827,0.8023627,0.59782517,1.158371,0.5408942,0.8317693,1.2836337,0.534436,1.0362105,1.1499298,1.2655268,1.3773834,0.92892045,1.0963917,0.87820035,1.1578889,1.1575581,0.9747624,1.2564161,1.172634,0.8138511,0.5905098,1.2155555,1.3444588,0.7625397,1.2356802,1.0319268,1.21987,1.2470577,0.55979943,1.0186069,1.3111078,0.79449534,1.2641289,1.300882,0.9396215,1.0919392,0.7788282,1.1188893,0.35292542,1.2419078,0.58655876,0.91222626,0.9664198,1.2753474,1.3789018,0.83876145,1.0849447,1.4309789,0.90932274,1.2743403,0.85732126,1.0411273,1.2965993,0.77991325,0.87399125,0.9360437,1.2381924,0.8135278,1.004685,0.21572006,0.8551441,1.0123384,1.2898088,1.0714275,0.99161893,1.1928263,1.2184035,0.7642383,0.884095,0.9287237,1.2693284,0.88775635,0.86929274,1.1063665,1.3423527,0.6486417,1.2251949,0.50464803,0.13815892,0.9551945,1.2988946,1.289511,0.9940198,1.2674383,1.0686265,0.9364469,1.068156,1.2151927,1.1940444,1.1823257,1.2267373,1.0896972,0.6964183,1.2799475,1.154354,0.83242404,0.9540197,1.0526447,1.2392875,0.66215,1.2905127,0.3185675,0.97878045,0.0,1.0458672,0.8869585,1.0295997,0.79303694,1.2384924,0.82680446,1.2763852,0.70486504,1.1142493,0.998235,1.3193388,0.82258445,0.5641823,0.874109,1.3912535,1.0403026,1.0514303,1.0562646,0.8490282,1.4695387,1.1018864,0.97239363,0.8069049,0.8707842,1.0971028,0.80883634
shovel,1.0358213,0.5209968,0.5986108,1.3727014,1.0410856,0.8235625,1.0436952,1.1873226,1.418858,1.5108013,0.6414401,1.2580993,1.5452318,0.5989797,1.4305824,0.8300864,1.2284567,0.50963086,0.8453009,1.3255627,1.0848918,0.7005389,0.91195834,0.7475561,0.4326306,0.7476695,1.0245497,1.2794853,0.99429774,1.3176711,0.8153671,1.2464833,1.017402,1.3140551,1.1321726,0.9594557,1.3677244,1.2138162,0.49805373,1.3956807,0.52831614,1.0056574,1.3161886,0.9477556,1.0807028,1.0184028,1.0186622,0.76536953,1.2571429,1.3212318,0.59385407,0.9208007,0.7753116,0.75937927,0.94410074,0.98990643,1.1421485,0.38954896,0.7835572,1.0778646,1.1165957,1.0325143,1.1976304,0.53390706,0.8651488,0.857017,1.0779922,1.2805399,0.842939,1.0319542,0.5661915,0.39364177,1.2929955,0.95593166,1.0843852,1.4050635,1.0796502,1.3063294,0.6201231,0.42023063,0.6606064,0.528378,1.0687377,0.8860558,1.0487583,1.4037741,1.0609462,1.4698942,0.5545879,0.5604131,0.77722013,0.8682292,1.1285086,0.6979381,1.2283268,0.77250504,1.0970768,0.9701731,0.7722486,0.9250325,1.1076987,0.5368371,0.92137873,1.1175216,1.1994952,1.0285113,1.1840091,1.1797824,1.0036005,1.2586484,0.6125186,1.0458672,0.0,1.2363709,1.0632877,1.4235168,0.38460898,1.3942906,0.6207607,1.1839856,0.31851262,1.3483418,0.9104894,0.9012828,1.3348259,1.5383538,0.856854,0.5638058,1.0935832,1.1295254,0.67774224,0.8756417,1.4262824,1.2152188,1.0174303,0.8393531,0.35191607,1.0615438
shower,1.0772102,1.1827886,1.3669571,0.7158883,1.2438537,1.2838559,1.2310126,0.9679245,0.30554187,0.5825368,1.2410469,0.71849823,0.69914305,1.2526331,0.73093575,1.1238122,1.0591434,1.2234327,1.1956167,0.93928504,1.0126477,0.80888176,1.1180015,1.2233186,1.1969067,1.2837732,1.1780518,0.804928,0.8075124,1.1058909,1.1207546,0.38430846,1.1468967,0.9238334,1.0711383,1.1521229,0.74061847,0.99091214,1.3328557,0.6368854,1.2309273,1.1967819,0.8921132,1.0580666,0.44434047,1.0825466,0.79406583,1.3505701,0.7327917,0.90070415,1.2191902,1.29466,1.1510613,1.2424879,1.1310153,1.2945073,0.8797068,1.2606945,1.3298658,0.6700106,1.1848471,0.9183558,0.8833443,1.2658218,1.1436175,0.9152883,1.0045466,0.7559206,1.0745484,0.8808386,1.1202644,1.1566126,0.94248265,1.2262255,1.0328431,0.8782795,0.9242062,0.9352333,1.2153275,1.1658642,1.1787691,1.1989784,1.2406558,0.6920641,1.1806465,0.70924616,0.8544068,0.8105139,1.3054147,1.3002851,1.111642,1.2414842,1.1213379,1.2300832,0.9361181,1.0529753,1.0630696,1.1081884,1.2204401,1.0999058,0.981802,1.2632744,1.2274461,0.5385732,0.74211866,1.1362655,1.0273479,0.83757097,1.1250504,0.7770907,1.2354058,0.8869585,1.2363709,0.0,0.7808744,0.7371304,1.3744041,0.7740638,1.1868243,0.99524504,1.2035546,0.84252065,1.2044773,0.9209194,0.8059871,0.71155685,1.2436302,1.2311475,0.9870793,0.9127168,1.1439085,1.2819564,0.8727216,0.95512867,0.95011955,0.79913294,1.3080027,0.69517064
sink,0.81228304,0.9429433,1.0589528,1.0700136,1.0470201,1.0152496,1.1422157,0.9857065,0.46456152,0.9376824,0.7205672,0.68166715,1.1180036,0.8106196,1.0375335,0.9159801,0.92175096,0.8638568,0.6399982,0.8347555,0.95059055,0.8302283,0.91090333,1.1544183,0.7150211,0.85422087,1.1247141,1.000944,0.80981433,1.09875,0.8696618,0.7826682,1.1423273,1.0625052,1.0924641,1.1691688,0.9303597,1.1611857,0.8179729,0.7746579,0.72655123,1.1344236,1.0835882,1.3451943,0.8059108,0.7869501,1.0204123,1.214128,1.0849615,1.1037562,1.0839194,0.91312397,1.1489787,1.1726239,0.9420286,1.188246,1.0550991,0.8280968,1.1565303,0.84442824,1.2119846,1.1365346,1.167091,1.1062281,1.194197,1.0655546,1.0580747,1.0258982,0.8591193,0.83556825,0.5709949,0.899929,1.0716908,0.94746375,0.92463017,1.2056173,1.0455606,1.1337024,0.8021592,0.8339511,1.0306131,1.0927927,1.0864706,0.76860255,1.1820991,1.0853301,1.0349584,1.0062685,0.67997575,0.70988613,1.0581658,1.1467437,1.1839066,0.84905577,1.0381066,1.0303319,0.9172469,1.2399004,1.2909294,1.2107587,1.0614475,0.8399887,1.0705673,0.7763298,0.8809458,1.265067,0.99056184,1.0803083,1.0273036,1.0649135,1.1895039,1.0295997,1.0632877,0.7808744,0.0,0.993833,0.8183738,0.98326635,0.8672443,1.0935307,1.0862939,0.9615479,1.1670171,1.1086713,1.1109228,0.9488552,0.7396193,1.1085203,1.1981632,1.0454797,0.9253328,1.1593465,0.9642004,1.136573,0.93917185,0.7637228,0.9461585,0.78224766
slide,1.0407221,1.4024448,1.386253,0.58536947,1.0022626,1.1341982,1.0536402,0.87941146,0.5712402,0.44949985,1.2878438,0.46020818,0.5472776,1.3906994,0.46058297,1.2329483,0.9507803,1.3662204,1.2737519,0.8157141,1.1285875,1.0921837,1.1222938,1.269029,1.4025545,1.2973359,0.9832884,0.64838856,0.83157736,1.0240022,1.3553636,0.6545819,1.1716573,0.64668274,1.1863775,1.038209,0.5013921,0.9598767,1.3578427,0.55841804,1.3936846,1.2674984,0.75129783,1.0946304,0.87294847,1.0845605,0.79363763,1.2897813,0.56269175,0.76985484,1.3236418,1.1648184,1.3088684,1.2199028,1.0116564,1.2554785,0.8213994,1.3939054,1.0275478,1.0062282,0.9609341,0.9061947,0.87708247,1.301652,1.2503242,0.9687011,1.0703591,0.48437876,0.99719334,1.0908322,1.4281616,1.334725,0.9227627,1.1660843,1.2202029,0.55874175,0.8915492,0.7435096,1.3103582,1.2384384,1.2970021,1.3461393,1.2087553,0.9130729,1.1718311,0.520518,0.7872797,0.6798315,1.3018543,1.3104507,1.1615715,1.1401708,1.0815368,1.2588929,0.9343503,1.2842541,1.0616833,1.1631823,1.3218656,1.2161684,0.8151834,1.4278892,1.2928538,0.856778,0.56597483,1.148901,1.0861837,0.7260774,0.8253298,0.6652639,1.148666,0.79303694,1.4235168,0.7371304,0.993833,0.0,1.4425025,0.5664323,1.3274877,0.7933535,1.2905345,0.7218526,1.2605723,0.9873167,0.6119823,0.45424354,1.2365576,1.3979228,0.8059747,0.6074623,1.1090369,1.1494746,0.7498867,0.86652243,0.90074754,0.9809114,1.399093,0.870432
slipper,0.80852276,0.55679446,0.36306953,1.474462,0.8351575,0.6913624,0.99319905,1.2876432,1.4887302,1.576569,0.25306255,1.3656619,1.6111628,0.30920213,1.4943734,0.91150963,1.1563023,0.30575573,0.61119705,1.3624432,1.0503997,0.83800364,0.9595234,0.6796024,0.33598065,0.54634506,0.9991866,1.3038325,1.2714142,1.295868,0.723766,1.3356179,0.9756565,1.3377924,1.0725762,0.9703799,1.4187073,1.2051992,0.15089911,1.5299125,0.32701057,0.9674612,1.3430471,1.131862,1.2753153,0.95660317,1.2038407,0.6744373,1.3134589,1.2503159,0.6134974,0.57585263,0.81102026,0.7104367,1.0285168,0.790714,1.3394121,0.17538124,0.8321154,0.99826425,1.034573,1.1933424,1.3131064,0.5881778,0.8781407,1.1146814,1.209807,1.4163164,0.9072302,1.133955,0.37894207,0.36701643,1.347618,0.7367153,1.0890367,1.5264258,1.2115134,1.3232872,0.25349873,0.49692547,0.7227689,0.53174716,0.9230449,1.1109912,0.88266295,1.518518,1.2643982,1.4521587,0.14908695,0.23237789,0.76941633,0.82250684,1.1103535,0.6212226,1.2478944,0.8159201,1.0357276,1.0036194,0.80830085,1.0652345,1.2534938,0.38287073,0.8390751,1.3543637,1.1677766,0.9904362,1.1546322,1.2806323,1.0349342,1.4413116,0.64540964,1.2384924,0.38460898,1.3744041,0.8183738,1.4425025,0.0,1.3985159,0.46729136,1.1943434,0.72516,1.4416597,0.81431365,1.1195712,1.3551593,1.5463684,0.6171948,0.4729308,1.1457572,1.2130449,0.7789019,0.71311593,1.4299872,1.3038805,1.0300423,0.9810496,0.19829017,1.2240026
snow,1.0833004,1.3018758,1.4158499,0.5491463,1.1378893,1.2978477,1.1593255,0.88364065,0.6455241,0.39957166,1.2937794,0.57793856,0.48903352,1.3926358,0.36708772,1.1586537,1.0629556,1.4549048,1.2855978,0.95285845,0.8890638,1.1403716,1.2895877,1.2259387,1.4110484,1.3420565,1.0711725,0.5614101,0.8583994,0.924458,1.3209609,0.65488386,1.1776695,0.69570136,1.1037116,1.128258,0.52964365,0.89647543,1.3894212,0.70408225,1.4651804,1.2298694,0.74482596,0.9743605,0.9125311,1.156594,0.7466442,1.2639886,0.7203493,0.90242004,1.1338636,1.269737,1.3237901,1.079892,1.0136975,1.3019153,0.8594392,1.3671696,1.0644282,0.9039192,1.0639864,0.8631786,0.71019185,1.2084104,1.2272413,0.9447762,1.104734,0.5772381,1.0043182,1.1613309,1.4302685,1.3945551,0.9085854,1.1070392,1.1671526,0.6755947,0.98243743,0.7620886,1.2473048,1.3519578,1.1353997,1.1354402,1.2505542,0.9763546,1.1381065,0.38948298,0.764176,0.72449005,1.3277329,1.3188227,1.0878617,1.210516,1.0831636,1.1133364,0.97034377,1.208158,1.0950999,1.121944,1.1512678,0.97475255,0.7753793,1.406111,0.95191056,0.8882701,0.5311502,1.05223,1.1485981,0.7237456,1.1320877,0.6742362,1.1840496,0.82680446,1.3942906,0.7740638,0.98326635,0.5664323,1.3985159,0.0,1.3032696,0.79582953,1.2701262,0.7018635,1.3188864,1.0274701,0.5927001,0.49452376,1.3233118,1.2226659,0.9238033,0.87397575,1.2167708,1.3313582,0.8369801,0.9731766,0.954825,1.1233811,1.3168683,0.8925968
soap,1.0851905,0.5687231,0.41085374,1.3398666,0.653077,0.67300886,0.76689184,1.2241158,1.3307827,1.43565,0.5353341,1.3699954,1.4101009,0.70094883,1.4227777,0.93431944,1.1663811,0.3587886,0.64582247,1.2996187,0.92030054,0.8645526,0.99104166,0.95306915,0.63723904,0.81431293,1.0452373,1.2291368,1.2451909,1.0935626,0.755849,1.1889805,0.82019734,1.2514122,0.9230489,0.850742,1.3704016,1.1194146,0.40664995,1.3899444,0.40187216,1.0243279,1.2084386,1.0280974,1.1720805,1.0858469,1.2667593,0.65470326,1.1797184,1.2299452,0.7835866,0.8955499,0.750401,0.9851229,1.0672476,0.9723811,1.2457945,0.39977008,1.0855932,1.0672404,1.0390693,1.1828425,1.2996676,0.7491259,0.96827286,1.1264933,1.0735946,1.4022017,1.139876,0.9589256,0.44302487,0.44637138,1.1805073,0.7607106,0.8558397,1.3833117,1.2992455,1.3056054,0.27307355,0.6528966,0.9275986,0.7132528,0.72715163,1.1523471,1.0069581,1.4277475,1.3345385,1.3046021,0.44585574,0.5538027,0.9190696,0.73822385,1.1170166,0.8348313,1.0910186,0.79178965,0.9235535,1.0090336,0.8370449,0.94603616,1.3418397,0.66083014,0.8596548,1.1717446,1.1244811,1.1622533,0.89323354,1.139861,1.161654,1.392843,0.9938932,1.2763852,0.6207607,1.1868243,0.8672443,1.3274877,0.46729136,1.3032696,0.0,1.2229813,0.75080436,1.3169246,0.805297,1.2819118,1.3290102,1.3582593,0.67970395,0.6780572,1.2290729,1.1856167,0.86727047,0.7798068,1.2244289,1.2410144,1.1708896,1.0779243,0.55292875,1.0641762
sock,1.097908,0.862622,1.3235705,0.63323975,0.9747889,1.1870071,1.0784198,0.9627466,0.863664,0.7391032,1.1755445,0.79832816,0.73733723,1.2241321,0.6109894,0.9966825,1.0576973,1.2728333,1.3134074,0.94911635,0.88724285,1.0824293,1.0171189,1.0773716,1.1349707,1.2886964,1.0572361,0.8031306,0.9402131,1.0073587,1.2659061,0.9161321,1.0333894,0.9202046,1.0938016,1.0906957,0.80172956,0.8854047,1.223482,0.9613061,1.2695749,1.2329767,0.87911385,1.0296731,1.0572644,1.0609692,0.7704701,1.1392046,0.73596966,0.9979773,0.82952654,1.0976448,1.3072006,0.76651484,0.99549884,1.2812289,0.93151677,1.2808349,0.606177,1.0496262,0.9618658,0.96910644,0.6060167,1.014728,1.2516953,0.8144856,1.0247821,0.6093455,0.7638645,1.0745873,1.3401372,1.1751415,0.89876044,1.1671574,1.0918247,0.48668623,1.0509168,0.9824356,1.2538443,0.9511455,0.904173,1.1289086,1.1501192,1.0315366,1.1918688,0.59356666,0.63051355,0.9161808,1.2554418,1.207552,1.0279049,1.0966077,1.0820477,0.9081861,1.0585026,1.2511387,1.1306885,1.1929655,1.0574521,0.7730831,0.7558739,1.3485842,0.93010944,1.073015,1.0050944,1.0631875,1.087307,0.7534895,1.0849589,0.7415741,0.73768437,0.70486504,1.1839856,0.99524504,1.0935307,0.7933535,1.1943434,0.79582953,1.2229813,0.0,1.1322314,0.80313814,1.2808884,0.9876656,0.8956804,0.9234682,1.2430634,0.9186882,0.7473011,0.74335146,0.8084238,1.3151802,1.0633512,1.0576736,1.0926148,1.0535558,1.093921,1.0644499
spoon,1.0758222,0.6938071,0.83483154,1.231738,1.0438131,0.88669026,0.97267,1.0214009,1.2856134,1.358304,0.9375386,1.1958919,1.3825656,0.77798295,1.3243365,0.9687023,1.1325704,0.7807126,0.8640255,1.2244117,1.0508758,0.8004651,0.85272163,0.9646835,0.81309617,0.86323035,0.9865049,1.1892073,1.0024766,1.0516386,0.8352664,1.243417,0.9527018,1.1625223,1.0415459,0.9933319,1.2656159,1.252549,0.80409133,1.2446499,0.74978065,0.97589386,1.1507957,0.7976907,1.0687025,0.918736,1.1855729,0.8855092,1.1253902,1.2619029,0.82812405,1.0544854,0.70232934,0.97973025,0.7029538,1.0285546,0.9474174,0.6867517,0.7313583,1.1549011,1.0939474,1.0228493,1.0737679,0.7624506,0.92781126,0.9366983,0.82702833,1.2636592,0.89627254,0.9395163,0.76057494,0.77348614,1.0773953,1.0596011,0.9742971,1.1971931,1.0500159,1.2350017,0.8741852,0.74277616,0.8536143,0.70772326,0.97767,0.9056111,1.2021497,1.2731657,1.1645977,1.2968185,0.81250584,0.78345776,0.90675306,0.9468946,1.0844313,0.7836278,1.0738754,0.7940274,0.95036846,0.9971534,0.7849671,0.8321778,0.9886192,0.687844,0.8586564,0.97952616,1.1452862,1.0985634,0.973957,1.1140918,0.6656671,1.2220784,0.76855224,1.1142493,0.31851262,1.2035546,1.0862939,1.2905345,0.72516,1.2701262,0.75080436,1.1322314,0.0,0.9856366,0.9346085,0.8815128,1.2247549,1.3364211,0.907955,0.83150303,1.0567068,0.9936809,0.81148815,0.95019376,1.151176,1.1329807,1.0920798,0.83750075,0.7424993,0.9639539
