,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
face,1.1582708,1.2430152,1.1491604,0.82010925,0.8414265,1.1572065,1.0829303,1.1462184,0.8338721,0.83019304,1.1908091,0.95259935,0.7869104,1.3020878,0.91321516,1.1727707,1.0376196,1.231792,1.2524296,1.0270789,1.0464717,1.1680685,1.1793302,1.0755279,1.3196238,1.1824219,1.074243,0.82839435,1.1320413,0.9914969,1.2067747,0.87423795,1.170398,0.7294188,1.0617456,1.0995599,0.81218714,0.91264725,1.2675215,0.91316557,1.2720022,1.1127613,0.81034434,0.8267022,0.9359196,1.2310402,0.9448928,0.95597994,0.8175702,0.0,0.9940422,1.1845043,1.2362264,0.9049729,0.99360293,1.0546218,0.8019935,1.1376483,1.1014061,0.93544316,0.98843724,0.4836676,0.7863674,0.8895519,1.1530967,1.1199973,1.0358729,0.7837926,1.17173,1.1457016,1.2817179,1.2476566,0.96951663,1.167581,1.0908926,0.8509662,0.9110033,0.75126064,1.0695486,1.4213493,0.97240984,1.077181,1.0913115,1.1136051,0.8584009,0.8822429,0.8386797,0.82757795,1.2452416,1.2477086,0.9535129,1.1536161,1.0047065,1.3941312,0.9495253,1.1558979,1.069583,1.0794048,1.0147043,0.9779509,1.1491169,1.2764314,1.0854497,0.98363024,0.88066363,0.9642502,1.0506022,0.94697845,0.9842987,0.6602907,1.1458005,0.91222626,1.3212318,0.90070415,1.1037562,0.76985484,1.2503159,0.90242004,1.2299452,0.9979773,1.2619029,0.9120679,1.1142262,1.0621709,0.6326572,0.79839826,1.2469469,0.9316195,1.0122166,0.98698354,1.4226499,1.0769476,0.9249462,0.8950157,0.855762,1.1320815,1.1556051,0.9057925
finger,1.0983344,0.39482987,0.7315549,1.0125864,0.93628466,0.8979571,1.0338635,1.4162464,1.2862653,1.3662552,0.7857902,1.304725,1.2757492,0.9388423,1.2765348,0.92751664,1.2547225,0.9222362,1.0813546,1.3705177,0.8344697,0.9818508,1.21219,0.81347984,0.772204,1.0275059,0.847765,1.2414324,1.2874632,1.2628453,1.113778,1.171508,1.0959655,1.2542931,1.1136634,0.93797916,1.3152843,0.897981,0.63740504,1.4677362,0.9287428,1.1586746,1.3175352,1.0943457,1.1828678,1.0210474,0.87772256,0.6048893,1.1301987,0.9940422,0.0,0.91899085,1.2032307,0.27308106,0.9576765,1.128783,1.1732868,0.5924467,0.8286928,0.9687325,0.87983745,0.8199786,0.54192543,0.616653,1.1217769,0.9457204,1.1698775,1.0458446,0.70144755,1.1934739,0.93606174,0.7023378,1.1534445,0.80910456,1.1835272,1.016723,1.2342836,1.2034161,0.65159655,0.8474344,0.3097365,0.5336032,0.99804765,1.2150928,1.016891,1.1470634,0.83698654,1.2915424,0.73127604,0.67253536,0.5650729,0.82275903,1.1093304,1.089348,1.2275648,1.1566005,1.2055373,1.1741648,0.6707649,0.5903784,1.4118841,1.0091773,0.5563725,1.309694,1.2388201,0.9864459,1.2274845,1.0408214,1.1273808,1.0281622,0.7883945,0.9664198,0.59385407,1.2191902,1.0839194,1.3236418,0.6134974,1.1338636,0.7835866,0.82952654,0.82812405,1.2036905,1.0026556,1.2438301,1.1165643,1.3686917,0.9821868,0.11662042,0.9406376,0.92503643,0.9613288,1.1040796,1.3850957,1.2281624,1.1611073,1.119888,0.40254533,1.1796691
fish,0.40560842,0.83055055,0.69748276,1.3703198,0.90646195,0.69127315,0.82036805,1.2319338,1.3286704,1.4175329,0.627191,1.3019156,1.3301144,0.39962792,1.3119032,0.90203345,0.9621905,0.82159996,0.8415401,1.2315267,0.94706774,0.9410532,0.9817809,0.62748194,0.7396563,0.52557707,0.8389832,1.09664,1.3121243,1.0520923,0.85342383,1.285465,0.92679274,1.1326123,0.9494183,0.8716152,1.336967,0.96798545,0.60202,1.3548465,0.7956418,0.633507,1.0798023,1.1400107,1.2562177,0.72791344,1.2668095,0.81293714,1.300931,1.1845043,0.91899085,0.0,0.82365644,0.9233545,0.9637281,0.373837,1.2289753,0.7748727,0.7782489,1.039531,0.879879,1.208344,1.2778289,0.95729935,0.71602875,1.1616769,1.1288745,1.3843921,0.8402343,1.1660964,0.7130836,0.81740093,1.1714635,0.7322004,0.9332849,1.2300217,1.2011706,1.1169559,0.8364519,0.792659,0.99127215,0.9045235,0.7526252,1.2720888,0.7696707,1.3619199,1.3085668,1.188432,0.522672,0.4787205,0.94332993,0.7500106,0.8387356,0.81300557,1.2108248,0.8829174,1.0764372,0.7761588,0.9031871,1.1021253,1.2786381,0.83032215,0.9301956,1.3804326,1.1761813,0.70661116,0.9436154,1.29491,0.8824988,1.3517299,0.9499442,1.2753474,0.9208007,1.29466,0.91312397,1.1648184,0.57585263,1.269737,0.8955499,1.0976448,1.0544854,1.2222531,0.7944838,1.1694322,1.2943108,1.352601,0.60104465,0.8834809,0.9876864,1.0267156,0.80318284,0.7789092,1.2842582,1.1444165,0.9876264,1.0793973,0.85395217,1.1486076
flower,0.85341644,0.9639369,0.6775412,1.4049506,0.971486,0.7827667,0.72911805,0.92464197,1.3032053,1.36253,0.8798998,1.3527975,1.2704006,0.6478767,1.3642057,0.94919956,0.8997586,0.6101336,0.7604474,1.0541323,1.1688058,0.931119,0.8016217,0.89545506,0.8482194,0.73469925,1.003256,1.1761658,1.1210424,0.79821354,0.72033715,1.2370985,0.8648005,1.0630057,0.940032,0.9050022,1.2889457,1.0881023,0.7634407,1.1848536,0.6512624,0.7993935,1.0155938,0.74486196,1.1165822,0.9654631,1.4340189,0.94255984,1.2020981,1.2362264,1.2032307,0.82365644,0.0,1.2412354,1.0668566,0.6036544,1.0328724,0.7923676,0.98378545,1.1273148,0.9568829,1.16031,1.3253541,0.97550654,0.7440504,1.0749581,0.8128221,1.475931,1.2962091,0.8946514,0.67361987,0.87838435,1.0416734,0.8712297,0.82960975,1.2575924,1.0528201,1.174911,0.8451579,0.84315264,1.1888456,0.96763843,0.8660644,1.1340886,0.9665381,1.3714097,1.4580764,1.1301785,0.7772909,0.81101155,1.1192523,0.8396424,0.95865077,0.7861698,0.9817537,0.22419691,0.9150073,0.80716014,0.8923226,1.0405605,1.0239928,0.56961787,1.0228556,0.99293774,1.0867974,0.9228988,0.9041869,1.1968693,0.8463784,1.4074734,1.0103627,1.3789018,0.7753116,1.1510613,1.1489787,1.3088684,0.81102026,1.3237901,0.750401,1.3072006,0.70232934,1.0561024,0.64064234,0.9839208,1.3191903,1.2300981,0.8090913,1.0976514,1.0508951,1.1170635,0.89998055,0.6263883,0.9972285,1.0028543,1.0217228,0.977173,1.0122132,1.0416579
foot,1.0936316,0.71446574,0.8377255,0.885078,0.9801101,1.0631572,1.1135774,1.32562,1.2517738,1.2065251,0.9035762,1.1754717,1.1398009,0.99067986,1.1030303,0.9096581,1.1961432,1.0299643,1.1239523,1.3010317,0.8703487,1.1788844,1.1930223,0.84276515,0.90784717,1.0446657,0.8771698,1.1593885,1.2163842,1.1604779,1.2612554,1.1820662,1.0773797,1.2050385,1.1714048,1.0935214,1.1564407,0.81142354,0.81847984,1.3677268,1.067782,1.144978,1.207643,1.0128736,1.2459251,1.0459611,0.71364963,0.66387105,1.0544112,0.9049729,0.27308106,0.9233545,1.2412354,0.0,0.95825416,1.09494,1.2105411,0.7515012,0.7347124,1.0430235,0.9215789,0.74979264,0.5469001,0.6268681,1.1236905,0.8736533,1.1980245,0.8257639,0.8051405,1.2488852,1.1748383,0.9049466,1.0013093,0.85455453,1.2405179,0.9362894,1.1491241,1.1024667,0.8141111,0.88337463,0.4458446,0.67074883,1.0516264,1.1872095,0.9694103,0.94862044,0.67589206,1.2107373,0.8681579,0.84330565,0.6498444,0.94958055,1.0317428,1.0670767,1.1067005,1.2096115,1.1185346,1.1247498,0.72250485,0.6162463,1.2345097,1.0923482,0.6874044,1.3397362,1.240057,0.8543379,1.2509353,1.0201801,1.1337239,0.8412429,0.73414963,0.83876145,0.75937927,1.2424879,1.1726239,1.2199028,0.7104367,1.079892,0.9851229,0.76651484,0.97973025,1.1740696,1.0720987,1.1648374,0.94370425,1.2679725,1.0631872,0.23603874,0.85854936,0.9995692,0.96055967,1.1338527,1.2521672,1.1329601,1.0974349,1.1992029,0.5622603,1.2626374
fork,1.0288154,1.0775146,1.1568686,0.9764173,1.1332593,1.1650199,1.029861,0.86406523,0.95723134,1.0144725,1.0466216,0.9916162,1.0047257,0.96135205,1.0335947,1.0419861,0.91683245,1.1217053,0.9834137,1.0227445,1.0230631,0.8998599,0.9289597,1.0204,1.0540069,1.0594556,0.97029454,1.1286172,0.95745766,0.94300276,0.9756415,1.0349442,1.0359168,0.8954476,1.0520755,0.9449048,1.0407606,0.98559266,0.98743623,0.9467419,1.0812701,0.93169844,1.104448,1.0668834,1.0711633,0.75484824,1.071037,1.1258949,1.0824986,0.99360293,0.9576765,0.9637281,1.0668566,0.95825416,0.0,1.0601488,0.9742765,1.0280519,0.98508346,1.14316,0.99819,0.9928569,0.8915727,1.0744722,1.0296435,1.0577073,0.94735247,1.0321895,0.71550083,0.93217826,1.0663668,1.0157051,0.90493095,1.047359,0.9491618,1.0295067,1.0141025,1.0167576,1.106697,0.9294604,0.95039964,1.1682825,1.0286559,0.83201295,1.0726311,1.0394367,1.0151957,0.9627976,0.99068475,0.90701514,1.030119,0.97301954,0.9679361,1.103033,0.9432778,1.0811367,0.888805,1.0631204,1.0804665,1.0683093,0.9431229,1.0996987,1.061088,0.9582866,1.1556368,1.0767474,0.93269503,1.1408184,0.63090354,1.035917,0.92968225,1.0849447,0.94410074,1.1310153,0.9420286,1.0116564,1.0285168,1.0136975,1.0672476,0.99549884,0.7029538,0.8910239,1.083916,0.96965015,1.0393217,0.9417625,0.9954542,0.9950098,0.8056877,0.82430285,0.952912,1.1030738,0.84310585,1.0320984,1.0690794,0.8265874,1.0125157,1.0547323
frog,0.518186,1.0386412,0.70142615,1.3940322,0.9544473,0.7817235,0.62799245,1.1173017,1.3945853,1.4434648,0.90867513,1.4566242,1.18448,0.5849164,1.3940936,0.9394516,0.78645086,0.87860054,0.8791358,1.1032646,1.090029,1.1095626,0.92025983,0.5747802,0.99416226,0.48223382,0.86272466,1.2072978,1.3531096,0.805729,0.7229228,1.3533952,0.76979077,1.1346141,0.85109544,0.78122723,1.3971835,0.88882715,0.77331764,1.3303533,0.91573614,0.4413032,1.034845,0.8012768,1.3315654,0.80313516,1.3470337,0.76719046,1.3799288,1.0546218,1.128783,0.373837,0.6036544,1.09494,1.0601488,0.0,1.220182,0.877468,0.95007926,1.1441481,0.70830965,1.2209216,1.3015712,1.0231899,0.56227255,1.1927235,1.0621511,1.4826465,1.1231159,1.1318705,0.8570362,0.9707758,1.1589694,0.84164536,0.8756409,1.258024,0.9821442,0.97025335,0.98798525,1.0593673,1.1618446,1.012687,0.7471127,1.389571,0.45475006,1.418746,1.4441113,1.0264605,0.77390206,0.7317629,1.0384471,0.7140831,0.7125663,0.94929516,1.1074421,0.7630742,1.0386792,0.6194433,0.8108765,1.0862358,1.1947496,0.7471798,1.0227199,1.3507054,1.1871943,0.58834016,0.9075024,1.2910516,0.7113042,1.3792045,0.9662765,1.4309789,0.98990643,1.2945073,1.188246,1.2554785,0.790714,1.3019153,0.9723811,1.2812289,1.0285546,1.146158,0.67554766,1.0634328,1.2462302,1.212608,0.64861953,1.049463,0.93885636,1.0578665,1.0483457,0.4044804,1.112527,0.86178,1.0205098,1.1966089,1.0203584,1.2839663
glass,1.1601732,1.2596045,1.3273036,0.8104767,1.0904162,1.1928766,1.0887053,0.77193475,0.85795635,0.8191811,1.2559658,0.7647936,0.80236864,1.2422949,0.8550965,1.0484947,0.96504265,1.1345017,1.1297129,0.763144,1.0179818,1.0321529,0.82192254,1.3218932,1.1744453,1.1158011,1.044013,0.7493484,0.8314891,0.9032181,1.0829687,0.8803699,1.1583076,0.6185586,1.0780848,1.1423738,0.82276016,0.9766682,1.3240087,0.74678916,1.1134688,1.1846596,0.8570881,0.90138113,0.819847,1.1075306,0.96796,1.2816921,0.88443106,0.8019935,1.1732868,1.2289753,1.0328724,1.2105411,0.9742765,1.220182,0.0,1.2949258,0.95226413,1.0212892,0.85222715,0.78714085,0.73759437,1.1563404,1.1885357,0.8785905,0.53192544,0.8535341,0.90803325,0.9058855,1.211405,1.2250984,0.9719223,1.1946595,0.9477098,0.6902789,0.87301147,0.97742426,1.2418615,1.2469455,1.1481664,1.1729331,1.1273129,0.8535262,1.2428448,0.79006827,0.8873152,0.85656416,1.3198477,1.3213085,1.1566927,1.1830944,1.1182617,1.1646191,1.0657189,0.9951356,1.1324848,1.1444671,1.1604764,1.0074358,0.8432355,1.1609645,1.0847331,0.6627032,0.8202515,1.176778,0.9723517,1.0158316,0.9631797,0.74609065,1.0446918,0.90932274,1.1421485,0.8797068,1.0550991,0.8213994,1.3394121,0.8594392,1.2457945,0.93151677,0.9474174,0.6348829,1.1790645,0.87194943,0.89926136,0.78969467,1.174438,1.2409096,0.95658016,0.7602202,1.156951,1.1385534,0.90247566,0.93214023,0.6723248,0.8888813,1.2487829,0.7091136
glasses,0.8843887,0.5399279,0.43371725,1.4125775,0.8971099,0.7792114,1.0548657,1.318095,1.3764799,1.5535241,0.3401395,1.4049237,1.5582889,0.451123,1.5381706,1.008666,1.1805012,0.3255875,0.7167644,1.3685949,1.0969815,0.8195747,1.022259,0.6988693,0.43851197,0.68399787,1.1063945,1.3090444,1.2450445,1.2917712,0.65011114,1.2458141,1.0683312,1.3121045,1.0696213,0.99737245,1.4262571,1.2154664,0.21224838,1.4675136,0.37315798,0.99118656,1.3150841,1.0931302,1.1795176,1.0089133,1.2096595,0.742343,1.2871442,1.1376483,0.5924467,0.7748727,0.7923676,0.7515012,1.0280519,0.877468,1.2949258,0.0,1.0004079,1.0058881,1.0832422,1.0216348,1.2529659,0.5168905,0.89564806,1.0521984,1.1979632,1.4146558,1.0713495,1.0234538,0.35436153,0.35481656,1.3613436,0.82470334,1.0759238,1.543827,1.1865479,1.2956295,0.19952714,0.5950352,0.65128124,0.47484714,1.0178106,1.1380225,0.93775904,1.5336941,1.2823908,1.3958616,0.2178635,0.3012004,0.6559489,0.92924786,1.1063778,0.7792753,1.2263473,0.7817767,1.0666279,0.9961514,0.8653114,1.0405276,1.3031471,0.48004723,0.90767765,1.2643874,1.1480407,0.9831407,1.1467383,1.2394466,0.96997476,1.3902369,0.7412647,1.2743403,0.38954896,1.2606945,0.8280968,1.3939054,0.17538124,1.3671696,0.39977008,1.2808349,0.6867517,1.3061008,0.83874094,1.151227,1.3160214,1.4959912,0.71521723,0.43485153,1.1137662,1.1557921,0.89564747,0.7887536,1.4160503,1.2401056,1.0882277,0.927969,0.17730254,1.1600672
glove,0.92156345,0.8483113,1.0068278,0.9879303,0.85806346,0.9392754,1.0082033,0.9962316,1.2332236,1.0799459,1.0459708,0.98222643,1.1583716,0.8350617,0.9236932,0.9676726,1.1456621,1.0284395,1.061743,1.0623257,1.0439352,0.9999981,0.8501025,1.0061296,0.8656145,0.929406,0.97087634,0.9186233,0.94040585,0.99681693,1.0898798,1.2241874,1.0472914,1.0442008,1.1175754,1.0963761,0.9904065,1.028134,1.0462812,1.1644878,0.9520092,1.0258056,0.88031507,0.77566713,1.1613992,0.9542536,1.0346777,0.9302975,0.9557802,1.1014061,0.8286928,0.7782489,0.98378545,0.7347124,0.98508346,0.95007926,0.95226413,1.0004079,0.0,1.2713841,1.0000579,1.0009716,0.8215308,0.74198294,1.0454494,0.87818444,0.9310629,0.9353937,0.8395877,1.0760841,1.0530362,1.061427,1.0891454,1.0379573,1.1229624,0.7102929,0.9948447,1.0489748,1.1260685,0.71432924,0.98488325,0.7853626,1.0627769,1.025619,1.0866398,0.9348424,0.89551747,1.239483,1.0259639,1.0061795,1.038029,1.0327985,1.0384403,0.5798703,1.234965,0.9498733,1.1794461,1.0011467,0.88059527,0.75156736,0.765452,0.88866174,0.90015906,1.1854948,1.1304452,0.9484433,1.0812941,1.0190077,0.96374416,0.94548416,0.5646037,0.85732126,0.7835572,1.3298658,1.1565303,1.0275478,0.8321154,1.0644282,1.0855932,0.606177,0.7313583,0.91138756,1.0796833,0.80192506,1.0226094,1.2805116,1.0275214,0.82607454,1.0061642,0.96066797,0.59257627,1.0073256,1.2595701,1.1109948,0.9984021,0.9505247,0.91702026,1.122406
grass,0.90558106,0.9318576,1.0435064,0.9682437,1.0761191,1.0140194,1.1889964,1.1283336,0.8041239,0.9137333,0.95358515,0.9441081,0.96931136,1.0199963,0.93451685,1.0078787,1.0791816,1.0727339,1.0654991,1.1126446,0.8723972,0.97907394,1.1271095,1.0517942,1.0468051,1.0646964,1.0567734,0.9440848,1.0827371,1.1500511,1.0717391,0.80471325,1.0602955,1.009073,0.939567,1.0689646,0.98738617,1.0670536,0.99869025,0.9695835,1.0474254,1.0222889,1.1047608,1.2245306,0.82600075,0.99853575,0.95755166,1.0541811,0.8824526,0.93544316,0.9687325,1.039531,1.1273148,1.0430235,1.14316,1.1441481,1.0212892,1.0058881,1.2713841,0.0,1.0819182,0.98048455,1.025003,1.0043051,1.0387791,1.0216384,1.1338392,1.0114185,0.96961194,1.0249002,0.9160784,1.118456,0.9912776,1.0122579,1.097599,1.0733434,1.1073496,1.073579,0.9243497,1.1128216,0.9681252,1.0300266,1.0218463,0.9845476,1.0304524,0.98706806,0.99799603,0.9536577,0.9512426,0.93970287,0.97410285,1.0832019,1.0381587,1.0676913,1.0066812,1.0716244,1.0479059,1.096268,0.95503,1.1109906,1.16557,1.0828295,1.0291045,0.8888236,0.7452556,1.0737977,0.9917597,0.9834262,1.14124,0.9915628,1.1486859,1.0411273,1.0778646,0.6700106,0.84442824,1.0062282,0.99826425,0.9039192,1.0672404,1.0496262,1.1549011,1.0977827,1.0394312,1.1604655,0.9492616,0.9240868,1.0917499,1.0000482,1.0914094,1.0780315,1.1297659,1.2002678,1.0530531,1.0890167,1.0074769,1.0152669,0.9921879,0.76258916
gum,1.0973239,1.0535879,0.8448289,1.1105127,0.8637253,0.7303295,0.61676794,0.946465,1.1858472,1.2417601,1.0154626,1.2245541,0.84943175,1.146194,1.1671749,0.95853424,0.7614685,0.99215066,0.80634606,0.8783154,0.98173714,1.3118045,0.8623286,1.0455794,1.0897782,0.97508943,0.7147179,1.2713729,1.2972666,0.76165587,0.90253824,1.2664034,0.85924697,0.7799642,0.7794119,0.6768707,1.3117286,0.6128527,0.89085966,1.1284099,0.9978432,0.96311563,1.2018234,0.92063236,1.3022128,0.87764764,1.2534839,0.8018334,1.281534,0.98843724,0.87983745,0.879879,0.9568829,0.9215789,0.99819,0.70830965,0.85222715,1.0832422,1.0000579,1.0819182,0.0,1.0833925,0.797897,1.0579792,1.0726694,1.0842929,0.9396743,1.247302,0.944209,1.0118495,1.1396672,1.1214797,0.9289847,0.7649245,0.90427566,0.76291096,1.1120173,1.1028886,0.9999198,1.1459606,0.97707707,1.0861968,0.6433562,1.3763704,0.8485422,1.0951071,1.2590005,0.893842,1.0080566,0.9782915,1.0172387,0.6594521,0.93536735,1.2268455,0.9794941,1.1807457,0.9858891,1.0749284,0.874336,0.9297996,1.1752245,1.0787903,0.9106848,1.2925223,1.1516604,1.106184,0.7348184,1.2273004,0.81704247,1.2204783,0.9335557,1.2965993,1.1165957,1.1848471,1.2119846,0.9609341,1.034573,1.0639864,1.0390693,0.9618658,1.0939474,0.99108046,0.81307185,1.1951389,1.1735322,0.98265254,0.7630664,0.9295405,0.77676785,0.61961925,1.0757289,0.48150074,0.8537464,0.9829119,1.1061463,1.2761116,0.9669082,1.3107758
hair,1.1329498,1.1261668,1.1951923,0.76180494,1.0409952,1.215072,1.2182308,1.1167521,0.9231194,0.84666616,1.2053306,0.9451027,0.86257243,1.2479706,0.86531466,1.1691701,1.1485757,1.2144482,1.3476512,1.0930315,0.94736516,1.0411711,1.2262542,1.0815095,1.1899773,1.1771922,1.1059188,0.7915653,1.0282351,1.0598936,1.250181,0.89038813,1.3164456,0.8226081,1.0887296,1.1974841,0.80354136,0.9245406,1.2351199,0.9737152,1.2733142,1.1579922,0.8507699,0.8424092,0.8655017,1.2059937,0.83946586,1.0212275,0.8687687,0.4836676,0.8199786,1.208344,1.16031,0.74979264,0.9928569,1.2209216,0.78714085,1.0216348,1.0009716,0.98048455,1.0833925,0.0,0.66982055,0.52093583,1.2267345,0.9052975,1.0408745,0.7496305,1.0197644,1.1172664,1.2699575,1.1073543,0.96613306,1.1415404,1.1487181,0.8488108,1.0203756,0.7828984,1.0573783,1.2828851,0.79788315,0.857743,1.2465651,0.9996601,1.0668583,0.78624535,0.7501805,0.95881194,1.2180336,1.209338,0.6932485,1.2401181,1.0902468,1.2475379,1.0249376,1.0788764,1.1570151,1.1699438,1.0364311,0.86879253,1.0669321,1.2335047,0.99823165,0.9109474,0.9794841,1.0083616,1.1903403,0.9178225,1.1066552,0.59460276,1.0568953,0.77991325,1.0325143,0.9183558,1.1365346,0.9061947,1.1933424,0.8631786,1.1828425,0.96910644,1.0228493,0.8952378,1.2332469,1.0276207,0.6317781,0.93743914,1.3454579,0.7774241,0.9820496,0.9711529,1.2889241,1.3035502,1.0612503,1.0195919,0.96014255,0.9953415,0.99890035,0.8294639
hand,1.141924,0.9802592,1.3527036,0.37910557,1.1234579,1.3000374,1.1039038,1.0680916,0.8436544,0.81268144,1.3254268,0.9410091,0.5984121,1.3774943,0.7969456,1.1685473,1.0011144,1.4339355,1.327011,0.98346126,0.7777234,1.2230753,1.1758316,1.1974111,1.3482709,1.376361,0.9276171,0.92621833,1.0920404,0.9698337,1.2642213,0.92183983,1.1822016,0.8584918,1.0853263,1.0610188,0.93067884,0.7217221,1.3267083,0.9531808,1.4401908,1.2288873,0.9626154,0.9186629,1.0022899,1.0860484,0.74128485,1.1190153,0.87836957,0.7863674,0.54192543,1.2778289,1.3253541,0.5469001,0.8915727,1.3015712,0.73759437,1.2529659,0.8215308,1.025003,0.797897,0.66982055,0.0,1.0415045,1.2620517,0.7164643,0.99051356,0.6814093,0.7934957,1.1280648,1.4734694,1.2744068,0.8201911,1.1424084,1.1689212,0.44979346,1.0565971,0.8603297,1.2589293,1.3270113,0.6941416,1.0355712,1.2068999,1.116149,1.2058988,0.5985494,0.7438334,0.7848682,1.3560092,1.250406,0.9066635,1.0960506,1.1025366,1.334805,0.96322864,1.2804539,1.098586,1.2168967,0.9655674,0.6166328,1.0301428,1.4181759,0.7783113,1.0325557,1.0692095,1.0998279,1.1411045,0.8337801,0.9806929,0.6232891,0.9472611,0.87399125,1.1976304,0.8833443,1.167091,0.87708247,1.3131064,0.71019185,1.2996676,0.6060167,1.0737679,0.69942904,1.248308,1.0718029,0.7535366,0.75843596,1.3108672,0.65320295,0.7069174,0.5608567,1.2079895,1.2910894,0.8803146,1.0055887,1.1027889,1.0935444,1.0710759,1.0309212
hat,1.1461743,0.7150038,0.7010319,1.1969485,0.804888,0.84386945,1.136255,1.2201805,1.3403026,1.2689264,0.7707868,1.2585496,1.2844098,0.83011454,1.173773,0.9746014,1.2040098,0.7471068,0.9602835,1.2669945,1.0972614,1.0329506,1.0219146,0.78943443,0.7391919,0.9102139,1.1360066,1.1674808,1.1462091,1.2221556,0.9823517,1.224381,1.054556,1.226639,1.0606991,1.1109891,1.1489147,1.1634222,0.7334137,1.3320336,0.7583468,1.0792453,1.1543076,0.90991855,1.1743622,1.1120231,1.0401529,0.69885737,1.0974582,0.8895519,0.616653,0.95729935,0.97550654,0.6268681,1.0744722,1.0231899,1.1563404,0.5168905,0.74198294,1.0043051,1.0579792,0.52093583,1.0415045,0.0,1.0446289,0.88621616,1.1208934,1.129087,1.0625014,1.0924755,0.8143529,0.738407,1.1938233,0.97048277,1.0892274,1.1536417,1.1085238,1.0855504,0.64778554,0.8026148,0.63257194,0.4999348,1.039655,1.1200373,0.95240945,1.1691107,0.95286596,1.2918162,0.7514208,0.7791822,0.5984014,1.0778818,1.0629746,0.8315122,1.1756258,0.92069596,1.1251922,1.0822085,0.78735715,0.8134832,1.1139274,0.7900076,0.9030765,1.2193,1.1715341,0.98174345,1.1136438,1.0904703,1.1483717,1.0068574,0.7064084,0.9360437,0.53390706,1.2658218,1.1062281,1.301652,0.5881778,1.2084104,0.7491259,1.014728,0.7624506,1.2568656,0.9854476,0.99952006,1.018459,1.3724988,0.9515412,0.52624696,1.1306418,1.2155474,0.9275293,0.9918789,1.3386607,1.1978729,1.1356881,1.095336,0.46644956,1.1009661
horse,0.77943337,0.95991427,0.77670765,1.2801244,1.0360428,0.83268696,0.9263464,1.1893765,1.2635703,1.2754337,0.92001617,1.3252635,1.2202765,0.74848354,1.2918234,0.9244996,0.9197478,0.8871846,0.98546404,1.1293207,1.1079865,1.1154977,0.91476315,0.594453,0.9792993,0.76463974,0.87300974,1.1573604,1.1589675,1.0837086,0.8534412,1.1700892,0.7393378,1.1420166,0.96286136,0.98988336,1.2574391,1.1145818,0.88813984,1.1960238,0.907183,0.35249686,1.045231,0.99908376,1.2255728,0.9810219,1.1832973,0.8448043,1.2077504,1.1530967,1.1217769,0.71602875,0.7440504,1.1236905,1.0296435,0.56227255,1.1885357,0.89564806,1.0454494,1.0387791,1.0726694,1.2267345,1.2620517,1.0446289,0.0,1.0740185,1.0816293,1.311475,1.1717643,1.0661417,0.9071188,0.9514447,1.1034791,0.99181986,0.95051825,1.3515265,1.0240476,1.0602074,0.99615216,1.0094244,1.1017679,0.98841673,0.8064926,1.1747735,0.70967215,1.3567786,1.2583296,1.0808122,0.88870543,0.87120044,1.106041,0.92319787,0.5823225,0.9588203,1.0548571,0.8156762,1.0266778,0.08863562,0.9341538,1.0672597,1.09467,0.8150568,1.0423054,1.1830387,1.1543655,0.5040661,0.9247383,1.1845919,0.9060727,1.2606721,0.95397043,1.2381924,0.8651488,1.1436175,1.194197,1.2503242,0.8781407,1.2272413,0.96827286,1.2516953,0.92781126,1.1141162,0.66925144,0.9291553,1.181633,1.1680908,0.91677946,1.0941272,1.0845597,1.2136723,1.0798726,0.8160598,1.1077917,1.0030047,1.0101532,1.1079801,0.9709835,1.1775614
