,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
belt,0.59467936,0.9827661,1.293406,0.9728619,0.6530869,0.9170046,1.0479823,1.2735277,1.1469597,1.2785845,0.0,1.2576188,1.3650707,0.9654194,1.3135362,1.1182379,0.33680642,0.7030738,1.1851639,1.0241959,0.68699306,1.002786,0.41788793,0.8936655,0.9759288,1.091993,1.1781759,0.52522326,1.1443917,1.2477942,0.8183522,1.0283915,1.0940317,1.2362112,1.1649489,0.4259888,1.3192897,0.58080673,1.2062424,1.2226913,1.3165778,1.1114699,1.1347455,1.1260679,0.96193016,0.8442106,0.8348137,0.99675274,0.80854094,1.0905823,0.76691556,1.0040509,0.63584197,0.9404955,1.2859674,0.41013235,1.1201365,1.0691941,1.1774032,0.97525764,1.3707672,0.59488547,0.9231942,0.8368352,1.1824424,0.713293,1.3071568,1.0012853,1.204766,0.4464615,1.1866928,1.2064342,1.1992725,1.48978,1.2184275,0.9559573,1.1516409,0.45393384,1.1503854,0.7065165,0.6915602,0.7476897,1.1824257,1.0854312,1.2692325,1.1997693,1.2748783,0.6197768,0.63804054,0.9178856,1.2570276,0.70213,1.087503,1.026886,0.95512,1.0705655,0.9520916,1.2617288,1.35306,0.6449623,0.61142874,1.2837906,0.9513155,0.9548741,1.1309674,1.1637465,0.5918413,1.2427509,1.0876033,1.1553733,0.41069973,1.2120578,0.60232264,1.1460159,0.42818362,1.124736,0.4605608,0.96832985,1.1908666,0.86105967,0.63181347,1.276655,1.266075,1.1625909,1.2528402,0.6687212,0.73066455,0.70720834,0.81767994,1.0234861,0.95627445,1.230906,1.1344872,0.8689883,0.51875913,1.1613243
bench,1.0651438,1.4238263,0.7326453,1.3580357,1.4124217,1.3501933,0.59436595,0.5604006,1.0805035,0.45302874,1.2576188,0.0,0.8166206,1.1909943,0.52714264,0.8065644,1.3266008,1.185406,0.5935415,1.2760503,1.0611871,0.93122613,1.0267794,0.936618,1.2458289,0.6737512,0.15113693,1.387064,0.67020166,0.7553806,1.0722837,1.0358824,1.2214128,0.3679304,0.86527205,1.4731128,0.43924195,1.1603392,0.94313574,0.7525636,1.0046889,0.5164167,0.5447018,0.9689062,1.2411637,1.4900974,1.3251576,1.1253053,1.379349,0.96015894,1.0775635,1.0645121,1.3135661,1.2975719,0.88877577,1.4566542,1.0395799,1.3315971,0.9749105,1.3716128,0.88516444,1.4752444,1.1601244,1.0137149,0.70078737,1.2891015,0.5997229,1.0744251,0.49585712,1.1806967,0.9609163,0.8690328,0.8742074,0.78223616,0.77277154,1.2733886,1.0278618,1.5248703,0.83737785,1.3536228,1.3480763,1.5388367,0.42506528,0.947173,0.78669757,0.6756011,0.70482874,1.3049428,1.3452411,1.3527629,1.0115993,1.0609434,1.0742185,0.8759084,1.0567704,1.0595453,1.4426382,1.0119998,0.6208656,1.0743102,1.4627516,0.46708083,1.0539795,1.1347908,1.034719,0.88158673,1.3289931,0.76162076,1.0021608,0.7473983,1.4715928,0.59387946,0.7402508,0.8092436,1.4618545,0.78250587,1.3884375,0.85086167,0.9625928,1.2937016,1.2104336,0.7602321,0.63857347,0.7941286,0.7242075,1.3104179,1.4452753,1.4287698,1.3052795,0.94752705,1.2224901,0.87682676,0.8752391,0.78288305,1.4747849,0.56419927
bib,1.2806103,1.2682099,0.5653043,0.93847114,1.1936667,1.2057669,1.0220984,0.6005552,0.7262141,0.53010786,1.3650707,0.8166206,0.0,1.2579002,0.3549409,0.8592757,1.534305,1.286787,0.783146,1.1693679,1.3772981,1.0015924,1.353932,1.2626455,1.101828,0.6981332,0.8145647,1.4046152,0.91395473,1.0298784,1.3160231,1.0957185,1.0988789,0.57356477,0.90514934,1.4515334,0.6317811,1.3824623,0.91231155,0.8836793,0.737891,0.9454189,1.0914551,0.65723443,1.002316,1.3289545,1.2810421,1.0374284,1.2260671,1.0117924,1.2332742,1.0688921,1.5077038,1.2122692,0.7931115,1.3731217,0.86162984,0.9437927,0.74878937,1.1870761,0.57941103,1.1598979,1.1877823,1.2466898,0.45137137,1.4892337,0.47717696,1.1337727,0.9078975,1.5198174,0.7899705,0.8279745,0.8481407,0.4013698,0.7734021,1.1473194,0.79459685,1.322484,0.92687523,1.2061443,1.2874124,1.3167746,0.96781904,0.91444683,0.32758868,0.65087736,0.6733592,1.4233065,1.4395901,1.233141,0.78456086,1.0970433,1.116915,1.1386443,1.1164243,1.1661363,1.261395,0.9876141,0.7371427,1.4322137,1.3716753,0.8564086,0.86117464,1.289417,0.9235967,0.70160425,1.4581549,0.51700675,1.0174286,0.622072,1.4671696,0.80821466,1.3654637,0.7201083,1.3656986,0.82573134,1.3980825,0.85951656,0.95318156,1.3009866,1.3544624,0.69597507,0.5953034,0.91792727,0.6495453,1.4164321,1.2699943,1.0975779,1.3011405,1.0604084,1.090742,0.77365947,0.91686314,1.3013028,1.331408,0.82742405
bird,0.7030062,0.93147546,1.205901,0.8858382,0.95731145,0.9090977,1.1588964,1.1636455,1.0690811,1.2688231,0.9654194,1.1909943,1.2579002,0.0,1.1734972,1.0125619,0.85693294,1.057314,1.14806,1.038315,0.871771,1.0582306,0.97170043,1.0752325,1.0149875,1.0599107,1.1610798,0.81049997,1.193407,0.98284143,0.8015216,0.97586983,0.84354764,1.2626457,0.9953829,0.8350021,1.203375,0.9087547,1.0179753,0.99970263,0.9998883,1.1517359,1.0715555,1.0026791,1.0731566,0.902973,1.0458055,1.0502639,0.9861107,0.82286125,0.44207603,0.99420565,0.775465,0.34042656,1.1909988,0.9338522,0.8558501,0.96654475,1.1966306,0.98212814,1.1743741,0.8763931,0.50844586,0.90392447,1.2583642,0.92754954,1.2399979,0.9426706,1.0449064,0.89354676,1.003502,1.1094036,1.1505183,1.1428949,1.0620481,0.95385504,1.0069959,0.9841226,0.96171385,0.92474455,0.978378,0.9238061,1.1472533,1.0827403,1.2697449,1.158347,1.0965239,0.79789424,0.7800597,0.9465129,0.9796852,1.0051005,1.0111928,0.9560038,1.0022703,0.69513035,0.87859476,1.0598986,1.120425,0.98542273,0.7694415,1.2250488,0.9529186,0.7270998,1.0880985,1.1212616,0.67027754,1.2327182,0.95173496,1.0988722,0.87672615,1.2353607,1.008957,1.2022291,0.90526587,1.2336403,0.9157858,1.0297827,1.0995905,0.84341645,0.83869255,1.1078742,1.2526553,1.0745322,1.1802043,0.89014715,0.9566838,1.0684764,0.7741429,0.91825384,0.8250633,1.1372306,0.9896556,0.9965593,0.93993384,1.1972449
blanket,1.1078217,1.3988192,0.7183546,1.1707346,1.3819152,1.2507906,0.79955184,0.5664784,0.93406755,0.32990283,1.3135362,0.52714264,0.3549409,1.1734972,0.0,0.82684815,1.4356954,1.2313898,0.73360664,1.307279,1.2304842,1.027227,1.2845722,1.0778501,1.2841932,0.5220251,0.58394945,1.3738201,0.8531121,0.9197125,1.1803379,1.0108799,1.2365664,0.35096252,0.90484154,1.4716696,0.5353994,1.3384573,0.93475574,0.68047136,0.89700955,0.8160579,0.95632166,0.80825007,1.213114,1.4643412,1.3183849,1.099683,1.4451082,0.9218189,1.0208305,1.0939884,1.4508134,1.1420201,0.833014,1.4450068,0.90552807,1.1467868,0.84372914,1.3157741,0.84368134,1.3262606,1.0878284,1.131022,0.544268,1.4614024,0.48979717,1.1229572,0.7964906,1.3708887,0.72681296,0.89434963,0.8913041,0.5369606,0.75971526,1.2995684,0.92957103,1.4683702,0.6982984,1.3965402,1.370309,1.5155289,0.7696333,0.80281425,0.52017176,0.6852244,0.692459,1.3585279,1.4233156,1.2401713,0.8972459,0.8695869,1.1006021,0.9007302,1.0913036,1.0435977,1.4272594,1.0388067,0.5641246,1.3403628,1.4358044,0.74510896,0.8237784,1.1532453,0.9586361,0.7531041,1.3989558,0.6091373,1.0635673,0.66142255,1.5645325,0.69368416,1.0991322,0.7470796,1.4939332,0.6721029,1.4025255,0.9055473,0.9003031,1.3645594,1.3282424,0.6934202,0.59979004,0.9407075,0.6148368,1.4186621,1.4950118,1.3043932,1.3386728,0.87054247,1.1847341,0.793796,0.91556865,1.1129128,1.4682915,0.735159
book,1.117361,1.3213716,0.9478094,1.139861,1.2383611,1.0494965,0.72479874,0.8501735,0.90560055,0.74833405,1.1182379,0.8065644,0.8592757,1.0125619,0.82684815,0.0,1.161127,0.8841053,0.26819003,1.2318462,1.1166492,0.8680457,1.1419753,0.948111,1.2611687,1.132175,0.8937639,1.2549613,1.105116,0.9999983,1.0394934,1.0809199,1.202688,0.9412281,1.1203685,0.9800708,0.72191846,1.0070271,0.79275,0.9979766,0.8575847,1.0796207,0.7744415,1.0637149,1.2195367,1.3602105,1.2252855,1.0241716,1.2506782,0.7496736,1.0986515,0.91074973,1.1061026,0.9898195,0.9937989,1.259676,1.1823144,1.0772648,1.1201437,1.1285532,1.0288198,1.1447518,0.90843856,1.1370217,1.0219998,1.1297967,1.0886064,0.5566951,0.78461623,1.1677396,1.0122926,0.90691626,0.7322765,1.031198,1.0083905,1.1423293,1.078224,1.2763269,0.93511117,1.2828529,1.338111,1.3079076,0.83305216,0.9927632,1.0419842,1.1550397,0.30971605,0.7443881,0.83125997,1.0587312,0.8962047,1.0649631,0.7291235,1.0211769,0.7323737,0.90332246,1.4033186,1.1841104,0.86394644,1.0373302,1.3584156,0.86788,1.0618676,0.9352452,0.87143373,0.99326485,1.0250652,1.0844436,1.2128212,1.0434391,1.2144647,0.95348185,0.9649415,0.9583509,1.3033398,0.7867826,1.2119865,1.1767862,0.8223826,0.93403554,1.1239984,0.81264246,1.0071454,0.99232894,0.4912547,1.0417734,1.3424603,1.2416117,0.90035725,1.0374464,0.79791534,0.43498647,0.85059917,1.1355188,1.2676425,0.89745855
bottle,0.5969368,0.82236457,1.3898395,0.90409225,0.6509762,0.86850786,0.9991984,1.4153353,1.23046,1.4471211,0.33680642,1.3266008,1.534305,0.85693294,1.4356954,1.161127,0.0,0.6406965,1.2835231,0.9841714,0.5013934,0.84245867,0.2953868,0.77306235,0.895394,1.2318506,1.2222751,0.3506137,1.2521044,1.123653,0.7031831,0.9957366,1.0800265,1.4117239,1.1508923,0.30373484,1.4410143,0.27242225,1.2779057,1.2780284,1.3487687,1.0776073,1.1519259,1.2258534,1.0715036,0.688769,0.806672,1.1145587,0.86190146,1.1297275,0.7175083,0.92859846,0.3901813,0.854277,1.2667518,0.40074128,1.0551693,1.0180315,1.32641,0.9152816,1.5079868,0.56594884,0.8486321,0.66265535,1.3796952,0.29712582,1.4055187,0.9197714,1.2236773,0.23464656,1.3251703,1.2684209,1.1633394,1.5626762,1.2134652,0.9503435,1.2762816,0.42010796,1.1081474,0.6159978,0.6305768,0.6129343,1.1810422,1.2450099,1.4358898,1.264823,1.3426125,0.44592428,0.47761023,0.819903,1.3393676,0.67453283,1.0493584,0.9433703,0.9402171,1.019746,0.8001908,1.2232921,1.3526034,0.5047908,0.45716518,1.2609336,1.0485046,0.9023591,1.1914045,1.2894715,0.39239597,1.4061104,1.1170906,1.3059591,0.22700053,1.3108962,0.54070127,1.3082881,0.4107145,1.147357,0.25739503,0.9590281,1.2586246,0.6845403,0.50626314,1.3770337,1.4014144,1.1811289,1.4066054,0.46875525,0.7575565,0.6384999,0.6393008,0.8727511,0.8514936,1.3354406,1.2025925,0.6770193,0.4339236,1.2343255
bowl,0.97307456,0.9244475,1.258574,0.91993874,0.9492088,0.7562718,0.95743537,1.0100833,1.1203084,1.2022636,0.7030738,1.185406,1.286787,1.057314,1.2313898,0.8841053,0.6406965,0.0,0.87994957,0.9066347,0.9269309,0.6316731,0.86164623,0.95877635,1.1129789,1.2594277,1.3133717,0.6623362,1.252049,1.2099751,0.63109577,1.1190652,1.099403,1.300448,1.218929,0.7144395,1.1524284,0.5915309,0.5052083,1.1284885,1.1209239,1.2339702,1.0816019,1.2295797,1.210212,0.87091935,1.0304886,1.0590098,1.1450274,1.0513837,1.0244277,0.86358947,0.60053647,0.922004,1.1678088,0.8705057,1.2503273,0.9802653,1.2994051,0.8777906,1.277073,0.96013236,0.9866327,0.9273654,1.400136,0.6721227,1.467523,0.5599143,1.1382896,0.651339,1.0702044,1.0625474,1.0189914,1.287282,1.2482879,1.043129,1.1662525,0.8431982,1.0500715,1.1113242,0.9206598,0.8776632,1.0762918,1.0995483,1.3944736,1.4209448,1.0019829,0.7555632,0.7877178,0.73305696,1.0634766,0.9542397,0.46824574,0.9005207,0.20396304,1.058379,1.0218892,1.0041939,1.1077516,0.85771036,0.856478,1.0453447,1.0317115,0.9827738,0.6650953,1.2518611,0.76178956,1.348861,1.2855114,1.3516076,0.6794501,1.0921968,0.6778846,1.1855812,0.91995496,1.1198263,0.735744,1.3118477,0.410608,0.42714977,0.8599003,1.1403862,1.2918057,1.2292731,0.81420803,0.6033923,1.1514059,1.0219542,0.86965954,1.0754178,0.8898188,0.6180064,1.1632221,1.1477783,0.9162907,1.1676381
box,1.1963664,1.4171574,0.8704211,1.1677679,1.314571,1.1987438,0.5466921,0.54883784,0.9002048,0.53156555,1.1851639,0.5935415,0.783146,1.14806,0.73360664,0.26819003,1.2835231,0.87994957,0.0,1.355073,1.0897473,0.6486827,1.1257365,1.067125,1.3973022,1.0728351,0.69977933,1.3533248,0.91538423,0.90998304,1.0115687,1.103318,1.249316,0.77334595,1.0871431,1.2567892,0.43292975,1.0096322,0.70050025,0.9111381,0.8046874,0.892619,0.5977964,1.0681436,1.3179953,1.4623392,1.3085264,1.042511,1.401936,0.75851786,1.2030326,0.8910984,1.290199,1.0541921,0.9068778,1.4825666,1.1980865,1.1043279,1.1413639,1.2815485,0.9945342,1.3930719,1.0540891,1.1282468,0.92909575,1.1495771,1.0410587,0.79878175,0.6176129,1.2047514,0.9968791,0.80389386,0.57322526,0.9120015,0.9827163,1.1928933,1.1042686,1.4800935,0.9021481,1.4790077,1.4646662,1.4744209,0.63936406,0.97974867,1.0077997,1.0936041,0.33316076,1.0947312,1.1429855,1.2052779,0.8523785,1.1920302,0.81994224,1.0214558,0.79473186,0.96607673,1.4805353,1.1305702,0.6019992,1.0027575,1.5095894,0.67283535,1.062959,1.0570999,0.90111786,0.95564246,1.2237428,1.0140208,1.2278244,1.0456179,1.399894,0.68894273,0.85787874,0.852259,1.5091186,0.7976852,1.3284168,1.1372716,0.74333966,1.0918338,1.0820729,0.627015,0.8941025,0.91217303,0.4360932,1.0977691,1.4802681,1.3965242,1.0738459,1.0473287,0.71406466,0.45449638,0.7606094,1.0466883,1.4701058,0.83705103
bread,1.022518,0.5801897,1.0503695,0.7996454,0.7316614,0.76624274,1.1374096,1.365325,1.1258802,1.4387633,1.0241959,1.2760503,1.1693679,1.038315,1.307279,1.2318462,0.9841714,0.9066347,1.355073,0.0,1.0223,1.1487768,0.9922242,1.0522153,0.6998795,1.1835754,1.2397906,0.9070304,1.1790776,1.1401862,0.9728098,0.8798411,0.53470397,1.2931902,0.7322243,0.87381756,1.4192528,1.0296067,1.0809067,1.1749358,1.1340475,1.2236118,1.1418669,0.9626929,0.7379812,0.4648552,0.7000905,1.0773542,0.58580214,1.2508557,1.0751457,1.0979822,0.8580279,1.0584532,0.93017894,0.74187255,0.81503385,0.7590223,0.9896372,0.47495455,0.90191466,0.75539327,1.1289902,1.049784,1.1266863,0.9015292,1.1613959,0.9499192,1.2469122,0.984452,0.92071223,0.9089697,1.0754093,1.0133897,1.2141657,0.8669293,0.651503,0.71391463,0.8050868,0.70307183,0.7166517,0.5082637,1.2442594,1.201111,1.0585334,1.0843254,1.1465125,0.9402822,0.90197235,0.7602739,1.1309657,0.8517731,0.7473864,1.1540892,0.8972446,1.1694007,0.4655788,0.7141024,1.2203035,1.0289938,0.7990595,1.2381423,1.0896126,1.089289,0.96124667,1.0707866,0.94660354,1.1489344,0.8019492,1.0658156,0.74312866,1.3054389,1.106406,1.2181082,0.68808496,1.2650608,0.8446554,0.9222833,0.9305339,0.7993875,1.0430697,1.3732228,1.1964847,1.1858535,1.2167794,0.7330426,0.5811696,0.683514,1.0449251,0.93539697,1.2410569,1.0993345,1.1909964,1.1831745,0.766715,1.2375503
broom,0.5021546,0.982864,1.1632975,1.0695692,0.76808417,1.0433643,0.9593172,1.151093,1.1681693,1.2240837,0.68699306,1.0611871,1.3772981,0.871771,1.2304842,1.1166492,0.5013934,0.9269309,1.0897473,1.0223,0.0,0.8850502,0.47407985,0.9282174,0.9343972,1.0715767,0.9890265,0.6826548,1.1525071,1.1046399,0.60508764,0.9776482,1.2130623,1.2664502,1.0903645,0.5792871,1.176464,0.6173884,1.1825389,1.1755385,1.2969255,0.7669154,0.8815124,1.1862359,1.0161293,0.86341035,0.9063889,1.2085168,0.94383293,1.1626647,0.64994276,0.907178,0.4727103,0.8811722,1.2620411,0.8245046,1.0382892,1.132956,1.2158812,1.175637,1.2793876,0.99649715,0.95237005,0.58333105,1.2513709,0.6922337,1.2536895,0.8851686,1.000505,0.3717537,1.2486701,1.1513822,1.1115994,1.331453,1.2078333,1.0873483,1.3671378,0.85651755,0.889634,0.7226971,0.9334104,0.95705175,0.9351703,1.2275903,1.3097324,1.1789052,1.0757979,0.664993,0.58050656,0.97236484,1.2554352,0.8118244,1.1188419,0.98460776,1.0211339,1.0794468,0.9294854,1.1222643,1.1551651,0.72971094,0.8750297,1.0849366,1.0080134,0.98109996,1.1802051,1.1717736,0.675514,1.2836928,1.1068476,1.318032,0.6019099,1.1084226,0.48073274,1.1422156,0.85701853,1.0735799,0.7944037,0.9472809,1.15752,0.7442651,0.2696067,1.2901177,1.2797781,0.9612004,1.3132783,0.81968296,0.91787755,0.8804885,0.5404893,0.78085613,1.0180027,1.2298847,1.1826091,0.5317519,0.80716574,1.0233439
bucket,1.1037388,1.100169,1.0574163,0.78520876,0.8383585,1.1349981,0.6702264,0.8567921,1.0817899,1.0160822,1.002786,0.93122613,1.0015924,1.0582306,1.027227,0.8680457,0.84245867,0.6316731,0.6486827,1.1487768,0.8850502,0.0,0.7001098,1.02104,1.1113768,1.2201866,0.9798484,1.010657,1.1318781,0.98348516,0.6601842,1.0214359,1.1703521,1.1128701,1.1079562,0.9641256,0.88998437,0.3187546,0.8129408,1.0815341,0.9505316,1.0579025,0.87594354,1.1911579,1.2316644,1.0932451,1.1689034,1.054893,1.243778,1.0504705,1.0699317,0.73274606,0.89477,0.9452252,0.9580325,1.216365,0.8738086,0.7794209,1.2730153,1.1357331,1.1484523,1.096985,0.94337994,0.9244253,1.1736591,0.66897184,1.2764592,0.82257783,0.88894624,0.80444384,1.0739548,0.95998245,0.6894317,0.94567275,1.168781,1.103511,1.1570323,1.1301295,0.7732843,1.1420748,1.2153014,1.2118793,0.9057832,1.1301091,1.1483223,1.2462262,0.9069566,0.9745278,0.9836827,1.0557228,0.99493575,0.8981781,0.8975034,0.93306553,0.8157485,0.9866888,1.1524322,1.0390886,0.7343775,0.7933167,1.2122979,0.8978221,1.0659488,0.998266,0.95026606,0.99801266,1.0103863,1.2801691,1.185277,1.2815061,0.9526882,0.9967984,0.8363086,1.1571449,1.1656035,1.0295678,1.0055248,0.90735847,0.8392084,0.72588503,0.90004045,0.95186067,1.2175628,0.9323523,0.9252235,0.6599533,1.2254606,1.060424,0.83209467,0.7762643,0.70201313,0.9283094,1.0641732,0.9366488,1.0836304,1.0373323
can,0.5530863,1.0489082,1.1432384,1.0286592,0.61490136,1.0041604,0.7481432,1.317135,1.278584,1.3646716,0.41788793,1.0267794,1.353932,0.97170043,1.2845722,1.1419753,0.2953868,0.86164623,1.1257365,0.9922242,0.47407985,0.7001098,0.0,0.82808167,0.9431904,1.1672198,0.85055983,0.6345499,1.1434579,0.9704894,0.8335322,0.9889248,1.1105705,1.2183009,1.0462606,0.51756084,1.3076527,0.33778238,1.2867895,1.3350673,1.3742211,0.8775554,0.8748633,1.1442649,0.9959764,0.9221567,0.899527,1.2335597,0.8408471,1.1742598,0.75851643,0.9967472,0.56409156,1.0119543,1.2642505,0.64374644,0.84329045,1.0973389,1.32329,1.1297696,1.3689452,0.6760085,0.94229656,0.5538283,1.1144882,0.57010865,1.1570224,0.924931,1.0605447,0.41475606,1.2714074,1.0622599,1.0539174,1.3979957,1.1995064,1.04954,1.2449565,0.70831794,0.90874016,0.580655,0.9048991,0.880513,0.8948523,1.2447159,1.184595,1.0080801,1.2481121,0.63409466,0.6383667,0.96453667,1.3878245,0.5680106,1.1282107,1.014768,1.090972,1.1563792,0.93732446,1.2965109,1.1469432,0.4770342,0.7573848,1.1086321,1.0362562,1.0212005,1.2263579,1.1069663,0.6462647,1.307569,0.9096477,1.106443,0.40713817,1.2985263,0.5083616,1.2514598,0.5150497,1.2181222,0.5455694,0.64457506,1.3322524,0.7781545,0.6237364,1.3474874,1.3184401,1.0291048,1.4713864,0.5862042,0.75861126,0.78191006,0.7101495,0.67889607,0.98323745,1.4090955,1.1360304,0.4885885,0.54379886,1.1154724
car,0.8270736,1.0238531,1.0900061,1.0295583,1.0136641,0.99074715,0.7592317,1.2435262,1.104421,1.1300484,0.8936655,0.936618,1.2626455,1.0752325,1.0778501,0.948111,0.77306235,0.95877635,1.067125,1.0522153,0.9282174,1.02104,0.82808167,0.0,1.0551903,0.9305532,0.9571232,0.8970401,0.88290954,0.95609,0.8726207,0.78966093,1.1873318,1.0209643,1.0104519,0.8621593,1.1187013,0.8701306,1.2516847,1.0063385,1.0621464,0.94717413,0.88051933,1.257967,1.1382467,1.0466603,0.9645865,1.0176401,1.0886784,0.83014536,0.9151148,0.91031474,0.8821532,1.0638118,0.9911284,0.9171759,1.0145091,1.0337775,1.034508,0.96022016,1.1854129,0.9089188,0.9545223,0.8082168,1.2347143,0.88568735,1.0518794,0.9299936,1.0561855,0.75188196,1.1060903,1.105635,1.0944855,1.2446324,0.6749027,1.0002831,1.1107,0.9828111,1.0132062,1.0218141,0.973475,1.0396843,0.9204986,0.7439594,1.155194,1.0736386,1.0364637,0.78432626,0.87613153,0.93544996,1.15595,0.731056,0.9699118,0.826548,1.0680302,0.9398219,1.0994672,1.0702126,1.0565106,0.59746194,1.0305165,1.014768,1.0221949,0.87720454,1.1837083,1.1121376,0.80273396,1.1848526,1.0449035,1.0997343,0.96177864,1.0066072,0.72582066,1.1854613,0.94471693,0.8470299,0.81976223,0.9856584,1.171618,1.0647521,1.0730644,1.0263579,1.1414018,1.0663724,1.2349225,0.74890816,1.0721009,0.9951901,1.0773681,0.9427443,0.93424714,1.2159907,0.8579164,0.8187415,0.9686592,0.77191556
carrot,1.0032257,0.43743086,1.0102658,0.889269,0.6547852,1.0367795,1.2175293,1.2800329,1.0243368,1.2836208,0.9759288,1.2458289,1.101828,1.0149875,1.2841932,1.2611687,0.895394,1.1129789,1.3973022,0.6998795,0.9343972,1.1113768,0.9431904,1.0551903,0.0,1.0407773,1.1948587,0.9460906,1.180095,1.0754955,0.95639896,0.89233786,0.8483586,1.2113966,1.0822166,0.90455323,1.3167498,0.96178657,1.192605,1.141357,1.0678035,1.0590574,1.1831396,0.8720312,0.59378636,0.51253545,0.72819567,1.0521636,0.51363987,1.244951,1.0121864,1.1148775,0.8676288,1.127094,0.9355213,0.7675735,0.8857092,0.8747436,0.8439293,0.9101293,0.70850515,0.8486607,1.0288702,0.9155858,1.0106812,0.8555534,1.0263227,1.1332481,1.198108,0.9596874,1.0954685,1.0284209,1.0559845,0.97755903,1.1446123,0.84222555,0.99493116,0.6206469,1.0695697,0.6072441,0.5926155,0.6389998,1.1457016,1.1757057,0.86927044,0.9549979,1.2644728,1.0023311,0.9584116,1.0008367,1.1426728,0.9823895,1.1122869,1.1066443,1.1900932,1.1256874,0.41589165,0.66559076,1.2542745,1.0834099,0.8639944,1.1444181,1.1100811,1.0209982,1.1664553,1.1733024,1.047146,0.9206378,0.8189262,1.1041983,0.7650664,1.2252655,1.1711973,1.1643275,0.6932731,1.0875959,0.9290632,0.90450364,1.2005345,0.9475965,0.9944897,1.287634,1.055388,1.0324872,1.2602262,1.0485562,0.48372227,0.6766966,0.94696134,1.0065942,1.2276899,1.2344477,1.1984556,1.0102434,0.68338746,1.0692774
cat,0.8959732,1.275251,0.8666675,1.2202938,1.3593297,1.2805102,1.0384344,0.7397623,0.9199351,0.6405866,1.091993,0.6737512,0.6981332,1.0599107,0.5220251,1.132175,1.2318506,1.2594277,1.0728351,1.1835754,1.0715767,1.2201866,1.1672198,0.9305532,1.0407773,0.0,0.7286624,1.2129765,0.84586895,1.023903,1.0884626,0.89530337,1.147054,0.5587473,0.8928111,1.3959484,0.7807532,1.305781,1.1285722,0.34978503,0.9304788,0.70312077,1.1320698,0.96449745,1.1112447,1.2782388,1.1702718,1.0652506,1.2898344,0.972263,0.81964195,1.1855962,1.3050408,1.1486818,0.8971291,1.1969908,0.9849298,1.2600889,0.699414,1.1879277,0.82800055,1.2869577,1.0386041,0.9599349,0.7563207,1.3347694,0.51922196,1.3266215,0.97741455,1.1496825,0.8223493,1.1035256,1.0660852,0.7635284,0.62352055,1.1881407,0.820068,1.2842875,0.9754352,1.2394147,1.0061811,1.3583384,0.8303213,0.7610598,0.7556431,0.6990616,0.98308474,1.3560401,1.3770888,1.2596043,0.87058413,1.025567,1.1750923,0.70974773,1.2016275,0.91676545,1.2565733,1.0176914,0.92860883,1.237886,1.2062396,0.7809936,0.719351,0.97369695,1.1326896,0.98016894,1.312059,0.6924381,1.0108649,0.7267039,1.3348639,0.788156,1.0422289,0.8275974,1.2414479,0.680201,1.2392268,0.9118217,1.0329337,1.4169545,1.1652988,0.8341571,0.6922375,0.98845387,0.9156667,1.4423826,1.2683936,1.2336833,1.314105,1.0550958,1.3330026,1.0260904,0.9534093,0.9994502,1.3101532,0.6949806
