,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
rooster,0.8983126,0.8882481,1.2921939,0.8808677,0.93627,0.8782643,0.9895808,1.262327,0.98636013,1.1885098,0.9548741,1.1347908,1.289417,0.7270998,1.1532453,0.9352452,0.9023591,0.9827738,1.0570999,1.089289,0.98109996,0.998266,1.0212005,0.87720454,1.0209982,0.97369695,1.1746727,0.9401951,1.1085458,0.9483285,0.8925833,1.0225805,0.9555201,1.2517258,1.136405,0.88994503,1.1169503,0.9358483,1.0839753,0.68534297,0.75217867,1.1234419,1.1189929,1.2052829,1.2003675,0.87683636,0.94482327,0.9341293,1.0817788,0.8205434,0.7846794,0.8439156,0.87298185,0.69614923,1.2613049,0.9933929,0.9693926,1.0348848,1.2286818,0.96081614,1.2946094,0.9261152,0.5310037,0.9495671,1.3211267,0.91775554,1.2947826,0.8791703,1.0304837,0.87432605,1.0631284,1.155905,1.0475266,1.2214425,1.0745401,0.99393946,0.96281993,1.0263427,1.0134572,1.0784615,0.9608318,0.95928985,1.2062986,1.0006583,1.2512019,1.223106,1.1741284,0.80134004,0.85543835,0.85401547,0.55652374,0.97517896,0.92164797,0.59795654,0.97661537,0.19025457,0.911209,0.9991158,1.1150206,0.8912717,0.94744813,1.1780236,0.9630156,0.0,1.067482,1.2266697,0.82373595,1.3005072,1.1198548,1.1860185,0.9135676,1.1812818,1.0626739,1.1847005,0.9983704,1.0366606,0.93844527,1.1331838,1.0626347,0.87847495,0.9656224,0.9680431,1.2557862,1.112519,1.1854804,0.92822236,1.0624768,0.9863739,0.8942113,0.93185747,0.809385,1.0799987,0.94790626,0.9884782,1.0153929,1.0908747
sauce,1.1429249,1.1015786,1.0170455,1.0024719,1.1326864,0.6989565,1.0304703,0.92461365,1.0696077,0.9244834,1.1309674,1.034719,0.9235967,1.0880985,0.9586361,0.87143373,1.1914045,0.6650953,0.90111786,0.96124667,1.1802051,0.95026606,1.2263579,1.1837083,1.1664553,1.1326896,1.1222429,0.9920474,1.1191968,1.1229863,0.9857021,1.0787299,0.92258763,1.05012,1.0237709,1.117925,0.93567157,1.1263769,0.45434642,1.0382665,1.0602959,1.0770676,1.0114675,1.0037683,1.0955856,1.1143818,1.0751175,1.0225533,1.1857587,1.0386959,1.1059629,0.9321718,1.0540813,0.9758518,1.0584142,1.1905856,1.2074546,0.9949806,1.0907832,1.0175743,0.9913546,1.1540027,1.0650593,1.1079295,1.1167672,1.0733627,1.1564473,0.5968263,0.9486593,1.1611539,0.7791047,0.84478426,0.97462404,0.9685298,1.1286942,1.0688896,0.98649037,1.1932986,1.0467085,1.1850606,1.1562558,1.108452,1.0050987,0.9692076,1.0640134,1.186935,0.84419644,1.0798386,1.0799323,0.71985453,0.9881451,1.1866734,0.70048803,0.9725691,0.39521313,1.0648156,1.1394975,1.0035383,0.95744604,1.1457509,1.0513453,0.92821455,0.99283785,1.067482,0.0,1.0421902,1.1171672,1.0670996,1.1394627,1.1636422,1.1401162,0.97379386,1.1463954,0.99963385,1.2357769,1.0098045,1.1753037,1.2131147,0.3018176,0.6673056,1.0839171,0.98653585,1.030772,1.0421913,0.6862047,1.0699155,1.236433,1.2173407,1.0435002,1.1494213,0.9911414,0.5802425,0.9502987,1.2187116,1.1793232,1.033766
scarf,1.1776788,1.197673,0.7381648,1.0469599,1.0901068,1.166918,0.94692385,0.87735647,1.0481149,0.88363665,1.1637465,0.88158673,0.70160425,1.1212616,0.7531041,0.99326485,1.2894715,1.2518611,0.95564246,1.0707866,1.1717736,0.99801266,1.1069663,1.1121376,1.1733024,0.98016894,0.84204215,1.2406628,0.7205374,0.90605426,1.1426737,0.9365125,1.0421364,0.71831286,0.8453599,1.2282727,0.95760936,1.1659093,0.9596088,1.0167906,1.0544577,0.96995145,1.0094216,0.8697922,1.0137286,1.2469263,1.1890093,0.9211753,1.1165423,0.97248167,1.1187985,1.0983502,1.2946618,1.1573733,0.87038827,1.2274959,0.83899194,0.93876946,0.81821513,1.096701,0.83426905,1.0637358,1.1781924,1.1413052,0.7153615,1.2170936,0.6936172,1.1611137,0.9878422,1.2825298,0.9209701,0.83491236,0.9641903,0.7058487,0.9226155,1.0515956,0.93444943,1.2117772,0.9666631,1.1486839,1.2672275,1.2128453,0.89790857,0.9291427,0.74132216,0.76858294,0.9026472,1.2678516,1.2327365,1.205311,1.1321831,0.9446404,1.1435122,1.1075268,1.1760418,1.1348445,1.2148726,0.975507,0.8043925,1.078965,1.1989491,0.89763844,1.0091763,1.2266697,1.0421902,0.0,1.2177038,0.7292944,0.94324064,0.64939296,1.250662,0.82133543,1.2276208,0.8781923,1.2038867,0.8831189,1.1882792,0.726099,0.99807453,1.2250298,1.1711493,0.98325896,0.7735596,0.84923476,0.91748697,1.1678237,1.1028714,1.1326581,1.1118504,0.99023956,1.1442766,0.9992839,0.8794335,1.0310178,1.1725372,0.8464501
scissors,0.60097957,0.9456785,1.3545918,0.88348275,0.8287488,0.6549948,1.0169696,1.3918912,1.1591685,1.4333913,0.5918413,1.3289931,1.4581549,0.67027754,1.3989558,1.0250652,0.39239597,0.76178956,1.2237428,0.94660354,0.675514,1.0103863,0.6462647,0.80273396,1.047146,1.312059,1.2608787,0.531434,1.2984037,1.1584935,0.83526117,1.0494277,1.0202894,1.4503678,1.0642748,0.30793637,1.3482183,0.60597646,1.1719198,1.2631366,1.188161,1.202728,1.0678519,1.1934361,1.0791703,0.82440853,0.8351308,1.089879,0.9404559,0.8875568,0.6571108,0.8298679,0.42140663,0.5699789,1.3066573,0.5232612,0.9532053,0.91490555,1.3754431,0.80935633,1.4423558,0.56485033,0.7638376,0.7583873,1.3769014,0.5737951,1.4355338,0.7275548,1.1083571,0.55811614,1.1898351,1.124942,1.2165041,1.4239031,1.0389272,0.96371967,1.1657448,0.6132434,1.0320122,0.6510525,0.815862,0.7139813,1.2863564,1.150291,1.3732623,1.3034115,1.2765486,0.38262963,0.38695848,0.6559177,1.1897084,0.78749907,0.9974202,0.99168235,0.96882474,0.9225547,0.8972889,1.2834435,1.2947491,0.592261,0.52929366,1.352196,1.0617473,0.82373595,1.1171672,1.2177038,0.0,1.4566046,1.0346992,1.2482308,0.37790644,1.3826367,0.7397052,1.248568,0.51599205,1.1686646,0.46153188,1.0464157,1.2442092,0.6015044,0.7061928,1.2215561,1.4949815,1.1426759,1.357081,0.43018287,0.86399925,0.7295569,0.56319803,0.876745,0.6514212,1.2679801,1.0193932,0.791376,0.5597384,1.3614293
shirt,1.2022209,1.16315,0.53908086,1.2959652,1.3368757,1.2612584,1.2163237,0.6596635,0.92826277,0.5916022,1.2427509,0.76162076,0.51700675,1.2327182,0.6091373,1.0844436,1.4061104,1.348861,1.0140208,1.1489344,1.2836928,1.2801691,1.307569,1.1848526,0.9206378,0.6924381,0.79271924,1.3500316,0.6849087,0.8614208,1.318671,1.0402042,1.1395538,0.50806385,1.0072035,1.4883803,0.77940834,1.4380976,1.015181,0.9198748,1.009947,0.8965696,1.1598927,0.43434215,0.8494787,1.218138,1.1903062,0.90247,1.0269582,1.0237784,1.2457291,1.2705721,1.4410124,1.3885584,0.756874,1.2431178,1.0369779,1.1874524,0.5692521,1.1614519,0.56474537,1.322016,1.2023005,1.2250313,0.34224916,1.4375165,0.29753494,1.4074401,0.9529506,1.4478552,0.898841,0.9226289,1.0401655,0.6718462,0.83505577,1.0924127,0.9925306,1.218984,1.1657923,1.1483691,1.1899652,1.2394938,0.8665392,0.89236045,0.5211233,0.357965,0.87615734,1.4756805,1.4611654,1.3197472,1.0011483,1.2278279,1.1874588,1.2259231,1.2115002,1.2113235,1.1123502,0.9778499,0.92148983,1.3882174,1.2741694,0.77323186,0.87928593,1.3005072,1.0670996,0.7292944,1.4566046,0.0,0.90860707,0.36557782,1.4260986,0.6222135,1.2278905,0.58971655,1.2614424,0.80612034,1.2451092,0.85880756,1.0659573,1.4641049,1.2588816,0.8825128,0.1390115,0.9869024,0.71637154,1.4969622,1.0498565,1.2066412,1.3940983,1.2087942,1.3707882,0.89921045,0.970491,1.1921778,1.2526771,0.7064841
shoe,1.0017389,0.9385794,0.83689094,1.1683693,0.9904033,1.0537173,1.0033792,1.1540849,1.1544414,1.1799248,1.0876033,1.0021608,1.0174286,0.95173496,1.0635673,1.2128212,1.1170906,1.2855114,1.2278244,0.8019492,1.1068476,1.185277,0.9096477,1.0449035,0.8189262,1.0108649,0.8597122,1.1415876,0.94280165,0.8181387,1.2385355,0.86369956,0.7003142,0.9661028,0.7158276,1.1184989,1.1948974,1.1024885,1.1739283,1.0853982,1.0750062,1.0137281,1.0682818,0.86341596,0.74068654,0.9655503,0.87814134,1.0427428,0.6639277,1.0672398,0.97922903,1.1724714,1.112221,1.0380855,0.9158509,0.9397163,0.6534288,0.96986157,0.8217713,0.98130107,0.78579587,0.8992574,1.091816,1.0392699,0.75602174,1.15238,0.6894069,1.2032095,1.1222408,1.2125621,1.006326,0.9793632,1.0512668,0.8023956,0.85880417,0.9049658,0.88726866,0.9797623,0.7911564,0.7330215,0.8849173,0.98861015,0.97669715,1.1236701,0.75973076,0.6352991,1.1323922,1.1045562,1.0713868,1.0784261,1.1183527,0.9573777,1.1352059,1.1618898,1.296318,1.1195898,0.8323896,0.993639,0.93657035,1.0198005,0.94147915,1.1146307,1.1139469,1.1198548,1.1394627,0.94324064,1.0346992,0.90860707,0.0,0.7175211,1.0521823,1.1869545,1.11094,1.0581918,0.6243643,1.0884019,1.0437666,0.62306994,1.2267644,1.1948607,1.1823058,1.079727,0.95248085,0.87388927,1.2721648,1.08739,0.5212687,0.8729642,1.1324533,0.76434386,1.216032,1.2826924,1.0610582,0.85958266,0.8114326,1.1418617
shorts,1.1375204,1.204304,0.6534237,1.2452366,1.3040882,1.1164272,1.0424988,0.86199313,1.0045856,0.75887316,1.1553733,0.7473983,0.622072,1.0988722,0.66142255,1.0434391,1.3059591,1.3516076,1.0456179,1.0658156,1.318032,1.2815061,1.106443,1.0997343,1.1041983,0.7267039,0.72038496,1.2827077,0.6773101,0.7413551,1.4326531,1.0723515,0.94696,0.50546694,0.854902,1.3271241,0.90235436,1.3205433,1.1226833,0.86870944,1.0485864,1.0001911,1.0922977,0.585714,0.97100025,1.2388557,1.2416933,0.94535303,1.0542718,0.919989,1.1382663,1.3055869,1.3911755,1.2649181,0.8645485,1.1593293,0.8654436,1.1823913,0.760364,1.032079,0.85631436,1.0679581,1.1098396,1.2751544,0.4199263,1.4001402,0.2448948,1.3224847,0.99261284,1.4233148,0.97809964,0.9162455,1.1056024,0.7903489,0.77990943,1.0394542,0.89634186,1.1948869,1.048142,1.0971429,1.1670872,1.1598494,0.9400722,0.94012326,0.62452394,0.28755653,0.9968768,1.3014073,1.3142345,1.2004904,1.0398024,1.0132756,1.1898117,1.162855,1.2794018,1.0855246,1.1415998,1.0905794,0.9524234,1.1948086,1.1439877,0.9179407,0.8934752,1.1860185,1.1636422,0.64939296,1.2482308,0.36557782,0.7175211,0.0,1.2884009,0.8804656,1.1760563,0.7452638,1.0677792,0.9530188,1.1247373,0.71028334,1.1883006,1.4247845,1.2715614,0.91408026,0.46350205,0.94165915,0.92127866,1.2631662,0.98869944,1.1925839,1.3097038,1.0621561,1.2896556,1.0368952,0.92110634,1.0978944,1.1811931,0.86768335
shovel,0.7190772,0.6724694,1.3787804,0.82728004,0.54518425,0.7500684,1.1571478,1.4409893,1.1524587,1.5532486,0.41069973,1.4715928,1.4671696,0.87672615,1.5645325,1.2144647,0.22700053,0.6794501,1.399894,0.74312866,0.6019099,0.9526882,0.40713817,0.96177864,0.7650664,1.3348639,1.3532426,0.43087864,1.3740208,1.2143633,0.8695802,1.0969949,0.96317226,1.5138061,1.141262,0.20540047,1.4986743,0.44384927,1.1966138,1.3714323,1.2985829,1.1901581,1.2112633,1.1485952,0.85150325,0.52566475,0.686919,1.0810214,0.6649004,1.1694298,0.8334255,0.96752876,0.34866625,0.86824286,1.3410649,0.28067064,1.0410976,0.93924904,1.2878062,0.7140219,1.4112145,0.37678367,0.8823797,0.79589725,1.364664,0.40695548,1.4701204,0.8039297,1.2789514,0.4211595,1.3551402,1.204961,1.2705489,1.5139154,1.2573789,0.85782236,1.196403,0.26762974,1.1605035,0.4581787,0.57715416,0.4070118,1.3183573,1.3062835,1.3804749,1.2870362,1.4104333,0.42709768,0.38422787,0.71938,1.3018636,0.7428806,0.9897597,1.058708,0.9384041,1.0616726,0.6325664,1.176262,1.4393369,0.6048141,0.35177732,1.3781286,1.0676786,0.9135676,1.1401162,1.250662,0.37790644,1.4260986,1.0521823,1.2884009,0.0,1.465147,0.7821718,1.2376888,0.26087004,1.2819641,0.37952042,0.9984742,1.2414871,0.4830758,0.5741906,1.416771,1.4625916,1.1716901,1.4193848,0.45302856,0.5744217,0.49734294,0.50581986,0.9503703,0.8365806,1.3000195,1.2468337,0.777451,0.28496832,1.380238
shower,1.2187428,1.2365606,0.909619,1.2342777,1.3431726,1.2654514,0.97290826,0.34927934,0.9253629,0.49543363,1.2120578,0.59387946,0.80821466,1.2353607,0.69368416,0.95348185,1.3108962,1.0921968,0.68894273,1.3054389,1.1084226,0.9967984,1.2985263,1.0066072,1.2252655,0.788156,0.7147845,1.3138232,0.5352745,0.94544125,1.0639994,1.0246421,1.2577227,0.5517163,0.9982467,1.4778942,0.53331107,1.2536652,0.89017236,0.8040682,0.94233143,0.58296865,0.85494804,0.98791516,1.12728,1.3187901,1.2796001,0.766735,1.2835429,0.96918297,1.2509878,0.99192643,1.4326146,1.2899619,0.7403527,1.3760055,1.241568,1.1765393,0.7991861,1.2209729,0.8794549,1.4747725,1.2218214,1.1765006,0.7976844,1.2204959,0.70868534,1.3080595,0.7888695,1.1989291,0.95213234,1.0300112,0.94677544,0.82140446,0.8890929,1.1572586,1.0030146,1.3590517,1.1490504,1.4740181,1.2514309,1.3568244,0.66728866,0.8885598,0.92744493,0.7611171,0.7274395,1.4853048,1.4818723,1.2767963,0.91198045,1.2673929,1.0944233,0.90609825,1.0244693,1.0715128,1.3179221,0.91783124,0.7848811,1.1906716,1.3588474,0.54330987,0.9819007,1.1812818,0.97379386,0.82133543,1.3826367,0.6222135,1.1869545,0.8804656,1.465147,0.0,0.9286473,0.6271158,1.4858689,0.6803379,1.2158816,1.0695846,0.8047219,1.3963675,1.1238959,0.7358599,0.5546355,0.9208034,0.59555537,1.348912,1.3017559,1.3075633,1.3466958,1.2631996,1.1543304,0.749437,0.9165276,1.0298257,1.505375,0.53048414
sink,0.52626055,1.1599152,1.1591567,1.1531022,0.89166486,1.0549242,0.8079213,0.8679947,1.2436881,1.0893401,0.60232264,0.7402508,1.3654637,1.008957,1.0991322,0.9649415,0.54070127,0.6778846,0.85787874,1.106406,0.48073274,0.8363086,0.5083616,0.72582066,1.1711973,1.0422289,0.7882774,0.65193623,1.0363748,1.1421094,0.5603309,0.9038133,1.2820163,1.0709884,1.0939465,0.71167624,1.0095775,0.62299186,1.1473509,1.15809,1.3928094,0.8364797,0.67074597,1.1983719,1.1933866,1.0495731,0.9931296,1.1887468,1.034253,1.1011105,0.7276007,1.0332066,0.5850316,0.99241096,1.1428884,0.77263033,1.1598278,1.2019672,1.2464778,1.2216867,1.29935,1.0040401,1.0016937,0.6169323,1.1381942,0.7907918,1.2037902,0.86361814,0.9240551,0.37042046,1.2074335,1.059188,1.0503262,1.4049218,1.1454965,1.1126313,1.2842541,0.8768083,0.91324496,0.92341876,0.9119765,1.0907032,0.74696076,1.1087128,1.3312018,1.1707726,0.90501314,0.6800057,0.7300123,1.008333,1.2699744,0.7078104,1.0197395,0.98552114,0.84680057,1.1112598,1.1491162,1.223738,1.0862707,0.57993513,0.90888083,0.92874676,0.95707774,1.0626739,1.1463954,1.2276208,0.7397052,1.2278905,1.11094,1.1760563,0.7821718,0.9286473,0.0,1.083406,0.8473948,1.0575255,0.6777343,1.0098302,1.0934865,0.8735931,0.6449826,1.2875972,1.1840479,1.1123779,1.1844039,0.6411025,1.0398425,0.9648468,0.92350245,0.922688,1.0874541,1.1625732,1.0749065,0.74992,0.87052846,0.9702521
slide,1.1281549,1.2263802,0.78845024,1.2581452,1.2612945,1.2362318,1.1347063,0.5482564,0.957115,0.56769633,1.1460159,0.8092436,0.7201083,1.2022291,0.7470796,0.9583509,1.3082881,1.1855812,0.852259,1.2181082,1.1422156,1.1571449,1.2514598,1.1854613,1.1643275,0.8275974,0.76833874,1.1885812,0.76193005,0.97426707,1.1813066,1.0867882,1.142448,0.6057948,0.97814065,1.2838732,0.5794437,1.2957098,0.94712,0.9761391,0.9874812,0.81069183,0.89615244,0.85210645,1.0469766,1.265084,1.181211,0.96863574,1.1267669,1.0096068,1.1978128,1.1001987,1.220825,1.2754391,0.88250494,1.2022395,1.1473223,1.2264496,0.8679591,1.1792868,0.804028,1.2889832,1.1921993,1.0948621,0.60039985,1.2713203,0.65242016,1.1535804,0.8066907,1.2516594,0.9795413,1.0042099,1.0209543,0.83531964,0.994343,1.1389219,1.064752,1.1938127,1.1191864,1.2393274,1.2395446,1.2516633,0.801502,0.9160143,0.76583916,0.7233056,0.8611845,1.3027732,1.2492199,1.2721577,0.98454905,1.2029006,1.1724561,1.0986029,1.0865023,1.1646866,1.2437968,1.0539367,0.8243828,1.2079645,1.2500916,0.7364704,0.850322,1.1847005,0.99963385,0.8781923,1.248568,0.58971655,1.0581918,0.7452638,1.2376888,0.6271158,1.083406,0.0,1.2582154,0.8382011,1.2058338,1.0492613,0.97211885,1.2260369,1.105071,0.7819476,0.5210917,1.0114583,0.6924846,1.3237395,1.1824474,1.1416777,1.1566615,1.1772282,1.1791292,0.8145065,0.89508075,1.1014082,1.2458113,0.74148315
slipper,0.7423823,0.67698735,1.2711579,0.91561496,0.5752771,0.8014333,1.2149087,1.4877039,1.1611346,1.5362198,0.42818362,1.4618545,1.3656986,0.90526587,1.4939332,1.3033398,0.4107145,0.91995496,1.5091186,0.68808496,0.85701853,1.1656035,0.5150497,0.94471693,0.6932731,1.2414479,1.303714,0.5275906,1.2816579,1.1810284,1.041943,0.96925455,0.7317257,1.4163561,1.0431799,0.37603378,1.5389116,0.6459967,1.3468198,1.3449059,1.3049729,1.2452883,1.2795235,1.0205859,0.6213074,0.541581,0.544907,1.0271578,0.41795498,1.1591526,0.8443438,1.1522453,0.5660305,0.9218294,1.2085384,0.15750498,0.9168263,0.9061033,1.0637606,0.6934447,1.2214677,0.26736194,0.96069705,0.8684072,1.1213044,0.6243609,1.2475332,1.0621921,1.3305423,0.6089971,1.2535435,1.2407414,1.3186235,1.412084,1.1613755,0.6886276,0.9957182,0.19436252,1.1200655,0.3088228,0.36345357,0.41463184,1.3697569,1.2504467,1.1674129,1.1153002,1.4182017,0.56868535,0.56032073,0.8059982,1.3016138,0.68030894,1.1655476,1.1409984,1.1823469,1.1187743,0.55639243,1.2193334,1.4627644,0.6773353,0.3110544,1.4578936,1.0642033,0.9983704,1.2357769,1.2038867,0.51599205,1.2614424,0.6243643,1.0677792,0.26087004,1.4858689,0.8473948,1.2582154,0.0,1.2745528,0.4036008,0.8984825,1.4228357,0.82499707,0.85458905,1.4196875,1.3630797,1.1969352,1.5015051,0.6137471,0.28511012,0.38904297,0.8042674,0.95201284,1.0231024,1.4455521,1.2310116,0.87011003,0.16147864,1.4105531
snow,1.0486239,1.1735084,0.9856694,1.1694635,1.2678292,1.2492827,0.8960261,0.7536718,0.95199585,0.6203456,1.124736,0.78250587,0.82573134,1.2336403,0.6721029,0.7867826,1.147357,1.1198263,0.7976852,1.2650608,1.0735799,1.0295678,1.2181222,0.8470299,1.0875959,0.680201,0.8118223,1.2172575,0.8565545,0.9575702,1.0150503,0.9507216,1.2684109,0.6513292,1.151463,1.2557464,0.709888,1.1318431,0.98730344,0.7629583,0.9371337,0.80059946,1.047165,1.1236905,1.1975436,1.2512451,1.1356752,0.9687551,1.2890425,0.89679646,0.99878156,0.99628586,1.2658896,1.1565604,0.76039827,1.2293003,1.1173174,1.1482074,0.87137544,1.1267318,0.9671575,1.2720116,1.1590898,1.0117637,0.95645076,1.1178966,0.75020033,1.1408352,0.9138745,1.0990137,0.96265507,1.05118,0.92992437,0.9108403,0.68247616,1.1850835,1.1063993,1.2338271,1.049694,1.3476737,1.1129383,1.3025135,0.8451374,0.86576915,0.94618434,0.90164286,0.7024846,1.1671839,1.2224813,1.2063197,0.99489415,1.0560293,1.0252147,0.92171025,1.0999434,1.0042458,1.2707362,1.0052247,0.8058019,1.0179745,1.2216222,0.73210335,1.0089203,1.0366606,1.0098045,0.8831189,1.1686646,0.80612034,1.0884019,0.9530188,1.2819641,0.6803379,1.0575255,0.8382011,1.2745528,0.0,1.183047,1.0097623,0.9517416,1.2892355,1.1578292,0.7639243,0.74805284,0.92899466,0.6696916,1.2373158,1.2776812,1.2076488,1.2007585,1.1129662,1.0602707,0.81798583,0.99585974,0.92550844,1.2953081,0.7684197
soap,0.7496481,0.8008219,1.3486332,0.80802256,0.6918378,0.6717275,1.1418885,1.3375616,1.1044066,1.4304572,0.4605608,1.3884375,1.3980825,0.9157858,1.4025255,1.2119865,0.25739503,0.735744,1.3284168,0.8446554,0.7944037,1.0055248,0.5455694,0.81976223,0.9290632,1.2392268,1.3075489,0.47603512,1.1384743,1.1741055,0.89219195,0.95409846,0.9647065,1.3389653,1.0925137,0.41297382,1.4523184,0.52341527,1.3183172,1.2409478,1.2845039,1.157784,1.2517478,1.1204253,0.9782571,0.6725825,0.75400436,1.0012883,0.76460636,1.083188,0.8827282,1.0058837,0.6341897,0.86582005,1.1770836,0.37445378,1.0034981,0.919474,1.2380288,0.78595,1.387982,0.52660847,0.9037063,0.8643095,1.2110453,0.5433667,1.2691679,1.0220994,1.2911912,0.47183347,1.3307388,1.153319,1.1754508,1.4652197,1.1313604,0.89406955,1.1732595,0.4033115,1.1514316,0.66777307,0.56767863,0.5331379,1.3411901,1.2646233,1.3365784,1.1692195,1.3098717,0.5653153,0.60655034,0.68635845,1.2646577,0.75155115,1.0971266,0.97959906,0.9985556,1.0042591,0.75056666,1.1934427,1.3818802,0.58860314,0.4575845,1.3142704,1.0336368,0.93844527,1.1753037,1.1882792,0.46153188,1.2451092,1.0437666,1.1247373,0.37952042,1.2158816,0.6777343,1.2058338,0.4036008,1.183047,0.0,0.9620213,1.2774885,0.8398068,0.7581363,1.3442109,1.2722461,1.226026,1.3683847,0.4514889,0.6519032,0.6284774,0.80791384,1.0014642,0.8961366,1.3237545,1.128799,0.8773699,0.4965818,1.2885721
sock,0.9431552,1.0755341,0.77146244,1.0324787,0.8759631,1.1957937,0.92428267,1.097822,1.1732199,1.0441129,0.96832985,0.85086167,0.85951656,1.0297827,0.9055473,1.1767862,0.9590281,1.3118477,1.1372716,0.9222833,0.9472809,0.90735847,0.64457506,0.9856584,0.90450364,0.9118217,0.6514613,1.229816,0.8956715,0.8130272,1.1652938,0.91100943,0.98808193,0.8303822,0.7236296,1.0737997,1.0664455,0.89039123,1.2798918,1.0745924,1.0804098,0.8977367,1.0329957,0.8915149,0.9728256,1.0906534,1.1212552,1.0884086,0.8999587,1.1586883,0.92878354,1.0997025,1.1648052,1.1072366,0.95524246,1.0927904,0.29897237,0.9008055,1.0330925,1.1280172,0.87177414,0.96413016,1.1119509,1.0276906,0.6971977,1.1439965,0.59573156,1.214153,0.98363227,1.0659741,1.0350473,0.8207567,1.0228657,0.6173619,0.9080614,1.0489016,1.0456308,1.0770372,0.684432,0.9119181,1.0672635,1.1434057,0.8130697,1.1258637,0.5908555,0.596686,1.0850694,1.1529788,1.1178362,1.1665225,1.2243909,0.7723137,1.2711529,1.1150118,1.3680074,1.1638997,0.99617636,0.9880285,0.8790571,0.99154395,1.0960534,0.97525615,1.0403491,1.1331838,1.2131147,0.726099,1.0464157,0.85880756,0.62306994,0.71028334,0.9984742,1.0695846,1.0098302,1.0492613,0.8984825,1.0097623,0.9620213,0.0,1.3055253,1.2060609,1.0265876,1.1216024,0.8563483,0.88869226,1.2637907,1.045575,0.7883665,0.99730146,1.0345031,0.605614,1.1534605,1.3436216,1.0304037,0.7379744,0.95401937,0.93603987
soup,1.2545893,1.1284113,1.0134662,1.054376,1.248371,0.9462062,1.0016545,0.7664397,0.9910557,0.8762001,1.1908666,0.9625928,0.95318156,1.0995905,0.9003031,0.8223826,1.2586246,0.410608,0.74333966,0.9305339,1.15752,0.8392084,1.3322524,1.171618,1.2005345,1.0329337,1.1133779,1.078942,1.0201522,1.0558765,0.825618,1.1005789,1.0379506,0.9860326,1.0581137,1.2567011,0.8583307,1.1075568,0.29205823,0.86613894,0.9425153,1.0339785,0.9874784,1.0816009,1.2140039,1.1472757,1.1875563,0.9760407,1.3117633,0.9932036,1.1579531,0.94194937,1.0948887,1.0315121,0.9679776,1.3540735,1.261786,1.0228207,1.0569894,1.0106784,0.96415085,1.3531792,1.0975376,1.1995567,1.1696202,1.0880194,1.1567001,0.67278343,0.9533547,1.1682965,0.8169271,0.9161861,0.8939829,0.8949027,1.1011132,1.0860739,0.92337745,1.3212211,0.99240506,1.4250712,1.2269266,1.2142469,0.8821976,0.9597315,1.1270725,1.1946979,0.7590565,1.229711,1.2197775,0.93437994,0.90568435,1.2547406,0.50992525,0.9344053,0.26909387,1.0377535,1.2054332,0.8618929,0.8254039,1.2289585,1.2488502,0.8085594,1.0312663,1.0626347,0.3018176,0.99807453,1.2442092,1.0659573,1.2267644,1.1883006,1.2414871,0.8047219,1.0934865,0.97211885,1.4228357,0.9517416,1.2774885,1.3055253,0.0,0.6969764,1.0555947,0.87475973,0.9680826,1.0398785,0.5248393,1.1182086,1.361412,1.3134067,1.0857409,1.1618768,1.0381945,0.35853994,0.96154654,1.2682041,1.3844237,0.92892766
