,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,clock,corn,couch,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,elephant,finger,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,nose,orange,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,strawberry,stroller,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
plant,0.9759979,1.069607,0.9005323,1.0724088,1.0480661,1.1920781,1.0644723,0.88575137,0.97953105,1.2396098,0.9495514,1.0566355,1.0181938,0.8661143,1.1404545,1.1587472,0.7532456,0.9723989,0.9906065,0.9758649,1.102969,0.9260157,0.9829614,0.9328816,1.1263518,0.9074566,0.9054568,1.2282053,0.86643815,1.1732019,0.8822117,0.9452743,0.9517401,1.199142,1.0684266,1.0143093,1.112689,0.96043175,0.96056706,1.2718339,1.0255678,0.39375222,0.94930667,1.2223222,1.2345936,0.8172817,1.0708671,1.0554969,0.99601567,1.2912102,1.0582515,1.1075855,0.80822265,1.0963191,1.216436,0.9419816,1.2164326,1.0749367,0.9477212,1.2641058,1.2522609,1.2826436,0.9805627,1.0311213,0.97284657,1.0882444,1.0271949,1.1105762,1.2255862,0.99476844,1.2559223,0.83988917,0.0,0.79023886,1.0329775,0.92232466,1.148656,1.007106,1.0002606,1.0262548,1.1081204,0.9862186,1.1167265,0.8291908,1.1984627,0.99832463,1.2199925,1.098936,0.86866814,0.91256934,0.89966977,0.861218,0.9149101,0.8107512,0.90019083,1.0130991,1.177412,1.0613921,1.1165352,1.0097387,0.9001299,0.5824611,0.8280047,0.95550376,0.880557,1.2742913,0.9363607
plate,1.0334641,1.2272048,0.6519279,0.93309176,1.0253085,0.9742574,0.9987164,0.99640906,1.0758318,1.2227887,1.2088192,0.9544405,1.0457582,1.066741,0.9932739,1.1127447,0.044599473,0.9899988,1.0197569,0.6346536,1.256013,1.0371859,1.084873,1.2084069,0.9606388,1.0163555,1.065975,1.1982725,1.0649304,0.9035977,1.0115463,0.68224615,1.0557777,1.1080554,1.1811311,0.93163174,1.1832772,1.0241052,0.9772564,1.2302201,1.1620648,0.9108518,1.0475426,1.2482879,1.2784357,0.99809724,0.878049,1.0310972,0.78674906,1.2160892,0.991487,1.200469,0.9397709,1.1895204,1.1044565,1.2619185,1.1621267,1.0815427,1.1808603,1.1765279,1.2776885,1.2096417,0.6979383,1.011905,1.0122203,1.2104485,0.86926204,1.1253757,1.1448219,1.0975845,1.1895323,0.788791,0.79023886,0.0,1.0396943,0.7684196,1.1419868,0.9480956,1.0773777,0.9572775,1.1953696,1.0587132,1.2109165,1.0766115,1.1142106,0.949206,1.2479582,1.0477393,0.38359034,0.9807097,1.0638223,0.58458805,1.239251,0.90709335,0.88036907,0.48187202,1.2221643,0.85271823,1.1591432,1.100328,0.7362489,0.9378098,1.0533836,1.1985867,1.0979397,1.2500087,1.0194643
pony,0.86439145,0.9463821,1.0516943,0.9279619,1.0893419,1.1221073,1.1595784,1.0418617,1.1036574,1.1633043,1.1398337,1.0953922,1.0870951,0.9619527,1.2354128,1.016428,1.0350597,1.1277435,1.0507218,1.099448,1.0860811,0.99970067,0.7561068,1.0973709,1.180487,1.1593267,1.090455,1.1666127,1.0766672,1.1201131,0.37057984,1.135359,0.4815851,1.1017269,1.0652478,1.1589859,1.0590706,0.86772764,0.837757,1.1488948,1.1143273,1.0520912,1.0022247,1.1141136,0.94734985,0.8571607,1.152224,0.8393453,1.0742104,1.1828544,1.1215303,0.6860954,0.9098692,1.0084997,1.1576501,1.0296402,1.0656393,1.0478874,0.91675544,1.1062965,1.0350845,1.0727787,1.0690917,0.92862904,1.0195078,0.7938218,1.0903819,1.1167921,1.1494993,0.6942358,1.2788949,0.95003015,1.0329775,1.0396943,0.0,0.9923216,1.1770058,1.1383669,0.8942011,1.1228915,0.91783154,1.0502427,0.8345693,0.939527,1.2405396,1.0602754,1.1458342,1.0877857,1.0581784,0.9862615,1.1502492,1.0456839,0.8742483,0.73833334,1.0892745,1.0568552,1.0372454,1.1297845,1.0675948,1.0686221,1.1225324,0.982328,0.9559411,0.98160255,0.931113,1.1270438,1.0760853
pumpkin,1.0713586,0.700615,0.14233577,1.2692677,0.72900784,0.6602847,0.8232948,1.1695473,1.4049277,0.80250376,1.2461216,1.2228892,1.3236301,1.2450738,1.0016454,0.7697766,0.7542519,1.168015,1.0404718,0.82188946,1.0307294,1.0694666,1.0333703,1.1879232,0.93090755,0.9269515,1.3133713,0.8518581,1.2564114,0.89543283,1.0957352,0.93672425,0.9931011,0.9530677,1.2922913,1.1389683,1.1754451,0.9046364,1.1537553,0.9418667,1.0011386,0.60639036,0.9234803,0.94818807,0.7538894,1.2192087,0.4398682,1.1664591,1.0761883,0.8948234,0.83798265,0.89092934,1.2681068,1.2670617,0.97778594,1.0275352,0.80438435,1.2240607,1.2091409,0.7746959,1.0160462,0.7806235,0.23037064,0.9591061,1.3096178,1.2883238,1.1884359,0.83303857,1.08366,0.8632971,1.0899327,0.76613,0.92232466,0.7684196,0.9923216,0.0,1.1267599,1.2815464,0.72787756,1.1552907,1.276813,1.0202308,1.3141998,1.1474468,1.137556,1.3607149,0.9017718,1.2403641,1.0554394,0.78383756,1.2793132,0.17272413,1.1017648,1.2464932,1.3473828,0.92574966,0.79832613,1.1623784,0.95531714,0.8407095,1.2054456,1.0450944,1.1673443,0.8921679,1.1565907,0.8015692,1.2077458
purse,1.1400167,1.1036098,1.1114854,0.93510747,0.9789686,1.0946494,0.73880154,0.99158806,0.86245584,0.94308674,1.045618,1.0604715,0.85911065,0.95616585,0.7768483,1.0424194,1.1353726,0.6820947,0.9695187,0.97043705,0.875197,0.8726679,1.2434361,0.7126783,0.91587746,1.0580935,0.92487633,1.0968058,0.8541411,1.0992928,1.1567798,1.0264263,1.1741529,1.0108025,1.0112197,0.84772116,0.9963757,1.1903691,1.2102253,1.071782,0.9384198,1.2533104,0.965177,1.0215031,1.0414531,1.2113211,1.035842,1.1603222,1.120034,0.8926364,0.9876001,1.1373383,1.1097574,0.99010336,1.0082611,0.95381397,1.0820422,0.890128,0.7004552,1.0992204,0.87555766,1.0641383,1.1014652,1.2012802,1.0268651,0.97270256,0.9702452,0.953135,0.96959555,1.0512792,0.66760176,1.108387,1.148656,1.1419868,1.1770058,1.1267599,0.0,0.95680994,1.1199393,0.5781067,0.997475,0.6514183,0.89078146,0.93869466,0.7618451,0.8335074,0.70729804,0.90129495,1.1924853,1.0841916,1.0289665,1.0859394,0.75916517,1.1926641,0.94519323,0.91360414,1.0714406,1.0780375,0.8601173,0.67577714,0.95425063,1.2026252,0.87060183,1.0464739,0.93018293,0.9098549,0.97383755
refrigerator,0.9552613,1.3132722,1.3446349,0.72931457,1.2268339,1.3596413,1.0726533,0.91444737,0.4548117,1.322837,0.86513686,0.88775414,0.72699904,0.73140216,0.9675234,1.2933772,0.98560727,0.6729573,1.0483993,1.1724575,1.0269605,0.9710751,1.2045088,0.8343712,1.2255504,0.95832634,0.61515665,1.3249896,0.67694026,1.1925641,1.0418884,0.9023042,1.1865127,1.2650491,0.6273588,0.76249814,1.0260844,1.0790843,0.8725117,1.2359812,1.2317579,1.3270074,1.1440325,1.2635096,1.4490135,0.8519516,1.3634381,0.9772158,0.9593672,1.290652,1.107549,1.4045401,0.67456853,0.82598996,1.3230666,0.9914739,1.295936,0.7247822,0.79090446,1.2378271,1.2152753,1.3054487,1.329196,1.1369135,0.835252,0.79457927,0.82716835,1.2526937,1.1844251,1.24549,1.0922751,0.94686306,1.007106,0.9480956,1.1383669,1.2815464,0.95680994,0.0,1.3103757,1.0311701,0.7788073,1.0631144,0.82107973,1.0522946,1.0271146,0.60226274,1.2926937,0.7598796,0.7818467,1.3110952,0.7233462,1.2846143,0.9769955,0.7697279,0.4967504,0.8905545,1.2518249,0.7804073,1.2651384,1.1284208,0.51867414,0.9052698,0.86548525,1.1388786,1.0312934,1.3386735,0.71586937
rooster,1.0777055,0.84211105,0.7426041,1.1193019,0.89644974,0.86259174,0.9194002,1.1409101,1.4258432,0.7472861,1.0629427,1.2651936,1.3805032,1.1503308,0.9959243,0.6552174,1.0666096,1.1002399,0.7511442,0.8870258,0.8782484,1.0408432,0.7985994,0.9986168,0.8546589,1.0306317,1.2637122,0.8605594,1.1990755,0.8832543,1.0325067,1.1172055,0.76899576,0.6560647,1.0908971,1.1393723,1.2265184,0.7620239,1.1843553,1.0626221,1.0145983,0.5940772,0.8694679,0.983265,0.63020253,1.1614094,0.848925,1.110481,1.2822336,0.8923973,0.78418946,0.52589387,1.1159983,1.3426609,0.75275856,0.81237847,0.6901902,1.2888991,1.175108,0.89377415,0.9713064,0.76816,0.79322934,0.94799685,1.2845272,1.3833731,1.1944472,0.6498488,0.95199317,0.7414808,1.0460995,1.0580769,1.0002606,1.0773777,0.8942011,0.72787756,1.1199393,1.3103757,0.0,0.9870498,1.3335111,1.0699878,1.2604637,0.9877817,0.9321767,1.3619354,0.90682715,1.2978191,1.2065008,0.80987287,1.1764305,0.7995503,0.9608981,1.0440912,1.2182946,1.078137,1.0216651,1.2189938,0.96921945,0.9014545,1.2968462,1.0237277,1.1566665,0.7195347,0.8105395,0.78381836,1.0551584
scissors,1.1220573,1.0796582,1.0808824,1.0010347,1.0516281,1.0578574,0.8221705,0.9705432,0.96692276,1.0987246,1.0652277,1.1255223,0.9304655,1.0479255,0.8241306,1.0106145,0.95234513,0.61620104,0.7277058,0.7880712,0.8333869,0.9756799,1.1473359,0.7343113,0.8559839,1.1201025,0.91215634,1.0718801,0.81620324,0.98600394,1.0585419,0.9611061,1.1401072,0.9425703,1.0299836,0.81483257,1.0126739,1.140227,1.1934443,1.1554075,0.9571947,1.0896006,0.8906255,1.0426093,1.1113297,1.171053,1.0581042,1.1128749,1.106362,1.0589826,0.89321417,1.094002,1.0873358,1.1297834,0.8327615,0.86557746,1.1118227,1.1359985,1.0057611,1.1848091,0.93567425,1.1778963,1.0613827,1.1494166,1.0967276,1.1130553,0.9107728,0.90585005,0.9859869,1.0719486,0.8351732,1.0655845,1.0262548,0.9572775,1.1228915,1.1552907,0.5781067,1.0311701,0.9870498,0.0,1.1361997,0.8598587,1.1468518,0.91636604,0.7355144,0.6432194,0.94145745,0.9744141,1.0101138,0.9092229,0.9935301,1.0796175,1.0088556,1.0745416,0.9342852,0.7956979,1.1672747,1.062942,0.94130605,0.77540827,1.0254592,1.0516697,1.0058923,1.0523783,0.85815793,1.0212443,0.9350626
shirt,0.8930204,0.9751472,1.3357859,0.8137349,1.2227528,1.2440627,1.1567564,1.0348561,0.6327504,1.165848,1.0641009,0.7151191,0.6571626,1.0201157,1.2175211,1.3077276,1.2136836,1.117294,1.217318,1.3208652,1.100959,1.0973066,0.9945663,1.0153201,1.099202,1.0002735,0.8999437,1.1696854,0.871585,1.2423961,0.95289063,1.1350901,1.1416482,1.2052405,0.76397896,0.98407185,0.5148841,1.2019422,0.7903899,0.9917428,1.0871387,1.3073295,1.1678439,1.046056,1.1006607,0.9308473,1.2767776,0.8227384,0.82505107,0.9129166,1.2246754,1.2114594,0.9052011,0.41698885,1.2724931,1.1571425,1.1850858,0.5678871,0.8462793,1.0626786,1.0153743,1.186533,1.3267058,0.9546717,0.5706289,0.424331,0.8965533,1.2994984,1.1225699,1.1833787,0.95615506,1.0799626,1.1081204,1.1953696,0.91783154,1.276813,0.997475,0.7788073,1.3335111,1.1361997,0.0,0.9606996,0.35672832,1.0780983,1.0439049,0.8441641,1.0128437,0.673386,1.0319822,1.2863585,0.8754194,1.3189819,1.0156157,0.97677666,0.8025496,1.0723903,0.99563736,0.8365141,1.1196742,1.2652602,0.8556268,0.9111217,0.9276562,1.197537,1.1584255,1.0918629,0.9764581
shoe,1.0749457,0.8521315,1.0175271,1.0339563,0.8747218,1.0742244,0.8703053,1.0099343,1.0482851,1.1103048,1.1493951,1.0245252,0.95633936,1.0429022,0.9588747,1.1360338,1.0568846,0.94432956,1.0166686,1.003136,1.0104642,0.9373924,1.0216055,1.0115573,0.8830635,1.0816705,1.1412311,1.1905463,1.0996859,1.2044663,1.0998251,1.0179778,1.0520536,1.0788335,1.0832516,0.89324504,0.96807694,1.0934536,1.1028049,1.048955,0.89951444,1.0998471,0.95524246,1.0491439,0.9110276,1.1463788,0.9984337,1.08457,0.8593652,0.9266845,0.88784194,1.1010046,1.0966531,0.93033403,1.042971,1.0611724,1.1925211,0.78306466,0.88065666,1.1763619,0.9668053,1.0992821,1.058729,0.9770245,0.960142,0.8545395,0.9171759,1.1357949,1.0508777,0.9915808,0.97716725,1.0307494,0.9862186,1.0587132,1.0502427,1.0202308,0.6514183,1.0631144,1.0699878,0.8598587,0.9606996,0.0,0.82060516,0.9708874,1.0260031,1.0460098,0.36633253,0.7459316,1.0465318,1.0199606,1.0308334,0.9808961,0.9156063,1.1488907,1.1423589,0.87820756,0.7819984,1.0008001,0.86401826,0.9332092,1.089073,1.2012129,1.0173943,1.0956949,1.0278915,0.9856891,1.0757824
shorts,1.0153873,0.8870428,1.3363587,0.9019179,1.1742992,1.1998804,1.2364664,0.9581803,0.7172704,1.2052661,0.9695368,0.8764669,0.7678641,1.036751,1.2731187,1.2827563,1.2311316,1.1133698,1.117673,1.2643195,0.98567194,1.0923725,0.9710754,0.95054644,1.112659,1.0356646,0.9205079,1.2241875,0.96796817,1.2845227,0.9557065,1.1274186,1.0275607,1.2329519,0.7345587,1.0762393,0.709894,1.1112661,0.8927707,1.0252358,1.0060694,1.2609508,1.1293256,1.0372765,0.96090037,0.94513166,1.261847,0.8256441,0.85526574,0.84815073,1.2325554,1.0536822,0.9301205,0.4046136,1.252506,1.075527,1.2065047,0.56728053,0.7509866,1.1198212,0.94420284,1.19097,1.3358309,0.8435228,0.67700475,0.30202776,1.0037783,1.3562214,1.095473,1.0619552,1.0073217,1.0854192,1.1167265,1.2109165,0.8345693,1.3141998,0.89078146,0.82107973,1.2604637,1.1468518,0.35672832,0.82060516,0.0,0.9477449,1.0530576,0.89392114,0.87033373,0.70003587,1.056589,1.2287773,0.9229363,1.3224677,0.81896734,0.93185395,0.89206356,1.1289914,0.8828499,0.9607362,1.1154115,1.3141798,1.003196,1.0294881,0.94706786,1.0173501,1.0012059,1.1435304,0.96587074
shovel,0.99437386,1.0963824,1.1758101,1.0626695,1.1326345,1.257758,1.1636752,0.87587005,1.0143554,1.2339791,0.94700277,1.110141,1.0283595,0.79052454,1.2015978,1.187657,1.066406,0.9945165,0.9311751,1.2240846,1.0834318,0.81076026,0.9600558,0.8520905,1.2080033,1.016761,0.9144007,1.161448,0.93196917,1.2903612,0.9123501,1.0540417,0.9032762,1.21973,1.0874112,1.1118678,1.1075094,0.88972056,0.9717678,1.2756889,1.0267454,0.9152736,0.99831766,1.214848,1.1858932,0.6981634,1.1766124,0.98244876,1.0387902,1.2747278,1.059992,0.93328303,0.8145788,1.0814244,1.0533487,0.9464644,1.1838737,1.0856574,0.6766947,1.2349553,1.2573721,1.221986,1.1463935,0.9333204,0.98223484,1.0234138,1.0501059,1.036705,1.1799722,0.9513473,1.2840269,0.99439436,0.8291908,1.0766115,0.939527,1.1474468,0.93869466,1.0522946,0.9877817,0.91636604,1.0780983,0.9708874,0.9477449,0.0,1.1736493,0.8194495,1.2320145,1.0588285,0.985834,0.84290755,0.6588037,1.1514033,0.4936437,0.59903586,0.8688006,1.1338243,1.2019413,1.0937974,1.1462083,0.80842334,0.9481741,0.7410981,0.6929173,0.900023,0.26773846,1.188776,0.9769638
sink,1.0781432,0.962012,1.0599521,1.0737429,1.0419135,0.8565651,0.8761494,0.9537314,1.0171022,0.7554447,0.71447444,1.1384103,1.1250274,1.0320029,0.6549115,0.8043101,1.102464,0.7406652,0.6918634,0.6978204,0.6763084,1.0282052,1.0287216,0.8275272,0.67885643,0.93401235,0.934478,0.749059,1.0287064,0.76410884,1.2570381,1.007876,1.157711,0.57028335,0.8031767,0.92644185,1.0284686,1.0711297,1.2610354,0.8821496,0.91572785,1.0384836,0.965462,0.84379673,0.9065878,1.2823889,0.97764015,1.1902249,1.2720264,0.7783519,0.9283045,0.9811392,1.2310214,1.1906328,0.44775462,0.7924172,0.8194343,1.1524104,1.1273141,0.8954614,0.5982202,0.85402155,1.0399737,1.1064217,1.2504858,1.1063828,1.1797696,0.6962418,0.51504976,1.0392531,0.6086888,1.2140042,1.1984627,1.1142106,1.2405396,1.137556,0.7618451,1.0271146,0.9321767,0.7355144,1.0439049,1.0260031,1.0530576,1.1736493,0.0,1.0703177,0.72454274,1.1860998,1.1553682,0.9714569,0.96907115,1.1137875,1.0628219,1.3293352,1.1409695,0.8916509,1.02578,1.3227057,0.81964576,1.0414858,1.2629256,1.2074947,1.2471464,0.8001988,0.95828,0.77738345,0.8767397
slide,0.98477685,1.3513992,1.4050229,0.649069,1.2388693,1.395165,0.9548004,0.7970885,0.5603653,1.4166427,0.8839981,0.9169109,0.68026584,0.6497585,1.0668333,1.4227941,0.95260644,0.74557966,1.053817,1.1477447,1.0068468,0.7731116,1.1534019,0.6668564,1.1744871,1.1329063,0.64827013,1.4524751,0.5408673,1.3182318,0.93182826,0.98294103,1.1199628,1.3618478,0.81207883,0.7787477,0.92927724,1.1369085,0.8018789,1.3523769,1.213936,1.3398068,1.1947602,1.334563,1.5233408,0.6644047,1.3746939,0.8140841,0.8804364,1.354958,1.1299645,1.4177943,0.71533823,0.88949084,1.4289219,0.9379636,1.424705,0.8629998,0.73935807,1.4139667,1.3207252,1.4045384,1.3772953,1.0610942,0.77117676,0.8280623,0.745878,1.3443367,1.269119,1.187204,1.1286044,1.0598547,0.99832463,0.949206,1.0602754,1.3607149,0.8335074,0.60226274,1.3619354,0.6432194,0.8441641,1.0460098,0.89392114,0.8194495,1.0703177,0.0,1.3798354,0.7332033,0.75391155,1.3109794,0.6041211,1.3414865,0.86171705,0.6016172,0.50755405,0.940822,1.3876683,0.749267,1.3063626,0.85710377,0.6747637,0.787584,0.6372534,1.0524237,0.8841761,1.4517872,0.8420713
slipper,1.1790836,0.5785385,0.8539468,1.1965637,0.813642,0.63681036,0.89198923,1.1470969,1.3022771,0.5946502,0.99875563,1.0834339,1.184121,1.3620458,0.8619987,0.70051384,1.2280601,1.1286325,1.0368453,0.76166564,0.69171774,1.131501,1.0334852,1.0737044,0.63183725,0.96694213,1.2733407,0.62650347,1.353112,0.8136411,1.3473985,1.1929758,1.2212207,0.6575319,1.0997695,1.1378284,0.9323244,1.1048161,1.3023701,0.51172495,0.6595717,1.0090978,0.89609396,0.50425637,0.44342232,1.3992796,0.7240819,1.1899953,0.97395253,0.41726184,0.915925,0.8838607,1.365574,1.007403,0.6374695,0.9817874,0.7024163,1.0079843,1.0821842,0.6368152,0.597196,0.6041357,0.89601773,0.90840304,1.1573529,0.91184676,1.1331061,0.8475714,0.619221,1.0236025,0.6246545,1.0989786,1.2199925,1.2479582,1.1458342,0.9017718,0.70729804,1.2926937,0.90682715,0.94145745,1.0128437,0.36633253,0.87033373,1.2320145,0.72454274,1.3798354,0.0,0.95243496,1.3057712,0.82862544,1.2812854,0.91483915,1.0157126,1.5319934,1.4873545,1.0455172,0.38106453,1.2071698,0.77899027,1.0217335,1.4504253,1.4677432,1.2714053,0.99492955,1.1957147,0.43457663,1.200589
sock,1.028017,0.99793893,1.3195989,0.7372203,1.0626937,1.2413796,1.0904648,1.0310055,0.58061856,1.320931,1.1670955,0.56119466,0.4407233,1.0356559,1.0451703,1.3714623,1.1013488,0.9916386,1.229701,1.2472631,1.0732282,1.0233502,1.1813718,0.9829283,1.16089,1.0248415,0.7856196,1.359523,0.87004054,1.3175237,1.026058,0.9177523,1.1829046,1.2849514,0.9370382,0.8938026,0.74136317,1.1681517,0.94055504,1.13989,1.0328902,1.3144882,1.0206681,1.1963222,1.0604836,1.0484653,1.2063572,0.8596999,0.7257797,0.9558239,1.0636582,1.2768146,0.92148834,0.62161046,1.2645322,1.1802183,1.3846412,0.28570008,0.87339425,1.2898629,1.0336262,1.333689,1.2844608,1.0743321,0.35206878,0.7573713,0.6783527,1.3863881,1.1461788,1.1967235,0.98317933,0.96133435,1.098936,1.0477393,1.0877857,1.2403641,0.90129495,0.7598796,1.2978191,0.9744141,0.673386,0.7459316,0.70003587,1.0588285,1.1860998,0.7332033,0.95243496,0.0,0.8419621,1.3551735,0.93748593,1.2736561,1.0088578,0.960151,0.7959193,1.0142455,1.070055,0.67433834,0.9867344,1.1238006,0.8024411,1.0641824,0.90549165,1.214638,1.1552733,1.2641382,0.96438086
soup,0.89911187,1.220902,1.0104785,0.8384196,1.108727,1.065612,1.0984946,0.9577544,0.82334405,1.4055182,1.1182083,0.8290788,0.8633424,0.88046885,1.1590482,1.3496101,0.35145795,1.0131028,1.144758,0.8976723,1.2530732,1.0031514,1.0420756,1.1541572,1.0783482,1.0548301,0.8814523,1.3647468,0.9836388,1.1656381,0.9563249,0.69967127,1.0458164,1.2350532,1.0685103,0.88347983,1.0361261,1.0891907,0.8123946,1.2907221,1.1249764,1.1298511,1.1130627,1.3129239,1.4446082,0.8531331,1.058564,0.8892718,0.7930783,1.2809042,0.95011085,1.280319,0.6974211,1.028287,1.2291213,1.2877555,1.348386,0.85475993,1.0514443,1.2876766,1.3402854,1.2923427,1.0079118,1.0020381,0.84139216,1.0546846,0.7660163,1.3224175,1.216291,1.129935,1.2351756,0.7957611,0.86866814,0.38359034,1.0581784,1.0554394,1.1924853,0.7818467,1.2065008,1.0101138,1.0319822,1.0465318,1.056589,0.985834,1.1553682,0.75391155,1.3057712,0.8419621,0.0,1.2081928,0.8078644,0.96181124,1.1668525,0.81657314,0.67835677,0.79073346,1.271699,0.7858312,1.2689493,1.2268196,0.6302079,0.8978681,0.93162674,1.1867056,1.1065332,1.3957212,0.98988754
spoon,1.0345703,0.7969662,0.7054118,1.2427146,0.9134046,0.6843113,1.0768014,0.9787786,1.4606006,0.80676365,1.1223624,1.1389171,1.3042487,1.2460951,0.9836672,0.72960395,0.9652518,1.0801325,0.84155774,0.79789704,0.9245402,1.060963,0.95646477,1.1808255,0.9117153,0.923818,1.3266665,0.6394832,1.276637,0.8348061,1.0924674,1.1097401,1.0172541,0.7859521,1.2176763,1.1964688,1.0218422,0.81498575,1.1674186,0.831861,0.63043857,0.71467036,0.7291368,0.730628,0.8066783,1.1524501,0.73722684,1.1362915,1.1134528,0.98675644,0.86622244,0.7085503,1.1958758,1.2353244,0.6601692,0.98779255,0.7761707,1.437546,1.1527883,0.7635143,0.88227713,0.8072634,0.68339527,0.8738639,1.3022475,1.098969,1.1092122,0.7447003,0.82738125,0.88922316,1.0488783,1.0040287,0.91256934,0.9807097,0.9862615,0.78383756,1.0841916,1.3110952,0.80987287,0.9092229,1.2863585,1.0199606,1.2287773,0.84290755,0.9714569,1.3109794,0.82862544,1.3551735,1.2081928,0.0,1.1502513,0.7379807,1.0465227,1.2197073,1.3873987,1.0013187,0.77892816,1.2364663,0.9037542,0.9107876,1.2565525,1.1169571,1.222568,0.9711909,0.93631196,0.7346574,1.1543984
sprinkler,0.81146896,1.1876473,1.3556844,0.91469365,1.2069068,1.3026841,1.1674517,0.7890228,0.7172519,1.3163126,0.7459507,0.95934045,0.79059774,0.55396146,1.1657399,1.3745706,1.0472331,0.9984512,0.9728945,1.2659982,1.1544895,0.94887465,1.0692046,0.9515748,1.2166724,0.95151573,0.7898259,1.2614954,0.81797457,1.3280673,1.0327163,0.9778132,1.0731232,1.2665197,0.91522133,0.8929427,0.9895109,1.0500786,0.7712422,1.3089559,0.96103555,1.1490465,1.1358135,1.2660849,1.4069471,0.6253047,1.3009691,0.8967819,1.0133057,1.3068318,1.0139577,1.1866235,0.48768026,0.9075222,1.1547993,1.0212173,1.2824504,0.8663847,0.81746197,1.2890456,1.3009208,1.2417929,1.3095123,1.0786241,0.9236096,0.90437573,0.97541934,1.1245284,1.1755531,1.1127967,1.14943,1.125998,0.89966977,1.0638223,1.1502492,1.2793132,1.0289665,0.7233462,1.1764305,0.9935301,0.8754194,1.0308334,0.9229363,0.6588037,0.96907115,0.6041211,1.2812854,0.93748593,0.8078644,1.1502513,0.0,1.300805,0.8920985,0.5860786,0.5613281,1.1265901,1.2836498,0.89135987,1.1955858,1.0609951,0.66851306,0.68570125,0.7858284,1.0187799,0.8177326,1.3392825,0.9627652
strawberry,1.0942001,0.81729907,0.04245782,1.2433345,0.79386014,0.6216462,0.7644444,1.1343331,1.4237553,0.8711593,1.2219468,1.1143353,1.2689345,1.2491851,0.97035927,0.8587643,0.5790513,1.1499391,1.0173886,0.7748194,1.0481627,1.0679444,1.0439901,1.187457,0.9017875,0.92304474,1.3566179,0.87876725,1.2170781,0.9239334,1.104079,0.97535914,1.007047,0.91270775,1.2955353,1.1045086,1.1587372,0.9526344,1.1796297,0.9834689,0.91363436,0.5943887,0.9378114,0.9630845,0.86587286,1.2396274,0.31802052,1.1633351,1.0239948,0.998266,0.8879869,0.92290306,1.2782576,1.2930042,0.94596016,1.0286094,0.9140007,1.2561234,1.2133596,0.8559083,1.0280347,0.88562477,0.14148903,0.9921792,1.3021799,1.284247,1.1265403,0.86133057,1.0291418,0.9126669,1.1088427,0.7975036,0.861218,0.58458805,1.0456839,0.17272413,1.0859394,1.2846143,0.7995503,1.0796175,1.3189819,0.9808961,1.3224677,1.1514033,1.1137875,1.3414865,0.91483915,1.2736561,0.96181124,0.7379807,1.300805,0.0,1.1047615,1.2827132,1.3486226,0.8692892,0.8572487,1.1000087,0.96287036,0.86409783,1.1932343,1.0490818,1.1747992,0.9188374,1.1559561,0.87676716,1.1614187
stroller,1.1562707,1.0144138,1.1294008,1.0294328,1.0448478,1.1697254,0.8549079,0.9243698,0.9910648,1.1319463,0.83500487,1.1700939,1.04475,0.7506844,1.0761653,1.0685225,1.2153574,0.8683459,0.99533474,1.0978101,0.7505028,0.6769087,1.0491643,0.57117003,1.106393,1.1290877,0.87317014,1.2264338,0.8165742,1.2634156,1.001009,1.1642436,0.9492873,1.1629335,0.9298519,1.0795383,1.0593791,0.99582815,1.1794138,1.2052667,1.0601597,0.9272016,1.0733289,1.1456988,1.013223,0.9960169,1.0958786,1.0825957,1.1711627,1.1101751,1.0993601,0.96020186,1.011675,1.0674629,1.1839169,0.705037,1.1517315,1.028207,0.16948068,1.2224228,1.117594,1.1893257,1.1377194,1.0549588,1.0713508,0.96051663,1.1181746,1.1287781,1.1124687,0.97023875,1.1847892,1.0289445,0.9149101,1.239251,0.8742483,1.1017648,0.75916517,0.9769955,0.9608981,1.0088556,1.0156157,0.9156063,0.81896734,0.4936437,1.0628219,0.86171705,1.0157126,1.0088578,1.1668525,1.0465227,0.8920985,1.1047615,0.0,0.8159686,0.8940439,1.1647946,1.135643,1.1703552,1.2100164,0.64998484,1.0602925,0.95895493,0.42618597,0.68237805,0.47169185,1.1020777,0.90873253
