,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rock,1.1549678,1.3444732,0.53972733,1.2015896,1.2814806,1.0651945,1.1957315,0.7274459,0.57306397,1.2654853,0.6193383,0.40002388,0.9125787,0.5333785,0.8173436,1.1978754,1.4400963,1.3446605,1.0498965,1.0645783,1.1978391,1.1946044,1.3011339,1.427331,1.2273898,1.2104173,0.79815865,0.9260863,1.3029554,0.84040076,0.8082466,0.8793546,1.1057209,1.1980567,0.6804008,1.0779527,1.425581,0.85942346,1.4205298,0.7810092,0.902455,0.9291022,0.99315774,1.170702,1.1031523,0.84261066,0.9893359,1.1219163,0.8236165,1.2515558,0.85283774,1.0640072,1.1273527,1.3890078,0.8546904,1.2780621,1.1509334,0.7498548,1.333385,0.9664176,0.8608983,1.2426775,0.83980924,0.77215165,0.88480884,1.3322624,1.1081033,0.97845936,0.67793167,1.0984498,0.46637017,0.9739585,1.0402257,1.3498672,0.9339271,0.8495965,1.1816127,0.9326262,0.7904955,1.0734946,0.9902161,0.7760224,1.2768493,1.0644913,1.1551074,1.0719787,1.1219144,0.90635294,1.03133,0.5243211,0.60326934,0.8255502,1.3740901,1.3082895,1.2800205,1.1463504,0.9169179,1.335913,1.0885409,1.1484038,1.0343752,1.038861,0.9503496,1.2852042,1.1205769,1.2081748,0.0,1.1986551,1.0520009,0.77970433,1.1020029,0.58985096,1.0617542,0.6192845,0.97872865,1.195084,0.8976249,0.65346014,1.4117281,0.65310854,1.424428,1.0475285,1.2203557,1.0183967,1.3078561,1.1503372,0.47964537,0.91896474,0.7474581,1.2870363,1.2290931,1.1746969,1.1047782,1.0075711,1.318807,0.8648761,0.8434874,1.0310506,1.3650005,1.3015448,0.9794221
rooster,0.72106767,0.85698026,1.3810537,0.71927124,0.781972,0.9660073,0.86715996,1.280809,1.2775708,0.906262,1.3965206,1.2399588,0.97492737,1.2202773,1.1319818,0.88755524,0.8200612,0.95136213,1.089035,1.104907,1.0029184,0.8996188,0.7326223,0.8720971,0.8148956,0.9717139,0.9945389,1.1030961,0.612057,1.2620301,1.2557691,1.1558615,0.9492266,0.87268186,1.2735837,0.8956209,0.84808606,1.1047218,0.86772186,1.0061202,1.1049865,0.8395297,0.89746463,1.108725,1.1103023,1.1925478,1.0753788,0.80174017,0.98748475,0.8449625,1.1682518,1.0723335,0.7138328,0.6720412,1.0954608,0.8005297,0.5907596,1.136196,0.91100067,1.0361022,1.1447768,0.91400915,1.1276515,1.2562876,1.2325492,0.7259108,0.18749624,1.0735263,1.1673309,0.99043924,1.4235454,1.2435175,1.1187476,0.84622276,0.8625008,1.1323838,0.90511173,1.2043784,1.1290556,1.0029527,1.0340992,1.2760738,0.92272687,0.907302,0.9633476,0.9353422,1.0058693,1.2825227,0.69427615,1.2892187,1.3800199,1.0763649,0.90428436,0.94068724,0.90227234,0.6884905,1.1715673,0.5898613,0.98452806,0.16243887,0.9540969,0.9981383,0.99508613,0.8452461,1.0185428,1.0491192,1.1986551,0.0,0.99180394,1.051935,0.942883,1.3049886,0.89937866,1.3651593,1.1460361,1.0215007,1.1654681,1.2845685,0.78971004,1.0135407,0.8341787,1.0017935,0.92949855,0.9879666,0.83220625,0.9609058,1.3522887,1.076419,1.1754798,0.86010563,0.97702307,0.9285537,1.135939,0.94346863,0.6452792,1.2262315,1.0118437,1.0626242,0.7676134,0.9538292,1.1344571
sauce,0.99490845,0.8361287,1.1915784,0.8317533,0.65608954,0.788317,1.10571,1.0595748,1.2110195,1.002468,1.2085698,1.1455001,1.1432496,1.2001752,1.1355035,0.96968657,0.93016136,0.7348286,1.0085641,0.98204684,1.0955184,0.8375527,0.9285355,0.8939296,1.0057878,0.65790486,1.2730097,1.119972,0.92583174,1.1393567,0.8734324,1.0727792,0.9996805,0.943506,1.2208364,1.0835278,0.851631,1.083252,0.92003,1.1944237,0.8833579,1.181827,1.0039008,1.1397948,0.9375418,1.2081054,0.98974836,0.7739183,1.0722529,0.95933783,1.1575925,0.8963023,0.8280374,0.8817632,1.0453124,1.0534621,0.9038201,1.0993781,1.0258826,1.0711989,0.8865683,0.72876644,1.2212452,1.0533266,1.0180103,0.9502542,0.8570508,1.1682001,0.92810106,0.966183,1.178612,0.95875573,1.1133671,1.0276314,1.0749153,1.0922787,0.8721275,0.9400335,1.0554398,1.1153225,0.9045677,1.0356919,0.85056627,1.0872036,0.94303244,0.90631175,0.8784715,1.132284,1.13828,1.092165,1.1577362,1.0247076,0.9384708,0.90066147,0.7910995,1.1052188,1.1238083,0.9969798,0.8322548,1.040665,0.92595905,0.9904584,1.1117575,0.8555766,0.9213226,1.0907155,1.0520009,0.99180394,0.0,1.2171247,0.7348921,1.1795601,1.0889713,1.1539882,1.017958,1.1468403,0.9178326,1.0685005,0.99498945,1.1326132,0.9244353,1.0054183,0.6632966,1.0574833,0.60707206,1.0846319,1.1596216,1.111833,1.0646138,0.9245213,0.95573974,0.8776767,1.012129,1.1109647,0.82742715,0.83724475,1.041816,1.0456102,1.1226487,1.0009234,1.1697098
scarf,1.1719528,1.2504288,0.6827041,1.0817561,1.2164276,1.092156,0.891878,0.9741904,0.64856446,1.2874444,0.6583979,0.46231437,0.828653,0.5169531,0.8852918,1.2925307,1.356864,1.3785217,1.0482678,1.0365598,1.1417791,1.218029,1.2399384,1.3836718,1.2237285,1.2495627,0.7274839,0.88875866,1.2720189,0.89480263,0.9617629,0.86601996,1.0404701,0.89685696,0.67895734,1.1733737,1.303891,0.88032186,1.3751789,0.70832086,1.0211366,0.7925683,0.9508779,1.0656109,1.1217412,0.8893082,0.9920354,1.2700747,0.8046758,1.2638726,0.979164,1.1288596,1.2115843,1.2321306,0.89493537,1.2298765,1.0044936,0.7564596,1.2543223,0.86696833,0.99037135,1.1248864,0.9904832,0.847553,0.88914394,1.2889569,1.084403,0.556489,0.9142014,1.0578489,0.70290154,0.9647006,0.93079084,1.3668836,0.82333887,0.699284,1.0439202,1.0336066,0.5745815,1.062638,1.0242944,0.9153012,1.2661357,1.0784755,1.1808555,1.2013488,1.2166787,1.036972,0.7775774,0.5844399,0.81017584,0.99631536,1.2222049,1.154986,1.2633635,1.1207656,0.8786529,1.1493374,1.2652496,1.0184962,1.059001,1.1024587,0.8588264,1.2482775,1.2341204,1.1785731,0.77970433,1.051935,1.2171247,0.0,0.9723208,0.84212816,0.9435101,0.8343525,1.0137397,1.052326,1.0987124,0.8148235,1.3125944,0.8259034,1.3030574,0.8091446,1.20221,0.7704972,1.3464726,1.0061374,0.8274648,0.9083591,0.90082026,1.1889774,1.2416022,1.1922547,0.80577636,0.90920776,1.1977062,0.9639287,0.9118081,1.0615691,1.2068112,1.2360144,0.95401275
scissors,0.7670928,0.97403294,1.1513091,0.9135995,0.8315012,0.604137,1.0501299,1.0963032,1.2744644,0.9838352,1.2449453,1.0482748,1.1876866,1.193431,1.0609813,0.87500757,1.0320177,0.81179315,0.8875966,0.8429137,0.9726401,0.8487234,0.835044,1.0137552,1.1405674,0.566959,1.3141465,1.1262443,0.9998606,1.1804931,1.0534085,0.91645384,1.0263084,0.53584695,1.32605,1.0548234,0.8126409,1.0989112,1.0591995,1.1578662,0.9011565,1.2157011,1.0241004,1.1489732,0.9059418,1.1864984,1.1556387,1.0100276,1.1401087,1.1769226,1.2612321,0.9815857,0.86239356,0.8618978,0.9048293,0.87558615,0.64001876,1.0046058,1.1108911,0.9278861,1.0299346,0.75209105,1.2999524,1.1040213,0.979353,1.0321671,0.87085587,0.83666223,0.90769815,0.94783306,1.1544793,0.524303,0.92651796,1.1308762,1.026555,1.0785505,0.73066825,1.0817701,0.94351745,1.0231584,1.1038677,1.0475836,1.0828128,0.9971081,0.94509137,1.2534046,0.95791656,1.1506611,1.1421437,1.1208475,1.1411443,0.92446613,0.8074429,0.65312743,0.8789621,1.1288215,1.0425518,1.0847987,0.7350668,1.0349406,1.0155585,1.1075424,0.8835792,0.93785083,1.058289,1.0874292,1.1020029,0.942883,0.7348921,0.9723208,0.0,1.2352912,0.8467772,1.1722856,0.6229695,1.1280346,0.830593,0.9499227,0.87539124,1.1151761,0.9461182,0.82616526,0.2875899,0.9144993,0.8903854,0.8863363,1.2853267,1.0544784,0.9198688,0.946831,1.0565286,0.99256873,0.61656237,0.9668041,0.6868867,0.79295677,1.1417968,1.1675686,0.8907555,1.0168961,1.2899439
shirt,1.3503952,1.3571198,0.46677023,1.3061848,1.3162155,1.2409166,1.1673745,0.8191784,0.65918034,1.3067235,0.6140253,0.42289537,0.9758251,0.689656,0.8393229,1.289938,1.3917568,1.4148037,1.0594554,1.083285,1.2233663,1.2181358,1.3281553,1.3503902,1.0831823,1.2397333,0.829689,0.89067006,1.3132752,0.80833817,0.9362979,0.92540497,1.1607146,1.2629846,0.68132293,1.0919533,1.3955724,0.868637,1.4205654,0.8669493,0.96768826,0.9482667,0.91506755,0.93354136,1.1725299,0.29390848,0.95214206,1.2084882,0.94506216,1.2461693,0.553819,1.0202384,1.2633361,1.4002266,0.89799213,1.2451477,1.310148,0.846541,1.2844826,0.8628544,0.9829298,1.3014538,0.5601572,0.79704106,0.74262154,1.3420973,1.256598,0.9680018,0.71351063,1.1599275,0.30710495,1.0006087,0.9446315,1.3683159,0.98597556,0.87906593,1.2804391,0.9411999,0.776289,0.9298336,0.9734664,0.7381339,1.2734592,1.1654934,0.9369308,1.1400782,1.2046003,0.8409765,1.0839913,0.34824228,0.35883278,0.89027816,1.3161004,1.2495123,1.2826669,1.3140969,0.75905263,1.329335,1.3157115,1.2076609,1.0165895,0.9131365,0.93486726,1.2985027,1.182678,1.0704879,0.58985096,1.3049886,1.1795601,0.84212816,1.2352912,0.0,1.1040853,0.34636092,1.058937,1.0107496,1.0895572,0.70466745,1.3733106,0.891844,1.3867425,1.088099,1.3367118,0.934383,1.3469563,0.9786634,0.25148213,0.7307091,0.84152853,1.3281224,1.1058633,1.2286257,1.0610467,1.1506828,1.3058585,0.9893084,0.9472119,0.7749708,1.2658724,1.2225935,0.82422876
shoe,0.98770547,1.1413819,0.96457255,0.8898248,1.085875,1.0669336,0.8460928,1.1101284,1.0406038,1.0127672,1.0900168,0.9337994,1.0412254,0.9722164,1.0586759,0.89329433,1.0223124,1.0872495,0.9350349,1.1203954,1.1124552,0.727832,0.9284043,1.0285723,1.0878279,1.1242274,1.096104,0.964865,1.0425907,1.0822339,0.9712872,0.8850991,1.0399624,0.89629763,1.0666894,1.0616131,1.059855,0.9884876,1.0629616,1.0536101,0.96512103,1.0218025,0.8906635,1.1028075,0.9619063,1.0774441,1.0384326,1.1254776,1.054733,1.0146253,1.0662019,1.0187039,1.0855174,1.0631781,0.54035014,0.9389422,0.90963435,1.1787392,1.1353935,0.5622578,1.1152647,0.973153,1.088496,1.0159847,0.88720644,0.9290351,0.8859451,0.98736024,0.9058269,0.99749166,1.0245663,0.9241303,0.9856768,1.1260512,0.9856649,0.87075496,0.96569616,1.0434222,0.7838106,0.8432462,0.94867325,1.1766828,1.1207659,0.94184124,1.035983,1.1592811,1.2077417,1.1342716,0.9948158,0.99293643,1.0157752,0.99665916,0.96890557,0.98134375,1.181481,0.8715563,1.1129093,0.99071836,1.1342424,0.88594365,1.0889326,1.0005744,0.70527536,0.8839827,1.114018,1.0900589,1.0617542,0.89937866,1.0889713,0.9435101,0.8467772,1.1040853,0.0,1.0107585,0.90325975,1.0124651,1.0773035,1.0949303,0.60669255,1.0962765,1.1100117,0.49873096,0.84333605,1.1039782,1.1408178,0.74362206,1.0767671,0.92235297,0.9843255,0.9542407,0.9473534,1.0246838,0.96554255,0.84755945,0.84538233,0.9626547,1.0408782,1.1748602,0.8029924,0.924101,1.1893693
shorts,1.275969,1.3267264,0.5615497,1.3518982,1.3274832,1.2262104,1.1438922,0.87660575,0.71881485,1.0749807,0.5517734,0.65996504,1.087234,0.7462792,0.867753,1.2738855,1.3516229,1.3988819,1.0956905,1.0824653,1.1605244,1.2553307,1.2402455,1.2016368,1.1144676,1.101156,0.8641058,0.79103315,1.338644,0.8140885,0.91853005,0.9686114,1.2001877,1.1929271,0.6756385,1.0902513,1.3067687,0.932653,1.3868077,0.94828457,1.0084538,1.0282867,0.9753678,0.9114796,1.0344422,0.37767267,0.9599095,1.2230862,1.0206351,1.19561,0.7789911,0.9019068,1.2380965,1.410224,0.8245826,1.2765915,1.3600683,0.8364002,1.2257247,0.6173328,1.0368942,1.2821791,0.7177125,0.71979684,0.7534668,1.2928562,1.2939409,1.0163206,0.7579295,1.1656963,0.19025838,0.8484998,0.875176,1.3073478,1.0866442,0.8716777,1.2867284,1.0531015,0.8041278,0.9608794,0.92197263,0.63386315,1.2332655,1.1938785,1.003288,1.0611055,1.1198002,0.76909924,1.2051442,0.49353778,0.07064819,0.9808186,1.2143909,1.1779808,1.1861112,1.2202599,0.7894157,1.3237836,1.3550208,1.2214414,1.0490445,0.85565543,1.0004462,1.2233086,0.98335487,0.97931063,0.6192845,1.3651593,1.1539882,0.8343525,1.1722856,0.34636092,1.0107585,0.0,0.9807953,1.055501,1.1135404,0.7929846,1.2020943,0.9949794,1.3531356,0.8512951,1.1867812,1.0156457,1.3108411,0.8742583,0.48108935,0.65195084,0.95584506,1.3709571,1.0017927,1.1340699,1.0547167,1.077939,1.3776312,1.0798793,1.0385802,0.8731025,1.2331218,1.0802543,0.8860835
shovel,0.9030533,1.2014005,0.897544,1.0956211,1.1478093,0.9171177,0.95279074,0.9245286,1.0266469,0.9683361,0.9027941,1.056578,1.0116956,1.0412055,0.9122559,0.9310857,1.1693748,1.0044459,0.8716871,0.8835507,0.85077465,0.8921541,0.93911976,1.1074764,1.1357836,0.96996784,1.0803945,0.98890793,1.1501647,1.0360076,0.9159148,0.8988647,1.0701342,0.981968,1.0098854,1.1564116,1.0761173,1.0197418,1.1098855,1.0150435,0.8062946,1.1016843,1.0873107,1.0863096,0.8074014,1.1062316,1.1604583,1.0926269,1.1101675,1.2019901,1.0826902,1.0451249,1.033939,1.1351013,0.9491585,0.89504254,1.0702732,0.8963528,1.1715145,0.8770992,1.0109477,1.0892311,1.1062083,0.9574943,0.87836313,1.1865972,1.0840857,0.8341223,0.9678606,0.87931436,0.9315961,0.1854313,0.83268535,1.2091743,1.0607183,0.9743582,0.9105336,0.984064,0.93488365,1.0333257,1.1007292,0.88812625,1.2112622,0.9005756,1.0381882,1.1634165,1.1075134,0.81745434,1.2139045,1.0937929,0.97234035,0.87752604,0.90583533,0.79608554,1.1683918,1.1124617,0.9031285,1.167833,0.9678577,1.1668904,1.0062888,1.118472,0.8406242,1.0876966,1.1368858,0.995142,0.97872865,1.1460361,1.017958,1.0137397,0.6229695,1.058937,0.90325975,0.9807953,0.0,0.9891019,0.74794734,0.848698,1.0261604,1.0259022,1.1517752,0.89088005,0.47271246,0.9861513,1.1794333,0.82781017,1.0344197,1.0500158,0.84681886,0.9665228,1.1395428,1.1088731,0.72050714,0.98673326,1.1216875,0.7262784,1.0879599,1.091775,0.7616924,1.0619853,1.1166645
shower,0.98315024,1.2509261,0.9942246,1.1345992,1.1963149,1.2062783,0.80187756,0.72616816,0.8201997,1.1711488,0.8307057,1.061115,1.0174112,0.97959316,0.9373193,1.0364771,1.1221943,1.0819334,0.78236306,1.1251854,0.7293618,0.90243185,1.0548905,1.0192313,0.88348985,1.2882231,0.9150128,0.56888884,1.0196273,0.7716299,0.85117066,1.0832646,1.0828379,1.1164758,0.768674,1.1419294,1.2276121,0.6850653,1.0260968,0.8892087,1.0628155,0.83500296,1.0143839,0.3807845,0.78428787,0.8580053,1.092084,1.3059477,1.0270431,1.1656024,1.0136998,1.3318856,1.223392,0.9162139,1.068659,0.83661926,1.1876135,0.8646234,1.1892511,1.1661972,1.1117164,1.3388462,0.93274665,1.0323277,1.1834397,1.2318989,1.035111,0.9662046,1.1020993,0.7976777,1.1713157,1.0175971,0.50324893,0.95984364,0.9798467,0.93696195,1.0422732,0.9230851,1.0516162,0.81732994,1.225445,1.1011155,1.2898723,0.8810428,1.1591201,1.135963,1.3423095,0.4406507,0.8723171,1.1005609,1.0748333,1.0318933,1.2440364,1.2428224,1.2762758,1.0331751,0.9396297,0.80145967,1.1825078,0.9441408,1.1141781,1.0770944,0.8925237,0.9544172,1.2611365,0.3998493,1.195084,1.0215007,1.1468403,1.052326,1.1280346,1.0107496,1.0124651,1.055501,0.9891019,0.0,0.91043335,1.0808594,1.1997393,1.053762,1.1059165,1.186256,1.1504402,1.0851763,1.1908419,0.7162613,1.0317848,0.9031713,0.91474766,0.9309083,1.3035253,1.3319471,1.0208228,0.96831924,1.0684416,0.920709,0.86341935,0.90556467,0.6385813,1.2764426,0.4952461
sink,1.0347102,1.273972,0.96002406,1.1258758,1.0842338,0.7852371,1.0362355,0.52479476,0.8884561,1.1721696,0.8359455,0.96373135,1.0200338,0.95794433,0.81966937,0.9909951,1.1698539,0.7377706,0.58063585,0.98509777,0.7955588,0.78452,1.175527,1.1223142,1.1060427,1.1517797,1.0770291,0.9169703,1.1294413,0.94515085,0.7502166,0.8582381,0.93218267,0.9983273,0.9619655,1.1649661,1.1981535,0.7276881,0.99015445,1.0373403,0.45051754,1.0790622,0.96729374,0.9373607,0.8055687,1.1514237,1.1350126,1.1373599,1.0560306,1.2325358,0.9990127,1.1965414,1.0135895,1.0860256,1.0735297,0.91667444,1.0377381,0.7390547,1.1864915,1.1705016,0.9329678,0.9980411,1.1027602,0.94053215,0.9745149,1.2121773,1.095741,0.8734449,0.9874947,0.75717795,1.0326127,0.78295946,0.93399954,1.0538468,1.1287965,0.91051555,0.9528769,0.84689903,0.96466726,0.8917371,1.0417104,0.95482546,1.2266798,0.8622261,1.1828256,1.1216776,1.1783321,0.7732203,1.1666164,1.0562797,1.0822797,0.8014108,1.0792783,0.97523296,1.2110333,1.2605448,1.0674279,1.1784322,0.4837144,1.1590804,1.1729615,1.2674682,0.9102062,1.1087034,1.2705139,0.9098642,0.8976249,1.1654681,0.9178326,1.0987124,0.830593,1.0895572,1.0773035,1.1135404,0.74794734,0.91043335,0.0,0.8707731,1.2678769,0.91136426,1.1175365,1.1011459,0.87235963,1.0143416,1.2066742,1.027678,1.0483538,1.1238531,0.676642,0.9424374,1.2824912,1.1712294,0.7442763,0.97466624,0.9879594,0.5467173,1.0981395,1.0009695,1.0304594,1.2616642,0.96265626
slide,1.1599607,1.3392628,0.6774593,1.0902374,1.1236548,1.0448372,1.124554,0.56911105,0.5773026,1.3212562,0.5386139,0.5752417,0.7990154,0.6303767,0.57502276,1.0722626,1.3442454,1.269517,0.77209693,1.17277,1.0651217,1.1373353,1.3434873,1.396405,1.1391811,1.2319291,0.88561714,0.86788595,1.3003552,0.7535639,0.82072127,0.80109423,1.1623102,1.0892781,0.6735509,1.2316506,1.2775486,0.76781076,1.3331623,0.8541411,0.85358953,0.9380164,1.073099,1.0798498,0.9963823,0.91242486,1.0960866,1.1941099,0.92998123,1.2668256,0.82431984,1.2343384,1.1406333,1.2916563,0.9830547,1.2570482,1.1161851,0.75028855,1.3047698,1.1881379,0.7929574,1.1431088,0.90276265,0.83400124,1.039873,1.411056,1.1632739,0.6851247,0.6593712,1.0818042,0.55748385,0.6894709,0.8639562,1.325349,0.918291,0.9119221,1.1786728,0.869995,0.93886757,1.0038958,1.1214745,0.8607732,1.3136187,1.0336401,1.2523751,1.2648191,1.2287667,0.88859445,0.99642736,0.7173654,0.75124156,0.74370766,1.272397,1.162077,1.3612616,1.3543868,0.96567565,1.3418353,1.0705245,1.1998782,1.1743362,1.2984734,0.91166794,1.2351278,1.2891433,1.121165,0.65346014,1.2845685,1.0685005,0.8148235,0.9499227,0.70466745,1.0949303,0.7929846,0.848698,1.0808594,0.8707731,0.0,1.4705268,0.59505343,1.3193367,1.1528372,1.1708835,0.82831657,1.321307,1.1206225,0.7261232,0.85871816,0.5592685,1.2330871,1.3906806,1.2728685,0.73481286,1.1279176,1.1170837,0.7184465,0.81748945,0.94881076,1.2235578,1.3608508,0.86579967
slipper,0.6279396,0.41268146,1.4225755,0.8355748,0.7499883,0.95680916,0.95882314,1.3896852,1.5667359,0.2973286,1.529154,1.5392394,1.1590806,1.526065,1.3034217,0.69069654,0.37058842,0.64571166,1.3305532,0.89296347,0.9771423,0.89068115,0.44632578,0.32642847,0.8406762,0.5569172,1.3348204,1.2304671,0.5568527,1.3348479,1.3253634,1.2479194,0.98995364,0.9007898,1.499855,0.7405873,0.3209418,1.5099653,0.4694082,1.4048715,1.3137999,1.3344736,1.1882585,1.1182171,1.0378474,1.207705,0.9340012,0.7452613,1.1695634,0.4998585,1.2883056,0.621652,0.68445605,0.72006166,0.9299101,0.79821396,0.8238089,1.5195038,0.34217584,0.7596779,1.1519269,0.7618393,1.2049025,1.3261263,1.0686636,0.28885388,0.9053959,1.3446395,1.1569699,1.176313,1.3483667,1.0354759,1.2322453,0.42580593,1.1613308,1.3230759,0.81792283,1.2986494,1.3243,1.0053468,0.89928645,1.1853429,0.40282452,1.0729223,0.6149802,0.76107883,0.60771984,1.2883289,1.1499135,1.4459398,1.2084212,1.3432834,0.3703795,0.6139916,0.4644512,0.47034585,1.1754019,0.71819556,0.88765097,0.8982692,1.0290339,0.8564269,1.1853298,0.60287166,0.48056823,0.97368073,1.4117281,0.78971004,0.99498945,1.3125944,0.87539124,1.3733106,0.60669255,1.2020943,1.0261604,1.1997393,1.2678769,1.4705268,0.0,1.2895515,0.44578028,0.70332485,0.624676,1.2774329,0.52234167,0.9326255,1.3423686,1.0759033,1.5162963,0.7873601,0.37494785,0.46240592,1.1899825,0.9128386,0.83932626,1.3884765,1.2507873,1.2078166,0.6686881,0.21965778,1.2621053
snow,0.9370821,1.2303272,0.8575473,1.1168666,1.227738,1.1410692,1.0287067,0.5401098,0.652319,1.2012184,0.67474425,0.7293528,0.71400875,0.7068156,0.5580006,1.1190461,1.2703503,1.2903297,1.0114386,1.2043306,1.0536407,1.2123619,1.2724798,1.2864304,0.98597026,1.2674948,0.7010561,0.9779223,1.1618583,0.7412485,0.8838761,0.86156356,1.150806,1.1208146,0.75271404,1.142346,1.2577233,0.91898507,1.2511946,0.84828407,0.9654243,0.8682262,1.1770095,0.9959819,1.0942287,0.986009,1.0603769,1.1921467,0.72511446,1.1574385,0.93953806,1.1726462,0.98622745,1.1651528,1.1303988,1.0834763,1.0378066,0.77576166,1.150274,1.2754117,0.58936304,1.2346592,0.93636715,1.0391456,1.1061354,1.2785103,0.9828717,0.8349478,0.7147261,1.1368914,0.80915195,1.015171,1.052071,1.1037818,0.8564486,0.9776503,1.2049379,0.9596277,1.0490522,0.89446414,1.1217569,1.0390407,1.1715164,1.037313,1.1815313,1.1327603,1.2222042,0.91319424,0.67352504,0.8713667,0.96356475,0.9114632,1.2720417,1.2700984,1.2238411,1.0712266,1.1415801,1.137095,1.0501784,0.9884869,1.2039664,1.2525251,0.9985974,1.1600088,1.2170519,1.0535774,0.65310854,1.0135407,1.1326132,0.8259034,1.1151761,0.891844,1.0962765,0.9949794,1.0259022,1.053762,0.91136426,0.59505343,1.2895515,0.0,1.2155516,1.1712843,1.3016894,0.83749133,1.2013594,1.1669104,0.7867334,0.9015099,0.79339814,1.1926329,1.2549834,1.1481596,0.98476017,1.0496074,1.2090203,0.9657661,0.705129,0.94661474,1.1511807,1.2574236,0.7912921
soap,0.6453309,0.34918982,1.4578272,0.73537433,0.57677406,0.7290852,1.056811,1.2910552,1.5040939,0.48357815,1.5443256,1.4871709,1.1098484,1.4965613,1.2600408,0.78154016,0.282421,0.57259786,1.2391003,0.76731014,0.7276845,0.946236,0.6294966,0.34602934,0.8794815,0.5607171,1.3190945,1.296596,0.4965536,1.2854173,1.2805843,1.2460437,0.83850473,0.8504875,1.4648315,0.87925494,0.28181314,1.4468777,0.32133055,1.3478442,1.2607772,1.2432739,1.2172902,1.0229622,1.1482369,1.2387594,1.1117946,0.64146507,1.1509299,0.63983893,1.2654859,0.84456784,0.6233433,0.5393876,1.181591,0.7387699,0.8053778,1.3612118,0.41462648,1.1836529,1.0869273,0.70835525,1.2513525,1.2006867,1.2828803,0.45777422,0.92855346,1.2832994,1.1839179,1.093742,1.4460604,1.1460898,1.2898458,0.29186606,1.2036841,1.267555,0.6781347,1.1948024,1.3188251,1.1960764,0.9954785,1.2174742,0.39349663,0.937401,0.73537356,0.81768775,0.5240705,1.2390752,1.1295654,1.4519906,1.3581818,1.2522405,0.5280469,0.7157782,0.3477875,0.650992,1.1834154,0.6815705,0.7796736,0.8959624,0.9996292,0.9840324,1.2640798,0.7443397,0.66566944,0.8919105,1.424428,0.8341787,0.9244353,1.3030574,0.9461182,1.3867425,1.1100117,1.3531356,1.1517752,1.1059165,1.1175365,1.3193367,0.44578028,1.2155516,0.0,0.98952276,0.80296004,1.2143415,0.38789868,1.2283846,1.3708674,1.125485,1.4284322,0.73465514,0.6008044,0.6163014,1.1175541,0.9048332,0.8020432,1.3787783,1.2335688,1.151469,0.7586559,0.519776,1.1416795
sock,1.0054187,1.077476,0.8914884,0.86283994,0.9487355,1.0342314,0.7701592,1.2830781,1.0871302,0.84497505,1.0595683,0.98289794,1.1291835,0.92840934,1.2235636,0.9212895,1.0098823,1.028941,1.0225163,0.9373174,1.0444,0.91842896,0.96888024,0.89105874,1.1804366,0.9803398,1.1557963,0.9755618,1.089455,1.1478624,1.0760646,0.8099581,0.994574,0.71238446,1.1214199,1.0814246,0.9343451,1.0963339,1.0411066,1.1592516,1.1086403,1.1398547,0.8833008,1.2027715,0.9951385,0.99936914,1.1382573,0.9951688,1.0493896,1.1355251,1.2746973,0.8022058,1.1453011,1.0835955,0.64852893,0.93268615,1.1071316,1.2587389,1.092012,0.31799877,1.0544621,0.8102208,1.2538886,0.9853553,0.7614623,0.8196038,1.052387,1.045126,0.94294643,1.014888,0.9081814,0.8180096,1.0139484,1.1162522,1.1289991,0.6977104,0.85110235,1.1253448,0.51169574,1.0628034,0.985993,1.0907003,1.0282357,0.83909315,0.93552876,1.1362755,1.0168903,1.1244773,1.0603548,0.8088469,0.871765,1.057853,0.7924958,0.75676215,1.0532442,0.7380419,0.9043534,1.0814705,1.1608784,1.0313965,1.0271738,0.84408903,0.9172953,0.85956836,1.0357788,1.0672818,1.0475285,1.0017935,1.0054183,0.8091446,0.82616526,1.088099,0.49873096,0.8512951,0.89088005,1.186256,1.1011459,1.1528372,0.70332485,1.1712843,0.98952276,0.0,0.7458155,1.1894453,1.0311371,0.83109355,1.0799748,0.9555017,1.1110508,0.9628319,0.87551296,1.0118133,0.8618993,0.5472398,0.965588,1.0446076,1.1038465,1.226912,0.94602954,0.85355675,1.2663724
