,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
spoon,0.7339147,0.8456651,1.2942479,0.8128062,0.65326,0.5820297,1.017434,1.2388926,1.5111194,0.7224097,1.370717,1.3758085,1.2233372,1.4304543,1.2456255,0.855899,0.8627043,0.6311641,1.0716468,0.7666671,0.9244533,0.7503259,0.6680518,0.760894,1.055679,0.41994816,1.3777837,1.2048773,0.9470874,1.3059793,1.0511925,0.96143097,0.89486444,0.60449874,1.4715981,0.917694,0.63728315,1.3276675,0.8610107,1.3350703,0.8892219,1.3384355,1.202496,1.1885991,0.81346357,1.2184622,1.0348585,0.7638519,1.1904037,0.9043019,1.3773584,0.79152465,0.7754903,0.9290317,0.9532758,0.74815327,0.81643766,1.1635555,0.93909407,0.80731624,1.0550703,0.63662565,1.349422,1.1665835,0.9683429,0.8116175,0.91188097,1.0730119,1.0604315,0.90580004,1.2537521,0.45238632,1.0038476,0.97916126,1.1335495,1.1854187,0.5745063,1.1302781,1.0854667,1.0891474,1.0172819,1.0376198,0.9170465,0.9828121,0.7984208,0.960869,0.7682386,1.1113751,1.2476256,1.3233426,1.1659999,1.1578106,0.6185918,0.56385916,0.69609904,0.94399714,0.9967605,1.0392388,0.7487564,1.0501112,0.8960568,1.0016885,1.01953,0.799741,0.8294616,0.990688,1.2203557,0.92949855,0.6632966,1.20221,0.2875899,1.3367118,0.84333605,1.1867812,0.47271246,1.1504402,0.87235963,1.1708835,0.624676,1.3016894,0.80296004,0.7458155,0.0,1.100294,0.7398578,0.89905065,1.3922795,1.1963096,1.2089274,0.8337681,0.8599657,0.8123702,0.7033489,0.9737266,0.82704914,0.8810837,1.2881026,1.2187871,0.80295473,0.77481806,1.3611215
sprinkler,1.1396521,1.1018541,0.9719774,1.0013052,1.0214077,0.948772,0.90766776,0.9539788,0.91861415,1.2439687,0.8794973,0.9003885,0.8558519,0.8712391,0.7878404,1.1348034,1.1767273,1.1227087,0.99348116,1.2081513,1.0845724,1.0782877,1.1279781,1.2770743,0.8258353,1.0934403,0.8265304,1.1605809,0.9353633,0.89954835,1.0156066,0.830356,1.0454807,0.9650713,0.92256653,0.97355354,1.1860201,0.9497634,1.2121283,0.886053,0.7737116,0.9073344,1.0608627,0.997906,1.0606315,0.9373462,0.980139,1.1204965,1.0327988,1.0750077,0.8522167,1.2226927,0.9609796,1.043413,1.0973514,1.0219146,0.7947836,0.70928645,1.2020696,1.1833639,0.8563037,0.9010668,0.95666397,0.92558086,1.0493969,1.2763487,1.0040463,0.32565475,0.9749096,1.0179434,0.9333106,1.0164452,1.0530367,1.2111324,0.961151,0.9323898,1.1668506,0.94954604,0.9332696,0.83099675,1.0551746,0.9779334,1.1890738,1.0818483,1.244391,1.1194472,1.2186584,1.0673326,0.8173365,0.9843016,1.0286952,0.8549911,1.2151937,1.1549336,1.0894374,1.2991382,1.031992,1.0955362,0.94534135,1.0888401,1.0557736,1.2324377,0.9136238,1.1755142,1.1156707,1.2091897,1.0183967,0.9879666,1.0574833,0.7704972,0.9144993,0.934383,1.1039782,1.0156457,0.9861513,1.0851763,1.0143416,0.82831657,1.2774329,0.83749133,1.2143415,1.1894453,1.100294,0.0,1.1091685,1.1033864,1.0328319,1.0832484,0.8842133,1.0806105,1.257767,1.1505637,0.7568041,1.1432488,0.9784809,0.8502938,1.0324717,0.6068671,1.1547247,1.2439696,0.9710227
strawberry,0.85571665,0.19708335,1.4912481,0.6621552,0.41102314,0.8393688,1.1179574,1.3339801,1.5483618,0.5547222,1.5389901,1.4651283,1.1265252,1.52589,1.3089023,0.838607,0.37956274,0.5085058,1.2631323,0.8879062,0.98922455,0.93130195,0.6747483,0.45142424,0.82239634,0.40426928,1.3747119,1.3202391,0.6029712,1.2581128,1.1469805,1.274605,0.926988,0.86699295,1.4947317,0.836226,0.33480072,1.4522135,0.4557662,1.3873436,1.2534895,1.3108848,1.2149051,1.0979939,1.1077157,1.2665241,1.0057898,0.56867874,1.1796024,0.62239915,1.2739584,0.6994325,0.6975268,0.58983916,1.1158231,0.88777846,0.85886395,1.3494377,0.44581974,1.1735828,1.0358635,0.5820135,1.2404406,1.2351277,1.1773458,0.43591774,0.9105954,1.3541374,1.10076,1.1551063,1.4112325,1.1674937,1.3179771,0.4838186,1.2370466,1.2777553,0.7888814,1.2030541,1.2617253,1.1931894,0.84619516,1.1916417,0.26750922,1.0711346,0.7041651,0.7128185,0.50037336,1.2834554,1.0945358,1.3679535,1.3071332,1.2454069,0.57133937,0.7351809,0.34054857,0.77746415,1.1728821,0.7403193,0.73058826,0.9534085,0.8827915,0.89316285,1.2694318,0.7920978,0.51564664,1.007829,1.3078561,0.83220625,0.60707206,1.3464726,0.8903854,1.3469563,1.1408178,1.3108411,1.1794333,1.1908419,1.2066742,1.321307,0.52234167,1.2013594,0.38789868,1.0311371,0.7398578,1.1091685,0.0,1.25278,1.306119,1.2003727,1.4158627,0.8401996,0.53894585,0.50369155,1.144749,1.0239598,0.7916068,1.2207094,1.1741228,1.075649,0.9351668,0.519995,1.2004232
stroller,1.0672206,1.2457268,1.0260485,1.0238076,1.0916243,1.2511641,0.7730259,1.0689607,0.8014389,0.99943644,0.7950399,1.0071733,1.1131331,0.88846433,1.066457,0.99020916,1.0954756,1.1212502,0.8122947,1.1442956,0.90190816,0.8214526,0.8813611,0.91875005,0.87400305,1.2107997,0.946219,0.44023973,1.0010604,0.89213693,0.9359184,1.0974364,1.1853672,0.9982961,0.73552173,1.1770513,1.1915368,0.6599808,1.1023216,0.9835119,1.001451,0.8930333,0.7856637,0.7935547,0.89439654,0.8279515,1.1771659,1.2553663,0.97620386,1.2285725,1.0925932,1.3002195,1.2440138,1.0366639,0.9683421,0.9140156,1.1768185,1.0566647,1.204087,0.68295854,1.1531163,1.3132474,1.0298141,1.0599334,1.0930991,1.0654557,0.9453426,0.9803598,0.98357326,0.8651581,0.98005205,0.8454746,0.56841934,1.143385,0.96464884,0.96584827,1.0176873,1.0501151,0.9197304,0.44200176,1.2217052,0.94374967,1.3377373,0.9980227,1.1676685,1.1923399,1.312,0.7133329,0.98071873,0.9687703,0.8701917,1.0572534,1.122079,1.0892828,1.2600945,0.8615026,0.98020077,0.9451364,1.1912849,0.95079756,1.0620124,0.92788494,0.7293196,0.77125156,1.1973958,0.74002624,1.1503372,0.9609058,1.0846319,1.0061374,0.8863363,0.9786634,0.74362206,0.8742583,0.82781017,0.7162613,1.027678,1.1206225,0.9326255,1.1669104,1.2283846,0.83109355,0.89905065,1.1033864,1.25278,0.0,1.0327611,0.9930303,0.9531211,0.97548497,1.2472982,1.3165135,1.0058719,0.9547873,0.84900916,0.9592513,0.9457038,0.90161216,0.5837147,1.1176953,0.91235465
sweater,1.3211277,1.3281205,0.4631949,1.2844658,1.3772476,1.2391483,1.233372,0.72983634,0.55931675,1.2472003,0.567248,0.41956437,0.9877606,0.6244489,0.8492161,1.2655909,1.4004197,1.4027336,1.068652,1.0772614,1.210156,1.2549745,1.3254251,1.4017043,1.230208,1.2855988,0.80951625,0.8830713,1.2940372,0.7661314,0.87766176,1.0091221,1.0943019,1.2903149,0.5415856,1.1499528,1.4143045,0.90037185,1.4032934,0.82052165,0.9815983,0.94071865,0.96942526,0.9548965,1.2008593,0.5911085,0.9290906,1.2117195,0.9238819,1.2265244,0.49891376,0.98844385,1.307541,1.3618436,0.82339287,1.3184776,1.3442092,0.8471358,1.2325656,0.9192465,0.94537145,1.3763794,0.56656605,0.7761048,0.7531072,1.3284888,1.3160634,0.9818243,0.75645053,1.1633266,0.38777435,1.0463731,0.9766787,1.3131014,1.0205712,0.86602694,1.3098406,0.89001715,0.81625134,1.0457351,0.85920614,0.7796842,1.1892235,1.1482357,0.96579266,0.96685684,1.1985261,0.8418663,1.0658118,0.43556607,0.4751686,0.8686663,1.3292453,1.26662,1.2856164,1.251464,0.84752965,1.2958825,1.2535222,1.2745647,1.0803636,0.96407133,1.0053068,1.2656472,1.0744758,1.0898161,0.47964537,1.3522887,1.1596216,0.8274648,1.2853267,0.25148213,1.0767671,0.48108935,1.0344197,1.0317848,1.0483538,0.7261232,1.3423686,0.7867334,1.3708674,1.0799748,1.3922795,1.0328319,1.306119,1.0327611,0.0,0.78580815,0.80997574,1.303486,1.0458971,1.1549927,1.145729,1.1197975,1.3840703,1.0024277,0.89344805,0.99084944,1.2697178,1.1986692,0.8171158
swing,1.1228752,1.1934578,0.6633154,1.1535851,1.2221333,1.2553177,1.109371,0.8821446,0.8696726,1.1810156,0.8988223,0.78553236,1.0297496,0.8928135,0.88393325,1.205924,1.181189,1.3101387,1.0902107,0.98096323,1.1425459,1.2013874,1.1953112,1.2276567,1.0651356,1.1899049,0.97973794,1.0182369,1.1174374,0.9027879,1.0762882,1.0367022,1.0906775,1.1136551,0.9220526,1.1080277,1.1774848,0.9645953,1.209996,0.9776802,1.1647843,0.9313833,0.91950643,0.93849176,1.1619395,0.72442216,0.99591804,1.133486,0.96319705,1.0958732,0.88030136,0.92307186,1.2355361,1.0785081,0.9521585,1.1236492,1.2046072,0.9727312,1.1022793,0.964692,0.92998946,1.230762,0.7826227,0.85499495,0.82624125,1.1684769,1.0740826,1.0201925,0.90388745,1.04532,0.71375215,0.9889038,0.9258167,1.1838717,0.957806,0.87135774,1.173921,1.0331454,0.8703735,1.0743197,1.0091408,0.9711392,1.1020762,1.0846643,0.9633269,1.1020855,1.0644771,0.93907076,0.9357612,0.7260099,0.6847762,0.9962892,1.1286008,1.1179819,1.1891437,1.1755811,0.90127844,1.0659786,1.3213187,1.0066646,1.0371786,0.876169,1.007354,1.1646109,1.1591432,0.99354094,0.91896474,1.076419,1.111833,0.9083591,1.0544784,0.7307091,0.92235297,0.65195084,1.0500158,0.9031713,1.1238531,0.85871816,1.0759033,0.9015099,1.125485,0.9555017,1.1963096,1.0832484,1.2003727,0.9930303,0.78580815,0.0,0.9372141,1.1129491,0.9327447,1.1295038,1.0296527,1.0735741,1.1377947,1.0947839,0.8201721,1.0330323,1.0512304,1.0935836,0.8054004
table,1.2807891,1.4322672,0.722442,1.0686172,1.2088044,1.0856233,0.9827135,0.70910215,0.4386294,1.5213292,0.626153,0.58573246,0.8543224,0.5304083,0.7542772,0.88177,1.3894553,1.0972522,0.3518818,1.3004372,1.0894946,0.9502632,1.3360032,1.4532362,1.2617846,1.3549916,0.9407946,0.7427967,1.3095349,0.7476872,0.5780034,0.7338346,1.2315513,1.0345335,0.64487374,1.3057508,1.4186836,0.34854913,1.3600624,0.8014168,0.74994254,0.82969457,0.67790645,1.0938284,0.8687561,1.0087044,1.2116599,1.3461753,0.8791031,1.4065019,0.82856584,1.3626894,1.3057601,1.1022141,0.91312134,1.222404,0.9944797,0.7380189,1.44501,1.1819344,0.8736157,1.1318206,0.97677493,0.81432587,0.9413068,1.4328943,1.053725,0.7713205,0.79194033,0.9330447,0.75115514,0.8880692,0.78912526,1.4424129,0.9653739,0.6956746,1.2467757,0.7246349,0.7415185,0.84908605,1.1390798,1.0300709,1.4547044,0.9922459,1.4194816,1.4336267,1.3740689,0.8541669,0.9432818,0.7202302,0.9473165,0.3799489,1.3783357,1.1542039,1.4462957,1.4834338,1.0761176,1.2599738,0.77492,1.108742,1.164052,1.2428694,0.70497894,1.239243,1.4046416,1.1564409,0.7474581,1.1754798,1.0646138,0.90082026,0.9198688,0.84152853,0.9843255,0.95584506,0.84681886,0.91474766,0.676642,0.5592685,1.5162963,0.79339814,1.4284322,1.1110508,1.2089274,0.8842133,1.4158627,0.9531211,0.80997574,0.9372141,0.0,1.117488,1.4679027,1.403738,0.80733794,1.1029352,0.69889987,0.38902086,0.69884163,0.93154335,1.2082678,1.4682007,0.9684877
tape,0.94098735,0.7744218,1.2949305,0.60978115,0.77065885,0.8518727,0.8462732,1.1504806,1.254457,0.90906733,1.3242571,1.310435,1.154244,1.272142,1.2475374,0.82222104,0.5776498,0.4830569,0.8770305,0.86986166,0.8779379,0.50892943,0.7481095,0.75232947,0.96514493,1.0156041,1.2811537,1.0724173,0.6452803,1.0490422,0.9444586,1.1567136,0.88332516,0.84619534,1.2546159,1.0176018,0.7926607,1.1127295,0.38662,1.207385,0.889412,1.0594621,1.0684351,1.020138,0.9908738,1.2930044,1.2041171,0.771597,1.0899109,0.9073709,1.2067833,1.1675662,1.0810848,0.7901118,1.2310566,0.8074903,0.98501515,1.2162077,0.90483695,1.1830497,1.0782262,0.90106755,1.2596972,1.1393049,1.2864754,0.7769261,0.8852687,0.9999405,1.1555531,0.31421012,1.4216666,1.0673484,1.0918415,0.7232686,1.1157175,1.1591291,0.65876627,0.90398175,1.2125123,1.1103936,1.1543266,1.3623055,0.8988664,0.7956541,1.0621266,1.0470577,0.8466041,0.9788137,1.0244524,1.4201423,1.3779507,1.1560214,0.88190675,0.95856833,0.9383463,0.8174711,1.2081997,0.66280335,0.8334496,0.9193205,0.85511327,1.0545131,0.8569733,0.62700695,1.0741603,0.83741146,1.2870363,0.86010563,0.9245213,1.1889774,0.946831,1.3281224,0.9542407,1.3709571,0.9665228,0.9309083,0.9424374,1.2330871,0.7873601,1.1926329,0.73465514,0.9628319,0.8337681,1.0806105,0.8401996,0.97548497,1.303486,1.1129491,1.117488,0.0,1.0917948,1.1031419,1.1651697,0.9575808,0.70274806,0.8280997,1.0180514,1.2176299,0.6927352,0.8872776,1.161048
toe,0.95178527,0.5094334,1.1296445,1.0573816,0.85155475,0.9831241,1.2813778,1.3441144,1.4890826,0.5640261,1.439973,1.3353279,1.2103324,1.452453,1.253089,0.9993986,0.62769973,0.91119504,1.4616915,0.7461108,1.0842222,1.1622107,0.7393589,0.65730655,1.0863178,0.49915987,1.3024428,1.4060612,0.8931396,1.2975552,1.3454767,1.2192745,0.8192036,1.0243692,1.3975852,0.607519,0.51052773,1.5102742,0.7513139,1.2682468,1.3003328,1.3441731,1.0351957,1.169982,1.1330581,1.104109,0.629135,0.6272135,1.2409192,0.5463919,0.9619331,0.16446382,0.8211474,0.91307056,0.8658263,1.0396254,0.98614055,1.3638196,0.3835497,0.80084884,1.1157067,0.7076801,0.8571208,1.0848665,0.5981631,0.45485473,1.0790057,1.3819652,1.2238775,1.2899983,1.1038944,1.134326,1.3251457,0.68403554,1.1789474,1.1748027,1.0486475,1.2809424,1.1137905,1.2552664,0.5200455,0.94683987,0.26761645,1.1408169,0.36553282,0.51842564,0.4711296,1.3673723,1.2546867,1.1250155,0.9953251,1.2720131,0.46265876,0.59292763,0.4937985,0.85354507,0.9755935,0.9981056,1.0120775,1.0255544,0.8474983,0.66076803,1.3846614,1.0098299,0.362648,1.1290127,1.2290931,0.97702307,0.95573974,1.2416022,1.0565286,1.1058633,0.9473534,1.0017927,1.1395428,1.3035253,1.2824912,1.3906806,0.37494785,1.2549834,0.6008044,0.87551296,0.8599657,1.257767,0.53894585,1.2472982,1.0458971,0.9327447,1.4679027,1.0917948,0.0,0.26781917,1.1271448,1.03262,1.0746315,1.5322402,1.2709901,1.2224686,1.0652044,0.2988398,1.2529404
tooth,0.8026982,0.48299676,1.279647,1.0589597,0.8629863,0.93023133,1.187805,1.2753811,1.4754012,0.519151,1.4420382,1.3202524,1.1231985,1.4323418,1.189823,0.94431156,0.5908647,0.807016,1.3879416,0.84024763,1.0398116,1.0744481,0.7387216,0.6424488,0.9417247,0.45524824,1.2974143,1.4255124,0.84609014,1.3149943,1.2604945,1.1107434,0.8404599,0.9914773,1.4295629,0.60030687,0.4100781,1.4720969,0.70853746,1.3034151,1.2174772,1.3537494,1.2148231,1.182994,1.0841,1.2219474,0.6265655,0.771391,1.1974882,0.5223505,1.0724795,0.38287783,0.70420283,0.8818163,1.0229206,0.97750413,0.8851905,1.2751534,0.36146712,1.0202222,1.0765202,0.6090953,0.9879529,1.1938628,0.86940897,0.55368775,1.0049872,1.2422447,1.1261895,1.3082049,1.2058909,1.0456309,1.2931745,0.63780975,1.1402254,1.2555134,1.0307378,1.198772,1.2463818,1.2087022,0.3843465,0.99005055,0.28186023,1.1880499,0.4943539,0.58779293,0.58387554,1.358524,1.18017,1.2064779,1.135147,1.2738258,0.41369867,0.5475797,0.44220108,0.87587804,1.0562627,1.021919,0.8355892,1.0417085,1.0409932,0.93907577,1.3092988,0.90537417,0.40073973,1.1469407,1.1746969,0.9285537,0.8776767,1.1922547,0.99256873,1.2286257,1.0246838,1.1340699,1.1088731,1.3319471,1.1712294,1.2728685,0.46240592,1.1481596,0.6163014,1.0118133,0.8123702,1.1505637,0.50369155,1.3165135,1.1549927,1.1295038,1.403738,1.1031419,0.26781917,0.0,0.97823596,1.1139736,1.0485935,1.3607644,1.2853291,1.1129891,1.0709128,0.31794453,1.220815
toothbrush,0.9863367,1.2542019,0.93926275,1.0763576,1.029258,0.9532491,0.9437794,0.9617405,1.0894934,1.1327553,1.0252173,0.9405142,1.0307323,1.0133322,0.7611093,0.9467623,1.1449995,1.0434105,0.78396595,1.0221317,0.7122684,0.9478721,1.1802999,1.1395515,1.1359744,0.94029903,1.0385044,1.1307316,1.1913393,1.1340439,0.99759185,0.5378936,0.9248655,0.7293701,1.1839662,1.145406,0.9568794,0.9152674,1.1619562,1.0203942,0.9066483,1.0600224,1.1177937,0.9898652,0.9013712,1.0195527,1.0142583,1.1942117,1.0924903,1.1609213,1.1227626,0.9881739,1.0934306,1.0426676,0.8393905,0.8608582,0.9618178,0.7263429,1.201466,0.999863,0.97852474,0.7274462,1.1230581,1.0460699,0.7786632,1.3016776,1.1485823,0.5722989,1.026494,0.91452456,1.0340941,0.5850446,0.72733337,1.200728,0.94020677,0.87365985,1.0289258,0.9822775,0.80151474,1.0246156,0.9757113,0.9419511,1.2066596,1.0083199,1.0072488,1.2035985,1.2204478,1.069249,1.012183,0.96999466,1.0732164,0.78406024,0.7514653,0.5558829,1.1134633,1.3455584,0.8006383,1.206383,0.8700355,1.1702194,1.1935652,1.2205577,0.957939,1.13075,1.1929001,0.9588598,1.1047782,1.135939,1.012129,0.80577636,0.61656237,1.0610467,0.96554255,1.0547167,0.72050714,1.0208228,0.7442763,0.73481286,1.1899825,0.98476017,1.1175541,0.8618993,0.7033489,0.7568041,1.144749,1.0058719,1.145729,1.0296527,0.80733794,1.1651697,1.1271448,0.97823596,0.0,1.0455464,1.0027243,0.78566426,1.1746581,0.9541671,0.9627159,1.1468976,1.0579591
towel,0.8909676,1.0242522,1.0787628,0.9579426,0.9952705,1.0363061,0.6536906,1.1050701,0.94935215,0.91180754,0.99913615,0.9154608,0.9887219,0.6813068,1.1208676,0.8075769,1.013252,0.9548039,0.9460198,0.932905,0.8655597,0.94499594,1.0343593,0.8671505,1.0515897,1.0171741,1.0718908,0.8309693,0.9964473,1.1567329,1.0945119,0.96185917,0.9785024,0.8253976,1.0022113,1.0475714,0.9831032,0.98179835,0.9805962,1.0705917,1.1867491,1.0284883,0.8939492,1.0420091,0.99025774,1.0646015,1.144319,1.0144033,1.0916374,1.1085078,1.2756708,1.0120431,0.9293065,0.93641436,0.9110178,0.78137755,1.0081185,1.1992306,1.0539367,0.7455857,0.99678916,0.89607644,1.2737775,1.059147,1.0626005,0.8434645,0.9792509,1.08146,0.9931773,1.0063009,1.1130443,1.0255834,1.073299,0.95077765,1.0217795,0.6285457,0.89462405,1.1157167,0.5809074,1.1060295,1.1340954,1.1259173,1.0464605,0.24958432,0.9772397,1.1221538,1.0849308,1.1142789,0.9853719,0.85249245,1.0780015,0.95123917,0.96111494,0.975122,1.0158305,0.5341143,0.98967487,0.9318388,0.99948126,0.9461146,1.0521067,0.90439206,0.80252516,1.035035,1.0952458,1.0331291,1.0075711,0.94346863,1.1109647,0.90920776,0.9668041,1.1506828,0.84755945,1.077939,0.98673326,0.96831924,0.97466624,1.1279176,0.9128386,1.0496074,0.9048332,0.5472398,0.9737266,1.1432488,1.0239598,0.9547873,1.1197975,1.0735741,1.1029352,0.9575808,1.03262,1.1139736,1.0455464,0.0,0.99982065,1.0199293,0.96250236,1.1267331,0.9503514,1.0752156,1.0933535
toy,0.9940705,0.76019835,1.4068186,0.47777402,0.5180185,0.7483338,0.9488421,1.2721006,1.1604439,1.079137,1.3714933,1.1634872,1.0743095,1.1056461,1.1862998,0.7670638,0.7198574,0.6651014,0.68964267,1.1296068,1.0129809,0.6924771,0.78648627,0.88278395,0.9780376,0.90596867,1.2986969,1.0159123,0.7606855,1.1479459,0.9762964,1.1327189,1.0394437,0.6724294,1.2371467,0.9898832,0.7836392,0.80292094,0.7974184,1.1559201,0.85818946,0.9926428,0.56425536,1.1595634,0.971293,1.2777113,1.2551237,0.7872177,1.1146148,0.94170403,1.1013817,1.1594262,0.9027735,0.6268277,1.1130937,1.0099796,0.47995937,1.2085133,1.0181024,1.0907863,1.0779154,0.6115412,1.2448721,1.1047155,1.227764,0.6807681,0.58560574,1.0295832,1.1003945,0.87527657,1.3681369,1.1974101,1.1269147,0.9771573,1.0595565,1.0612661,0.8546258,1.0273702,1.0003709,0.8897537,1.1239021,1.3564836,0.926816,0.9380058,1.128137,1.2047316,0.9001604,1.3132181,0.95832294,1.2006695,1.3812314,0.90595746,0.9488087,0.90134966,0.9205951,0.99613065,1.3364272,0.842921,0.65046203,0.717063,0.8909083,0.9922496,0.8451824,0.8149858,1.0817851,1.1425146,1.318807,0.6452792,0.82742715,1.1977062,0.6868867,1.3058585,0.84538233,1.3776312,1.1216875,1.0684416,0.9879594,1.1170837,0.83932626,1.2090203,0.8020432,0.965588,0.82704914,0.9784809,0.7916068,0.84900916,1.3840703,1.1377947,0.69889987,0.70274806,1.0746315,1.0485935,1.0027243,0.99982065,0.0,0.84337103,0.9634194,1.0984197,0.87189984,1.0096552,1.3113286
tray,1.24913,1.3008164,0.96670794,0.9427904,1.0399531,0.9176242,0.7735558,0.76597416,0.696777,1.4102626,0.75051165,0.75068235,0.9786105,0.6935048,0.8834189,0.9263048,1.2885554,0.65445644,0.42269003,1.1770403,1.1116812,0.5922456,1.2048997,1.2846497,1.137615,1.2068441,1.0965546,0.8197075,1.2241212,0.89140546,0.40941012,0.71934676,1.1255889,0.9345008,0.8625707,1.2551403,1.3347665,0.5446123,1.1365654,0.9912355,0.6071525,1.0093906,0.9081322,1.1133348,0.79730296,1.0795171,1.1805722,1.2639549,0.93609834,1.332058,1.0316144,1.3770003,1.2814851,1.1060798,0.9993055,1.1225514,1.0853206,0.82643163,1.4340395,1.17049,0.89744234,1.006285,1.1865959,0.93771994,1.0308844,1.3551129,1.1389639,0.7643926,0.8216701,0.7359705,0.97658193,0.7680642,0.849938,1.3950388,1.0119189,0.76320016,0.9564419,0.5536551,0.7759487,0.8636186,1.17923,1.0634209,1.4241068,0.9038688,1.3922454,1.3578135,1.3140144,0.82430375,1.0131775,0.88421005,1.0846707,0.68402445,1.3301928,1.1551626,1.3461686,1.344408,1.0798229,1.1706238,0.6153876,1.2470012,1.0816997,1.2561637,0.58626264,1.0198911,1.4007022,1.099037,0.8648761,1.2262315,0.83724475,0.9639287,0.79295677,0.9893084,0.9626547,1.0798793,0.7262784,0.920709,0.5467173,0.7184465,1.3884765,0.9657661,1.3787783,1.0446076,0.8810837,0.8502938,1.2207094,0.9592513,1.0024277,1.0947839,0.38902086,0.8280997,1.5322402,1.3607644,0.78566426,1.0199293,0.84337103,0.0,0.8598902,0.8572858,1.1673145,1.4394888,1.0495291
tree,1.0468116,1.1650493,0.9512015,1.0232943,1.1309446,1.2035654,0.97962403,0.797258,0.61050344,1.1930398,0.859638,0.78430676,0.6977356,0.6544522,0.97898245,1.060442,1.190011,1.1429585,0.90416515,1.2076163,1.1101235,1.0694354,1.1722327,1.2238468,0.96989393,1.2685345,0.8544917,0.8539704,1.0487422,0.82824326,0.9226019,1.1371931,1.1638843,1.0827439,0.74720407,1.1418792,1.2247739,0.71631384,1.1712859,0.88626504,1.0921004,0.83723253,0.8525661,0.99095446,1.1329966,1.0531139,1.0929319,1.175109,0.71297896,1.1242763,0.96319574,1.2332115,1.1022873,0.8826835,1.1584511,1.0682814,1.0359923,0.9147575,1.1629424,1.2168479,0.7465459,1.2527272,0.9190529,1.0182934,1.1036259,1.1879776,0.99571145,0.96183074,0.75826204,1.0332285,0.9212429,1.1374128,1.0069283,1.1451628,0.90372384,0.90024817,1.1463166,0.92915803,0.9732567,0.893575,1.1603858,1.1807721,1.2321957,0.8968069,1.2514756,1.1416566,1.2053977,0.9421703,0.6645888,0.83012015,1.0455426,0.82109004,1.2488194,1.2211318,1.2259874,1.0429264,1.2254076,0.8224451,1.0847551,1.0356792,1.0851758,1.129019,0.91711426,1.0262393,1.2474437,1.0477953,0.8434874,1.0118437,1.041816,0.9118081,1.1417968,0.9472119,1.0408782,1.0385802,1.0879599,0.86341935,1.0981395,0.81748945,1.2507873,0.705129,1.2335688,1.1038465,1.2881026,1.0324717,1.1741228,0.9457038,0.89344805,0.8201721,0.69884163,1.0180514,1.2709901,1.2853291,1.1746581,0.96250236,0.9634194,0.8598902,0.0,1.007813,1.029874,1.2499088,0.7782119
truck,1.0645922,1.1028608,1.0473169,1.2365284,1.1418363,1.1056299,0.8667048,0.9795004,0.89787734,1.1340744,0.835986,0.9294677,0.89572895,0.9378701,0.73147917,0.97207296,1.1314148,1.103741,0.9242794,1.139477,1.0168842,1.0554967,1.1015826,0.99369055,0.47721338,1.0951202,0.7662811,0.8830174,1.0689155,0.91894984,0.94122374,0.79183006,1.0417382,1.1663702,0.9192449,0.9066959,1.1515825,0.7719152,1.1410115,1.0270991,0.95146483,0.9683376,1.0153021,0.80647063,1.0206836,0.62591815,0.9625201,1.2849227,0.99438137,1.1346807,0.8996373,1.2343825,0.9622219,1.0483636,1.1339177,0.9140897,1.0482086,0.9039339,1.0920875,1.0934153,0.97444046,1.1394811,0.9086753,1.0157267,1.0603968,1.1998936,0.9894841,0.941657,0.8431884,1.1723017,0.9231659,1.0723609,0.8817689,1.0725647,0.98400486,0.95386994,1.1390563,0.95603883,0.9530176,0.5058723,1.1432095,0.7920407,1.1794014,1.1133268,1.2188394,1.21158,1.2155762,0.8504009,0.9620376,0.8770659,0.9338688,0.9187379,1.2220384,1.2162898,1.0698912,1.1058118,0.89097714,1.0359356,1.0028317,1.0457107,1.1426153,1.0593712,0.9587475,1.0799384,1.1803961,0.94839144,1.0310506,1.0626242,1.0456102,1.0615691,1.1675686,0.7749708,1.1748602,0.8731025,1.091775,0.90556467,1.0009695,0.94881076,1.2078166,0.94661474,1.151469,1.226912,1.2187871,0.6068671,1.075649,0.90161216,0.99084944,1.0330323,0.93154335,1.2176299,1.2224686,1.1129891,0.9541671,1.1267331,1.0984197,0.8572858,1.007813,0.0,1.0845578,1.2183001,0.7745557
