,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sauce,1.2338147,0.79079556,0.60567737,1.3397723,0.6268478,0.6264019,0.7145248,0.8945112,1.2792027,1.0670223,1.4044354,0.875219,1.3600998,1.3409218,0.72525513,1.3733807,1.2308345,1.1805825,0.8183461,0.6431438,1.1561253,0.5519505,0.77421665,0.9222842,0.9054935,0.9667703,0.998612,1.1857983,1.271293,0.6255568,0.9662847,1.2576327,1.2417277,1.0877566,1.2477541,0.9578745,1.3960134,1.0958225,0.80876195,1.3827666,0.7741995,0.71254164,0.7633468,1.1407914,1.0980101,1.1911036,1.1023759,1.0075079,0.58290756,1.2293845,1.1666191,0.9584093,1.1455238,0.79374367,0.75155973,1.1094906,0.90564847,0.7412826,1.1234742,1.2234167,0.86479586,1.0926577,0.7675106,1.2109077,0.7882077,1.1590344,1.103473,0.6770391,1.2192143,1.338337,0.70964104,1.3898851,0.80034447,1.1684062,0.8412163,0.8206004,0.7263823,0.48010612,1.0396973,1.1701012,1.2268969,0.97063446,1.1391544,0.8826539,0.85823584,0.9390681,0.94094485,0.57123435,1.2159305,1.0776345,1.245495,1.3487961,1.2675853,1.1890297,0.8892937,0.90342236,1.0725837,0.8061583,0.944349,0.8685844,1.0243194,0.6341146,0.77135175,0.54865295,1.2573683,0.91686857,1.1511453,1.2518239,1.029328,0.7853903,0.0,1.2637485,0.89555013,1.3609276,1.0791943,1.2482332,0.8505496,1.2724413,0.8936496,1.2987741,0.85728824,1.2738155,0.8060078,1.1706222,0.42228615,0.7193203,1.0768543,0.6438716,1.319933,1.3696074,1.3640906,0.6695878,0.8716115,1.0080473,0.9692007,0.88081205,0.8345579,0.92994297,1.1414193,1.2219982,1.0959345,0.94978964,1.1824881
scarf,0.700765,1.1974282,1.3449576,0.6703072,1.2528772,1.3916893,1.1964192,1.2351466,0.8540833,0.86411536,0.75053924,1.242412,0.78762007,0.64488524,1.0910289,0.6044942,1.0440543,1.0826358,1.3267076,1.3537219,1.001732,1.3402777,1.2446109,1.0143958,1.3346479,1.1058865,1.0079777,0.7801898,0.971652,1.160396,1.3057848,0.8506015,0.7115476,0.8976377,0.79085815,1.2272606,0.75091064,0.91981775,1.2751399,0.83651435,1.361203,1.1649308,0.93940145,0.8101542,0.93835163,0.93427163,0.9115175,1.0991913,1.2650748,0.8759778,0.8490389,1.0553217,1.0012553,1.0553957,1.182115,0.7921198,1.2653131,1.1111417,0.8372463,0.7308787,1.279855,0.6478466,1.012161,0.8518643,1.017826,0.70233583,0.99859256,1.2607026,0.84024376,0.54038906,1.2553792,0.5664027,1.2904637,0.9031038,1.4069401,1.3966898,1.1129781,1.2421305,0.9522793,0.617738,0.8811426,1.1769422,0.7083932,1.2890788,1.2394322,1.1253756,1.1366625,1.2921693,1.0091779,0.8062453,0.5824298,0.6299732,0.8362994,0.7595274,1.2783235,1.2433984,0.9309025,1.1666199,1.1125175,1.105031,0.9416491,1.2685851,1.2041514,1.2803512,0.8044362,1.2188107,1.0678691,0.78332096,1.001137,1.0420587,1.2637485,0.0,1.0482919,0.5012958,0.82726455,0.64599955,1.2362808,0.999627,1.2361038,0.8043437,1.2460655,0.8247872,1.2931917,0.7388836,1.1885604,1.3320637,0.8761633,1.1925858,0.7813163,0.5882506,0.801341,1.3752836,1.1951815,0.8774811,0.94566023,1.206305,1.1533412,0.96016634,1.0060188,0.9783753,1.2373927,1.1877699,1.0138412
scissors,1.1665229,0.8986373,0.9610988,1.1884556,0.94839925,0.91558915,0.7839674,0.9053152,1.2300613,1.1470819,1.2216455,1.089502,1.2851946,1.1356956,0.7792163,1.2182797,1.0171392,0.9160146,0.97988755,0.89308745,0.92808485,1.0557691,0.8938135,0.7650495,1.0748183,0.8887526,0.5785085,1.3555616,1.1546695,0.8499565,0.75881916,1.1721762,1.2673569,1.0307633,1.0403935,1.050292,1.3023332,1.2159728,0.60215175,1.1842201,0.9288851,0.7113204,0.86786515,1.2216564,0.89144915,1.1976725,0.9906924,1.1053083,1.0428389,1.2024634,1.1792288,1.0695388,0.9888769,0.94379896,0.7875699,1.0321486,0.60801756,0.6335341,1.0527433,1.0570285,0.9794709,0.9953112,0.62156177,1.2724801,1.0144773,1.0626452,1.1398966,0.82421196,0.92205006,1.2689787,0.98078036,1.2599585,0.631968,0.95721805,1.0321336,1.0581182,1.0796685,0.796735,0.97228366,1.0463185,1.0777044,1.081176,1.1378173,1.0563896,0.9895194,1.0323538,1.1472907,1.0139304,1.0500324,1.2003832,0.97674286,1.350166,1.0724081,1.254968,0.7735642,0.7556817,0.6986762,0.87283504,1.144041,1.0534129,1.1573179,0.85044336,0.9021354,1.0137509,0.92037624,0.82801044,1.133693,1.1850979,1.0157479,0.9608862,0.89555013,1.0482919,0.0,1.2094309,0.9405169,1.2654128,0.7439175,1.1359506,1.0628618,1.1014712,1.0549558,1.0471281,1.0180416,1.008102,0.90827775,0.6356478,0.948442,0.8873854,1.0267912,1.2908595,0.9781014,0.61968726,1.1166768,0.9640319,0.6300231,1.0191696,0.3681295,0.6753713,1.1617268,0.99951684,0.91844517,0.90686953,1.1794944
shirt,0.67573047,1.3295686,1.4173096,0.44960278,1.2974474,1.4836509,1.3948975,1.3562925,0.7400343,0.8919545,0.5287312,1.3725102,0.7386253,0.3483621,1.1404836,0.48043966,0.8219399,0.98434716,1.4402554,1.4885465,0.98494476,1.4746957,1.3986591,1.0403792,1.4120848,1.1634505,0.9618499,0.725712,0.9759408,1.1618295,1.2041681,0.7471473,0.51623344,0.9517232,0.89411736,1.283705,0.530396,0.9770187,1.4757807,0.6967047,1.4873343,1.2516192,1.0162432,0.7708995,0.81607354,0.92689705,1.0511749,1.1928352,1.3050175,0.6866245,0.6176062,1.1475626,0.8578895,1.2190524,1.3266411,0.81216604,1.4412006,1.2129122,0.8418503,0.71800125,1.3994477,0.88184434,1.2175834,0.7374246,1.0301653,0.7730442,1.0447246,1.2820807,0.873559,0.17182106,1.2758594,0.4216342,1.4824855,0.9005479,1.4586115,1.4089959,1.2601368,1.4272195,0.85879076,0.7405301,0.8329027,1.2091001,0.73294216,1.3188127,1.3882,1.1759751,1.1264956,1.3729515,0.9506989,0.76748425,0.44574785,0.49400473,0.7188042,0.6724308,1.451339,1.4414549,0.92715377,1.150691,1.2440897,1.0928546,0.9814548,1.2979757,1.2032368,1.3930328,0.8585005,1.4187047,0.97368926,0.70815045,0.92495644,1.161108,1.3609276,0.5012958,1.2094309,0.0,0.9291353,0.54288286,1.4318807,0.7320833,1.389504,0.6258936,1.3800111,0.62657773,1.3797503,0.8612384,1.2117076,1.5338337,0.8766974,1.3799329,0.7560569,0.15349352,0.5471733,1.4784479,1.2773178,0.8888886,1.1786261,1.3845354,1.288487,0.9381469,0.8442617,0.78758657,1.3443716,1.3320584,0.8837211
shoe,0.9465177,0.79216164,1.1929479,0.90843165,1.1597037,1.0991246,1.091376,1.0535285,1.0378492,0.9602746,0.9690121,1.1548212,1.0258415,0.79735017,0.9568898,0.89083946,1.1321007,1.0649246,1.2432115,1.3114078,1.0312895,1.2074125,1.053939,1.0339832,1.1108168,1.0712882,1.0360768,0.9959378,0.992759,1.0464797,1.2105896,1.0391012,1.0005974,0.9390903,1.0240644,1.2461406,0.98674124,1.1307714,1.1836357,1.0175378,1.2116984,0.98768914,0.9399242,0.96951526,0.84507143,1.0602454,1.0557033,0.99723893,1.1754817,0.8501991,1.0332036,0.86390203,1.0589448,1.0687892,1.0556151,0.2456752,1.0434638,1.0281001,0.9510602,0.97821474,1.0634372,0.25591677,1.0225995,1.0186955,1.0389168,0.7254993,0.8399993,1.0691246,0.93551695,0.99889886,1.0296994,0.8414392,1.0460585,0.9715203,1.246378,1.172151,1.0710174,1.0796158,1.0841079,0.27274275,0.86598825,1.1084447,0.8730479,1.2095953,0.97909755,0.9348458,1.0252122,1.2550871,1.0713252,1.0908173,0.69803804,0.80449235,0.9497758,0.8538897,1.1718446,1.1395788,1.0890505,0.9925909,0.833718,1.0047629,1.0099185,1.1755933,1.0779608,1.2482313,0.64542687,0.98800445,1.1191778,1.0321938,0.9557398,0.9310692,1.0791943,0.82726455,0.9405169,0.9291353,0.0,0.7672183,0.88012457,1.1832759,1.1333284,0.9299631,0.7834523,1.1097885,0.95342034,0.29217315,1.1226004,1.0840011,1.0161544,1.0823299,0.77066296,0.9645285,1.1086966,1.1824096,0.92976534,0.7845248,0.95621634,1.0004839,0.93299663,1.0350219,1.201995,1.0983609,1.1136814,0.9281339,1.1807629
shorts,0.93665683,0.9294018,1.3019685,0.5715575,1.1844547,1.2836475,1.213011,1.2485693,0.7040721,1.0201011,0.8267139,1.1024086,0.6330711,0.6516256,1.0834606,0.7366707,0.96762824,1.0954225,1.3280073,1.4186879,1.0341023,1.2273897,1.1950771,1.257848,1.1303822,1.0821639,1.1266385,0.86574554,0.75926125,1.2217245,1.3145797,0.76973563,0.64184135,0.96578103,0.83882713,1.0457125,0.7057807,1.0229563,1.3272378,0.86168635,1.3299438,1.2103026,1.08768,0.97315127,1.0251992,0.75966465,0.8425617,0.9175196,1.1680474,0.6661798,0.8394176,0.82321197,0.9830922,1.2127413,1.3461728,0.67769724,1.256866,1.315378,1.0501384,0.90358764,1.2495041,0.6856616,1.2501736,0.7234195,1.1060673,0.6316291,0.8364871,1.2374717,0.88381106,0.5827432,1.2467041,0.41588855,1.2709851,0.832358,1.2687839,1.2042389,1.0366471,1.2629129,1.0325155,0.6927211,0.8175355,1.0296695,0.9232821,1.214763,1.1220906,0.8107504,0.8965468,1.1854364,0.9747803,1.0381521,0.60767365,0.24657136,0.8771441,0.76100457,1.283957,1.2446705,1.0031105,1.2504159,0.91394126,1.1536155,1.0111842,1.3250197,1.1897278,1.1851864,0.7843733,1.2454667,0.87019765,0.99268097,1.1593785,1.0307187,1.2482332,0.64599955,1.2654128,0.54288286,0.7672183,0.0,1.2069578,0.9281442,1.0967141,0.854607,1.0094628,1.0007201,1.3022703,0.72416306,1.219503,1.2870171,1.0431819,1.080685,0.7736596,0.49325377,0.9410207,1.4147134,0.9586811,0.9317976,1.0512898,1.039526,1.3992903,1.1763008,1.1005802,1.0274335,1.1010821,1.0465176,0.9971162
shovel,1.3642015,0.71431285,0.6968045,1.394316,0.8608227,0.53833264,0.58485276,0.7333778,1.3131816,1.0216067,1.4047837,0.58835936,1.2795763,1.4449354,0.82216024,1.442159,1.223979,1.1920618,0.53432035,0.6363564,1.2732128,0.7824635,0.66182065,1.0514386,0.5209005,0.98332995,1.1157274,1.2178051,0.9268519,1.0272744,0.7185755,1.2084943,1.2337708,1.1157864,1.1020999,0.915878,1.3924053,1.1143386,0.48439085,1.2955761,0.53660965,0.68464375,1.1474812,1.2315447,1.1421996,1.0783343,1.0856968,0.87019575,0.8852816,1.2057148,1.4014921,0.9217679,1.1914966,0.87761253,0.7041053,1.1358669,0.44264734,0.7848979,1.257695,1.35006,0.36880088,0.96914613,0.97815335,1.2020003,1.299547,1.2197068,0.9066709,0.66575134,1.1942488,1.4002979,0.72173274,1.3788619,0.357705,0.82676214,0.5169164,0.57036763,1.0399529,0.76770884,1.2406166,1.1570544,0.9735555,0.99824584,1.2400231,0.72077453,0.632668,0.7981137,1.0508654,0.90194535,0.9447252,1.2064284,1.2623688,1.281099,1.4407277,1.2647758,0.44144976,0.5059608,1.035033,0.9307102,0.722861,1.145417,1.0402577,0.94275147,0.7696341,0.84189093,0.9022004,0.49055254,0.97668666,1.2584238,1.0558392,0.8377791,0.8505496,1.2362808,0.7439175,1.4318807,0.88012457,1.2069578,0.0,1.221165,0.68074524,1.282549,0.6188876,1.3477764,0.54693997,1.0014346,1.1249564,0.31233168,1.2972317,0.8280694,1.0727518,1.3656008,1.4619336,0.5985935,0.78152597,1.2935613,0.8288769,0.5552907,0.7024467,1.2315638,1.1463714,1.2689831,0.58844256,0.5212506,1.0620017
shower,0.8151709,1.3207536,1.3677102,0.66859865,1.2799873,1.3570874,1.1933982,1.135769,0.39873636,0.9771343,0.51666373,1.2695484,0.53484714,0.8997413,1.1384128,0.6866336,0.6479537,0.99638367,1.2548195,1.2675227,0.87053883,1.3166466,1.234579,1.13599,1.097798,1.0718732,0.9948677,0.7771683,0.6776464,1.143821,1.10296,0.4757144,0.85697484,0.953151,0.90824926,1.1866442,0.6007788,1.0169675,1.3379883,0.42745852,1.2606864,1.123764,1.0774387,0.8667755,1.0703014,0.5804983,0.7801372,1.2371364,1.2988327,0.6758702,0.90146714,1.2459686,0.8616458,1.1983192,1.2678436,1.1525667,1.1992049,1.3093859,0.9412569,0.73667634,1.3009859,1.2224017,1.4093707,0.9692296,1.0615599,1.053131,1.2321535,1.208187,0.8275738,0.67148834,1.0378162,0.71166253,1.187775,0.8229573,1.1575878,1.186882,1.2506602,1.2296541,0.9676388,1.107373,0.88482094,1.2195073,0.90727794,1.3084347,1.2867823,1.2731031,1.2051713,1.2917323,0.6882447,0.8958833,1.0287285,0.75728047,0.8813934,0.7644651,1.2925916,1.2810539,0.8981168,1.1467695,1.2220026,1.1034805,0.88266456,1.1715746,1.2051822,1.3080903,0.9775723,1.2949888,0.61742663,0.7133902,0.96376115,1.1353732,1.2724413,0.999627,1.1359506,0.7320833,1.1832759,0.9281442,1.221165,0.0,1.0309688,0.54441494,1.3810661,0.5891764,1.2988051,1.0539527,1.1541926,1.297109,0.861006,1.3388379,0.8419096,0.68534315,0.5555993,1.284143,1.3278499,0.9988885,1.217576,1.296112,1.2686565,0.91122353,0.7587005,0.7831071,1.0237908,1.3447096,0.63401926
sink,1.3468266,0.75242615,0.79257375,1.2980055,1.0460138,0.6962898,0.8624692,0.6353613,0.85637516,1.1668291,1.2797244,0.43057907,0.81255984,1.3629801,1.1423295,1.3383198,0.9731526,0.925375,0.62452525,0.53186256,0.825965,0.6774482,0.52224207,1.2428916,0.40500212,0.7687743,1.229832,1.1863031,0.6359047,1.1403457,0.8247535,1.0099756,1.1828394,1.0503647,0.970537,0.6533669,1.1605928,0.90001446,0.6541278,1.0291967,0.5670771,1.0521705,1.0825533,1.2635269,1.3549498,0.8600071,0.56016076,0.9165976,0.95345163,1.197985,1.3212842,0.877112,1.104127,0.89136523,0.915801,1.1380994,0.6952443,1.0064906,1.2443392,1.1938779,0.79192114,1.1191112,1.0139176,1.1721115,1.1844144,1.1356077,0.9830022,1.0438584,1.045723,1.2939819,0.8836521,1.2678132,0.5625101,0.9033906,0.46696758,0.6295558,0.8465748,0.790812,1.2544328,1.3241304,1.0499462,0.8755766,1.3373203,0.84807074,0.49603617,0.7844085,0.9979131,0.9303958,0.81381655,1.2325274,1.2602081,1.1219423,1.1100268,1.2203791,0.5774455,0.62581694,1.1951228,1.1082829,0.54127485,1.0779798,0.96537244,0.743175,1.0676459,0.9196628,1.0439309,0.6159644,0.7597926,1.2556592,1.2761331,0.98266464,0.8936496,1.2361038,1.0628618,1.389504,1.1333284,1.0967141,0.68074524,1.0309688,0.0,1.1566112,0.6902547,1.3025389,0.6683815,1.1679298,1.0383608,0.6049917,1.1393638,0.8276949,1.1205206,1.3267959,1.2841012,0.687997,0.8698268,1.0866712,0.85054487,0.5188615,1.0724344,1.0755694,1.0870472,1.1127503,0.6114876,0.77939236,0.88028365
slide,0.6286558,1.3494521,1.4463625,0.49324536,1.2993034,1.4812984,1.2775981,1.1297348,0.51890993,0.8304701,0.4591145,1.3343885,0.628747,0.68788815,1.0775646,0.4923241,0.4941255,0.8301686,1.4047611,1.3423624,0.68756217,1.4673866,1.2074152,1.0935507,1.3293225,1.0442526,0.90481985,0.6953652,0.86329293,1.0989022,1.2041942,0.55013806,0.8409257,0.8730266,0.8297021,1.313951,0.48878992,0.9680514,1.42155,0.5295937,1.3410857,1.1781132,0.93225133,0.7630404,1.0074946,0.9491732,0.7724025,1.3480234,1.3797399,0.6998408,0.84119165,1.3316648,0.8463131,1.1669621,1.3106712,0.9711222,1.3208914,1.3265805,0.94079345,0.7216754,1.4267808,1.0309798,1.2551953,1.0323575,1.091951,0.9918629,1.2987446,1.2472104,0.81259614,0.53429633,1.1448082,0.48506856,1.3542335,0.97067374,1.4385948,1.3954103,1.2526755,1.3378159,0.7814968,0.89681745,0.9680963,1.2898817,0.77343655,1.4062322,1.2543557,1.3873067,1.298318,1.3695629,0.6942969,0.878752,0.8689499,0.6642121,0.6583073,0.8194357,1.4671453,1.4848192,0.8520577,1.1254823,1.2011458,1.0785624,1.0519763,1.1632719,1.1921766,1.3803302,0.66434395,1.180052,0.7799128,0.60825,0.84570193,1.2034967,1.2987741,0.8043437,1.1014712,0.6258936,0.9299631,0.854607,1.282549,0.54441494,1.1566112,0.0,1.4531393,0.5310375,1.3243635,0.81421906,1.1421875,1.474421,0.9993683,1.3429102,0.7802628,0.62610257,0.4409734,1.3407946,1.4470978,0.92027396,1.2588997,1.338386,1.2502385,0.7565175,0.78448784,0.79057527,1.3106236,1.4026525,0.8317958
slipper,1.4430113,0.32793278,0.39225185,1.3051834,0.7765376,0.4144196,0.7055406,0.9965186,1.410342,1.0742347,1.4901346,0.39818132,1.2997191,1.2202244,1.166353,1.4922092,1.3993008,1.2043774,0.5336531,0.67954445,1.415283,0.5704019,0.8041042,1.1881735,0.6263348,1.0647516,1.2894051,1.298132,1.1216137,1.1866543,0.8710402,1.3805209,1.1396732,1.2451104,0.9878727,0.57431746,1.329718,1.1171781,0.41540658,1.520118,0.5825962,1.0349793,1.3172905,1.3478291,1.1151171,1.1824957,1.2395968,0.3192495,0.6682037,1.1301697,1.1293025,0.34329015,1.3133981,0.6730405,0.8877562,0.81723666,0.69796634,0.7414905,1.2299851,1.3569324,0.32709384,0.79353803,0.81415045,0.8748496,1.10637,0.8814075,0.455374,0.9459787,1.2476908,1.3654054,1.1044623,1.2333629,0.6982518,1.1992047,0.4919647,0.5377624,0.78054494,0.70902663,1.4331703,1.0171449,1.1040751,0.40039933,1.3128246,0.26928115,0.77998674,0.3081516,0.32610726,0.62657213,1.3488503,1.174408,1.0423036,1.122072,1.4212304,1.1899921,0.36656368,0.38109934,1.244983,1.1072776,0.670281,1.2217731,1.2285471,1.0969032,0.9760531,0.6244079,1.2625072,0.6654743,1.280306,1.3243041,1.1899276,0.8363408,0.85728824,1.2460655,1.0549558,1.3800111,0.7834523,1.0094628,0.6188876,1.3810661,0.6902547,1.4531393,0.0,1.4564693,0.44473386,0.9954831,1.2086684,0.5018976,1.2381839,0.52642775,1.2455161,1.279115,1.6272739,0.67791545,0.16468263,1.1385603,0.6687937,0.626743,0.93978965,1.5276965,1.2181101,1.3401248,0.7617132,0.2398181,1.3123231
snow,0.4966423,1.3908044,1.4343662,0.5525209,1.2450953,1.43767,1.2418716,1.2377802,0.64876175,0.85534555,0.44292438,1.3139379,0.7840971,0.69990647,1.0609903,0.34158337,0.65496397,0.8717528,1.3535497,1.2887063,0.89384615,1.361007,1.400543,0.9247718,1.4331584,1.1341739,0.8065573,0.63191074,1.1072757,1.0521864,1.0709575,0.8185092,0.91453344,1.0473061,0.75530994,1.3374127,0.6203784,0.86097443,1.3404132,0.69875574,1.416022,1.1959164,0.95524603,0.74511826,0.9262843,1.0513924,0.9642139,1.2912358,1.3220342,0.7317555,0.8475479,1.2983679,0.90001595,0.9336695,1.1525518,1.1008366,1.3784231,1.2095492,0.82854664,0.79991317,1.3375629,1.1014109,1.0817636,1.028693,0.98807395,0.9771771,1.2554259,1.2319361,0.7794452,0.6677443,1.1736593,0.57809645,1.3913836,1.0801532,1.3802776,1.3488948,1.2295027,1.3457831,0.82292444,0.89841104,1.0320615,1.19048,0.5925907,1.2813478,1.2553401,1.3884356,1.2080086,1.3357484,0.9402313,0.57015157,0.80006564,0.8397614,0.64130855,0.76546884,1.3675343,1.3769886,0.84056485,1.0619779,1.200756,1.0404712,1.0539795,1.1741189,1.1722511,1.3739345,0.9319445,1.3154243,1.0054151,0.374416,0.93846524,1.099597,1.2738155,0.8247872,1.0471281,0.62657773,1.1097885,1.0007201,1.3477764,0.5891764,1.3025389,0.5310375,1.4564693,0.0,1.3310735,0.90386176,1.085932,1.4767914,0.91639024,1.3262427,0.94140524,0.7362938,0.43042773,1.3326243,1.3966562,0.8579404,1.0982373,1.2511227,1.1932193,0.7921289,0.7401966,0.8054122,1.323581,1.4332757,0.88388586
soap,1.3100415,0.6274137,0.5355204,1.3897499,0.7639048,0.5515077,0.59763235,0.80385065,1.3097281,1.0690244,1.4081405,0.6240698,1.3298774,1.3149965,1.0920908,1.3971152,1.2683259,1.0692084,0.5189236,0.65298283,1.1609398,0.6228545,0.72011846,1.0521014,0.57054454,1.0322733,1.1815559,1.1835175,1.0557889,1.0521147,0.7539915,1.3018993,1.17011,1.1896201,1.105429,0.78541577,1.3182759,0.96376103,0.52350163,1.3632119,0.56027484,0.9603712,1.2064513,1.1680961,1.0729929,1.0816104,1.2012608,0.7294842,0.6942534,1.2652519,1.2456496,0.749004,1.213725,0.74258995,0.7394763,1.0006139,0.70646656,0.7117458,1.1536903,1.305585,0.5107352,0.9588452,0.8926159,1.0960827,1.1431792,1.1534084,0.82748437,0.88878286,1.2668009,1.3485503,0.83972174,1.4231887,0.6730728,1.1401346,0.49379498,0.5709531,0.93371475,0.7106301,1.2264848,1.1201663,1.0899509,0.8439733,1.2431662,0.5686687,0.5831213,0.7864753,0.7840177,0.7041373,1.1536031,1.0461022,1.2805045,1.3206513,1.1918458,1.2102633,0.5089833,0.5237562,1.2106936,0.8559803,0.7538695,1.0518513,1.1089694,0.94871974,0.8946922,0.69900113,1.1545593,0.6003648,1.1350092,1.2688308,1.0172856,0.93120074,0.8060078,1.2931917,1.0180416,1.3797503,0.95342034,1.3022703,0.54693997,1.2988051,0.6683815,1.3243635,0.44473386,1.3310735,0.0,1.0339433,1.0780158,0.582816,1.2029129,0.80858624,1.2177956,1.3077571,1.4533029,0.62974596,0.5611902,1.1984065,0.82664055,0.57253337,0.81381464,1.3219181,1.123977,1.2143692,0.7021788,0.569768,1.1906003
sock,0.7523106,0.91974616,1.2933111,0.7533879,1.172868,1.2305005,1.158917,1.1997199,0.8461673,0.9500263,0.80947113,1.2219886,0.88483495,0.70617384,0.9317427,0.68557674,1.0677224,1.0710138,1.3136722,1.3494661,1.0133518,1.3274705,1.045425,1.0442626,1.1649545,1.1698447,1.0009853,0.85080755,0.9316317,1.0309584,1.2731467,1.002712,0.9480301,0.9090646,0.9181727,1.3207078,0.81942594,0.9972971,1.252295,0.95110404,1.2196083,1.0460885,1.0240072,0.86618954,0.88646656,1.0375466,1.0418184,1.0934815,1.2002271,0.7600687,1.0334255,0.9867769,1.02167,0.95044243,1.1667941,0.38289118,1.1637408,1.1101604,0.9319932,0.9209609,1.2794455,0.30349267,1.0651424,1.0753797,1.0392326,0.75679183,0.9911575,1.1684406,0.81333166,0.9033185,1.1315875,0.6437175,1.1750376,0.94810885,1.3115351,1.2867614,1.1342201,1.1458534,0.9764119,0.2669701,0.9649978,1.19972,0.7878256,1.3105372,0.9084115,1.0863531,1.1329267,1.270726,1.0724624,0.9455779,0.665612,0.67303777,0.78386605,0.850789,1.2868528,1.2386432,1.0221534,1.0534265,0.8381882,1.0822355,1.0491116,1.2122623,1.1266173,1.2717599,0.6638155,1.150855,1.0855539,0.80221915,0.9737985,0.9849061,1.1706222,0.7388836,1.008102,0.8612384,0.29217315,0.72416306,1.0014346,1.0539527,1.1679298,0.81421906,0.9954831,0.90386176,1.0339433,0.0,1.146875,1.2676864,0.9103127,1.1595404,0.77890074,0.8759371,0.9552562,1.2752602,1.0580152,0.80693936,0.96740675,0.9634189,1.0999744,1.0484427,1.1428996,1.0600008,1.1108178,1.1246738,1.1136553
soup,1.1046971,1.115602,0.9577095,1.2322015,0.8140333,0.9387192,0.9457509,0.9713768,1.095578,1.0922736,1.2128466,1.1457436,1.2432172,1.2260448,0.8883267,1.1660787,1.0460346,1.0798948,1.0086799,0.611284,1.0031917,0.5671298,0.9156519,0.96635133,1.0976748,1.0367899,0.93330306,1.1400689,1.2655996,0.2693864,1.023708,1.1548955,1.1709867,0.9702728,1.1124275,1.0418662,1.2805338,1.0139948,1.0828044,1.21987,0.9518481,0.8516493,0.6324679,1.0352259,1.1243466,1.1320705,1.0645041,1.1853021,0.7518164,1.1804601,1.005345,1.1516354,1.0680349,1.0713544,0.9871731,1.1449726,0.92619896,0.96557987,0.9964143,1.0234586,1.1983048,1.2327225,0.8598282,1.1400859,0.4012202,1.1328331,1.2173715,0.93380076,0.95360756,1.1808571,0.81228566,1.2854505,0.9096102,1.1645408,1.0765402,1.0126393,0.61794555,0.7384651,0.54045194,1.1291451,1.2119306,1.0901989,0.99941254,1.1109014,0.9171966,1.1566641,1.1247325,0.76464623,1.0226252,1.0953827,1.2347468,1.2866695,1.0126194,1.1545036,1.1544185,1.1686432,1.0220865,0.8670404,1.1687104,0.44634426,1.047707,0.26100147,0.9794896,0.77773976,1.1852626,1.1554246,1.0649463,1.0955466,1.0631309,0.74577963,0.42228615,1.1885604,0.90827775,1.2117076,1.1226004,1.219503,1.1249564,1.1541926,1.0383608,1.1421875,1.2086684,1.085932,1.0780158,1.146875,0.0,0.91345686,0.99046475,0.91744286,1.2032698,1.2636623,1.0577636,0.82785213,1.1588726,1.0246936,1.1065515,1.0370197,1.0236247,0.60433364,1.0657773,1.1328561,1.1875528,1.2094988,1.0669549
