,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.5987603,1.4103584,1.5212812,0.5343489,1.2975335,1.4935081,1.4118253,1.1686351,0.47872317,0.9697186,0.0,1.3822942,0.41772425,0.5594478,1.1631525,0.2502607,0.68232554,0.87316126,1.4524403,1.4667609,0.74147666,1.5012523,1.3746169,1.1530769,1.3339599,1.1289686,0.9517264,0.68050456,0.7075192,1.1968161,1.2175081,0.5605122,0.7920562,0.8977216,0.9079846,1.3073614,0.30417663,0.942147,1.531823,0.29371738,1.4739968,1.2659291,1.0385942,0.7368634,0.75537455,0.7311106,0.75779545,1.334304,1.3466527,0.71892345,0.75693583,1.302302,0.79755247,1.2550913,1.3309526,0.90378964,1.4064674,1.367493,0.854288,0.7771682,1.4628634,1.0080913,1.3374898,0.9919783,1.0968921,0.9754034,1.237312,1.3139817,0.7615116,0.5644557,1.1343453,0.44767523,1.4672204,0.78850543,1.3996294,1.3904711,1.2883997,1.4937494,0.78356,0.8042816,0.89500165,1.2808918,0.6988967,1.4120129,1.2379289,1.3670204,1.2495179,1.3946947,0.7209054,0.8800914,0.6825115,0.6358504,0.6886697,0.55555457,1.5130805,1.4982969,0.92621446,1.100579,0.9749537,1.0815182,0.9651485,1.2715025,1.226017,1.4192581,0.697183,1.3225462,0.8294632,0.58232486,0.9618823,1.2399638,1.4044354,0.75053924,1.2216455,0.5287312,0.9690121,0.8267139,1.4047837,0.51666373,1.2797244,0.4591145,1.4901346,0.44292438,1.4081405,0.80947113,1.2128466,1.5729158,0.8892988,1.4682844,0.67499465,0.57926697,0.39751732,1.4609703,1.4187601,0.77318406,1.2868304,1.2849139,1.2764481,0.87091196,0.7684729,0.7231287,1.2238578,1.458998,0.70745564
belt,1.3639008,0.5721593,0.47396064,1.3170056,0.9129965,0.41470718,0.79507357,0.808464,1.2697532,1.0853448,1.3822942,0.0,1.1526992,1.242418,1.1197848,1.406738,1.2493234,1.0129169,0.37322724,0.5043057,1.2184801,0.5972023,0.65083075,1.1012536,0.37905687,0.90297335,1.2477627,1.1859152,0.9574528,1.2151673,0.59406793,1.2328916,1.1911609,1.1978235,0.95656866,0.53207254,1.2770901,1.0121477,0.33488125,1.3618858,0.43981016,1.0055048,1.2702185,1.3074983,1.270645,1.0930698,0.9693811,0.6068632,0.82963884,1.23662,1.2466121,0.6881449,1.1697756,0.65289366,0.83083487,1.1170902,0.663484,0.78518784,1.2868326,1.4200503,0.44118035,1.0676339,0.8902665,1.1243143,1.281857,1.1664885,0.78850996,0.90681744,1.2679414,1.3409008,1.0614467,1.2443774,0.61954707,1.0988065,0.30066872,0.32640278,0.8500601,0.8446708,1.342502,1.2939487,1.1442314,0.6099365,1.3444965,0.39707315,0.5984838,0.5523952,0.7165858,0.7874513,1.0902102,1.1535621,1.116535,1.175153,1.3666945,1.314997,0.28936964,0.4136898,1.167453,1.1177397,0.480233,1.2087232,1.1000745,0.9512695,0.95175344,0.7715024,1.2090153,0.5637358,1.0551579,1.2301661,1.2852671,0.98984236,0.875219,1.242412,1.089502,1.3725102,1.1548212,1.1024086,0.58835936,1.2695484,0.43057907,1.3343885,0.39818132,1.3139379,0.6240698,1.2219886,1.1457436,0.47246033,1.347656,0.6236005,1.2526448,1.322968,1.5134103,0.6222092,0.5785559,1.139218,0.7414664,0.41590595,0.9780682,1.4302973,1.0601226,1.2100085,0.56037515,0.4455096,1.0395895
bench,0.7465484,1.2279966,1.4724455,0.64412034,1.3312099,1.4177521,1.2960138,1.0370584,0.29293513,1.0136554,0.41772425,1.1526992,0.0,0.80815685,1.2038552,0.52789056,0.6398414,0.96777767,1.3757722,1.3801233,0.66327673,1.3323495,1.1954298,1.2321756,1.0442826,0.949609,1.0914859,0.66861385,0.26110345,1.266417,1.2684442,0.5431936,0.7443361,0.86092395,0.8600136,1.0444849,0.2810557,0.86515963,1.4631542,0.3030393,1.3612224,1.2655561,1.0986594,0.8001009,1.1299081,0.5374478,0.42014492,1.2420391,1.3230658,0.78962755,0.8807069,1.2297164,0.9161206,1.2532359,1.3514249,1.0234014,1.3096818,1.4323525,0.93119484,0.7854589,1.4069399,1.0262976,1.4309663,0.89782333,1.149437,0.98250824,1.14067,1.3165505,0.69986105,0.689219,1.1920714,0.48029512,1.3066975,0.638478,1.2254733,1.2615697,1.1493487,1.3340064,0.98056084,0.9891158,0.71806395,1.2270358,0.9416188,1.4263275,1.0960386,1.1757548,1.1299419,1.3157759,0.6608286,1.0087181,0.9436829,0.42369306,0.7278788,0.7149701,1.4077673,1.3923459,1.0050659,1.2525861,0.81576526,1.1764277,0.83702254,1.2481017,1.264538,1.3143703,0.6367763,1.2014613,0.6827456,0.7946323,1.077704,1.2548568,1.3600998,0.78762007,1.2851946,0.7386253,1.0258415,0.6330711,1.2795763,0.53484714,0.81255984,0.628747,1.2997191,0.7840971,1.3298774,0.88483495,1.2432172,1.4251785,0.9115149,1.2855526,0.55494124,0.6376438,0.552872,1.4728543,1.338659,0.9187706,1.307522,1.1424329,1.4209003,0.9537545,0.91309905,0.85574406,1.0183476,1.3940188,0.74105954
bib,0.67150104,1.1917033,1.2478201,0.5939701,1.2186244,1.3003958,1.4187908,1.3006788,0.78574944,0.94938046,0.5594478,1.242418,0.80815685,0.0,1.1220804,0.4411683,0.9231647,0.8070458,1.3890586,1.4388505,0.9068668,1.4293954,1.3163016,1.0201994,1.3798623,1.1106001,0.9036275,0.7512682,1.0321405,1.2080953,1.1499238,0.8547288,0.80434096,0.9783285,0.8751866,1.1949432,0.6385409,0.9874169,1.3658464,0.7843424,1.4022155,1.2606671,1.0342624,0.8207711,0.65834624,1.018409,1.0405574,1.0872554,1.2117535,0.81927466,0.62516135,1.0746391,0.82309943,1.1282265,1.2103829,0.6481571,1.4441241,1.1073574,0.82163954,0.7857905,1.375757,0.7558419,1.033169,0.83330667,1.0742185,0.8027318,0.97503567,1.230278,0.92047167,0.5026976,1.3036106,0.48622912,1.5219963,1.0460352,1.4139272,1.3168906,1.2430121,1.3626821,0.92103183,0.5851406,0.9618134,1.1252453,0.75737333,1.2015979,1.2313635,1.0696977,1.0849668,1.3213038,1.0827602,0.80667734,0.25623214,0.6164082,0.61712104,0.62799263,1.3836312,1.3716902,0.8830263,1.1497109,1.0376124,1.1421126,1.0412109,1.2842844,1.1422107,1.3561134,0.77398175,1.354229,1.1470253,0.749204,0.92892176,1.2292516,1.3409218,0.64488524,1.1356956,0.3483621,0.79735017,0.6516256,1.4449354,0.8997413,1.3629801,0.68788815,1.2202244,0.69990647,1.3149965,0.70617384,1.2260448,1.4921507,0.9018369,1.1933079,0.77899474,0.5476544,0.63995135,1.3916162,1.2031995,0.7304819,1.08474,1.2336211,1.1948615,0.9747457,0.9533504,0.8042301,1.3530078,1.238995,1.0210145
bird,0.918507,1.0548302,1.0376524,1.0984505,0.97543395,1.0413122,0.9168788,0.9871786,1.1421534,1.0625671,1.1631525,1.1197848,1.2038552,1.1220804,0.0,1.1075393,1.0829713,0.9105654,1.0868282,1.0636047,1.0891976,1.0398811,0.9737467,0.5725378,1.1015038,0.93600404,0.82960093,1.0138727,1.13692,0.8757858,0.96121335,1.0211267,1.090634,1.0384502,1.0215653,1.151506,1.1812223,1.0608183,1.0054747,1.1407087,1.0603498,0.31754524,0.8944515,1.0049304,0.9243951,1.1065638,1.0294274,1.1839993,1.0118277,1.2120466,1.111221,1.2092443,0.93808085,0.9106147,0.8364298,1.1297035,0.8546784,0.7553979,1.1038188,1.0785384,1.0301583,0.99478346,0.9712435,1.1638199,0.9989578,1.0910069,1.1419225,0.4716195,0.9690501,1.1230314,0.91490215,1.1087962,0.8002257,0.9202912,1.0794162,1.0475281,1.1151209,0.7705797,1.0070947,1.0515671,1.029936,1.2619472,1.1142241,1.1964793,0.9772443,1.0736327,1.1942177,1.01698,1.0879134,0.9538462,1.1118478,1.1605452,0.9654356,1.2253587,1.0370014,1.0413585,0.8440429,0.8882293,1.0602595,0.9465355,0.9128744,0.9436129,0.645931,0.95779717,0.9131447,1.0401813,1.0360537,1.1175532,0.7097188,0.93032384,0.72525513,1.0910289,0.7792163,1.1404836,0.9568898,1.0834606,0.82216024,1.1384128,1.1423295,1.0775646,1.166353,1.0609903,1.0920908,0.9317427,0.8883267,0.8249432,0.98587775,0.86921513,1.1054333,1.1322134,1.1104007,0.99130833,1.1921498,1.0806336,1.0237743,1.0259895,0.8365651,0.9040895,1.0879182,1.0300938,1.0574284,1.123326,1.0389466
blanket,0.37476194,1.3900766,1.5671015,0.50280046,1.3222729,1.5659069,1.3419495,1.2389243,0.55218357,0.83347744,0.2502607,1.406738,0.52789056,0.4411683,1.1075393,0.0,0.7552178,0.9013078,1.5234396,1.4978232,0.8592958,1.4724162,1.4317603,1.0119442,1.4522007,1.1258941,0.8980564,0.5190281,0.8789732,1.1584783,1.2145233,0.69935864,0.8154319,0.97637874,0.71362376,1.3233609,0.39670396,0.74990225,1.531235,0.51151574,1.5633581,1.271018,0.9650673,0.70178235,0.8383633,0.9226859,0.86027485,1.3585591,1.3809242,0.677443,0.78863543,1.3591863,0.8197354,1.0347773,1.291573,0.8743704,1.4780009,1.329572,0.81058896,0.78287613,1.5120859,0.9082178,1.2127224,0.9146574,1.1040328,0.9672512,1.1637802,1.3050866,0.77554774,0.55428356,1.2846119,0.35039365,1.5188525,0.95107514,1.5110722,1.439321,1.2626746,1.4574854,0.8161261,0.6915958,0.9189121,1.3211842,0.48116165,1.4399335,1.2293565,1.3557642,1.2944007,1.4226558,0.8952476,0.52623314,0.5819886,0.5656549,0.56104475,0.554452,1.5343995,1.5401676,0.8783236,1.1521971,0.9683165,1.0599786,0.9589845,1.294055,1.2457521,1.4365464,0.6167573,1.3633467,1.0243621,0.278894,0.9350555,1.2746344,1.3733807,0.6044942,1.2182797,0.48043966,0.89083946,0.7366707,1.442159,0.6866336,1.3383198,0.4923241,1.4922092,0.34158337,1.3971152,0.68557674,1.1660787,1.6145079,0.92353845,1.4084563,0.73158926,0.5841784,0.47695476,1.5377074,1.4873807,0.8082143,1.2573118,1.197808,1.3537886,0.903999,0.81168485,0.7624086,1.3529458,1.4857168,0.8578568
boat,0.8083837,1.2996508,1.3227501,0.75070506,1.1845222,1.3480483,1.2339294,0.9081465,0.613962,1.0368986,0.68232554,1.2493234,0.6398414,0.9231647,1.0829713,0.7552178,0.0,0.78582615,1.2824602,1.1351871,0.5032135,1.2682378,1.054572,1.0106632,1.1682215,0.82996565,0.9066205,0.88363916,0.84265184,1.0893604,1.0841609,0.683114,0.9209126,0.80393183,0.9636162,1.0968678,0.68036795,0.95920205,1.3420638,0.56602776,1.2129679,1.14059,0.90960157,0.8912491,1.1079723,0.9267917,0.60846496,1.3113381,1.249789,0.8494756,0.97688085,1.3306631,0.81254137,1.2212662,1.2147017,1.1386114,1.2355149,1.2078116,0.88664293,0.7488992,1.34636,1.2396109,1.2249061,1.0825583,0.9641551,1.1195589,1.2221965,1.2095981,0.771879,0.7824117,0.99547124,0.7873814,1.2071095,0.92230177,1.2660172,1.284929,1.154281,1.188723,0.8758478,1.1224248,0.96815014,1.1883043,0.97414863,1.353899,1.0982474,1.35029,1.2698524,1.2527328,0.7073118,0.99634504,1.0868472,0.8610331,0.672443,0.91979086,1.3432304,1.3339103,0.9331836,1.0585427,1.1478444,0.9789732,0.9672036,0.9738837,1.2022723,1.277442,0.751306,1.0351099,0.749267,0.8184675,0.9154085,1.1050977,1.2308345,1.0440543,1.0171392,0.8219399,1.1321007,0.96762824,1.223979,0.6479537,0.9731526,0.4941255,1.3993008,0.65496397,1.2683259,1.0677224,1.0460346,1.335216,0.9339597,1.2713733,0.80141366,0.81288546,0.5022253,1.139261,1.4120784,1.0194601,1.2924907,1.2366827,1.0890591,0.6445414,0.8270745,0.6953844,1.1876551,1.3873266,0.8704706
book,0.9366598,1.1211652,1.0939894,0.9454909,1.1608723,1.1582935,1.1250997,0.749876,0.9950319,1.1606677,0.87316126,1.0129169,0.96777767,0.8070458,0.9105654,0.9013078,0.78582615,0.0,1.0305042,1.0497499,0.44858325,1.132575,0.9984517,0.7688094,1.1223035,0.7829908,0.83790123,1.1208757,0.94809335,1.1082685,0.8694968,0.93938816,1.0401051,1.0783764,0.95570296,0.96164405,0.8888303,1.0085825,0.9767966,0.88061464,1.0363616,1.034316,0.9495882,1.0710077,0.8529937,1.0805087,0.85377854,1.1762218,1.2101712,1.1575351,0.9836271,1.1774938,0.6912189,1.0482117,0.9422455,0.9965276,1.020338,0.8934203,0.97867566,0.9608793,1.221676,1.101732,0.81362563,1.1666399,1.0856807,1.0543376,1.1667913,0.98057675,0.92668194,1.0081941,1.1513898,0.91458786,1.0430356,0.9324232,1.1087476,1.0584972,1.090412,1.0927155,0.8927839,1.0861332,1.0448982,1.0797554,1.0971777,1.1312488,0.97098774,1.176869,1.2404509,1.1766036,0.9967182,1.0751752,0.92750406,1.0735662,0.4736749,1.1095546,1.03427,1.054265,0.9329579,0.9811152,0.9538111,0.9600526,0.9951588,0.95997834,0.9841948,1.1964467,0.96985173,1.0232165,0.9431321,1.053797,0.8433319,1.1196288,1.1805825,1.0826358,0.9160146,0.98434716,1.0649246,1.0954225,1.1920618,0.99638367,0.925375,0.8301686,1.2043774,0.8717528,1.0692084,1.0710138,1.0798948,1.1154022,1.1145153,1.0336187,1.0020207,1.0180478,0.6781211,0.9821242,1.2490041,0.82171154,1.0207938,1.0233201,0.8272384,0.7732943,0.91583306,0.57889944,1.0591046,1.1819084,0.89477724
bottle,1.5120595,0.7297858,0.4306481,1.4536767,0.7732868,0.2874514,0.59153444,0.666433,1.4246926,1.129677,1.4524403,0.37322724,1.3757722,1.3890586,1.0868282,1.5234396,1.2824602,1.0305042,0.0,0.27659714,1.1584642,0.6109966,0.49134457,1.0338243,0.34498692,0.93415475,1.1720033,1.3576343,1.0733149,1.0274854,0.5966171,1.2549081,1.2679778,1.1361406,1.1042352,0.73010236,1.4045115,1.0072696,0.29282564,1.3886945,0.13415575,0.9126477,1.1890497,1.309519,1.1816257,1.0662557,1.1862929,0.7200041,0.7398946,1.2840319,1.2559227,0.88570505,1.2049835,0.791614,0.6187132,1.2172384,0.58706075,0.80061036,1.272555,1.3184907,0.36166322,1.2583423,0.7829431,1.1505277,1.1867653,1.3266943,0.85495746,0.8262379,1.4303625,1.4124713,0.6866813,1.4877403,0.6118852,1.0743647,0.29841667,0.3187014,0.9415449,0.7456833,1.1918538,1.3855028,1.1318194,0.7679204,1.3513536,0.3120041,0.60079473,0.80630183,0.9313865,0.6474618,1.0341365,1.2107432,1.2902174,1.4174538,1.4189184,1.2808105,0.28062487,0.38141173,1.1765301,0.89399624,0.7500504,1.113473,1.0157549,0.82049686,0.888761,0.6184478,1.2619303,0.516478,0.92593914,1.3226459,1.1718142,0.9888478,0.8183461,1.3267076,0.97988755,1.4402554,1.2432115,1.3280073,0.53432035,1.2548195,0.62452525,1.4047611,0.5336531,1.3535497,0.5189236,1.3136722,1.0086799,0.44453406,1.2486079,0.7889594,1.3071576,1.4087129,1.502077,0.43131715,0.6455079,1.2473276,0.76761764,0.39271212,0.7499074,1.2910842,1.0540301,1.2074537,0.45885146,0.55284876,1.0483483
bowl,1.5032666,0.84318626,0.45623797,1.5053785,0.6755795,0.37957144,0.6652855,0.6692511,1.3606334,1.2022011,1.4667609,0.5043057,1.3801233,1.4388505,1.0636047,1.4978232,1.1351871,1.0497499,0.27659714,0.0,1.0893826,0.42186046,0.4299718,1.0580261,0.53900945,0.90729576,1.087494,1.4035716,1.2058144,0.7040833,0.6676576,1.3295171,1.3508704,1.0646739,1.1026492,0.7060789,1.4670427,1.0015985,0.43585545,1.4449894,0.21807837,0.94975406,0.85375166,1.3223847,1.251637,1.2613493,1.0999115,0.87994516,0.61867064,1.3580563,1.2835944,0.98749876,1.1728505,0.7994555,0.64622015,1.3272539,0.5978822,0.7787502,1.2052708,1.3336476,0.5538779,1.3763901,0.6683281,1.2698781,0.8917061,1.3405124,0.98598766,0.8909891,1.2779257,1.4548231,0.66368616,1.5423883,0.6048482,1.2000959,0.44429785,0.49749863,0.71567905,0.65674007,1.0019467,1.4514561,1.2823304,0.8030448,1.2802677,0.47770786,0.5580864,0.91084415,0.9972335,0.587509,1.0453025,1.1818262,1.3275907,1.5371933,1.3438989,1.375153,0.4538077,0.54086643,1.131612,0.92432725,0.81437504,0.82165885,1.1492332,0.32752347,0.9561156,0.59875035,1.3385842,0.5874024,1.0666244,1.2607625,1.2145928,0.8162347,0.6431438,1.3537219,0.89308745,1.4885465,1.3114078,1.4186879,0.6363564,1.2675227,0.53186256,1.3423624,0.67954445,1.2887063,0.65298283,1.3494661,0.611284,0.4358663,1.1848422,0.73987013,1.4022907,1.4957731,1.375882,0.2961747,0.79479235,1.1979058,0.80848646,0.5124968,0.79730755,0.93185335,1.0718902,1.2211809,0.75736,0.7274089,1.1050123
box,0.9828304,1.2831484,1.2939603,0.9576964,1.1771935,1.2882292,1.2117822,0.5461916,0.675737,1.1984019,0.74147666,1.2184801,0.66327673,0.9068668,1.0891976,0.8592958,0.5032135,0.44858325,1.1584642,1.0893826,0.0,1.259729,0.82850885,0.9823265,0.95636946,0.732403,0.7765682,1.0792458,0.6598437,1.0396332,1.0637918,0.72046673,1.0028416,0.6987496,1.1018177,1.0728014,0.78211045,0.9425357,1.2691052,0.5130726,1.0498873,1.167028,0.74363124,0.97058576,0.94653195,0.7835088,0.49730635,1.3389342,1.2605872,1.1198695,1.0099163,1.3418901,0.7376121,1.3510065,1.0057122,1.0245417,1.2144028,1.1234746,0.891551,0.7850612,1.4194137,1.1053108,0.964371,1.2215616,1.0409644,1.0866706,1.2930883,1.1748862,0.84476066,0.98420995,0.8780587,0.99357533,1.1791362,0.79775333,1.2139006,1.1889049,1.1649485,1.1638181,0.7894133,1.0038445,0.9669457,1.2726963,1.0257511,1.4190131,0.87607104,1.3852363,1.3706626,1.2412485,0.66416836,1.184732,1.0289297,1.0276856,0.5465025,1.0307034,1.3460288,1.3392156,0.94308466,0.9798381,1.0148586,0.9572515,0.9163766,0.9249372,1.1287358,1.2501031,0.678313,0.85149574,0.6994307,1.0781865,0.975812,1.149533,1.1561253,1.001732,0.92808485,0.98494476,1.0312895,1.0341023,1.2732128,0.87053883,0.825965,0.68756217,1.415283,0.89384615,1.1609398,1.0133518,1.0031917,1.3268746,0.9534625,1.2410622,0.8036976,1.0041392,0.5134487,1.0462618,1.459186,0.75274193,1.173246,1.0712013,0.8314166,0.4883836,1.0094796,0.63390446,1.0291371,1.379703,0.88137245
bread,1.3508211,0.6636794,0.48784065,1.4353303,0.642317,0.5629182,0.64914465,0.8278603,1.3429167,1.1652223,1.5012523,0.5972023,1.3323495,1.4293954,1.0398811,1.4724162,1.2682378,1.132575,0.6109966,0.42186046,1.259729,0.0,0.77386343,1.0508657,0.73192376,1.0196208,1.20603,1.2752032,1.1836239,0.64641356,0.7974233,1.3712552,1.2687545,1.1393743,1.1674584,0.42348564,1.4547458,1.0247281,0.5848559,1.515885,0.62443423,0.9629767,0.9490997,1.2761706,1.2484676,1.1719677,1.1521446,0.8143748,0.56043184,1.3231808,1.2709695,0.82139087,1.2341604,0.6942469,0.84350103,1.1409584,0.65690345,0.70226264,1.1914359,1.418333,0.6874816,1.2341568,0.8484771,1.1640533,0.67788845,1.2107371,0.9227965,0.84724355,1.1972065,1.4139599,0.91385245,1.4371821,0.5968538,1.1804947,0.6054115,0.59910274,0.34771478,0.5885309,1.0767672,1.3276336,1.2535845,0.7540047,1.2208258,0.5956743,0.6848117,0.72347015,0.82084787,0.46232402,1.1707468,1.1410867,1.3390033,1.3700056,1.3379753,1.2386336,0.59807605,0.63506204,1.2074281,0.88277,0.77802026,0.58015454,1.2223425,0.48938608,0.8839263,0.4418043,1.3944781,0.804769,1.1805778,1.2616448,1.1389165,0.56628704,0.5519505,1.3402777,1.0557691,1.4746957,1.2074125,1.2273897,0.7824635,1.3166466,0.6774482,1.4673866,0.5704019,1.361007,0.6228545,1.3274705,0.5671298,0.48348707,1.2268711,0.57765937,1.4070859,1.4118874,1.4549631,0.5848947,0.6512582,1.1815189,0.92603934,0.6418109,0.94579405,1.1404711,1.1741612,1.3200886,0.881987,0.7280651,1.206485
bucket,1.4478188,0.7248988,0.67477345,1.4703102,0.858991,0.5667198,0.79740524,0.48667622,1.2034887,1.1824591,1.3746169,0.65083075,1.1954298,1.3163016,0.9737467,1.4317603,1.054572,0.9984517,0.49134457,0.4299718,0.82850885,0.77386343,0.0,1.0518448,0.37153208,0.7592665,1.0687684,1.3712972,0.85809577,0.96710634,0.79856,1.1419232,1.2569053,0.8209416,1.2071912,0.8173702,1.3252165,1.066336,0.65862715,1.2073004,0.21248317,0.89800215,0.9543154,1.2880911,1.1272149,0.9884383,0.9240279,0.92701536,0.8563004,1.2958362,1.3273116,1.0124888,1.0211521,1.0183221,0.73695165,1.05169,0.7219109,0.8702516,1.245789,1.2251899,0.768438,1.0853366,0.8182939,1.2686856,1.1756798,1.2417501,1.0005064,0.8288387,1.2749681,1.3891957,0.4953488,1.4326212,0.6810498,0.906252,0.5379195,0.6202654,0.9557549,0.7482405,1.0334307,1.1917919,1.188256,0.954105,1.3562458,0.8641892,0.50411606,0.9217741,1.0892627,0.83151734,0.97038966,1.2471309,1.218144,1.335996,1.2405095,1.3014408,0.710942,0.76374257,1.1078085,0.97102636,0.62846535,1.0223126,0.9880723,0.6726335,0.88641995,0.78991556,1.0215162,0.41778708,0.824717,1.3646501,1.2017167,0.92863804,0.77421665,1.2446109,0.8938135,1.3986591,1.053939,1.1950771,0.66182065,1.234579,0.52224207,1.2074152,0.8041042,1.400543,0.72011846,1.045425,0.9156519,0.603091,1.1455039,0.81863683,1.1868987,1.380461,1.3544405,0.47157842,0.9268597,1.101904,0.8615992,0.5264667,0.7652397,0.99872404,1.17738,1.08281,0.63999987,0.8326139,1.0072166
butterfly,0.719706,1.081331,1.0051014,1.1087804,1.0054269,1.1021405,0.82381034,0.9514466,1.2566748,0.98079294,1.1530769,1.1012536,1.2321756,1.0201994,0.5725378,1.0119442,1.0106632,0.7688094,1.0338243,1.0580261,0.9823265,1.0508657,1.0518448,0.0,1.1689072,0.9412859,0.7948319,1.0079837,1.1862042,0.87083244,0.8755491,1.1175663,1.0260994,1.0848625,1.0608308,1.0739619,1.0990353,1.0764407,0.96056306,1.156776,1.0511334,0.78401184,0.8119111,0.9505417,0.9230623,1.1846586,1.1627212,1.191989,1.0756702,1.1729826,1.034371,1.2253464,0.9426207,0.83945775,0.7299342,1.065726,1.0184966,0.5940193,0.92043996,1.0367564,1.0425115,1.0375377,0.7693202,1.0991459,0.99106103,1.1625376,1.1395849,0.65624726,1.0821862,1.0614728,1.0642735,1.1260675,1.0465491,1.0641648,1.1195018,1.0657529,1.1102558,0.8404096,0.9775534,1.0793577,1.073743,1.1463286,0.9829824,1.0804485,1.1010168,1.2167791,1.1902874,1.0305003,1.1416614,0.8057602,1.082125,1.2358135,0.85080755,1.1800706,1.0485387,1.0774777,0.92228323,0.8467045,1.1500219,0.9703421,0.75650775,0.948755,0.723189,0.99835396,1.0882615,1.0656455,1.1526861,0.92816913,0.6465171,1.0065628,0.9222842,1.0143958,0.7650495,1.0403792,1.0339832,1.257848,1.0514386,1.13599,1.2428916,1.0935507,1.1881735,0.9247718,1.0521014,1.0442626,0.96635133,1.0221548,0.9946957,0.9584862,1.1233332,1.0702882,0.95121557,0.98358494,1.2123258,0.90908784,1.0233316,1.1054525,0.6952226,0.8291031,1.008268,0.9466641,1.1142405,1.1601089,1.0525334
can,1.4841089,0.69096416,0.68478537,1.4478209,0.9524187,0.44851506,0.7785218,0.5965937,1.0583433,1.1598089,1.3339599,0.37905687,1.0442826,1.3798623,1.1015038,1.4522007,1.1682215,1.1223035,0.34498692,0.53900945,0.95636946,0.73192376,0.37153208,1.1689072,0.0,0.86152726,1.2000406,1.2574466,0.63637674,1.1223636,0.6780156,1.0268708,1.2587135,0.94235766,1.1012926,0.7075052,1.27845,1.0033714,0.5659803,1.0880783,0.29141837,0.9452102,1.1589724,1.2743726,1.251474,0.7050643,0.87362695,0.74061453,0.90919316,1.2202698,1.335526,0.86442417,1.1206572,1.0750029,0.77374035,1.1642749,0.6766143,0.96207845,1.2965963,1.3220454,0.5602627,1.0981748,1.0562665,1.1798834,1.3197403,1.2397673,0.8928833,0.91929346,1.2860243,1.4108899,0.65071994,1.4309078,0.6116189,0.8409516,0.21679282,0.2542401,1.0560535,0.85922563,1.2347806,1.2849897,1.028449,0.8935555,1.3581614,0.6692109,0.39640987,0.7465575,0.94386655,0.8845711,0.815703,1.2842674,1.2907119,1.2237707,1.3736095,1.2328274,0.489393,0.57246894,1.1745855,1.0162863,0.51696277,1.182492,0.9000051,0.88297504,0.97158116,0.8383512,1.0163934,0.48351336,0.6775297,1.3552372,1.307276,1.0189909,0.9054935,1.3346479,1.0748183,1.4120848,1.1108168,1.1303822,0.5209005,1.097798,0.40500212,1.3293225,0.6263348,1.4331584,0.57054454,1.1649545,1.0976748,0.54151136,1.2294704,0.90203154,1.1146812,1.3535409,1.4446644,0.60069567,0.76345325,1.2120308,0.8378093,0.33542705,0.91249883,1.2726423,1.1667084,1.1555891,0.2523167,0.61030006,0.888532
