,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
stick,1.0252366,0.85861546,1.1647868,0.72105145,1.1784859,1.1423967,0.9562757,1.1866069,0.9815072,1.1331428,0.9603922,1.2121708,1.0035162,0.7872504,1.209258,0.9707454,1.1025981,0.977659,1.162857,0.9824704,0.97947645,0.965595,1.093636,1.2429744,1.1098742,1.2141695,1.2637386,0.92108864,1.0035256,1.0566963,0.896123,1.266527,1.0185113,0.92854786,1.0494308,1.0472068,1.0102899,0.9762261,0.79448235,1.0926471,1.0090806,1.1958762,1.0922446,1.019244,0.90211976,1.0559356,1.1049635,0.8342855,1.0974908,1.0993962,1.0277659,1.2649336,0.88694996,0.78049463,1.0966713,1.1816225,1.2761899,0.92393607,1.2135965,0.8924022,1.1586406,0.9932745,1.0851839,1.0342605,0.94440603,0.78850776,0.6639809,1.2115395,0.9808739,1.1674303,0.9166517,0.94107354,1.2094929,0.8096067,0.845104,1.1514789,1.2403622,1.0684413,0.9178873,0.8135761,0.953813,0.95270985,0.9823404,1.0793389,1.0773914,0.9126893,0.9459906,1.0011396,1.0172876,1.0673906,0.92415357,0.8854675,0.8314265,0.81452715,0.9870758,1.0717026,1.0419399,1.1221545,1.0411127,1.1315297,0.9415489,1.2076112,0.9110886,1.1050881,1.0986035,1.1354015,1.1828172,1.2841365,1.0155146,1.2856805,1.1477991,0.8680787,1.0448507,0.80092657,0.9067764,0.83951163,0.9670701,0.9544169,0.7821363,1.0244508,0.97781545,0.91391295,1.1861494,1.0455133,1.0302541,1.0426817,0.8709537,0.8322354,0.933805,0.0,1.1817911,0.9452343,0.8564209,0.9737254,0.83436745,1.2019219,0.88847685,0.94443816,0.89132154,0.7201759,1.0343367,1.1668029,0.8399416,1.0817357,0.975748,1.1573794,1.0065894,1.0757749,1.0483084
strawberry,1.1550885,0.838918,0.3724922,1.410259,0.74141264,0.45748174,0.83122516,0.8819081,1.3608716,1.094646,1.5437938,0.4357285,1.4361589,1.4563751,0.95304406,1.4923546,1.1655718,1.1490046,0.35960293,0.8481326,1.2444504,0.8788138,0.7179246,0.6966619,0.42848045,0.50078684,0.769032,0.59270626,1.356709,1.2404814,1.2317281,0.48583186,1.3001208,1.036423,1.0356824,1.2010057,0.6580664,1.4538199,1.3628972,0.32157552,1.4509233,0.55881065,0.8637854,1.3020308,1.1106253,1.2139581,0.9587845,1.1980484,0.45997488,0.40555382,1.2915584,0.5400742,1.2787535,0.7873534,1.1705563,0.5470878,0.82992506,0.80357766,0.7600581,1.3701227,0.50794506,0.9386833,1.28122,0.76184076,1.1940576,1.1862938,1.1686829,0.45786285,1.2795501,0.789134,1.2698319,1.3951802,0.87236565,1.4584472,0.8648877,1.0221874,0.50513977,0.9060636,0.97099704,1.3496172,1.4790678,0.97316504,0.8495401,0.38976425,0.77039385,0.68284994,0.7985942,0.7249664,1.0841918,0.9264978,1.4139557,1.2939572,1.320056,1.132146,0.73429704,0.6459855,0.5443435,0.84453523,0.75210744,0.7506334,0.9495831,1.0363944,0.87990147,0.88296384,0.768118,0.39899296,1.1121485,0.6164137,1.3275857,0.90553576,0.88168824,1.3277583,0.573362,1.3463024,0.965136,1.4015125,1.3351026,1.186132,1.1720186,1.336044,1.2546189,1.3980228,0.36328197,1.2395221,0.5200057,0.9783171,1.0843161,0.6993674,1.3083656,1.1817911,0.0,1.391323,1.425878,1.266537,1.4387903,0.48361784,1.1991996,0.5480304,0.6924465,1.0873337,0.8630121,0.75425273,1.331152,1.113597,1.2859334,1.0046647,0.7760742,0.51601124,1.2010933
stroller,1.01363,1.0998456,1.396282,0.8438102,1.1825373,1.2955647,1.1679548,1.165018,0.73794556,0.91354793,0.49665374,1.2536488,0.6821866,0.7808468,1.1390526,0.6527333,0.8249373,0.9314716,1.340052,1.2121757,0.93992156,1.30774,1.1819421,1.1336286,1.293886,1.1411208,1.104748,1.1073788,0.7592701,0.7979669,1.0477835,1.2892637,0.6868775,1.0550747,1.009624,0.9089752,1.3888286,0.54106915,0.96680677,1.3961136,0.5755917,1.3331268,1.1223108,0.8618424,0.7599454,0.87582093,1.0201629,0.64901686,1.1918257,1.418005,0.92832017,1.256106,0.85621166,1.1482598,0.85542643,1.1713536,1.2540858,1.3136222,1.171848,0.8889227,1.3300542,0.9580486,0.96801066,1.2546489,0.8295501,1.052705,0.97197694,1.2186972,0.82050765,1.0098846,0.95635295,0.3721546,1.1954758,0.5333352,1.2386217,0.9833274,1.3801055,1.2931001,1.0518808,0.66806805,0.33659232,0.9922902,1.1854722,1.3345029,1.0873233,1.2231232,1.2007364,1.2226237,0.8615868,0.9780686,0.66461915,0.5553224,0.8929118,0.98365545,1.2875712,1.3499279,1.4069344,1.1338704,0.960026,1.076929,1.2118913,1.1319844,1.2352185,1.0655195,1.2410991,1.3844966,0.6603589,1.1664325,0.82910585,1.2088363,1.0615125,0.92720157,1.3092867,0.7466229,1.0813745,0.6469589,0.5818362,0.6858379,1.2084264,0.59238887,0.94120735,0.7789264,1.303623,0.8001981,1.4046755,0.7215913,1.1885422,1.3417993,0.89905524,0.9452343,1.391323,0.0,0.7339599,0.8954286,0.7624414,1.3684392,0.99779236,1.1657071,1.1676548,0.9985495,0.98698187,1.0596819,0.8214961,1.0660925,0.73609596,1.1007278,0.98756474,1.2615149,0.9839232
sweater,0.92127657,1.0512615,1.3719167,0.4705146,1.211786,1.355285,1.2108648,1.316983,0.79889464,0.8174259,0.4649819,1.2981268,0.7424687,0.33901608,1.2315221,0.5174946,1.0585734,1.0243096,1.3355247,1.3308636,1.0539538,1.1840035,1.3212492,1.4054976,1.300946,1.3467312,1.3459185,1.2183406,0.66416657,0.9591085,0.9185943,1.2844903,0.777944,1.0491812,1.0452603,0.8868888,1.3435435,0.45255756,0.80756104,1.4452311,0.81834614,1.388479,1.1632383,0.7964896,0.8916924,0.8529944,1.0538137,0.681002,1.256216,1.3487779,0.5335556,1.3914112,0.51498777,1.055504,0.9170732,1.3839494,1.2487384,1.3300607,1.3091629,0.8038993,1.3209623,1.0775759,0.80521464,1.2590117,0.6101205,0.96225655,0.81701946,1.2790272,0.90387934,1.2978938,1.0520806,0.610427,1.2373973,0.3380773,1.2639999,1.2479924,1.3470414,1.2048132,1.1125107,0.76469207,0.7019291,0.9961911,1.1940252,1.208222,1.1722755,1.046835,1.0419654,1.2863789,1.0210108,0.97678405,0.35418487,0.48532057,0.73463804,1.0561975,1.282316,1.3995926,1.4179024,1.1388158,1.0944885,1.1158282,1.055882,1.107886,1.2340155,1.2669175,1.1956573,1.3370403,1.0385691,1.3494691,0.8018774,1.2010818,1.2663271,0.76598847,1.3130444,0.3567735,1.2623651,0.11376834,0.7851613,0.8018105,1.2444577,0.7077665,0.8988116,0.7610533,1.37397,0.7591448,1.3306775,0.8459295,1.0679467,1.4390824,0.8214891,0.8564209,1.425878,0.7339599,0.0,0.79920995,0.5850144,1.4659002,0.87839526,1.1662261,1.2170641,1.100747,1.0366839,1.351102,0.85243595,0.94765353,0.93686056,1.1744311,1.1873872,1.2638689,0.89610976
swing,0.9852447,1.1708305,1.2744645,0.7335196,1.1302861,1.160185,1.2404695,1.1729356,0.97576666,0.8852978,0.6607102,1.1533984,0.7201568,0.8099729,1.1191883,0.7569383,0.604183,1.0022066,1.1867731,1.0776902,0.9562107,1.2136939,1.0842993,1.1252345,1.2331737,1.2645373,0.9962242,1.1668735,0.93197346,0.82302237,0.98027664,1.2755861,0.948554,1.0793508,1.0862685,1.0218222,1.3049186,0.80962694,0.95153016,1.2084943,0.7914252,1.1886994,1.0370588,0.965717,1.0040269,1.0453354,1.0937676,1.066525,1.1820815,1.2811109,0.8410059,1.2118101,0.9596342,1.0372971,0.8224162,1.2055962,0.990859,1.0972052,1.1753707,0.89506435,1.20753,1.1582987,0.3376525,1.1416799,1.0254858,1.0509251,0.8653337,1.2562191,0.790728,1.150947,0.9342819,0.9703874,1.1250719,0.76413876,1.0850469,0.9016001,1.2498035,1.1538593,1.1210266,0.87094855,0.6958709,1.1685696,1.1618987,1.1392404,1.2548915,1.1750852,1.092426,1.2495716,1.1024671,1.1842768,0.7458618,0.9276947,0.8315822,0.913369,1.3055604,1.1283433,1.157897,1.1624179,1.0582013,1.1911477,1.0298529,0.9605762,1.1205413,1.0900009,1.2035569,1.2583252,1.0902778,1.2696124,1.0197428,1.0126677,1.0966699,0.7863065,1.2896372,0.8651111,0.8943322,0.8558186,0.8255363,0.8905635,0.88206136,0.95371985,0.9755612,0.27331448,1.2268076,0.7905477,1.2793293,1.0167145,1.144818,1.1211628,0.74179524,0.9737254,1.266537,0.8954286,0.79920995,0.0,0.6784564,1.2946141,0.9457805,1.1233579,1.1120341,0.98041517,1.2182255,1.0624232,0.79845905,0.79537725,0.844344,1.0482312,1.1847235,1.1788514,0.9416876
table,0.91487134,1.325253,1.3898563,0.7063954,1.1637335,1.2317849,1.2439252,1.0843115,0.6297452,1.0683938,0.3684467,1.3877171,0.5983521,0.62807727,1.2715912,0.54082096,0.957038,0.6357983,1.3303685,0.9031622,0.70230925,1.0808692,1.3536317,1.2536997,1.4495685,1.4173746,1.3000076,1.3688331,0.83584285,0.8549666,0.7647394,1.3727474,0.79197276,0.9935993,0.8485825,0.9779133,1.2452987,0.48135185,0.7136164,1.4924531,0.57224005,1.2613409,1.0236962,0.78987384,1.0404963,0.9484521,1.1222538,0.84368294,1.3409395,1.4143245,0.8051331,1.4248015,0.8265101,1.3089671,0.8842292,1.355882,1.1810049,1.2413774,1.2652789,0.5934559,1.4729446,1.3141456,0.5767553,1.1107283,0.9833723,0.74160385,1.029184,1.4439796,0.8069476,1.2459937,0.94507223,0.7171814,1.1214105,0.65189207,1.171329,1.1015787,1.4276485,1.0860988,1.0358852,0.8505404,0.61710644,1.0359228,1.1172742,1.3483359,1.3751372,1.3422508,1.3342786,1.2682354,1.0597041,1.000127,0.6691641,0.8357246,0.4899209,0.80064905,1.2527361,1.4232881,1.4906114,1.201618,1.1007363,1.3997567,1.0387936,1.050408,0.7512263,1.2220317,1.3010397,1.4075882,1.0559754,1.3525722,0.8381605,1.1757619,1.1514143,0.7104926,1.2881992,0.7706307,1.0963153,0.6478286,0.7938464,1.0345522,1.0006397,0.635612,0.8441987,0.5310022,1.4702401,0.5257012,1.3866719,1.1246854,0.90482247,1.3041767,0.6577964,0.83436745,1.4387903,0.7624414,0.5850144,0.6784564,0.0,1.2804564,0.74419206,1.4534163,1.2568198,1.0552777,1.3175132,1.0803018,0.24444664,0.9208511,0.8040902,1.1457107,1.2948639,1.46682,0.9539989
tape,1.1795965,0.9600578,0.38645184,1.4854822,0.55315804,0.29711795,0.7165856,0.7359335,1.2753474,1.2206168,1.5385313,0.60197663,1.4449172,1.5036697,0.9447979,1.5433133,1.1089208,0.9992167,0.52870107,0.48858958,1.0841724,0.9081793,0.8458463,0.523023,0.7384571,0.62717676,0.71798056,0.716038,1.5148731,1.2877665,1.1855663,0.42164713,1.3773774,1.0188742,0.91550446,1.1347882,0.64125913,1.4441034,1.3294206,0.44259,1.3932935,0.41260028,0.7018117,1.2881343,1.216574,1.3037648,0.9538177,1.2635558,0.61423475,0.32740533,1.2877036,0.5803051,1.2927656,0.9299549,1.193956,0.51951265,0.86901444,0.72624403,0.6381849,1.2016573,0.5768788,1.0895622,1.2243145,0.55081236,1.3368983,1.1041602,1.2577913,0.5420889,1.2338097,0.8043637,1.0967162,1.450809,0.7473072,1.5492963,0.82727766,1.0081556,0.5326836,0.9626466,0.8552058,1.4321345,1.3975202,0.99676317,0.933798,0.586071,1.0173973,0.871216,0.8891363,0.56988245,1.1228838,0.90810317,1.5183764,1.4166374,1.2956176,1.0390002,0.77540565,0.6172102,0.58974046,0.8009603,0.8711967,0.90802366,1.1399404,0.99741644,0.6370915,0.80558974,0.74008495,0.523046,1.1059113,0.5408208,1.37695,0.69497555,0.8094705,1.2817199,0.5932379,1.4649204,0.7729957,1.4858855,1.2890801,1.2779698,1.0714283,1.3381584,1.1045233,1.3459098,0.48841912,1.1990206,0.5058134,1.1696199,0.86077356,0.56357217,1.2051415,1.2019219,0.48361784,1.3684392,1.4659002,1.2946141,1.2804564,0.0,1.198973,0.7939735,0.8043784,1.0822843,1.1470363,0.5358912,1.065811,1.2295071,1.2107384,0.94481516,0.9207813,0.6103897,1.2654347
toast,1.0608374,1.1550891,1.1696895,0.8331563,1.1522961,1.1443181,0.97067404,1.1669867,0.8381229,1.1665041,0.8668942,1.3646932,0.91403055,0.7318634,1.2507834,0.9037145,1.0875409,0.9748896,1.327863,0.97369856,0.95431083,0.50441206,1.3193781,1.3017664,1.281915,1.4109583,1.278068,1.2150716,0.966465,1.0907464,0.68075943,1.3010626,1.0326328,1.0462545,0.79607594,0.9782635,0.8196529,0.9374303,0.48991358,1.3576965,0.953895,1.2794266,0.82871556,0.9827787,1.0920701,0.9101497,1.1104774,0.9185991,1.1418982,1.2089055,0.8942776,1.3208141,0.884866,1.0385141,1.0655931,1.1753857,1.2286979,1.1905465,1.1629597,0.75050104,1.3498797,1.1596525,1.0130426,1.0106026,1.001273,0.37350667,0.8523474,1.3422763,0.88583076,1.1303098,0.9972217,0.90111595,1.1719813,0.86559767,1.1316994,1.1422863,1.3761016,0.7122488,0.8382415,0.8430616,0.94898283,0.8680934,0.5710009,1.2435994,1.2579215,1.1585876,1.1534698,0.98388475,1.1062628,0.8750929,0.89756817,0.9619771,0.7654999,0.8082248,0.85374117,1.3042797,1.3083099,1.1280493,1.0591246,1.3469008,0.7949882,1.1526597,0.5630638,1.1092317,1.1508543,1.2216934,1.1672803,1.3453035,0.9391857,1.180444,1.1307737,0.8656181,0.9953633,0.9359433,1.0839852,0.9073854,0.85433877,0.93404347,0.92998904,0.8706987,0.82992756,0.8674888,1.3515041,1.0082455,1.1342378,1.0760179,0.74975586,1.2393594,0.92676944,0.88847685,1.1991996,0.99779236,0.87839526,0.9457805,0.74419206,1.198973,0.0,1.1992621,1.01071,1.0392876,1.1900359,1.2380316,0.6609018,1.0095252,1.0017896,1.1473289,1.2759402,1.3134465,1.0192059
toe,1.1948372,0.38379383,0.61355937,0.99012053,0.98836637,0.7861967,0.8921771,1.1825649,1.3122811,0.8909323,1.4243578,0.6363389,1.3698732,1.1730479,1.0662073,1.3869599,1.236795,1.2802069,0.7224173,1.1412097,1.3687484,0.97093105,0.8593775,1.0075042,0.3981834,0.68308556,1.0140399,0.3854282,1.1819776,1.2764056,1.2804457,0.66773176,1.2335902,1.0266734,1.245354,1.125107,0.8096163,1.3493946,1.2263794,0.5298734,1.469946,0.8666618,1.0392197,1.2746615,0.87018806,1.1876361,0.9461143,0.9601129,0.56824154,0.56214315,1.0781353,0.70046335,1.0198298,0.17468363,1.2419822,0.7607403,1.1308894,0.8829731,0.99913377,1.4282013,0.43528032,0.7124193,1.2794228,0.83953243,0.7847753,1.2333953,0.5124098,0.46564,1.2518194,0.9602882,1.2786661,1.2243044,1.1440657,1.086447,0.9453599,1.1609526,0.7943361,1.1728996,1.064946,1.1107212,1.3120668,0.89931476,0.920498,0.39136696,0.8804591,0.30655807,0.4691291,0.8974234,1.1189464,0.9153334,1.1669673,0.917687,1.3551391,1.2358513,0.6908937,0.79000455,0.63177204,0.9841241,0.78929555,0.81953907,0.9581572,1.2208159,1.1776334,0.96112967,0.71501887,0.63586855,1.1751522,0.86321205,1.3441135,1.0712001,1.0926809,1.1918525,0.75474966,1.1171305,1.0857276,1.0505627,1.0368475,0.90025914,1.2060834,1.2381611,1.239893,1.3552473,0.4338404,1.2807157,0.6276883,0.7658273,1.2332737,0.85673904,1.3614814,0.94443816,0.5480304,1.1657071,1.1662261,1.1233579,1.4534163,0.7939735,1.1992621,0.0,0.6031457,1.0454539,0.91642165,1.0696024,1.4509813,1.1965053,1.2662649,1.153707,0.8597896,0.31275725,1.2268335
tooth,0.97138804,0.7391937,0.75922227,0.9837924,1.0799519,0.7374853,0.96204805,1.1142738,1.212362,0.9745505,1.321778,0.80699044,1.2525957,0.990985,0.9182406,1.1874337,1.2126923,0.98314494,0.85254073,1.0591549,1.1776651,1.0167406,0.94356805,1.0079129,0.697622,0.93346,0.97870994,0.5569935,1.0834534,1.3035015,1.1260356,0.87428486,1.2778566,0.96016836,1.12007,0.87575686,0.945733,1.3063644,1.0213742,0.55867606,1.2551854,0.9128602,1.0667881,1.1845986,1.0242736,1.2685544,0.98504406,0.9437721,0.7097571,0.7547511,1.188498,0.9241534,1.1234305,0.50914043,1.0601039,0.59289074,1.1191056,0.8780818,0.9943222,1.1058987,0.71016437,0.76136565,1.2841606,0.6311842,1.0533651,1.0348183,0.6665901,0.73675644,1.0949916,0.95371825,1.125644,1.1394004,1.1899381,1.121583,0.8888301,1.1985086,0.9765509,1.0709325,0.9972403,0.8761115,1.2020622,0.7939325,0.82839346,0.65203154,1.0116856,0.64736366,0.6293938,0.96950376,1.1729963,0.95793045,1.1359978,0.98357415,1.0618569,1.2121923,0.77640676,0.6994289,0.60570335,1.0914817,0.8366177,0.90192264,0.8626702,1.2570807,1.0009174,0.90994126,1.0297595,0.8914879,1.2258072,1.0145856,1.3053029,1.0639536,0.86854464,1.0175947,0.747157,1.1593952,0.7330737,1.1535549,1.0788082,0.9319623,0.91753596,1.1573508,1.0784566,1.1636395,0.74361527,1.2188346,0.911801,0.80972373,1.1901447,0.73894775,1.1691463,0.89132154,0.6924465,1.1676548,1.2170641,1.1120341,1.2568198,0.8043784,1.01071,0.6031457,0.0,0.78474224,1.0106297,1.0310467,1.1719086,1.2583876,1.1683928,1.1958475,0.9943604,0.6567195,1.2578849
toothbrush,1.0296521,0.9103993,1.1081605,0.9592098,1.0143809,0.9676967,1.1294025,1.0343865,0.95234805,1.0485547,1.0919942,1.0896337,1.0447179,0.99051905,0.99498063,1.0641699,1.018314,0.88294977,0.9621294,1.0317278,0.8526686,1.1799988,0.7964537,0.89297074,1.0095063,0.92622477,1.0782351,1.022576,1.0712239,0.91474056,1.0266967,1.1244369,1.0047165,0.98974353,1.0295135,0.9780285,1.1630622,1.1217163,1.0639571,0.8820914,0.9701165,0.8749661,1.0741085,1.0653136,1.0584824,1.013067,1.0164572,1.0995955,1.0062671,1.0099394,1.0403932,1.025589,1.0310965,0.9358096,1.0658674,1.0905151,1.0714276,0.739848,1.1341753,0.9991576,1.096927,0.9149756,1.1232927,0.83797824,1.0407856,1.0930393,0.8579622,1.1498945,0.93241143,1.0842712,0.8043402,0.8831649,0.9981687,0.9959811,0.70566785,0.903283,0.97996145,1.0598224,1.0653348,0.87421876,0.9690728,0.9277343,1.1147559,1.1081144,0.8537588,0.9362917,0.9380725,1.0910312,0.8099908,1.2248522,1.0646747,1.0240304,0.8431483,1.0049537,1.1347193,0.7245975,0.75402886,1.1241009,1.1290523,1.0416734,1.1075051,1.0494964,1.1039581,1.0335858,1.2209077,1.1594565,0.9348084,1.0497944,0.9423896,1.1841974,1.0156995,0.9998746,1.0813273,1.0535332,0.61320895,1.1334171,0.86520797,1.0391337,0.66375285,1.0828555,0.8445872,0.95390344,1.1002561,1.0509174,0.99759936,1.0497744,0.9284823,0.6344817,0.96771365,0.7201759,1.0873337,0.9985495,1.100747,0.98041517,1.0552777,1.0822843,1.0392876,1.0454539,0.78474224,0.0,0.8384405,0.9490572,0.9919189,1.0969747,0.9637544,1.0110128,0.7411772,0.9809506,1.017048
towel,1.0935726,0.7928247,1.1505582,0.95981675,1.2319773,1.0566945,1.0849133,0.99964154,0.9767546,0.73753506,1.0999408,0.79121745,0.982598,0.9746205,0.88895494,0.9034019,1.191443,1.0853405,0.8229321,1.1344913,1.0835923,1.0645559,0.6670425,0.8670486,0.7710726,0.6128461,1.0201231,0.85780877,0.9346999,0.8525289,1.0139475,0.9558025,0.765869,1.0583663,1.0984029,0.76880443,1.1112922,1.0768493,1.122008,0.85114866,1.0605274,0.89358264,1.1192311,1.1850021,1.0666707,0.8087138,0.72246957,0.9229883,0.9959652,1.0894572,0.982595,0.89816093,1.1564963,0.99261343,0.9838082,1.061372,1.0991455,0.8941713,1.1006601,1.1930878,0.8984431,0.6656853,1.247706,1.255848,1.0296521,1.2865818,1.0631919,0.91717124,1.0490223,0.98234725,1.074145,0.6664935,1.1452563,0.8980199,0.8198925,0.98797256,0.78085315,1.0248554,1.1566328,0.9660564,1.2048913,1.059895,1.1720643,0.98755026,0.049182713,0.78582597,0.8930491,1.0959551,0.6138143,1.1463292,0.8876617,0.70109636,1.0769286,1.1624894,0.9599688,0.90331495,0.88098323,0.98557216,0.9014989,0.68226916,0.963051,1.0861489,1.2067553,1.0953879,1.097549,1.0095092,0.7613684,0.92554504,0.8391217,1.1812677,1.1512883,1.1491405,0.9591033,0.8608617,1.1921625,0.96569353,1.1004496,0.753024,1.0649794,1.0213335,0.86491174,1.2633718,0.8622009,1.1757047,0.9601898,0.6463986,1.0149814,0.833956,1.2433391,1.0343367,0.8630121,0.98698187,1.0366839,1.2182255,1.3175132,1.1470363,1.1900359,0.91642165,1.0106297,0.8384405,0.0,1.3072878,1.3233992,1.0639949,1.1668718,0.97131777,0.7136456,0.8893856,0.84863156
toy,1.0838889,1.1934327,0.6305375,1.4236842,0.53428024,0.6348597,0.8087311,0.69720554,1.0791103,1.3481119,1.2126129,0.9390967,1.1999357,1.3422339,0.94658625,1.3052473,0.5291694,0.8536962,0.7500092,0.75979364,0.8061854,1.08528,0.9948946,0.578663,1.0215414,0.8656604,0.5557452,1.0243416,1.3603064,1.00226,1.1367667,0.8125702,1.1625767,1.1583571,1.018855,1.2793384,0.9210496,1.2368166,1.2303478,0.80638,0.92792255,0.6669473,0.9101629,1.0145887,0.8603026,1.2162285,1.199477,1.2405803,0.84337217,0.730653,1.327564,0.82570034,1.1426506,1.1606934,1.0239662,0.79619133,0.77108616,0.89217335,0.5638228,1.0452676,0.8925159,1.1200473,0.98832196,0.6120346,1.2720306,1.0587869,1.2277595,0.81662196,1.0608449,0.7517956,0.81407267,1.2166983,0.6461218,1.4245081,0.98250276,0.7998091,0.8627609,0.9795345,0.8932413,1.2006575,1.0047807,0.9309722,1.041045,0.9036922,1.2416714,1.0808816,1.21036,0.77937025,1.1889782,0.9539168,1.3541586,1.405485,1.1275175,0.95337003,1.0461867,0.8454734,0.8801947,0.7549596,1.0486175,1.0729003,1.1944718,0.8699275,0.96832585,0.7463553,0.8694745,0.74844265,0.84125686,0.7217723,1.293149,0.8024882,0.66381776,1.0896645,0.9934324,1.35571,0.66430867,1.4028343,1.0533484,1.3339738,0.9951281,1.2140017,1.2396226,0.9548455,0.8086004,0.93732774,0.82661134,1.1955724,1.099327,0.84181565,0.9425378,1.1668029,0.75425273,1.0596819,1.351102,1.0624232,1.0803018,0.5358912,1.2380316,1.0696024,1.0310467,0.9490572,1.3072878,0.0,0.9036677,1.0817064,0.8310621,0.82953906,0.9345137,0.8819796,1.2811975
tray,1.0481697,1.364211,1.2160945,0.9099951,1.0691864,1.0910285,1.0301224,0.8910645,0.5936163,1.2478988,0.55946773,1.4436759,0.78274715,0.71960723,1.2646066,0.7350383,0.8897537,0.46808445,1.3505161,0.6756675,0.4894613,0.9287014,1.3705046,1.0357311,1.4121269,1.3658519,1.2337428,1.3094556,1.0360959,0.9797184,0.71282756,1.3758743,0.8894516,1.0143538,0.72861075,0.9495338,1.0724258,0.735463,0.6945436,1.4757521,0.5456898,1.1838866,0.86497235,0.9317007,1.0143259,1.0406038,1.0587096,1.0041398,1.2963688,1.2626765,0.98894125,1.4413122,0.9325491,1.3019584,0.9356621,1.1914343,1.1707549,1.1701347,1.1645579,0.5243286,1.4777064,1.328898,0.77907753,0.8556187,1.1151913,0.5544109,1.0158545,1.4561049,0.8538293,1.1777834,0.89015114,0.7909983,1.0077746,0.88934505,1.0897114,1.0770949,1.4342642,0.9004879,0.81796455,0.894102,0.77066404,1.0176129,0.8905984,1.3973455,1.3559295,1.34842,1.3312402,1.0202103,1.0549164,0.9742663,0.85289013,0.9895474,0.48635906,0.73671055,1.1326162,1.3624864,1.4421083,1.1792667,1.1276718,1.4546227,1.0284688,1.0929993,0.48486525,1.1638415,1.183687,1.3534051,1.0278711,1.2475702,0.92834985,1.1526278,1.0734831,0.7813318,1.1858954,0.9846401,0.94327635,0.9250512,0.8028419,1.0515449,0.95832145,0.7431376,0.811911,0.66657007,1.4916962,0.7467257,1.3016663,1.2126564,0.793507,1.1459807,0.7685901,0.8399416,1.331152,0.8214961,0.85243595,0.79845905,0.24444664,1.065811,0.6609018,1.4509813,1.1719086,0.9919189,1.3233992,0.9036677,0.0,0.99999976,0.83077335,1.0883418,1.3544896,1.485831,1.0195947
tree,1.0460539,1.1662946,1.1361103,0.981696,1.0089608,1.179632,1.1165745,1.0093062,1.051086,0.98319364,0.9287206,1.009398,0.855096,1.0768898,1.0012443,0.98268366,0.76441425,1.0254349,0.97624874,1.0400922,0.9164355,1.07977,0.95772,1.0139452,1.1008974,1.0217962,0.91183186,1.2304167,1.0075686,0.7256933,0.9535653,1.0948248,0.8934779,0.92197883,1.04237,1.1327163,1.141868,0.9323078,1.0637579,1.1226083,0.9267907,1.0451266,1.0507025,0.9749705,1.1335185,0.89611745,1.077985,1.1319038,1.1024475,1.1467168,0.9333215,1.1211919,0.95525885,1.1885378,0.89533854,1.2204839,0.5757138,1.0318848,1.0561318,0.96606797,1.0300841,1.2043328,0.7118377,1.2052065,0.9965277,1.0704616,1.0985302,1.1202959,0.8621867,1.0810148,0.92885625,1.0874867,0.89173484,1.0362194,1.0511549,0.72553766,0.9501221,0.96264327,1.0784397,1.1614271,0.92015755,1.1394067,1.1633285,1.0941014,1.0713999,1.1586262,1.1370522,1.0984309,1.0312264,1.1123253,0.9876454,1.1585917,0.9515872,0.92984706,1.1989962,1.0726625,1.0936528,0.9793886,1.1325605,1.0995167,0.9916959,0.57732964,1.107721,1.0921336,1.1052804,0.99040174,1.0815624,1.0131354,0.80877316,0.9800323,1.088892,1.0277303,1.1350541,1.0027232,1.0948625,1.0034,1.0703942,1.096044,0.8677759,1.0214136,1.0257233,0.7867645,1.1207572,0.96784765,1.175644,1.163586,1.0311695,1.0927218,0.80115366,1.0817357,1.113597,1.0660925,0.94765353,0.79537725,0.9208511,1.2295071,1.0095252,1.1965053,1.2583876,1.0969747,1.0639949,1.0817064,0.99999976,0.0,0.8895052,0.7666501,1.0002449,1.1280603,0.580336
