,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,0.8127544,1.2909039,1.4992528,0.6473766,1.2409047,1.4158573,1.3099748,1.0881691,0.564049,0.8962363,0.0,1.3790584,0.44436932,0.52196974,1.1704878,0.23519999,0.89548767,0.7901856,1.4337614,1.2604165,0.7644803,1.2690731,1.3291918,1.3516477,1.4597492,1.4003358,1.2850415,1.3338268,0.5891993,0.7274046,0.87284946,1.4150172,0.5284282,1.0518546,0.9434839,0.8024384,1.4558092,0.24120319,0.7365417,1.578089,0.29317653,1.4581811,1.1600006,0.6715177,0.79697275,0.7251041,0.9542076,0.7891995,1.3963358,1.5330453,0.71428627,1.4435296,0.7525884,1.2968521,0.85090494,1.4103096,1.2290065,1.4215057,1.2952628,0.6782023,1.4964719,1.1598706,0.6285275,1.272172,0.8785542,0.9487981,1.0177759,1.4317288,0.8336605,1.2470155,0.9485203,0.4653145,1.1954075,0.41344428,1.3649616,1.0587176,1.4409363,1.2137547,1.1450859,0.6948057,0.5305548,1.047633,1.23712,1.3867517,1.2212919,1.3998713,1.2846859,1.3826444,0.9437792,1.0105498,0.3182342,0.65622973,0.6125869,1.0004348,1.3916726,1.4804757,1.5606484,1.1724882,1.0665901,1.1031363,1.133345,1.0706581,1.1635033,1.2510387,1.2573822,1.4908564,0.87522304,1.3507926,0.70037866,1.1893376,1.2001135,0.6738885,1.410014,0.5995955,1.2375836,0.53344196,0.7095536,0.8136928,1.1854956,0.48798108,0.827511,0.56729394,1.4920567,0.4778942,1.4300529,0.94987506,1.1297522,1.5319332,0.73865926,0.9603922,1.5437938,0.49665374,0.4649819,0.6607102,0.3684467,1.5385313,0.8668942,1.4243578,1.321778,1.0919942,1.0999408,1.2126129,0.55946773,0.9287206,0.7898498,1.1294866,1.1957345,1.4907935,0.7991991
belt,0.9988056,0.7302354,0.7093587,1.2390805,0.9471038,0.7321402,1.0770233,0.8654991,1.331612,0.8951574,1.3790584,0.0,1.2495863,1.4714928,0.87677586,1.3274417,1.1731153,1.0546268,0.24953544,0.8972474,1.2042482,1.0976795,0.56031156,0.7242732,0.53232664,0.28442687,0.61633396,0.598062,1.2077482,1.1416248,1.2655728,0.37274396,1.2268221,1.0063429,1.2750595,1.074399,0.94673735,1.2847166,1.4265645,0.20453638,1.3758941,0.55547255,1.0926806,1.2553916,1.2479266,1.1452096,0.7284199,1.0937909,0.7247493,0.65993595,1.1858726,0.6004601,1.2678493,0.8742409,0.9909231,0.7319422,0.83699644,0.7278785,0.89794135,1.4067993,0.3223788,0.94232583,1.1752784,1.1021475,1.1437483,1.427289,1.2336644,0.35666937,1.193818,0.93555194,1.2191315,1.3082731,0.91532207,1.3064322,0.8328315,0.98358256,0.29195988,1.0847901,1.277626,1.4336344,1.2604454,1.2467571,1.2325097,0.342808,0.70113045,0.73055327,0.7876723,1.0371734,0.98544747,1.1622266,1.3340058,1.2127159,1.305624,1.1843059,1.0001332,0.4277798,0.373555,0.92996585,0.5911971,0.5112901,1.0431472,0.9973923,1.0914445,0.9970917,0.9677424,0.41852665,1.0184555,0.37181008,1.1600118,0.92935604,0.99881756,1.3153639,0.7103969,1.239721,1.0655059,1.2620244,1.2749783,1.1652446,1.1066406,1.2923383,1.019504,1.3493751,0.18000364,1.1146945,0.60145915,1.0573463,1.171271,0.71010655,1.2700857,1.2121708,0.4357285,1.2536488,1.2981268,1.1533984,1.3877171,0.60197663,1.3646932,0.6363389,0.80699044,1.0896337,0.79121745,0.9390967,1.4436759,1.009398,1.223686,0.89300907,0.6512847,0.33100343,1.0382476
bench,0.97866297,1.1143949,1.4956448,0.7394105,1.2735429,1.2722771,1.3356875,0.909902,0.6230702,0.97049916,0.44436932,1.2495863,0.0,0.7488158,1.1356574,0.54396915,0.8505382,0.8012281,1.3064454,1.1358329,0.69018054,1.198587,1.0264162,1.0501869,1.3518722,1.1533751,1.010495,1.3284521,0.7694369,0.33822644,0.9909164,1.3755887,0.747279,1.0663159,0.97977006,0.87033105,1.338836,0.4550292,0.91121054,1.3804729,0.48085886,1.1976087,1.2192359,0.84030396,1.0185325,0.67272305,0.7937614,0.82780844,1.3337222,1.5012587,0.83027214,1.3708843,0.93116695,1.2836554,0.8662133,1.3526092,1.1077,1.1369644,1.3321365,0.8087307,1.3612771,0.9663145,0.72353655,1.3240905,0.95604503,1.0486042,1.0630567,1.3177621,0.7996678,1.2167584,0.8237766,0.7002177,1.1809697,0.6026782,1.1362851,0.81668746,1.2750194,1.1289012,1.1475906,0.75749713,0.6781057,1.0960728,1.1832914,1.3897375,1.0115063,1.317791,1.2412843,1.3604283,0.7671083,1.0469038,0.676173,0.7280257,0.7479408,1.0524997,1.1987408,1.2383174,1.3095725,1.2759972,1.0537087,0.9968649,1.0641177,0.98501796,1.1708616,1.2256275,1.2701209,1.3932436,0.84186995,1.1930797,0.6326178,1.1371208,1.2113997,0.95030266,1.2722799,0.8140384,1.0952741,0.7420222,0.8647762,0.75305504,0.8102647,0.65121096,0.69345737,0.5685497,1.3746865,0.75733435,1.2964616,0.800466,1.0741935,1.2792892,0.77884626,1.0035162,1.4361589,0.6821866,0.7424687,0.7201568,0.5983521,1.4449172,0.91403055,1.3698732,1.2525957,1.0447179,0.982598,1.1999357,0.78274715,0.855096,0.7558332,0.9346364,1.0071424,1.3874089,0.6893207
bib,0.9474679,0.95804644,1.3176591,0.44216466,1.1943401,1.2709198,1.1185629,1.3408912,0.72987,0.8446483,0.52196974,1.4714928,0.7488158,0.0,1.1952282,0.39203095,1.0910063,0.8655511,1.5371022,1.3009431,0.9957207,1.0948073,1.4892691,1.424819,1.3553404,1.5186968,1.3936042,1.1907729,0.59824896,1.0387082,0.865881,1.4789555,0.8143444,1.001873,0.9075924,0.69636905,1.3063008,0.62273324,0.622298,1.5769703,0.7464457,1.4885612,1.1268914,0.84514236,0.7384584,0.9193224,1.1370007,0.7101835,1.3002176,1.3747813,0.63426495,1.466792,0.5781947,0.94027126,0.9780991,1.2447542,1.3615407,1.4240339,1.3052653,0.71330905,1.4385258,0.79808897,0.88332814,0.9767908,0.69989514,0.75581473,0.5889626,1.3789518,0.864906,1.2542164,1.0286912,0.5899751,1.3461554,0.3736078,1.2943466,1.3304087,1.5770828,1.1288495,0.9515195,0.42163485,0.7842386,0.83270097,0.94423014,1.3371737,1.1212714,1.0122111,0.9624622,1.1832383,1.0860629,0.90788466,0.29010993,0.5183069,0.653594,1.071245,1.1491289,1.5035477,1.516367,1.2583976,1.092956,1.135814,0.9099664,1.2381052,1.1056492,1.2457484,1.1857848,1.4581254,0.9427154,1.5171466,0.8846811,1.2999432,1.184453,0.66787463,1.343771,0.41101694,1.1340095,0.32313687,0.66869456,0.65449667,1.1753842,0.7081706,0.8751727,0.7190907,1.5205163,0.85112464,1.4137328,0.71460533,0.9935642,1.4533057,0.8415267,0.7872504,1.4563751,0.7808468,0.33901608,0.8099729,0.62807727,1.5036697,0.7318634,1.1730479,0.990985,0.99051905,0.9746205,1.3422339,0.71960723,1.0768898,0.9837505,1.2415894,1.4337537,1.3488116,0.97390693
bird,0.54851496,1.04103,1.0194913,1.1561768,1.0557283,1.079013,0.9384604,0.91452765,1.1721215,0.8172958,1.1704878,0.87677586,1.1356574,1.1952282,0.0,1.0372705,0.9762173,1.0122612,1.0230654,1.1402495,1.0473446,1.1302192,0.809994,0.9943883,0.79523015,0.9277226,0.8391875,0.88756776,0.83455247,0.9914905,1.167894,0.91304266,1.0516474,0.79732335,1.1336968,0.83351713,1.0269433,1.1617606,1.2057536,0.8429488,1.0573153,1.0313606,1.0549542,0.8684632,0.9883101,1.1216072,0.99158967,1.0673094,1.0147256,1.0382546,1.1205335,0.68447405,1.1346049,1.0751277,0.75205934,0.6423146,0.8001669,0.79203284,0.5978516,1.1360064,0.8848341,0.865104,1.0296633,1.0855322,1.1229614,1.2371663,1.1661453,0.9705274,1.0592738,0.543525,0.95439047,1.1693454,0.9904034,1.2618086,0.83065784,0.86845183,0.8325203,1.0190752,1.085004,1.0722481,1.1343837,1.1051428,1.0275055,1.083459,0.82219744,1.0359565,0.8970264,0.98984694,1.106766,1.0405703,1.1653724,1.1909403,1.1257908,1.1273177,0.9535795,0.7845487,0.7904922,0.8757198,0.9607919,0.8186952,0.92609954,0.8569309,1.148932,0.5685469,0.8604486,1.0155902,0.90890235,0.8637628,1.1236228,0.7932249,0.41724777,1.1001352,0.9985541,1.1532285,0.90446436,1.2179326,1.1094438,1.0613817,0.92576367,1.1832721,1.1618464,1.1734345,0.9085046,1.0302557,1.0550781,1.000353,1.1102399,0.84451973,1.0438389,1.209258,0.95304406,1.1390526,1.2315221,1.1191883,1.2715912,0.9447979,1.2507834,1.0662073,0.9182406,0.99498063,0.88895494,0.94658625,1.2646066,1.0012443,1.0730128,0.8697685,0.97727036,0.9770929,0.91874146
blanket,0.67289937,1.1555483,1.4803404,0.55463743,1.2067852,1.3760221,1.2855177,1.1373035,0.7147127,0.71076155,0.23519999,1.3274417,0.54396915,0.39203095,1.0372705,0.0,1.0190288,0.81284773,1.4617958,1.3364116,0.93356335,1.1893933,1.3345263,1.4179676,1.3766129,1.4268286,1.3259554,1.2742823,0.43676805,0.8720089,0.8475493,1.4051542,0.7362906,0.9980639,1.0021712,0.5917801,1.3903576,0.348462,0.66008097,1.5214052,0.5678953,1.5084618,1.1374302,0.6372101,0.87467927,0.86872613,1.0383339,0.77944076,1.4067833,1.5293813,0.6340449,1.4020187,0.83774996,1.2389339,0.7909766,1.2706184,1.2473876,1.3935716,1.2408872,0.7786397,1.4450357,0.92985845,0.6732181,1.2255529,0.8553338,0.95454746,0.9856526,1.3859385,0.8513968,1.2098863,0.9190898,0.5107931,1.3010719,0.3624791,1.3139372,1.2086992,1.4602147,1.1366168,1.1389918,0.59422165,0.6471055,0.99639237,1.1285764,1.3993866,1.021235,1.280351,1.1914986,1.3741033,1.0383564,0.98340344,0.24626392,0.5739391,0.6465217,1.0750917,1.2729733,1.4346039,1.5025944,1.1855059,1.0281789,0.94568074,0.9841866,1.1066419,1.167244,1.2111816,1.2531651,1.4999812,0.7056202,1.3808278,0.8531685,1.1517544,1.1462691,0.68171644,1.3815699,0.5529586,1.2210634,0.53887856,0.66682714,0.6965613,1.2006965,0.6167999,0.8825908,0.66976917,1.4568758,0.63419676,1.4718564,0.8047356,1.0690179,1.4873233,0.7643845,0.9707454,1.4923546,0.6527333,0.5174946,0.7569383,0.54082096,1.5433133,0.9037145,1.3869599,1.1874337,1.0641699,0.9034019,1.3052473,0.7350383,0.98268366,0.8830403,1.170347,1.2896658,1.4279017,0.91424793
boat,1.113863,1.2525887,1.0780314,1.0898745,0.9119328,1.089948,1.0926129,0.93988776,1.00772,1.1331056,0.89548767,1.1731153,0.8505382,1.0910063,0.9762173,1.0190288,0.0,0.94842243,1.1071153,0.97166514,0.81728184,1.1453105,1.0181437,0.85864604,1.2182299,1.1492558,0.58701247,1.2184536,1.1284685,0.6905281,0.9709999,1.2194166,0.9351218,1.0992985,1.062866,1.2241893,1.1945262,0.9645467,1.1093247,1.1899248,0.75884867,1.0011235,1.029116,0.95624024,0.9050447,1.0460037,1.2436882,1.1732304,1.0938704,1.151712,1.0534335,1.1153233,1.0253676,1.2227713,0.87971723,1.1557095,0.7798299,0.93421394,0.9392487,0.91687125,1.1597083,1.1751162,0.68474144,1.0088217,1.1069084,1.0264851,1.1065181,1.1654863,0.871137,0.937196,0.6403979,1.0174198,0.85331994,1.1179433,0.958004,0.6853352,1.1628977,1.0016088,1.067322,1.028615,0.6861292,1.1473267,1.1476744,1.2009599,1.1745086,1.2043734,1.2161288,1.0856392,1.0665874,1.1245551,1.0038962,1.1439296,0.9754115,0.90278727,1.2442975,1.0675799,1.126832,0.8956173,1.2265173,1.1436485,1.1383253,0.8139796,1.0411844,0.91512185,1.0797884,1.1145173,0.87326527,1.0797594,1.0251524,0.8653349,0.8823226,1.0064741,1.2846029,1.0965011,0.7731202,1.1136769,0.92783964,0.9974568,0.79947877,1.0701448,1.0877044,0.50439,1.2071605,0.9968308,1.1760478,1.0685259,1.055217,0.99543756,0.77445805,1.1025981,1.1655718,0.8249373,1.0585734,0.604183,0.957038,1.1089208,1.0875409,1.236795,1.2126923,1.018314,1.191443,0.5291694,0.8897537,0.76441425,0.55310756,0.6961419,1.1179302,1.1781651,0.9483646
book,0.8685925,1.138548,1.1930587,1.0489334,1.1180049,1.0716336,1.1595106,0.7599932,0.739505,1.2722454,0.7901856,1.0546268,0.8012281,0.8655511,1.0122612,0.81284773,0.94842243,0.0,1.0681696,0.89258957,0.3934387,1.1285663,1.1072464,0.84895515,1.1343392,0.9346819,0.9233475,1.1667347,1.0764836,0.87130386,0.9100391,1.2035301,1.0403769,0.9450573,0.8823266,0.7667008,1.1866652,0.85255027,0.93605655,1.0704141,0.6576852,1.006223,1.0385019,1.0172439,1.0598377,1.0687617,0.78817105,1.0242448,1.2347032,1.1933821,1.1079944,1.245934,1.0256749,1.1863817,0.95303404,0.95754194,1.0211518,0.9612084,0.95085585,0.82570153,1.1880103,1.1083907,0.93781185,0.7963385,1.1236048,0.91623163,1.0250111,1.1515754,1.0246968,0.9917085,0.96594566,0.91237366,0.94290054,1.0303245,0.9400106,0.9804205,1.0799774,0.9799659,1.0516804,1.0326345,0.973322,1.0916743,1.0859637,1.2403152,1.0523745,1.2429961,1.1538677,1.1399524,0.88837266,1.0435638,1.0060593,1.0752932,0.3296337,0.9492923,1.1806179,0.92022073,1.0075878,1.0628972,0.9536893,1.0269352,1.0346471,1.0361147,0.7987235,0.9934912,1.2321461,1.2159111,0.9143096,0.8943943,0.9338362,1.0981635,0.8640258,0.9744228,1.0436149,1.1080267,0.85168505,1.0725099,0.9423938,1.0216676,0.98093027,0.91763973,0.7964119,0.9517041,1.1948841,0.9517614,1.1235179,1.1043494,0.9857312,0.98641455,0.95529634,0.977659,1.1490046,0.9314716,1.0243096,1.0022066,0.6357983,0.9992167,0.9748896,1.2802069,0.98314494,0.88294977,1.0853405,0.8536962,0.46808445,1.0254349,0.951958,0.9695738,1.1304213,1.2286909,0.97683734
bottle,1.1890492,0.9030691,0.59066975,1.3149176,0.83931094,0.6705756,1.0501168,0.768847,1.354549,1.0904424,1.4337614,0.24953544,1.3064454,1.5371022,1.0230654,1.4617958,1.1071153,1.0681696,0.0,0.8067591,1.1008767,1.0899255,0.5724742,0.5785769,0.6460649,0.2931186,0.6147678,0.7850046,1.3584806,1.0407453,1.2545023,0.3577714,1.1282644,1.0879053,1.2033157,1.2399935,0.90344566,1.341379,1.4291686,0.21947122,1.3343527,0.29761362,1.0350096,1.2424802,1.22361,1.1087338,0.8921799,1.2217011,0.64441097,0.5225371,1.235593,0.5775064,1.2271554,0.98632634,1.0885205,0.8664534,0.73099554,0.7212682,0.91999865,1.3174776,0.35447782,1.051997,1.1568121,0.95485747,1.1943934,1.3707424,1.3108642,0.38013363,1.1449667,0.97131133,1.1860563,1.3382211,0.65321004,1.3995806,0.797622,0.8279797,0.2586699,1.0333368,1.2241967,1.4768417,1.33285,1.1413078,1.2697864,0.30146682,0.752527,0.8136872,0.96252984,0.9738983,0.91066605,1.1706251,1.4173747,1.3079562,1.2997992,1.120187,1.0287873,0.48515296,0.42759073,0.88628674,0.801072,0.65932846,1.0786674,0.9069114,1.0717338,0.9988599,0.9815914,0.2688827,1.1058319,0.38217258,1.138726,0.8796437,1.0333022,1.2909174,0.6541334,1.2877622,1.0565152,1.3545634,1.3497995,1.2744836,1.0320258,1.3234208,1.1282345,1.3015575,0.23123497,1.1270086,0.5311793,1.1660868,1.0944273,0.63210964,1.2835927,1.162857,0.35960293,1.340052,1.3355247,1.1867731,1.3303685,0.52870107,1.327863,0.7224173,0.85254073,0.9621294,0.8229321,0.7500092,1.3505161,0.97624874,1.1932694,0.81771004,0.5694963,0.3928089,1.0945079
bowl,1.2379181,1.1835251,0.7962134,1.3053937,0.7793312,0.63023716,0.8857461,0.6347606,0.9569661,1.3532661,1.2604165,0.8972474,1.1358329,1.3009431,1.1402495,1.3364116,0.97166514,0.89258957,0.8067591,0.0,0.802152,0.8181139,0.9246191,0.45649135,1.0695481,0.8662443,0.86778635,1.0721562,1.3886881,1.0663971,0.786945,0.90243286,1.2263155,1.0379242,0.6727935,1.1677592,0.78608316,1.2350187,1.0399865,0.8984129,1.0669166,0.50228024,0.7454427,1.1761824,1.1986153,1.1942476,1.0368083,1.2379711,0.95903164,0.80792564,1.2726152,0.991297,1.2291466,1.1923279,1.1489689,0.8722874,0.8655749,0.826704,0.91381365,0.8606447,0.96417004,1.1884702,1.1005423,0.7955365,1.3369977,0.84522307,1.2008109,0.94241077,1.025133,1.0113931,1.0013288,1.2688735,0.6989664,1.395556,0.85731804,0.97542197,0.8569763,0.75755036,0.8367536,1.2306722,1.245445,1.0423615,0.83822507,0.98975486,1.0208293,1.0875791,1.1321923,0.7873399,0.9646673,1.1174996,1.3455536,1.3367043,1.0592985,0.514284,0.9047709,0.9410531,0.9595672,0.9945073,0.9351786,1.0689809,1.03831,0.85929644,0.384656,1.0095446,0.95568496,0.80451965,1.0689992,0.8598407,1.1189582,0.895763,0.97421736,1.0789347,0.8057806,1.3210943,0.85895467,1.3858428,1.1913674,1.2132539,0.7485379,1.2129048,0.85677457,1.0935025,0.916827,1.1507308,0.79005456,1.2285919,0.537706,0.6535958,1.1020005,0.9824704,0.8481326,1.2121757,1.3308636,1.0776902,0.9031622,0.48858958,0.97369856,1.1412097,1.0591549,1.0317278,1.1344913,0.75979364,0.6756675,1.0400922,1.03026,0.95790577,1.0988626,1.0421871,1.1227701
box,1.0180107,1.2680074,1.240906,1.0456496,1.0839335,1.1888442,1.1045731,0.5569153,0.6662603,1.2798396,0.7644803,1.2042482,0.69018054,0.9957207,1.0473446,0.93356335,0.81728184,0.3934387,1.1008767,0.802152,0.0,1.0355023,0.97878367,0.68788844,1.2666998,0.9617514,0.9702035,1.2483902,1.1473038,0.69633377,0.82565606,1.2818013,0.8326398,1.0313464,0.8427125,0.939531,1.1245079,0.85434914,0.9101436,1.2097999,0.4928199,0.92223126,0.9845756,0.9878479,1.0400078,0.8800037,0.84949243,1.1036421,1.3025489,1.2602718,1.1271064,1.2772512,1.0206381,1.3071307,0.94898915,1.213197,0.9419313,0.9316218,1.0531946,0.743098,1.2704701,1.2213742,0.9220293,0.9381062,1.1344702,0.8833856,1.1095052,1.2718669,0.9461843,0.99026483,0.8616992,0.89425063,0.764623,1.0938586,0.9233475,0.8187015,1.1047778,0.8512587,1.021456,1.067946,0.9146615,1.1504644,1.0540309,1.3076879,1.0483959,1.3202479,1.2602849,1.0674525,0.75455064,1.1391486,1.0391427,1.1077161,0.5873205,0.8434471,1.1487721,1.065425,1.1273137,1.0564117,1.1154261,1.2209744,1.1140301,0.9138142,0.83786845,1.0198203,1.1495857,1.2314649,0.880216,0.9932473,0.77101594,1.108318,0.98124486,1.0114189,1.1392951,1.1243331,0.901089,1.1428542,0.930509,1.0713379,0.8330984,0.8954805,0.85907686,0.88952374,1.2914145,0.93715715,1.1305498,1.1447923,0.93166375,0.97989047,0.9666213,0.97947645,1.2444504,0.93992156,1.0539538,0.9562107,0.70230925,1.0841724,0.95431083,1.3687484,1.1776651,0.8526686,1.0835923,0.8061854,0.4894613,0.9164355,0.8316268,0.84152186,1.0111232,1.3072838,0.88624775
bread,1.0702542,1.0135862,0.8249587,1.0558909,0.93735725,1.0189419,0.78581834,0.9091608,1.172179,1.1279716,1.2690731,1.0976795,1.198587,1.0948073,1.1302192,1.1893933,1.1453105,1.1285663,1.0899255,0.8181139,1.0355023,0.0,1.1533701,1.1166251,1.0211157,1.1762683,1.1155539,1.0583853,1.1304072,1.2145232,0.44566423,1.0676521,1.2333694,0.97734195,0.9091806,1.0904006,0.19691575,1.2449256,0.43563372,1.0669084,1.2641004,1.0265254,0.80440485,1.0864475,1.1118034,1.1201127,1.1668468,1.1417799,1.0034404,0.8639749,1.0141726,1.0167882,1.1745123,0.9860675,1.2203934,0.9938013,1.0723913,0.92931503,1.0055814,1.0454634,1.0667338,0.99038106,1.1840079,0.93490887,1.1680112,0.34836566,1.024065,1.0451391,1.0735971,1.0722642,1.0403159,1.2211628,0.9807775,1.2226112,0.9312944,1.1067044,1.0889928,0.27978975,0.8381322,1.0563169,1.2875335,0.91942424,0.39186144,1.012431,1.003441,1.0128833,1.0610628,0.76430315,1.1497467,0.8948811,1.1944343,1.213073,1.0994371,0.84055245,0.354684,1.1023583,1.0640916,1.0046405,1.1423928,1.0714313,0.5451103,1.0996865,0.4043753,1.0321336,0.6625872,0.8484876,1.1651214,1.1043859,1.1467078,0.9341239,1.1087127,0.9150156,0.75860345,1.2007312,1.1578324,1.2428147,1.0827508,1.1014771,0.93862116,1.2244406,1.1106889,1.2389635,0.9982378,1.258136,0.8109406,1.1402078,0.58307153,0.9960616,1.1379455,0.965595,0.8788138,1.30774,1.1840035,1.2136939,1.0808692,0.9081793,0.50441206,0.97093105,1.0167406,1.1799988,1.0645559,1.08528,0.9287014,1.07977,1.1021252,1.0651803,1.1777885,1.0690132,1.1917446
broom,1.0297378,0.8829678,1.0014807,1.2416785,1.0643008,0.89260054,1.1944821,0.7620833,0.9966819,1.0467932,1.3291918,0.56031156,1.0264162,1.4892691,0.809994,1.3345263,1.0181437,1.1072464,0.5724742,0.9246191,0.97878367,1.1533701,0.0,0.5707606,0.6509888,0.3873089,0.80110395,0.7624403,1.2248864,0.8014932,1.2130967,0.6827825,1.0167817,1.0278244,1.0979826,1.0425237,1.0236678,1.2269807,1.3637589,0.48597443,1.0846134,0.5980332,1.1354291,1.1795237,1.1253158,0.86188,0.6937649,1.1931381,0.9122346,0.86246586,1.2559671,0.75360674,1.2691765,1.024637,1.0209544,0.96021485,0.71261454,0.54835916,0.9849874,1.2666194,0.6802057,1.0334109,1.0534106,1.1925248,1.1807542,1.4015558,1.2225064,0.8043423,1.1466272,0.92807007,0.98679304,1.2499007,0.82973695,1.3691001,0.6116648,0.6686799,0.3779428,1.0727915,1.301459,1.4017704,1.2703042,1.2368044,1.2568378,0.81087935,0.5591153,0.8242793,0.8549074,1.1422763,0.63211554,1.2454395,1.3321487,1.1850598,1.2315688,1.0949023,1.0442159,0.4680016,0.44307864,0.9909354,0.8689444,0.732257,1.0372627,0.7963312,1.1745623,0.9405606,0.9616588,0.8159451,0.9793228,0.6342857,0.814191,0.90573967,0.9467664,1.3159275,0.8038889,1.2830492,0.89281714,1.3392754,1.3445072,1.1729724,0.6351821,1.0998737,0.8683919,1.1821543,0.6629567,1.1288975,0.7474898,1.0341845,1.0353067,0.4685843,1.1246171,1.093636,0.7179246,1.1819421,1.3212492,1.0842993,1.3536317,0.8458463,1.3193781,0.8593775,0.94356805,0.7964537,0.6670425,0.9948946,1.3705046,0.95772,1.083764,0.81417996,0.28256863,0.7207482,0.8296863
bucket,1.2678452,1.0106668,0.7771789,1.4459369,0.7257433,0.6078799,1.0186344,0.43258715,0.99992996,1.3167259,1.3516477,0.7242732,1.0501869,1.424819,0.9943883,1.4179676,0.85864604,0.84895515,0.5785769,0.45649135,0.68788844,1.1166251,0.5707606,0.0,0.83819145,0.3618486,0.5979903,0.9665716,1.4520519,0.7842982,1.1723897,0.7783581,1.1155981,1.1078306,0.849885,1.0765041,0.9659834,1.259307,1.367564,0.68451726,0.92766505,0.26341856,0.97623146,1.222931,1.0988351,1.0416796,0.81965137,1.2966475,0.8719121,0.7409139,1.3457664,0.8249683,1.2815212,1.1573312,1.1302273,0.7699448,0.7099751,0.756908,0.8495079,1.0793126,0.8075338,0.94294786,1.1281745,0.76024324,1.2983395,1.2400467,1.2728254,0.7336939,1.0700228,0.9412769,1.0244095,1.2280314,0.48459375,1.4630363,0.8085097,0.69371724,0.54425,0.96383446,1.0334742,1.2935005,1.2773598,1.0770088,1.1470354,0.9352437,0.7321235,1.0162796,1.0318167,0.91551346,0.6553842,1.2178906,1.3862021,1.3457628,1.188714,1.0028055,1.0284642,0.6880851,0.7070329,0.98759425,0.8707605,0.75103045,1.1564357,0.73596996,0.9301289,0.9528499,0.88793087,0.7818564,0.7905339,0.5240605,0.98250276,0.80076957,0.9355289,1.2816621,0.82604253,1.3711824,0.81098545,1.4593546,1.2207243,1.1604589,0.8295834,1.2239819,0.88535416,1.1791217,0.7769139,1.2106009,0.6901808,1.0360578,0.9299491,0.6157341,1.1572648,1.2429744,0.6966619,1.1336286,1.4054976,1.1252345,1.2536997,0.523023,1.3017664,1.0075042,1.0079129,0.89297074,0.8670486,0.578663,1.0357311,1.0139452,1.0755984,0.71261126,0.69646025,0.83536375,1.0218927
butterfly,0.9974302,0.58778197,0.7008263,1.2126719,1.0064554,0.7955097,0.91454285,0.930489,1.2685039,0.918041,1.4597492,0.53232664,1.3518722,1.3553404,0.79523015,1.3766129,1.2182299,1.1343392,0.6460649,1.0695481,1.2666998,1.0211157,0.6509888,0.83819145,0.0,0.51826656,0.88453054,0.47792637,1.1848804,1.1804891,1.2771356,0.5615597,1.182625,0.998918,1.2096055,1.0109966,0.8534435,1.3987596,1.3575711,0.40231997,1.3681968,0.80586076,1.0587304,1.2628665,1.0015885,1.1221923,0.7963759,1.0895579,0.66655564,0.64695376,1.1797713,0.5970408,1.1726836,0.53797674,1.0816743,0.60016567,0.8997467,0.72104645,0.80912465,1.3258238,0.41621232,0.8539743,1.230983,0.90452623,0.9328511,1.3257606,0.9216373,0.5286087,1.2826917,0.8508675,1.1978173,1.2972102,0.9970111,1.3189042,0.77818954,1.0278497,0.5777101,1.0943791,1.098454,1.3122394,1.3770998,1.0135856,1.0360299,0.5578179,0.69569975,0.47898442,0.587894,0.9528152,1.0665234,0.98876756,1.3055122,1.1513143,1.2723275,1.2235765,0.84651244,0.60906065,0.504174,0.9197145,0.7545138,0.71402884,0.91845226,1.048642,1.0943767,0.8828075,0.787573,0.7115457,1.072263,0.6526633,1.2214079,1.0101014,0.89373696,1.3126447,0.6763232,1.2571814,0.9624663,1.2282193,1.2256494,1.1438854,1.0512053,1.2527884,1.1524273,1.430004,0.44218606,1.215513,0.68350327,0.91514844,1.1886938,0.69436467,1.3015598,1.1098742,0.42848045,1.293886,1.300946,1.2331737,1.4495685,0.7384571,1.281915,0.3981834,0.697622,1.0095063,0.7710726,1.0215414,1.4121269,1.1008974,1.2618084,1.025928,0.74340683,0.4461198,1.0749202
