,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
shirt,1.0123471,1.1250005,1.4533445,1.0037118,0.38418204,1.2613902,1.381474,1.2035387,1.2686887,0.7043791,0.71133775,1.3298218,0.9156055,0.15903139,1.1287351,0.5046072,0.82097745,0.9667501,1.4414253,1.2980019,0.9058565,1.1822149,1.0660514,1.2603166,0.76955855,1.3737895,1.3354758,1.2493107,0.5204559,0.7717818,1.2119131,1.4218754,0.80414796,1.042017,0.9410527,1.1349852,1.0880463,0.8836545,0.83992946,1.4441314,0.75491893,1.4492847,1.2901793,0.9274631,0.8196576,0.87124234,0.89188683,1.2765384,0.75933635,0.997541,1.3661351,0.54212916,0.5859678,1.021168,0.7952173,1.4110302,1.0508175,0.99254286,1.3850553,1.378367,0.7329129,1.3280144,1.0566092,0.84044397,1.3195491,0.55834603,0.7010608,1.2002949,1.2364321,1.3419027,0.8502054,0.2455169,1.1133316,0.29008883,1.4622902,1.177782,1.4692205,0.81753534,1.1007078,1.1574605,0.61062294,0.88048446,0.90177023,1.0062689,1.2889724,1.1826137,1.0308962,0.95160407,1.4251305,0.7168702,0.9109049,0.102621555,0.3301161,0.73823035,1.3613076,1.413625,1.3396969,1.223175,1.3831851,1.1094258,1.2626987,1.3828918,1.0992433,1.298739,1.3139706,1.0818344,1.3666818,1.2817509,0.6415895,0.89290076,1.2110311,0.9638808,0.65960586,1.1770678,0.0,1.1813416,0.41533184,1.5268217,0.64018,1.0770999,0.84408796,1.3925734,0.83127415,1.3274586,0.9044824,0.9573369,1.4604331,1.1072538,1.3582349,1.3898556,0.8851176,0.09324753,0.9591298,0.5973313,1.507527,1.1883042,1.2839738,0.9209155,1.1370506,1.4191506,0.9380878,0.91306126,0.9389545,1.0727382,1.245544,1.3033403,0.78015757
shoe,0.9474201,0.88180804,0.9236629,1.0343106,1.1393443,0.725821,0.96051973,0.9464112,0.7741162,1.1370798,1.153004,0.94459057,1.019529,1.1670525,0.90647304,1.0050982,1.0789908,0.99404234,0.8446015,1.026288,1.0637553,1.0664803,1.0648513,0.9249223,1.054235,0.9529156,0.87092245,1.103778,1.0887773,0.9556908,0.99014133,0.9638685,1.0712566,1.0141703,0.98349273,1.0727865,1.0400014,0.98944765,1.1262784,0.9949598,1.1590676,0.7870079,0.7790102,1.1433496,1.0503207,1.018784,1.1746218,1.0136398,1.0714494,0.9473584,1.005936,0.91610223,1.1210546,0.9993363,1.1751852,0.8099122,1.0641228,0.7639409,0.95954,0.85769904,1.1352681,0.8273951,0.72196776,1.1585743,0.8338355,1.113419,1.0363574,0.716186,1.0185606,0.79976994,1.0964628,1.1046636,0.97469336,0.98435104,0.87319344,0.98393863,1.0074054,1.0986015,1.0327507,1.1248326,0.80971956,0.8958013,1.0429407,1.05706,1.017136,0.8223125,0.9430403,0.97755104,0.91280454,1.124907,1.0083464,1.1139541,0.9858138,1.0723661,1.0088149,1.0082004,0.8140274,1.010538,0.88190156,1.0422401,1.0069622,0.97684705,0.9140297,0.96546817,0.9493684,0.634377,0.8959652,1.0125496,1.2066768,1.0984954,0.8045765,1.2227317,0.9788154,0.9011834,1.1813416,0.0,0.96461904,0.75092655,1.2656649,1.0858476,1.1263117,0.51895255,1.1423857,1.0217178,0.6494656,1.1639388,0.91448545,0.96760666,0.97797763,1.0008395,0.82140684,1.1194402,1.084194,1.1899722,0.8255017,0.8497132,0.82491076,1.0959445,0.80909264,0.84146345,1.0860217,1.148454,0.9427873,1.0180835,0.9129547,0.7874452,1.2628292
shorts,1.0441011,0.93750465,1.2362514,0.91964966,0.57265663,1.222615,1.1905591,1.1035006,1.1227789,0.9366543,0.9146501,1.1777793,0.8129808,0.6346853,1.014067,0.6217191,1.0598838,1.036957,1.2424748,1.2404348,0.9983365,1.0287634,0.99385214,1.1085627,0.92012167,1.064774,1.2601428,1.1293563,0.69875455,0.6453872,1.1981246,1.3737483,0.8266527,0.9223209,0.86049616,1.2069712,0.97277015,0.830747,0.7396164,1.2822683,0.8419235,1.2739843,1.2703955,1.0174526,0.9639949,0.86541873,0.82353425,1.0748098,0.8896269,0.9004208,1.2399571,0.7792373,0.90567493,0.96599627,0.98137933,1.1811107,1.138187,0.6549303,1.2534878,1.3202032,0.8891704,1.1975131,0.74513507,1.124616,1.1820402,0.69510067,0.7038077,1.0281676,1.1924907,1.1925255,1.0275569,0.716774,1.151025,0.23443937,1.2834803,1.1278915,1.3664652,0.9506402,0.9941821,1.2982519,0.6538207,0.9907843,0.88143265,0.94948596,1.2161472,0.77544004,0.88653,0.8699499,1.2301995,0.7386982,0.82587886,0.42412448,0.19652998,0.8918322,1.264507,1.2417681,1.2047647,0.9625663,1.207424,1.1158258,1.1734469,1.2117059,1.0351993,1.1524606,1.2067112,0.9752134,1.176852,1.1215755,0.7457061,1.0913583,0.9227258,1.1405718,0.841882,1.2057503,0.41533184,0.96461904,0.0,1.2289882,0.91372836,0.9714081,1.1304846,1.1064425,1.07755,1.3483045,0.73883486,1.0375484,1.3077261,1.1355461,1.1356704,1.2470162,0.83164674,0.47282267,1.1618261,0.9512922,1.3371727,0.9672121,1.0511473,0.7869386,0.7240825,1.3256338,1.067923,1.1577896,0.8832233,1.142441,1.094919,1.1341195,0.8471341
shovel,1.0877048,0.78437895,0.59193575,1.024925,1.4839146,0.78515923,0.5375451,0.79312706,0.75836444,1.3602712,1.4270175,0.5322715,0.96976376,1.5771546,0.9763651,1.518729,1.2688415,1.162002,0.39273334,0.83365643,1.302938,0.8764304,0.9095428,0.7174568,1.3311559,0.41989565,0.79720986,0.7959437,1.4927692,0.96304077,0.84657943,0.6212579,1.2225325,0.94243,1.0624106,0.9459758,0.98717296,0.96297425,1.3162248,0.44669193,1.3660892,0.451993,0.68017286,1.2734432,1.2904029,1.279686,1.0573643,0.7398012,1.2813587,0.9256432,0.7141878,1.3668826,1.3319292,0.920218,1.3881781,0.49831408,1.1118879,0.80908865,0.39901674,0.75266266,1.2771466,0.6041491,0.7204144,1.3179321,0.81830686,1.376814,1.2270411,0.62575537,0.7157495,0.5831828,1.2907465,1.5090532,1.0360992,1.3863639,0.3601191,0.79701227,0.49683988,1.347223,1.0213642,1.0172095,1.446157,1.2218217,1.1687165,1.2323061,0.7158931,0.6123382,0.8974128,1.1030354,0.5144674,1.2218928,1.1737434,1.563776,1.3615624,1.3569384,0.4539923,0.44626105,0.6175944,0.9004061,0.50933343,1.0224123,0.788026,0.6854123,0.89884084,0.5764846,0.7983871,0.96688795,0.53115237,0.81632423,1.2819873,1.1706702,0.69711936,1.340607,1.2688787,0.8900777,1.5268217,0.75092655,1.2289882,0.0,1.3370465,0.79581434,1.2456024,0.47167122,1.1789192,0.75020885,1.0694507,1.2329712,0.4666323,0.8960321,0.57412255,0.62543726,1.1171336,1.4860225,1.1937205,1.5051801,0.4396941,0.7429564,0.7219617,1.0111326,0.63167053,0.7648761,1.1292219,1.198015,1.1724762,1.0164326,0.54306686,0.57788444,1.2044811
shower,0.9202492,1.0516843,1.2159889,1.0030851,0.7014886,1.2517414,1.2824001,0.98556435,1.0710049,0.67655724,0.70128196,1.2592824,1.019835,0.70911765,1.1196226,0.77085793,0.83006936,1.0052574,1.2240438,1.0993427,0.84850395,1.1862179,1.00065,1.0151503,0.86054987,1.2059189,1.2176957,1.1995242,0.7195307,0.9943754,1.09345,1.1785219,0.86989063,0.9417564,1.0845091,1.0492829,1.011862,0.97141135,0.9364697,1.282501,0.72756135,1.173351,1.1795197,0.8028976,0.8948076,0.93018585,0.8510057,1.0705098,0.8623132,1.1575968,1.2021276,0.8501582,0.85860145,1.0895991,0.85722166,1.3099246,0.9350115,1.132939,1.2811588,1.2435584,0.68304276,1.313164,1.1583781,0.8066865,1.1007539,0.89022213,1.0037779,1.3244354,1.1480904,1.2651974,0.9233719,0.67878973,0.8698385,0.857914,1.311141,1.0742952,1.1660378,0.8802642,1.0466509,0.8583426,0.8890563,0.90310884,1.1113855,1.0583156,1.2314413,1.1999997,1.2536936,1.0624022,1.3316228,0.72023326,1.0199026,0.65331495,0.89300954,0.8908639,1.2076313,1.3005067,1.2083964,1.0364394,1.1719663,1.076765,1.095312,1.223222,1.0691559,1.1988676,1.2320784,0.9867322,1.2159402,1.2104149,0.6052984,0.9167276,1.2155737,0.7801039,0.8744538,1.1531309,0.64018,1.2656649,0.91372836,1.3370465,0.0,0.9151018,0.83800995,1.397725,0.8580739,1.0280143,0.933315,0.97038555,1.2958889,1.0707927,1.2565525,1.2446394,0.9065702,0.71332,0.96038944,0.71845794,1.2077894,1.2290668,1.2844357,0.97828376,1.162622,1.2741513,0.86941874,0.89005923,0.99830043,1.0505905,1.058522,1.3204966,0.72658646
sink,0.9727653,0.8854718,1.0109798,0.7514523,1.1109397,1.1580081,0.83162665,1.0555638,0.9773517,0.7555594,1.083292,0.76244724,0.61782324,1.1881258,1.1919036,1.0405557,0.84431785,0.950117,0.92983866,0.6491118,0.9595632,0.9233473,0.9686149,0.7307511,1.107685,0.68224335,0.93113166,0.8958158,1.1123317,0.680275,1.0812812,0.8274632,1.0145552,0.62014735,0.90206885,0.9999433,1.0870212,0.786518,0.93211514,0.80072284,1.0517931,0.76226544,1.1350789,1.070737,1.1995205,1.2808319,0.96357447,0.7718314,1.1947087,1.1628021,0.99554,1.1743933,1.2199708,1.0588202,1.1204952,0.8421656,1.1960838,0.9234086,0.75123507,1.0438164,0.95772386,0.9857468,0.92721194,1.1230657,1.0369617,1.0812438,1.0698245,1.0495673,0.94665194,0.98693264,1.1626117,1.1553689,1.0592668,1.0019474,0.6511685,0.98802024,0.76339453,1.0505987,1.088011,0.9257782,1.2762727,1.1849209,1.0298709,1.1122139,0.9421814,0.5743848,1.0697591,1.0579095,0.9955395,0.6874119,1.2345526,1.115641,0.99417996,1.0477133,0.7803624,0.7797879,1.0635043,1.006067,0.6425041,0.9140488,0.9931208,0.6397717,1.1403472,1.0495338,1.167484,1.0789906,0.70779204,0.9070573,0.771996,0.98086023,1.0993652,1.1161485,1.1864873,1.0593687,1.0770999,1.0858476,0.9714081,0.79581434,0.9151018,0.0,1.1013188,0.90024716,0.9947388,0.846925,1.1822411,1.0028244,0.84509104,1.1807895,0.89689255,0.9542943,1.110178,1.1160948,1.195615,1.078213,0.7731277,1.0502758,1.0311334,0.95866245,0.7518869,1.2331848,0.6833651,1.1849363,1.1639569,1.0641222,0.78856575,0.9601577,0.862659
slide,1.0330338,1.1460061,1.2969899,1.0673063,0.8190081,0.98702884,1.2302032,1.1007298,1.2086599,0.39454013,0.6450952,1.2620009,0.7718541,0.8692562,1.1233628,0.8049924,0.28896725,0.91069096,1.2882838,0.9991873,0.77920663,1.2446706,1.140558,0.8837812,0.9976702,1.3279533,1.1372658,1.1913788,0.8822465,0.97601897,1.104042,1.2747402,0.8469922,0.97999156,1.0492113,1.0952212,0.94868153,1.026701,1.0521845,1.2865088,0.64937454,1.212757,1.1596532,0.83324873,0.9159132,1.0481381,0.9860087,1.1219323,0.867793,1.2170128,1.3142812,0.6704689,0.9251236,1.2122874,0.7880301,1.1561223,0.986828,1.298317,1.3290923,1.1929413,0.8592043,1.3149596,1.4630109,0.33211994,1.1268479,1.016114,1.0947636,1.3513539,1.1425403,1.2388421,0.6765779,0.72013056,0.9792738,0.916314,1.2759385,0.8203994,1.293987,0.90464485,1.0609561,0.84314346,0.94163376,0.6676565,1.1067497,1.1976056,1.2777679,1.3826067,1.2036021,1.1985853,1.3203263,0.89685667,1.149017,0.78304666,0.9864813,0.7996557,1.2092941,1.3276978,1.2182935,1.171931,1.3822005,1.0300394,1.115064,1.1906109,1.0843084,1.2442669,1.1866317,1.1032374,1.313777,1.3039142,0.84144115,0.71470344,1.3593013,0.7086236,0.8654365,0.859974,0.84408796,1.1263117,1.1304846,1.2456024,0.83800995,1.1013188,0.0,1.4165776,0.651999,1.2414805,1.1293217,0.9258821,1.217687,0.81456405,1.2517045,1.2671254,0.9467258,0.83720464,0.3153504,0.5500417,1.2966288,1.3780293,1.3982279,0.9232578,1.3569248,1.0349255,0.7835122,0.64758474,0.8866791,0.74011314,1.2861722,1.3158183,0.8961592
slipper,1.171094,0.7593411,0.6335706,1.0671207,1.3457952,0.8788886,0.4889077,1.0872606,1.0066905,1.5648253,1.504062,0.35307252,1.1731458,1.3251045,0.91761386,1.4445152,1.4443104,1.2404504,0.5277324,1.1085708,1.4893838,0.7015946,1.0279953,1.1546239,1.1877342,0.41684544,0.77838665,0.60640955,1.3529376,1.0706394,1.051064,0.46573526,1.2868313,1.1106335,1.0273161,0.88344944,1.161413,1.117772,1.1719594,0.3028192,1.5532695,0.70644623,0.6647647,1.4662006,1.3329339,1.189488,1.2301373,1.0213879,1.284945,0.6296269,0.5584306,1.1963679,1.245427,0.62515885,1.3888662,0.61856115,1.2611455,0.5028173,0.6109952,0.75672364,1.3495958,0.23407984,0.441337,1.3566477,1.0155643,1.0962223,0.9854171,0.31891978,0.6473948,0.59928006,1.4259899,1.4518073,1.2532251,1.206411,0.5859348,1.0751779,0.52389234,1.4370034,1.0962878,1.0512397,1.1926206,1.2913991,0.7164999,0.99293375,0.30924392,0.68765473,0.58645356,0.73859334,0.4020331,1.4144266,1.0383124,1.4148881,1.134918,1.4715691,0.47237635,0.43714774,0.69350266,0.9157287,0.4804623,1.224702,0.934615,0.91794926,0.98857033,0.57725286,0.70519775,1.0866737,0.4591899,0.4998446,1.4842253,1.1871886,0.53798974,1.3764476,1.2323213,1.1141536,1.3925734,0.51895255,1.1064425,0.47167122,1.397725,0.90024716,1.4165776,0.0,1.240988,0.50009286,0.9397427,1.3596467,0.7397282,1.1559095,0.47726226,0.446988,1.2243913,1.3644985,1.3771962,1.588829,0.54718494,0.31477845,0.3171351,1.1597745,0.7693722,0.83910453,1.4400654,1.3190935,1.270812,1.144644,0.7210121,0.16676354,1.3185312
snow,0.98844343,1.0982497,1.1762357,0.9125853,0.8722818,1.0382411,1.1442622,1.122088,1.1789814,0.66151416,0.8163737,1.053157,0.8976522,0.89806527,0.9582032,0.78969824,0.608429,1.0229883,1.2482531,1.0905796,1.0349469,1.1245074,1.1831748,1.0889236,0.95198214,1.18791,1.0877477,1.1048456,0.74707687,1.0245092,1.077851,1.1139649,0.9239338,0.8463644,0.94897115,1.1039801,0.9847968,1.0074607,0.96132326,1.1181712,0.91466844,1.2944908,1.0550857,1.117201,0.9754135,1.2637196,0.94796723,1.0666828,0.9028678,1.1608522,1.2432061,0.64029706,0.93851453,1.1224608,0.9640195,1.00579,1.0668772,1.1872758,1.1968524,1.1122301,0.8464983,1.1612842,1.3465592,0.7029729,1.2349098,0.98508507,1.1126406,1.2512164,0.9705408,1.0961308,0.81189036,0.79448724,1.0719124,0.8528235,1.1176449,0.907454,1.1041645,0.9686158,1.0106665,0.89110065,1.0900605,0.8849401,1.1182549,1.0863487,1.1692519,1.0769334,1.0969636,1.1882184,1.2565638,0.92748994,1.0097107,0.7853895,0.913473,0.92592984,1.0403858,1.1228821,1.0622648,1.0077287,1.1064873,1.012511,1.0740676,1.1790527,1.0946699,1.1084852,1.2209088,1.2480297,1.1973251,1.1738771,0.9410319,0.21381676,1.2251159,1.0152152,0.8727659,1.0225728,0.83127415,1.1423857,1.07755,1.1789192,0.8580739,0.9947388,0.651999,1.240988,0.0,1.139999,1.2049565,0.9454965,1.1955945,1.0096854,1.2244222,1.1486875,1.2120705,0.8491696,0.8214268,0.80302787,1.268407,1.2646581,1.2421165,0.98709774,1.0707521,1.3189124,0.93454486,0.5945746,1.065531,0.9008955,1.2150016,1.2059579,0.8368161
soap,1.1275961,0.9622197,0.6212199,1.1397705,1.3133641,0.9403311,0.55158424,0.97264,1.0315998,1.3426331,1.3314834,0.54771507,1.2676207,1.2388783,1.0002558,1.3939018,1.2835137,1.2177515,0.5598873,0.99849755,1.3147519,0.6820526,1.1194887,1.152116,1.1892985,0.61989725,0.853295,0.6525719,1.2720437,1.2956784,0.9436823,0.3117422,1.2402261,1.1472185,1.1566868,0.7869297,1.1468234,1.1894877,1.1599482,0.3938049,1.3986962,0.6740622,0.8945615,1.267971,1.1636835,1.1379662,1.200758,1.0187382,1.1464138,0.91258895,0.4020335,1.2106977,1.1755322,0.79809296,1.2086556,0.7984935,1.1515288,0.91688675,0.7566236,0.8776354,1.148072,0.45878887,0.74397796,1.1008155,0.9466432,1.1632727,1.1840973,0.61361253,0.52031183,0.849043,1.3032923,1.2838695,1.1192554,1.3911371,0.7827254,1.116585,0.4171527,1.3717481,1.0594673,0.8558659,1.3356102,1.2870617,0.92422754,1.0039327,0.26061457,0.9802333,0.8996351,0.84283125,0.55224484,1.3343959,1.1308187,1.3732413,1.3911579,1.3630203,0.55393445,0.5425952,0.7911544,0.9535537,0.42453194,1.1755425,0.91396856,0.9034717,0.9378236,0.53725094,0.69388735,1.2083466,0.5793146,0.5855547,1.3096951,1.0819176,0.8031585,1.1299473,1.2789725,1.2151048,1.3274586,1.0217178,1.3483045,0.75020885,1.0280143,0.846925,1.2414805,0.50009286,1.139999,0.0,1.1470048,1.1384223,0.85543126,1.1433136,0.54986227,0.5368092,1.3677416,1.3396487,1.2549281,1.3541863,0.49825954,0.5461326,0.5458188,1.2292831,1.0145013,0.8428694,1.2643324,1.1545432,1.2961166,1.12194,0.90100294,0.4437151,1.2099828
sock,0.94836366,0.5455519,1.0712938,1.0114177,0.69799227,1.0014781,1.181125,1.0055146,0.9607447,0.9800482,1.0111777,1.2499484,1.0573287,0.82407093,1.082312,0.7578112,1.1077311,1.095287,1.0922065,1.1643155,0.99046755,0.9429958,0.9786561,0.99325234,1.076464,1.1113011,1.2475578,1.2214712,0.93999577,0.9092359,1.0788317,1.2442449,0.9982353,1.045131,0.9762974,1.0809495,0.9063368,0.94311905,0.85202783,1.2501442,1.0333618,0.946075,1.1581907,0.97586596,0.98386604,0.8234107,0.9569532,1.0119902,0.9316309,0.8724106,1.054946,0.78107405,1.0129684,0.70775336,1.0623484,1.1637834,0.9823746,0.5220727,1.1347877,1.2524707,1.1253369,1.2437085,0.6005472,1.1258492,0.94962925,0.91273564,0.6324058,1.0328931,1.2323912,1.254144,0.9584341,0.9755747,0.9281272,0.7748897,1.1105182,1.1348355,1.2144798,0.89349467,0.9173508,1.1121297,0.44284034,1.0461996,0.8900998,0.87559026,1.188396,0.78528595,0.87315106,0.8201394,1.2139697,0.9007092,1.0307196,0.814311,0.7186788,0.95443827,1.2458526,1.1364992,1.0564388,0.8075333,1.1247821,1.0871967,1.1438605,1.1492064,0.9926916,1.1400081,1.1280895,0.88701314,1.2676841,1.1911433,0.95476305,1.1614735,1.0645812,1.0325017,0.70856726,1.0444441,0.9044824,0.6494656,0.73883486,1.0694507,0.933315,1.1822411,1.1293217,0.9397427,1.2049565,1.1470048,0.0,1.043401,1.0248909,1.0565382,1.1386362,1.1868812,0.88341707,0.8623236,1.1499478,1.0322936,1.0858239,0.6774024,0.82479715,0.8245714,0.69623435,1.1615788,1.0834608,1.1765025,0.9933414,1.2312975,0.98774076,1.0673548,1.0083146
soup,0.98668003,1.1698921,1.0815703,0.85277367,0.931316,1.1339728,1.2691841,0.8665723,1.0924044,0.8087375,0.8917116,1.2932937,1.1608862,0.93843323,1.0943198,0.8743799,0.8923338,0.9242641,1.2251916,0.60824955,0.8922889,0.84171456,1.1946868,0.87206393,0.98521054,1.3373702,1.183688,1.0708424,0.957232,1.2352338,0.4573319,1.184594,0.9552814,1.0838861,0.96993077,0.9168188,0.78258383,1.169366,0.8380238,1.3092204,0.95341575,1.1004864,1.1326284,0.6773424,0.89905536,0.9407339,1.0667568,0.9801017,1.0184155,1.1571914,1.0684332,0.9882475,0.9389424,1.1208441,0.82347894,1.1480199,0.9206054,1.2743688,0.8918881,1.1307881,0.95889866,1.3042059,1.2410604,1.0031086,0.9654531,0.9704384,0.9265573,1.3558469,1.1957214,1.2077782,0.86369586,0.95705736,0.79933834,1.023445,0.9929431,1.1254848,1.235202,0.5641589,0.8362059,1.0169832,0.9152096,1.0157226,1.0152587,0.7743379,1.2743561,1.1374172,1.1735647,1.0951391,1.222262,0.81380963,0.99044067,0.9383532,1.0303776,0.6317763,1.2613573,1.2147222,1.1960752,0.94448024,1.2710683,0.6261314,1.0843635,0.5650217,1.092046,1.1943333,1.0785646,1.091015,1.287135,1.2082999,0.8950631,0.908237,1.2117417,0.7240554,0.9726771,0.94805443,0.9573369,1.1639388,1.0375484,1.2329712,0.97038555,1.0028244,0.9258821,1.3596467,0.9454965,1.1384223,1.043401,0.0,0.8587379,1.026326,1.1896479,1.2401749,1.0665821,0.9797298,0.9349695,0.75806,1.0674474,1.2554243,1.2341835,0.9793333,1.0918337,1.1398822,0.5552859,0.9337627,1.0009849,1.0174928,1.3362199,1.3724666,1.0849468
spoon,1.0244387,0.82506245,0.6707052,0.95341486,1.3140609,0.9218999,0.7692417,0.752391,0.9540478,1.1858466,1.3642145,0.8751836,1.1836319,1.4160284,0.96384335,1.4693513,1.1978014,1.1000884,0.6997265,0.5944602,1.2074293,0.80879855,0.91462874,0.81804526,1.1991156,0.89097923,0.8195125,0.7475945,1.4341555,1.2360089,0.67259884,0.8034796,1.2701399,1.0775946,1.0433451,0.8211557,0.89961416,1.187006,1.1668589,0.68823224,1.3648033,0.6945742,0.7815529,1.0015972,1.2752987,1.122275,1.1414852,0.609594,1.1921508,0.89790946,0.7679659,1.350162,1.2451543,0.8219955,1.2616515,0.63353634,1.0695465,0.95628023,0.22507924,0.7114737,1.1969552,0.8420455,0.9256736,1.2904834,0.7567228,1.3069174,1.0017388,0.9475988,0.9822122,0.82388353,1.0585445,1.4136667,0.91170686,1.4002143,0.18583995,1.0061969,0.68033373,1.065499,0.8503024,0.962241,1.2274404,1.145784,1.0143609,1.1334112,0.90375197,0.82731485,0.82518464,1.0396442,0.7008927,1.1841314,1.2021081,1.4904912,1.350993,1.0862976,0.7139594,0.45953357,0.7982839,0.78158474,0.9144006,0.86142564,0.93441963,0.49255437,1.0805768,0.87250304,0.77447134,1.0086406,0.9200235,0.8997792,1.2787589,1.2201474,0.9209155,1.0138594,1.2187239,0.5674423,1.4604331,0.91448545,1.3077261,0.4666323,1.2958889,0.84509104,1.217687,0.7397282,1.1955945,0.85543126,1.0248909,0.8587379,0.0,0.84120584,0.8690895,0.7939509,1.131599,1.439373,1.1587459,1.2988509,0.6186224,0.8766799,0.8015878,0.8036959,0.9362717,0.8293871,0.79994786,1.1745609,1.0717332,1.05718,0.7897638,0.8052293,1.2054101
sprinkler,0.9702767,1.0862895,1.1079682,1.0454576,1.0706862,0.9152145,1.1986473,0.97848445,0.96038395,0.9501372,0.9403714,1.060824,0.8360481,1.180423,1.0055459,1.1414112,0.8510088,1.1148423,0.8807281,1.0856103,0.96870977,1.280723,0.57330203,0.9792687,1.0272672,1.0715029,0.8931043,1.1825688,1.0836916,1.0069071,0.8986347,1.0209726,0.87737334,1.005956,1.0519472,1.164121,0.85397995,0.9282149,1.1991305,1.0664396,0.94521,1.0361083,1.0155656,0.9630769,0.91867226,1.0362195,0.82849306,0.94606835,1.0653467,1.1684972,1.2237296,1.083608,0.98661596,1.1910003,1.072279,1.065733,0.90043163,1.2668519,0.90094763,0.927091,1.1559906,1.0795723,1.1750066,0.7191224,1.019263,1.1349888,1.1728392,1.1378648,0.98252475,1.0438087,0.6994819,1.0100406,0.9336397,1.1288804,0.8586918,0.67895246,0.9357989,1.0330598,1.102155,1.0196954,1.1360264,0.730849,1.2054882,1.136169,1.1887164,1.2180521,1.1583595,1.1225302,1.1232435,1.0068638,1.0723187,1.0964093,1.170419,1.0764428,0.9535077,0.9384872,0.9481259,1.1114671,1.0921772,1.0771872,0.81756663,1.1014932,0.90644836,1.0415128,1.1104238,0.9008459,1.0356835,1.1965901,0.891933,0.9689787,1.0810554,1.0481906,1.1479048,0.6707414,1.1072538,0.96760666,1.1355461,0.8960321,1.0707927,1.1807895,0.81456405,1.1559095,1.0096854,1.1433136,1.0565382,1.026326,0.84120584,0.0,1.0244831,1.1148018,0.6705008,1.0720583,0.5813513,1.0306877,1.1360054,1.2554513,1.2202449,0.9284979,1.20973,0.7951952,0.9678394,0.8523921,0.6381126,0.7356317,0.69696546,1.1110024,0.90270454
stick,1.2618232,0.9115369,0.77798015,1.0741282,1.3531032,0.9456149,0.5902647,1.083727,0.96401036,1.4003612,1.3073123,0.38390553,1.0802057,1.3546834,0.9669912,1.4045104,1.3217304,1.1289469,0.44513398,1.0182273,1.26702,0.90094155,0.8934019,0.99120766,1.2603338,0.2389028,0.9089377,0.7314654,1.3595139,1.0507872,0.97896963,0.46179754,1.1943101,1.0855128,1.0994812,0.9736124,1.0280284,1.0348245,1.2211121,0.3658769,1.2814822,0.6673985,0.9321753,1.2794198,1.2359886,1.223495,1.009925,1.0349467,1.2013202,0.9173522,0.71423924,1.2561157,1.2080917,0.93070793,1.2243756,0.8373747,1.0418591,0.8736831,0.673278,0.9848739,1.3119466,0.45934695,0.7734072,1.186585,1.1105633,1.1534524,1.1958346,0.5813514,0.4728356,0.8224999,1.3141224,1.3575257,1.117307,1.2612584,0.7276217,0.93526155,0.4596547,1.3295608,1.1040195,0.8780217,1.3795254,1.2143415,1.0241727,1.0478401,0.41436183,0.8033953,0.85006595,0.99577606,0.62681013,1.2442646,1.0553988,1.3932943,1.2291641,1.3027542,0.4401827,0.53126955,0.77620053,1.0378053,0.4936762,1.1652313,0.7934729,0.8834713,0.9781702,0.6573462,0.85357666,1.217384,0.44249195,0.7028221,1.2416778,1.1803433,0.7350741,1.2715371,1.2378578,1.2436492,1.3582349,0.97797763,1.1356704,0.57412255,1.2565525,0.89689255,1.2517045,0.47726226,1.2244222,0.54986227,1.1386362,1.1896479,0.8690895,1.0244831,0.0,0.5369406,1.1800311,1.3176367,1.1792235,1.3840426,0.7086153,0.6317998,0.624984,1.172738,0.8337015,0.897672,1.2881092,1.1405736,1.165989,1.0347248,0.6307968,0.4290967,1.1122893
