,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
blanket,0.812056,1.0688818,1.5173631,1.0296698,0.50660163,1.1617458,1.465003,1.1766036,1.0864713,0.53238404,0.42115623,1.4222624,0.72876984,0.47306806,1.0376192,0.0,0.6574749,0.8220513,1.5587858,1.2036223,0.7779684,1.1195786,1.057861,1.1472545,0.79772055,1.4538329,1.301295,1.3570914,0.41965652,0.6238525,1.2137284,1.467572,0.7310224,0.9263741,0.8540986,1.1573414,0.95745677,0.6629158,0.6035518,1.5246726,0.5763296,1.4183757,1.2685375,0.84283936,0.7140907,0.84703434,0.937588,1.1451242,0.70187044,1.1828872,1.3830291,0.58503777,0.8829975,1.2318177,0.79003036,1.3422997,1.0654256,1.062194,1.4590023,1.32079,0.8705171,1.469727,1.1211406,0.84197855,1.230596,0.8146462,0.8892882,1.3024051,1.3617296,1.335145,0.76292664,0.49480337,1.0877752,0.43319702,1.4312005,1.1439602,1.5286767,0.6310456,1.1026783,1.1337323,0.49421954,0.8272668,1.0622036,0.8318074,1.4250274,0.86949515,1.1515262,1.0973709,1.5385306,0.57786363,0.82391274,0.33371025,0.4982177,0.61673796,1.4662336,1.4772128,1.3501663,1.1818764,1.2262311,0.89620596,1.2923484,1.2238783,1.0249305,1.3929217,1.4006613,0.8052698,1.4291587,1.3844793,0.70862603,0.77798283,1.29129,0.94969994,0.5436481,1.0914509,0.5046072,1.0050982,0.6217191,1.518729,0.77085793,1.0405557,0.8049924,1.4445152,0.78969824,1.3939018,0.7578112,0.8743799,1.4693513,1.1414112,1.4045104,1.4851234,0.8046938,0.49093735,0.87624085,0.47732246,1.4529699,1.3515222,1.2602113,0.86285055,0.78342056,1.3697548,0.7919811,0.9494802,0.91569924,1.0549936,1.2853003,1.4472749,0.8546446
boat,1.013824,1.1728692,1.4139504,0.9470747,0.7986866,1.0465001,1.3722708,1.1574504,1.1268215,0.20270693,0.58664507,1.2823983,0.61195755,0.8569695,1.1714383,0.6574749,0.0,0.8131701,1.3886315,0.9302869,0.6510448,1.2198286,1.0816591,0.85029525,0.9927704,1.3714507,1.0975226,1.290067,0.7966192,0.9431884,1.0934448,1.3182113,0.74399656,0.7791054,0.94058055,1.124951,0.9069104,0.988509,0.9032821,1.3471247,0.5893438,1.2432976,1.2620838,0.7465446,0.9068706,1.1044977,0.98873186,1.002156,0.851742,1.3120381,1.3793703,0.68243504,0.964218,1.2844375,0.81197184,1.1745205,1.0236359,1.2960467,1.2578058,1.2186495,0.8872077,1.3817538,1.4864513,0.41761166,1.1472931,1.0220786,1.0727413,1.4341426,1.2384317,1.3558517,0.60384977,0.70284593,0.94293576,0.8632587,1.1569669,0.83982265,1.333611,0.8104665,1.135371,0.77020794,0.9426287,0.69320124,1.1814162,1.1838013,1.378652,1.1936624,1.2123269,1.2511268,1.4194238,0.74012685,1.1396855,0.7465128,0.9302045,0.6876776,1.2249873,1.2967978,1.2875049,1.2307842,1.3327069,0.9534261,1.1114385,1.0717554,1.1548729,1.3350224,1.3348114,1.0450213,1.3250134,1.3959749,0.7848599,0.6853853,1.4470506,0.77644086,0.8326262,0.8575616,0.82097745,1.0789908,1.0598838,1.2688415,0.83006936,0.84431785,0.28896725,1.4443104,0.608429,1.2835137,1.1077311,0.8923338,1.1978014,0.8510088,1.3217304,1.3835824,0.9417921,0.801342,0.46809924,0.40824533,1.2866915,1.4624825,1.4320242,0.92325264,1.1935977,1.1520085,0.5335099,0.7372328,0.87323,0.7104553,1.2922846,1.4076431,0.8807816
book,0.86002994,1.1409428,1.2972486,1.0348959,0.90504026,1.0513407,1.2310319,1.1029425,0.9691931,0.81171405,0.7748275,1.1379879,0.8868622,0.94489884,0.88624763,0.8220513,0.8131701,0.0,1.2812587,0.96324736,0.3707925,1.1793119,1.0304927,0.968068,0.89687246,1.1685939,0.84158105,1.1367216,1.0065238,0.97236806,1.0545834,1.2330396,1.0183328,0.8428833,0.87654555,1.0435567,0.9106574,0.9805942,0.8995172,1.1402248,0.6987163,1.1509788,1.0510286,0.74619067,1.0111253,0.8946353,1.1114786,0.8470698,0.9733406,1.2354263,1.2675973,1.0748285,0.9633076,1.1623455,0.5404268,1.0321547,0.94302875,1.2110476,1.1074733,0.80858773,0.84734553,1.2363517,1.2945554,1.0124635,0.8164404,1.0541958,0.9348721,1.2553772,1.0975071,1.0491227,0.8711616,0.80855066,0.92803514,0.9699251,1.0638385,1.0378951,1.2341156,0.85375667,1.0949159,0.9258251,0.9023117,0.8503515,1.1230903,1.1320511,1.2582853,0.97186756,1.1618665,1.2172916,1.2808204,0.85304767,1.0409487,0.9458783,1.0073973,0.27002484,1.0837185,1.0907278,1.1702274,1.1822414,1.0950544,0.7847747,1.1163442,0.8609197,1.1696596,1.2920221,1.2149718,0.8787352,1.060035,1.2618102,0.923825,1.0406401,1.2413456,0.83538663,0.9492858,0.80685294,0.9667501,0.99404234,1.036957,1.162002,1.0052574,0.950117,0.91069096,1.2404504,1.0229883,1.2177515,1.095287,0.9242641,1.1000884,1.1148423,1.1289469,1.2538663,0.88717765,0.96474797,0.97115445,0.56163836,1.1304208,1.2992042,1.1396707,0.94691426,1.029669,0.8407481,0.6040956,0.9670734,0.9290435,0.91117316,1.1985378,1.2542304,1.0153115
bottle,1.1620309,0.93419236,0.5502164,1.0725806,1.4534521,0.791149,0.5714226,0.8916527,0.7169647,1.474728,1.4099288,0.5550677,1.0949011,1.499074,0.9226527,1.5587858,1.3886315,1.2812587,0.0,0.86892855,1.3362331,0.89335245,0.8736062,0.7425927,1.2782038,0.40062296,0.7860718,0.8596949,1.4434938,1.0651624,0.8033675,0.47868335,1.2009141,1.0619844,1.247455,0.98466873,1.0833489,1.0295854,1.3902578,0.48355377,1.3825527,0.37275064,0.8126546,1.2939317,1.1676912,1.1705394,1.0396752,1.0540091,1.219446,0.95198226,0.6679351,1.3173032,1.2446088,0.9962636,1.3107518,0.7854922,0.9923643,0.8911445,0.6183383,0.8441862,1.1868291,0.526752,0.6992786,1.2284089,0.88713795,1.2753463,1.3198662,0.56679547,0.5637722,0.6905105,1.34495,1.4172366,0.8031678,1.3800645,0.68310285,0.8250128,0.41573894,1.3101408,1.0434844,1.0050982,1.4545999,1.1903898,1.1772631,1.1392906,0.5739438,0.88851464,1.0039268,1.051973,0.48181152,1.3072332,1.0935557,1.4929818,1.3441176,1.4764149,0.5602931,0.5965377,0.5573668,0.9598667,0.48964095,1.0836792,0.6500236,0.80756694,0.77338284,0.5123251,0.70523053,0.9913023,0.46692753,0.71812254,1.2301266,1.2001678,0.64091754,1.3006455,1.2724161,1.1598806,1.4414253,0.8446015,1.2424748,0.39273334,1.2240438,0.92983866,1.2882838,0.5277324,1.2482531,0.5598873,1.0922065,1.2251916,0.6997265,0.8807281,0.44513398,0.4709152,1.1146095,1.3994787,1.201897,1.5254887,0.5461258,0.747767,0.7643095,1.2019093,0.8639083,0.70432544,1.2645507,1.2000539,1.1060617,1.0099401,0.55210006,0.5280013,1.1789343
bowl,1.1047846,1.053608,0.7277494,0.8467773,1.2814586,0.79063046,0.88759524,0.7051866,0.76524895,0.85455954,1.1338228,1.0228894,1.0490541,1.2932026,1.1189742,1.2036223,0.9302869,0.96324736,0.86892855,0.0,0.8556771,0.98530537,1.2118549,0.35214818,1.1786103,1.0392984,0.97820616,0.9144479,1.3141062,1.1140974,0.6409083,0.8854911,1.2042073,0.82190746,1.1531782,0.8760532,0.9860501,1.0160918,1.146544,1.0349374,1.0788443,0.50594777,0.97543406,0.72175074,1.1129043,1.1240093,1.1303549,0.855476,1.1095929,1.1778189,0.95116204,1.222409,1.1664116,1.1779525,1.0086796,0.8720674,0.8800049,1.2532873,0.6806808,0.9905519,0.9501175,1.0917432,1.1836584,1.1427002,0.67118,1.3107978,1.1197258,1.1510525,1.0019754,0.9669879,1.1195217,1.2365255,0.638871,1.3442534,0.75316924,1.0242766,0.85015166,0.7169851,0.75124246,0.89143866,1.1848671,1.0996557,1.1937711,1.0792639,1.0762044,1.0237188,1.1832597,1.173252,0.9180142,0.9112316,1.2076967,1.3098217,1.3307219,0.93113756,0.97190475,1.0158368,1.0207708,0.94193786,0.99328345,0.55232453,0.88611484,0.33874315,1.0951307,1.0008954,0.77331734,0.8915365,0.9238819,0.949209,1.0175276,1.0964334,1.1620613,0.8375915,1.142275,0.88891,1.2980019,1.026288,1.2404348,0.83365643,1.0993427,0.6491118,0.9991873,1.1085708,1.0905796,0.99849755,1.1643155,0.60824955,0.5944602,1.0856103,1.0182273,0.9108366,1.1181989,1.2958283,0.97981703,0.9524363,0.6832818,1.2480454,1.2291652,1.1051278,1.0666696,0.9020869,0.5444068,1.0161748,1.0777354,0.99851185,1.1447653,1.1481372,1.1543204
box,0.9022405,1.0897653,1.3731005,1.025846,0.8183733,1.0662515,1.3966837,1.0168186,0.780437,0.53550357,0.6383876,1.3489208,0.6845065,0.8975485,1.0442948,0.7779684,0.6510448,0.3707925,1.3362331,0.8556771,0.0,1.3096523,0.93380797,0.75040984,0.8299726,1.2737964,0.9626682,1.2939569,0.9537285,0.8382526,1.0379398,1.328522,0.75732696,0.66492903,0.8642169,1.1579436,0.9050614,0.851113,0.8320844,1.3978869,0.40946543,1.0560803,1.2507575,0.51051223,0.9302533,0.83667016,0.82935774,0.7973892,0.87112546,1.3194759,1.3869635,1.0211829,0.92998725,1.2440847,0.66356635,1.2411789,0.8574565,1.3151217,1.2817497,1.031592,0.747907,1.4522862,1.3797363,0.9193859,0.7403457,1.074768,0.9566302,1.4740124,1.2568256,1.2764847,0.67033756,0.7717522,0.7814497,0.9654112,1.2392466,0.9509186,1.3070822,0.77281684,1.0712488,0.8666104,0.80775595,0.7875884,1.1830786,1.1215605,1.4403994,1.160199,1.2840922,1.2454712,1.462748,0.64888024,1.1381892,0.8970355,1.0049582,0.45020974,1.2919172,1.3067033,1.3074007,1.2206098,1.3164119,0.81189466,1.1143681,0.9449113,1.1595457,1.4774517,1.2340814,0.6949512,1.1840175,1.3080161,0.62874115,1.0646672,1.4197674,0.67881364,0.9962948,0.7715701,0.9058565,1.0637553,0.9983365,1.302938,0.84850395,0.9595632,0.77920663,1.4893838,1.0349469,1.3147519,0.99046755,0.8922889,1.2074293,0.96870977,1.26702,1.3567197,0.6987067,0.89498496,0.8700055,0.4894129,1.2033064,1.4357128,1.3828441,0.8802082,1.1419158,0.79047036,0.54326016,0.94284874,0.82053494,0.8463711,1.1080306,1.4423709,0.91968143
bread,1.0995319,0.8493817,0.5295022,1.0453539,0.97766775,1.1060343,0.7990646,0.7662733,1.0758699,1.2876301,1.3469474,0.95585364,1.1764871,1.0372638,1.0695304,1.1195786,1.2198286,1.1793119,0.89335245,0.98530537,1.3096523,0.0,1.1704559,1.1820204,1.0589325,0.9420363,1.0189241,0.67034334,1.0818834,1.1549863,0.8173043,0.94828993,1.161111,1.1189198,0.9495767,0.7434422,0.9046061,1.1783185,0.5973468,0.7889991,1.3909509,1.003187,1.0567716,1.2372448,1.1327009,1.0680857,1.2834505,1.1047184,1.0983541,0.7400567,0.45205808,1.1742121,1.1411381,0.62931514,1.1138595,0.9044939,1.2372515,0.7016758,0.7656249,0.9946288,1.1789757,0.8283257,0.6305439,1.2576338,1.0157329,0.9491614,0.7643396,0.79335403,1.0203177,0.99858886,1.1844813,1.3233445,1.0994111,1.078821,0.82704884,1.2434933,0.99795705,1.0451022,0.67870873,1.1463642,0.9553432,1.3435596,0.6628899,0.69741833,0.71308625,0.73974925,0.75803655,0.7402902,0.5012737,1.2098174,0.9021603,1.1887134,1.0504017,1.1581819,0.97956765,0.7283332,0.9702,0.6357327,0.80296373,0.9671088,1.113289,0.82464325,1.0665843,0.64480096,0.6452419,1.3186793,1.0188739,0.7874869,1.2972512,1.014098,0.89902604,1.1135926,1.0693626,1.1171163,1.1822149,1.0664803,1.0287634,0.8764304,1.1862179,0.9233473,1.2446706,0.7015946,1.1245074,0.6820526,0.9429958,0.84171456,0.80879855,1.280723,0.90094155,0.8044393,1.4242287,1.2013441,1.3472962,1.2947102,0.6853506,0.5372236,0.6415889,0.8959078,0.743886,1.0707245,1.104819,1.2235355,1.2309579,1.2300277,1.158246,0.7550453,1.2729617
broom,0.91972077,0.9955023,1.1626194,0.91841894,1.0044224,1.1683605,1.1068382,1.0606017,0.9187418,1.0787421,0.91775316,0.9764641,0.7376387,1.1397551,1.069966,1.057861,1.0816591,1.0304927,0.8736062,1.2118549,0.93380797,1.1704559,0.0,1.0319767,0.9905041,0.79761386,0.96380436,0.99861664,0.9470237,0.750693,1.1038463,1.0442654,0.71437603,0.99150413,0.92421997,1.1666924,0.967493,0.79318446,0.9556294,0.9406415,0.7871536,1.0374845,0.98222625,0.9783691,0.9463861,0.97963583,0.6063687,0.91409886,1.126272,1.1415852,1.1569368,1.1585667,1.0802103,1.1649151,1.0818262,1.0534326,1.0062289,0.9535238,0.94876075,0.8994529,1.022469,1.060419,0.9741067,0.9893867,1.1112179,1.10715,1.1680458,1.1163671,1.028259,1.0370202,0.8811323,1.0797095,1.0608226,0.9968905,0.9001281,0.77755797,0.96670794,1.1587526,1.1696618,0.9862209,1.0836401,0.9406884,1.1036245,1.0530587,1.1208935,0.9241836,1.102225,1.0978969,1.0480199,0.9301077,1.0269815,1.077286,1.016018,1.1378703,0.9633104,0.90177786,1.0159695,1.0961457,0.9951883,1.1285491,0.80907696,1.0509264,0.96282077,1.1424488,1.1171985,0.9030806,0.967727,1.0528854,0.77686334,1.1663247,0.9594844,1.0562173,1.1013253,0.7552032,1.0660514,1.0648513,0.99385214,0.9095428,1.00065,0.9686149,1.140558,1.0279953,1.1831748,1.1194887,0.9786561,1.1946868,0.91462874,0.57330203,0.8934019,1.0422509,0.5983019,1.0613716,0.92538035,1.0277599,1.0875825,1.1318021,1.0522952,0.7241777,0.9632361,0.82199156,1.0227075,1.084042,0.69740194,1.02012,0.36253226,1.0715327,0.7382251
bucket,1.1842537,1.0040272,0.87901795,0.8174771,1.2646606,0.789263,0.9077084,0.75369936,0.58245254,0.7343893,1.0312722,1.0878551,0.8287905,1.2993551,1.1468718,1.1472545,0.85029525,0.968068,0.7425927,0.35214818,0.75040984,1.1820204,1.0319767,0.0,1.2511076,0.8758914,1.0322782,1.1099546,1.3047765,0.88639,0.85336506,1.0253804,1.0140992,0.71389675,1.1255015,1.0743691,0.9189107,0.8664831,1.1828904,1.1237459,0.87289464,0.32990354,1.0406879,0.7603616,1.1210848,1.1136198,0.9521525,0.8851602,1.063689,1.2208447,1.1031303,1.1778586,1.1801451,1.2439371,1.0267355,0.9341012,0.86966,1.1487437,0.90486974,1.0687401,0.8385326,1.1682227,1.1290888,1.0321306,0.64505553,1.3028009,1.1856809,1.131167,1.0725204,1.0074223,1.1048498,1.2079835,0.42706037,1.2169826,0.9402205,0.84995985,0.9060582,0.83837616,0.9241429,0.96653116,1.1677462,1.0122148,1.273785,1.1295164,1.2099514,0.9191411,1.2212161,1.2369597,1.0054029,0.8346057,1.1875886,1.2356672,1.2086269,1.0190977,1.0538735,1.1004586,0.9862146,0.9871531,1.0144935,0.7800096,0.7910018,0.62222135,1.0334371,1.0440805,0.92214596,0.73894095,0.9662628,1.0890672,0.91883475,1.0752181,1.1743279,0.94756985,1.105649,0.98006,1.2603166,0.9249223,1.1085627,0.7174568,1.0151503,0.7307511,0.8837812,1.1546239,1.0889236,1.152116,0.99325234,0.87206393,0.81804526,0.9792687,0.99120766,1.0051743,0.87237096,1.2249109,0.898391,1.0036489,0.7287297,1.2586608,1.2693319,0.9868872,0.8831284,0.91683006,0.6789371,1.0289032,0.94975543,0.9320654,0.97671384,1.2206669,1.0400743
butterfly,0.8101593,1.1288475,1.2680435,1.1259475,0.7619876,1.1293118,1.175883,1.2100463,1.1901724,0.9509445,0.94243014,1.1951795,1.077917,0.7584466,0.83265424,0.79772055,0.9927704,0.89687246,1.2782038,1.1786103,0.8299726,1.0589325,0.9905041,1.2511076,0.0,1.3102283,0.9964554,0.9845157,0.726879,1.0213326,1.121404,1.2316828,0.9596452,1.1613886,0.7787632,0.94335556,0.93445235,1.0762514,0.72905874,1.1893011,0.9065607,1.2890221,0.92079705,0.86578363,0.89945984,0.7917936,1.0972016,0.998632,0.8556036,1.0657184,1.1250793,0.9656764,0.80760974,1.1111326,0.8383183,1.0094062,1.0078399,1.0989459,1.2513175,0.8258219,0.6999276,1.1998422,1.068703,1.0173088,1.0053312,0.82699287,0.95741075,1.1610757,1.1473335,0.9320804,0.8156465,0.8012254,1.0830297,0.81684506,1.2050062,1.1693324,1.3007076,0.8304998,1.0920949,1.0199344,0.7046428,0.9301244,0.93385005,0.98225605,1.1671326,1.1449313,1.143069,1.1000668,1.2062082,0.94297457,0.7799298,0.82563984,0.8628346,0.7893282,1.2164698,1.2190914,1.0673199,1.1592417,1.2660716,1.0006428,1.1570555,1.1957568,1.0952773,1.2562369,1.0183265,0.93072873,1.173642,0.95266354,0.96618587,0.99849725,0.94336915,0.7633093,0.9549068,0.8693345,0.76955855,1.054235,0.92012167,1.3311559,0.86054987,1.107685,0.9976702,1.1877342,0.95198214,1.1892985,1.076464,0.98521054,1.1991156,1.0272672,1.2603338,1.1576303,0.9301532,0.8612189,1.0159339,0.767388,1.2347038,1.1582987,1.0687978,0.89611894,1.1479084,0.8710449,0.97879916,1.0009714,0.9243616,1.0456276,1.1772214,1.184375,1.0725126
can,1.1470279,0.69848865,0.7469095,0.8508607,1.4102223,0.96515393,0.43812305,1.0606583,0.8726314,1.4275168,1.3617332,0.24608862,0.9426854,1.4262183,0.96754354,1.4538329,1.3714507,1.1685939,0.40062296,1.0392984,1.2737964,0.9420363,0.79761386,0.8758914,1.3102283,0.0,0.8438314,0.72405094,1.3851677,0.85859346,1.0520422,0.43789387,1.2042972,0.86514276,1.0541298,1.0168381,1.0867051,0.90735376,1.2184068,0.2969947,1.283587,0.5534715,0.8866993,1.3742399,1.3221724,1.3085791,0.8871675,0.9268269,1.2602692,0.9694576,0.7391339,1.2969211,1.29592,0.939291,1.3391483,0.66552055,1.1223378,0.6732445,0.678995,0.8887266,1.2505751,0.47744167,0.6610359,1.2515048,1.0986152,1.2107038,1.231414,0.5799546,0.5285037,0.72428554,1.4256186,1.4503856,1.1392905,1.2335584,0.6863814,0.8831709,0.34884834,1.4870028,1.1374959,0.8743858,1.4670354,1.3274691,1.0369042,1.0859561,0.4967335,0.5553343,0.81227565,0.9972838,0.60400367,1.2045653,1.1096851,1.4300867,1.1666155,1.4277549,0.32630926,0.4942425,0.7128926,0.94063824,0.38483852,1.2249125,0.8060434,0.83298314,0.96141595,0.6972853,0.88681,1.154649,0.29647923,0.65148264,1.1551182,1.1416955,0.6883185,1.3578974,1.2967682,1.2435927,1.3737895,0.9529156,1.064774,0.41989565,1.2059189,0.68224335,1.3279533,0.41684544,1.18791,0.61989725,1.1113011,1.3373702,0.89097923,1.0715029,0.2389028,0.49033117,1.1846455,1.3356581,1.3085304,1.5273755,0.5893327,0.60893345,0.6812462,1.0971801,0.6245185,0.94497645,1.3524048,1.2200751,1.2730623,1.0891209,0.45227116,0.4534912,0.97338194
car,0.8087238,1.1031276,0.8668008,1.0705012,1.3599181,0.7993231,0.82656115,1.0044965,0.8677503,1.2469616,1.1989809,0.8325416,1.0355426,1.3389496,0.7795884,1.301295,1.0975226,0.84158105,0.7860718,0.97820616,0.9626682,1.0189241,0.96380436,1.0322782,0.9964554,0.8438314,0.0,0.8687725,1.3149416,1.1056566,0.93537223,0.80808437,1.0773723,0.9564283,1.0927508,0.9819426,1.0964732,0.9834682,1.1628572,0.75762874,1.130349,0.85953,0.6755223,1.1894155,1.0737638,1.0117466,1.1002936,0.8436695,1.1943793,1.1231363,0.8838483,1.2739842,1.0816617,1.0895879,0.8827841,0.6717003,1.0214337,1.0359088,0.85587245,0.2853701,1.137118,0.8021031,1.023209,1.1224469,0.8919009,1.235727,1.2478282,0.8787049,0.8885412,0.61327416,1.1381269,1.1927713,1.058676,1.3183112,0.7178616,0.89119065,0.76985604,1.2087557,1.0922235,0.9732424,1.32658,0.85205096,1.1255418,1.1562865,0.90532553,0.98106456,1.0906839,1.149431,0.7568501,1.2112682,1.0392694,1.3846408,1.3029162,1.1552866,0.8114478,0.82356095,0.7254441,1.0682104,0.7170193,0.97393954,0.8545467,0.88056064,0.86745715,0.9084624,0.8160949,0.9143849,0.71548104,0.83447427,1.1463876,1.0520805,0.84467775,1.1102908,1.2975155,0.83512187,1.3354758,0.87092245,1.2601428,0.79720986,1.2176957,0.93113166,1.1372658,0.77838665,1.0877477,0.853295,1.2475578,1.183688,0.8195125,0.8931043,0.9089377,0.7834206,0.97589284,1.3054781,1.1009376,1.2981222,0.74780065,1.0253832,0.92971855,1.235774,1.0390518,0.47142428,1.1128393,1.0960476,0.9065117,0.5079026,0.88430417,0.8764868,1.1041964
carrot,1.1670523,0.9215066,0.69821596,1.0311606,1.228527,1.0691946,0.58485425,1.0335376,1.1674128,1.3408957,1.4040388,0.60146016,1.2873733,1.1807035,0.9231335,1.3570914,1.290067,1.1367216,0.8596949,0.9144479,1.2939569,0.67034334,0.99861664,1.1099546,0.9845157,0.72405094,0.8687725,0.0,1.1911373,1.2211034,0.9947794,0.7619835,1.265755,1.1895385,1.0032855,0.79432154,1.0899829,1.2309841,0.93703187,0.45374608,1.3585072,0.9406135,0.7805277,1.0935706,1.231777,1.1374426,1.2618532,1.0108864,1.1943153,0.81046283,0.7070918,1.2692428,1.1765568,0.78476536,1.1319311,0.6332623,1.0720389,0.80427,0.8049611,0.7474857,1.0330067,0.63331294,0.7901447,1.2049689,0.8923112,1.1017967,0.96769786,0.8424258,0.75235856,0.69429296,1.2618276,1.3149517,1.1847832,1.1606787,0.7756071,1.2098136,0.77753097,1.2055359,0.91869646,0.9396376,1.1247733,1.2773175,0.73911047,0.99838555,0.5225271,0.91478294,0.7663265,0.86015844,0.579459,1.3034638,1.0187871,1.3173361,1.156728,1.252305,0.6578911,0.6167303,0.89209825,0.7974978,0.8452954,1.0221877,0.927334,0.85928375,1.0867699,0.8621844,0.5300325,1.2820859,0.74456334,0.57093316,1.3162531,1.1046062,0.73634005,0.95597744,1.2274587,0.94036496,1.2493107,1.103778,1.1293563,0.7959437,1.1995242,0.8958158,1.1913788,0.60640955,1.1048456,0.6525719,1.2214712,1.0708424,0.7475945,1.1825688,0.7314654,0.62632215,1.3499627,1.2990044,1.1982484,1.3018944,0.81162757,0.65502286,0.6194775,0.878284,1.0121791,0.8205966,1.2217555,1.2094386,1.1519856,1.1225208,1.0256585,0.6474978,1.2378526
cat,0.7417569,1.0759604,1.3973634,0.92973477,0.5377173,1.2235037,1.3871149,1.2021906,1.2435145,0.7144758,0.6867207,1.2919571,0.8808343,0.53970844,0.85910904,0.41965652,0.7966192,1.0065238,1.4434938,1.3141062,0.9537285,1.0818834,0.9470237,1.3047765,0.726879,1.3851677,1.3149416,1.1911373,0.0,0.8211231,1.2160782,1.315236,0.84503907,1.0386196,0.8620218,1.1656377,0.99494946,0.8588683,0.61559755,1.4081235,0.7095784,1.4621854,1.2305782,0.92894834,0.3444817,0.84326077,0.9329547,1.2608017,0.74540925,1.0761414,1.2617867,0.66604024,0.8222804,1.143758,0.8764834,1.2911227,1.0535837,1.0754896,1.406738,1.2997298,0.7025271,1.3187917,1.0393503,0.74325454,1.3177328,0.707042,0.8757047,1.2432529,1.2002459,1.2278324,0.8398481,0.56570125,1.1196002,0.56808764,1.3974224,1.1736515,1.3931468,0.81726795,1.1123705,1.0760744,0.62362957,0.8959435,1.0227872,0.8573377,1.3003645,1.0979095,1.1786141,0.89893377,1.4248073,0.7743492,0.69502836,0.5049537,0.6195563,0.84824586,1.3490856,1.3920634,1.129308,1.1455362,1.2552681,1.1214042,1.1819599,1.3599927,0.699606,1.2527707,1.3347299,1.003689,1.395787,1.1820707,0.7256251,0.7945287,1.0653334,0.98058105,0.6968837,1.1375206,0.5204559,1.0887773,0.69875455,1.4927692,0.7195307,1.1123317,0.8822465,1.3529376,0.74707687,1.2720437,0.93999577,0.957232,1.4341555,1.0836916,1.3595139,1.4208804,0.88427573,0.5699569,0.9156173,0.6359611,1.4726205,1.2324905,1.2443898,0.83619153,1.0774997,1.3575025,0.97154886,0.9461637,0.91888714,1.0691113,1.1814089,1.3330669,0.80938476
chair,0.9001577,0.9212512,1.2103488,0.9538139,0.8339834,1.1035404,1.121818,1.0555761,0.7977399,0.8411093,0.70603466,1.0530614,0.29954374,0.916692,1.1425728,0.6238525,0.9431884,0.97236806,1.0651624,1.1140974,0.8382526,1.1549863,0.750693,0.88639,1.0213326,0.85859346,1.1056566,1.2211034,0.8211231,0.0,1.2241412,1.2352258,0.72754204,0.71986026,0.9004992,1.2403731,1.0670376,0.22413385,0.8908484,1.214029,0.6365343,0.9619846,1.0494874,1.1626328,0.9864142,1.046797,0.7220529,1.0294162,1.0544707,1.087338,1.2680346,0.9083315,1.1235007,1.1348405,1.0692748,1.1364044,1.1298467,0.83886355,1.094062,1.2037675,0.9781914,1.2051488,0.8447921,1.077601,1.2098159,0.97799057,1.0075295,1.0353336,1.163241,1.0401736,1.0636821,0.8952977,1.1251514,0.62384504,1.0923473,0.7868878,1.1619005,1.095647,1.1144651,1.226523,0.920659,0.927226,1.1161907,1.0473093,1.2466838,0.64454794,1.0997273,1.1021891,1.1865429,0.6317039,1.018159,0.7744768,0.61813,1.0139765,1.1428324,1.1874241,1.1312125,1.0902848,0.89664465,1.0615934,1.0089791,1.017368,0.9736149,1.1563663,1.2432559,0.731351,0.98544425,1.1062157,0.5964212,0.9965263,1.0521393,1.2503465,0.9383755,1.1237586,0.7717818,0.9556908,0.6453872,0.96304077,0.9943754,0.680275,0.97601897,1.0706394,1.0245092,1.2956784,0.9092359,1.2352338,1.2360089,1.0069071,1.0507872,1.1808606,0.59760475,0.74392766,1.035798,0.8840836,1.1224535,1.1714475,1.236901,0.9910893,0.66800344,1.2056237,0.8958476,1.1362611,0.90836763,0.9795735,0.67986643,1.1531929,0.7517173
