,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
nail,0.9642745,0.88571215,0.3780756,1.3560667,0.7319528,0.9234705,0.9207915,1.2643402,1.4607761,1.2390598,1.4648821,0.5191088,1.5446655,1.4327006,1.0032823,1.5266786,1.2269168,1.2264389,0.2931497,0.575089,1.4768208,0.7827892,0.9467274,0.8223101,1.008706,0.57881093,0.93838596,1.1147015,1.2990307,1.4435275,1.2548388,0.7649358,0.6761852,1.1868253,0.969238,0.67923397,1.416966,0.9675683,0.2718932,1.5257754,0.3299185,1.371329,1.1965489,1.3266454,1.0527124,1.1737342,0.70359313,0.3633057,1.1218185,0.47712028,0.8778609,0.48708302,1.0129586,0.77922666,0.8555113,1.0569781,1.2916135,0.2601478,1.1833892,1.0665972,0.70269454,1.0717918,1.2297653,0.5660638,1.0404643,0.80054796,1.3351717,1.1831169,1.4172603,1.2026429,1.3956051,0.616232,1.2477927,0.97014713,1.2102134,0.7802468,0.6801079,0.8498037,0.0,1.0991744,0.70225024,0.60418236,0.99105793,1.4106288,1.008801,1.4091289,1.2988605,1.2910478,0.37886608,0.3181578,1.1154833,1.0273453,0.8366883,0.70004755,0.90096974,1.0355071,1.3660798,0.8071978,1.4178141,1.1802983,0.7764431,1.2558832,1.0251112,1.2879395,1.3069508,0.99675274,1.1922755,1.1160988,1.3686973,1.4253247,1.3050811,0.25722718,1.367346,0.7915387,0.81813365,1.0040956,0.5428245,0.69149274,0.38803822,1.3188412,1.281056,1.4973801,0.48211968,0.45787305,0.2904917,1.2163764,1.1359339,0.9924102,1.3069614,1.0860878,0.45959193,1.3498958
napkin,0.8438432,0.75412226,1.2171263,1.0184621,1.304453,1.1975799,1.1827509,0.81215173,1.0235358,1.1647629,1.1651695,0.9049742,0.8311166,1.1397399,0.9977827,0.7981987,1.1357826,1.2045698,0.98385984,0.96544075,1.208603,0.9507294,0.88056135,0.88933885,1.0362287,0.7649837,1.1341746,1.0752017,1.0286087,0.6513972,0.95118654,0.81699705,0.8729557,1.0281473,0.8944741,0.72581977,1.0287172,1.0583456,0.9633571,1.1491418,0.97987914,1.1211196,1.1841319,0.7792365,0.98563397,1.1246724,0.9819156,1.0723082,1.0852549,1.0335937,1.0966891,0.97253066,0.9135463,1.0807402,0.7731163,1.2077513,1.2527943,0.97480935,0.84400964,0.9913012,1.1346387,1.1454594,1.1254742,0.9593833,1.0004593,0.7674981,1.0865389,1.0403762,0.8988875,0.8628552,0.86451775,0.7051473,1.1079124,1.0216033,0.9626647,1.0527604,1.1091555,1.0399294,1.0991744,0.0,0.9757606,0.7900584,1.2417252,0.8216358,1.1842976,0.9237535,0.77605754,1.0670627,0.94928586,0.977218,1.1354008,0.5960115,0.9763244,0.9803464,0.9602377,1.1143844,0.66068006,1.0508438,0.9264491,1.0362458,1.0034164,1.1870024,1.0576645,1.2226132,1.0700842,0.88240063,0.7381614,0.99968016,0.9426049,1.0241294,1.3225527,0.888726,1.207976,0.70113194,0.67256254,1.0636966,0.77174795,0.8938876,1.0986975,1.1128932,1.0807023,1.3020054,1.0541633,0.8826159,0.95052725,1.2078635,0.041300416,1.3947682,1.0928042,0.8566395,1.0620583,0.7924974
necklace,1.0114107,0.7588458,0.9769715,1.0580832,1.026002,0.9814045,1.0849972,1.1088823,1.3774034,1.2301456,1.2953553,0.68620265,1.3069742,1.1404858,1.0044671,1.2594705,0.93298674,1.1491615,0.9637589,1.1337068,1.2896426,0.71882665,0.9768164,1.0235221,0.88178784,0.9705661,1.2054002,0.91410625,1.3313663,1.2647948,1.0986799,0.9304502,0.94857204,1.1780674,1.0606271,0.70384514,1.2196251,1.0976487,0.8361385,1.3385946,1.0301325,1.2008133,0.9827825,1.166225,0.7841842,0.98849356,0.522028,0.7415348,1.1996831,0.7640504,0.77708304,0.45082515,1.0333741,0.9562988,0.9394798,1.0987666,1.1959202,0.6854726,0.9506992,1.1230087,0.87076306,0.77462506,0.8320062,0.7701068,0.92391026,1.0321051,1.185866,1.0420132,1.0820663,1.132381,1.137089,0.9356153,1.1192174,1.1131141,1.0445827,1.1164495,0.6867373,0.9217798,0.70225024,0.9757606,0.0,0.987132,0.94233084,1.2332942,1.1225172,1.1076728,1.0737138,1.0609486,0.9797629,0.9303208,1.0704348,1.0493872,1.0224351,1.173515,0.9727149,0.7394181,1.0129075,1.0482697,1.2181273,1.1855274,1.0532092,1.1599041,0.8799828,1.113694,1.0494019,0.9007963,1.0359797,0.9446853,1.1649482,1.2201543,1.2706518,0.7520583,1.2234778,0.99405736,0.77681065,1.0625073,0.8026362,0.62705755,0.91590637,1.1558498,0.9361689,1.2692914,0.9687708,0.47893083,0.41069072,0.96869206,0.9991225,1.1539296,1.2145128,1.0972706,0.5279657,1.2088383
nose,0.52232766,0.95740306,0.6930079,1.4310231,1.055222,1.1029357,1.0567725,1.0382297,1.2719202,1.1737989,1.4805202,0.5394585,1.3657439,1.5409236,0.7761034,1.3991957,1.2449178,1.1375542,0.45772946,0.55658793,1.3774916,0.919404,0.8831902,0.8098173,1.0340918,0.4627599,0.8052497,1.3584778,1.0200222,1.2462406,1.1975081,0.56134605,0.5964174,1.069262,0.8827088,0.68882984,1.4093944,1.0489931,0.4260422,1.3700733,0.43897235,1.2705727,1.3179916,1.125979,0.89896494,1.3330165,1.0119668,0.6317115,1.0390058,0.63536835,0.874154,0.8962283,0.77912176,0.87481976,0.6340116,0.95804656,1.2727929,0.5045779,1.3004012,0.844469,0.9846596,1.2549646,1.4413031,0.83872944,1.0336736,0.4596572,1.4248188,1.0991375,1.4035892,0.9235196,1.2490487,0.34228003,1.2016455,0.8638561,1.3705451,0.82641333,1.0743521,0.8417307,0.60418236,0.7900584,0.987132,0.0,1.1999317,1.3099294,1.0018206,1.4447249,1.2865136,1.1361897,0.43962824,0.44757092,0.9771386,0.80780286,0.7198131,0.5610974,0.91926855,1.2306421,1.185786,0.669635,1.2500898,1.1652107,0.70150054,1.2308788,1.1287444,1.1932778,1.4457469,1.074023,1.2818865,0.9965176,1.4000833,1.3984475,1.4196374,0.43836623,1.3196224,0.5836394,0.96110845,0.9299039,0.53751177,0.7380469,0.7281945,1.227561,1.3766893,1.4696532,0.6415185,0.83197594,0.787148,1.3008177,0.8932346,1.1296136,1.163935,0.8701373,0.75311923,1.0310718
orange,1.2048284,0.935755,0.65745616,0.978553,0.3798095,0.59024364,0.5041959,1.0853711,1.0803348,1.0323555,1.1002091,1.2251284,1.1004717,0.8553618,1.1598865,1.0538119,0.991154,1.0879699,1.2122017,1.0173441,1.0097655,0.70730466,1.2079827,0.9505353,1.0027162,1.2707714,1.0810522,0.8390995,1.1564476,1.1985248,0.8494959,1.1939801,0.9826917,1.0907127,0.8660937,1.0341119,1.1125934,0.86700165,1.2287171,1.1157051,1.1450157,1.0341016,0.77123344,1.0920815,1.0413014,0.99102974,0.96564645,0.7754786,1.0462774,1.0403153,0.90996677,0.914351,1.0562761,1.1240128,1.2063228,0.91658294,0.7007222,1.218903,0.8362167,1.1606184,0.81713736,0.9336295,0.79055434,0.98752713,0.9705389,1.1809024,1.0394171,0.906865,0.9625566,1.0855207,1.1198131,1.2727045,1.0838312,0.5882211,0.66967905,1.1614769,0.9987372,0.6510709,0.99105793,1.2417252,0.94233084,1.1999317,0.0,1.130206,0.9727523,0.9201808,0.9844386,1.0059642,1.2995205,1.278155,0.94905424,1.1773267,1.1980652,1.0168946,1.0759071,0.44269437,1.0909312,1.0848715,1.0761923,1.0789466,1.1829107,1.0860792,1.0418963,0.90570563,1.0241249,1.0721787,1.0484015,1.0720348,1.0830522,0.82633114,1.0142453,1.1641133,1.1037805,0.95798546,0.98633796,0.77208143,1.1055821,0.9704397,0.8884702,1.0762221,0.98151463,1.0151522,0.8740579,0.91266865,1.0669672,0.9110843,1.2154258,0.67775553,0.9423044,1.2292299,1.0552709,1.1925868
oven,1.250592,1.1011771,1.3677409,0.7722752,1.2787542,1.1636933,1.2271068,0.86367774,0.51287353,1.0367141,0.6101739,1.3196367,0.4180593,0.8772111,1.1633892,0.7064844,0.982145,0.9551767,1.2772188,1.1767266,0.6628653,1.2122303,0.94302046,1.0484855,1.1678195,1.1322875,1.0638169,0.89649105,0.88719857,0.45538557,0.8510189,1.2068481,1.166581,0.9034718,1.0954154,1.2453793,0.5632593,1.0405686,1.4315569,0.57946867,1.2432814,0.8168458,1.0928779,0.42523777,0.97576445,0.7881863,1.1464667,1.4228877,1.096417,1.262637,1.1568997,1.2856736,1.2807167,1.1995262,1.1092222,1.2937311,0.9143977,1.3637838,0.9837543,0.9200664,1.3022207,0.9092255,0.8707159,1.3158058,1.1270299,1.161613,0.7752392,0.91236615,0.7481416,0.95777065,0.60271406,1.1678467,0.909613,1.1317327,0.9938004,1.0896627,1.1213157,1.2419856,1.4106288,0.8216358,1.2332942,1.3099294,1.130206,0.0,1.0907334,0.8396579,0.67030144,0.8958863,1.3125837,1.3161507,1.1220853,0.9894266,1.1861887,1.2153147,1.0370431,1.0406942,0.7190589,1.0481439,0.2065041,1.0325038,1.2053206,0.91754705,1.1050031,1.0879129,0.73856497,1.1717027,0.6263097,0.84347713,0.44182527,0.6249378,0.83281755,1.4560598,0.8707414,1.1106601,1.0943768,0.9603746,1.2906091,1.2775633,1.3449818,0.75980175,0.7372344,0.72505784,1.3516507,1.2774725,1.3502882,0.9885156,0.79116297,1.2196065,0.8179578,0.8029337,1.3232445,0.5468018
owl,0.9273593,1.0926976,0.8851259,1.1688321,0.9395312,1.1235287,0.97961795,0.96763176,1.0346111,0.8799197,0.95555353,1.0487981,1.145927,0.9428049,0.9043348,1.0396118,1.0002061,0.74966776,1.0069535,1.0125078,0.8787261,1.0424823,1.062696,1.1353487,0.8776523,1.1228877,0.7597163,1.1327515,0.92800087,1.2309659,1.1132774,0.86664444,1.1163898,0.9948399,0.9216716,1.1863438,1.0224719,0.93987304,1.0391481,0.96485674,0.9854472,0.76004386,0.8872144,1.0547476,0.958643,1.1511968,1.1052948,0.9646777,0.9654061,0.9709743,0.7961143,1.2109478,1.0208517,0.9728213,0.93522507,0.7067497,1.0648738,1.0584848,1.1923863,1.0136048,0.9845792,1.0442249,1.1818961,1.0596018,0.88758296,1.055228,1.0629895,1.0041134,1.1677661,1.1941702,1.1104131,1.0030274,0.91237235,1.0223665,1.1512166,0.99102026,1.0966125,0.77047604,1.008801,1.1842976,1.1225172,1.0018206,0.9727523,1.0907334,0.0,1.180546,1.2605774,0.7058839,1.0013252,0.9948486,0.8351356,0.9491778,0.92070866,1.0127642,0.8863554,1.124267,1.0938402,0.90715265,1.0877914,0.9676992,0.8677691,0.8391721,1.0656974,0.9536512,1.1174006,1.0106479,1.2370977,1.0677248,1.059777,1.0609033,0.96330553,1.0539553,0.9550036,0.9718805,1.1783531,1.0084233,1.2031391,1.0433683,0.9138059,1.0081053,1.1536734,0.959696,0.9761953,1.157226,1.1029477,1.0637541,1.1698014,0.7028859,0.9628901,1.0358509,1.1025698,1.077639
pajamas,1.3446616,0.8515285,1.4130886,0.16494918,1.0590664,0.96261996,1.038294,1.1016642,0.7626772,0.8009045,0.6004719,1.3928703,0.7017178,0.31641877,1.1406934,0.4494176,0.74525034,0.91389894,1.4825824,1.4648654,0.7706641,0.9945153,1.2484936,1.2899618,1.1886628,1.4307642,1.290454,0.60490364,0.8313799,0.8214713,0.7884711,1.4469295,1.285036,0.88515306,1.2197105,1.1289545,0.7454922,0.9627811,1.4350924,0.73702466,1.5323727,0.8537867,0.6403789,0.945297,1.220391,0.7691456,0.97790164,1.4409797,0.8677305,1.3414773,1.2082546,0.9947857,1.0741566,1.3147256,1.3239474,1.2231658,0.8019953,1.4023156,0.515824,1.1224484,1.114549,0.8394544,0.39497936,1.2201352,1.1059723,1.3542874,0.5092127,0.98191404,0.27102995,0.80326456,0.77887154,1.4955823,0.6688992,1.2310072,0.4478836,1.304691,0.95265764,1.2728515,1.4091289,0.9237535,1.1076728,1.4447249,0.9201808,0.8396579,1.180546,0.0,0.4869452,0.99222434,1.4295453,1.4014099,1.117488,1.1764293,1.3864824,1.3661091,1.2141727,0.8394382,0.95637906,1.4252425,0.93310773,0.8115349,1.3936124,0.7539334,0.81876457,0.88858575,0.4592427,0.8483592,0.64360994,1.1158323,0.8335022,0.7168914,0.6809094,1.4725227,0.707633,1.3368608,0.9023322,1.1654648,1.3285887,1.1161982,1.3374784,0.9036439,0.5817254,0.6168737,1.3850814,1.0957594,1.1769719,0.73981225,0.8494669,1.1472847,0.95754606,1.2493005,1.2334169,0.95976424
pants,1.2924852,0.72027546,1.3635455,0.5451469,1.19336,1.072493,1.1504383,1.1308322,0.913385,0.97670746,0.776669,1.2402108,0.5978825,0.724737,1.070886,0.64725244,0.8780081,1.1184611,1.3180308,1.3573005,1.0007783,1.084432,1.0381653,1.2104108,1.2664864,1.204465,1.2917149,0.7057596,0.8299958,0.56812215,0.9515085,1.3022075,1.139466,1.0367063,1.1867378,0.94356686,0.6837348,1.0362641,1.3738039,0.9369633,1.385421,0.86634755,0.8645487,0.72015184,1.2433321,0.51863617,0.9082466,1.326684,0.9473268,1.2307642,1.1872594,0.9766323,1.1737428,1.266969,1.3532184,1.3696095,1.0285277,1.2905614,0.62952477,0.8669715,1.2916911,0.73517257,0.6988575,1.0304058,1.0748489,1.1892245,0.62505627,1.0438099,0.31466383,0.8836191,0.82229817,1.261987,0.92619324,1.2169362,0.6687302,1.1709633,0.91479045,1.2347709,1.2988605,0.77605754,1.0737138,1.2865136,0.9844386,0.67030144,1.2605774,0.4869452,0.0,1.1453384,1.3512365,1.3566184,1.1672513,1.123232,1.2979758,1.3116105,0.99088407,0.8632013,0.8299465,1.2968563,0.7547846,0.9520572,1.291631,1.020876,0.9197475,1.192185,0.40760088,0.95563877,0.24570143,1.0115002,0.77876854,0.85899585,0.9115129,1.311978,0.9927911,1.2501032,0.78152287,1.1468611,1.0702301,1.0787741,1.253801,0.90255874,0.39276516,0.86427784,1.3571988,0.9307958,1.1003116,0.98456365,0.75612134,1.3320467,1.0660068,1.0707184,1.1885264,0.79039973
paper,0.9279057,1.1591768,1.1991704,0.9689471,1.0322307,1.09644,1.0942693,1.0285202,0.69878465,0.9226753,0.71358204,1.2400142,0.91845894,0.6881277,1.013304,0.91382545,0.8742187,0.4242357,1.2401452,1.2970595,0.46046865,1.0744258,1.135872,1.207063,0.8949517,1.2403657,0.8042969,1.1083263,1.0131524,1.0366377,1.0295755,0.835794,1.2957294,0.85344374,1.0192509,1.2872187,0.75625104,1.0657257,1.2613811,0.6898279,1.2598566,0.89136595,0.9576879,0.9235703,0.87376076,1.0120213,1.1391058,1.23924,1.0246682,1.1199839,0.62348944,1.2532105,0.9888561,1.1181489,0.98359627,0.7426044,0.8570314,1.2674655,1.147317,1.1051441,1.015371,0.99813336,0.94901156,1.2818518,0.8442563,1.0616374,0.9019409,0.9264106,1.0295994,0.9860334,0.98368573,1.1259063,0.92409766,1.1012776,1.0448709,1.1357733,1.1217108,1.0411901,1.2910478,1.0670627,1.0609486,1.1361897,1.0059642,0.8958863,0.7058839,0.99222434,1.1453384,0.0,1.2189571,1.2383934,0.859361,1.0961692,1.1007609,1.1659933,1.1066334,1.0007771,1.0287955,1.1564937,0.83127713,0.99250114,1.192977,0.89987713,1.0029153,0.80594933,0.9684035,0.98344827,1.1308526,1.0140646,0.850184,0.81898224,0.8458431,1.3431756,0.66514754,1.0526991,1.164177,1.0943978,1.3357246,1.184978,1.1740122,0.9131545,0.998772,0.5699463,1.2634038,1.2474955,1.2187634,0.82731175,1.0259221,0.841714,0.83645123,1.0234585,1.2338274,0.92966473
pen,0.61800325,1.0406592,0.6381292,1.4072914,1.0422382,1.0659785,1.038421,1.0330833,1.2868849,1.1705433,1.4354858,0.44755566,1.4090968,1.5176412,0.928573,1.4394987,1.1772871,1.0449078,0.21134114,0.46973383,1.3709435,1.0369549,0.8301343,0.78613263,0.8967937,0.38827515,0.7618714,1.2862154,1.1186601,1.2741121,1.2681186,0.6394731,0.77088654,1.0464255,0.8886682,0.8316549,1.3864396,1.0040349,0.16311586,1.3476145,0.2365343,1.3235407,1.3376889,1.204816,0.9191609,1.2967318,1.0234072,0.71864367,1.0238,0.7764444,0.97417206,0.9253576,0.8205327,0.67056197,0.5723503,0.8615299,1.293536,0.28147286,1.381662,1.008602,0.91311336,1.2877923,1.4431996,0.7759612,1.0780022,0.57830167,1.2917216,1.1068363,1.4413462,0.9133577,1.2346619,0.380347,1.2563252,0.9306084,1.4377948,0.64498,1.0873852,1.0453998,0.37886608,0.94928586,0.9797629,0.43962824,1.2995205,1.3125837,1.0013252,1.4295453,1.3512365,1.2189571,0.0,0.06626135,1.0405736,0.869935,0.6199998,0.41014463,0.9494155,1.3196868,1.2638626,0.6885708,1.2999742,1.1177996,0.62499714,1.2375033,1.0791303,1.0468457,1.414089,1.0322853,1.2916951,1.0780916,1.3445742,1.2913482,1.302852,0.35548902,1.2761986,0.8442834,1.0410035,1.0866112,0.5237711,0.8210217,0.674587,1.2361526,1.387376,1.4347768,0.5686684,0.89130855,0.5661231,1.1669931,1.0163623,1.0521755,1.1523032,0.84009296,0.6872935,1.115124
pencil,0.65130717,1.0352908,0.5881789,1.3537331,1.0343299,1.1120986,1.0536666,1.0273553,1.3226476,1.221342,1.4269549,0.4315021,1.4277902,1.506782,0.99248207,1.4537491,1.1415701,1.024323,0.1952272,0.4795047,1.3522743,1.0237197,0.78453135,0.80175805,0.955704,0.39369452,0.78734285,1.2242143,1.1964359,1.2994651,1.2729688,0.64555883,0.72735673,1.0694038,0.8983798,0.8520783,1.3957086,0.99890494,0.13826525,1.3539325,0.22402501,1.3268842,1.3028533,1.2253675,0.8898574,1.3052287,0.96798825,0.6801326,1.0824059,0.7545707,0.9829934,0.8463751,0.85466677,0.6823429,0.5975871,0.89935225,1.3349276,0.25757188,1.3847613,1.0475214,0.8644495,1.2789929,1.3815444,0.77834594,1.0778924,0.62272763,1.306001,1.134313,1.429806,0.91998327,1.2174964,0.39875078,1.2454803,0.9877977,1.4353474,0.6554533,1.0322388,1.0396812,0.3181578,0.977218,0.9303208,0.44757092,1.278155,1.3161507,0.9948486,1.4014099,1.3566184,1.2383934,0.06626135,0.0,1.0613459,0.87934554,0.6666426,0.4899552,0.95188576,1.2962916,1.2513237,0.67613345,1.3109288,1.165845,0.65268695,1.2367418,1.0707483,1.0684154,1.4196444,1.0412987,1.3000927,1.0509728,1.3614163,1.3613057,1.2909138,0.33784056,1.2799468,0.853971,1.0672694,1.0513563,0.53935164,0.80368614,0.62674296,1.2240353,1.4078214,1.4195069,0.53274304,0.84938014,0.5493359,1.1492491,1.0450382,1.0171653,1.1253268,0.799954,0.6194529,1.1622293
pig,0.7957231,1.1341786,0.8933158,1.1683517,0.8889645,0.87074673,1.0919976,1.0011212,1.0250362,0.90803444,1.0760039,1.0054643,1.1421355,1.0373098,1.0054926,1.0828439,1.0004829,0.86531854,1.0950967,1.0603659,0.92651993,1.1624587,1.1594414,1.0002007,0.8439158,1.0459421,0.74035823,1.1003137,0.95433056,1.133338,1.0066624,0.8974054,1.0982705,0.9414302,1.0229278,1.1436844,1.1215886,1.1587155,1.0418277,1.0054073,1.0673509,0.8643005,0.93927956,1.0239995,0.9528826,1.1973023,1.1103591,1.0670621,0.93353647,1.0633347,0.9625095,1.209153,0.83707,0.83367705,1.0036685,0.62232924,0.9562618,1.0749811,1.2292192,1.0795966,0.98821723,1.1343225,1.1308103,1.1656013,0.32484162,0.89817786,1.21785,1.016623,1.2077185,1.0824178,0.92831296,1.0188394,1.0193257,1.0033761,1.1229582,0.9525244,1.1720558,0.887914,1.1154833,1.1354008,1.0704348,0.9771386,0.94905424,1.1220853,0.8351356,1.117488,1.1672513,0.859361,1.0405736,1.0613459,0.0,0.9807276,0.85992193,1.0972955,0.567678,1.0887777,0.94892216,0.86345756,1.0694535,0.9542079,0.82898426,0.95725065,1.0399328,0.8628495,1.2189424,1.0849197,1.2624295,1.0641315,1.099903,1.0098705,0.97976667,1.0690484,0.9698337,1.0779396,1.2699246,0.93992066,1.2029297,1.0039985,0.98609924,0.88729393,1.2230406,1.0115725,1.0273716,1.2426045,1.2171643,0.94742185,1.115542,0.7400097,0.9423728,0.99516666,1.0680065,1.0660484
pillow,0.8390841,0.9761192,0.8772152,1.2016692,1.2168344,1.242415,1.3047509,0.47288907,1.1622937,1.129663,1.0950282,0.8946911,0.98263276,1.2871773,1.0636606,0.80937964,1.243618,1.0472012,0.85955423,0.8633093,1.152776,1.0289574,0.93829274,0.8867912,1.0054418,0.74645746,0.96063733,1.3791316,1.0917087,0.72858953,0.90570784,0.60982656,0.97058547,1.2064352,0.6880184,0.9395537,0.95715237,1.2435293,0.97238266,1.0638222,0.8341798,0.93281883,1.0267489,0.96935475,0.9483878,1.1806886,1.2038605,0.8873268,1.0912405,1.1268656,1.0293216,1.1883575,1.0931556,0.7422503,0.76326394,0.9513374,1.2815316,0.9932413,1.1022515,1.0301912,1.1819696,1.304378,1.3331084,0.99520296,0.9788652,0.8034094,1.1908753,1.0844249,1.1441187,1.2142286,0.9564861,0.762705,0.98825103,0.89483607,1.2752205,0.6339942,1.3120656,0.90377367,1.0273453,0.5960115,1.0493872,0.80780286,1.1773267,0.9894266,0.9491778,1.1764293,1.123232,1.0961692,0.869935,0.87934554,0.9807276,0.0,0.5673074,1.044464,0.7542975,1.1190331,0.49191248,0.7414354,0.9926382,0.95514214,0.5993703,1.007584,1.0511193,1.2142217,1.2457724,0.8930718,1.0923917,1.0915627,1.0920616,1.2994739,1.1951504,0.87785697,1.2072538,0.7338296,0.9153715,0.9402269,0.97812223,0.82848954,0.99959296,0.94243926,1.1739929,1.2922693,1.00199,1.0629028,1.1734959,1.2594845,0.6281292,1.077342,1.0668296,0.835515,0.9430061,0.9515203
plant,0.6988406,1.097358,0.7327011,1.3838675,1.0989853,1.1200495,1.1721988,0.7524234,1.2742023,1.0617058,1.322423,0.6576303,1.3176012,1.4339979,0.96563697,1.2682862,1.279281,1.0561316,0.6152829,0.823871,1.2084906,1.0799282,0.8340299,0.8350827,0.7984816,0.6277238,0.76707846,1.4301889,1.0216029,1.0605452,1.1120651,0.5056479,0.9757796,1.1542569,0.85102713,0.8886092,1.2767045,1.2113335,0.72416687,1.1639268,0.6344913,1.0337685,1.0909835,1.056917,0.9614695,1.2341938,1.1181304,0.80016816,1.0020145,1.0390129,0.97201854,1.1548325,0.9935823,0.38135934,0.7401362,0.7365663,1.0899206,0.771598,1.3459635,0.97942597,1.1313332,1.2415942,1.3849018,0.943271,0.87489384,0.7078465,1.2265742,0.94767094,1.3877292,1.1650231,1.0393034,0.6092497,1.0913216,0.95897084,1.4182267,0.46845734,1.3237562,0.8495921,0.8366883,0.9763244,1.0224351,0.7198131,1.1980652,1.1861887,0.92070866,1.3864824,1.2979758,1.1007609,0.6199998,0.6666426,0.85992193,0.5673074,0.0,0.9304431,0.66696596,1.1682363,0.8645633,0.6462751,1.0808896,1.0174243,0.30210555,1.0741012,1.1179821,1.056807,1.3375823,1.0325913,1.284249,1.1378635,1.2151268,1.3723054,1.2584507,0.7333433,1.2395576,0.954631,1.1137741,1.02967,0.937982,0.8438939,0.77204955,1.0037795,1.2938728,1.3538929,0.88752204,1.0683308,1.0925267,1.2370577,1.0315223,0.9290102,1.1349235,0.76591206,0.8701118,0.943821
plate,0.7809298,1.009304,0.7073422,1.388355,0.82845,0.8175589,0.6351568,1.0569779,1.0208117,1.0698168,1.3793089,0.7356658,1.2311372,1.3210716,1.0282912,1.3910791,1.1419163,1.0292671,0.50112855,0.2498182,1.127674,0.9569369,0.7494854,0.4703198,0.83790433,0.42805183,0.8088411,1.1384416,1.1264671,1.1670011,1.2579427,0.9088898,0.5081955,1.0291582,0.6918461,0.9250353,1.3297557,0.8006211,0.45250928,1.2445924,0.36380082,1.3817437,1.3091881,1.2063227,0.9298711,1.2552269,1.1116319,0.7856695,0.99200267,0.7428272,0.9960783,0.9909702,0.69577944,1.0115789,0.64871705,0.87199605,1.0721403,0.603557,1.1637574,1.0240526,0.8562933,1.3136301,1.3774939,0.76803577,1.1317918,0.58551455,1.2919886,0.886622,1.3188572,0.7055973,1.2582443,0.5983938,1.3353299,0.68890804,1.2240939,0.9720141,1.0364722,0.98935413,0.70004755,0.9803464,1.173515,0.5610974,1.0168946,1.2153147,1.0127642,1.3661091,1.3116105,1.1659933,0.41014463,0.4899552,1.0972955,1.044464,0.9304431,0.0,1.1574751,1.3068422,1.2601902,0.75687444,1.252501,1.1069361,0.96982414,1.3237467,1.2170812,0.93768215,1.3719494,1.0399075,1.2263349,0.9562676,1.2866488,0.8740521,1.2540059,0.5362213,1.217151,0.717865,0.9983551,0.81868964,0.4272002,1.0766464,0.74566036,1.3289981,1.3590785,1.2554471,0.40407383,1.0001004,0.8053063,1.1795006,1.087664,0.91199124,0.81562245,0.97417724,0.9317425,1.1529745
pony,0.9070813,0.94692653,0.9181358,1.2339516,1.0990518,1.1746675,1.1299499,0.9059261,1.308723,1.1236084,1.2352002,0.90784514,1.1413909,1.2491475,0.8933079,1.1757464,1.2131405,1.1104516,0.821033,1.0543072,1.2054853,1.013992,0.93606555,1.0120487,0.95535713,0.9151506,0.8948376,1.2030363,0.9651348,0.9953993,1.080541,0.7713668,1.0511729,1.1917102,0.9114883,0.824967,1.1554749,1.0138973,0.98451734,1.1843021,0.9133602,0.62934136,0.915547,1.0097083,1.084757,1.0748668,0.99583864,0.87653685,1.1169618,0.97251534,0.98386455,1.0517892,1.0418636,0.63747483,1.0180482,0.8748456,1.1858488,0.9422184,1.1413842,1.0037035,1.0679686,1.0821289,1.218136,0.99763995,0.38512737,0.97483647,1.2857907,1.06432,1.1861011,1.250725,0.9813272,0.92486924,0.94437814,1.063318,1.2090936,0.6230017,1.0951598,0.9198043,0.90096974,0.9602377,0.9727149,0.91926855,1.0759071,1.0370431,0.8863554,1.2141727,0.99088407,1.1066334,0.9494155,0.95188576,0.567678,0.7542975,0.66696596,1.1574751,0.0,1.069025,0.9072027,0.85091484,0.9999546,1.1060272,0.43945658,0.9411871,1.1083295,1.1574585,1.1878636,0.9730551,1.0281464,1.1434594,1.0469034,1.3086905,1.1946728,0.9065774,1.2121127,1.0029291,0.98187786,1.0700799,1.0175899,0.78691316,0.9334389,0.9335241,1.1219114,1.2641097,1.0386661,0.93516564,1.0480733,1.2100844,0.99574393,0.9307368,1.2323973,0.9083928,0.98650473,1.0550461
