,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
drawer,0.6897434,1.0209063,0.94210756,1.1902663,1.030758,0.9743296,0.9869357,0.8914486,0.96445805,1.1332159,1.1545701,0.81780905,1.100883,1.2064368,1.1484708,1.136721,0.9053805,0.91617435,1.017097,0.8043923,0.9439131,0.93921274,0.7924813,0.77732056,0.8220077,0.9385593,0.8864878,1.0637239,1.3202808,1.0716311,1.118075,0.85692674,1.007885,0.98981655,0.8586483,1.1255492,1.1622487,1.0964952,0.8585292,0.94638526,0.9501917,1.1248045,1.0367637,0.95412,0.0,1.2242169,1.063268,0.9246659,1.1846464,0.8125702,0.98679125,0.97780454,0.76115793,1.0344996,0.6374249,0.7636769,1.0616114,1.0357515,1.0945697,1.1911643,0.81944865,1.224114,1.1247904,1.062962,0.9618048,0.9859723,1.2214875,0.932175,1.183674,0.98863167,1.010058,0.8842599,1.2333976,0.849543,1.1610506,1.0477484,1.1440635,0.91621995,1.0527124,0.98563397,0.7841842,0.89896494,1.0413014,0.97576445,0.958643,1.220391,1.2433321,0.87376076,0.9191609,0.8898574,0.9528826,0.9483878,0.9614695,0.9298711,1.084757,0.956462,0.9591545,0.9061411,0.96115696,1.2250054,1.0489959,1.1742313,1.0854475,0.8190774,1.3078504,0.97224814,1.208011,0.7948198,1.086601,0.9438417,1.1518649,0.9463333,1.1471035,0.91305864,0.99919593,0.9136658,0.9672874,0.9860514,0.99419194,0.9738734,1.2022953,1.1429361,0.80693746,1.0332717,0.9809968,0.7771332,1.0125424,0.8816902,0.81180537,0.7403302,0.84791595,1.0726476
dress,1.2840443,1.0335273,1.2465826,0.6890481,1.1091347,1.0603199,1.0877035,1.117866,0.9074828,0.9217381,0.65865785,1.2227006,0.6615591,0.7083353,0.98174936,0.76773494,0.95298356,1.0377072,1.219479,1.2855433,0.92542684,1.1617591,1.0814891,1.2563215,1.2298329,1.2759583,1.2031219,0.8488665,0.8504524,0.75558275,0.92203254,1.2802849,1.2016566,1.024925,1.2047738,1.0752399,0.6067515,1.0066773,1.3279028,0.9033467,1.2918035,0.8682062,0.98210233,0.9126736,1.2242169,0.0,0.96949285,1.1501436,0.92671853,1.1360914,1.0056002,1.033312,1.2111351,1.2040222,1.3419007,1.2422941,0.9807952,1.2070271,0.8272495,0.9052862,1.201271,0.60858655,0.8039122,1.0205666,1.1276684,1.2702551,0.64704114,1.0895152,0.67851114,1.0609803,0.9989839,1.3079894,0.8640803,1.2036204,0.8677547,1.146452,0.9021096,1.209142,1.1737342,1.1246724,0.98849356,1.3330165,0.99102974,0.7881863,1.1511968,0.7691456,0.51863617,1.0120213,1.2967318,1.3052287,1.1973023,1.1806886,1.2341938,1.2552269,1.0748668,0.9018082,0.9482973,1.205672,0.8278,0.8735148,1.2596593,0.8816034,0.9903838,1.1045619,0.26639795,1.0845938,0.506296,1.0094697,0.78945357,0.8967772,0.7722104,1.314164,0.833743,1.1911501,0.9938259,1.1014241,1.1398826,1.044588,1.2068563,1.0176526,0.35322213,0.7112278,1.3243856,1.0242218,1.0060518,0.9419556,1.0866567,1.1884351,1.0130948,1.1922888,1.1044331,0.8706076
ear,1.1931825,0.59728426,1.0079569,0.95879436,1.0319902,1.0976871,0.98524845,1.269212,1.353133,1.1149485,1.2768247,0.6983893,1.2696261,1.0353712,0.90343124,1.2304342,1.0611346,1.136601,0.95969266,1.075482,1.263644,0.6927413,1.0209842,0.9792827,1.0364814,0.8986178,1.172941,0.85253257,1.1369448,1.1322714,1.1998556,1.1379726,0.80018103,1.0494174,1.1639588,0.593396,1.2034218,0.95431304,0.91430855,1.312469,1.0158341,1.1904435,1.001188,1.1980777,1.063268,0.96949285,0.0,0.8489296,1.0759674,0.77371716,0.909461,0.4404769,0.95245403,1.0882703,1.0277216,1.2100976,1.213145,0.6779477,0.75009686,1.1454012,0.8933704,0.6084612,0.7748297,0.5593923,0.9824582,1.0782527,1.0884706,1.096355,0.8798584,0.96623343,1.2153295,1.125417,1.1647348,1.221966,0.86764616,1.0785682,0.49723196,0.8975283,0.70359313,0.9819156,0.522028,1.0119668,0.96564645,1.1464667,1.1052948,0.97790164,0.9082466,1.1391058,1.0234072,0.96798825,1.1103591,1.2038605,1.1181304,1.1116319,0.99583864,0.81085557,1.0882782,1.0580721,1.1879332,1.1410668,1.0944221,1.2197293,0.6930804,1.2250814,0.9238229,0.9008605,0.77843475,0.9717808,1.1321211,1.2384686,1.2233938,0.75792,1.2273924,1.1027842,0.7012855,1.0694435,0.71131945,0.7573019,0.9053855,1.254554,0.9087974,1.2174723,0.94876915,0.43796277,0.58318394,1.0336084,0.9808761,1.1800302,1.2037497,1.1493701,0.58642834,1.2182447
egg,0.89964074,0.8631749,0.30941403,1.389681,0.63850284,0.8205977,0.9599048,1.1466297,1.4180393,1.144389,1.4653904,0.6814685,1.5144569,1.4706968,0.94834626,1.483323,1.244346,1.233638,0.58422697,0.62318027,1.4342524,0.723922,0.9457046,0.78653306,1.021429,0.7068777,0.99403876,1.1987358,1.2635144,1.418299,1.1414268,0.6610624,0.6393228,1.2810441,0.85090375,0.65304655,1.4191823,1.1613524,0.61178267,1.4914324,0.5414145,1.2799772,1.1107556,1.3004345,0.9246659,1.1501436,0.8489296,0.0,1.0798173,0.52546436,0.8408367,0.69560164,0.93198055,0.85503215,0.9102678,1.0087701,1.1957465,0.6470577,1.1906807,1.0485182,0.82883894,1.1134988,1.276233,0.73137784,0.98171496,0.73990923,1.4168248,1.096342,1.4267296,1.2856753,1.3702466,0.6208212,1.208817,0.63299966,1.1768334,0.88071465,0.9147903,0.5400897,0.3633057,1.0723082,0.7415348,0.6317115,0.7754786,1.4228877,0.9646777,1.4409797,1.326684,1.23924,0.71864367,0.6801326,1.0670621,0.8873268,0.80016816,0.7856695,0.87653685,0.8430517,1.2438469,0.829626,1.3840228,1.1544149,0.7635299,1.225241,1.0892642,1.2982063,1.3476655,1.1050783,1.2634919,1.0445542,1.3549063,1.3738142,1.3392965,0.52854496,1.3529439,0.59450984,0.74670255,0.8192348,0.6488975,0.69202673,0.42916733,1.2842426,1.279717,1.4870653,0.61173224,0.5412402,0.59759116,1.2153305,1.1096312,0.95894295,1.1947596,1.0778197,0.63963556,1.3236711
elephant,0.82452893,1.0861616,1.1131835,0.838012,1.1432643,1.1305767,0.98835313,1.1961763,0.957751,0.17195243,0.9012387,0.98643214,0.8799973,0.9173031,0.70466495,0.9054316,0.90357244,1.1542406,1.1468923,1.1582404,1.0914745,1.1247336,1.1450582,1.2090505,1.1044267,1.1198161,0.9783664,0.9746705,0.35120803,0.9918079,1.1747873,1.0141057,1.1855803,0.97365904,1.1608366,0.9845413,0.9653551,1.0423878,1.109518,1.0262613,1.1663263,1.0188352,1.2119858,1.0333549,1.1846464,0.92671853,1.0759674,1.0798173,0.0,1.1041503,0.9905841,1.1489451,0.87154305,1.1524479,0.999735,1.0337166,1.0437552,1.0465214,1.0593379,0.79747134,1.3041383,1.0408351,1.0792109,1.1654148,1.0495448,0.9710736,0.6667931,1.1046662,0.8947654,0.82484406,1.1028996,1.0062051,0.9857264,1.132872,1.0527874,1.1217327,0.9952143,1.0935267,1.1218185,1.0852549,1.1996831,1.0390058,1.0462774,1.096417,0.9654061,0.8677305,0.9473268,1.0246682,1.0238,1.0824059,0.93353647,1.0912405,1.0020145,0.99200267,1.1169618,1.1291733,1.1214726,1.0288913,1.0972255,0.23277044,1.0157303,0.93895364,1.1260707,0.9670264,0.73820615,1.0002846,1.0091212,1.1602855,1.069664,0.90763986,0.77930856,1.0919138,0.708633,1.1028006,1.1470884,1.234654,1.0534779,0.9816003,1.0835942,1.1775376,0.85924,0.8952414,1.0994452,1.1940051,1.0202447,1.0901607,1.1141996,1.2076892,1.1374537,1.2264276,1.1205838,1.0046595
eye,0.9557238,0.8744923,0.77541316,1.307042,0.8889702,1.0255649,0.82261384,1.2687076,1.3213048,1.0876181,1.3572111,0.6683589,1.3380827,1.3540905,0.94299936,1.3584958,1.1009157,1.2309923,0.6912385,0.6632269,1.3634423,0.7641332,0.843881,0.78691596,0.9892762,0.74730366,0.9971102,1.0570407,1.1600093,1.3036821,1.2562635,0.9354717,0.643943,1.2162607,0.96035415,0.7082149,1.2935745,0.8633173,0.6353152,1.4155991,0.6946423,1.3014002,1.2146046,1.1715667,0.8125702,1.1360914,0.77371716,0.52546436,1.1041503,0.0,0.7532792,0.59791166,0.8271162,1.0560521,0.8810055,1.0083331,1.2514224,0.5374395,1.0104883,1.0559572,0.76407576,0.96537215,1.1844989,0.6220374,0.9485019,0.81478643,1.3129069,1.1457356,1.2377359,1.0998127,1.3028476,0.76527214,1.2642114,0.9735352,1.1264428,1.0510262,0.5036264,0.8361943,0.47712028,1.0335937,0.7640504,0.63536835,1.0403153,1.262637,0.9709743,1.3414773,1.2307642,1.1199839,0.7764444,0.7545707,1.0633347,1.1268656,1.0390129,0.7428272,0.97251534,1.093146,1.264246,0.8138443,1.2981148,1.1709106,0.9415471,1.2698573,1.0896362,1.2433103,1.2360373,0.89168954,1.0851508,0.92388797,1.2766312,1.2625496,1.2903839,0.4368384,1.2840276,0.92061746,0.7972277,0.94177616,0.5891215,0.7757046,0.64920783,1.3245547,1.1883547,1.3697164,0.5726155,0.5998428,0.56395423,1.2143223,1.0726748,1.0628175,1.1840572,1.1496243,0.56641316,1.2088029
face,0.8665698,1.1335136,0.94128966,1.1282591,0.9891546,1.1140907,0.9839363,1.2058525,1.1084325,0.97139883,1.0830302,0.9605113,1.197964,1.1104697,0.93265057,1.1597011,1.0405099,0.9840018,0.96297735,1.0892965,1.0776021,0.86234593,1.1039377,1.1281413,0.97311413,0.9943681,0.9353767,1.1229482,1.0196328,1.2789872,1.2310334,0.7127616,1.0434475,1.0867106,0.95040774,0.9645141,1.0308189,1.0847287,0.96932125,1.1447281,0.98392624,1.0561465,1.1395116,1.0210414,0.98679125,1.0056002,0.909461,0.8408367,0.9905841,0.7532792,0.0,0.9267877,0.98483175,0.9524055,0.93749595,0.88036907,1.0316074,0.8157261,1.2265061,1.0431435,0.99589777,0.66022635,1.0174571,0.9097836,0.91459525,0.8057171,1.1383576,1.0137701,1.1786894,1.0887821,1.2175624,0.8726099,0.9913761,1.0290518,1.1900108,1.0137773,0.7945492,0.86062807,0.8778609,1.0966891,0.77708304,0.874154,0.90996677,1.1568997,0.7961143,1.2082546,1.1872594,0.62348944,0.97417206,0.9829934,0.9625095,1.0293216,0.97201854,0.9960783,0.98386455,1.0037473,1.227842,0.91464865,1.0397127,1.06278,0.9578979,1.0734532,1.0709627,1.0394802,1.0124269,0.97100997,1.1481878,1.1548983,1.048388,1.1053252,1.0850921,0.8937819,0.9920975,1.0003347,1.1035099,1.1130035,0.99495494,0.9674109,0.90949637,1.17991,1.0318099,1.0448806,1.0184182,0.8941242,0.8490675,1.0477908,1.1133201,1.041745,1.2031317,1.1536961,0.9581329,1.0219904
finger,1.1358157,0.6526685,0.9199253,0.93291706,0.9516214,0.9817671,0.8474107,1.3241274,1.412649,1.1821159,1.3525981,0.75535595,1.3174798,1.1615121,1.0071944,1.3174673,1.1433182,1.2260785,0.9113902,0.95041996,1.3642358,0.5369979,0.88354635,0.9542252,0.9967408,0.9221579,1.196511,0.7269677,1.3057669,1.2623001,1.1862319,1.1536484,0.7329954,1.1205451,1.0562395,0.55890304,1.2799857,0.87332296,0.7240281,1.4700692,0.9352369,1.3192741,0.9485314,1.2671182,0.97780454,1.033312,0.4404769,0.69560164,1.1489451,0.59791166,0.9267877,0.0,0.96909225,1.1370351,0.93651867,1.1974545,1.2782165,0.61836004,0.63822633,1.1279088,0.696766,0.78069824,0.56000096,0.61318755,1.0084485,1.0749336,1.2269552,1.1145993,0.9799111,1.0312148,1.2730011,1.0172889,1.1343205,1.1142354,0.7872006,1.1388278,0.44075596,0.9413253,0.48708302,0.97253066,0.45082515,0.8962283,0.914351,1.2856736,1.2109478,0.9947857,0.9766323,1.2532105,0.9253576,0.8463751,1.209153,1.1883575,1.1548325,0.9909702,1.0517892,0.7758057,1.2859812,1.1381744,1.3452756,1.2259101,1.0896444,1.2217723,0.93847024,1.1856489,1.0326357,0.85390157,0.85824865,0.964618,1.2618874,1.2411795,1.294989,0.57824326,1.3205696,0.910762,0.54361033,1.0573308,0.57847005,0.62354577,0.7570058,1.3150185,0.98154306,1.3413157,0.7289045,0.1729163,0.3697635,0.9623878,1.0232466,1.185251,1.232615,1.2103094,0.51078415,1.2654146
fish,0.64905137,0.8659618,0.97454536,1.0733297,0.9177552,0.90278876,0.884973,1.0986387,1.1484503,0.85904074,1.2230883,0.8904216,1.1452265,1.0838379,0.7573447,1.050847,0.894768,1.0239255,0.9872038,0.82119244,1.1455609,0.86455107,1.0209553,0.87742335,0.7234992,0.8910954,0.83911157,0.9389948,0.8733705,1.2298152,1.1303777,0.9595746,0.91435444,1.0560807,0.935283,0.9098983,1.2164748,0.89200926,0.8048915,1.2290212,0.9532407,1.095987,1.0739002,1.2684267,0.76115793,1.2111351,0.95245403,0.93198055,0.87154305,0.8271162,0.98483175,0.96909225,0.0,1.0173382,0.726053,0.72291183,1.006124,0.9267369,0.9130756,1.1234088,0.9602636,1.1182891,1.1573123,0.9259329,0.852065,0.895528,1.2287598,1.0436009,1.0377738,0.65365744,1.2541293,0.94861364,1.1907201,0.8767744,0.93184793,1.2036285,0.9567832,0.87185764,1.0129586,0.9135463,1.0333741,0.77912176,1.0562761,1.2807167,1.0208517,1.0741566,1.1737428,0.9888561,0.8205327,0.85466677,0.83707,1.0931556,0.9935823,0.69577944,1.0418636,1.0576732,1.1491857,1.0968517,1.3463405,0.9862733,1.0417702,1.1430029,0.96345043,0.8498951,1.1904889,0.77016073,1.1622338,0.9842814,1.2408906,1.0744143,1.1424922,0.8368345,1.0245811,0.9275377,0.92339927,1.0694995,0.68026215,0.9720911,0.89825654,1.276593,1.1894813,1.1342459,0.79438186,1.0027552,0.9386969,0.9794994,0.9595722,1.0542582,0.9910569,1.1380694,1.1159675,1.1799747
flower,0.8019273,1.1622074,0.73913527,1.3596278,0.9512576,0.96636957,1.0934845,0.8518694,1.3003376,1.1665423,1.2945354,0.7607324,1.4018927,1.2500508,1.04702,1.256755,1.1462628,1.0594064,0.6051377,0.9126562,1.2047911,1.1027356,0.9477223,0.9120884,0.6589702,0.71976006,0.8309904,1.3177764,1.1334072,1.1725982,1.0163398,0.57106483,1.0486292,1.1207322,0.9149233,0.98143643,1.3052964,1.1426361,0.75604343,1.1398091,0.66865337,0.98203146,0.8370905,1.0756525,1.0344996,1.2040222,1.0882703,0.85503215,1.1524479,1.0560521,0.9524055,1.1370351,1.0173382,0.0,0.88783306,0.7577445,0.9485964,0.76308393,1.2745359,1.0902318,1.0020849,1.1503257,1.288807,0.9056407,0.87728834,0.7925795,1.2084421,0.9852537,1.3854401,1.2371223,1.061462,0.72786885,1.0548769,0.9757791,1.2197176,0.42178446,1.2030151,0.8806622,0.77922666,1.0807402,0.9562988,0.87481976,1.1240128,1.1995262,0.9728213,1.3147256,1.266969,1.1181489,0.67056197,0.6823429,0.83367705,0.7422503,0.38135934,1.0115789,0.63747483,1.0591254,0.95494956,0.6288128,1.0897796,1.1654198,0.3837875,1.0108558,0.988054,1.0064787,1.2939026,0.99215597,1.2670741,1.0854604,1.1578271,1.3690114,1.1909244,0.73543835,1.1797205,1.009769,1.1587623,1.0491287,1.0195875,0.892423,0.7639645,0.8675907,1.2818611,1.2680011,0.96151197,1.0579653,1.0245742,1.1496638,1.0767592,0.76065063,1.1773593,0.79078907,0.9031209,1.046381
fork,0.48767012,0.9892307,0.89987236,1.2959964,1.1841494,1.1026436,0.98023826,0.87009853,1.1282035,1.1047137,1.4417728,0.5488203,1.2589886,1.4131565,0.9066976,1.3559018,1.1394553,1.0632539,0.7372658,0.6900164,1.1791067,0.9621877,0.8006818,0.77070594,0.82735443,0.63413656,0.81222326,1.1937073,1.1432961,1.162594,1.2597741,0.70961344,0.8820259,0.78183705,0.791337,0.8342311,1.3997123,1.0434662,0.53638554,1.1597149,0.68686676,1.305764,1.321036,1.1160402,0.6374249,1.3419007,1.0277216,0.9102678,0.999735,0.8810055,0.93749595,0.93651867,0.726053,0.88783306,0.0,0.82526445,1.275539,0.6820374,1.1469092,1.1735168,0.8161986,1.2729839,1.2972548,0.9159287,0.9593211,0.642419,1.288999,0.93811375,1.3452783,0.7031218,1.1251421,0.53804916,1.238687,0.94550747,1.2408803,0.89889604,1.089385,0.9307376,0.8555113,0.7731163,0.9394798,0.6340116,1.2063228,1.1092222,0.93522507,1.3239474,1.3532184,0.98359627,0.5723503,0.5975871,1.0036685,0.76326394,0.7401362,0.64871705,1.0180482,1.2686254,0.9914915,0.7106028,1.12424,1.1085321,0.8369373,1.2390777,0.97507596,0.8382961,1.402694,0.8676022,1.28238,0.93039554,1.2499452,1.0626345,1.3555062,0.62656736,1.1962657,0.77428067,0.9134246,1.0714219,0.665679,0.8134141,0.87054884,1.2173643,1.3967639,1.3711748,0.7016425,0.9333341,0.8738895,1.0138834,0.88367707,1.0470799,0.9825334,0.7322702,0.7974209,1.1451796
frog,0.5563416,1.1694131,0.8597452,1.2786145,0.87656057,0.9550691,0.73277956,0.87215203,1.1307355,1.0004925,1.1720715,0.9357954,1.2969639,1.003353,1.1596917,1.1783576,0.9621604,0.7463502,0.9852052,0.91227126,0.84974587,1.0393007,0.9105587,0.9122326,0.5935043,1.0636879,0.35155284,1.1867486,1.1988592,1.2200177,1.0844026,0.7811427,1.1043015,0.9979323,0.77812266,1.1779654,1.2324125,0.9446341,0.82836676,0.96782464,0.9811446,1.0319834,0.90851814,1.211931,0.7636769,1.2422941,1.2100976,1.0087701,1.0337166,1.0083331,0.88036907,1.1974545,0.72291183,0.7577445,0.82526445,0.0,0.89964795,1.0362867,1.1506503,1.2413452,0.7854336,1.2824738,1.2501438,1.0015267,0.6781238,1.0121918,1.14547,0.9687476,1.2813672,1.0506148,1.1008466,0.98466504,1.1593105,0.86311775,1.17396,0.8841532,1.1827295,0.955557,1.0569781,1.2077513,1.0987666,0.95804656,0.91658294,1.2937311,0.7067497,1.2231658,1.3696095,0.7426044,0.8615299,0.89935225,0.62232924,0.9513374,0.7365663,0.87199605,0.8748456,1.1169176,1.0072803,0.8123174,1.2401341,1.0544404,0.79261017,1.071891,1.0821762,0.43014205,1.2988809,0.7937889,1.3527229,1.0788428,1.2215736,1.064776,1.004833,0.90483797,1.0569167,1.0239766,1.212385,1.031034,1.0923914,1.0244266,0.8623513,0.9168359,1.2997313,1.0277275,0.6908133,1.2370275,1.144063,0.94136465,1.248519,0.41464448,0.9082709,0.8845039,0.98945105,1.1814882
glass,1.2167636,1.2942642,1.0515825,0.9304423,0.6364862,0.6239273,0.74715054,0.92626673,0.7363789,0.91507995,0.7875725,1.4525015,0.90279067,0.6278995,1.1891154,0.82921153,0.8974971,0.9105746,1.2198418,1.135121,0.6700114,0.9484383,1.1464853,0.89037734,0.92701733,1.3211184,1.0046781,0.875502,0.9904869,1.0590249,0.68041265,1.1687851,1.1680708,0.93939674,1.1381996,1.3205414,0.89032006,0.8829368,1.3139905,0.71029216,1.1931028,0.9068115,0.76402396,0.9930622,1.0616114,0.9807952,1.213145,1.1957465,1.0437552,1.2514224,1.0316074,1.2782165,1.006124,0.9485964,1.275539,0.89964795,0.0,1.3821824,0.9166763,1.0649109,0.8665654,1.0096059,0.7848071,1.2793368,1.0775205,1.2526128,0.88131106,0.5732335,0.9663625,0.97011113,0.9104889,1.3607595,0.9243195,0.8499723,0.63460827,1.0750943,1.1283065,0.8964723,1.2916135,1.2527943,1.1959202,1.2727929,0.7007222,0.9143977,1.0648738,0.8019953,1.0285277,0.8570314,1.293536,1.3349276,0.9562618,1.2815316,1.0899206,1.0721403,1.1858488,0.86737573,1.0066029,1.1139421,0.7634821,1.0235555,1.1607989,0.91356015,0.9954168,0.69966847,0.9603347,1.0153522,1.1031735,0.98058903,0.8254164,0.7043192,0.78912705,1.3836912,0.79738,1.1395843,1.2072313,0.7715689,1.3908982,1.2875104,1.1487486,0.81433654,0.9857757,0.7193293,1.138228,1.3287197,1.2889849,0.7716733,1.1998194,0.71507585,0.7460913,1.03773,1.3748734,0.93116045
glasses,0.7417437,0.9347843,0.6955786,1.3567456,1.0520024,1.1315538,1.018923,1.1865065,1.4059532,1.2033942,1.4670104,0.34407687,1.4746273,1.47082,0.8356403,1.4968415,1.2449529,1.1871605,0.2859788,0.6573285,1.4558499,0.90663415,0.9545494,0.92238283,0.96224284,0.42938805,0.8873555,1.1860123,1.1313226,1.3737416,1.3218557,0.75371534,0.63461137,1.0923185,0.9976865,0.63561916,1.417085,0.96534234,0.26795626,1.4712148,0.38289535,1.3784666,1.3256218,1.2193009,1.0357515,1.2070271,0.6779477,0.6470577,1.0465214,0.5374395,0.8157261,0.61836004,0.9267369,0.76308393,0.6820374,1.0362867,1.3821824,0.0,1.3026875,0.9515797,0.8978565,0.93630946,1.2557349,0.5422552,1.0224022,0.62961155,1.2565233,1.1612675,1.396858,0.956462,1.280211,0.46304643,1.2599282,1.144211,1.4084032,0.7634885,0.68400705,0.96919185,0.2601478,0.97480935,0.6854726,0.5045779,1.218903,1.3637838,1.0584848,1.4023156,1.2905614,1.2674655,0.28147286,0.25757188,1.0749811,0.9932413,0.771598,0.603557,0.9422184,1.263613,1.2510448,0.6770355,1.3736154,1.1680582,0.6999179,1.2431157,0.9363391,1.1805794,1.2887118,1.0063196,1.1747472,1.0823896,1.3701141,1.3849357,1.3287593,0.22237492,1.337832,0.9537948,1.0225476,1.1615081,0.45626795,0.69931495,0.70638454,1.333621,1.2938617,1.4510262,0.6608252,0.6219342,0.350083,1.224963,1.0465609,1.1631182,1.2899003,1.032148,0.40691745,1.1789384
glove,1.3290057,0.50096107,1.2779548,0.5878086,0.92147225,0.87395227,0.7457072,1.1566911,1.1469209,0.97414017,1.0256085,1.1666675,0.8776479,0.682016,1.0904632,0.80050147,0.8838372,1.1801436,1.3807416,1.1390404,1.0863605,0.7428714,0.9781791,0.95240635,0.97783697,1.2770805,1.3132637,0.583133,1.0678544,0.8260735,0.92191315,1.4227245,1.0472969,1.0161928,1.0448029,0.87059546,0.960675,0.80760884,1.2767423,1.0882819,1.3806009,0.98454726,0.6761056,1.1481872,1.0945697,0.8272495,0.75009686,1.1906807,1.0593379,1.0104883,1.2265061,0.63822633,0.9130756,1.2745359,1.1469092,1.1506503,0.9166763,1.3026875,0.0,1.1976261,0.77021086,0.8591984,0.4986483,0.72259665,1.108843,1.3872827,0.82292986,1.0303252,0.41581595,0.85218275,1.1017742,1.491468,1.0075957,1.0243677,0.20465744,1.2724903,0.782927,1.0660188,1.1833892,0.84400964,0.9506992,1.3004012,0.8362167,0.9837543,1.1923863,0.515824,0.62952477,1.147317,1.381662,1.3847613,1.2292192,1.1022515,1.3459635,1.1637574,1.1413842,0.74032235,0.90039366,1.3244265,1.0839494,1.0105395,1.316374,1.0267678,0.8507773,0.9452326,0.7115866,0.6213695,0.56537783,0.9245281,1.006324,0.90421116,1.0529051,1.0887501,1.0652298,1.0305562,0.3790815,1.0522425,0.9527295,1.0071404,1.1367853,1.1209009,0.69739324,1.0250456,1.0296409,0.62316924,0.99021614,0.82388616,0.8431542,1.03819,1.0164746,1.1815678,1.0220975,1.1848389
grass,0.98599994,1.1554708,1.1606244,1.0696343,1.1215506,1.1236889,1.150248,1.0607296,0.93152934,0.8856727,0.8254329,1.0772156,0.74134916,1.0592467,0.6710423,0.9021346,1.0966297,1.1758772,1.007492,1.1402457,1.1638355,1.1914625,0.99316996,1.2402043,1.1137735,1.0473019,1.0620185,1.1171468,0.5093272,0.8923706,0.9626728,1.0081793,1.0473038,0.9643843,1.1710145,0.8940188,0.80416346,0.9678059,1.0618379,1.0085857,1.062346,0.82240856,1.2073383,0.7617504,1.1911643,0.9052862,1.1454012,1.0485182,0.79747134,1.0559572,1.0431435,1.1279088,1.1234088,1.0902318,1.1735168,1.2413452,1.0649109,0.9515797,1.1976261,0.0,1.2301859,0.9159768,1.15854,1.0906963,1.1266458,0.9649347,0.95372057,1.0309938,1.0662456,0.97943133,0.93934757,0.8715663,0.84139776,1.0891616,1.1853203,1.0016421,1.0988407,1.0499841,1.0665972,0.9913012,1.1230087,0.844469,1.1606184,0.9200664,1.0136048,1.1224484,0.8669715,1.1051441,1.008602,1.0475214,1.0795966,1.0301912,0.97942597,1.0240526,1.0037035,1.1434265,1.0724937,1.0636238,0.85496736,0.7963889,0.9337781,0.8638339,1.08851,1.0904477,0.90520936,1.1272151,0.9560203,0.91892916,0.9079749,1.0411906,0.91945726,1.0368714,0.8849746,0.9971126,1.0999651,1.1259896,1.0067536,1.0710843,1.2125635,0.9778384,0.9271316,0.92235523,1.2026103,1.0959958,0.9791573,1.1521803,1.0352404,1.288552,1.1828426,1.0143979,1.1363916,0.6286927
gum,1.0957735,0.9981227,0.7953479,1.1701119,0.63669944,0.71367586,0.58699125,0.9870299,1.1704539,1.2246878,1.3228238,0.9404464,1.3088237,0.96291715,1.2813576,1.2851098,0.9921322,0.9957174,0.8694625,0.7312705,0.9903647,0.7611056,0.9272437,0.7296105,0.83718055,1.0155771,0.9175713,0.90208334,1.4421904,1.3609521,0.99489313,1.0586963,0.9218265,0.7363926,0.8974914,0.9925685,1.3411546,0.598037,0.6305075,1.1278518,0.82669866,1.2798121,0.90713114,1.2542888,0.81944865,1.201271,0.8933704,0.82883894,1.3041383,0.76407576,0.99589777,0.696766,0.9602636,1.0020849,0.8161986,0.7854336,0.8665654,0.8978565,0.77021086,1.2301859,0.0,1.170142,0.8875009,0.8270228,0.97311693,1.1279234,1.2578311,0.8691601,1.2054899,0.993995,1.16484,1.1177584,1.2394686,0.88230515,0.6999879,1.0363957,0.8688065,0.87909794,0.70269454,1.1346387,0.87076306,0.9846596,0.81713736,1.3022207,0.9845792,1.114549,1.2916911,1.015371,0.91311336,0.8644495,0.98821723,1.1819696,1.1313332,0.8562933,1.0679686,1.0364358,1.1582017,0.974708,1.2285022,1.3193507,1.0829057,1.2577257,0.8417209,0.72319484,1.3090419,0.8731104,1.1749707,0.89917326,1.2432878,1.0683857,1.1315511,0.7656044,0.9806802,0.9573557,0.824195,0.8378906,0.99100846,0.9255487,0.73857784,1.1001029,1.350713,1.1288813,0.568744,0.7959688,0.75682545,0.6792447,1.1363385,0.48940963,0.9129782,0.9854705,0.7528973,1.3464783
