,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,1.0426654,1.0084925,1.2015291,1.1353685,0.80477047,1.0947441,1.1149253,1.2402741,1.1611942,0.8515618,0.75538486,0.67377234,1.125267,1.01904,0.7107426,0.9906478,0.5898813,0.8561903,1.0265989,1.1990763,1.1286008,1.0618883,1.2768154,1.0964029,1.2118652,1.1496937,1.2104764,0.88917917,1.183443,0.7318919,1.0311466,1.2592442,1.0232443,0.85756034,1.1568501,0.97916704,1.1665146,0.75960386,1.1397878,1.1758078,0.96841234,1.1894857,1.0647649,1.0304163,1.0446273,1.1327885,0.95567656,1.0509498,1.0795493,1.0336906,1.1448362,0.0,1.068629,0.9888659,1.0877858,0.76993966,1.0363659,1.1962916,1.1197094,1.1678513,1.0772985,0.9424495,1.1113766,1.088409,0.5782334,1.188323,1.0609746,0.95446813,1.003183,1.1739,1.0723593,0.88704866,1.1801237,0.7481711,1.1540227,1.1346362,1.1183006,0.8346924,1.0901198,1.081578,1.019358,0.9524585,0.890435,1.0948442,1.1146669,1.0307198,1.185905,1.1813722,1.2048517,0.96901107,0.9088322,0.6502786,0.87880254,0.9875278,1.176132,1.1907742,1.0698028,1.1740086,0.8503039,1.1796993,1.0876111,1.0181427,1.0574534,1.0717975,1.1418068,0.9849703,1.153971,1.1465183,0.9545704,0.5577057,1.180206,1.1058271,1.150589,1.0882672,1.0897696,0.8125611,0.9975773,1.0053803,1.2382861,0.89115214,1.1312947,0.7728838,1.2050587,0.5807119,1.202548,1.1346303,1.100626,1.226553,1.0815022,1.0687099,1.1042976,0.92259544,0.8601012,0.890936,1.1286706,1.1350065,1.2259346,1.0398394,1.0168444,1.2311951,1.0081185,0.4731568,0.99098,1.2168541,1.168069,0.8321864
eye,0.91291314,0.81781155,0.58307016,0.8472859,1.2807175,0.67432606,0.841251,0.80004597,1.0178212,1.3167388,1.0980476,1.3149463,0.6734022,1.1323863,1.315876,0.9409473,1.3032651,1.2114099,1.2212375,0.77235514,0.9795474,1.3490505,0.9470748,1.0112801,1.1628288,0.90396893,0.8302234,1.0874356,0.81288326,1.058982,1.3949872,0.561661,1.2094675,1.1695786,1.1718318,1.0535842,0.6014538,1.3208255,1.1890941,0.6109197,1.4245021,0.6861453,0.92730033,0.94507897,1.1827831,1.2259681,1.1730863,1.0960882,1.0914432,0.71270216,0.563503,1.068629,0.0,1.1082482,0.69620883,1.1346666,0.8120361,0.98533577,0.71667224,0.6476978,0.90613246,1.2238986,0.49044532,1.1069652,0.9607552,0.8552876,1.1133982,1.2090123,1.1222751,0.63477564,0.9384334,1.2981178,1.1094635,1.2790047,0.9992939,1.2024689,0.7909308,1.1535063,1.0481427,1.2012079,1.22561,1.317012,1.2530982,1.0527285,0.5161754,1.0452197,0.7064536,0.5980226,0.59706247,1.3306718,1.065248,1.3401866,1.2875237,1.2828829,0.7314577,0.8396667,0.83480924,0.8373382,1.179112,1.1470755,1.0637197,1.1842926,1.0161258,0.80158085,1.0783639,1.3398767,0.63793796,0.51197875,1.3729098,1.1146692,1.0256993,1.3168147,1.0106438,1.0603058,1.0086102,1.282575,1.0429574,1.1772807,0.759534,1.3119348,0.9283308,1.2784678,0.48278493,1.1161947,0.66538876,0.7579353,0.91323936,0.7019718,0.80376333,0.7035566,0.71303165,1.2113961,1.2969394,1.3651414,0.6778971,0.6271292,0.6936459,1.1458025,1.0644336,1.0238512,1.3276854,0.93475425,1.051557,1.0243163,0.48171568,1.2246919
face,1.2606776,1.1526917,1.0891432,1.0690215,0.7457799,1.0004143,1.1457257,1.2220383,1.2418827,0.91987145,0.7936214,0.6761147,1.2153573,1.1322744,0.75282264,1.000544,0.7942002,0.818726,0.9267219,1.2290876,1.1445239,0.9531996,1.1050762,1.2111984,1.2970811,1.163593,1.3489311,0.9602386,1.1707978,0.8398918,1.0951611,1.1430883,1.1130896,1.0021206,1.0682234,1.0284061,0.82920897,0.6626682,1.0279695,1.2929223,0.9228799,1.2385606,1.0439248,1.0467854,0.83333004,0.77334446,1.0217026,1.1750015,0.9961627,0.97467536,1.1522993,0.9888659,1.1082482,0.0,1.0030645,0.8221378,1.171024,1.1496345,1.0450318,1.3122939,1.0592735,0.7845303,0.95381105,1.185084,1.03871,1.1049293,0.41595244,1.0489929,0.7947713,0.9379077,1.0261158,0.86603177,1.162262,0.7819099,1.2212615,1.1483648,1.2924736,0.77343893,1.2307882,1.0608457,0.84725016,0.8921172,0.8347027,1.0376865,1.0724008,1.437954,1.2683034,0.8393892,1.1355089,1.0760684,0.6899898,0.7296335,0.8776378,0.9218602,1.3346572,1.2608931,0.9549297,1.1068785,1.0624353,0.94300735,1.125205,1.0211939,0.9372547,1.2448334,1.1176146,0.90654224,1.1324773,1.1106095,0.91600096,0.9208349,0.97791,0.9483188,1.0568256,1.1302015,1.1016123,0.4948179,0.98578674,1.0003486,1.3805637,0.8000005,1.2624156,0.82130635,1.1735154,0.8142549,1.2014668,1.3203421,1.2321632,1.3046056,1.1932586,1.1507453,1.0931337,0.84428126,0.56842977,0.80772674,1.1698986,0.967808,1.2745355,1.0485948,1.4079771,0.96916693,0.93395317,1.1023871,0.96567875,1.2719971,1.1723627,0.9190974
finger,1.1711745,0.4622568,0.7731154,0.75756,0.7872118,0.82521856,0.7675907,0.83631325,1.203666,1.22423,1.1544645,1.270896,0.5888657,1.1157453,1.1457636,1.2379196,1.244319,1.141086,1.2439442,1.0712013,1.2271421,1.3923948,0.8717166,1.1479023,1.2094141,0.9498923,0.957314,1.2352281,0.6539463,1.1609173,1.3415943,0.9377077,1.1377769,1.1769905,1.2049017,0.897089,0.8018389,1.2410456,1.1262884,0.7704398,1.4416429,1.0238252,1.0907983,1.1696188,1.288653,1.1005476,1.1401818,1.1901877,1.1002511,0.26930583,0.66327536,1.0877858,0.69620883,1.0030645,0.0,1.2377965,0.90397334,1.1364467,0.20560783,0.738314,1.304118,1.1355581,0.56228805,0.7365008,1.1284859,0.78354883,0.7765618,1.094,0.40006602,0.76016283,1.1832745,1.1354927,1.2879803,0.9708097,0.8275079,1.2658718,1.0724702,0.74484366,0.9858626,1.242658,1.1418865,0.9397373,1.302029,0.81234354,0.5313608,0.96920085,0.7960329,0.54318345,0.80726475,1.3030622,1.1793203,1.00357,0.92943984,1.163676,0.81124246,0.62075603,1.0229453,0.79075265,1.1621286,1.1654963,1.2082448,1.1905777,1.07832,0.62079537,1.0312235,1.3735597,1.086254,0.6715223,1.2932425,1.0267142,1.0536869,1.0946248,1.047582,1.1224915,1.1372845,0.9938665,0.9524303,0.71071553,0.91332334,1.1820459,1.0530999,1.2380304,0.4724366,1.1898141,0.6421951,0.8170202,1.0518426,0.84546566,0.94137,0.6391608,0.95834666,1.1816971,1.0482736,1.338426,1.0090392,0.101119995,0.54503906,0.93088156,0.9897161,1.3013129,1.4052205,1.0472327,1.2182618,1.0826361,0.46586442,1.1481494
firetruck,1.0701654,1.1939393,1.2845924,1.1118287,0.85830593,1.2097709,1.2519013,1.2634162,1.1998973,0.70712197,0.7469558,0.6784001,1.1433947,1.0216076,0.74892473,1.0455933,0.705955,0.88253915,0.929432,1.241987,1.0525696,0.8052169,1.2037506,1.1417131,1.1286625,1.1742958,1.1710999,0.7879282,1.1617259,0.8400103,0.96280664,1.1490409,1.0019227,0.99335283,0.9619318,0.91521716,1.1202887,0.72929186,1.0390263,1.2902757,0.782762,1.2057686,1.090828,1.08974,0.87990475,1.0447682,0.9272415,0.91341174,1.1022166,1.2020053,1.3150359,0.76993966,1.1346666,0.8221378,1.2377965,0.0,1.2377063,1.1631455,1.2762315,1.2636037,1.0304407,0.82494766,1.1696486,1.2309295,0.90236145,1.2251182,0.96985805,1.0006073,1.0035349,1.1977258,1.0425748,0.8930435,1.1008439,0.7883656,1.08914,1.0249549,1.1674293,0.8351096,1.2214766,1.0693345,0.81570894,0.9727544,0.63504606,1.1334556,1.2424085,1.2495403,1.2866529,1.2380469,1.2956293,0.61538035,0.8357322,0.7668867,0.8848213,0.8489365,1.2796183,1.2510154,1.0785958,1.1808406,1.0150634,0.990411,1.0223403,0.96759266,0.9909825,1.2965746,1.2004861,0.7613987,0.95829546,1.1610806,0.6290619,0.7980557,1.1434318,1.0963569,1.0563668,1.083223,0.89824414,0.8110418,0.9475528,1.0526972,1.2783877,0.76477706,1.0157903,0.612339,1.3149757,0.7500677,1.3552333,1.2823483,1.194621,1.2192333,1.1032456,1.1779277,1.1409785,0.80676806,0.8140321,0.6921997,1.1576669,1.3059943,1.2940202,1.0282576,1.2433864,1.0121536,0.768872,0.87057436,1.0387105,1.1328772,1.2097721,0.921005
fish,0.686037,0.6920984,0.6779041,1.0280676,1.366719,0.8652872,0.79371285,0.6613499,0.8279686,1.3403282,1.2529778,1.3404083,0.54712224,1.2731769,1.4596261,0.6799816,1.3434688,1.1824756,1.0929319,0.676049,0.980332,1.3700432,0.8631164,0.9030173,0.92605513,0.67983544,0.685098,0.7786125,0.751217,1.0817187,1.3473134,0.6844307,1.1859709,1.1477472,1.2619499,1.0903493,0.95693153,1.3417652,1.1055346,0.4040556,1.4619523,0.7039931,0.88213414,1.091448,1.1755818,1.2210478,1.2190305,1.0185895,0.9544821,0.8738557,0.72090614,1.0363659,0.8120361,1.171024,0.90397334,1.2377063,0.0,0.78810567,0.85226285,0.52371246,0.7493614,1.4339063,0.6424588,0.8444979,0.72797966,0.95198953,1.2245716,1.0751448,1.3023329,0.7046786,0.88082933,1.2670779,1.1459557,1.2569144,0.99133825,1.2204989,0.6544523,1.2136087,0.84786433,1.1264521,1.2425609,1.3687428,1.3441476,1.1228848,0.6651768,0.66034853,0.8597535,0.9426284,0.53564245,1.3378808,1.1843507,1.3558013,1.2805166,1.2139618,0.57766294,0.7483221,0.6593684,0.8678924,0.9772777,1.1429799,0.8648291,1.0634965,1.0198588,0.7337957,1.0308586,1.3448908,0.7684621,0.63502294,1.3983371,1.1598681,0.8592194,1.1330221,1.1432059,1.025232,1.0875314,1.2972,1.1932069,1.110532,0.61045104,1.3167021,0.7046455,1.3857098,0.51290905,1.024585,0.3778683,0.71217084,0.7162799,0.7057003,0.6735729,0.78822494,0.85246813,1.2442086,1.3186129,1.4605525,0.84889454,0.80966675,0.63016003,1.1956455,0.69827116,1.0966291,1.3836477,1.0069112,0.95580626,0.98165286,0.7022359,1.053628
flower,0.8324336,1.0298253,0.6567852,1.0931196,1.4213035,0.9402557,0.89698523,0.7404715,0.6457054,1.2511165,1.2311472,1.354465,1.0661027,1.2550663,1.3189962,0.78489566,1.3630893,1.2737771,0.982389,0.44110703,0.75221443,1.1111171,0.908172,0.7826649,0.7476983,0.8615986,0.7228589,0.93040663,1.010996,1.2308493,1.1131697,0.60012895,1.0248113,1.125643,1.1057506,1.3536885,0.9477787,1.3174138,1.0446626,0.6175598,1.0613465,0.51472354,0.7965522,0.929299,1.0594176,0.83531314,1.1351031,1.0154755,0.82204485,1.0221535,0.84556055,1.1962916,0.98533577,1.1496345,1.1364467,1.1631455,0.78810567,0.0,1.0684909,0.6653173,0.73222935,1.2253487,0.82049143,1.1199468,1.0652803,0.8024659,1.1578807,1.0646019,1.2941433,0.7125289,0.81667256,1.2147202,0.7218075,1.466539,1.1807057,0.9322642,0.62180704,1.2783225,0.86217594,0.8933294,1.2201512,1.3033832,1.1427853,1.0293136,0.7259042,0.8938854,0.77824426,1.0765408,0.65139395,1.1918845,1.1883239,1.3909187,1.4107348,1.1600639,0.7127795,0.91358554,0.97294617,0.84878194,1.0441382,0.8451854,0.3393017,0.9128772,0.9835493,0.88374114,0.8944007,1.2154721,0.665927,0.98199886,1.1592431,1.2343855,0.7251686,1.1485546,1.0137755,0.94958466,1.0956017,1.3655615,1.2248747,1.3115072,0.65987086,1.1381803,0.95729065,1.398267,0.80659556,1.1366826,0.6642307,0.70812476,0.939942,0.84580183,0.8999383,1.0324413,0.7713336,1.2124485,1.3285406,1.1374189,0.7774861,0.9976412,0.9968216,1.1102217,0.901276,0.7505341,1.057332,1.1051749,0.79942423,0.6937382,0.8420848,1.1235725
foot,1.1051043,0.3729285,0.812079,0.93553126,0.8405329,0.92199445,0.8559588,0.80366814,1.0624026,1.3119413,1.2059627,1.308617,0.49617505,1.0456369,1.1571679,1.1942928,1.241403,1.2178147,1.2406974,0.9712993,1.2205591,1.3537359,0.8873432,1.1146162,1.1326859,0.9194391,0.7871511,1.249387,0.719577,1.1799614,1.295367,0.87642956,1.1584543,1.0619859,1.2423261,0.9698025,0.8080419,1.2753016,1.0675625,0.7125612,1.4240873,0.94317615,1.0676758,1.2575585,1.2847819,1.0723804,1.1837455,1.2294697,1.0478512,0.31864345,0.76816523,1.1197094,0.71667224,1.0450318,0.20560783,1.2762315,0.85226285,1.0684909,0.0,0.648191,1.2376273,1.2719598,0.5011469,0.6411788,1.1296556,0.8548062,0.7855406,1.0681372,0.64258766,0.6181692,1.1609004,1.0346559,1.2500384,0.9544435,0.8393589,1.2003906,1.0512056,0.7093264,0.93175083,1.3269988,1.2033088,0.96203476,1.2538058,0.91732347,0.5413077,0.79836583,0.6892353,0.58463144,0.81322247,1.259331,1.2402105,1.000016,0.8851038,1.225848,0.7999115,0.6891082,0.9924293,0.95576376,1.0500268,1.1173592,1.1663165,1.2430905,1.0653863,0.65265554,0.997302,1.3196002,0.99477464,0.6818424,1.3193893,1.1062989,1.0791805,1.1250217,1.1141026,1.0798416,1.0589037,1.0077016,0.8336477,0.6688286,0.7705541,1.2859395,1.0865644,1.260299,0.35627574,1.1964335,0.6487646,0.6268922,1.0144106,0.77697766,0.998671,0.7187683,1.0129665,1.1172503,1.0685543,1.385896,0.98822606,0.14309281,0.5864724,1.0214646,0.7993518,1.2679728,1.3980176,1.0579548,1.1897056,1.011562,0.4163494,1.2025009
fork,0.56680477,0.4782809,0.61467457,1.1073953,1.4903642,1.0116149,0.73914707,0.62550145,0.6488348,1.4711354,1.4106658,1.5874132,0.47658128,1.0829089,1.5965381,0.93176687,1.5718594,1.3138759,1.1137862,0.35685807,0.94874334,1.3707677,0.9363342,0.69314617,0.84114933,0.7599348,0.34956884,0.8990858,0.791913,1.3449265,1.2072543,0.3832423,1.0839499,1.1805577,1.2774363,1.052279,0.9273965,1.5526502,1.1746039,0.23710096,1.4719412,0.38646,0.76999277,1.1352959,1.3805444,1.2847056,1.1422364,0.9317326,0.9576221,0.7086282,0.6728668,1.1678513,0.6476978,1.3122939,0.738314,1.2636037,0.52371246,0.6653173,0.648191,0.0,0.9985856,1.463714,0.39559317,0.99703354,0.91258216,1.005432,1.1908064,1.2539864,1.2613796,0.44278586,0.9231337,1.2822384,0.9178466,1.4611125,0.72186005,0.9456945,0.39396155,1.3025945,1.0606451,1.2120111,1.3451585,1.5736699,1.3308098,1.1893927,0.45452362,0.50694466,0.4553097,0.8793827,0.47383684,1.1809386,1.4254386,1.5089517,1.384661,1.3058648,0.26887882,0.48804474,0.8563615,0.8862447,1.0436311,1.2261364,0.7312779,1.1621501,1.0984484,0.6152983,1.0604837,1.430782,0.54636985,0.65007776,1.2963624,1.3348104,1.0336608,1.236244,1.0712048,1.1157125,0.98236346,1.4739628,1.2149835,1.151489,0.25596648,1.4772059,0.601015,1.4961078,0.34092176,1.2527165,0.33224154,0.39350307,0.8493803,0.44872814,0.6729384,0.6925094,0.8666733,1.2786772,1.4982651,1.5318216,0.7930457,0.60800797,0.60080314,1.0974164,0.5863719,1.1102922,1.382416,0.96333575,0.9862051,0.60625696,0.29756486,1.0938189
frog,0.7937753,1.2653406,0.9036686,0.96513253,1.3518045,0.8956235,1.0147758,0.8453648,0.9102241,1.196027,0.96405214,1.2156795,1.1523287,1.1831214,1.100848,0.6201937,1.1718605,1.2494155,0.8746553,0.91017973,0.7916863,0.91903126,0.9644307,0.9522664,0.8580881,0.735221,1.0102413,1.0790128,1.014869,1.0164064,1.1676874,0.8143357,1.2353376,1.1485527,1.1938314,1.2624055,0.82605106,1.2624499,0.8600781,0.91871095,1.0479605,0.9148145,0.7074819,0.87977004,0.89765835,0.78787065,1.2649314,1.0358224,0.9362458,1.1888438,0.9097444,1.0772985,0.90613246,1.0592735,1.304118,1.0304407,0.7493614,0.73222935,1.2376273,0.9985856,0.0,1.2404705,1.0604858,0.86456054,0.9901691,0.6926414,1.2780894,0.9930075,1.2675704,0.89297044,0.53447294,1.2166026,0.89967006,1.3585072,1.2005337,0.9842707,0.9490473,1.244991,0.8776952,0.8309224,1.0784967,1.0465045,1.0474557,1.0610356,1.0644121,1.0341021,0.8625393,0.98687303,0.85915446,1.2314326,0.9874597,1.3051338,1.4263332,1.0914849,0.9783001,1.1170453,0.62561977,0.8296714,1.074422,0.90406156,0.78402877,0.8181777,0.7567688,1.017623,0.94927,0.98549336,0.83555263,1.1019425,1.3208878,1.209393,0.7202441,1.1737826,0.92649955,0.8252684,0.63266325,1.2945883,0.86499274,1.4200227,0.76463,1.2403942,1.1363752,1.1626968,1.0216583,1.0865229,1.0370474,0.9505197,0.8700356,0.68602395,0.926437,1.1440039,0.795764,1.0984244,1.2775232,1.0514315,0.6221903,1.2133517,1.1236771,1.0475414,1.0587366,0.46344095,0.8966326,1.0849717,0.8360182,0.9590933,1.063977,1.2844869
glass,1.3052806,1.3152984,1.2860124,0.9005203,0.6493985,0.8819619,0.9097153,1.3120987,1.3225217,0.654855,0.85302293,0.67396927,1.3731999,0.9975876,0.5812091,1.1550684,0.70410013,0.6774221,0.951971,1.3038816,0.8699933,0.8206426,1.1577786,1.1473024,0.9272469,1.2587705,1.3959557,0.9957407,1.1248893,0.7937475,0.9224391,1.3992184,0.94126016,0.8687304,0.6677731,0.7329547,1.2005433,0.6495615,1.0896294,1.5117984,0.7454585,1.2221005,1.1545402,0.9291508,0.8274039,0.9387102,0.88794166,1.1455282,1.1115611,1.1743023,1.1352545,0.9424495,1.2238986,0.7845303,1.1355581,0.82494766,1.4339063,1.2253487,1.2719598,1.463714,1.2404705,0.0,1.3628862,1.1331879,1.0137888,1.0002348,0.7669976,0.97755253,0.6635294,1.3786237,1.2054715,0.9106464,0.9037025,0.7064912,0.9372705,1.1124891,1.3069704,0.92516035,1.1687288,0.800666,0.6700998,0.62297344,0.8158691,0.89374685,1.3291135,1.4025359,1.2579184,1.1010131,1.4389017,0.80998945,0.6652919,0.63944507,0.763898,0.805681,1.4018581,1.2618767,1.2626148,1.0858719,1.0801878,0.9703481,1.1756144,0.72811264,1.0953529,1.309897,0.95314044,0.7580403,1.3249907,1.1998584,0.6415403,0.8154159,0.9217007,0.82479596,0.83891535,0.9960706,0.9801383,0.64334893,0.84180456,0.92073226,1.4381226,0.6465347,1.0641867,0.55411094,1.4711653,0.92412555,1.4654511,1.3652463,1.13085,1.277669,1.1639749,1.0928441,1.1861882,0.9365347,0.6833283,0.57438576,1.0877433,1.2823956,1.2365179,0.7630592,1.4060574,1.0628085,0.6512441,0.932917,1.0661149,1.2645121,1.375932,0.78368604
glasses,0.81983733,0.4820071,0.5122928,1.0472469,1.3400259,0.89638853,0.8216789,0.7101694,0.8371337,1.4712178,1.2180481,1.4378619,0.48173714,1.2594789,1.4519167,0.9831567,1.442969,1.2526809,1.2093195,0.543355,1.060953,1.4403949,0.89417934,0.9578654,1.1562268,0.8668536,0.6861199,0.9410084,0.80709803,1.1981795,1.4285467,0.41836578,1.2335873,1.1845877,1.3091971,1.1406459,0.63169366,1.3963245,1.2041212,0.36886233,1.5546806,0.5169988,0.8669987,1.1963289,1.2990147,1.1937014,1.1881657,1.1194458,0.96521527,0.5199678,0.6802928,1.1113766,0.49044532,0.95381105,0.56228805,1.1696486,0.6424588,0.82049143,0.5011469,0.39559317,1.0604858,1.3628862,0.0,1.0851038,0.92768466,0.9550868,0.87391555,1.2448628,1.115271,0.2922336,0.9902209,1.2615144,1.1374075,1.3218588,1.009799,1.1885962,0.610141,1.1254132,1.0642171,1.3229649,1.3390329,1.4633439,1.3154796,1.1243811,0.23447037,0.89393175,0.5812263,0.5999187,0.4358859,1.3997973,1.1670948,1.3595071,1.301367,1.3062848,0.5387648,0.6479471,0.8600589,0.93748754,1.1477356,1.1434467,0.9577926,1.1998844,1.0561047,0.7607003,1.1067014,1.4567568,0.6469401,0.52114505,1.4003017,1.1966056,1.0349606,1.2700771,1.155393,1.0976952,1.0934057,1.2462543,1.2015946,1.1024874,0.6217538,1.3765123,0.8192958,1.4155271,0.21917659,1.1178361,0.36006308,0.6885465,0.87749946,0.6787152,0.72937703,0.7355069,0.90568656,1.2187929,1.3009496,1.4882345,0.81005347,0.40146714,0.72418386,1.2163223,0.9345212,1.1611767,1.4841511,0.8998978,1.0469322,0.9713125,0.2356373,1.1564356
glove,1.1886795,0.80253565,1.1183352,1.0698345,0.81358427,1.0034947,0.8805576,0.9301831,1.1081908,1.1299875,1.1663982,1.0763388,0.84816986,0.9326653,0.84872425,1.0150211,0.9019867,1.1121228,1.0706908,1.1553974,1.1967809,1.0931729,1.0907921,0.98742706,0.89417404,0.87227684,0.90840685,1.1482985,0.8034694,1.0513647,1.0313311,1.226753,1.0149821,0.8318649,1.2312453,0.89851815,1.0900676,1.1226085,1.0423231,1.000243,1.0552989,1.2035136,1.0316396,1.22742,1.1014929,0.7446625,1.1852688,1.1819531,0.91595954,0.7661294,1.040164,1.088409,1.1069652,1.185084,0.7365008,1.2309295,0.8444979,1.1199468,0.6411788,0.99703354,0.86456054,1.1331879,1.0851038,0.0,1.1025478,0.832324,1.0193944,0.90296936,0.7010797,0.9019585,0.99768037,0.7066064,1.1802903,0.7529838,0.83786494,1.175148,1.2733283,0.9700928,0.8053633,1.0668534,0.9783313,0.45460272,1.1255338,0.8673688,1.0693405,0.66346395,0.83639014,0.9623407,1.1149648,1.0489087,1.08183,0.73518926,0.72882646,1.100319,0.93831265,0.8169523,0.81288385,1.1502304,0.7706047,1.115296,1.1256247,1.1239123,0.9959351,0.81982684,0.92308444,0.8720162,1.1200147,0.96808577,1.239146,1.1238976,0.89369345,1.0219734,1.0717653,0.8065068,0.90004236,0.9061122,0.67308396,0.5619565,0.84287727,1.2089572,1.1846124,1.090082,0.83663994,1.0006924,0.9925725,0.8377706,1.1525869,0.8558365,1.0755585,0.9604891,1.0999436,0.95451725,0.9382842,1.19645,1.0156087,0.7818404,0.8510454,0.8638389,0.54055357,1.0694721,1.2251775,1.1487554,1.0196112,1.0528095,0.9565947,1.1019156
grass,0.77481526,0.94081724,1.1269352,1.2106531,1.1029779,1.1265972,1.0196514,1.0417827,1.0369564,0.9723519,1.0089519,1.0004182,0.9619015,1.0172017,1.0838673,0.93607616,0.9577584,0.99200577,1.138208,1.0325385,1.1898098,1.1488487,1.1995025,0.93383336,1.149227,0.94075996,1.0161189,0.5588254,1.1150035,0.7268043,1.1251974,1.0538399,0.96075517,0.8439395,1.1494399,0.9079674,1.1137631,1.0253866,1.243666,0.96454066,1.1390567,1.0891564,1.0218338,1.0779289,1.0212544,1.2081585,0.89476466,1.0304539,1.0622212,1.1078582,1.1383097,0.5782334,0.9607552,1.03871,1.1284859,0.90236145,0.72797966,1.0652803,1.1296556,0.91258216,0.9901691,1.0137888,0.92768466,1.1025478,0.0,1.2719845,1.0308169,1.0142269,1.1702559,1.0458671,1.0138375,0.95585155,1.13743,0.8941647,1.0997275,1.166379,0.9041606,1.0277722,1.0801101,1.1138641,1.0978526,1.1765587,0.9435083,1.1457797,1.0563376,0.90962696,1.0028799,1.1507287,1.0424447,1.0725348,0.84651995,0.9590249,0.97017914,1.1238021,0.972124,1.0500653,0.850656,1.1700494,0.9727404,1.2440569,0.9804202,1.1563376,1.0694158,0.94940716,1.1462886,1.1247216,0.94416726,1.0265082,1.0280386,0.86582255,0.94387305,1.0632846,1.164039,1.0736535,1.112972,0.9767062,1.0828362,1.0284737,1.0263811,0.9464617,0.88807416,1.0080049,1.0169579,0.68843675,0.97595805,1.096454,0.9500379,1.1035591,0.8397052,0.9421633,1.130642,0.9917413,1.0239377,1.1502348,1.1317022,1.1416916,1.0537705,1.122793,0.8921632,1.2264438,1.208839,0.53125954,0.80563736,1.0915757,1.0579188,0.74095666
gum,1.2509032,0.9875869,0.70261097,0.7104554,1.1589093,0.5321169,0.64827985,0.8016567,0.97468644,1.0824422,1.199014,1.3384022,1.0247198,1.3238015,1.0450375,1.0963273,1.2978863,1.203587,0.83454406,0.936605,0.6052363,0.9148315,0.8396539,1.0033193,0.6826321,0.8560715,1.0170397,1.2874291,0.7315636,1.3722806,1.3145416,0.84761775,1.3087966,1.3572673,0.9292398,0.88772607,0.6992916,1.3508291,0.7476493,0.7894919,1.1907992,0.8566485,1.034331,0.70206475,1.218532,0.9493625,1.3354607,1.1407213,1.0604348,0.7690846,0.644527,1.188323,0.8552876,1.1049293,0.78354883,1.2251182,0.95198953,0.8024659,0.8548062,1.005432,0.6926414,1.0002348,0.9550868,0.832324,1.2719845,0.0,1.1145836,1.0652581,0.807985,0.9170115,0.9425551,1.3017795,0.90793693,1.2926252,1.0682147,1.1160544,1.1169267,1.1213255,0.9128326,0.8005206,1.026094,0.74089956,1.2508669,0.8273215,0.73691404,1.0722154,0.95256156,0.8989916,0.76342094,1.3405485,1.1933483,1.1965768,1.2979105,0.92513454,0.89359295,0.8482587,1.0885031,0.6809511,1.2439433,0.7081513,1.1539997,0.6111549,0.9499255,0.9893329,0.7497465,1.0537803,0.9807719,0.861768,1.388801,1.2405701,0.9384569,1.0400282,0.83033156,0.91399443,0.7518652,1.2811909,0.9760935,1.173208,0.91385436,1.1840584,1.1689477,1.2258714,0.83379054,1.1689595,0.86858726,0.86749184,0.8710674,0.74782026,1.0628955,0.97693175,0.55634886,1.2781274,1.2636824,0.9642364,0.566827,0.79234624,0.8208306,0.7850529,1.0608934,0.5367259,0.7631602,1.2112956,0.99594116,1.1468041,0.86574113,1.3735899
