,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shirt,1.308455,1.1194763,1.35466,1.1491456,0.31419456,1.1595103,1.2591879,1.3884982,1.4072049,0.6628401,0.7225687,0.37023914,1.1198757,0.8107915,0.4916293,1.1821517,0.44393277,0.66663015,1.0299375,1.4396397,1.3328934,0.9640386,1.2324264,1.2347203,1.3710065,1.3110821,1.3748305,0.9369632,1.2148352,0.65720195,0.85313374,1.4706002,0.9148158,0.6804048,1.0742494,0.8675551,1.2189628,0.36904287,1.1444291,1.4773806,0.79486454,1.4743489,1.2614707,1.1812559,0.8031711,0.8418415,0.86713564,1.193251,1.0462186,1.0734303,1.3696055,0.8125611,1.282575,0.4948179,0.9938665,0.8110418,1.2972,1.3655615,1.0077016,1.4739628,1.2945883,0.64334893,1.2462543,0.9061122,0.9767062,1.2811909,0.52763534,0.9371481,0.6515354,1.2489047,1.2388312,0.40438437,1.3296782,0.24924183,1.0250325,1.1845098,1.4455355,0.57288885,1.2187109,1.1392632,0.8386775,0.6069069,0.7131633,1.0341856,1.302695,1.2682769,1.260005,1.0745629,1.4386995,0.7951904,0.65614045,0.26667154,0.3103205,0.849099,1.4293989,1.2379642,1.1670399,1.3139374,0.8275925,1.0891948,1.273965,1.1007906,1.0558505,1.2488245,1.1554279,0.7488847,1.3573978,1.2218206,0.723821,0.74695176,1.126161,0.8393152,1.1660525,1.1265594,1.1354051,0.0,0.83647734,0.49428928,1.4784938,0.6189826,1.2566459,0.5660357,1.2889938,0.66380936,1.3762829,1.4370016,1.3789781,1.460443,1.3312404,1.0994248,1.335749,0.6889812,0.13485634,0.70056605,1.4215373,1.0812378,1.306057,0.93364817,1.1886183,1.2970188,0.9406595,1.0614268,1.137329,1.307998,1.2800255,0.79534453
shoe,1.1346459,1.1194847,1.2986741,0.98556525,0.73071927,1.1129519,1.185661,1.2541401,1.1775775,0.9084939,0.89609057,0.777762,1.0809605,0.7863641,0.7221011,1.0575637,0.69778585,0.92361593,1.0681312,1.2899524,1.138569,0.9367224,1.1606895,1.2153252,1.1277845,0.98240125,1.1240742,1.1177409,1.1027827,0.7880884,0.9376737,1.324151,1.0390394,0.82825136,1.0184416,0.8983858,1.1254569,0.8034929,0.9861405,1.3571497,0.8749758,1.2980515,1.0233208,1.027172,0.8704108,0.8639833,1.0927337,1.163161,1.0844215,1.0051033,1.2148017,0.9975773,1.0429574,0.98578674,0.9524303,0.9475528,1.1932069,1.2248747,0.8336477,1.2149835,0.86499274,0.84180456,1.2015946,0.67308396,1.0828362,0.9760935,0.87036836,0.87804806,0.7350223,1.1148546,1.030156,0.7662471,1.0993742,0.628694,0.8423682,1.0527477,1.3578423,0.7291118,0.90022546,1.0260564,0.983078,0.6056507,0.74892765,1.0142007,1.3078095,1.0679432,0.8852677,1.0131595,1.3639994,0.86542875,0.9105073,0.68616307,0.72238696,1.1080297,1.2054572,1.1071601,0.9350521,1.1066724,0.7834685,1.0253553,1.1360645,1.1209192,1.048846,1.070194,1.0148264,0.6556059,1.1086408,1.174383,1.0578089,0.89250207,0.891756,0.9998974,0.987563,0.909135,0.8195026,0.83647734,0.0,0.79591215,1.1510175,1.013197,1.2465234,0.8011162,1.001855,0.9980841,1.3887223,1.0450475,1.1994615,1.0376271,1.1669047,1.0981805,1.2048885,0.7899364,0.8293495,0.9569174,1.0600265,0.98003536,1.1615505,0.96647453,0.99780136,1.0195609,0.95539665,1.0635715,1.1964844,1.0680791,1.072846,1.1302713
shorts,1.2477012,0.75548756,1.216894,1.1274102,0.5108396,1.1547954,1.1058388,1.1995721,1.2876778,0.8154151,1.00661,0.81916773,0.76318336,0.6774879,0.8558522,1.2928475,0.7742493,0.91980416,1.1981512,1.3085529,1.4006195,1.1352644,1.0921404,1.1078812,1.184299,1.069255,0.97611547,0.99335545,0.916636,0.86440897,0.8380269,1.3627493,0.72051734,0.61321187,1.0668898,0.75806594,1.1817431,0.7822939,1.1059952,1.2215776,0.9968333,1.3778043,1.2842988,1.2545402,0.96090525,0.9024572,0.809547,1.1283569,0.9846276,0.7493051,1.2596637,1.0053803,1.1772807,1.0003486,0.71071553,1.0526972,1.110532,1.3115072,0.6688286,1.151489,1.4200227,0.92073226,1.1024874,0.5619565,1.0284737,1.173208,0.66900855,1.036513,0.6600788,1.1426926,1.2734298,0.4501838,1.3078883,0.3248248,0.792166,1.1069161,1.3585793,0.6468396,1.0064552,1.2265946,0.958212,0.62466955,0.9423135,0.87105733,1.1517451,0.8234645,1.0538816,0.937527,1.2816956,0.76084626,0.93243563,0.5065979,0.19577134,0.98554075,1.1465831,0.8959861,1.1613895,1.2975833,0.8102014,1.1897483,1.2695286,1.2692158,1.0924511,0.9841804,0.99249345,0.88573855,1.2654513,0.9440953,0.83700967,0.9764873,1.1070768,0.8678746,1.1647228,0.92430747,1.1676327,0.49428928,0.79591215,0.0,1.1331689,0.8057952,1.0914667,0.9081813,0.9449068,0.94580495,1.1109436,1.1744797,1.1923044,1.2395759,1.1818333,0.92178065,1.3093574,0.82285523,0.5426891,1.095001,1.4067843,0.79288787,0.901321,0.9691222,0.7252352,1.4549109,1.2303578,1.0677626,1.2189823,1.1154084,1.0290986,0.83902055
shovel,0.66291887,0.69385415,0.62862676,1.0967377,1.4890093,0.9643577,0.7510441,0.48760074,0.6290312,1.436487,1.3918947,1.6004196,0.6316393,1.0606309,1.57862,0.9054872,1.5806664,1.3817067,1.0891746,0.4193802,0.77053845,1.2709401,0.8877347,0.6829016,0.6852827,0.810704,0.40144277,1.0329703,0.70739496,1.4329219,1.1657403,0.454197,1.0956787,1.0879136,1.249735,1.1970134,0.9420156,1.577539,1.0548499,0.32781255,1.4123617,0.44526184,0.7019517,1.0203127,1.3538637,1.1644121,1.1459137,0.94479054,0.9195554,0.85345393,0.6461458,1.2382861,0.759534,1.3805637,0.91332334,1.2783877,0.61045104,0.65987086,0.7705541,0.25596648,0.76463,1.4381226,0.6217538,0.84287727,1.0263811,0.91385436,1.3118494,1.1843723,1.3268895,0.5390164,0.88356686,1.1790608,0.7770402,1.4738944,0.7446853,0.9158871,0.5658379,1.3130842,0.9390452,1.0579268,1.2589579,1.4202409,1.265627,1.1736383,0.6290204,0.55077946,0.45780665,0.95451766,0.49702054,1.1460681,1.4770153,1.5465515,1.3532075,1.3232546,0.39432865,0.58469665,0.76249444,0.7804361,1.0984774,1.2084416,0.75876534,1.0414739,1.1244146,0.6041336,0.9313518,1.282613,0.5633875,0.82113683,1.2926354,1.4590911,1.0395718,1.2176642,0.93172044,1.0854628,0.6744063,1.4784938,1.1510175,1.1331689,0.0,1.4629247,0.7296703,1.4410448,0.47469229,1.3045005,0.47550988,0.4924271,0.7692488,0.20199072,0.85761577,0.88636494,0.7814627,1.1822661,1.4714816,1.4518428,0.616875,0.77791595,0.65481764,1.0445901,0.6010003,0.87275696,1.2096314,1.0783983,0.9512256,0.5494498,0.466179,1.2006252
shower,1.1504759,1.3143125,1.375535,1.0911635,0.6276082,1.22398,1.2698357,1.3859193,1.2339472,0.20722854,0.8615371,0.5374672,1.31467,0.8922758,0.72101223,1.1240726,0.66764385,0.655177,0.96863997,1.3144974,1.1226437,0.7426503,1.2075927,1.0315812,1.0724196,1.2759888,1.2434092,0.8658148,1.2129061,0.8062321,0.7114651,1.3424311,0.6132881,0.8270614,0.7300673,0.8601556,1.2395862,0.5298133,0.9789692,1.4318466,0.58692884,1.3072808,1.2470548,1.0435941,0.7998593,0.95406365,0.49530566,0.8584922,1.0809883,1.2033406,1.3700945,0.89115214,1.3119348,0.8000005,1.1820459,0.76477706,1.3167021,1.1381803,1.2859395,1.4772059,1.2403942,0.6465347,1.3765123,1.2089572,0.9464617,1.1840584,0.7607315,0.9345046,0.9096292,1.4167368,1.2267119,0.7629481,1.0638309,0.64318967,1.0323908,0.9189987,1.1776122,0.8438082,1.1691794,1.0288169,0.7010417,0.77868176,0.73418057,1.0996281,1.3575308,1.226599,1.3981788,1.2003516,1.3885758,0.63527673,0.7739656,0.7367428,0.6413919,0.6858262,1.3870343,1.2674358,1.2476063,1.2288702,0.9515907,1.0131532,1.0952355,0.95476985,1.0686429,1.361485,1.1696233,0.8088806,1.2829425,1.1932555,0.44128764,0.68653136,1.0029635,0.73566854,1.1121365,1.1035938,1.1365168,0.6189826,1.013197,0.8057952,1.4629247,0.0,0.94462043,0.647716,1.4357052,0.85949945,1.3330832,1.4271848,1.2215506,1.426605,1.1923784,1.1393085,1.2336544,0.80124146,0.6043152,0.5991338,1.2468781,1.2788045,1.263174,0.8982115,1.2079617,1.1245518,0.7741381,1.0880234,1.0916655,1.0320382,1.4296556,0.6287222
sink,0.56079185,0.886423,0.9201872,0.97169423,1.2549367,1.0754174,0.8769245,0.85812414,0.78176665,0.8426855,1.3351722,1.2470793,0.59224975,0.9187212,1.4373993,1.046828,1.3307767,0.91389346,0.9578753,0.6852145,0.74039257,1.0241376,0.9332841,0.81021786,0.6517252,0.9409167,0.57933706,0.5925943,0.9645235,1.2077298,0.870196,0.74323535,0.8458443,1.1787169,0.78564405,0.84236205,1.1819988,1.1965425,1.0725467,0.6547719,1.11953,0.59819996,1.0413111,1.0343735,1.2109606,1.3985075,0.86559486,0.5302956,1.0650742,1.1276456,0.92670596,1.1312947,0.9283308,1.2624156,1.0530999,1.0157903,0.7046455,0.95729065,1.0865644,0.601015,1.1363752,1.0641867,0.8192958,1.1846124,0.88807416,1.1689477,1.2130563,1.2211363,1.222211,0.9497467,1.1550137,1.2524166,0.823399,1.2396677,0.68907017,0.8420855,0.4313038,1.3037003,1.1075697,1.0397015,1.001384,1.4395714,1.2028131,1.1759107,0.8907262,0.6421561,0.94644773,1.1224436,0.83294326,0.7935356,1.3133366,1.3589234,1.1632185,0.8686899,0.5739199,0.6920692,1.1388859,0.9805211,0.9420553,1.135459,0.8603688,0.8534249,1.1981344,0.949921,1.1521956,1.1660335,0.7623181,0.8383938,0.85222185,1.1898715,1.1282822,0.95977294,0.9451165,1.0522041,1.0991148,1.2566459,1.2465234,1.0914667,0.7296703,0.94462043,0.0,1.104742,0.77727616,1.1902592,0.6782079,0.85759497,0.7042306,0.82998323,0.6568306,0.87587273,1.0826217,1.1858449,1.2908611,1.1836443,0.93751574,1.0894136,0.7031619,1.0402709,0.7856508,1.1919113,0.9767587,1.0384388,1.0017608,0.8683669,0.7943467,0.776154
slide,1.2038888,1.3405296,1.3977605,1.0165318,0.5660166,1.1122595,1.1116014,1.3014257,1.3004515,0.4906851,0.625413,0.3679595,1.282362,0.74975204,0.42563808,1.124628,0.42018676,0.627758,0.9475687,1.4611738,1.0631483,0.68827236,1.3244209,1.0825572,1.1239376,1.3985565,1.4445465,1.0171963,1.130014,0.723673,0.71753836,1.5106709,0.95631963,0.8149148,0.86322266,0.7829704,1.2563019,0.4143774,1.0723912,1.4557548,0.55232,1.3791342,1.2464092,1.1084354,0.840644,0.9867646,0.8561837,1.0058095,1.1544544,1.2860527,1.3198228,0.7728838,1.2784678,0.82130635,1.2380304,0.612339,1.3857098,1.398267,1.260299,1.4961078,1.1626968,0.55411094,1.4155271,1.090082,1.0080049,1.2258714,0.9186289,0.81993556,0.87256765,1.3698831,1.2427032,0.77632827,1.1904299,0.4888628,0.8947154,1.0219569,1.3724295,0.73650026,1.2412988,0.970509,0.71410716,0.5827666,0.61681855,1.0931239,1.367549,1.3325734,1.3524655,1.2416382,1.449086,0.65562665,0.7097622,0.47465837,0.6251024,0.8293198,1.4040015,1.2765989,1.1940948,1.1876514,0.9451084,1.0771768,1.2903352,0.9058456,1.0810905,1.3302695,1.1779345,0.56287014,1.4188106,1.3043581,0.6429274,0.5791491,1.1815537,0.93177813,1.1015493,1.0859067,0.79077774,0.5660357,0.8011162,0.9081813,1.4410448,0.647716,1.104742,0.0,1.4655107,0.76011723,1.5448432,1.3789701,1.2732064,1.2768823,1.2403527,1.2301371,1.2351604,0.73373896,0.5539217,0.42243028,1.2299566,1.3796132,1.2820863,0.75590223,1.2647862,0.99384147,0.6524599,0.8861725,1.0635736,1.2032449,1.3983514,0.88961947
slipper,0.8756817,0.4709592,0.42917734,0.9946539,1.3078709,0.8367535,0.8002193,0.5982074,0.82455397,1.44831,1.317692,1.4777403,0.3728007,1.1583304,1.4950995,1.0463144,1.4835467,1.3550234,1.2678852,0.5059281,1.0244663,1.472164,0.8343488,1.0034181,1.03188,0.7761946,0.47175884,1.0252191,0.679559,1.2484245,1.3886323,0.45019042,1.2516392,1.1628181,1.3376336,1.1125401,0.72690785,1.4460715,1.1496875,0.28451717,1.6056986,0.4659505,0.9441911,1.237422,1.3617365,1.2108268,1.2579165,1.1668739,0.9740375,0.4919061,0.5813962,1.2050587,0.48278493,1.1735154,0.4724366,1.3149757,0.51290905,0.80659556,0.35627574,0.34092176,1.0216583,1.4711653,0.21917659,0.83663994,1.0169579,0.83379054,1.0224062,1.2043077,1.1080203,0.33237326,1.0559192,1.2292945,1.1558838,1.2510102,0.9087875,1.2147915,0.68645155,1.0789117,0.948417,1.3558105,1.3656833,1.3559816,1.3426824,1.0734016,0.23484457,0.6924428,0.5747099,0.58122206,0.38713956,1.3529218,1.3084315,1.3919139,1.1990706,1.3954623,0.5078823,0.60995805,0.7754595,0.8737114,1.0902333,1.1615462,1.0048275,1.2152891,1.1666261,0.6320909,1.0194591,1.4469044,0.6043266,0.43246198,1.4926894,1.226423,1.020605,1.2327421,1.1533278,1.0819094,1.104416,1.2889938,1.001855,0.9449068,0.47469229,1.4357052,0.77727616,1.4655107,0.0,1.1953713,0.25877714,0.52449363,0.8076638,0.582325,0.9103585,0.71133757,0.82075465,1.1934382,1.3178413,1.5570798,0.7311913,0.29010445,0.55841804,1.2599367,0.7318076,1.1408813,1.5030642,1.0378945,1.1190859,0.91239715,0.19079816,1.2967513
snow,1.1612206,1.1328683,1.2292347,1.1822149,0.84320104,1.1522576,1.234545,1.1902506,1.114127,0.8117662,0.8251257,0.5386238,1.166031,1.0293047,0.66228473,0.9822035,0.52425075,0.9187809,0.9869965,1.228486,1.1955763,0.97445565,1.2305735,1.0460743,1.2403054,1.0560675,1.2400304,0.7637794,1.1796076,0.7372925,1.0635374,1.269754,0.93667376,0.84468067,1.152062,0.8894228,1.1194319,0.7020111,1.0614599,1.2015773,0.847376,1.2504752,1.1467576,1.104889,0.9889755,0.9042519,0.9654962,1.130724,1.056352,1.1419418,1.2562673,0.5807119,1.1161947,0.8142549,1.1898141,0.7500677,1.024585,1.1366826,1.1964335,1.2527165,1.0865229,0.92412555,1.1178361,1.0006924,0.68843675,1.1689595,0.9162906,0.9257697,1.0162768,1.1669828,1.0997815,0.7203811,1.2455196,0.6284978,1.1853185,1.2081425,1.2464569,0.8523871,1.0979041,1.1124245,0.9922908,0.8396266,0.7659709,1.1348658,1.1664951,1.0462176,1.3255064,1.1715647,1.2443372,0.97717273,0.6878159,0.55548143,0.7876303,0.9339374,1.2172697,1.1997528,1.020281,1.284209,0.84341544,1.0249811,1.1828754,1.10373,1.0340656,1.1842604,1.1702358,0.8442093,1.1464808,1.1323793,0.97187746,0.69813627,1.025148,0.9223426,1.1987336,1.1158633,1.1262295,0.66380936,0.9980841,0.94580495,1.3045005,0.85949945,1.1902592,0.76011723,1.1953713,0.0,1.2041757,1.2515888,1.2297249,1.314127,1.1178071,1.0160036,1.1916915,0.84543264,0.71752244,0.84680676,1.2073742,1.1941314,1.2854319,1.0118091,0.9575686,1.1460427,0.98923296,0.8291464,0.77493155,1.2788033,1.2332828,0.9556789
soap,0.7548502,0.5567572,0.3746478,0.9915349,1.3968368,0.7891566,0.6787244,0.5162514,0.74975467,1.4424925,1.346708,1.5304385,0.49493718,1.2804126,1.5993394,0.93529344,1.5663284,1.2755758,1.1960671,0.37517595,0.9439431,1.4848778,0.7607647,0.87364477,0.90039706,0.72640264,0.5103216,0.95268923,0.57741797,1.3252277,1.3773798,0.39665163,1.211843,1.2389629,1.2992435,1.1458571,0.80442727,1.4859868,1.1349784,0.1761365,1.5851916,0.38694,0.9398999,1.137651,1.3540071,1.2557573,1.1943423,1.0153481,0.89873815,0.64416766,0.5084287,1.202548,0.66538876,1.2014668,0.6421951,1.3552333,0.3778683,0.6642307,0.6487646,0.33224154,1.0370474,1.4654511,0.36006308,0.9925725,0.97595805,0.86858726,1.1692262,1.2293315,1.262283,0.46461582,0.99972034,1.3677685,0.9775003,1.4199517,0.963819,1.1069582,0.47297114,1.2081046,0.84208024,1.2035731,1.3036258,1.4736545,1.472503,1.0379496,0.25769824,0.65728354,0.6808305,0.7426915,0.24873787,1.3593478,1.3369198,1.5105987,1.350025,1.3016683,0.4204929,0.57910454,0.8392311,0.7417352,1.1280574,1.127632,0.8739483,1.121974,1.1101516,0.58861995,0.9890899,1.5684353,0.656854,0.5111265,1.3896953,1.2838342,0.95783854,1.1458874,1.0949842,1.105856,1.1944853,1.3762829,1.3887223,1.1109436,0.47550988,1.3330832,0.6782079,1.5448432,0.25877714,1.2041757,0.0,0.47522634,0.71704465,0.63117063,0.7799475,0.68736833,0.698306,1.3448234,1.4097605,1.5520301,0.7625043,0.49172604,0.47286612,1.1856133,0.70233923,1.105376,1.4956026,1.0918688,1.0170361,0.8050864,0.3903275,1.1536742
sock,0.8159541,0.63601744,0.6431649,0.9628033,1.3428624,0.8344547,0.70132244,0.73891914,0.7275525,1.4331186,1.3541297,1.4794832,0.66439754,1.1658933,1.4002421,0.8478997,1.4027826,1.3635074,1.123565,0.37084103,0.84270406,1.2728177,0.9783382,0.79886883,0.6715588,0.87708503,0.3940339,1.1463789,0.8664937,1.3258352,1.1758717,0.57113826,1.1773155,1.125441,1.199986,1.1514832,0.91377985,1.4540957,1.1069605,0.39814413,1.3377968,0.36452532,0.93091136,1.0470464,1.274646,1.1162528,1.1811498,1.0122817,0.9203017,0.7861724,0.62751985,1.1346303,0.7579353,1.3203421,0.8170202,1.2823483,0.71217084,0.70812476,0.6268922,0.39350307,0.9505197,1.3652463,0.6885465,0.8377706,1.096454,0.86749184,1.2992985,1.2154045,1.2034922,0.56353796,0.9500136,1.2635368,0.7377618,1.3840448,0.87869364,0.8873202,0.520712,1.112724,0.9058393,1.0555608,1.1509684,1.2616146,1.2638794,1.0360926,0.5204034,0.5322056,0.6221127,0.90638417,0.55641866,1.1800722,1.4264476,1.3506558,1.3236306,1.2457397,0.46501434,0.6839339,0.94143903,0.8488536,0.9556976,1.1373526,0.7648983,1.1014322,1.0384007,0.69767153,1.0023378,1.3570796,0.67939997,0.78763723,1.2991333,1.2579451,1.1013834,1.3388072,1.0305762,1.0534829,1.0386149,1.4370016,1.0450475,1.1744797,0.4924271,1.4271848,0.85759497,1.3789701,0.52449363,1.2515888,0.47522634,0.0,0.88935447,0.66561145,0.8434196,0.8326081,0.80664814,1.1997683,1.4195263,1.445183,0.68653923,0.6591423,0.621486,0.9702498,0.5640415,0.9718754,1.3169862,1.0549405,1.033507,0.6766606,0.4988482,1.1435773
soup,0.75284696,0.9002552,0.6879543,0.77459526,1.3162115,0.8381717,0.813113,0.75956297,0.7051643,1.2034378,1.0989515,1.3794329,0.81848323,1.089949,1.3372455,1.0710313,1.3317869,1.1895047,1.1312475,0.8411587,0.62305105,1.1574693,0.62127614,1.1093165,0.75667703,0.69525415,0.824004,1.1237208,0.87631214,1.169757,1.1398644,0.649946,1.1492432,1.197894,0.768647,1.1168891,0.8520522,1.3454396,0.79572994,0.79996383,1.3336413,0.7574531,0.8903548,0.77323467,1.1732186,1.2833642,1.0696886,0.9465059,1.0449821,1.0271487,0.7132073,1.100626,0.91323936,1.2321632,1.0518426,1.194621,0.7162799,0.939942,1.0144106,0.8493803,0.8700356,1.13085,0.87749946,1.1525869,0.9500379,0.8710674,1.2444428,0.94785774,1.2727253,0.9926678,1.0018569,1.3685606,0.84355605,1.3730128,1.0733086,0.99530685,0.7014135,1.1836627,0.6649505,0.9467668,1.1537604,1.277483,1.3384669,0.93734753,0.8758321,0.786797,0.8201319,0.89287865,0.68963677,1.2172372,1.1655662,1.406354,1.2917717,1.0932387,0.9350783,1.0414981,0.88420975,0.7119801,1.1116842,0.8385471,0.9782562,0.6859,1.1495438,0.905987,0.78485596,1.261618,0.9146882,0.75659305,1.2301857,1.1300002,1.038983,1.01388,0.7283895,0.89364177,1.0330379,1.3789781,1.1994615,1.1923044,0.7692488,1.2215506,0.7042306,1.2732064,0.8076638,1.2297249,0.71704465,0.88935447,0.0,0.76968,0.84191644,1.0125492,0.7260664,1.2870405,1.3469205,1.2302539,0.70982087,1.0022181,0.76203,1.2854799,0.9099285,1.0183305,0.9506241,0.94981647,1.0061908,1.0142556,0.9678383,1.1212547
spoon,0.7614764,0.84364796,0.6860464,0.9017004,1.3865833,0.86251295,0.7173758,0.43480933,0.81137335,1.3442705,1.3221068,1.5669353,0.7518361,1.1326712,1.4340736,0.91632,1.546384,1.3059275,1.0258281,0.7094053,0.7591586,1.2175387,0.8636658,0.78704524,0.8110708,0.7944684,0.7277398,1.197685,0.55603254,1.4554434,1.3109004,0.58677435,1.2287002,1.2339447,1.2156144,1.0747665,0.88208246,1.5702461,0.93746316,0.43488944,1.4383919,0.6517527,0.68853605,0.97751176,1.3668717,1.1955558,1.2703341,1.0313145,1.0193714,0.8062951,0.5727754,1.226553,0.7019718,1.3046056,0.84546566,1.2192333,0.7057003,0.84580183,0.77697766,0.44872814,0.68602395,1.277669,0.6787152,0.8558365,1.1035591,0.74782026,1.3153095,1.0894288,1.1667392,0.65937287,0.8766694,1.3039029,0.91584957,1.4396523,0.6225683,1.0287801,0.76422775,1.2318429,0.95521045,1.0272282,1.1640131,1.2539895,1.2300723,1.1135528,0.6869296,0.781723,0.5426229,0.9112656,0.57760817,1.2791219,1.3805871,1.4989848,1.3838302,1.2116437,0.49412453,0.559852,0.71155506,0.6005875,1.2828845,1.1151351,0.9288001,0.9596909,1.0532405,0.6953101,0.96151066,1.2570626,0.72427386,0.8630605,1.3998595,1.4144619,0.97892153,1.1730931,0.8316548,1.0230024,0.36676347,1.460443,1.0376271,1.2395759,0.20199072,1.426605,0.82998323,1.2768823,0.582325,1.314127,0.63117063,0.66561145,0.76968,0.0,0.7897146,0.82192534,0.7220958,1.1980866,1.4819325,1.3371742,0.54842055,0.7731035,0.59254295,0.8711733,0.8497147,0.77894694,1.0815163,1.0742546,1.0181451,0.7044749,0.56697977,1.3521609
sprinkler,0.5912054,0.8833821,0.94824684,0.85184616,1.2871255,0.9666193,0.8823129,0.9227656,0.96070194,1.1991878,1.1698248,1.3350873,0.72281563,1.0575383,1.394963,0.84986234,1.3280425,1.066169,1.0794647,0.8654484,1.0214628,1.243983,0.96743286,0.8225546,0.9511641,0.748668,0.89416283,0.8045689,0.92404526,1.0771935,1.095968,0.775336,0.94156826,1.1681376,0.9755858,0.9666018,0.94580746,1.2904094,1.1238065,0.771171,1.2569528,0.8503722,0.85648435,0.9634999,1.079403,1.2758176,0.97286314,0.75704175,0.974344,0.93742543,0.8441219,1.0815022,0.80376333,1.1932586,0.94137,1.1032456,0.6735729,0.8999383,0.998671,0.6729384,0.926437,1.1639749,0.72937703,1.0755585,0.8397052,1.0628955,1.144504,1.1308326,1.1466247,0.9866271,0.9203929,1.2927628,0.998482,1.2888048,0.8239169,0.9009384,0.46944332,1.2038554,0.9676007,0.9686549,1.1247998,1.3483233,1.2179388,1.0742958,0.9040543,0.78716546,0.7550366,0.9853415,0.90385556,1.1089857,1.1492431,1.3418037,1.2696322,0.9453485,0.6194259,0.7324964,0.99162984,0.82529557,1.0493469,1.0230254,0.80629575,1.0845741,0.95654804,0.9198138,1.063287,1.2361895,0.98123914,0.84516776,1.1297462,1.1389179,0.892261,1.1457533,1.0212172,0.9357608,1.0021906,1.3312404,1.1669047,1.1818333,0.85761577,1.1923784,0.6568306,1.2403527,0.9103585,1.1178071,0.7799475,0.8434196,0.84191644,0.7897146,0.0,0.7337618,1.0459187,1.2270013,1.3685547,1.3475063,0.9855833,0.9465292,0.7447982,0.9934048,0.8757316,1.200202,1.2872425,0.9865344,0.97202134,0.8948593,0.8139656,0.82975507
stick,0.89408255,0.8088988,0.9911288,0.94494003,1.0531594,1.0657939,1.0398445,0.7908183,1.0170195,1.1310157,1.1684033,1.25996,0.76372856,1.0340487,1.3017305,1.0052474,1.2742206,1.0711142,1.1322494,0.93264925,1.1548463,1.2514161,0.82173795,0.94066435,1.0538455,0.77472293,0.8710658,1.0395024,0.65669423,1.0903382,1.2365934,0.8512985,1.0116637,1.1629157,1.2393535,0.78959596,1.0336541,1.240306,1.0098104,0.6865198,1.3279523,0.9176158,1.0009849,1.1704494,1.2055528,1.2242693,1.1125448,1.0337212,1.0337875,0.7482723,0.8571384,1.0687099,0.7035566,1.1507453,0.6391608,1.1779277,0.78822494,1.0324413,0.7187683,0.6925094,1.1440039,1.0928441,0.7355069,0.9604891,0.9421633,0.97693175,1.0145983,1.075474,0.9170418,0.9527359,1.0502073,1.0945328,1.1276946,1.0916317,0.7416646,1.0945896,0.8572324,1.0265622,1.0358375,1.1814188,1.0711455,1.151373,1.174971,0.8969038,0.8059956,0.831497,0.830793,0.91237247,0.91499573,1.1554216,1.090476,1.1804218,1.0510511,1.0339541,0.6422026,0.5906444,1.0001358,0.9206838,1.1991787,1.1032236,1.0303711,1.1381633,0.9990873,0.7915801,1.0950549,1.3324136,1.0002949,0.8518119,1.1804849,1.031237,0.88253444,1.0284547,1.0613071,1.0355823,1.0376785,1.0994248,1.0981805,0.92178065,0.88636494,1.1393085,0.87587273,1.2301371,0.71133757,1.0160036,0.68736833,0.8326081,1.0125492,0.82192534,0.7337618,0.0,1.1108563,1.1276243,1.1649244,1.2798619,1.04931,0.6738696,0.5715647,0.8270577,0.8974787,1.2469189,1.2874103,0.9636916,1.0989103,0.93076503,0.7202784,1.0536373
