,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
necklace,1.2695954,0.518054,0.7388949,1.2240467,1.1340357,1.0484487,1.2737572,1.0944993,1.4778509,1.4864103,0.36868942,1.3905463,1.2774383,0.98844135,1.2680845,1.4606156,1.0259519,0.7524308,1.068816,1.4670916,0.5328296,1.1001498,0.9701203,0.52040577,0.9801671,0.56074965,0.87718,0.9180251,0.7279811,1.2181801,1.2033287,0.99927616,1.3107909,1.0697286,0.5439962,1.3766228,0.82612526,1.088887,1.2408673,1.1587857,1.0987028,1.200495,1.0588953,0.5225355,0.8276406,1.0513633,0.6962162,1.2011335,0.5039885,1.2456523,1.0841453,0.83017015,0.86193967,0.49121618,1.1371965,1.3195469,0.4167996,0.7556288,0.9248443,1.1529777,0.96514964,0.79884195,0.7419045,0.8160924,1.1954193,0.621533,1.1171907,1.0157139,0.90031886,1.0708473,0.64549583,0.52166903,1.2092597,1.4083606,1.1932667,0.81720686,0.5985517,0.8715476,0.0,0.9206556,0.79202116,1.1965778,1.2771127,1.1828452,0.5052169,0.6100545,1.1617761,0.6861216,1.251933,0.7952316,1.2181381,0.8942184,1.3816713,1.2103248,1.037369,1.01236,1.2533262,1.1691198,0.9646672,0.92104274,0.9430089,1.0179074,1.0061054,0.67372847,1.1821009,1.1022794,1.3477889,1.479148,0.47383165,1.0602753,0.91514826,0.91709626,0.7765174,0.92016697,0.9892156,1.1839857,1.1821175,1.5037291,1.0352895,0.45345294,0.50538135,0.8782177,0.94136083,1.1708691,1.46107,0.88695526,0.48129225,0.98792964
orange,1.3450793,0.7461094,0.32828426,1.2348485,0.7302158,0.53826106,1.0114957,1.0433292,1.4142872,1.3866148,0.8261051,1.423697,1.3523607,0.8690685,1.3367172,1.2626753,1.050091,0.62181485,0.8560984,1.3255031,0.5514512,0.96807104,0.8690163,0.78847235,0.8408304,0.5420479,1.0879287,1.2316712,0.52885455,1.2875414,1.0752286,0.78259987,1.340836,1.1250147,0.5942515,1.3200716,0.5339718,0.96119297,1.1278219,1.0492141,1.1574283,1.17377,1.2571614,0.94245493,0.27305645,1.1492193,0.9298333,1.1818591,0.70968735,1.1712731,0.81004244,0.7023909,0.9967517,0.85633624,0.8019152,1.2418094,0.709597,1.043477,0.6377821,1.243414,0.7900282,1.070625,0.6003318,0.78924805,1.1539178,0.9891091,0.8490814,1.2254533,1.0043862,1.2020677,0.6784893,0.825474,1.0422133,1.0174251,1.2255552,1.0567112,0.48988318,1.0391932,0.9206556,0.0,1.2501371,1.1563363,1.3908283,1.2294214,0.8068509,0.7450923,1.1285827,0.91227216,1.0870765,0.7690263,1.0860946,0.94769293,1.0564852,0.9854481,1.199641,0.8962116,1.3103011,1.2458835,0.9342511,1.2443652,1.0553657,1.3240511,1.1461054,1.0659674,1.1072958,1.2145258,1.3597361,1.3017416,0.5830986,1.1048162,0.77285063,1.1415933,0.74823487,1.0473522,0.7150622,1.2820845,1.3295157,1.3969798,0.56215155,0.6343898,0.89444005,1.0964049,1.1476243,0.7443967,1.267153,1.0232253,0.69215405,1.1802063
oven,0.8101375,0.8407539,1.1431159,0.8463514,1.309825,1.2174716,0.9973821,1.0932385,1.0047755,0.9825743,0.76066303,0.65182567,1.0259506,1.2156454,0.8934328,1.1059742,1.05001,1.2831984,1.0395784,1.0487324,0.91903967,1.0319487,1.14553,0.8115437,1.1249791,0.7852057,0.84925056,0.54921675,1.2721708,0.8124671,1.1237863,1.1188048,0.6392612,0.8057025,1.0975795,1.0652356,1.2604291,1.2216058,1.0561403,1.2783308,0.84579366,0.6185992,1.0211372,0.8031865,1.2330084,0.84560674,0.8630805,1.001245,0.92471236,0.8921405,0.9866767,1.1943706,1.1087234,0.8443676,1.2745963,0.8730618,1.0780319,0.9801905,1.2870708,0.9257011,1.2452965,0.8483724,1.315994,1.0756632,0.9033788,0.9222008,1.3007171,0.61985683,0.8435349,0.9035571,1.0843233,0.93944293,1.0642375,1.2029035,0.90112793,0.8755105,1.1458342,0.92783844,0.79202116,1.2501371,0.0,0.9726868,1.0314337,0.83615386,0.86312336,1.0654856,0.80093205,0.7731602,1.0697677,1.1047857,1.0934471,1.0467947,1.328974,0.9776846,1.1785042,1.0423317,0.6007872,0.7910291,1.1025361,0.93682027,1.1342659,0.8787428,1.0496286,0.60745686,1.007717,0.98784834,0.83661926,1.1023163,1.0706425,0.98257744,1.1539747,1.1341364,1.04601,1.0790399,1.3189778,0.99501556,0.9262085,1.0012333,1.4204824,0.9463869,0.6631631,0.8524362,0.91001976,1.5034232,1.2156351,0.9678079,1.1070876,0.7386496
owl,0.797009,1.2067021,1.2073067,0.73668015,1.0195291,1.0984464,0.9437612,0.98911035,0.7982755,0.78600657,1.228509,0.72309375,0.7285936,1.0286998,0.90840626,0.75709045,1.0937799,1.2342598,1.1090064,0.887511,1.2507446,1.1572696,1.0864459,1.2884493,1.0013351,1.253038,0.8351788,1.1251035,1.2374866,1.0003897,0.8736321,1.1214298,0.85626113,0.80746037,1.2690866,0.9664289,1.2659106,1.0996213,0.93780756,1.1773189,1.1224374,0.987541,1.0031388,1.1397256,1.2282747,0.65713704,1.0299649,0.85939884,1.1857129,0.9940949,0.9366952,1.0931764,1.166927,1.1913251,1.0623534,0.8074672,1.1943586,1.1808317,1.1026804,0.9255527,1.1333116,1.0419614,1.2357246,1.1327311,0.9261112,1.2100606,1.1429374,0.8295498,1.1716323,1.0684679,1.2133462,1.2144618,1.0413215,0.89956796,0.946055,0.98236835,1.1793383,1.1596894,1.1965778,1.1563363,0.9726868,0.0,0.79868525,0.8671856,1.2061496,1.239214,0.8372999,1.1302896,0.93350565,1.2063906,0.9163188,1.0888691,0.9290416,0.8254834,0.99851847,1.1610694,0.83765477,0.6141811,1.1007656,0.98734844,1.0663289,0.75977004,1.1012588,1.0949315,1.0558765,0.82435834,0.9195964,0.8234219,1.304896,0.8919426,1.0063322,1.0769051,1.2178265,1.2132717,1.025826,0.9437636,0.737315,0.73154676,1.2199422,1.2318025,1.0097333,1.0536561,1.0464318,1.2540891,0.7976039,1.1358117,1.2443318,0.9778966
pajamas,0.59597915,1.1420326,1.4520625,0.5115027,1.1335886,1.3413881,0.86984175,1.2412062,0.64594,0.4988889,1.2957022,0.60074025,0.22725475,1.2263286,0.6387079,0.6806796,1.0688614,1.4140286,1.3214471,0.71895075,1.3564608,1.2089442,1.246399,1.4521713,1.3773525,1.2509978,0.9870948,1.0121036,1.4509916,0.60881007,1.0437922,1.0603814,0.6563215,0.9154328,1.5539181,0.7532526,1.507698,1.1060516,0.8242811,0.8026836,1.0461782,1.0578431,0.44322145,1.1503115,1.3984168,0.76941955,1.1162499,0.54105663,1.2433074,0.9103733,1.0302651,1.2599642,0.9744196,1.4425938,1.261862,0.8195508,1.3953412,0.9682721,1.3504378,0.4712217,1.177856,0.89464915,1.4141324,1.318257,0.9552764,1.2068149,1.1128683,0.6005843,1.1904477,0.9836695,1.4939318,1.3406731,0.97616005,0.8824224,0.6152913,0.9417501,1.3813416,1.1543148,1.2771127,1.3908283,1.0314337,0.79868525,0.0,0.7756349,1.433496,1.4435927,0.8368142,1.1887853,0.72348666,1.3431244,0.94606876,1.196512,0.85662895,0.8367131,0.8949295,1.2376686,0.89306784,0.7153998,1.1429708,0.6392758,1.1819372,0.32125247,1.0451037,0.8562412,0.9640423,0.9344082,0.84884983,0.6069811,1.5159941,0.98898846,1.1619118,0.91722196,1.419365,1.1923949,1.3185966,0.63701123,0.31162548,0.42396057,1.3905375,1.3079487,1.1918004,1.0653934,0.95338964,1.2376829,0.6588567,1.3426877,1.362505,1.0324568
paper,0.80529636,1.1735619,1.2506846,0.7234781,1.1467477,1.2035952,1.050755,0.9623828,0.6868896,0.803318,1.2478563,0.7822553,0.693611,1.1088382,0.90679336,0.79468536,0.5200093,1.3319111,1.0346559,0.5574534,1.2283882,0.9714274,1.0986911,1.2293155,1.1736184,1.1124167,1.0569376,1.0673978,1.3256748,0.92515546,0.8531711,0.9971386,0.8591584,0.65707594,1.2950566,0.85555387,1.2636435,0.9692172,1.08997,1.1809363,0.96206254,0.73809713,0.9065132,1.0295218,1.2412037,0.9568393,0.9830964,0.85037726,1.1710596,0.89647645,1.0317044,1.1899221,1.2052807,1.1052094,1.0591059,0.76635885,1.2720922,1.2719464,1.0051752,0.83273774,1.0245045,0.9254128,1.4427481,1.1451833,0.97608626,1.1663482,1.0228903,0.9399792,0.96012634,0.94365686,1.2051277,1.2745178,0.9998464,0.89128107,0.92936814,0.9877113,1.3039889,1.1465961,1.1828452,1.2294214,0.83615386,0.8671856,0.7756349,0.0,1.0227203,1.1693438,0.9134918,1.0246965,1.0154393,1.3092985,0.8267226,1.1578534,0.8069178,0.91762143,1.0539178,1.0875998,0.7989543,0.85682666,1.0313839,0.9573509,1.0818322,0.826995,1.0174931,0.979406,0.880306,0.9325871,0.7003904,0.7900286,1.3715496,0.8600933,1.1436479,1.2270807,1.2096921,1.2096394,1.2365109,0.9355294,0.77753556,0.6000005,1.2362494,1.2250446,1.0051196,1.0448415,1.0833142,1.1944723,0.71871495,1.2048496,1.3822448,0.8336644
pen,1.3367926,0.6768774,0.6832276,1.2876248,1.1014382,0.9975386,1.3090959,0.8549904,1.3878051,1.4566509,0.45479316,1.3971796,1.5269417,0.8826036,1.3955219,1.3133829,0.56159234,0.57419485,0.7362166,1.1929607,0.65886986,0.99736834,0.83986783,0.48330843,0.6460123,0.6310453,1.0651332,0.931167,0.5846153,1.2760918,1.1361879,1.1297653,1.3834589,1.142216,0.21614754,1.2776682,0.69126296,0.9258939,1.22191,1.1810081,1.032765,1.0561507,1.3040874,0.86144316,0.84262264,1.2252898,0.8655098,1.3126595,0.68478245,1.184752,1.1513281,0.6138041,1.0551889,0.49833655,0.8777745,1.347045,0.5273629,0.9496136,0.7400778,1.2728026,0.87402076,0.98257965,0.71338755,0.6069423,1.1608013,0.7335719,1.0340061,1.2638048,0.67696965,0.9375076,0.48215342,0.61083376,1.1399338,1.4181101,1.474529,1.1322408,0.57053447,1.0273837,0.5052169,0.8068509,0.86312336,1.2061496,1.433496,1.0227203,0.0,0.26641607,1.2257631,0.7972598,1.3058099,0.7344466,1.2749251,0.7722451,1.1470115,1.3196445,1.0814729,0.75466454,1.1455545,1.2696866,0.86069465,1.1697571,0.6602821,1.3398664,0.9900382,0.8864926,1.0372541,1.1374123,1.2519528,1.4081614,0.46591175,1.1159627,0.7586694,1.0435411,0.55292475,0.82491004,0.9002786,1.2443788,1.4044242,1.3808506,0.87034273,0.6580365,0.647123,0.7649764,1.1392219,0.90939474,1.2903482,0.6927111,0.5900642,0.9181438
pencil,1.3812467,0.75201416,0.6745639,1.2489889,1.0825481,0.9309596,1.2491821,0.89596575,1.3580458,1.4909585,0.5942875,1.4590042,1.5318338,0.820921,1.4176517,1.2957633,0.8128687,0.5307647,0.8215097,1.2604804,0.67976654,0.97266924,0.8138755,0.60344577,0.70617956,0.71023995,1.0468135,1.0237646,0.5538358,1.38164,1.043495,0.9765305,1.497406,1.1557987,0.21889412,1.2789345,0.59945166,0.9672658,1.2772232,1.1306844,1.0449945,1.1212631,1.2729089,0.9159345,0.78375447,1.2797956,0.9296673,1.3047053,0.6688486,1.1488727,1.1192087,0.6339439,1.0264605,0.41429955,0.8741252,1.388152,0.49347103,1.0144488,0.74571705,1.2766955,0.8833053,0.96454775,0.6750971,0.66683465,1.0336376,0.84655684,0.97108716,1.4026039,0.5203947,0.9304013,0.47003222,0.5858572,1.1512836,1.3092897,1.4194546,1.0875498,0.4894098,0.97659886,0.6100545,0.7450923,1.0654856,1.239214,1.4435927,1.1693438,0.26641607,0.0,1.2873958,0.7688628,1.2631351,0.7616738,1.2249554,0.8193275,1.1371894,1.2605436,1.1566342,0.78376925,1.2293948,1.336683,0.7672777,1.2091569,0.6548476,1.3821344,1.1046991,1.1120746,0.7838522,1.0676074,1.2484565,1.2733672,0.5126791,1.1716352,0.70852,1.0061746,0.47969413,0.7002496,0.8332505,1.2392695,1.4332861,1.3895295,0.7987677,0.6290179,0.7632495,0.6767873,1.1366408,0.851442,1.2908192,0.6678442,0.55849797,0.98656106
penguin,0.75066876,1.1581131,1.147816,0.7533409,1.1099151,1.1516639,0.88236755,1.316225,0.90985185,0.8364456,1.1217053,0.7611953,0.79967713,1.1504312,0.84472364,0.92904437,1.1506375,1.3224828,1.2202829,1.0306215,1.0685382,1.2213808,1.1499579,1.3037395,1.216292,1.0910536,0.9074526,1.0292914,1.241607,0.8943293,1.0477659,1.0568422,0.69371593,0.89151025,1.337451,1.0019846,1.3467803,1.083049,0.54228854,0.9058576,1.0716337,0.94934154,0.9312811,1.0141159,1.1909193,0.8755938,0.99884164,0.8002241,1.0934678,0.8134093,0.58110464,1.0848167,1.1166227,1.1094474,1.0148871,0.90445703,1.1170743,1.0677807,1.2082295,0.77299786,1.1142935,0.8974796,1.2471862,1.1906198,0.8774662,1.0942332,1.1653484,0.62537676,1.0895565,1.0815398,1.3219228,1.2424941,0.9461714,1.0040222,0.79923034,0.7730508,1.1910771,1.0896184,1.1617761,1.1285827,0.80093205,0.8372999,0.8368142,0.9134918,1.2257631,1.2873958,0.0,1.0981257,0.71187717,1.2243394,0.98045444,0.93308634,1.09075,0.87718606,1.0841073,1.2366766,0.9008936,0.8127432,0.9674269,0.9070295,1.156905,0.7563046,1.094466,0.85930955,1.0049123,1.0183374,0.92260057,0.97370803,1.2546254,0.9819614,1.0436001,1.1910971,1.2286305,1.2202904,1.2681669,0.93968177,0.8159981,0.8530989,1.2800543,1.1068851,0.9610257,1.0321951,1.0174527,1.2285712,0.9774746,1.3077782,1.2808135,1.0711808
pickle,1.0074996,0.8408927,0.79176915,1.0127226,1.1845223,0.90515065,0.8612022,1.1501281,1.1822646,1.2686182,0.7707809,1.1228834,1.1790569,1.1154209,1.0330609,1.2223885,1.0567387,1.0852648,1.0396508,1.2218875,0.73964036,0.94403565,1.1106703,0.87708145,1.1337334,0.6598771,0.9745893,0.9017406,1.0443112,1.2291373,1.08545,0.80233216,1.1226699,0.9137589,0.8510842,1.2398522,0.9142587,1.1043996,1.372292,1.1287053,1.0616395,0.8000978,1.0875009,0.74795735,0.8665017,0.9560785,0.81799376,1.1313914,0.7755493,1.0193703,1.0052218,1.1497595,1.0364728,0.72362053,1.0885179,1.0541068,0.8928407,0.95843893,0.85834825,1.1267982,1.0115132,0.84172183,1.0891479,1.0290155,0.8995737,0.9346124,1.0352677,0.9544707,0.73766935,1.0959246,0.97554743,0.6892141,1.0857664,1.0463265,0.9605514,0.8702346,0.984915,0.82439804,0.6861216,0.91227216,0.7731602,1.1302896,1.1887853,1.0246965,0.7972598,0.7688628,1.0981257,0.0,1.2697713,1.0119193,1.0175534,0.95107895,1.2959385,0.9665303,1.2038903,1.0383955,1.0568141,1.0972412,0.93301815,0.91398346,0.9274726,1.0025165,1.0228615,0.7855822,0.92378116,1.0278081,0.993467,1.2137517,0.85452235,1.1200502,1.0790161,0.9972359,0.733874,0.9190772,1.1350111,1.159449,1.0761586,1.2877882,0.9359662,0.8074342,0.75070614,0.6850263,0.8718525,1.1512696,1.3293251,1.0315698,0.92722833,1.0291889
pig,0.69941455,1.1733173,1.1430503,0.8170406,0.87626076,0.9799952,0.92958945,1.2253513,0.8811951,0.83750445,1.2444787,0.9238005,0.69175607,1.0468619,0.87435746,0.75585943,1.1237589,1.24169,1.2203094,0.95493627,1.1708606,1.2105451,1.085512,1.3385363,1.2191337,1.2012689,1.0177139,1.2004446,1.1195847,0.8219222,1.0815481,1.03208,0.86468446,1.0616933,1.3337129,0.90334326,1.2896045,1.0730762,0.66162044,0.706668,1.038323,1.1619717,0.88105774,1.0896903,1.1099349,1.0449082,1.052481,0.75500584,1.180182,0.9450177,0.55012274,1.0290008,0.9379188,1.2120932,0.8434346,0.9638598,1.1478033,1.0536197,1.1982195,0.7539245,0.9824615,1.0163842,1.1550628,1.195341,0.80837333,1.1557058,1.0570785,0.94167733,1.0385237,1.0513822,1.2470937,1.2459289,0.9016658,0.8558671,0.8489413,0.9754611,1.1849937,1.0965588,1.251933,1.0870765,1.0697677,0.93350565,0.72348666,1.0154393,1.3058099,1.2631351,0.71187717,1.2697713,0.0,1.1861547,0.9741877,0.99182695,0.90474373,0.9073409,0.91385174,1.1629211,1.0861753,0.9958286,0.9095996,0.9845639,0.9965846,0.8377444,1.0689155,1.1475967,0.9230485,1.0756326,1.0110159,0.7884704,1.3109494,1.004347,1.1067836,1.077692,1.1873417,1.1048398,1.0620472,0.8818781,0.83397275,0.82458603,1.1833602,1.190077,1.1587067,1.0190647,1.0358424,0.91827905,0.85636735,1.2371061,1.2365419,1.0772251
pillow,1.3599358,0.79505193,0.7270171,1.4879303,0.80313313,0.828495,1.0745193,0.6704586,1.4422959,1.1406137,0.72940373,1.3536642,1.3616133,0.770488,0.90776217,1.365441,0.9570336,0.49020785,0.6062442,1.3810788,0.7120451,0.76082605,0.7643643,0.40713435,0.43790877,1.0225165,0.96068084,0.79595613,0.5352763,1.133023,1.2461635,1.1410804,1.1921488,1.2823038,0.50735146,1.0156796,0.45239824,1.1112722,0.73609006,0.74620366,0.9600484,1.0107793,1.1989691,1.1751242,0.49713963,1.1067073,1.2003083,1.2866168,0.9790428,1.1886817,1.0942818,0.64944583,0.9671217,0.6949809,0.84304607,1.087005,0.6822643,0.8150668,0.8809003,1.3364677,1.0110623,1.305444,0.31437576,0.52675855,1.3488605,0.6597423,0.8676065,1.2813251,1.0120176,1.0802332,0.31631285,0.58103406,1.1021078,1.2206244,1.325484,1.3148954,0.6892608,0.35856175,0.7952316,0.7690263,1.1047857,1.2063906,1.3431244,1.3092985,0.7344466,0.7616738,1.2243394,1.0119193,1.1861547,0.0,1.2744522,0.8381329,1.2715063,1.2337209,0.9874534,0.73642963,1.1034831,1.0818268,0.84131145,1.180448,1.1010535,1.3733495,1.059139,1.0265647,1.30466,1.1464076,1.2450116,1.505696,0.54494834,0.86110795,0.89224905,0.7832118,0.7685657,0.8088103,0.787865,1.2328444,1.3518311,1.561891,0.6595085,0.85971665,1.0101492,1.2734643,0.57138705,0.84552777,1.4793824,0.47684735,0.6881444,0.88375103
pizza,0.88885355,1.3010552,1.1540787,0.88663805,0.9896623,0.9239338,0.9382053,1.0162269,0.6501854,0.91909367,1.255929,1.0054667,0.85764897,1.1338555,0.9353503,0.72999454,0.95146173,1.1241214,0.9285466,0.6492841,1.2156663,0.83914506,1.1483498,1.2656978,1.1766438,1.2283471,1.0982064,1.2205772,1.2155106,1.0214942,0.6980925,0.8623996,1.0082297,0.7853534,1.2700876,0.98100865,1.1007957,0.91095996,1.1403897,1.0733567,1.0770897,0.8691706,0.82331496,1.1326333,1.1016273,1.0958436,1.122846,1.0318792,1.2262267,0.90613216,0.8991828,1.1168404,1.0355664,1.2306998,1.0563732,0.8213775,1.3177104,1.201232,0.76515734,1.0083663,0.9087132,1.0091875,1.2705219,1.1594876,0.9150427,1.2302976,0.82570446,1.0882686,1.09874,1.0528985,1.2774787,1.2791338,0.91538495,0.7821386,0.7897652,0.9725606,1.2749088,1.0991833,1.2181381,1.0860946,1.0934471,0.9163188,0.94606876,0.8267226,1.2749251,1.2249554,0.98045444,1.0175534,0.9741877,1.2744522,0.0,1.1217649,0.68071455,0.7668251,1.0787361,1.1227443,1.0186117,1.052024,1.1877307,0.9317404,0.94940454,0.96644574,0.7886537,1.1394227,0.8545537,1.0242592,0.6745124,0.74363875,1.2721952,0.93951285,1.0848703,1.1222788,1.1673534,1.2155468,1.0084949,0.9665789,0.9374201,0.72768456,0.9784512,1.2989032,1.152312,0.94972,1.067143,0.91968226,0.626508,1.2410877,1.3481743,1.0405201
plant,1.0996085,0.99581146,0.6482264,1.1591434,0.9667144,0.70068216,1.0038542,1.0781134,1.2318223,1.2188725,0.87331194,1.2947338,1.2671555,0.81239104,1.2140119,1.1053061,0.9887502,0.63744205,0.9717613,1.2661128,0.89623374,1.0749532,0.7790238,0.81882817,0.71026415,0.98724294,0.9262918,1.0591307,0.6851963,1.0555542,1.1868627,1.1154586,1.1930429,1.2465239,0.69633806,1.1499442,0.85114115,0.9722088,0.81742185,0.90889543,0.9556755,1.2207078,1.0426354,1.0491129,0.9161058,1.1902407,1.0406865,1.0165297,0.98848087,1.1756806,1.0225329,0.5737158,1.09707,0.8548564,0.55523896,1.169647,0.7747892,1.08241,0.8727029,0.9189451,0.9960722,1.0881507,0.6658782,0.7413409,0.87436795,0.93807036,1.0095044,1.19786,1.0509863,1.0808095,0.7044646,0.90805453,1.1305373,1.0592208,1.2806373,1.0972741,0.83300304,1.033146,0.8942184,0.94769293,1.0467947,1.0888691,1.196512,1.1578534,0.7722451,0.8193275,0.93308634,0.95107895,0.99182695,0.8381329,1.1217649,0.0,1.1487386,1.0720749,0.9211997,0.9759532,1.1163679,1.1207054,0.8915132,1.0054884,0.76986605,1.1152827,1.1337463,1.1492119,1.1880537,1.0674952,1.1796277,1.2219656,0.80735135,1.103847,0.8225298,1.2009661,0.85109735,0.9807451,0.887082,1.1554625,1.1714953,1.1940742,0.8871721,0.95993227,0.9740705,0.87152576,1.1513758,0.7918278,1.2019331,0.9114335,0.8858981,0.883907
plate,1.0283425,1.3516116,1.1687789,1.028764,0.733057,0.8948802,0.95811194,0.78610766,0.44950372,0.7943258,1.3839523,0.91288286,0.7667157,0.9976049,1.0674832,0.5560297,0.7336902,1.0969174,0.6770104,0.2634064,1.3369042,0.74818385,1.0156823,1.3246193,1.0020347,1.3319036,1.157984,1.278229,1.092496,1.0024734,0.76569635,1.0444493,1.0420555,1.0250216,1.166658,0.75873446,0.99497026,0.5455007,1.0308644,1.0248137,1.1105232,0.99827856,0.93183094,1.3072686,1.0949599,1.1595782,1.2013506,1.0033113,1.3595393,1.0234476,1.0747833,1.0444803,1.1055994,1.3062227,0.8178147,0.907573,1.3290124,1.3128266,0.7598363,1.0545336,0.946192,1.2262433,1.170295,1.110171,0.93329275,1.2048422,0.80934197,1.2221037,1.089614,0.847875,1.2264183,1.3115995,0.85966635,0.70309854,1.051799,1.1753278,1.218082,1.3337023,1.3816713,1.0564852,1.328974,0.9290416,0.85662895,0.8069178,1.1470115,1.1371894,1.09075,1.2959385,0.90474373,1.2715063,0.68071455,1.1487386,0.0,0.9032876,0.8067012,1.016409,1.066538,1.0998453,1.1747801,1.1115136,0.8230503,1.1389521,0.8110723,1.4187934,0.8345581,1.0159181,0.6565911,0.49828213,1.2213409,0.988836,1.0175271,1.0743458,1.0358073,1.0787467,0.94026595,0.95016545,1.0164002,0.4142477,0.792297,1.3851812,1.3053099,1.1051338,1.2231297,0.5140271,0.10864264,1.2002177,1.2623919,1.0746465
pumpkin,0.78829026,1.1587018,1.1299653,0.78618586,0.9386109,0.87900954,0.64398223,1.2478142,0.8288996,0.8495809,1.2434155,0.7695654,0.7385277,1.1959788,0.81922054,0.6870243,1.0584589,1.2772157,1.1673827,0.91116405,1.1886842,1.034332,1.2278258,1.356576,1.1471419,1.1614761,0.944311,1.077313,1.2289677,0.9308497,0.95224816,1.0019692,0.8232079,0.8561935,1.3561804,0.9851773,1.2323728,1.0347053,0.9794933,1.0787007,1.0610421,0.9382343,0.93246746,1.1324124,1.0291955,0.91868323,1.1267838,0.91997945,1.2141123,1.0190315,0.8106561,1.1689638,1.1434726,1.1129508,1.0472933,0.91919535,1.2686017,1.1264211,1.046585,0.82776636,0.9864191,1.0450557,1.1975397,1.2591997,0.8001244,1.158567,1.0534918,0.7903856,0.9678019,1.1328394,1.3330644,1.2243825,0.9079958,0.6648753,0.68171793,0.9566073,1.2078214,1.0778106,1.2103248,0.9854481,0.9776846,0.8254834,0.8367131,0.91762143,1.3196445,1.2605436,0.87718606,0.9665303,0.9073409,1.2337209,0.7668251,1.0720749,0.9032876,0.0,0.98085254,1.1948292,0.9202656,0.8448893,1.0442754,0.9429689,1.0878481,0.7529234,0.8400217,1.0410978,0.9179872,0.9125941,0.8998368,0.7970736,1.2681099,1.0456052,1.113821,1.1526473,1.1102219,1.1259326,1.1681843,0.9901794,0.7872271,0.8134006,1.1191176,1.2452457,1.1399937,0.95187724,0.9617431,1.1297361,0.8583169,1.1926177,1.275331,0.99396497
purse,1.0060389,1.2854488,1.1585635,1.15962,0.86817014,0.9390185,0.90203863,0.75218683,0.8442004,0.9281515,1.137588,0.97286326,0.6996751,0.9271525,0.88929677,0.82707536,0.8486063,0.9065567,1.0332245,0.77444005,1.2889363,0.87551975,0.965085,1.1045178,0.92361873,1.3079915,1.1365227,1.0068525,0.9558352,0.85542303,0.97332364,1.1475351,1.0124707,1.0176909,1.0920241,0.803169,1.0399672,0.92075014,0.91072154,0.8467876,0.9802354,1.1906863,0.8327626,1.2311709,1.1235809,1.0888422,1.1762938,1.0431248,1.3572726,1.020432,1.1053162,1.0066378,1.0236015,1.1967963,0.8756956,0.9746231,1.124387,0.94898796,0.9487117,1.0527303,1.0377394,1.2283652,0.85478985,1.0112954,0.9661623,0.8557607,0.8249433,1.005113,1.0523294,0.9381646,1.1042839,1.1996434,0.91486305,0.72957385,0.9543815,1.1738546,1.1898844,0.9755915,1.037369,1.199641,1.1785042,0.99851847,0.8949295,1.0539178,1.0814729,1.1566342,1.0841073,1.2038903,0.91385174,0.9874534,1.0787361,0.9211997,0.8067012,0.98085254,0.0,0.8365739,1.0919218,1.0669372,1.083363,0.8841093,0.7535242,0.97630143,0.71821237,1.053746,1.0226742,1.1065675,0.9592048,0.9243026,1.0480049,1.0935566,1.0971103,1.023435,0.9924163,0.94936705,0.80553335,0.90759766,0.92371476,0.9331964,0.8545515,1.3292502,1.2705257,1.0345917,0.8990386,0.69046146,0.7852669,0.97480285,0.9698316,1.1552386
