,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
egg,1.3110775,0.68310386,0.41161168,1.3293234,0.66654634,0.5688572,1.1193081,0.9329216,1.4370832,1.4289901,0.8153883,1.4823813,1.3314927,0.8454882,1.3045654,1.3704705,1.0830982,0.6089439,0.82778054,1.4007227,0.5190999,0.8641641,0.8365664,0.68151736,0.7543554,0.71232027,1.1075394,1.1458652,0.47454983,1.3362243,1.1194679,0.8660477,1.3885021,1.198534,0.59936863,1.3270088,0.34790492,0.97057575,1.0323162,0.9938356,1.1919988,1.144701,1.2542257,0.9602138,0.0,1.2095875,1.0089208,1.2180297,0.72028697,1.2759051,0.92090243,0.72716653,0.92377704,0.7469436,0.82022816,1.1725582,0.6671145,0.95310605,0.6801038,1.2838285,0.8540461,1.093146,0.4401518,0.81258804,1.2749175,0.9391421,0.6846969,1.2854822,0.9799797,1.2859845,0.53215593,0.7067076,1.0419507,0.9785768,1.2659831,1.120207,0.5195064,0.7830528,0.8276406,0.27305645,1.2330084,1.2282747,1.3984168,1.2412037,0.84262264,0.78375447,1.1909193,0.8665017,1.1099349,0.49713963,1.1016273,0.9161058,1.0949599,1.0291955,1.1235809,0.8893926,1.293635,1.2723846,0.9141836,1.2018981,1.0979553,1.3758384,1.0914558,1.0336055,1.1001571,1.1802933,1.3329115,1.4320507,0.5019456,1.0529171,0.93845534,1.0050768,0.66149914,0.85630774,0.68500316,1.2603678,1.3923098,1.4935828,0.43645275,0.6195067,0.9278642,1.1597433,0.98568904,0.79116476,1.376009,0.8617505,0.6034732,1.1663821
elephant,0.7069012,0.9592284,1.1647607,0.70058525,1.1874274,1.2508458,0.9341798,1.1652915,0.92308486,0.7675762,1.0656413,0.5157614,0.7538556,1.1901371,0.7809144,0.93706083,1.2465072,1.2696913,1.2204397,1.0595042,1.0493323,1.23719,1.2075107,1.1322477,1.0674717,1.0366378,0.5489768,0.8190898,1.2544334,0.995753,1.0523324,1.1120088,0.5187749,0.921399,1.2547196,1.0117065,1.3306401,1.2306387,0.9952113,1.2502558,1.0790251,0.897377,1.0160809,0.9565566,1.2095875,0.0,0.9637805,0.81689996,1.0441457,0.9492542,0.9818336,1.2543259,1.1783301,1.1366788,1.2672591,0.84316003,1.0965534,1.060766,1.3599195,0.93304616,1.1088699,1.0254579,1.2275175,1.1654286,0.945326,0.95518094,1.3719429,0.5134259,1.2106243,1.0438073,1.201597,0.97172874,1.1481539,1.06074,0.9581339,0.96403563,1.1077507,1.0130051,1.0513633,1.1492193,0.84560674,0.65713704,0.76941955,0.9568393,1.2252898,1.2797956,0.8755938,0.9560785,1.0449082,1.1067073,1.0958436,1.1902407,1.1595782,0.91868323,1.0888422,1.1995537,0.7239181,0.4328102,1.1240448,0.9786376,1.2422624,0.62606007,1.2036084,0.7896281,1.2329333,0.66024977,0.9419041,0.8954937,1.1974584,0.74732876,0.915988,0.9758869,1.1932561,1.1756132,1.2433228,1.0478913,0.67475,0.8639939,1.3561822,1.0530536,0.97298235,1.054503,0.93266654,1.3924806,1.0212486,1.160279,1.1289427,0.94896615
eye,1.0532916,0.71167123,0.83029586,0.91359353,1.172171,1.1130106,1.1851631,1.2779903,1.2029705,1.1652815,0.70971745,1.0574868,1.1216,1.1124535,1.1491326,1.1787534,1.1463004,1.1234176,1.1878147,1.2333233,0.6768472,1.2676456,1.0876113,0.9694563,1.1476309,0.501636,0.92503816,1.0927817,0.97647613,1.1331483,1.1635667,0.91965616,1.0167526,1.0704403,0.93345416,1.24702,1.1080415,1.1484561,1.2291553,1.2234766,1.08288,1.0946267,1.1876687,0.29066157,1.0089208,0.9637805,0.0,0.8301805,0.51593983,1.0745564,0.94481736,1.0621598,0.8997275,0.8579134,1.194066,0.992881,0.5223057,0.9711422,1.1443475,0.8738975,1.0530748,0.68717974,1.0620706,1.0493609,1.0801226,1.0239248,1.2206908,0.8301928,0.99872726,1.1849687,1.0872567,0.88110685,1.116675,1.2487679,1.0589279,0.645087,0.70067126,1.1855458,0.6962162,0.9298333,0.8630805,1.0299649,1.1162499,0.9830964,0.8655098,0.9296673,0.99884164,0.81799376,1.052481,1.2003083,1.122846,1.0406865,1.2013506,1.1267838,1.1762938,1.1640408,1.1348383,1.0779737,0.968019,1.0184035,1.1517657,0.96821135,1.0178099,0.7961825,1.1286075,0.97191787,1.2001257,1.2107332,0.73450077,1.1439182,0.9610327,1.027846,1.0478048,1.1251632,1.1352999,1.149356,1.026663,1.1496437,1.1405846,0.49774563,0.5028801,1.007758,1.112633,1.2805902,1.1984637,1.2439009,0.63395244,1.0766252
face,0.78685856,1.0029129,1.1700082,0.68460494,1.0823812,1.177498,0.9796802,1.2853954,0.87497604,0.7599474,1.2102547,0.82084334,0.5804143,1.1161531,0.92697537,0.85952556,1.1850207,1.2842138,1.3048849,0.95943314,1.1179073,1.316371,1.0955777,1.3373108,1.1800964,1.051754,0.92518806,1.147595,1.1714739,0.7662771,1.0933964,1.0051962,0.780529,1.0665965,1.3783824,0.93304545,1.379482,1.114325,0.8517437,0.93360436,1.0236307,1.1420598,0.80253226,0.85881263,1.2180297,0.81689996,0.8301805,0.0,0.9992574,1.0168703,0.9941135,1.1647979,1.0291198,1.2600486,1.1002568,0.8428643,1.0059346,1.1675067,1.2836037,0.2135582,1.1091557,0.83565253,1.1787469,1.1347251,0.96380484,1.208594,1.2136961,0.7746841,1.1761096,1.1242397,1.2965273,1.3087945,1.0466418,0.96391606,0.92258817,0.7240459,1.1245075,1.2489536,1.2011335,1.1818591,1.001245,0.85939884,0.54105663,0.85037726,1.3126595,1.3047053,0.8002241,1.1313914,0.75500584,1.2866168,1.0318792,1.0165297,1.0033113,0.91997945,1.0431248,1.26364,0.91188407,0.8281401,1.0084058,0.8939815,1.2144368,0.55199313,1.1514848,1.025282,1.0725337,0.8782475,1.0220275,0.81215763,1.3013011,1.0360157,1.0377035,1.1251317,1.365253,1.2565397,1.2002431,0.932515,0.55167526,0.7328886,1.3032297,1.0101211,1.0448076,1.1790282,1.1834793,1.2153051,0.8683681,1.3107259,1.1701177,1.0215112
finger,1.1679325,0.36549938,0.52785146,0.93981797,1.1471852,1.0117824,1.2494967,1.2963192,1.4679899,1.4611332,0.44957864,1.363761,1.3197861,1.0498698,1.3209993,1.3726745,1.1714534,0.89867544,1.1483686,1.479983,0.4004165,1.2516161,1.0295916,0.78112555,1.1025822,0.30093193,1.0300134,1.149058,0.8434804,1.3393803,1.1608577,0.781381,1.298089,1.1557982,0.65560395,1.4369572,0.89051473,1.0866206,1.2793928,1.1417375,1.2001928,1.2480127,1.213663,0.39165974,0.72028697,1.0441457,0.51593983,0.9992574,0.0,1.1753926,0.9057666,0.9098382,0.7094674,0.65557176,1.1297069,1.2385421,0.43424785,0.7362199,1.0029776,1.0296874,0.94205374,0.30022192,0.8183379,0.9837967,1.2286614,0.99008375,1.1694797,0.9166675,0.95105165,1.2254184,0.85391814,0.67254674,1.2239099,1.313184,1.057669,0.6340108,0.4410684,1.0313479,0.5039885,0.70968735,0.92471236,1.1857129,1.2433074,1.1710596,0.68478245,0.6688486,1.0934678,0.7755493,1.180182,0.9790428,1.2262267,0.98848087,1.3595393,1.2141123,1.3572726,1.0719427,1.334262,1.1784315,0.8617671,1.0724849,1.177868,1.0705155,1.1040875,0.66949713,1.1426871,1.1008148,1.3824428,1.3559395,0.468576,1.1980613,0.9102299,0.83776313,0.8960187,1.0396047,0.95996195,1.1819676,1.1723638,1.4151947,1.0442559,0.08535212,0.4718206,0.8543673,1.1398486,1.201532,1.4254806,1.1422799,0.43467647,1.1369532
firetruck,0.76769483,1.2165904,1.2388315,0.8980474,1.14792,1.1333181,0.8962617,1.0180448,0.8043661,0.84811234,1.1873776,0.7333435,0.9115349,1.0851849,0.8586228,0.8524463,1.0751333,1.193036,1.0536752,0.80737925,1.1999354,1.0447783,1.0845484,1.219604,1.1297328,1.1142534,1.1043696,0.8913066,1.2518272,0.8837996,0.87001956,0.97591376,0.7124123,0.6926639,1.1977844,0.85874474,1.2773649,1.0863816,0.98567617,0.8974432,0.88563013,0.7397937,0.8587637,1.1364069,1.2759051,0.9492542,1.0745564,1.0168703,1.1753926,0.0,0.9480616,1.0996493,1.1526963,1.1618999,1.1148403,0.9024774,1.2785218,0.9606031,1.1016215,0.9713706,1.1468356,0.9705389,1.2372869,1.07118,0.8868369,1.1887581,1.0793421,0.8975363,0.9630042,0.83698905,1.296314,1.227603,0.8133961,0.9353143,0.7294962,0.9867792,1.2207054,1.0540293,1.2456523,1.1712731,0.8921405,0.9940949,0.9103733,0.89647645,1.184752,1.1488727,0.8134093,1.0193703,0.9450177,1.1886817,0.90613216,1.1756806,1.0234476,1.0190315,1.020432,0.93172634,0.8634847,0.91189456,1.0361094,0.907094,0.91264176,0.9747844,1.0885717,0.9931561,0.79889965,1.0848348,0.7834172,0.822738,1.2809193,1.0142704,1.1717192,1.10869,1.226236,1.1059799,1.1002924,0.76779854,0.87720865,0.85205,1.2097634,1.2233951,1.0676931,0.9249728,0.978574,1.0211393,0.8994993,1.0737772,1.2177,1.0409597
fish,0.8524189,1.083797,0.8289041,0.86232704,0.97599,0.8426001,0.82272166,1.3758111,1.0645384,1.1185088,0.9814157,1.1032046,0.851853,1.1168219,0.94937986,0.9173915,1.1517885,1.1949658,1.1382033,1.1571255,0.77601707,1.1985986,1.124197,1.2872361,1.1974375,0.92661923,0.96555,1.3801458,1.0583295,1.1849678,1.1454492,1.0196031,1.0049326,0.94533414,1.1257484,1.1925173,1.201102,1.0784283,0.86910284,0.9490368,1.2337897,1.0890743,1.0856118,0.9166942,0.92090243,0.9818336,0.94481736,0.9941135,0.9057666,0.9480616,0.0,0.95708,0.8706218,0.9124519,0.8251835,0.9813594,1.0288796,0.89209735,1.0637777,1.0685469,0.87178475,0.8669198,1.1273202,1.0943627,0.9127798,1.1116524,1.0992858,0.85354686,0.99179673,1.2399416,1.1929245,1.0550032,0.97833323,0.87094456,0.76716864,0.8459526,0.9610624,0.9936646,1.0841453,0.81004244,0.9866767,0.9366952,1.0302651,1.0317044,1.1513281,1.1192087,0.58110464,1.0052218,0.55012274,1.0942818,0.8991828,1.0225329,1.0747833,0.8106561,1.1053162,1.265403,1.2841991,0.99742407,0.8739271,1.0684173,1.0875773,1.0066538,0.9639974,0.9754477,1.05589,1.1421591,1.0641538,1.0517899,0.9739073,0.9413093,1.0121907,0.97439903,0.97698855,1.184238,1.0841466,1.0148684,1.0118071,1.1168396,1.1448292,0.9057113,0.8088087,0.88187903,0.9433318,1.0348754,1.0795963,1.3953753,1.1313665,1.1782678
flower,1.2777331,0.90664345,0.5534784,1.3945651,1.0480943,0.89358443,1.1887478,0.9879948,1.339175,1.3361121,0.7229153,1.4188807,1.3324254,0.7842271,1.3704052,1.0648618,0.87277174,0.37293386,0.7705029,1.2933729,0.6205315,1.004105,0.74589944,0.652175,0.51857543,0.8683516,0.9600769,1.1289397,0.37611556,1.1344067,1.2908754,1.0621823,1.3406225,1.2368293,0.43180543,1.2386076,0.67048156,0.95675987,0.94588125,0.8467999,1.1123554,1.2675077,1.0179245,1.1058019,0.72716653,1.2543259,1.0621598,1.1647979,0.9098382,1.0996493,0.95708,0.0,1.0305841,0.72518003,0.6783683,1.2492822,0.5901215,0.9858037,0.82947147,1.1219196,0.8304385,1.2013354,0.44933367,0.50250185,1.2521776,0.87247777,0.9739849,1.3255856,1.0148854,1.034064,0.54201996,0.82693857,1.0428963,1.2851601,1.3146884,1.1989164,0.46336555,1.0503697,0.83017015,0.7023909,1.1943706,1.0931764,1.2599642,1.1899221,0.6138041,0.6339439,1.0848167,1.1497595,1.0290008,0.64944583,1.1168404,0.5737158,1.0444803,1.1689638,1.0066378,1.0068624,1.2677133,1.277447,0.77028024,1.1151891,0.9617491,1.2782129,1.0731176,1.123568,1.1460097,1.129213,1.3630041,1.2616748,0.53680223,1.0335256,0.75079304,1.1596074,0.7949116,1.115621,0.90636474,1.0592285,1.3326038,1.3081025,0.82925403,0.78165734,0.8384893,1.1642121,1.1561967,0.75387174,1.2402971,0.9416504,0.74044126,0.97260547
foot,1.1032896,0.8785677,0.97645915,0.9922722,0.88258606,0.9876285,1.063556,1.0828255,1.2426709,1.2004936,0.8748412,1.2637955,1.0378332,0.99625397,1.0781444,1.1465955,1.0135059,1.0499566,1.164439,1.1750197,0.8062356,1.0937637,0.9986775,1.0678726,1.1867592,0.8060534,1.2525935,1.1622097,1.0334877,1.0849599,1.0142784,0.90187734,1.2308955,1.0805299,1.0296583,1.1182857,1.0454118,0.9161135,1.0533892,0.72461665,1.1120119,1.3042672,1.0150377,0.86043334,0.92377704,1.1783301,0.8997275,1.0291198,0.7094674,1.1526963,0.8706218,1.0305841,0.0,1.0137731,0.9857875,1.1946604,0.9511462,0.3726313,0.98589224,1.0898938,0.8874205,0.76178086,0.9676388,1.1313888,1.1308372,0.9673331,0.85356456,1.0219973,0.9682144,1.045064,1.1040404,0.8378535,0.93423295,1.0862333,0.6953721,0.8558055,0.9630759,0.90923095,0.86193967,0.9967517,1.1087234,1.166927,0.9744196,1.2052807,1.0551889,1.0264605,1.1166227,1.0364728,0.9379188,0.9671217,1.0355664,1.09707,1.1055994,1.1434726,1.0236015,0.9932621,1.3674865,1.1563354,0.8142786,0.966951,1.0592576,1.0586002,0.5690367,0.79770595,1.0021397,1.2010977,1.2605021,1.13131,0.76903766,1.114424,1.199067,0.36684942,0.94500554,0.8564723,0.8860315,0.8100414,1.1109686,1.1638218,0.9685124,0.72048,0.9810604,0.9449381,0.96725076,0.88808006,1.1413461,1.0766565,0.8463659,1.2140586
fork,1.3496635,0.742941,0.7009264,1.2594059,1.198911,1.0766392,1.1887901,1.0199664,1.3701923,1.4873451,0.52907276,1.3503735,1.45449,0.84051305,1.3103259,1.413336,0.9805461,0.8086499,0.9038794,1.4076927,0.486535,1.0156301,0.80865586,0.6191117,0.7392843,0.6467666,0.84479874,0.9557439,0.637032,1.3556445,1.2034799,0.99394965,1.3489623,1.0655745,0.45916784,1.3397909,0.73055625,1.1229888,1.1160231,1.1915789,1.1112602,1.0134001,1.248647,0.7688767,0.7469436,1.1366788,0.8579134,1.2600486,0.65557176,1.1618999,0.9124519,0.72518003,1.0137731,0.0,0.92401785,1.2521143,0.5493666,0.91796166,0.9132544,1.2305491,0.90280026,0.9385425,0.7518542,0.71994114,1.1142381,0.74250764,1.1457671,1.1709569,0.56711715,1.0727358,0.54440784,0.48090994,1.1619128,1.3691497,1.3282028,1.0270665,0.6556324,0.7888976,0.49121618,0.85633624,0.8443676,1.1913251,1.4425938,1.1052094,0.49833655,0.41429955,1.1094474,0.72362053,1.2120932,0.6949809,1.2306998,0.8548564,1.3062227,1.1129508,1.1967963,1.0116509,1.1517798,1.2036767,0.74018776,1.1155982,0.8647361,1.2992072,1.1204379,0.93687296,0.82420343,1.0419885,1.2304469,1.435846,0.5110725,0.97050583,0.8704703,0.9947735,0.48596144,0.7194577,0.9734732,1.2865567,1.4167866,1.464989,0.9008845,0.61076254,0.6191139,0.8263443,0.95942134,1.1677121,1.4510283,0.77799106,0.6275691,0.927522
frog,1.1360835,1.2181966,0.68052363,1.245808,0.69497156,0.50299895,0.8390397,0.990601,1.2112223,1.2440125,1.1370006,1.3680012,1.1848291,0.44738716,1.2629142,0.8838436,0.87019587,0.80366004,0.9742895,1.1145833,0.952743,1.1680033,0.4373356,1.124173,0.7214099,1.0865419,1.1735594,1.3598021,0.7028241,1.2915657,1.1448066,1.1100438,1.3108337,1.2509079,0.774474,1.159322,0.88521636,0.75185686,0.8011069,0.77935886,1.1350735,1.3506596,1.1492136,1.2375616,0.82022816,1.2672591,1.194066,1.1002568,1.1297069,1.1148403,0.8251835,0.6783683,0.9857875,0.92401785,0.0,1.160918,0.9442774,0.9911946,0.77329874,1.1753838,0.76942635,1.2150784,0.6731591,0.7442088,0.84208477,1.0146604,0.8440775,1.3733662,0.952096,1.0741701,0.7984586,1.0552453,1.0137314,0.75954187,1.2384259,1.1812776,0.99293244,1.1374538,1.1371965,0.8019152,1.2745963,1.0623534,1.261862,1.0591059,0.8777745,0.8741252,1.0148871,1.0885179,0.8434346,0.84304607,1.0563732,0.55523896,0.8178147,1.0472933,0.8756956,0.9343538,1.3648582,1.2426744,0.738992,1.081281,0.6032904,1.3358146,0.937888,1.3373091,1.0234727,1.1145232,1.2550659,1.0729924,0.8540932,1.0053205,1.0704033,1.052701,0.7533015,0.9394875,0.7680166,1.0727004,1.3255135,1.1304623,0.7115108,1.1336398,1.1662315,0.92521846,1.2486244,0.44977272,0.97877103,1.0267102,0.9356207,1.0907803
glass,0.693071,1.2448142,1.2425503,0.76856905,1.1341187,1.2206036,0.87778735,0.9907061,0.6440222,0.6703156,1.3509334,0.6260625,0.6888592,1.1295526,0.6039701,0.8255416,1.0901111,1.2863934,0.9916738,0.75090516,1.225453,0.9325533,1.1240921,1.1988481,1.1101948,1.1793747,0.9761867,0.97757804,1.315442,0.8373341,0.90562105,0.9982737,0.6673713,0.82585573,1.4085416,0.85791856,1.1794565,1.0863074,1.0256456,1.1786476,1.0277634,0.67765796,0.9332485,1.0388142,1.1725582,0.84316003,0.992881,0.8428643,1.2385421,0.9024774,0.9813594,1.2492822,1.1946604,1.2521143,1.160918,0.0,1.301522,1.2322714,1.1981518,0.91170245,1.2014371,1.0427693,1.3019894,1.2185037,0.95044523,1.1274918,1.0521806,0.7796582,1.1748581,1.1004329,1.2578899,1.2766632,0.982024,0.8062134,0.83994687,1.0014117,1.3126974,0.83609354,1.3195469,1.2418094,0.8730618,0.8074672,0.8195508,0.76635885,1.347045,1.388152,0.90445703,1.0541068,0.9638598,1.087005,0.8213775,1.169647,0.907573,0.91919535,0.9746231,1.1330274,0.68129003,0.83421254,1.165922,0.96346164,1.2425846,0.8529563,1.0038513,0.97109663,1.0182024,0.8120922,0.67002016,0.8142664,1.3330476,0.916472,1.1181356,1.1213454,1.267914,1.1264558,1.1641586,1.0256541,0.7623921,0.7264739,1.1439506,1.2289762,1.1256605,1.0988735,0.80268544,1.254095,0.8110765,1.15514,1.3062994,0.9682602
glasses,1.4206609,0.5095218,0.5253242,1.2903608,1.0854309,0.98037,1.3108346,1.1106925,1.5273895,1.4716389,0.42195565,1.4653735,1.4556735,0.85087717,1.380239,1.4064939,1.1131921,0.56842566,0.98930854,1.5468473,0.46138537,1.2009945,0.83501965,0.57077354,0.69289464,0.57907534,0.8845758,1.0626631,0.42662972,1.3467307,1.3193933,1.0384351,1.3508532,1.3397843,0.40837532,1.392761,0.68288803,1.1433102,1.0792003,1.0832072,1.112976,1.294503,1.3087592,0.48442483,0.6671145,1.0965534,0.5223057,1.0059346,0.43424785,1.2785218,1.0288796,0.5901215,0.9511462,0.5493666,0.9442774,1.301522,0.0,0.93832856,0.9744402,1.0570734,0.9302608,0.88615924,0.44080853,0.6456466,1.2121805,0.7664659,1.1390055,1.1431102,0.984135,1.1950004,0.4787436,0.6287635,1.2275817,1.418348,1.421548,0.8162679,0.2634282,0.9674538,0.4167996,0.709597,1.0780319,1.1943586,1.3953412,1.2720922,0.5273629,0.49347103,1.1170743,0.8928407,1.1478033,0.6822643,1.3177104,0.7747892,1.3290124,1.2686017,1.124387,0.9889662,1.293858,1.2586572,0.8058095,1.1507585,1.0080771,1.2019993,1.1699014,0.92344254,1.2404022,1.0668006,1.4599196,1.4815515,0.31740212,1.1103083,0.71778023,1.048725,0.7675596,0.9627491,0.86629885,1.3287739,1.3153937,1.5496151,0.89450806,0.29686677,0.5315225,1.0706782,1.0822473,1.0681295,1.4796911,0.91820794,0.274822,1.0576111
glove,1.084412,0.78597236,0.9037707,1.0297658,0.97152275,0.98796993,1.0328501,1.0698085,1.369262,1.228101,0.6728017,1.1797812,1.0724319,0.9956537,1.0190899,1.2249498,1.0620584,0.94587785,1.1434798,1.3270059,0.7626772,1.1074721,0.9874462,0.89876246,1.0966324,0.7687752,1.1562572,1.0063825,0.9993657,1.106651,1.1401498,1.0168362,1.1797094,1.0618742,0.9057802,1.1255763,1.0246148,0.9607874,0.91906935,0.67387986,1.2106228,1.2913493,1.0026873,0.9405196,0.95310605,1.060766,0.9711422,1.1675067,0.7362199,0.9606031,0.89209735,0.9858037,0.3726313,0.91796166,0.9911946,1.2322714,0.93832856,0.0,1.0762367,1.1697826,0.8933714,0.7846321,0.8001774,1.0402327,1.2040424,0.87008244,0.97588086,0.8668071,1.017456,0.9813437,1.0633248,0.72446394,0.849916,1.174301,0.56092125,1.0185105,0.9310818,0.8542014,0.7556288,1.043477,0.9801905,1.1808317,0.9682721,1.2719464,0.9496136,1.0144488,1.0677807,0.95843893,1.0536197,0.8150668,1.201232,1.08241,1.3128266,1.1264211,0.94898796,0.9734004,1.3671458,1.1095014,0.85420144,0.8632648,1.002855,1.0036682,0.6769086,0.6090723,1.0689976,1.256922,1.3558414,1.2369399,0.690808,1.1403947,1.2404428,0.35428834,0.93154705,0.7868831,0.90596944,0.78650486,1.0872278,1.3176937,0.98767984,0.7631856,0.87942666,0.9209758,0.8081379,0.9427317,1.3285204,0.9764469,0.7174519,1.2425863
gum,1.3922817,1.1279168,0.6676138,1.3696531,0.7502116,0.6697557,1.1340731,0.6841984,1.1484601,1.3021846,0.9522778,1.4793601,1.3043036,0.83586836,1.2658905,1.0858347,0.6056212,0.5952865,0.7102628,0.90453243,1.0025927,0.70474595,0.90071905,0.91695565,0.810373,1.0784934,1.253407,1.361233,0.67681783,1.2517184,0.5959506,0.88604504,1.4482385,0.8081592,0.64550805,1.107925,0.5288852,0.648998,1.1593095,1.0311418,1.1059788,1.1274681,1.0981585,1.1701952,0.6801038,1.3599195,1.1443475,1.2836037,1.0029776,1.1016215,1.0637777,0.82947147,0.98589224,0.9132544,0.77329874,1.1981518,0.9744402,1.0762367,0.0,1.2852769,0.80783784,1.0977473,0.81360304,0.8452663,1.1649382,1.0348201,0.61391157,1.4446073,0.9272654,1.0263766,0.81552225,1.0483017,0.978852,0.9505558,1.2006952,1.0903093,0.896066,1.0583043,0.9248443,0.6377821,1.2870708,1.1026804,1.3504378,1.0051752,0.7400778,0.74571705,1.2082295,0.85834825,1.1982195,0.8809003,0.76515734,0.8727029,0.7598363,1.046585,0.9487117,0.6854935,1.329281,1.3435545,1.0221504,1.1292801,0.7405803,1.397856,0.7779812,1.2404447,0.9762547,1.2253498,1.0947607,1.1491737,0.73291993,1.0650502,0.901818,1.0376241,0.75271523,1.0031226,0.6191491,1.2298968,1.3095841,1.1867721,0.40718234,1.028374,1.049987,0.98778117,1.1414716,0.4972571,0.9334096,0.9252007,0.9325569,1.1368474
hair,0.77644885,0.9595495,1.2248975,0.6670514,1.1458528,1.2243304,1.0055456,1.3332515,0.86878663,0.783496,1.1348187,0.8149274,0.60413367,1.1339037,0.93789196,0.85078955,1.1474694,1.2711431,1.2923498,0.97419065,1.1713555,1.2847066,1.1168325,1.2852343,1.2157729,1.0813582,0.90466154,1.0343865,1.2116648,0.626169,1.1036239,0.9592408,0.7678566,1.0265527,1.3821576,0.9628075,1.3937361,1.1588936,0.7945814,0.8722544,0.9724563,1.095114,0.6901058,0.83729887,1.2838285,0.93304616,0.8738975,0.2135582,1.0296874,0.9713706,1.0685469,1.1219196,1.0898938,1.2305491,1.1753838,0.91170245,1.0570734,1.1697826,1.2852769,0.0,1.1759939,0.82357603,1.1916673,1.1777997,0.9277151,1.1961565,1.1894745,0.7681542,1.0929401,1.074214,1.3178139,1.3068144,0.99428433,0.9889385,0.87383795,0.7302513,1.1477971,1.280465,1.1529777,1.243414,0.9257011,0.9255527,0.4712217,0.83273774,1.2728026,1.2766955,0.77299786,1.1267982,0.7539245,1.3364677,1.0083663,0.9189451,1.0545336,0.82776636,1.0527303,1.2853686,0.8789752,0.8707504,1.0734779,0.74085176,1.188087,0.48607707,1.1508589,0.9527637,0.97989213,0.96547014,0.9982317,0.8251108,1.3361053,1.0987341,1.0505115,1.1873027,1.3626902,1.2509756,1.2586036,0.86067694,0.5220568,0.7221298,1.3655748,1.0414703,0.98017174,1.1038244,1.1911258,1.2846923,0.9058801,1.2595824,1.1645585,0.9589088
hamburger,1.2331882,1.0518798,0.78555095,1.1506017,0.9342392,0.9403149,1.1037365,1.0801384,1.2220808,1.1436176,0.9819675,1.2531468,1.1176647,0.9028748,1.1818919,1.0882365,0.85908484,0.86231774,1.0939884,1.1416268,0.81881464,1.1847342,0.874809,1.0280318,0.9305457,0.9220265,1.1366352,1.2048595,0.7687168,1.1775922,0.954872,0.89616525,1.2220675,1.124742,0.8226904,1.1198652,0.95565665,0.7947972,1.077309,0.9686684,1.1163107,1.2812808,1.0626222,1.0156374,0.8540461,1.1088699,1.0530748,1.1091557,0.94205374,1.1468356,0.87178475,0.8304385,0.8874205,0.90280026,0.76942635,1.2014371,0.9302608,0.8933714,0.80783784,1.1759939,0.0,1.0804231,0.8764779,0.9288892,1.1407942,0.95185864,0.9789798,1.1843946,1.1105047,0.9557984,0.90912014,0.94517267,0.8416864,1.0817003,1.0951099,1.0747163,0.86393654,1.132869,0.96514964,0.7900282,1.2452965,1.1333116,1.177856,1.0245045,0.87402076,0.8833053,1.1142935,1.0115132,0.9824615,1.0110623,0.9087132,0.9960722,0.946192,0.9864191,1.0377394,1.0213383,1.2865629,1.2650915,0.7487707,1.064372,0.9614385,1.2005632,0.92688525,1.0604565,1.0663397,1.0675237,1.2920449,1.1058677,0.8405175,1.0446205,1.0304381,0.97294676,0.8514474,0.91394615,0.84252495,1.0029086,1.1962581,1.1467503,0.79950607,0.94286495,1.037197,1.0890838,1.079324,0.80931175,1.065196,1.0743141,0.92892385,1.0265191
