,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
flower,1.1831708,1.0018115,0.8685907,1.1108651,1.242762,1.008334,0.9782634,1.1799686,0.8232404,1.1641208,1.1793678,0.78122133,1.0023937,1.0704293,1.0006067,0.9294231,0.73265696,1.0477182,0.9569983,1.0429877,0.6802817,0.9783906,0.7218481,0.853724,0.97424537,1.0929248,0.8312895,1.1577305,0.70244855,1.1341158,0.9065749,1.2218816,0.9872105,1.1470422,0.75791156,1.1471841,0.8680578,1.194241,0.7539078,1.1887195,1.033877,0.8764141,0.71691513,1.1545445,0.8557311,1.1456861,0.95255053,1.1099428,1.1108005,1.2167699,1.1582493,0.0,0.9373667,0.8197309,0.9526466,1.1385204,1.034045,0.9949682,0.95142597,1.1773636,1.112696,1.2533258,0.7657295,1.187818,1.0666009,1.2119321,0.97085595,1.0070769,0.7752981,1.0838592,1.1822288,0.939189,1.0678333,1.1527046,1.0629321,0.94562596,0.84441626,0.94226307,0.9468264,0.9629295,0.7282629,1.1487615,1.1733985,1.1830384,0.99603665,0.8369926,0.8745555,1.1357715,0.9545773,0.9585354,0.042002857,0.95277894,1.1726818,1.0264122,0.84532684,0.66587067,0.6816362,0.9478176,1.1630961,1.2030538,0.90541005,1.1735784,0.91703165,1.0630938,1.0510483,0.97772646,1.2841003,0.82027173,1.0324308,1.0392799,1.1260809,1.0548033,0.84164196,0.81827897,1.1839612,1.2033277,1.0179713,1.1305077,0.9375328,1.0680839,0.77869046,0.93666893,1.2041116,0.8118079,0.8238219,0.8658024
foot,0.89350915,1.0869043,0.9710048,0.98006785,1.0270029,1.1275157,1.0786128,0.8168145,0.949725,1.0301598,1.0781806,1.1906155,1.2887638,0.8839339,0.9883493,0.9994063,1.0381255,1.1209288,0.9886454,0.98511857,1.0283878,1.0490682,1.1640972,1.12005,1.0722107,0.9752062,1.2560587,1.1019977,1.0177066,1.0430737,0.9794898,1.044321,0.86976236,1.0578606,1.1612381,0.96863896,1.0269012,0.9904715,1.0280662,0.97940683,0.9227724,0.6952096,1.1887794,1.1910113,0.9792,1.1132562,0.9977516,1.064989,1.0388764,1.0267015,0.86631596,0.9373667,0.0,1.0293694,0.57999325,0.95523024,1.133241,0.8331127,0.72379804,1.1865171,0.91074336,0.9778879,1.0432414,1.127787,0.97440845,1.146551,1.0260885,1.148127,1.0793136,0.92992795,0.94506687,1.0509387,0.79719985,1.1098152,0.8484003,1.0642384,0.8141967,1.1243929,1.0152225,0.8916825,0.98603487,1.0049266,1.0830253,1.16058,1.0622971,1.0966936,1.0662042,0.903034,0.84420526,0.9539217,0.9628489,1.1439915,1.0700135,0.97878414,0.93728507,1.0830363,1.2008578,1.0448745,1.0428945,1.0444045,0.8429056,1.11148,0.5291453,1.1907146,0.9064113,1.2194285,0.99945265,0.94010013,1.0530347,0.83587664,1.0041883,0.84759086,1.110317,1.0030288,1.1449152,1.1081184,0.9229879,0.895095,0.92109144,0.91595876,1.0018317,0.60841405,1.1824923,1.0940409,1.0262437,1.0990776
fork,1.4109623,0.7751471,0.67115486,0.88215804,1.4049253,0.99845123,0.86353904,0.7309827,0.8164244,1.3655694,1.416309,0.48210406,1.0373847,1.1320213,1.1728926,0.8116156,0.78869104,0.7790135,1.2385206,0.9436353,0.6396363,1.1951694,0.61389554,0.88442373,0.68706334,1.3310727,0.80248535,1.2035115,0.6293733,1.3857231,1.1917104,1.2352858,1.0134958,0.93318063,0.60356265,1.1319264,0.35343647,1.3456872,0.9559109,1.198648,1.2844677,1.3630766,0.81622183,1.0651971,1.023394,0.9436664,0.6990361,1.2111855,1.2417666,0.87598544,1.3353429,0.8197309,1.0293694,0.0,0.80288655,1.4124868,0.7342098,0.9154514,0.67757505,1.3994837,1.2697687,1.2035202,0.5868633,1.4470083,1.2086284,1.4634473,0.24137795,1.2523252,0.7859175,1.3934839,1.2235659,1.2177917,1.2214149,1.1616824,1.1748142,0.65154463,0.42740917,0.62589645,0.75670743,0.692489,0.8187216,1.247873,1.5231016,1.4149189,0.88158953,0.23346841,0.31482136,0.8985216,0.9173958,1.1263958,0.7204458,0.38612598,0.923481,1.1182511,1.1359916,0.6104112,0.84965736,1.2944143,1.3329227,1.4205472,0.38805908,1.4491359,1.094157,1.1779296,0.7354388,0.5612463,1.2672261,0.5760267,0.79839265,1.051629,0.94434965,0.37346792,0.43262506,0.7094706,1.4871763,1.396479,0.7589166,0.82948804,0.39841586,0.56412953,0.4349118,1.0061567,1.1142111,1.0583768,0.60344213,1.081969
frog,0.8340359,1.1311445,0.88650626,0.97650945,1.1549265,0.96138054,0.97491896,0.7699211,0.85539067,1.0279055,1.1152066,1.1450384,1.3309429,0.9720614,1.1545794,0.9696529,1.1581292,0.9408512,0.9669097,0.9161942,0.9646275,1.0725625,1.2686346,1.174087,1.0243976,0.9383763,1.2485876,0.95280194,0.97125214,1.1625297,1.1249964,1.0530225,0.800259,0.7772781,1.1883544,0.8018236,1.0269737,0.896613,1.2707286,0.7633891,0.88815874,0.799177,1.3397877,1.178612,1.1047057,1.1160231,0.9391992,1.1229349,1.0675315,1.132035,0.8922914,0.9526466,0.57999325,0.80288655,0.0,0.9806658,1.1413069,0.80074054,0.2619511,1.2578146,0.8294381,1.0457959,1.068165,1.1940678,0.9781501,1.2864672,0.8609747,1.2207952,0.96956766,1.0759027,0.7537618,1.134351,0.7561477,1.099045,0.8527112,1.0993587,0.6583593,1.1574308,1.014012,0.8947864,1.1430691,1.0078326,1.1952355,1.3133171,1.299675,1.0370141,1.0176258,0.9175076,0.82123613,0.9324299,1.0074418,1.0240271,1.1377199,0.94672585,0.8546041,1.0509021,1.3019236,1.1090462,1.030008,1.3109686,0.3156162,1.1828276,0.6781401,1.3081129,0.74576086,1.1147252,0.9365229,0.95454705,0.9891197,1.1965873,0.8842274,0.770735,1.2292283,0.9414826,1.1732602,1.0307261,0.7100495,1.0901897,0.789328,0.7033272,1.0399749,0.16041291,1.0415844,1.2364945,1.0781544,1.1099836
glass,0.69947785,1.2493266,1.2932265,1.1605098,0.6356058,0.89963305,0.969578,1.0317895,1.0021099,0.76953495,0.8424839,1.4682575,1.1637645,1.1211517,1.0552593,1.1810439,1.1752806,0.9018015,0.9301698,0.9090338,1.0987844,0.806235,1.4316401,1.1159877,1.4204571,0.87776655,1.2824819,0.81502706,1.3543293,0.89344925,0.8922906,0.89165515,0.9063122,1.0894313,1.3922094,1.0065264,1.4957411,0.7137836,0.8722235,0.37732238,0.89791524,0.87209314,1.2663476,1.0515373,1.2843347,1.051658,1.0729071,0.96392566,0.90603507,1.0362757,0.62081885,1.1385204,0.95523024,1.4124868,0.9806658,0.0,1.3542715,1.2095087,1.0751147,0.86484504,0.6474875,0.59843665,1.4474277,0.8361043,0.8381777,0.86564213,1.204626,0.9485645,1.0891776,0.61856157,0.565078,0.8105611,0.92146885,0.7109678,0.783406,1.3530287,1.3063405,1.4216042,1.1486535,1.2901652,1.1303245,1.0736781,0.7535205,0.900364,1.0378281,1.492733,1.4369297,1.0125566,0.93699425,0.8637911,1.2120056,1.4176918,1.0275825,0.7668828,0.9825019,1.3264897,1.2567842,0.9156962,0.6540084,0.8269895,1.188722,0.86548615,1.023502,0.99285877,0.8987092,1.2888733,0.7016276,1.4558647,1.010942,1.015757,0.92518413,1.1751473,1.3963529,1.397275,0.82380253,0.579106,1.0257856,1.118209,1.3180164,1.0094693,1.4159601,0.94851923,0.7171954,0.95930374,1.363075,1.0224714
glasses,1.415906,0.910058,0.546692,0.945507,1.3364017,1.0768954,0.8849667,0.926788,1.1955416,1.3613654,1.3019135,0.49194056,1.1129509,0.86724985,1.2423564,1.1159449,0.8807032,1.1982437,1.2885172,1.177182,0.97618717,1.3163679,0.59751076,1.0088688,0.29820752,1.1719376,1.0552127,1.2459438,0.45129454,1.131214,1.0702516,1.0766381,1.1633421,1.0441566,0.9284579,1.0530828,0.33456957,1.4056427,1.1055228,1.319272,1.1522124,1.2530296,0.94808745,1.1343088,0.85242355,0.6390654,0.64089376,1.1954072,0.8909023,0.54914385,1.3582069,1.034045,1.133241,0.7342098,1.1413069,1.3542715,0.0,0.9874224,0.9366869,0.95916617,1.2573485,1.0821929,0.30471796,1.1952118,1.2591883,1.2398639,0.9133137,1.1910713,0.98434657,1.3024564,1.4124184,1.3131609,1.2459424,1.120222,1.1760092,0.15142417,0.8903386,0.21726239,0.48639858,0.5147967,0.995765,0.96877664,1.2999194,1.2146308,0.91091216,0.40739685,0.37810135,0.88777363,1.1480539,1.1494879,0.9183023,0.59244895,0.5279209,1.3112435,1.2415843,0.7564771,0.97218204,1.2082577,1.3674047,1.1829824,1.0590675,1.158708,1.1474642,1.1012907,1.2309461,0.85180354,1.2581085,0.32421327,0.9686225,1.1263814,1.0586941,0.87227327,0.7948624,0.46353918,1.2473265,1.3902107,1.2028465,0.41250968,0.6730497,0.9355158,0.62782174,1.178944,1.3642259,1.169935,0.3027678,1.0775019
glove,1.0448459,0.71953,0.8874349,0.9555635,1.0618054,0.9440518,0.8282971,0.8842317,1.130978,1.2669557,1.0700046,0.9963391,0.96809345,0.8644666,0.7150307,1.1272383,1.009063,1.1442193,1.2512226,1.0082172,1.1510147,1.2482669,0.9893355,0.9952557,0.7971794,0.93204194,0.96424276,1.2052484,1.0669465,1.1332277,1.0780715,1.0543238,0.99907756,0.73344886,0.86384237,0.95780146,1.0297737,1.2632738,1.1763045,1.1726187,0.9522577,0.81717837,1.1763804,1.0664141,0.71476775,0.90401137,0.8922462,0.9968003,1.1448364,0.732285,0.96180165,0.9949682,0.8331127,0.9154514,0.80074054,1.2095087,0.9874224,0.0,0.8697387,1.0444624,1.1158295,0.8783892,0.95337677,1.1908008,1.1483023,0.93457955,1.0483053,0.9782082,1.216389,1.1814269,0.95245814,1.2990158,0.24750781,1.2240436,0.8741367,1.0426357,0.8289931,0.8141446,0.82022023,0.904807,0.9773144,0.97902477,1.1700103,0.9304941,0.93300074,0.98165876,1.0510578,0.9164864,0.77316684,1.1212181,0.9834374,0.998379,0.74581546,1.053142,0.9022367,0.9872276,1.1100535,1.0462866,1.1577393,1.0029775,0.8818796,1.1835878,0.7621316,0.9604889,1.0820651,1.0532901,1.1200817,0.9098016,0.87374014,0.6952056,1.0566496,0.9073937,1.0012293,0.9341289,1.1758966,1.3743402,0.9123392,0.6573304,0.86231685,1.1055803,0.9820014,0.8864267,1.401366,1.1961398,0.82554674,1.2072264
gum,1.189601,1.0988698,0.68094105,0.92087495,1.3057342,0.99636114,0.891956,0.5892806,0.7621628,1.0018561,1.2324023,0.91076356,1.3371496,1.0208505,1.2827455,0.7607653,0.91535276,0.97629416,0.90513426,1.0164591,0.94498104,1.0356922,1.0255083,1.087347,0.78449655,1.2780135,1.1982161,1.0501964,0.80090344,1.3106937,1.2310511,1.086827,0.9307846,0.76361406,1.0606834,0.8807055,0.6969282,0.9487657,1.1839883,0.8471396,1.1787505,1.1000038,1.2427523,1.1342108,1.0902374,1.0138805,0.8219197,1.2126268,1.209116,0.916352,1.1512299,0.95142597,0.72379804,0.67757505,0.2619511,1.0751147,0.9366869,0.8697387,0.0,1.3762519,1.0352628,0.9839295,0.8957895,1.334991,0.901767,1.4461064,0.6576793,1.3108104,1.0549382,1.0698448,0.79470444,1.116128,1.0164163,1.080877,1.0612808,0.8609612,0.65730697,0.92596406,0.9157966,0.68302065,1.0429273,1.2564561,1.3636174,1.4437279,1.12894,0.74976486,0.71467495,0.66428035,0.9722815,0.94020396,0.95045847,0.8215699,0.956145,1.0569385,0.93318665,0.90752137,1.2403462,1.1729763,1.173542,1.4259207,0.2680726,1.3430328,0.65912956,1.3748593,0.77641225,0.96634805,1.0790973,0.7272136,0.8409448,1.2251623,0.95934534,0.6054374,1.040245,0.741835,1.3340343,1.1560752,0.5948472,0.9414119,0.7522433,0.4244796,0.8330074,0.2832979,1.0491685,1.2016547,0.79911494,1.119123
hair,0.72494614,1.2840247,1.2157123,1.2244873,0.62464803,1.1408665,1.1363106,1.1852717,1.2792096,0.98023707,0.76593935,1.2018001,0.9869258,0.9029496,0.9640763,1.2789123,1.2893405,1.2796097,1.078128,1.2324405,1.2352623,1.0684885,1.249236,1.0134827,1.1325936,0.72457236,1.1365778,0.96162343,1.1768233,0.6156128,0.8513166,0.74923587,1.0151644,1.0279373,1.1915703,1.0526211,1.3315204,0.88047767,1.2268434,1.021502,0.8132859,0.74304414,1.114055,0.99059194,0.9341822,0.82301676,1.2691398,0.9860399,0.40736794,0.9250389,0.8606727,1.1773636,1.1865171,1.3994837,1.2578146,0.86484504,0.95916617,1.0444624,1.3762519,0.0,1.0684644,0.79667175,1.0755813,0.51938856,1.0225928,0.5889249,1.3524342,0.85861766,1.0773598,0.89220536,1.0740104,1.0336554,0.84442365,0.83485234,1.0613737,1.1353807,1.4872642,1.0764929,1.0439504,1.3295561,1.2468286,0.6746415,0.5338211,0.6214392,1.107553,1.3029706,1.313304,1.0679197,1.2244586,1.0093166,1.1892569,1.3849506,0.8571252,1.143367,1.0850072,1.2239044,1.1009932,0.6825767,0.812148,0.55676186,1.377177,0.508561,1.1827667,0.778745,1.3150666,1.2641318,0.8200638,1.2855349,1.1892077,1.0030813,1.2151935,1.356412,1.2812878,1.2476866,0.54550064,0.7908516,1.3699628,0.973178,1.3097546,1.2642252,1.3893492,1.1727358,0.9767984,1.1204805,1.173139,0.9851652
hamburger,0.6864936,0.9757686,1.1726859,0.68190205,0.93406975,0.96261704,1.1128585,1.0237846,0.9943552,0.90872717,1.0114485,1.3495111,1.2178324,0.9641309,1.0600718,1.0391997,1.2988151,0.8320278,0.8498597,0.39626592,1.1386231,0.9580694,1.3538607,1.1604812,1.2593544,0.9050592,1.3774395,0.6196766,1.2090571,1.0575644,1.0103654,0.8819573,0.8230343,1.0049175,1.3598046,0.5359009,1.3586967,0.9580296,1.0918416,0.7537865,0.9171895,0.9438265,1.3258932,1.1780732,1.1727586,1.1135182,1.0263982,1.0584803,0.9475956,1.2087234,0.6507132,1.112696,0.91074336,1.2697687,0.8294381,0.6474875,1.2573485,1.1158295,1.0352628,1.0684644,0.0,0.9725281,1.2741317,1.037662,0.8614638,1.0485746,1.2118156,1.0596242,1.1160523,0.7031015,0.7789571,0.9313648,0.9256531,0.7797472,0.27072704,1.2096914,1.0401752,1.2773678,1.168319,0.9817729,1.0719292,1.0929188,0.9665987,1.104886,1.1162624,1.3669295,1.3325641,1.1031506,0.7524659,0.7049926,1.2026771,1.1338067,1.0506101,0.57229066,1.0547945,1.3142145,1.2954082,1.0020149,0.66890454,1.0174327,1.0831146,1.0193433,0.9190803,1.1219355,0.8307308,1.3138795,0.9410491,1.2145799,1.0567578,1.0473202,0.4432376,1.0650228,1.3031142,1.2062048,0.98161745,0.7935847,1.0226012,1.1831224,1.0790455,1.1336056,1.2536136,0.9142238,0.9042327,1.1520913,1.3295898,1.1362948
hand,0.8993441,1.1936624,1.1833932,1.097944,0.5373866,1.1009095,1.0006349,0.8455564,1.1418953,1.0164574,0.9283003,1.294265,1.0922569,1.0614277,1.0418234,1.1515316,1.3049372,1.1631628,1.1107049,1.1574757,1.1745694,1.1160389,1.3447313,1.1541572,1.1090919,0.970692,1.240118,1.0227576,1.3448229,0.9075099,1.0538416,0.7155544,0.9548144,0.87607485,1.2748096,1.0254438,1.2248915,0.9090303,1.2360169,0.8236265,1.0210129,0.9469459,1.273454,1.0118603,1.0945218,0.7120809,1.211379,0.93588626,0.9274929,0.3917275,0.8722738,1.2533258,0.9778879,1.2035202,1.0457959,0.59843665,1.0821929,0.8783892,0.9839295,0.79667175,0.9725281,0.0,1.2987138,0.815562,1.0430833,0.8743142,1.0400147,1.0188699,1.1651901,0.8030108,0.85836035,1.1146581,0.8006037,0.81829727,0.9378148,1.1749871,1.2684269,1.0787581,1.027967,1.1639354,1.2282462,0.97655,0.77405727,0.86916304,0.9537509,1.1920953,1.1249024,0.8175498,1.1727027,0.8092824,1.2672744,1.3233109,0.8046969,1.1070995,1.0462925,1.3121301,1.2781179,0.904547,0.81262183,0.76404583,1.1047574,0.8419287,1.020323,0.92687935,1.0016406,1.3045802,0.7333346,1.3181967,1.0424472,0.884123,1.1109735,0.94290423,1.1729591,1.2308999,0.8372453,0.9308339,1.1218942,0.74311996,1.1187286,0.8274293,1.3039967,1.0065436,0.9910339,1.175049,1.0589356,1.059038
hat,1.4383398,0.8157716,0.4816386,1.0324591,1.4638653,0.92685306,0.7458098,1.0655469,1.0416793,1.4029968,1.3692002,0.36267936,1.1026752,0.8126897,1.2048922,1.031152,0.71668375,1.0929425,1.2672095,1.0962219,0.86713356,1.1901557,0.41638505,0.9232802,0.38625062,1.2372222,0.94542253,1.2996175,0.18770635,1.2095857,1.0275486,1.2002728,1.0005282,1.1630945,0.7461067,1.1876583,0.32079768,1.4865426,0.9376398,1.3815901,1.2008835,1.1499861,0.8383929,1.2493751,0.77232677,0.8158312,0.49517566,1.2281811,1.0476015,0.8124127,1.4326329,0.7657295,1.0432414,0.5868633,1.068165,1.4474277,0.30471796,0.95337677,0.8957895,1.0755813,1.2741317,1.2987138,0.0,1.3055509,1.2403319,1.3497057,0.90153474,1.2266294,0.9131885,1.3877888,1.4056175,1.1954112,1.2416558,1.2327185,1.1584274,0.19218177,0.6697093,0.3611182,0.5552605,0.49164408,0.8298374,1.066187,1.3836031,1.3221446,0.94337475,0.34005654,0.36280972,1.0544791,0.97247297,1.2290943,0.6224011,0.49697316,0.7594881,1.1977396,1.1327659,0.54851645,0.8297,1.0859475,1.4290254,1.3052416,0.9441775,1.2610887,1.0884513,1.1314445,1.2062615,0.7328495,1.4040614,0.22086573,1.0702819,1.1351974,1.1615828,0.9051622,0.71904236,0.35419166,1.3357891,1.4644582,1.0748937,0.61647135,0.6387855,1.0343906,0.43250573,1.1151054,1.4252937,1.0790327,0.2728353,1.08852
jacket,0.60180384,1.3662124,1.3348204,1.1314887,0.5000659,1.1902243,1.2645433,1.2298291,1.2289851,0.81041455,0.53014135,1.3073167,1.034904,0.8048856,0.8213638,1.1903479,1.368801,1.2638695,0.9592988,1.2582985,1.2337918,1.0537639,1.3918831,1.1519101,1.3215204,0.7520509,1.1160609,0.90171736,1.3139672,0.17193055,0.9442887,0.91725534,1.0892153,1.1733987,1.2422843,1.0453554,1.4224122,0.67133576,1.266208,0.98075914,0.8243152,0.7806579,1.1996646,0.9435636,0.9406892,1.1286936,1.415134,0.63725406,0.5849363,1.1051282,0.88886476,1.187818,1.127787,1.4470083,1.1940678,0.8361043,1.1952118,1.1908008,1.334991,0.51938856,1.037662,0.815562,1.3055509,0.0,1.0169038,0.41418844,1.3433788,0.8933472,1.0659356,0.81674254,1.0917457,1.0427766,0.9241077,0.8833586,1.1913568,1.2765124,1.4539001,1.3172429,1.2667284,1.4376912,1.2941651,0.58699447,0.18953818,0.38776016,1.1958861,1.4114702,1.3914866,1.1565062,1.2813989,0.9430711,1.2667613,1.4582429,1.026782,1.1397531,0.9963756,1.2696472,1.1955849,0.7850496,0.72390115,0.41201997,1.3094304,0.13229918,1.1653433,0.8308024,1.2737076,1.2866969,0.6346987,1.3890626,1.3058975,1.0426975,1.2176801,1.3789935,1.287167,1.2980208,0.12215006,0.51240736,1.3914003,1.2687993,1.3247089,1.2340543,1.4686983,1.1130673,0.73133206,1.1107807,1.3161303,1.0178683
jar,0.9976212,1.0358403,0.97686243,0.92170787,0.9957502,1.0443724,1.0704852,0.9157022,0.80339783,0.72483885,0.9372589,1.1597689,1.0667471,1.0319476,1.0711566,0.69527197,0.74935186,0.80142677,0.3981942,1.0288494,1.0856767,0.4164768,0.97592765,1.1215663,1.1406026,1.0643381,1.0938568,0.8938427,1.161463,1.0753508,0.9409439,0.9912934,1.0101962,0.93592256,1.0720533,1.0322511,1.1901644,0.7839688,0.61575216,0.82086885,0.99484444,0.9606306,1.0535755,1.0697132,1.0869287,1.1360571,1.1220298,1.1434224,0.9912405,1.2047968,1.0139276,1.0666009,0.97440845,1.2086284,0.9781501,0.8381777,1.2591883,1.1483023,0.901767,1.0225928,0.8614638,1.0430833,1.2403319,1.0169038,0.0,1.0816149,1.1173304,1.0016503,0.95276284,1.0368445,0.7310834,0.49562907,1.0995389,0.8838533,1.013945,1.2731798,1.1260856,1.2517166,1.2413077,1.1207762,0.9686815,1.1397032,1.0111457,1.0971292,1.0112821,1.253932,1.2639252,0.853656,1.0693569,1.143036,1.1085439,1.0834805,1.142723,0.84536695,0.99431634,1.1523724,1.0576527,1.0211552,1.0093384,1.0326477,1.0732878,1.046783,0.84143895,1.1011025,0.7516836,1.0549297,1.0220784,1.1655405,0.9825266,0.9941451,0.84979105,1.0055197,1.111221,1.1022276,0.990258,0.76502955,0.7335172,1.2270627,1.2163591,0.9717201,1.1531347,0.8380422,0.8063258,0.855587,1.2156024,1.0068816
jeans,0.56671745,1.1466519,1.4285141,1.1429278,0.46096247,1.0847248,1.213623,1.2387705,1.3613949,0.8096994,0.4522881,1.2568291,0.648532,0.81857014,0.57340395,1.2389833,1.3791518,1.2776263,1.0772953,1.2398494,1.2598541,1.127814,1.3348967,0.9772814,1.3395981,0.6180369,0.84440243,0.95660895,1.4185164,0.5225333,0.96803004,0.76067764,1.0987985,1.0632098,1.1112263,0.97805774,1.4898193,0.7112302,1.2719328,0.9972139,0.754428,0.8252125,1.1761246,0.82360554,0.93164366,1.1263149,1.3759744,0.6542453,0.8936472,1.087633,0.7644617,1.2119321,1.146551,1.4634473,1.2864672,0.86564213,1.2398639,0.93457955,1.4461064,0.5889249,1.0485746,0.8743142,1.3497057,0.41418844,1.0816149,0.0,1.376249,0.67161876,1.2260864,0.7822136,0.9856995,1.1034693,0.75633156,0.981546,1.1328713,1.326017,1.443892,1.3351378,1.2437696,1.471647,1.1559002,0.65876687,0.3801484,0.051407993,1.100624,1.4336181,1.4607831,1.1805453,1.2251797,1.0213315,1.2911168,1.4461879,1.0106153,1.1395444,0.99246675,1.2853239,1.1212277,0.8149397,0.6627622,0.48789883,1.365125,0.37776232,1.0810488,0.45414758,1.3708481,1.1433898,0.6112869,1.3990154,1.2383208,0.78085613,1.2574986,1.4565073,1.2475384,1.378727,0.3383584,0.5476663,1.3745341,1.1730978,1.3710096,1.354665,1.454252,1.2517105,0.7933245,1.0376832,1.3455575,1.1167594
knife,1.3015838,0.9470732,0.8634403,0.9000854,1.229484,0.9918052,0.96007466,0.6636628,0.8317811,1.1904844,1.3392282,0.7470847,0.964883,1.2950941,1.264117,0.8126684,0.88103706,0.75140667,1.1315051,0.96441615,0.5507674,1.0917814,0.8293075,1.0113344,0.92923796,1.3300734,0.8216338,1.1239538,0.8911646,1.3272537,1.1420305,1.1733539,0.960429,0.97047085,0.7793524,1.1288309,0.496253,1.1351625,0.96801317,1.0344795,1.2587047,1.309129,0.85226524,0.90548134,1.1323913,0.91235936,0.87329936,1.225712,1.2696315,0.87554777,1.1934463,0.97085595,1.0260885,0.24137795,0.8609747,1.204626,0.9133137,1.0483053,0.6576793,1.3524342,1.2118156,1.0400147,0.90153474,1.3433788,1.1173304,1.376249,0.0,1.2240123,0.78694,1.1986761,1.0223569,1.1446716,1.1949017,1.0714433,1.1842047,0.8805478,0.6799324,0.8316548,0.8698573,0.8608078,0.9273822,1.2909386,1.4161737,1.3395877,0.89657533,0.36425555,0.3817793,0.76159453,1.0292724,1.0786145,0.91273284,0.657688,1.0131491,1.0682484,1.0576046,0.83967775,0.9319886,1.2378974,1.1840496,1.3281572,0.3979032,1.3797822,1.0716242,1.1895939,0.55230796,0.7063695,1.1060841,0.8678676,0.83517927,1.0344809,0.9485508,0.30900598,0.40627098,0.945001,1.3877594,1.2355782,0.7242371,0.9077884,0.57097745,0.25955206,0.6801215,0.93986946,0.88072103,0.90017426,0.79385954,1.0300294
ladder,0.8781296,1.0326211,1.2658095,1.001784,0.88696146,1.1510901,1.1810117,1.1749321,1.1149848,0.84396744,0.8254856,1.1437353,0.7716678,0.98751736,0.7118134,0.99817264,1.0020165,1.1923805,0.98524976,1.167068,1.0873411,0.9574292,1.0657371,0.6918531,1.126716,0.8431284,0.83115244,1.0801426,1.1474745,0.88369226,0.96361446,0.9748522,1.1203865,0.88900226,0.9544383,1.0239469,1.2694726,0.8095716,0.92924875,1.0445123,0.86676335,0.8255842,0.7537291,0.61142874,0.94235873,1.1418717,1.2764301,0.8777287,1.0178399,1.0929868,0.8715811,1.0070769,1.148127,1.2523252,1.2207952,0.9485645,1.1910713,0.9782082,1.3108104,0.85861766,1.0596242,1.0188699,1.2266294,0.8933472,1.0016503,0.67161876,1.2240123,0.0,1.0116987,0.96033406,1.0782658,0.9284412,0.88905656,1.04779,0.9611524,1.2328851,1.2457495,1.1947315,1.2000654,1.2383039,0.8540418,0.9884888,0.74339336,0.67207587,0.83549863,1.2223302,1.269074,1.1456754,1.101915,1.1408048,1.0299203,1.2309729,1.0545193,1.1540941,0.9556645,1.0402789,0.7421521,0.97446525,0.82236135,0.80183107,1.2216113,0.83307844,1.037295,0.68428063,1.1480987,1.0507698,1.0158144,1.2226436,1.0015563,0.87285167,1.1460941,1.2589388,1.0463871,1.1556449,0.80506855,0.9622019,1.1795844,1.113267,1.2898748,1.2379367,1.164015,1.2019634,1.0318562,0.87702304,1.2403853,0.8651523
lamp,1.1679833,1.0933211,0.951088,1.1050411,1.1922165,0.91874844,0.95503926,1.1175234,0.8646246,1.0559876,1.0806115,0.88094014,0.95921755,1.1945767,1.1210251,0.9492978,0.92514765,0.8320957,0.9784844,1.0917418,0.6347154,0.933815,0.91412234,1.0397654,1.0898907,1.0946374,0.8575463,1.0922773,0.8894956,1.0423973,1.0098437,1.1111972,0.9774244,1.10791,0.99198496,1.2269053,0.8787793,1.0535365,0.904076,1.017214,1.0470153,1.1076345,0.7162447,0.933988,1.0566716,1.0123832,0.9399681,1.0039078,1.0414065,1.1627356,1.1418557,0.7752981,1.0793136,0.7859175,0.96956766,1.0891776,0.98434657,1.216389,1.0549382,1.0773598,1.1160523,1.1651901,0.9131885,1.0659356,0.95276284,1.2260864,0.78694,1.0116987,0.0,1.1928531,1.1050988,0.9328835,1.1545693,0.9930815,1.154805,0.9969946,0.92955196,0.97824144,1.0342363,1.0137904,0.94646764,0.98288155,1.1231626,1.1758231,0.93271494,0.8649469,0.8767443,1.1123294,1.0627438,1.0586166,0.77538216,0.90959096,1.2176577,1.004628,0.8843386,0.9123536,0.78885657,1.0552098,1.1531191,1.1269011,0.8719524,1.0766177,1.1032603,1.1078718,0.85116494,0.8986557,1.0798702,0.9939747,1.0639106,1.0833335,1.0054919,0.94860333,0.84177804,0.99158657,1.1047239,1.0805386,0.90525687,1.1285726,0.9264521,0.90973914,0.85291076,0.94202036,0.9651792,0.8525238,0.9803359,0.58867276
