,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sink,1.4161577,0.58256406,0.8255148,0.85583186,1.3250647,0.7727717,0.6603304,1.000352,0.8069574,0.90469855,1.1543002,0.31389153,0.58151567,1.2323172,1.1212164,0.7027009,0.62652934,0.5757018,1.0550939,1.1140033,0.91757643,0.9844193,0.50517094,0.6741967,0.75838625,1.2754841,0.40335155,1.2153821,0.8341079,1.279813,1.1226357,1.099838,1.2720134,0.75478655,0.397655,1.126516,0.65858257,1.172436,0.7021989,1.1134001,1.2362909,1.423193,0.69690955,0.7984637,1.0828843,1.1608603,0.6803566,1.0785468,1.2366021,1.0109708,1.4024484,0.97772646,1.2194285,0.5612463,1.1147252,1.2888733,0.85180354,1.0532901,0.96634805,1.2641318,1.3138795,1.3045802,0.7328495,1.2866969,1.0549297,1.1433898,0.7063695,1.0507698,0.8986557,1.3221266,1.0264378,1.0134602,1.3289053,1.2967721,1.3463663,0.85951805,0.78817236,0.8263021,0.8328303,0.80956197,0.66377294,1.1619432,1.3368034,1.1346768,0.7467433,0.6040962,0.7102983,1.0906827,1.0977623,1.1730938,0.88181037,0.2426309,1.1134992,1.1170241,1.0747919,0.4315207,0.7167684,1.2354144,1.2617255,1.3785045,0.90539646,1.2676717,1.1125854,0.94535315,1.0318923,0.0,1.2512671,0.6767888,0.5801772,1.1106702,0.9712214,0.8594036,0.80108243,0.7729335,1.2701468,1.1407338,0.60948396,1.0522325,0.9079259,1.0342429,0.5558821,1.1397817,0.7481556,0.8612076,0.7951953,0.98643184
slide,0.5208745,1.3336926,1.377493,1.2303522,0.49331564,0.9725327,1.1567166,1.0397145,1.1079048,0.7397846,0.62188315,1.440846,1.0804347,1.0001104,0.97234905,1.1412076,1.4265935,1.04633,0.92245555,1.0565661,1.1935744,0.8725172,1.5241681,1.1978891,1.4282877,0.8569002,1.0838193,0.7535449,1.3839443,0.75050616,0.9852816,0.74888206,0.9781056,1.178258,1.3996353,0.8770294,1.3741816,0.4262569,1.2915759,0.78066695,0.92882454,0.9426051,1.3033446,0.9215548,1.3023123,1.1393373,1.282944,0.8098424,0.9132527,1.1106725,0.67175615,1.2841003,0.99945265,1.2672261,0.9365229,0.7016276,1.2581085,1.1200817,1.0790973,0.8200638,0.9410491,0.7333346,1.4040614,0.6346987,1.0220784,0.6112869,1.1060841,1.0158144,1.0798702,0.7156186,0.7754986,0.88427395,0.8079034,0.8135474,1.0154855,1.269741,1.1928496,1.4492502,1.2796232,1.4004736,1.3874729,0.7556358,0.6064617,0.64016795,1.2542977,1.3719245,1.2891153,1.1051124,1.1261381,0.8145097,1.3816197,1.4511652,1.1375784,0.90045434,1.0036962,1.4112027,1.3384807,0.8112799,0.56887937,0.7003976,0.95837086,0.67510355,1.1009934,0.9617022,0.989789,1.2512671,0.0,1.4380653,1.341692,0.9263744,1.1266829,1.2065202,1.2845591,1.3701419,0.6133429,0.5077794,1.0447962,1.1933734,1.1565633,0.97224885,1.438287,0.8730863,0.61082387,1.0303216,1.3643816,1.0281119
slipper,1.5126595,0.70534015,0.39161974,0.7949302,1.5476626,1.0303347,0.8204717,0.84720004,1.0813705,1.313806,1.3713825,0.33680594,1.1234007,0.813831,1.2156827,0.96654797,0.6860244,1.0686681,1.2143459,1.1553702,0.96227264,1.2868664,0.4287066,0.9393667,0.25561416,1.2729386,0.9659863,1.3557744,0.23974901,1.2814274,1.1850955,1.1573128,1.1347392,0.93582255,0.74586165,1.050379,0.23179364,1.4194534,0.9765181,1.3245382,1.1648428,1.2237389,0.91338104,1.2374282,0.76064014,0.88612473,0.546093,1.2604363,1.1180687,0.7728692,1.4473627,0.82027173,0.94010013,0.5760267,0.95454705,1.4558647,0.32421327,0.9098016,0.7272136,1.2855349,1.2145799,1.3181967,0.22086573,1.3890626,1.1655405,1.3990154,0.8678676,1.2226436,0.9939747,1.3621904,1.3855195,1.296663,1.2910053,1.2204115,1.1515646,0.19777024,0.70698524,0.33017808,0.56306344,0.3663417,0.76816785,1.2008371,1.4536066,1.3636539,0.94135046,0.26668185,0.29921508,0.9053377,1.0718105,1.1811421,0.69106185,0.3735581,0.7204846,1.2842836,1.1963973,0.52482224,0.9184654,1.2985597,1.4664547,1.4056643,0.9146043,1.351373,0.763999,1.1896728,1.1468505,0.6767888,1.4380653,0.0,0.84422106,1.124864,0.99871355,0.7775717,0.745767,0.26747113,1.4206194,1.4590808,1.019321,0.5977926,0.5904277,0.95143855,0.4474945,1.0033478,1.3957071,1.1749623,0.2597878,1.1648858
soap,1.2998908,0.6278054,0.73430383,0.78632164,1.2580743,0.9840697,0.73019487,0.6037358,0.98361826,1.0730418,1.2688618,0.72227263,0.8994014,1.2429485,1.1161402,0.9063716,0.7267707,0.9123698,1.1823002,0.9865772,1.0708038,1.1051986,0.847952,0.796118,0.76385033,1.1718107,0.9421849,1.1363454,1.009826,1.2684592,1.1478285,1.0261083,1.0920247,0.4540683,0.7409239,1.0382559,0.7983422,1.2576464,0.8222228,0.97844535,1.1430107,1.3381233,0.88729906,0.9806365,1.0643132,0.90979254,0.7663624,1.160918,1.1758947,0.81033415,1.165038,1.0324308,1.0530347,0.79839265,0.9891197,1.010942,0.9686225,0.87374014,0.8409448,1.1892077,1.0567578,1.0424472,1.0702819,1.3058975,0.9825266,1.2383208,0.83517927,1.0015563,1.0639106,1.0815102,0.8894336,1.109587,1.1393425,1.1002078,1.0004572,1.0242455,0.9030602,0.8341971,0.79539394,0.70545894,0.8803239,1.2392907,1.3039808,1.22793,0.6373056,0.7996732,0.89338624,0.6961681,0.9990164,0.9480552,0.9854085,0.558532,0.83364344,1.097307,1.1146458,0.83109415,0.9501905,1.2013587,1.1545993,1.2631668,1.0053157,1.2847548,0.9593097,1.0410969,1.0168661,0.5801772,1.341692,0.84422106,0.0,1.0170417,0.7236039,0.74777055,0.89905494,0.9024712,1.2993275,1.2867228,0.75298595,0.85768414,0.9309266,0.9050526,0.7446171,1.1293802,1.1087775,1.0917202,0.9518064,1.0348036
sock,1.0090889,0.7850889,1.227557,1.0911069,0.8212889,1.0641795,1.0045955,1.0593716,1.0592225,1.0577104,0.89319396,1.1427624,0.7969166,0.9865932,0.536362,1.054672,1.0079492,1.0721921,1.0567847,1.0518255,1.1167829,1.0204408,0.99955535,1.060195,1.0671486,1.0509118,0.9633528,1.0946229,1.2643874,1.010627,0.93075573,0.9444115,0.98855466,1.0040458,0.98040897,0.9970972,1.1735198,1.0227133,0.93529767,1.0962914,1.093971,0.9971336,1.0182464,0.9367856,0.8565983,0.8832685,1.0666946,0.9955405,1.155411,0.8692383,1.039965,1.0392799,0.83587664,1.051629,1.1965873,1.015757,1.1263814,0.6952056,1.2251623,1.0030813,1.0473202,0.884123,1.1351974,1.0426975,0.9941451,0.78085613,1.0344809,0.87285167,1.0833335,1.0790775,1.0388474,1.0325776,0.7327206,1.0763292,0.9473372,1.1794661,0.9394761,0.97156966,1.0406196,1.1544586,0.8715688,0.97405463,0.9832906,0.77690196,0.82468086,1.1473435,1.2119274,1.0249513,1.0353388,1.1234207,1.0629945,1.1074518,0.96669745,1.0493269,1.0388196,1.2570033,1.0063572,0.8423487,1.0001535,0.6851078,1.1560228,1.0359676,0.81691295,0.79681563,1.0050399,1.1106702,0.9263744,1.124864,1.0170417,0.0,1.0690366,1.0665257,0.859584,1.1990687,1.0363269,1.1285725,1.013354,0.76220584,0.9777395,1.1497413,1.0006573,1.1846993,1.1848936,0.9523311,1.0716404,0.94548255
soup,1.0126258,0.8124915,0.87800956,0.3906951,1.1640755,1.0113161,1.0703046,0.67284346,0.9428277,1.0027608,1.1823691,1.0964845,1.1880541,1.2354453,1.1665609,1.0125829,1.0772325,0.55245066,0.9487622,0.50591683,1.131721,0.9991367,1.1531223,1.1854385,0.9877729,1.0859604,1.2620137,0.6600534,1.0684546,1.227937,1.0638702,0.9736811,1.0172409,0.7980703,1.1581435,0.6122022,0.9873946,1.1540668,0.9881931,0.79975706,1.0460674,1.2480435,1.1736938,1.2064787,1.192271,1.0298727,0.9242773,1.1545454,1.0808312,1.1041434,0.9068591,1.1260809,1.0041883,0.94434965,0.8842274,0.92518413,1.0586941,1.0566496,0.95934534,1.2151935,0.4432376,1.1109735,1.1615828,1.2176801,0.84979105,1.2574986,0.9485508,1.1460941,1.0054919,0.95917076,0.80852497,0.9894755,1.1004689,0.826916,0.5395186,1.0501642,0.9036752,1.0581475,1.0286505,0.89610314,1.0999066,1.0992683,1.2211062,1.2588389,1.0352472,1.0548747,1.0533719,0.7626343,0.8622707,0.80500543,1.1672235,0.71977013,0.95559096,0.6322197,1.1798221,1.1353861,1.199971,1.258153,0.9098945,1.241486,0.9787003,1.2439259,1.0032932,1.1784244,0.67751074,0.9712214,1.1266829,0.99871355,0.7236039,1.0690366,0.0,0.66333777,1.0722603,1.0065534,1.2235415,0.9997026,0.7960237,1.0879922,0.8754656,0.9166945,1.0282304,1.0062785,0.95623344,1.2299837,1.172072,1.1054016
spoon,1.3264551,0.86741376,0.60446376,0.6382642,1.2506607,1.10402,0.9220174,0.300785,0.94098,1.2007425,1.3704203,0.88485885,1.2585926,1.2360097,1.3017973,0.9721597,0.8917066,0.67065567,1.1976988,0.92697984,0.814958,1.146731,0.9070177,1.1447241,0.76743627,1.3014765,1.0900513,1.1052506,0.8910606,1.3822806,1.1620024,1.1689441,1.0346049,0.8128538,0.89268374,1.0361824,0.4792596,1.2095275,1.02962,1.0111245,1.2190455,1.2672658,1.0608104,1.1064832,1.1000001,0.84192544,0.8256981,1.2578406,1.2125957,0.7632766,1.0920167,1.0548033,0.84759086,0.37346792,0.770735,1.1751473,0.87227327,0.9073937,0.6054374,1.356412,1.0650228,0.94290423,0.9051622,1.3789935,1.0055197,1.4565073,0.30900598,1.2589388,0.94860333,1.1758312,0.9218679,1.1893556,1.1347852,1.0230188,1.0065038,0.8212866,0.73376864,0.77825344,0.87336564,0.7329191,1.0357252,1.2498435,1.4582577,1.4249744,0.9609414,0.49303764,0.47725904,0.41722697,0.9682713,1.0793611,1.0030179,0.6480901,0.8150896,0.976034,1.2139673,0.9369448,1.0991151,1.327887,1.2127161,1.3756034,0.55590767,1.4041581,0.9646732,1.2858877,0.40079904,0.8594036,1.2065202,0.7775717,0.74777055,1.0665257,0.66333777,0.0,0.57112235,0.8284222,1.4054484,1.2716064,0.7077069,0.77751756,0.46791255,0.2883364,0.800065,0.9517891,1.0617563,1.1350591,0.7922136,1.1972407
stick,1.3938526,0.7510576,0.80383015,0.98913735,1.3055127,1.0708094,0.9171323,0.8663947,1.0222865,1.2464461,1.2657533,0.6307206,0.82939255,1.1381472,0.9702067,0.9525255,0.64821714,0.97215325,1.1638839,0.98318154,0.6396756,1.0370615,0.48723716,0.9432157,0.7793956,1.2385226,0.7982908,1.2035179,0.77788806,1.2414207,1.0222689,1.3627594,0.98129225,1.1517303,0.62944853,1.2814226,0.4425248,1.3361663,0.7232758,1.4290261,1.2154276,1.2553624,0.5173705,0.9743928,0.8243614,0.8565055,0.8282546,1.1785231,1.2718701,0.8633927,1.2758406,0.84164196,1.110317,0.43262506,1.2292283,1.3963529,0.7948624,1.0012293,1.040245,1.2812878,1.3031142,1.1729591,0.71904236,1.287167,1.111221,1.2475384,0.40627098,1.0463871,0.84177804,1.2953155,1.3301247,1.0238692,1.2339181,1.1241745,1.1856544,0.72374916,0.6854764,0.5965129,0.8310551,0.7975859,0.7638258,1.1861986,1.3385131,1.2081791,0.71207947,0.39045012,0.43223715,0.8676559,0.9650836,1.2359561,0.745504,0.658875,0.91522235,1.124013,1.1295466,0.80390346,0.5556608,1.1677477,1.3384793,1.1147908,0.8432229,1.2916896,1.1069092,1.0321856,0.7536352,0.80108243,1.2845591,0.745767,0.89905494,0.859584,1.0722603,0.57112235,0.0,0.8253144,1.3185229,1.4043696,1.0442396,0.7987168,0.6414486,0.6795493,0.49188185,1.2937326,1.2109972,0.81306446,0.7153614,0.9685178
strawberry,1.4104631,0.8527585,0.37324297,0.8408419,1.4279697,0.9584001,0.7966405,0.86190915,1.0226436,1.3005501,1.3749018,0.49443752,1.1633337,0.88072896,1.267313,0.99090683,0.67746997,1.0807528,1.1871604,1.1124538,0.9756625,1.1833491,0.54827976,0.94125974,0.17822301,1.2860764,0.9849466,1.2495441,0.30595422,1.2431378,1.172479,1.1779599,1.1263468,0.986051,0.8024385,1.0419767,0.34282833,1.3858244,0.93446064,1.2738307,1.1924472,1.2137431,0.8834457,1.1857367,0.8070198,0.95774454,0.56451005,1.224557,1.065301,0.79499817,1.3345858,0.81827897,1.0030288,0.7094706,0.9414826,1.397275,0.46353918,0.9341289,0.741835,1.2476866,1.2062048,1.2308999,0.35419166,1.2980208,1.1022276,1.378727,0.945001,1.1556449,0.99158657,1.2969644,1.2264236,1.2198049,1.1859627,1.2308607,1.1204209,0.33045828,0.7333009,0.51607203,0.6878082,0.3846302,0.8790828,1.1556937,1.3972015,1.3231022,0.9158433,0.46006894,0.43029404,0.8429522,1.0648823,1.1515398,0.72386694,0.5004896,0.82384866,1.2142456,1.1745911,0.58847874,0.9158132,1.1715028,1.3862065,1.3947494,0.9303028,1.2699809,1.052601,1.1917812,1.0934846,0.7729335,1.3701419,0.26747113,0.9024712,1.1990687,1.0065534,0.8284222,0.8253144,0.0,1.3115101,1.371032,0.9712322,0.7344707,0.6859406,0.96522176,0.52440464,0.97669244,1.3611832,1.1159726,0.47100002,1.1232167
sweater,0.5444522,1.3636782,1.371827,1.1453922,0.45691025,1.1795244,1.2280325,1.257647,1.2420212,0.77065796,0.46140188,1.3569059,1.0169392,0.8201236,0.78366745,1.2211943,1.3498304,1.2580335,0.94790167,1.2582774,1.2727883,1.0168831,1.4162943,1.079142,1.3559983,0.6944034,1.092704,0.8752696,1.3328685,0.27405536,0.95810974,0.8798812,1.11166,1.1094403,1.2723445,0.98497766,1.4767327,0.64622736,1.2300026,0.9395426,0.7719805,0.7291638,1.1940844,0.9586195,0.95874876,1.2012719,1.4135835,0.6947617,0.68703353,1.1522983,0.79714656,1.1839612,1.1449152,1.4871763,1.1732602,0.82380253,1.2473265,1.1758966,1.3340343,0.54550064,0.98161745,0.8372453,1.3357891,0.12215006,0.990258,0.3383584,1.3877594,0.80506855,1.1047239,0.7671406,1.0326301,1.0024077,0.8834597,0.9063997,1.1282381,1.3119141,1.480861,1.4066253,1.3033204,1.453593,1.2840805,0.6182876,0.20348954,0.3281598,1.1971363,1.4677025,1.4430374,1.2026434,1.2734208,0.9547341,1.2768959,1.4813344,1.0786334,1.1305933,1.050594,1.2912785,1.1880624,0.752906,0.6569499,0.48928398,1.3073862,0.0625633,1.1641761,0.7491135,1.2425829,1.2701468,0.6133429,1.4206194,1.2993275,1.0363269,1.2235415,1.4054484,1.3185229,1.3115101,0.0,0.43717194,1.3722295,1.3009458,1.3623624,1.2578363,1.4918844,1.0885773,0.72424555,1.1008185,1.3897768,1.0042901
table,0.502763,1.3282517,1.4154079,1.056436,0.5338629,1.0481062,1.2557335,1.1883543,1.0064257,0.45922494,0.40332246,1.3939302,0.9679155,0.9731718,0.9533275,1.0159887,1.3203101,0.8947238,0.6823782,1.058093,1.1199118,0.72277445,1.4723458,1.169312,1.4801179,0.79485863,1.0213335,0.64476395,1.3873005,0.60653055,1.0286394,0.85143507,1.0419186,1.1347662,1.3099988,0.8807758,1.5041976,0.41295743,1.1119862,0.5538839,0.87748706,0.9438686,1.2811091,0.95603,1.2491703,1.306418,1.3496319,0.80652523,0.85836285,1.35165,0.72084373,1.2033277,1.1081184,1.396479,1.0307261,0.579106,1.3902107,1.3743402,1.1560752,0.7908516,0.7935847,0.9308339,1.4644582,0.51240736,0.76502955,0.5476663,1.2355782,0.9622019,1.0805386,0.6925975,0.76477706,0.73782766,1.0099373,0.7973709,1.0726503,1.3929839,1.3716102,1.5882003,1.4303427,1.4706808,1.256877,0.78794277,0.5115176,0.5983582,1.2829559,1.5101776,1.4554112,1.172048,1.1844583,0.88140106,1.3176459,1.3940568,1.27847,0.8265096,1.0832231,1.34788,1.2639661,0.88128686,0.55891526,0.7809843,1.1494306,0.51663554,1.111646,0.86966735,0.95966715,1.1407338,0.5077794,1.4590808,1.2867228,1.1285725,0.9997026,1.2716064,1.4043696,1.371032,0.43717194,0.0,1.1350706,1.4848493,1.3702543,1.0574878,1.5224313,0.9323727,0.29574096,1.0080853,1.5262655,1.000898
tape,1.2539759,0.71366096,0.82019836,0.94194686,1.2446384,0.62046325,0.7250254,0.75607014,0.6358554,0.8015403,1.191818,0.9930463,0.90826315,1.3414081,1.1059924,0.679031,0.69790494,0.42636025,0.8457292,0.82245886,0.9487557,0.71320784,0.9037522,0.9462591,1.0627307,1.2439915,0.72587657,1.037349,1.041329,1.4006078,1.0356178,0.96906084,1.0730776,0.78150433,0.784065,1.0076718,0.9450059,1.011697,0.72399575,0.82823503,1.1700516,1.2122376,0.9058116,0.8700797,1.2632381,1.1388519,0.78424716,1.1781317,1.2855362,1.186816,1.1204726,1.0179713,0.9229879,0.7589166,0.7100495,1.0257856,1.2028465,0.9123392,0.5948472,1.3699628,1.0226012,1.1218942,1.0748937,1.3914003,0.7335172,1.3745341,0.7242371,1.1795844,0.90525687,1.2008688,0.4935074,0.81478775,1.0455278,1.1276333,1.0650302,1.1755171,0.74304,1.1507719,1.0627064,0.8832418,0.95053124,1.2824719,1.4086334,1.3455191,1.0386491,0.9761855,0.96618956,0.81363744,0.7987932,1.1210896,1.0190649,0.67690575,1.2348075,0.7378626,0.82784724,0.88799554,0.9278705,1.1895272,1.1996683,1.3685987,0.6036625,1.4066336,0.8571862,1.1618904,0.61239046,0.60948396,1.0447962,1.019321,0.75298595,1.013354,0.7960237,0.7077069,1.0442396,0.9712322,1.3722295,1.1350706,0.0,1.1657648,0.8937436,0.7553402,0.92381966,0.6870688,0.8551685,0.7283509,1.01157,0.9797889
toe,1.349844,0.7182894,0.67957467,0.97098464,1.235597,0.98146635,0.68112266,0.7683226,1.3496896,1.4502733,1.3456246,0.8145869,1.1045536,0.83523834,1.1406842,1.2731835,0.9152134,1.2977715,1.4250953,1.1691577,1.15716,1.3330151,0.74581575,1.1035794,0.4103191,1.1778,1.1291907,1.3450602,0.8226567,1.190583,1.0508367,1.0137112,1.0491017,0.95553017,0.9980272,1.0938425,0.60468024,1.4358866,1.1008877,1.2921394,1.175789,1.1373315,1.0520153,1.1489729,0.7333099,0.4306382,0.55296457,1.2146951,0.9691024,0.19254291,1.2445256,1.1305077,0.895095,0.82948804,1.0901897,1.118209,0.41250968,0.6573304,0.9414119,0.973178,1.1831224,0.74311996,0.61647135,1.2687993,1.2270627,1.1730978,0.9077884,1.113267,1.1285726,1.2244362,1.2070992,1.3660014,0.9640735,1.0961236,0.9756379,0.4619491,0.92377126,0.28583354,0.35922676,0.6028875,0.9846053,1.0446504,1.3190062,1.1279387,0.6505764,0.62410814,0.657583,0.7296595,1.0722328,1.1542163,1.0295146,0.8010862,0.35914683,1.3286779,1.2872324,0.99309856,1.0971751,1.119982,1.312448,1.070453,1.1043489,1.2172289,0.918463,0.9985023,1.1749507,1.0522325,1.1933734,0.5977926,0.85768414,0.76220584,1.0879922,0.77751756,0.7987168,0.7344707,1.3009458,1.4848493,1.1657648,0.0,0.6103913,0.9487881,0.73271173,1.1287528,1.5040371,1.2090948,0.41395903,1.2033135
tooth,1.3438272,0.7463693,0.6512609,0.81681055,1.3505206,1.0176299,0.8512578,0.6735905,1.0364387,1.3876956,1.3598711,0.76740074,1.1473279,0.96003103,1.2306826,1.0045924,0.8894742,0.9506198,1.2417431,0.9357501,0.8798848,1.2693276,0.74269974,1.1315393,0.61719036,1.2350649,0.96586394,1.1618946,0.7295607,1.318754,1.1200697,1.2085071,1.1359407,1.0176669,0.83988464,0.9579853,0.470127,1.348898,1.0594947,1.2552586,1.1597319,1.2169609,0.9844118,1.1324313,0.9066429,0.73220634,0.7011447,1.193607,1.1216128,0.7510209,1.2016064,0.9375328,0.92109144,0.39841586,0.789328,1.3180164,0.6730497,0.86231685,0.7522433,1.3097546,1.0790455,1.1187286,0.6387855,1.3247089,1.2163591,1.3710096,0.57097745,1.2898748,0.9264521,1.2480499,1.2146766,1.2999413,1.1057951,1.0757537,1.0188239,0.6117028,0.61232823,0.5612305,0.6846683,0.5959202,0.9101585,1.133252,1.4282861,1.3181391,0.95241696,0.4701121,0.4754194,0.7948073,0.98941153,1.0858672,0.8800097,0.62388164,0.7529993,1.1489766,1.1429288,0.8491417,1.0034288,1.1848226,1.310391,1.2949127,0.6040665,1.3352523,1.012877,1.2132418,0.77415526,0.9079259,1.1565633,0.5904277,0.9309266,0.9777395,0.8754656,0.46791255,0.6414486,0.6859406,1.3623624,1.3702543,0.8937436,0.6103913,0.0,0.7170434,0.67851007,0.996457,1.2876258,1.0925478,0.5443288,1.2399514
toothbrush,1.1475875,1.2363534,0.7749255,0.93885213,1.106368,1.0961528,1.0433097,0.41461372,0.8956604,1.0422496,1.2073462,1.0025209,1.2704138,1.2690258,1.3449923,0.9062863,0.9879912,0.8764403,1.0435538,1.0521108,0.7183944,1.0166104,1.0814314,1.185322,0.9645821,1.2701031,1.164282,0.9888724,0.93744034,1.2452347,1.1384667,1.0976148,0.92489016,0.9293198,1.1057786,1.0666027,0.5831487,0.95167035,1.1276609,0.8602573,1.1941283,1.1871467,1.0538895,1.0500616,1.2396026,0.8998276,0.9782609,1.2249047,1.1753758,0.85003555,1.025896,1.0680839,0.91595876,0.56412953,0.7033272,1.0094693,0.9355158,1.1055803,0.4244796,1.2642252,1.1336056,0.8274293,1.0343906,1.2340543,0.9717201,1.354665,0.25955206,1.2379367,0.90973914,1.0168569,0.8164052,1.0669028,1.1325904,0.90277225,1.1464618,0.900747,0.86149997,0.94811887,0.98034817,0.8899314,1.1586714,1.2248152,1.286985,1.3583907,1.0489157,0.6080076,0.5155545,0.47492254,1.0981379,1.0059149,1.0487659,0.93240666,0.95107514,1.0156779,1.0814458,1.1042793,1.1310165,1.1968379,1.0766625,1.2435886,0.42623115,1.2805583,0.9897494,1.3294535,0.48119646,1.0342429,0.97224885,0.95143855,0.9050526,1.1497413,0.9166945,0.2883364,0.6795493,0.96522176,1.2578363,1.0574878,0.7553402,0.9487881,0.7170434,0.0,0.9085832,0.7408648,0.9174939,1.0586649,0.9011194,1.0469198
towel,1.4925745,0.7124748,0.5852064,0.9312421,1.4455948,0.9478901,0.7529793,0.95570254,0.81474257,1.3844965,1.4286108,0.3548491,0.94516486,1.057969,1.0822686,0.822619,0.45741713,1.0291278,1.2158608,0.92860293,0.82956773,1.063572,0.34167498,0.81832236,0.54671556,1.3676555,0.84810525,1.2654004,0.45366287,1.3705419,1.1059873,1.3613725,1.0083319,1.0432951,0.6149456,1.2541993,0.32466936,1.4630395,0.6304084,1.3361082,1.3006101,1.360537,0.5383719,1.1239944,0.878688,0.9530348,0.49488497,1.1885127,1.2155052,0.82399774,1.3413363,0.77869046,1.0018317,0.4349118,1.0399749,1.4159601,0.62782174,0.9820014,0.8330074,1.3893492,1.2536136,1.3039967,0.43250573,1.4686983,1.1531347,1.454252,0.6801215,1.164015,0.85291076,1.3621746,1.2862068,1.0448732,1.3364631,1.3425431,1.156311,0.48527354,0.29704225,0.50171614,0.6541237,0.5507363,0.6351654,1.2849565,1.5143336,1.4173447,0.42045844,0.38314354,0.45242965,1.0001779,0.8528849,1.2035744,0.62636214,0.34561884,0.8973366,1.1434044,1.1104674,0.5394575,0.6429537,1.1710663,1.4163966,1.3709776,0.7970034,1.4466395,1.0948807,1.1011434,1.0576013,0.5558821,1.438287,0.4474945,0.7446171,1.0006573,1.0282304,0.800065,0.49188185,0.52440464,1.4918844,1.5224313,0.92381966,0.73271173,0.67851007,0.9085832,0.0,1.1481841,1.3354824,0.9835773,0.54922885,0.9471934
toy,0.8828029,1.2159873,0.9772643,1.0687408,1.115688,0.9150297,0.9621208,0.9349679,0.81273425,0.82647705,1.0030571,1.1959935,1.2606456,0.9426067,1.1978819,0.87651205,1.0603504,0.9567539,0.73724174,1.0799427,0.9896577,0.889534,1.2267201,1.1849911,1.0684358,0.99881464,1.1652734,0.9866712,1.0010849,1.087288,1.0774674,0.9867544,0.88890123,0.86947536,1.2081693,0.8419777,1.106174,0.7676523,1.1875278,0.767255,0.9205129,0.69164217,1.2879176,1.096575,1.0407786,1.1178021,1.0027233,1.107186,1.0351293,1.1538806,1.0124543,0.93666893,0.60841405,1.0061567,0.16041291,0.94851923,1.178944,0.8864267,0.2832979,1.1727358,0.9142238,1.0065436,1.1151054,1.1130673,0.8380422,1.2517105,0.93986946,1.2019634,0.94202036,1.042094,0.72982526,0.97617805,0.7534116,1.0788932,0.97085303,1.1512122,0.8867732,1.2063713,1.0838413,0.97903055,1.1355488,0.982138,1.0790873,1.264121,1.3298459,1.1308677,1.0852988,0.9871781,0.99891233,0.92916006,1.0084285,1.1244311,1.2030623,0.98399335,0.7864759,1.0556059,1.2552248,1.0143888,1.043159,1.235387,0.41967607,1.0949106,0.59869623,1.2835999,0.78768176,1.1397817,0.8730863,1.0033478,1.1293802,1.1846993,1.0062785,0.9517891,1.2937326,0.97669244,1.0885773,0.9323727,0.6870688,1.1287528,0.996457,0.7408648,1.1481841,0.0,0.92545694,1.0549604,1.0634605,1.0276402
tray,0.77529967,1.1651633,1.4005375,0.99493635,0.763781,0.974494,1.1512278,1.1565887,0.7488391,0.43835998,0.61196744,1.1707535,0.8145281,1.1569507,1.051392,0.7045626,1.2229197,0.565561,0.61379486,1.0131005,0.94956666,0.7297077,1.2692773,1.0282876,1.4548233,0.97406995,0.76929617,0.74356425,1.3891461,0.85515934,1.0872384,0.8669605,1.0940747,1.0464691,1.0594374,0.93384874,1.3543081,0.42110705,1.0139949,0.5465594,1.0161059,1.1405418,1.1280227,0.71545243,1.3303905,1.2922306,1.2878171,0.81231904,1.0096453,1.3302722,0.905723,1.2041116,1.1824923,1.1142111,1.0415844,0.7171954,1.3642259,1.401366,1.0491685,0.9767984,0.9042327,0.9910339,1.4252937,0.73133206,0.8063258,0.7933245,0.88072103,1.0318562,0.9651792,0.8425294,0.80876315,0.7480099,1.1593997,0.86659414,1.1829566,1.4092066,1.2067486,1.492864,1.3938206,1.3832387,1.0330584,0.9539551,0.7169274,0.8226985,1.1840397,1.2793751,1.2535354,1.1671339,1.1511636,0.8830224,1.2784752,1.0811497,1.3536975,0.8050361,0.9790378,1.073765,1.1134725,1.0134368,0.7322935,1.0045123,0.9603392,0.79886943,1.1000446,0.96499044,0.7872573,0.7481556,0.61082387,1.3957071,1.1087775,1.1848936,0.95623344,1.0617563,1.2109972,1.3611832,0.72424555,0.29574096,0.8551685,1.5040371,1.2876258,0.9174939,1.3354824,0.92545694,0.0,0.8648303,1.4432914,0.94307446
