,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,elephant,face,finger,fish,flower,foot,fork,frog,game,giraffe,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,sink,slipper,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
fork,1.2978671,0.7828779,0.67401886,1.1867921,1.0437378,0.8196504,1.1253253,0.7201842,0.75920385,1.2603165,1.4004092,0.38417578,0.8947282,1.1337569,1.2949524,1.384294,1.3007946,1.2915757,0.7976906,0.70542765,1.0588679,0.774732,0.70314384,0.6628875,0.72180337,1.313838,0.9485184,0.9037152,1.2705032,0.7873404,1.1667367,1.1724088,0.39581466,1.126518,0.6772517,1.4462132,1.4219534,1.1543579,0.878163,1.2693541,1.2872994,0.7695378,1.3332378,1.2179489,0.6749757,1.015751,1.1081126,0.8992983,0.0,1.1664777,1.2122581,0.8696625,0.62195075,0.79026616,1.0052307,0.99078274,1.2023649,1.074931,1.0725425,0.799593,1.210268,0.87788266,1.3902171,1.2857449,0.38284266,0.98373175,0.8192591,1.1275269,1.0938066,1.1499443,1.2854071,0.42857587,0.6234532,0.7324394,0.52380353,0.70537055,0.7066241,1.0447304,1.2693374,1.3533947,1.1642532,1.3126166,0.4654041,0.46131688,1.0068011,1.3226862,0.52498156,1.0743597,0.9915597,0.62181497,1.198462,0.8254457,1.2595975,1.1964201,0.93845755,1.3628402,1.1916457,0.8762418,1.3638865,0.55365527,1.0965421,0.9614196,0.3954308,0.7699836,0.45509052,1.1683077,1.352739,1.3711448,0.7926306,0.58311224,0.6368845,1.0099889,0.7652142,0.9796508,0.87857205,0.9245784,0.8125227,0.20700389,0.8933164
frog,0.35223722,1.1016431,0.96200854,1.2271703,0.96321857,0.9635869,0.81689405,1.0564985,1.3063141,0.91015565,1.1121992,1.2018945,1.1334627,0.9701209,0.7005847,1.0645039,0.9281808,0.7366747,1.1536176,1.1817052,1.106388,0.91735846,1.1864067,1.3120667,0.8415012,1.0768663,1.1698601,1.0544351,1.1627018,0.9659567,1.1501229,0.85307205,1.0778096,1.146403,1.1919101,0.66692376,0.7834039,1.2195442,1.1479636,1.240973,0.7722713,1.0130181,0.99108917,1.0106776,1.1519814,0.2612257,0.703421,1.10796,1.1664777,0.0,0.97959816,1.0725336,0.99390227,0.98079336,0.9317653,0.74594533,1.1140723,0.6784664,1.1088512,1.0575949,0.71338236,0.9577799,1.1771736,1.1671354,1.1246674,1.113347,1.1380279,1.2140594,0.82912934,0.9298158,1.0228472,1.0831348,1.2204494,1.2058897,1.2887921,1.1333097,0.90192544,1.2597035,0.7120972,1.2058992,1.160928,0.9178101,1.078296,1.0702653,1.1092707,0.81281006,1.1553354,1.0082937,0.86238253,0.957588,0.70146227,0.8951013,0.9513471,0.9841625,1.2558851,0.57223904,1.0034225,0.7760536,1.167784,1.2676737,1.0815827,1.0743417,1.2503681,1.0723816,1.0293928,0.8734016,1.2202662,1.0931933,0.9157208,1.1282856,1.1670061,1.0606065,1.1794055,0.7118107,0.99918914,0.958083,1.1235411,1.1463604,1.1995714
game,0.8263533,1.2124566,1.1603229,0.92099917,1.0046977,1.1572279,0.8400887,1.1476324,1.1218673,0.87579584,0.7891792,1.1756921,1.0403098,0.91816556,0.93697137,0.7958633,0.908525,0.69226635,1.1625147,1.1856276,0.82733047,1.0682362,1.1854594,1.2381959,1.1124177,0.9999396,1.1025636,1.1192366,1.0361863,1.2388045,0.9570673,0.92766863,1.2073421,1.0481137,1.2082481,0.86255836,0.81212234,1.0501704,0.94614065,0.8825194,0.958837,1.1906912,0.90195465,0.945689,0.97850674,1.0499041,0.9491274,1.0968487,1.2122581,0.97959816,0.0,0.9550146,1.0509133,1.2015187,0.9614182,1.0463794,0.9831687,1.0069871,0.8880805,1.1038158,1.0081391,0.9251946,0.9031206,0.8132405,1.1816356,1.1129359,1.2210644,1.0774969,1.0558997,1.0186539,0.8551539,1.0951533,1.1648192,1.1995585,1.0939884,1.179866,1.138226,1.0726132,1.0032803,0.853343,0.85124505,0.6757939,1.1447856,1.1796085,0.9389364,0.91622657,1.1242961,1.0332787,1.0373784,1.1665552,1.0163984,1.1212441,0.87055856,1.0036472,1.1535923,0.9129587,0.88474035,0.88026655,0.92318225,1.2141457,0.81545836,1.0696326,1.2507441,1.2021127,1.1071318,0.9702366,0.9169538,0.85582787,1.1408436,1.1794809,1.1204357,0.94087535,1.191148,1.0904415,0.91391736,0.9835815,0.9574379,1.2125374,1.1606212
giraffe,0.94350874,1.0909412,1.1393495,0.81735384,1.0746927,1.1940671,0.9620193,1.0389029,0.89190865,0.93118757,0.9801637,0.9551953,0.93827564,0.9456448,1.1166975,0.86688566,0.9187036,1.1477757,1.200973,1.2245864,0.8824268,1.14416,1.1850307,1.0991344,1.0032096,0.7644718,1.0093462,1.27845,1.0510706,1.1461321,0.9155764,0.7358184,1.0820925,1.0618243,1.1782285,0.9490958,1.1298411,0.9168761,0.80948746,0.84223664,1.0924056,1.1159501,0.9893223,0.951326,1.0152099,0.9997702,0.89552796,1.0440845,0.8696625,1.0725336,0.9550146,0.0,1.0413316,0.9871668,0.6969643,1.038412,0.9884763,1.2259221,0.89228916,1.2145733,1.0252893,0.99560046,1.0255141,0.96942997,0.95332295,1.1065683,1.2336826,1.0145073,0.71481967,1.0096419,0.8237188,0.9847847,1.0956788,1.0692457,0.83334917,1.0585166,1.3006903,1.0757197,0.98816025,0.7929641,0.72249395,1.1124516,1.0992184,1.0836265,0.6744525,1.0208458,0.79802334,0.9394007,1.068291,1.1953888,0.9969552,1.2003244,0.8682083,1.1728241,1.1393023,1.0587968,1.1029389,0.9905142,1.0031219,1.0093379,0.79331535,1.0735449,1.0621898,1.0444086,0.8960911,0.9309498,0.9538713,1.0090618,1.2865329,1.0106472,0.98627204,0.9412937,1.0660884,1.2245791,1.0838052,0.96571517,0.9799738,0.8676153,1.1433165
glasses,1.0887268,0.9078266,0.977242,1.1079406,1.2317848,1.0336262,0.9793332,1.0661361,1.0453677,1.1468608,1.1626761,0.78589255,1.1032372,0.6393674,1.0785376,1.183749,1.216879,1.1774505,1.0576133,1.0762038,1.1938816,0.95444894,1.0736039,1.1206361,0.9896287,1.1310538,1.2134109,1.1658556,1.036017,0.896319,1.2043746,1.1095138,0.8155457,1.3126452,1.031459,1.066585,1.116004,1.1524445,1.0670172,1.0666809,1.0565388,0.67427063,1.1009256,0.75109524,0.8522606,0.8997106,1.1538839,0.82670456,0.62195075,0.99390227,1.0509133,1.0413316,0.0,0.9365086,0.965953,0.8458462,0.84456605,0.9934508,0.9327113,0.8190331,1.1600039,0.98770744,1.1767032,1.0082219,0.5449213,1.2189591,1.1526489,1.0619795,1.0484366,1.161321,1.110491,0.3579203,0.91910124,1.0969859,0.69394314,0.57035214,0.8565313,1.2441778,0.90451,1.1830946,0.980153,1.0457764,0.8256143,0.76549286,0.9641682,1.1820413,0.95111346,0.9124272,1.1866192,0.87354875,1.1276181,0.9229208,1.0903488,1.1528429,1.2610122,1.1001983,0.893746,0.72980136,1.0792845,0.9499643,0.8628067,1.1245301,0.8076174,0.8362478,0.8416311,1.1121525,1.1778361,1.2283456,0.8819969,0.6464295,1.1335447,1.083345,1.1308517,0.94577324,0.97531587,0.95580643,1.0682654,0.61226034,1.0434417
glove,1.1343104,0.36598146,0.6893805,1.190737,0.7820316,0.79910594,1.063112,0.8145082,1.2242012,1.3067828,1.3972173,0.90015346,1.135105,1.1459728,1.1333687,1.3637346,1.1160804,1.2339327,0.8491026,0.7528152,1.3008213,0.69965875,0.78082407,0.7816298,0.9714301,1.1805131,0.98151076,0.7833528,1.3722057,0.8407284,1.1636723,0.96330166,0.7690614,1.2877417,0.7424768,1.1062948,1.2057992,1.33288,1.1059152,1.2951057,1.1433669,0.65957326,1.1202887,1.2609129,0.74857616,0.897062,0.7521676,0.50661045,0.79026616,0.98079336,1.2015187,0.9871668,0.9365086,0.0,0.8217561,0.98984426,1.2680488,0.8042303,0.9683016,0.76080984,1.1332276,1.1838812,1.4003828,1.2212871,0.81871074,0.95643353,0.7318131,0.9925327,0.9752479,0.8238615,1.107221,0.8625902,0.8420703,0.76425934,0.87368166,0.6253614,0.72867596,1.1011641,1.0350276,1.3578455,1.1076115,1.325823,0.77498925,0.6836661,1.0672264,1.0279763,0.85735816,0.95772815,1.0021373,0.8011366,1.0840359,0.75647223,1.307666,1.265371,0.92757493,1.1616429,1.2457079,1.1462222,1.272619,0.43511164,1.1878235,1.1627625,0.45238966,0.23954105,0.77862984,1.0488514,1.3623431,1.372668,0.7672664,0.33411044,0.89781797,1.0214398,0.7726355,0.9520143,1.0142725,1.1222996,1.1976798,0.7566696,1.0448244
grass,0.82480115,0.96681994,1.1763322,1.0637509,1.1174805,1.1291885,0.9527458,1.042387,0.96011007,0.92648107,1.0517223,1.0959846,0.91306376,0.99548334,0.9397892,0.9277215,0.92384183,1.1081506,1.1991264,1.1965998,1.0430422,1.1592581,1.1636616,1.112799,1.0346576,0.84398556,1.006863,1.1971838,1.1513014,1.1377163,0.9140379,1.0482004,1.1051337,1.0800645,1.1836145,0.81131345,1.0877966,1.078194,0.98739034,1.0247515,0.9526975,1.1362824,1.0133171,1.0834076,1.057467,0.8887334,0.9327381,1.0249456,1.0052307,0.9317653,0.9614182,0.6969643,0.965953,0.8217561,0.0,1.0276629,1.0846438,1.0838469,0.976427,1.0380121,1.0425035,0.90064734,1.0948315,0.85387146,1.0181105,1.0685751,1.1440005,1.1078042,0.49342364,0.89735425,0.9987085,1.1278429,1.119333,0.9634995,0.92283,1.0194279,1.1695565,1.0544928,0.7462877,0.98731816,0.78425467,1.1290163,1.0637667,1.0465276,0.99294263,0.99822587,0.8563909,0.886989,0.96417457,1.080126,1.0085964,1.1140984,0.96439344,1.1175585,1.133188,0.8917845,1.0206356,0.8991005,0.93933225,1.0094233,0.85983604,1.0521607,1.0199023,0.8446882,0.9864929,0.99605215,1.052074,0.9301875,1.2689443,1.0190934,1.148516,1.052649,0.9585749,1.1473252,1.0550286,0.95184636,0.95641816,1.0115483,1.1479893
gum,0.9909077,1.0277722,0.80751383,1.2612207,0.9013753,0.8564531,1.1188306,0.7983823,1.2339009,1.1914089,1.1972749,0.97602314,1.0704883,0.9069717,1.1090989,1.2006855,1.0062065,0.6604356,0.98497224,0.9128812,0.8560334,1.0054965,0.92632616,1.0222235,0.9181394,1.1803539,1.1384943,0.90258163,1.0999285,0.9206139,1.2029847,0.98395115,0.8827043,0.98949325,0.9260607,1.0145726,1.0454876,1.1022248,0.9363196,1.2304087,1.1071326,0.8161875,1.0847167,0.8938385,1.067385,0.80396205,1.01475,0.99087715,0.99078274,0.74594533,1.0463794,1.038412,0.8458462,0.98984426,1.0276629,0.0,0.98345065,0.88267875,0.98311865,0.9401638,1.0027918,1.0516081,1.1731491,1.2499903,0.8991883,1.1345356,1.0448086,1.1803285,0.84746325,1.0010791,1.1905925,0.8367259,0.9884649,1.0864121,1.0491539,0.8106524,0.8499878,0.97202235,0.8937441,1.2338139,1.2421957,0.9047679,0.95869565,0.8988642,1.0375782,1.0120869,1.057944,0.7739326,1.0291191,0.8429975,0.99012405,0.9383319,0.88674307,0.8899419,1.0828074,1.0508525,1.1048002,0.8206613,1.1882248,1.0735976,1.174374,1.0526263,0.99378556,1.0717204,1.0251184,1.0588032,1.1956927,1.0207983,0.76247823,0.92652166,0.9178519,1.1109474,1.0743546,0.71978915,0.80737174,0.91259605,1.0175128,0.929119,1.0613382
hair,1.0076385,1.1638885,1.2631533,0.64692557,1.1714445,1.2181047,0.93044263,1.382423,1.061176,0.98030174,0.7341002,1.2366536,1.2418756,0.6085519,0.94814914,0.84643495,0.9222116,1.0800443,1.2575287,1.3417246,1.0646614,1.3227143,1.3249648,1.3292637,1.237714,0.73999524,1.2029426,1.2259185,0.37185037,1.1536834,0.99879503,0.88074565,1.3697968,1.0851434,1.3299999,0.9089515,0.69105816,0.7229918,1.0711814,0.6643477,0.8977531,0.8992407,0.827322,0.12319827,1.2816665,1.1587359,1.1463333,1.1157174,1.2023649,1.1140723,0.9831687,0.9884763,0.84456605,1.2680488,1.0846438,0.98345065,0.0,1.1426232,0.8114155,0.9815144,1.1370795,1.1175762,0.36781287,0.90316874,1.1293566,1.2316549,1.2641125,0.87836915,1.0138677,1.0495468,0.7187283,1.0317174,1.2494419,1.2843301,0.8520511,0.98533475,1.2540804,1.1565976,0.9149365,0.5978246,0.91830564,0.9124429,1.3461941,1.3210193,0.7668724,1.025578,1.3211743,0.86871135,1.096994,1.336301,1.1673307,1.2198026,0.823659,1.0341325,1.2007829,0.99445474,0.7175225,1.1019782,0.61891115,1.2897717,0.88736516,1.0990427,1.3485451,1.1582041,1.2189137,0.9038628,0.37413722,0.9428363,1.2796222,1.154726,1.2892731,0.79172146,1.2952155,1.2821256,1.2137042,1.0865129,1.1886883,1.2212223,1.0272764
hamburger,0.9393125,0.8797653,0.8579545,1.2600191,0.79894936,0.99013835,1.0937152,0.8764263,1.3081108,1.0777261,1.1936939,1.1303604,1.1791872,0.9884141,0.95243394,1.2349902,1.1078196,0.758982,1.019862,0.9579664,1.1197544,0.6920813,0.94799906,1.0256057,1.0469192,1.2474707,1.1014061,0.82280326,1.2621462,0.9923591,1.1690136,0.9085697,1.0292684,1.1029773,1.0078366,0.9469898,0.7923645,1.2578957,1.0392538,1.2345947,0.98643726,0.71714985,1.1633482,1.107887,0.9701484,0.8553561,0.6955894,0.86761737,1.074931,0.6784664,1.0069871,1.2259221,0.9934508,0.8042303,1.0838469,0.88267875,1.1426232,0.0,1.1110283,0.86840856,0.9120103,1.0182531,1.2184596,1.2175175,1.0807214,0.95868915,0.8873558,0.9733587,1.0809213,0.79444635,1.1733512,1.0890733,1.0224441,1.0224402,1.0700207,0.8223684,0.6875529,1.0510924,0.97771007,1.2924347,1.2987053,0.93242204,0.97016406,0.94952,1.1392747,0.87996423,1.1580195,0.9652028,1.0297704,0.9900645,0.9024004,0.74819565,1.0471392,0.9091636,1.0193999,0.92133814,0.9928657,0.9525232,1.220494,0.9892526,1.1761701,1.1448158,0.99394614,0.894065,1.0754786,0.96505153,1.2568737,1.1193862,0.84736234,0.83600485,1.020193,1.0726652,1.0106385,0.69111854,1.0680517,0.9386293,1.1362509,1.1383874,1.0566568
hand,0.93981665,0.88917804,1.235076,0.4485991,1.1566164,1.345053,0.72036576,1.2944664,1.1191648,1.044943,0.84923244,1.3112593,1.0191004,0.61835366,1.0724071,0.87972814,0.97335964,1.0775895,1.3961825,1.3998842,0.9980317,1.0586544,1.4232976,1.343967,1.1613767,0.98623556,1.0669484,1.3929685,0.9838886,1.2876822,0.94678456,0.56744134,1.3084369,1.1507666,1.4123129,1.0456582,0.8646151,1.0112586,0.9142401,0.7381294,1.0693554,0.7666656,0.94951373,0.84656686,0.60835874,1.0969939,0.97320676,0.6248206,1.0725425,1.1088512,0.8880805,0.89228916,0.9327113,0.9683016,0.976427,0.98311865,0.8114155,1.1110283,0.0,1.1596568,1.223543,1.0251478,0.8422344,0.73958015,1.1108087,1.2266234,1.3052727,0.8168638,0.93914825,0.79361486,0.56558216,0.93981904,1.2991133,1.2898728,0.5485006,0.8860189,1.2778573,1.1816994,1.0585493,0.7093731,0.7771976,1.0254053,1.2441806,1.2311794,0.5701133,1.1102073,1.1624292,0.69906473,1.148584,1.3997879,1.1942177,0.89569414,0.735378,0.9735613,1.2837605,1.0979737,1.0497375,0.85302424,0.70342886,1.095376,0.6251665,1.0945219,1.1357402,0.9310889,0.82836974,0.92502785,0.78290117,0.95737517,1.3341943,0.7130696,1.297786,0.4272753,1.294157,1.287895,1.0690552,1.0512729,1.1566552,1.075743,1.1577964
hat,1.2296668,0.72163826,0.8015008,1.3533754,0.8676127,0.7984212,1.2138668,0.81512105,1.1765394,1.140457,1.3259534,0.8230318,1.1455443,0.981765,1.1507868,1.3645062,1.1986256,1.0260096,0.73769534,0.7784514,1.2439594,0.7919483,0.75403076,0.7868904,0.93942297,1.2941338,1.0828892,0.81823206,1.1714648,0.76594305,1.21648,1.1976616,0.7509235,1.1658059,0.74310255,1.1944185,0.9294987,1.231454,1.1717142,1.2625768,1.1737885,0.69055486,1.2840604,0.9945744,0.86547846,1.0788122,1.0482781,0.9563718,0.799593,1.0575949,1.1038158,1.2145733,0.8190331,0.76080984,1.0380121,0.9401638,0.9815144,0.86840856,1.1596568,0.0,1.015405,1.1441053,1.2138466,1.2277919,0.8126401,0.891278,0.8502105,1.0988411,1.1014334,0.9207443,1.2175131,0.78339887,0.7618382,0.67371917,1.0186044,0.62338394,0.6276552,0.96348757,1.1982718,1.2874886,1.2484893,1.0875648,0.76184714,0.7723539,1.1962261,0.9840245,0.9749297,1.0312245,0.91845936,0.77564424,1.0159172,0.78199905,1.2514226,1.1970448,0.95605016,1.1599996,0.7230985,1.1909776,1.2424681,0.57466274,1.2573447,1.0593933,0.5524035,0.66599315,1.0797396,1.0648603,1.1972983,1.2871212,0.6009804,0.71043485,0.9309165,1.2929045,0.6891194,0.7718686,0.7945424,1.0055963,1.0850959,0.80453235,1.0048398
horse,0.73903894,1.13506,1.0241401,1.2427993,0.9540767,1.0302469,1.1389194,1.0496374,1.2412757,0.5150999,1.1060896,1.1757891,1.120038,1.1468968,0.81444746,1.056013,0.92010593,0.8050916,1.0164608,1.0638702,1.06804,1.0502753,1.0175639,1.0710663,1.0408396,0.9754431,1.1105042,0.9429521,1.1147972,1.0271438,1.1529635,1.1216836,1.1169566,0.99815667,1.0693443,0.5443354,0.89087266,1.130876,1.1192992,1.1544899,0.881296,1.1133977,0.767953,1.0782918,1.1754543,0.89863676,0.99402994,1.133632,1.210268,0.71338236,1.0081391,1.0252893,1.1600039,1.1332276,1.0425035,1.0027918,1.1370795,0.9120103,1.223543,1.015405,0.0,1.0208322,1.1255152,1.1519753,1.2049121,1.0166793,0.9903031,1.0875922,0.9332885,1.050477,1.156353,1.2304821,1.0800387,1.1403825,1.3507304,1.1336015,0.9917602,0.99792224,0.907522,1.1665475,1.1491836,0.8910886,1.0913708,1.1354159,1.2531247,0.35783732,1.2399635,1.1792997,0.83104503,1.0302442,0.047380686,1.0037603,1.0706942,0.9731101,1.0520076,0.52027786,1.0388455,1.0353569,1.1504464,1.1676519,1.1754056,1.0596837,1.2037963,1.1397941,1.1884936,0.9842732,1.1665387,0.98283076,0.897612,1.1955291,1.0743192,1.1688093,1.1105912,0.7855417,0.9687069,0.9160641,1.0612129,1.2683895,1.0740099
hose,0.82493806,1.2554085,1.1696396,1.0251288,1.0334176,1.1040463,0.9312896,1.0698338,0.8793464,0.8164838,1.0267763,1.0535866,0.9862417,1.1144919,0.9679862,1.0047233,0.9672723,0.98238945,1.07799,1.0606215,1.0116849,1.1403674,1.0637928,1.0375115,0.9308304,0.99917376,1.1324915,0.82197225,1.112953,1.0607307,1.0926857,1.1233017,0.97843343,0.89821553,1.117869,1.0605851,1.1656171,1.0033373,0.94546425,1.0231662,0.9932687,1.1746749,1.0395004,1.1479149,1.000973,1.0562474,0.9900486,1.0596296,0.87788266,0.9577799,0.9251946,0.99560046,0.98770744,1.1838812,0.90064734,1.0516081,1.1175762,1.0182531,1.0251478,1.1441053,1.0208322,0.0,1.0797414,0.9300762,1.0245684,1.0775553,0.95805836,1.0142479,0.96019846,1.0359824,1.0383534,1.1061711,1.1054703,1.0464069,0.93948936,1.167105,1.1678772,1.0376848,0.96083254,1.0684536,0.997793,0.83257955,0.81199265,0.9508593,1.1143789,1.1752144,0.985695,0.9358675,1.0375572,1.0307182,1.0642276,1.0184425,0.9694866,0.6797482,0.98832536,0.97769827,1.0421485,0.37941778,1.0092062,1.0973254,0.8948983,0.81696016,1.1080143,1.2168432,0.8340157,1.06704,1.0942119,0.8852141,1.0574522,1.1837019,1.0999686,0.95365137,1.0400205,1.0228215,0.9663276,0.8788673,0.45841515,1.0137649,0.95179534
jacket,0.94594014,1.2410996,1.3610189,0.4899001,1.1303651,1.2778866,0.87077975,1.3858596,0.92247105,0.9345549,0.37621439,1.3375759,1.040974,0.6851455,0.9532939,0.4922337,0.7495973,0.9869811,1.3093562,1.3740028,0.849844,1.4323695,1.3731016,1.3357444,1.2899879,0.61218536,1.021623,1.234632,0.40448225,1.2790008,0.7328418,0.82682526,1.4955652,0.8873999,1.3995087,0.8455808,0.59378654,0.65702176,1.0317307,0.5088904,0.8895545,1.217698,0.72257084,0.44923687,1.3065941,1.2226448,1.1465169,1.2562897,1.3902171,1.1771736,0.9031206,1.0255141,1.1767032,1.4003828,1.0948315,1.1731491,0.36781287,1.2184596,0.8422344,1.2138466,1.1255152,1.0797414,0.0,0.7273884,1.3673339,1.126409,1.2382625,0.9725671,1.0756269,1.0082394,0.566008,1.3165358,1.3156663,1.2618314,0.98915213,1.34551,1.4602953,1.0365752,0.93936455,0.21868563,0.76229244,0.81196964,1.4600538,1.4977407,0.7371577,0.9950293,1.2410486,0.9586707,1.0924454,1.4268057,1.1673356,1.2804222,0.6681003,0.9392141,1.12471,0.996456,0.7114749,1.149273,0.498434,1.3859487,0.7999558,1.0178095,1.4857852,1.2803513,1.2847459,0.8632493,0.037224352,0.7032453,1.3850441,1.3916259,1.268245,0.7258274,1.2505816,1.3533275,1.1981268,1.1141511,1.0979731,1.3888729,1.0295539
jeans,0.89013875,1.049598,1.524934,0.59941673,1.3027849,1.3492373,0.7542738,1.3003519,0.7815883,0.9125793,0.57430536,1.3251634,0.718556,0.7830616,0.9147664,0.4994198,0.88503116,1.0390352,1.3534971,1.4346398,0.9499369,1.263965,1.4147,1.3100576,1.2053314,0.7142252,0.86896145,1.4000783,0.7894373,1.2838444,0.59171414,0.954543,1.405854,0.9963384,1.4240079,0.98249024,0.92734313,0.8032305,1.0447346,0.53703433,0.9077672,1.2454662,0.78083944,0.9258448,0.98439485,1.1647289,1.1900479,0.8423125,1.2857449,1.1671354,0.8132405,0.96942997,1.0082219,1.2212871,0.85387146,1.2499903,0.90316874,1.2175175,0.73958015,1.2277919,1.1519753,0.9300762,0.7273884,0.0,1.2687439,1.0143687,1.3647183,0.82457,0.98801124,0.88076204,0.6477275,1.1570578,1.3623413,1.0101832,0.9530984,1.2286556,1.4029034,0.9364832,1.0147811,0.5950432,0.16399729,0.90779364,1.342963,1.3742603,0.8373853,1.1180346,0.9994905,0.8341122,1.1518012,1.4035318,1.1509322,1.1435182,0.8707503,1.074134,1.0866196,0.96555084,0.88834864,0.8744273,0.3070222,1.2294235,0.27719843,0.9925588,1.2765017,1.0480741,1.1325587,0.93638325,0.6613431,0.60516346,1.4245286,1.1309536,1.416276,0.8676007,0.9903693,1.3503618,1.1494868,1.0500193,0.90469784,1.2642962,1.073055
knife,1.2742915,0.86201704,0.70126,1.2530055,1.1993532,0.72775334,1.1079577,0.8566512,0.896971,1.2259177,1.3117776,0.28729832,0.9925803,1.1159549,1.2479458,1.347059,1.3359325,1.2172048,0.6535711,0.55561984,1.0712118,0.79120773,0.5891249,0.752264,0.7204752,1.2139829,1.1153299,0.9932295,1.1538323,0.6751261,1.231234,1.2812328,0.25510156,1.2288187,0.50799906,1.3098644,1.4059802,1.2072651,1.0379027,1.3085073,1.206017,0.8092496,1.2332513,1.1099157,0.7815431,0.93402207,1.2146276,0.9619763,0.38284266,1.1246674,1.1816356,0.95332295,0.5449213,0.81871074,1.0181105,0.8991883,1.1293566,1.0807214,1.1108087,0.8126401,1.2049121,1.0245684,1.3673339,1.2687439,0.0,1.1537883,0.94720083,1.1097397,1.1046286,1.2952926,1.3217142,0.30701548,0.46097553,0.8899532,0.7062928,0.5857841,0.6544042,1.1680114,1.1431358,1.413007,1.1479046,1.2732863,0.3400396,0.28012145,1.0981104,1.3266449,0.5187057,0.9854339,1.0978239,0.42428124,1.1630116,1.0193743,1.3522376,1.2112777,1.036142,1.3026731,1.1174405,0.97521603,1.244497,0.70440245,1.0703259,0.9703246,0.4716617,0.8509128,0.6558348,1.1532925,1.3618847,1.3689939,0.8088094,0.6298624,0.6362645,1.1456778,0.9216821,0.9130704,0.9155408,0.90862775,0.9051624,0.26991606,1.0275083
ladder,1.1515081,0.99574953,0.9486866,1.1578851,0.90995294,0.9732341,1.2180585,0.53276896,0.83886904,1.1385908,1.1626511,1.0028521,0.7915925,1.2831473,1.1549757,1.1411272,1.0974535,0.9311693,0.7818066,0.81481695,0.77326286,0.94050837,0.76887536,0.6215931,1.0048478,1.1606244,0.56924605,0.9023892,1.1319497,0.98184764,0.8727678,1.1501212,0.87547475,0.5803542,0.7965498,1.160081,1.0903178,0.850359,0.91665626,1.1728892,1.174541,1.0273352,1.1529773,1.2784361,1.006953,1.1486732,1.0277236,1.0620736,0.98373175,1.113347,1.1129359,1.1065683,1.2189591,0.95643353,1.0685751,1.1345356,1.2316549,0.95868915,1.2266234,0.891278,1.0166793,1.0775553,1.126409,1.0143687,1.1537883,0.0,0.5563979,0.9804964,1.1037307,1.0761564,1.1985277,1.1164944,0.9669266,0.5451978,1.064321,0.98382914,0.95171374,0.4817834,1.1786559,1.1604277,1.0203646,1.0059719,0.8775364,0.896601,1.197185,0.9363853,0.94966424,1.1299415,0.7521128,1.0065147,1.0238202,0.9912984,1.0147604,0.8901952,0.572724,1.1492834,1.1935468,1.1226758,1.1478915,0.8946131,1.2564939,0.8534295,0.91029745,0.9805128,0.8986587,1.007425,1.117925,0.77837557,0.90025985,0.9992311,0.83171284,1.0518663,0.5483277,0.8536786,0.89139926,0.97707313,0.84345526,1.0176798,0.7238792
lamp,1.2579241,0.9375861,0.5858363,1.3676839,0.7213805,0.6971116,1.3348176,0.6672973,0.8892192,1.1719517,1.3092494,0.76485467,1.1229312,1.3667421,1.1925287,1.3867052,1.1765482,1.0448555,0.5571369,0.44885266,1.0456666,0.9238891,0.44593,0.41859996,0.8990707,1.2231878,0.8214793,0.4974286,1.2188094,0.79437363,1.1089424,1.326014,0.66757333,0.8598834,0.48055047,1.2470859,1.225455,1.0048219,0.90451014,1.3136382,1.181587,0.8980734,1.2371554,1.2889407,0.97090834,1.1460809,0.93153167,0.99921036,0.8192591,1.1380279,1.2210644,1.2336826,1.1526489,0.7318131,1.1440005,1.0448086,1.2641125,0.8873558,1.3052727,0.8502105,0.9903031,0.95805836,1.2382625,1.3647183,0.94720083,0.5563979,0.0,1.0293434,1.1248829,1.1575077,1.416255,1.0670708,0.663497,0.66847897,1.046546,0.8315182,0.7443485,0.7291825,1.1729012,1.3354058,1.3796914,1.0750203,0.65159976,0.6531897,1.4263964,1.0032269,0.98729306,1.1929915,0.73132193,0.70749086,1.0244012,0.93087643,1.2555778,0.80557775,0.5137161,1.2086357,1.2338103,1.0870589,1.3247905,0.73025763,1.4616442,0.7649051,0.71558344,0.9015629,0.71133906,1.1061964,1.2593992,1.0441904,0.6239532,0.90979683,0.62567514,1.0925503,0.6783813,0.78539133,0.8130562,1.0784856,0.8840113,0.8776694,0.6137907
