,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,elephant,face,finger,fish,flower,foot,fork,frog,game,giraffe,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,sink,slipper,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
sprinkler,0.9280699,0.90198755,1.0905683,0.74637413,1.0389199,1.2010685,0.87203157,1.0741757,1.2031274,0.9491971,0.93091667,1.2303898,1.1145929,0.88153344,0.9433278,1.0123192,1.0547967,1.0591159,1.2058315,1.2170018,0.98972327,1.1551507,1.2318504,1.2047154,1.0722822,1.0096705,1.04451,1.1054543,0.8968967,1.1312816,0.99500716,0.75932163,1.2276027,1.0605185,1.2347267,0.947357,0.7258794,0.94768214,0.89795005,0.8340018,0.94153756,0.98661417,0.97694343,0.88057476,1.1359015,0.9958813,0.9775021,0.96449435,1.1683077,0.8734016,0.9702366,0.9309498,1.1121525,1.0488514,0.99605215,1.0588032,0.9038628,0.96505153,0.92502785,1.0648603,0.9842732,1.06704,0.8632493,0.93638325,1.1532925,1.007425,1.1061964,0.91059065,0.89798385,0.98332113,0.7749444,1.1445045,1.2731035,1.1045891,1.0045605,1.0851423,1.1491168,1.0439178,1.0199959,0.90212005,0.8681741,1.0950648,1.2347128,1.2184565,0.87415946,0.9922658,1.1748267,1.1319952,1.0108135,1.2213157,0.96618867,1.0105336,0.8709798,0.99778736,1.1257625,0.89363706,0.95340097,1.0369295,0.8326596,1.110098,0.93218476,1.0742186,1.1656839,0.9966558,1.0692321,0.0,0.8458473,0.95450306,1.1405997,1.0237769,1.1100087,0.91027534,1.0756484,1.0669372,1.140397,1.0192298,1.1076362,1.1817855,1.1676713
sweater,0.9862171,1.1971488,1.3678356,0.43695188,1.1564112,1.3019651,0.85412693,1.3851435,0.89130217,0.9511943,0.38773775,1.3306103,1.0330354,0.69013995,0.9942922,0.49188793,0.7711656,1.0502499,1.3160291,1.397343,0.88374406,1.4330666,1.3819587,1.3255537,1.3137709,0.5475946,1.0033647,1.2725141,0.42452317,1.2988818,0.70872486,0.780673,1.5083563,0.90876645,1.4090182,0.8828758,0.63060164,0.65621006,1.0398506,0.4880054,0.9241159,1.1850789,0.7144801,0.4564548,1.2541227,1.2553799,1.1342008,1.2264893,1.352739,1.2202662,0.9169538,0.9538713,1.1778361,1.3623431,1.052074,1.1956927,0.37413722,1.2568737,0.78290117,1.1972983,1.1665387,1.0942119,0.037224352,0.6613431,1.3618847,1.117925,1.2593992,0.9515418,1.038899,0.9862546,0.5345887,1.3128891,1.3202842,1.20348,0.927337,1.3196627,1.4703488,1.0433519,0.9790786,0.19351375,0.68371046,0.86301816,1.4700912,1.502795,0.66910625,1.0116837,1.1899594,0.93522877,1.1180803,1.462531,1.1963203,1.2685616,0.6909725,0.9892322,1.1242518,1.041558,0.76119244,1.1576558,0.43765295,1.3535552,0.7314561,1.0410241,1.4603682,1.2314354,1.2481085,0.8458473,0.0,0.7252661,1.424004,1.3444724,1.2828155,0.7105639,1.1929401,1.4206387,1.2244993,1.133618,1.0981772,1.3573347,1.0396483
table,0.9283915,1.2666819,1.4064255,0.81916267,1.1337438,1.3285495,1.0363685,1.064354,0.68337816,0.92668056,0.55540574,1.3575726,0.6615951,0.9260843,0.9602615,0.53303057,0.7790373,0.57404953,1.2905499,1.1667769,0.4186319,1.3098722,1.18933,1.0819167,1.1893852,0.7756697,0.6360091,1.2410315,0.76580256,1.3198082,0.57540953,1.0497464,1.4070804,0.48723942,1.3146561,0.90163267,0.81575394,0.6572565,0.7260698,0.76414657,0.9390257,1.4032068,0.8928305,0.99148726,1.3054008,1.1471851,1.1347942,1.1822816,1.3711448,1.0931933,0.85582787,1.0090618,1.2283456,1.372668,0.9301875,1.0207983,0.9428363,1.1193862,0.95737517,1.2871212,0.98283076,0.8852141,0.7032453,0.60516346,1.3689939,0.77837557,1.0441904,1.0793267,1.0142511,0.9621713,0.926299,1.3749487,1.3285068,1.2474421,1.1235482,1.3924906,1.4281219,0.5874796,0.9510337,0.7119506,0.73553556,0.58763814,1.3044678,1.3705473,1.0295094,0.9914935,1.0704179,0.8559513,0.9077343,1.3157458,0.99819183,1.2529879,0.700494,0.8011674,0.87469745,0.9473747,0.88145196,0.7472441,0.656819,1.3861184,0.80917966,0.7405852,1.4076338,1.3043709,1.1835243,0.95450306,0.7252661,0.0,1.3079925,1.4480128,1.2520304,0.91228604,1.2415137,1.1007653,0.88835055,0.9696191,0.68936753,1.434052,0.8960225
tape,1.1883934,0.876642,0.45805115,1.5120358,0.5949267,0.4973135,1.2039897,0.627647,1.2132542,1.1435609,1.4548329,0.693731,1.1345636,1.2323613,1.0890377,1.4802902,1.1935979,0.97472745,0.51926905,0.44717908,1.174708,0.682096,0.5305233,0.612831,0.7929983,1.4121876,1.1361051,0.45156264,1.296833,0.5139636,1.3645055,1.2019918,0.54446495,1.1130608,0.4766897,1.2122169,1.3221393,1.2819545,1.0192858,1.4261246,1.1026155,0.83489114,1.3057101,1.2411978,0.8888357,0.87461996,0.94847417,0.9719458,0.7926306,0.9157208,1.1408436,1.2865329,0.8819969,0.7672664,1.2689443,0.76247823,1.2796222,0.84736234,1.3341943,0.6009804,0.897612,1.0574522,1.3850441,1.4245286,0.8088094,0.90025985,0.6239532,1.1202861,1.2149936,1.1116834,1.3935974,0.8341596,0.5935828,0.75988245,1.2435235,0.78703207,0.457888,0.90965986,1.1692193,1.503361,1.4559817,1.1296878,0.5904718,0.5920111,1.2819598,0.97305983,1.032305,1.1797259,0.9238146,0.4380837,0.92137295,0.74296945,1.2498456,0.95226014,0.83332,1.098046,1.1956278,1.069145,1.4725485,0.5388913,1.3842697,0.91334087,0.5061211,0.8531643,1.0125881,1.1405997,1.424004,1.3079925,0.0,0.84065884,0.7625254,1.3673689,0.767609,0.57207626,0.5602239,1.0621116,1.0452421,0.8164717,0.887412
toe,1.2901872,0.3365445,0.72219694,1.0791581,0.9722759,0.95878196,0.9834116,0.81643367,1.1724353,1.3175561,1.3836242,0.8063253,1.1257845,0.88003165,1.2821021,1.4291518,1.3326887,1.2595826,0.9159781,0.8968595,1.2478894,0.6361951,0.89404756,0.8661643,1.0260036,1.3752403,1.0364645,1.0006411,1.3317795,0.8732136,1.211657,0.88079536,0.6978592,1.364162,0.8274963,1.3339895,1.2258873,1.331047,1.0924125,1.1885165,1.2716242,0.39540827,1.2583718,1.1301968,0.518285,1.0435352,0.93493706,0.33565712,0.58311224,1.1282856,1.1794809,1.0106472,0.6464295,0.33411044,1.0190934,0.92652166,1.154726,0.83600485,0.7130696,0.71043485,1.1955291,1.1837019,1.3916259,1.1309536,0.6298624,0.9992311,0.90979683,0.82294774,1.0920076,0.8798797,1.0226467,0.48907554,0.8579979,0.75058347,0.56154305,0.39088035,0.6596998,1.1496677,1.2300699,1.3302625,1.0469016,1.2850938,0.7677898,0.67592824,0.88369876,1.1824197,0.8398851,0.9212951,1.1416912,0.89239174,1.1484437,0.664256,1.3072628,1.2911003,1.0433872,1.3233708,1.2268213,1.0845914,1.2276958,0.47111797,1.0600562,1.2592758,0.4043495,0.3066603,0.72964764,1.0237769,1.3444724,1.4480128,0.84065884,0.0,0.88317585,0.9592984,0.77933216,0.9704671,1.0433966,0.9933229,1.1802447,0.53897935,1.061794
tooth,1.3070841,1.0120965,0.40774643,1.3264195,0.8725411,0.6303074,1.3073514,0.6144383,0.8019279,1.1747636,1.3312136,0.3584361,0.9516135,1.4180875,1.2445778,1.3710926,1.1956736,1.0561459,0.56390154,0.40027946,0.9170095,0.78444946,0.37097096,0.44156933,0.6348435,1.2061572,0.90378964,0.6624264,1.2104751,0.71123123,1.145523,1.2505184,0.4279257,0.8762332,0.39488184,1.3164825,1.2724575,1.0885344,0.93655753,1.3615705,1.2135111,1.02682,1.2670751,1.2760465,0.90567636,1.1099106,1.0110873,1.1315227,0.6368845,1.1670061,1.1204357,0.98627204,1.1335447,0.89781797,1.148516,0.9178519,1.2892731,1.020193,1.297786,0.9309165,1.0743192,1.0999686,1.268245,1.416276,0.6362645,0.83171284,0.62567514,1.0746704,1.1348757,1.2365303,1.4019163,0.78132355,0.4651897,0.6977479,1.0443684,0.8285568,0.66576326,0.8480862,1.2147994,1.3452809,1.321953,1.1583278,0.56080794,0.5777507,1.2321955,1.1007719,0.63003933,1.1423417,0.93578607,0.50913984,1.0864526,1.0118577,1.2867808,1.0409274,0.75917417,1.285825,1.199861,1.2421002,1.3880348,0.7405419,1.3909729,0.9142171,0.61211246,1.0708218,0.74834466,1.1100087,1.2828155,1.2520304,0.7625254,0.88317585,0.0,1.2414398,0.69703853,0.8300091,0.96278006,0.97154325,0.9097809,0.496269,0.87008786
toothbrush,0.8892149,0.99340045,1.1928339,0.45840573,1.1809504,1.2769184,0.7814408,1.333391,1.0087907,1.0114,0.7818807,1.339067,1.069501,0.7187621,1.0054183,0.8316106,0.9860143,1.0686281,1.2849321,1.2808384,0.9005977,1.2176635,1.3401378,1.2673447,1.1853056,0.9415689,1.0179164,1.2363092,0.86844677,1.3157473,0.9239837,0.66698927,1.2631141,1.0737296,1.3069894,0.9945601,0.8321557,0.8676703,0.88901234,0.6466066,1.0203283,0.9993597,0.9425121,0.8591435,0.97168225,1.0480542,0.94588083,0.8566199,1.0099889,1.0606065,0.94087535,0.9412937,1.083345,1.0214398,1.052649,1.1109474,0.79172146,1.0726652,0.4272753,1.2929045,1.1688093,0.95365137,0.7258274,0.8676007,1.1456778,1.0518663,1.0925503,0.8326616,1.0545385,0.9765709,0.6346276,1.1161311,1.2734979,1.2559364,0.49088097,1.0650792,1.3399706,1.163337,1.0005397,0.64976287,0.8591547,0.9625268,1.1936511,1.1795766,0.67301285,1.0920036,1.1759615,0.9229338,1.1385015,1.3862784,1.1698649,1.119895,0.66884714,0.8627189,1.0727384,1.048171,0.98417896,0.8364135,0.77861345,1.1840215,0.7946545,0.93804777,1.2692337,1.0454242,0.5441284,0.91027534,0.7105639,0.91228604,1.3673689,0.9592984,1.2414398,0.0,1.2581837,1.316124,1.1377406,1.0735852,1.0845584,1.1561325,1.0348184
towel,1.2893453,0.7798773,0.7958009,1.2489405,0.91341954,0.6435306,1.2152127,0.61960155,0.9094155,1.227792,1.3425052,0.6930214,0.8182888,1.3529015,1.285669,1.2390444,1.2033938,1.1730552,0.51308644,0.677076,1.1549551,0.8230807,0.6054353,0.537547,0.8479379,1.2067139,0.80408716,0.72007143,1.2656808,0.806468,1.0022235,1.181483,0.5944926,0.96391934,0.5385834,1.3379903,1.263687,1.0492743,1.13226,1.2362196,1.2794654,0.9146232,1.2612853,1.3184881,0.8365717,1.1572281,1.0244982,0.9185922,0.7652142,1.1794055,1.191148,1.0660884,1.1308517,0.7726355,0.9585749,1.0743546,1.2952155,1.0106385,1.294157,0.6891194,1.1105912,1.0400205,1.2505816,0.9903693,0.9216821,0.5483277,0.6783813,1.015825,1.0880146,1.0647264,1.3141304,0.9061897,0.7458781,0.012533486,1.0135376,0.821212,0.7369363,0.7218847,1.2806635,1.2367649,0.945332,1.2396071,0.6453681,0.698274,1.225292,1.0534346,0.72590226,1.1295846,0.82185936,0.7580454,1.0968957,0.8936902,1.2554324,1.126923,0.5555359,1.333713,1.2326128,1.2249024,1.1651092,0.5977387,1.1468945,1.0656369,0.59230435,0.77170956,0.89730656,1.0756484,1.1929401,1.2415137,0.767609,0.77933216,0.69703853,1.2581837,0.0,0.86647135,1.0003501,0.9858005,0.81654096,0.7186979,0.8208961
toy,1.0378293,1.0239415,0.7893623,1.5127858,0.7793797,0.78752506,1.0895094,0.597558,1.2298796,1.1211845,1.368737,0.85408574,1.0205874,1.1893618,1.051586,1.3763525,1.1189505,0.70860666,0.7014002,0.6832216,0.9691317,0.77919877,0.7075757,0.8082779,0.72958237,1.4389272,0.926705,0.7211833,1.3102604,0.72676986,1.1744369,1.1404672,0.67054486,0.91254795,0.69006515,1.0646888,1.0033059,1.2607903,1.0749109,1.4094076,1.0761124,0.9617974,1.2358463,1.2001908,0.91433585,0.8493334,0.99660105,1.0884936,0.9796508,0.7118107,1.0904415,1.2245791,0.94577324,0.9520143,1.1473252,0.71978915,1.2821256,0.69111854,1.287895,0.7718686,0.7855417,1.0228215,1.3533275,1.3503618,0.9130704,0.8536786,0.78539133,1.1987009,1.1132902,1.0830361,1.3557758,0.9003966,0.84578675,0.87143254,1.2656085,0.9250144,0.68635595,0.8523376,1.0348802,1.431012,1.3960397,0.98915225,0.69669116,0.7089551,1.2795326,0.8863077,1.0484122,1.148901,0.873619,0.6391555,0.7636357,0.83565664,1.0816667,0.88766265,0.8836743,0.9812538,1.1419597,0.9882419,1.4642673,0.94759893,1.3998203,0.954195,0.8374559,1.0227717,1.0499933,1.0669372,1.4206387,1.1007653,0.57207626,0.9704671,0.8300091,1.316124,0.86647135,0.0,0.6814518,0.42752993,0.9443792,0.9181073,0.9926721
tray,1.1218623,1.0512998,0.82508904,1.2330245,0.82329017,0.9478759,1.1105539,0.6819668,1.0576533,1.0759319,1.0757607,0.89765894,0.9204243,1.1134058,1.1450206,1.0852945,1.0579462,0.7443862,0.9226485,0.7579216,0.7392035,0.8876568,0.92783475,0.8440013,0.7960036,1.2429681,0.9487152,0.88484895,1.1621906,0.8397757,1.0935522,1.0767474,0.8010925,0.8645902,0.88797444,1.0953952,1.1183811,1.0433626,0.769758,1.1698899,1.1488019,1.0617596,1.181845,1.1910396,0.8239092,0.9183539,1.0301006,1.1148748,0.87857205,0.99918914,0.91391736,1.0838052,0.97531587,1.0142725,1.0550286,0.80737174,1.2137042,1.0680517,1.0690552,0.7945424,0.9687069,0.9663276,1.1981268,1.1494868,0.9155408,0.89139926,0.8130562,1.2619549,1.0769974,1.1024523,1.1960034,0.84466404,0.8868401,0.9805952,1.1203215,1.0523874,0.91382706,0.8126043,1.1504241,1.1805719,1.1770434,0.9665401,0.8256008,0.8363588,1.1432978,1.0104411,0.93455476,1.0867711,0.93509537,0.7998074,0.95982206,0.8805701,0.86626256,0.8868085,0.970997,1.0808909,1.112571,0.87136716,1.2977829,0.8348629,1.0763988,0.6147319,0.7726915,1.0125501,0.87838763,1.140397,1.2244993,0.88835055,0.5602239,1.0433966,0.96278006,1.1377406,1.0003501,0.6814518,0.0,0.95018584,0.91761404,0.85521275,1.1105095
truck,1.0087166,1.104439,1.1153986,1.1098919,1.1171937,1.050879,0.9909843,0.888458,1.0473613,0.95706797,1.1110811,0.9390552,0.899848,1.0291729,1.0427037,1.0928118,1.0515426,0.83195746,1.0312486,1.0285577,0.8253879,1.0336877,1.0280157,1.0791037,0.7988738,1.2159606,0.9477562,1.0852604,1.1238644,0.9189931,0.9955707,1.0655239,0.86273634,0.90832895,1.0278262,1.0436183,1.0137603,1.0933769,0.96686065,1.0978757,1.0158693,1.0962865,1.1519978,1.0481483,0.9564553,1.0002915,1.1527817,1.0886475,0.9245784,0.958083,0.9835815,0.96571517,0.95580643,1.1222996,0.95184636,0.91259605,1.0865129,0.9386293,1.0512729,1.0055963,0.9160641,0.8788673,1.1141511,1.0500193,0.90862775,0.97707313,1.0784856,1.1180078,1.002881,1.1103501,1.1192312,0.8732693,1.065373,1.0012187,0.9713551,1.0203145,1.030735,0.9307422,1.0432122,1.1268511,1.0730567,0.937215,0.8938789,0.91543096,1.0163016,1.0148939,0.91516376,1.0720062,1.0238618,0.9862496,0.8878386,1.0857631,1.0507687,1.0430307,0.9907114,1.0028208,1.0728382,0.92015094,1.130039,1.1372757,1.0360641,1.0058111,1.017841,1.1305184,0.9493229,1.0192298,1.133618,0.9696191,1.0621116,0.9933229,0.97154325,1.0735852,0.9858005,0.42752993,0.95018584,0.0,0.82643366,0.8886064,1.0782156
vacuum,1.0685506,1.2371948,1.1762455,1.0675427,1.1738933,0.9388794,1.130204,0.94947284,0.66149074,0.9986602,1.0141071,0.7889745,0.8240047,1.2227247,1.1015394,1.0344965,1.0413779,0.8592793,0.79453385,0.81634504,0.7289395,1.0362426,0.7841048,0.77458066,0.96237206,1.0281732,0.8940122,0.9271086,1.0556998,1.0433116,0.9431203,1.2522843,0.7639129,0.8020015,0.8280171,1.2312747,1.2015216,0.8119378,0.82765484,1.0837481,1.1041615,1.2884985,1.0583917,1.221083,1.0058918,1.2219491,1.1939697,1.1596394,0.8125227,1.1235411,0.9574379,0.9799738,1.0682654,1.1976798,0.95641816,1.0175128,1.1886883,1.1362509,1.1566552,1.0850959,1.0612129,0.45841515,1.0979731,0.90469784,0.9051624,0.84345526,0.8840113,1.0847988,1.0665714,1.1679494,1.2250477,1.0391531,0.89060146,0.8086218,0.8877473,1.1714078,1.0973399,0.81737024,1.1412742,1.1222333,0.9323949,0.8609378,0.6979656,0.8099683,1.1906755,1.1851103,0.8102141,0.9853013,0.8974368,0.8834709,1.0852225,1.1603007,1.0010089,0.9125967,0.630877,1.1234858,1.0995394,0.5059133,1.0446887,1.0631949,1.0665834,0.8188454,0.9849879,1.1991435,0.86425734,1.1076362,1.0981772,0.68936753,1.0452421,1.1802447,0.9097809,1.0845584,0.81654096,0.9443792,0.91761404,0.82643366,0.0,0.87962496,0.89091116
watch,1.349108,0.7644639,0.6308308,1.2506031,1.1068081,0.72636306,1.1862717,0.70666367,0.7640213,1.3035015,1.4353766,0.1903317,0.89132845,1.1515185,1.3083073,1.4279258,1.3471498,1.3071283,0.7320105,0.6345862,1.0670644,0.73737884,0.628402,0.62358516,0.5961293,1.2708796,0.9705071,0.9026086,1.2792115,0.6930883,1.177939,1.1688005,0.3034302,1.1836387,0.5740853,1.4167526,1.4245286,1.1884046,0.9450854,1.3496046,1.2739894,0.80544233,1.3148191,1.1932724,0.62445843,0.9632559,1.1411899,0.91515446,0.20700389,1.1463604,1.2125374,0.8676153,0.61226034,0.7566696,1.0115483,0.929119,1.2212223,1.1383874,1.075743,0.80453235,1.2683895,1.0137649,1.3888729,1.2642962,0.26991606,1.0176798,0.8776694,1.1702257,1.1009301,1.2277752,1.3135265,0.29971218,0.4938773,0.6909766,0.62182647,0.6403229,0.67505383,1.0578516,1.2201542,1.3876722,1.1306455,1.3418474,0.46435964,0.42642242,1.0278096,1.3248942,0.41814613,1.0629576,1.0929387,0.5179014,1.2236184,0.9034454,1.2810183,1.2278624,0.9425299,1.3827264,1.2187428,0.98376065,1.3505597,0.56037426,1.0977683,0.9580124,0.34023178,0.7620574,0.5267738,1.1817855,1.3573347,1.434052,0.8164717,0.53897935,0.496269,1.1561325,0.7186979,0.9181073,0.85521275,0.8886064,0.87962496,0.0,1.0099936
window,1.1710889,1.0818884,0.9935242,1.0663602,1.0258266,0.8927892,1.1526006,0.83369434,0.6184756,1.166557,1.016187,0.9224181,0.9164394,1.1320143,1.1208773,1.0479777,1.0570732,1.0526416,0.84006214,0.8315244,0.9615836,1.0923545,0.79542094,0.69292265,1.053352,1.0042198,0.85936534,0.86449397,0.92294806,0.91560876,0.93551105,1.2067792,0.9118788,0.7045051,0.8074604,1.2187625,1.1336008,0.7257113,0.89908004,1.0035872,1.0946203,1.0313445,1.0785869,1.0736818,1.1061356,1.1877804,1.033114,1.0143597,0.8933164,1.1995714,1.1606212,1.1433165,1.0434417,1.0448244,1.1479893,1.0613382,1.0272764,1.0566568,1.1577964,1.0048398,1.0740099,0.95179534,1.0295539,1.073055,1.0275083,0.7238792,0.6137907,1.0024005,1.1594194,1.0675303,1.1616762,1.0194907,0.8944737,0.81823844,0.99018013,0.9474675,0.9995861,0.6243256,1.0843222,1.0289751,1.0934838,0.9373135,0.920928,0.92865115,1.1366848,1.1529721,1.0098542,1.0260854,0.81624043,0.942649,1.098094,1.1125876,1.0947833,0.9041597,0.6514257,1.1797426,1.062069,1.0298254,1.0528893,1.017539,1.1633936,0.8653465,1.0112053,1.1219342,0.94537735,1.1676713,1.0396483,0.8960225,0.887412,1.061794,0.87008786,1.0348184,0.8208961,0.9926721,1.1105095,1.0782156,0.89091116,1.0099936,0.0
