,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
bear,0.83063745,0.99445075,1.0886401,1.0944595,0.976746,1.0206219,0.9696283,1.0962678,1.1873953,0.9876181,0.0,0.8831347,1.039583,1.0634005,1.020247,0.93568766,0.8745092,1.2576512,1.1262081,1.1701545,1.3186185,1.0701977,0.968166,1.2114308,0.9527113,1.0955318,0.81402606,1.1266589,0.5269724,1.0594982,1.0275311,1.0778675,0.9145489,0.8256518,0.9960634,0.97875065,1.1666913,1.043251,1.0139207,1.154112,1.0668504,1.0029622,1.1782408,1.0362282,1.1976082,0.8582604,1.1306391,1.1518607,1.0948213,0.8894154,0.98867255,1.1141926,1.003573,0.7754056,1.0008882,1.0148177,1.0818546,0.95115536,0.95868075,1.1380701,1.0352523,1.0134445,1.0423449,1.0503346,0.9485723,1.0569588,0.03171873,1.2355585,0.95315063,1.2149682,1.0640872,1.0378232,0.8807579,0.8423047,0.9075682,1.1033454,0.8680903,1.0380296,1.2161113,1.1081613,1.115129,1.0253683,1.0857034,0.9912508,0.9501047,1.0711689,1.071948,1.0217662,1.2147772,1.081001,1.0530405,1.096726,1.0052603,0.5957247,0.9871773,0.9243772,1.1930178,0.9919515,1.0002929,1.0282323,1.0727899,0.9902726,1.1136773,1.0764562,1.1335827,0.98851216,1.034716,1.191719,1.1633189,0.9857015,1.0236989,0.832345,1.0686017,1.1363491,0.9697377,1.0854349,0.9914645,1.1541038,0.9005095,1.0531638,0.97203606,1.0436857,0.9048196,1.1070743,0.7231059,1.0791526,1.0801105,1.0876706,1.0037761,1.138886,1.157647,1.0326709,0.9340105,1.0307713,1.1421767,1.0879121,1.005333,1.2201148,1.1553788,1.2733381,1.1403975,0.97837234,1.0445063,0.95994043
bed,0.41418016,1.2986965,1.404092,1.1383644,0.48936534,1.3783598,1.0446334,0.9952045,1.1836345,0.64792645,0.8831347,0.0,1.2366302,0.35033733,0.3430394,1.0887963,0.10276818,0.9240894,1.5286512,1.2803308,0.74462587,1.3463101,1.2200452,1.2090205,1.0256379,1.3931701,0.7493593,1.3407423,0.6374718,0.44240654,1.3859802,1.395286,0.58525217,0.54673207,1.1872772,0.8272568,1.1878357,0.9559616,0.34403932,1.2215459,1.4506897,0.36016715,1.4921799,1.3143873,0.8888162,0.9906579,1.0693319,1.0428277,1.0833853,1.1678383,1.1544245,1.2744327,1.4566202,0.78116417,0.99531907,0.8784557,1.3222904,1.1519389,1.1263895,0.92637986,1.4467185,1.2237501,0.9740979,0.72723943,1.3189918,0.85380423,0.93249536,1.2754276,0.893142,0.9204473,0.7951815,1.4163961,1.1588838,0.6685678,0.4234004,1.4750092,0.36325753,1.3418188,1.0907689,1.4289286,1.3940023,0.8462595,1.0936471,0.60004085,0.75757265,1.2023648,1.0355262,1.5004858,1.0744271,1.3164837,1.3255795,1.3612757,0.88640076,0.5470369,0.3450997,0.51873773,0.92168146,1.3449539,1.3896519,1.3832184,1.2449476,1.1235988,1.0326852,1.3176919,1.0433179,1.2112631,1.2376847,0.78671056,1.3388278,1.4099267,0.8460202,0.73871934,1.0820701,0.8021599,0.5999449,0.96301794,0.48359454,1.0838801,0.9902137,1.4452605,0.6214693,0.5772081,0.21470892,1.456076,0.7217983,1.5322533,0.9575979,1.2883185,1.5429866,0.9559743,1.470871,0.6059296,0.45451236,0.32659614,1.3362906,1.3868204,1.340193,0.8696281,0.9095799,1.2809367,0.65139335,0.75268066,1.4481744,0.7939606
belt,1.454392,0.76191396,0.9369861,1.1170864,1.457375,0.93152386,1.0107687,1.38923,0.92871094,1.2414838,1.039583,1.2366302,0.0,0.9765738,1.4500117,1.1788725,1.3217499,0.85306746,0.46998072,0.7772998,1.1818569,1.0012571,0.51685447,0.9310388,1.1135858,0.35127437,0.79159844,0.8547605,1.0317832,0.8771716,0.6312626,0.8542532,1.3943545,1.2335275,1.0035169,1.0991076,0.9691703,1.2255926,0.91845536,1.1939867,0.24245769,1.2634504,0.51218957,0.9657679,1.3805878,1.1942868,1.1126044,0.95335877,0.9698513,0.9830118,1.2216334,0.94219995,0.86898446,1.2830929,0.47572827,1.2357635,0.73072743,0.5665119,1.1130563,1.1467135,0.6928537,1.1040754,1.1148213,1.4211748,0.31338477,1.24778,1.0108688,1.0474712,1.2294142,1.2826135,1.3245308,0.702241,0.743435,1.119299,1.3367403,0.79239416,1.1276019,0.7567334,1.0140581,0.6368673,0.40987694,1.3906386,1.125316,1.4032571,1.2245523,0.91834754,1.2383044,0.5686595,0.96988034,0.33438766,0.73908037,1.0473909,0.8210293,1.2438354,1.3607475,1.045551,1.1372622,0.6452805,0.32141995,0.3689003,0.83610225,0.28181374,1.1024659,0.8010565,0.93920374,1.0502343,0.96576697,1.1275668,0.5584251,0.6769809,1.124253,1.2478127,1.1747715,1.3065765,1.2563204,1.1089022,1.3403827,1.0216587,0.61748457,0.72929955,1.355026,1.3009782,1.254665,0.31230235,1.0356903,0.37736583,1.0884804,0.9193666,0.42151874,1.1788589,0.67819464,1.2981989,1.3485912,1.4016088,0.71343017,0.7390852,0.37626815,1.1652586,1.0462736,0.90991294,1.4557397,1.0615298,0.522993,1.0785692
bench,0.8056612,1.191046,1.3504957,1.1427811,0.86338854,1.3237003,1.0254568,0.9939077,0.9163245,0.81504476,1.0634005,0.35033733,0.9765738,0.0,0.76965773,1.1107054,0.48501754,0.88504815,1.3192805,1.0073907,0.50846,1.260448,0.8637681,0.96341836,1.0773265,1.0781529,0.81227255,1.1266576,0.94476885,0.20772654,1.1368452,1.2453847,0.9193752,0.8342388,1.0455352,0.73328793,0.9574274,0.8932454,0.14919215,1.0310647,1.1945047,0.43956536,1.2277563,1.1942784,0.8752533,1.0303575,1.0524092,0.8837965,0.9157097,1.0106822,1.1571429,1.2162644,1.4176233,1.0138335,0.85297585,1.1237811,1.2156136,1.0813043,1.1184129,0.9763555,1.154611,1.2144036,1.017687,0.93468666,1.2424759,0.94589496,1.053788,1.114705,1.109863,0.992373,0.9806593,1.2477578,1.0601678,0.78130597,0.8342758,1.2224222,0.6212974,1.1653646,0.75686777,1.3096671,1.1693873,0.9096764,1.0158653,0.79356337,0.9609723,1.1246793,0.9813195,1.4191903,0.8312513,1.0500944,1.1742278,1.2213982,0.7614602,0.9070423,0.7795296,0.63743544,0.9906146,1.1925719,1.1071045,1.1392848,1.048722,0.83817196,1.0615528,1.1956767,1.0409019,1.1636257,1.1697364,0.76769614,0.9312055,1.2988598,0.82081854,0.86769474,1.1431566,0.9800426,0.7521294,0.98124665,0.92827,1.0085415,0.9337719,1.3010905,0.9847271,0.8123475,0.54864526,1.2003484,0.9865282,1.1913782,0.9780076,1.061116,1.4084034,1.0211694,1.2642543,0.73457205,0.86945313,0.6139763,1.0941498,1.298042,1.2481198,0.9324404,0.7790556,1.0519012,0.8722592,0.75459534,1.3161727,0.90618503
bib,0.35476536,1.0845784,1.2945628,1.047326,0.28707784,1.3116908,1.1106344,0.8007443,1.2860754,0.794495,1.020247,0.3430394,1.4500117,0.76965773,0.0,1.07043,0.22842026,0.89749706,1.5702014,1.3894703,0.8358035,1.3002138,1.37814,1.2357554,0.9623353,1.5779591,1.0045654,1.3399006,0.7615582,0.8689142,1.3826201,1.4471735,0.6542776,0.5743274,1.2153147,0.8683232,1.170588,0.98217785,0.79492736,1.1212169,1.6003036,0.61237323,1.578,1.1394382,0.86336184,0.98545015,0.88199186,1.1630147,1.1591814,1.071934,1.0630811,1.1229922,1.4379835,0.7707959,1.1768107,0.7188535,1.1076561,1.2504078,1.0417455,0.7539795,1.4863015,1.1767325,0.9206016,0.58698285,1.4176117,0.61657405,1.0584712,1.0624219,0.6923888,0.7779899,0.42142165,1.4020027,1.1914002,0.81152517,0.3923136,1.4717852,0.38759685,1.3597963,1.2285992,1.5700147,1.4672965,0.7677075,1.0158973,0.38686156,0.8329443,0.9895537,0.96080667,1.4387213,1.0910692,1.4727764,1.1601927,1.27078,1.101877,0.53484285,0.15076709,0.5402732,0.7550547,1.4638,1.5725399,1.561235,1.3465917,1.4542314,0.90969247,1.3984606,1.0960006,1.1425705,1.1249555,0.73974013,1.5067593,1.3704959,1.0562973,0.82264817,1.026392,0.70153165,0.49553227,0.976394,0.2594366,0.9291734,0.9444716,1.431592,0.63367385,0.60465086,0.4184873,1.5208502,0.8295095,1.6318455,0.7813407,1.3885543,1.589124,0.99162364,1.3855706,0.5408317,0.3789389,0.45431137,1.4457669,1.1696308,1.4024881,0.58617115,0.9528773,1.3310497,0.5175948,0.9528398,1.3313257,0.92087007
bird,0.8460291,1.2450545,1.0028746,0.9299061,1.0002522,0.8810884,0.9522641,0.9663691,1.1879501,1.000128,0.93568766,1.0887963,1.1788725,1.1107054,1.07043,0.0,1.1238546,0.98952913,1.0366802,1.0452521,1.0526831,1.0825458,1.2232296,1.0736154,0.7136435,1.1443223,1.0606858,1.0008237,1.038982,1.1661607,1.0884411,0.8642831,0.99502254,1.1094848,0.9782245,1.0620087,1.1374829,1.0543971,1.0880337,1.1174972,1.0866114,1.0223259,1.1072946,1.0537225,0.92538905,0.7201144,0.91403824,1.0909649,0.9157091,0.8674607,0.3875481,1.2030014,0.92899615,0.71889985,1.2111363,1.0670211,1.2864674,0.5948794,0.84143174,1.0113299,0.9562905,0.5162191,0.81954163,1.0344887,1.2430475,0.9436328,0.9217909,0.90085995,1.1487322,1.0857811,1.1702504,1.0053233,0.90221316,1.0799551,1.0352418,1.0301211,1.1385866,1.0717082,0.9830409,0.88761103,1.195982,0.95329034,0.8414496,1.0045959,0.9595693,1.2031113,1.1691296,1.2099557,1.0516019,1.1775763,1.25469,0.94130355,1.1985209,1.0230261,1.1074405,1.2372422,0.9220601,1.11026,1.0168743,1.0263433,1.0782981,1.0457377,1.1165357,0.8555325,1.0074964,0.612059,1.0985624,0.90545934,1.0406834,1.1873766,0.99961525,0.8298721,0.5922682,1.0297573,1.0746416,0.91553885,1.0940998,1.073263,1.1798167,1.0844669,0.95430493,1.0309654,1.0566128,1.1762928,0.9339957,1.1285474,1.0326529,1.033333,1.0913393,0.9743598,1.1617955,1.0241829,1.028576,1.0053953,0.91395897,1.2677691,1.1695226,1.0319879,1.0782046,0.89028734,0.9990279,1.0527611,1.273911,1.083091
blanket,0.42613256,1.2265131,1.4359136,1.1283437,0.42847455,1.4115832,1.1133468,0.9753381,1.1035194,0.7184999,0.8745092,0.10276818,1.3217499,0.48501754,0.22842026,1.1238546,0.0,0.9919831,1.5567427,1.3363771,0.8010435,1.3319769,1.2401649,1.1846526,1.0283338,1.4327998,0.87827104,1.3877907,0.6058537,0.575381,1.3990493,1.4115794,0.6370868,0.4959936,1.2195413,0.7789437,1.2277404,0.9212171,0.49712527,1.1785305,1.5382723,0.41167903,1.5414914,1.2478617,0.89075893,0.9997244,1.0334696,1.0693741,1.1066908,1.0568954,1.1455812,1.2500062,1.5186434,0.79847646,1.1079825,0.92490065,1.2846644,1.2712256,1.0675164,0.8677661,1.4209946,1.260016,0.998841,0.67139477,1.379051,0.74489737,0.9119161,1.2559205,0.9052074,0.82221043,0.6945468,1.4195915,1.1791067,0.7091239,0.38241708,1.4525301,0.2854457,1.342031,1.1067258,1.4849577,1.4199815,0.83215463,1.1006659,0.5049918,0.8184945,1.151794,0.94006985,1.5215031,0.9375788,1.3407267,1.2546918,1.390254,0.9072383,0.4306817,0.21229869,0.4385125,0.87589204,1.4286008,1.4629252,1.4606162,1.3081844,1.2300129,0.96742564,1.3258444,1.1279926,1.211894,1.2103335,0.7081264,1.4227295,1.4444308,0.90982205,0.8025846,1.1269368,0.70680326,0.45078254,1.0157961,0.40776497,0.9964985,0.8613243,1.4292078,0.6228691,0.59573966,0.27856624,1.498627,0.70157963,1.5813485,0.8241902,1.3504575,1.5545237,0.9985057,1.4466641,0.5675606,0.42075634,0.4183159,1.426581,1.3591944,1.4006959,0.80267006,0.73655814,1.3635507,0.6163887,0.82023394,1.4046066,0.8050442
book,0.8610858,1.2715406,0.93984246,0.9769291,0.95881957,0.9718327,1.0273664,0.98734635,0.9318746,1.0223932,1.2576512,0.9240894,0.85306746,0.88504815,0.89749706,0.98952913,0.9919831,0.0,0.81341577,0.83421415,0.51245177,1.0508785,1.0455877,0.88185126,1.0235823,0.9003257,0.78970873,0.9294695,1.3136373,0.9687655,1.0447432,0.9231005,0.94025767,1.2162664,0.9784819,1.0525539,0.9377409,0.92862743,0.9545598,1.1194098,0.73270583,0.8048284,0.799902,1.1922747,1.0147345,1.161405,0.91928023,0.99340725,0.93008226,1.152944,1.0002499,1.0705869,1.0055695,1.1307025,1.0725846,1.0566907,1.1220124,0.8728864,0.86151147,1.1615826,0.91171813,0.87958235,1.0520694,1.0314155,0.98052764,1.1809552,1.222256,0.79504,1.1652584,0.96119124,1.0529324,0.9586562,1.1490544,1.1879135,1.11378,0.9183961,1.1730092,0.9685229,0.9649234,0.87469715,0.9616811,1.0068425,0.94843286,1.1779637,0.97828573,1.128347,1.2868438,1.0075035,1.0463938,0.98244715,1.1892729,1.0102594,0.9765551,1.0605208,1.0672086,1.2690934,0.6368438,0.9163264,0.79391336,0.7523755,0.90571785,0.9005086,0.95670176,0.94299173,0.717597,0.9846774,0.98101723,0.88837194,0.66532624,1.0583701,1.1271143,1.1856198,0.9882514,1.0679252,1.2496431,0.7772364,1.0994903,1.0401437,1.1238949,1.007582,1.0358766,0.89144605,0.8991491,0.9127002,0.99061614,0.91060394,1.1589488,0.93956614,0.9236564,1.1374174,0.98690385,0.9040917,1.1301345,0.71778226,0.77171105,1.1545262,1.0065538,0.85999346,1.0687323,0.5702338,0.7436433,1.1607355,1.1123534,1.0977314
bottle,1.6400679,0.8991803,0.7025286,0.9739562,1.5604773,0.50296754,0.87190735,1.290174,0.7456365,1.3121583,1.1262081,1.5286512,0.46998072,1.3192805,1.5702014,1.0366802,1.5567427,0.81341577,0.0,0.59753615,1.2076399,0.8395752,0.6548472,0.6949686,1.1644199,0.23190153,1.0646211,0.7820421,1.2367811,1.2021022,0.7229386,0.53323877,1.3402433,1.3292842,0.9451508,1.3609703,1.0753441,1.193984,1.2499865,1.2193806,0.23721528,1.4032333,0.1503334,0.9052862,1.2825258,1.0882307,0.99645984,0.82719517,1.0077432,0.88482654,1.0437526,0.777734,0.49003017,1.3192093,1.0127474,1.2228146,0.87238634,0.8129147,0.95619905,1.3229578,0.69016105,0.99174815,1.1966392,1.3535075,0.48604965,1.2642326,1.080164,0.8627796,1.2473972,1.2209641,1.4710132,0.46279222,1.0100688,1.34089,1.420208,0.27330732,1.4318781,0.73407507,0.8806174,0.32785165,0.4084804,1.3693423,0.95057744,1.5957615,1.1740396,1.0798005,1.2856473,0.40200728,0.9137182,0.5478267,0.8593849,0.8253746,0.94320387,1.3436297,1.4842523,1.3616855,1.1371921,0.67673326,0.46107298,0.4069121,0.87213707,0.43059963,1.1944809,0.51028514,0.9430427,1.0115148,0.8164518,1.019149,0.59767485,0.6669402,1.0075867,1.288243,1.1884187,1.3399888,1.3982111,1.1633953,1.4250818,1.1657045,0.91197574,0.5133422,1.2688298,1.3501236,1.4341629,0.39801645,1.0824739,0.29056966,1.1588612,0.82734376,0.14327371,1.0437969,0.5596391,1.4030428,1.4340979,1.488619,0.47291005,0.7507758,0.58236223,1.1471834,0.973906,0.58842885,1.4181753,1.1726507,0.5784395,1.136834
bowl,1.4937179,1.0723677,0.74694806,0.97308904,1.4278998,0.6403276,0.5140527,0.9967201,0.84289557,0.88248533,1.1701545,1.2803308,0.7772998,1.0073907,1.3894703,1.0452521,1.3363771,0.83421415,0.59753615,0.0,0.8547486,0.67406833,0.90747267,0.36270094,0.98525804,0.5845472,1.0912169,0.7464149,1.3434794,1.0254252,0.8986189,0.57043856,1.2357193,1.4162965,0.6485076,1.1168545,0.7744674,0.85283506,1.0512741,1.0466813,0.6709845,1.213974,0.32722527,1.1654683,0.5986705,1.0624279,1.1098795,1.0133364,0.9220032,1.0768172,1.029029,1.1512998,0.5955727,1.232788,0.9741276,1.2319964,1.1223824,1.01143,0.98603815,1.2839615,0.81528527,0.94317997,1.3134604,1.0182612,0.8708422,1.2476574,1.1334753,0.7925174,1.3171809,0.98138106,1.3338668,0.68839556,1.153202,1.3102269,1.4317147,0.76269895,1.4727567,0.90757555,0.9539771,0.6477246,0.79766536,0.99629736,0.939673,1.4733675,1.2041155,1.1132674,1.151062,0.8161167,0.8648956,0.8315488,1.0419701,0.6615467,0.95979697,1.2468486,1.4006522,1.4231274,1.0445515,0.74781275,0.7384778,0.6914855,0.69290745,0.63034666,0.9139059,0.79147947,0.39283097,1.0310137,0.87194985,1.09496,0.71966565,0.8640495,0.98371744,1.2421135,1.1714997,1.097323,1.4204509,1.100545,1.3926703,1.1822468,1.1773638,0.813717,1.175961,0.7991296,1.1654167,0.8049231,1.1064408,0.6162833,1.1191032,0.56476116,0.6809514,1.1415374,0.7902199,1.2883397,1.416509,1.1996343,0.30154657,1.0553654,0.90456206,1.2157241,0.8878823,0.5898224,0.8420474,1.186607,1.0179952,1.1052182
box,0.8689004,1.2525324,1.1271812,0.9972629,0.8602339,1.1516105,1.0071505,0.8530076,0.7809471,0.89003533,1.3186185,0.74462587,1.1818569,0.50846,0.8358035,1.0526831,0.8010435,0.51245177,1.2076399,0.8547486,0.0,1.1144537,1.0536273,0.6476773,1.0519838,1.034253,0.9524745,1.0527561,1.2466707,0.6206292,1.1388226,1.0638595,0.7880236,1.1195505,0.83111626,0.8573657,0.8540523,0.8302191,0.67307115,0.9136935,1.1986476,0.49785936,1.0003123,1.2468979,0.7067125,1.0687343,0.94036144,0.7915038,0.66439915,1.1287675,1.0330007,1.1776702,1.2422004,1.0899571,1.0681224,1.1044936,1.2373366,1.201106,0.9780753,0.99082726,1.0949769,1.097015,1.0839586,0.78916764,1.2922635,0.9937997,1.2851791,0.8268672,1.1490107,0.8266655,0.9446725,1.1594914,1.1927829,1.0081354,1.047821,1.1231754,1.0069169,1.1152339,0.67080575,1.0988133,1.1606783,0.89490736,0.9204404,0.9336215,0.99760395,1.1531224,0.97329354,1.3302224,0.87197024,1.1345578,1.1868134,1.0295943,0.76776016,1.038611,0.9691571,1.041629,0.74200755,1.1850017,1.1490915,1.1580547,1.0025117,1.0923656,1.0098085,1.1375569,0.9176286,1.0793395,1.0995547,0.7470553,0.70212173,1.1915905,0.8588397,0.97672135,1.0537732,0.84136814,1.0394682,0.8219056,1.066347,0.9089777,1.1935855,1.2263441,0.9540883,0.7396984,0.80000675,1.170685,1.099162,1.1693654,0.98553777,0.9708086,1.3268893,1.0037973,1.1580226,0.79051906,1.0566041,0.58097726,0.89367306,1.2893176,1.3258373,0.8476148,0.83884585,0.7110687,0.6233762,0.944683,1.330436,1.0020354
bread,1.2619388,0.8181017,0.6355652,0.85209525,1.298457,0.64439595,0.87662673,0.8973259,0.7454189,1.1946254,1.0701977,1.3463101,1.0012571,1.260448,1.3002138,1.0825458,1.3319769,1.0508785,0.8395752,0.67406833,1.1144537,0.0,1.0273887,0.8366591,1.0720907,0.9665721,1.1329174,0.5590619,1.2957245,1.2514689,0.7952198,0.7715985,1.2548941,1.2498238,0.8529385,1.2662314,0.69035524,1.0159066,1.273328,0.720114,0.8285758,1.361268,0.7465299,0.9499329,0.8627403,0.99215364,0.8567273,1.2786784,1.0697906,1.0208069,0.9926905,0.89661545,0.42661214,1.1508825,1.0222664,1.078352,0.83823025,1.0476774,1.11627,1.0675125,0.8236873,0.86918974,1.1498884,1.1511115,0.9008867,0.96326876,1.0708169,0.788115,1.1219553,0.8821027,1.140865,0.75458205,1.1271145,1.3236393,1.3112589,0.8868319,1.3616023,0.77939105,1.1582999,0.95941025,0.90246975,0.96413195,1.1057682,1.1682844,1.1495836,0.9306747,0.75514114,0.6416652,0.89833534,0.92105275,0.871989,0.48132956,1.1256841,1.2064853,1.3440931,1.3065386,1.2098484,0.56149113,0.99605924,0.9754994,0.62506795,1.017402,0.6683959,0.99577874,0.8102092,0.9829324,0.56746787,1.1598036,1.0428616,0.72376573,1.2688438,1.1284909,1.0341381,1.0037556,1.2258385,1.1285784,1.3017168,0.9292956,1.1346946,0.6542964,1.2795804,1.1911659,1.185545,0.7320632,1.2503163,0.802196,1.1290298,0.62303716,0.8137511,1.0734295,0.8189935,1.2237293,1.3131664,1.3254682,0.6471673,0.7544881,0.9504924,1.2335927,0.9390139,0.71601814,1.0199394,1.3459092,0.7344098,1.2774227
broom,1.3673755,0.8288243,1.1353812,1.1072329,1.3306563,1.1383581,1.1510081,1.2480618,0.7568208,1.1450086,0.968166,1.2200452,0.51685447,0.8637681,1.37814,1.2232296,1.2401649,1.0455877,0.6548472,0.90747267,1.0536273,1.0273887,0.0,0.7799599,1.2135643,0.4369669,0.829786,0.9553423,0.9406142,0.6907821,0.609419,1.0214273,1.2726898,1.0202937,1.1416385,1.0128958,0.96929336,1.1644342,0.8760452,1.0499492,0.67699593,1.0267135,0.6964025,0.8379634,1.3204368,1.120419,1.0054688,0.67986846,1.0047969,0.7419747,1.2107344,0.91076803,1.0588295,1.2410682,0.67632174,1.2513762,0.8656293,0.95355254,1.1436081,1.1470783,0.6944295,1.208336,1.0496161,1.1914696,0.7217354,1.2215908,0.9350556,1.2339747,1.1529667,1.3349866,1.2566395,0.86801064,0.7400169,0.93834007,1.2042754,0.6110243,0.9837521,0.7088619,0.71807694,0.799386,0.62647057,1.2556846,1.0375694,1.3360561,1.2471117,0.99401325,1.0763097,0.93363357,0.792469,0.5575777,0.8384142,1.106288,0.662186,1.1641768,1.2682245,0.82695496,1.1855006,0.7475271,0.66651225,0.7436309,0.8817883,0.54413015,1.0739189,0.80197114,1.0872364,1.1254675,1.065919,1.0830717,0.606079,0.95636976,0.84301645,1.1170415,1.2177709,1.2455244,1.028665,1.135192,1.2548764,1.0388222,0.79991484,0.7004396,1.2554582,1.2709438,1.305671,0.60581386,1.0149692,0.57496035,1.1104338,0.8899114,0.6595034,1.0814958,0.8909315,1.1894275,1.2194171,1.2148944,1.0270705,0.90467453,0.74389094,1.1634448,0.8804841,1.058337,1.3984022,0.80310607,0.7622565,1.0388712
bucket,1.3678541,1.0216169,1.0222257,0.93864787,1.235137,0.87444913,0.88148826,1.1277553,0.7614478,0.92480206,1.2114308,1.2090205,0.9310388,0.96341836,1.2357554,1.0736154,1.1846526,0.88185126,0.6949686,0.36270094,0.6476773,0.8366591,0.7799599,0.0,1.1767704,0.5636976,1.1306025,0.9500742,1.2146413,0.8833786,0.9779072,0.76145995,1.011858,1.2643238,0.7980674,1.1082926,1.0091321,1.0872256,0.9631235,1.1835394,0.89015156,0.91230536,0.38543022,1.1497766,0.73977065,0.9885856,0.97963244,0.7332901,0.7516358,0.93318325,1.0763307,1.1259534,0.8681641,1.2021052,1.0851017,1.1838155,1.125181,1.2239692,0.98864233,1.1722754,0.9220453,1.1058072,1.2643832,0.7900257,1.0320145,1.0824616,1.1668581,0.93791866,1.2069155,1.0384966,1.2243049,0.7650958,1.1692884,1.1467901,1.2132018,0.67085004,1.2347114,0.8611364,0.7749455,0.74872124,0.87937844,1.1844047,0.82833415,1.3356471,1.1253847,1.1499891,1.130224,1.0139649,0.8238401,0.9233472,1.0798724,0.9376909,0.74194884,1.1450117,1.2008443,1.1600336,0.9963098,1.0395724,0.9327056,0.9152223,0.96640176,0.82229066,1.0611837,0.7633726,0.77666503,1.0610689,1.0006341,0.82758194,0.6710137,1.0460756,0.733444,1.1339105,1.2027693,1.0516083,1.2007238,1.1158724,1.2260604,1.007933,1.087686,0.78267497,1.0299436,0.7912159,1.2099223,0.8851099,1.0452424,0.8097768,0.99250585,0.83889484,0.8094388,1.0485352,0.96015066,1.0854518,1.2209418,1.0427748,0.5929875,1.0919697,1.0943285,1.0807925,0.8088193,0.71387017,0.843841,0.97422314,1.0566648,1.0078567
butterfly,0.91334426,1.0312818,1.0473987,1.019553,0.9623779,1.0142777,0.9236612,1.0088303,1.1472554,0.95634586,0.9527113,1.0256379,1.1135858,1.0773265,0.9623353,0.7136435,1.0283338,1.0235823,1.1644199,0.98525804,1.0519838,1.0720907,1.2135643,1.1767704,0.0,1.2478681,1.0663438,0.99402124,1.0838068,1.1366963,1.1304052,1.036197,0.9901003,1.0455701,0.9633587,0.9754527,1.0145642,1.0535847,1.099408,1.010359,1.1254404,1.0701821,1.1838053,1.0098441,0.8480966,0.99588025,1.0326569,1.1524053,0.9690877,0.9946639,0.9116422,1.1210909,1.0974971,0.84388316,1.0007795,1.0110395,1.0908766,0.7845243,0.8761685,0.8227389,1.0144457,0.53396547,0.8308482,0.9493684,1.1487529,0.906437,0.97243494,0.89761394,1.0416291,1.0052371,1.0117087,1.0980631,0.8657494,0.96882355,1.0173911,1.1894546,1.0472677,1.072218,1.0861964,1.0348738,1.2083546,0.9149089,0.91468465,0.86583024,1.0543895,0.9639436,1.0867289,1.1012477,1.0898645,1.0839905,1.0836022,1.0800151,1.1995485,1.0449487,1.0410823,1.0441755,0.89044607,1.1023989,1.0402203,1.1039708,0.8578051,1.1831207,1.060574,1.0306731,0.922801,0.847137,1.1140661,0.8924045,1.1070805,1.0171382,1.1873982,0.9822263,0.581326,0.9432443,0.97000927,0.81500095,1.0242735,0.86864173,1.1204202,1.1504472,1.0143065,1.0138894,0.9999483,1.1184255,0.8106916,1.2058924,0.8882574,0.9218369,1.1834624,1.072048,1.0766354,0.99571174,1.0310231,1.0610403,1.0260336,1.1178645,1.0665721,1.0390044,1.089889,1.0233955,0.9801235,1.059943,1.078628,1.0340446
