,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,0.7131106,1.4326375,1.3506399,0.7332541,0.42663294,1.194287,1.0836197,1.2779007,1.3532201,0.59410465,0.0,1.275409,0.84198874,0.49158096,0.91337407,0.19355929,0.5639469,0.8594823,1.4052448,1.3033073,0.6947716,1.3038802,1.3986855,1.3306637,1.0907925,1.4242783,1.2633681,1.5038189,0.8536644,1.0089724,1.3452299,0.3824607,1.2298361,1.1792806,0.4303534,1.0321243,1.5543184,0.6902425,1.4422965,0.93393743,0.94964254,0.7703329,0.8352951,1.2555642,0.64143074,1.4162929,1.3010309,0.8481051,1.3258779,0.7970933,1.3151362,1.4876212,1.2731757,1.0455563,1.259653,1.1336915,0.90897113,1.4757594,0.97933453,0.76458234,1.2986774,0.8985784,1.2244279,0.755288,1.1813599,0.9679543,0.75632584,0.43774456,1.3350854,0.52659243,1.0124168,1.1019272,1.46721,1.2891176,0.87734705,0.9330319,0.86135125,0.7731775,0.71886224,1.0977838,0.8661777,1.3383247,1.362963,1.3356776,1.25759,1.4123875,0.86995846,0.8115032,0.3723644,0.6666907,0.6150999,1.527956,1.4818596,1.3183981,0.9249309,1.0948005,1.134522,0.7780291,1.1731532,1.2352365,1.0394921,1.4360076,0.8442099,1.3042593,1.474982,0.58507615,0.7934733,1.0596488,0.7716422,0.6594951,0.8924522,0.41727453,0.9573103,0.8301605,1.2906054,0.5271304,1.0660492,0.48304313,1.3830242,0.76880455,1.4334052,1.1039044,0.8127276,1.1094913,0.9085834,1.2075808,1.0464973,0.32733524,0.90136266,0.39642292,1.3638045,1.4354492,1.4011636,1.2427607,1.3123378,1.3988106,0.6074818,0.9695647,0.95280534,1.0725292,1.2910156,1.5479517,1.0142416
belt,1.3938107,0.7364666,1.0274435,1.2535553,1.1842772,1.1157851,1.001015,1.0053294,0.7452484,1.3383374,1.275409,0.0,0.6376538,1.2184758,1.3026494,1.0349653,1.3417299,1.1122012,0.74816334,0.6689045,1.1674011,1.0422405,0.63830906,0.73303336,1.1962951,0.48050207,0.88403004,0.5302078,1.217096,0.5268961,0.8976425,1.1939003,0.5960265,1.0362548,0.82569206,1.2628804,0.5143706,1.0170496,0.6265811,1.2618256,1.2158325,1.2866131,0.8883163,0.67636734,1.188095,0.8028259,1.0177419,1.1216964,0.7364257,1.1991457,0.7893305,0.7078141,1.067994,0.85585845,0.7140325,1.2617033,1.2471368,0.57044834,0.99955714,1.2637147,1.0258129,1.0682064,1.1655444,1.235425,0.8464198,1.2214595,1.1197093,1.3105838,0.8012424,0.87525284,0.92944205,0.89966625,0.6729365,0.79276574,1.2110809,1.2244127,1.1401081,1.2994732,1.2985764,0.8911241,1.3510334,0.81278044,0.3747238,0.62750834,0.80090094,0.85849434,0.86053956,1.3430544,1.0895468,0.85598433,1.2073658,0.54391336,0.5431241,0.85657775,1.0324309,0.79512405,0.42645454,1.3453461,1.020998,0.84772193,1.1826543,0.6975987,0.8430995,0.7050158,0.46283197,1.0914077,1.2226192,1.2451249,1.2199244,1.1463485,1.1748222,1.1658098,1.1144328,0.6693624,0.6515895,1.234202,0.5372111,1.2979888,0.68399566,0.9694323,0.5488064,0.98369956,1.2927809,1.0031743,1.2274969,0.87565196,1.0896132,1.2135872,1.2909539,1.2954063,0.95612,0.6994722,0.61492014,0.9862803,0.37547183,0.9795894,1.3292408,1.1325065,1.2104208,1.0430652,0.5618941,0.60304284,0.8160477
bench,1.1003176,1.1521205,1.188141,1.124674,1.0408818,1.0850525,0.94235194,1.0566891,0.6952511,1.0271713,0.84198874,0.6376538,0.0,1.0753094,1.1464729,0.6749929,1.0638099,0.87784934,1.0098559,0.8778613,0.81093335,1.2408438,0.9554659,0.7675392,1.1328216,0.7430428,1.0779566,0.966544,1.1405191,0.28282225,1.0233152,0.9750724,0.8016129,0.8770536,0.35802186,1.0606263,0.9166393,0.5066403,0.9388075,1.0615156,1.1253649,1.083838,0.808691,0.6725915,1.0983311,1.2254921,1.1048198,1.2515938,1.1621554,1.1405468,1.1372937,0.99121153,1.1087154,1.1262579,0.93290365,1.1708834,1.0684097,1.1605303,0.8989885,1.0336819,0.99997985,1.1897315,1.206687,1.1470816,1.1440313,1.0874155,1.0275136,1.0849422,0.9728726,0.77392256,0.79546076,0.67501706,1.0138259,1.0638005,1.0878009,1.1160926,0.9063703,1.0697062,1.0838898,1.0954694,1.1817931,1.2404025,0.6612749,1.1198485,1.1831517,1.0100585,0.66020256,1.2294164,0.90526587,0.8492613,0.94889635,0.9247085,0.8633816,1.0758462,0.9827572,0.87111497,0.6402594,1.1080956,1.0328448,0.96257806,1.0853804,0.8729804,0.73901176,0.79398197,1.0028031,0.81678927,1.0426338,1.0799956,1.1011769,1.0714023,1.0641377,1.0099208,1.0288584,0.7862183,0.8065915,1.0033634,0.62117666,0.7849223,1.1325214,0.99443096,0.96214354,0.8320247,1.0561986,0.9126062,1.0746858,0.93425345,0.92756283,1.0569146,1.1585178,0.80515623,0.97101045,1.1932479,1.1059763,0.96420234,0.6328463,0.93334985,1.0539763,1.0717798,1.0029591,1.0212646,0.83617836,1.1513783,0.88220155
bib,0.74852437,1.1284674,1.1695776,0.8622039,0.3315407,1.1496252,0.9809705,1.1316756,1.4470638,0.80095667,0.49158096,1.2184758,1.0753094,0.0,0.9577676,0.39598668,0.8059262,0.98031676,1.4477817,1.4750245,0.9553769,1.0366977,1.4688778,1.3605063,1.0667619,1.4751902,1.3433008,1.2735283,0.96663654,1.1908929,1.396723,0.69349456,1.2664816,1.1695298,0.86182487,1.0006886,1.5220569,0.9948183,1.5152142,0.9798656,1.1023921,0.72209686,1.0435872,1.3566475,0.26097667,1.1058558,1.2394137,0.9028246,1.2498587,0.8299793,1.0114844,1.343384,1.3287994,0.8327902,1.0688621,1.0975902,0.8179713,1.3291792,0.70188147,0.92860025,1.1006125,0.84944963,1.0690129,0.44032323,1.0864818,1.074655,0.8044749,0.564631,1.221938,0.42249453,0.92608696,1.2902038,1.5571377,0.8882203,0.85069585,0.7026396,0.85397017,0.5747894,0.8908465,0.8755882,0.86322045,1.2941494,1.3181989,0.97027236,0.99141586,1.3370583,1.0401592,0.8804728,0.19926155,0.599789,0.68788,1.5305995,1.4883428,1.3088541,0.7586702,1.055818,1.2841172,0.77592057,1.2119476,1.3675313,1.0998605,1.3188131,0.64891833,1.3564099,1.3214514,0.7967135,1.0300889,1.036587,0.79266703,0.7241164,0.9576513,0.3185264,0.72278124,0.5626005,1.1052424,0.767597,1.3237743,0.68170285,1.2328746,0.9402027,1.5323625,0.9103614,0.86934924,0.89951247,1.010625,1.1440637,1.1022642,0.36529666,0.9074301,0.71151435,1.4098936,1.1792482,1.1999208,0.9970625,1.2560972,1.4510846,0.8249706,1.0472529,1.0943493,1.1557977,1.3933592,1.3610581,1.1441748
bird,0.4222343,1.2691268,1.0919315,0.88269114,0.9592637,1.0253327,1.0477161,0.94155526,1.1525475,0.91742545,0.91337407,1.3026494,1.1464729,0.9577676,0.0,0.89614624,0.84877425,0.9483622,1.1806431,1.2115337,0.9812768,1.065744,1.2079074,1.2559184,0.9260397,1.3068293,1.0783012,1.2070501,0.3859229,1.2694991,1.1163391,0.98492634,1.0046834,1.0667547,1.0607255,0.6967081,1.2283769,0.90588945,1.2246065,0.85161763,0.5046608,0.89858824,1.1673169,1.2178785,1.0196687,1.2476594,1.0968995,1.0470188,1.0815487,0.8538167,1.2827231,0.97449726,1.0303733,1.1365039,1.0763642,0.4827671,0.88506633,1.2011118,1.0463239,0.93328273,0.9520135,0.9180252,0.9707003,0.9812911,1.1593959,0.842769,1.04297,0.758926,1.0614368,0.9516509,1.0260991,1.1565719,1.2384218,1.1850227,0.752872,0.8380774,1.0351113,0.7679007,0.9091728,1.0971222,0.56773806,1.2182214,1.3470647,1.3230166,1.1852528,1.1746856,1.1032834,0.31055176,0.9410441,1.0532026,0.9526959,1.1624473,1.1397407,1.0190346,0.89973706,1.108677,1.2567497,0.688127,1.0472127,1.1090958,0.82091117,1.2282199,1.1077362,1.2024031,1.22303,1.0231127,0.9114874,0.66266567,0.782415,0.6671852,0.9444491,0.88379526,0.9504116,1.0930623,1.2620854,1.0421188,1.1153628,0.8662734,1.265667,0.8487155,1.1609095,1.1522111,0.8249899,1.0756754,0.9968269,1.0900917,1.0591176,0.738781,0.9313078,0.8946582,1.1584458,1.2891743,1.155811,1.115915,1.3402622,1.0591131,0.8235799,1.025473,0.9554363,1.0580022,1.2888072,1.2803051,1.1599555
blanket,0.6999525,1.3608779,1.3694048,0.83170485,0.43503124,1.2295084,1.0228665,1.2582921,1.3058143,0.71890545,0.19355929,1.0349653,0.6749929,0.39598668,0.89614624,0.0,0.71084106,1.0000759,1.4280504,1.3564255,0.88648206,1.2600739,1.4072552,1.3173792,1.1294806,1.3897581,1.3321583,1.3632343,0.8170748,0.93374246,1.3777771,0.55819315,1.1538298,1.1989452,0.4596573,1.0246205,1.4872719,0.7325948,1.4596016,0.9996185,1.0013343,0.8673806,0.9279661,1.2674062,0.6037262,1.3875928,1.2965358,0.93783695,1.3184404,0.9131863,1.2588013,1.3572388,1.3307946,1.0090104,1.1244563,1.0814629,0.93622166,1.4398092,0.7356033,0.8220365,1.2006811,0.9755928,1.214812,0.6952325,1.2070796,1.0575972,0.7959795,0.5570906,1.2733312,0.2792828,0.86598337,1.1801801,1.54126,1.0764859,0.84349805,0.8483518,0.8559111,0.6195067,0.8175857,1.0657402,0.8854308,1.3965755,1.1117702,1.261625,1.2104169,1.3692539,0.8826814,0.77000433,0.1853131,0.5288043,0.7208061,1.4671733,1.4037354,1.3340641,0.8236448,1.0389003,1.000626,0.7624882,1.2170559,1.2830331,1.1035014,1.3137567,0.6951941,1.3027465,1.3215603,0.6933519,0.8303606,1.0255233,0.69382656,0.59745073,0.93321353,0.38696945,0.86141586,0.55897003,1.1275263,0.68966204,1.0548888,0.5232514,1.3545227,0.6907772,1.438817,0.947974,0.8547911,0.9768575,0.9693719,1.1661583,1.0781801,0.26972508,0.9936053,0.57986563,1.4481235,1.4083672,1.3207245,1.1790558,1.0445807,1.4556261,0.7519942,1.0648379,1.0706327,1.1766293,1.2861915,1.5017958,1.0669327
boat,0.7563081,1.4634775,1.233642,0.2218672,0.786156,1.0743157,1.0109411,1.193991,1.2191586,0.10359919,0.5639469,1.3417299,1.0638099,0.8059262,0.84877425,0.71084106,0.0,0.78543603,1.3085392,0.99205315,0.3040501,1.319324,1.3416706,1.2195537,1.0475618,1.4078271,1.219048,1.4048858,0.9837096,1.2548349,1.2119755,0.82321703,1.2678338,1.0241461,0.9754771,1.1580234,1.3508312,0.8318641,1.336416,1.0407162,1.05691,0.8783876,1.1313646,1.1584469,0.9640766,1.3685389,1.1940627,0.8942701,1.2353493,0.87942576,1.378432,1.3103914,1.1882215,1.2526437,1.1155683,0.9937466,0.84804726,1.377492,1.1563139,0.87227046,1.1664126,1.0431738,1.2491077,0.8952272,1.1717747,1.0468475,0.7872648,0.5227003,1.3261389,0.8676121,0.7406533,1.0839707,1.407527,1.3322189,0.8788668,0.9207271,0.7140771,0.8996483,0.6419703,1.1095333,0.9053606,1.3481454,1.4856591,1.266624,1.2640439,1.2722328,0.93760014,0.7897661,0.8507527,1.0377691,0.69031227,1.3290794,1.2997124,1.2608292,1.0228795,1.261393,1.4592001,0.8134807,1.2161237,0.7921245,1.085462,1.3543484,0.92647296,1.2328372,1.4188681,0.8841106,0.78344345,1.0701854,0.81028414,0.7695902,0.6191842,0.7936655,1.0302064,1.1724184,1.0370319,0.77870065,0.7468735,0.49073148,1.348202,0.9192601,1.3730322,1.0923575,0.27623522,0.72191787,0.947404,1.1614227,1.0382279,0.6537092,0.85304105,0.3649826,1.0702114,1.4375633,1.3852937,1.0280249,1.4523902,1.088361,0.1246202,1.0121294,0.87861735,1.0668235,1.2686608,1.4360096,1.2213631
book,0.67533875,1.224546,0.9948109,0.9093792,1.0951396,0.9669105,0.9949679,0.9558473,0.827354,0.83173704,0.8594823,1.1122012,0.87784934,0.98031676,0.9483622,1.0000759,0.78543603,0.0,0.89166784,0.7838034,0.42796034,1.252378,1.0221776,0.91958463,0.8601513,1.0038024,0.92109,1.1767993,1.055955,0.88949966,0.89011174,1.2199821,1.0264179,0.9111192,0.99975747,1.1021904,0.9547634,0.7628792,0.92192566,0.914914,0.9623023,0.65664184,1.1109743,0.8678165,1.1507453,1.1852897,1.0173502,1.1671536,1.1859155,1.0594908,1.2483835,1.048729,0.8652006,1.3293109,0.951426,0.7198391,0.9314932,1.1919267,1.1234659,1.1213416,0.6926398,1.2140558,1.0718062,1.0592206,1.0688431,0.9491136,1.1605211,0.5745574,1.0543536,1.2224567,0.95641625,0.95464957,1.0150403,1.3393071,1.0469346,0.94776183,0.92142093,1.0704439,1.0390608,1.2043942,1.0381839,1.1630918,1.0642347,1.1523286,1.2801943,0.94516456,0.8844887,1.0539106,1.1268601,1.297771,0.45114732,0.8725114,0.8473115,0.8104017,1.0185574,1.1024851,1.0319309,0.73984504,0.9305291,0.68239135,0.903362,1.1067036,0.896355,0.787091,1.1974113,1.0781583,1.0766671,0.89155567,0.939018,1.0205879,0.9025439,1.1297199,1.0758274,1.2573011,1.0836133,1.1027427,0.85987234,0.9428016,1.1101388,1.222429,1.0121177,1.075869,0.8012482,1.0517573,1.1915579,0.8899085,0.8828819,1.0502983,1.0823474,0.64994824,0.8737446,1.2162888,1.0974422,1.066004,1.0972881,0.6739285,0.5787297,0.98600346,0.9959713,0.9218854,1.1557338,1.1401951,1.1047004
bottle,1.384485,0.7826254,0.74385095,1.2384862,1.456428,0.77585125,0.97980976,1.0026888,0.61478037,1.3065579,1.4052448,0.74816334,1.0098559,1.4477817,1.1806431,1.4280504,1.3085392,0.89166784,0.0,0.28513336,1.117855,1.1320983,0.5831809,0.56339246,1.0631697,0.3728817,0.52983224,0.70412445,1.200741,0.8461392,0.5594661,1.3475149,0.6512944,1.0219373,1.1942465,1.249546,0.26320136,1.1195911,0.09943533,1.1480908,1.0821983,1.1234024,1.000314,0.81427014,1.3229971,0.7990048,0.7261139,1.0754819,0.809247,1.2022967,0.9673164,0.6285558,0.6925827,1.179019,1.003824,1.0777491,1.107674,0.5286751,1.0260786,1.1065236,0.71788496,1.2188823,0.9607474,1.3950665,0.81794196,1.1085631,1.2939425,1.3492328,0.64069474,1.4294337,1.153404,0.88443816,0.31392425,1.0944614,1.3314276,1.3412603,1.0670085,1.3048487,1.1615481,1.1459885,1.2821505,0.42748976,0.5378032,0.82827795,1.0137577,0.6579921,1.0680562,1.2867782,1.433443,1.3574121,1.2315736,0.4204514,0.48371089,0.7715705,1.2652113,0.9571974,0.53262365,1.3222355,0.7996918,0.53462446,1.1109195,0.8115201,1.2018881,0.66553074,0.67854625,1.2014095,1.1303967,1.2075572,1.2265433,1.2576609,1.1213455,1.4452937,1.2434796,1.2684535,0.9434159,1.189664,0.7318622,1.3977834,0.7626145,1.110414,0.3364842,1.001445,1.259948,1.1331148,1.0806984,0.9706388,0.8560339,1.4406891,1.2589219,1.3474375,0.670141,0.7455367,0.50034434,0.7379437,0.5926813,0.4791032,1.2686827,1.0316797,1.0878445,0.8569877,0.6256743,0.51381356,0.86787766
bowl,1.4242594,0.95650584,0.8335538,0.9190067,1.4833161,0.7404597,0.8180305,1.0002836,0.61330664,0.944476,1.3033073,0.6689045,0.8778613,1.4750245,1.2115337,1.3564255,0.99205315,0.7838034,0.28513336,0.0,0.7165973,1.2581482,0.6383061,0.44756722,1.0911884,0.32723022,0.62292016,0.8874587,1.2768675,0.74731296,0.5139128,1.3262596,0.72857636,0.9038771,1.0737617,1.3980112,0.4006226,0.93805623,0.15555048,1.2068452,1.1528163,1.1487777,0.9664064,0.62823474,1.3968354,0.9647916,0.674696,1.1144394,0.8557936,1.1951506,1.1078838,0.7073594,0.6857309,1.3211206,1.0076559,1.1285204,1.0687506,0.6794379,1.1970266,1.1166518,0.83767354,1.2680076,1.1531214,1.4527901,0.8550714,1.1779372,1.2774298,1.2767457,0.81667864,1.4545093,1.0855474,0.84948385,0.3671602,1.2536628,1.3495573,1.3336296,0.9752439,1.4242781,1.2044528,1.1927284,1.35304,0.60354793,0.59026843,0.8967697,1.1146972,0.65836895,0.89355296,1.3281052,1.4573317,1.4282188,1.0899272,0.49311197,0.5650298,0.8101288,1.2663659,0.9553694,0.4638102,1.2818446,0.8404932,0.21264595,1.1536224,0.8340122,1.2190986,0.6441661,0.65432745,1.1231713,1.0927342,1.2841682,1.1618524,1.2990913,1.1266887,1.4598384,1.390347,1.339527,0.8701632,1.116831,0.35821402,1.279431,0.8784322,1.0560688,0.43971014,1.0202979,0.9814304,1.0025051,1.1904961,0.98740584,0.94554365,1.4251344,1.279413,1.1143867,0.47269452,0.923319,0.7258238,0.86720204,0.65671325,0.5226334,0.87923086,1.0129791,1.1902833,0.87013817,0.6930545,0.7119255,0.8286997
box,0.85761744,1.4141876,1.217526,0.42986858,0.96169746,1.0706933,1.0257667,1.0850378,0.9061869,0.28792614,0.6947716,1.1674011,0.81093335,0.9553769,0.9812768,0.88648206,0.3040501,0.42796034,1.117855,0.7165973,0.0,1.3516698,1.1170653,0.88337547,1.0540714,1.0117645,1.1355734,1.3429875,1.0844921,0.8748882,1.0009872,0.9959621,1.0867609,0.846862,0.8563608,1.1702299,1.2015133,0.5457771,1.0878974,1.0394554,1.0648637,0.74368805,0.91027933,0.69101816,1.0940833,1.3535628,1.1491079,1.0630982,1.2805784,1.0004568,1.3896211,1.275042,1.0396668,1.378013,1.0528926,0.98197424,0.8876767,1.3522788,1.2477204,1.0074188,1.1194143,1.1818278,1.2742513,1.0347667,1.1251295,1.083194,0.92894506,0.62530726,1.2636089,1.1261904,0.85855114,0.81820226,1.1060696,1.3491886,1.0358024,1.0135924,0.62664324,1.1121311,0.9085019,1.2194046,1.066207,1.3488896,1.216962,1.1867496,1.3348472,1.1484685,0.6551908,0.9836916,1.0464449,1.2103527,0.4766519,1.1297306,1.1241914,1.0872695,1.0944176,1.1475823,1.1501503,0.8649859,1.0827991,0.6278735,1.0913352,1.234041,0.9188574,0.85036236,1.2963314,0.7890378,0.9332142,1.1176715,0.91462636,1.0520142,0.82722884,1.0124522,1.1990205,1.2816877,1.0144019,0.8062829,0.5431523,0.6488855,1.309198,1.0283555,1.182487,1.1357809,0.4673165,0.8600429,1.0857757,1.07142,1.0223986,0.8976588,1.0330937,0.3705846,0.82254183,1.4135227,1.3508358,1.0841758,1.2302234,0.9054382,0.24438173,0.96379644,0.9907348,0.9718335,1.0922321,1.3514805,0.9918248
bread,1.0846555,0.39787483,0.6586058,1.184355,0.9896057,1.0135347,1.0805843,0.7546547,1.028106,1.2881892,1.3038802,1.0422405,1.2408438,1.0366977,1.065744,1.2600739,1.319324,1.252378,1.1320983,1.2581482,1.3516698,0.0,1.1010239,1.1429565,1.0546342,1.1231557,1.1803503,0.6817018,0.9194305,1.2117333,1.1219631,1.0646847,1.0982326,0.94096524,1.3131416,0.4974326,0.9378955,1.310869,1.103126,1.0678716,0.9503095,1.0600749,1.2514981,1.0358757,1.0451471,0.4551854,0.8712195,1.0425837,0.664781,1.0767134,0.27424765,0.71227586,1.1950362,0.3957603,0.889995,1.0005308,1.0805097,0.64246696,0.9799384,1.2120066,0.7382567,0.8408807,0.58298135,0.70249206,0.8954798,1.0822262,1.0907307,1.2425534,0.8477284,1.0857383,1.0255551,1.1383194,1.0988923,0.5658896,0.96628153,0.79686534,1.2261416,0.9089811,1.3186221,0.5485954,0.67711765,0.63489,1.0459478,0.79941237,0.4357319,0.7679851,1.2155731,0.9448933,1.1094822,1.0190681,1.2275283,1.0471919,1.0044984,0.92367166,0.829752,0.7551213,1.0763391,0.9974322,1.219618,1.2512736,1.0587642,0.67419004,1.1717924,1.0949403,0.6906667,1.3110745,1.1061258,0.936848,0.9697751,1.1652052,1.3507421,1.1268462,0.8462783,0.8996344,0.96957946,1.2535579,1.2990942,1.3083224,0.6557182,1.1822363,0.93339837,1.0016555,1.1928966,1.0523915,1.1707077,0.73550797,1.249492,1.1825334,1.0814646,1.3843625,1.0396174,0.35668325,0.64165664,0.8825581,1.0882964,1.1340346,1.3086543,1.243773,1.2200572,1.2289149,1.2262005,0.67888683,1.2325121
broom,1.3583117,0.78635,1.0076433,1.3201458,1.4216386,1.0656488,1.0965552,1.0559621,0.63175666,1.3398769,1.3986855,0.63830906,0.9554659,1.4688778,1.2079074,1.4072552,1.3416706,1.0221776,0.5831809,0.6383061,1.1170653,1.1010239,0.0,0.6149947,1.0833302,0.41424227,0.61823255,0.65689963,1.1393726,0.6554276,0.63435996,1.2463033,0.7079014,0.94163674,1.037647,1.2118429,0.55609703,0.98337305,0.55878407,1.1042434,1.0211158,1.1731056,0.7544887,0.6540891,1.2760075,0.8843579,0.80909,0.9920722,0.8443655,1.1898599,0.98317736,0.7964015,0.5999449,1.1149282,0.9598361,1.1438274,1.1414919,0.73279154,1.1488309,1.0095156,1.1125401,1.1581854,1.0192637,1.39361,0.92330474,1.0681727,1.3188567,1.3784357,0.71189666,1.3762186,1.1438268,0.6394516,0.3549875,0.9274466,1.2689481,1.3841152,1.0906374,1.4610877,1.1684353,1.1684469,1.3717644,0.81237453,0.5505329,0.7658172,1.0390477,0.8378957,1.0202571,1.2822436,1.4257836,1.2357695,1.1657584,0.47037745,0.52228713,0.74377966,1.2991245,0.9366682,0.52012515,1.3432121,0.70817757,0.80918884,1.0663757,0.7473638,1.1488872,0.5460014,0.63117045,1.0920957,1.0098721,1.195655,1.2104975,1.388768,1.149362,1.3899822,1.2324357,1.1573272,0.82432044,1.1119733,0.78437126,1.3425,0.7632277,0.8991647,0.5171552,1.097373,1.2848446,1.1326252,1.0218703,1.0874438,0.731385,1.4424965,1.2039723,1.278465,0.7879653,0.8190925,0.78138745,1.0426551,0.5931413,0.80459535,1.3586378,0.811551,1.0014125,0.7132789,0.47299147,0.6063799,0.6510331
bucket,1.4140232,0.94436264,0.97794,1.1819094,1.3821957,0.90420824,0.88294375,1.0091864,0.6003752,1.1799008,1.3306637,0.73303336,0.7675392,1.3605063,1.2559184,1.3173792,1.2195537,0.91958463,0.56339246,0.44756722,0.88337547,1.1429565,0.6149947,0.0,1.0749696,0.18572962,0.7677258,0.87488383,1.2570643,0.53256273,0.5700906,1.2705864,0.8485083,0.78318095,0.96699095,1.2740049,0.72297746,0.7981403,0.4933235,1.1779736,1.1205868,1.0750178,0.76287216,0.60684574,1.2446696,1.0053382,0.6929146,1.1728873,0.92378694,1.2414974,1.0963975,0.88291484,0.7166612,1.2364118,0.9491075,1.1519811,0.90643597,0.94917554,0.8793363,1.2225633,0.9726877,1.2658026,1.0942419,1.3662938,0.8195134,1.1645716,1.1119545,1.3308485,0.8303139,1.3297324,1.1257557,0.62324864,0.4336298,0.9990876,1.307166,1.2941232,0.6181347,1.2697582,1.2091181,1.2324061,1.3398939,0.9570165,0.47748303,0.9303747,1.1490617,0.8216611,0.7017003,1.3453302,1.3576138,1.2114391,1.0715989,0.7409539,0.7891072,0.80283594,1.2624476,1.0203451,0.5744772,1.3058609,0.73880655,0.69398314,1.1290095,0.8492397,0.9670933,0.46240163,0.7087044,0.9044548,1.177709,1.2344033,1.2163234,1.3041809,1.157784,1.3833227,1.1182438,1.1699309,0.797159,1.0027401,0.7149303,1.2525778,0.92336303,1.1235107,0.67337644,0.7604125,1.1492759,0.9796873,0.9110761,1.0159281,0.7118374,1.3986338,1.2587032,1.1861576,0.39797044,0.9817653,0.9577141,0.9872862,0.524418,0.64373696,1.1376576,1.0031035,1.0482635,0.8175359,0.4952969,0.8211242,0.7447033
butterfly,0.7704525,1.0724406,0.9231591,0.99183136,1.1266142,0.85347795,0.90671223,0.8610493,0.9827006,1.0081981,1.0907925,1.1962951,1.1328216,1.0667619,0.9260397,1.1294806,1.0475618,0.8601513,1.0631697,1.0911884,1.0540714,1.0546342,1.0833302,1.0749696,0.0,1.1320826,0.9686099,1.005567,1.0190618,1.1474767,0.87879276,1.115847,1.1046898,0.93290734,1.2189451,0.92504394,1.0118667,1.1251736,1.0585811,0.8333415,0.93942356,0.89890987,1.1045381,0.9583488,1.0613098,1.0487249,0.8873378,1.0263227,1.0084563,1.075258,1.084604,0.90467966,0.6236582,1.1002012,0.9633719,0.66208684,1.0694381,1.0935552,1.0642042,1.077569,0.9093232,1.1121389,0.87428916,1.0964379,1.0083271,0.77619267,1.0642173,0.9764823,1.0488781,1.214685,1.0099078,0.99315137,0.9344724,1.1494675,0.8572597,0.88245934,1.1273344,1.0181786,1.0135021,1.1441182,0.92423725,1.0658462,1.0649121,0.9956264,1.1448386,0.9552432,1.0948123,0.9567362,1.159441,1.1946752,0.9741833,0.9263344,0.9343344,0.90511084,0.9900935,0.95643747,1.1648442,0.76908773,0.7314485,0.9482226,0.7448057,1.0363709,1.1076764,0.9751303,1.149492,1.1517806,0.9822397,0.6659638,1.0479646,1.0238305,0.8689137,1.172634,0.947648,1.241468,0.9565259,1.1229174,1.1941913,1.1199851,0.9338096,1.1261833,1.0548313,1.0004337,0.9930772,0.92502135,1.0684589,0.95782703,0.9958239,1.1004469,0.98412955,1.058222,0.91362077,1.0473077,1.1392797,1.0450555,1.0798838,0.838852,1.0038376,0.964356,1.0268577,1.0028242,1.1045191,0.9613565,1.0779455
