,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
meat,0.5885211,1.2562196,1.0935147,0.8743907,0.861977,1.031733,1.0187329,1.0000308,1.0763423,0.9205345,0.87734705,1.2110809,1.0878009,0.85069585,0.752872,0.84349805,0.8788668,1.0469346,1.3314276,1.3495573,1.0358024,0.96628153,1.2689481,1.307166,0.8572597,1.3683805,1.1618435,1.0853698,0.6954031,1.2042642,1.1803374,0.9445288,1.1876674,0.8934301,0.986833,0.68253994,1.2951524,1.0533581,1.3514459,0.83002186,0.7031145,0.8538274,1.1700197,1.208821,0.9268284,1.2216622,1.0861331,1.0674458,1.0660197,0.9376423,1.2119517,1.0520054,1.0332243,1.0377326,1.0697032,0.6690399,0.9775263,1.239256,1.0241783,0.9988927,1.0376886,0.93398213,0.96944267,0.9334415,1.101116,0.85501313,0.9684063,0.85292286,1.040088,0.85394394,0.8652369,1.154283,1.3402932,0.98189545,0.0,0.70193195,0.9945523,0.71275735,0.96117747,1.0478084,0.727204,1.2455251,1.297986,1.107594,1.1388379,1.1154323,1.0437073,0.6016144,0.86812747,0.9115618,0.92683345,1.297415,1.2443303,1.1214463,0.74215496,0.99939203,1.2792283,0.4653576,1.0837934,1.1732094,0.799695,1.0724173,1.0357246,1.2974957,1.2051725,1.0680325,0.9330787,0.6122235,0.77867925,0.7763618,0.94276565,0.8653066,0.95125794,0.9647468,0.9978052,1.0995976,1.1879709,0.85593903,1.2524731,1.0215579,1.2430714,1.1451031,0.81427073,0.90089864,1.072113,0.8628172,1.1489593,0.8255836,0.9875558,0.8720223,1.202815,1.2566512,1.2047249,1.1875747,1.2607338,1.1513705,0.8508388,1.0347029,1.0445989,1.0736531,1.3140377,1.2625608,1.2210993
melon,0.6075798,1.1240021,0.76286405,0.88250977,0.71063805,0.8524699,0.87948877,0.5795888,1.2371377,0.9057034,0.9330319,1.2244127,1.1160926,0.7026396,0.8380774,0.8483518,0.9207271,0.94776183,1.3412603,1.3336296,1.0135924,0.79686534,1.3841152,1.2941232,0.88245934,1.3910992,1.3021846,1.2396892,0.8930397,1.2542441,1.2079358,0.94020134,1.2352009,0.76317453,1.1271223,0.6764805,1.3101244,1.1483881,1.3595692,1.0101515,0.99271595,0.9775112,1.163496,1.1594577,0.8278668,1.1297942,1.0685779,1.0190153,1.1189154,0.9215472,0.9931568,1.0045637,1.180754,1.0015316,0.9389021,0.7239608,0.8664329,1.2380804,0.86490566,1.0874702,0.8200048,0.9572563,0.86046433,0.57000065,1.0810518,1.0694828,0.8768356,0.8383187,1.2607187,0.8871932,0.8472431,1.2271274,1.4044254,0.97409093,0.70193195,0.0,0.99449396,0.5791483,1.022506,0.9223542,0.75369614,1.2506822,1.2717202,1.0850511,1.0595533,0.985144,1.1384414,0.70522887,0.7841545,0.99544543,0.86901337,1.2713771,1.2265763,1.0669165,0.30274355,0.94181,1.2813443,0.6140876,1.1085305,1.1873931,1.0244538,1.06526,0.9416789,1.2577635,1.1982734,1.0695261,0.992757,0.79969573,0.71693313,0.8427667,0.9287218,0.83593863,0.78636426,0.98774105,1.0793009,1.1044943,1.2349961,0.9082612,1.1487103,1.098515,1.3454406,1.0042518,0.9160637,0.84507984,1.0938809,0.9604849,1.2229493,0.8663977,0.9267653,0.91065824,1.1107997,1.1564523,1.2332312,0.97257435,1.2658141,1.0866257,0.8678848,0.9962375,1.1180483,1.204561,1.3638322,1.2859368,1.2149624
milk,1.0437846,1.3058919,1.1819654,0.871059,0.94321334,0.9782526,0.92456436,1.1058116,1.0585005,0.7494733,0.86135125,1.1401081,0.9063703,0.85397017,1.0351113,0.8559111,0.7140771,0.92142093,1.0670085,0.9752439,0.62664324,1.2261416,1.0906374,0.6181347,1.1273344,0.8763844,1.165658,1.2420299,1.1099768,0.9059665,0.96863973,0.925109,1.1219032,0.8726505,0.8746964,1.1422509,1.2909029,0.8271185,1.1137662,1.1104145,1.1413958,0.9711132,0.85579157,0.92628783,0.87482274,1.2459228,1.044816,1.0399433,1.1258819,0.96843094,1.2805512,1.3121219,1.126526,1.2217615,1.0274116,1.0846279,0.8350645,1.3356249,0.8757658,0.9860235,1.101491,1.076976,1.2107127,1.0079559,0.98323745,1.172499,0.7602118,0.8131752,1.2007823,0.89706695,0.9540632,1.0005385,1.0842001,1.0564796,0.9945523,0.99449396,0.0,0.855446,0.79437155,1.1369214,1.0303544,1.3252151,1.0421629,1.1127914,1.1981909,1.1077762,0.7655955,1.0175635,0.9323219,0.8874866,0.7013581,1.3103582,1.3162379,1.095121,1.0051771,1.1636555,1.1128666,0.97333246,1.0465733,0.93797547,1.1799872,1.1370273,0.8473466,0.9326856,1.1777581,0.7608639,1.0426736,1.17756,0.97022325,0.9398299,0.78847796,0.8863568,0.8862599,1.0237359,0.987347,0.8288907,0.8891095,0.7739297,1.3116579,0.9759931,1.1306529,0.90815973,0.7677363,0.8725296,0.8093851,1.05578,0.8990567,0.8832258,1.022786,0.6892829,0.8238988,1.3262677,1.2849061,1.0507046,1.0309515,0.9825905,0.70682454,1.0251014,0.8727774,1.0320275,0.8597975,1.3573673,0.9881842
mitten,0.6072973,1.1558919,0.95182276,0.9645489,0.60879916,0.9967255,0.9307019,0.9397894,1.2669404,0.9264219,0.7731775,1.2994732,1.0697062,0.5747894,0.7679007,0.6195067,0.8996483,1.0704439,1.3048487,1.4242781,1.1121311,0.9089811,1.4610877,1.2697582,1.0181786,1.4570441,1.33307,1.2595736,0.73376036,1.2375197,1.4176391,0.88115984,1.2154809,1.182927,0.9740934,0.72470593,1.4328727,0.99732983,1.440222,0.945433,0.9051227,0.7543747,1.2031491,1.3249023,0.74718237,1.1525068,1.1620746,1.0576172,1.2413739,0.9531732,1.0101763,1.2391138,1.2448839,0.8837533,0.9468949,0.6209639,0.8491334,1.3326776,0.42035913,1.049901,0.6433164,0.94329965,0.94129276,0.45188975,1.0273651,1.0062324,0.8448702,0.7688693,1.147504,0.62083244,0.8895376,1.285101,1.5300952,0.9425664,0.71275735,0.5791483,0.855446,0.0,0.9131262,0.9819473,0.63324857,1.3255025,1.2848339,1.2179823,1.0823406,1.1515708,1.0653025,0.61590695,0.53657746,0.7443611,0.8915913,1.4243062,1.3492762,1.2590289,0.6318395,0.99863476,1.3296685,0.6661753,1.1592314,1.2455168,0.9929329,1.1764845,0.7138127,1.3169641,1.231797,0.9691999,1.0131269,0.7949122,0.6088415,0.42036116,0.8803252,0.65222347,0.6759438,0.8138195,1.1793183,1.0305893,1.3232707,0.78318506,1.2548814,1.1251192,1.4619743,0.8061836,0.8669384,0.9602621,0.96971,0.8928333,1.0750635,0.58082515,0.9167879,0.85395515,1.2239928,1.2075558,1.1879827,0.8656326,1.2259305,1.1518841,0.8709725,1.1045792,1.061711,1.2147198,1.3289126,1.3564868,1.2717433
motorcycle,0.9629749,1.362222,1.255012,0.85979116,0.8984824,0.9941458,0.96083564,1.2398168,1.3553168,0.75101036,0.71886224,1.2985764,1.0838898,0.8908465,0.9091728,0.8175857,0.6419703,1.0390608,1.1615481,1.2044528,0.9085019,1.3186221,1.1684353,1.2091181,1.0135021,1.336441,0.9510615,1.3997958,1.0171305,1.2617549,1.0855865,0.8254754,1.0787486,1.0866433,0.9916439,1.162005,1.3202918,1.0270998,1.243058,0.9607911,1.0653849,1.0230848,1.0776798,1.2719239,0.9020186,1.3374032,1.1839718,0.77578366,1.2172639,0.8827176,1.3355695,1.4044311,1.1093192,1.2650843,1.1176244,1.1326044,0.9129283,1.3038849,0.8050999,0.6424569,1.2698506,0.98843324,1.1466776,0.96360284,1.0605758,0.98260427,0.63161945,0.69629216,1.2961812,0.8762196,0.995275,1.1273061,1.2834611,1.2804723,0.96117747,1.022506,0.79437155,0.9131262,0.0,1.0963356,1.0374154,1.2704173,1.3531306,1.2784503,1.2528911,1.2866751,1.0637255,0.91402125,0.9225933,0.9682164,0.8514296,1.2468585,1.2805932,1.1937627,1.0787848,1.3113499,1.3714498,0.9802424,1.1238645,1.1275381,1.0472556,1.3360229,0.92075247,1.1786952,1.3848436,0.91053116,0.7424366,1.1254511,0.89001274,0.82759976,0.22665638,0.839816,0.7796344,1.0873569,1.2630475,0.865697,1.0929718,0.5277374,1.2317867,0.7992882,1.3270983,0.83690035,0.8857264,1.0557283,0.4435221,1.2413777,0.6610914,0.76534325,0.48660803,0.72995746,1.1267302,1.3942018,1.3799559,1.0163789,1.3185595,1.026689,0.7971427,0.86033547,0.37098026,0.8466751,0.9836037,1.3247538,1.1127824
mouth,1.1283505,0.6843373,0.8194096,1.0443029,0.9771858,1.0443345,1.0150476,0.93670815,1.1685606,1.1024802,1.0977838,0.8911241,1.0954694,0.8755882,1.0971222,1.0657402,1.1095333,1.2043942,1.1459885,1.1927284,1.2194046,0.5485954,1.1684469,1.2324061,1.1441182,1.1694025,1.170305,0.80422103,1.1103854,1.2124834,1.260732,0.9680741,1.0145437,1.1555238,1.1550405,0.86108136,0.9438399,1.2820264,1.0866513,1.0866952,1.1650469,1.1827521,1.177853,1.1413076,0.88282835,0.44091988,1.1289572,0.945411,0.76115185,0.8679909,0.41839576,1.0017856,1.2854292,0.53459007,0.8948982,1.1901355,1.143046,0.6133878,1.1476271,1.1069522,0.83646333,0.7410486,0.81728154,0.81090194,0.9080633,1.0761958,0.9646957,0.9973495,1.0400143,0.8936724,1.0984414,1.2129414,1.1992731,0.7685596,1.0478084,0.9223542,1.1369214,0.9819473,1.0963356,0.0,0.89231735,0.6883632,1.1427233,0.825013,0.42051852,0.9584376,1.1225916,1.0710025,0.93544453,0.8729089,1.084954,1.0666373,1.057152,1.1095608,0.8543768,1.0431623,1.1823175,1.0732269,1.208483,1.1670649,1.0771655,0.8614349,1.0588504,1.2118207,0.86417437,1.1467899,1.0953736,1.0414274,1.0967628,0.95405924,1.1640972,0.88781446,0.9919011,0.7981757,1.0903258,1.1094996,1.1002866,1.0809714,0.8389548,1.1293427,0.98854655,1.0535933,1.0938857,1.1815064,1.186614,0.73456496,1.3202695,0.9895093,1.0252502,1.1967411,1.2141657,0.55912036,0.66559017,0.9379577,1.125648,1.2147155,1.1520004,1.1798489,1.0735494,1.157355,1.1934358,0.8190682,1.1388156
muffin,0.58410513,1.074496,0.8024891,0.92885435,0.91687584,0.8953246,0.97753805,0.8640726,1.1370299,0.9515191,0.8661777,1.3510334,1.1817931,0.86322045,0.56773806,0.8854308,0.9053606,1.0381839,1.2821505,1.35304,1.066207,0.67711765,1.3717644,1.3398939,0.92423725,1.4152222,1.2643145,1.1452432,0.57827926,1.346966,1.2287923,0.85754144,1.144826,1.0096391,1.10624,0.40271026,1.2874737,1.06057,1.3061571,0.8843898,0.6764095,0.7719343,1.256345,1.2497128,0.9506619,0.99511933,1.017953,1.141718,1.031841,0.86100066,0.95942,0.94158065,1.1451752,0.8673602,1.1241454,0.60004854,0.94254065,1.1801146,1.0004163,1.020038,0.81202465,0.85589874,0.7192857,0.82663524,0.9777729,0.89090115,1.0338795,0.8382122,1.113028,0.93279743,1.0685658,1.2621278,1.3656967,1.0935191,0.727204,0.75369614,1.0303544,0.63324857,1.0374154,0.89231735,0.0,1.0454019,1.3524914,1.2420591,0.94370073,0.893915,1.1331003,0.47416514,0.88236296,0.97023183,1.0108719,1.3301828,1.287763,1.0501782,0.735898,0.9127677,1.3107616,0.61161005,1.21754,1.2470393,0.87082285,0.9647584,1.0474157,1.2686099,1.2278411,1.138888,0.98260653,0.68971944,0.8424467,0.7279567,1.1029245,0.8464133,0.88298464,0.99549055,1.2575784,1.0900255,1.3027453,0.9287517,1.1878579,1.0380296,1.1544545,1.0540545,0.87819207,1.1031238,1.0549188,0.8018652,1.212447,0.7937435,1.0364426,0.99055266,1.1733592,1.0272402,1.1104537,1.0923837,1.3442979,1.0308948,0.88908,1.1259917,1.0369382,1.2585915,1.4506856,1.2214364,1.3304192
nail,1.466388,0.39608598,0.5766374,1.2249817,1.2654879,0.71322536,0.9059282,0.9936653,0.8698547,1.3624566,1.3383247,0.81278044,1.2404025,1.2941494,1.2182214,1.3965755,1.3481454,1.1630918,0.42748976,0.60354793,1.3488896,0.63489,0.81237453,0.9570165,1.0658462,0.7115383,0.7640869,0.5974641,1.1758704,1.1468699,0.79720944,1.1632377,0.8306453,1.0828525,1.3185024,1.0473055,0.38445884,1.3946016,0.37473583,1.2101078,1.1356074,1.2245637,1.1247457,0.9621801,1.1882176,0.35654128,0.7140558,0.9723481,0.53985804,1.0463072,0.43635356,0.6446202,0.9543672,0.68097657,1.0338867,1.2546294,1.287848,0.24157631,1.230115,1.1193011,0.7383269,0.8712635,0.80783194,1.1820285,0.6788427,1.1619623,1.2410592,1.2760609,0.72106916,1.2932285,1.2691531,1.0964968,0.5202598,0.8424771,1.2455251,1.2506822,1.3252151,1.3255025,1.2704173,0.6883632,1.0454019,0.0,0.7776324,0.6736685,0.4513297,0.61407554,1.2435133,1.2397124,1.3182976,1.2112451,1.3545794,0.5710874,0.6450734,0.8058006,1.1550599,0.8350796,0.71294403,1.3494976,1.086346,0.75591004,1.1557269,0.70554626,1.3432128,0.98380935,0.5841304,1.3449888,1.1016484,1.2396808,1.2659535,1.2343148,1.3522437,1.2653351,1.2634835,1.0924428,1.0451803,1.2169919,0.9828509,1.4056635,0.614598,1.0435262,0.4276082,1.0603254,1.3580223,1.2720313,1.2205098,0.92296314,1.2333152,1.3102446,1.200804,1.4711045,0.89917415,0.3003496,0.26197302,0.844677,0.84009475,0.8250388,1.3713653,1.153132,1.2095207,1.0871232,0.92704153,0.3716706,0.98311174
napkin,1.409916,0.72258526,0.9844909,1.364455,1.3583922,1.0106515,0.99948955,0.9169868,0.5443314,1.4201117,1.362963,0.3747238,0.6612749,1.3181989,1.3470647,1.1117702,1.4856591,1.0642347,0.5378032,0.59026843,1.216962,1.0459478,0.5505329,0.47748303,1.0649121,0.30543458,0.8033816,0.5729315,1.2258458,0.49223113,0.65057933,1.254021,0.64258355,0.8982611,0.9128865,1.199896,0.465366,0.93993294,0.4631257,1.2085991,1.1535332,1.1323102,0.7835247,0.67212117,1.1832895,0.81988895,0.7809644,1.2450081,0.8856388,1.3233938,0.90373725,0.63907474,0.7952548,1.035649,0.8750374,1.1803828,1.2333734,0.71443,0.85128963,1.2459457,0.931635,1.2290654,0.9808507,1.3659272,0.8474573,1.2142956,1.2635064,1.42633,0.69695634,1.0554949,1.0094498,0.7213181,0.46682572,0.73968434,1.297986,1.2717202,1.0421629,1.2848339,1.3531306,1.1427233,1.3524914,0.7776324,0.0,0.70827097,0.961968,0.7823993,0.89716446,1.3862439,1.1820738,0.9284529,1.22306,0.5255871,0.5662414,0.8160083,1.1393114,0.8056227,0.30389392,1.3660064,0.8334522,0.8142367,1.1740577,0.703776,0.9167148,0.5861971,0.56127083,1.0889132,1.3294603,1.2460771,1.2291658,1.258948,1.2674011,1.3077226,1.0437772,0.8165275,0.65328467,1.1465589,0.7829671,1.403078,0.706404,1.0580934,0.5543657,0.8395673,1.3201791,0.93956065,1.1258657,0.9656677,0.8197808,1.3293071,1.2862946,1.4382719,0.79987276,0.72864157,0.66233236,0.86469495,0.025894523,0.7921634,1.4685158,1.0641667,1.1526225,0.9948833,0.4440987,0.60187733,0.7035614
necklace,1.3544719,0.58586365,0.88310266,1.1744608,1.1666528,1.0312426,0.999036,0.8917668,0.76081604,1.2610565,1.3356776,0.62750834,1.1198485,0.97027236,1.3230166,1.261625,1.266624,1.1523286,0.82827795,0.8967697,1.1867496,0.79941237,0.7658172,0.9303747,0.9956264,0.76685065,1.0179878,0.5883886,1.1876843,0.9544194,0.8276962,1.2543199,0.8271741,0.95077306,1.2443554,1.1248351,0.653947,1.2508602,0.7757267,1.1409786,1.1690326,1.1214018,1.0015577,0.90758204,0.9389075,0.61766195,1.0100483,1.1010457,0.74877137,1.1649477,0.7063097,0.8354325,1.0616909,0.74955845,0.8557862,1.1765977,1.1622225,0.53038335,1.1179785,1.1758116,1.0294658,0.9801601,1.0333552,1.0848973,0.7173873,1.140981,1.0425951,1.2696247,0.81190693,1.1282547,0.99258465,0.96558034,0.73319864,0.61903965,1.107594,1.0850511,1.1127914,1.2179823,1.2784503,0.825013,1.2420591,0.6736685,0.70827097,0.0,0.6708085,0.7979006,1.1481783,1.2942393,1.1064775,1.0567975,1.2037661,0.68961334,0.7302781,0.9079355,1.0798981,0.6798332,0.84888464,1.2680422,1.0713936,0.8946806,1.1028985,0.67505836,0.9502412,0.9100362,0.5844349,1.2484106,1.2441113,1.2224737,1.2304074,1.1962173,1.1055589,1.1717019,0.9579105,0.9831152,0.6494601,1.202256,0.9816952,1.3259935,0.5848475,1.0720749,0.68594193,0.9268688,1.2063631,0.8687822,1.192751,0.99877995,1.162419,1.2522271,1.1106209,1.2731149,0.837252,0.5913703,0.6201674,0.8732875,0.7232485,0.9574231,1.2941314,1.143314,1.1617992,1.0899047,0.7738607,0.37626505,0.8748102
nose,1.3312201,0.36362362,0.7930224,1.1513705,1.0395795,1.0207598,1.030504,1.0001413,1.0842494,1.2773957,1.25759,0.80090094,1.1831517,0.99141586,1.1852528,1.2104169,1.2640439,1.2801943,1.0137577,1.1146972,1.3348472,0.4357319,1.0390477,1.1490617,1.1448386,1.0160736,1.0977437,0.60190696,1.1326379,1.1705177,1.1488348,1.0296056,1.0386872,1.159442,1.2214189,0.9387548,0.79338574,1.3482945,0.9523657,1.1795428,1.1507274,1.1261994,1.1528659,1.0800552,1.0457888,0.21589637,1.0669881,1.0229138,0.5010108,0.8550622,0.30381417,0.88273853,1.2347058,0.36273843,0.8721088,1.2557397,1.2076045,0.27726328,1.1317377,1.1540021,0.8639863,0.5436715,0.80348605,0.8594342,0.70622945,1.1607224,1.0492834,1.1717253,0.8032229,0.974101,1.1632988,1.2386086,0.9721336,0.56548667,1.1388379,1.0595533,1.1981909,1.0823406,1.2528911,0.42051852,0.94370073,0.4513297,0.961968,0.6708085,0.0,0.89326787,1.1427039,1.173683,1.0471108,0.93749446,1.2033429,0.94080025,0.95515287,0.952649,0.9409264,0.93052524,0.99085695,1.2734735,1.210257,1.1506089,1.1559074,0.7448038,1.1215152,1.156308,0.6421016,1.2416891,1.1355817,1.1326377,1.21824,1.0961604,1.3259386,1.0254728,1.0026681,0.78193825,0.9896683,1.1878465,1.1611148,1.2449877,0.64018476,1.1276541,0.8235844,1.0224868,1.2213037,1.1515063,1.2039547,0.8352413,1.3479056,1.1385106,1.056945,1.3613702,1.1212527,0.28040266,0.45750558,0.9500336,0.9715502,1.1562697,1.3345348,1.2119453,1.1516119,1.1767671,1.1020651,0.6286356,1.0871948
orange,1.218826,0.76466084,0.32779694,1.1509695,1.4099101,0.53911155,0.62729144,0.78538615,0.77433795,1.233318,1.4123875,0.85849434,1.0100585,1.3370583,1.1746856,1.3692539,1.2722328,0.94516456,0.6579921,0.65836895,1.1484685,0.7679851,0.8378957,0.8216611,0.9552432,0.7351818,0.9163781,0.70195276,1.2185035,1.0078276,0.698526,1.2886693,0.90231127,0.84789896,1.2820158,1.029549,0.5664341,1.3007298,0.5873255,1.0517893,1.1290258,1.1197361,1.1742175,0.89979637,1.2462807,0.7967543,0.5361983,1.1476054,0.7157868,1.1504084,0.7648728,0.59776545,0.9587434,1.0209839,0.98260385,0.9058703,1.0653622,0.7564548,1.1332366,1.223575,0.5814286,1.1406643,0.87680936,1.2522959,0.85009646,1.0283957,1.2005749,1.2614758,0.8915228,1.3290122,1.0584415,1.0695097,0.76185125,0.95646054,1.1154323,0.985144,1.1077762,1.1515708,1.2866751,0.9584376,0.893915,0.61407554,0.7823993,0.7979006,0.89326787,0.0,1.2001712,1.2180681,1.359993,1.2689838,1.2540268,0.7285991,0.7203556,0.68497854,0.9735112,0.78534734,0.8150351,1.121429,1.0703375,0.63096905,0.9367605,0.27292216,1.1899903,0.827669,0.70337903,1.3680602,1.2145346,0.9752181,1.1809722,1.1635287,1.2028362,1.3447573,1.2013477,1.1560456,0.84698904,1.3484491,0.88797253,1.3179196,0.8694877,1.149192,0.49828064,0.9018244,1.1423761,1.0179889,1.2050318,0.6345981,1.1711893,1.4267178,1.2823595,1.370292,0.7314935,0.72452784,0.8017494,0.96082777,0.8322299,0.51309013,1.1869316,1.1359982,1.2149019,1.0913361,0.98805255,0.7210796,1.078742
oven,1.0897803,1.1824106,1.2388439,0.99509925,0.9689666,1.145484,1.0788939,1.1280627,0.82066655,0.8975082,0.86995846,0.86053956,0.66020256,1.0401592,1.1032834,0.8826814,0.93760014,0.8844887,1.0680562,0.89355296,0.6551908,1.2155731,1.0202571,0.7017003,1.0948123,0.756356,1.0646309,1.1572692,1.0810598,0.5500096,0.942389,0.8961822,0.9832415,0.9383768,0.6497747,1.1029108,1.1868236,0.5011723,1.0181581,1.1133126,1.0743605,1.0188084,0.56742984,0.58151877,1.0315984,1.1421938,1.1563419,1.1053144,1.1260791,1.0224932,1.1999435,1.2261796,0.9909116,1.1154518,0.91604906,1.1684585,0.9163886,1.1708932,0.9882571,1.0921996,1.1682941,1.0846372,1.1608601,1.0825529,1.0633342,1.123673,0.8893122,0.99731755,1.0111098,0.95111316,1.1002654,0.67794704,0.9451503,1.0754215,1.0437073,1.1384414,0.7655955,1.0653025,1.0637255,1.1225916,1.1331003,1.2435133,0.89716446,1.1481783,1.1427039,1.2001712,0.0,1.1076428,0.98532516,0.88884246,0.78541446,1.1291916,1.131386,1.0715041,1.0475847,1.1280541,0.9213013,1.053272,0.9109308,1.0505255,1.1072465,1.1001468,0.7997002,0.72632074,1.0291448,0.47367787,1.0283799,1.133801,1.0528848,1.068369,1.1054736,1.0078932,1.0755049,0.927002,1.0420682,0.7409501,0.7382197,0.9187774,1.1402838,1.0785728,1.1218427,0.99281657,0.95253587,1.0707257,0.94705343,1.0827775,0.9056506,0.9742768,1.100806,0.71668833,0.8589098,1.212253,1.1682104,1.1815069,0.8815264,1.0721983,0.8769396,0.98254555,1.0060431,0.9096952,0.8322508,1.1854292,0.763982
owl,0.4386059,1.2778211,1.123045,0.81159234,0.8411889,1.0928911,1.1110731,0.9582976,1.2340908,0.8552212,0.8115032,1.3430544,1.2294164,0.8804728,0.31055176,0.77000433,0.7897661,1.0539106,1.2867782,1.3281052,0.9836916,0.9448933,1.2822436,1.3453302,0.9567362,1.4127246,1.1441019,1.280756,0.25229168,1.348167,1.1889176,0.8836385,1.1140828,1.0345001,1.0169922,0.5277717,1.3361897,0.9123956,1.329282,0.8741964,0.4380806,0.8642298,1.2147156,1.2387179,0.9934217,1.2593579,1.1099801,0.96599334,1.1150401,0.8485604,1.2268873,1.0959313,1.0138938,1.0937022,1.0834641,0.46672767,0.9617218,1.2595793,1.0024942,0.92499614,1.0344781,0.85582995,0.9389908,0.8171637,1.1151181,0.8920006,0.95519793,0.798607,1.2101665,0.91530776,0.99822307,1.2197672,1.3484843,1.1597755,0.6016144,0.70522887,1.0175635,0.61590695,0.91402125,1.0710025,0.47416514,1.2397124,1.3862439,1.2942393,1.173683,1.2180681,1.1076428,0.0,0.82267755,1.0182292,0.9345431,1.268802,1.2472948,1.0906677,0.8279486,1.026025,1.2953109,0.54021645,1.0508568,1.2241884,0.85485566,1.2536945,1.0994934,1.2699916,1.2347486,1.0071244,0.7817525,0.65707886,0.67949176,0.6918925,0.956157,0.81586325,0.9356368,1.1058897,1.2788713,1.0162227,1.1830277,0.8821427,1.2764626,0.9100439,1.2771232,1.1754489,0.8603772,1.0739998,0.9896988,1.0879227,1.1797379,0.6277268,0.9648906,0.87382686,1.229914,1.2980615,1.2278509,1.1301726,1.3727254,1.2034298,0.79465055,1.0034627,1.0213877,1.1206257,1.3421967,1.3145584,1.2171297
pajamas,0.7652265,1.1831999,1.2491485,0.9151473,0.31067795,1.2529827,1.0644884,1.2223644,1.3668169,0.8372117,0.3723644,1.0895468,0.90526587,0.19926155,0.9410441,0.1853131,0.8507527,1.1268601,1.433443,1.4573317,1.0464449,1.1094822,1.4257836,1.3576138,1.159441,1.4141853,1.3296353,1.2516811,0.8619395,1.0672337,1.4125035,0.60818946,1.2097117,1.2559323,0.6673813,0.9908683,1.4878801,0.8850714,1.4947159,0.9755609,1.0405842,0.77753854,0.9470669,1.364177,0.3946672,1.2032249,1.3106364,0.9241002,1.2903001,0.83014417,1.0725961,1.3404198,1.3419914,0.8552519,1.0961258,1.1001551,0.8694002,1.333758,0.6438276,0.90722466,1.1445525,0.8554175,1.0764978,0.49910468,1.150909,1.0630053,0.8634412,0.6455707,1.1811843,0.25873387,0.89299864,1.257463,1.555337,0.88335663,0.86812747,0.7841545,0.9323219,0.53657746,0.9225933,0.93544453,0.88236296,1.3182976,1.1820738,1.1064775,1.0471108,1.359993,0.98532516,0.82267755,0.0,0.48654532,0.8346801,1.5073688,1.4419475,1.3375583,0.80657315,0.98397005,1.098478,0.814345,1.222386,1.4053923,1.1058543,1.278362,0.67372584,1.3266053,1.234356,0.7120539,0.9588475,1.0294869,0.70415807,0.6128856,1.0153143,0.26589656,0.7556683,0.46236247,1.0707401,0.7209978,1.2502227,0.67017007,1.2662251,0.8152616,1.4828583,0.950093,0.90940595,0.9366397,1.0471154,1.1342832,1.0794942,0.23401713,0.9703248,0.7387415,1.4770207,1.237202,1.2191763,1.0579915,1.1098485,1.5122769,0.9073647,1.0729071,1.1342689,1.1684277,1.3243105,1.3893025,1.0638931
