,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
clock,1.2177114,1.2087911,0.6805526,1.3049631,0.44950902,0.6163797,1.1931531,0.7161825,1.0922818,1.0930508,1.3064907,0.9690539,1.2085574,1.3794408,0.9762168,1.3454437,1.1130302,0.6848867,0.5177078,0.9625246,0.9047824,1.0918698,0.62108284,1.0241481,0.6534528,1.2007757,1.0951,1.1619124,1.035667,0.0,1.2873921,1.1730676,1.1029723,0.96524256,0.7917568,1.3490419,0.5811129,1.1386222,0.99346346,0.8593763,1.2872767,1.1907963,1.2202308,0.42042446,1.1415911,1.1483898,1.1293283,0.22784168,1.2049123,0.90737605,1.0156666,1.0636164,1.0445739,0.766752,0.94080585,1.2788584,0.7955793,1.3888229,0.8435964,0.84301007,1.202389,1.205907,1.4324837,1.0853871,0.95204335,0.5370482,1.0297816,0.91327554,1.3099911,1.1102489,0.95164174,0.8749572,0.7858358,0.93111193,1.1609211,0.7538132,0.97018415,1.1016755,1.4014652,1.4017887,1.0575336,0.6893928,0.75611967,0.84034336,1.1674203,0.7143904,1.1501018,0.757887,0.6664837,0.9934972,0.9547502,0.93302476,0.9606477,1.290718,0.91777146,1.3131089,0.7160835,1.2857038,1.1073368,1.0062706,1.0038145,0.95086837,0.5845183,0.89032304,1.0595986,1.0478714,0.91666937,0.7576431,1.205632,1.2473146,0.81294465,1.0585369,1.013454,1.1204026,0.79433703,0.69192886,1.0675521,0.99114287,0.80311614,0.9467836
comb,1.1916935,0.59929967,1.1929374,0.6908102,1.2471519,1.2086588,1.0886445,1.0774142,1.1379921,1.1813037,0.97361493,1.1283553,0.9489093,0.9015964,1.0416305,0.994289,1.1028106,1.1812769,1.1889092,1.0650856,0.9312683,0.9429573,1.1539835,1.1048355,1.0193678,0.7000959,0.9138142,1.1092347,0.80382276,1.2873921,0.0,1.0330521,1.064559,0.7890929,1.1356832,0.6683377,1.1710122,1.1193666,1.1055299,0.95815724,0.84636486,0.88672936,0.83850443,1.2330408,0.91330373,0.6088684,0.91989464,1.2302322,0.80071574,0.8185207,1.2837329,1.0165445,0.86269385,1.0617268,0.9374324,0.73607993,0.9926351,0.68495965,1.0441525,1.0788155,0.9394203,1.0768992,0.9365976,0.8847715,0.93567646,1.254287,0.88825727,0.9944956,0.8182348,0.81053114,0.9260256,0.9307542,1.0644305,0.97232914,0.66900504,1.0452238,0.9793408,1.0521607,0.9032887,0.8132765,1.0518833,1.1913503,1.104891,1.1935995,1.1133265,1.2078424,0.98066777,1.020153,1.2480484,1.0657133,1.1104778,1.1566172,0.948974,0.8345604,1.1024873,0.9222363,1.105591,0.8957325,0.9264273,1.1289093,1.0531459,0.91694736,1.2364606,0.8383825,1.079433,1.0242366,1.143382,1.1635246,1.1136509,0.9335281,1.0670991,0.6720681,0.9792256,1.055537,1.0828114,1.2710998,1.1673082,1.1013312,0.95777464,0.8758347
cookie,0.9867757,1.0567958,1.0860217,0.9913702,1.2089316,1.0898691,0.93690526,1.0379527,0.9344446,1.079037,0.9004615,1.0181497,0.9226501,0.8833471,0.9134471,0.8882452,1.0028847,1.1624707,1.1281528,0.95960784,1.0745189,0.9739495,1.1606756,0.95471144,1.1865767,1.0275093,0.96857613,1.0876719,1.0759712,1.1730676,1.0330521,0.0,0.91864616,1.0889261,1.0677596,0.9456988,1.1871592,1.0811778,0.71282196,1.0761478,0.9669006,0.93693155,1.049646,1.1819668,0.97932243,1.079946,0.963892,1.2030474,0.8928752,0.9638822,0.95062625,1.0230299,0.9705932,1.0700567,1.0113345,0.8286357,0.9079672,0.9914742,0.8915871,1.0878448,0.9983476,1.0455825,0.95043916,0.8665849,0.9507408,1.1520505,1.1452287,0.96467954,0.89879745,1.0571183,0.9581489,1.1120368,1.0874261,0.9594634,1.0214299,1.040063,1.086333,1.1047535,0.9609515,1.0021137,0.96485925,1.0850254,1.0959284,0.7606737,1.0443106,1.0557758,1.152145,1.1267873,1.1331775,1.0479231,0.92711115,1.0471646,1.0366832,0.9433676,0.92450273,0.9775001,1.0962415,0.95467013,0.82733494,1.0518364,1.039571,1.0967164,1.1556036,1.0608901,0.8734213,0.81942,1.028193,1.0784966,0.9415572,0.97983545,0.84529614,1.0972863,1.0623235,0.9522718,1.1028669,0.8711322,0.9741703,1.0194851,1.0750961,1.0930212
couch,1.1337012,0.8965819,1.2247204,1.0540541,1.1007606,0.9482395,1.1931082,0.6124909,1.1023835,1.1413667,0.33691263,0.55148786,0.22980702,1.0992414,1.046456,0.80930233,1.0898693,0.93269396,0.8504299,0.78051406,1.16905,0.95079035,0.817581,1.1043451,0.69601315,0.81866074,0.97299796,1.0931058,0.45411825,1.1029723,1.064559,0.91864616,0.0,1.1063485,0.9355521,0.6751667,0.8227841,1.1744266,1.0333633,0.8064494,0.6354461,0.99734867,1.1348363,1.0769709,1.2032776,1.0677739,0.8398669,1.1146275,0.7418496,0.98255366,1.1123105,1.0477494,0.9885595,0.8487546,1.2983367,1.0824647,0.9993391,1.1849936,0.98583907,1.026022,1.0460601,1.1914037,0.9055286,0.7802429,0.7428014,0.9864122,1.1901217,1.0328828,0.9123349,1.1686072,1.226506,1.1961585,0.5851388,1.1216224,1.1079972,1.1588901,0.5920769,1.1383395,1.0284965,0.8448268,1.0524167,0.8651223,0.9320817,0.96913916,1.2225628,0.62511545,1.2177764,0.95519674,0.96521115,1.0655053,1.1138669,0.85742605,0.6848305,0.9351204,0.93253446,1.1252785,1.0300767,0.70674855,1.0169059,0.87913,1.1219529,0.8950076,1.117385,0.9925892,1.1607375,0.8982107,1.1399137,1.1689821,0.9657026,0.9781735,1.0982968,1.098306,1.2061929,1.1528245,0.5916098,1.0740151,1.1860857,0.7995112,1.0941066,0.85795397
cracker,1.3051153,0.61993146,0.8740754,1.0144227,0.88818103,0.7397478,1.1843277,0.9424879,1.3304079,1.2360895,1.3426712,0.6964795,1.188848,1.2442902,1.1211288,1.3410169,1.3953216,0.74824333,0.8545326,1.2400693,0.6299112,0.7609116,0.99265176,1.1977146,0.88622016,1.1337023,0.50182784,1.2985226,1.042709,0.96524256,0.7890929,1.0889261,1.1063485,0.0,0.5084466,1.2362773,0.78258884,1.2816167,1.2380626,1.0937343,1.2294854,0.7730168,0.9543921,0.8759321,1.1263213,0.64093214,0.87651056,0.980722,0.720032,0.7699591,1.2199155,1.1610885,0.5206682,0.92749625,0.717891,1.0299942,0.7217308,1.1197867,0.70322907,0.94889235,1.2960081,1.2979115,1.273306,0.8649632,1.0491583,0.8852038,1.1127341,1.2689929,0.90258276,0.51485896,1.0338192,0.43362916,0.8747817,0.7796464,0.4980049,0.69460404,1.2339981,1.1927316,1.2664968,1.1728038,1.3459003,0.66745126,0.6231451,1.0164059,1.2794563,0.75899225,1.2993973,0.93433565,0.9096166,1.0617468,1.1436071,1.1454158,0.5412638,1.2973042,0.85833764,1.1800206,0.92897844,1.0335732,1.0396924,1.2597109,1.1653578,0.4151541,0.746753,0.96942943,1.2375017,0.90593845,1.0089269,0.80700415,1.1239157,1.437176,0.9224569,0.52057445,0.37133837,1.2096717,0.92823213,0.9316952,1.3696744,0.9146346,0.47962898,1.047851
crayon,1.3092585,0.81962186,0.87042964,1.2634997,0.6091011,0.38097668,1.3625784,0.6914876,1.3672534,1.2425905,1.3706565,0.39135975,1.1761247,1.506412,1.1012154,1.5144112,1.3765942,0.2515052,0.6277747,1.0694828,0.68723726,0.7781923,0.80181694,1.1650094,0.6372799,1.2638305,0.48179245,1.3744996,1.0334805,0.7917568,1.1356832,1.0677596,0.9355521,0.5084466,0.0,1.4398805,0.36745703,1.3499274,1.1755062,1.0689785,1.3204731,0.96613204,1.1187944,0.5800866,1.3002259,0.7900023,0.7578365,0.8408522,0.6951544,0.55430293,1.118239,1.2361289,0.4808038,0.74566114,0.9927273,1.2292929,0.66785675,1.4116645,0.5123381,0.8337678,1.371527,1.3712635,1.4319049,0.8052347,0.944853,0.48219484,1.2688016,1.3845783,1.1556928,0.92455006,1.1423112,0.32259047,0.601997,0.8691174,0.71646583,0.80227697,1.2101765,1.303036,1.5075548,1.4117782,1.4004619,0.13352382,0.07660806,0.98678493,1.3169119,0.3227557,1.3472182,0.7910185,0.61475134,1.0055892,1.1967108,1.0905833,0.48353064,1.4861162,0.5881428,1.4336916,0.7903685,1.168521,1.1160514,1.1442648,1.2864559,0.24483782,0.3476835,1.0444238,1.3438984,0.8074386,0.8730699,0.81149876,1.1664677,1.5511384,0.8851267,0.62476707,0.37997007,1.2345055,0.64441156,0.777741,1.3838192,0.6248424,0.30046713,1.020334
crib,1.0276651,0.9414601,1.4519889,0.75255364,1.3837825,1.4033194,0.97337216,0.9364019,0.79586875,1.0618913,0.40167886,1.1350178,0.5148033,0.6912735,0.97025156,0.5369178,0.9326585,1.2564126,1.1480252,0.7869864,1.1853024,1.0883416,1.1316452,1.0726534,0.93891186,0.55268514,1.3020456,0.87888235,0.4927163,1.3490419,0.6683377,0.9456988,0.6751667,1.2362773,1.4398805,0.0,1.2361313,1.0548775,1.1037607,0.7101058,0.4452964,1.0229821,0.97315234,1.434556,0.74977136,1.1651973,1.0624158,1.3403186,1.0195112,1.2492485,1.1998152,0.89396036,1.2057678,1.2611797,1.3288914,0.6736776,1.2541822,0.8026979,1.2703896,1.1133989,0.62970555,0.94710886,0.6059683,1.0229331,0.7141808,1.2266506,0.9361486,0.83135253,0.9321669,1.1526307,1.074327,1.3409815,1.0592375,1.1970297,1.1341205,1.3970566,0.51251453,0.98554546,0.65148056,0.49266654,0.78901935,1.4060433,1.4326093,1.1685357,1.0780201,1.215662,1.003887,1.0576726,1.2429172,1.1712115,1.1582425,0.99897236,1.1086929,0.27072263,1.1768503,0.71333367,1.2709752,0.71275437,1.0096092,0.7642236,0.9120723,1.25036,1.3869462,1.120362,0.9085356,1.177942,1.2377874,1.3988584,0.7566672,0.4629761,1.2428073,1.2630928,1.2971563,0.9945249,1.0488256,1.3848073,0.856449,0.79850656,1.339196,0.6639908
cup,1.3390981,0.9868831,0.7728112,1.3902609,0.54649913,0.46334058,1.3926259,0.5308511,1.3179109,1.2568638,1.2610337,0.52105385,1.0573491,1.497395,1.0418004,1.4178302,1.2741156,0.13124382,0.420447,0.8648275,0.9240975,0.8984909,0.2202633,1.1549836,0.27861226,1.3174601,0.79413193,1.3339643,0.82343316,0.5811129,1.1710122,1.1871592,0.8227841,0.78258884,0.36745703,1.2361313,0.0,1.3056121,1.1726445,0.814317,1.2445155,1.0586555,1.2243688,0.49910796,1.3035538,0.96679956,0.94559515,0.6292597,0.8851397,0.76829267,1.1109699,1.2530035,0.83545697,0.71990967,0.99048114,1.3507066,0.8318087,1.4463656,0.7254962,0.83807,1.3190001,1.3399999,1.4580572,0.9355901,0.812298,0.4693973,1.0110557,1.1312068,1.2435573,1.056016,1.1229106,0.61268175,0.46903694,1.0031309,0.9694794,0.8286054,0.9250799,1.2777433,1.4880099,1.3977036,1.26735,0.40166682,0.43227434,0.9833501,1.3457491,0.37196374,1.2923467,0.679792,0.5839191,0.9440137,1.1053969,0.92095965,0.63390905,1.3376344,0.7736486,1.4123023,0.81606567,1.1808802,1.1701972,1.0458959,1.1995959,0.57238543,0.3693158,0.97790056,1.3070736,0.9571006,0.9994974,0.73663014,1.2655598,1.4414241,0.9739515,0.8657006,0.70567036,1.2891891,0.4921763,0.73155737,1.3238637,0.67400825,0.5833371,0.91889304
dog,0.3716616,1.2200727,1.0802954,1.0857264,1.1682284,1.2415059,0.9693467,1.3038374,1.0001018,0.31014174,1.0025823,1.3237907,1.0853311,0.95051646,0.8374927,0.8837789,0.5822964,1.30041,1.3182673,1.0570378,1.1488671,1.1382902,1.1946051,0.8750411,1.2558551,1.0847824,1.3242214,0.1739248,1.1582482,1.1386222,1.1193666,1.0811778,1.1744266,1.2816167,1.3499274,1.0548775,1.3056121,0.0,0.8733684,1.1540296,1.0834312,1.0934753,1.0250965,1.1542592,0.7424693,1.2235692,0.9354776,1.032584,1.251212,1.3015882,0.57745415,0.9752463,1.190447,1.1117245,1.1854496,1.0164822,1.1715991,0.98185176,1.1492711,0.9507322,0.98324716,0.40171075,1.0381131,1.2705308,1.1285921,1.1896448,1.0320002,1.0074618,1.1445435,1.0822769,0.9859795,1.2668784,1.3120043,1.1686897,1.1596572,1.146539,1.1386861,0.23918462,1.0037544,1.0065869,0.8942301,1.2716186,1.3257145,1.0362678,0.17146736,1.2920623,0.46991897,1.0517688,1.182219,0.644254,0.9036133,1.0458122,1.2321339,1.059988,1.3167028,0.9051992,1.158183,1.091303,1.0713128,1.1598865,1.0021123,1.3449415,1.204206,1.2152447,0.9470255,1.2089794,0.8865414,1.1216089,0.9890215,0.91263115,1.0383593,1.247185,1.2615001,1.0613226,1.2645234,1.0555596,0.96893275,1.2180115,1.3005409,1.1124086
doll,0.908519,1.178403,0.9041217,1.1530662,1.0992901,1.0437511,0.95854926,0.9657667,1.0611627,0.99511886,1.0378566,1.1989081,1.0964942,1.0779408,0.8998655,1.0789465,0.8584812,1.1506016,1.1930523,0.9327993,1.1397227,1.0063789,1.0944616,0.7096022,1.1493781,1.2082267,1.1124008,0.98203814,1.075084,0.99346346,1.1055299,0.71282196,1.0333633,1.2380626,1.1755062,1.1037607,1.1726445,0.8733684,0.0,1.0415417,1.1128325,1.05344,1.0276321,1.0659103,1.0152426,1.1649021,0.96397376,0.95213866,0.99721944,1.039497,0.68603206,0.9853669,1.042886,1.0340728,1.0652204,1.0800949,0.7447444,1.1935163,0.87056077,0.81493056,1.0525994,1.05688,1.2015846,1.0372976,0.9131597,1.0364488,1.1871287,0.98113227,0.9891853,1.1552944,0.7368883,1.2030137,1.0275002,0.9764439,1.1755579,1.0056343,0.95966226,0.92701405,1.1232251,1.1276069,0.9304216,1.1408247,1.175228,0.84915805,0.91295946,1.1416061,1.0288353,1.0064389,1.0737735,0.7856626,0.5446294,0.82489765,1.101279,1.1294757,1.0892029,1.1137644,1.0250903,0.9992593,0.86844856,1.1538743,1.0895069,1.2380569,1.1292399,1.0434833,0.87074083,0.83170974,0.9757378,1.0556514,1.1002296,0.9840984,0.7568404,1.1226616,1.2398314,1.087761,0.96568567,0.4304012,0.9463137,1.1579376,1.1209395,1.1188862
door,1.254949,0.9881569,1.0388144,0.9862052,0.92052156,0.96334034,1.1996071,0.8198327,1.0769609,1.2260015,0.95164025,0.83658975,0.8843363,1.1362683,0.98180383,1.041745,1.1459721,0.8967503,0.8948585,0.74616444,1.178496,1.0288212,0.8252927,1.0453976,0.51876116,0.9623665,1.1837828,1.1035354,0.49786842,0.8593763,0.95815724,1.0761478,0.8064494,1.0937343,1.0689785,0.7101058,0.814317,1.1540296,1.0415417,0.0,0.69985664,1.019709,1.1632662,0.9843254,1.1386638,1.0105027,1.0571059,0.8647543,0.9637667,0.9944299,1.1750371,1.0814955,1.0894647,0.8925508,1.1424822,1.1640637,1.0292133,1.0931515,1.0215367,0.91776496,0.91691095,1.3002698,1.0802041,0.957505,0.5830329,0.7434865,0.99847806,0.83020186,1.0785671,1.1057246,1.0719292,1.1213762,0.73958635,0.9378089,1.0596151,1.0596842,0.44718695,1.1283575,1.1024773,0.93478876,0.9637368,0.94764125,1.0226249,0.87494683,1.271086,0.8846862,1.2137654,0.8171346,1.0681224,1.0245458,1.0293784,0.936606,0.90846735,0.78738606,1.0350997,1.1875532,0.9927774,0.8953504,1.1143601,0.9322457,1.2185426,1.0285501,0.9949877,0.89473593,1.119941,1.0533231,1.0878873,0.98123324,1.072273,0.9428301,0.9376998,1.027553,1.1854119,1.221385,0.7256382,0.96625423,1.1366992,0.73691046,0.9167688,0.61417484
drawer,0.9919427,0.9911866,1.3612388,0.81177616,1.3373023,1.3445634,0.9194791,0.9867569,0.6070265,1.0901201,0.4420045,1.0351954,0.51816285,0.7586949,1.0221806,0.6266506,0.9281162,1.254827,1.0622315,0.64980817,1.164289,1.1140864,1.104018,1.0479707,1.0285345,0.52196383,1.2148547,0.94533783,0.596408,1.2872767,0.84636486,0.9669006,0.6354461,1.2294854,1.3204731,0.4452964,1.2445155,1.0834312,1.1128325,0.69985664,0.0,0.94016814,1.0210595,1.3723509,1.0420532,1.1282759,0.997295,1.3022866,0.9492545,1.1948804,1.0955659,0.87885165,1.2171838,1.229866,1.2221344,0.94492286,1.265046,0.85115564,1.329025,1.1604022,0.6723087,1.0268159,0.6570976,0.9232539,0.8054378,1.2509851,0.94715,0.845217,0.95825124,1.1429061,1.1677592,1.3407583,1.012725,1.111737,1.146188,1.3112066,0.57776284,1.0384004,0.7158447,0.63542616,0.82572055,1.2618244,1.2439947,1.118743,1.0889546,1.088708,0.9769582,1.1314943,1.1302526,1.1643839,1.1092263,0.92232156,1.0254159,0.5798683,1.0581776,0.8713702,1.2883897,0.77863485,0.9335151,0.5582566,0.8827262,1.1993071,1.3698409,1.0490454,0.75051916,1.0978371,1.1818235,1.3005605,0.8814159,0.45786965,1.2130976,1.2580869,1.2746621,0.9171832,1.0125753,1.2755828,0.68251044,0.8450233,1.2729337,0.8280845
dress,1.0647396,0.7856436,1.0312532,0.87373394,1.1815312,1.0720987,0.8824825,1.1245625,1.15029,1.1518745,1.0407414,0.88425004,0.95846933,0.8966177,1.0329683,0.8106196,1.1509429,1.0368872,1.1488173,1.2775054,0.9360738,0.7299442,1.0307734,1.053354,1.1272645,1.0166798,0.76530576,1.089634,1.0822324,1.1907963,0.88672936,0.93693155,0.99734867,0.7730168,0.96613204,1.0229821,1.0586555,1.0934753,1.05344,1.019709,0.94016814,0.0,0.9814149,1.1449252,1.0998131,0.8595523,0.8550524,1.120592,0.734087,0.83116484,1.0421016,0.9773233,0.8453201,1.0021354,0.8142245,1.0161607,1.0624152,0.8742113,1.0709307,1.1701107,1.1726133,1.1341,0.9356332,0.6316871,1.0379295,1.2203335,0.9522706,1.0807705,0.60536075,0.8693919,1.0324196,0.9621914,0.8732209,0.7007732,0.83663577,0.953019,1.0524119,1.0842807,0.9012755,0.89202225,1.1094484,1.0542299,1.0294784,1.01025,1.1263186,1.0023835,1.0695745,1.0915012,1.1796732,1.1503395,1.0683788,1.1769733,0.8174712,1.0291531,0.7767234,0.9524835,1.1822124,0.7316931,0.8425347,1.2595284,1.1975565,0.87863195,1.2065432,0.9086805,1.12162,0.67037964,1.0047042,0.9325267,0.84403205,1.1949351,1.1616889,0.92053354,0.8936777,0.9415437,0.916018,1.0816395,1.2249894,1.1095742,0.9728634,1.1099705
ear,0.99229336,0.86727,1.0481695,0.897653,1.2094587,1.0621818,1.0205704,1.2647339,1.0531477,0.9760795,0.9996978,1.2237314,1.0273056,0.89546597,1.0595436,1.0692459,1.0566604,1.1520724,1.24126,1.1885369,0.9770823,1.1591744,1.1886529,0.9063053,1.2905285,0.9049075,0.87620515,1.101685,1.1845946,1.2202308,0.83850443,1.049646,1.1348363,0.9543921,1.1187944,0.97315234,1.2243688,1.0250965,1.0276321,1.1632662,1.0210595,0.9814149,0.0,1.1680952,0.7683445,0.7748966,0.99441195,1.1926991,0.9333414,1.1612811,1.0284338,0.9441521,0.83132106,1.2180756,0.8289657,0.6448928,1.0770364,0.8012239,0.98070866,1.2036315,0.7497792,0.92320067,0.9000868,1.1871464,1.1800227,1.1576011,1.028484,0.9607049,0.87458986,0.64420176,0.9344132,0.90396917,1.2263632,1.0722913,0.65256715,1.0139995,1.1874871,0.9758799,0.90716285,0.8578827,1.0813768,1.200089,1.1245425,1.0777807,0.9586028,1.2753854,1.0434854,1.1535839,1.1695905,1.0085304,1.0062507,1.0417172,1.091514,0.90030295,1.170594,0.84125614,1.1067929,0.9442313,1.0319939,1.0933044,0.9176827,1.0174488,1.1470844,0.98904157,1.0209266,1.0675619,1.0482641,1.0713226,1.0953623,1.0186818,0.96780306,0.77409804,0.9051961,0.9715178,1.2211024,1.1357121,1.0304165,1.099779,1.0339977,1.1112436
egg,1.2350645,0.98232156,0.5691437,1.354156,0.29523218,0.37616456,1.3205647,0.77639145,1.2661822,1.1220002,1.3564142,0.80008674,1.2408897,1.4370617,1.0024453,1.4147398,1.245218,0.51544666,0.5539102,1.1123023,0.86244833,1.0175135,0.7300631,1.0280029,0.65286064,1.3261316,0.77735305,1.2388338,1.1224195,0.42042446,1.2330408,1.1819668,1.0769709,0.8759321,0.5800866,1.434556,0.49910796,1.1542592,1.0659103,0.9843254,1.3723509,1.1449252,1.1680952,0.0,1.1881653,1.0134262,0.93047154,0.44573677,0.98072875,0.8500637,1.0332152,1.1780685,0.8556329,0.7275245,0.89586115,1.256108,0.68430585,1.4159491,0.6380937,0.7939642,1.3059864,1.2562983,1.458511,1.1236175,1.0986643,0.5969308,0.98670524,1.1637409,1.1839643,1.0511674,0.9639655,0.61236787,0.7642046,0.9797887,0.9421839,0.5090461,1.2075908,1.1351833,1.4482342,1.3854063,1.2875061,0.60359097,0.60977423,0.9471213,1.162146,0.4958362,1.1879234,0.79184586,0.7109045,0.9328479,0.97871536,0.97443336,0.78338444,1.4315102,0.953699,1.3425369,0.7395082,1.2513504,1.1808681,1.097968,1.1336434,0.6673238,0.44713652,0.9251602,1.2264733,1.0097274,1.009387,0.6139757,1.1726388,1.4491341,0.76924723,0.81465036,0.8303387,1.2732942,0.78333384,0.6973661,1.236117,0.9769281,0.6011283,1.0477813
face,0.8173721,1.0806515,1.141694,0.8717044,1.2323885,1.1959901,1.0025253,1.3258452,0.89374095,0.78057647,0.96552753,1.3329351,1.0676064,0.7228881,0.949842,0.89994633,0.8657375,1.2498932,1.2812009,1.1037444,1.0984415,1.2737142,1.24046,0.92214566,1.2903212,0.8507031,1.236722,0.8140905,1.2531865,1.1415911,0.91330373,0.97932243,1.2032776,1.1263213,1.3002259,0.74977136,1.3035538,0.7424693,1.0152426,1.1386638,1.0420532,1.0998131,0.7683445,1.1881653,0.0,1.0982072,1.1664646,1.1757827,1.2174186,1.3106927,0.94603676,0.89485455,1.0791513,1.325418,1.0803317,0.34847093,1.130135,0.7802877,1.0476012,1.2194833,0.8000741,0.60612786,0.78702205,1.3123354,1.1949508,1.1827862,0.97368246,0.9195032,1.0376358,0.8827087,0.9354047,1.120236,1.3649905,1.189106,0.9531312,1.1706629,1.1273475,0.67388266,0.6840302,0.86941475,0.9036894,1.3027935,1.2602057,1.0591371,0.71697384,1.3015949,0.7762384,1.1391284,1.2179096,1.027749,0.9911664,1.0985272,1.2385678,0.5179454,1.2827753,0.5032265,1.1743798,1.0993631,1.1714282,1.0577921,0.93267393,1.2934945,1.1990833,1.1802667,0.8951789,1.2593414,1.0774386,1.1398929,0.92221117,0.879662,0.9774323,1.1320595,1.0975903,0.97280985,1.325283,1.1614852,0.92477536,1.1145253,1.2287116,0.98992646
finger,1.2783325,0.48256117,0.9792248,0.66557884,1.0644119,0.95041984,1.0602922,1.1426684,1.2653157,1.2237465,1.2125947,0.8588922,1.1073303,1.0249541,1.1874425,1.264033,1.2476647,1.0016901,1.13518,1.2350779,0.8646639,0.7014823,1.0150881,1.1636953,0.9870424,1.0439463,0.575362,1.2826563,1.0001581,1.1483898,0.6088684,1.079946,1.0677739,0.64093214,0.7900023,1.1651973,0.96679956,1.2235692,1.1649021,1.0105027,1.1282759,0.8595523,0.7748966,1.0134262,1.0982072,0.0,0.839053,1.0830076,0.58723944,0.81539625,1.2711458,1.2216136,0.6244805,0.70419717,0.68749535,0.9485189,0.97085106,0.53241545,0.9320497,1.1014187,1.1221737,1.218769,0.9851332,0.8504979,1.131866,1.1487943,0.97172225,1.1696756,0.74353564,0.53879166,1.0926106,0.6591961,1.0384578,0.87526155,0.41957062,0.862628,1.1884145,1.2010567,1.0404067,0.95675373,1.1528447,0.8799063,0.7591175,1.0806875,1.1641766,0.96383536,1.1171405,1.0930613,1.2158898,1.1159234,1.1176096,1.144043,0.8272022,1.2228603,0.971509,1.1231977,0.80208147,0.8964494,0.8966862,1.2100341,1.230684,0.5575336,1.0705602,0.57624197,1.2425966,0.8637343,0.9018407,0.84449124,1.2156737,1.2862917,1.0225202,0.20087016,0.7312665,1.1156255,1.070358,1.1839225,1.3267794,1.1031756,0.66892326,1.1083963
fish,0.81779945,0.754642,1.1813531,0.99915147,1.097234,0.8709366,1.2391632,1.1133797,1.2723266,1.028576,0.9622639,0.775733,0.9267515,1.1543944,0.97673726,1.0900915,1.1657493,0.8811673,1.0665666,1.1988776,0.8778169,0.8142436,1.1306193,0.9437261,0.95825845,0.9915003,0.77248186,0.96523005,0.89538294,1.1293283,0.91989464,0.963892,0.8398669,0.87651056,0.7578365,1.0624158,0.94559515,0.9354776,0.96397376,1.0571059,0.997295,0.8550524,0.99441195,0.93047154,1.1664646,0.839053,0.0,1.0931896,0.61675704,0.8295465,0.8090817,1.0586991,0.70005906,0.8986497,1.211301,1.0193573,0.88834643,1.1247401,0.745415,0.843848,1.1106181,1.2134662,1.1248703,0.81408525,1.0775225,0.99065006,1.1744174,1.2746521,1.0764701,1.04772,1.1541977,0.8417998,0.79262227,1.0651273,0.7573796,1.0646293,1.1422796,1.0179751,1.2459694,0.91569805,1.1980418,0.7402115,0.7766145,0.96411246,1.0175673,0.66403997,1.1301454,1.0144597,1.1015817,0.84702957,1.1207849,1.008536,0.7398803,1.2488892,0.9295854,1.2244929,1.0913465,0.7737532,0.89530665,1.0663458,1.2401404,0.638102,1.0069671,1.0685683,1.1350055,0.7920679,0.95864236,1.0892811,0.9348718,1.2345271,1.0269837,0.695294,0.9574177,1.2376826,0.81843734,1.054108,1.2710001,0.8378853,0.786083,1.063915
flower,1.1405818,1.1884675,0.6573812,1.2869573,0.49913722,0.710788,1.2480237,0.71836174,1.1918969,1.0660712,1.360272,0.96538526,1.2655954,1.3865178,0.9898739,1.3113308,1.0708427,0.7415499,0.6558052,0.99306846,0.96352863,1.0081881,0.6522321,0.9790541,0.64755714,1.2994539,1.1600349,1.0733867,0.9814102,0.22784168,1.2302322,1.2030474,1.1146275,0.980722,0.8408522,1.3403186,0.6292597,1.032584,0.95213866,0.8647543,1.3022866,1.120592,1.1926991,0.44573677,1.1757827,1.0830076,1.0931896,0.0,1.1827728,0.8689792,0.9452923,1.1366022,1.0271606,0.63269883,0.9729566,1.2782576,0.78698933,1.3404987,0.85811234,0.759535,1.2392875,1.1616163,1.4510318,1.1234485,0.9360631,0.53760165,1.053735,1.046088,1.2455257,1.0917683,0.9298545,0.9304457,0.8014525,0.8913964,1.1127257,0.7833041,0.9256819,1.0341661,1.4005644,1.4172964,1.0477151,0.7056975,0.80369467,0.9080061,1.0989314,0.75380135,1.0818756,0.5182668,0.7469431,0.9250044,0.9001493,0.93501246,0.96693695,1.3115654,1.0157293,1.3073449,0.673614,1.2855632,1.1627133,1.1192409,1.0940566,0.9592424,0.5866289,0.8430837,1.1197752,1.0995389,0.8629958,0.706152,1.2224797,1.2927475,0.9133345,0.99357975,1.0771035,1.1796008,0.7888027,0.7291105,1.1462188,1.0616695,0.80108833,0.94411296
