,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
spoon,1.134992,0.87019014,1.0849482,0.9047861,0.95016944,0.9367386,0.92582524,0.8833114,1.0450788,1.2262663,1.0998254,0.88489634,1.0049623,1.1461085,1.0842061,1.1017482,1.2631071,0.85142386,1.0820171,1.2179139,1.1238878,0.5725644,0.98309255,1.1274943,1.0923134,1.2626526,0.5859303,1.2403013,1.0544658,1.0478714,1.0242366,0.81942,0.8982107,0.90593845,0.8074386,1.177942,0.9571006,1.2089794,0.83170974,1.0533231,1.0978371,0.67037964,1.0675619,1.0097274,1.2593414,0.8637343,0.7920679,1.0995389,0.7739212,0.6164205,1.0317575,1.1652899,0.8609147,0.8531444,0.8409245,1.0808662,0.9067798,1.0298624,0.92821753,0.94546705,1.2129738,1.2961211,1.0718815,0.31706882,0.98897225,1.1083589,1.0999278,1.0844636,0.76670086,0.93908095,1.1002098,1.0485051,0.68636787,0.7781198,0.9332519,1.0353854,1.0316184,1.2105963,1.1153349,1.0136122,1.2042369,0.9110073,0.8823075,0.8940937,1.2049032,0.9403862,1.2848192,1.0807459,1.1349158,1.0144724,1.051355,0.99688673,0.8283147,1.1707636,0.7208363,1.183951,0.8559742,0.74818045,0.40249014,1.2504727,1.1879004,0.9214659,1.1017377,0.87076247,0.8536734,0.0,0.81542516,0.9657426,0.97992253,1.2783618,0.96885866,0.80464804,0.9848117,0.90721846,0.6873945,0.85326636,1.0952789,1.036014,0.8618952,1.1929356
stick,0.8564058,1.1205354,0.99197096,1.0065743,0.99149954,1.077762,0.8490135,0.99844605,1.0555863,1.0166334,1.1713355,1.0276822,1.1429867,1.1099063,1.0689493,1.0852572,0.97587216,1.0112355,1.1145246,1.1035305,1.0027107,0.7350029,0.97125584,1.0155895,1.0971472,1.151899,0.9782817,0.9767358,1.0530059,0.91666937,1.143382,1.028193,1.1399137,1.0089269,0.8730699,1.2377874,0.9994974,0.8865414,0.9757378,1.0878873,1.1818235,1.0047042,1.0482641,1.009387,1.0774386,0.9018407,0.95864236,0.8629958,1.0167812,0.84933543,0.8557154,1.0714134,0.9070539,0.8308553,0.96313417,1.1652659,0.9452422,0.89652056,1.0345446,0.9446782,1.0660455,1.0031415,1.0401953,0.8689246,0.989804,0.9541129,1.0360612,1.1481194,1.1347473,1.0047575,1.0784508,1.0756031,1.0057317,0.96292573,1.0115948,1.0226868,1.020709,0.9866491,1.0800966,1.0652702,1.0110781,0.8738863,0.83458924,1.0179272,0.8907943,1.0767258,1.0584555,0.8981226,1.0556241,0.87263656,1.1313088,1.0247899,1.0094312,1.206139,0.83487326,1.082866,0.882397,1.0145336,0.7882266,1.1200951,1.1294205,1.0620804,0.9815402,0.9635231,0.9594496,0.81542516,0.0,0.9750306,1.0168984,1.1536179,1.0282573,0.95135134,1.0560129,0.80244046,1.022619,0.98058766,1.0083249,1.0367783,0.96451384,1.1676737
strawberry,1.2176911,0.98767227,0.31421602,1.2355846,0.57170725,0.6435565,1.105385,0.879516,1.1760017,1.1548238,1.3210739,0.91021377,1.1908758,1.2180521,1.096429,1.3302989,1.1669865,0.81669354,0.7778906,1.1485765,0.8548564,0.83847505,0.75532037,0.9687413,0.91920465,1.3868544,0.75121534,1.2641599,1.1671933,0.7576431,1.1635246,1.0784966,1.1689821,0.80700415,0.81149876,1.3988584,0.73663014,1.1216089,1.0556514,0.98123324,1.3005605,0.9325267,1.0713226,0.6139757,1.1398929,0.84449124,1.0892811,0.706152,1.0274314,1.0105538,1.0668097,1.2894521,0.97133625,0.8256144,0.45986104,1.255198,0.89185476,1.1302874,0.89023626,0.88848,1.1652682,1.203512,1.2993321,0.9676472,1.0574187,0.90585184,0.89159995,1.1011399,0.9689841,0.7982613,0.9929879,0.6971424,0.92180425,0.8131851,0.9586764,0.4676987,1.1776507,1.1927497,1.2224143,1.2981977,1.1870865,0.8858812,0.8805392,0.8960326,1.1550674,0.92179936,1.1408523,0.90021384,0.85577357,0.93130684,0.93242586,0.9691538,0.99832594,1.3817602,0.9415957,1.218082,0.7712996,1.2320496,0.9621944,1.1466733,0.98824126,0.898382,0.62506735,0.93341357,1.1236036,0.9657426,0.9750306,0.0,1.239784,1.3573664,0.92504525,0.83368534,0.7905729,1.1306231,0.9076612,0.77523506,1.1105314,1.1128225,0.8241966,1.1776073
sweater,0.91988623,0.9982492,1.2469339,0.79279506,1.2018963,1.1853143,0.8182218,1.1591454,0.8748504,0.8823625,0.82018876,0.98460823,0.898967,0.8016133,0.9905231,0.67253107,0.98098564,1.1780882,1.2033786,1.135116,1.1296592,0.9340734,1.3059057,1.0062776,1.1492338,0.752799,1.098989,0.8083129,1.0065333,1.205632,1.1136509,0.9415572,0.9657026,1.1239157,1.1664677,0.7566672,1.2655598,0.9890215,1.1002296,1.072273,0.8814159,0.84403205,1.0953623,1.1726388,0.92221117,1.2156737,0.9348718,1.2224797,1.0351114,1.0282832,1.1013114,0.82576483,1.0622082,1.161054,1.2523534,0.8694791,1.1464217,0.87571776,1.0653659,1.0742555,0.9627395,0.9404329,0.62446946,0.92870504,1.1029304,1.1562644,0.9776467,0.9687323,0.97442245,1.1537731,1.0408295,1.1558661,1.0119274,1.0604504,1.101265,1.177932,0.93456376,0.9469745,0.71447587,0.6450673,0.90253854,1.1432487,1.1965871,1.0555744,0.9472504,1.0280973,1.0609254,1.1758761,1.1556348,1.150705,1.1345998,1.0521632,1.0379322,0.6593244,1.042491,0.7805111,1.1026328,0.6988026,1.057508,0.95323145,0.9114893,1.1072057,1.19766,1.1411152,1.0243104,0.97992253,1.0168984,1.239784,0.0,0.83427626,1.1576072,1.214247,1.0743111,0.8822012,1.0393956,1.2745693,0.9455549,0.9012223,1.1479381,0.89618987
table,0.7529564,1.271487,1.3133308,0.78516597,1.3562703,1.5268524,0.5986123,1.1720914,0.396878,0.9209571,0.5311527,1.435769,0.7907109,0.58011484,1.0123769,0.552956,0.5310595,1.4312074,1.1397594,0.5751702,1.0957221,1.2778945,1.2201755,0.96822673,1.2359843,0.55059826,1.4439933,0.7684325,0.76172566,1.2473146,0.9335281,0.97983545,0.9781735,1.437176,1.5511384,0.4629761,1.4414241,0.91263115,0.9840984,0.9428301,0.45786965,1.1949351,1.0186818,1.4491341,0.879662,1.2862917,1.2345271,1.2927475,1.2787576,1.3197232,0.91219497,0.67994773,1.4993953,1.3957286,1.2172296,0.8934149,1.3234887,0.6939563,1.5217292,1.1779424,0.54444426,0.69717467,0.552039,1.1745105,0.85927343,1.2565184,0.82046944,0.69865465,1.1142999,1.2472496,0.98845583,1.4692965,1.3969321,1.2061517,1.3947592,1.3650522,0.73669493,0.9539637,0.54601586,0.6367634,0.5015753,1.4804335,1.4692824,1.1816187,0.8668915,1.4533589,0.6537288,1.1641605,1.0791111,1.1215733,0.9674547,0.9843701,1.4142017,0.45858806,1.1170653,0.6557608,1.2828326,0.9717322,0.9843196,0.47467977,0.5857194,1.4967434,1.3996551,1.1956184,0.6145087,1.2783618,1.1536179,1.3573664,0.83427626,0.0,1.191532,1.4727416,1.32615,0.6556947,1.3660071,1.2833128,0.35936856,0.99469024,1.5397578,0.8640261
tape,1.0893399,1.1078012,0.82457626,1.2465894,0.8424097,0.6520545,1.2054715,0.9855576,1.1497977,1.0950981,1.2639484,0.98118323,1.2295448,1.2591962,0.93648565,1.3413169,1.1451623,0.950099,0.9090091,1.0595661,0.9416263,1.0314426,1.0741608,0.7932014,0.99795717,1.1351923,0.89724207,1.2127066,1.0978522,0.81294465,1.0670991,0.84529614,1.0982968,0.9224569,0.8851267,1.2428073,0.9739515,1.0383593,0.7568404,0.9376998,1.2130976,1.1616889,0.96780306,0.76924723,0.9774323,1.0225202,1.0269837,0.9133345,0.9339156,0.980791,0.94777393,0.99310136,0.7780483,0.90700835,0.88079363,1.0459104,0.5792464,1.2810807,0.409258,0.82668924,1.0727291,1.1388433,1.3248662,1.09968,1.061088,0.8433433,1.1882653,0.89558196,1.143678,0.95820767,0.8986423,0.82042384,1.1011423,0.99683815,0.9733987,0.81113064,1.1849068,0.95353985,1.3484299,1.2739556,1.157492,0.8945071,0.8936695,0.6760647,1.0724312,0.93932915,1.1502099,0.9552024,0.9188515,0.86921334,0.9738503,0.9425336,0.872647,1.197501,0.95561004,1.2516865,0.9240496,1.1960514,1.0477858,1.0809907,1.1362872,0.900797,0.8765915,1.0988194,1.0336627,0.96885866,1.0282573,0.92504525,1.1576072,1.191532,0.0,0.9051787,0.85439837,1.1853456,1.0970465,0.52910656,1.0986166,0.9940262,0.8067657,1.0968122
toe,1.3613446,0.424017,0.94953895,0.7576361,0.8922508,0.72670054,1.2302523,1.0779277,1.4058534,1.2296417,1.3241401,0.764624,1.1994933,1.1903721,1.2050416,1.3841811,1.4299574,0.81985354,1.0729673,1.3946924,0.8320457,0.6789099,1.0728683,1.2041249,0.88934946,1.1876377,0.4514869,1.32551,0.9939507,1.0585369,0.6720681,1.0972863,1.098306,0.52057445,0.62476707,1.2630928,0.8657006,1.247185,1.1226616,1.027553,1.2580869,0.92053354,0.77409804,0.81465036,1.1320595,0.20087016,0.695294,0.99357975,0.55140454,0.8006369,1.3067027,1.3321469,0.4496956,0.6437464,0.7557485,0.92307156,0.8323555,0.8188778,0.6410289,0.9327395,1.1974875,1.326397,1.1574748,0.9154042,1.1334751,0.96949816,1.1441381,1.2393603,0.72937864,0.57743967,1.0698773,0.38960022,0.88955724,0.90616524,0.28222644,0.7921603,1.2361777,1.2014397,1.2042584,1.004909,1.3864326,0.77445674,0.68448514,1.0531726,1.2272011,0.7987741,1.2597783,1.033162,1.1799811,1.0479553,1.1158234,1.1128843,0.6799856,1.3355143,1.0749626,1.2235291,0.6655443,0.8599703,0.90138566,1.3359886,1.2899129,0.33363277,0.84364283,0.57668126,1.3227211,0.80464804,0.95135134,0.83368534,1.214247,1.4727416,0.9051787,0.0,0.561337,1.2821395,0.92884326,1.0639626,1.4363384,1.0091673,0.41310441,1.1314416
tooth,1.2301447,0.7235969,0.9184729,1.0780655,0.8540014,0.6430696,1.1271733,1.0086147,1.1805532,1.1804631,1.3470998,0.6500133,1.2707694,1.1662058,1.1586814,1.3426293,1.2738987,0.55350274,0.83778197,1.1675953,0.7065684,0.8011576,1.0396703,1.2316556,0.9411901,1.2136054,0.53506845,1.3192172,1.2141556,1.013454,0.9792256,1.0623235,1.2061929,0.37133837,0.37997007,1.2971563,0.70567036,1.2615001,1.2398314,1.1854119,1.2746621,0.8936777,0.9051961,0.8303387,1.0975903,0.7312665,0.9574177,1.0771035,0.78974247,0.90426505,1.1774318,1.2033703,0.5130412,1.0637558,0.7861467,1.0243232,0.8796829,1.1348431,0.65355706,1.0652388,1.2641973,1.168947,1.1678188,0.96158206,1.1367376,0.8211145,1.179856,1.227322,0.98538375,0.5546524,1.0193703,0.22040516,0.9445351,0.9029545,0.52922225,0.88278794,1.3020337,1.2434834,1.1627221,1.2063563,1.2653618,0.6033354,0.53134376,1.0155102,1.2183095,0.7085221,1.2200851,1.0708138,0.8068919,1.1191943,1.1371026,1.1862937,0.60770774,1.2635025,0.86784697,1.1185443,0.9485609,1.1000922,1.1367508,1.1294707,1.0447148,0.36201656,0.55508095,1.0909978,1.1796166,0.9848117,1.0560129,0.7905729,1.0743111,1.32615,0.85439837,0.561337,0.0,1.1298039,0.9813222,0.98393315,1.1653655,0.80214643,0.39059347,1.0629083
toothbrush,0.8576999,1.2212758,1.1097289,0.80823106,1.2608248,1.4083016,0.25411725,1.121028,0.61983323,1.0380073,0.9118813,1.2996776,1.0109886,0.7050133,1.1227287,0.7316961,0.79494107,1.2764629,1.1149769,0.99532956,1.1105556,0.99737686,1.0576509,0.9739204,1.4094427,0.8478738,1.1115344,1.0261545,1.2237755,1.1204026,1.055537,0.9522718,1.1528245,1.2096717,1.2345055,0.9945249,1.2891891,1.0613226,1.087761,1.221385,0.9171832,0.9415437,0.9715178,1.2732942,0.97280985,1.1156255,1.2376826,1.1796008,1.2036965,0.85194576,0.8674083,0.7439685,1.320956,1.1873446,0.75307477,0.9590226,1.280721,0.6302599,1.39524,1.3370411,0.81394935,0.8459659,0.624947,0.82328993,1.1400722,1.2703334,0.72619236,0.80225194,0.93909484,1.074168,0.95961833,1.349064,1.196003,0.9202681,1.2328196,1.1481314,1.051695,1.0741615,0.599804,0.8790381,0.7795608,1.1945658,1.1754858,1.0446538,0.9338088,1.3553423,0.86206216,1.2259905,0.9326849,1.2037659,1.028056,1.0779804,1.3329102,0.8308306,0.5880387,0.76389563,1.0979631,1.0234076,0.7433704,0.67891103,0.7496363,1.3659279,1.3288238,0.9843017,0.67388165,0.90721846,0.80244046,1.1306231,0.8822012,0.6556947,1.1853456,1.2821395,1.1298039,0.0,1.2407713,1.0796927,0.5230364,1.1252308,1.3544399,1.1194894
towel,1.3012006,0.9352594,0.9926353,1.188618,0.7161843,0.69059354,1.3369772,0.4788518,1.3323203,1.2335839,0.9618201,0.55037826,0.7847579,1.3255022,1.0830783,1.0957565,1.322423,0.50391746,0.7548139,1.0589238,1.181469,0.8400616,0.6541597,1.1675606,0.48676628,1.2650503,0.91170543,1.2295799,0.73088694,0.79433703,1.0828114,1.1028669,0.5916098,0.92823213,0.64441156,1.0488256,0.4921763,1.2645234,0.96568567,0.7256382,1.0125753,0.916018,1.2211024,0.78333384,1.325283,1.070358,0.81843734,0.7888027,0.88730407,0.6976686,1.1707939,1.2782531,0.88050056,0.70445687,1.1754744,1.2316496,0.874209,1.3700925,0.7766858,0.77243954,1.2768465,1.3965901,1.1844908,0.7066107,0.6787849,0.66827095,1.148045,1.1175805,1.0048987,1.0954069,1.1174853,0.9463613,0.03131938,0.89005464,1.0173503,1.012307,0.59836215,1.2795808,1.2525499,1.0470215,1.2522368,0.59605473,0.70772517,0.95985484,1.3473771,0.5153539,1.3294237,0.77066195,0.8649299,0.975379,1.0822551,0.80140615,0.70071375,1.1865205,0.86523074,1.2639714,0.78953767,0.7057264,1.0321435,1.1904256,1.2760859,0.7741014,0.73372036,0.87484866,1.2296627,0.6873945,1.022619,0.9076612,1.0393956,1.3660071,1.0970465,0.92884326,0.9813222,1.2407713,0.0,0.87471235,1.3499477,0.8098355,0.70509857,0.8683958
toy,1.1340204,1.2043139,0.63699526,1.4640801,0.6850164,0.64531165,1.0741094,0.72623146,1.2059952,1.1417708,1.3183231,0.9528261,1.2267271,1.3997958,0.9012882,1.3537741,1.1056086,0.75176466,0.77334726,1.0026888,0.960848,0.9965708,0.73588824,0.74296665,0.91259617,1.371768,0.8945745,1.2117108,1.121905,0.69192886,1.2710998,0.8711322,1.0740151,0.9316952,0.777741,1.3848073,0.73155737,1.0555596,0.4304012,0.96625423,1.2755828,1.0816395,1.1357121,0.6973661,1.1614852,1.1839225,1.054108,0.7291105,1.0335075,0.84759194,0.74673784,1.0306698,0.9146517,0.8413652,0.7093448,1.2699542,0.5896791,1.4398685,0.57715535,0.72211707,1.2013954,1.2601868,1.5086477,1.029447,0.97547215,0.7667176,1.0954049,0.9590088,1.1030922,1.1598231,0.8770598,0.8919859,0.87771165,0.8996477,1.129242,0.7247565,1.0960546,1.0006121,1.4344816,1.4614639,1.2360352,0.8134829,0.80483687,0.6838619,1.1155204,0.84754306,1.1804394,0.88828015,0.59026444,0.7929008,0.8161982,0.7965336,0.8816796,1.397628,0.8227753,1.3975325,0.92023695,1.2727246,0.9221161,1.1250852,1.1397979,0.95654434,0.721839,1.0863054,1.0053641,0.85326636,0.98058766,0.77523506,1.2745693,1.2833128,0.52910656,1.0639626,0.98393315,1.0796927,0.87471235,0.0,1.0701724,1.0127649,0.8730624,1.1794032
tray,0.7569104,1.3368437,1.0822929,1.018956,1.1272447,1.3400145,0.5493425,1.1173775,0.15552235,0.90831625,0.81424093,1.415052,1.0068923,0.7669165,1.0260504,0.81377435,0.66911757,1.2898508,0.93489754,0.5893421,1.0299902,1.2011418,1.1123894,0.965726,1.330114,0.8425906,1.2918146,0.9161692,1.1623986,1.0675521,1.1673082,0.9741703,1.1860857,1.3696744,1.3838192,0.856449,1.3238637,0.96893275,0.9463137,1.1366992,0.68251044,1.2249894,1.0304165,1.236117,0.92477536,1.3267794,1.2710001,1.1462188,1.3355272,1.2846549,0.83877325,0.7705827,1.4280748,1.4337273,0.99391174,1.0178795,1.246954,0.8845891,1.3993024,1.1975353,0.68173283,0.738731,0.7725041,1.0995228,1.0539278,1.2490201,0.8416587,0.7787883,1.117503,1.2011354,1.0186296,1.3262842,1.385718,1.1992348,1.3950526,1.1802874,0.9624691,1.0130665,0.71286035,0.9793905,0.6901442,1.3875694,1.3455858,1.1114748,0.8579774,1.422462,0.7281335,1.2131653,0.8238836,1.0937021,0.9072861,0.95981735,1.4204015,0.7163632,1.0203689,0.8013117,1.2050978,1.2067311,0.8203482,0.31917727,0.43924087,1.4701852,1.1932267,1.2162436,0.26523,1.0952789,1.0083249,1.1105314,0.9455549,0.35936856,1.0986166,1.4363384,1.1653655,0.5230364,1.3499477,1.0701724,0.0,1.1382587,1.4037836,1.0667543
vacuum,1.2030088,0.9431264,1.19837,1.0612804,0.9860393,0.79141366,1.2080812,0.9033511,1.1096117,1.1381475,0.94779855,0.5818493,0.91917026,1.1545899,1.1344005,1.0978492,1.208992,0.5647769,0.81948286,0.8894675,0.961937,0.99064696,0.99632466,1.0774918,0.6046526,0.9659927,0.9902551,1.1428376,0.6275132,0.99114287,1.1013312,1.0194851,0.7995112,0.9146346,0.6248424,0.79850656,0.67400825,1.2180115,1.1579376,0.73691046,0.8450233,1.1095742,1.099779,0.9769281,1.1145253,1.1031756,0.8378853,1.0616695,0.8639758,0.917311,1.2055684,1.1659698,0.8733151,0.991638,1.3113732,1.0373055,1.0667241,1.2018914,0.79360306,0.9108505,0.7196185,1.2375569,1.0152541,0.908466,0.7963511,0.5830663,1.2227588,1.0337393,1.1732906,1.1629815,1.1950678,0.7734839,0.78872263,1.0133008,0.96145844,1.1514579,0.8182956,1.1677058,1.1433816,0.9485583,1.0777109,0.59048116,0.64821094,0.9979716,1.232204,0.5667275,1.3094976,0.8874096,0.88856924,1.1256636,1.1939975,0.88002735,0.77380395,0.8887418,0.8543789,1.160125,1.0377067,0.98100597,1.1052551,0.8475654,1.1518884,0.65369856,0.67667395,1.1376928,1.1986424,1.036014,1.0367783,1.1128225,0.9012223,0.99469024,0.9940262,1.0091673,0.80214643,1.1252308,0.8098355,1.0127649,1.1382587,0.0,0.72242117,0.80762696
watch,1.3760453,0.68508184,0.9657396,1.0791559,0.6670414,0.5532774,1.3862281,0.8279386,1.3757795,1.271,1.4146824,0.5346129,1.2927033,1.390768,1.108714,1.4849732,1.4395704,0.4739914,0.78594047,1.2373887,0.8273465,0.8158105,0.94371223,1.1565294,0.687996,1.267768,0.5585519,1.3450987,0.96631277,0.80311614,0.95777464,1.0750961,1.0941066,0.47962898,0.30046713,1.339196,0.5833371,1.3005409,1.1209395,0.9167688,1.2729337,0.9728634,1.0339977,0.6011283,1.2287116,0.66892326,0.786083,0.80108833,0.7462126,0.7051265,1.2783161,1.2915337,0.41690665,0.7104721,0.93042946,1.101951,0.7199095,1.2739856,0.48486888,0.7515574,1.3002102,1.3895115,1.3891745,0.8884308,0.96484965,0.566702,1.2325156,1.3238904,1.0152488,0.7861038,1.117889,0.27904403,0.6626396,0.8452847,0.53808594,0.85396856,1.1345923,1.2440498,1.4251118,1.2725494,1.3990712,0.39890313,0.38709855,0.9714892,1.3271358,0.5103707,1.3935872,0.8374142,0.89064336,1.0065566,1.1877077,1.0186313,0.5213622,1.3827488,0.8619145,1.3616043,0.6658028,1.0538654,1.091048,1.2314748,1.2593277,0.25699168,0.53882843,0.8597102,1.3395873,0.8618952,0.96451384,0.8241966,1.1479381,1.5397578,0.8067657,0.41310441,0.39059347,1.3544399,0.70509857,0.8730624,1.4037836,0.72242117,0.0,0.9831036
window,1.1288322,0.88582927,1.2052774,0.87835205,1.1006055,1.028357,1.1542016,0.8775463,0.9339032,1.0749624,0.8715738,0.91903806,0.8401003,1.052361,1.0186775,0.92602664,1.0622576,0.97697604,0.98465985,0.73773146,1.1162074,1.1235416,0.97285175,1.0704893,0.68352073,0.8106866,1.2687347,0.9646296,0.71711093,0.9467836,0.8758347,1.0930212,0.85795397,1.047851,1.020334,0.6639908,0.91889304,1.1124086,1.1188862,0.61417484,0.8280845,1.1099705,1.1112436,1.0477813,0.98992646,1.1083963,1.063915,0.94411296,1.0339121,0.9393753,1.1799197,1.0479902,1.1261858,1.0831928,1.275449,0.98644537,1.1070925,1.0581604,1.042226,1.0707458,0.9013072,1.0552571,0.9405836,1.0716965,0.7360891,0.77232414,0.99481666,0.9546095,1.0847957,1.0350909,1.0374532,1.0612246,0.8694692,1.0277128,1.0234231,1.1825279,0.6576357,1.0706533,0.9894551,0.9375059,0.9527566,0.91313803,0.9838562,1.0804719,1.1549326,0.87958467,1.0690169,0.8142516,0.9561551,1.1228542,1.0514697,1.1543229,0.97973835,0.7431513,1.0874609,0.97618,1.0596318,0.98841333,1.2482865,0.9137919,0.9043464,1.0194458,1.0294455,0.9989297,1.1511172,1.1929356,1.1676737,1.1776073,0.89618987,0.8640261,1.0968122,1.1314416,1.0629083,1.1194894,0.8683958,1.1794032,1.0667543,0.80762696,0.9831036,0.0
