,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nail,1.3480334,0.8030721,0.33271754,0.5852668,1.2385536,0.47394258,0.7798346,0.75751257,1.1640534,1.3979262,1.4981716,0.30085826,1.5186616,1.2449706,0.89925706,1.3878767,1.1995876,1.2873917,0.6856351,0.75693905,1.3750708,0.84270024,0.9421406,0.93569404,0.90961504,0.9979946,0.9656698,1.2898952,1.2197512,0.43087733,1.4605408,1.1955721,1.2792339,0.77493626,1.4176344,0.83265805,0.21015167,1.4136666,0.8709898,0.9986237,1.3091648,1.0950826,1.3114103,1.185843,1.0583285,1.1034485,0.6399637,0.9823186,0.40687418,0.5810298,0.8577366,0.62040144,0.3424006,1.0976019,1.3446823,0.3577379,1.108782,1.164299,0.7530894,1.0182168,1.0658368,0.37117112,1.0915066,1.306678,1.2155409,0.87222594,1.2303911,0.43759972,1.4894675,0.52729523,0.84087414,1.2268542,1.135807,1.1231257,1.2657024,1.0639027,1.086639,0.93562865,0.0,1.1001244,0.4512601,0.53720844,1.2263192,1.3552656,1.2430832,1.3223299,0.36970305,0.2974831,0.8059571,1.0710914,1.1389695,0.9949569,0.8196746,0.8591147,1.0876801,1.3292426,0.96941495,1.3496411,1.102235,0.98464024,1.2983851,1.2193916,1.3404437,1.2366093,1.1555508,0.6917319,0.90205705,1.2719045,1.3159652,0.30335653,1.2033275,1.1416209,0.44402432,0.9383748,1.1872051,1.2265552,1.280233,1.4744008,0.6540109,0.5393481,0.1988424,0.3975556,1.2127392,1.1182926,0.95158136,1.3774912,1.2479471,0.9173259,1.1021162,0.23700285,1.3314972
napkin,1.0431064,1.1070262,1.0804397,1.0348475,1.268689,1.0951412,0.9694988,0.7428727,0.78586996,1.2219086,1.0874933,1.054743,1.1643475,1.0663031,0.8653093,1.1433797,0.86473083,0.8754426,0.9391562,0.7551709,0.9925525,0.5412209,0.9872644,0.81974816,0.9889807,1.0065091,0.56253195,1.2176108,0.9798803,1.0202674,1.2240665,1.1448715,1.0228509,1.1811886,1.1962284,0.75469667,1.0520216,1.1448796,0.84686214,0.9323139,1.1639197,0.9489512,1.2152851,1.02803,1.217768,1.1966782,0.8855557,1.3332785,1.1156707,0.95480824,0.876544,1.159613,0.9611963,0.88147724,0.93679255,1.0558928,0.3390497,1.0577909,1.1014026,1.3698885,1.1631222,0.87577885,1.181481,1.0906281,1.1940224,1.0502251,1.2724307,0.9403794,1.1852024,0.890002,1.2986789,0.33069617,0.98879987,0.88936883,0.8549288,1.1395736,0.9337048,0.7261144,1.1001244,0.0,1.066637,0.7570894,1.1844089,1.097789,1.293864,1.078414,1.0138841,0.9775537,1.0760828,0.9928387,0.6871778,0.6989791,0.85276306,0.73472023,0.49039155,0.6450963,1.0023377,1.2812065,1.0581546,1.0047975,0.9955909,0.7951244,1.3448391,0.9135266,1.1814063,0.9444262,0.9828579,1.125298,1.0864667,0.93150127,1.0748901,0.98142725,0.7981163,1.205881,0.9928664,0.8503777,1.2270827,1.0858396,0.7445322,0.8596387,1.1171489,1.110714,1.008557,0.046753645,0.81831694,0.960202,1.197768,1.0263087,0.9509348,1.1318178,1.2604587
necklace,1.1683288,0.7735748,0.704132,0.6844343,1.1804479,0.8117746,0.8992768,0.87666434,1.1105462,1.329195,1.4921539,0.57049507,1.4682964,1.0715322,0.7694988,1.2546065,1.0360284,1.0844002,0.6959667,0.8756736,1.2929447,0.97989017,0.9249085,0.9383419,0.8493495,1.0771387,1.0005349,1.310207,1.0873504,0.63852656,1.4900961,1.2507832,1.1461614,0.8699379,1.3858299,0.82649624,0.57591623,1.3164418,0.8983793,1.0557024,1.3321608,1.0380027,1.2801716,1.114041,1.0176034,1.1885154,0.9487667,0.9220974,0.4834746,0.5899271,0.96029395,0.6725012,0.4404133,0.96497285,1.2630043,0.51022714,1.0324293,1.1640519,0.8085198,1.0692396,0.98932,0.50413024,1.014976,1.3152212,1.2504668,0.8519898,1.1788507,0.58137184,1.4060795,0.59954363,0.804085,1.1645172,1.104242,0.9800513,1.0938327,0.92474407,1.0884326,1.0714684,0.4512601,1.066637,0.0,0.726199,1.2148826,1.2121406,1.1428529,1.1295664,0.50878984,0.4997878,0.82790065,0.9444803,1.0059768,1.088274,0.8432016,0.9457007,1.1050231,1.2314969,0.8555752,1.2949419,1.0270983,0.84020615,1.2954023,0.96771324,1.2261829,1.1151416,1.0318877,0.74007255,0.86209625,1.253187,1.2060508,0.4601084,1.1498443,0.88380146,0.5845573,0.96329975,1.1639042,1.123066,1.2749696,1.4192891,0.77924776,0.65471846,0.43925357,0.6300652,1.0006276,1.0948863,1.0024318,1.2960129,1.2664702,0.87716544,0.87640464,0.41222715,1.3499733
orange,1.34046,0.8412873,0.43936217,0.5203497,1.3041737,0.5595733,0.67627835,0.48228502,0.8513806,1.4156498,1.5034863,0.7154503,1.4286515,1.1084193,0.8769712,1.4547119,1.0580807,1.0596224,0.80298686,0.5676331,1.189903,0.39866197,0.932248,0.8754904,1.0078565,1.1078334,0.41208297,1.3917773,1.1123501,0.65226156,1.4699193,1.2422732,1.1255369,0.8563373,1.5043287,0.50700736,0.601906,1.331631,0.71441555,0.7856839,1.3569186,0.9720378,1.4026825,1.1829376,1.2116662,1.2181742,0.44752157,1.2261453,0.63421905,0.9128787,0.89676803,0.9477753,0.64341605,0.8899116,1.293128,0.71139514,0.9015593,1.1474584,0.78908736,1.2951604,1.1055304,0.5663966,1.2762079,1.2635792,1.3707471,0.9529668,1.3885272,0.6320827,1.4999411,0.6060385,1.1124877,0.96546376,0.8746356,0.99343866,1.1655021,1.1794825,1.0254359,0.61494863,0.53720844,0.7570894,0.726199,0.0,1.3254957,1.3764498,1.3699669,1.3601503,0.7259275,0.63476616,1.0059795,0.9267246,1.0465508,0.7350539,0.8435385,0.4968905,0.5344359,1.117973,0.94305956,1.4354562,1.2087622,0.94877625,1.374789,0.92943376,1.4248257,1.2129107,1.2318544,0.78724074,0.93762517,1.102167,1.0518115,0.67453855,1.1310039,1.1756538,0.47910154,1.1886845,1.2235434,1.150415,1.3465612,1.3237112,0.44792503,0.564919,0.6281493,0.64686626,1.0701057,0.79979885,0.684826,1.0016047,1.3266141,1.055258,1.0710765,0.74124503,1.4070704
oven,1.015805,1.0057966,1.2648423,1.199162,0.8194698,1.2618768,1.1086707,1.3207283,1.0935742,0.46684283,0.8063733,1.0080342,0.6746378,1.0495068,1.1283501,0.82834375,1.1200405,1.0438273,1.0415214,1.192804,0.81523585,1.2535508,0.96791714,0.91876,0.641644,0.78981864,1.2815182,0.8911682,0.76668453,1.0870757,0.6675469,0.89231396,0.9884086,1.1305791,0.6162747,1.27051,1.1812289,0.8742541,1.0935997,1.0483481,0.95594084,1.1383731,0.48823833,0.59480304,0.9673817,0.8185153,1.2018727,0.9844857,1.2102816,1.089879,1.1342425,1.1072438,1.0600005,1.2156963,0.87980556,1.1905296,1.2205293,1.0345185,1.2240025,0.8939994,1.0173167,1.2099209,0.9732328,0.978429,0.91265166,1.050659,0.81957674,1.138308,0.7593657,1.1416388,0.96275604,1.1404086,1.1875044,0.965141,1.0915462,0.9821914,1.0545715,1.1393341,1.2263192,1.1844089,1.2148826,1.3254957,0.0,0.95651174,0.77523017,0.906264,1.0246632,1.0439533,1.1002465,1.1363226,0.8640065,1.1962605,1.1791946,1.0817785,1.1864791,0.8136207,0.741976,0.26898193,1.0673034,1.0742917,0.9496736,1.2057843,0.7680511,1.0084467,0.7346519,1.054242,0.9142717,0.7918187,0.99818283,1.160409,0.9747637,0.9487251,1.2002552,0.75104797,1.0001801,0.9541762,0.96208,0.9619567,1.2129006,1.1577073,1.1754246,1.1892567,1.0595938,1.170527,1.2814903,0.98772997,0.7951534,1.0872889,0.8480693,1.1983811,0.7090309
pajamas,0.7091572,0.89533085,1.3145511,1.192374,0.6045262,1.3183897,1.2552991,1.3512762,1.2948724,0.69679695,0.42263138,1.2969661,0.7065042,0.6455351,1.3184226,0.2582268,0.9747032,1.1347016,1.5050035,1.523362,1.0624068,1.4278077,1.3499275,1.3940127,1.2545929,1.2256775,1.3317692,0.7402946,0.9643498,1.5020057,0.65783584,0.7223991,0.85769653,1.0161483,0.4632781,1.3252387,1.3878316,0.712031,1.46549,1.2263821,0.7689456,0.81886214,0.7910199,1.1125411,0.65909106,0.7308167,1.4231467,0.84132665,1.0305767,1.1881946,1.2840228,0.89056957,1.4228338,1.1472707,0.8714824,1.2250053,0.7497425,0.74465984,1.2280884,0.7310465,0.6266349,1.3341708,0.7528888,0.85274434,0.544753,1.348696,0.44098228,1.4414353,0.76224166,1.5184488,0.7568052,0.81001747,0.9224621,1.2163379,0.41824126,1.1189641,1.1568019,1.3356465,1.3552656,1.097789,1.2121406,1.3764498,0.95651174,0.0,0.4185531,0.8158605,1.3977447,1.4165967,1.1541289,0.783874,0.76167524,1.3277736,1.3650084,1.4023155,1.2361233,1.0684179,1.4092666,0.7892674,0.86916333,1.2168303,0.43945205,1.1074963,0.42430687,0.80833864,0.5125481,1.3230304,1.0365841,0.8718874,0.8882644,1.2469981,0.96880907,0.58218145,1.547828,1.0252981,0.7998532,1.0254679,0.4411443,0.64184743,1.5271611,1.3253616,1.1698595,1.1307755,0.81837064,1.0009644,1.3180307,0.7943355,0.9023651,1.204316,1.207344,1.2552712,0.78809655
pants,0.80926627,0.8160299,1.3041453,1.1333163,0.6409559,1.3165044,1.3104174,1.350977,1.3999331,0.63512504,0.57636315,1.185871,0.7500056,0.7868108,1.2535546,0.37974328,1.1188048,1.3093884,1.4016768,1.4954281,1.1759961,1.4657736,1.2368779,1.3454807,0.99993515,1.19343,1.3785844,0.74519825,0.88590807,1.3651398,0.66645396,0.81843394,0.8993629,0.82524514,0.38551253,1.3321421,1.3134397,0.8468038,1.4502993,1.262623,0.8265613,1.0921887,0.7096418,1.137027,0.63400495,0.74507594,1.4077779,0.80047995,1.0227056,1.1101773,1.3676254,0.83671665,1.3296989,1.2288198,0.94955236,1.1183529,0.9814618,1.0004945,1.3582995,0.58640504,0.8631134,1.2267804,0.5806234,0.89617646,0.55586743,1.2656242,0.090243995,1.3095198,0.7523958,1.3891145,0.6077597,1.0487227,1.0911386,1.1840729,0.72907114,0.99743855,1.1957134,1.3600274,1.2430832,1.293864,1.1428529,1.3699669,0.77523017,0.4185531,0.0,0.9324253,1.3225691,1.329632,1.0127923,0.93013346,0.7673278,1.344049,1.3775386,1.3466985,1.316797,1.075917,1.2167873,0.65332276,0.8377685,1.1707771,0.5819427,1.1859049,0.278535,0.8693,0.31933725,1.2071195,0.8389852,0.8217927,0.9684713,1.1551956,0.97442484,0.66576695,1.4345834,0.9654527,0.9671141,1.0771431,0.5639802,0.8435361,1.5033689,1.212549,1.1034561,1.0351405,1.0593218,1.2018921,1.4480627,0.8824387,0.9145174,0.98111916,1.1069002,1.2021171,0.8154762
paper,0.620098,1.1712501,1.3127403,1.2619791,0.77629566,1.1792965,1.0649961,1.3331182,1.0607414,0.76517993,0.675943,1.1472408,0.7733853,0.64339256,0.9825889,0.73228675,1.0316008,0.43923098,1.2739888,1.2799639,0.55442995,1.2707429,1.1704246,1.0923227,1.2489468,1.0845393,1.1988895,0.87346685,1.137938,1.2156074,0.86670065,0.8631555,0.7628525,1.1411053,0.7615571,1.1119515,1.2173576,0.7856201,1.1942796,1.013043,0.9114371,1.061357,0.89727575,0.8895014,0.99544436,0.88388944,1.0888945,0.85838056,1.2286639,1.1809222,1.0326709,1.088077,1.2678416,0.8578024,0.75565076,1.2864381,1.1885402,0.8473472,0.92480344,0.9303798,0.90558726,1.4146965,0.9783987,0.88224596,0.9659467,1.1605444,0.90328443,1.3341331,0.8198801,1.3069639,1.0411347,0.87100357,0.9179895,0.92160916,0.85253,0.90505123,1.084847,1.1368235,1.3223299,1.078414,1.1295664,1.3601503,0.906264,0.8158605,0.9324253,0.0,1.16302,1.230264,1.2305926,0.92132425,1.1368387,1.1423932,1.2773759,1.1653603,1.1689477,0.99540967,1.1014258,0.85961556,0.74138355,0.8753868,0.85439837,0.8419018,0.7870432,0.9994059,1.0376599,1.2668283,1.2561241,0.87372065,0.68171424,1.4428782,0.82777655,0.9821165,1.4121587,1.0386192,0.84763086,1.084427,0.8614525,0.548774,1.2899346,1.3970107,1.29886,1.2485399,0.8035184,1.0705307,1.0501256,0.715673,0.7970553,1.1889753,1.1104829,1.3187417,0.8286153
pen,1.3196964,0.942402,0.70477575,0.7089681,1.2930284,0.8447512,0.95271003,0.86202943,1.1012278,1.1925638,1.4452907,0.30162525,1.3598677,1.2520764,0.8508089,1.3747221,1.0438441,1.0476661,0.62025374,0.7332587,1.2039758,0.87243366,0.7343408,0.8516283,0.7261636,0.81137663,0.9359584,1.3023055,1.0264902,0.54745615,1.4439247,1.3100507,1.1719623,1.0567409,1.364761,0.90006393,0.2666272,1.3617911,0.84168375,1.0085605,1.3292817,1.2568018,1.1975279,0.91542953,1.203305,1.0360475,0.9319276,1.0418725,0.65710425,0.47467464,0.8480771,0.72670364,0.16893494,1.1101066,1.2401605,0.5468985,1.1658982,1.213774,0.88814014,1.1922479,1.173382,0.5514056,1.0893228,1.3501451,1.309752,0.9024216,1.3045981,0.26000518,1.3176782,0.5118295,1.0017833,1.265399,1.2365818,1.1193843,1.405115,0.76524377,0.97760785,0.95310426,0.36970305,1.0138841,0.50878984,0.7259275,1.0246632,1.3977447,1.3225691,1.16302,0.0,0.086088896,0.8787272,1.1724136,1.0408804,1.040609,0.7193662,0.7836745,1.1255463,1.1327181,0.6877879,1.1591028,1.1216116,0.9286906,1.2870716,1.094347,1.4314725,1.194781,1.208046,0.4516294,0.7611151,1.2030542,1.172409,0.4705354,1.0986785,1.1434902,0.29910052,0.881135,1.2539777,1.1095675,1.4294434,1.4614393,0.7058183,0.6393114,0.51740205,0.69504714,1.0777783,1.083812,1.0523422,1.368726,1.224428,0.80300677,0.763646,0.39603925,1.2996364
pencil,1.4174483,1.0218664,0.6315733,0.6677964,1.351033,0.7761519,0.9318462,0.8137412,1.0688816,1.2463238,1.4582541,0.23730338,1.3689911,1.2531188,0.86184144,1.4096808,1.1511636,1.060601,0.5653984,0.6670123,1.2013905,0.82188255,0.70947933,0.7693719,0.6532294,0.7973085,0.91742903,1.3499624,0.9727075,0.44243085,1.4406412,1.2823428,1.1988684,1.0551044,1.3870925,0.8857753,0.2276007,1.3556294,0.7820694,0.9657765,1.3753574,1.2730393,1.2093735,0.9558492,1.2024742,1.1005957,0.8483318,1.0802525,0.70185196,0.5234134,0.809989,0.7637938,0.1206516,1.1140985,1.2953737,0.6225917,1.1656884,1.2302438,0.86207473,1.240225,1.2506905,0.5414466,1.1354512,1.361546,1.2879311,0.83100563,1.3217908,0.21786803,1.3330457,0.46353662,0.9906359,1.2709076,1.2101946,1.0867451,1.4117527,0.8906836,0.9743935,0.9258158,0.2974831,0.9775537,0.4997878,0.63476616,1.0439533,1.4165967,1.329632,1.230264,0.086088896,0.0,0.8758869,1.1644688,1.007361,0.9972286,0.6764427,0.733021,1.0720649,1.1312388,0.66988236,1.2068607,1.2088704,0.97937626,1.3058858,1.1372288,1.4486573,1.2432477,1.2056324,0.42225504,0.740607,1.2374411,1.2026157,0.41599536,1.0862219,1.1813881,0.25164604,0.8854368,1.2488188,1.0958142,1.4155972,1.4651251,0.63437754,0.5440291,0.49569893,0.6993147,1.1979625,1.0527579,0.9926154,1.3638396,1.2433054,0.8419701,0.7591783,0.39115214,1.2929397
penguin,0.97410953,0.7440702,0.82076836,0.78568196,1.2016889,0.8439114,0.96045136,0.8366571,1.1631473,1.1658453,1.2838304,0.9445652,1.1916611,1.0828336,0.81847197,1.1669037,0.99531776,1.0794315,0.7954289,1.0292208,1.1957217,1.1063532,0.84508324,0.90419173,0.80949914,0.7224702,1.0893319,1.1306024,1.1006275,0.80082184,1.1677091,1.1049736,1.2437011,0.86604714,1.2122599,1.0551636,0.89788485,1.1911635,0.9490145,1.1098177,1.0646783,0.8618578,1.1217613,1.0412165,0.8036538,0.9584539,0.9633786,1.0067205,0.890042,0.67336106,0.95675075,0.8944854,0.8521869,0.8457951,1.2515161,0.80519533,0.91134113,1.1784837,0.83641213,1.0302914,1.1392707,0.7260831,1.0098286,1.0313387,1.1072912,0.8267612,0.95966333,0.85461295,1.1742976,0.813249,1.0047278,1.1687447,1.0475231,1.0373546,1.026803,0.97671306,0.64159846,1.1466687,0.8059571,1.0760828,0.82790065,1.0059795,1.1002465,1.1541289,1.0127923,1.2305926,0.8787272,0.8758869,0.0,1.0301397,0.95157635,1.0345428,0.8154728,1.0407274,1.1502472,1.0484903,0.90346,1.142844,1.0917764,0.8639277,1.2262971,1.0191101,1.1138848,1.0087924,0.945808,0.8325293,0.91860217,1.2051876,1.1962153,0.71017635,1.1698782,0.87582475,0.8494357,0.8696295,1.0883595,0.8916143,1.1353462,1.3012508,0.8936819,0.8931254,0.81459415,0.84535503,1.1187215,1.125168,0.88407665,1.3018017,1.1831852,0.6744015,0.9536149,0.74400115,1.1923362
pickle,0.72144103,0.8940792,0.6625325,0.61836225,0.9183109,0.8128991,0.9779105,0.6167257,1.2122276,0.9800039,1.0580071,1.1120453,0.9641979,0.78423524,1.149357,0.8694911,0.96951914,1.0824227,1.2571524,1.2543775,1.093741,1.1721832,1.2261226,1.1802931,1.239338,1.2422646,1.1083646,1.046241,1.2472843,1.1809981,0.9782701,0.9909833,0.8651022,0.8009445,1.0071979,1.0425338,1.0983737,0.9882935,1.1102709,1.051844,1.0415732,0.92381,1.1356252,1.1077173,0.84568757,0.8543859,0.9777405,1.0401083,0.8437615,0.90894175,0.9804561,0.9716864,1.0873888,0.7829911,0.96541005,1.0846605,0.8498789,1.037704,0.75342983,0.9724472,0.7791628,1.1154505,1.0339888,0.9953657,1.0604831,1.055409,0.9335479,1.1343162,1.1483957,1.2143828,0.9470759,0.8132001,0.3554495,1.2017444,0.5967642,1.076929,1.1316943,1.0977883,1.0710914,0.9928387,0.9444803,0.9267246,1.1363226,0.783874,0.93013346,0.92132425,1.1724136,1.1644688,1.0301397,0.0,1.1393629,1.2014923,1.0227827,1.0529287,1.0919119,1.1686748,1.2447957,1.1018826,1.0312133,1.1372036,0.9762187,0.83281463,0.9109187,0.88111186,0.9656604,1.0305787,1.144109,0.9544709,0.82796633,1.046406,1.1221993,0.7453118,1.1808885,1.0257473,0.8793409,1.2088454,0.98149467,0.94892,1.1204816,1.1640483,0.97783524,0.9331716,0.7239367,0.96784276,0.8844857,0.84784615,0.96928823,1.089579,1.1983361,1.0406024,1.1204098
pillow,1.0870265,0.7747879,1.1988169,1.0969597,0.98323035,1.1823531,1.0332627,1.1294776,0.96282226,0.98547006,0.8523241,1.0915279,1.036851,0.9258425,1.0463471,0.6938914,0.89718103,1.0695475,1.1030008,0.9987499,1.1356736,1.050818,1.0119753,0.946673,0.7768781,0.95842654,0.97834903,1.0011909,0.6995464,1.097594,1.0628158,1.1693959,1.0129985,1.1359979,0.6688586,1.199011,1.1984705,1.0848978,1.1159265,1.0933285,1.0055306,0.91794777,0.9985475,0.9811218,0.894252,0.93816465,1.1335382,1.0555481,1.0522544,0.8732255,1.2027583,0.9334599,1.0275494,1.0608481,1.131167,1.0438467,0.59282404,1.1471614,1.2224519,1.0790764,1.0257984,0.78270006,0.8556857,1.0244437,0.9553181,1.0853081,0.8094848,1.05474,1.0291109,1.0723728,0.94712025,0.8812896,1.1161233,1.0218185,0.76794887,1.093428,0.9741237,1.1687241,1.1389695,0.6871778,1.0059768,1.0465508,0.8640065,0.76167524,0.7673278,1.1368387,1.0408804,1.007361,0.95157635,1.1393629,0.0,1.10665,1.1177623,1.0967585,0.8127836,0.49139303,0.94297934,0.9927382,0.96341926,1.1387907,0.72699714,1.1329633,0.8732235,0.8633029,0.6737189,0.96897244,0.8400595,1.0931734,1.1750684,0.7724751,1.1756277,0.65658236,0.9998508,0.9436298,1.0456636,0.711343,1.0203394,1.1753877,0.9716359,1.0051154,1.0109966,0.9563352,1.0755138,0.6956396,1.0943258,1.1495552,1.1721659,1.0363172,0.84000933,1.0267332,1.1753241
pizza,1.2107626,1.2771525,0.9214911,1.0815991,1.3020997,0.87146604,0.86227655,0.7825618,0.6675667,1.2269257,1.1756216,1.0588104,1.1788028,1.111443,0.9849617,1.3469474,0.9804009,0.858246,0.80019283,0.50931656,0.9361983,0.4264177,0.9198903,0.83163965,1.132302,0.9443452,0.604727,1.131822,1.1203066,0.7347206,1.1465447,1.099623,1.1400579,1.1152438,1.3302232,0.55871356,0.9456559,1.0861604,0.7486136,0.8374963,1.0577407,0.9498731,1.2083297,1.0669136,1.2691729,1.1896976,0.7299365,1.1459811,1.2063249,1.112151,0.69385314,1.2399342,1.0091546,0.933913,0.98662835,1.0179651,0.90742385,1.033399,0.9563927,1.2179075,1.2639267,0.9360933,1.1578091,0.9195137,1.1443474,0.7929503,1.3245023,0.93840855,1.1187172,0.78640294,1.3442914,0.8649379,0.9378257,0.8765484,1.1950049,1.1482567,0.88523346,0.5420834,0.9949569,0.6989791,1.088274,0.7350539,1.1962605,1.3277736,1.344049,1.1423932,1.040609,0.9972286,1.0345428,1.2014923,1.10665,0.0,0.7067831,0.59119946,0.67304295,0.99680465,0.7877946,1.2590504,1.0631372,1.0367372,1.1373183,0.9384202,1.2861893,1.0813817,1.2968158,0.95216495,1.1024201,1.0157231,1.114301,1.0192126,0.9756431,1.3414916,0.77873117,1.168825,0.9722142,0.9534608,1.17673,1.011208,0.69409084,0.736722,1.1543529,1.0687673,1.2252343,0.7593448,0.738637,0.96459013,1.0983611,0.9288195,1.0500271,1.0615185,1.1355487
plant,1.1442792,1.2133391,0.7642101,0.88737524,1.3364488,0.7862348,0.90201235,0.5431379,0.7993494,1.3144982,1.328661,0.8303324,1.31237,1.2343802,0.7156234,1.413543,1.0880108,0.9974867,0.5485179,0.6497718,1.0983542,0.72802114,0.7197036,0.7785158,0.87439114,0.78532535,0.8916122,1.1643314,1.0779374,0.69918084,1.2423431,1.1661794,1.3658149,1.0418192,1.4081492,0.9196492,0.71376306,1.1618117,0.6261971,0.79897916,1.1116669,0.96694237,1.137941,1.1085019,1.29279,1.2407345,0.9009012,1.2259585,1.0516305,0.82859486,0.4364593,1.211287,0.6659911,0.7731027,1.0831438,0.87541145,1.0082203,1.1553433,0.90582454,1.2319466,1.2821523,0.80927074,1.1563128,1.1091541,1.189583,0.60202926,1.3317513,0.6929478,1.1696484,0.4409933,1.2419266,1.1136533,0.94093144,0.9930665,1.2490463,1.0559529,0.70435476,0.744629,0.8196746,0.85276306,0.8432016,0.8435385,1.1791946,1.3650084,1.3775386,1.2773759,0.7193662,0.6764427,0.8154728,1.0227827,1.1177623,0.7067831,0.0,0.87421286,0.9669641,1.0529089,0.7590909,1.2294786,1.2248995,0.80369157,1.2081102,1.0206847,1.376829,1.1258631,1.2932669,0.7735169,0.92535305,1.2561885,1.286865,0.8134779,1.0740618,1.2492573,0.59473735,1.0883999,1.0560365,0.9389121,1.2854683,1.2662113,0.75014436,0.76469123,0.97224903,1.0448488,1.1595039,0.9510467,0.81612855,1.3146354,0.94372183,0.7969434,0.78810894,0.86697304,1.0646552
plate,1.2317677,1.1185266,0.7683858,0.74918103,1.3205884,0.8348068,0.89686096,0.6933968,0.8766414,1.0584927,1.2276113,0.78343236,1.154272,1.2093564,0.98000807,1.3210986,1.0296007,0.8904782,0.8842229,0.49311453,1.0937256,0.41527367,0.9804335,0.8499201,0.9349123,0.9039772,0.5288478,1.251753,0.8779927,0.71888286,1.2379559,1.2389886,1.0521963,1.0390477,1.2762064,0.533659,0.7983327,1.2235347,0.76980406,0.8636356,1.2473079,1.1973599,1.2081566,0.96929616,1.2909577,1.1099113,0.6565088,1.2341857,1.0460564,0.91528517,0.9176425,1.0801306,0.65659684,0.9940413,0.9985272,0.97423774,1.0377122,1.1647794,0.9993335,1.3233464,1.2770461,0.8887485,1.2834721,1.0872502,1.3510259,0.9981919,1.3611937,0.65984786,1.2558599,0.76904535,1.2911403,0.94642365,0.9834728,0.99659544,1.3192377,1.0909913,0.9642415,0.579259,0.8591147,0.73472023,0.9457007,0.4968905,1.0817785,1.4023155,1.3466985,1.1653603,0.7836745,0.733021,1.0407274,1.0529287,1.0967585,0.59119946,0.87421286,0.0,0.5870195,1.0054631,0.87891537,1.1488172,1.1358314,0.99638885,1.3122188,0.94234043,1.3656511,1.1980592,1.2557468,0.735748,0.9544412,0.5878558,0.97709775,0.92940855,0.97101635,1.2764361,0.5135206,1.1245898,1.1445855,1.1462805,1.3818171,0.9465231,0.610361,0.69577456,1.055639,0.99339634,1.1341748,0.794402,0.9048875,0.5268473,1.1527934,0.9854013,1.0248622,1.0154653,1.2266912
pumpkin,1.1583813,1.0742589,0.9645451,1.0337578,1.1418208,0.9723667,0.87455654,0.69084644,0.62853324,1.3194546,1.186216,1.1663057,1.1706994,1.1621501,0.8834723,1.2547886,0.8202164,0.88443565,0.9734172,0.65152115,0.96708876,0.28853834,1.0086142,0.8846096,1.1189798,1.1475608,0.26856434,1.1970503,1.0480472,0.97052467,1.1620073,1.1282865,0.94170254,1.0486873,1.2363796,0.5822999,1.1024045,1.1333022,0.8262327,0.7844392,1.146858,0.9442939,1.2606094,1.0683821,1.2412307,1.2314665,0.69702005,1.2184488,1.0556041,1.1406561,0.94440013,1.1585912,1.1105708,0.8682208,1.040518,1.072976,0.68286586,1.0520498,1.0527644,1.2665566,1.0747072,0.8941597,1.1723218,1.0974904,1.1780938,1.0487546,1.2980871,0.9826694,1.1916199,0.9235342,1.2132262,0.6862947,0.9053656,0.8710679,1.0221107,1.1535032,0.9695938,0.54497683,1.0876801,0.49039155,1.1050231,0.5344359,1.1864791,1.2361233,1.316797,1.1689477,1.1255463,1.0720649,1.1502472,1.0919119,0.8127836,0.67304295,0.9669641,0.5870195,0.0,0.6970704,1.006443,1.311284,1.0582967,0.94076794,1.0958083,0.7887404,1.2976186,0.9241704,1.2064598,1.0548857,1.1241472,1.1173604,1.044844,0.96471727,1.1007073,1.1114975,0.8440308,1.2590448,1.0009222,0.85013276,1.207188,1.0613934,0.6592455,0.8857388,1.0812261,1.0185065,1.0927635,0.4960215,0.7326172,0.84431994,1.1542344,1.1871428,1.1018729,1.1255136,1.2456396
