,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
dress,0.8762538,0.69354904,1.0697669,0.9390596,0.8109379,1.0497092,1.153153,1.1701386,1.2027812,0.9964809,0.9177083,1.1747262,0.9598487,0.84327364,1.2558343,0.6580271,1.0635421,1.1487887,1.2296528,1.3253567,1.1234115,1.3938463,1.018208,1.2191021,1.067591,1.0532231,1.2975068,0.97188085,1.0937334,1.200472,0.95665324,0.8278285,0.8166042,0.8309938,0.86269104,1.2090257,1.2022878,0.97286713,1.2796531,1.1825591,0.9929672,0.9293391,1.0069106,1.0525994,0.0,0.9046355,1.2246718,0.72265476,0.7987726,0.9792545,1.2664609,0.6665867,1.2031643,1.0817714,1.0628448,1.0116471,0.87491596,0.99203587,0.9539817,0.7096966,0.7125337,1.0111197,0.7683687,0.970339,0.81680924,1.0930126,0.63374686,1.1984262,0.9360194,1.3082558,0.6766702,1.0347036,0.88202834,1.1387128,0.6823628,0.90061104,1.0397097,1.313529,1.0583285,1.217768,1.0176034,1.2116662,0.9673817,0.65909106,0.63400495,0.99544436,1.203305,1.2024742,0.8036538,0.84568757,0.894252,1.2691729,1.29279,1.2909577,1.2412307,1.0121349,1.1460371,0.9984119,0.9526793,1.2132443,0.86204314,1.1165916,0.71389544,0.86697453,0.67067075,1.133457,1.0019205,1.0984854,1.0330846,0.94435334,1.1754485,0.65641356,1.3097003,0.88092375,0.8956764,1.0738953,0.73770297,0.96462244,1.3103275,1.1376079,0.8626615,0.83969927,0.9580626,1.15312,1.1896899,1.0222142,1.0364784,0.8828534,1.0635148,0.9651923,1.054417
ear,0.7604624,0.81770074,1.0212786,0.96316993,0.8157301,1.0509306,1.1882905,1.1380965,1.4004827,0.6680825,0.84552,0.98849404,0.7135149,0.9954929,1.244447,0.7253585,0.9716167,1.2017508,1.440963,1.3734043,1.1613828,1.2649393,1.3209075,1.3776325,1.1755968,0.8072695,1.2594167,0.76132137,1.0747466,1.222775,0.76041186,0.97841454,0.91147083,0.848205,0.6237201,1.0912505,1.1905643,0.9750908,1.4193432,1.2263371,0.795063,1.0392828,0.92920554,0.97888255,0.9046355,0.0,1.2034525,0.79611486,0.9936918,0.7478586,1.1378748,0.9193716,1.0244318,1.0485253,0.9423653,1.138848,0.9167864,0.9192505,1.087326,0.6912078,0.7982609,1.2398376,0.68182814,0.8773885,0.9501155,1.2417808,0.71872973,1.1956633,0.8996134,1.3828881,0.8756514,0.97070044,0.98405886,1.3536811,0.65024143,1.0468495,0.87727475,1.2539021,1.1034485,1.1966782,1.1885154,1.2181742,0.8185153,0.7308167,0.74507594,0.88388944,1.0360475,1.1005957,0.9584539,0.8543859,0.93816465,1.1896976,1.2407345,1.1099113,1.2314665,1.2338835,1.1226621,0.84886235,0.8294879,1.1650163,0.84156346,1.2214273,0.7122281,0.8861256,0.8946147,0.967584,1.1250517,0.7894568,0.98441875,1.1035137,1.0150692,0.75475323,1.2615111,0.6375233,0.91927475,1.2258222,0.8966557,0.99130595,1.3438241,1.0912132,1.0426527,1.0235023,0.95447403,1.1212666,1.337987,0.9185409,0.84352326,1.1037576,1.1388534,1.0656397,0.9571862
egg,1.3021352,0.9972978,0.39727044,0.755504,1.2634838,0.2735703,0.2665838,0.674711,0.81733644,1.3366451,1.4013009,0.89154434,1.3551612,1.2166766,0.88581014,1.4491788,1.0102478,1.0002174,0.70769215,0.544819,1.0268836,0.6154068,0.91759557,0.7042074,1.0400335,1.1417654,0.7066551,1.2474253,1.2075738,0.514125,1.2888198,1.0716574,1.1117587,0.9257109,1.4129045,0.77367085,0.7676153,1.3400729,0.6452162,0.74582744,1.1915992,0.98213434,1.2992462,1.0926421,1.2246718,1.2034525,0.0,1.24061,0.9264284,1.0167159,0.84815294,1.111388,0.8687058,0.90352774,1.1646322,0.89629954,1.1061476,1.1440685,0.72098285,1.2447015,1.1627768,0.68073696,1.2775908,1.0982096,1.2812543,0.8480195,1.3961073,0.8184899,1.4336526,0.61115164,1.1858289,1.0588024,0.8400124,0.7844124,1.1903284,1.1013587,1.0351377,0.63375556,0.6399637,0.8855557,0.9487667,0.44752157,1.2018727,1.4231467,1.4077779,1.0888945,0.9319276,0.8483318,0.9633786,0.9777405,1.1335382,0.7299365,0.9009012,0.6565088,0.69702005,1.0349063,0.9197669,1.3491303,1.2119904,0.97386837,1.3064091,0.9739435,1.3603485,1.1221765,1.316948,0.95573324,1.1386125,1.0085076,1.1746283,0.7794416,1.1460004,1.2127391,0.6536257,1.0183645,1.0361184,1.0770793,1.2488352,1.2264435,0.485627,0.8772686,0.8014376,0.6924144,1.1670661,0.95408475,0.6567411,1.0136907,1.1537181,1.0565873,1.1415944,0.8806784,1.2879869
face,0.87070763,0.8914371,1.0689539,0.9884791,0.8246997,1.1374527,1.2073635,1.2348313,1.2255208,0.8930457,0.92467105,1.0134526,0.9429073,0.8223178,1.1492112,0.8494325,1.006768,1.051935,1.272701,1.270738,1.0805265,1.2953429,1.1714109,1.3239238,1.1772312,0.9735342,1.2200923,0.8552327,1.0809072,1.0745069,0.7731918,0.99930346,0.81206024,0.91407233,0.9017117,1.1281376,1.1005216,1.0007305,1.3271837,1.1880233,0.93479383,1.0257475,0.8617668,0.98119295,0.72265476,0.79611486,1.24061,0.0,0.84816384,0.89796746,1.2685895,0.6094821,1.1252378,1.0454429,0.9608837,0.85883206,1.1663237,0.9614313,1.0414801,0.6716473,0.77026725,1.0520867,0.722051,1.0840166,0.76555794,1.0609796,0.8528565,1.1690747,0.9372969,1.2579129,0.64672863,1.1307391,1.0353127,1.0910093,0.8832365,1.0026495,0.98885447,1.2461599,0.9823186,1.3332785,0.9220974,1.2261453,0.9844857,0.84132665,0.80047995,0.85838056,1.0418725,1.0802525,1.0067205,1.0401083,1.0555481,1.1459811,1.2259585,1.2341857,1.2184488,1.1986309,1.0264809,0.8811226,0.8021549,1.0490515,0.8164114,1.1262205,0.8173086,0.9431629,0.93298614,1.1038009,0.86690056,0.91375077,1.0055387,1.0197747,0.9766056,0.96809894,1.2535809,0.7671564,1.1164346,1.1618122,0.86946225,1.0172998,1.2775979,1.017317,0.84261155,0.84753823,1.0183809,1.2662219,1.239357,1.0224876,1.0300148,1.0157391,1.1249297,0.8935053,0.945216
finger,1.1221222,0.42829394,0.5340068,0.5048363,0.9292505,0.7578721,0.9293541,0.77982783,1.2443326,1.2992074,1.439935,0.78429204,1.3564265,1.1538169,1.0538077,1.1896868,0.96285623,1.2456876,1.0493151,1.0820817,1.330255,1.0193473,1.0641752,1.1791246,1.0597076,1.1428627,0.92315376,1.2692558,1.2394767,0.88664263,1.4187261,1.2157371,1.0450246,0.6254364,1.3222406,0.8633185,0.7126572,1.3300481,1.1196749,1.0332456,1.2826228,0.8508438,1.3216542,1.0655634,0.7987726,0.9936918,0.9264284,0.84816384,0.0,0.6971432,1.1511412,0.40252912,0.69972897,1.0507401,1.3090768,0.4223947,0.8094952,0.98999316,0.7346879,0.91870797,0.45395505,0.55884445,0.9485107,1.342408,1.1898797,1.058525,1.0454773,0.72439927,1.4375837,0.89571387,0.6422792,1.0536987,1.0208845,1.2309535,0.84582543,0.99742943,1.1551335,1.1208515,0.40687418,1.1156707,0.4834746,0.63421905,1.2102816,1.0305767,1.0227056,1.2286639,0.65710425,0.70185196,0.890042,0.8437615,1.0522544,1.2063249,1.0516305,1.0460564,1.0556041,1.3429388,1.0743347,1.3357208,1.0581234,1.0487825,1.2490311,1.1606269,1.1262146,0.99989724,0.9164909,0.88333124,0.9383925,1.240677,1.1810004,0.44343448,1.2823795,0.78787506,0.7741381,0.983903,1.2013235,1.2645922,1.1473875,1.3898263,0.9086825,0.7736845,0.12721258,0.3542137,0.86406475,1.0893679,1.0288665,1.1810746,1.2848147,0.89643747,1.1573558,0.4163946,1.3605746
fish,0.94782215,0.7605107,0.76947534,0.70351774,1.1718774,0.8597926,1.0243396,0.86512744,1.3257744,1.1821359,1.3574026,0.5714873,1.3052958,1.1792858,0.8165756,1.1831983,0.94319,1.2375599,0.96066576,1.0574551,1.4141595,1.0728518,0.968507,1.0747405,0.93169594,0.84635675,1.011803,1.0502977,1.1830828,0.7396849,1.2650795,1.2564541,1.1006955,0.9445386,1.1899872,1.0170435,0.6845016,1.37048,1.1544868,1.1761605,1.0533347,1.0911071,1.2101815,1.0065488,0.9792545,0.7478586,1.0167159,0.89796746,0.6971432,0.0,0.98451775,0.67324364,0.44366455,0.91427135,1.2006409,0.6359004,0.85555446,1.1689526,0.8880655,1.0123436,1.04879,0.6225919,0.9103056,1.113515,1.2733563,1.0241386,1.1153396,0.63647604,1.3073809,0.79040205,0.8898747,1.0477245,1.12089,1.2622775,0.9791546,0.9471152,0.8303171,1.1617254,0.5810298,0.95480824,0.5899271,0.9128787,1.089879,1.1881946,1.1101773,1.1809222,0.47467464,0.5234134,0.67336106,0.90894175,0.8732255,1.112151,0.82859486,0.91528517,1.1406561,1.1771026,0.9027643,1.2314812,1.0230106,0.993686,1.1436654,1.0931218,1.2306106,0.8516678,1.1062928,0.60124147,0.88935876,1.1557229,1.2463078,0.47037643,1.2490484,0.8161223,0.6559752,0.65561074,1.1429113,1.1381259,1.3173866,1.3850621,0.87706447,0.7906362,0.60300267,0.73068553,1.0118705,0.9687129,1.1182905,1.3270932,1.1567796,0.8061339,0.93756974,0.49754876,1.3271475
flower,1.0232711,1.221174,0.7649218,0.9981518,1.2613649,0.74136865,0.8611336,0.71176875,0.7598327,1.2527857,1.2833395,0.84019655,1.1934651,1.0715638,0.7771646,1.3474758,1.1232401,0.8752484,0.6923275,0.756316,0.9270453,0.7726387,0.8427235,0.7894308,1.063588,0.78190225,0.9495216,1.1600006,1.1788971,0.8330169,1.1707871,1.0959798,1.2379637,1.1816237,1.355967,0.8995477,0.69438905,1.1218278,0.6956298,0.7606127,1.0921606,0.89805424,1.1832232,1.0743853,1.2664609,1.1378748,0.84815294,1.2685895,1.1511412,0.98451775,0.0,1.305038,0.7831497,0.67033553,1.0135524,0.9877982,1.016383,1.1104232,0.6868766,1.198452,1.2349579,0.8780197,1.2060909,1.0621592,1.1514406,0.7537688,1.3406363,0.90046275,1.1357305,0.6372403,1.2892236,1.0256016,0.8841368,0.99085194,1.1305887,1.0531863,0.7460048,0.742856,0.8577366,0.876544,0.96029395,0.89676803,1.1342425,1.2840228,1.3676254,1.0326709,0.8480771,0.809989,0.95675075,0.9804561,1.2027583,0.69385314,0.4364593,0.9176425,0.94440013,0.97228736,0.94978005,1.2410645,1.2006055,0.76280415,1.2748597,0.88745904,1.2898158,1.0916182,1.1763313,0.98348504,1.137347,1.2555707,1.024489,0.9605089,1.0590353,1.1889434,0.8215827,1.0904593,0.6410309,0.93916655,1.2454726,1.1216247,0.8357415,0.86092067,1.0718372,1.1145551,1.0128893,0.954443,0.6646842,1.1756625,0.90770245,0.9728589,0.9770055,0.938164,1.072542
foot,1.0779319,0.54888546,0.80642396,0.658872,0.92043436,0.9679221,1.0622469,1.1077068,1.3245951,1.1134243,1.1818078,0.85237765,1.1588671,1.1037393,1.1605783,0.9463818,0.9945107,1.2012005,1.1729159,1.1759043,1.2684653,1.187751,1.0223956,1.2284908,1.0032912,1.0736704,1.0913769,1.1128316,1.0384454,0.9070871,1.1861571,1.1739131,0.9733038,0.852195,1.0797784,0.99761593,0.90111154,1.257493,1.2530668,1.169527,1.1582125,1.0311487,1.1042261,0.9998544,0.6665867,0.9193716,1.111388,0.6094821,0.40252912,0.67324364,1.305038,0.0,0.80428797,1.1296687,1.1833055,0.5141741,0.9263588,1.1754638,0.9546293,0.8097644,0.70664793,0.711027,0.8317185,1.2496436,1.069238,1.0634449,0.8800429,0.7599147,1.188373,1.0879831,0.55857056,1.1281762,1.1091235,1.1682441,0.86282325,0.8627339,1.1268762,1.2255992,0.62040144,1.159613,0.6725012,0.9477753,1.1072438,0.89056957,0.83671665,1.088077,0.72670364,0.7637938,0.8944854,0.9716864,0.9334599,1.2399342,1.211287,1.0801306,1.1585912,1.220825,1.0609269,1.1775931,1.0128325,1.1271093,1.0452036,1.2211227,1.020243,0.8975465,0.82303387,0.74045783,0.7973353,1.138324,1.2074766,0.50771695,1.1842091,0.7011417,0.91835535,0.7160013,1.176918,1.2029932,1.1058545,1.2135671,1.0745813,0.8065306,0.39448225,0.52664983,0.9655258,1.1134493,1.221557,1.110388,1.2529807,0.81231236,1.146227,0.5363505,1.2540212
fork,1.3351294,1.0125366,0.6264104,0.63760185,1.3445947,0.7430104,0.9043247,0.78527504,1.1089456,1.2068592,1.4403899,0.24610019,1.3750212,1.2508161,0.8381665,1.369316,1.1316249,1.1181576,0.60771465,0.6933564,1.2939708,0.8573406,0.77074176,0.82763505,0.6939101,0.75151944,0.9637483,1.3077352,0.9939717,0.4637518,1.439187,1.2947373,1.2021974,1.0194777,1.3580754,0.86907506,0.31721818,1.3657174,0.8536952,1.0360515,1.3360538,1.270726,1.2368534,0.94990885,1.2031643,1.0244318,0.8687058,1.1252378,0.69972897,0.44366455,0.7831497,0.80428797,0.0,1.0658411,1.269965,0.6257763,1.1534693,1.2007183,0.864732,1.2154433,1.2533056,0.557317,1.1343495,1.2981985,1.3337113,0.879552,1.3380594,0.24463284,1.3791368,0.4793524,1.0385566,1.2063353,1.1961198,1.1600847,1.3900638,0.8843447,0.932032,0.978722,0.3424006,0.9611963,0.4404133,0.64341605,1.0600005,1.4228338,1.3296989,1.2678416,0.16893494,0.1206516,0.8521869,1.0873888,1.0275494,1.0091546,0.6659911,0.65659684,1.1105708,1.2076015,0.74052405,1.1931615,1.1569556,0.9261081,1.3396907,1.1146557,1.4349794,1.2674572,1.1945605,0.40265048,0.7661948,1.1359513,1.1783248,0.44498998,1.0987071,1.1684893,0.24460316,0.87732124,1.1881319,1.1592088,1.4100642,1.4335358,0.65505576,0.52578473,0.5442471,0.7841723,1.1228,1.0310488,1.0171493,1.2984884,1.1977142,0.8412415,0.77380174,0.43357205,1.2800713
frog,0.46570396,1.0562522,0.92335874,0.8961834,1.1648118,0.8458213,1.0110112,0.71821654,0.9693183,1.1900696,1.2277199,1.0777951,1.1127609,0.72163165,0.6123754,1.1835144,0.88804436,0.68459016,1.1043043,1.0545243,0.9217712,0.99491453,1.1017338,1.0837885,1.2746261,1.0450853,0.9471842,1.0236257,1.2288009,0.99181414,1.1539514,1.0421491,1.0466213,0.9555238,1.2439655,0.9189545,1.0598553,1.0689155,0.96310174,0.95273745,0.9664406,0.6670919,1.2640402,0.99734086,1.0817714,1.0485253,0.90352774,1.0454429,1.0507401,0.91427135,0.67033553,1.1296687,1.0658411,0.0,1.0762373,1.017414,0.8836411,0.96418345,0.6411061,1.0897208,1.0273516,0.9693912,1.1933346,0.94523025,1.2524428,0.9225416,1.180034,1.1444939,1.2283562,0.9693739,1.2842462,0.8128938,0.73105526,1.0789351,0.7378159,1.0350231,0.81278646,0.9965981,1.0976019,0.88147724,0.96497285,0.8899116,1.2156963,1.1472707,1.2288198,0.8578024,1.1101066,1.1140985,0.8457951,0.7829911,1.0608481,0.933913,0.7731027,0.9940413,0.8682208,0.91479516,1.0109576,1.3123852,1.0568491,0.6294019,1.1738886,0.5075399,1.182867,0.95958745,1.2006824,1.0705023,1.1968437,1.131442,0.9071171,1.0608084,1.1468391,1.048506,1.0950041,1.0141369,0.9501293,0.9627901,1.1392238,1.0273393,0.7648376,1.1282337,1.137315,1.0269501,0.853225,0.9015928,0.45169348,0.9809777,1.0476054,1.0834043,1.0219138,1.0993035,1.20417
glass,0.8261616,1.2508192,1.2676768,1.242748,0.91313875,1.2027334,1.0542781,1.1777047,0.87320524,0.7432022,0.6700568,1.2134881,0.8421589,0.91881454,1.0944053,0.7955801,1.0102729,0.9765948,1.1343076,1.0598118,0.8635233,1.1128027,1.1792706,0.9142937,1.0340239,1.0356865,1.1991973,0.86451197,1.0326927,1.3065434,0.8401552,0.8735275,0.8746395,1.2454158,0.80011106,1.1782352,1.2580227,0.76545644,0.96290433,0.98428667,0.9043038,1.1353136,0.93449223,1.0295303,1.0628448,0.9423653,1.1646322,0.9608837,1.3090768,1.2006409,1.0135524,1.1833055,1.269965,1.0762373,0.0,1.2439333,1.0598267,0.8814556,1.087541,0.9311575,1.0121549,1.300754,0.9689376,0.8645425,0.7601565,1.003905,0.9463113,1.3249937,0.80096114,1.1925187,1.1323221,0.928571,0.9746651,0.97664636,1.0305934,0.96053857,1.0714321,0.9818734,1.3446823,0.93679255,1.2630043,1.293128,0.87980556,0.8714824,0.94955236,0.75565076,1.2401605,1.2953737,1.2515161,0.96541005,1.131167,0.98662835,1.0831438,0.9985272,1.040518,0.8925932,1.1458161,0.75506246,0.9220784,1.0634737,0.77504694,0.95245904,0.8638059,1.0033453,1.083166,1.2624784,1.0967957,0.6378824,0.7589078,1.39336,0.72094566,1.0539176,1.2830284,1.1007851,0.8064908,0.95206326,0.85487497,0.6313918,1.1855807,1.287754,1.3659284,1.3074343,1.0181085,0.9461546,1.0933348,0.7249304,0.84330547,1.04879,1.0314124,1.3050362,0.8002832
glasses,1.1801088,0.6226888,0.6076275,0.6743199,1.1475352,0.7835561,0.8904621,0.8332151,1.1615142,1.2925408,1.441136,0.71027464,1.4199817,1.1872833,0.88405436,1.2750266,1.0213541,1.2074902,0.8577179,0.9126432,1.2758371,0.89322543,0.96436536,1.046392,0.98599374,1.0073118,0.9461564,1.18352,1.1675625,0.67971164,1.36832,1.188133,1.2592977,0.83779854,1.3299483,0.8329948,0.60126865,1.3523285,0.9606863,1.039454,1.1912569,0.9056484,1.1984587,1.0805635,1.0116471,1.138848,0.89629954,0.85883206,0.4223947,0.6359004,0.9877982,0.5141741,0.6257763,1.017414,1.2439333,0.0,0.97469777,1.1434835,0.87446856,0.8438691,0.9118982,0.3224355,1.1105983,1.3075104,1.1855993,0.95553416,1.1174613,0.67566645,1.3611238,0.65972114,0.8614615,1.1767813,1.1982465,1.1184695,1.1506231,1.0272721,1.0181023,0.98344195,0.3577379,1.0558928,0.51022714,0.71139514,1.1905296,1.2250053,1.1183529,1.2864381,0.5468985,0.6225917,0.80519533,1.0846605,1.0438467,1.0179651,0.87541145,0.97423774,1.072976,1.2147516,1.0072459,1.2466254,1.1124965,0.9464203,1.2326372,1.1038465,1.1836761,1.0492635,1.004911,0.838083,0.8490971,1.2216774,1.2944118,0.4714386,1.2116446,1.0460106,0.64334774,0.8930777,1.2437022,1.123752,1.2400053,1.4208665,0.71049535,0.69169885,0.35849035,0.47243845,1.0622989,1.0846534,0.97086525,1.3005247,1.2050321,0.8630935,1.0857913,0.3778199,1.2735306
glove,0.8934617,0.70165753,1.0254949,0.89845973,0.9837463,1.1201943,1.0768113,0.79437625,1.0129458,1.195521,1.0808916,1.2134948,1.1261287,0.99932945,1.0683926,0.95244277,0.7678467,1.1180325,1.2440524,1.0728843,1.2015035,0.82402104,1.1753782,1.138996,1.1820978,1.0607331,0.7553206,1.0458155,1.1256533,1.2257388,1.1628599,1.1649777,0.981617,0.9177992,1.0562102,0.8839475,1.2099144,1.1282573,1.1598442,1.0698204,0.9669634,0.67499864,1.2618327,1.1468997,0.87491596,0.9167864,1.1061476,1.1663237,0.8094952,0.85555446,1.016383,0.9263588,1.1534693,0.8836411,1.0598267,0.97469777,0.0,0.969958,1.0034823,1.0763812,0.7340481,0.8439306,0.91605794,0.9886164,1.029571,1.1662222,0.9534442,1.1320505,1.1788915,1.1388755,1.0068595,0.38159907,0.9505082,1.1488614,0.4445113,1.1952887,0.90990686,0.9661819,1.108782,0.3390497,1.0324293,0.9015593,1.2205293,0.7497425,0.9814618,1.1885402,1.1658982,1.1656884,0.91134113,0.8498789,0.59282404,0.90742385,1.0082203,1.0377122,0.68286586,0.8351727,1.2176803,1.3255652,1.0208944,1.1739619,0.89076287,0.97364765,1.0439099,0.6829034,0.8932824,1.0495214,1.0596863,1.2083242,1.208986,0.8162965,1.2329425,0.67266,1.0828221,1.1152543,0.9220032,0.9031094,1.0232811,1.1241738,0.99830896,0.9753088,0.9087099,0.9140304,0.9068352,0.31585014,0.96226525,1.0182877,1.1846373,1.0242016,1.118284,0.9701823,1.3366311
grass,0.7678478,1.1052997,1.1646788,1.1837091,0.78412414,1.1384975,1.0924577,1.1195645,1.0455029,0.9453394,0.7951731,1.1013429,0.88788694,0.79369855,1.0471689,0.90742064,1.0148095,0.9328497,1.243391,1.205869,0.9098903,1.1226771,1.2315124,1.170878,1.289516,1.1282461,1.1060678,0.7915298,1.1399438,1.2127287,0.8732231,0.8348238,0.8849863,0.9860263,0.9270398,1.0903234,1.1401335,0.7557822,1.1806263,1.0557618,0.7866824,0.84219474,0.9832524,1.029861,0.99203587,0.9192505,1.1440685,0.9614313,0.98999316,1.1689526,1.1104232,1.1754638,1.2007183,0.96418345,0.8814556,1.1434835,0.969958,0.0,1.0451481,0.89765716,0.54450285,1.2561132,1.0214027,0.83822626,0.90453666,1.2118337,1.0015645,1.2706661,0.9754906,1.2120788,1.0833086,0.8044085,1.0427555,1.0738286,0.82531285,1.1202427,1.0531791,1.0744959,1.164299,1.0577909,1.1640519,1.1474584,1.0345185,0.74465984,1.0004945,0.8473472,1.213774,1.2302438,1.1784837,1.037704,1.1471614,1.033399,1.1553433,1.1647794,1.0520498,1.1451061,1.1846913,0.96488214,0.8933713,1.0136778,0.85478944,0.9633391,0.8693217,1.0462997,1.0761325,1.2862422,1.1195741,0.8876134,0.7890263,1.2972724,0.99553216,1.1256173,1.277615,1.1112853,0.98091424,1.0618085,0.5863634,0.71617866,1.1730744,1.2026438,1.0764254,1.1336687,0.8937314,0.99901223,0.979647,0.83122444,0.8945714,1.2451086,1.1508343,1.1689544,0.77812505
gum,0.9803954,0.8655317,0.5866562,0.6433191,1.202458,0.57537043,0.81745607,0.75303197,0.7073984,1.3581967,1.3813925,0.89698267,1.1837764,0.9236274,0.9778878,1.2913265,0.94594973,0.75190985,0.82724905,0.88693297,0.80116034,1.017893,0.99437475,0.7934812,1.0811551,0.93245804,1.0040393,1.287786,1.2900543,0.78048396,1.2849889,1.162267,0.9595042,0.99997365,1.4416106,0.88247865,0.75149566,1.1060202,0.7378831,0.71043766,1.2113929,0.7954879,1.4045193,0.93964,0.9539817,1.087326,0.72098285,1.0414801,0.7346879,0.8880655,0.6868766,0.9546293,0.864732,0.6411061,1.087541,0.87446856,1.0034823,1.0451481,0.0,1.173875,0.8546194,0.85471493,1.2064098,1.1744547,1.3014326,0.72033757,1.3253915,0.94019425,1.2766159,0.92285573,1.1506926,1.1267506,0.7115396,1.0363582,0.90228146,1.020596,0.82973516,0.9969294,0.7530894,1.1014026,0.8085198,0.78908736,1.2240025,1.2280884,1.3582995,0.92480344,0.88814014,0.86207473,0.83641213,0.75342983,1.2224519,0.9563927,0.90582454,0.9993335,1.0527644,1.0200725,0.88718426,1.4213703,1.1856246,0.97427464,1.3432802,0.8437102,1.2921901,0.95460874,1.1996264,0.980909,1.1755815,1.2918322,0.87581664,0.81812537,1.224998,0.96281207,0.92975986,1.0349429,0.8465611,0.920246,1.2500527,1.096811,0.7097787,0.99654114,0.7700571,0.80271065,0.77057314,1.1488326,0.4188723,1.0920568,1.2035556,0.97742695,1.1021295,0.69018495,1.2960843
hair,0.804682,0.82816035,1.1061568,1.0920986,0.643542,1.1322116,1.1682855,1.2328154,1.3597225,0.8410545,0.831138,1.0977168,0.90915036,0.97749543,1.2080573,0.71010447,1.2366103,1.2256808,1.3186668,1.4028432,1.1081488,1.3335961,1.2157352,1.3623654,1.2123522,1.0428232,1.3873794,0.6394528,1.1612138,1.2368497,0.76843953,0.717389,0.9384673,0.75055695,0.65985113,1.1630794,1.1827126,0.93268406,1.3498024,1.2391223,0.68783766,0.92575514,0.8253264,1.1303161,0.7096966,0.6912078,1.2447015,0.6716473,0.91870797,1.0123436,1.198452,0.8097644,1.2154433,1.0897208,0.9311575,0.8438691,1.0763812,0.89765716,1.173875,0.0,0.74150074,0.96255034,0.65951794,0.9531262,0.7023158,1.2121031,0.58498037,1.2670156,0.8899952,1.284588,0.68788785,1.059609,1.0762849,1.1484399,0.80990803,1.0414878,1.0228515,1.2160159,1.0182168,1.3698885,1.0692396,1.2951604,0.8939994,0.7310465,0.58640504,0.9303798,1.1922479,1.240225,1.0302914,0.9724472,1.0790764,1.2179075,1.2319466,1.3233464,1.2665566,1.2354907,1.2316564,0.79862916,0.87105906,1.1170384,0.8389951,1.2148145,0.49957347,0.9457538,0.7284848,1.2464795,1.0701185,0.92418927,1.0462815,1.079335,1.0183682,0.9142929,1.3636495,0.8882077,0.93607295,1.115148,0.56165755,0.95356625,1.3790286,1.1323044,0.907732,0.96880674,1.0964286,1.2881036,1.3209921,1.0253328,0.7895601,1.1718833,1.2476588,1.0381678,0.8208605
hand,0.7810608,0.60852563,0.96872026,0.90369713,0.48654896,1.0935992,1.0644342,1.0518758,1.1728681,1.0152639,1.0270841,1.2273626,0.9761879,0.9031493,1.2449054,0.88866067,0.8373561,1.0961955,1.3552073,1.3553767,1.0540779,1.2397598,1.2736237,1.3139973,1.3144422,1.2186029,1.1157441,0.93828166,1.1769972,1.309933,1.008754,0.98568964,0.8460921,0.7786771,0.95862424,1.1244708,1.2285078,1.0155005,1.286527,1.0974903,0.93291074,0.65104985,1.0639002,0.9979848,0.7125337,0.7982609,1.1627768,0.77026725,0.45395505,1.04879,1.2349579,0.70664793,1.2533056,1.0273516,1.0121549,0.9118982,0.7340481,0.54450285,0.8546194,0.74150074,0.0,1.0718884,0.8665945,1.0462683,0.88662624,1.2113012,0.9147437,1.2595388,1.0967879,1.3168,0.67774045,0.8512786,0.91395146,1.180057,0.48264635,1.0274334,1.1326619,1.1998764,1.0658368,1.1631222,0.98932,1.1055304,1.0173167,0.6266349,0.8631134,0.90558726,1.173382,1.2506905,1.1392707,0.7791628,1.0257984,1.2639267,1.2821523,1.2770461,1.0747072,1.1765857,1.242388,1.0613279,1.0383973,1.1300313,0.92052555,1.0692362,0.73639375,0.8082375,0.869513,1.2619114,1.1130642,1.0209254,1.0307329,1.0288873,1.1777178,0.73445284,1.3326039,0.93953365,1.0257607,1.1367533,0.7535968,0.95418197,1.2866935,1.2109027,0.65091985,0.8055176,0.63108027,1.0956153,1.1017196,0.871189,1.02613,1.1303508,1.2704561,0.904912,1.0735847
