,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
radio,1.117846,1.0253028,1.0736254,1.2375948,1.1174753,1.1203281,0.92153406,1.0843017,0.6754965,0.59996283,1.1740128,1.001607,0.94013083,0.888007,1.2358109,1.0186193,1.0482872,1.0672115,0.85357475,0.9211218,0.84029114,0.83948314,1.1483095,0.72353673,1.1395675,0.86598474,0.8225094,0.96540564,0.9804459,0.9347328,0.75889444,0.86310124,1.1495869,0.7892269,0.97955304,1.1868864,1.0054388,1.1144505,0.99655163,0.9960777,0.89691246,1.0408521,0.9933633,0.9996725,0.9601477,0.47581494,1.0858324,1.1454511,1.085358,1.0755883,1.1301179,1.1444371,0.93431497,1.1739256,0.8947725,0.92965037,1.0569059,1.1218482,1.0945834,0.9681754,1.0762691,1.0924045,1.1291455,1.0197971,1.1637115,1.0851026,1.2007928,0.96820194,0.9486314,1.0343431,1.0942607,0.78076935,1.1193253,0.9318251,1.0180389,0.9796676,1.044342,1.1917542,0.8958409,1.1055303,0.8698343,0.86925423,1.1003466,1.0926032,0.9571743,0.93575716,1.1576345,1.0606887,0.60821116,1.1371491,1.0972866,1.0768747,0.80321944,0.9168105,1.1767501,0.98181957,0.8839982,1.2158011,0.9036916,0.9211929,0.9192033,0.9735283,0.7428932,0.0,0.9979947,0.81831753,1.0472338,1.1074846,0.96025485,1.1011746,0.9921982,1.1304362,0.8606997,1.1571935,1.0390927,1.0490165,0.9493534,1.0641986,0.9596883,1.0079974,0.8882898,1.0016136,1.0207763,0.8704686,1.1437936,1.0771996,1.0583309,1.1789116,1.1852217,1.1771414,0.87724924,0.88826555,1.0319496,0.7646446,0.8104654,0.952473
raisin,1.135539,0.84210736,0.5129278,1.0986365,1.3422128,0.8011439,0.6177828,0.88423145,0.77470887,1.2310237,1.0108896,1.3937075,0.4711107,1.380798,1.269097,1.2082952,1.4102495,0.88535637,1.1393447,0.37519848,0.66701066,1.3382705,0.65573245,0.91056705,1.1629316,0.57524586,1.104246,0.73412347,1.1637135,0.9727734,0.7924028,1.2604017,1.2397319,0.9478534,0.93177485,0.73414576,1.3773975,0.9453729,0.54523367,1.2786008,0.45509756,1.1938242,1.1122136,1.1975464,1.2345904,0.908907,1.0512401,0.92911273,0.5452898,1.0608463,1.2349992,0.8515037,1.1500233,1.0118731,0.7715231,0.939696,0.52687526,1.0011792,1.285302,0.8996552,0.67258966,0.9725362,1.090643,0.897592,1.2565343,1.2178278,1.2484773,0.5751658,0.88982064,0.8399986,1.3431276,1.1543905,1.4273067,0.64192593,1.257716,0.4852268,1.1012973,1.0831133,0.84712666,1.1270792,1.1226364,1.2437547,0.9968158,0.55848765,0.8520938,0.765316,1.0476335,0.5537898,1.0908937,1.4093564,1.2947721,1.3443246,0.5782031,0.57741797,1.0257028,1.0597968,0.83475626,1.1383026,0.7756226,0.7604106,0.91729903,0.77250504,1.2492068,0.9979947,0.0,1.309464,1.1400477,1.2811406,1.0679734,1.2447362,0.727306,1.4066623,1.0863764,1.2575161,0.47806996,1.1445655,0.97601205,1.2943964,0.543653,1.0262473,1.0406133,0.7240854,0.67355585,1.1263124,1.3212366,1.4354854,0.5561544,0.62444377,0.6182306,1.2551123,0.7365545,0.9900653,1.1727749,0.85604566,0.4351157,1.1639479
refrigerator,1.1172706,1.2136852,1.484542,1.0456871,0.74186647,1.3226726,1.3078723,1.3326523,1.0117755,0.3404351,0.7692896,0.6275238,1.3494174,0.60852885,1.0840199,0.5521725,0.71878886,1.0377744,1.1642203,1.278354,1.126064,0.8100578,1.2711518,0.8454384,1.0023321,1.1284084,0.70864105,1.2234021,0.8583164,0.6919973,1.233943,0.5719757,0.8915378,1.0876188,1.0554653,1.2405982,0.55106896,1.0902784,1.4004834,0.68403935,1.2693231,1.0295553,0.9437297,1.0705307,0.29252958,0.8119382,0.949029,1.1559745,1.4454954,0.8462644,0.938257,1.2803652,1.0109508,1.0494432,1.2094605,1.0182576,1.381273,1.2457193,1.0315965,1.0681709,1.3185514,1.2109056,0.8962873,1.3195536,0.8514893,0.88596606,1.0090886,1.3783791,1.0697527,1.2116796,0.7541466,0.6720886,0.5834892,1.328854,0.58372104,1.3244328,1.1068448,0.94541913,1.1877741,1.0914221,0.6917769,0.629129,1.010294,1.3852742,1.146575,1.2865877,1.067277,1.4214149,0.29940546,0.77955556,0.62777174,0.93326986,1.3096349,1.3380286,0.9873535,1.0802772,0.90910614,1.1136987,1.1664363,1.278116,1.1253123,1.2422391,0.790343,0.81831753,1.309464,0.0,1.0938278,0.87093747,1.1711986,0.7963389,1.3827024,0.69186705,1.1071103,0.62596023,1.2176481,0.619836,0.77929807,0.6450109,1.4105808,1.1553013,1.1447821,1.3011365,1.30653,0.9167106,0.81831384,0.7984071,1.4172624,1.4294964,1.2942278,0.9551961,1.2239622,1.3120112,1.0450226,0.7737344,1.3990555,0.40703338
rooster,0.35889196,1.167905,1.1299603,1.0570793,0.9975917,1.1033956,1.119788,1.055823,1.1015689,1.0569401,1.0494609,0.98428214,1.2043521,0.9232905,0.7542698,1.0083983,0.9210147,1.0760742,0.7251965,1.1943845,1.2018648,0.80075616,1.0871383,1.2088901,0.56885767,1.2004399,1.0598958,1.0835074,0.86958635,1.1276342,1.0683758,0.9635072,1.0402477,1.0204705,1.0824944,1.0663023,1.0296155,0.9744911,1.111236,0.93805027,1.1890289,0.97748363,0.73402333,0.79659784,1.0812875,1.1202495,0.96642125,1.0532491,1.1542331,1.1598649,0.90474063,1.1614171,0.82776505,0.7012707,0.9760171,1.1329246,1.1780244,0.4354638,0.5115086,1.1113324,1.1427331,1.0810438,0.95824915,0.9340721,0.9503506,1.0149902,1.018544,1.1227494,0.63937336,1.1062071,1.0468215,1.09333,1.0851481,1.2202052,1.024379,1.086666,0.97439724,1.1526102,0.9728035,1.0335997,1.0718138,1.0779167,0.9806777,1.1217413,0.9929444,1.1615812,1.0348107,1.1236303,1.1241851,1.0387038,1.1225085,0.5749334,1.1614263,1.1515602,1.0785923,0.8361102,1.1148311,0.57808304,1.0302191,1.1557266,0.5784019,1.0942202,1.0371525,1.0472338,1.1400477,1.0938278,0.0,0.95113844,1.0191789,1.0941976,1.0934507,1.0167187,1.07495,1.0864544,1.1982851,0.96310365,1.1759579,1.0178323,1.2029911,1.1120532,1.052188,1.1846544,1.0644822,0.9885912,1.023528,0.79767025,1.0779488,1.132881,1.1494956,1.0158777,1.070282,0.92802507,0.9612486,1.1694055,1.1411109,1.0434418
sandwich,0.9982058,1.0695615,1.2598279,0.7526965,0.6205699,1.1077873,1.2106779,1.1477407,1.313062,0.89518684,1.0841538,0.81307423,1.3603275,0.915311,0.64545673,0.8872066,0.85824454,1.1809986,0.84608525,1.4015455,1.103785,0.7212495,0.93163526,1.0718931,0.89248866,1.4066064,0.9814565,1.2972558,0.96775943,1.1898669,1.1162696,0.8833773,0.81225383,1.0877762,1.0293705,1.1396537,0.87275636,0.8734729,1.3577836,0.9517738,1.3682599,0.8746531,0.9793762,0.90565205,0.97866505,1.0101436,0.8979388,1.0909512,1.217238,1.0945035,0.8605013,0.9713915,0.88867384,0.8591112,1.2068751,1.186635,1.3176789,1.060336,0.9661221,0.93392295,1.2293813,1.1063364,1.0100925,0.7341497,0.87129843,0.35902488,0.6496389,1.4341445,1.1486467,1.1056675,0.852507,1.0069858,0.758325,1.1657829,1.001953,1.29693,0.8813554,0.92596495,1.007681,0.95015043,1.0631766,1.0227402,0.79997396,1.3100535,1.2139226,1.223627,0.914842,1.2031131,1.0553707,0.813391,0.891199,0.68769455,1.3150499,1.270937,0.8924245,1.0162603,1.2397109,0.7578679,1.233981,1.0648823,1.1442143,1.2109492,0.94245213,1.1074846,1.2811406,0.87093747,0.95113844,0.0,0.9503466,0.83238393,1.2471185,0.78671086,1.0878402,0.7641561,1.4032938,0.8740852,0.918253,0.75376284,1.4191247,1.0798377,1.0392711,1.1501843,1.2551543,0.99383706,0.8843887,0.65726084,1.3140702,1.197125,1.2067717,0.6035948,1.3460282,1.1206572,0.81110525,1.29022,1.4075092,1.0037104
sauce,1.0571125,1.1094544,0.8234377,1.0852522,1.2078111,0.6100429,0.63112676,0.87666,0.9099388,1.1235168,1.2586086,1.267842,1.0964047,1.0682818,1.1204574,1.1014923,1.1865709,1.1003106,0.9535902,0.9800744,0.69235504,1.049767,1.0158088,0.6920811,0.98363984,1.056102,1.2805736,0.94449,1.1719412,1.1587206,0.87682474,0.9940929,1.151819,0.50429523,1.05045,1.1375198,1.3342345,1.0421259,0.9897186,1.1100303,0.8315905,0.5978974,1.1461232,1.0003209,1.2318839,0.9919153,1.0848831,1.1898144,0.814216,1.1306278,1.1350931,1.0474594,1.0696232,1.0791608,0.7912543,1.0729342,1.088313,0.8777715,0.9896522,0.71979415,1.08664,1.0500332,1.0979085,0.6825839,1.2359039,0.9678348,1.1574007,1.1324897,0.9870532,1.0277162,1.2664691,0.84538597,1.3222106,0.9981316,1.19836,0.7982641,1.0167292,1.0614421,0.8906024,0.9714773,0.9793719,1.0882868,1.0141368,1.018548,1.0728663,1.0102061,1.0355761,0.8565043,1.1625148,1.2081457,1.3353248,1.0404732,0.9684801,1.0248497,1.1803493,1.0346869,1.2627596,0.9698934,0.8504858,0.73188484,0.8591644,0.7100541,1.0833855,0.96025485,1.0679734,1.1711986,1.0191789,0.9503466,0.0,1.1614572,1.1068761,1.2664123,0.9862061,1.212366,1.1271286,1.047972,0.9565696,1.1669767,1.1190133,0.8591715,0.28680944,0.94966334,0.9852649,1.1564972,1.3083123,1.1166214,1.0549449,1.0244403,1.1472179,1.1159894,0.9544271,0.6857147,0.64553934,1.1029595,1.0067323,1.1469703
scarf,1.1213179,0.97671854,1.2274084,0.8717482,0.6518576,1.035884,1.2515864,1.1633706,1.3582084,0.89668226,0.90495634,0.7418302,1.2203355,0.8643071,0.7554267,0.8070718,0.7455883,1.037007,1.1924623,1.403101,1.293402,0.98229074,1.0637021,1.174535,1.054495,1.2681326,0.8244934,1.2533407,0.9159595,1.0509557,1.1243546,0.9519661,0.6892886,1.2329361,1.0790875,1.0466952,0.64648956,0.94715834,1.3215286,0.9790588,1.3822331,1.0792391,0.9680102,0.9815851,0.819585,1.0750996,1.0334486,0.88067484,1.1968855,0.8984655,0.7956397,0.99014056,0.92201227,1.0058458,1.3010957,1.176651,1.1853538,1.21209,1.0407245,1.2951212,1.0568948,1.0341221,1.0192363,1.2293968,0.70950854,0.8688977,0.7776273,1.1211957,1.0943872,1.0573782,0.59894824,0.98223096,0.39636558,1.1953077,1.0316317,1.3253568,1.0519645,0.76625586,1.2172914,0.9236738,1.1263754,0.87685484,0.9822345,1.1718256,1.1181878,1.1401991,0.792179,1.2224836,0.9005088,0.5241061,0.4903301,0.97439677,1.3488812,1.3179855,0.93451893,1.0224522,1.0303825,1.0501776,1.2901403,1.2336444,1.1775593,1.2305696,1.0242991,1.1011746,1.2447362,0.7963389,1.0941976,0.83238393,1.1614572,0.0,1.2102332,0.41341472,1.0933928,0.49998105,1.2503128,0.93162215,0.98102534,0.67454106,1.2198316,1.0763495,1.1521078,1.1476613,1.2003902,0.95281965,0.5812975,0.84853625,1.0808424,1.0511969,1.0007151,0.80235684,1.2785738,1.2591541,1.0960196,1.3063823,1.3529385,0.927472
scissors,0.873287,0.6440213,0.6835233,1.0491579,1.3253412,0.8994531,0.8031318,0.64922535,0.88904655,1.4043839,0.9759834,1.4258134,0.58094656,1.3159294,1.0542774,1.2300024,1.3629094,1.0573939,0.9122784,0.7557397,0.9776002,1.2028197,0.8597187,0.99355626,1.0125779,0.7880599,1.0762879,0.925494,1.2665702,1.0711908,0.85665405,1.2579473,1.2306626,1.0711465,0.9143305,0.77859986,1.3602562,0.921424,0.5406196,1.2374947,0.7738868,1.2088069,1.190496,1.0032125,1.2948883,0.871914,1.0739889,0.738528,0.7756034,1.2200357,1.211626,0.6334967,1.0407703,1.042074,0.92600256,0.93218994,0.49644804,0.78223485,1.115274,0.993976,0.60288215,0.797701,1.082809,0.837723,1.1225688,1.2436969,1.009282,0.61492336,0.99449056,0.74413645,1.2788329,1.1347144,1.222348,0.46695566,1.0512509,0.90437,1.1765126,0.94886184,0.90371406,0.9900621,0.9027977,1.0716063,1.2262871,0.69051075,0.9363617,0.7004756,0.9500307,0.75005233,1.2808235,1.2514912,1.1786604,1.199363,0.52132154,0.44551587,0.96515894,1.0205793,0.91844517,1.043464,0.8963715,0.9467819,0.9954236,0.91930413,1.0255895,0.9921982,0.727306,1.3827024,1.0934507,1.2471185,1.1068761,1.2102332,0.0,1.3146741,0.93754584,1.2005383,0.54881334,1.2425754,1.2535203,1.275039,0.48724258,0.9325372,1.1136967,0.6501023,0.86867887,0.7921436,1.2902981,1.3044101,0.59001845,0.60238254,0.70939994,0.93639684,0.7840123,0.7286335,1.1912767,0.65985614,0.54055893,1.3481977
shirt,1.0540451,1.1187984,1.4993958,0.81645906,0.4532585,1.2954412,1.4126694,1.3268481,1.3574364,0.7392056,0.8516326,0.4527344,1.3719212,0.77514577,0.66561764,0.84965456,0.47277993,1.0946839,1.1339505,1.4836895,1.4423875,0.8427112,1.2901208,1.2825339,0.9807578,1.3335485,0.74222624,1.309576,0.78674686,1.0407617,1.2355883,0.83086693,0.4864887,1.3259326,1.217591,1.2115979,0.39576882,1.0735373,1.4395698,0.80593336,1.4930739,1.0156633,0.89263725,0.90052843,0.6881485,1.1932973,0.9208762,0.9581737,1.4525223,0.75353926,0.5879103,1.1406244,0.8929132,0.98954415,1.2618613,1.1847638,1.3669201,1.200828,0.9335828,1.2611475,1.1534263,1.0959498,0.9173407,1.341898,0.50781906,0.8874445,0.7135458,1.2281698,1.0922728,1.0785975,0.17390692,1.0432696,0.22999156,1.4172995,0.9314362,1.4705787,0.9791908,0.9316382,1.2765683,0.97005755,1.0288051,0.80540085,1.0368086,1.3355241,1.1722476,1.1970825,0.8466356,1.4586368,0.85314894,0.21483016,0.3158009,0.78089714,1.4511639,1.4211028,1.0518872,0.98320884,0.9897024,1.0268282,1.2481284,1.3655391,1.1955878,1.3346902,0.8394276,1.1304362,1.4066623,0.69186705,1.0167187,0.78671086,1.2664123,0.41341472,1.3146741,0.0,1.0986373,0.5166956,1.3646702,0.8718274,0.9687339,0.6081447,1.4026492,1.1570368,1.2840917,1.3183703,1.3071961,0.91871834,0.19758737,0.6246435,1.3458698,1.2692668,1.2013946,0.7449793,1.2960052,1.32886,0.9919726,1.2459086,1.4808309,0.7810256
shoe,0.99409467,0.788949,1.2393512,1.0188198,1.0553334,1.1183635,1.0792809,0.9058558,0.8513589,1.0394022,1.0243165,1.0056717,1.066233,0.96531767,1.1780076,1.0157629,0.9341026,1.2474288,0.95583403,1.0912445,1.091384,0.9697009,1.2231884,0.87524015,1.0144249,1.1490192,1.0241307,1.1848025,0.97540987,0.9877002,1.0224291,1.0433246,1.075804,0.9676669,1.0149355,1.1406687,0.9996934,0.9967084,1.197486,0.98485357,1.1477333,1.0418065,0.907599,0.88765275,1.1270158,0.9428454,0.88454425,1.0838674,1.229472,0.8711888,1.0606166,1.0490141,1.0704472,0.9325417,0.96056336,0.35522133,1.1491967,0.9834278,1.027378,0.87694097,1.0738325,0.5768524,0.9358918,1.0293882,1.0268948,1.0154262,1.0099094,1.0679127,0.8688188,0.90560585,1.0440136,0.93687326,0.9046893,0.9900679,0.8915847,1.126023,0.8989997,1.1423819,0.89169973,0.57322127,0.9512935,0.847581,0.9094456,1.2265773,0.8320432,0.7696417,0.99663633,1.2409239,1.0584307,0.97049797,0.9198255,1.1024292,1.0699201,1.1235629,1.1169958,0.90324664,0.7898682,1.0464779,0.99075335,1.0961716,0.83798933,1.0635309,0.6270174,0.8606997,1.0863764,1.1071103,1.07495,1.0878402,0.9862061,1.0933928,0.93754584,1.0986373,0.0,1.0109507,1.0977513,1.1248074,1.1584764,1.0639772,0.57514024,0.53283876,0.9436942,1.0509312,1.1984254,0.87891096,1.0588579,1.0912912,1.1795671,1.154327,1.2558987,1.0156131,0.7637483,0.8277713,1.0903543,0.87151515,0.9654901,1.1573577
shorts,1.0969061,1.0042355,1.328477,0.7950919,0.5332417,1.081468,1.2709962,1.2606657,1.3004501,0.8310163,0.7957347,0.79792726,1.1895968,0.84247726,0.8764977,0.73736197,0.792894,1.0501127,1.2678105,1.344991,1.3026526,1.0299479,1.0858635,1.1876563,1.0095063,1.2252325,0.7621258,1.2707353,0.9160806,0.9873047,1.225622,0.8792063,0.786126,1.2582471,1.1058137,1.0994365,0.6587348,0.99863625,1.268447,0.866611,1.3430679,1.0830034,0.9440964,1.0220232,0.7536564,1.1352694,1.0615219,0.88637495,1.29073,0.90966713,0.888748,0.9254867,1.0657989,0.9697406,1.2457069,1.0591426,1.2251997,1.2098389,1.0646387,1.197375,1.0122074,0.97653735,0.99398136,1.2627094,0.69870645,0.8261662,0.69146854,1.1540385,1.0485066,1.0312916,0.70942354,1.0060488,0.41533434,1.2585621,0.8777498,1.3618546,1.0993203,0.7726182,1.2980083,0.90982264,1.0309808,0.7841425,1.0216126,1.1597865,1.0825914,1.164277,0.7711216,1.3103414,0.84039056,0.60279286,0.45755237,1.0155977,1.2708595,1.2460998,0.8671946,1.005578,0.89965844,1.0765846,1.1971179,1.3389416,1.1136215,1.2700855,0.95927393,1.1571935,1.2575161,0.62596023,1.0864544,0.7641561,1.212366,0.49998105,1.2005383,0.5166956,1.0109507,0.0,1.2120389,0.8876543,1.0074718,0.62482595,1.1826689,1.0795755,1.2924216,1.2129059,1.1471912,0.95820886,0.7321926,0.9407759,1.1395468,1.0296474,0.9912351,0.76870275,1.2245338,1.2730639,1.0725417,1.1260123,1.3240317,0.84178764
shovel,1.1783649,0.6984415,0.45826727,1.1182765,1.4090605,0.906412,0.8087673,0.7958274,0.6924404,1.2755392,0.91870433,1.4869313,0.4205705,1.362201,1.3136218,1.2290576,1.5336826,0.7208221,1.1905385,0.29612416,0.80917406,1.3797637,0.6470162,0.9267331,1.3050238,0.3761412,1.0898963,0.54618907,1.242277,0.9379145,0.77578604,1.2930796,1.1624829,1.107998,0.79280853,0.69822395,1.4154891,1.0590407,0.3128845,1.3231409,0.32623857,1.3492386,1.1913189,1.2919145,1.0818124,0.91883415,1.2435457,0.7098634,0.47752166,1.0544515,1.2369184,0.6795914,1.2327235,1.2098836,0.88177824,0.95934594,0.3022815,1.0920712,1.2331146,0.910941,0.4501744,0.98482186,1.0804358,1.0568982,1.1608567,1.3627973,1.2459612,0.36038488,0.9325528,0.7843445,1.27777,1.0771842,1.355969,0.4840588,1.1428636,0.5619379,1.2726225,1.0557185,0.9604187,1.2369412,0.9477806,1.209577,1.3085604,0.36782658,0.8271502,0.711251,0.95642185,0.4860382,1.0467744,1.3640523,1.2070241,1.3925484,0.41820335,0.3661912,1.0103943,1.1362557,0.947,1.3375831,0.81879056,0.8203463,0.9725518,0.7784448,1.3048447,1.0390927,0.47806996,1.2176481,1.1982851,1.4032938,1.1271286,1.2503128,0.54881334,1.3646702,1.0977513,1.2120389,0.0,1.166153,1.0757709,1.3431382,0.40035403,1.0725156,1.1447603,0.6195258,0.56359774,1.1264819,1.2926012,1.572127,0.37095243,0.44701207,0.46183258,1.3114392,0.68837315,1.0965146,1.3569639,0.6742784,0.43297505,1.1547902
shower,1.0841372,1.1650175,1.193373,1.0420818,0.7972173,1.1705382,1.1666611,1.2973325,1.081391,0.69009423,0.6938924,0.7697569,1.2355576,0.7792125,1.059508,0.9013945,0.8607305,0.95643944,1.0927236,1.1866239,1.0212611,0.94423294,1.0434871,1.053139,0.97450644,1.0942273,0.8158126,1.056977,0.93837976,0.87775004,1.0824089,0.8082346,0.8819068,0.94066685,1.0104648,1.127306,0.8423222,1.011064,1.1874001,0.8829861,1.1914096,1.0192976,1.0421416,1.1599737,0.6934414,0.9599008,0.91356665,1.1314982,1.1627324,0.7541884,1.0328047,1.137924,0.9523215,0.9196039,1.1848295,0.9702335,1.2427855,1.1530061,1.0412129,1.1369671,1.2688894,1.2944098,0.9227608,1.1681583,1.0091158,0.8785234,1.0310471,1.2626866,1.0059056,1.204055,0.830569,1.0166693,0.8225994,1.1818737,0.8599485,1.1436951,0.96962506,1.0350753,1.0957249,1.2138782,0.9134122,0.9040216,1.0063233,1.1568916,1.1125048,1.1935117,1.0978096,1.1336815,0.7146383,0.9545406,0.83882385,0.9123998,1.0831383,1.1077931,1.0301193,1.022335,1.0058632,1.0258771,1.1637393,1.1855278,1.084644,1.1603268,0.9171169,1.0490165,1.1445655,0.619836,0.96310365,0.8740852,1.047972,0.93162215,1.2425754,0.8718274,1.1248074,0.8876543,1.166153,0.0,0.71553636,0.653977,1.2598248,1.1903461,1.0306634,1.2711077,1.1697103,0.999369,0.84319067,0.88050276,1.2499666,1.1957238,1.0733602,1.0452815,1.0972426,1.2542443,1.0724857,0.9984327,1.26343,0.71955633
sink,1.1908779,1.1386017,1.0405699,0.93087226,0.87309873,1.051623,0.9953585,1.1310093,0.9833522,0.59639883,0.8078762,0.93471134,1.1366594,1.0173798,1.1123486,0.86998,1.0290941,0.9045258,1.1510178,1.1058463,0.556683,1.0367644,0.94705546,0.88375413,1.1417006,0.9892717,0.87636364,0.9999985,1.0095323,0.81385183,0.9947282,0.96806276,0.99333525,0.8900346,0.9474195,0.96714735,0.91488075,1.1708972,1.1501362,1.0539899,1.0369962,0.87597746,1.1197768,1.1372412,0.7726782,0.8584832,1.0116453,1.191811,0.9388143,0.90200746,1.0296775,1.1015416,1.1290797,0.9646634,1.2024124,1.0977695,0.9454473,1.2049845,1.1138662,0.9342449,1.1499865,1.3347087,0.96526486,1.1597817,1.0427326,0.8445306,1.0103987,1.1422558,1.0166044,1.0478431,0.98809665,0.8286598,1.0688825,0.88799274,1.0948294,0.9070467,0.8982974,0.9028098,1.0473357,1.3035185,0.9975737,1.0184557,0.82129645,1.152115,1.1128699,1.0162427,1.1152865,0.9688802,0.8011594,1.0007997,1.021847,1.042274,1.0910969,1.0751805,0.8977648,1.1141615,1.0180866,1.0716962,1.191113,0.5733715,1.1043214,1.0378714,1.0149745,0.9493534,0.97601205,0.77929807,1.1759579,0.918253,0.9565696,0.98102534,1.2535203,0.9687339,1.1584764,1.0074718,1.0757709,0.71553636,0.0,0.88355494,1.2233524,1.2269542,0.9109405,0.8582118,1.1223952,1.2151933,0.9578872,0.9218495,1.1801484,1.2065128,1.0040846,1.0345426,1.1725434,1.2821223,0.865029,1.0708996,1.0647519,0.8268643
slide,1.0298951,1.0953648,1.3522558,0.99041134,0.6012986,1.146116,1.2628187,1.3013506,1.2068233,0.62358385,0.7362418,0.60615385,1.2335459,0.6798882,0.81437683,0.82916903,0.7430315,0.9585939,1.1053406,1.3625557,1.2407846,0.879672,1.1886175,1.1598673,0.9319714,1.2673688,0.5893487,1.1959068,0.905311,0.9933728,1.1476882,0.6648034,0.7733886,1.2181591,1.0330733,1.1851364,0.62491345,1.1428782,1.2828877,0.7395668,1.4064834,0.9516363,0.9962551,1.0485276,0.73995256,1.0378678,1.0074397,1.0393958,1.3009118,0.95864946,0.83283967,1.2109828,0.83031327,0.8911405,1.2681484,1.1635482,1.3380274,1.1753075,1.013002,1.2050457,1.2335069,1.2279634,0.91140217,1.2226392,0.8501481,0.7643929,0.9620486,1.2707665,1.1049188,1.2435955,0.63409483,0.9820531,0.5173639,1.3476353,0.86624223,1.289074,0.99072784,0.90828764,1.2824376,1.0579967,1.045582,0.7645318,1.0408057,1.1875323,1.2131228,1.239578,1.0317992,1.3190079,0.8508053,0.76023054,0.7282508,0.8191625,1.289419,1.273946,0.9379203,0.93079144,1.095719,1.018138,1.2242119,1.28193,1.2008797,1.2969356,0.850108,1.0641986,1.2943964,0.6450109,1.0178323,0.75376284,1.1669767,0.67454106,1.275039,0.6081447,1.0639772,0.62482595,1.3431382,0.653977,0.88355494,0.0,1.3074116,1.1987991,1.1700566,1.3403946,1.1534723,0.9171795,0.6897011,0.7101851,1.2167643,1.2296325,1.0988425,0.9317609,1.302839,1.1890324,0.9685344,1.2045782,1.3291696,0.7412477
slipper,1.115479,0.51294863,0.55503786,1.0813624,1.427537,0.82912797,0.6943486,0.7116961,0.73408544,1.3579295,0.99697095,1.4519722,0.42466414,1.3354307,1.3108187,1.3072138,1.4306476,0.96081215,1.1730094,0.5034853,0.8441292,1.4193314,0.77114195,0.8737187,1.2809014,0.5773329,1.0478157,0.8139403,1.2232251,0.9539757,0.855507,1.3880563,1.2880247,0.99035805,0.81237406,0.73313564,1.3642075,0.979611,0.4983129,1.3027954,0.5365121,1.2771192,1.148822,1.2103529,1.3551364,0.9393171,1.1091038,0.6747199,0.5934277,0.99290556,1.2986977,0.63467073,1.2408512,1.120247,0.95200586,0.5128845,0.44984573,1.0514349,1.2944431,0.992364,0.5489002,0.5838042,1.0458201,1.0170507,1.2086778,1.3858314,1.1675763,0.34648186,0.92254525,0.66248775,1.3351486,1.1356505,1.2462308,0.5125131,1.1435379,0.7246984,1.0864273,1.030377,0.9006312,0.8266696,1.054367,1.1473975,1.1724792,0.47378528,0.769186,0.685947,0.9546717,0.6193543,1.1799425,1.3247937,1.0933964,1.4872087,0.5157518,0.5158415,0.9958152,0.9601344,0.7316006,1.3074327,0.9017473,0.9155167,0.98153114,0.8253033,1.1218325,0.9596883,0.543653,1.4105808,1.2029911,1.4191247,1.1190133,1.2198316,0.48724258,1.4026492,0.57514024,1.1826689,0.40035403,1.2598248,1.2233524,1.3074116,0.0,0.68291366,1.1290267,0.6433114,0.68307155,0.9472836,1.283977,1.5763371,0.44072974,0.39192468,0.53817147,1.3179884,0.58547276,0.85954535,1.3122003,0.71595776,0.38800448,1.3774172
