,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
finger,1.1688877,0.66403866,0.6926475,0.7588796,0.9446181,0.8327987,0.8911252,0.8964689,1.027756,1.3025503,0.94467217,1.4229742,0.7038485,1.3423092,1.060547,1.2475281,1.3633993,0.9777182,1.1947429,0.85445654,1.0279789,1.3489292,0.7039161,1.130794,1.2136393,0.81173897,1.2379844,0.91778135,1.2598423,1.1547513,0.9448754,1.3039471,0.96224445,0.9768703,0.8622944,0.7281847,1.3742868,0.9396804,0.6938126,1.336319,0.8619954,1.1804218,1.234875,1.1387887,1.2695802,0.90378714,1.2643857,0.6461699,0.7106166,1.0003666,1.0913817,0.0,1.227257,1.202007,1.094787,1.0179222,0.6529619,1.1242442,1.1287179,1.0464134,0.5409138,0.77231497,1.0111678,0.94246143,1.0144147,0.9469223,0.41442448,0.6524875,1.1700997,0.80549216,1.1749313,1.1485783,1.0860966,0.65594304,1.2359113,1.0096593,1.1084616,0.96888345,0.99524325,0.92990565,1.0409274,1.1386993,1.1459584,0.5644274,0.9435889,0.86276984,0.75179964,0.7189059,1.201765,1.1028414,1.0535132,1.201012,0.67569685,0.6409883,0.82167363,1.0739145,1.0064677,1.1551536,1.0329089,1.0037773,1.174831,1.0287285,1.3831232,1.1444371,0.8515037,1.2803652,1.1614171,0.9713915,1.0474594,0.99014056,0.6334967,1.1406244,1.0490141,0.9254867,0.6795914,1.137924,1.1015416,1.2109828,0.63467073,0.90257305,1.073191,0.72171795,0.80179375,1.1017365,1.1509032,1.4093353,0.6886086,0.31702137,0.5594812,0.7725908,0.9118891,1.0953658,1.2129508,0.988479,0.72776574,1.2762394
firetruck,0.8425193,1.0936877,1.1984382,1.0851214,0.9003069,1.1586185,1.1532927,1.0833331,1.0927087,0.97221607,1.0415221,0.8090516,1.2337816,0.8427313,0.68384063,1.08368,0.85779303,1.0285937,0.69470507,1.2055788,1.2165233,0.7260903,1.199193,1.102615,0.86902034,1.2064335,0.96584094,1.1273556,0.91692096,1.0765659,1.0010866,0.7681096,0.929363,1.1244156,1.0384445,1.1086471,0.8928731,0.9387244,1.1795466,0.80676484,1.2165883,0.9712255,0.9397205,0.80530876,0.9405245,1.0024079,0.8933022,1.0456318,1.2173772,1.0902761,0.87237513,1.227257,0.0,1.0004426,1.0714046,1.1363571,1.2288277,0.9119448,0.764272,1.1827309,1.2005067,1.046983,0.9497311,0.9840717,0.96761495,0.9665844,1.02938,1.202103,0.97684354,1.0621412,0.9090309,1.0129305,0.93347293,1.2096915,0.9464722,1.1792996,0.94921285,1.1364127,0.9898868,0.9822746,1.0863577,1.048752,1.0178434,1.2255172,1.1917584,1.1235938,1.0184684,1.1867343,1.0198023,0.91581213,0.9902484,0.6950237,1.1949836,1.2006489,1.1039516,0.93054307,1.2177528,0.90448564,1.1154217,1.1684103,1.0023788,1.1291854,0.9588504,0.93431497,1.1500233,1.0109508,0.82776505,0.88867384,1.0696232,0.92201227,1.0407703,0.8929132,1.0704472,1.0657989,1.2327235,0.9523215,1.1290797,0.83031327,1.2408512,1.0823671,1.0242399,1.200441,1.1525092,0.7456571,0.8964905,0.70362103,1.1297858,1.2564409,1.1876222,0.99399245,1.2261562,0.7984024,0.9095042,1.1589079,1.1828902,0.93798375
fish,0.45997417,1.037299,1.1129595,0.93550247,0.8866454,1.0727521,1.2057484,0.9704223,1.1653329,1.0093544,0.88996756,0.86843467,1.1620951,1.0926907,0.80524176,0.92556864,0.7997899,1.0811902,0.9768127,1.2197641,1.0113328,1.0135322,0.8890724,1.0999852,0.5231822,1.219642,0.97401965,1.2030656,0.8106016,1.242316,1.088385,1.0815533,1.0217451,1.1812649,1.0557439,1.0066155,0.9629991,0.8478233,1.1398189,1.021833,1.2505735,0.9707345,0.75272894,1.0262212,1.095582,1.142962,0.9085823,1.0711261,1.1181659,1.135247,0.99245703,1.202007,1.0004426,0.0,1.072053,1.0617326,1.0760987,0.41493976,0.94725364,1.0327964,1.2294891,1.0095413,1.0584809,0.9884483,0.99444956,0.8040359,1.0273736,1.2098932,0.6996994,1.1223276,1.0050726,1.1080372,1.0033966,1.0981026,1.1357218,1.0919229,0.7171169,0.81474566,1.0822662,0.96201867,1.0860974,1.1433237,0.79041576,1.208167,0.7980528,1.1454383,1.1249279,1.1122986,1.121354,0.9530083,1.0718681,0.73108816,1.1655216,1.1366017,0.9301768,0.69345546,0.90690017,0.45724,1.1038172,0.95809615,0.7711806,1.1709608,0.9408329,1.1739256,1.0118731,1.0494432,0.7012707,0.8591112,1.0791608,1.0058458,1.042074,0.98954415,0.9325417,0.9697406,1.2098836,0.9196039,0.9646634,0.8911405,1.120247,1.1140769,1.1010423,1.018569,1.2120662,1.0721508,0.96622217,0.8665229,1.1224419,1.2025621,1.0733708,1.0019909,0.913703,1.0912882,1.0008527,1.2474966,1.171597,1.0284188
flower,0.91764045,1.1045009,0.8389293,1.1579969,1.2380115,0.85550654,0.69552624,0.90627825,0.7342506,1.1457055,1.2207642,1.1858813,0.8018611,1.1841892,1.2011151,1.1155326,1.1107612,0.96546227,0.88002855,0.6550824,0.8540715,1.0147046,1.0350846,0.94985074,0.9801898,0.84329844,1.2701447,0.7767333,1.0500427,1.0684043,0.8705498,1.0687231,1.1676643,0.8378621,1.0834488,1.1111465,1.220898,1.1062902,0.77864695,1.0875015,0.7044533,1.001144,1.0333887,0.9386004,1.2120209,1.0294075,1.0924462,1.2091587,0.8740023,1.0851296,1.1248107,1.094787,1.0714046,1.072053,0.0,0.97656834,0.9401579,0.81785256,0.96018153,0.8113383,0.9356145,1.0041097,1.0880426,0.8696809,1.1766933,1.1135036,1.2444593,0.9402603,0.98417866,1.0195934,1.1825405,1.050702,1.3657267,0.9673058,1.1246382,0.61735994,0.9519335,1.1747952,0.85812056,1.0522025,0.97811437,1.070726,1.0011494,0.8799027,0.8876857,0.86369103,1.1567495,0.8729344,1.1377276,1.2073385,1.3290108,1.0629516,0.7868154,0.8527225,1.2319592,0.993428,0.9906339,0.9529244,0.06826031,0.84934485,0.8056575,0.68333644,1.0274844,0.8947725,0.7715231,1.2094605,0.9760171,1.2068751,0.7912543,1.3010957,0.92600256,1.2618613,0.96056336,1.2457069,0.88177824,1.1848295,1.2024124,1.2681484,0.95200586,0.90815526,0.86916155,0.9718938,0.7983186,1.103601,1.2153367,1.1574501,0.9856388,0.99621993,1.1303747,1.2033734,0.7457053,0.7822843,1.0037731,0.8645892,0.7317605,1.0495456
foot,1.1153531,0.8212937,1.1613693,1.0376673,1.072925,1.1486062,1.0111119,1.0295116,0.88287807,1.1134433,0.9912239,1.0058264,0.9967473,1.0159847,1.3730739,1.0697885,0.9714892,1.1933671,1.081827,0.9170794,1.0904636,1.0613769,1.1709824,0.8696281,1.1176639,0.94776696,1.1070782,1.0445267,0.97237706,0.7427134,1.0434086,1.1422162,1.1505876,0.9014832,0.93490744,1.0227774,0.9639962,0.8869064,1.0787188,0.95473754,0.97145444,1.155961,0.9661199,0.9645723,0.99190843,0.9750529,0.7706658,1.0669487,1.1429586,0.7119273,1.1229807,1.0179222,1.1363571,1.0617326,0.97656834,0.0,1.1272953,1.1169175,1.0556462,0.8836685,1.125805,0.52236557,0.85850894,1.1214161,1.0911069,1.1607186,1.0548639,0.9939703,0.92554784,0.8097135,1.0984968,0.9145114,1.0092523,0.9695189,0.7828245,1.0402583,0.9610834,1.169941,0.8499875,0.5420354,0.8349221,0.8966326,0.9042177,1.1173171,0.9253157,0.79964554,1.0998679,1.1320355,0.86512876,1.0937756,0.819474,1.2455978,0.9368627,0.98102784,1.0489583,0.96799874,0.6526047,1.1796143,0.9721388,1.1496404,0.96655786,1.0635183,0.8081938,0.92965037,0.939696,1.0182576,1.1329246,1.186635,1.0729342,1.176651,0.93218994,1.1847638,0.35522133,1.0591426,0.95934594,0.9702335,1.0977695,1.1635482,0.5128845,0.42383146,1.01581,1.07285,1.1041584,0.89144313,1.013969,1.187825,1.1786344,1.0564101,1.1518579,1.051815,0.7364845,0.93544394,1.204424,0.67792,0.97152627,1.0303783
fork,1.0905073,0.70534486,0.30743098,1.0833124,1.4199919,0.8316822,0.7425251,0.5659669,0.71843344,1.3065103,0.9627075,1.5640988,0.40551877,1.3844624,1.107534,1.3120188,1.5565968,0.7585733,1.0463256,0.48802203,0.64116395,1.4139196,0.45654106,1.0399277,1.2048836,0.50755125,1.1143713,0.65575135,1.3414563,1.0320393,0.6913357,1.3447349,1.2342324,1.1171439,0.7175622,0.6028143,1.5171362,1.0241628,0.32897896,1.3814311,0.4537344,1.1970246,1.2934957,1.3233473,1.3632704,0.9589782,1.255134,0.7771821,0.30419773,1.1355073,1.3400816,0.6529619,1.2288277,1.0760987,0.9401579,1.1272953,0.0,0.9726528,1.24025,0.9960553,0.56139594,0.9703398,1.1387957,0.99181443,1.3167915,1.2626598,1.2100868,0.47850925,0.9732026,0.8679916,1.3431771,1.2005483,1.3851275,0.17868668,1.2762818,0.537811,1.0794444,0.87478155,0.9899502,1.2522947,1.0452061,1.2922959,1.2219293,0.45671594,0.77237403,0.78079325,1.0382977,0.32493865,1.1947773,1.3645425,1.3170686,1.3278881,0.40953654,0.3507712,0.86677045,1.1775298,1.0285617,1.1662233,0.87364566,0.46516424,1.0097982,0.74315655,1.3092468,1.0569059,0.52687526,1.381273,1.1780244,1.3176789,1.088313,1.1853538,0.49644804,1.3669201,1.1491967,1.2251997,0.3022815,1.2427855,0.9454473,1.3380274,0.44984573,1.0556319,1.1083591,0.19894713,0.6242181,1.1316422,1.3601444,1.4148302,0.3510959,0.4526868,0.44004345,1.2814441,0.70889795,0.9826543,1.1665307,0.79686,0.386281,1.3726289
frog,0.21137011,1.0279168,0.9856777,1.0863712,1.161072,0.9229361,0.9339635,0.78381205,1.0412515,1.207656,1.0805545,1.1880171,1.0493646,1.1408187,0.76240015,1.0790206,1.0498049,1.132581,0.6373732,1.0676403,1.0510268,0.8704708,1.0815324,1.0625147,0.34467936,1.1715084,1.2085856,1.0955026,0.9985281,1.3080832,0.986193,1.0990268,1.1493791,0.96500015,1.144783,1.0236267,1.2647005,0.8333992,0.9398321,1.0472975,1.074836,0.89252687,0.89899576,0.8860252,1.2702291,1.108635,0.9665469,1.0630428,1.0712966,1.2600883,1.0662613,1.1242442,0.9119448,0.41493976,0.81785256,1.1169175,0.9726528,0.0,0.64655423,1.0242561,1.1101928,0.9807028,1.0431304,0.7067896,1.1140804,1.07403,1.1336337,1.0872927,0.67291373,1.0760388,1.2178079,1.0938702,1.2260526,1.0109969,1.1561396,0.98771805,0.99938726,1.0216767,0.92487556,0.98855346,1.0552192,1.2082658,0.98846483,1.0844405,0.91051483,1.0709685,1.1349012,1.0463691,1.2843156,1.1881417,1.3099566,0.56161743,1.0211605,1.0287393,1.1115534,0.7293726,1.101542,0.30041587,0.8956368,0.9294592,0.62731403,1.033869,1.0300286,1.1218482,1.0011792,1.2457193,0.4354638,1.060336,0.8777715,1.21209,0.78223485,1.200828,0.9834278,1.2098389,1.0920712,1.1530061,1.2049845,1.1753075,1.0514349,1.0392518,0.8851937,0.95335793,1.0607668,0.9529074,1.2247062,0.9036415,0.9948663,1.1070057,1.1444422,1.0433004,0.92334604,0.65257007,0.868368,1.1029314,0.95332754,1.2264024
giraffe,0.61104745,1.1310718,1.2417557,1.0865579,0.9069089,1.1468201,1.1884263,0.9726142,1.0955222,1.0315646,1.0797614,0.9547816,1.2640234,0.84294254,0.70283467,1.0139114,0.8907765,1.0672046,0.62320304,1.2434279,1.3010113,0.68212986,1.2438779,1.2179815,0.64481235,1.1722847,1.1309613,1.0189257,0.93744624,1.1555617,1.106994,0.884174,0.9417271,1.0869966,1.09039,1.1320782,0.9801842,0.9857471,1.1439806,0.8451126,1.2300334,0.86052394,0.96459275,0.8245627,0.99585086,1.1808007,1.0387739,1.1354369,1.2069802,1.0659733,0.85668766,1.1287179,0.764272,0.94725364,0.96018153,1.0556462,1.24025,0.64655423,0.0,1.1596811,1.153213,1.0214225,0.8557867,0.9436523,0.9261132,0.9591597,0.9833301,1.2183106,0.97440124,1.1284988,0.96476114,1.1392407,1.0012388,1.2449602,0.9474399,1.1126269,1.0646023,1.1878355,1.0683554,0.95558983,1.0031109,1.0185194,0.9970416,1.1942136,1.1443436,1.066987,0.9894197,1.1758686,1.1041481,1.0038141,1.0574253,0.48087204,1.182554,1.1939664,1.1605775,0.8874727,1.2105361,0.71424514,0.9962499,1.1037132,0.86478233,1.0729202,1.0506094,1.0945834,1.285302,1.0315965,0.5115086,0.9661221,0.9896522,1.0407245,1.115274,0.9335828,1.027378,1.0646387,1.2331146,1.0412129,1.1138662,1.013002,1.2944431,0.9490154,1.0091966,1.1899583,1.0755637,1.02071,0.9729473,0.7410294,1.2404475,1.2111553,1.2328937,0.92533803,1.1378576,0.8183076,0.8106323,1.1499054,1.1956823,0.99175674
glass,1.1361488,1.0422685,0.8990667,0.81734174,1.1682127,0.9313762,0.70374113,0.93746626,0.89206046,1.1191151,1.1625326,1.180859,1.0407537,1.2340485,1.3370429,0.96555716,1.2169714,1.1102012,1.0100089,0.7858591,0.7118585,1.0263759,0.85945994,0.6256143,1.0359693,0.9911029,1.2252319,1.0155851,1.0412943,0.8783965,0.9414559,1.1476904,1.1580013,0.7481667,1.0051626,1.0260239,1.1582003,1.0800679,1.049296,1.0737936,0.78776073,1.0275049,0.9424862,0.8306832,1.0707178,0.9283815,0.9028833,1.0856183,0.9075233,1.1444783,1.1088406,1.0464134,1.1827309,1.0327964,0.8113383,0.8836685,0.9960553,1.0242561,1.1596811,0.0,0.97048116,1.0103364,1.2414867,0.75410014,1.027041,0.8832421,1.0293597,1.0787112,0.9426135,0.79320306,1.206447,0.8342681,1.3235762,0.87365544,1.0150428,0.7871538,0.9918938,1.0970618,0.6242535,1.0116178,0.95974946,1.0594804,0.85048187,1.0441862,0.9197424,0.82410276,0.9256135,0.91266906,1.0728768,1.117567,1.2225114,1.186696,0.98430693,0.99253607,1.0294907,1.0629462,1.0021834,0.9828242,0.8501649,0.8070706,0.8270537,0.8693073,0.90580815,0.9681754,0.8996552,1.0681709,1.1113324,0.93392295,0.71979415,1.2951212,0.993976,1.2611475,0.87694097,1.197375,0.910941,1.1369671,0.9342449,1.2050457,0.992364,0.9638732,0.7956691,0.90759325,1.029387,1.012977,1.2086041,1.1546012,1.081619,1.0612122,1.1603556,0.8911735,0.9251832,0.9244434,1.0268549,0.8528445,0.9900526,1.0601532
glasses,1.1669148,0.79611456,0.6616423,0.84676844,1.2513402,0.90310335,0.7743575,0.92582655,0.94886875,1.3404915,0.97513634,1.4519396,0.51753783,1.3976994,1.1483189,1.1999083,1.4076071,0.7966769,1.2309964,0.5953326,0.9805892,1.36116,0.77404565,1.1474181,1.2239997,0.56880295,1.0315619,0.7099982,1.2012587,1.1364309,0.9006166,1.3360348,1.0156299,1.1046757,0.9703598,0.7079985,1.3583217,1.1115689,0.50052065,1.3082373,0.6367599,1.2313156,1.1646351,1.148823,1.2106512,1.0509164,1.3011401,0.45538884,0.69168943,1.1276376,0.84042776,0.5409138,1.2005067,1.2294891,0.9356145,1.125805,0.56139594,1.1101928,1.153213,0.97048116,0.0,0.97300625,1.1335063,1.0441976,0.7737776,1.2261438,0.9568926,0.33889818,1.0815316,0.53718626,1.150197,1.1402525,1.2460086,0.7472761,1.2793335,0.76136416,1.184792,1.1209469,1.0912294,1.150039,1.082045,1.2272176,1.2117795,0.35487586,0.96664757,0.6082535,0.4552002,0.73295313,1.1998227,1.1134272,1.0921751,1.3155196,0.5948393,0.58910155,1.0253707,1.134835,1.0438049,1.2264221,0.8607223,0.9898922,1.0694919,0.8759259,1.3085504,1.0762691,0.67258966,1.3185514,1.1427331,1.2293813,1.08664,1.0568948,0.60288215,1.1534263,1.0738325,1.0122074,0.4501744,1.2688894,1.1499865,1.2335069,0.5489002,1.0968269,1.1571738,0.8068105,0.5428673,1.1251664,1.1480875,1.5011328,0.44995046,0.37289643,0.45987397,1.0991552,0.887822,1.1320289,1.2664226,0.92956865,0.50144804,1.2335207
glove,0.94654685,0.69246286,1.0738416,0.93988794,1.0283868,0.9828191,1.0205542,0.8351799,1.046463,1.2657635,1.0588003,1.038568,0.9562237,1.1048906,1.0282158,1.0568308,0.89004314,1.1903255,1.0337138,1.0478528,1.1984495,1.0776371,1.0391399,0.9889153,1.0686474,1.0707997,1.1950511,1.139566,0.93371886,1.1070122,1.0350676,1.1864241,1.1517949,1.0609269,0.9384955,0.9827706,1.0482379,0.81814504,1.0328289,1.1276891,1.0685344,1.0373023,0.8744597,0.80648464,1.2518181,1.1144596,0.9661325,0.90254784,1.0547017,0.98517156,1.0717729,0.77231497,1.046983,1.0095413,1.0041097,0.52236557,0.9703398,0.9807028,1.0214225,1.0103364,0.97300625,0.0,0.9358567,0.9556089,1.0691441,1.089284,0.7948078,0.9224935,1.0611465,0.9056146,1.1560872,1.0532384,0.95744,0.93513376,0.9470069,1.1023186,0.9116229,1.0905824,1.024015,0.12557459,0.983924,1.0523264,1.0251391,1.0074866,0.75430167,0.9407532,0.9989007,1.0651798,1.2493514,0.98983437,0.9707056,1.135772,1.009849,0.99906737,0.98651654,0.8566554,0.7911536,1.0527557,1.0009192,1.1194273,0.9996363,1.0760642,1.0083873,1.0924045,0.9725362,1.2109056,1.0810438,1.1063364,1.0500332,1.0341221,0.797701,1.0959498,0.5768524,0.97653735,0.98482186,1.2944098,1.3347087,1.2279634,0.5838042,0.1397456,1.074407,0.8709253,1.0672544,0.9403888,1.0529139,1.1068149,0.95471483,0.84157646,1.0282878,0.8868015,0.7464256,0.73751026,1.0535289,0.95686877,0.8659546,1.1963946
grass,0.9376454,1.0986828,1.2018371,1.1355855,0.9150064,1.1063184,1.194201,1.102168,1.0656189,0.8592702,0.6808923,0.8132774,1.1363773,0.838384,0.8459139,0.91022223,0.82937694,0.9140531,1.0204312,1.1123698,1.1207997,0.9095392,1.2252357,1.1894214,1.0018153,1.1096237,1.0013427,0.99020153,0.8184804,1.0269387,1.1626741,0.88920695,1.096877,1.1332067,1.0639229,1.0945758,0.833482,1.0727568,1.0977824,0.7918577,1.1418756,0.8497755,0.8793771,1.012833,0.846375,1.1557474,1.0768957,1.1472291,1.1705681,0.8308815,0.92977184,1.0111678,0.9497311,1.0584809,1.0880426,0.85850894,1.1387957,1.0431304,0.8557867,1.2414867,1.1335063,0.9358567,0.0,1.1433523,1.0545698,1.0700862,0.9177518,1.1444266,0.9864908,1.0916474,0.90415996,1.1452471,0.8704381,1.2065629,0.91823715,1.0889426,1.0399388,1.0394356,1.0866349,0.87550676,1.0766536,0.90886635,1.041052,1.0872338,1.0343319,1.1751438,1.1663046,1.1762502,1.0121555,0.9126408,0.86470395,0.85075295,1.1834047,1.205414,1.077063,0.97141856,1.0861546,1.0272356,1.0898317,1.1381958,1.0330501,1.1045903,1.1060487,1.1291455,1.090643,0.8962873,0.95824915,1.0100925,1.0979085,1.0192363,1.082809,0.9173407,0.9358918,0.99398136,1.0804358,0.9227608,0.96526486,0.91140217,1.0458201,0.9076909,1.111592,1.148221,1.0261899,1.028795,0.8574227,0.764022,1.1084962,1.143545,1.1306874,1.0440464,1.0629252,1.0060033,0.86777496,1.1119357,1.0705286,0.7659099
gum,0.8751717,0.9448846,0.77643013,0.91543204,1.2179862,0.7235011,0.7851192,0.7245552,1.0080194,1.3003933,1.2914448,1.2625792,0.9438003,1.1548152,0.76255643,1.1652995,1.2408986,1.1267796,0.48034137,0.90616494,0.83243036,0.71171415,0.8679818,0.81184226,0.85133874,1.1441977,1.2156484,1.0440731,1.1816603,1.2390504,0.8976854,1.1477878,1.1348046,0.8161237,1.061447,0.97991437,1.324295,0.71708316,0.8996107,1.1586038,0.8971744,0.87596613,1.0913631,0.82367885,1.3413033,0.9376192,0.90708846,1.0788265,0.85673046,1.3130602,1.0930272,0.94246143,0.9840717,0.9884483,0.8696809,1.1214161,0.99181443,0.7067896,0.9436523,0.75410014,1.0441976,0.9556089,1.1433523,0.0,1.1482048,0.8622391,0.961089,1.0691414,1.080147,1.0487324,1.3286171,1.0823542,1.2865746,0.9052665,1.1407036,0.9098053,1.0140095,0.96472937,0.6869169,0.9352188,1.0852816,1.204231,0.8827557,0.9474717,1.0498204,1.07128,1.0392036,0.8349893,1.3610177,1.3248808,1.3909988,0.8340268,0.92255014,0.94773465,0.95153385,1.031461,1.1546154,0.71075743,0.9319786,0.79207313,0.9562572,0.8636354,1.0652182,1.0197971,0.897592,1.3195536,0.9340721,0.7341497,0.6825839,1.2293968,0.837723,1.341898,1.0293882,1.2627094,1.0568982,1.1681583,1.1597817,1.2226392,1.0170507,0.9563283,0.7430655,0.9062634,0.95025814,0.97186375,1.3541195,0.9164227,0.87256944,0.90984035,1.0442324,0.85152924,1.0289104,0.5526473,0.73501754,1.1233213,0.8655506,1.3090065
hair,1.009177,1.116833,1.3846039,0.66888905,0.68035626,1.2297306,1.2867749,1.2242321,1.3076868,0.99082386,0.98054844,0.7193192,1.293037,0.95464337,0.8497083,0.81927687,0.74801177,1.1270286,1.1152836,1.343641,1.3737445,0.882791,1.1713929,1.1968694,0.9546369,1.2018287,0.7992509,1.2519724,0.82013845,0.9650996,1.2445499,1.0196335,0.59590006,1.2747118,1.1153833,1.0479653,0.6255579,0.966811,1.3251846,0.9043008,1.3520594,1.1127357,0.81093776,0.7846991,0.72591406,1.1295884,0.98030627,0.6907129,1.3848267,1.0224594,0.42739844,1.0144147,0.96761495,0.99444956,1.1766933,1.0911069,1.3167915,1.1140804,0.9261132,1.027041,0.7737776,1.0691441,1.0545698,1.1482048,0.0,0.95912194,0.6373821,0.9173226,1.0212673,0.7233203,0.58695734,1.0407639,0.6239449,1.3521817,0.9218603,1.3917624,0.9721444,0.905968,1.1194485,0.9777333,1.0771667,0.88838375,0.87903756,1.2020599,1.2331975,1.0071212,0.5425602,1.3896544,0.913526,0.5664944,0.59503037,0.9094413,1.3314044,1.2983916,0.9355235,1.0527005,0.9842633,0.95233727,1.1462026,1.3595569,1.1160039,1.2627157,0.92074955,1.1637115,1.2565343,0.8514893,0.9503506,0.87129843,1.2359039,0.70950854,1.1225688,0.50781906,1.0268948,0.69870645,1.1608567,1.0091158,1.0427326,0.8501481,1.2086778,1.1927816,1.257448,1.3319639,1.2080883,0.9181296,0.54214734,0.8574292,1.2043022,1.0915961,1.0548829,0.7061202,1.3410763,1.2785039,1.086921,1.1700723,1.3631024,0.8329245
hamburger,1.0336467,1.0989748,1.2095978,0.6990681,0.6195134,1.0605627,1.1989288,1.1188599,1.2257555,0.85831666,1.0784245,0.8727206,1.2966673,0.9230018,0.8237163,0.81736577,0.8966245,1.1210409,1.0369616,1.3643992,0.98170376,0.88110197,0.77342486,1.0849528,0.9405985,1.3946335,1.0822217,1.2583079,0.9025377,1.1778203,1.105233,0.852437,0.8342836,1.0255634,1.0961409,1.1559405,0.9634567,0.91753227,1.3513294,0.96879715,1.3371816,0.94123596,0.9178809,0.91779536,0.9683462,1.0303495,1.0001727,1.1503296,1.1411434,1.1077557,0.8654982,0.9469223,0.9665844,0.8040359,1.1135036,1.1607186,1.2626598,1.07403,0.9591597,0.8832421,1.2261438,1.089284,1.0700862,0.8622391,0.95912194,0.0,0.64444745,1.4168994,1.1709793,1.2300911,0.9355575,0.9825521,0.8718101,1.1154584,0.991573,1.1456804,0.84782934,0.9517955,1.0279039,0.9460335,1.0866482,0.9656379,0.61067605,1.2544284,1.1214651,1.216366,0.9816616,1.136831,1.0701301,0.8544854,1.0170109,0.8363602,1.2468381,1.2354463,0.9044316,0.99421513,1.2100725,0.6582918,1.1499321,0.93396974,1.1184456,1.1877365,0.94973713,1.0851026,1.2178278,0.88596606,1.0149902,0.35902488,0.9678348,0.8688977,1.2436969,0.8874445,1.0154262,0.8261662,1.3627973,0.8785234,0.8445306,0.7643929,1.3858314,1.0605234,0.99077886,1.073484,1.2148527,1.082228,0.9876728,0.77412575,1.2821443,1.1974692,1.2104362,0.61239624,1.2606752,1.1207371,0.91902363,1.3240684,1.2985474,0.9499316
hand,1.0426114,0.90365005,1.2515366,0.5182436,0.45904046,1.1209,1.2677588,1.1568104,1.3620636,1.1256585,1.0437979,0.90807533,1.2783179,1.0346075,0.78847456,0.9261403,0.8891413,1.1636878,1.0767001,1.3858353,1.267322,1.0092958,0.96943766,1.1761699,0.9535779,1.2965612,1.1092046,1.2846453,0.9826908,1.0717201,1.1850107,1.0687507,0.74786365,1.076666,1.0488961,0.9927206,0.86376524,0.864294,1.3120875,1.039547,1.3737754,1.0252686,0.9712511,0.81903404,0.9716344,1.0300095,1.0288337,0.7869241,1.2567724,0.9879045,0.72904336,0.41442448,1.02938,1.0273736,1.2444593,1.0548639,1.2100868,1.1336337,0.9833301,1.0293597,0.9568926,0.7948078,0.9177518,0.961089,0.6373821,0.64444745,0.0,1.1733938,1.1707143,0.91757214,0.83363885,1.0206158,0.7319898,1.116254,1.0012873,1.4306695,0.92019117,0.87964183,1.0253234,0.76238716,1.1170777,0.96464443,0.83103263,1.167815,1.1250068,1.092669,0.6929666,1.2274305,1.0775839,0.68239284,0.7860141,0.847742,1.2350124,1.177629,0.7773131,1.0538523,1.0283644,0.88680476,1.24158,1.2558475,1.2200351,1.2924364,1.0738034,1.2007928,1.2484773,1.0090886,1.018544,0.6496389,1.1574007,0.7776273,1.009282,0.7135458,1.0099094,0.69146854,1.2459612,1.0310471,1.0103987,0.9620486,1.1675763,0.9607311,1.1538002,1.0763571,1.228735,0.986594,0.7392674,0.86667657,1.2095495,0.9096024,1.0309775,0.34932035,1.3215075,1.2037205,1.0032175,1.2586354,1.301477,1.0257217
