,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
scissors,1.1076454,0.91043305,0.776404,1.0673424,1.2617676,0.9892805,0.8679836,0.9524668,0.4894187,1.3318794,1.3113858,1.3230555,0.7637609,1.4119295,0.929179,1.2998055,1.1362716,0.7088702,0.49695706,0.5650929,0.860646,0.75271416,0.89709,0.8144592,0.8933856,0.7921121,1.1052881,1.3081409,1.0571923,0.81346965,1.1118217,0.8191997,1.3569137,1.3399669,1.2244606,0.5993877,1.3936982,0.45915163,0.86883736,1.220559,0.8449246,1.3937467,1.0498538,0.9070716,1.10971,0.9705076,1.1379322,1.2926478,1.0677047,1.049229,0.77318746,0.40838838,1.0327905,0.94745827,0.9892453,0.8481136,0.6291705,1.3519576,0.81080186,1.0417687,0.5350414,1.0036229,1.227121,0.56760776,1.434586,0.49880767,0.7217188,0.8360597,1.1705486,1.1270162,1.106695,0.8679357,0.8019271,1.1492765,0.98126596,0.5385972,1.0824054,1.1728892,0.9221617,1.1597918,1.2055656,1.3186358,1.419739,0.8609034,0.6226005,0.7372889,1.0748858,1.1110152,0.68655324,0.8411493,0.56129324,0.9628071,0.9805072,0.55069804,0.7304176,0.8887622,1.4059334,1.2701545,0.9856284,1.1228795,0.0,1.3965051,1.0783527,1.3689685,0.5919548,1.2276874,1.1507727,0.94813347,1.2793918,1.1912904,0.3656485,1.1189933,0.6647163,1.1786227,1.3837233,1.0758047,0.6134379,1.1277882,1.0658851,0.6640715,0.6936499,0.7331981,0.9413849,0.8675138,0.7752617,1.2551467
shirt,0.8314538,1.0350773,1.438626,1.0375415,0.59657586,1.3153353,1.1862581,1.0900543,1.4708691,0.7340946,0.6767058,0.52634615,1.4518251,0.6334097,0.59440434,0.4536891,0.7348075,1.030219,1.3385777,1.5496173,1.0885255,1.4805355,1.2727487,1.1216598,1.3565547,1.2610795,1.2098373,0.7370044,0.8808105,1.3541303,0.97496116,1.058337,0.6907892,0.51817346,0.9906734,1.5327649,0.63762075,1.4857699,1.1742346,0.80535233,1.020235,0.70126355,1.0366741,1.045675,1.1955274,1.2107773,0.9816124,0.56056786,1.111999,1.237504,1.1566701,1.5394609,1.0076598,0.94707006,1.2017262,1.0243834,1.1740421,0.6501658,1.0807747,0.78757465,1.1720389,1.1703495,0.31913507,1.2973355,0.35859406,1.47592,1.2035216,1.4026572,1.0493565,1.176117,0.69471276,1.2866309,1.1353829,0.82594955,1.3040447,1.306765,1.0957695,1.052622,1.3261664,0.9902867,0.8505759,0.30557394,0.46025634,0.9784624,1.4930171,1.4339851,1.1148739,0.9335984,1.3001873,1.1498432,1.4752507,1.1958839,1.3449599,1.4369053,1.0205086,1.2508864,0.64840317,0.62221634,0.8745147,0.82953703,1.3965051,0.0,0.83696306,0.48769802,1.319066,0.6911074,0.8867305,1.2891595,0.6374154,0.7428678,1.5183246,0.9416281,1.4065901,0.7105365,0.39689457,0.74254024,1.43423,1.0971168,1.0422231,0.97068596,1.2818245,1.376128,0.9608025,1.2569495,1.4146656,0.6939482
shoe,0.9307751,0.8677554,1.2860721,1.0868738,0.9680894,1.2616966,1.0361677,1.0927333,1.1942346,1.0266471,0.9937667,0.9552922,1.2180579,0.8537722,0.8338774,0.865189,1.0473267,0.95871323,1.1888855,1.2145215,1.0679853,1.2673042,1.0465285,1.0812197,1.1848507,1.130539,1.098526,0.94830006,1.0909257,1.2274494,1.0875762,0.9914113,0.91548866,0.8937593,0.96496874,1.2693005,0.90375566,1.2684655,1.0490538,0.96437794,0.9142219,0.9922781,0.9270535,0.98321635,1.0043371,1.2231709,0.8650447,0.8359003,0.9767321,1.1036487,1.112461,1.2386364,0.9041884,1.0272437,1.0723877,0.86743,0.96564484,0.91085106,1.1332635,0.85296893,1.0197117,1.0165024,0.90652376,1.2161124,0.67897904,1.1467793,1.0589346,1.1730733,1.0472604,1.0866617,0.6549889,1.0304581,1.0173154,0.9289296,1.2221473,1.0161175,1.030069,0.9656573,1.2584436,0.9935332,1.0864695,0.8599793,0.5542618,0.9910613,1.2686927,1.2971321,1.0648634,0.8177956,1.1708792,1.0433488,1.2236353,1.0626284,1.2408123,1.1693487,0.83316875,0.9911597,1.0067858,0.8866297,0.9233079,0.9656077,1.0783527,0.83696306,0.0,0.69204414,1.0806181,1.0627575,0.94927037,0.820336,0.4976105,0.66994953,1.1922967,0.9118716,1.2307504,0.7297064,0.9179907,1.125378,1.11636,0.90141565,0.802196,0.91692114,0.9417192,1.1322902,1.0868824,1.0077759,1.1969578,1.1290805
shorts,0.9297213,1.0955952,1.4173429,1.1025198,0.637668,1.3860866,1.2129313,1.0546654,1.3831134,0.7965896,0.6872135,0.73149,1.3613788,0.64923954,0.89543676,0.6028986,1.0108341,1.1610671,1.3370672,1.4235828,1.1678346,1.3665347,1.1009116,1.014353,1.0832609,1.1747284,0.95112455,0.8665154,0.8353542,1.4034455,0.94045526,1.0371779,0.6977099,0.5367529,0.88452625,1.4386623,0.6953619,1.3944901,1.1536471,0.9343341,1.0213917,0.7085249,1.0355558,1.1140659,1.0247636,1.1738765,0.97686315,0.71132874,0.9309534,1.2405823,1.1749214,1.4414997,1.1143012,0.95589954,1.1046532,1.0596324,1.1453891,0.70505536,1.1560822,0.6540886,1.1864973,1.1308904,0.7334542,1.2772897,0.25697368,1.3559995,1.1284374,1.3047565,0.90199953,1.0681434,0.72288394,1.1235232,1.1104063,0.9178282,1.2343265,1.1850877,0.9555157,0.9012491,1.3713433,0.8553984,1.0894918,0.48885745,0.2845813,1.1751872,1.4204631,1.406038,1.0356147,0.729619,1.3104329,0.974393,1.4498355,1.221433,1.2553203,1.4010155,0.8976041,1.0768579,0.60105544,0.763215,0.90222126,0.9445276,1.3689685,0.48769802,0.69204414,0.0,1.1014872,0.80785763,0.94258726,1.1302218,0.70531744,0.7483367,1.3859153,0.98515785,1.2970835,0.6439459,0.52603126,0.95010215,1.4390033,0.95466167,0.94111764,0.8724189,1.1209998,1.4990557,1.0305172,1.0918068,1.3381199,0.8766527
shovel,1.2510064,1.0058353,0.9184423,1.0917642,1.1974053,0.9507906,0.8343707,0.9571794,0.74212146,1.1528957,1.0418813,1.2327955,0.839095,1.2489805,1.1632522,1.2491798,1.1823257,1.0302417,0.74191755,0.637187,0.98528945,0.8095219,0.57782304,0.8120933,0.6540138,0.7985964,0.887583,1.2959859,0.897499,0.7566921,1.053949,0.9268694,1.2245336,1.1956116,1.1219939,0.69440633,1.2104304,0.63031083,0.95876247,1.278503,0.98131645,1.0916724,1.0536644,0.98506266,1.0493883,0.9950778,1.0982436,1.2928637,1.0458409,1.0552683,1.0141189,0.57693744,1.0087894,1.0179278,1.0660751,0.9091132,0.9633614,1.2770588,1.0540755,1.1380947,0.7436687,1.0251896,1.2537432,0.69600976,1.2144977,0.51573825,0.6900582,0.74009645,1.0433434,0.95737225,1.1774014,0.5857085,0.8259967,1.2059246,1.0378671,0.73621225,1.0033379,1.0309308,0.98072994,0.9388347,1.2383435,1.3162949,1.2137375,1.0268273,0.7617409,0.8728742,0.95338196,0.9427258,0.8302854,0.8462222,0.72094595,1.0043405,0.9524671,0.67036474,0.8917186,0.8542488,1.1159327,1.2173793,0.98280954,1.2192972,0.5919548,1.319066,1.0806181,1.1014872,0.0,1.1075909,1.0523138,0.8784747,1.3187358,1.1070317,0.5251657,1.1018162,0.7601601,1.0682571,1.2858855,1.108069,0.7717104,1.064435,1.1291566,0.85743713,0.7781974,0.8986937,1.0246233,0.5673449,0.88057506,1.0668001
sink,0.9645438,1.2315042,1.3217816,0.74945235,0.69027424,1.1881344,1.016309,1.035276,1.2690265,0.22872889,0.7050036,0.49109972,1.3100692,0.6084354,0.8283233,0.51571774,0.7790398,1.1122899,1.2795838,1.1705667,1.1413916,1.3155164,1.2273301,1.1086197,1.2598333,1.11728,1.2900949,0.8144745,0.55937564,1.2306442,0.93775874,1.0444877,0.6939881,0.57390773,0.9873211,1.3228172,0.7379087,1.2923559,0.98111373,0.9360498,1.1575644,0.76383144,0.92909944,1.1443409,1.2373898,1.1797419,1.0666573,0.8897942,1.2244726,1.1637669,1.2405696,1.0817823,1.1200451,0.9178991,1.2302254,1.0494349,1.2220316,0.9696735,1.0722969,0.90898144,1.2220994,1.1509995,0.7878176,1.2422708,0.6646966,1.1259121,1.1080388,1.0159601,1.068066,1.1279452,0.8961545,1.2654104,1.0895592,0.9137716,1.3045164,1.0609865,1.159557,1.228842,1.2563492,0.92712885,1.0594089,0.6950211,0.7393017,1.1920362,1.2803142,1.2485408,1.1706604,1.0107942,1.0700848,1.0296828,0.98066133,1.161408,1.2117745,1.2447705,1.0827254,1.2742643,0.5982631,0.5759597,0.96072423,0.89251703,1.2276874,0.6911074,1.0627575,0.80785763,1.1075909,0.0,0.84435767,1.3259203,0.7226801,0.95043105,1.0674187,1.0917056,1.3363032,1.0427281,0.6965166,0.5388792,1.0281284,1.3355529,0.9738329,0.93289745,1.1635754,1.3719931,0.41328502,1.2296152,1.3367348,0.78834766
slide,0.845995,1.1973258,1.3816583,0.9784824,0.9015201,1.3814932,1.0519251,1.0650138,1.0525776,0.6768749,1.0301775,0.6101361,1.2441882,0.44646072,0.94998765,0.6702226,0.7736116,0.9033105,1.2399852,1.2991792,0.97621524,1.3789878,0.868778,1.0715712,1.1170137,1.268304,1.3292868,0.7946763,0.6946223,1.2894608,0.60203767,1.0487658,0.71781504,0.6124031,1.1104311,1.3295548,0.5275835,1.3099699,1.0283288,0.7921983,0.9081289,0.6143378,0.96392906,1.113288,1.2685055,1.4440489,1.0937434,0.86048335,1.3062724,1.2335231,1.0653194,1.2244618,1.1027942,0.8613665,1.2880173,0.8607799,1.0550978,0.9308088,1.0777473,1.0046524,1.1986666,1.1532131,0.90752494,1.2476783,0.74414724,1.0932872,0.75942963,1.2192824,1.0935345,1.2463081,0.7654518,0.8928766,1.0158398,0.9386429,1.3342738,1.0492833,1.2563536,1.2382456,1.2815161,0.9415338,0.99707615,0.77598834,0.80046916,1.0447501,1.3348868,1.3507731,1.2390679,0.9216933,1.1133127,0.8898865,1.2161968,1.1400416,1.3042171,1.3697076,0.8926494,1.1542304,0.66548085,0.8948498,0.8091333,0.9350285,1.1507727,0.8867305,0.94927037,0.94258726,1.0523138,0.84435767,0.0,1.3716961,0.90652156,0.88891995,1.1701502,0.9681797,1.266707,0.71881694,0.95655054,0.7544503,1.1651304,1.3284593,1.0021275,0.8926761,1.0007569,1.2506201,0.8098543,0.6304754,1.3547506,0.6881983
slipper,1.3509496,0.8451711,0.48254955,1.0741318,1.3271954,0.54871243,1.1151856,1.0780126,0.95915663,1.3958759,0.9572396,1.5151676,0.4148277,1.4421208,1.2334387,1.4487331,1.2992592,1.2985926,0.97901,0.5867245,1.1002016,0.5001787,0.80822885,1.1257651,0.6256604,0.5911743,0.5525599,1.3493491,1.2524554,0.6876905,1.3464067,1.1569282,1.2297686,1.4047246,0.92174476,0.38367856,1.4299732,0.7499058,1.2089572,1.3888562,1.2360923,1.3790032,1.1048543,1.0694249,0.45424086,0.5118888,0.79863393,1.2947496,0.55571544,0.5556293,1.0805361,0.7155242,0.77938735,1.3528881,0.48720044,1.1854689,1.1139026,1.1205643,1.1435115,1.1599404,0.9240557,0.82299393,1.1957312,0.9578179,1.2909467,0.7792593,1.1679914,0.6603716,0.7224058,0.60820615,1.3676382,0.78745085,0.9952084,1.2600825,0.36957097,1.0233427,0.5342259,0.6435373,0.44525594,1.075635,1.1041836,1.351151,1.2237394,1.0127531,0.42398417,0.42729217,0.5007998,1.0103757,1.0911605,1.1543967,0.88978034,0.8732357,0.5627259,0.758139,1.1752429,0.57816917,1.429443,1.2742543,1.2456889,1.2961205,0.94813347,1.2891595,0.820336,1.1302218,0.8784747,1.3259203,1.3716961,0.0,1.1312675,1.1650581,0.749144,1.0341657,0.570267,1.2372038,1.1342044,1.5011423,0.69415474,0.46493077,0.9403019,1.3180163,0.8632917,0.64106476,1.5007108,0.961654,0.37015885,1.4227223
snow,0.8273979,0.9305524,1.2832041,1.0289991,0.7278111,1.2053859,1.0981324,1.1607728,1.2805003,0.67922777,0.8719372,0.6627777,1.2390229,0.6483326,0.9047713,0.63259494,0.8953006,1.0705354,1.2933669,1.3165148,1.2008122,1.3231801,1.2041974,1.2673815,1.3111372,1.229372,1.2224756,0.8116565,0.9985251,1.2785404,0.9849997,1.1596116,0.7573608,0.7620676,0.96865946,1.3016015,0.7340033,1.3766121,1.0981407,0.82604617,1.0416236,0.8297446,0.9398766,1.1134489,1.1388906,1.0790839,0.9188565,0.72622836,1.0011429,1.1608006,1.2945409,1.2963891,1.1126951,1.0023149,1.1223136,1.0760558,1.1343129,0.82294756,1.0437641,0.77810323,1.3029437,1.0977968,0.6880824,1.2517978,0.5448664,1.2308394,1.1083046,1.27555,1.1330804,1.164906,0.8266662,1.2104318,1.1205493,0.87162864,1.2059875,1.2287786,1.1155297,1.0413841,1.2142649,0.9663898,0.92962086,0.62001723,0.46136975,1.1013453,1.2596502,1.2559136,1.1469961,1.0278535,1.1793125,1.2305039,1.2941104,1.1356989,1.1973652,1.3520064,1.2126389,1.207662,0.7694677,0.49925804,1.0619686,0.8661514,1.2793918,0.6374154,0.4976105,0.70531744,1.3187358,0.7226801,0.90652156,1.1312675,0.0,0.7382798,1.2607231,0.9719772,1.2629974,0.92520875,0.6698515,0.87100095,1.2050447,0.9919868,0.849422,0.9729739,1.2236089,1.2809391,0.921978,1.2099166,1.21419,0.8922497
sock,0.6228943,0.96128213,1.3358417,1.0807226,0.7704477,1.2372594,1.0783305,0.95145863,1.2859015,0.93504363,0.8804974,0.775545,1.3938388,0.7892438,0.9402442,0.6258458,0.93106854,1.1087773,1.2562029,1.3023713,1.1321466,1.164512,1.180956,1.1175234,1.3299186,1.3231062,1.0649377,0.7452415,1.0237035,1.4033892,1.0572534,1.1424663,0.8543439,0.68016315,0.83339715,1.40751,0.81112313,1.3416919,1.0292596,0.76537824,0.61798066,0.8358138,1.0628811,0.8630453,1.2156377,1.0607815,1.0312985,0.81489855,0.98719877,1.059389,1.0240858,1.3259887,0.89144033,0.920112,1.2516587,0.7814355,1.0993316,0.9137992,1.0437785,0.7234629,1.0982307,1.1389838,0.8052641,1.2456542,0.62657076,1.2846661,1.1654038,1.3483355,1.1613302,1.014021,0.5499254,1.1685499,1.1533122,0.8807182,1.2522577,0.9823984,1.1734165,0.9512377,1.3871398,1.1456075,0.98388934,0.65851414,0.6459828,1.0427454,1.3946997,1.3695271,1.055884,0.78341603,1.200414,1.1099395,1.3094469,1.135882,1.1368471,1.1779218,0.9832977,1.21636,0.8177413,0.7481726,0.7497129,0.87783796,1.1912904,0.7428678,0.66994953,0.7483367,1.1070317,0.95043105,0.88891995,1.1650581,0.7382798,0.0,1.2799348,1.0300993,1.253342,0.83735245,0.84667414,0.9182295,1.2718608,0.9292387,0.91542506,0.8041293,0.92056286,1.1401554,0.96004003,1.137181,1.3429514,1.0076947
spoon,1.1828016,0.9313045,0.6383023,0.9708704,1.2443062,0.81835854,0.91253126,1.0016599,0.5381305,1.1578971,1.2634103,1.4122177,0.5725024,1.4404885,1.179474,1.3917906,1.3221009,0.99701047,0.66971624,0.3846048,1.0263072,0.6086348,0.7865964,0.9610352,0.7144356,0.7063457,0.94378465,1.3541036,1.0681818,0.68733275,1.1754527,1.0334631,1.3400087,1.4196963,1.1729252,0.25464237,1.4459399,0.51707035,0.9553027,1.3115976,1.080418,1.3908796,0.9790968,1.0129075,0.9359424,0.78994614,1.061719,1.3441973,0.9329384,0.8860713,0.9261067,0.1379286,1.1159687,1.1387033,0.77163166,1.0743288,0.91659933,1.3251642,0.9469376,1.0960442,0.7767383,0.9456501,1.3154736,0.7028716,1.4916852,0.11267537,0.6678498,0.62115765,1.0399379,0.9976439,1.3576919,0.7499087,0.8102662,1.2493256,0.7358897,0.60085344,0.8783645,1.0619297,0.77320373,1.0617467,1.2158056,1.4508171,1.4559597,0.9908948,0.32037795,0.46706855,0.9785385,1.1098796,0.7306762,0.9498469,0.48042762,0.92458063,0.7847447,0.6131204,0.9996817,0.7855915,1.3708922,1.2971331,1.157176,1.2456716,0.3656485,1.5183246,1.1922967,1.3859153,0.5251657,1.0674187,1.1701502,0.749144,1.2607231,1.2799348,0.0,1.2064302,0.5949007,1.3441329,1.3941381,1.2028806,0.44766617,0.9846104,0.9317898,0.82188654,0.71969783,0.7681066,1.0180991,0.76869404,0.5666491,1.3205531
sprinkler,1.0418113,0.9995775,1.111093,0.8798755,1.0663149,1.0410963,0.90473694,1.0075014,1.1167616,1.0244563,1.0647522,1.0712858,1.0792105,0.95077425,0.84238786,1.0048797,1.0369637,0.95617235,1.0279285,1.1735356,1.0789073,1.1820431,0.9371385,1.0265393,1.2298917,1.1637913,1.0261191,1.0738342,1.1657022,0.94652146,1.0409774,1.0301772,0.959916,1.0614784,0.9628781,1.167273,1.0341263,1.1032854,1.0092322,1.0349814,0.94622916,1.0510085,0.70646524,0.9154497,1.0313656,1.0948739,0.99372905,0.92303956,1.0517476,1.0657637,1.0063541,1.2434288,0.81254876,0.9275168,1.068162,0.95082045,0.8346344,0.9563639,1.0515528,1.0128511,1.0113192,0.9870298,0.9671978,1.1031905,0.9578305,1.1473033,1.1358528,1.0163972,1.0722371,1.0329522,0.81080234,0.88237655,0.853511,0.9652617,1.0941339,1.1108029,1.0538312,1.0238957,1.1608858,1.0774642,1.0220209,0.9283139,0.99243695,0.9467264,1.2185194,1.2012693,1.0426607,1.0657864,1.0536234,1.1029037,1.1313219,0.9814549,1.1390764,1.0504531,1.0120664,1.0332643,1.0833889,1.0014673,1.081112,0.9433843,1.1189933,0.9416281,0.9118716,0.98515785,1.1018162,1.0917056,0.9681797,1.0341657,0.9719772,1.0300993,1.2064302,0.0,1.0879807,0.91968286,1.0743175,1.0709417,1.0089567,1.0776948,0.7937315,0.95513964,0.99817485,0.77755326,0.9835678,0.9520206,1.1620432,1.1351649
strawberry,1.178096,0.89711994,0.23756385,1.0612613,1.3030784,0.57429224,0.99220777,0.9390687,0.6562547,1.4468641,1.0697511,1.4884568,0.5059083,1.455967,1.2336329,1.4842992,1.2716408,1.1872145,0.76701367,0.50518185,1.0365069,0.36975682,0.9080877,1.0918565,0.7429017,0.69063854,0.72357714,1.2815173,1.180585,0.63731545,1.2240844,1.183399,1.3108608,1.4629748,1.04895,0.38248062,1.4491355,0.49961835,1.0917845,1.2247536,0.97707015,1.3930638,1.2723331,1.0729823,0.82351065,0.5469427,1.0104696,1.3067422,0.8088296,0.8466641,0.803374,0.5752239,0.85383844,1.1117684,0.7071917,1.0263066,1.0312517,1.1820605,0.8951218,1.2156155,0.7225573,0.8351981,1.1747407,0.6816093,1.3978004,0.652784,0.90936726,0.7164686,1.0036445,0.84643644,1.346511,0.8916531,0.9346911,1.2234409,0.39456463,0.9739296,0.76698726,0.77007,0.54599094,1.1462607,1.0736386,1.4034681,1.3492147,1.0338744,0.4578501,0.514921,0.8052889,1.2304074,0.8269664,1.1088823,0.7191064,0.82057166,0.49235582,0.484685,1.1681287,0.72485805,1.4144793,1.3786569,1.1298323,1.2393565,0.6647163,1.4065901,1.2307504,1.2970835,0.7601601,1.3363032,1.266707,0.570267,1.2629974,1.253342,0.5949007,1.0879807,0.0,1.2709085,1.2534652,1.3381958,0.70865,0.7665131,1.1196532,1.2295331,0.9265393,0.57068324,1.3482691,1.0074987,0.44828492,1.297713
stroller,0.9349631,1.1622527,1.3884445,1.2208025,0.9440046,1.3006299,1.0755857,1.1086925,1.2428749,1.0366918,0.8644023,0.70576143,1.3286575,0.6761278,0.9280624,0.7120427,0.8040556,0.94399184,1.1467223,1.3800111,0.90568835,1.3633001,0.9358624,0.9328481,1.1378716,1.1710212,1.2384274,0.7922207,0.83433634,1.3237517,0.7479366,0.8693938,0.8503609,0.5966096,1.1173425,1.374786,0.6514348,1.2827588,1.0919634,0.80194485,0.8516303,0.70500785,1.0575304,0.8925259,1.2266521,1.3349054,1.1058115,0.83727634,1.2455263,1.218162,1.0475419,1.3855107,0.9978853,0.86075044,1.2375331,0.81231856,1.0115845,0.83995354,1.1210434,1.0581512,1.0647318,1.0362823,0.8797695,1.2098175,0.5769238,1.2263383,0.8827967,1.3581383,1.1378495,1.1138964,0.6733149,0.96010554,0.8663262,0.97381884,1.3058692,1.1506509,1.1894947,1.106714,1.2683603,1.0074774,1.0247825,0.6673957,0.51702034,1.0833111,1.3930509,1.385681,1.1128142,0.88973,1.2233974,0.82956386,1.3410687,1.054563,1.2915777,1.3215282,0.65488285,1.0547452,0.734229,0.9325196,0.7243881,0.97651184,1.1786227,0.7105365,0.7297064,0.6439459,1.0682571,1.0427281,0.71881694,1.2372038,0.92520875,0.83735245,1.3441329,0.91968286,1.2709085,0.0,0.82867527,0.86233276,1.4101377,1.2149918,1.0187507,0.93739223,0.988754,1.2161199,1.0670724,0.8118963,1.2962711,0.7232301
sweater,0.9532465,1.0214204,1.2629449,1.078504,0.5307672,1.1771988,1.1881723,1.1774278,1.342073,0.71124554,0.5451879,0.6176796,1.2177745,0.66455925,0.9569247,0.65140134,0.78252923,1.2499865,1.2648978,1.3914254,1.1788727,1.2867229,1.1310768,1.1118765,1.13461,1.1116287,1.0711786,0.8227105,0.8157631,1.2828016,0.9444216,1.1172243,0.66299695,0.60551274,1.0154222,1.3200735,0.676171,1.3764962,1.203108,0.94117033,1.1944408,0.6855974,1.0161617,1.2461154,1.0270531,0.9826412,0.9727807,0.7349782,0.9589978,1.0773572,1.3121526,1.3836293,1.1622388,1.0148215,1.0500629,1.1750278,1.2562423,0.73892784,1.1643316,0.8010652,1.3035958,1.153852,0.6744923,1.233721,0.39963043,1.3531185,1.1291687,1.2727227,0.92938834,1.0864537,0.9750695,1.1675644,1.1823746,0.9573332,1.1194423,1.3466431,0.9152491,0.9576582,1.1400027,0.9190399,0.9765774,0.52967095,0.4527713,1.2593491,1.2612615,1.208745,0.94168,0.96683586,1.2759706,1.1172794,1.4001918,1.1837395,1.1596664,1.3684942,1.1668471,1.1890533,0.61590046,0.6156136,1.0236197,0.9889957,1.3837233,0.39689457,0.9179907,0.52603126,1.2858855,0.6965166,0.95655054,1.1342044,0.6698515,0.84667414,1.3941381,1.0743175,1.2534652,0.82867527,0.0,0.8442407,1.3679993,0.9327849,0.98615277,1.0371135,1.3022053,1.4905596,1.0021836,1.1524632,1.213243,0.7078933
table,0.8901279,1.18847,1.3574424,0.9718669,0.46395832,1.2126291,1.068464,1.007619,1.1828506,0.6238468,1.0131181,0.31483108,1.3854167,0.636167,0.84132934,0.4589703,0.3959176,0.8005006,1.0490146,1.2628851,0.95236725,1.3626059,1.1876848,1.0194851,1.3191619,1.3059301,1.3250954,0.838755,0.68567795,1.2950277,0.87799263,0.8816546,0.87187845,0.569662,1.0411913,1.4039019,0.6994119,1.201782,0.98891985,0.81615096,1.000944,0.82197964,1.0431879,1.0779785,1.3470222,1.3422122,1.1873224,0.84474623,1.3337708,1.2563614,1.1275736,1.1803449,1.2260323,0.75595963,1.3822973,0.9657267,0.966894,1.0107701,0.92208374,0.9690021,1.2204335,1.2327385,0.840765,1.0330594,0.7547587,1.1972743,1.0698826,1.2564462,1.2027011,1.2253656,0.79832524,1.2030574,1.119359,0.74697125,1.3926013,0.97190696,1.3779764,1.3533428,1.2286981,1.124425,0.9252925,0.69805676,0.835818,1.0207058,1.3942205,1.3804119,1.2229681,1.0738574,0.9167012,0.98356885,0.97744364,1.218517,1.3306375,1.222691,0.89457345,1.3954246,0.7548523,0.6059943,0.7793207,0.7219305,1.0758047,0.74254024,1.125378,0.95010215,1.108069,0.5388792,0.7544503,1.5011423,0.87100095,0.9182295,1.2028806,1.0709417,1.3381958,0.86233276,0.8442407,0.0,1.1924665,1.3912394,1.1308217,0.8921833,1.1168947,1.2758871,0.46566594,1.1407745,1.3690895,0.58812684
tape,1.2462671,0.94182867,0.54369235,0.84112716,1.3506361,0.6636462,0.7967858,0.9785295,0.6020741,1.1070325,1.2738588,1.3549312,0.6594831,1.3245174,1.073267,1.3594875,1.2313282,0.9839904,0.65816003,0.32848424,0.9433763,0.64393127,0.89822173,0.8757033,0.78907484,0.8145131,0.99193686,1.3223826,1.1352121,0.5634011,1.176364,0.9661546,1.2697636,1.3792832,1.0931151,0.5075822,1.3822486,0.44056344,0.8988414,1.289491,1.163889,1.3893331,0.95104784,1.0351653,0.93072265,0.72109056,1.0190611,1.3165672,0.9792445,0.8732102,0.9588133,0.49176693,0.94350535,0.9650383,0.8703455,1.0973952,0.77095664,1.3731384,0.9507589,1.2790505,0.78530234,0.87039644,1.2673774,0.70301557,1.4900217,0.5394263,1.0439405,0.5804224,1.0828457,0.8780829,1.2837706,0.8600862,0.98205304,1.1717776,0.726048,0.7200041,0.9609106,1.0937333,0.7464577,1.0592964,1.1482494,1.3867097,1.4378449,0.9285561,0.49943286,0.5153433,0.95793223,1.2118798,0.7758342,1.094622,0.49754953,0.8605223,0.75423914,0.5516671,0.9409551,0.90328544,1.4155588,1.2650578,1.2609892,1.1699442,0.6134379,1.43423,1.11636,1.4390033,0.7717104,1.0281284,1.1651304,0.69415474,1.2050447,1.2718608,0.44766617,1.0089567,0.70865,1.4101377,1.3679993,1.1924665,0.0,1.0360826,1.0513449,1.1152935,0.77086866,0.59755445,0.9169647,0.99551904,0.6756687,1.3388237
toe,1.2182547,0.5853857,0.64733255,1.1755469,0.9851045,0.767718,1.0922086,1.0224595,1.1629102,1.3241836,0.9581865,1.3662118,0.7906135,1.3232592,1.3808328,1.310894,1.222115,1.3680983,1.1371771,0.9593445,1.1669605,0.7268869,1.0436233,1.1934652,0.86767924,0.8653536,0.32194334,1.2403487,1.3096434,0.94798505,1.3103961,1.2116863,1.1079439,1.3077362,0.74764675,0.73940396,1.258609,1.0625222,1.203115,1.2400262,1.1068604,1.1944182,1.0816084,1.0350944,0.36062777,0.41428876,0.5489299,1.0121194,0.11258584,0.74938405,1.0586518,1.0466334,0.941007,1.2507744,0.43026888,1.3121439,1.1361681,0.8565894,1.1103271,0.57348865,1.1041884,0.9695185,1.1047864,1.127897,1.0827959,1.0584282,1.2821783,0.8921125,0.53439224,0.6249881,1.2123386,1.0000504,1.2084817,1.1338711,0.39258653,1.2530217,0.2963717,0.30927885,0.72021616,1.180763,1.010412,1.1491324,1.0558883,1.0552958,0.7823644,0.7666794,0.63172185,0.9718874,1.2236104,1.2450283,1.1875427,1.0096089,0.7097877,0.9265105,1.3115034,0.9014604,1.24922,1.1582588,1.1802069,1.1804208,1.1277882,1.0971168,0.90141565,0.95466167,1.064435,1.3355529,1.3284593,0.46493077,0.9919868,0.9292387,0.9846104,1.0776948,0.7665131,1.2149918,0.9327849,1.3912394,1.0360826,0.0,0.8680588,0.9619955,1.2030939,0.9452899,1.3972292,1.1446598,0.7159158,1.2452946
