,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
eye,1.1168808,0.9033276,0.9352342,1.0509449,0.999498,0.9217958,1.0177857,1.0603924,1.221549,1.0713128,0.97718966,1.1531063,1.0200373,1.1067302,1.1735411,1.0980792,1.0942909,1.2456312,1.1801221,1.0845282,1.095134,1.012101,1.0795432,1.2235903,1.130295,1.0162604,0.7232556,1.0850365,1.1834593,0.962378,1.1678535,1.2475873,0.9961027,1.1268247,0.87187195,0.97683084,1.1075323,1.1683158,1.1029685,1.0902246,1.1195651,1.0842141,0.9727053,1.0887258,0.541002,0.7993169,0.0,0.9108957,0.4984569,1.0064185,1.1749786,1.1077001,0.95261836,1.1966119,0.465042,1.1779171,1.1484144,0.824294,1.1715637,0.75411904,1.15195,0.98733413,0.9951735,1.1641876,1.015342,1.1067687,1.1468629,0.8707948,0.518142,0.97095466,1.0959507,1.0563741,1.1024526,1.0463533,0.684793,1.2329743,0.38247472,0.46440297,0.99860823,1.0675092,0.9748738,1.0146106,1.0238241,0.9908263,1.0065194,1.0013744,0.94284976,1.0715492,1.09838,1.1712598,1.1213746,1.0091465,0.98162395,1.0341063,1.2186372,0.97211516,1.1007957,1.0510359,1.047681,1.0988303,1.1379322,0.9816124,0.8650447,0.97686315,1.0982436,1.0666573,1.0937434,0.79863393,0.9188565,1.0312985,1.061719,0.99372905,1.0104696,1.1058115,0.9727807,1.1873224,1.0190611,0.5489299,0.8025624,0.9702314,1.2244128,1.1012595,1.1482973,1.1265793,0.9641996,1.0989662
face,0.7965229,1.070103,1.2649705,1.0034217,0.6840604,1.1799804,1.0738277,1.0632902,1.3530991,0.7930121,0.9539398,0.7219695,1.3456683,0.724809,0.9129761,0.71529996,0.8923071,1.0611087,1.2549217,1.4395516,1.0844028,1.3708963,1.2223686,1.2159256,1.3735111,1.2767426,1.1970278,0.7752023,1.065426,1.240499,0.9365301,1.0863134,0.7489954,0.76615894,1.0009013,1.3905282,0.695477,1.3753426,1.0447656,0.78394026,0.95444405,0.7370498,0.97616243,1.0816839,1.1226294,1.1744485,0.9108957,0.0,1.0426475,1.1694925,1.145391,1.3614886,1.0606602,0.95448506,0.97791094,1.0675275,1.0607718,0.40038514,1.0317625,0.746807,1.2640219,1.1588638,0.70881253,1.1798786,0.6375782,1.3329731,1.1460757,1.2583534,1.0153589,1.1355108,0.8061144,1.2157557,1.1341989,0.788406,1.1934015,1.3547888,1.019052,1.0194869,1.2084452,0.9650552,0.8131982,0.6513436,0.65034163,1.0984915,1.3660803,1.3287156,1.1422137,0.99225664,1.1086756,1.0887865,1.3098352,1.1554728,1.288975,1.3552971,1.1272187,1.1643674,0.7490815,0.7712828,0.91923594,0.82953113,1.2926478,0.56056786,0.8359003,0.71132874,1.2928637,0.8897942,0.86048335,1.2947496,0.72622836,0.81489855,1.3441973,0.92303956,1.3067422,0.83727634,0.7349782,0.84474623,1.3165672,1.0121194,1.015516,0.9244143,1.360439,1.2529935,0.9438175,1.2017039,1.2850168,0.8195211
finger,1.2145286,0.676753,0.72359824,1.0615007,0.97479916,0.84572375,1.0723257,0.9404115,1.1817889,1.2343919,0.9612813,1.3513455,0.8684485,1.260309,1.3412404,1.277595,1.2578233,1.3491989,1.1647615,0.9786637,1.2096152,0.7975595,1.0744671,1.2018014,0.9386348,0.862109,0.30070668,1.2584405,1.2290547,0.9945385,1.3134723,1.2266121,1.084938,1.2867823,0.6454568,0.79008925,1.2521852,1.0991038,1.1581377,1.2530491,1.1397369,1.2054589,0.9987422,1.0598178,0.43141735,0.47559106,0.4984569,1.0426475,0.0,0.8350119,1.0424755,1.018099,0.90160143,1.2171485,0.5152004,1.3321033,1.0988152,0.93818134,1.0785363,0.45464104,1.1236657,0.93796325,1.1038514,1.1853794,1.0625658,1.0599955,1.2924182,0.8495598,0.5708127,0.61898625,1.1893795,1.0205086,1.2032313,1.100689,0.47466743,1.210899,0.32484984,0.35062426,0.8548147,1.1915989,1.0483624,1.1640705,1.0681744,1.0332068,0.82186085,0.8095398,0.62577003,0.92542666,1.196634,1.2486439,1.1513201,0.9902204,0.7636627,0.9448563,1.2858801,0.9304607,1.2177807,1.1542338,1.1671094,1.123321,1.0677047,1.111999,0.9767321,0.9309534,1.0458409,1.2244726,1.3062724,0.55571544,1.0011429,0.98719877,0.9329384,1.0517476,0.8088296,1.2455263,0.9589978,1.3337708,0.9792445,0.11258584,0.7778198,0.83058107,1.2073345,0.99947643,1.246917,1.1565337,0.8238864,1.234302
fish,1.1120721,1.0153205,0.6611031,0.9823174,1.220999,0.595958,1.0509708,1.0811121,1.0242001,1.1034286,0.9933223,1.1881546,0.5035282,1.2741153,1.1402624,1.1393995,1.1264783,1.13698,0.9792932,0.78427696,1.0938324,0.6832137,1.0450082,1.1007761,0.80450475,0.75444853,0.79043394,1.0404384,1.1931398,0.78796124,1.1647974,1.2011937,1.0864967,1.1904695,0.9984437,0.5945145,1.1690707,0.91999924,1.1060922,1.1095771,1.1555252,1.1581511,0.9799335,1.0503466,0.68677723,0.6167079,1.0064185,1.1694925,0.8350119,0.0,0.97169614,0.80723345,0.83818394,1.2255704,0.7684497,1.1227826,1.069358,1.0490291,1.0694541,1.1543212,1.0177289,0.88735086,1.2412264,1.0297269,1.2648233,0.94163775,1.1046332,0.82637155,0.8827102,0.6415386,1.158275,1.0297186,1.0738362,1.1988083,0.6147675,0.93483967,0.8886475,0.83675593,0.41032434,1.02274,0.9993784,1.1836501,1.2408142,0.9250686,0.5447484,0.50321805,0.6860023,0.86522484,1.0782412,1.0859331,0.92139435,0.8814916,0.7011648,0.9297909,1.1757517,0.8828017,1.2256249,1.0568131,1.1764183,1.2125993,1.049229,1.237504,1.1036487,1.2405823,1.0552683,1.1637669,1.2335231,0.5556293,1.1608006,1.059389,0.8860713,1.0657637,0.8466641,1.218162,1.0773572,1.2563614,0.8732102,0.74938405,0.9169288,1.2040453,0.8229224,0.7667851,1.259463,1.0750345,0.48094487,1.1691165
flower,0.91154605,0.96801746,0.8135867,0.8219408,1.2500018,0.91354585,0.8264507,0.51135916,0.88194305,1.2722313,1.2309461,1.2619767,0.9725234,1.2222077,0.76030046,1.1539142,1.1287465,0.8229945,0.9459018,0.95775914,0.8786248,0.8361594,1.1635659,1.0184963,1.1249152,1.0935739,0.91401094,1.0721923,1.181707,1.0340508,0.9851707,1.0675085,1.1661224,1.2548518,0.7781947,0.9975341,1.209615,0.93759066,0.7681061,1.0018005,0.77029544,1.2151699,1.1501485,0.715572,1.090956,0.9933218,1.1749786,1.145391,1.0424755,0.97169614,0.0,0.8811487,0.69440323,0.8133911,1.1265196,0.8848837,0.8051881,1.1856748,0.5182731,1.0209954,0.5758343,0.98363984,1.0984457,1.0094154,1.2769461,1.0392658,1.0571842,1.018955,1.1051989,0.91043913,0.81041515,1.1436102,0.9739043,0.8102716,0.96926475,0.778381,1.1468253,1.0514363,1.0118816,1.1680688,1.0264435,1.1266646,1.2710757,0.74956554,1.0137147,0.98982954,1.0916096,1.0694528,0.8306849,0.9067667,0.8461853,0.9817989,0.9275575,0.7382406,0.79516554,1.054078,1.2588959,1.2189606,1.0227157,0.7123953,0.77318746,1.1566701,1.112461,1.1749214,1.0141189,1.2405696,1.0653194,1.0805361,1.2945409,1.0240858,0.9261067,1.0063541,0.803374,1.0475419,1.3121526,1.1275736,0.9588133,1.0586518,1.1195042,0.8703029,0.7860815,0.56358,0.9539903,1.1394565,1.00936,1.1491503
fork,1.2001616,1.010144,0.5780071,0.92141825,1.2694806,0.73714614,0.9754968,0.96267074,0.48671508,1.1795774,1.249424,1.4472377,0.51766336,1.4785337,1.223427,1.4568753,1.3011936,0.9731369,0.6646753,0.3173061,1.0075023,0.45959562,0.84157586,0.97049135,0.69952476,0.6788621,0.9420716,1.3293431,1.0533983,0.6347413,1.1495484,1.0345504,1.3116891,1.474194,1.166146,0.26207244,1.4617813,0.488073,0.8264933,1.2850362,1.1366917,1.3991638,1.0498191,1.0504434,0.9194109,0.7929249,1.1077001,1.3614886,1.018099,0.80723345,0.8811487,0.0,1.1189314,1.190436,0.73944974,1.0994098,0.94330204,1.3306627,0.8692188,1.2144134,0.79477155,0.9312862,1.3173711,0.6687498,1.5437536,0.23748541,0.70150995,0.5941424,1.0327706,0.99784875,1.4026842,0.82617086,0.8096027,1.2393665,0.7117791,0.58112466,0.92977554,1.10584,0.6532872,1.0411246,1.1823224,1.4705353,1.5208973,0.9848591,0.29606473,0.4068944,0.94999236,1.1496329,0.50359285,0.924464,0.2798155,0.8967965,0.6931916,0.5361632,1.0055883,0.76621425,1.3741115,1.3260883,1.1948582,1.2452912,0.40838838,1.5394609,1.2386364,1.4414997,0.57693744,1.0817823,1.2244618,0.7155242,1.2963891,1.3259887,0.1379286,1.2434288,0.5752239,1.3855107,1.3836293,1.1803449,0.49176693,1.0466334,0.98909557,0.9970724,0.6746032,0.7621332,0.9657727,0.8399234,0.47793424,1.3392045
frog,0.92181456,1.0950042,0.8938967,0.804358,1.2634941,0.74808246,1.0758246,0.71376675,1.226479,1.2704659,1.0081841,1.1844395,1.0261085,1.1006738,0.7730893,1.1053348,1.1612544,1.1621177,1.2243626,1.0975285,1.078675,0.8444227,1.1748754,1.2701778,1.2564003,0.91513544,0.8367871,0.9018376,1.1218742,0.8844336,1.2062988,1.2477616,1.0220058,1.1671581,0.70573074,1.0346183,1.1242521,1.1281936,1.14515,0.91998047,0.827227,1.2104943,1.130768,0.94084674,0.90750587,0.8963698,0.95261836,1.0606602,0.90160143,0.83818394,0.69440323,1.1189314,0.0,1.1313733,0.97199255,0.81325066,1.0550967,1.0786237,0.9209087,1.0849177,0.85684353,0.5332714,0.954197,1.1652774,1.0892924,1.1858271,1.188803,0.86564523,1.0249357,0.6220736,0.7363864,1.1476693,1.067411,1.0586748,0.8713264,0.9870653,0.9706386,0.77858186,1.0323443,1.2895343,0.7583374,1.0988581,1.0793494,0.8429321,1.0238538,0.95250684,0.75072074,0.8784536,1.1522944,1.1462079,1.1467476,0.5999767,0.8195528,0.80900097,1.0070384,0.9488198,1.2852957,1.1091813,0.8934799,1.0107398,1.0327905,1.0076598,0.9041884,1.1143012,1.0087894,1.1200451,1.1027942,0.77938735,1.1126951,0.89144033,1.1159687,0.81254876,0.85383844,0.9978853,1.1622388,1.2260323,0.94350535,0.941007,0.9001511,1.107521,0.8795467,0.54406494,1.1976258,1.1897695,1.0211645,1.2172071
glass,0.93713427,1.07554,1.0991251,0.95277244,0.91685563,1.155067,0.61184615,1.0564005,1.0372604,0.91060877,1.0691803,0.8987144,1.2437034,0.90400386,0.85359776,0.90082765,0.87194705,0.76614,0.71247256,1.1122471,0.90870136,1.3022932,1.0477711,0.7230816,1.167097,1.2745981,1.2493384,1.0105873,1.0174315,1.2153896,0.91106284,0.8135929,1.0093223,0.84554017,1.0991473,1.2975609,0.9811518,0.87394375,0.8619898,0.96334183,0.87167084,0.98825926,1.0218359,0.9424152,1.2693022,1.1374967,1.1966119,0.95448506,1.2171485,1.2255704,0.8133911,1.190436,1.1313733,0.0,1.341552,0.8651271,0.7092935,1.0319674,0.9103643,1.0119132,0.76457596,1.2122555,0.9796288,0.8676618,0.9704684,1.1536496,1.0805221,1.1831739,1.2400873,1.1573198,0.6879283,1.0376365,1.0649859,0.84351337,1.2592146,0.90082616,1.2955921,1.2396563,1.2422487,1.0601095,1.1202313,0.96631336,0.94628125,0.9290464,1.2707782,1.2189564,1.2223603,1.1395187,0.9870692,0.9472987,1.0093658,1.2035762,1.2477572,1.0980654,0.7829776,1.2625948,0.8965941,0.9820459,0.9136214,0.8089062,0.94745827,0.94707006,1.0272437,0.95589954,1.0179278,0.9178991,0.8613665,1.3528881,1.0023149,0.920112,1.1387033,0.9275168,1.1117684,0.86075044,1.0148215,0.75595963,0.9650383,1.2507744,1.1399225,0.81944096,1.0238272,1.0380825,0.68464637,1.0498168,1.2933567,0.8739781
glasses,1.3143868,0.9720116,0.58885276,1.1104856,1.1831454,0.67653936,1.2020352,1.0974487,0.9983851,1.2700441,0.92945105,1.4178239,0.582596,1.4116634,1.2962829,1.3883328,1.2604554,1.339058,1.0270237,0.7647377,1.0833334,0.5939008,1.0104839,1.2055228,0.808059,0.6751071,0.5700437,1.2432092,1.2334466,0.7277963,1.2674408,1.251181,1.092358,1.337441,0.96790195,0.5003686,1.353132,0.89057726,1.1823082,1.2687447,1.298136,1.2306211,1.1376244,1.1593541,0.2721119,0.5583739,0.465042,0.97791094,0.5152004,0.7684497,1.1265196,0.73944974,0.97199255,1.341552,0.0,1.3562732,1.1568857,0.7926271,1.1190604,0.9863171,1.068853,0.87778807,1.1461042,1.0095072,1.2419984,0.84840214,1.1165464,0.701521,0.3639722,0.745271,1.3973873,0.9983412,1.0272827,1.2402346,0.30281836,1.1172762,0.23528373,0.50504243,0.59369725,1.1586671,0.98782986,1.2718185,1.1747825,1.0566586,0.5344982,0.5511361,0.75935054,1.0779941,1.051128,1.1355135,0.9542587,0.8880716,0.63700724,0.85915416,1.2695403,0.7209283,1.2633327,1.2340331,1.2354187,1.2819923,0.9892453,1.2017262,1.0723877,1.1046532,1.0660751,1.2302254,1.2880173,0.48720044,1.1223136,1.2516587,0.77163166,1.068162,0.7071917,1.2375331,1.0500629,1.3822973,0.8703455,0.43026888,0.88503426,1.1855733,1.0981722,0.916153,1.4115896,1.0915266,0.49808562,1.2449195
glove,0.6283426,0.90530217,1.2285098,1.0936996,1.0580347,1.2906193,0.7838199,1.1260314,0.8945005,1.0980643,1.0857408,0.8902169,1.1443732,0.9602343,0.81356776,0.88510793,1.005645,0.7528854,0.9644745,1.0765256,0.9895775,1.1162869,1.1034244,0.8810818,1.17468,1.1706269,1.3964198,0.709962,0.62755716,1.1989193,0.8600996,0.8812886,1.2530651,0.8658706,1.3306416,1.2664189,0.9367335,1.0171964,0.89633465,0.7485087,0.21444845,1.0530945,0.9981952,0.79488516,1.3424182,1.2723323,1.1779171,1.0675275,1.3321033,1.1227826,0.8848837,1.0994098,0.81325066,0.8651271,1.3562732,0.0,0.9293846,1.0936635,1.0467756,1.0577002,0.4422027,0.9402027,0.95832396,1.040213,1.0414853,1.030031,0.7517742,1.14527,1.2588089,1.3488587,0.559397,1.1374977,0.8072119,1.0792019,1.4031497,0.6918931,1.3182149,1.1262164,1.2058048,0.90583754,1.028043,0.98786145,1.0839455,0.933871,1.2298832,1.2790241,1.2366526,0.9648531,0.94514084,0.7266382,0.977879,0.8945158,1.1531765,0.94557905,0.72743034,1.0211605,1.0853547,1.0855693,0.4277647,1.0428183,0.8481136,1.0243834,0.86743,1.0596324,0.9091132,1.0494349,0.8607799,1.1854689,1.0760558,0.7814355,1.0743288,0.95082045,1.0263066,0.81231856,1.1750278,0.9657267,1.0973952,1.3121439,1.1461532,0.95693105,0.6730623,0.8715617,0.91057646,1.0150447,1.217122,0.9334274
gum,1.1403558,0.9555856,0.9413426,1.0411636,1.1977863,1.0204397,0.7845918,0.9780957,0.83065057,1.165676,1.3175126,1.1292788,1.0380566,1.1812909,0.80836433,1.1171591,0.9459032,0.3736409,0.5764111,0.9320187,0.7722739,1.1183071,0.98971117,0.7416307,1.0837795,1.0211374,1.1225042,1.2091707,1.2624741,0.9559331,1.0042801,0.6996459,1.1969143,1.1328694,1.0074694,1.0066358,1.1713322,0.7320589,0.793056,1.144356,0.9155514,1.1989567,0.86263186,0.8418995,1.1024607,1.1147579,1.1484144,1.0607718,1.0988152,1.069358,0.8051881,0.94330204,1.0550967,0.7092935,1.1568857,0.9293846,0.0,1.1643835,0.91683304,1.0380383,0.74577737,1.0318261,1.148079,0.7432634,1.2372444,0.95688355,1.0760674,1.1216881,1.1753827,1.0506496,0.8781388,0.93661165,0.9518802,0.95060563,1.1178873,0.73088086,1.2306923,1.1997262,1.086321,1.1057701,1.1543154,1.1758798,1.2080274,0.72285455,0.9993701,0.9956436,1.1667686,1.0398177,0.8532183,0.9481431,0.8346406,1.0066401,1.1755403,0.8675977,0.64602816,1.0824649,1.1938264,1.0234106,1.0510892,0.90149033,0.6291705,1.1740421,0.96564484,1.1453891,0.9633614,1.2220316,1.0550978,1.1139026,1.1343129,1.0993316,0.91659933,0.8346344,1.0312517,1.0115845,1.2562423,0.966894,0.77095664,1.1361681,1.0909474,0.7645472,0.8511008,0.7896689,0.79802644,0.9558336,1.003879,1.1565893
hair,0.9137827,1.0573019,1.2008175,1.0606571,0.8179821,1.1575863,1.1611578,1.0991354,1.3285317,0.84537673,0.77802575,0.83318114,1.2411537,0.87954605,1.0308883,0.82238305,0.9918474,1.154773,1.2325957,1.388455,1.128877,1.2376547,1.2010404,1.1954936,1.176081,1.1061414,1.059508,0.7353033,1.0250754,1.1996554,0.99977064,1.0756798,0.70231,0.76199746,1.012984,1.2620451,0.79335284,1.3386774,1.1851541,0.8130922,1.0040103,0.7109096,1.06096,1.1626427,0.86487657,1.1138334,0.824294,0.40038514,0.93818134,1.0490291,1.1856748,1.3306627,1.0786237,1.0319674,0.7926271,1.0936635,1.1643835,0.0,1.1010448,0.777107,1.2198826,1.1497012,0.85619557,1.1519936,0.7181461,1.2964089,1.1299393,1.213042,0.7478794,1.0096109,0.8798057,1.2144473,1.0954483,0.8654413,1.0287796,1.3813627,0.7809352,0.809945,1.1128062,0.9690212,0.8466659,0.7007232,0.7583374,1.2030075,1.2515371,1.2027692,1.0311972,0.97118914,1.2205807,0.94668984,1.3611922,1.151207,1.1196645,1.3378584,1.1848416,0.9895116,0.7410544,0.8416426,0.8479557,0.935666,1.3519576,0.6501658,0.91085106,0.70505536,1.2770588,0.9696735,0.9308088,1.1205643,0.82294756,0.9137992,1.3251642,0.9563639,1.1820605,0.83995354,0.73892784,1.0107701,1.3731384,0.8565894,0.94396853,1.0058275,1.3525205,1.3044475,1.1313396,1.1544943,1.1690954,0.8068739
hamburger,0.9142513,0.935928,0.87451535,0.9614692,0.99828297,0.88197196,1.0589669,0.42140853,0.901515,1.1749223,1.2261415,1.1485317,1.0546345,1.0941343,0.8683392,1.0963786,1.0571803,0.955497,0.96611196,0.93613774,1.011843,0.7388816,1.2271494,1.2001355,1.2496381,1.1603119,0.94874996,1.0634176,1.2036314,0.961181,1.1139987,1.0699471,1.1390498,1.219858,0.67191654,0.9894705,1.1702377,0.92547727,0.84292006,0.9621744,0.9634019,1.2050904,1.195361,0.91214466,1.1549492,0.9904666,1.1715637,1.0317625,1.0785363,1.0694541,0.5182731,0.8692188,0.9209087,0.9103643,1.1190604,1.0467756,0.91683304,1.1010448,0.0,0.9460742,0.92949694,1.1005071,1.005036,0.878822,1.1820741,1.0342234,1.0833886,1.0653557,1.2324806,0.96474236,0.952671,1.2035477,1.0250877,0.4773376,1.0246736,0.914123,1.17104,1.1286207,0.9683641,1.2526461,0.9315207,1.0362258,1.1750784,0.98342735,0.993894,0.9775642,1.1372237,1.2303693,0.5892256,1.1728252,0.72048163,1.0711524,0.8912945,0.720455,0.99559826,1.1179035,1.245355,1.1033034,1.1328908,0.31718647,0.81080186,1.0807747,1.1332635,1.1560822,1.0540755,1.0722969,1.0777473,1.1435115,1.0437641,1.0437785,0.9469376,1.0515528,0.8951218,1.1210434,1.1643316,0.92208374,0.9507589,1.1103271,1.0691408,0.8749676,0.9885894,0.7016468,0.8560132,1.264631,0.98443425,1.1522346
hand,0.82682234,0.60012424,1.2746826,1.0293432,0.5330261,1.3377935,1.0317806,0.93600214,1.2785641,0.8695273,0.98544484,0.93490404,1.3422225,0.89565027,1.0039737,0.82052624,1.1088264,1.124565,1.24797,1.3615909,1.2368581,1.2485927,1.2365685,1.1623182,1.2895113,1.26367,0.8065803,0.95841473,0.9857642,1.3686628,1.100891,1.0829105,0.8771401,0.900138,0.8176199,1.3093644,0.9211465,1.3508554,1.0214764,0.9646645,0.8261055,0.94534314,0.8750658,0.99202734,0.9280016,1.0353708,0.75411904,0.746807,0.45464104,1.1543212,1.0209954,1.2144134,1.0849177,1.0119132,0.9863171,1.0577002,1.0380383,0.777107,0.9460742,0.0,1.124376,1.2108028,0.9008735,1.2564262,0.7083601,1.2439817,1.1925726,1.1833609,0.8563785,1.0640883,0.76449174,1.2044783,1.1405559,0.8842946,1.120076,1.1693339,0.78315824,0.76475483,1.3194001,1.1107242,1.0158954,0.75851816,0.7939799,1.086788,1.2973552,1.3019733,1.073489,0.8596515,1.1631362,1.0529389,1.2769132,1.2222688,1.2329457,1.2180544,1.1472665,1.1827657,0.92068684,0.869231,0.8774267,0.8680229,1.0417687,0.78757465,0.85296893,0.6540886,1.1380947,0.90898144,1.0046524,1.1599404,0.77810323,0.7234629,1.0960442,1.0128511,1.2156155,1.0581512,0.8010652,0.9690021,1.2790505,0.57348865,0.8277977,0.37786877,1.2658048,1.3060224,0.8183764,1.226016,1.3007238,1.0592067
hat,0.98285073,0.81141835,0.8411532,1.0564609,1.307656,1.0023208,0.53244144,0.9965622,0.6266185,1.339083,1.141439,1.2851901,0.85843086,1.3613725,0.67451864,1.1874706,1.1985444,0.73117495,0.72757053,0.7209974,0.9058154,0.84405583,1.0246166,0.76697534,0.94343793,0.96358806,1.1534634,1.1730316,0.9054691,0.8753693,1.0370677,0.8945764,1.4298567,1.1820743,1.3157153,0.91311634,1.3480247,0.6665966,0.8341201,1.1379199,0.5713955,1.3557307,1.0474637,0.7137199,1.0936577,0.94408625,1.15195,1.2640219,1.1236657,1.0177289,0.5758343,0.79477155,0.85684353,0.76457596,1.068853,0.4422027,0.74577737,1.2198826,0.92949694,1.124376,0.0,1.0004245,1.1203529,0.8744938,1.3214796,0.8390415,0.8215444,0.922095,1.1222683,1.146961,0.86970246,1.0271593,0.7784134,1.1766624,1.0755397,0.49972862,1.0742716,1.0528224,0.98014754,0.96314365,1.1635753,1.214766,1.3331965,0.68609893,0.8870635,0.9527878,1.1469811,1.0675143,0.8624456,0.7714703,0.7373587,0.95080084,0.9525113,0.5990665,0.62743366,0.8630342,1.3710439,1.2767003,0.84999233,1.1494181,0.5350414,1.1720389,1.0197117,1.1864973,0.7436687,1.2220994,1.1986666,0.9240557,1.3029437,1.0982307,0.7767383,1.0113192,0.7225573,1.0647318,1.3035958,1.2204335,0.78530234,1.1041884,1.2082186,0.99101794,0.567825,0.65657496,1.033319,1.0326086,0.94809616,1.2045258
horse,0.97790396,1.0697489,0.87854004,0.9953539,1.2425961,0.86911684,1.1280131,1.0168673,0.9597341,1.226007,1.0191525,1.2584002,0.87105423,1.1978037,1.0220443,1.2576188,1.1745864,1.071154,1.0017643,0.92685014,0.9611697,0.8429539,1.0112443,0.9771107,0.93977135,0.7010266,0.86450154,0.9035335,1.1248966,0.810621,1.174142,1.1127018,1.1214215,1.2613202,0.9563541,0.8570408,1.1931409,0.9226684,1.0848362,0.89814585,1.0285078,1.2151567,1.0613534,0.99290943,0.88521695,0.9501148,0.98733413,1.1588638,0.93796325,0.88735086,0.98363984,0.9312862,0.5332714,1.2122555,0.87778807,0.9402027,1.0318261,1.1497012,1.1005071,1.2108028,1.0004245,0.0,1.0793957,1.002619,1.1619633,0.91695315,0.9689203,0.79604197,0.9459483,0.84441745,1.1070843,1.0019724,0.87715924,1.1369848,0.85305446,0.9866433,0.94289297,0.93779474,0.9483085,1.0826095,0.7637795,1.1795741,1.139621,0.86746764,0.8675822,0.8577186,0.82375276,0.9899016,1.0245421,1.112077,0.9905526,0.06575781,0.81094754,0.8384881,1.0133533,0.9027819,1.2292153,1.2049019,1.0398493,1.1416821,1.0036229,1.1703495,1.0165024,1.1308904,1.0251896,1.1509995,1.1532131,0.82299393,1.0977968,1.1389838,0.9456501,0.9870298,0.8351981,1.0362823,1.153852,1.2327385,0.87039644,0.9695185,0.929534,1.247528,0.9017728,0.8431083,1.185217,1.0368196,0.88806194,1.187897
jacket,0.74966836,1.063515,1.2331777,1.0098666,0.7738535,1.2142607,1.2088631,1.0480776,1.3124586,0.88223815,0.7818235,0.7524079,1.2920232,0.72935236,0.759497,0.68247455,0.8388574,1.0653684,1.2495425,1.3824581,1.1194397,1.2305254,1.179069,1.1638887,1.3151761,1.2786255,1.1634078,0.7438543,0.9262318,1.2554709,1.0102967,1.1495372,0.85514766,0.8013872,1.017745,1.3067622,0.8468031,1.3210909,1.1443132,0.71386904,0.9617784,0.90634763,1.0701157,1.0138246,1.2144053,1.1330652,0.9951735,0.70881253,1.1038514,1.2412264,1.0984457,1.3173711,0.954197,0.9796288,1.1461042,0.95832396,1.148079,0.85619557,1.005036,0.9008735,1.1203529,1.0793957,0.0,1.172831,0.5208466,1.2864276,1.0818205,1.2523009,1.1186768,1.1873709,0.8342999,1.1789881,1.1047541,0.8613081,1.1626539,1.2484894,1.1258161,1.0614555,1.1785766,1.0765909,0.76319677,0.56671005,0.6168663,0.9835155,1.3012156,1.2570982,1.1270553,1.1129352,1.1432182,1.2277851,1.2998295,1.0900452,1.0927594,1.277973,1.1365888,1.2438524,0.87667507,0.7889148,0.9116283,0.8488086,1.227121,0.31913507,0.90652376,0.7334542,1.2537432,0.7878176,0.90752494,1.1957312,0.6880824,0.8052641,1.3154736,0.9671978,1.1747407,0.8797695,0.6744923,0.840765,1.2673774,1.1047864,1.0339075,0.9867637,1.2290183,1.1741674,1.0084462,1.1882814,1.2760907,0.86559963
jar,1.176444,0.9694164,0.6850326,1.0285467,1.1453571,0.7437755,0.97682893,0.9176672,0.57552534,1.2978458,1.2281864,1.2756671,0.7643884,1.3407631,1.0607662,1.3379099,1.0609616,0.7990768,0.23873508,0.61373335,0.8190839,0.7583922,0.80989254,0.6630519,0.7472355,0.8228065,1.0114964,1.2233263,1.1624453,0.7413449,1.0958592,0.7176731,1.2360061,1.3201016,1.1500173,0.6268538,1.2600334,0.24258387,1.0262544,1.1587123,1.066374,1.2225156,1.1570165,1.0869049,1.0879599,0.9303256,1.1641876,1.1798786,1.1853794,1.0297269,1.0094154,0.6687498,1.1652774,0.8676618,1.0095072,1.040213,0.7432634,1.1519936,0.878822,1.2564262,0.8744938,1.002619,1.172831,0.0,1.3544102,0.64838016,0.8584864,0.86932236,1.1644998,1.0470283,1.324808,0.7951188,0.8445604,1.0229063,0.96340746,0.9152202,1.1437966,1.2066416,0.78948617,0.9515668,1.0287765,1.3054451,1.3186048,1.0541557,0.65199935,0.6961985,1.0196407,1.2011266,0.6742844,0.9806309,0.7156281,0.9473559,0.94284236,0.6200261,0.9860872,0.92659014,1.2013032,1.216784,1.1028559,1.0234685,0.56760776,1.2973355,1.2161124,1.2772897,0.69600976,1.2422708,1.2476783,0.9578179,1.2517978,1.2456542,0.7028716,1.1031905,0.6816093,1.2098175,1.233721,1.0330594,0.70301557,1.127897,1.2066673,1.0128292,1.0094981,0.74898,1.1044271,0.88577014,0.7200873,1.1226711
