,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.4304229,1.1119802,0.42777294,0.87614316,1.4587662,0.9052938,0.89138335,0.6708326,0.92638195,1.3497003,1.563229,0.3285495,1.1353691,1.2982396,0.9360715,1.5706735,1.1942987,0.8927874,0.45230913,0.54713136,1.1775618,0.4240116,0.7567196,0.8086816,0.7195139,0.74199724,1.1298375,1.3378273,0.9578767,1.1592689,0.67159164,1.3357034,0.685717,1.256518,1.1200625,1.5273534,0.77617025,0.4504559,1.3293641,0.5320587,1.3596814,1.0191334,1.4333448,1.1570615,1.423753,0.71247286,0.58983314,1.0902007,1.1483794,1.4374664,0.912479,1.1442837,0.79212403,0.9268063,0.7610594,0.117137074,1.0137805,1.4206882,0.66121936,1.1681159,1.2700443,0.9167698,1.4539038,1.2913933,0.5993408,0.9394841,1.419125,0.75671834,1.5660238,0.10325289,1.3014146,0.36762774,0.8289526,1.3452572,1.1462059,1.5236056,0.91183794,1.2221057,1.2123057,1.0548589,0.5357497,0.3604641,0.61270034,1.2253245,1.0347091,1.3017595,0.76855767,1.5458679,1.4417063,1.2866734,0.36101943,0.31368458,0.8589393,1.2848172,0.9565218,0.6471391,0.51383895,0.60051453,0.85592586,0.92612314,1.2244631,0.9295088,0.7209202,1.4863982,0.7738878,1.03344,0.6615505,0.7559493,1.5434482,0.9081374,1.4188871,0.24489152,1.1027534,1.2848072,1.3390876,0.5167911,1.2237214,0.9220671,0.98771983,0.0,0.81647193,0.5330264,1.2456989,1.4673655,1.3432205,0.70712703,0.85492283,0.73463756,0.9498013,0.5904335,0.8679093,1.4054041,1.2524624,0.60101545,0.5075263,1.2932496
sprinkler,1.0923342,0.99572915,0.861292,0.9487403,1.1434095,0.84292847,0.95017695,1.023277,1.1859177,1.0490462,1.2868094,0.795788,1.031605,1.2120409,0.91886747,1.2513204,1.1751449,1.0936084,0.7888425,1.0975344,1.2057397,0.9318666,0.7873068,1.1469911,0.9599881,1.0319158,0.9098588,0.96580005,1.0929886,0.9562402,0.8100184,1.132194,0.9754623,1.0951686,0.83481526,1.2697735,0.7816804,0.7887296,1.2654107,0.9768352,1.245637,1.1016161,1.0350441,0.98543006,1.2070872,0.72964996,0.8325495,0.88879067,0.857683,1.114012,0.8191886,1.1449914,0.7715558,1.0442591,0.68444204,0.8775921,0.88635254,1.1851845,0.8963882,1.1856104,0.9351715,0.8722315,1.1368926,1.0795414,0.9629557,0.8712969,1.1600891,1.0256022,1.1947554,0.83915854,1.1840965,0.70103407,0.7754499,1.072479,1.1472199,1.2497877,0.83381516,1.2085416,1.028894,1.1169031,0.7995794,0.98016006,0.84929496,0.99718463,0.98583996,1.1213596,1.082411,1.237786,1.1357383,1.0351235,0.67165625,0.69433945,1.047083,1.1293021,1.1325984,1.0001565,0.91604394,1.027237,0.9346674,0.8501893,1.2674533,1.1988909,1.113921,1.1697159,0.8494899,1.0793002,1.0861667,1.0969912,1.1846504,1.0921378,1.1475967,0.7310975,0.8732662,1.1139126,1.1975168,0.9003121,0.87211776,0.9435629,1.0706382,0.81647193,0.0,0.85442394,1.2351644,1.178175,1.2504175,1.1277096,0.7820616,0.77371675,0.8173129,1.0272868,1.1621811,1.2352813,1.0350802,0.8584665,0.85366213,0.97436637
strawberry,1.2474438,1.1255423,0.26971936,0.7963848,1.3654183,0.8733666,1.0462506,0.7522476,1.1266408,1.451943,1.517834,0.4089477,1.2135179,1.1974773,1.0951703,1.4603556,1.2156308,1.0298467,0.50541186,0.89833146,1.3002234,0.67316914,0.92817193,1.116145,0.9147522,0.9134632,0.8239604,1.2764597,1.1549951,0.9162967,0.7386663,1.3367867,0.9633792,1.1718109,1.2379766,1.4921117,0.5840137,0.2500208,1.347997,0.7267429,1.3528495,1.1443421,1.4198722,1.3155324,1.2976866,0.46773005,0.50307,1.0338287,0.90125877,1.2389476,0.5582926,1.081785,0.5847391,0.9167094,0.4213202,0.66110486,0.89258987,1.4195397,0.5417132,1.1811068,1.2195137,0.47164893,1.2185144,1.0606911,0.50305563,0.8978273,1.3206758,1.0578815,1.4303592,0.46830118,1.3497202,0.55261946,0.60157454,1.1302309,1.1328316,1.3499463,1.0106916,1.3403109,0.96844566,1.0819697,0.20437133,0.7474326,0.5658778,0.97850764,0.852431,1.3866785,0.86787945,1.3846676,1.3300346,1.2450032,0.33408284,0.32486016,0.8744392,1.2535849,1.0667349,0.9404459,0.7101125,1.0176972,0.93468016,0.75228035,1.1414298,1.1923662,1.0852741,1.470932,0.80478704,1.0114301,0.82950705,1.0553964,1.3696816,1.0835356,1.2720237,0.6652417,1.144731,1.4375865,1.2932096,0.38600063,1.2928953,0.8745605,1.0493755,0.5330264,0.85442394,0.0,1.3401241,1.3223559,1.357358,0.9515171,0.51086676,0.39149165,0.9164602,0.96098155,0.8943802,1.4849228,1.2383466,0.81407225,0.31802595,1.2526245
stroller,0.9342802,0.7209884,1.3677646,1.2159251,0.7164781,1.2087725,1.203642,1.1871507,1.0392586,0.88204527,0.64296633,1.1930281,0.89094085,0.87854576,0.8528036,0.6028539,0.92524624,1.0241901,1.3256956,1.2662356,0.898948,1.3345952,0.99397504,1.1152341,0.8689013,0.720837,1.0571657,0.71669865,0.7521225,0.90991366,1.2421254,0.79198015,1.1877229,1.0255201,0.99502647,0.5890979,1.2588257,1.3702513,0.7146465,1.2519993,0.78766066,1.0082786,0.77435815,0.7918849,0.7296239,1.2784534,1.4631078,0.93477595,0.94442075,0.9462379,1.2526908,0.66027474,1.0876385,0.7563416,1.2686613,1.2719982,1.0645832,0.6837052,1.266562,0.582125,0.92644167,1.2289166,0.77496576,0.89950633,1.0686402,1.1111572,0.7636651,1.1808846,0.59440935,1.2336205,0.62430036,1.333813,1.225665,0.9292828,1.0586363,0.5838752,0.9107762,0.2611462,1.0927391,1.1160386,1.4134575,1.096111,1.2120513,0.95795614,1.2459863,0.68117124,1.0109001,0.72507775,0.68826115,1.004491,1.3253998,1.3338544,1.2015222,0.82945603,0.72143847,1.2266406,1.0041116,1.2189553,1.1982998,1.0789624,0.8378962,0.5806845,1.002143,0.77238405,1.2034779,1.2323515,1.0640978,0.9177641,0.7628471,0.8346021,0.71609175,1.2111789,1.1497087,0.860059,0.967041,1.1227634,0.84130263,1.0553656,1.2670063,1.2456989,1.2351644,1.3401241,0.0,0.8557159,0.77775764,1.2524228,1.3008789,1.338998,0.93446374,0.9335141,1.1301951,0.9045377,0.9077902,0.9262558,1.2336082,0.83296144
sweater,0.7605013,0.9416019,1.3494234,1.0237324,0.5422728,1.2491372,1.2582397,1.1895294,1.2527118,0.7713451,0.4875214,1.3801378,0.9225579,0.6452737,1.0306324,0.47081065,0.88530034,1.1376597,1.4441106,1.4190115,1.104276,1.3769445,1.1854792,1.3076496,1.3375686,1.0799414,1.113491,0.69141245,1.0844653,1.0260404,1.3825257,0.8117581,1.3742565,0.8708212,0.96950394,0.48497272,1.1313968,1.3376108,0.8427661,1.4503467,0.78194374,1.1185097,0.78186595,0.9848837,0.64377004,1.1745746,1.3027668,0.8809333,0.8662944,0.44310975,0.93297386,0.9780628,1.2740359,1.2081059,1.164079,1.4219137,1.1449655,0.6340058,1.0716903,0.8858181,0.7936089,1.0760293,0.46631503,0.7005212,1.1056892,1.1633687,0.30242956,1.2598083,0.42650425,1.4416952,0.8451544,1.4207408,1.1603463,0.8865621,0.96053547,0.65471756,1.1245093,0.8668104,0.69607085,1.1557745,1.3140376,1.4582963,0.9809983,0.8930366,1.1431819,0.86337745,1.1066684,0.48884976,0.45188737,0.9142417,1.3764317,1.3274124,1.0327059,0.8119606,1.0015297,1.2548652,1.4322549,1.2855635,1.1777503,0.9408793,1.0355403,1.086856,1.2697693,0.59405035,1.2807958,1.2355336,1.1319983,1.1638874,0.16457939,1.0867507,0.66423744,1.4456146,0.97400093,0.82592404,0.7667496,1.2689068,0.81120944,1.0583186,1.2760806,1.4673655,1.178175,1.3223559,0.8557159,0.0,0.84290105,1.2627001,1.0077006,1.081743,0.9354279,1.3845302,1.2638459,0.74454135,0.78983986,1.2890129,1.2522849,0.86971205
table,0.718583,1.0316547,1.3889931,1.1495404,0.67558974,1.1787037,1.0850924,1.0062786,0.863579,0.6886194,0.42001438,1.3864589,0.9215828,0.8603343,1.1448472,0.62317765,0.87837684,0.8989574,1.2286879,1.0427982,0.75069296,1.181369,1.1558094,0.9877237,1.1963953,1.0323552,1.1352434,0.7885041,0.76137674,1.0171542,1.2793095,0.70267814,1.0820006,0.91134125,1.0889107,0.5873902,1.2251151,1.321335,0.63142186,1.079539,0.68444175,0.9955383,0.723364,0.909083,0.6577771,1.3665731,1.3153723,1.0184585,1.1260109,0.8912624,1.3559649,0.80538225,1.2173526,0.8291022,1.254752,1.1982511,1.0808865,0.6748221,1.3617783,0.9857948,0.91613555,1.2711926,0.9168254,1.01713,1.4272884,1.1395055,0.834133,0.9875974,0.75981086,1.3419466,0.6210643,1.3690788,1.1580894,0.8719758,0.8075608,0.73255676,1.0881193,0.76531345,1.139093,0.9154023,1.3915232,1.2161977,1.3775904,1.0989163,1.0857879,0.84010947,1.1286871,0.7020923,0.8142557,0.79032993,1.3727784,1.4405401,1.0839069,0.88806266,1.0460535,1.0307174,1.171735,0.87420297,1.1349573,1.2232709,0.9413777,0.8950624,1.1753714,0.48643577,1.1983252,1.0494721,1.1520616,1.0668994,0.7164573,1.1598479,0.91880554,1.3200858,0.9630374,0.620016,0.8186972,1.492419,0.7667915,1.1544566,1.0145258,1.3432205,1.2504175,1.357358,0.77775764,0.84290105,0.0,1.0768428,1.397857,1.3370135,1.0917146,1.1408261,1.072225,0.53423816,0.830377,1.1407962,1.400065,0.7024099
tape,1.2286767,1.1506065,0.786101,0.94824654,1.284096,0.76611817,0.6686145,0.65563226,0.6471305,1.1589037,1.2546828,0.9230627,1.0216725,1.1759092,1.1578206,1.331067,0.9933554,0.9426686,0.70386934,0.22815758,0.84127617,0.58655447,1.0113478,0.41726512,0.8522298,0.97974163,1.1760309,1.2905385,0.9893998,1.1057951,0.72036207,1.2187412,0.58151364,0.9649119,1.0808752,1.3078473,0.9047961,0.8980241,1.1183627,0.5395484,1.1547663,1.0014446,1.2647481,1.1595587,1.2406546,1.1206496,0.59919125,1.0690889,1.258857,1.2997156,1.1160349,1.1620826,1.1479146,1.1005776,1.1517359,0.67962086,1.178749,1.2247018,1.0627306,1.2038013,1.2163584,1.0953605,1.3387882,1.2330562,0.950149,1.0271767,1.2933538,0.49118674,1.3781493,0.76524407,1.1721736,0.7234303,1.1209596,1.2533982,0.81817555,1.2370538,1.0914617,1.1886272,1.190392,0.86736095,0.9308644,0.7380298,1.1299626,1.286752,0.85384023,1.1765589,0.9333282,1.3153672,1.3123007,1.0807983,0.9840895,0.9654136,0.8336671,1.1337442,1.0233482,0.63822925,0.84123176,0.5898249,0.85678124,1.1651949,0.9362818,0.9726215,0.70022947,1.2570968,0.9518512,0.6204367,0.9133601,0.90955305,1.3224765,0.9741706,1.2950624,0.7195276,0.92547905,1.0426295,0.9890184,0.9894352,1.1736811,1.0339504,0.5021012,0.70712703,1.1277096,0.9515171,1.2524228,1.2627001,1.0768428,0.0,1.1258229,1.1284444,1.2357262,0.8185991,0.6723931,0.99031,1.0781392,0.9942572,1.0453857,1.2599945
toe,1.2999648,0.87477565,0.5765964,0.6017981,0.99401194,0.86766565,1.0290695,0.98037565,1.2410797,1.4142148,1.4204521,0.7495114,1.3397362,1.281091,1.0385545,1.340682,1.2604905,1.2074753,0.80633837,1.1049367,1.3713553,0.9890162,0.97100496,1.1925716,0.90718126,1.160239,0.75479984,1.2232518,1.1638559,0.95001704,0.8613613,1.33904,1.0889642,1.002046,0.9903969,1.299324,0.7062341,0.6728738,1.4304218,0.9988624,1.3157678,1.0755222,1.3375142,1.2015258,1.1577219,0.34066093,0.6732012,1.0226499,0.73987967,0.86610484,0.16407746,1.2013929,0.75141084,1.1545341,0.43678606,0.9793197,1.0159515,1.1765931,0.46687233,0.92646885,1.1177963,0.4375792,0.9485368,0.51334345,0.55445254,0.9759813,1.190236,1.1340883,1.1863625,0.80814797,1.3671998,0.80181396,0.6475257,1.2385198,1.2383494,1.133805,1.0105702,1.3259475,0.65300894,1.0247629,0.4856935,0.9185823,0.3236624,0.58993423,0.9388195,1.2840302,1.1134949,1.166076,1.0642663,1.2322679,0.62922335,0.4448877,0.9854233,1.2164214,0.88715947,1.16735,1.0201672,1.2233847,1.0410398,0.62900424,1.1402906,1.2514433,1.1384838,1.3980672,0.9964858,1.0678568,0.9265436,1.1826293,1.1191585,0.8312962,0.96632385,0.8408704,1.1352661,1.3907042,1.3556333,0.34845567,1.2518052,0.66907173,1.1278104,0.85492283,0.7820616,0.51086676,1.3008789,1.0077006,1.397857,1.1258229,0.0,0.3652826,0.7618091,1.0894986,1.0961539,1.4038903,1.291336,1.0247296,0.48386717,1.2418416
tooth,1.2771753,1.0127923,0.44572163,0.64242595,1.2617921,0.8406936,1.058207,0.921582,1.2913637,1.2547581,1.3755869,0.45488358,1.2704586,1.2270541,1.0055212,1.3325183,1.2167876,1.2041585,0.71660113,1.076639,1.4292605,0.91496086,0.9913834,1.2809266,0.9269713,1.0014824,0.77996993,1.0925735,1.1691351,1.0666151,0.79289305,1.2376599,1.1415234,1.0862958,1.0649828,1.3245696,0.69043887,0.326061,1.3757638,0.9615929,1.3115977,1.281914,1.2779956,1.2121136,1.2831762,0.3372332,0.6647744,1.0280313,0.63728964,1.0052034,0.4368316,1.125562,0.45384002,1.0524163,0.28472638,0.88383865,0.98258805,1.2350441,0.4439602,1.214731,1.0192403,0.32845163,1.028524,0.9856147,0.5226258,1.0502694,1.1550539,1.1823205,1.255623,0.6810208,1.3703567,0.7302663,0.39682174,1.2844121,1.1995673,1.3329372,1.0390724,1.3144376,0.71072066,1.2308025,0.22836965,0.9620284,0.38222623,0.82213104,0.8625378,1.2587051,1.0626208,1.269627,1.1594175,1.292145,0.3042351,0.31262589,0.92929137,1.240248,1.0936635,1.135354,0.9302479,1.1234763,1.0839568,0.4903419,1.2923601,1.3969381,1.1604855,1.3364079,1.0262872,1.1542416,0.9705812,1.1932975,1.1695487,1.1409309,1.092178,0.87805104,1.084217,1.265121,1.2703974,0.4099033,1.1794077,0.79922235,1.1979558,0.73463756,0.77371675,0.39149165,1.338998,1.081743,1.3370135,1.1284444,0.3652826,0.0,0.8203447,1.1642668,1.1303129,1.3907079,1.1664298,1.0017405,0.17292076,1.154579
toothbrush,1.0772933,1.0124334,1.0806036,0.86037236,0.80304575,1.1432779,1.2038687,0.90853906,1.276215,1.0508403,1.0552123,1.0229001,1.0891625,1.0969967,1.102491,0.9297165,1.0735034,1.003222,0.9899318,1.3181263,1.1626728,1.2204032,0.5798346,1.2410368,0.9849663,1.1670687,0.7447862,1.1351826,1.0161427,0.8246161,1.1915807,1.1191782,1.1588545,0.77400565,1.0665531,1.0146443,0.72102475,0.96747154,1.1005839,1.1758049,1.132054,1.1248482,1.0180354,0.9038497,1.0439131,0.7809882,1.155262,1.0502253,0.74052125,0.97095376,0.6696227,0.9727434,0.8656231,1.0656552,0.93953925,0.9334206,1.0304123,0.8998492,0.8420018,0.8229171,1.087463,0.7286408,0.8723942,0.6860782,1.0547153,1.1518438,0.9140285,1.2020864,0.79984736,0.845063,0.8792437,1.0375471,1.0616893,0.99158573,1.0450431,0.8475373,0.5485407,1.0932331,0.69923156,1.1224502,1.0456325,1.0989759,0.6851656,0.8202193,1.0508794,1.0685025,1.138124,0.9055456,0.8564594,0.97908956,0.7888525,0.6469408,0.894736,1.0733347,0.9695536,1.2208055,1.0499573,1.224877,1.228814,0.9253138,1.084308,1.1123797,1.1977459,0.9936658,1.1362488,1.2116363,1.0118115,0.7793038,0.9729117,1.0109804,0.79729104,0.80884564,1.1884185,1.1217297,1.0464674,0.92033094,1.1017965,0.936391,1.2110105,0.9498013,0.8173129,0.9164602,0.93446374,0.9354279,1.0917146,1.2357262,0.7618091,0.8203447,0.0,1.1336405,1.1458418,1.0580826,1.1783363,0.7518624,0.93560797,1.0783532
towel,1.1650511,0.8967521,0.97468686,1.1490021,1.226529,1.0289546,0.89269793,0.8836142,0.6889437,1.2722871,1.2002655,0.81533176,1.0049225,1.0639181,0.753448,1.1103282,1.1359313,0.81322336,0.8468061,0.67143744,0.88402396,0.6133161,0.9271995,0.6418619,0.76271147,0.9372972,1.1975735,1.1594949,0.9489777,1.0442418,0.92335284,1.2513795,0.84166336,1.1732545,0.9675628,1.1528354,1.0407138,0.9304829,1.063777,0.7317132,0.9727063,0.65892994,1.3273787,1.1259758,1.1344378,1.0605075,0.95287645,1.0554731,1.2613902,1.3717381,1.1895789,1.1435206,0.9169638,0.7804313,1.0191143,0.6026664,0.90533155,1.3664377,1.0788821,0.62740314,1.2119105,1.1926186,1.374769,1.1920726,0.9094578,0.87927824,1.2556099,0.85403883,1.2118924,0.6907583,1.0764563,0.8248708,1.0947998,1.1515015,1.1430942,1.1678642,1.0257677,0.9978278,1.2587103,0.73874724,1.0325371,0.14773619,1.0424576,1.1696543,1.1305964,1.1380461,0.8236383,1.1454494,1.3005385,0.99801177,0.9261606,0.90158474,1.0398077,1.0770397,0.6022429,0.647268,0.6394913,0.76003104,0.8852458,1.1036956,0.9724451,0.52905023,0.59677124,1.3451518,0.7952671,0.8731636,0.71558523,0.8436383,1.3786374,0.5974668,1.1744535,0.64697385,1.1137102,1.2574964,1.2341372,0.75541687,1.0699279,0.9948161,0.8959144,0.5904335,1.0272868,0.96098155,0.9335141,1.3845302,1.1408261,0.8185991,1.0894986,1.1642668,1.1336405,0.0,0.79511666,1.2817268,1.1150379,0.8416982,0.96845716,1.187074
toy,0.93760526,1.1052985,0.76324326,0.9869748,1.3046417,0.73750734,0.7074137,0.71987593,0.689041,1.3048017,1.2900481,0.9934857,1.0429965,1.0110182,1.0776486,1.3205056,0.9683984,0.7514589,0.8122326,0.6808573,0.7945448,0.86840963,0.9986025,0.68471044,0.99149704,1.0706656,0.8241264,1.3538198,1.2002457,1.0640895,0.8122871,1.3124851,0.6572053,1.0837175,1.0363415,1.2665762,0.8831584,0.90385616,1.1169907,0.6737908,1.0975355,0.6408443,1.3414333,1.0478069,1.2158357,1.0760474,0.6982681,1.2894802,1.1933833,1.1802315,1.063628,1.090794,1.0310658,0.9782058,1.1023555,0.9152797,0.7263889,1.2017615,1.0872371,0.96369314,1.2760243,0.79000026,1.3090317,1.1391282,1.0120159,0.88700664,1.3717138,0.6748854,1.3190979,0.9377109,1.2146925,0.8974461,1.0627487,0.95610094,0.5507999,0.98117864,1.0937052,1.1114311,1.1413412,1.0029407,0.886433,0.8163288,1.1372199,1.101202,0.7375179,1.2881249,0.88901836,1.2794936,1.3862472,0.89344126,1.0224892,1.0183473,0.7100258,1.0323721,1.125486,0.9075664,0.81086373,0.8959281,0.8699151,1.1499572,0.54961723,0.85934716,0.6538888,1.3583624,0.8009627,0.59927475,0.91978115,0.57855177,1.3892076,0.7786602,1.2804954,0.8201941,1.1067957,1.2290463,0.97318727,0.8771317,1.2315543,1.1026965,0.53640085,0.8679093,1.1621811,0.8943802,1.1301951,1.2638459,1.072225,0.6723931,1.0961539,1.1303129,1.1458418,0.79511666,0.0,1.005228,1.1592691,1.0197302,0.9946587,1.3163116
tray,0.71082777,1.1779627,1.4517589,1.1082929,0.6306331,1.0537441,0.95735824,0.91909957,0.9345014,0.4735173,0.51844406,1.4909608,0.82224786,0.891853,1.101009,0.62244874,0.70039713,0.9486121,1.449624,0.99140704,0.8291024,1.2178427,1.318138,0.9708084,1.3507888,1.1868426,1.0469424,0.8950784,0.9254455,1.0744492,1.3039184,0.71827155,1.1370015,0.69586605,0.9655163,0.62565017,1.1530114,1.4349331,0.7333234,1.2581424,0.7983349,1.0592358,0.70863765,0.73615706,0.8467919,1.5066841,1.27335,1.068376,1.0934279,0.7842356,1.2301947,0.8641153,1.2969196,1.0828298,1.3955421,1.268586,1.125615,0.61087507,1.4009501,1.0249391,0.72638965,1.2743042,0.85350096,0.7520354,1.4966736,1.2018956,0.76797646,0.9955972,0.6961258,1.454344,0.8184257,1.4649079,1.2927338,0.7833034,0.61466515,0.6217377,1.2364602,0.85899115,0.9954874,0.8332881,1.489255,1.4218572,1.420235,1.1016127,0.86770713,0.780233,1.193665,0.763175,0.77275926,0.71090883,1.4567516,1.4626057,0.8271477,0.8950653,1.2202108,0.9801085,1.3895092,0.7141974,1.175772,1.2840128,0.88920856,1.0882856,1.0833154,0.5468912,1.2673069,0.8522474,1.2373129,0.92596686,0.71277237,1.1687595,0.938406,1.4473494,0.87032366,0.17988741,0.52676696,1.5960615,0.7671659,1.1744359,0.8512819,1.4054041,1.2352813,1.4849228,0.9045377,0.74454135,0.53423816,0.99031,1.4038903,1.3907079,1.0580826,1.2817268,1.005228,0.0,0.822668,1.4042823,1.5057094,0.9388242
tree,0.8207335,1.1042709,1.2466972,1.2188816,0.8697326,0.9880434,1.0039885,1.114394,0.9845303,0.7218397,0.63971806,1.1633897,0.82154423,0.8784403,1.0302002,0.78223807,0.8177198,0.96353155,1.2145115,1.1113875,0.8696724,1.1273748,1.1021131,1.0504334,1.2171758,0.92578274,1.1895952,0.7945552,1.0947294,1.1024482,1.1442454,0.7681325,1.160002,1.059755,1.0215791,0.6974798,1.2502346,1.1187404,0.7285818,1.1776896,0.79213154,1.0334479,0.7503873,0.9689674,0.8281556,1.257522,1.235385,0.9175183,1.0290638,0.8151487,1.267181,0.9618423,1.1616789,0.90696967,1.1880982,1.2002566,1.0914524,0.85488594,1.2377146,1.1165687,0.812961,1.206955,0.81897163,1.0925442,1.2611016,1.124909,0.81444913,1.0242727,0.841496,1.2636057,0.784758,1.1599457,1.1111116,0.9545141,1.0275393,0.9146753,1.0711517,0.7935283,1.048533,0.9744884,1.2056358,1.2545931,1.3662202,1.1377603,1.1198252,0.83782876,1.0162791,0.80090916,0.93425816,0.87483567,1.1957803,1.2725453,1.0913929,0.92487705,1.152452,1.0143008,0.9583524,1.0695808,1.1075099,1.0912534,1.0340403,1.0388916,1.1013587,0.66224146,1.2076597,1.1511983,1.11384,1.1395955,0.7658895,1.1982051,0.9677918,1.310061,0.9258665,0.82821995,0.795758,1.3776407,0.72511405,1.2187994,1.1143899,1.2524624,1.0350802,1.2383466,0.9077902,0.78983986,0.830377,1.0781392,1.291336,1.1664298,1.1783363,1.1150379,1.1592691,0.822668,0.0,1.0833628,1.2258244,0.56103563
vacuum,1.342983,1.009529,0.81904066,1.1609871,1.2030128,1.0219948,0.9703272,1.0191989,0.96348524,1.092501,1.2184103,0.64913476,0.9163107,1.168345,1.1697723,1.2158324,1.094762,0.9317796,0.49910456,0.9440718,0.92975557,0.90155524,0.1859684,0.8832522,0.44375312,0.6307301,1.1554048,1.177275,0.8113662,1.0740242,0.77512884,0.96258414,0.596403,1.1670669,1.1678257,1.2310649,1.1046258,0.735061,1.0144864,0.70648474,1.2148776,1.0281931,0.87572473,0.94224155,1.077866,0.7503545,0.99556553,1.0119039,1.1626104,1.3105125,1.1444143,1.0607264,1.0912342,0.90042233,1.0453128,0.61476916,1.1587745,1.2391684,0.95730305,1.1985412,1.2547091,1.162538,1.2707605,1.3142052,0.83216727,1.0072678,1.1389657,0.8773948,1.1989055,0.45626056,0.7397177,0.63562584,1.0206642,1.2284548,1.2755291,1.2917824,0.26216257,0.9379397,1.294406,1.1436887,0.846812,0.7605625,0.9235143,1.2209485,1.1955743,0.8334799,0.89951307,1.1813065,1.1813686,1.223577,0.6499975,0.72824496,1.0892471,1.1780633,0.9368513,0.9834501,0.71380335,1.0536708,0.9894906,1.1366197,1.0694584,0.711941,0.8824177,1.0177081,1.0268201,1.1568907,0.72229815,0.94389975,1.2632356,0.98905665,1.1508334,0.36592054,1.0352274,1.2923574,1.1152297,0.82024175,1.0748479,1.115158,1.1669979,0.60101545,0.8584665,0.81407225,0.9262558,1.2890129,1.1407962,0.9942572,1.0247296,1.0017405,0.7518624,0.8416982,1.0197302,1.4042823,1.0833628,0.0,0.89116395,0.84095776
watch,1.33799,0.96560687,0.32888198,0.72235215,1.3783567,0.83216035,1.0350757,0.92179596,1.2311347,1.4200616,1.5093108,0.25060403,1.324946,1.2512927,0.91202855,1.449996,1.2797437,1.1141912,0.57028115,0.93487084,1.3827894,0.7672183,0.9606905,1.1596723,0.7586634,0.86978436,0.81710386,1.135912,1.0889909,1.0360904,0.6751239,1.341011,1.0222927,1.2168016,1.1303381,1.4252857,0.73154855,0.23197585,1.4398025,0.7905761,1.3476607,1.1809839,1.3942685,1.2538025,1.3326576,0.353473,0.61556697,1.0499846,0.7279843,1.1381252,0.5661873,1.183916,0.42908144,0.95146954,0.29579705,0.7027701,0.9116421,1.3081143,0.4125632,1.1358621,1.1313453,0.41625965,1.0995337,1.1149342,0.32038796,0.99245405,1.2618704,1.0708308,1.3775234,0.49196243,1.4312892,0.5684798,0.35503197,1.3177892,1.2044477,1.4082233,1.0545303,1.2606628,0.90489954,1.2016528,0.17858648,0.7523651,0.38219202,0.87535435,0.8564092,1.3076248,0.91271365,1.4014133,1.2821007,1.3777077,0.22658193,0.24249297,0.98937887,1.2737172,0.9931594,1.0381799,0.7223729,1.0348775,1.0172794,0.5324316,1.2700971,1.2003145,0.9640811,1.473803,0.92120266,1.1441191,0.8476858,1.090328,1.3065639,1.0376818,1.2196517,0.7142924,1.1817391,1.3695084,1.4223185,0.2550007,1.296855,0.75984836,1.1661196,0.5075263,0.85366213,0.31802595,1.2336082,1.2522849,1.400065,1.0453857,0.48386717,0.17292076,0.93560797,0.96845716,0.9946587,1.5057094,1.2258244,0.89116395,0.0,1.2155712
