,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jeans,0.7973254,0.9101591,1.4997069,1.1363568,0.54063016,1.3209177,1.3559551,1.281023,1.3327479,0.60893255,0.33877015,1.417253,0.77210915,0.8065057,0.8996068,0.15458536,0.82356757,1.1958879,1.5525302,1.5600381,1.0957514,1.5127356,1.1171519,1.3452001,1.1589129,1.1074839,0.9754496,0.66434145,0.8860459,0.89167434,1.4541203,0.6324307,1.4387794,0.7072071,0.91238624,0.33002073,1.1745135,1.4331541,0.7307987,1.5755756,0.7354467,1.148625,0.5964258,0.8249756,0.5165925,1.2621948,1.4675602,0.92481077,0.78732467,0.7070302,1.0586654,0.80452865,1.2494694,1.1503863,1.2231565,1.5510168,1.1425111,0.69564486,1.2393782,0.7274989,0.6922665,1.1978774,0.5812815,0.7589177,1.2550136,1.1884325,0.23396069,1.391932,0.0,1.5227005,0.6797299,1.5484474,1.2190185,0.8668075,1.0224067,0.5267194,1.013709,0.7318094,0.81276363,1.1178143,1.460316,1.389543,1.1767651,0.8823693,1.1583636,0.63122094,1.2558246,0.2567922,0.1837582,0.9202311,1.4328907,1.4399906,1.0855447,0.73403853,0.79258585,1.3842487,1.4210227,1.4113603,1.2910475,1.0318861,1.0142894,0.8914546,1.3127642,0.5339061,1.3778062,1.266822,1.2740049,1.091964,0.30557215,0.9686335,0.32833827,1.4999311,1.0336654,0.7304809,0.6889355,1.2891128,0.76037127,0.925862,1.3232481,1.5660238,1.1947554,1.4303592,0.59440935,0.42650425,0.75981086,1.3781493,1.1863625,1.255623,0.79984736,1.2118924,1.3190979,0.6961258,0.841496,1.1989055,1.3775234,0.80750895
knife,1.4342988,1.1146204,0.4115916,0.9645493,1.3829564,0.9471756,0.9627445,0.714904,0.95979047,1.3186882,1.5478435,0.27335352,1.0975866,1.2844352,1.0084187,1.5363812,1.1676456,0.8478635,0.37260437,0.64652133,1.1494286,0.52389604,0.64897484,0.848892,0.6220197,0.6918437,1.0744039,1.3568492,0.9363326,1.147305,0.65968215,1.331115,0.6600121,1.2006336,1.2159302,1.5241024,0.81858027,0.41935098,1.3224871,0.5412525,1.3898079,1.1003966,1.3827785,1.1129982,1.3960528,0.6511762,0.65207887,1.0794138,1.1416844,1.4347427,0.84151304,1.1258285,0.7719224,0.9636699,0.7487715,0.16388035,1.0598726,1.434441,0.66229844,1.1989719,1.2812219,0.859352,1.4366457,1.2488874,0.5770941,0.9505337,1.3832273,0.8097973,1.5227005,0.0,1.2174637,0.3744644,0.8217199,1.3539033,1.2200971,1.4898504,0.7868506,1.2155936,1.2034206,1.0902545,0.49430925,0.42784232,0.59746766,1.2808435,1.0260428,1.212071,0.7963598,1.4896142,1.4171073,1.2645502,0.27439153,0.30995125,0.8551256,1.3027005,0.95082563,0.7517232,0.5746097,0.71248317,0.8939164,0.96816057,1.2297065,0.9233973,0.7435311,1.4329515,0.86191535,1.0478983,0.600812,0.7790598,1.5188179,0.9556838,1.3654196,0.19054472,1.0886593,1.3313937,1.3057812,0.4972304,1.2852135,0.941925,1.0460566,0.10325289,0.83915854,0.46830118,1.2336205,1.4416952,1.3419466,0.76524407,0.80814797,0.6810208,0.845063,0.6907583,0.9377109,1.454344,1.2636057,0.45626056,0.49196243,1.2158289
ladder,0.8886888,0.9820727,1.4941409,1.2701899,0.7191601,1.3228526,1.1861421,1.2097412,0.868374,0.67332375,0.44841003,1.3463314,0.54999727,0.8795391,1.1533477,0.62810886,0.7397517,0.9047214,1.2031198,1.2346733,0.6279933,1.270726,0.8282709,0.9793103,0.90243655,0.910537,1.1218653,0.86992633,0.5450419,0.988304,1.2496575,0.55114603,1.0608848,0.92561924,1.1389316,0.54791456,1.2938113,1.3452916,0.3238731,1.1727341,0.7733019,1.0160608,0.51302326,0.783356,0.6709296,1.2582374,1.4912474,1.0037217,1.0848105,0.9292021,1.3494984,0.78027016,1.259403,0.8584759,1.333868,1.2152653,1.2270939,0.8221187,1.333224,0.9501947,1.0112779,1.3537784,0.891814,1.0510404,1.3681598,1.1550792,0.76282984,1.1132706,0.6797299,1.2174637,0.0,1.2740163,1.275209,0.8946144,1.1234754,0.75528294,0.70595926,0.6925447,1.1426291,1.0563644,1.4381024,1.1803104,1.3288791,1.0725776,1.2544757,0.656839,1.1135591,0.6834529,0.730188,0.9215549,1.3173776,1.3763111,1.2220341,0.9039383,0.9575431,1.1436781,1.1337788,1.2204467,1.2338953,1.2550641,0.9436709,0.7295406,1.0878484,0.47891343,1.2826035,1.2295539,1.0555948,1.0076226,0.7483744,1.0963365,0.7907144,1.1583691,0.9356136,0.8680052,0.6307336,1.4179868,0.8072426,1.1472595,1.2517138,1.3014146,1.1840965,1.3497202,0.62430036,0.8451544,0.6210643,1.1721736,1.3671998,1.3703567,0.8792437,1.0764563,1.2146925,0.8184257,0.784758,0.7397177,1.4312892,0.5282601
lamp,1.3570544,1.085583,0.43606704,0.9410354,1.403737,0.7195572,0.6513091,0.8202218,0.94163775,1.3422841,1.5407927,0.47828126,1.1571668,1.3108996,1.053012,1.5988364,1.2040536,1.0171952,0.3459139,0.63970625,1.162651,0.5748466,0.79335403,0.8075108,0.7837304,0.82619596,1.1231445,1.3079274,0.9781315,1.0991073,0.59632736,1.311968,0.6171856,1.3071011,0.97619534,1.5096833,0.90613556,0.4194882,1.3145792,0.50866127,1.3755223,0.98664784,1.3057599,1.2843008,1.3276916,0.637854,0.51110446,1.0827906,1.1658084,1.309412,0.9359019,1.2250725,0.7919816,0.9362233,0.7493407,0.43374276,1.0014882,1.3415067,0.6515024,1.28787,1.3050041,0.9121057,1.360426,1.2954822,0.58816296,0.8696314,1.3907835,0.75241053,1.5484474,0.3744644,1.2740163,0.0,0.8012494,1.2301898,1.1099925,1.5048462,0.94582474,1.287168,1.2251167,1.0298984,0.4854746,0.61553276,0.6960474,1.0739307,0.8998477,1.3351953,0.91634136,1.4266143,1.3911977,1.2641555,0.46015632,0.50297296,1.0080767,1.2826481,1.046901,0.7875456,0.57087785,0.7745494,0.8333338,0.9902993,1.1595567,1.070143,0.800238,1.3999563,0.7059863,0.9419154,0.813524,0.95414925,1.4506744,1.0389028,1.310873,0.39259613,1.0118707,1.374711,1.325666,0.60948783,1.2836242,0.9329403,0.85997933,0.36762774,0.70103407,0.55261946,1.333813,1.4207408,1.3690788,0.7234303,0.80181396,0.7302663,1.0375471,0.8248708,0.8974461,1.4649079,1.1599457,0.63562584,0.5684798,1.0762494
leg,1.115467,1.0466683,0.6188562,0.8476663,1.2583096,0.9175328,1.1269187,1.0675608,1.2212284,1.1984891,1.2804334,0.50689715,1.1438837,1.1610048,0.84568834,1.2624377,1.1904893,1.0994428,0.779235,1.0566844,1.2501596,0.892751,1.0618767,1.1883352,0.8993952,1.011465,0.84453607,0.97747165,1.033138,0.9508389,0.7685107,1.1694572,1.0989115,1.1014161,1.0618856,1.2144581,0.831985,0.44444633,1.264228,0.9434424,1.1555047,1.1197463,1.1700804,1.1713216,1.2161956,0.4691503,0.74333966,1.0636852,0.7265291,1.0516372,0.7361671,1.0706139,0.5041811,0.97502846,0.25680995,0.955995,0.8482429,1.24377,0.6538186,1.152988,0.9755346,0.6306247,1.0395204,1.1009054,0.62804985,0.90860885,1.1706588,1.0817285,1.2190185,0.8217199,1.275209,0.8012494,0.0,1.1106374,1.1524817,1.2845219,1.1176904,1.1843228,0.9959084,1.1548492,0.43118572,0.9900722,0.65145564,0.94748384,0.8678799,1.1752167,0.98978996,1.2935369,1.1603603,1.2073412,0.45733452,0.5178319,1.0962776,1.121132,1.1128281,1.0690072,0.877346,1.0832098,1.0081062,0.62914985,1.21865,1.1919892,1.0343727,1.2516742,0.9273276,1.2024407,1.0107286,1.1434884,1.1797112,1.0942872,1.1905999,0.95502096,1.0983995,1.2216381,1.2741525,0.5978967,1.1147127,0.8503895,1.1836063,0.8289526,0.7754499,0.60157454,1.225665,1.1603463,1.1580894,1.1209596,0.6475257,0.39682174,1.0616893,1.0947998,1.0627487,1.2927338,1.1111116,1.0206642,0.35503197,1.0899256
meat,0.40537298,1.0750763,1.29455,1.1151978,0.8834917,1.183162,1.1301105,1.1255634,1.0291401,0.9246685,0.8486572,1.3457198,1.0158508,0.6300246,1.0301936,0.8500538,1.0107919,0.78069174,1.261112,1.2544714,0.8427813,1.2011774,1.15488,1.1656418,1.321395,1.216673,0.8877299,0.9293196,1.1220194,0.7095799,1.2389354,0.987462,1.2217844,1.0196562,1.0280056,0.8581952,0.9652078,1.2795215,0.8132624,1.1996264,0.72392285,0.7901137,0.9231273,0.9743189,0.7982707,1.269782,1.1994529,1.0568372,0.96230376,0.80444103,1.1691482,0.854694,0.9422235,0.8786721,1.1724073,1.283072,0.54363346,0.89724374,1.2435144,0.8986616,1.0214037,1.043759,0.83518606,0.9294262,1.3001475,0.6906799,0.9535481,1.1539955,0.8668075,1.3539033,0.8946144,1.2301898,1.1106374,0.0,0.87346804,0.7373024,1.0775627,0.9279047,1.025362,0.97154874,1.2871459,1.2694879,1.2814895,0.96610636,1.0056821,0.9892768,0.8951703,0.8246639,0.8917252,0.6081239,1.3122823,1.3189138,1.0838362,0.6265472,1.1784226,1.0936319,1.0950243,1.1290303,0.83262444,1.1393936,0.7553868,1.0494685,1.1637713,0.8483124,0.59070957,1.008452,1.0844619,0.93398774,0.83244866,1.1209034,0.91676164,1.3069973,1.09879,0.92273605,0.93806297,1.3479143,0.93682516,1.0728673,0.9988673,1.3452572,1.072479,1.1302309,0.9292828,0.8865621,0.8719758,1.2533982,1.2385198,1.2844121,0.99158573,1.1515015,0.95610094,0.7833034,0.9545141,1.2284548,1.3177892,0.96748763
melon,0.751408,1.1773293,0.9686954,1.0022782,0.96728903,0.84018064,0.80152524,0.5673643,0.8013894,0.9346012,0.99502534,1.2284975,1.0360483,1.0344166,1.077899,1.0570828,0.8892523,1.0163367,1.0221988,0.8167937,0.9748515,0.98634183,1.1654731,0.8928136,1.293247,1.1559415,0.7834969,1.1334478,1.1856744,0.98137945,1.1247407,1.0414218,0.95461684,0.941905,0.9654686,1.0560851,0.8560358,1.092936,0.94624215,0.80777776,1.001943,0.95960736,1.0563862,1.1251819,1.093111,1.2716261,0.8308996,1.1744776,1.0686502,0.9379685,1.0867982,0.99759424,1.1227033,0.9624316,1.1872554,1.117618,0.9216193,0.73845184,1.213022,1.0001738,1.060888,0.95878404,1.0450215,0.97771966,1.2506809,1.1011083,1.0319018,0.8695573,1.0224067,1.2200971,1.1234754,1.1099925,1.1524817,0.87346804,0.0,0.73450434,1.1833148,1.0892287,1.1147723,0.9270381,1.1055915,1.1650443,1.2205447,1.0693817,0.54030174,1.1601874,1.0675904,1.0746905,1.0808483,0.9119945,1.2360754,1.239054,0.4305569,0.99860305,1.3299284,0.9357565,1.0650585,0.82796335,1.1273485,1.1443112,0.66779923,1.1584914,1.0997941,0.9928995,1.0586323,0.6543924,1.2012943,0.7489567,1.0383642,1.1174293,1.0938306,1.1280793,1.0293736,0.8193704,0.7985605,1.2882673,1.1174158,1.1061791,0.54176193,1.1462059,1.1472199,1.1328316,1.0586363,0.96053547,0.8075608,0.81817555,1.2383494,1.1995673,1.0450431,1.1430942,0.5507999,0.61466515,1.0275393,1.2755291,1.2044477,1.1481831
mitten,0.7067247,0.85849905,1.3831193,1.1654584,0.43344438,1.1427814,1.1217511,1.0036843,1.132078,0.82932216,0.5430537,1.5409765,0.9707652,0.80161446,0.8991488,0.5550754,0.89242303,1.0973235,1.4114581,1.3442302,0.9493958,1.4300321,1.2383356,1.1789224,1.2953804,1.2303278,0.882026,0.76509476,1.0192517,0.88064057,1.4243188,0.874788,1.281145,0.797161,0.97153634,0.53577405,1.0975082,1.4790522,0.7686402,1.3752776,0.6457047,0.93402267,0.7641416,0.90551096,0.6502532,1.328453,1.333982,1.0158466,0.89278704,0.62482387,1.0415446,0.7114188,1.1390435,0.8837421,1.2961004,1.5328139,0.9544959,0.48836553,1.2843881,0.5050109,0.9264611,0.98673755,0.5642671,0.5577822,1.2589185,1.1521577,0.73313844,1.2394998,0.5267194,1.4898504,0.75528294,1.5048462,1.2845219,0.7373024,0.73450434,0.0,1.1249938,0.78290945,0.88383824,0.9114416,1.4486043,1.3157606,1.2501101,0.7771479,1.0272485,0.858535,1.1767535,0.60418046,0.631749,0.7749704,1.5040405,1.4785382,0.90376705,0.7826657,0.93681306,1.295904,1.262151,1.3234372,1.2424271,1.1436011,0.7297957,0.885073,1.1550494,0.70211494,1.2493896,1.0191387,1.2024506,0.95797724,0.61020684,0.8570723,0.6450172,1.3764429,1.1511621,0.8072267,0.81481117,1.2398614,0.95990765,1.1452293,1.0808804,1.5236056,1.2497877,1.3499463,0.5838752,0.65471756,0.73255676,1.2370538,1.133805,1.3329372,0.8475373,1.1678642,0.98117864,0.6217377,0.9146753,1.2917824,1.4082233,0.9572448
mop,1.1694272,0.95269436,1.1074282,1.0793196,1.0699989,1.0732177,1.0456953,1.0445893,1.0500603,0.9662692,1.1423897,0.9558433,0.90089774,1.066661,1.184833,1.0660639,1.0181093,0.95463496,0.844756,1.1066505,0.9411909,1.1306657,0.07237482,0.9809232,0.61928624,0.84333503,0.9623064,1.1549904,0.91068625,0.9030265,0.93206125,0.9601104,0.84049946,1.003959,1.0365564,1.1591843,0.96785146,0.9960933,1.0033959,0.9549978,1.1621263,1.0579609,0.82320833,0.72819525,1.1018318,0.9147325,1.1399813,0.99620706,0.98902845,1.2136025,1.0319259,1.0293031,1.0525779,0.98675,1.0789322,0.89368284,1.0596302,1.106497,1.0531511,1.1317167,1.1595907,1.0744365,1.1468828,1.1204054,1.0446029,1.0221604,1.057376,1.0039309,1.013709,0.7868506,0.70595926,0.94582474,1.1176904,1.0775627,1.1833148,1.1249938,0.0,0.97864085,1.0950994,1.1378682,1.0820365,0.99235475,0.958338,1.093223,1.1535308,0.8181112,0.97375274,1.1026269,1.05014,1.0553614,0.83865803,0.83847785,1.0372763,1.071826,0.98112386,1.1300149,0.9372234,1.1592616,1.0240276,1.0122263,1.021599,0.92648685,1.0437046,0.9696487,1.0290439,1.1034148,0.87450385,0.97675616,1.1166121,1.016358,1.023035,0.6262814,1.0200417,1.1612742,1.0090649,0.9857527,0.9511434,1.037324,1.110611,0.91183794,0.83381516,1.0106916,0.9107762,1.1245093,1.0881193,1.0914617,1.0105702,1.0390724,0.5485407,1.0257677,1.0937052,1.2364602,1.0711517,0.26216257,1.0545303,0.81647754
motorcycle,0.8950548,0.81351924,1.3477032,1.2593489,0.7794775,1.1242982,1.134225,1.2732272,0.95052594,0.78189945,0.6308706,1.1664855,0.86832273,0.85540116,0.9574365,0.6940962,0.8596027,0.96379334,1.2949018,1.1743653,0.85066795,1.265281,1.019515,1.0547214,1.0023339,0.55692476,1.1633172,0.7192015,0.8694112,1.0160198,1.1812824,0.7768794,1.0939796,1.0236968,1.0160826,0.62024605,1.379246,1.3151796,0.7227739,1.205286,0.74918836,0.9855751,0.76419,0.8293278,0.78574693,1.3169175,1.4009621,0.8880413,1.0708488,0.87071794,1.3284667,0.8279457,1.2403578,0.8455672,1.2694755,1.1855289,1.0834876,0.72364324,1.2515792,0.85269576,0.8631893,1.3389862,0.8060311,1.0278481,1.1787506,1.0757104,0.82685584,1.0949032,0.7318094,1.2155936,0.6925447,1.287168,1.1843228,0.9279047,1.0892287,0.78290945,0.97864085,0.0,1.0424097,1.0786843,1.3466593,1.1925862,1.3279557,1.0265921,1.2255102,0.6776488,1.0056186,0.8170879,0.79786766,0.9756309,1.3066424,1.3772137,1.2500196,0.80410147,0.9336535,1.1283557,1.0871532,1.0869446,1.1151708,1.187733,0.9077595,0.66807806,0.92137164,0.7215777,1.1961341,1.1908971,1.0079439,0.9525907,0.8074535,0.89322317,0.87507755,1.2406268,0.956197,0.80200446,0.84990215,1.2190354,0.76730883,1.1254412,1.252636,1.2221057,1.2085416,1.3403109,0.2611462,0.8668104,0.76531345,1.1886272,1.3259475,1.3144376,1.0932331,0.9978278,1.1114311,0.85899115,0.7935283,0.9379397,1.2606628,0.8424099
mouth,0.93075866,0.9382742,1.0252331,0.5524446,0.89938486,1.0983996,1.1778167,1.09302,1.290301,1.0543556,0.95896083,1.1528189,1.1591711,0.9778928,0.9336431,0.92678654,1.0156369,1.188702,1.2987056,1.3055481,1.2437075,1.1694211,1.145097,1.3023367,1.2616129,1.2106968,0.72940814,1.0129187,1.2931211,0.96622896,1.1743767,1.0775511,1.2606707,0.86425185,0.972999,0.93502843,0.7972681,1.0974658,1.1565232,1.3348262,0.98330307,1.080511,1.059958,0.9645664,1.0210019,0.8463274,1.0478132,1.0591964,0.6801584,0.5947934,0.6022775,1.0141654,1.013009,1.2660208,0.91885656,1.2128618,0.9632448,0.7442679,0.53938735,0.90663254,0.9295174,0.6563859,0.5546086,0.67623246,0.95844185,1.1113815,0.8299482,1.2757741,0.81276363,1.2034206,1.1426291,1.2251167,0.9959084,1.025362,1.1147723,0.88383824,1.0950994,1.0424097,0.0,1.117343,0.9752571,1.262851,0.7450179,0.53156406,1.013253,1.0729907,1.1754127,0.8863576,0.83912265,1.025629,1.0628557,0.9149435,1.0142769,0.90007424,1.1030307,1.1709018,1.2367758,1.2095871,1.1184814,0.7401968,1.077867,1.2868825,1.183496,0.9299168,1.1005436,1.1006637,1.1336173,1.0872368,0.7891029,0.9653565,0.78381884,1.3186834,1.0939336,1.0435712,0.97231275,0.8657272,1.0872699,0.9741971,1.1252637,1.2123057,1.028894,0.96844566,1.0927391,0.69607085,1.139093,1.190392,0.65300894,0.71072066,0.69923156,1.2587103,1.1413412,0.9954874,1.048533,1.294406,0.90489954,1.1099238
muffin,1.0211347,1.0947214,1.1189296,1.0280247,0.7679067,0.9098043,0.8116181,0.8338478,0.70824945,1.0699384,1.0311822,1.1702619,1.094286,1.078952,1.1036565,1.0469114,0.9921221,0.9738274,1.0041487,0.7974799,0.8222805,0.6472611,1.144467,0.7701783,1.1312759,1.1653847,1.1637465,1.1141716,1.1463802,1.0383103,1.0679842,1.0926614,0.93663484,1.0344265,1.0282192,1.0766332,0.94965017,1.0967916,0.9746501,0.87632775,0.8488887,0.7344618,1.0784806,1.1393508,1.0658612,1.2196141,0.97406185,0.98430485,1.2550976,1.0537165,1.0356011,1.1080232,1.0342513,0.9470473,1.1414869,0.9585492,1.1022469,0.98030347,1.1541729,0.79241097,1.0914373,1.1754559,1.1206824,0.7725771,1.2350471,1.081938,1.1551126,0.8209369,1.1178143,1.0902545,1.0563644,1.0298984,1.1548492,0.97154874,0.9270381,0.9114416,1.1378682,1.0786843,1.117343,0.0,1.1519113,0.85153943,1.1781653,0.98563695,1.011204,1.0868945,1.0052334,1.0415139,1.1744591,0.90042603,1.1983505,1.1016886,0.9748939,1.0510715,0.9085969,0.54413736,0.9884833,0.72242224,0.9900306,1.1958947,0.9358303,0.97858185,0.87074673,0.9850929,0.97356844,0.8373214,0.96239626,1.0961695,1.135583,0.9015317,1.1268636,1.0038221,0.9963504,0.97794056,1.0247511,1.1605059,1.0866692,1.1028252,0.8125399,1.0548589,1.1169031,1.0819697,1.1160386,1.1557745,0.9154023,0.86736095,1.0247629,1.2308025,1.1224502,0.73874724,1.0029407,0.8332881,0.9744884,1.1436887,1.2016528,1.061334
nail,1.3756732,1.1126058,0.13535827,0.76661,1.4516604,0.62134737,0.86781454,0.8688077,1.1829323,1.4377549,1.5394349,0.3004173,1.2966933,1.2805148,1.050327,1.5130736,1.2634383,1.1388141,0.4613996,0.8528975,1.3633163,0.73113143,0.9729158,1.1203738,0.82674366,0.88136476,0.81776565,1.2422557,1.170564,1.0708766,0.5463628,1.3397388,0.8680631,1.2053514,1.1603693,1.4988122,0.6990477,0.18607962,1.4170249,0.70277756,1.3966029,1.1780539,1.390989,1.3404143,1.3432834,0.34218383,0.35537064,1.0718075,0.8039719,1.2236649,0.5656578,1.134056,0.5604744,0.97742796,0.34009218,0.7074351,0.96749777,1.4033253,0.474998,1.3058052,1.1348897,0.4133618,1.2664156,1.198158,0.41141272,0.95738554,1.3187829,0.99664944,1.460316,0.49430925,1.4381024,0.4854746,0.43118572,1.2871459,1.1055915,1.4486043,1.0820365,1.3466593,0.9752571,1.1519113,0.0,0.78553283,0.5160717,0.91885525,0.70952207,1.3709278,0.91845405,1.4245362,1.3468246,1.344339,0.2593577,0.31859404,0.9153342,1.3007576,1.1097713,1.0081931,0.7294493,0.9978103,0.9478841,0.61829245,1.2250077,1.2764051,1.0291319,1.4781685,0.8912917,0.95296186,0.8832753,1.1596041,1.3798665,1.1407406,1.2810133,0.6817917,1.1110953,1.3869573,1.356137,0.3384378,1.2897286,0.83323467,0.98427147,0.5357497,0.7995794,0.20437133,1.4134575,1.3140376,1.3915232,0.9308644,0.4856935,0.22836965,1.0456325,1.0325371,0.886433,1.489255,1.2056358,0.846812,0.17858648,1.2298844
napkin,1.3282685,0.9328841,0.688253,1.0337554,1.3529198,0.94029367,0.8128474,0.7617887,0.78043383,1.3941569,1.3975155,0.6217102,1.138819,1.1746414,0.8342936,1.3052359,1.25749,0.798087,0.60258865,0.57265896,0.9588597,0.4931184,0.8764914,0.64590335,0.6353041,0.85494655,1.1142226,1.2911719,0.89448917,1.0305413,0.7508159,1.3501241,0.76200193,1.2605451,1.0367961,1.3423597,0.9079672,0.7312802,1.2421318,0.5611673,1.1758242,0.78485626,1.426903,1.2055663,1.2260715,0.8732803,0.70394886,1.0925026,1.2095006,1.4653108,1.0058286,1.1567451,0.8459902,0.7673559,0.86539876,0.43049455,0.9787954,1.4504188,0.8667886,0.77364874,1.2844231,1.0084798,1.4609654,1.225694,0.69815266,0.8922028,1.3488195,0.80976194,1.389543,0.42784232,1.1803104,0.61553276,0.9900722,1.2694879,1.1650443,1.3157606,0.99235475,1.1925862,1.262851,0.85153943,0.78553283,0.0,0.7888614,1.1629665,1.0787379,1.2610893,0.78820306,1.2928966,1.354212,1.0643122,0.71669275,0.6601049,0.9278835,1.22959,0.62540126,0.64211637,0.51491165,0.7115557,0.8864256,0.9844595,1.0359946,0.62513363,0.66356677,1.4678738,0.78560555,0.88873905,0.6684786,0.8755229,1.4699084,0.7069553,1.2325974,0.4458872,1.1763843,1.358731,1.390748,0.57925403,1.2240275,0.86403394,0.9048573,0.3604641,0.98016006,0.7474326,1.096111,1.4582963,1.2161977,0.7380298,0.9185823,0.9620284,1.0989759,0.14773619,0.8163288,1.4218572,1.2545931,0.7605625,0.7523651,1.2275703
necklace,1.4082689,0.8750428,0.54124403,0.57981384,1.1044236,0.971579,1.0658923,1.0319028,1.2514067,1.4257784,1.4744582,0.58697283,1.3967526,1.1700759,1.0290785,1.2847407,1.2190769,1.1786431,0.75022805,1.0499902,1.3901565,0.9325251,0.88554406,1.1518347,0.8326397,1.1134223,0.8064418,1.2299517,0.98497444,0.93051887,0.86793286,1.3373102,1.0266243,1.1094731,0.8980031,1.3462665,0.7684651,0.62027806,1.4633349,0.9146777,1.3924308,1.1671803,1.3750049,1.2003586,1.2070065,0.3230586,0.73080254,1.0174304,0.83109903,0.95479876,0.3661883,1.2125592,0.7780791,1.1266885,0.5221275,0.7346996,1.0638405,1.1129341,0.28033143,0.97911435,1.1733776,0.5270007,0.96707344,0.7535565,0.46748555,0.96371937,1.0794915,1.095167,1.1767651,0.59746766,1.3288791,0.6960474,0.65145564,1.2814895,1.2205447,1.2501101,0.958338,1.3279557,0.7450179,1.1781653,0.5160717,0.7888614,0.0,0.7130444,0.9649622,1.3133968,1.0286798,1.1873652,1.0306624,1.3171215,0.5124861,0.33105087,1.0055548,1.261439,0.858972,1.1363896,0.930825,1.1092489,1.048883,0.72300005,1.1320537,1.1764376,1.0346216,1.4199945,0.98618215,1.1308553,0.8757201,0.99969864,1.081389,0.97946095,0.95920366,0.6849301,1.1884665,1.3146968,1.4101562,0.3957566,1.3308961,0.5981691,1.2219656,0.61270034,0.84929496,0.5658778,1.2120513,0.9809983,1.3775904,1.1299626,0.3236624,0.38222623,0.6851656,1.0424576,1.1372199,1.420235,1.3662202,0.9235143,0.38219202,1.3227625
nose,1.0417064,0.8182627,0.9616215,0.6230471,0.8183559,0.8986781,1.0329357,1.1413391,1.28436,1.1849477,0.99498224,1.2084277,1.2746371,1.0992684,0.9527038,0.963279,1.0858666,1.2255259,1.1568543,1.2578255,1.1638517,1.1871254,1.1606722,1.2759448,1.1373987,1.2145331,0.73629415,0.9718235,1.1589682,0.8869917,1.031952,1.0719004,1.1268522,1.0211151,0.74986774,0.91769826,0.8637029,1.1189151,1.1319275,1.2231715,0.9644728,0.9248493,1.0064591,1.021266,0.9315103,0.7713691,0.9866191,0.9895522,0.67381096,0.6334456,0.68311024,0.9920115,0.9871739,0.9581059,0.8637246,1.2958008,0.9933936,0.6565137,0.63438016,0.74490154,1.0520852,0.69001323,0.6990548,0.6273079,0.9246442,1.0983108,1.0439812,1.1805371,0.8823693,1.2808435,1.0725776,1.0739307,0.94748384,0.96610636,1.0693817,0.7771479,1.093223,1.0265921,0.53156406,0.98563695,0.91885525,1.1629665,0.7130444,0.0,0.9912725,1.0677054,1.2532244,0.8960733,0.91151047,1.086054,1.1298927,0.9878877,1.1658505,1.0027552,0.9162345,1.2312973,1.126909,1.2792679,1.1881263,0.7483556,1.011791,1.1616049,1.2188079,1.0499198,1.0685674,1.0542675,1.2076049,1.200778,0.89430845,0.9306949,0.76273084,1.2592678,1.1810305,1.1084831,1.2113246,0.807713,1.1295471,0.86262715,1.0953612,1.2253245,0.99718463,0.97850764,0.95795614,0.8930366,1.0989163,1.286752,0.58993423,0.82213104,0.8202193,1.1696543,1.101202,1.1016127,1.1377603,1.2209485,0.87535435,1.091048
